ERR1913308.242__1.242	28117__B0MUR5__BHV66_03900
ERR1913308.48108__1.48108	821__A6L0C7__ERS852556_03520
ERR1913308.48232__1.48232	1262777__R5VL09__BN512_01862
ERR1913308.48317__1.48317	40518__R5DU92__DXD93_03170
ERR1913308.48390__1.48390	1299998__GCA_001494635.1_01530
ERR1913308.48429__1.48429	853__A0A174C5M1__CGS58_04460
ERR1913308.48461__1.48461	853__A0A174C5M1__CGS58_04460
ERR1913308.48494__1.48494	1160721__W0U560__RBI_I01229
ERR1913308.48588__1.48588	626940__E8LDK5__DCQ00_02560
ERR1913308.48853__1.48853	820__A0A3E4RU03__M093_0563
ERR1913308.48973__1.48973	214856__I3YPP0__ERS852447_01388
ERR1913308.49145__1.49145	39491__A0A2U2EED4__ERS852580_01584
ERR1913308.49174__1.49174	626929__R6L5A2__SAMN05444376_1245
ERR1913308.49345__1.49345	1263107__GCA_000436995.1_00168
ERR1913308.49572__1.49572	394340__ttrB_3
ERR1913308.49802__1.49802	166486__A0A173V5I7__ERS852572_02640
ERR1913308.49952__1.49952	820__A0A139K4W5__HMPREF2141_02394
ERR1913308.49953__1.49953	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913308.50062__1.50062	1263044__GCA_000433375.1_01439
ERR1913308.50406__1.50406	820__R9HP61__DXC91_01090
ERR1913308.50777__1.50777	626929__F3PHB7__HMPREF9445_01465
ERR1913308.50846__1.50846	33039__A0A173VTT4__frdB_1
ERR1913308.51149__1.51149	1862668__GCA_001945525.1_00031
ERR1913308.51198__1.51198	853__A0A173XRA8__CGS56_09290
ERR1913308.51219__1.51219	1720294__U2CM92__DWY69_20490
ERR1913308.51251__1.51251	33039__A0A173VSH9__ERS852530_05439
ERR1913308.51292__1.51292	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913308.51515__1.51515	246787__R6KM92__AA416_01456
ERR1913308.51621__1.51621	28117__B0MUB3__ALIPUT_00727
ERR1913308.51658__1.51658	853__R6QDR1__C4N27_08170
ERR1913308.51759__1.51759	28118__R6F390__ypdA_1
ERR1913308.51931__1.51931	291644__R5JG91__HMPREF1532_01961
ERR1913308.52037__1.52037	853__C7H1R8__DW905_06675
ERR1913308.52127__1.52127	818__A0A3E5HWN5__BSIG_3066
ERR1913308.52241__1.52241	820__A7V8C2__ERS852554_01338
ERR1913308.52244__1.52244	39485__R5ZNG4__yerB
ERR1913308.52564__1.52564	39485__A0A174ZPH7__ERS852490_01992
ERR1913308.52610__1.52610	246787__A0A3D6B2C7__BcellWH2_03259
ERR1913308.53146__1.53146	291644__R5JS80__HMPREF1532_00848
ERR1913308.53225__1.53225	246787__R6LGB3__BcellWH2_02361
ERR1913308.53280__1.53280	820__R9I324__HMPREF2141_02414
ERR1913308.53320__1.53320	204516__U6REI9__HMPREF1534_02357
ERR1913308.53395__1.53395	39491__A0A395V0H6__ERS852580_02570
ERR1913308.53502__1.53502	40518__R5E328__DXD86_08885
ERR1913308.53429__1.53429	1160721__R6TBU4__BHW50_04080
ERR1913308.53578__1.53578	204516__U6R8I1__HMPREF1534_03341
ERR1913308.53597__1.53597	418240__C6JFD7__ERS852523_02475
ERR1913308.53747__1.53747	820__A0A174GYA8__DXB64_07370
ERR1913308.54257__1.54257	1262777__R5VVJ8__BN512_00676
ERR1913308.54698__1.54698	1262753__R5AVN4__BN813_00577
ERR1913308.54736__1.54736	46228__V8C484__HMPREF1202_01707
ERR1913308.54888__1.54888	1262945__R6YZY9__BN600_00542
ERR1913308.55044__1.55044	1262777__R5W6L8__BN512_00248
ERR1913308.55007__1.55007	820__A0A374MMF0__HMPREF1073_03811
ERR1913308.55341__1.55341	853__A0A2A7B9I6__DW855_13690
ERR1913308.55567__1.55567	820__R9I3Q7__HMPREF1072_01668
ERR1913308.55588__1.55588	46228__B5CM12__DXD17_00945
ERR1913308.55862__1.55862	410072__C0BAJ3__ERS852574_01527
ERR1913308.55888__1.55888	745368__A0A1T4YBU5__SAMN02745178_02911
ERR1913308.55891__1.55891	1897011__A0A1Q6RES7__BHW41_04275
ERR1913308.55906__1.55906	39485__C4Z6V1__ERS852492_02640
ERR1913308.56142__1.56142	28117__B0MUL5__ALIPUT_00722
ERR1913308.56333__1.56333	39491__A0A395V464__EUBREC_1509
ERR1913308.56368__1.56368	291644__I9IAR0__HMPREF1071_00441
ERR1913308.56471__1.56471	820__A0A139K4W5__HMPREF2141_02394
ERR1913308.56999__1.56999	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913308.57077__1.57077	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913308.57129__1.57129	820__A0A173YYG4__evgS_3
ERR1913308.57385__1.57385	820__A0A173XIP7__B5G17_16050
ERR1913308.57488__1.57488	820__A0A396EUU8__luxQ_3
ERR1913308.57884__1.57884	1862668__GCA_001945525.1_00031
ERR1913308.57977__1.57977	74426__purL
ERR1913308.57998__1.57998	1262777__R5WGC7__BN512_00376
ERR1913308.58056__1.58056	166486__D4KYW5__ROSINTL182_05595
ERR1913308.58096__1.58096	39492__B0MPL6__EUBSIR_01779
ERR1913308.58200__1.58200	1150298__A0A173YHI7__ERS852406_00466
ERR1913308.58696__1.58696	626929__F3PLK3__SAMN05444376_0455
ERR1913308.58732__1.58732	410072__A0A173XQG6__ERS852574_01620
ERR1913308.58756__1.58756	1262753__R5B6W4__BN813_00699
ERR1913308.58801__1.58801	1150298__R7JTW4__yvhJ
ERR1913308.58954__1.58954	1263044__GCA_000433375.1_03428
ERR1913308.58979__1.58979	214856__I3YPP9__Alfi_2707
ERR1913308.59016__1.59016	246787__R6KIG0__BcellWH2_02358
ERR1913308.59335__1.59335	28117__B0MXG8__ALIPUT_01814
ERR1913308.59361__1.59361	820__A0A3E4W7J3__DXC07_00330
ERR1913308.59445__1.59445	626940__E8LF81__HMPREF9443_01521
ERR1913308.59539__1.59539	823__A0A174PLE5__DXD05_03010
ERR1913308.59743__1.59743	40518__R5DZC6__mreC
ERR1913308.60051__1.60051	818__A0A0P0FKC9__Btheta7330_01050
ERR1913308.60413__1.60413	39491__C4ZF05__vpr
ERR1913308.60433__1.60433	818__A0A174RFL1__ERS852511_03380
ERR1913308.60435__1.60435	28117__B0MVL5__BHV66_01660
ERR1913308.60452__1.60452	328814__GCA_004558275.1_02278
ERR1913308.60610__1.60610	39491__A0A395ZDC6__addB
ERR1913308.60719__1.60719	626929__F3PL51__B5F97_10425
ERR1913308.60781__1.60781	28117__B0MVL2__BHV66_01645
ERR1913308.60796__1.60796	820__A0A139KIL9__DXC68_05945
ERR1913308.61083__1.61083	821__A0A396F9T7__M097_3427
ERR1913308.61767__1.61767	39491__A0A396FNY7__LD38_16155
ERR1913308.62158__1.62158	28117__B0MY40__BHV66_05170
ERR1913308.62345__1.62345	1150298__A0A173ZI89__ERS852498_03535
ERR1913308.62583__1.62583	626929__F3PER6__SAMN05444376_2494
ERR1913308.62614__1.62614	47678__R5UES3__CGC64_00760
ERR1913308.62633__1.62633	1262753__R5B5B6__BN813_00024
ERR1913308.62662__1.62662	820__A0A3E4VZT7__DXB48_16145
ERR1913308.62674__1.62674	487174__K0WXG8__DIT83_09300
ERR1913308.62743__1.62743	291644__R5JP40__HMPREF1071_01986
ERR1913308.63078__1.63078	820__A0A374MMF0__HMPREF1073_03811
ERR1913308.63431__1.63431	626940__E8LD28__BHW43_10325
ERR1913308.63432__1.63432	39491__D6E4H2__DXB99_00485
ERR1913308.63466__1.63466	853__A0A3E2U7E6__ERS852582_01640
ERR1913308.63521__1.63521	28118__F9ZBL7__DER54_00840
ERR1913308.63719__1.63719	626940__E8LBE7__BN587_01102
ERR1913308.63742__1.63742	823__A0A355XJT5__ERS852429_03504
ERR1913308.63747__1.63747	626940__E8LBE7__BN587_01102
ERR1913308.63761__1.63761	28117__B0MVL5__BHV66_01660
ERR1913308.63819__1.63819	166486__A0A173T114__ROSINTL182_05085
ERR1913308.63977__1.63977	39485__A0A174YVS4__EUBELI_00620
ERR1913308.64083__1.64083	1262753__R5B0D1__BN813_02073
ERR1913308.64118__1.64118	1262753__R5B890__BN813_02145
ERR1913308.64128__1.64128	166486__D4KUC4__arcB_1
ERR1913308.64278__1.64278	1262777__R5W803__BN512_00678
ERR1913308.64360__1.64360	821__A0A3E4WAR6__DXD64_10735
ERR1913308.64392__1.64392	626940__E8LEW0__BN587_02177
ERR1913308.64456__1.64456	820__A0A3E4GA19__SAMN05444418_10562
ERR1913308.64464__1.64464	1262753__R5B0D1__BN813_02073
ERR1913308.64634__1.64634	291644__I9T317__ERS852428_03619
ERR1913308.64656__1.64656	39491__A0A396FIZ8__ERE_20410
ERR1913308.64851__1.64851	1262753__R5BCJ3__BN813_02219
ERR1913308.64930__1.64930	626929__F3PKZ5__B5F24_10670
ERR1913308.65040__1.65040	820__A0A3E4VXP2__yesR
ERR1913308.65041__1.65041	1262824__R6RM20__BN719_01820
ERR1913308.65108__1.65108	820__A0A1Q6IDS8__chtA
ERR1913308.65231__1.65231	46228__V8BM45__DXD17_14355
ERR1913308.65403__1.65403	1262753__R5B7Q8__BN813_00846
ERR1913308.65501__1.65501	166486__C7GFD3__ERS852572_00983
ERR1913308.65548__1.65548	1150298__A0A174BP05__murAA
ERR1913308.65639__1.65639	820__A0A374MMF0__HMPREF1073_03811
ERR1913308.65666__1.65666	39491__R6UMS6__DXD13_07035
ERR1913308.65718__1.65718	821__A0A396F598__CUU_3259
ERR1913308.65860__1.65860	166486__C7G849__ERS852572_00697
ERR1913308.65873__1.65873	166486__C7GAX1__ERS852572_03188
ERR1913308.65883__1.65883	1262753__R5B5Z6__BN813_00492
ERR1913308.65951__1.65951	39491__C4ZCV7__ERE_23110
ERR1913308.65989__1.65989	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913308.66001__1.66001	214856__I3YPP9__Alfi_2707
ERR1913308.66108__1.66108	820__A0A3E4GA19__SAMN05444418_10562
ERR1913308.66157__1.66157	1160721__W0U3C6__BHW50_11080
ERR1913308.66278__1.66278	626940__E8LFV6__DCQ00_05640
ERR1913308.66301__1.66301	820__A0A3E4VXP2__yesR
ERR1913308.66305__1.66305	626929__F3PGX9__HMPREF9445_01323
ERR1913308.66366__1.66366	46228__V8BQN5__RUMLAC_01272
ERR1913308.66391__1.66391	166486__D4KY84__ERS852572_02606
ERR1913308.66393__1.66393	823__A6LBY1__ERS852380_00510
ERR1913308.66399__1.66399	28117__B0MZ14__ALIPUT_02383
ERR1913308.66438__1.66438	291644__I9HP97__HMPREF1532_00061
ERR1913308.66484__1.66484	820__A0A174KKV6__DXC07_02635
ERR1913308.66619__1.66619	166486__D4KYC3__ROSINTL182_05485
ERR1913308.66835__1.66835	853__D4JY61__C4N21_10560
ERR1913308.67070__1.67070	626929__F3PER6__SAMN05444376_2494
ERR1913308.67168__1.67168	166486__D4KZ45__ROSINTL182_05738
ERR1913308.67258__1.67258	853__A0A2A7AXC8__C4N21_14120
ERR1913308.67267__1.67267	39491__A0A395ZDC6__addB
ERR1913308.67434__1.67434	166486__D4KZA5__ERS852572_03317
ERR1913308.67602__1.67602	820__A0A139KIL9__DXC68_05945
ERR1913308.67647__1.67647	246787__A0A0P0FVC6__BACCELL_03671
ERR1913308.67795__1.67795	1262753__R5B3H1__BN813_01908
ERR1913308.67802__1.67802	40518__R5E1J2__DXD93_04070
ERR1913308.67949__1.67949	418240__C6JDJ1__ERS852478_02876
ERR1913308.68409__1.68409	820__A0A174LIN6__HMPREF1072_03144
ERR1913308.68479__1.68479	2108523__A0A2P2FAD2__LAWASA_3010
ERR1913308.68526__1.68526	552398__F4XCQ4__HMPREF0866_01621
ERR1913308.68544__1.68544	626940__E8LCM1__HMPREF9443_00590
ERR1913308.68655__1.68655	291644__I9SRU5__HMPREF1532_02538
ERR1913308.68660__1.68660	818__A0A3E5H319__SAMN02910322_03382
ERR1913308.68679__1.68679	820__A0A374QGD2__ERS852421_02382
ERR1913308.68694__1.68694	1263044__GCA_000433375.1_03429
ERR1913308.68778__1.68778	821__A0A396F9T7__M097_3427
ERR1913308.68820__1.68820	821__A0A3E4KIM1__M097_3660
ERR1913308.68938__1.68938	166486__D4KYM4__ERS852572_02981
ERR1913308.69181__1.69181	328814__GCA_004558275.1_00035
ERR1913308.69248__1.69248	39491__A0A395ZKJ0__DXD13_11010
ERR1913308.69268__1.69268	291644__R5JCR7__HMPREF1071_01119
ERR1913308.69307__1.69307	291644__I9T671__HMPREF1071_02076
ERR1913308.69378__1.69378	39491__A0A395UZZ5__htpG_1
ERR1913308.69531__1.69531	1263044__GCA_000433375.1_03425
ERR1913308.69635__1.69635	1862668__GCA_001945525.1_00021
ERR1913308.69708__1.69708	1262753__R5B7K4__BN813_00062
ERR1913308.69727__1.69727	39491__A0A395V6A3__DXB69_00505
ERR1913308.70098__1.70098	1160721__W0U4N3__BHW50_05270
ERR1913308.70241__1.70241	853__A8S882__C4N23_07600
ERR1913308.70282__1.70282	39491__D4JM76__DXC13_02150
ERR1913308.70373__1.70373	820__A0A3E5E9Y8__DXD90_09110
ERR1913308.70488__1.70488	166486__D4KZA5__ERS852572_03317
ERR1913308.70722__1.70722	820__R9HP61__DXC91_01090
ERR1913308.70738__1.70738	820__A0A3E4W4Y7__B5G17_02055
ERR1913308.71039__1.71039	820__A0A139KIL9__DXC68_05945
ERR1913308.71283__1.71283	39491__A0A174M1X5__DXB99_18695
ERR1913308.71351__1.71351	166486__A0A173T114__ROSINTL182_05085
ERR1913308.71542__1.71542	357276__I9QBT7__BSEG_03340
ERR1913308.71515__1.71515	301302__R5VFU2__xynA1
ERR1913308.71537__1.71537	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1913308.71538__1.71538	626940__E8LGH5__BHW43_03625
ERR1913308.71640__1.71640	39485__C4Z434__tilS
ERR1913308.71602__1.71602	46228__V8CB83__RUMLAC_02479
ERR1913308.71583__1.71583	28117__B0MTW8__ALIPUT_00502
ERR1913308.71671__1.71671	820__A0A374Q8T2__DXB64_16190
ERR1913308.71710__1.71710	820__A0A3E4W7J3__DXC07_00330
ERR1913308.71910__1.71910	820__A0A173YYG4__evgS_3
ERR1913308.71959__1.71959	626940__E8LDI1__HMPREF9443_00908
ERR1913308.71927__1.71927	820__A0A174RFI5__SAMN05444418_12240
ERR1913308.71991__1.71991	39491__C4ZHS4__EUR_24420
ERR1913308.72034__1.72034	820__A0A078S4C2__ERS417307_00828
ERR1913308.72184__1.72184	853__A0A2A7B9I6__DW855_13690
ERR1913308.72350__1.72350	28052__A0A174YME0__acm_2
ERR1913308.72623__1.72623	820__I9A4U7__DHU98_12785
ERR1913308.72659__1.72659	1263107__GCA_000436995.1_00033
ERR1913308.73097__1.73097	823__A6L9D3__ERS852560_03374
ERR1913308.73143__1.73143	166486__D4L2C3__ERS852572_01686
ERR1913308.73182__1.73182	853__C7H7F5__DWZ46_01780
ERR1913308.73223__1.73223	74426__pta
ERR1913308.73384__1.73384	394340__dapL
ERR1913308.73308__1.73308	328814__GCA_004558275.1_00034
ERR1913308.73511__1.73511	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913308.73631__1.73631	626929__R6M5B4__B5F97_02215
ERR1913308.73905__1.73905	626929__F3PLK2__B5F97_09745
ERR1913308.74028__1.74028	39486__G1WPN2__DORFOR_01095
ERR1913308.74115__1.74115	166486__D4L398__ERS852572_03633
ERR1913308.74086__1.74086	39485__C4Z6J7__ERS852492_02047
ERR1913308.74173__1.74173	28052__A0A174MSU9__ERS852499_02010
ERR1913308.74336__1.74336	246787__R6K7I2__BcellWH2_03256
ERR1913308.74341__1.74341	166486__A0A173T114__ROSINTL182_05085
ERR1913308.74481__1.74481	853__A0A173TAZ8__DWZ46_14590
ERR1913308.74565__1.74565	823__A0A395YZ10__NCTC11152_02955
ERR1913308.74790__1.74790	166486__D4KZ04__ERS852572_01569
ERR1913308.75178__1.75178	74426__infB
ERR1913308.75341__1.75341	626929__F3PIK9__HMPREF9445_01807
ERR1913308.75342__1.75342	33039__D4LYZ5__ERS852390_01248
ERR1913308.75369__1.75369	39485__R5ZPP8__EUBELI_20334
ERR1913308.75435__1.75435	39491__A0A395UWZ1__DXC13_02175
ERR1913308.75528__1.75528	301302__R5UU15__ERS852420_02998
ERR1913308.75536__1.75536	820__A0A174Q0F0__DXB48_08080
ERR1913308.75580__1.75580	39491__C4Z9J5__DXB69_02495
ERR1913308.75673__1.75673	239935__R6IZU4__CXT87_08085
ERR1913308.75698__1.75698	166486__D4L458__ROSINTL182_07088
ERR1913308.75766__1.75766	46228__B5CLQ5__RUMLAC_00379
ERR1913308.75794__1.75794	39491__D6E118__DXB69_05765
ERR1913308.75854__1.75854	204516__U6RN30__HMPREF1534_00370
ERR1913308.75856__1.75856	1262930__R6AVG7__BN693_02115
ERR1913308.75931__1.75931	626929__F3PIV6__B5F24_03810
ERR1913308.75954__1.75954	649756__D4MVS5__yxeP
ERR1913308.76092__1.76092	39485__A0A175A023__yhhT
ERR1913308.76291__1.76291	1550024__A0A3B9WI73__ASJ35_03410
ERR1913308.76331__1.76331	821__A0A078R9Y9__M097_2119
ERR1913308.76334__1.76334	39491__A0A396FPV7__ERS852580_01177
ERR1913308.76335__1.76335	820__A0A374QGD2__ERS852421_02382
ERR1913308.76445__1.76445	1262753__R5B234__BN813_01476
ERR1913308.76459__1.76459	1263000__R5EXF8__BN466_01942
ERR1913308.76440__1.76440	39491__A0A396FSN2__EUBREC_0707
ERR1913308.76678__1.76678	1235835__R9LCU2__C814_02677
ERR1913308.76746__1.76746	357276__I8VLL2__HMPREF1065_03395
ERR1913308.76981__1.76981	39485__A0A174ZPH7__ERS852490_01992
ERR1913308.77052__1.77052	39491__A0A396FJJ9__DXB76_11995
ERR1913308.77224__1.77224	166486__D4KWL4__ROSINTL182_06052
ERR1913308.77311__1.77311	820__A0A174TRB5__DXD40_11305
ERR1913308.77324__1.77324	1150298__R7JUX4__ERS852535_02669
ERR1913308.77435__1.77435	39491__A0A395UZL1__DXB76_05950
ERR1913308.77436__1.77436	820__A0A174F0C1__nreB
ERR1913308.77458__1.77458	329854__R7DRH1__DXD27_19880
ERR1913308.77614__1.77614	884684__GCA_002892425.1_01408
ERR1913308.77714__1.77714	820__A0A3E4RU03__M093_0563
ERR1913308.77911__1.77911	46228__V8CB66__RUMLAC_02810
ERR1913308.78107__1.78107	1628085__A0A1C5YAJ9__C7386_10197
ERR1913308.78202__1.78202	626929__F3PF36__B5F24_16825
ERR1913308.78375__1.78375	384639__GCA_003096855.1_00996
ERR1913308.78695__1.78695	823__A0A355XKQ8__DHP27_04010
ERR1913308.78812__1.78812	28117__B0MY40__BHV66_05170
ERR1913308.79284__1.79284	1550024__G9RWC0__ASJ35_03560
ERR1913308.79387__1.79387	214856__I3YMN6__Alfi_1938
ERR1913308.79456__1.79456	745368__A0A1T4Y5S3__SAMN02745178_02736
ERR1913308.79887__1.79887	384638__B7AVU0__BACPEC_02840
ERR1913308.80080__1.80080	1262753__R5B890__BN813_02145
ERR1913308.80690__1.80690	821__A0A395UNT8__DXD64_15275
ERR1913308.80846__1.80846	853__A0A173XRA8__CGS56_09290
ERR1913308.81273__1.81273	818__Q8A3I3__HMPREF2534_00068
ERR1913308.81298__1.81298	1262753__R5B331__BN813_00177
ERR1913308.81489__1.81489	820__A0A173WUD7__DXB48_08055
ERR1913308.81426__1.81426	821__A0A078R9Y9__M097_2119
ERR1913308.81783__1.81783	46228__V8BPH3__RUMLAC_01268
ERR1913308.82387__1.82387	1262753__R5B3H1__BN813_01908
ERR1913308.82497__1.82497	820__A0A139KG04__ERS852459_01249
ERR1913308.82503__1.82503	706562__GCA_900112995.1_01591
ERR1913308.82464__1.82464	1262753__R5AW71__BN813_00928
ERR1913308.82467__1.82467	1897011__A0A1Q6RD70__BHW41_05845
ERR1913308.82585__1.82585	820__A0A174F0C1__nreB
ERR1913308.82733__1.82733	39491__A0A2U2EK03__ERE_28780
ERR1913308.82855__1.82855	1262753__R5B9I0__BN813_00083
ERR1913308.83054__1.83054	1262753__R5B6I2__BN813_00596
ERR1913308.83110__1.83110	1262753__R5BAP6__BN813_01649
ERR1913308.83178__1.83178	246787__A0A0P0GPP9__BACCELL_01902
ERR1913308.83249__1.83249	1263044__GCA_000433375.1_03430
ERR1913308.83410__1.83410	853__A0A329UEG4__CHR60_00585
ERR1913308.83473__1.83473	1262753__R5BCK1__BN813_02229
ERR1913308.83671__1.83671	820__A0A174Q0F0__DXB48_08080
ERR1913308.83731__1.83731	626940__R6WR72__HMPREF9443_00288
ERR1913308.83874__1.83874	820__A0A174G065__DXB62_08975
ERR1913308.83862__1.83862	821__A0A396F9T7__M097_3427
ERR1913308.83911__1.83911	28052__A0A174JZ61__ERS852451_01201
ERR1913308.84086__1.84086	328814__GCA_004558275.1_00076
ERR1913308.84181__1.84181	166486__D4KZ45__ROSINTL182_05738
ERR1913308.84292__1.84292	39491__A0A395UYA6__EUBREC_0408
ERR1913308.84382__1.84382	820__A0A174LJB2__HMPREF1072_04112
ERR1913308.84564__1.84564	853__A0A174C5M1__CGS58_04460
ERR1913308.84655__1.84655	46228__B5CPU2__HMPREF1202_00621
ERR1913308.84673__1.84673	1897011__A0A1Q6RG62__BHW41_02455
ERR1913308.84907__1.84907	1150298__A0A174GH24__ERS852406_02992
ERR1913308.84930__1.84930	39491__C4ZC33__DXC13_11585
ERR1913308.84951__1.84951	291644__I9HGA0__wzc
ERR1913308.85091__1.85091	821__A0A396F598__CUU_3259
ERR1913308.85074__1.85074	74426__nifJ
ERR1913308.85143__1.85143	626933__H1DGX0__HMPREF9449_01506
ERR1913308.85293__1.85293	818__A0A0P0F2P7__BT_1771
ERR1913308.85408__1.85408	166486__D4L0E1__ypdA_4
ERR1913308.85532__1.85532	1160721__W0U3Q4__BHW50_08110
ERR1913308.85690__1.85690	649756__A0A173UBD8__ytpA
ERR1913308.86008__1.86008	39491__D6E118__DXB69_05765
ERR1913308.86087__1.86087	40518__R5DTJ1__DXD86_03635
ERR1913308.86257__1.86257	1262753__R5B102__BN813_01154
ERR1913308.86322__1.86322	39491__A0A3E4E7C5__DXB69_03255
ERR1913308.86483__1.86483	820__R9HP61__DXC91_01090
ERR1913308.86484__1.86484	820__A0A374Q854__HMPREF1073_03281
ERR1913308.86515__1.86515	328814__GCA_004558275.1_00079
ERR1913308.86749__1.86749	1262824__R6RM20__BN719_01820
ERR1913308.87058__1.87058	1160721__W0U2E1__RBI_I00200
ERR1913308.87148__1.87148	1150298__A0A174SLE6__mlc_1
ERR1913308.87177__1.87177	820__A0A174RFI5__SAMN05444418_12240
ERR1913308.87181__1.87181	46228__B5CLE1__HMPREF1202_01861
ERR1913308.87188__1.87188	246787__A0A0P0GK12__BcellWH2_04154
ERR1913308.87347__1.87347	820__A0A174CG08__DXB62_13215
ERR1913308.87374__1.87374	214856__I3YMN6__Alfi_1938
ERR1913308.87514__1.87514	328814__GCA_004558275.1_00033
ERR1913308.87606__1.87606	39491__A0A395ZBQ4__cph2_2
ERR1913308.87912__1.87912	165179__A0A174SA26__PREVCOP_05758
ERR1913308.88001__1.88001	214856__A0A173XIZ3__ERS852559_00434
ERR1913308.88222__1.88222	39491__A0A173QT73__alaS_2
ERR1913308.88326__1.88326	820__A0A078STJ8__DXC68_04690
ERR1913308.88376__1.88376	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913308.88838__1.88838	39491__A0A395V5L2__ERE_28270
ERR1913308.88914__1.88914	853__A0A174C5M1__CGS58_04460
ERR1913308.89029__1.89029	471189__GCA_003340385.1_00307
ERR1913308.89099__1.89099	820__R9I3Q7__HMPREF1072_01668
ERR1913308.89139__1.89139	39491__A0A395ZHW9__DXC13_02590
ERR1913308.89462__1.89462	46228__V8CE24__thiD
ERR1913308.89558__1.89558	301302__R5VE56__M72_25941
ERR1913308.89624__1.89624	371601__D7J857__B5E52_13185
ERR1913308.89666__1.89666	61171__B9Y5T8__HOLDEFILI_01170
ERR1913308.89759__1.89759	40518__R5DUU0__DXD93_03985
ERR1913308.90158__1.90158	301302__R5UK77__M72_08681
ERR1913308.90372__1.90372	39496__A5ZA25__EUBVEN_02572
ERR1913308.90404__1.90404	820__R9I3Q7__HMPREF1072_01668
ERR1913308.90441__1.90441	39491__A0A396FSR4__ERS852580_02287
ERR1913308.90456__1.90456	1262753__R5B358__BN813_01778
ERR1913308.90528__1.90528	853__E2ZGD9__C7J97_11715
ERR1913308.90736__1.90736	74426__rpoC
ERR1913308.90837__1.90837	626929__F3PJ28__B5F24_03465
ERR1913308.90887__1.90887	28052__A0A174M0I3__ERS852451_02171
ERR1913308.90933__1.90933	853__A0A173YYY4__DWZ04_09420
ERR1913308.91013__1.91013	214856__I3YPR6__Alfi_2724
ERR1913308.91315__1.91315	1160721__W0U4D5__RBI_I01230
ERR1913308.91427__1.91427	1262753__R5B3H1__BN813_01908
ERR1913308.91451__1.91451	820__A7V9F9__B5G17_14640
ERR1913308.91745__1.91745	820__A0A3E4FWC8__DXC91_14635
ERR1913308.91968__1.91968	39491__A0A395V464__EUBREC_1509
ERR1913308.92132__1.92132	28118__F9ZAE2__NCTC10826_03559
ERR1913308.92323__1.92323	821__A0A078R9Y9__M097_2119
ERR1913308.92421__1.92421	820__A0A3E4XM43__DXC91_13960
ERR1913308.92751__1.92751	39491__A0A173VYV1__DXC13_02710
ERR1913308.92656__1.92656	1160721__R6TAA3__BHW50_03385
ERR1913308.93025__1.93025	39491__A0A173VH71__ERS852497_01827
ERR1913308.93145__1.93145	40518__R5E4X1__DXD93_05270
ERR1913308.93239__1.93239	39485__C4Z389__ERS852490_01920
ERR1913308.93483__1.93483	39485__A0A1Q6PGI3__ERS852492_02967
ERR1913308.93460__1.93460	28052__R7NB47__msbA_2
ERR1913308.93599__1.93599	39491__A0A395V0E5__ERE_31370
ERR1913308.94052__1.94052	820__A0A396EUU8__luxQ_3
ERR1913308.94222__1.94222	74426__rpoB
ERR1913308.94459__1.94459	39491__A0A173TAZ5__DXB99_09520
ERR1913308.94543__1.94543	820__A0A3E4G2R7__DXC07_00510
ERR1913308.94556__1.94556	572010__tgt
ERR1913308.94651__1.94651	1235835__R9LCU2__C814_02677
ERR1913308.94728__1.94728	1262753__R5B9I0__BN813_00083
ERR1913308.94917__1.94917	246787__R6KIG0__BcellWH2_02358
ERR1913308.94952__1.94952	39491__A0A0M6WWT1__dus_2
ERR1913308.95233__1.95233	1262825__R5ECH5__BN724_02253
ERR1913308.95315__1.95315	166486__D4L301__ROSINTL182_06234
ERR1913308.95375__1.95375	166486__C7GCP5__ROSINTL182_07683
ERR1913308.95545__1.95545	291644__I8YFE9__HMPREF1071_02973
ERR1913308.95555__1.95555	823__D7ILK2__ERS852380_00031
ERR1913308.95727__1.95727	821__A0A3E4WAR6__DXD64_10735
ERR1913308.96101__1.96101	820__A7V049__DXB48_04755
ERR1913308.96130__1.96130	246787__A0A0P0GCR8__xynD_3
ERR1913308.96185__1.96185	820__A0A139KJ23__celCCA
ERR1913308.96232__1.96232	39491__A0A396FM36__DXB99_00820
ERR1913308.96263__1.96263	40518__R5DXH2__DXD83_10135
ERR1913308.96281__1.96281	39491__C4Z8Y4__ERS852417_00909
ERR1913308.96857__1.96857	39491__C4ZAT2__ERE_28440
