ERR1913290.39__1.39	28118__F9Z5N6__SAMEA44545918_01718
ERR1913290.37819__1.37819	28116__A0A1Y4PWN5__M088_3731
ERR1913290.37925__1.37925	166486__D4KW38__ERS852572_02341
ERR1913290.38000__1.38000	384638__B7APN3__BACPEC_00639
ERR1913290.38023__1.38023	46503__R6X8R7__PARMER_00141
ERR1913290.38234__1.38234	357276__I9QBT7__BSEG_03340
ERR1913290.38392__1.38392	817__D1JUF9__M116_3651
ERR1913290.38345__1.38345	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913290.38496__1.38496	556259__I0PYM3__BSGG_5385
ERR1913290.38533__1.38533	246787__A0A108T429__BACCELL_00192
ERR1913290.38647__1.38647	820__A7UYX8__DXD40_11635
ERR1913290.38729__1.38729	821__D4VD59__BHV80_04260
ERR1913290.38812__1.38812	745368__A0A1T4Y9Q7__SAMN02745178_02874
ERR1913290.38827__1.38827	818__A0A0P0F004__SAMN02910322_02925
ERR1913290.38841__1.38841	820__A0A139JRS5__HMPREF1073_04025
ERR1913290.39076__1.39076	28116__I9SW74__BACOVA_04237
ERR1913290.39087__1.39087	246787__A0A3D6AXU9__BACCELL_01366
ERR1913290.39229__1.39229	1150298__A0A174KDX3__ERS852498_01212
ERR1913290.39302__1.39302	28116__A0A3E5HUC8__DHW41_21025
ERR1913290.39318__1.39318	418240__R7CJP2__cycB_1
ERR1913290.39483__1.39483	28116__A0A1Y4PWE4__M089_4352
ERR1913290.39665__1.39665	28117__B0MY40__BHV66_05170
ERR1913290.39708__1.39708	214856__R6Y0B9__ERS852559_00164
ERR1913290.39750__1.39750	39491__A0A396FPV7__ERS852580_01177
ERR1913290.39920__1.39920	357276__I9QBT7__BSEG_03340
ERR1913290.39906__1.39906	39492__D4MIK7__EUBSIR_00676
ERR1913290.40057__1.40057	820__A0A174QLF0__SAMN05444418_109151
ERR1913290.40193__1.40193	39492__D4JRZ7__smc
ERR1913290.40202__1.40202	246787__A0A0P0G684__cirA_10
ERR1913290.40178__1.40178	28116__A0A1Y4PVG6__Bovatus_02664
ERR1913290.40433__1.40433	328813__A0A1Y3QZ64__B5G41_14235
ERR1913290.40669__1.40669	556259__E5C690__BSGG_1431
ERR1913290.40775__1.40775	853__A0A173XRA8__CGS56_09290
ERR1913290.40874__1.40874	818__A0A139K023__trxA_3
ERR1913290.40964__1.40964	28116__F7M1Q5__CUY_1584
ERR1913290.41027__1.41027	820__A0A3E4WCX3__C801_02709
ERR1913290.41049__1.41049	674529__R6V7P0__SAMN05444400_102331
ERR1913290.41113__1.41113	371601__A0A1H3XPY7__CW1_0993
ERR1913290.41358__1.41358	821__R7P1Q7__M099_2990
ERR1913290.41612__1.41612	28116__A0A1Y4PDJ7__C5Z02_08485
ERR1913290.41826__1.41826	28116__E5CH94__NCTC11153_03344
ERR1913290.42033__1.42033	28116__I8YA52__M088_0798
ERR1913290.42091__1.42091	821__A0A174RA14__M099_1655
ERR1913290.42326__1.42326	28116__R6DIL2__DXD69_10970
ERR1913290.42345__1.42345	39492__D4MMZ8__ERS852540_01407
ERR1913290.42426__1.42426	246787__A0A108T1Y3__fepA_8
ERR1913290.42592__1.42592	820__A0A3E4G2R7__DXC07_00510
ERR1913290.42612__1.42612	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913290.42671__1.42671	1262824__R6S169__BN719_01928
ERR1913290.42854__1.42854	106588__A6NUL8__BACCAP_01900
ERR1913290.43146__1.43146	1150298__R7JU97__ERS852498_02579
ERR1913290.43196__1.43196	1150298__A0A174RP87__uppP_1
ERR1913290.43253__1.43253	1262911__R6GP42__BN557_00222
ERR1913290.43337__1.43337	821__A0A395UNT8__DXD64_15275
ERR1913290.43353__1.43353	357276__I9QBT7__BSEG_03340
ERR1913290.43390__1.43390	39492__D4JR58__EUBSIR_02090
ERR1913290.43482__1.43482	371601__A0A1Y4VIV8__SAMN05216250_12923
ERR1913290.43504__1.43504	871325__A0A1M5CAW7__SAMN05444349_12350
ERR1913290.43657__1.43657	1897011__A0A1Q6RDY7__BHW41_05255
ERR1913290.43633__1.43633	28116__A0A078Q626__HMPREF1070_02735
ERR1913290.43640__1.43640	39485__A0A174ZA72__glgB_1
ERR1913290.43736__1.43736	1796613__A0A1C7H6N8__ADH74_01350
ERR1913290.43747__1.43747	1262746__R5SS80__BN750_02125
ERR1913290.44062__1.44062	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913290.44066__1.44066	853__A0A2A7B1Y7__C7K05_11930
ERR1913290.44027__1.44027	28116__A0A078Q9S5__DXD69_13430
ERR1913290.44218__1.44218	39492__D4MJF3__EUBSIR_02248
ERR1913290.44325__1.44325	39492__D4JT87__clpC
ERR1913290.44630__1.44630	371601__A0A1H4AKU1__BXY_45200
ERR1913290.44784__1.44784	853__A0A2A7B1Y7__C7K05_11930
ERR1913290.44774__1.44774	1263000__R5EXT3__BN466_02213
ERR1913290.45019__1.45019	1150298__A0A174KW35__cbbX
ERR1913290.45148__1.45148	1262882__R5MYS9__BN519_00290
ERR1913290.45135__1.45135	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913290.45184__1.45184	823__A0A174U5E4__BDI_3390
ERR1913290.45202__1.45202	214856__A0A174EJT5__mnmA
ERR1913290.45386__1.45386	246787__A0A108TGC9__BACCELL_01371
ERR1913290.45636__1.45636	28116__A0A1Y4Q367__ERS852555_04706
ERR1913290.45879__1.45879	39491__A0A395UZ82__EUR_31520
ERR1913290.45909__1.45909	820__A0A3E4HWJ4__DXD40_05945
ERR1913290.45932__1.45932	246787__A0A3D6AXI0__AA416_04256
ERR1913290.46038__1.46038	821__U6RDC2__DXD46_15675
ERR1913290.46146__1.46146	28116__I9SW74__BACOVA_04237
ERR1913290.46169__1.46169	1796613__A0A1V0QDA8__A4V03_02465
ERR1913290.46469__1.46469	371601__A0A1H4AKU1__BXY_45200
ERR1913290.46614__1.46614	817__A0A139T481__M114_3532
ERR1913290.46723__1.46723	556259__E5C614__BSGG_0177
ERR1913290.46724__1.46724	39492__D4JWG3__EUBSIR_00308
ERR1913290.46747__1.46747	338188__R6RT73__HMPREF1057_02828
ERR1913290.46722__1.46722	556259__E5C614__BSGG_0177
ERR1913290.46821__1.46821	28116__A0A395VZB9__Bovatus_03205
ERR1913290.46913__1.46913	39492__D4JQU2__EUBSIR_01294
ERR1913290.47063__1.47063	821__A0A397WGD6__M098_0084
ERR1913290.47050__1.47050	387090__S0F8B2__BACCOPRO_02129
ERR1913290.47153__1.47153	357276__B6VYT9__HMPREF1063_05030
ERR1913290.47361__1.47361	214851__D1PSM4__SUBVAR_07407
ERR1913290.47337__1.47337	820__A0A1T4IY80__ERS852554_01621
ERR1913290.47874__1.47874	28116__A0A0J9IIV5__M089_5519
ERR1913290.47881__1.47881	39492__D4JRZ7__smc
ERR1913290.47959__1.47959	1897011__A0A1Q6RF49__BHW41_03110
ERR1913290.48031__1.48031	820__A0A139K0K1__DXB37_05460
ERR1913290.48226__1.48226	246787__A0A3D6AYV2__BcellWH2_03647
ERR1913290.48256__1.48256	28116__A0A396DFW5__C5Z02_07010
ERR1913290.48229__1.48229	821__A0A3E4HP25__SAMN04487923_102450
ERR1913290.48309__1.48309	820__A7VAS1__HMPREF2141_03259
ERR1913290.48315__1.48315	556259__E5C8S0__BSGG_1769
ERR1913290.48316__1.48316	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913290.48327__1.48327	39491__A0A395V397__EUR_09960
ERR1913290.48455__1.48455	28116__A7LS06__HMPREF2532_04668
ERR1913290.48499__1.48499	28116__A0A1Y4PWV4__C5Z02_15015
ERR1913290.48514__1.48514	39492__D4JUD9__EUBSIR_01875
ERR1913290.48515__1.48515	818__A0A0N7I9H8__ERS852461_00040
ERR1913290.48517__1.48517	166486__D4KW49__ROSINTL182_07746
ERR1913290.48532__1.48532	821__E5UPR6__SAMN04487923_101768
ERR1913290.48574__1.48574	820__R9HUV5__HMPREF2141_02582
ERR1913290.48789__1.48789	28116__A0A1Y4PWE4__M089_4352
ERR1913290.48792__1.48792	246787__A0A0P0FSC9__BACCELL_02534
ERR1913290.49029__1.49029	246787__A0A3D6AZ54__BcellWH2_03646
ERR1913290.49030__1.49030	371601__A0A1H3XPY7__CW1_0993
ERR1913290.49199__1.49199	40520__R7D341__RUMOBE_03081
ERR1913290.49278__1.49278	823__D7IUM6__M091_1082
ERR1913290.49388__1.49388	239935__A0A139TVJ4__CXT86_02020
ERR1913290.49349__1.49349	820__A0A374Q854__HMPREF1073_03281
ERR1913290.49516__1.49516	33025__A0A395JIJ9__C8D73_101350
ERR1913290.49520__1.49520	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913290.49556__1.49556	28116__A7LXT7__HMPREF1070_00356
ERR1913290.49557__1.49557	28118__F9ZAB2__SAMEA44545918_01079
ERR1913290.49586__1.49586	214856__I3YPI7__pepD_1
ERR1913290.49682__1.49682	387090__S0F8B2__BACCOPRO_02129
ERR1913290.49737__1.49737	28116__A0A1G6G5G9__SAMN05192581_101892
ERR1913290.49777__1.49777	821__A0A174T998__DXB82_10860
ERR1913290.49878__1.49878	1897011__A0A1Q6RJI3__BHW41_00255
ERR1913290.49950__1.49950	817__E1WSY2__CQW38_02197
ERR1913290.50009__1.50009	821__A0A174NM17__lacZ_6
ERR1913290.50016__1.50016	28116__A0A1Y4PH15__DXA80_17985
ERR1913290.49990__1.49990	28116__A0A1Y4PHM7__DXA80_25130
ERR1913290.50001__1.50001	166486__D4L2C5__ERS852572_01688
ERR1913290.50045__1.50045	28116__A0A078QF71__HMPREF1070_01231
ERR1913290.50140__1.50140	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913290.50189__1.50189	28116__A7M019__HMPREF1070_01109
ERR1913290.50376__1.50376	39492__D4JSS2__EUBSIR_00553
ERR1913290.50355__1.50355	28116__A0A395VUS9__DXD69_03560
ERR1913290.50273__1.50273	821__A0A174RA14__M099_1655
ERR1913290.50408__1.50408	28116__E5C3L8__DXF98_06270
ERR1913290.50468__1.50468	301301__A0A395V7G5__RHOM_16755
ERR1913290.50617__1.50617	35833__E5Y6S3__HMPREF0179_01886
ERR1913290.50688__1.50688	39491__D4JMW8__ERS852497_01971
ERR1913290.50601__1.50601	28116__A0A1Y4PVG3__imd
ERR1913290.50602__1.50602	821__A0A396FEL8__C5Z04_06030
ERR1913290.50611__1.50611	1262882__R5MYP8__BN519_00439
ERR1913290.50748__1.50748	28116__I8YA52__M088_0798
ERR1913290.51001__1.51001	28116__A0A1Y4P7B7__M088_2098
ERR1913290.51060__1.51060	28117__B0MUL5__ALIPUT_00722
ERR1913290.51079__1.51079	106588__A6NUL8__BACCAP_01900
ERR1913290.51038__1.51038	28116__A0A1Y4PHJ3__HMPREF1070_05178
ERR1913290.51093__1.51093	745368__A0A1T4Y7V7__SAMN02745178_02833
ERR1913290.51210__1.51210	28116__E5CH91__B5F02_11815
ERR1913290.51371__1.51371	39491__A0A396FKI0__DXC13_11560
ERR1913290.51468__1.51468	556259__I0PYM3__BSGG_5385
ERR1913290.51426__1.51426	208479__A8RYU2__HMPREF9472_05272
ERR1913290.51621__1.51621	28116__I9TDA4__BACOV975_03134
ERR1913290.51972__1.51972	28116__I9AKR7__DXA80_22960
ERR1913290.52062__1.52062	28116__A0A1Y4PVG6__Bovatus_02664
ERR1913290.52569__1.52569	410072__A0A174QU55__luxQ
ERR1913290.52741__1.52741	1262882__R5N5W2__BN519_00074
ERR1913290.52752__1.52752	28116__A0A396DFW5__C5Z02_07010
ERR1913290.52829__1.52829	1099853__U5CN37__NSB1T_00425
ERR1913290.52856__1.52856	28116__A0A3D2LPA1__CUY_3388
ERR1913290.53021__1.53021	39492__D4JTK2__EUBSIR_01439
ERR1913290.53231__1.53231	39491__A0A396FRE7__EUR_27520
ERR1913290.53617__1.53617	166486__D4L1D0__ROSINTL182_06446
ERR1913290.53724__1.53724	28116__R6JIR4__DXA80_14190
ERR1913290.53840__1.53840	371601__A0A1H4AKU1__BXY_45200
ERR1913290.53954__1.53954	823__A0A174LDE8__M096_3277
ERR1913290.54069__1.54069	821__R7P1Q7__M099_2990
ERR1913290.54212__1.54212	671267__R9IB12__C802_00696
ERR1913290.54796__1.54796	28116__A0A1Y4Q114__DXF98_00470
ERR1913290.54924__1.54924	28116__A7LS02__DXF98_24100
ERR1913290.55026__1.55026	28116__F7L4X5__M089_2857
ERR1913290.55112__1.55112	28116__A0A1Y4Q114__DXF98_00470
ERR1913290.55164__1.55164	28116__F7LC60__AA414_00422
ERR1913290.55237__1.55237	853__A0A3E2U7E6__ERS852582_01640
ERR1913290.55319__1.55319	39492__D4JS46__EUBSIR_02553
ERR1913290.55734__1.55734	28116__A0A1Y4PHM7__DXA80_25130
ERR1913290.55959__1.55959	556259__E5C690__BSGG_1431
ERR1913290.56035__1.56035	28116__R6JIR4__DXA80_14190
ERR1913290.56108__1.56108	821__A0A174V2F3__NCTC10583_01474
ERR1913290.56124__1.56124	28116__C3QMW5__M089_4133
ERR1913290.56371__1.56371	28116__D4WJ30__DHW41_06080
ERR1913290.56346__1.56346	1965604__A0A1Y4EMH2__B5F54_14485
ERR1913290.56457__1.56457	1150298__R7JXP3__ERS852535_00653
ERR1913290.56432__1.56432	387090__S0F7Y3__BACCOPRO_02028
ERR1913290.56560__1.56560	214856__R6XRA1__vatD_3
ERR1913290.56566__1.56566	820__A0A3E4QZJ7__C801_01798
ERR1913290.56643__1.56643	28116__A0A395VUS9__DXD69_03560
ERR1913290.56921__1.56921	28116__D7K2E0__endOF2_3
ERR1913290.57122__1.57122	1897011__A0A1Q6RGB4__BHW41_02795
ERR1913290.57391__1.57391	246787__A0A0P0GCR8__xynD_3
ERR1913290.57484__1.57484	363265__G6AZB1__HMPREF0673_01975
ERR1913290.57538__1.57538	820__A0A3E4QZJ7__C801_01798
ERR1913290.57662__1.57662	28116__C3QMW5__M089_4133
ERR1913290.57615__1.57615	28116__A0A078Q626__HMPREF1070_02735
ERR1913290.57719__1.57719	214856__A0A174BE12__ERS852559_01398
ERR1913290.57765__1.57765	820__A7V9F9__B5G17_14640
ERR1913290.57887__1.57887	820__A0A3E4IBC1__M094_0628
ERR1913290.58346__1.58346	28116__D4WLZ3__C5Z02_24105
ERR1913290.58473__1.58473	820__A0A3E4VZF8__C801_00319
ERR1913290.58498__1.58498	28117__B0MSS1__ALIPUT_00273
ERR1913290.58791__1.58791	239935__A0A139TPD4__CXT86_06450
ERR1913290.58815__1.58815	853__A0A2J4JL53__CRH10_10795
ERR1913290.58883__1.58883	1262743__R5C054__BN727_01980
ERR1913290.58847__1.58847	46503__R6X5I4__ERS852463_01136
ERR1913290.58860__1.58860	820__A0A139KHD8__ERS417307_00569
ERR1913290.58981__1.58981	301301__A0A395V747__ERS852391_01535
ERR1913290.58983__1.58983	821__E5UY21__C800_02204
ERR1913290.59029__1.59029	821__A0A396F1N0__M099_1553
ERR1913290.59087__1.59087	357276__I8VN30__HMPREF1065_03051
ERR1913290.59122__1.59122	28116__C3QMW5__M089_4133
ERR1913290.59244__1.59244	820__A0A139KJ23__celCCA
ERR1913290.59178__1.59178	28116__A0A1Y4PUF2__BACOV975_03357
ERR1913290.59183__1.59183	818__A0A1H7TGM1__BJP75_010615
ERR1913290.59505__1.59505	1262992__R5DB53__BN795_01346
ERR1913290.59635__1.59635	166486__D4KVZ4__sleB_3
ERR1913290.59694__1.59694	28116__F7M1Q5__CUY_1584
ERR1913290.59767__1.59767	166486__D4KZA5__ERS852572_03317
ERR1913290.60133__1.60133	28116__F7L8H9__BACOVA_00587
ERR1913290.60195__1.60195	214856__I3YMN6__Alfi_1938
ERR1913290.60212__1.60212	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913290.60223__1.60223	28116__D7J6A7__NCTC11153_02798
ERR1913290.60247__1.60247	371601__D7J4W7__CW3_3382
ERR1913290.60317__1.60317	853__A0A2J4JL53__CRH10_10795
ERR1913290.60524__1.60524	28116__E5CEE4__SAMN05444282_12363
ERR1913290.60636__1.60636	823__A0A174XJM9__CEQ22_007230
ERR1913290.60563__1.60563	239935__B2URG9__CXU00_11290
ERR1913290.60656__1.60656	820__R9HP61__DXC91_01090
ERR1913290.60794__1.60794	371601__F7LA63__HMPREF1074_04288
ERR1913290.60931__1.60931	820__A0A396EWL3__ERS417307_03868
ERR1913290.61061__1.61061	28116__A0A1Y4PVG6__Bovatus_02664
ERR1913290.61106__1.61106	33025__A0A395JHD9__C8D73_101774
ERR1913290.61109__1.61109	39491__A0A396FF66__DXD95_01810
ERR1913290.61164__1.61164	166486__R6AY46__ROSINTL182_06128
ERR1913290.61165__1.61165	1381__group_451
ERR1913290.61174__1.61174	28116__A7LXU0__HMPREF1070_00358
ERR1913290.61191__1.61191	28116__A0A3D2LPA1__CUY_3388
ERR1913290.61222__1.61222	246787__A0A108T831__glaB_2
ERR1913290.61233__1.61233	487174__K0X4V9__DDY40_12220
ERR1913290.61322__1.61322	357276__A0A0M1W9N4__GV66_05135
ERR1913290.61420__1.61420	1262882__R5MGX3__BN519_00046
ERR1913290.61441__1.61441	357276__A0A0K2HDP3__IY41_00705
ERR1913290.61484__1.61484	28116__R6JIR4__DXA80_14190
ERR1913290.61581__1.61581	33025__A0A395JBU5__C8D73_10423
ERR1913290.61858__1.61858	853__E2ZJT1__C4N23_03535
ERR1913290.61957__1.61957	821__A0A395UNT8__DXD64_15275
ERR1913290.61958__1.61958	357276__I9QBT7__BSEG_03340
ERR1913290.62040__1.62040	28116__F7L4X5__M089_2857
ERR1913290.62003__1.62003	820__A0A374Q351__DXD40_05850
ERR1913290.62125__1.62125	28116__I8YA07__C5Z02_15915
ERR1913290.62355__1.62355	33025__A0A395JBA6__C8D73_1039
ERR1913290.62444__1.62444	821__A0A396FEL8__C5Z04_06030
ERR1913290.62586__1.62586	246787__I9EAB0__BACCELL_00131
ERR1913290.62599__1.62599	39492__D4JVX0__udk
ERR1913290.62718__1.62718	821__A0A174V2F3__NCTC10583_01474
ERR1913290.62880__1.62880	39492__A0A174ZL16__EUBSIR_01269
ERR1913290.63068__1.63068	35833__E5YB59__HMPREF0179_03432
ERR1913290.63273__1.63273	853__A0A2A7B9I6__DW855_13690
ERR1913290.63281__1.63281	823__E1YR62__HMPREF1059_02331
ERR1913290.63368__1.63368	1262882__R5N526__BN519_01603
ERR1913290.63428__1.63428	246787__A0A108TE61__HMPREF1062_02205
ERR1913290.63447__1.63447	28116__A7LXU0__HMPREF1070_00358
ERR1913290.63452__1.63452	28116__A0A3E5HUC8__DHW41_21025
ERR1913290.63510__1.63510	39485__A0A174ZQ05__EUBELI_01606
ERR1913290.63530__1.63530	246787__R6LGA6__tmoS_11
ERR1913290.63654__1.63654	28116__A7M4E1__NCTC11153_01558
ERR1913290.63843__1.63843	28116__A0A078Q626__HMPREF1070_02735
ERR1913290.63964__1.63964	28116__A0A1G6G9R4__CUY_0131
ERR1913290.63979__1.63979	674529__R6V187__DXB21_21665
ERR1913290.64025__1.64025	817__R5RPH9__M109_4569
ERR1913290.64100__1.64100	28116__I9ST00__M088_5588
ERR1913290.64110__1.64110	29361__B6FKH5__CLONEX_00621
ERR1913290.64163__1.64163	28116__D4WLZ3__C5Z02_24105
ERR1913290.64313__1.64313	246787__A0A0P0FVC6__BACCELL_03671
ERR1913290.64369__1.64369	28116__A0A0J9FH50__BACOVA_00317
ERR1913290.64279__1.64279	371601__G1UK36__HMPREF1074_03496
ERR1913290.64507__1.64507	1263044__GCA_000433375.1_00903
ERR1913290.64596__1.64596	820__A7UYX8__DXD40_11635
ERR1913290.64623__1.64623	823__A6L9W2__DXB14_07905
ERR1913290.64737__1.64737	821__A0A396F9T7__M097_3427
ERR1913290.64941__1.64941	39492__A0A174ZYY6__EUBSIR_02510
ERR1913290.64877__1.64877	1897011__A0A1Q6RCY0__BHW41_05945
ERR1913290.64982__1.64982	820__A0A374QGD2__ERS852421_02382
ERR1913290.65040__1.65040	77917__A0A2P8EHG9__NCTC13121_01886
ERR1913290.65178__1.65178	1897011__A0A1Q6RI37__BHW41_00895
ERR1913290.65287__1.65287	28116__A0A1Y4Q119__DXD69_10975
ERR1913290.65405__1.65405	301301__A0A395V6G4__ERS852391_00892
ERR1913290.65452__1.65452	418240__A0A174NZX7__tagF_1
ERR1913290.65534__1.65534	28116__A7M344__BACOV975_04644
ERR1913290.65656__1.65656	28116__A0A1Y4PHM7__DXA80_25130
ERR1913290.65708__1.65708	246787__E2N7F5__AA416_04404
ERR1913290.65710__1.65710	821__A0A173XDD3__DXB82_17180
ERR1913290.65735__1.65735	1381__group_451
ERR1913290.65808__1.65808	28116__A7M019__HMPREF1070_01109
ERR1913290.65860__1.65860	820__A0A139KIL9__DXC68_05945
ERR1913290.65878__1.65878	28116__F7LC60__AA414_00422
ERR1913290.66091__1.66091	28116__C3QMW5__M089_4133
ERR1913290.66112__1.66112	39491__A0A395ZGU6__ERS852417_01456
ERR1913290.66131__1.66131	817__A0A2M9UXF4__M141_1081
ERR1913290.66161__1.66161	28116__A0A1Y4PVG6__Bovatus_02664
ERR1913290.66200__1.66200	818__A0A0P0F7K1__ERS852461_02719
ERR1913290.66233__1.66233	820__A0A1T4IYF4__mprA_1
ERR1913290.66300__1.66300	821__A0A173XDD3__DXB82_17180
ERR1913290.66425__1.66425	28116__A7LS02__DXF98_24100
ERR1913290.66666__1.66666	28116__A0A1Y4PNX5__DXF98_26515
ERR1913290.66861__1.66861	28116__A0A1Y4PTX5__SAMN05192582_104017
ERR1913290.66902__1.66902	1262743__R5C054__BN727_01980
ERR1913290.66917__1.66917	39491__A0A174A751__DXB69_15525
ERR1913290.66984__1.66984	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913290.67102__1.67102	360807__A0A0M6WW50__ROSEINA2194_00764
ERR1913290.67111__1.67111	357276__I9QBT7__BSEG_03340
ERR1913290.67353__1.67353	818__Q8A0V7__BSIG_2755
ERR1913290.67372__1.67372	28116__A7M019__HMPREF1070_01109
ERR1913290.67544__1.67544	39492__D4JTG7__EUBSIR_00572
ERR1913290.67552__1.67552	1897011__A0A1Q6RBR9__BHW41_06830
ERR1913290.67598__1.67598	246787__A0A0P0FSC9__BACCELL_02534
ERR1913290.67575__1.67575	821__D4VD59__BHV80_04260
ERR1913290.68157__1.68157	246787__A0A3D6ARE5__HMPREF1062_01788
ERR1913290.68174__1.68174	239935__A0A2N8J1K0__CXT97_05765
ERR1913290.68315__1.68315	28116__E5C458__BACOV975_02730
ERR1913290.68398__1.68398	821__D4VD59__BHV80_04260
ERR1913290.68526__1.68526	1897011__A0A1Q6RF20__BHW41_02930
ERR1913290.68634__1.68634	823__A0A355XKQ8__DHP27_04010
ERR1913290.68767__1.68767	28116__I9SW74__BACOVA_04237
ERR1913290.68743__1.68743	165179__A0A3E5AGH1__DXB80_05820
ERR1913290.68803__1.68803	821__C6ZAA5__ERS852556_00403
ERR1913290.68814__1.68814	39491__A0A395UZZ5__htpG_1
ERR1913290.68858__1.68858	39492__D4MIK7__EUBSIR_00676
ERR1913290.68896__1.68896	28116__A7M0H0__DXA80_15290
ERR1913290.68918__1.68918	853__A0A173YYY4__DWZ04_09420
ERR1913290.68966__1.68966	28116__F7LEX0__CUY_5042
ERR1913290.69224__1.69224	28116__F7L4N5__BACOVA_00137
ERR1913290.69139__1.69139	1262743__R5C054__BN727_01980
ERR1913290.69174__1.69174	823__A0A073I748__M096_3057
ERR1913290.69306__1.69306	1262992__R5DBL4__BN795_01435
ERR1913290.69344__1.69344	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913290.69515__1.69515	1262743__R5C054__BN727_01980
ERR1913290.69588__1.69588	28116__A0A1Y4PHM7__DXA80_25130
ERR1913290.69703__1.69703	28116__A0A1Y4PWN5__M088_3731
ERR1913290.69862__1.69862	818__A0A3E5HDU6__C799_04515
ERR1913290.69876__1.69876	1262882__R5MFN3__BN519_00392
ERR1913290.69958__1.69958	821__A0A174WBC9__ERS852556_03145
ERR1913290.70076__1.70076	821__A0A395UNT8__DXD64_15275
ERR1913290.70112__1.70112	28116__C3QMW5__M089_4133
ERR1913290.70188__1.70188	28117__B0MU58__BHV66_05630
ERR1913290.70246__1.70246	28116__C3QVY2__SAMN05444282_12234
ERR1913290.70267__1.70267	821__R9HFW2__DXD01_00365
ERR1913290.70224__1.70224	28116__A0A395W017__HMPREF1017_03721
ERR1913290.70648__1.70648	817__A0A2M9USR2__CQW36_03433
ERR1913290.70728__1.70728	28117__B0MYI9__BHV66_05415
ERR1913290.70693__1.70693	28116__D7K2E0__endOF2_3
ERR1913290.70699__1.70699	371601__A0A1H4AKU1__BXY_45200
ERR1913290.70897__1.70897	35833__E5Y6S9__HMPREF0179_01914
ERR1913290.70937__1.70937	28116__A7LYG5__M089_5828
ERR1913290.71287__1.71287	1262743__R5C054__BN727_01980
ERR1913290.71367__1.71367	818__A0A139JVX2__ERS852557_01101
ERR1913290.71395__1.71395	821__A0A0P0M2J4__DXD46_10295
ERR1913290.71406__1.71406	28116__D6D0T8__DXA80_14760
ERR1913290.71382__1.71382	28117__B0MWZ9__ALIPUT_01735
ERR1913290.71466__1.71466	28116__A7LUQ0__CUY_2205
ERR1913290.71629__1.71629	328814__GCA_004558275.1_00073
ERR1913290.71696__1.71696	820__A0A174CG08__DXB62_13215
ERR1913290.71836__1.71836	28116__F7L4X5__M089_2857
ERR1913290.72036__1.72036	28116__A0A139L6N6__HMPREF2532_02529
ERR1913290.72167__1.72167	28117__B0MWC6__BHV66_00965
ERR1913290.72179__1.72179	28116__A0A3E5HUC8__DHW41_21025
ERR1913290.72405__1.72405	823__A6L930__DDY96_14995
ERR1913290.72549__1.72549	28116__A0A395VUS9__DXD69_03560
ERR1913290.72626__1.72626	820__A0A174R952__DXB48_02570
ERR1913290.72628__1.72628	28116__A7LYG5__M089_5828
ERR1913290.72894__1.72894	1897011__A0A1Q6REX7__BHW41_04490
ERR1913290.72909__1.72909	1381__group_451
ERR1913290.72949__1.72949	28116__F7L4X5__M089_2857
ERR1913290.72992__1.72992	1150298__A0A174LE54__cysA
ERR1913290.73216__1.73216	823__A0A173RD26__B5F32_03910
ERR1913290.73305__1.73305	418240__A0A173XR73__ERS852478_00400
ERR1913290.73351__1.73351	39488__R5G6A7__DXD91_05835
ERR1913290.73366__1.73366	821__D4VC51__M099_1508
ERR1913290.73551__1.73551	357276__A0A076ISJ4__B5F95_19420
ERR1913290.73700__1.73700	239935__A0A2N8I368__CXT95_04550
ERR1913290.73713__1.73713	556259__I0PYM3__BSGG_5385
ERR1913290.73740__1.73740	28116__A0A1Y4Q112__evgS_13
ERR1913290.73787__1.73787	39492__D4JVT0__EUBSIR_00059
ERR1913290.73806__1.73806	820__A0A139KHX1__HMPREF2141_00289
ERR1913290.73883__1.73883	214856__R6Z288__ERS852447_00734
ERR1913290.73937__1.73937	28116__R6K4N7__ERS852555_03750
ERR1913290.74007__1.74007	357276__I9QBT7__BSEG_03340
ERR1913290.74073__1.74073	28116__A0A078Q626__HMPREF1070_02735
ERR1913290.74090__1.74090	821__A6L0C7__ERS852556_03520
ERR1913290.74251__1.74251	1550024__G9RT86__ASJ35_16935
ERR1913290.74326__1.74326	28116__A0A139LKF7__DXA80_16100
ERR1913290.74381__1.74381	28116__I8YA52__M088_0798
ERR1913290.74353__1.74353	39492__D4JSS2__EUBSIR_00553
ERR1913290.74451__1.74451	817__K1FQG1__DWS34_07240
ERR1913290.74507__1.74507	1262824__R6RL63__BN719_02160
ERR1913290.74556__1.74556	28116__E5CH94__NCTC11153_03344
ERR1913290.74620__1.74620	39496__A5Z5I2__EUBVEN_00963
ERR1913290.75160__1.75160	28116__A0A1Y4PHM7__DXA80_25130
ERR1913290.75225__1.75225	28116__A0A3E5HUC8__DHW41_21025
