ERR1913176.458__1.458	818__A0A0P0F391__BJP75_009470
ERR1913176.51141__1.51141	46228__V8C5T7__DXD17_10485
ERR1913176.51486__1.51486	33025__A0A395JEW1__C8D73_101668
ERR1913176.51627__1.51627	1981510__A0A2K9P2C5__B9O19_01239
ERR1913176.51660__1.51660	1263107__GCA_000436995.1_00130
ERR1913176.51811__1.51811	820__A7V780__adaA_3
ERR1913176.51930__1.51930	310297__R5VDA5__DXD04_03930
ERR1913176.52130__1.52130	214856__A0A173Z1B0__ERS852447_00765
ERR1913176.52232__1.52232	387090__S0F7Y3__BACCOPRO_02028
ERR1913176.52630__1.52630	820__A0A174CK74__DXB48_07060
ERR1913176.52923__1.52923	246787__A0A108T429__BACCELL_00192
ERR1913176.52988__1.52988	246787__A0A0N7IFC5__HMPREF1062_01960
ERR1913176.53293__1.53293	218538__C9LPS8__GCWU000321_01558
ERR1913176.53402__1.53402	46506__R6AA48__SAMN05444283_105100
ERR1913176.53453__1.53453	853__A8S882__C4N23_07600
ERR1913176.53516__1.53516	1262986__R6ANN9__BN492_01105
ERR1913176.53541__1.53541	1263000__R5EQI3__BN466_00125
ERR1913176.53901__1.53901	487174__K0WRP3__HMPREF9448_02660
ERR1913176.54018__1.54018	371601__A0A173ZG72__SAMN04487924_11442
ERR1913176.54042__1.54042	43675__D2NU64__ROTMU0001_0055
ERR1913176.54065__1.54065	28116__A0A1Y4Q363__Bovatus_00608
ERR1913176.54117__1.54117	246787__A0A3D6AWM8__BACCELL_01963
ERR1913176.54361__1.54361	410072__C0BAS6__ERS852481_01274
ERR1913176.54459__1.54459	310297__B5CXG9__DXB87_06535
ERR1913176.54481__1.54481	818__R6VB25__BSIG_5053
ERR1913176.54800__1.54800	1304__A0A0Y1UXU5__NX99_02180
ERR1913176.55217__1.55217	1263006__R6M176__BN515_00274
ERR1913176.55289__1.55289	821__I9R3W6__DXC16_12455
ERR1913176.55395__1.55395	1550024__G9RTN6__TQ39_08170
ERR1913176.55468__1.55468	28116__R6JIR4__DXA80_14190
ERR1913176.55469__1.55469	28116__R6JIR4__DXA80_14190
ERR1913176.55646__1.55646	1263109__GCA_000438135.1_00299
ERR1913176.55847__1.55847	1262886__R6QP39__BN563_00737
ERR1913176.55928__1.55928	820__A0A174A6K0__M093_0079
ERR1913176.56193__1.56193	39491__A0A174A751__DXB69_15525
ERR1913176.56152__1.56152	446660__GCA_003428235.1_00970
ERR1913176.56274__1.56274	47678__R5UT79__ERS852558_03890
ERR1913176.56290__1.56290	357276__A0A0K2HKT7__B5F95_21090
ERR1913176.56532__1.56532	310297__B5CZW4__BACPLE_02283
ERR1913176.56605__1.56605	46228__V8CB83__RUMLAC_02479
ERR1913176.56791__1.56791	33025__A0A395JEP7__C8D73_10844
ERR1913176.56970__1.56970	246787__A0A3D6AS39__ina
ERR1913176.56981__1.56981	820__A0A174CG08__DXB62_13215
ERR1913176.57273__1.57273	310297__R5VA64__DXD04_05100
ERR1913176.57292__1.57292	1263000__R5ENX5__BN466_00466
ERR1913176.57513__1.57513	1263006__R6LLP6__BN515_01041
ERR1913176.57572__1.57572	239935__A0A2N8ITW6__CXT91_06265
ERR1913176.57606__1.57606	823__A0A174LWY0__lepB
ERR1913176.57689__1.57689	246787__R6K756__HMPREF1062_01819
ERR1913176.57748__1.57748	818__A0A0P0FPQ9__BT_4391
ERR1913176.57826__1.57826	310297__R5VA64__DXD04_05100
ERR1913176.58144__1.58144	1262886__R6RDI4__BN563_00643
ERR1913176.58159__1.58159	328814__GCA_004558275.1_01002
ERR1913176.58282__1.58282	1160721__R6U304__BHW50_05725
ERR1913176.58344__1.58344	853__A0A2A6Z8X1__FPR_03410
ERR1913176.58653__1.58653	820__A0A173YYG4__evgS_3
ERR1913176.59015__1.59015	74426__rpoC
ERR1913176.59138__1.59138	823__A0A069SAX6__ERS852380_00710
ERR1913176.59178__1.59178	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913176.59301__1.59301	820__A0A174Q0F0__DXB48_08080
ERR1913176.59471__1.59471	357276__B6VUQ5__B5F00_10940
ERR1913176.59519__1.59519	28117__R7JJM9__ALIPUT_00662
ERR1913176.59540__1.59540	1262992__R5D484__BN795_00565
ERR1913176.59821__1.59821	1262886__R6QKT6__BN563_01582
ERR1913176.59889__1.59889	387090__S0F7Y3__BACCOPRO_02028
ERR1913176.59990__1.59990	1965604__A0A1Y4ERI1__B5F54_08500
ERR1913176.60016__1.60016	28116__C3QMW5__M089_4133
ERR1913176.60461__1.60461	214856__I3YMC8__ERS852447_02666
ERR1913176.60507__1.60507	487174__K0X694__DIT83_09060
ERR1913176.60544__1.60544	1150298__A0A174SLE6__mlc_1
ERR1913176.60556__1.60556	1263006__R6LWF1__BN515_02111
ERR1913176.60510__1.60510	301301__A0A395VD41__RHOM_11540
ERR1913176.60672__1.60672	1263109__GCA_000438135.1_01118
ERR1913176.60722__1.60722	239935__A0A139TQT9__Amuc_1197
ERR1913176.60748__1.60748	46506__B0NU77__AA415_02810
ERR1913176.60858__1.60858	310297__B5D495__DXB87_13420
ERR1913176.61025__1.61025	410072__C0BC02__ERS852481_00783
ERR1913176.61112__1.61112	357276__A0A076IYG1__B5F95_22465
ERR1913176.61318__1.61318	1160721__W0U4N3__BHW50_05270
ERR1913176.61329__1.61329	40518__R5DTG5__RBATCC27255_00890
ERR1913176.61637__1.61637	39488__C0ES56__DXD91_10565
ERR1913176.61859__1.61859	46506__B0NM94__HMPREF1181_03250
ERR1913176.62058__1.62058	820__A0A139K5A6__DXB48_12175
ERR1913176.62323__1.62323	818__A0A0P0F525__C799_04575
ERR1913176.62345__1.62345	246787__A0A0P0GCR8__xynD_3
ERR1913176.62409__1.62409	246787__A0A0P0GUU5__BACCELL_02894
ERR1913176.62617__1.62617	28117__R7JIY2__BHV66_06465
ERR1913176.62662__1.62662	674529__A0A174P761__SAMN05444400_106145
ERR1913176.62779__1.62779	1262777__R5VJ33__BN512_01225
ERR1913176.63075__1.63075	246787__A0A3D6ARE5__HMPREF1062_01788
ERR1913176.63156__1.63156	239935__A0A2N8I9P4__CXT85_05050
ERR1913176.63214__1.63214	239935__A0A2N8IRW0__A4V05_11620
ERR1913176.63478__1.63478	28117__B0MWP2__ALIPUT_01468
ERR1913176.63482__1.63482	310297__B5D0I4__gldH
ERR1913176.63598__1.63598	88431__A0A3D0F1X8__ERS852408_00673
ERR1913176.63643__1.63643	246787__A0A3D6AS39__ina
ERR1913176.63646__1.63646	246787__A0A3D6B2C7__BcellWH2_03259
ERR1913176.63832__1.63832	1263006__R6LN71__BN515_01528
ERR1913176.63959__1.63959	1263006__R6ML98__BN515_00848
ERR1913176.64257__1.64257	246787__A0A0P0GCR8__xynD_3
ERR1913176.64378__1.64378	28117__B0MWP2__ALIPUT_01468
ERR1913176.64350__1.64350	310297__B5D2V9__BACPLE_03349
ERR1913176.64523__1.64523	1897011__A0A1Q6RDE2__BHW41_05525
ERR1913176.64992__1.64992	1897011__A0A1Q6RH73__BHW41_01885
ERR1913176.65033__1.65033	246787__R6KBH9__HMPREF1062_04676
ERR1913176.65037__1.65037	39491__A0A395UZZ5__htpG_1
ERR1913176.65085__1.65085	1160721__R6T2L9__BHW50_11315
ERR1913176.65153__1.65153	310297__B5CZI0__BACPLE_02145
ERR1913176.65173__1.65173	310297__R5VXY5__DXB87_12985
ERR1913176.65497__1.65497	28117__R7JN92__BHV66_00550
ERR1913176.65511__1.65511	823__D7IUM6__M091_1082
ERR1913176.65535__1.65535	328814__GCA_004558275.1_01004
ERR1913176.65554__1.65554	246787__A0A0P0FS62__HMPREF1062_05447
ERR1913176.65653__1.65653	47678__R5UG30__ERS852558_03525
ERR1913176.65657__1.65657	853__A0A173TAZ8__DWZ46_14590
ERR1913176.65772__1.65772	1263109__GCA_000438135.1_01227
ERR1913176.66197__1.66197	1262761__R6QS88__BN606_01626
ERR1913176.66415__1.66415	74426__pflB_2
ERR1913176.66452__1.66452	46506__A0A108TAK3__fepA_3
ERR1913176.66631__1.66631	28117__B0MU76__ALIPUT_00202
ERR1913176.66710__1.66710	820__A0A3E4GA19__SAMN05444418_10562
ERR1913176.66718__1.66718	1160721__R6T2Y3__RBI_II00189
ERR1913176.66950__1.66950	39492__D4JQP0__ypeB
ERR1913176.66951__1.66951	39491__D4JMW8__ERS852497_01971
ERR1913176.67052__1.67052	820__A0A174CK74__DXB48_07060
ERR1913176.67554__1.67554	1160721__W0U5X6__RBI_I01796
ERR1913176.67558__1.67558	487174__K0WRP3__HMPREF9448_02660
ERR1913176.67772__1.67772	823__A0A355XKQ8__DHP27_04010
ERR1913176.67784__1.67784	823__A0A355XKQ8__DHP27_04010
ERR1913176.67737__1.67737	310297__R5W5U2__DXC17_08125
ERR1913176.67811__1.67811	310297__R5VHY5__DXD04_12265
ERR1913176.67890__1.67890	487174__K0XER9__DDY40_08885
ERR1913176.67902__1.67902	357276__A0A076J8M3__ABI39_13695
ERR1913176.68003__1.68003	310298__B3JQJ5__BACCOP_04231
ERR1913176.68028__1.68028	820__A0A139K8X8__DXC80_17665
ERR1913176.68129__1.68129	1262945__R6YN47__BN600_01557
ERR1913176.68251__1.68251	1262927__R7EVI3__BN677_00922
ERR1913176.68351__1.68351	328814__GCA_004558275.1_00236
ERR1913176.68460__1.68460	46506__R5K3I5__BACSTE_02520
ERR1913176.68521__1.68521	310297__B5CU49__DXD04_00310
ERR1913176.68537__1.68537	1263006__R6LZ17__BN515_01569
ERR1913176.68771__1.68771	1304__F8LKP1__TZ99_00769
ERR1913176.69126__1.69126	28117__B0MU76__ALIPUT_00202
ERR1913176.69182__1.69182	820__A0A139JRS5__HMPREF1073_04025
ERR1913176.69191__1.69191	28117__B0MXU6__ALIPUT_01958
ERR1913176.69288__1.69288	818__A0A1H7S810__BJP75_003270
ERR1913176.69832__1.69832	46506__S3YU07__AA415_02597
ERR1913176.69875__1.69875	1263006__R6LWV2__BN515_00272
ERR1913176.69990__1.69990	1262761__R6QU78__BN606_01972
ERR1913176.70134__1.70134	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913176.70402__1.70402	310297__B5CV67__DXD04_03690
ERR1913176.70424__1.70424	310297__B5CZI0__BACPLE_02145
ERR1913176.70461__1.70461	28117__B0MXL6__ALIPUT_01851
ERR1913176.70591__1.70591	387090__S0F8B2__BACCOPRO_02129
ERR1913176.70541__1.70541	40520__A0A174HSN4__ltaS1_2
ERR1913176.70729__1.70729	46506__S3YBS6__AA415_01011
ERR1913176.70938__1.70938	28117__B0MXG8__ALIPUT_01814
ERR1913176.71177__1.71177	46506__A0A108TCV1__AA415_00106
ERR1913176.71286__1.71286	46506__A0A108TCV1__AA415_00106
ERR1913176.71542__1.71542	46506__B0NRJ1__DXC41_14065
ERR1913176.71551__1.71551	39492__D4JTL0__EUBSIR_01428
ERR1913176.71574__1.71574	239935__R6J9Y2__CXT85_07000
ERR1913176.71763__1.71763	301301__G2SZ82__RHOM_00970
ERR1913176.71664__1.71664	328814__GCA_004558275.1_01004
ERR1913176.71939__1.71939	1263083__GCA_000433655.1_00614
ERR1913176.71980__1.71980	310297__B5CW17__DXC17_13800
ERR1913176.71953__1.71953	246787__E2NH87__BcellWH2_04496
ERR1913176.72027__1.72027	1263000__R5EQL2__BN466_00892
ERR1913176.72105__1.72105	28117__B0MXW9__ALIPUT_01981
ERR1913176.72282__1.72282	1042156__F7V3A8__HipB
ERR1913176.72570__1.72570	1263006__R6M176__BN515_00274
ERR1913176.72890__1.72890	569__A0A1B7KJF2__NCTC6578_00056
ERR1913176.73068__1.73068	820__A0A3E4WCC2__lptB_1
ERR1913176.73078__1.73078	357276__A0A076IP73__BACDOR_04237
ERR1913176.73268__1.73268	1897011__A0A1Q6RG93__BHW41_02645
ERR1913176.73334__1.73334	28117__R7JJM9__ALIPUT_00662
ERR1913176.73502__1.73502	820__A0A3E4W9D9__B5G17_12400
ERR1913176.73696__1.73696	246787__R6LGA6__tmoS_11
ERR1913176.74103__1.74103	1262783__R6CPJ2__BN558_01507
ERR1913176.74388__1.74388	1318__E8K6E7__HMPREF9962_0952
ERR1913176.74461__1.74461	1304__T0T9N5__CQA85_09935
ERR1913176.74532__1.74532	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913176.74538__1.74538	310297__B5CZI0__BACPLE_02145
ERR1913176.74667__1.74667	310297__R5VAF2__DXC17_13935
ERR1913176.74784__1.74784	820__A0A374Q854__HMPREF1073_03281
ERR1913176.74806__1.74806	357276__B6VXX7__HMPREF1063_02683
ERR1913176.74994__1.74994	39492__D4MIK7__EUBSIR_00676
ERR1913176.75302__1.75302	1262927__R7EX37__BN677_01429
ERR1913176.75355__1.75355	328814__GCA_004558275.1_00035
ERR1913176.75391__1.75391	46506__A0A108TBL0__BACSTE_01998
ERR1913176.75484__1.75484	357276__B6W1J2__BACDOR_03380
ERR1913176.75488__1.75488	310297__R5VBJ5__DXC17_12085
ERR1913176.75511__1.75511	214856__A0A174CRY5__ERS852559_01060
ERR1913176.75559__1.75559	46506__B0NPF6__BACSTE_01357
ERR1913176.75533__1.75533	1262886__R6Q824__BN563_00941
ERR1913176.75581__1.75581	47678__A5ZHJ2__DXB67_12405
ERR1913176.75652__1.75652	28117__B0MXW9__ALIPUT_01981
ERR1913176.75721__1.75721	28117__R7JLP2__ALIPUT_00416
ERR1913176.75885__1.75885	40520__R7DDE2__mglA_2
ERR1913176.76206__1.76206	246787__R6KIG0__BcellWH2_02358
ERR1913176.76341__1.76341	28116__F7L8H9__BACOVA_00587
ERR1913176.76436__1.76436	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913176.76488__1.76488	357276__I8WEY2__ABI39_04185
ERR1913176.76549__1.76549	853__A0A174C5M1__CGS58_04460
ERR1913176.77203__1.77203	1262746__R5SS80__BN750_02125
ERR1913176.77166__1.77166	487174__R5FMM3__DDY40_00820
ERR1913176.77260__1.77260	46506__S3YVF9__BACSTE_02487
ERR1913176.77273__1.77273	328814__GCA_004558275.1_00056
ERR1913176.77334__1.77334	1160721__R6U5L6__RBI_I01802
ERR1913176.77315__1.77315	357276__B6VVS0__HMPREF1064_03951
ERR1913176.77317__1.77317	394340__dnaE
ERR1913176.77430__1.77430	310297__R5VT57__BACPLE_00602
ERR1913176.77461__1.77461	1099853__G9S8I7__NSB1T_12985
ERR1913176.77570__1.77570	46506__R6AA48__SAMN05444283_105100
ERR1913176.77667__1.77667	310297__B5CTT3__DXC17_00385
ERR1913176.77990__1.77990	28117__B0MTV3__BHV66_06405
ERR1913176.78504__1.78504	46506__B0NRJ1__DXC41_14065
ERR1913176.78550__1.78550	818__R7KVH8__SAMN02910322_00597
ERR1913176.78849__1.78849	46506__B0NUC8__DXC34_03410
ERR1913176.79067__1.79067	1262886__R6QCG3__BN563_00145
ERR1913176.79167__1.79167	301301__A0A395VA63__sbcC
ERR1913176.79357__1.79357	239935__A0A2N8HDT1__CXT94_05270
ERR1913176.79618__1.79618	1304__A0A0A1E2E1__A6J87_05400
ERR1913176.79652__1.79652	1343__E3CSS5__HMPREF9192_0252
ERR1913176.79733__1.79733	1262927__R7F7B9__BN677_00758
ERR1913176.79909__1.79909	33038__A0A2N5PIX3__CDL26_14635
ERR1913176.79970__1.79970	1262986__R6ASP8__BN492_01782
ERR1913176.80104__1.80104	46506__S3YS03__DXC34_03445
ERR1913176.80187__1.80187	487174__K0WX28__HMPREF9448_02178
ERR1913176.80302__1.80302	246787__A0A0P0GCR8__xynD_3
ERR1913176.80491__1.80491	46506__B0NRL5__DXC34_10445
ERR1913176.80500__1.80500	301301__G2T3Q2__ERS852391_00522
ERR1913176.80795__1.80795	821__A0A0P0M3U7__DXB90_14325
ERR1913176.80907__1.80907	214851__D1PKC4__SUBVAR_04799
ERR1913176.81007__1.81007	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913176.81079__1.81079	820__A0A3E5E0T0__ERS852554_00312
ERR1913176.81457__1.81457	246787__A0A3D6AXI0__AA416_04256
ERR1913176.81574__1.81574	387090__S0F7Y3__BACCOPRO_02028
ERR1913176.81679__1.81679	46506__B0NLK0__AA415_02543
ERR1913176.81828__1.81828	1263006__R6LWF1__BN515_02111
ERR1913176.81846__1.81846	290054__A0A1T4JTN0__SAMN02745114_00082
ERR1913176.82032__1.82032	1628085__A0A374VRE5__C7386_10353
ERR1913176.82153__1.82153	1263000__R5EMZ8__BN466_00707
ERR1913176.82124__1.82124	1263006__R6MNK5__BN515_01555
ERR1913176.82159__1.82159	39486__G1WQ06__DXD84_02875
ERR1913176.82223__1.82223	1262927__R7F070__BN677_00338
ERR1913176.82308__1.82308	28052__A0A174LHM7__ERS852451_02351
ERR1913176.82319__1.82319	820__A0A3E4W4Y7__B5G17_02055
ERR1913176.82386__1.82386	310297__B5CXJ7__DXB87_06645
ERR1913176.82889__1.82889	818__A0A139JW76__BJP75_002555
ERR1913176.83041__1.83041	820__A0A174A6K0__M093_0079
ERR1913176.83097__1.83097	1897011__A0A1Q6RIQ1__BHW41_00490
ERR1913176.83106__1.83106	218538__C9LR31__GCWU000321_02013
ERR1913176.83239__1.83239	28117__B0MXI8__BHV66_08505
ERR1913176.83314__1.83314	853__D4KAK8__C4N21_13380
ERR1913176.83326__1.83326	310297__B5CTT3__DXC17_00385
ERR1913176.83369__1.83369	1263109__GCA_000438135.1_00299
ERR1913176.83671__1.83671	74426__rpoC
ERR1913176.84185__1.84185	39486__G1WVT6__DXD50_09980
ERR1913176.84199__1.84199	820__A0A3E4W4Y7__B5G17_02055
ERR1913176.84326__1.84326	39491__A0A396FRK0__ERS852417_00541
ERR1913176.84389__1.84389	310298__B3JII2__BACCOP_01694
ERR1913176.84845__1.84845	410072__A0A174AIQ9__DXD67_07210
ERR1913176.85028__1.85028	246787__A0A108T1Y3__fepA_8
ERR1913176.85043__1.85043	820__A0A139JRH8__HMPREF2141_04326
ERR1913176.85149__1.85149	46506__B0NSD0__HMPREF1181_00408
ERR1913176.85192__1.85192	1304__Q55242__V471_04485
ERR1913176.85489__1.85489	1262927__R7EY29__BN677_01934
ERR1913176.85784__1.85784	818__A0A0P0F391__BJP75_009470
ERR1913176.85801__1.85801	239935__A0A2N8IXN0__CXT95_01765
ERR1913176.85836__1.85836	1150298__A0A174C0B7__ERS852406_01193
ERR1913176.85875__1.85875	387090__S0F7Y3__BACCOPRO_02028
ERR1913176.85965__1.85965	1628085__A0A374VPL1__C7386_10315
ERR1913176.86001__1.86001	357276__I8VLL2__HMPREF1065_03395
ERR1913176.86407__1.86407	46506__A0A108T991__AA415_01433
ERR1913176.86520__1.86520	823__D7IUM6__M091_1082
ERR1913176.86595__1.86595	310297__R5VRJ6__DXC17_13755
ERR1913176.86563__1.86563	1263006__R6LPA6__BN515_01864
ERR1913176.86644__1.86644	310297__R5VT57__BACPLE_00602
ERR1913176.86697__1.86697	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913176.86717__1.86717	310297__B5CTT3__DXC17_00385
ERR1913176.86946__1.86946	310297__B5CZI0__BACPLE_02145
ERR1913176.87166__1.87166	310297__R5VHY5__DXD04_12265
ERR1913176.87474__1.87474	853__C7H7F5__DWZ46_01780
ERR1913176.87565__1.87565	357276__A0A1Y3Z6X3__GV66_07715
ERR1913176.87723__1.87723	357276__A0A0K2HG61__BACDOR_02028
ERR1913176.87957__1.87957	853__A0A173TAZ8__DWZ46_14590
ERR1913176.88188__1.88188	246787__A0A108T429__BACCELL_00192
ERR1913176.88209__1.88209	1262777__R5WFR2__BN512_00234
ERR1913176.88265__1.88265	46506__B0NU77__AA415_02810
ERR1913176.88304__1.88304	2292352__A0A374ULV9__DXC23_07855
ERR1913176.88381__1.88381	357276__A0A076IN30__DXD47_09350
ERR1913176.88749__1.88749	46506__A0A108TCU0__etk
ERR1913176.88823__1.88823	46506__A0A3E4USX2__BACSTE_03107
ERR1913176.89061__1.89061	1318__A0A0F3H725__HMPREF9962_0624
ERR1913176.89088__1.89088	1262761__R6QZS1__BN606_01236
ERR1913176.89214__1.89214	820__A0A078S4C2__ERS417307_00828
ERR1913176.89369__1.89369	310298__B3JII2__BACCOP_01694
ERR1913176.89549__1.89549	1263000__R5EKG2__BN466_02040
ERR1913176.89526__1.89526	569__A0A377PMS9__GHAL_3947
ERR1913176.89661__1.89661	301301__A0A395VBJ2__ERS852391_02160
ERR1913176.89645__1.89645	1099853__G9S7Q1__NSB1T_02290
ERR1913176.89956__1.89956	46506__S3YS03__DXC34_03445
ERR1913176.90034__1.90034	1263000__R5ES99__BN466_01121
ERR1913176.90159__1.90159	820__A0A3E4VZT7__DXB48_16145
ERR1913176.90161__1.90161	1628085__A0A374VPA3__C7386_11438
ERR1913176.90179__1.90179	357276__A0A0M1W4C0__DXD47_07095
ERR1913176.90443__1.90443	1304__T0SYC6__TZ98_01429
ERR1913176.90509__1.90509	853__A0A174BZY1__xerD_1
ERR1913176.90598__1.90598	410072__C0BC38__ERS852574_02017
ERR1913176.90824__1.90824	820__A0A174Q0F0__DXB48_08080
ERR1913176.90994__1.90994	1160721__R6TAA3__BHW50_03385
ERR1913176.91287__1.91287	387090__S0F8B2__BACCOPRO_02129
ERR1913176.91326__1.91326	301301__A0A395VA04__RHOM_13090
ERR1913176.91334__1.91334	1150298__A0A174R918__ERS852535_01749
ERR1913176.91383__1.91383	46506__S3YD95__AA415_02538
ERR1913176.91547__1.91547	246787__R6KBH9__HMPREF1062_04676
ERR1913176.91794__1.91794	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913176.91971__1.91971	853__E2ZGD9__C7J97_11715
ERR1913176.92011__1.92011	46506__S3YBS6__AA415_01011
ERR1913176.92305__1.92305	301301__G2T0A9__RHOM_03910
ERR1913176.92323__1.92323	823__A0A174XJM9__CEQ22_007230
ERR1913176.92928__1.92928	46503__K5ZKR1__dnaB
ERR1913176.93087__1.93087	46228__V8CCW7__DXD17_07330
ERR1913176.93240__1.93240	46228__V8C9Y1__DXD17_09525
ERR1913176.93285__1.93285	301301__A0A395VDE1__ERS852391_03099
ERR1913176.93382__1.93382	1160721__R6T344__RBI_I00565
ERR1913176.93453__1.93453	246787__A0A0P0FSC0__cytR_2
ERR1913176.93617__1.93617	301301__A0A174G0R7__RHOM_09270
ERR1913176.93729__1.93729	823__D7IRG1__NCTC11152_02276
ERR1913176.93768__1.93768	310297__B5D0I4__gldH
ERR1913176.94249__1.94249	1304__T0T9N5__CQA85_09935
ERR1913176.94271__1.94271	246787__A0A3D6AWJ7__AA416_00506
ERR1913176.94340__1.94340	1160721__R6TB54__RBI_I01327
ERR1913176.94397__1.94397	46506__A0A108TAK3__fepA_3
ERR1913176.94436__1.94436	28118__R6FD01__B5F99_06665
ERR1913176.94523__1.94523	46506__S3YGB4__DXC41_06355
ERR1913176.94526__1.94526	246787__R6KK25__HMPREF1062_01860
ERR1913176.94557__1.94557	1896974__A0A1Q6H7S4__BHV77_07555
ERR1913176.94769__1.94769	166486__D4L1P2__ROSINTL182_05240
ERR1913176.94933__1.94933	239935__R6JWJ7__CXT94_02580
ERR1913176.94892__1.94892	246787__A0A3D6AV26__BcellWH2_02579
ERR1913176.94900__1.94900	1263000__R5EBJ6__BN466_00543
ERR1913176.94984__1.94984	310297__B5D038__BACPLE_02359
ERR1913176.95068__1.95068	820__A0A078S569__gmhB
ERR1913176.95128__1.95128	1263006__R6LY37__BN515_01224
ERR1913176.95231__1.95231	820__A0A374Q854__HMPREF1073_03281
ERR1913176.95239__1.95239	820__E5VA63__DXC80_01025
ERR1913176.95277__1.95277	46506__R6AEP1__HMPREF1181_01415
ERR1913176.95292__1.95292	28118__F9Z857__DER54_07670
ERR1913176.95467__1.95467	28117__B0MTH2__ALIPUT_00061
ERR1913176.95529__1.95529	40520__A0A174GNL5__DXD81_10555
ERR1913176.95627__1.95627	820__A0A1Y3V743__M093_0235
ERR1913176.95701__1.95701	357276__I9R994__BACDOR_04044
ERR1913176.95866__1.95866	301301__A0A395V714__evgS
ERR1913176.96290__1.96290	310297__B5D038__BACPLE_02359
ERR1913176.96387__1.96387	47678__R5UAF6__ERS852494_02966
ERR1913176.96421__1.96421	328814__GCA_004558275.1_01822
ERR1913176.96575__1.96575	39491__A0A174K9A3__DXB69_07785
ERR1913176.96748__1.96748	301301__A0A395V700__RHOM_03405
ERR1913176.96994__1.96994	46506__B0NUC8__DXC34_03410
ERR1913176.97018__1.97018	1160721__W0U429__RBI_I00578
ERR1913176.97096__1.97096	1550024__A0A0D8J301__TQ39_02735
ERR1913176.97196__1.97196	387090__S0F8B2__BACCOPRO_02129
ERR1913176.97219__1.97219	357276__A0A076IN30__DXD47_09350
ERR1913176.97494__1.97494	823__A0A355XN73__DXC05_07000
ERR1913176.97639__1.97639	1160721__R6TAA3__BHW50_03385
ERR1913176.97615__1.97615	1262927__R7F2S3__BN677_00413
ERR1913176.97621__1.97621	820__A0A174M9V5__M093_0237
ERR1913176.97869__1.97869	39491__A0A396FF66__DXD95_01810
ERR1913176.97870__1.97870	853__A0A2A7B9I6__DW855_13690
ERR1913176.97993__1.97993	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913176.98008__1.98008	821__A0A078R9Y9__M097_2119
ERR1913176.98210__1.98210	39491__A0A396FF66__DXD95_01810
ERR1913176.98257__1.98257	1262886__R6QJF6__BN563_01169
ERR1913176.98276__1.98276	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913176.98453__1.98453	246787__A0A0P0FSC9__BACCELL_02534
ERR1913176.98564__1.98564	1262992__R5D1X3__BN795_00176
ERR1913176.98657__1.98657	301301__A0A395V944__ERS852391_00514
ERR1913176.99239__1.99239	28118__R6F9B8__Odosp_3480
ERR1913176.99853__1.99853	820__A0A3E4XM43__DXC91_13960
ERR1913176.99874__1.99874	1304__A0A1V0GJ48__SALIVB_1571
ERR1913176.100056__1.100056	1262927__R7F242__BN677_00332
ERR1913176.100168__1.100168	301301__A0A395VA63__sbcC
ERR1913176.100179__1.100179	310297__B5CU49__DXD04_00310
ERR1913176.100241__1.100241	1263109__GCA_000438135.1_01227
ERR1913176.100496__1.100496	818__A0A1H7TGM1__BJP75_010615
ERR1913176.100527__1.100527	487174__K0X0F6__HMPREF9448_01444
ERR1913176.100618__1.100618	823__A0A3E4PAQ2__DDY96_18275
ERR1913176.100703__1.100703	1160721__R6T2L9__BHW50_11315
ERR1913176.100864__1.100864	818__A0A1H7X9X1__SAMN02910322_04797
ERR1913176.100978__1.100978	239935__A0A139TMG9__CXU07_10650
ERR1913176.101136__1.101136	310297__B5CTT3__DXC17_00385
ERR1913176.101259__1.101259	1262777__R5VM91__BN512_00384
ERR1913176.101400__1.101400	46506__A0A108TAK3__fepA_3
ERR1913176.101522__1.101522	310297__R5W0Z1__BACPLE_02183
ERR1913176.101532__1.101532	310297__R5VBJ5__DXC17_12085
ERR1913176.101583__1.101583	214856__R5UN64__ERS852447_02669
ERR1913176.101896__1.101896	106588__A6NUL8__BACCAP_01900
ERR1913176.101927__1.101927	357276__I9FRW5__B5F95_21685
ERR1913176.102079__1.102079	823__A6L9W2__DXB14_07905
ERR1913176.102188__1.102188	457421__C5ERC0__CBFG_04276
ERR1913176.102313__1.102313	1160721__W0U6Y6__RBI_I01531
ERR1913176.102316__1.102316	823__A0A355XLQ9__DXC05_02185
ERR1913176.102324__1.102324	820__A0A173YYG4__evgS_3
