ERR1913207.106__1.106	39492__D4JSU6__dacB_3
ERR1913207.45740__1.45740	239935__B2UL82__CXU14_06655
ERR1913207.46179__1.46179	39492__B0MM26__ERS852540_00640
ERR1913207.46167__1.46167	820__R9HP61__DXC91_01090
ERR1913207.46370__1.46370	820__A0A374Q8T2__DXB64_16190
ERR1913207.46450__1.46450	821__E5UPR6__SAMN04487923_101768
ERR1913207.46594__1.46594	246787__A0A3D6AWM8__BACCELL_01963
ERR1913207.46658__1.46658	28117__B0MWH8__BHV66_01330
ERR1913207.46676__1.46676	821__R7P1Q7__M099_2990
ERR1913207.46756__1.46756	246787__A0A0P0GG59__BcellWH2_02752
ERR1913207.46854__1.46854	820__A0A139KA34__B5G17_05520
ERR1913207.46862__1.46862	671267__R9IB12__C802_00696
ERR1913207.46907__1.46907	820__A0A078S569__gmhB
ERR1913207.46955__1.46955	239935__B2URG9__CXU00_11290
ERR1913207.46957__1.46957	821__A0A396EVC9__DXB90_03525
ERR1913207.46922__1.46922	1262700__R5XLR2__BN695_01660
ERR1913207.47228__1.47228	239935__A0A2N8IVT6__CXU13_08520
ERR1913207.47303__1.47303	821__A0A174TD86__C800_00949
ERR1913207.47357__1.47357	820__A0A173YYG4__evgS_3
ERR1913207.47697__1.47697	1099853__G9S128__NSB1T_01840
ERR1913207.47768__1.47768	821__A0A174MBW9__SAMN04487923_10272
ERR1913207.47904__1.47904	1262700__R5XAC9__BN695_00822
ERR1913207.47919__1.47919	817__A0A0K6BQ31__M066_0764
ERR1913207.47946__1.47946	1653434__A0A150YA09__DW166_07150
ERR1913207.47995__1.47995	239935__A0A2N8HWS3__CXU19_10285
ERR1913207.48016__1.48016	239935__A0A2N8I9I3__CXU19_12035
ERR1913207.48276__1.48276	820__A0A139KA34__B5G17_05520
ERR1913207.48317__1.48317	821__D4V4X2__DXC16_18525
ERR1913207.48304__1.48304	28117__B0MWP2__ALIPUT_01468
ERR1913207.48455__1.48455	189722__E0NQU7__HMPREF0658_0548
ERR1913207.48569__1.48569	28117__B0MT86__BHV66_02450
ERR1913207.48577__1.48577	246787__A0A3D6AXI0__AA416_04256
ERR1913207.48778__1.48778	821__A0A174MBW9__SAMN04487923_10272
ERR1913207.48849__1.48849	821__A0A3E4WAR6__DXD64_10735
ERR1913207.49075__1.49075	28117__B0MYI9__BHV66_05415
ERR1913207.49088__1.49088	239935__A0A139TPD8__CXU12_11015
ERR1913207.49270__1.49270	47678__R5U878__ERS852494_03300
ERR1913207.49317__1.49317	821__D4VD59__BHV80_04260
ERR1913207.49440__1.49440	239935__A0A2N8I368__CXT95_04550
ERR1913207.49734__1.49734	208479__A8RGN9__HMPREF1089_00375
ERR1913207.49798__1.49798	821__A0A0P0M3U7__DXB90_14325
ERR1913207.49920__1.49920	820__A0A3E4VXP2__yesR
ERR1913207.50157__1.50157	214856__A0A174ZLY7__ERS852447_02456
ERR1913207.50182__1.50182	239935__B2UQP8__CXU15_01110
ERR1913207.50387__1.50387	821__C3RB94__DXC03_15585
ERR1913207.50396__1.50396	1653434__A0A150Y818__DWW28_13780
ERR1913207.50417__1.50417	1550024__G9RVD5__ASJ35_04350
ERR1913207.51056__1.51056	47678__R5UAI1__BACCAC_01922
ERR1913207.51031__1.51031	821__C6Z451__BHV80_04265
ERR1913207.51181__1.51181	1550024__G9RXY7__TQ39_00100
ERR1913207.51256__1.51256	239935__A0A2N8I390__CXU16_10675
ERR1913207.51326__1.51326	1262743__R5C054__BN727_01980
ERR1913207.51500__1.51500	820__R9I3Q7__HMPREF1072_01668
ERR1913207.51916__1.51916	820__A0A174CG08__DXB62_13215
ERR1913207.51868__1.51868	821__A0A0P0M2J4__DXD46_10295
ERR1913207.51890__1.51890	1796613__A0A1C7H127__A4V03_09040
ERR1913207.52131__1.52131	28117__B0MY40__BHV66_05170
ERR1913207.52191__1.52191	239935__A0A2N8IVT6__CXU13_08520
ERR1913207.52272__1.52272	239935__A0A139TLF5__CXU18_06685
ERR1913207.52318__1.52318	28117__B0MWP2__ALIPUT_01468
ERR1913207.52331__1.52331	1262756__R5WYF0__BN568_01558
ERR1913207.52347__1.52347	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913207.52438__1.52438	246787__A0A3D6B2C7__BcellWH2_03259
ERR1913207.52511__1.52511	246787__A0A108T429__BACCELL_00192
ERR1913207.52580__1.52580	28117__B0MT73__ALIPUT_00412
ERR1913207.52599__1.52599	246787__R6KK25__HMPREF1062_01860
ERR1913207.52643__1.52643	33025__A0A395J9R3__C8D73_10817
ERR1913207.52871__1.52871	853__A0A173XRA8__CGS56_09290
ERR1913207.52939__1.52939	820__A0A3E4G3J9__ERS852459_02265
ERR1913207.53025__1.53025	1262989__R6YIL4__BN815_02393
ERR1913207.53162__1.53162	821__A0A3E4WAR6__DXD64_10735
ERR1913207.53168__1.53168	818__A0A1H7K3G1__BSIG_3067
ERR1913207.53242__1.53242	28117__B0MXX2__ALIPUT_01984
ERR1913207.53254__1.53254	239935__A0A2N8IVR0__CXT87_07115
ERR1913207.53268__1.53268	239935__A0A2N8IQU3__CXU22_05890
ERR1913207.53429__1.53429	487174__R5EV44__HMPREF9448_01630
ERR1913207.53445__1.53445	47678__R5UUB1__DXB67_02860
ERR1913207.53728__1.53728	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913207.53889__1.53889	246787__A0A3D6AQP8__AA416_04153
ERR1913207.53955__1.53955	1099853__R7DMW0__NSB1T_11540
ERR1913207.54112__1.54112	820__A0A139KG60__M094_2679
ERR1913207.54217__1.54217	239935__R6JWJ7__CXT94_02580
ERR1913207.54429__1.54429	189722__E0NQU7__HMPREF0658_0548
ERR1913207.54563__1.54563	820__A0A174KKV6__DXC07_02635
ERR1913207.54617__1.54617	471189__GCA_003340385.1_00575
ERR1913207.55017__1.55017	28117__B0MYI9__BHV66_05415
ERR1913207.55103__1.55103	239935__A0A2N8INK7__Amuc_0521
ERR1913207.55066__1.55066	239935__A0A2N8HB50__CXU17_02615
ERR1913207.55262__1.55262	820__A0A174TRB5__DXD40_11305
ERR1913207.55360__1.55360	371601__W6P7Q9__BN890_32770
ERR1913207.55430__1.55430	239935__A0A2N8HB50__CXU17_02615
ERR1913207.55433__1.55433	823__A0A355XN73__DXC05_07000
ERR1913207.55395__1.55395	47678__A5ZL09__BACCAC_03608
ERR1913207.55550__1.55550	40518__R5DTJ1__DXD86_03635
ERR1913207.55639__1.55639	820__A0A139KIL9__DXC68_05945
ERR1913207.55709__1.55709	820__A0A3E4GE89__DXB48_02565
ERR1913207.55728__1.55728	169435__A0A174N3Q8__DXC40_17870
ERR1913207.55771__1.55771	214856__R6Y6H8__ERS852447_01719
ERR1913207.55675__1.55675	446660__GCA_003428235.1_00842
ERR1913207.55812__1.55812	239935__A0A2N8IB69__CXU22_11315
ERR1913207.55890__1.55890	239935__A0A139TPD8__CXU12_11015
ERR1913207.55924__1.55924	1550024__G9RT62__ASJ35_10800
ERR1913207.56161__1.56161	1263064__GCA_000431175.1_00360
ERR1913207.56207__1.56207	246787__I9QX02__HMPREF1062_01641
ERR1913207.56335__1.56335	239935__A0A2N8IDX4__CXU20_07380
ERR1913207.56383__1.56383	1501391__GCA_000786575.1_00148
ERR1913207.56641__1.56641	1501392__A0A0B2JBP6__PU94_12945
ERR1913207.56613__1.56613	820__A0A139KEW8__DXB64_06405
ERR1913207.56677__1.56677	239935__A0A2N8I390__CXU16_10675
ERR1913207.56706__1.56706	47678__R5U332__C5Z00_16810
ERR1913207.56768__1.56768	487175__R5EF92__HMPREF9439_00378
ERR1913207.56839__1.56839	818__A0A2J6AED2__C5Z03_02940
ERR1913207.56939__1.56939	246787__A0A3D6B2C7__BcellWH2_03259
ERR1913207.57140__1.57140	1263005__R6FJE0__BN497_01606
ERR1913207.57187__1.57187	818__A0A139KCA0__SAMN05216253_102371
ERR1913207.57248__1.57248	1653434__A0A150Y762__DW871_08715
ERR1913207.57366__1.57366	239935__R6J4Y4__CXU17_09810
ERR1913207.57561__1.57561	39492__D4JRM9__bglB_2
ERR1913207.57578__1.57578	820__E5VA63__DXC80_01025
ERR1913207.57770__1.57770	487174__K0XKB7__DDY40_03475
ERR1913207.57792__1.57792	820__A0A139K8N1__ERS852554_00951
ERR1913207.57882__1.57882	1550024__G9RPC6__TQ39_05630
ERR1913207.58171__1.58171	246787__E2NH87__BcellWH2_04496
ERR1913207.58447__1.58447	33025__A0A395JIJ9__C8D73_101350
ERR1913207.58636__1.58636	820__A0A3E5E0T0__ERS852554_00312
ERR1913207.58763__1.58763	239935__A0A2N8IAY7__CXU13_02935
ERR1913207.58886__1.58886	239935__A0A2N8HH03__CXU09_08875
ERR1913207.58899__1.58899	821__A0A174ALF2__BvMPK_3016
ERR1913207.58998__1.58998	1262743__R5C054__BN727_01980
ERR1913207.58985__1.58985	246787__R6KBH9__HMPREF1062_04676
ERR1913207.59127__1.59127	820__A0A173YYG4__evgS_3
ERR1913207.59173__1.59173	28117__B0MXG8__ALIPUT_01814
ERR1913207.59217__1.59217	246787__A0A0P0GCR8__xynD_3
ERR1913207.59305__1.59305	1262989__R6YJL6__BN815_00943
ERR1913207.59321__1.59321	821__C6ZAA5__ERS852556_00403
ERR1913207.59717__1.59717	154046__A0A3E3DSZ8__rihA_6
ERR1913207.59843__1.59843	820__A0A174TRB5__DXD40_11305
ERR1913207.59947__1.59947	2049039__A0A316SG69__DBY32_08730
ERR1913207.60074__1.60074	239935__A0A2N8IAY7__CXU13_02935
ERR1913207.60144__1.60144	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913207.60220__1.60220	820__A0A3E5BMG9__DXD40_05130
ERR1913207.60280__1.60280	28117__B0MVL5__BHV66_01660
ERR1913207.60320__1.60320	1262538__GeneID:16384850
ERR1913207.60387__1.60387	818__Q8A3A6__Btheta7330_00071
ERR1913207.60544__1.60544	239935__A0A139TMD2__CXU18_02250
ERR1913207.60567__1.60567	1796613__A0A1C7H300__A4V03_17350
ERR1913207.60570__1.60570	239935__A0A139TMY7__CXU13_02020
ERR1913207.60606__1.60606	820__A0A139K0K1__DXB37_05460
ERR1913207.60634__1.60634	853__A0A173RZ39__C4N22_01650
ERR1913207.60694__1.60694	310298__B3JII2__BACCOP_01694
ERR1913207.61181__1.61181	821__R7P1Q7__M099_2990
ERR1913207.61261__1.61261	626932__G5HAK0__HMPREF9450_01665
ERR1913207.61369__1.61369	239935__A0A2N8HB50__CXU17_02615
ERR1913207.61441__1.61441	333367__C0D4M3__CLOSTASPAR_04218
ERR1913207.61453__1.61453	820__A0A3E4IBC1__M094_0628
ERR1913207.61515__1.61515	821__A0A396F598__CUU_3259
ERR1913207.61621__1.61621	820__A0A3E5E0T0__ERS852554_00312
ERR1913207.61702__1.61702	239935__A0A2N8IQ67__CXU20_08505
ERR1913207.61851__1.61851	239935__A0A2N8IDX4__CXU20_07380
ERR1913207.61865__1.61865	28117__B0MTS2__ALIPUT_00159
ERR1913207.61873__1.61873	239935__A0A2N8HBM4__CXT85_06270
ERR1913207.61955__1.61955	820__A0A139JRS5__HMPREF1073_04025
ERR1913207.62126__1.62126	1262911__R6H2J2__BN557_01228
ERR1913207.62127__1.62127	1522__G1VKG0__SAMN05216507_10222
ERR1913207.62207__1.62207	556259__I0PYM3__BSGG_5385
ERR1913207.62251__1.62251	818__A0A3E5GX69__NCTC13706_00796
ERR1913207.62699__1.62699	820__A0A3E5BMG9__DXD40_05130
ERR1913207.62979__1.62979	1262700__R5Y6J6__BN695_00596
ERR1913207.62996__1.62996	820__A0A3E4VXP2__yesR
ERR1913207.63168__1.63168	47678__R5USS6__C5Z00_03300
ERR1913207.63366__1.63366	818__A0A174N1L6__ERS852511_02039
ERR1913207.63776__1.63776	820__A7VAR9__ERS852421_00197
ERR1913207.63874__1.63874	214856__A0A173XIZ3__ERS852559_00434
ERR1913207.63970__1.63970	1099853__U5CMG7__NSB1T_07970
ERR1913207.64029__1.64029	1262989__R6YH39__BN815_01889
ERR1913207.64546__1.64546	239935__B2UQP8__CXU15_01110
ERR1913207.64714__1.64714	239935__A0A2N8HJX0__CXU19_08380
ERR1913207.64955__1.64955	626932__G5HB69__HMPREF9450_01884
ERR1913207.65145__1.65145	47678__R5U7T0__CGC64_00755
ERR1913207.65156__1.65156	239935__A0A2N8HB50__CXU17_02615
ERR1913207.65087__1.65087	820__A0A3E4G826__C801_01612
ERR1913207.65102__1.65102	820__A0A174CG08__DXB62_13215
ERR1913207.65295__1.65295	820__A0A174M9V5__M093_0237
ERR1913207.65341__1.65341	246787__A0A0P0GIS1__BcellWH2_02680
ERR1913207.65667__1.65667	1547__G9QXK0__DXB93_15125
ERR1913207.65799__1.65799	239935__A0A2N8HB50__CXU17_02615
ERR1913207.65931__1.65931	820__A0A139JRH8__HMPREF2141_04326
ERR1913207.65955__1.65955	239935__B2UNF6__CXU17_03450
ERR1913207.66277__1.66277	1262911__R6H054__BN557_00908
ERR1913207.66279__1.66279	820__A0A3E4FZM1__adaA_2
ERR1913207.66329__1.66329	189722__E0NQU7__HMPREF0658_0548
ERR1913207.66502__1.66502	820__A7V859__ERS852462_00341
ERR1913207.66631__1.66631	28117__B0MU58__BHV66_05630
ERR1913207.66632__1.66632	820__A7UYX8__DXD40_11635
ERR1913207.66642__1.66642	239935__A0A2N8I3G2__CXT89_00720
ERR1913207.66747__1.66747	1522__G1VP46__CIAN88_18795
ERR1913207.66792__1.66792	28118__R6FFY9__DHW44_14630
ERR1913207.66919__1.66919	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913207.66895__1.66895	818__A0A1H7TGM1__BJP75_010615
ERR1913207.66896__1.66896	1099853__G9S362__NSB1T_03260
ERR1913207.67029__1.67029	239935__R6IYQ1__CXU15_06450
ERR1913207.66970__1.66970	61171__B9Y2N8__HOLDEFILI_00063
ERR1913207.67263__1.67263	246787__A0A0P0G254__axeA1_2
ERR1913207.67297__1.67297	820__A0A173YYG4__evgS_3
ERR1913207.67535__1.67535	239935__B2UQP8__CXU15_01110
ERR1913207.67699__1.67699	239935__A0A2N8IDX4__CXU20_07380
ERR1913207.68133__1.68133	2108523__A0A2P2F3I3__LAWASA_548
ERR1913207.68156__1.68156	40518__R5DXH2__DXD83_10135
ERR1913207.68161__1.68161	820__I9A4U7__DHU98_12785
ERR1913207.68187__1.68187	165179__A0A3E5E8M8__DXB80_11580
ERR1913207.68266__1.68266	821__A0A174JYD3__ERS852457_02610
ERR1913207.68475__1.68475	1547__H1AIZ1__DW242_01850
ERR1913207.68491__1.68491	47678__R5UMC3__CGC64_08380
ERR1913207.68541__1.68541	1262700__R5XCZ6__BN695_01654
ERR1913207.68713__1.68713	239935__A0A2N8HJX0__CXU19_08380
ERR1913207.68618__1.68618	820__A0A139KIL9__DXC68_05945
ERR1913207.68806__1.68806	821__A0A396F598__CUU_3259
ERR1913207.68849__1.68849	820__A0A3E4IGA7__DXD40_07110
ERR1913207.68965__1.68965	818__A0A2J6AAG0__C5Z03_04510
ERR1913207.69010__1.69010	292800__A0A1C7FI72__ERS852504_01815
ERR1913207.69031__1.69031	1262700__R5XEQ4__BN695_01576
ERR1913207.69123__1.69123	818__A0A0N7IAV7__ERS852557_04536
ERR1913207.69068__1.69068	189722__E0NQU7__HMPREF0658_0548
ERR1913207.69297__1.69297	28117__B0MXG8__ALIPUT_01814
ERR1913207.69506__1.69506	239935__A0A2N8IUU3__CXU18_08060
ERR1913207.69521__1.69521	818__A0A174P8N7__BSIG_4141
ERR1913207.69652__1.69652	1262700__R5XTJ6__BN695_00425
ERR1913207.69656__1.69656	820__A0A174B4N2__M093_2531
ERR1913207.69665__1.69665	820__A0A174TRB5__DXD40_11305
ERR1913207.69705__1.69705	544645__A0A1U7L9U7__ispD
ERR1913207.69742__1.69742	208479__A8RRR1__C5Z06_16950
ERR1913207.69820__1.69820	821__A0A396F598__CUU_3259
ERR1913207.69753__1.69753	418240__A0A174Q1I9__blaR1_1
ERR1913207.69876__1.69876	310298__B3JII2__BACCOP_01694
ERR1913207.69974__1.69974	239935__A0A2N8IQX1__dnaA
ERR1913207.70145__1.70145	1263064__GCA_000431175.1_01434
ERR1913207.70194__1.70194	33038__A0A3E4K4Y5__CDL20_06020
ERR1913207.70266__1.70266	820__A0A3E4W4Y7__B5G17_02055
ERR1913207.70359__1.70359	820__A0A139K1Y6__DXB48_02610
ERR1913207.70532__1.70532	239935__A0A2N8IQ67__CXU20_08505
ERR1913207.70536__1.70536	1262989__R6Y500__BN815_02152
ERR1913207.70489__1.70489	246787__I8V2S2__BACCELL_02524
ERR1913207.70585__1.70585	820__A0A374QGD2__ERS852421_02382
ERR1913207.70615__1.70615	47678__R5UZM4__DW706_15680
ERR1913207.70671__1.70671	246787__A0A3D6AZF7__BcellWH2_04504
ERR1913207.70627__1.70627	357276__I9QBT7__BSEG_03340
ERR1913207.70640__1.70640	820__A0A139KG60__M094_2679
ERR1913207.70676__1.70676	820__A0A174DZ97__SAMN05444418_101240
ERR1913207.70790__1.70790	239935__R6JAS2__CXU02_10725
ERR1913207.70771__1.70771	239935__A0A2N8I9I3__CXU19_12035
ERR1913207.70853__1.70853	818__A0A3E5H650__C799_01514
ERR1913207.70859__1.70859	818__A0A0P0FT56__BSIG_1453
ERR1913207.70825__1.70825	333367__C0D4L1__CLOSTASPAR_04206
ERR1913207.71173__1.71173	818__A0A0N7I9H8__ERS852461_00040
ERR1913207.71340__1.71340	47678__A0A174H7W9__ERS852494_00524
ERR1913207.71411__1.71411	246787__A0A0P0GG22__BACCELL_01899
ERR1913207.71545__1.71545	239935__R6J4Y4__CXU17_09810
ERR1913207.71612__1.71612	239935__A0A2N8HB50__CXU17_02615
ERR1913207.71665__1.71665	1550024__A0A0W7TVC5__TQ39_00835
ERR1913207.71790__1.71790	821__A0A174WBC9__ERS852556_03145
ERR1913207.71889__1.71889	239935__A0A2N8I390__CXU16_10675
ERR1913207.71944__1.71944	189722__E0NQU7__HMPREF0658_0548
ERR1913207.72052__1.72052	1512__E7GHE8__HMPREF9474_00341
ERR1913207.72073__1.72073	821__A0A174NVL6__NCTC10583_01782
ERR1913207.72093__1.72093	820__A0A174FUF0__HMPREF1073_03308
ERR1913207.72121__1.72121	821__A0A0P0M3U7__DXB90_14325
ERR1913207.72124__1.72124	820__A0A396EWL3__ERS417307_03868
ERR1913207.72251__1.72251	820__A0A139KHX1__HMPREF2141_00289
ERR1913207.72345__1.72345	821__A0A3E4XY72__NCTC10583_01067
ERR1913207.72467__1.72467	1796613__A0A1C7H127__A4V03_09040
ERR1913207.72739__1.72739	820__A0A139KIL9__DXC68_05945
ERR1913207.72803__1.72803	820__A0A3E4HWJ4__DXD40_05945
ERR1913207.72941__1.72941	239935__A0A2N8HB50__CXU17_02615
ERR1913207.73054__1.73054	246787__A0A0P0GG59__BcellWH2_02752
ERR1913207.73345__1.73345	471189__GCA_003340385.1_00241
ERR1913207.73580__1.73580	239935__A0A2N8IDX4__CXU20_07380
ERR1913207.73703__1.73703	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913207.73760__1.73760	821__A0A395UNT8__DXD64_15275
ERR1913207.73709__1.73709	239935__A0A2N8I9I3__CXU19_12035
ERR1913207.73928__1.73928	820__E5VA63__DXC80_01025
ERR1913207.73980__1.73980	1262700__R5Y7L6__BN695_00886
ERR1913207.74220__1.74220	1262743__R5C054__BN727_01980
ERR1913207.74282__1.74282	333367__C0D7C8__CLOSTASPAR_05175
ERR1913207.74393__1.74393	1262700__R5Y691__BN695_00466
ERR1913207.74687__1.74687	1262700__R5XBU8__BN695_01272
ERR1913207.74705__1.74705	821__A0A0P0L8F8__ERS852509_03705
ERR1913207.74778__1.74778	1262989__R6YG99__BN815_01610
ERR1913207.74829__1.74829	28117__B0MY40__BHV66_05170
ERR1913207.74794__1.74794	246787__A0A0P0FVC6__BACCELL_03671
ERR1913207.74985__1.74985	40518__R5DRG6__ylbJ
ERR1913207.74988__1.74988	239935__A0A2N8HPS5__Amuc_0950
ERR1913207.75135__1.75135	1096246__A0A2V3Y8E1__DFR60_105350
ERR1913207.75145__1.75145	239935__A0A2N8HL91__holA
ERR1913207.75358__1.75358	239935__A0A2N8IXN0__CXT95_01765
ERR1913207.75385__1.75385	333367__C0D4Q3__CLOSTASPAR_04249
ERR1913207.75391__1.75391	820__A0A3E4G8F8__ERS852421_01645
ERR1913207.75489__1.75489	1501391__GCA_000786575.1_00067
ERR1913207.75555__1.75555	821__A0A174MBW9__SAMN04487923_10272
ERR1913207.75717__1.75717	1099853__G9S2I6__NSB1T_08700
ERR1913207.75754__1.75754	239935__A0A2N8HX65__CXU17_02540
ERR1913207.75757__1.75757	1501391__GCA_000786575.1_00081
ERR1913207.76031__1.76031	246787__A0A3D6AQP8__AA416_04153
ERR1913207.76043__1.76043	28118__R6FCY1__DER54_07335
ERR1913207.76218__1.76218	821__A0A0P0M4G3__M099_3092
ERR1913207.76287__1.76287	820__A0A374QGD2__ERS852421_02382
ERR1913207.76431__1.76431	818__A0A174TXD9__C799_03229
ERR1913207.76528__1.76528	820__A7V470__HMPREF1072_02076
ERR1913207.76728__1.76728	820__A0A139K4T0__ERS852510_03146
ERR1913207.76779__1.76779	820__A0A3E4G3J9__ERS852459_02265
ERR1913207.77020__1.77020	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913207.77127__1.77127	39492__D4JX05__EUBSIR_01678
ERR1913207.77142__1.77142	823__A0A395YRE1__DXC05_20005
ERR1913207.77234__1.77234	820__A0A3E4WA06__ERS852554_03404
ERR1913207.77278__1.77278	823__D7IT19__DHP27_03495
ERR1913207.77348__1.77348	357276__A0A076ISJ4__B5F95_19420
ERR1913207.77368__1.77368	818__A0A3E5HHL6__C799_04659
ERR1913207.77598__1.77598	1262700__R5XM04__BN695_00162
ERR1913207.77654__1.77654	820__A0A374QGD2__ERS852421_02382
ERR1913207.77833__1.77833	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913207.78071__1.78071	820__A0A3E4W4Y7__B5G17_02055
ERR1913207.78170__1.78170	239935__B2UNF6__CXU17_03450
ERR1913207.78173__1.78173	239935__A0A2N8HB50__CXU17_02615
ERR1913207.78189__1.78189	818__A0A0P0F989__BJP75_019080
ERR1913207.78303__1.78303	853__A0A174C5M1__CGS58_04460
ERR1913207.78326__1.78326	1262700__R5XEX6__BN695_01651
ERR1913207.78400__1.78400	821__A0A0P0M4G3__M099_3092
ERR1913207.78496__1.78496	246787__R6KK25__HMPREF1062_01860
ERR1913207.78602__1.78602	310298__B3JII2__BACCOP_01694
ERR1913207.78624__1.78624	820__A0A3E5E9Y8__DXD90_09110
ERR1913207.78721__1.78721	239935__A0A2N8I7W6__CXT90_04245
ERR1913207.78863__1.78863	239935__A0A2N8IQ67__CXU20_08505
ERR1913207.79026__1.79026	820__A0A174G065__DXB62_08975
ERR1913207.79183__1.79183	853__A0A174BA00__DW905_01145
ERR1913207.79222__1.79222	820__A0A139KIL9__DXC68_05945
ERR1913207.79266__1.79266	47678__R5U7X8__C5Z00_18270
ERR1913207.79458__1.79458	333367__C0D3Y1__CLOSTASPAR_03972
ERR1913207.79535__1.79535	1262911__R6H1J5__BN557_00905
ERR1913207.79569__1.79569	246787__A0A108T429__BACCELL_00192
ERR1913207.79571__1.79571	33025__A0A395J911__C8D73_1145
ERR1913207.79657__1.79657	239935__A0A139TLF5__CXU18_06685
ERR1913207.79795__1.79795	820__A0A139KJ23__celCCA
ERR1913207.80110__1.80110	487175__R5E441__HMPREF9439_02785
ERR1913207.80111__1.80111	1262700__R5XCZ6__BN695_01654
ERR1913207.80173__1.80173	310298__B3JII2__BACCOP_01694
ERR1913207.80340__1.80340	820__A0A139K024__B5G17_02060
ERR1913207.80476__1.80476	821__A0A0P0L952__M097_4235
ERR1913207.80731__1.80731	47678__R5UU25__DXB67_16190
ERR1913207.80784__1.80784	471189__GCA_003340385.1_00361
ERR1913207.80795__1.80795	239935__R6IYQ1__CXU15_06450
ERR1913207.80903__1.80903	239935__A0A2N8IVT6__CXU13_08520
ERR1913207.80948__1.80948	820__A0A078STJ8__DXC68_04690
ERR1913207.81008__1.81008	487174__R5FN40__HMPREF9448_01366
ERR1913207.81410__1.81410	820__A0A3E4VXP2__yesR
ERR1913207.81418__1.81418	239935__A0A2N8HX65__CXU17_02540
ERR1913207.81516__1.81516	820__A0A3E4RUC4__DHU98_02635
ERR1913207.81636__1.81636	820__R9I324__HMPREF2141_02414
ERR1913207.81854__1.81854	818__A0A174RX04__BJP75_008800
ERR1913207.81950__1.81950	821__A0A174JYD3__ERS852457_02610
ERR1913207.81995__1.81995	823__A0A395YZ10__NCTC11152_02955
ERR1913207.82130__1.82130	239935__R7E524__CXT91_06180
ERR1913207.82099__1.82099	357276__I8WPR6__EL88_06675
ERR1913207.82172__1.82172	1099853__G9S0L9__NSB1T_05150
ERR1913207.82297__1.82297	820__A0A174F0C1__nreB
ERR1913207.82513__1.82513	821__A0A396F1N0__M099_1553
ERR1913207.82517__1.82517	820__A0A139JRS5__HMPREF1073_04025
ERR1913207.82601__1.82601	239935__B2URL9__CXU12_02290
ERR1913207.83029__1.83029	1262989__R6YP31__BN815_01593
ERR1913207.83225__1.83225	818__A0A139K748__Btheta7330_03034
ERR1913207.83353__1.83353	40518__R5DVX3__RBL263_01584
ERR1913207.83606__1.83606	821__A0A3E4HP25__SAMN04487923_102450
ERR1913207.83697__1.83697	39492__D4JX34__ERS852540_00411
ERR1913207.83737__1.83737	821__A0A3E4HP25__SAMN04487923_102450
ERR1913207.83939__1.83939	823__A0A173RD26__B5F32_03910
ERR1913207.84068__1.84068	556259__E5CEK8__BSGG_3724
ERR1913207.84363__1.84363	239935__B2UNC5__B5G29_07685
ERR1913207.84515__1.84515	28117__B0MSS9__BHV66_06085
ERR1913207.84946__1.84946	292800__A0A174NR96__HMPREF0372_02342
ERR1913207.85434__1.85434	1297617__A0A0S2W347__BIV19_02295
ERR1913207.85491__1.85491	821__A0A174T998__DXB82_10860
ERR1913207.85558__1.85558	28118__R6FBE6__DHW44_11635
ERR1913207.85605__1.85605	47678__R5UA23__C5Z00_15610
ERR1913207.85684__1.85684	820__A0A3E4G8F8__ERS852421_01645
ERR1913207.85708__1.85708	820__A0A173YYG4__evgS_3
ERR1913207.85727__1.85727	820__A0A174G065__DXB62_08975
ERR1913207.85734__1.85734	1262743__R5C054__BN727_01980
ERR1913207.85865__1.85865	820__A7V470__HMPREF1072_02076
ERR1913207.85927__1.85927	33038__A0A2N5PSD8__CDL23_06920
ERR1913207.86116__1.86116	818__A0A139KE06__HMPREF2534_02512
ERR1913207.86317__1.86317	1262989__R6Y500__BN815_02152
ERR1913207.86408__1.86408	487174__K0WTW4__DDY40_12630
ERR1913207.86573__1.86573	487174__R5EV44__HMPREF9448_01630
ERR1913207.86645__1.86645	818__A0A174RFL1__ERS852511_03380
ERR1913207.87189__1.87189	169435__A0A174TC86__ANACOL_02393
ERR1913207.87204__1.87204	821__A0A396F9T7__M097_3427
ERR1913207.87177__1.87177	1099853__R7DMW0__NSB1T_11540
ERR1913207.87274__1.87274	1263005__R6EQ31__BN497_00348
ERR1913207.87666__1.87666	1262700__R5X902__BN695_00437
ERR1913207.87636__1.87636	1263005__R6FMJ2__BN497_00822
ERR1913207.87794__1.87794	1262743__R5C054__BN727_01980
ERR1913207.87961__1.87961	1099853__R7DJ70__NSB1T_07155
ERR1913207.88081__1.88081	239935__A0A139TTZ7__CXU14_07900
ERR1913207.88152__1.88152	239935__B2UQP8__CXU15_01110
ERR1913207.88263__1.88263	333367__C0CYT4__CLOSTASPAR_02161
ERR1913207.88206__1.88206	214856__I3YMN6__Alfi_1938
