ERR1912996.488__1.488	45851__D4RY81__BUTYVIB_00786
ERR1912996.62476__1.62476	1897011__A0A1Q6REW8__BHW41_04435
ERR1912996.62869__1.62869	216816__A0A061M1M5__HMPREF0177_01046
ERR1912996.62974__1.62974	1680__A0A174BEE7__BSTER_1311
ERR1912996.64002__1.64002	74426__pdxS
ERR1912996.64345__1.64345	39491__A0A395ZHW3__ERS852417_01359
ERR1912996.64380__1.64380	1262785__R6LWG2__BN565_02503
ERR1912996.64571__1.64571	901__B6WUY7__DHV46_11425
ERR1912996.64632__1.64632	1680__A0A0C2YPV2__AL0462_1474
ERR1912996.64957__1.64957	165179__A0A3E5AI09__DXC61_05815
ERR1912996.65101__1.65101	1897011__A0A1Q6RIQ9__BHW41_00470
ERR1912996.65188__1.65188	1656__F2UYI2__HMPREF0059_01137
ERR1912996.65243__1.65243	1262924__R7HUG0__BN585_00790
ERR1912996.65309__1.65309	1262741__R6CVE8__BN697_00329
ERR1912996.65439__1.65439	2022527__A0A264Y9H9__CHL74_04045
ERR1912996.66004__1.66004	1262936__R7J2L3__BN799_01877
ERR1912996.66530__1.66530	28052__A0A174H9I6__ERS852451_00172
ERR1912996.66669__1.66669	1262936__R7J354__BN799_00281
ERR1912996.66773__1.66773	1628085__A0A2U1BHQ4__C7386_101458
ERR1912996.66936__1.66936	301302__R5VCU3__cbiK_2
ERR1912996.67055__1.67055	165179__W1I4H6__DXB80_13655
ERR1912996.67113__1.67113	45851__D4RZ82__BHV86_03550
ERR1912996.67209__1.67209	901__B6WVJ0__BHW59_08380
ERR1912996.68116__1.68116	28052__A0A174HA30__ERS852451_00216
ERR1912996.68153__1.68153	1262911__R6H0U7__BN557_01104
ERR1912996.68313__1.68313	2022527__A0A264Y8G4__CHL74_05770
ERR1912996.68528__1.68528	39491__A0A3E4YFT8__DXB69_10940
ERR1912996.68550__1.68550	1262959__R5Y464__BN680_00631
ERR1912996.68567__1.68567	1262924__R7HQD4__BN585_02072
ERR1912996.68620__1.68620	1262959__R5YC14__BN680_01757
ERR1912996.68673__1.68673	147206__GCF_000156215.1_00014
ERR1912996.68857__1.68857	1680__A0A2R4G1K8__BBMN23_0315
ERR1912996.68827__1.68827	1262936__R7IYJ1__BN799_00810
ERR1912996.69084__1.69084	1262924__R7HQ03__BN585_01295
ERR1912996.69177__1.69177	1263107__GCA_000436995.1_00070
ERR1912996.69278__1.69278	901__B6WVN9__DESPIG_02157
ERR1912996.69527__1.69527	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1912996.69849__1.69849	45851__D4RXM8__BHV86_03015
ERR1912996.70129__1.70129	74426__rpoB
ERR1912996.70173__1.70173	1263011__R6EMA6__BN553_01862
ERR1912996.70415__1.70415	1680__A7A4N3__ERS852382_00779
ERR1912996.70453__1.70453	45851__D4RZF5__BUTYVIB_01221
ERR1912996.70524__1.70524	818__A0A139K9H8__C5Z03_23905
ERR1912996.70525__1.70525	39485__A0A174YW66__ERS852490_03040
ERR1912996.70655__1.70655	384638__B7AVU0__BACPEC_02840
ERR1912996.70694__1.70694	901__A0A1K1LI09__BHW59_05710
ERR1912996.70705__1.70705	39491__C4Z8S1__DXB76_06750
ERR1912996.70974__1.70974	1262911__R6GP58__BN557_00798
ERR1912996.71066__1.71066	28111__E5WZI1__BACEGG_01444
ERR1912996.71427__1.71427	39485__C4Z0S8__hisK
ERR1912996.71738__1.71738	39485__A0A174YXK1__ERS852490_01547
ERR1912996.71844__1.71844	216816__A0A0A6VPB9__B624_1780
ERR1912996.72309__1.72309	1262936__R7J5M9__BN799_00277
ERR1912996.72422__1.72422	1262924__R7HUG0__BN585_00790
ERR1912996.72401__1.72401	1628085__A0A1C5ZCR8__C7386_10447
ERR1912996.72497__1.72497	1680__A0A173XYA2__B0703_0121
ERR1912996.73058__1.73058	901__B6WPV2__DHV46_04070
ERR1912996.73437__1.73437	28111__E5X123__BACEGG_03115
ERR1912996.74234__1.74234	572010__hgdC_1
ERR1912996.74286__1.74286	1262882__R5MY46__BN519_00355
ERR1912996.74311__1.74311	901__B6WR34__DHV46_00895
ERR1912996.74524__1.74524	28111__E5WXT0__BACEGG_00796
ERR1912996.74612__1.74612	901__B6WR17__DHV46_00835
ERR1912996.74658__1.74658	1262936__R7J281__BN799_01079
ERR1912996.74734__1.74734	1628085__A0A2U1BH26__C7386_101229
ERR1912996.75033__1.75033	216816__E5Y0K4__B8809_0128
ERR1912996.75152__1.75152	1262882__R5MSP5__BN519_01637
ERR1912996.75234__1.75234	40518__A0A373KL92__RBATCC27255_01378
ERR1912996.75509__1.75509	45851__R5LYT8__BUTYVIB_02538
ERR1912996.75578__1.75578	1680__A0A087DHN0__AL0462_1532
ERR1912996.75610__1.75610	246787__R6KCH8__csbC
ERR1912996.75951__1.75951	1262936__R7J2N8__BN799_01236
ERR1912996.76061__1.76061	1897011__A0A1Q6RBT0__BHW41_06785
ERR1912996.76104__1.76104	1262959__R5YVJ9__BN680_01667
ERR1912996.76378__1.76378	1680__A0A087CWH8__ERS852382_00646
ERR1912996.76416__1.76416	1897011__A0A1Q6RI37__BHW41_00895
ERR1912996.76463__1.76463	147206__GCF_000156215.1_01775
ERR1912996.76398__1.76398	1262936__R7J2D3__BN799_01784
ERR1912996.77306__1.77306	301302__R5VFU2__xynA1
ERR1912996.77418__1.77418	292800__G9YVG8__HMPREF0372_03533
ERR1912996.77487__1.77487	1262761__R6RPK4__BN606_00541
ERR1912996.77544__1.77544	45851__D4RXA4__BUTYVIB_00455
ERR1912996.77584__1.77584	147206__GCF_000156215.1_01773
ERR1912996.77965__1.77965	901__B6WRD8__DHV46_04960
ERR1912996.78027__1.78027	1680__A0A1E7Y0K2__DXC59_05185
ERR1912996.78183__1.78183	40518__R5E6K5__speA
ERR1912996.78483__1.78483	1262936__R7IY28__BN799_00672
ERR1912996.78493__1.78493	40518__R5DM08__DXD83_06415
ERR1912996.78505__1.78505	901__B6WVX9__DESPIG_02247
ERR1912996.78506__1.78506	1262936__R7J354__BN799_00281
ERR1912996.78657__1.78657	1262882__R5MPY4__BN519_01128
ERR1912996.78664__1.78664	1680__A0A374QDL4__LMG18897_0432
ERR1912996.78711__1.78711	572010__nifJ
ERR1912996.78986__1.78986	116085__D4J4J2__DW747_14050
ERR1912996.78983__1.78983	1262936__R7J6F9__BN799_00540
ERR1912996.79149__1.79149	1897011__A0A1Q6RDL4__BHW41_05540
ERR1912996.79292__1.79292	1262882__R5N3H1__BN519_01121
ERR1912996.79402__1.79402	1262882__R5MEK3__BN519_00296
ERR1912996.79479__1.79479	45851__D4S2U9__BHV86_05685
ERR1912996.79665__1.79665	853__C7H7F8__yccM_1
ERR1912996.79779__1.79779	901__B6WVN9__DESPIG_02157
ERR1912996.79840__1.79840	1897011__A0A1Q6RH97__BHW41_01945
ERR1912996.79906__1.79906	1680__A0A1X3A951__AL0462_1583
ERR1912996.79984__1.79984	45851__D4RWR5__BHV86_06295
ERR1912996.79998__1.79998	901__B6WUL1__DESPIG_01755
ERR1912996.80158__1.80158	1262911__R6GT76__BN557_01150
ERR1912996.80351__1.80351	471189__GCA_003340385.1_00220
ERR1912996.80528__1.80528	74426__purL
ERR1912996.80561__1.80561	45851__R5LTQ3__BHV86_02315
ERR1912996.80677__1.80677	1680__A0A173XYA2__B0703_0121
ERR1912996.80760__1.80760	45851__D4RWC1__BHV86_06985
ERR1912996.81038__1.81038	33043__A0A174H5E3__ERS852400_02880
ERR1912996.81110__1.81110	39490__U2PV15__HMPREF0373_01262
ERR1912996.81637__1.81637	1897011__A0A1Q6RJI3__BHW41_00255
ERR1912996.81819__1.81819	901__B6WTT7__DESPIG_01494
ERR1912996.81833__1.81833	1897011__A0A1Q6RFH2__BHW41_03500
ERR1912996.82115__1.82115	39485__C4Z2I5__ERS852492_02214
ERR1912996.82139__1.82139	45851__D4RYD1__ytvI
ERR1912996.82225__1.82225	301302__R5VF67__M72_01841
ERR1912996.82579__1.82579	1263000__R5EF60__BN466_01316
ERR1912996.82634__1.82634	165179__A0A3E5EB26__CFT61_02800
ERR1912996.82672__1.82672	1262936__R7J5J9__BN799_00247
ERR1912996.82736__1.82736	1262936__R7IY41__BN799_00608
ERR1912996.82841__1.82841	40518__R5DP61__DXD86_06345
ERR1912996.83022__1.83022	74426__purL
ERR1912996.83251__1.83251	216816__A0A395XZB7__DXD37_04075
ERR1912996.83327__1.83327	301302__R5V4M3__ERS852420_01171
ERR1912996.83361__1.83361	301302__A0A0M6WZT5__M72_18331
ERR1912996.83337__1.83337	40518__R5DZC6__mreC
ERR1912996.83387__1.83387	74426__sufB
ERR1912996.83439__1.83439	45851__D4S0C7__BHV86_10030
ERR1912996.83478__1.83478	1689__D2QB34__BBDE_1345
ERR1912996.83523__1.83523	1262936__R7J2E3__BN799_00170
ERR1912996.83775__1.83775	239935__A0A2N8IVR0__CXT87_07115
ERR1912996.83956__1.83956	28052__A0A174GR15__mcp3_1
ERR1912996.83907__1.83907	1680__A0A174BEE7__BSTER_1311
ERR1912996.84209__1.84209	2022527__A0A264Y664__CHL74_09760
ERR1912996.84223__1.84223	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1912996.84656__1.84656	1680__A0A173XYA2__B0703_0121
ERR1912996.84624__1.84624	1262911__R6H2J2__BN557_01228
ERR1912996.84843__1.84843	45851__D4RWT6__BHV86_06395
ERR1912996.84961__1.84961	40518__R5DW64__RBL236_01394
ERR1912996.85136__1.85136	1263011__R6DRV2__BN553_01393
ERR1912996.85385__1.85385	28116__A7LXT7__HMPREF1070_00356
ERR1912996.85555__1.85555	1897011__A0A1Q6RDI2__BHW41_05530
ERR1912996.85584__1.85584	853__A0A2A7AXC8__C4N21_14120
ERR1912996.85615__1.85615	338188__A0A174K390__pnuC
ERR1912996.85616__1.85616	820__A0A174KKV6__DXC07_02635
ERR1912996.86050__1.86050	1680__R5GR82__AD0028_0014
ERR1912996.86008__1.86008	1262936__R7J6F9__BN799_00540
ERR1912996.86152__1.86152	172901__A0A2U1ALG8__C8D82_13225
ERR1912996.86493__1.86493	165179__A0A3E5E2B6__DXB80_02820
ERR1912996.86583__1.86583	28052__R7N8X2__ERS852451_01586
ERR1912996.86585__1.86585	706562__GCA_900112995.1_01616
ERR1912996.86784__1.86784	1262929__R6F6C8__BN691_01344
ERR1912996.86849__1.86849	712888__U1RK02__HMPREF0043_01193
ERR1912996.86875__1.86875	471189__GCA_003340385.1_00591
ERR1912996.87141__1.87141	1262936__R7J0S3__BN799_01459
ERR1912996.87152__1.87152	384638__B7APN3__BACPEC_00639
ERR1912996.87194__1.87194	39491__A0A396FPV7__ERS852580_01177
ERR1912996.87237__1.87237	45851__D4RWR5__BHV86_06295
ERR1912996.87407__1.87407	1680__A0A076JM61__DXD63_05245
ERR1912996.87521__1.87521	147206__GCF_000156215.1_01776
ERR1912996.87610__1.87610	1897011__A0A1Q6RE56__BHW41_04765
ERR1912996.87645__1.87645	74426__pdxS
ERR1912996.87839__1.87839	239935__A0A2N8I368__CXT95_04550
ERR1912996.87919__1.87919	1680__A0A0C2VBJ4__birA
ERR1912996.88089__1.88089	1263027__R7AV33__BN699_01348
ERR1912996.88186__1.88186	40518__R5DT93__DXD86_08730
ERR1912996.88636__1.88636	216816__C2GUV2__APC1478_0430
ERR1912996.89018__1.89018	1628085__A0A2U1B3Y8__C7386_12130
ERR1912996.89322__1.89322	116085__D4JC58__DW747_00230
ERR1912996.89433__1.89433	45851__D4S1P9__BUTYVIB_02021
ERR1912996.89435__1.89435	901__B6WY46__DESPIGER_1451
ERR1912996.89566__1.89566	1263027__R7A0N9__BN699_02367
ERR1912996.89817__1.89817	2049043__A0A316MVK7__DBY37_05535
ERR1912996.90056__1.90056	1735__B7C9Q5__EUBIFOR_00915
ERR1912996.90027__1.90027	1965587__A0A1Y4I0C5__B5F35_09340
ERR1912996.90097__1.90097	2108523__A0A2P2F504__LAWASA_1087
ERR1912996.90489__1.90489	1897011__A0A1Q6RCY0__BHW41_05945
ERR1912996.90582__1.90582	853__A0A3E2V168__FAEPRAM212_00929
ERR1912996.90618__1.90618	1550024__G9RPC6__TQ39_05630
ERR1912996.91006__1.91006	1550024__A0A0W7TQI9__ASJ35_10050
ERR1912996.91142__1.91142	1262936__R7IY33__BN799_00622
ERR1912996.91188__1.91188	1680__A0A174BEE7__BSTER_1311
ERR1912996.91532__1.91532	901__B6WXI1__DESPIGER_1636
ERR1912996.91540__1.91540	45851__D4RYQ2__BUTYVIB_00960
ERR1912996.91507__1.91507	2173__A0A1D2WT64__METSMIALI_01143
ERR1912996.91726__1.91726	40520__A0A395X2X5__C4886_03165
ERR1912996.91831__1.91831	147206__GCF_000156215.1_01777
ERR1912996.91947__1.91947	418240__A0A174NZX7__tagF_1
ERR1912996.91960__1.91960	35833__E5Y6S3__HMPREF0179_01886
ERR1912996.92008__1.92008	1535__A7VS87__CLOLEP_01425
ERR1912996.92121__1.92121	74426__infB
ERR1912996.92304__1.92304	1262700__R5XC07__BN695_01332
ERR1912996.92275__1.92275	301302__A0A173T8V6__ERS852420_01966
ERR1912996.93011__1.93011	45851__D4RXM8__BHV86_03015
ERR1912996.93630__1.93630	216816__B3DNW2__BL171B_07980
ERR1912996.93695__1.93695	1263027__R6ZI16__BN699_01371
ERR1912996.93738__1.93738	216816__D6DC91__DXC72_07710
ERR1912996.93991__1.93991	2022527__A0A264Y9Y7__CHL74_02905
ERR1912996.94090__1.94090	239935__A0A2N8IRW0__A4V05_11620
ERR1912996.94171__1.94171	2022527__A0A264YA09__CHL74_03035
ERR1912996.94211__1.94211	61171__B9Y5T8__HOLDEFILI_01170
ERR1912996.94212__1.94212	39485__A0A174YMM2__ERS852490_01019
ERR1912996.94346__1.94346	1628085__A0A2U1BHS7__C7386_101494
ERR1912996.94683__1.94683	1897011__A0A1Q6RI77__BHW41_01180
ERR1912996.95245__1.95245	45851__D4RZ27__BHV86_03325
ERR1912996.95324__1.95324	901__B6WUI5__DESPIGER_1817
ERR1912996.95480__1.95480	384639__GCA_003096855.1_00972
ERR1912996.95450__1.95450	1262936__R7J5M6__BN799_00272
ERR1912996.95454__1.95454	1262936__R7IY78__BN799_00717
ERR1912996.95715__1.95715	39485__C4Z028__ERS852492_00100
ERR1912996.95799__1.95799	1680__R5GZF2__DXC60_01925
ERR1912996.96143__1.96143	301302__R5ULT1__ERS852420_02174
ERR1912996.96209__1.96209	1680__A0A0C2VBJ4__birA
ERR1912996.96697__1.96697	28118__F9Z4U0__B5F99_17595
ERR1912996.96785__1.96785	246787__A0A0P0GV75__HMPREF1062_00095
ERR1912996.96866__1.96866	61171__B9Y5T8__HOLDEFILI_01170
ERR1912996.97082__1.97082	1628085__A0A2U1BGI3__C7386_10130
ERR1912996.97068__1.97068	239935__A0A2N8HEH9__CXU07_11710
ERR1912996.97073__1.97073	39485__A0A174ZPH7__ERS852490_01992
ERR1912996.97214__1.97214	1262919__R5P4V3__BN465_00499
ERR1912996.97325__1.97325	216816__B3DNW2__BL171B_07980
ERR1912996.97419__1.97419	166486__D4KZP0__ERS852572_00486
ERR1912996.97857__1.97857	1262936__R7IZZ2__BN799_01307
ERR1912996.98293__1.98293	1262911__R6HJS5__BN557_00288
ERR1912996.98297__1.98297	1262936__R7J0Q9__BN799_01513
ERR1912996.98438__1.98438	552398__T5S086__HMPREF0866_01580
ERR1912996.98565__1.98565	301302__R5UTG6__M72_25801
ERR1912996.98596__1.98596	1262936__R7J0S3__BN799_01459
ERR1912996.98635__1.98635	1262936__R7J169__BN799_00083
ERR1912996.98735__1.98735	1150298__A0A174CCD5__ERS852406_01310
ERR1912996.98799__1.98799	1262882__R5MIY9__BN519_01097
ERR1912996.98934__1.98934	1262936__R7J1X7__BN799_01807
ERR1912996.99184__1.99184	1262936__R7J2D3__BN799_01784
ERR1912996.99394__1.99394	28052__R7NEJ4__ERS852451_01746
ERR1912996.99630__1.99630	1897011__A0A1Q6RH85__BHW41_01750
ERR1912996.99649__1.99649	74426__groL
ERR1912996.99824__1.99824	1263000__R5EQL2__BN466_00892
ERR1912996.99984__1.99984	471189__GCA_003340385.1_00245
ERR1912996.100110__1.100110	301302__A0A173UN64__manA_2
ERR1912996.100385__1.100385	2022527__A0A264Y883__CHL74_06045
ERR1912996.100473__1.100473	818__Q8AAI7__SAMN05216253_10875
ERR1912996.100664__1.100664	1263000__R5F0H8__BN466_00254
ERR1912996.100944__1.100944	301302__A0A173T8V6__ERS852420_01966
ERR1912996.101058__1.101058	172901__A0A2U1B3X0__C8D82_10969
ERR1912996.101065__1.101065	1262882__R5MM10__BN519_01679
ERR1912996.101239__1.101239	1680__A0A0C2VBJ4__birA
ERR1912996.101189__1.101189	74426__thrZ
ERR1912996.101263__1.101263	1680__A0A173XYA2__B0703_0121
ERR1912996.101435__1.101435	901__B6WVN9__DESPIG_02157
ERR1912996.101561__1.101561	1262924__R7HPX8__BN585_00310
ERR1912996.101562__1.101562	1680__A7A7Z9__AAX71_05385
ERR1912996.101611__1.101611	2045441__A0A2M9HFV5__gnd
ERR1912996.101639__1.101639	45851__D4RZK8__BUTYVIB_01274
ERR1912996.101710__1.101710	216816__A0A087BBV6__BFS26_06210
ERR1912996.101979__1.101979	28117__B0MY40__BHV66_05170
ERR1912996.102016__1.102016	1263027__R7AUR2__BN699_00086
ERR1912996.102448__1.102448	1897011__A0A1Q6RF44__BHW41_03065
ERR1912996.102482__1.102482	40518__R5DWH8__DXD86_04530
ERR1912996.102498__1.102498	2022527__A0A264Y8G4__CHL74_05770
ERR1912996.102679__1.102679	1680__R5GRA4__ERS852382_01548
ERR1912996.102681__1.102681	28052__A0A174GQI3__ERS852451_00394
ERR1912996.102733__1.102733	1680__A0A173XYA2__B0703_0121
ERR1912996.103069__1.103069	1897011__A0A1Q6REV3__BHW41_04080
ERR1912996.103116__1.103116	338188__A0A174FPA3__BACFIN_06857
ERR1912996.103744__1.103744	1262911__R6GP58__BN557_00798
ERR1912996.103782__1.103782	1262911__R6GP58__BN557_00798
ERR1912996.104270__1.104270	39485__R5ZZA6__ERS852490_00168
ERR1912996.104688__1.104688	28052__A0A174KLS3__ERS852451_01864
ERR1912996.104736__1.104736	1263000__R5EXT3__BN466_02213
ERR1912996.104716__1.104716	74426__purL
ERR1912996.104809__1.104809	301302__R5UKE6__M72_05651
ERR1912996.104967__1.104967	45851__D4RYQ1__BHV86_00310
ERR1912996.104992__1.104992	1262936__R7J354__BN799_00281
ERR1912996.104995__1.104995	1262936__R7IYM0__BN799_00052
ERR1912996.105153__1.105153	1262988__R7N3I4__BN816_01805
ERR1912996.105222__1.105222	239935__A0A2N8IYM5__CXT84_05130
ERR1912996.105570__1.105570	301302__R5UNJ6__M72_26701
ERR1912996.105608__1.105608	39485__A0A174YR79__EUBELI_20418
ERR1912996.105737__1.105737	1262936__R7J116__BN799_01346
ERR1912996.105847__1.105847	901__B6WPS9__DHV46_04165
ERR1912996.105980__1.105980	1262924__R7HPX8__BN585_00310
ERR1912996.106019__1.106019	28052__R7NB47__msbA_2
ERR1912996.106067__1.106067	1262936__R7J6F9__BN799_00540
ERR1912996.106075__1.106075	1262911__R6GZX7__BN557_00838
ERR1912996.106148__1.106148	630129__A0A087B617__BKAS_1320
ERR1912996.106483__1.106483	1262911__R6GPB5__BN557_00842
ERR1912996.106717__1.106717	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1912996.106746__1.106746	1897011__A0A1Q6RJI3__BHW41_00255
ERR1912996.106782__1.106782	1680__R5GRA4__ERS852382_01548
ERR1912996.106809__1.106809	762209__A0A086ZY68__BCAL_1203
ERR1912996.106901__1.106901	1680__A0A374QDL4__LMG18897_0432
ERR1912996.107150__1.107150	28111__R5JQQ7__NCTC11155_02278
ERR1912996.107269__1.107269	1897011__A0A1Q6RHB1__BHW41_01830
ERR1912996.107437__1.107437	1897011__A0A1Q6RH12__BHW41_01505
ERR1912996.107442__1.107442	45851__D4RWP4__BHV86_06190
ERR1912996.107609__1.107609	1262882__R5MGX3__BN519_00046
ERR1912996.107858__1.107858	1262936__R7IYJ1__BN799_00810
ERR1912996.107939__1.107939	1262882__R5MS31__BN519_01529
ERR1912996.107957__1.107957	1680__A0A174BEE7__BSTER_1311
ERR1912996.108868__1.108868	1897011__A0A1Q6RDI3__BHW41_05415
ERR1912996.109068__1.109068	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1912996.109092__1.109092	1262911__R6GS52__BN557_00834
ERR1912996.109134__1.109134	45851__R5LTE7__BHV86_04805
ERR1912996.109135__1.109135	39485__C4Z1Y9__EUBELI_00143
ERR1912996.109117__1.109117	1262911__R6GT76__BN557_01150
ERR1912996.109215__1.109215	116085__D4J8K0__DW747_08830
ERR1912996.109230__1.109230	901__B6WUY7__DHV46_11425
ERR1912996.109547__1.109547	853__A0A3E2V168__FAEPRAM212_00929
ERR1912996.109676__1.109676	1680__A0A0C2VBJ4__birA
ERR1912996.109951__1.109951	1262936__R7J049__BN799_01347
ERR1912996.110073__1.110073	39485__A0A174Z851__cdaR_1
ERR1912996.110159__1.110159	74426__purL
ERR1912996.110377__1.110377	1897011__A0A1Q6RDI3__BHW41_05415
ERR1912996.110557__1.110557	901__A0A1K1LF78__DESPIGER_1556
ERR1912996.110686__1.110686	239935__A0A2N8HPX2__CXT90_09930
ERR1912996.111006__1.111006	1262936__R7J169__BN799_00083
ERR1912996.111358__1.111358	1262911__R6HG22__BN557_01336
ERR1912996.112405__1.112405	1262936__R7J2G9__BN799_01824
ERR1912996.112431__1.112431	901__B6WXG9__DESPIG_02795
ERR1912996.112475__1.112475	2022527__A0A264Y883__CHL74_06045
ERR1912996.112580__1.112580	1680__A0A173XYA2__B0703_0121
ERR1912996.112634__1.112634	2173__A0A1D2WST6__METSMIALI_00213
ERR1912996.113056__1.113056	45851__D4S2F3__BUTYVIB_02275
ERR1912996.113086__1.113086	1262959__A0A355KWK7__BN680_01208
ERR1912996.113389__1.113389	28052__R7N9Y1__spoIIE
ERR1912996.113410__1.113410	39491__A0A396FPV7__ERS852580_01177
ERR1912996.113475__1.113475	1262936__R7IYH4__BN799_00795
ERR1912996.113790__1.113790	1262936__R7J276__BN799_01074
ERR1912996.113798__1.113798	1262882__R5MQ68__BN519_01178
ERR1912996.114089__1.114089	2173__A0A1D2WXC5__METSMIALI_01265
ERR1912996.114205__1.114205	1262936__R7IYJ1__BN799_00810
ERR1912996.114540__1.114540	1262936__R7IY41__BN799_00608
ERR1912996.114677__1.114677	820__A0A3E4W9D9__B5G17_12400
ERR1912996.114806__1.114806	28052__A0A174IJM6__cph2_4
ERR1912996.114822__1.114822	28111__E5X1H4__HMPREF1016_02781
ERR1912996.114877__1.114877	45851__D4S0F7__BUTYVIB_01576
ERR1912996.114965__1.114965	1897011__A0A1Q6RE67__BHW41_04635
ERR1912996.115054__1.115054	74426__group_4823
ERR1912996.115056__1.115056	1262911__R6H1A6__BN557_01286
ERR1912996.115359__1.115359	166486__D4KQG8__ERS852572_02379
ERR1912996.115394__1.115394	1262936__R7J3B1__BN799_00034
ERR1912996.115432__1.115432	1262911__R6H0S8__BN557_01079
ERR1912996.115515__1.115515	1299998__GCA_001494635.1_00049
ERR1912996.115555__1.115555	1680__A0A174BEE7__BSTER_1311
ERR1912996.115750__1.115750	239935__A0A2N8IRH4__CXT92_05605
ERR1912996.115929__1.115929	1263027__R6ZI69__BN699_00845
ERR1912996.116257__1.116257	1680__R5GRA4__ERS852382_01548
ERR1912996.116360__1.116360	1160721__W0U274__RBI_I00073
ERR1912996.116403__1.116403	147206__GCF_000156215.1_01777
ERR1912996.116836__1.116836	1262959__R5YE35__BN680_00548
ERR1912996.116953__1.116953	1262988__R7N3R7__BN816_01427
ERR1912996.116961__1.116961	762212__A0A087A2N3__BBIA_1009
ERR1912996.117119__1.117119	1262936__R7J0S3__BN799_01459
ERR1912996.118104__1.118104	301302__R5VG21__M72_16591
ERR1912996.118148__1.118148	301302__A0A0M6X0D2__cpsB_2
ERR1912996.118137__1.118137	1680__A0A173XYA2__B0703_0121
ERR1912996.118322__1.118322	1262936__R7J0S3__BN799_01459
ERR1912996.118429__1.118429	239935__A0A2N8HW65__CXU09_08515
ERR1912996.118985__1.118985	1680__A0A174BEE7__BSTER_1311
ERR1912996.119003__1.119003	901__B6WXH1__DESPIGER_1644
ERR1912996.119113__1.119113	853__E2ZGD9__C7J97_11715
ERR1912996.119467__1.119467	1262936__R7J146__BN799_01697
ERR1912996.119630__1.119630	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1912996.119641__1.119641	1262911__R6GLA5__BN557_01456
ERR1912996.119807__1.119807	1262936__R7J420__BN799_00406
ERR1912996.119868__1.119868	1680__R5GRA4__ERS852382_01548
ERR1912996.119885__1.119885	1262936__R7IZC2__BN799_01006
ERR1912996.120182__1.120182	74426__rpoC
ERR1912996.120190__1.120190	1680__A0A0B5BME4__DXD63_05015
ERR1912996.120413__1.120413	1263000__R5ETL6__BN466_01607
ERR1912996.120587__1.120587	1262741__R6CGK4__BN697_01420
ERR1912996.120637__1.120637	1897011__A0A1Q6REX7__BHW41_04490
ERR1912996.120805__1.120805	147206__GCF_000156215.1_01775
ERR1912996.120842__1.120842	45851__R5LRP4__BUTYVIB_00447
ERR1912996.120832__1.120832	1680__A7A2Y2__NCTC11814_00537
ERR1912996.120949__1.120949	1262936__R7IY78__BN799_00717
ERR1912996.121016__1.121016	901__B6WUN6__DHV46_11020
ERR1912996.121151__1.121151	301302__A0A0M6X0D2__cpsB_2
ERR1912996.121330__1.121330	1897011__A0A1Q6RDV6__BHW41_05295
ERR1912996.121359__1.121359	1680__A7A2Y2__NCTC11814_00537
ERR1912996.121368__1.121368	1680__A0A076JNH5__DXC60_03835
ERR1912996.121549__1.121549	1897011__A0A1Q6RIP7__BHW41_00530
ERR1912996.121625__1.121625	45851__D4RYQ0__BUTYVIB_00958
ERR1912996.121609__1.121609	1262936__R7J247__BN799_01051
ERR1912996.121843__1.121843	1897011__A0A1Q6RDI3__BHW41_05415
ERR1912996.122530__1.122530	216816__C2GW26__chb
ERR1912996.122695__1.122695	1262882__R5MGX3__BN519_00046
ERR1912996.122830__1.122830	1897011__A0A1Q6RG48__BHW41_02345
ERR1912996.123142__1.123142	1628085__A0A2U1AX94__C7386_1283
ERR1912996.123174__1.123174	901__B6WR17__DHV46_00835
ERR1912996.123258__1.123258	1680__A0A374QDL4__LMG18897_0432
ERR1912996.123295__1.123295	1689__E0Q5D2__HMPREF0168_0339
ERR1912996.123303__1.123303	1263027__R6ZDX5__BN699_02057
ERR1912996.123476__1.123476	1897011__A0A1Q6REV3__BHW41_04080
ERR1912996.123522__1.123522	1263107__GCA_000436995.1_00132
ERR1912996.123959__1.123959	216816__B3DNW2__BL171B_07980
ERR1912996.124139__1.124139	1628085__A0A374VV54__C7386_11332
ERR1912996.124479__1.124479	1262936__R7J420__BN799_00406
ERR1912996.124457__1.124457	1262911__R6GKS1__BN557_00184
