ERR1913161.22__1.22	1550024__A0A0D8J179__ASJ35_09245
ERR1913161.56259__1.56259	387090__S0F8B2__BACCOPRO_02129
ERR1913161.56405__1.56405	821__A0A0P0LH09__ERS852457_03390
ERR1913161.56646__1.56646	1965604__A0A1Y4EIR7__B5F54_16765
ERR1913161.57041__1.57041	301301__A0A395V3C0__mcpC_6
ERR1913161.57047__1.57047	47678__R5UAI1__BACCAC_01922
ERR1913161.57141__1.57141	1378168__V2YA11__N510_02528
ERR1913161.57148__1.57148	301301__A0A395V8F3__ERS852391_01776
ERR1913161.57337__1.57337	1262882__R5MGX3__BN519_00046
ERR1913161.57778__1.57778	1262869__R7CTK2__BN625_00386
ERR1913161.58136__1.58136	328814__GCA_004558275.1_02030
ERR1913161.58287__1.58287	1550024__G9RPI3__ASJ35_09180
ERR1913161.58351__1.58351	1262882__R5MF51__BN519_00287
ERR1913161.58618__1.58618	239935__R7E524__CXT91_06180
ERR1913161.58644__1.58644	1262882__R5MQ68__BN519_01178
ERR1913161.58894__1.58894	552398__F4XCQ4__HMPREF0866_01621
ERR1913161.59008__1.59008	246787__A0A0P0GF82__HMPREF1062_02163
ERR1913161.59014__1.59014	1550024__A0A3B9WH35__TQ39_04960
ERR1913161.59100__1.59100	357276__B6VYT9__HMPREF1063_05030
ERR1913161.59112__1.59112	160404__R6R497__B5G26_00095
ERR1913161.59114__1.59114	823__A0A173W404__DHP27_04905
ERR1913161.59323__1.59323	410072__A0A3E4GRE0__DXD67_07105
ERR1913161.59332__1.59332	1262882__R5MT42__BN519_01729
ERR1913161.59407__1.59407	1262882__R5MYP8__BN519_00439
ERR1913161.59729__1.59729	818__A0A396DZ59__NCTC13706_00402
ERR1913161.59833__1.59833	28117__B0MYM2__BHV66_04910
ERR1913161.59810__1.59810	820__A0A1Y3V743__M093_0235
ERR1913161.59969__1.59969	2173__A0A1D2WTP5__BK798_02785
ERR1913161.60037__1.60037	360807__C0FXX7__ERS852392_02700
ERR1913161.60086__1.60086	214856__I3YMC8__ERS852447_02666
ERR1913161.60408__1.60408	818__A0A139JW76__BJP75_002555
ERR1913161.60460__1.60460	360807__C0FVL1__ERS852392_00394
ERR1913161.60506__1.60506	28118__F9Z408__NCTC10826_01194
ERR1913161.60529__1.60529	2292352__A0A374UNZ9__DXC23_01520
ERR1913161.60552__1.60552	823__D7IRG1__NCTC11152_02276
ERR1913161.60637__1.60637	214856__I3YPN3__ERS852447_01395
ERR1913161.60934__1.60934	357276__I8WBQ9__HMPREF1065_03212
ERR1913161.60990__1.60990	47678__R5U3A7__ERS852494_02965
ERR1913161.61145__1.61145	328814__GCA_004558275.1_00236
ERR1913161.61217__1.61217	1262882__R5MMD8__BN519_01576
ERR1913161.61351__1.61351	239935__A0A2N8IU45__DEF40_02365
ERR1913161.61650__1.61650	357276__I9QBT7__BSEG_03340
ERR1913161.61710__1.61710	239935__R6JCH3__CXT95_08205
ERR1913161.61734__1.61734	1550024__G9RWR2__TQ39_04385
ERR1913161.61778__1.61778	410072__C0BAS6__ERS852481_01274
ERR1913161.61957__1.61957	1262992__R5DCV6__BN795_00412
ERR1913161.62133__1.62133	1262882__R5MKV8__BN519_01281
ERR1913161.62523__1.62523	1160721__W0U560__RBI_I01229
ERR1913161.62601__1.62601	357276__A0A076IP73__BACDOR_04237
ERR1913161.62750__1.62750	214856__A0A173YXX1__ERS852559_01651
ERR1913161.62990__1.62990	1550024__A0A0W7TTG8__TQ39_11315
ERR1913161.63030__1.63030	1262882__R5MHQ8__BN519_00707
ERR1913161.63114__1.63114	671267__R9IB12__C802_00696
ERR1913161.63828__1.63828	823__A6L9W2__DXB14_07905
ERR1913161.63876__1.63876	39496__A5Z5I2__EUBVEN_00963
ERR1913161.64177__1.64177	246787__R6KBH9__HMPREF1062_04676
ERR1913161.64386__1.64386	821__A0A174V2F3__NCTC10583_01474
ERR1913161.64401__1.64401	1160721__W0U8M9__RBI_II00386
ERR1913161.64728__1.64728	1262882__R5N1T9__BN519_00804
ERR1913161.64811__1.64811	823__D7ILK2__ERS852380_00031
ERR1913161.65054__1.65054	39492__A0A174Z2N0__EUBSIR_01615
ERR1913161.65158__1.65158	214856__E4MF20__Alfi_0697
ERR1913161.65182__1.65182	1512__E7GNS3__spoIIIAE
ERR1913161.65271__1.65271	328814__GCA_004558275.1_00014
ERR1913161.65432__1.65432	239935__A0A2N8IHY1__CXU06_00035
ERR1913161.65446__1.65446	239935__A0A2N8HZW2__A4V05_11120
ERR1913161.65491__1.65491	301302__A0A173RYX5__ERS852420_00973
ERR1913161.65774__1.65774	216816__A0A2U0BT35__BL1206_1860
ERR1913161.65782__1.65782	39491__A0A0M6WWT1__dus_2
ERR1913161.65818__1.65818	458033__GCA_001482755.1_02203
ERR1913161.65913__1.65913	1965604__A0A1Y4EZZ6__B5F54_12300
ERR1913161.65986__1.65986	29361__B6FKH5__CLONEX_00621
ERR1913161.66142__1.66142	39491__A0A2U2EED4__ERS852580_01584
ERR1913161.66332__1.66332	1262882__R5MIW5__BN519_00945
ERR1913161.66407__1.66407	239935__A0A139TVJ4__CXT86_02020
ERR1913161.66596__1.66596	1262882__R5MIC9__BN519_00834
ERR1913161.66839__1.66839	239935__A0A139TVJ4__CXT86_02020
ERR1913161.66977__1.66977	239935__A0A2N8HT18__CXT93_06135
ERR1913161.67004__1.67004	458033__GCA_001482755.1_02203
ERR1913161.67111__1.67111	239935__A0A2N8J1K0__CXT97_05765
ERR1913161.67118__1.67118	823__A0A069SAX6__ERS852380_00710
ERR1913161.67182__1.67182	1262882__R5MEN2__BN519_00200
ERR1913161.67333__1.67333	387661__K6AET8__HMPREF1077_00420
ERR1913161.67368__1.67368	1262869__R7CSY3__BN625_00523
ERR1913161.67409__1.67409	1262882__R5MYP2__BN519_00435
ERR1913161.67620__1.67620	2173__A0A1D2WUC2__METSMIALI_01296
ERR1913161.67736__1.67736	301302__R5UVR7__ERS852420_00118
ERR1913161.67798__1.67798	1262924__R7HQB7__BN585_02057
ERR1913161.67815__1.67815	310298__B3JFI7__BACCOP_00636
ERR1913161.67962__1.67962	239935__A0A2N8I7W6__CXT90_04245
ERR1913161.68096__1.68096	2173__A0A1D2WWU1__METSMIALI_01068
ERR1913161.68168__1.68168	28118__R6F891__NCTC10826_02656
ERR1913161.68453__1.68453	239935__A0A2N8HT44__CXT84_11035
ERR1913161.68557__1.68557	1897011__A0A1Q6REZ1__BHW41_04525
ERR1913161.68859__1.68859	47678__R5UME6__BACCAC_01239
ERR1913161.68869__1.68869	239935__A0A2N8I791__CXT99_09415
ERR1913161.69285__1.69285	1299998__GCA_001494635.1_00302
ERR1913161.69370__1.69370	292800__A0A096B9D4__HMPREF0372_02292
ERR1913161.69528__1.69528	1262869__R7CKK9__BN625_00850
ERR1913161.69711__1.69711	1262869__R7CTX9__BN625_00495
ERR1913161.69899__1.69899	214856__A0A175A6T5__ERS852447_02658
ERR1913161.69890__1.69890	823__A6LHU5__M092_0203
ERR1913161.69978__1.69978	39486__G1WVT6__DXD50_09980
ERR1913161.70074__1.70074	818__A0A174RFL1__ERS852511_03380
ERR1913161.70178__1.70178	1897011__A0A1Q6RF44__BHW41_03065
ERR1913161.70304__1.70304	1683__C4FCL9__Bang102_001105
ERR1913161.70286__1.70286	1235835__R9LCU2__C814_02677
ERR1913161.70318__1.70318	1378168__V2YA11__N510_02528
ERR1913161.70526__1.70526	239935__R7DVW2__CXU02_03915
ERR1913161.70822__1.70822	823__A0A173RD26__B5F32_03910
ERR1913161.70898__1.70898	214856__R6XP73__ERS852447_00886
ERR1913161.71315__1.71315	28117__B0MYI9__BHV66_05415
ERR1913161.71450__1.71450	239935__B2UNC5__B5G29_07685
ERR1913161.71956__1.71956	28117__B0MWP2__ALIPUT_01468
ERR1913161.72066__1.72066	239935__A0A139TM51__CXT91_12120
ERR1913161.72363__1.72363	1262882__R5MHZ2__BN519_00742
ERR1913161.72397__1.72397	239935__A0A2N8IYM5__CXT84_05130
ERR1913161.72520__1.72520	40520__A0A3E5ENE1__DXB81_01340
ERR1913161.72957__1.72957	1160721__W0U979__BHW50_09935
ERR1913161.72960__1.72960	47678__R5U2H9__DXB67_10685
ERR1913161.72981__1.72981	818__A0A3E5HGB5__ERS852511_02145
ERR1913161.73039__1.73039	818__A0A174RX04__BJP75_008800
ERR1913161.73114__1.73114	1262882__R5MGJ7__BN519_00652
ERR1913161.73845__1.73845	1262882__R5MIY9__BN519_01097
ERR1913161.73945__1.73945	1262882__R5MGX3__BN519_00046
ERR1913161.73995__1.73995	28117__B0MTH2__ALIPUT_00061
ERR1913161.74042__1.74042	371601__D0TUU4__BXY_31970
ERR1913161.74098__1.74098	1262869__R7CPN9__BN625_01440
ERR1913161.74308__1.74308	1550024__A0A0D8J179__ASJ35_09245
ERR1913161.74426__1.74426	292800__A0A174JX46__ADH75_16985
ERR1913161.74526__1.74526	246787__A0A108T429__BACCELL_00192
ERR1913161.75073__1.75073	357276__B6W5Q7__DXD47_13945
ERR1913161.75285__1.75285	820__A0A173W419__DXC68_17760
ERR1913161.75415__1.75415	301301__A0A395V714__evgS
ERR1913161.75645__1.75645	544645__A0A1Y3W0G8__DXC42_07680
ERR1913161.75770__1.75770	1262882__R5N3H1__BN519_01121
ERR1913161.75790__1.75790	1262882__R5MRS7__BN519_01490
ERR1913161.75835__1.75835	1550024__A0A0W7TU47__TQ39_07155
ERR1913161.75847__1.75847	1550024__G9RW43__TQ39_06925
ERR1913161.76245__1.76245	1550024__A0A0D8IYB1__TQ39_12130
ERR1913161.76461__1.76461	28118__F9Z5U0__sfp
ERR1913161.76547__1.76547	610243__A0A060QJF7__ASAP_2763
ERR1913161.76550__1.76550	1262882__R5MH81__BN519_00748
ERR1913161.76881__1.76881	216816__A0A133LD41__NL89_06245
ERR1913161.77054__1.77054	2173__A0A1D2WT40__METSMIALI_00302
ERR1913161.77062__1.77062	1262882__R5MLP0__BN519_01597
ERR1913161.77005__1.77005	239935__A0A2N8IU45__DEF40_02365
ERR1913161.77072__1.77072	820__A0A3E4WCX3__C801_02709
ERR1913161.77592__1.77592	239935__A0A2N8IRL2__CXU06_01170
ERR1913161.77598__1.77598	1683__C4FH55__BIFANG_03686
ERR1913161.77650__1.77650	1262869__R7CVG2__BN625_00790
ERR1913161.77691__1.77691	1683__C4FDD7__Bang102_002345
ERR1913161.77972__1.77972	1262882__R5N526__BN519_01603
ERR1913161.78041__1.78041	1262882__R5N1V0__BN519_00816
ERR1913161.77987__1.77987	820__A7UYX8__DXD40_11635
ERR1913161.78188__1.78188	1235835__R9LCU2__C814_02677
ERR1913161.78286__1.78286	1262882__R5MJ49__BN519_01124
ERR1913161.78365__1.78365	384638__B7ASI3__BACPEC_02038
ERR1913161.78513__1.78513	239935__A0A2N8HEH9__CXU07_11710
ERR1913161.78519__1.78519	1262882__R5MLA4__BN519_01536
ERR1913161.78539__1.78539	1262882__R5MFY4__BN519_00529
ERR1913161.78901__1.78901	39485__C4Z208__ywiB
ERR1913161.79189__1.79189	1262882__R5N3T7__BN519_01188
ERR1913161.79229__1.79229	1262938__R5FRU2__BN812_00435
ERR1913161.79775__1.79775	1034346__A0A3C0DDX3__DBX92_10745
ERR1913161.80288__1.80288	1680__R5GZJ8__BSTER_1195
ERR1913161.80354__1.80354	1235835__R9LCU2__C814_02677
ERR1913161.80759__1.80759	823__A0A355XKQ8__DHP27_04010
ERR1913161.80768__1.80768	239935__A0A2N8IEP3__CXT84_03735
ERR1913161.80920__1.80920	28117__B0MWP2__ALIPUT_01468
ERR1913161.81224__1.81224	39496__A5Z5I2__EUBVEN_00963
ERR1913161.81244__1.81244	1262882__R5MGI7__BN519_00643
ERR1913161.81268__1.81268	818__D7IK38__ERS852430_03017
ERR1913161.81343__1.81343	28117__B0MXX3__BHV66_07695
ERR1913161.81576__1.81576	821__D4VD59__BHV80_04260
ERR1913161.81752__1.81752	1262743__R5C054__BN727_01980
ERR1913161.81937__1.81937	1262992__R5DCV6__BN795_00412
ERR1913161.82002__1.82002	1262869__R7CU85__BN625_00422
ERR1913161.82117__1.82117	1262882__R5MZZ3__BN519_00482
ERR1913161.82122__1.82122	360807__C0FVL1__ERS852392_00394
ERR1913161.82215__1.82215	239935__R6IZU4__CXT87_08085
ERR1913161.82183__1.82183	28117__R7JJM9__ALIPUT_00662
ERR1913161.82325__1.82325	357276__A0A0K2HDV9__DXD47_02600
ERR1913161.82626__1.82626	1550024__A0A0D8IWU5__TQ39_13940
ERR1913161.82957__1.82957	1262869__R7CVG2__BN625_00790
ERR1913161.82966__1.82966	239935__A0A2N8HSC0__CXU06_05505
ERR1913161.82972__1.82972	1550024__G9RUM6__TQ39_16565
ERR1913161.83148__1.83148	246787__A0A3D6B0E4__BACCELL_02533
ERR1913161.83088__1.83088	239935__A0A139TMZ5__CXU00_03150
ERR1913161.83223__1.83223	1235835__R9LCU2__C814_02677
ERR1913161.83413__1.83413	410072__A0A174E1G6__phoR_6
ERR1913161.83487__1.83487	1262882__R5MPY4__BN519_01128
ERR1913161.83507__1.83507	214856__E4MFP6__ERS852447_01708
ERR1913161.83698__1.83698	239935__R6JD78__CXU05_09250
ERR1913161.83801__1.83801	1550024__G9RNN7__TQ39_03420
ERR1913161.83980__1.83980	823__D7ILK2__ERS852380_00031
ERR1913161.84307__1.84307	1683__A0A126SUT4__BIANG_1321
ERR1913161.84407__1.84407	1897011__A0A1Q6RHD3__BHW41_02220
ERR1913161.84422__1.84422	823__A0A355XKQ8__DHP27_04010
ERR1913161.84465__1.84465	1262869__R7CR03__BN625_01769
ERR1913161.84478__1.84478	1262882__R5MLT4__BN519_01496
ERR1913161.84576__1.84576	1262869__R7CNH9__BN625_01092
ERR1913161.84690__1.84690	823__C7XC05__ERS852429_02119
ERR1913161.84889__1.84889	1897011__A0A1Q6RC19__BHW41_06415
ERR1913161.84900__1.84900	1262882__R5N5C3__BN519_01664
ERR1913161.85215__1.85215	1262869__R7CT13__BN625_00558
ERR1913161.85292__1.85292	1262869__R7CLV2__BN625_01058
ERR1913161.85309__1.85309	1262882__R5MGX3__BN519_00046
ERR1913161.85329__1.85329	1235835__R9LCU2__C814_02677
ERR1913161.85348__1.85348	47678__A5ZEA3__ERS852558_00257
ERR1913161.85383__1.85383	239935__A0A139TQT9__Amuc_1197
ERR1913161.85531__1.85531	1262882__R5N1R4__BN519_00788
ERR1913161.85601__1.85601	1262882__R5MND9__BN519_00831
ERR1913161.85712__1.85712	147206__GCF_000156215.1_01774
ERR1913161.85763__1.85763	1262869__R7CRP7__BN625_01723
ERR1913161.86058__1.86058	100886__E2NRR0__CATMIT_01266
ERR1913161.86144__1.86144	1680__A0A173W9E6__C8077_07070
ERR1913161.86146__1.86146	487175__R5DY71__HMPREF9439_00300
ERR1913161.86329__1.86329	239935__A0A2N8IVK9__CXU08_03750
ERR1913161.86477__1.86477	1550024__A0A3B9WJJ2__TQ39_18110
ERR1913161.86492__1.86492	1262882__R5MEW7__BN519_00010
ERR1913161.86538__1.86538	28118__A0A1Y3Y204__NCTC10826_02015
ERR1913161.86625__1.86625	1235835__R9LCU2__C814_02677
ERR1913161.86666__1.86666	817__A0A1C0WW19__macB_12
ERR1913161.86698__1.86698	39488__A0A174AEG5__DXD91_14700
ERR1913161.86773__1.86773	239935__A0A2N8IJI1__B5G29_04615
ERR1913161.86899__1.86899	239935__A0A139TPG3__CXT86_08810
ERR1913161.87044__1.87044	1263005__R6ET41__BN497_01315
ERR1913161.87159__1.87159	1262869__R7CSY3__BN625_00523
ERR1913161.87325__1.87325	239935__A0A2N8IEP3__CXT84_03735
ERR1913161.87469__1.87469	1262882__R5N5J6__BN519_01504
ERR1913161.87738__1.87738	360807__A0A174F8N1__ERS852444_00648
ERR1913161.87839__1.87839	28117__B0MTV0__BHV66_06395
ERR1913161.87929__1.87929	556259__I0PXW0__BSGG_5187
ERR1913161.87902__1.87902	246787__A0A3D6AWM8__BACCELL_01963
ERR1913161.88186__1.88186	626929__F3PLU6__SAMN05444376_0082
ERR1913161.88223__1.88223	1262882__R5MLA4__BN519_01536
ERR1913161.88394__1.88394	1262882__R5MGS8__BN519_00565
ERR1913161.88608__1.88608	239935__R6JCH3__CXT95_08205
ERR1913161.88681__1.88681	1550024__A0A0D8J3J4__TQ39_01275
ERR1913161.88703__1.88703	357276__I9R4T1__IY41_06800
ERR1913161.88722__1.88722	214856__I3YPP0__ERS852447_01388
ERR1913161.88787__1.88787	1262882__R5MYI1__BN519_00416
ERR1913161.88951__1.88951	410072__A0A3E4GRE0__DXD67_07105
ERR1913161.88978__1.88978	39485__A0A175A403__EUBELI_20577
ERR1913161.88962__1.88962	239935__A0A2N8J2P6__ADH72_06730
ERR1913161.89036__1.89036	1262882__R5MFR3__BN519_00473
ERR1913161.89209__1.89209	1262992__R5DCV6__BN795_00412
ERR1913161.89280__1.89280	1262869__R7CUK0__BN625_00521
ERR1913161.89309__1.89309	154046__A0A174KKS2__DWX31_14155
ERR1913161.89318__1.89318	823__K6ACX1__ERS852513_00266
ERR1913161.89543__1.89543	214856__I3YPP9__Alfi_2707
ERR1913161.90075__1.90075	301301__A0A395V5B0__ERS852391_02078
ERR1913161.90081__1.90081	239935__A0A2N8IRL2__CXU06_01170
ERR1913161.90268__1.90268	1897011__A0A1Q6RH35__BHW41_01705
ERR1913161.90392__1.90392	1550024__A0A3B9WG46__ASJ35_14590
ERR1913161.90506__1.90506	552398__F4XHU2__HMPREF0866_03196
ERR1913161.90477__1.90477	106588__A6NUL8__BACCAP_01900
ERR1913161.90653__1.90653	357276__A0A076IRX7__HMPREF1064_00526
ERR1913161.90631__1.90631	1262882__R5N5D7__BN519_01676
ERR1913161.91234__1.91234	47678__R5UG30__ERS852558_03525
ERR1913161.91612__1.91612	28116__F7L4X5__M089_2857
ERR1913161.91630__1.91630	1550024__G9RVD5__ASJ35_04350
ERR1913161.91765__1.91765	357276__A0A076IKP7__BACDOR_04239
ERR1913161.91788__1.91788	47678__R5UFW6__ERS852558_01575
ERR1913161.91957__1.91957	1318__E8K6Z8__gtfB
ERR1913161.92160__1.92160	1262882__R5MT08__BN519_01706
ERR1913161.92161__1.92161	301301__G2T455__RHOM_11960
ERR1913161.92231__1.92231	1262869__R7CLV2__BN625_01058
ERR1913161.92199__1.92199	1262869__R7CLV2__BN625_01058
ERR1913161.92495__1.92495	1262882__R5MIY9__BN519_01097
ERR1913161.92634__1.92634	1262882__R5ML49__BN519_01361
ERR1913161.92810__1.92810	1550024__A0A0D8IU01__TQ39_19670
ERR1913161.92846__1.92846	357276__A0A076IYG1__B5F95_22465
ERR1913161.92929__1.92929	1550024__G9RW35__ASJ35_04635
ERR1913161.92905__1.92905	1262882__R5MKI3__BN519_00334
ERR1913161.92908__1.92908	28117__B0MTD2__ALIPUT_00428
ERR1913161.92943__1.92943	328814__GCA_004558275.1_02279
ERR1913161.93070__1.93070	1262869__R7CLU9__BN625_01053
ERR1913161.93032__1.93032	1299998__GCA_001494635.1_00554
ERR1913161.93135__1.93135	1550024__G9RQ59__TQ39_14360
ERR1913161.93553__1.93553	820__A0A139K4W1__M093_0353
ERR1913161.93637__1.93637	239935__A0A2N8HT44__CXT84_11035
ERR1913161.93740__1.93740	487175__R5E5C4__HMPREF9439_00381
ERR1913161.93747__1.93747	239935__A0A2N8HPX2__CXT90_09930
ERR1913161.93905__1.93905	410072__A0A174K1W4__apxIB
ERR1913161.94015__1.94015	1262882__R5MK82__BN519_00260
ERR1913161.94060__1.94060	360807__C0FVL1__ERS852392_00394
ERR1913161.94449__1.94449	328814__GCA_004558275.1_00235
ERR1913161.94471__1.94471	1262882__R5MIY9__BN519_01097
ERR1913161.94486__1.94486	239935__A0A2N8IRL2__CXU06_01170
ERR1913161.94511__1.94511	544644__GCA_001915615.1_02237
ERR1913161.94726__1.94726	1262882__R5N048__BN519_00502
ERR1913161.94886__1.94886	46503__R6X0R5__DXB85_12380
ERR1913161.94976__1.94976	357276__B6VW91__BACDOR_01584
ERR1913161.95043__1.95043	239935__R6JAS2__CXU02_10725
ERR1913161.95541__1.95541	1262869__R7CVG2__BN625_00790
ERR1913161.95737__1.95737	47678__A5ZEA3__ERS852558_00257
ERR1913161.95756__1.95756	1262869__R7CR03__BN625_01769
ERR1913161.95806__1.95806	1262882__R5N5S3__BN519_00085
ERR1913161.95843__1.95843	239935__A0A2N8I3G2__CXT89_00720
ERR1913161.95974__1.95974	239935__A0A2N8I375__menA
ERR1913161.96023__1.96023	1262882__R5N0Q5__BN519_00642
ERR1913161.96026__1.96026	1550024__G9RZG5__TQ39_11180
ERR1913161.96294__1.96294	1262869__R7CTK3__BN625_00198
ERR1913161.96343__1.96343	301301__A0A395V714__evgS
ERR1913161.96407__1.96407	1262882__R5MLK3__BN519_00491
ERR1913161.96601__1.96601	818__A0A139K2A0__SAMN02910322_00898
ERR1913161.96737__1.96737	165179__R6C5D6__PREVCOP_04658
ERR1913161.96820__1.96820	328814__GCA_004558275.1_00296
ERR1913161.96915__1.96915	40520__A5ZRI6__DXC87_12175
ERR1913161.97135__1.97135	28118__R6FAT1__DHW44_00720
ERR1913161.97150__1.97150	214856__I3YPN9__ERS852447_01389
ERR1913161.97288__1.97288	371601__D0TUU4__BXY_31970
ERR1913161.97467__1.97467	239935__A0A139TMG9__CXU07_10650
ERR1913161.97583__1.97583	1262869__R7CNN0__BN625_01419
ERR1913161.97540__1.97540	410072__A0A174D6E7__ERS852574_01257
ERR1913161.97614__1.97614	823__A0A174XJM9__CEQ22_007230
ERR1913161.97690__1.97690	1099853__G9S6N8__NSB1T_13280
ERR1913161.97903__1.97903	47678__R5UPZ8__ERS852494_01752
ERR1913161.97908__1.97908	2173__A0A1D2WSY5__METSMIF1_03017
ERR1913161.97848__1.97848	328814__GCA_004558275.1_00296
ERR1913161.97991__1.97991	2173__A0A1D2WTR8__METSMIALI_00113
ERR1913161.98027__1.98027	1550024__A0A3B9WH35__TQ39_04960
ERR1913161.98084__1.98084	1897011__A0A1Q6RIA6__BHW41_01370
ERR1913161.98126__1.98126	1262869__R7CPN9__BN625_01440
ERR1913161.98266__1.98266	820__A0A139K8N1__ERS852554_00951
ERR1913161.98484__1.98484	239935__A0A139TPD4__CXT86_06450
ERR1913161.98554__1.98554	1262882__R5N1N6__BN519_00968
ERR1913161.98826__1.98826	239935__A0A2N8HZW2__A4V05_11120
ERR1913161.98968__1.98968	1897011__A0A1Q6RFG1__BHW41_03725
ERR1913161.99652__1.99652	47678__R5U7X8__C5Z00_18270
ERR1913161.99731__1.99731	214856__R6Y6H8__ERS852447_01719
ERR1913161.99777__1.99777	1147149__GeneID:14183010
ERR1913161.99888__1.99888	357276__A0A1Y4PPG2__B5F95_02305
ERR1913161.99952__1.99952	1262980__R5BQV7__BN814_00277
ERR1913161.99975__1.99975	2292352__A0A374UQE7__DXC23_04185
ERR1913161.100166__1.100166	239935__A0A2N8IKW7__pstA
ERR1913161.100250__1.100250	1262882__R5N0F4__BN519_00593
ERR1913161.100296__1.100296	1262882__R5MS31__BN519_01529
ERR1913161.100358__1.100358	39485__A0A174YYW2__benM
ERR1913161.100605__1.100605	239935__A0A139TT05__CXU09_03335
ERR1913161.100681__1.100681	47678__R5U9Z0__HMPREF1061_03210
ERR1913161.100856__1.100856	214856__A0A174FW22__ERS852447_02437
ERR1913161.101079__1.101079	239935__A0A139TMG9__CXU07_10650
ERR1913161.101164__1.101164	1262882__R5MMY3__BN519_00724
ERR1913161.101191__1.101191	328814__GCA_004558275.1_02025
ERR1913161.101359__1.101359	1262929__R6F558__BN691_01421
ERR1913161.101411__1.101411	821__E5UPR6__SAMN04487923_101768
ERR1913161.101728__1.101728	1683__A0A126SUT4__BIANG_1321
ERR1913161.101818__1.101818	1262869__R7CPR1__BN625_01582
ERR1913161.102001__1.102001	821__A0A3E4XY72__NCTC10583_01067
ERR1913161.102062__1.102062	1235835__R9LCU2__C814_02677
ERR1913161.102077__1.102077	239935__A0A139TQT9__Amuc_1197
ERR1913161.102273__1.102273	1262882__R5MLP0__BN519_01597
ERR1913161.102759__1.102759	239935__A0A2N8IUW6__Amuc_1525
ERR1913161.102764__1.102764	292800__A0A174WGI6__uxuA
ERR1913161.102878__1.102878	357276__A0A076INK2__BSEG_04225
ERR1913161.102998__1.102998	28117__R7JH62__BHV66_05735
ERR1913161.103335__1.103335	823__A0A395YZG9__M092_4358
ERR1913161.103792__1.103792	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913161.104129__1.104129	1262869__R7CRJ0__BN625_01726
ERR1913161.104192__1.104192	1262882__R5MDR8__BN519_00124
ERR1913161.104226__1.104226	1550024__A0A0D8IYB1__TQ39_12130
ERR1913161.104317__1.104317	1262882__R5MQ68__BN519_01178
ERR1913161.104350__1.104350	28116__A7LS06__HMPREF2532_04668
ERR1913161.104662__1.104662	239935__A0A139TPD4__CXT86_06450
ERR1913161.104641__1.104641	28116__R6JI94__ERS852555_01222
ERR1913161.104738__1.104738	28117__B0MUL5__ALIPUT_00722
ERR1913161.104779__1.104779	246787__R6KIG0__BcellWH2_02358
ERR1913161.104861__1.104861	1262869__R7CUK0__BN625_00521
ERR1913161.105638__1.105638	1897011__A0A1Q6RES7__BHW41_04275
ERR1913161.105669__1.105669	1262869__R7CQG9__BN625_01583
ERR1913161.105754__1.105754	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913161.105969__1.105969	1262882__R5MHZ2__BN519_00742
ERR1913161.106096__1.106096	410072__C0B801__mucD
ERR1913161.106260__1.106260	820__A0A174LJB2__HMPREF1072_04112
ERR1913161.106214__1.106214	214856__R6YBX3__msbA_2
ERR1913161.106357__1.106357	1262882__R5MYI1__BN519_00416
ERR1913161.106383__1.106383	1262882__R5MQ68__BN519_01178
ERR1913161.106759__1.106759	28116__A0A078QGJ1__AA414_00533
ERR1913161.106845__1.106845	1262882__R5MND9__BN519_00831
ERR1913161.106868__1.106868	1550024__G9RNX5__ASJ35_11740
ERR1913161.107046__1.107046	28118__F9Z7M2__B5F99_10065
ERR1913161.107173__1.107173	328814__GCA_004558275.1_00296
ERR1913161.107476__1.107476	820__A0A3E4G8F8__ERS852421_01645
ERR1913161.107660__1.107660	1262869__R7CT15__BN625_01708
ERR1913161.107827__1.107827	1262882__R5MXW0__BN519_00317
ERR1913161.107901__1.107901	1262882__R5MM69__BN519_00075
ERR1913161.108088__1.108088	1262869__R7CQL0__BN625_01594
ERR1913161.108293__1.108293	1262882__R5MGX3__BN519_00046
ERR1913161.108419__1.108419	239935__A0A2N8HB50__CXU17_02615
ERR1913161.108899__1.108899	214856__R6Y1K2__ERS852447_02306
ERR1913161.109272__1.109272	2173__A0A1D2WU72__BK798_05485
ERR1913161.109458__1.109458	1262869__R7CTW3__BN625_00722
ERR1913161.109556__1.109556	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913161.109751__1.109751	1262882__R5N2U9__BN519_01221
ERR1913161.109954__1.109954	1897011__A0A1Q6RE52__BHW41_04690
ERR1913161.110358__1.110358	418240__A0A174S4S6__adaA_5
