ERR1913209.41__1.41	39492__D4JTU4__ykfG
ERR1913209.46503__1.46503	1262921__R5M9E5__BN473_02191
ERR1913209.46782__1.46782	166486__D4KZ27__ROSINTL182_05762
ERR1913209.46786__1.46786	1262882__R5MGI7__BN519_00643
ERR1913209.46840__1.46840	1262911__R6GMS3__BN557_00579
ERR1913209.47504__1.47504	28026__A0A396BA17__DXC83_09095
ERR1913209.47601__1.47601	28117__B0MVL5__BHV66_01660
ERR1913209.47748__1.47748	357276__A0A076IS26__EL88_15950
ERR1913209.47879__1.47879	10678__GeneID:2777387
ERR1913209.47967__1.47967	1262911__R6GKS1__BN557_00184
ERR1913209.48272__1.48272	1150298__A0A174QNY9__ERS852498_01028
ERR1913209.48284__1.48284	246787__R6KCH8__csbC
ERR1913209.48530__1.48530	28117__B0MTY2__BHV66_06485
ERR1913209.48880__1.48880	1262882__R5MS31__BN519_01529
ERR1913209.48952__1.48952	239935__A0A2N8I368__CXT95_04550
ERR1913209.49017__1.49017	1263011__R6DYR2__BN553_01198
ERR1913209.49101__1.49101	1262911__R6H1P0__BN557_00940
ERR1913209.49280__1.49280	823__A0A355XEX9__ERS852560_03521
ERR1913209.49389__1.49389	2108523__A0A2P2F5J6__LAWASA_1285
ERR1913209.49410__1.49410	626933__H1DGX0__HMPREF9449_01506
ERR1913209.49562__1.49562	39492__R6RYB8__ERS852540_00322
ERR1913209.49617__1.49617	1150298__A0A174MDR2__ERS852498_01766
ERR1913209.49722__1.49722	28052__A0A174YYK2__ERS852451_01810
ERR1913209.49818__1.49818	10678__GeneID:2777399
ERR1913209.49914__1.49914	28117__R7JIJ8__BHV66_01635
ERR1913209.49924__1.49924	189722__E0NQU7__HMPREF0658_0548
ERR1913209.50003__1.50003	1147144__GeneID:14182120
ERR1913209.50175__1.50175	46228__B5CT56__RUMLAC_02679
ERR1913209.50353__1.50353	1262986__R5ZVD8__BN492_01099
ERR1913209.50374__1.50374	1262911__R6GY78__BN557_00532
ERR1913209.50445__1.50445	1262958__R7H1B7__BN645_00011
ERR1913209.50496__1.50496	1262882__R5MLP5__BN519_01602
ERR1913209.50524__1.50524	562__P08371__RW92_04043
ERR1913209.50544__1.50544	1150298__R7JXH6__mecR1
ERR1913209.50801__1.50801	630129__A0A3E5HJB5__AH68_08040
ERR1913209.51093__1.51093	166486__D4L1P5__ERS852572_00758
ERR1913209.51238__1.51238	1150298__R7JU97__ERS852498_02579
ERR1913209.51451__1.51451	706562__GCA_900112995.1_00063
ERR1913209.51637__1.51637	1262921__R5M9E5__BN473_02191
ERR1913209.51850__1.51850	1262882__R5MLP5__BN519_01602
ERR1913209.52110__1.52110	1262882__R5N5S3__BN519_00085
ERR1913209.52207__1.52207	46228__B5CPY3__DXD17_03535
ERR1913209.52389__1.52389	46228__V8C4P0__DXD17_04270
ERR1913209.52408__1.52408	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913209.52499__1.52499	39492__D4JV38__EUBSIR_01205
ERR1913209.52505__1.52505	239935__A0A2N8I791__CXT99_09415
ERR1913209.52752__1.52752	823__A0A174JYU9__DER51_02115
ERR1913209.52889__1.52889	1262958__R7GWE5__BN645_01402
ERR1913209.53108__1.53108	1262911__R6GTG0__BN557_01247
ERR1913209.53195__1.53195	39492__D4JRV7__EUBSIR_01513
ERR1913209.53401__1.53401	1262882__R5MND9__BN519_00831
ERR1913209.53446__1.53446	418240__T5LWD7__ERS852478_00191
ERR1913209.53560__1.53560	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913209.53617__1.53617	239935__A0A139TPG3__CXT86_08810
ERR1913209.54058__1.54058	39491__D4JIB6__ERS852417_01685
ERR1913209.54123__1.54123	371601__A0A139LNL6__ERS852396_04350
ERR1913209.54116__1.54116	1262918__R5CBG7__BN458_01203
ERR1913209.54213__1.54213	626933__H1DGX0__HMPREF9449_01506
ERR1913209.54190__1.54190	1262958__R7GZC7__BN645_01359
ERR1913209.54411__1.54411	1262882__R5N3T7__BN519_01188
ERR1913209.54491__1.54491	853__A0A2A7B1Y7__C7K05_11930
ERR1913209.54588__1.54588	820__A0A1T4IY80__ERS852554_01621
ERR1913209.54730__1.54730	674529__R6V0V1__DXB21_06395
ERR1913209.54788__1.54788	239935__R7E524__CXT91_06180
ERR1913209.54804__1.54804	39496__A5Z5I2__EUBVEN_00963
ERR1913209.54851__1.54851	1150298__A0A174HEB6__ypdC_2
ERR1913209.55328__1.55328	28117__B0MXU0__BHV66_07550
ERR1913209.55704__1.55704	823__A0A173TL14__M095_0764
ERR1913209.55770__1.55770	338188__C9KSV8__BACFIN_05392
ERR1913209.55753__1.55753	820__A0A078STJ8__DXC68_04690
ERR1913209.55885__1.55885	1262882__R5N1L4__BN519_00757
ERR1913209.56104__1.56104	239935__A0A2N8ILG3__CXT93_10135
ERR1913209.56308__1.56308	239935__A0A2N8HPS5__Amuc_0950
ERR1913209.56470__1.56470	820__R9HP61__DXC91_01090
ERR1913209.56844__1.56844	147206__GCF_000156215.1_01776
ERR1913209.56900__1.56900	39492__D4JRV7__EUBSIR_01513
ERR1913209.56959__1.56959	563769__GeneID:6973156
ERR1913209.57060__1.57060	338188__K5BSQ8__HMPREF1057_02842
ERR1913209.57070__1.57070	39492__D4JUP6__ERS852540_01404
ERR1913209.57092__1.57092	35833__E5Y8F3__HMPREF0179_02471
ERR1913209.57276__1.57276	674529__R6UVG4__DXB21_01250
ERR1913209.57477__1.57477	1150298__A0A174HXS4__ERS852498_00503
ERR1913209.57729__1.57729	1262882__R5MGK3__BN519_00655
ERR1913209.57744__1.57744	10868__GeneID:1261859
ERR1913209.57774__1.57774	454155__F3QTH4__HMPREF9442_01492
ERR1913209.57921__1.57921	818__A0A1H7L4U6__BSIG_3287
ERR1913209.58042__1.58042	471189__GCA_003340385.1_00243
ERR1913209.58169__1.58169	239935__A0A2N8HB50__CXU17_02615
ERR1913209.58434__1.58434	10678__GeneID:2777431
ERR1913209.58531__1.58531	1150298__A0A174TF64__ERS852406_00108
ERR1913209.58595__1.58595	820__A0A139KHX1__HMPREF2141_00289
ERR1913209.58708__1.58708	1262911__R6GXS5__BN557_00160
ERR1913209.58857__1.58857	1099853__U5CE08__NSB1T_14190
ERR1913209.58962__1.58962	1262911__R6GTB9__BN557_01187
ERR1913209.59278__1.59278	1263107__GCA_000436995.1_00066
ERR1913209.59491__1.59491	246787__A0A0P0GIS1__BcellWH2_02680
ERR1913209.60124__1.60124	10868__GeneID:1261859
ERR1913209.60235__1.60235	1897011__A0A1Q6RFK0__BHW41_03420
ERR1913209.60272__1.60272	39491__C4Z9E9__T1815_12341
ERR1913209.60357__1.60357	239935__A0A2N8ILG3__CXT93_10135
ERR1913209.60390__1.60390	1262882__R5N4P6__BN519_01346
ERR1913209.60403__1.60403	1263000__R5EI35__BN466_01649
ERR1913209.60441__1.60441	239935__A0A2N8IU14__ADH72_05655
ERR1913209.60901__1.60901	1262882__R5MGX3__BN519_00046
ERR1913209.60947__1.60947	820__A0A139K4W1__M093_0353
ERR1913209.61205__1.61205	562__Q8XBR9__G770_00628
ERR1913209.61221__1.61221	1262882__R5MH81__BN519_00748
ERR1913209.61284__1.61284	820__A0A3E4PYB0__yejM
ERR1913209.61325__1.61325	172901__A0A2U1ASZ8__C8D82_1208
ERR1913209.61436__1.61436	1262921__R5MBU7__BN473_02531
ERR1913209.61465__1.61465	310298__B3JGJ2__BACCOP_00994
ERR1913209.61600__1.61600	1262882__R5N004__BN519_00490
ERR1913209.61687__1.61687	823__D7IRG1__NCTC11152_02276
ERR1913209.61692__1.61692	40518__R5DYT8__mscS
ERR1913209.61773__1.61773	1263000__R5EMU9__BN466_00667
ERR1913209.61916__1.61916	1262882__R5MFM2__BN519_00460
ERR1913209.62151__1.62151	46503__R6X8Q3__fepA_2
ERR1913209.62236__1.62236	1262921__R5M1D5__BN473_00043
ERR1913209.62333__1.62333	1263107__GCA_000436995.1_00111
ERR1913209.62388__1.62388	301302__R5UUM8__ganB_1
ERR1913209.62419__1.62419	1262882__R5N5W2__BN519_00074
ERR1913209.62457__1.62457	239935__A0A2N8IHY1__CXU06_00035
ERR1913209.62562__1.62562	84112__C8WKI5__Elen_0301
ERR1913209.62622__1.62622	1160721__W0U839__pheB
ERR1913209.62630__1.62630	820__A0A174CK74__DXB48_07060
ERR1913209.62751__1.62751	1262921__R5M9E5__BN473_02191
ERR1913209.62840__1.62840	1262921__R5LTU7__BN473_01717
ERR1913209.62880__1.62880	1262882__R5MM96__BN519_01545
ERR1913209.62900__1.62900	10678__GeneID:2777485
ERR1913209.62944__1.62944	33039__A0A173VTT4__frdB_1
ERR1913209.62948__1.62948	823__A0A174VHT1__DHP27_04775
ERR1913209.63021__1.63021	1262911__R6GPI7__BN557_00907
ERR1913209.63162__1.63162	28026__A0A072MUU6__DXD87_08375
ERR1913209.63208__1.63208	1262882__R5N5D7__BN519_01676
ERR1913209.63602__1.63602	55884__GeneID:935206
ERR1913209.63693__1.63693	871324__A0A1M6I3G7__SAMN05444350_12134
ERR1913209.63804__1.63804	1262882__R5MIC9__BN519_00834
ERR1913209.63937__1.63937	39491__R6TQ09__DXC13_03010
ERR1913209.64128__1.64128	357276__A0A0K2HI25__DXD47_04465
ERR1913209.64192__1.64192	1796613__I8YN26__ADH74_13170
ERR1913209.64389__1.64389	239935__A0A2N8INK7__Amuc_0521
ERR1913209.64623__1.64623	28117__R7JJM9__ALIPUT_00662
ERR1913209.64648__1.64648	1262882__R5MHQ8__BN519_00707
ERR1913209.64896__1.64896	239935__A0A2N8ITX2__CXT86_11265
ERR1913209.64924__1.64924	204516__U6RKS4__HMPREF1534_01431
ERR1913209.65172__1.65172	1150298__R7JTX5__ERS852535_01291
ERR1913209.65447__1.65447	39492__D4JX87__EUBSIR_00361
ERR1913209.65715__1.65715	301302__R5UIY5__M72_17461
ERR1913209.65895__1.65895	33043__A0A174H1Y6__ERS852575_02698
ERR1913209.65972__1.65972	1262739__R6MRD4__BN659_02013
ERR1913209.65983__1.65983	46228__V8CC14__HMPREF1202_00614
ERR1913209.66155__1.66155	853__A0A2J4JL53__CRH10_10795
ERR1913209.66328__1.66328	40518__R5DWP7__ansA
ERR1913209.66548__1.66548	61171__B9Y5T9__HOLDEFILI_01171
ERR1913209.66553__1.66553	39492__D4MMN2__EUBSIR_00964
ERR1913209.66638__1.66638	246787__A0A3D6AVT6__BACCELL_02130
ERR1913209.66776__1.66776	1262743__R5C054__BN727_01980
ERR1913209.66755__1.66755	292800__G9YRQ7__ERS852518_04236
ERR1913209.66756__1.66756	39492__D4JSU6__dacB_3
ERR1913209.66768__1.66768	10678__GeneID:2777456
ERR1913209.66859__1.66859	820__A0A174DZ97__SAMN05444418_101240
ERR1913209.66898__1.66898	1262992__R5D4D2__BN795_00592
ERR1913209.67071__1.67071	40518__R5E2Z2__DXD93_09295
ERR1913209.67132__1.67132	1262992__R5CXM7__BN795_01016
ERR1913209.67138__1.67138	487175__R5EH93__HMPREF9439_01617
ERR1913209.67468__1.67468	39492__D4JU30__EUBSIR_00838
ERR1913209.67495__1.67495	239935__A0A2N8IMC3__CXT96_03840
ERR1913209.67683__1.67683	1262882__R5MXW0__BN519_00317
ERR1913209.67717__1.67717	1262882__R5MEN9__BN519_00201
ERR1913209.67747__1.67747	39491__A0A396FJJ9__DXB76_11995
ERR1913209.67839__1.67839	310298__B3JMG0__BACCOP_03099
ERR1913209.67979__1.67979	562__P08371__RW92_04043
ERR1913209.68141__1.68141	1262882__R5MT42__BN519_01729
ERR1913209.68254__1.68254	817__A0A396C3S8__CQW36_02929
ERR1913209.68365__1.68365	1262911__R6GVD4__BN557_01470
ERR1913209.68910__1.68910	1150298__A0A174S911__ERS852406_01972
ERR1913209.69172__1.69172	28117__B0MTV3__BHV66_06405
ERR1913209.69192__1.69192	820__A0A173W419__DXC68_17760
ERR1913209.69233__1.69233	28118__R6FFY9__DHW44_14630
ERR1913209.69256__1.69256	10678__GeneID:2777483
ERR1913209.69417__1.69417	28117__B0MY41__BHV66_05165
ERR1913209.69442__1.69442	39492__D4JUL3__nreC_2
ERR1913209.69533__1.69533	246787__A0A3D6AXJ7__BACCELL_02379
ERR1913209.69483__1.69483	817__F7LL02__M110_0756
ERR1913209.69564__1.69564	564886__GeneID:6973115
ERR1913209.69961__1.69961	823__A0A395YRE1__DXC05_20005
ERR1913209.69965__1.69965	820__R9I3N4__M093_0061
ERR1913209.70100__1.70100	147206__GCF_000156215.1_01776
ERR1913209.70127__1.70127	823__A0A073I1X2__DXD05_18820
ERR1913209.70159__1.70159	399742__A0A2A3WWQ3__Ent638_1356
ERR1913209.70251__1.70251	1150298__A0A173ZPH3__rnhA
ERR1913209.70307__1.70307	820__A0A139KHX1__HMPREF2141_00289
ERR1913209.70396__1.70396	1262882__R5MFT7__BN519_00494
ERR1913209.70434__1.70434	1262882__R5MKV8__BN519_01281
ERR1913209.70467__1.70467	1262882__R5MHZ2__BN519_00742
ERR1913209.70718__1.70718	823__D0TC25__B5F32_04575
ERR1913209.70695__1.70695	239935__A0A2N8IHY1__CXU06_00035
ERR1913209.70823__1.70823	39492__D4JTU4__ykfG
ERR1913209.71462__1.71462	239935__R7DVW2__CXU02_03915
ERR1913209.71626__1.71626	820__R9I2U8__DXC68_09590
ERR1913209.71585__1.71585	562__P0AFH7__oppC
ERR1913209.71586__1.71586	1262911__R6GLA5__BN557_01456
ERR1913209.71640__1.71640	46228__V8C8N0__RUMLAC_01038
ERR1913209.71669__1.71669	1262921__R5M2J9__BN473_00593
ERR1913209.71876__1.71876	28026__A0A072MUU6__DXD87_08375
ERR1913209.71890__1.71890	564886__GeneID:6973115
ERR1913209.71932__1.71932	1150298__A0A174QNY9__ERS852498_01028
ERR1913209.71942__1.71942	1780376__A0A143XWX3__BN3659_02214
ERR1913209.72097__1.72097	818__A0A0P0F7K1__ERS852461_02719
ERR1913209.72098__1.72098	820__A0A078S4C2__ERS417307_00828
ERR1913209.72317__1.72317	239935__A0A2N8HT18__CXT93_06135
ERR1913209.72325__1.72325	1099853__G9S6K9__NSB1T_13415
ERR1913209.72396__1.72396	328814__GCA_004558275.1_00069
ERR1913209.72476__1.72476	1796613__I8YN26__ADH74_13170
ERR1913209.72656__1.72656	823__A0A355XIK0__CEQ22_011965
ERR1913209.72725__1.72725	239935__A0A2N8IVK9__CXU08_03750
ERR1913209.72698__1.72698	218538__C9LQ77__GCWU000321_01709
ERR1913209.72759__1.72759	823__A0A174KUS4__araC_7
ERR1913209.73094__1.73094	1897011__A0A1Q6RHB1__BHW41_01830
ERR1913209.73238__1.73238	1160721__W0U8M9__RBI_II00386
ERR1913209.73551__1.73551	39491__A0A395UZZ5__htpG_1
ERR1913209.73671__1.73671	301302__A0A173UN64__manA_2
ERR1913209.73786__1.73786	239935__A0A2N8HW65__CXU09_08515
ERR1913209.73767__1.73767	1262803__R6NVS3__BN649_00019
ERR1913209.73916__1.73916	239935__A0A2N8HB50__CXU17_02615
ERR1913209.74416__1.74416	563769__GeneID:6973158
ERR1913209.74423__1.74423	239935__A0A139TPG3__CXT86_08810
ERR1913209.74449__1.74449	310298__B3JQJ5__BACCOP_04231
ERR1913209.74450__1.74450	1262911__R6H2B5__BN557_01151
ERR1913209.74691__1.74691	33039__A0A173VTT4__frdB_1
ERR1913209.74776__1.74776	1262911__R6GZW9__BN557_00833
ERR1913209.74755__1.74755	1262921__R5M7E3__BN473_01889
ERR1913209.74789__1.74789	820__A0A139KH21__DXC80_01780
ERR1913209.75110__1.75110	410072__A0A174BMP0__DXD67_03635
ERR1913209.75171__1.75171	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913209.75322__1.75322	1262882__R5MZQ5__BN519_00648
ERR1913209.75568__1.75568	214856__A0A174GC95__ERS852447_02544
ERR1913209.76025__1.76025	1262744__R6FEB0__BN744_02692
ERR1913209.76061__1.76061	823__A6LGI3__DXB14_09215
ERR1913209.76594__1.76594	1150298__R7JSE8__coaX_1
ERR1913209.76634__1.76634	1262882__R5MT08__BN519_01706
ERR1913209.77192__1.77192	246787__A0A0P0GDM7__BcellWH2_03148
ERR1913209.77403__1.77403	218538__C9LQG6__GCWU000321_01798
ERR1913209.77483__1.77483	820__A0A374Q351__DXD40_05850
ERR1913209.77736__1.77736	1897011__A0A1Q6RHZ2__BHW41_00730
ERR1913209.78221__1.78221	39492__D4MIY5__EUBSIR_00233
ERR1913209.78242__1.78242	357276__D1JY58__BACDOR_04277
ERR1913209.78280__1.78280	1262882__R5MH82__BN519_00752
ERR1913209.78344__1.78344	357276__I9QBT7__BSEG_03340
ERR1913209.78523__1.78523	214856__I3YPI7__pepD_1
ERR1913209.78507__1.78507	46503__R6X8R7__PARMER_00141
ERR1913209.78628__1.78628	39492__D4JUD7__EUBSIR_01877
ERR1913209.78692__1.78692	1262911__R6GK39__BN557_01755
ERR1913209.78695__1.78695	214856__R6Y7P0__ERS852447_00307
ERR1913209.78775__1.78775	626929__F3PLK3__SAMN05444376_0455
ERR1913209.78778__1.78778	1262882__R5MKI3__BN519_00334
ERR1913209.78812__1.78812	28116__A0A078Q626__HMPREF1070_02735
ERR1913209.78733__1.78733	10678__GeneID:2777379
ERR1913209.78930__1.78930	1262882__R5MT08__BN519_01706
ERR1913209.79686__1.79686	40520__C6JG23__ERS852533_01990
ERR1913209.80098__1.80098	1099853__U5CE08__NSB1T_14190
ERR1913209.80104__1.80104	1262882__R5MEW7__BN519_00010
ERR1913209.80171__1.80171	820__A0A3E4QZJ7__C801_01798
ERR1913209.80175__1.80175	357276__B6VT86__IY41_22515
ERR1913209.80464__1.80464	1262882__R5MYS9__BN519_00290
ERR1913209.80668__1.80668	28117__B0MUY3__BHV66_00515
ERR1913209.80695__1.80695	214856__R6Y6H8__ERS852447_01719
ERR1913209.80696__1.80696	39486__B0G7Q1__HMPREF9457_01488
ERR1913209.80811__1.80811	820__A0A3E5BMG9__DXD40_05130
ERR1913209.80917__1.80917	1262882__R5MH82__BN519_00752
ERR1913209.80984__1.80984	46503__R6WVI6__HMPREF1060_03610
ERR1913209.81096__1.81096	562__P76296__yecT
ERR1913209.81153__1.81153	1262882__R5MH81__BN519_00748
ERR1913209.81200__1.81200	1262958__R7GSC8__BN645_00985
ERR1913209.81391__1.81391	820__A0A1T4IY71__HMPREF2141_02402
ERR1913209.81768__1.81768	1147151__GeneID:14182074
ERR1913209.81843__1.81843	1263107__GCA_000436995.1_00090
ERR1913209.81991__1.81991	1965639__A0A1Y3XML7__B5G03_12130
ERR1913209.82281__1.82281	166486__D4KXE5__ERS852572_01168
ERR1913209.82596__1.82596	1897011__A0A1Q6RCX0__BHW41_05880
ERR1913209.82752__1.82752	239935__A0A2N8IF99__lpdA
ERR1913209.82712__1.82712	820__A7V049__DXB48_04755
ERR1913209.82979__1.82979	310298__B3JNH3__BACCOP_03486
ERR1913209.83132__1.83132	239935__A0A2N8HQY4__CXT99_03170
ERR1913209.83134__1.83134	1099853__G9S865__NSB1T_02675
ERR1913209.83301__1.83301	1262958__R7H9A5__BN645_00801
ERR1913209.83721__1.83721	1262921__R5M951__BN473_02141
ERR1913209.83782__1.83782	46503__R6X3F9__DCY29_09585
ERR1913209.83956__1.83956	301302__R5V741__M72_13261
ERR1913209.84369__1.84369	1150298__A0A174KDX3__ERS852498_01212
ERR1913209.84439__1.84439	28026__A0A3E5AZ73__DXA79_05845
ERR1913209.84572__1.84572	1262911__R6GLA5__BN557_01456
ERR1913209.84656__1.84656	823__A6LBY1__ERS852380_00510
ERR1913209.84839__1.84839	357276__A0A076IP73__BACDOR_04237
ERR1913209.84964__1.84964	39492__D4JVT0__EUBSIR_00059
ERR1913209.85032__1.85032	823__A0A173W404__DHP27_04905
ERR1913209.85233__1.85233	562__A0A376L0A6__CQA14_19985
ERR1913209.85385__1.85385	28026__A0A267WK14__DXC83_01150
ERR1913209.85411__1.85411	39492__D4JVX0__udk
ERR1913209.85510__1.85510	820__A0A396EUV1__B5G17_06465
ERR1913209.85634__1.85634	1150298__A0A174HB98__ERS852406_02617
ERR1913209.85646__1.85646	1897011__A0A1Q6RGB6__BHW41_02790
ERR1913209.85726__1.85726	562__P76296__yecT
ERR1913209.85736__1.85736	820__A7V9F9__B5G17_14640
ERR1913209.85823__1.85823	823__A0A355XKQ8__DHP27_04010
ERR1913209.85874__1.85874	820__A0A396EUV1__B5G17_06465
ERR1913209.85916__1.85916	1897011__A0A1Q6RGE4__BHW41_02910
ERR1913209.86141__1.86141	1262882__R5N3H1__BN519_01121
ERR1913209.86366__1.86366	28026__A0A267WLS3__DXD35_07705
ERR1913209.86433__1.86433	166486__D4KWN4__ERS852572_01865
ERR1913209.86484__1.86484	1262921__R5LTU7__BN473_01717
ERR1913209.86697__1.86697	1150298__A0A174BC67__ERS852498_00837
ERR1913209.87000__1.87000	1262921__R5MBU7__BN473_02531
ERR1913209.87081__1.87081	239935__A0A2N8IF99__lpdA
ERR1913209.87172__1.87172	1262882__R5N3T7__BN519_01188
ERR1913209.87226__1.87226	1150298__A0A174PHI0__ERS852498_00826
ERR1913209.87273__1.87273	28118__R6FCU5__B5F99_14335
ERR1913209.87428__1.87428	1262882__R5MM10__BN519_01679
ERR1913209.87494__1.87494	649756__A0A173TPW3__atpF_2
ERR1913209.87767__1.87767	1263000__R5EFA7__BN466_01197
ERR1913209.87824__1.87824	28118__F9Z9Z6__DHW44_15190
ERR1913209.87861__1.87861	817__A0A396EEF1__HMPREF2533_00532
ERR1913209.87918__1.87918	310298__B3JFI7__BACCOP_00636
ERR1913209.87924__1.87924	28117__B0MY40__BHV66_05170
ERR1913209.88030__1.88030	674529__R6V187__DXB21_21665
ERR1913209.88090__1.88090	1262744__R6FPI2__BN744_02572
ERR1913209.88315__1.88315	1897011__A0A1Q6RDV6__BHW41_05295
ERR1913209.88512__1.88512	1263000__R5ES99__BN466_01121
ERR1913209.88544__1.88544	28117__R7JIY2__BHV66_06465
ERR1913209.88790__1.88790	1262882__R5N5S3__BN519_00085
ERR1913209.88910__1.88910	454155__G5STK0__HMPREF9442_00258
ERR1913209.88869__1.88869	28026__A0A174CDN1__DXC83_09100
ERR1913209.88959__1.88959	39492__R6RYB8__ERS852540_00322
ERR1913209.89053__1.89053	239935__A0A139TT05__CXU09_03335
ERR1913209.89060__1.89060	1262882__R5MLT4__BN519_01496
ERR1913209.89783__1.89783	1262744__R6FNM4__BN744_02259
ERR1913209.90685__1.90685	820__A0A173WUD7__DXB48_08055
ERR1913209.90787__1.90787	33039__D4M149__ERS852390_03118
ERR1913209.90840__1.90840	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913209.91336__1.91336	1099853__G9S128__NSB1T_01840
ERR1913209.91467__1.91467	338188__A0A173YWC2__BACFIN_08645
ERR1913209.91547__1.91547	820__A7V470__HMPREF1072_02076
ERR1913209.91743__1.91743	818__A0A0P0F7K1__ERS852461_02719
ERR1913209.91827__1.91827	454154__G5SPP3__HMPREF9441_01326
ERR1913209.91890__1.91890	823__A6LHJ7__ERS852380_00253
ERR1913209.92304__1.92304	820__A0A174DZ97__SAMN05444418_101240
ERR1913209.92288__1.92288	674529__A0A174EXC1__DXB21_01255
ERR1913209.92331__1.92331	818__A0A3E5HDU6__C799_04515
ERR1913209.92391__1.92391	360807__A0A173XR05__RIL183_10401
ERR1913209.92687__1.92687	357276__A0A076IS26__EL88_15950
ERR1913209.92814__1.92814	39496__A5ZAI8__EUBVEN_02735
ERR1913209.92883__1.92883	1147144__GeneID:14182120
ERR1913209.93021__1.93021	562__P77789__fimF_3
ERR1913209.93127__1.93127	28026__A0A174CDN1__DXC83_09100
ERR1913209.93311__1.93311	1262882__R5N1T9__BN519_00804
ERR1913209.93424__1.93424	823__A0A355XLQ9__DXC05_02185
ERR1913209.93534__1.93534	28026__A0A396BDZ7__DXC83_06050
ERR1913209.93627__1.93627	239935__B2URG9__CXU00_11290
ERR1913209.94012__1.94012	10678__GeneID:2777399
ERR1913209.94209__1.94209	1262958__R7H4C1__BN645_00317
ERR1913209.94213__1.94213	46228__V8CB83__RUMLAC_02479
ERR1913209.94578__1.94578	10678__GeneID:2777420
ERR1913209.94670__1.94670	1262740__R7CVB2__BN666_01237
ERR1913209.94765__1.94765	10678__GeneID:2777400
ERR1913209.94821__1.94821	239935__A0A2N8HT44__CXT84_11035
ERR1913209.94870__1.94870	1262882__R5MKV8__BN519_01281
ERR1913209.95014__1.95014	820__A7V470__HMPREF1072_02076
ERR1913209.95122__1.95122	820__A0A374QGD2__ERS852421_02382
ERR1913209.95214__1.95214	33039__D4M1V6__bioA
ERR1913209.95289__1.95289	563769__GeneID:6973158
ERR1913209.95508__1.95508	246787__A0A3D6AS39__ina
ERR1913209.95510__1.95510	674529__A0A174K9D7__SAMN05444400_1164
ERR1913209.95567__1.95567	246787__R6KBH9__HMPREF1062_04676
ERR1913209.95585__1.95585	1262882__R5N3T7__BN519_01188
ERR1913209.95839__1.95839	820__A0A374QGD2__ERS852421_02382
ERR1913209.95996__1.95996	1262882__R5N1T9__BN519_00804
ERR1913209.96099__1.96099	246787__I8V2S2__BACCELL_02524
ERR1913209.96104__1.96104	239935__A0A2N8HT44__CXT84_11035
ERR1913209.96317__1.96317	1262921__R5MBU7__BN473_02531
ERR1913209.96613__1.96613	39492__D4JT87__clpC
ERR1913209.96626__1.96626	1263107__GCA_000436995.1_00180
ERR1913209.96603__1.96603	544644__GCA_001915615.1_02043
ERR1913209.96688__1.96688	10678__GeneID:2777400
ERR1913209.96868__1.96868	40518__R5DV66__DXD83_04215
ERR1913209.96934__1.96934	1262882__R5MT08__BN519_01706
ERR1913209.97132__1.97132	1262882__R5N1M9__BN519_00768
ERR1913209.97108__1.97108	46228__V8CAX0__DXD17_07315
ERR1913209.97502__1.97502	46228__V8C6B2__DXD17_09805
ERR1913209.97505__1.97505	1262882__R5MYI1__BN519_00416
ERR1913209.97582__1.97582	1099853__R7DEQ7__NSB1T_12415
ERR1913209.97680__1.97680	28026__C0BVD4__DXC83_04115
ERR1913209.97966__1.97966	239935__A0A139TQT9__Amuc_1197
ERR1913209.98158__1.98158	820__A0A3E4W4Y7__B5G17_02055
ERR1913209.98122__1.98122	10678__GeneID:2777439
ERR1913209.98170__1.98170	1262882__R5MRT2__BN519_01494
ERR1913209.98229__1.98229	817__A0A015S228__M065_4173
ERR1913209.98452__1.98452	39491__A0A395ZKJ0__DXD13_11010
ERR1913209.98641__1.98641	214856__A0A173W3Y5__ERS852559_02032
ERR1913209.98827__1.98827	166486__D4KNM9__ERS852572_00072
ERR1913209.99346__1.99346	35833__E5Y2V2__HMPREF0179_00466
ERR1913209.99355__1.99355	246787__A0A3D6AQP8__AA416_04153
ERR1913209.99928__1.99928	1262911__R6GR13__BN557_00618
ERR1913209.100089__1.100089	10678__GeneID:2777434
ERR1913209.100149__1.100149	214856__I3YMC8__ERS852447_02666
ERR1913209.100209__1.100209	74426__rpoC
ERR1913209.100345__1.100345	28052__R7NB38__ERS852499_00438
