ERR1913186.42__1.42	1262882__R5N5S3__BN519_00085
ERR1913186.97097__1.97097	552398__F4XCR9__HMPREF0866_01636
ERR1913186.97117__1.97117	39491__D4JMW8__ERS852497_01971
ERR1913186.97156__1.97156	1897011__A0A1Q6RG62__BHW41_02455
ERR1913186.97167__1.97167	1262911__R6GZX7__BN557_00838
ERR1913186.97379__1.97379	1262911__R6H0U7__BN557_01104
ERR1913186.97395__1.97395	1262936__R7J3B1__BN799_00034
ERR1913186.97625__1.97625	216816__A0A2N0SME6__BLIF_1881
ERR1913186.98094__1.98094	45851__D4RW33__ylbJ
ERR1913186.98318__1.98318	338188__R6RWS7__HMPREF1057_00911
ERR1913186.98361__1.98361	1262924__R7HSB4__BN585_00816
ERR1913186.99124__1.99124	901__B6WPV2__DHV46_04070
ERR1913186.99158__1.99158	1522__G1VR36__SAMN04487929_104289
ERR1913186.99310__1.99310	45851__D4S1R9__BHV86_08150
ERR1913186.99429__1.99429	301302__R5VG21__M72_16591
ERR1913186.99535__1.99535	165179__A0A174W369__PREVCOP_04548
ERR1913186.99663__1.99663	74426__purL
ERR1913186.99670__1.99670	1680__A0A174BEE7__BSTER_1311
ERR1913186.99864__1.99864	301302__A0A173R6H4__M72_21671
ERR1913186.99939__1.99939	1897011__A0A1Q6RE78__BHW41_04770
ERR1913186.100346__1.100346	45851__D4S1R7__BUTYVIB_02039
ERR1913186.100586__1.100586	1262992__R5D4X3__BN795_00699
ERR1913186.100536__1.100536	357276__I9R201__B5F00_01910
ERR1913186.100647__1.100647	138595__GCF_000468755.1_01136
ERR1913186.101160__1.101160	1680__A0A374QDL4__LMG18897_0432
ERR1913186.101329__1.101329	1550024__A0A0D8IVV4__ASJ35_03610
ERR1913186.101809__1.101809	74426__group_4823
ERR1913186.101935__1.101935	116085__D4J694__DW747_12745
ERR1913186.102104__1.102104	239935__A0A2N8IFA0__CXT92_02050
ERR1913186.102233__1.102233	901__B6WUH5__DESPIGER_1779
ERR1913186.102253__1.102253	1262936__R7J3D8__BN799_00213
ERR1913186.102423__1.102423	74426__argF
ERR1913186.102470__1.102470	1262919__R5P689__BN465_01323
ERR1913186.102564__1.102564	1680__R5GRA4__ERS852382_01548
ERR1913186.102683__1.102683	1262882__R5MEW7__BN519_00010
ERR1913186.102778__1.102778	2022527__A0A264Y4S4__CHL74_12270
ERR1913186.102900__1.102900	116085__D4JC59__DW747_00225
ERR1913186.103074__1.103074	28117__B0MTI4__ALIPUT_00084
ERR1913186.103423__1.103423	301302__R5VGE0__ERS852420_00121
ERR1913186.103532__1.103532	116085__D4J6M2__cobT
ERR1913186.104090__1.104090	147206__GCF_000156215.1_01774
ERR1913186.104597__1.104597	301302__A0A0M6WF57__M72_22681
ERR1913186.104602__1.104602	1262936__R7IYJ1__BN799_00810
ERR1913186.104917__1.104917	1263027__R6ZXA4__BN699_00085
ERR1913186.104954__1.104954	1680__A0A076JNH5__DXC60_03835
ERR1913186.105054__1.105054	471189__GCA_003340385.1_00115
ERR1913186.105344__1.105344	901__B6WQG2__DHV46_07300
ERR1913186.105449__1.105449	338188__R6S8N0__BACFIN_06127
ERR1913186.105502__1.105502	1897011__A0A1Q6REW8__BHW41_04435
ERR1913186.106045__1.106045	1262936__R7IYJ1__BN799_00810
ERR1913186.106126__1.106126	28117__B0MVL5__BHV66_01660
ERR1913186.106687__1.106687	1680__A0A174BEE7__BSTER_1311
ERR1913186.106734__1.106734	74426__group_4823
ERR1913186.106848__1.106848	572010__hgdC_1
ERR1913186.107008__1.107008	45851__D4RYC5__BHV86_01930
ERR1913186.107070__1.107070	74426__pta
ERR1913186.107525__1.107525	1680__A7A2Y2__NCTC11814_00537
ERR1913186.108292__1.108292	2173__A0A1D2WU48__Msm_1454
ERR1913186.108372__1.108372	1263000__R5EZ76__BN466_00319
ERR1913186.108785__1.108785	28111__E5WXQ8__NCTC11155_03183
ERR1913186.109091__1.109091	901__B6WUI5__DESPIGER_1817
ERR1913186.111060__1.111060	1262936__R7IYW6__BN799_00686
ERR1913186.111414__1.111414	239935__A0A2N8HUU6__CXT90_06150
ERR1913186.111819__1.111819	1680__A0A174BH90__B0487_1759
ERR1913186.111980__1.111980	1262936__R7J5J9__BN799_00247
ERR1913186.112336__1.112336	301301__A0A174GNJ2__RHOM_05610
ERR1913186.113063__1.113063	100884__E7GFK8__HMPREF9488_03551
ERR1913186.113078__1.113078	239935__R7E524__CXT91_06180
ERR1913186.113150__1.113150	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1913186.113626__1.113626	39485__C4Z6K2__ERS852490_00407
ERR1913186.113457__1.113457	216816__D6D9H5__APC1466_0493
ERR1913186.114160__1.114160	147206__GCF_000156215.1_01777
ERR1913186.114408__1.114408	446660__GCA_003428235.1_00970
ERR1913186.114507__1.114507	147206__GCF_000156215.1_01773
ERR1913186.114513__1.114513	1263006__R6MQA3__BN515_02104
ERR1913186.114866__1.114866	39488__C0EUG1__DXD91_05025
ERR1913186.114871__1.114871	1680__A0A374QDL4__LMG18897_0432
ERR1913186.114809__1.114809	74426__purL
ERR1913186.115446__1.115446	39488__C0EVC4__ERS852578_00574
ERR1913186.115983__1.115983	39485__C4Z6F3__EUBELI_20400
ERR1913186.115999__1.115999	239935__B2UPZ6__CXU03_03800
ERR1913186.116154__1.116154	40518__R5DZ88__DXD93_06320
ERR1913186.116344__1.116344	100884__E7GFK8__HMPREF9488_03551
ERR1913186.116320__1.116320	1262936__R7J5J9__BN799_00247
ERR1913186.116336__1.116336	1680__A0A174BEE7__BSTER_1311
ERR1913186.116613__1.116613	1628085__A0A396MGZ2__C7386_12111
ERR1913186.116924__1.116924	301302__R5UU15__ERS852420_02998
ERR1913186.117338__1.117338	1262936__R7IZD7__BN799_01020
ERR1913186.117909__1.117909	901__B6WXS9__pssA
ERR1913186.118158__1.118158	820__A0A174R952__DXB48_02570
ERR1913186.118565__1.118565	1262992__R5D719__BN795_01028
ERR1913186.118882__1.118882	1263011__R6DWR3__BN553_00805
ERR1913186.119282__1.119282	74426__pdxS
ERR1913186.119318__1.119318	1262936__R7IY33__BN799_00622
ERR1913186.119670__1.119670	40520__R7D6X4__addA
ERR1913186.119801__1.119801	1262992__R5D6G0__BN795_00277
ERR1913186.119918__1.119918	39491__A0A396FEW6__T1815_18721
ERR1913186.119978__1.119978	39491__A0A395V1R3__T1815_08181
ERR1913186.120039__1.120039	1628085__A0A2U1B0V1__C7386_12415
ERR1913186.120733__1.120733	1680__A0A087DHN0__AL0462_1532
ERR1913186.120619__1.120619	165179__D1PFV4__PREVCOP_06112
ERR1913186.120752__1.120752	39488__A0A173SCK5__ERS852578_00832
ERR1913186.120837__1.120837	1262959__R5YE35__BN680_00548
ERR1913186.121129__1.121129	147206__GCF_000156215.1_01775
ERR1913186.121323__1.121323	1262936__R7J358__BN799_01390
ERR1913186.121339__1.121339	74426__group_1871
ERR1913186.121374__1.121374	2293125__A0A374BMF4__DW917_15260
ERR1913186.122136__1.122136	216816__B3DQ11__APC1466_1528
ERR1913186.122492__1.122492	1680__A0A087DSA4__B5789_0495
ERR1913186.122531__1.122531	1680__R5GZF2__DXC60_01925
ERR1913186.122729__1.122729	39485__A0A174YTF7__ERS852490_01271
ERR1913186.122862__1.122862	1263000__R5EXT3__BN466_02213
ERR1913186.122935__1.122935	1262882__R5MGX3__BN519_00046
ERR1913186.123016__1.123016	901__B6WTG8__DESPIG_01374
ERR1913186.123364__1.123364	147206__GCF_000156215.1_01776
ERR1913186.123444__1.123444	1680__A0A1X3A951__AL0462_1583
ERR1913186.123539__1.123539	1897011__A0A1Q6RI93__BHW41_01175
ERR1913186.123605__1.123605	209880__A0A1G5WLL1__SAMN02910343_01460
ERR1913186.123814__1.123814	1262936__R7J0K9__BN799_01537
ERR1913186.123790__1.123790	147206__GCF_000156215.1_01777
ERR1913186.123864__1.123864	552398__F4XCR9__HMPREF0866_01636
ERR1913186.124202__1.124202	165179__A0A3E5A832__DXC61_13685
ERR1913186.124237__1.124237	1680__A0A174BEE7__BSTER_1311
ERR1913186.124519__1.124519	901__B6WTR9__DESPIG_01476
ERR1913186.124925__1.124925	39491__A0A395UVM9__DXB76_04540
ERR1913186.125043__1.125043	209880__A0A1G5W0B1__SAMN02910343_01037
ERR1913186.125219__1.125219	820__A7VAR9__ERS852421_00197
ERR1913186.125351__1.125351	40518__R5DUU2__yvhJ_2
ERR1913186.126154__1.126154	328814__GCA_004558275.1_00075
ERR1913186.126600__1.126600	1680__A0A174BEE7__BSTER_1311
ERR1913186.126611__1.126611	74426__purL
ERR1913186.126622__1.126622	1262936__R7IZZ2__BN799_01307
ERR1913186.126770__1.126770	100884__E7GFK3__DXB26_14415
ERR1913186.126934__1.126934	40518__R5DT93__DXD86_08730
ERR1913186.127344__1.127344	1262936__R7J5X5__BN799_00356
ERR1913186.127556__1.127556	1150298__R7JVR8__ERS852498_01126
ERR1913186.127594__1.127594	1897011__A0A1Q6REW8__BHW41_04435
ERR1913186.127767__1.127767	2022527__A0A264Y6S5__CHL74_08455
ERR1913186.128170__1.128170	239935__A0A2N8HAQ1__DEF40_05290
ERR1913186.129010__1.129010	820__A0A139K9Q2__DXD40_08795
ERR1913186.129056__1.129056	147206__GCF_000156215.1_01777
ERR1913186.129299__1.129299	1472761__GCA_002159295.1_01419
ERR1913186.129301__1.129301	1628085__A0A1C5ZZM0__C7386_1133
ERR1913186.129410__1.129410	1680__A7A7Z9__AAX71_05385
ERR1913186.129795__1.129795	1680__A0A1X2ZFB6__AD0028_0856
ERR1913186.130069__1.130069	1262936__R7IYH4__BN799_00795
ERR1913186.130293__1.130293	1680__R5GKP2__DXD60_06200
ERR1913186.131055__1.131055	209880__A0A1G5VYN0__SAMN02910343_00990
ERR1913186.131107__1.131107	1628085__A0A1C6CK16__C7386_11434
ERR1913186.131438__1.131438	147206__GCF_000156215.1_01776
ERR1913186.131592__1.131592	1680__A1A1R1__BIFADO_00076
ERR1913186.131676__1.131676	1262924__R7HQ03__BN585_01295
ERR1913186.131828__1.131828	1262936__R7IZD7__BN799_01020
ERR1913186.132138__1.132138	40518__R5DME2__DXD86_07315
ERR1913186.132145__1.132145	1897011__A0A1Q6RG37__BHW41_02405
ERR1913186.132259__1.132259	28116__A0A395VT11__SAMN05444282_11739
ERR1913186.132441__1.132441	901__B6WXF1__DESPIGER_1660
ERR1913186.133486__1.133486	552398__F4XCQ4__HMPREF0866_01621
ERR1913186.133600__1.133600	301302__A0A0M6WBZ5__spr
ERR1913186.133993__1.133993	74426__rpoC
ERR1913186.134311__1.134311	28118__R6F891__NCTC10826_02656
ERR1913186.134467__1.134467	1680__A0A076JNH5__DXC60_03835
ERR1913186.134693__1.134693	40518__R5DS37__DXD93_01965
ERR1913186.134694__1.134694	901__B6WUL1__DESPIG_01755
ERR1913186.134821__1.134821	1299998__GCA_001494635.1_01805
ERR1913186.134930__1.134930	2022527__A0A264Y9X6__CHL74_02935
ERR1913186.134966__1.134966	818__A0A174Q773__SAMN02910322_03683
ERR1913186.135082__1.135082	1628085__A0A2U1BGN2__C7386_10147
ERR1913186.135098__1.135098	508460__GCF_000585335.1_00152
ERR1913186.135169__1.135169	39488__A0A285PQE3__DXD91_00180
ERR1913186.135476__1.135476	1262882__R5N5S3__BN519_00085
ERR1913186.135403__1.135403	853__A0A174C5M1__CGS58_04460
ERR1913186.135558__1.135558	1628085__A0A3E2XTE2__C7386_11847
ERR1913186.135599__1.135599	216816__E8MVM4__APC1480_1562
ERR1913186.135730__1.135730	1263000__R5EU91__BN466_01432
ERR1913186.135858__1.135858	45851__D4S317__BUTYVIB_02469
ERR1913186.135949__1.135949	301302__A0A173V3Z4__ecfA1_3
ERR1913186.136124__1.136124	239935__A0A2N8IVK9__CXU08_03750
ERR1913186.136367__1.136367	1628085__A0A2U1BEP3__C7386_1033
ERR1913186.136647__1.136647	1262911__R6H174__BN557_01246
ERR1913186.136761__1.136761	1680__A0A0C2VBJ4__birA
ERR1913186.136769__1.136769	1680__A0A374QDL4__LMG18897_0432
ERR1913186.137002__1.137002	301302__A0A0M6WBZ5__spr
ERR1913186.137055__1.137055	745368__A0A1T4WEV8__SAMN02745178_00491
ERR1913186.137172__1.137172	74426__nifJ
ERR1913186.137641__1.137641	1262936__R7IYJ1__BN799_00810
ERR1913186.137927__1.137927	39491__C4Z9K7__EUBREC_0050
ERR1913186.138037__1.138037	1680__A0A3E4SB79__BAD_1517
ERR1913186.138048__1.138048	74426__purL
ERR1913186.138231__1.138231	1680__A0A174BEE7__BSTER_1311
ERR1913186.138462__1.138462	1628085__A0A374VRE5__C7386_10353
ERR1913186.138849__1.138849	820__R9I3Q7__HMPREF1072_01668
ERR1913186.138865__1.138865	1262936__R7J1E6__BN799_01664
ERR1913186.138916__1.138916	45851__D4S1P1__BHV86_08290
ERR1913186.138946__1.138946	74426__infB
ERR1913186.139358__1.139358	1299998__GCA_001494635.1_01562
ERR1913186.140236__1.140236	1262882__R5N2E1__BN519_01117
ERR1913186.140265__1.140265	1897011__A0A1Q6RH29__BHW41_01570
ERR1913186.140350__1.140350	1680__A0A0B5BME4__DXD63_05015
ERR1913186.140501__1.140501	1680__A0A087DHN0__AL0462_1532
ERR1913186.140834__1.140834	45851__D4RW36__BUTYVIB_00166
ERR1913186.140911__1.140911	1628085__A0A374VS54__C7386_101156
ERR1913186.141265__1.141265	1262992__R5CXM8__BN795_01024
ERR1913186.141417__1.141417	147206__GCF_000156215.1_00969
ERR1913186.141652__1.141652	1897011__A0A1Q6RH37__BHW41_01795
ERR1913186.141723__1.141723	1680__A0A087DHN0__AL0462_1532
ERR1913186.142115__1.142115	508460__GCF_000585335.1_00054
ERR1913186.142501__1.142501	45851__D4S1R7__BUTYVIB_02039
ERR1913186.143204__1.143204	74426__purL
ERR1913186.143258__1.143258	1263011__R6DZH6__BN553_01379
ERR1913186.143358__1.143358	1897011__A0A1Q6RDY7__BHW41_05255
ERR1913186.143675__1.143675	1689__D2Q7Y1__SAMN05192536_1027
ERR1913186.143937__1.143937	1262936__R7J169__BN799_00083
ERR1913186.144224__1.144224	853__A0A2A7B1Y7__C7K05_11930
ERR1913186.144338__1.144338	2173__A0A1D2WTZ3__frhB
ERR1913186.144694__1.144694	1550024__A0A0D8J0L2__ASJ35_04680
ERR1913186.144749__1.144749	572010__hgdC_1
ERR1913186.144800__1.144800	1262936__R7J2T4__BN799_01966
ERR1913186.144902__1.144902	1262936__R7IYJ1__BN799_00810
ERR1913186.144952__1.144952	821__A0A0P0M2J4__DXD46_10295
ERR1913186.145207__1.145207	901__B6WXK9__DESPIG_02836
ERR1913186.145242__1.145242	239935__A0A2N8I368__CXT95_04550
ERR1913186.145306__1.145306	471189__GCA_003340385.1_00028
ERR1913186.145589__1.145589	74426__sufB
ERR1913186.145708__1.145708	853__D4JY61__C4N21_10560
ERR1913186.145834__1.145834	901__B6WVN9__DESPIG_02157
ERR1913186.145912__1.145912	246787__A0A3D6B0E4__BACCELL_02533
ERR1913186.145948__1.145948	28111__E5WVR8__NCTC11155_02792
ERR1913186.146025__1.146025	1262936__R7J0K9__BN799_01537
ERR1913186.146092__1.146092	172901__A0A2U1ASG0__C8D82_12144
ERR1913186.146142__1.146142	301302__R5UNJ6__M72_26701
ERR1913186.146313__1.146313	1680__A7A2Y2__NCTC11814_00537
ERR1913186.146389__1.146389	166486__C7G7A6__ROSINTL182_05773
ERR1913186.146390__1.146390	1680__A0A0B5BIU5__BSTER_0145
ERR1913186.146518__1.146518	33038__A0A3E4K4Y5__CDL20_06020
ERR1913186.146625__1.146625	301301__A0A395VG51__RHOM_05870
ERR1913186.146724__1.146724	820__A0A139K024__B5G17_02060
ERR1913186.146818__1.146818	1680__A7A7Z9__AAX71_05385
ERR1913186.148552__1.148552	1628085__A0A3E2Y1H6__C7386_104158
ERR1913186.148852__1.148852	1262882__R5N5S3__BN519_00085
ERR1913186.148868__1.148868	1897011__A0A1Q6RH97__BHW41_01945
ERR1913186.148922__1.148922	39496__A5Z3A9__EUBVEN_00155
ERR1913186.149125__1.149125	1262988__R7N3Z1__BN816_00044
ERR1913186.149219__1.149219	1263000__R5EXT3__BN466_02213
ERR1913186.149317__1.149317	1680__A0A174BEE7__BSTER_1311
ERR1913186.149540__1.149540	1897011__A0A1Q6RIP7__BHW41_00530
ERR1913186.149766__1.149766	1263000__R5EXT3__BN466_02213
ERR1913186.150006__1.150006	2022527__A0A264YA19__CHL74_03075
ERR1913186.149935__1.149935	147206__GCF_000156215.1_00452
ERR1913186.149937__1.149937	172901__A0A2U1B6S8__C8D82_10793
ERR1913186.149948__1.149948	1262924__R7HSB4__BN585_00816
ERR1913186.150098__1.150098	1680__A0A174BEE7__BSTER_1311
ERR1913186.150349__1.150349	301302__A0A173RYX5__ERS852420_00973
ERR1913186.150397__1.150397	147206__GCF_000156215.1_01776
ERR1913186.150640__1.150640	1680__A0A0C2YPV2__AL0462_1474
ERR1913186.151074__1.151074	853__E2ZGD9__C7J97_11715
ERR1913186.151086__1.151086	1263000__R5EXT3__BN466_02213
ERR1913186.151111__1.151111	357276__A0A076J8M3__ABI39_13695
ERR1913186.151550__1.151550	301301__A0A395V6S0__dosP
ERR1913186.152165__1.152165	45851__R5LAF0__BHV86_08225
ERR1913186.152681__1.152681	1299998__GCA_001494635.1_01836
ERR1913186.153902__1.153902	1262936__R7IY41__BN799_00608
ERR1913186.153906__1.153906	147206__GCF_000156215.1_01777
ERR1913186.154180__1.154180	1262936__R7IY33__BN799_00622
ERR1913186.154256__1.154256	1262911__R6H2J2__BN557_01228
ERR1913186.154339__1.154339	1897011__A0A1Q6REX0__BHW41_04225
ERR1913186.154365__1.154365	74426__rpoB
ERR1913186.154448__1.154448	147206__GCF_000156215.1_01776
ERR1913186.155160__1.155160	1897011__A0A1Q6RGZ3__BHW41_01455
ERR1913186.155257__1.155257	357276__A0A0K2HDP3__IY41_00705
ERR1913186.155362__1.155362	301302__R5UQ67__M72_23121
ERR1913186.155644__1.155644	216816__B3DNW2__BL171B_07980
ERR1913186.155647__1.155647	1262936__R7J048__BN799_01270
ERR1913186.155722__1.155722	216816__D6DC91__DXC72_07710
ERR1913186.156256__1.156256	1263027__R6ZXX1__BN699_01485
ERR1913186.156224__1.156224	901__B6WVS1__DESPIG_02189
ERR1913186.156689__1.156689	1897011__A0A1Q6RGZ3__BHW41_01455
ERR1913186.156908__1.156908	1262882__R5ML49__BN519_01361
ERR1913186.157176__1.157176	1262919__R5PIE4__BN465_00334
ERR1913186.157318__1.157318	1262936__R7J360__BN799_00345
ERR1913186.159672__1.159672	1680__A0A374QDL4__LMG18897_0432
ERR1913186.159708__1.159708	901__B6WVE2__DHV46_05785
ERR1913186.159800__1.159800	333367__C0D3U9__CLOSTASPAR_03940
ERR1913186.160539__1.160539	301302__A0A173T0N8__ERS852420_01792
ERR1913186.160644__1.160644	2022527__A0A264Y5Y7__CHL74_10300
ERR1913186.160771__1.160771	1262882__R5MEN9__BN519_00201
ERR1913186.160791__1.160791	1680__A0A174BEE7__BSTER_1311
ERR1913186.160831__1.160831	1262936__R7J354__BN799_00281
ERR1913186.161096__1.161096	216816__B3DPC3__CE169_06855
ERR1913186.161325__1.161325	1262992__R5DCU3__BN795_00404
ERR1913186.161517__1.161517	901__B6WXI1__DESPIGER_1636
ERR1913186.162380__1.162380	1897011__A0A1Q6RDW7__BHW41_05280
ERR1913186.162452__1.162452	147206__GCF_000156215.1_01777
ERR1913186.162713__1.162713	901__B6WTT7__DESPIG_01494
ERR1913186.163867__1.163867	1262936__R7J0W9__BN799_00634
ERR1913186.164132__1.164132	572010__group_1977
ERR1913186.164287__1.164287	1150298__A0A174QRU8__ERS852498_00962
ERR1913186.164344__1.164344	74426__pta
ERR1913186.164371__1.164371	1897011__A0A1Q6RIC6__BHW41_01345
ERR1913186.164446__1.164446	1262911__R6HIV6__BN557_01807
ERR1913186.164657__1.164657	1628085__A0A374VPS0__C7386_1243
ERR1913186.165013__1.165013	1628085__A0A374VS54__C7386_101156
ERR1913186.165374__1.165374	2022527__A0A264Y8G4__CHL74_05770
ERR1913186.166219__1.166219	1262882__R5MND9__BN519_00831
ERR1913186.166525__1.166525	1262959__R5Y6L0__BN680_01484
ERR1913186.166476__1.166476	1262936__R7J5M9__BN799_00277
ERR1913186.166623__1.166623	1689__D2Q6A7__SAMN05192536_1667
ERR1913186.166914__1.166914	1262936__R7J0W9__BN799_00634
ERR1913186.167099__1.167099	901__B6WUL1__DESPIG_01755
ERR1913186.167505__1.167505	1680__A0A374QDL4__LMG18897_0432
ERR1913186.167707__1.167707	1897011__A0A1Q6REV3__BHW41_04080
ERR1913186.167742__1.167742	901__B6WWY3__DESPIG_02606
ERR1913186.168030__1.168030	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913186.168107__1.168107	1262936__R7J360__BN799_00345
ERR1913186.168586__1.168586	387090__S0F8B2__BACCOPRO_02129
ERR1913186.169069__1.169069	1297617__A0A0S2W117__C7373_1068
ERR1913186.169219__1.169219	901__A0A1K1LGQ2__DESPIG_02072
ERR1913186.169669__1.169669	116085__D4J6X1__DW747_08515
ERR1913186.169718__1.169718	1262936__R7IZC2__BN799_01006
ERR1913186.169768__1.169768	853__A0A174C5M1__CGS58_04460
ERR1913186.169813__1.169813	820__A0A3E4FWC8__DXC91_14635
ERR1913186.169832__1.169832	216816__B3DRU6__DPC6323_0992
ERR1913186.170204__1.170204	301302__A0A173UN64__manA_2
ERR1913186.170231__1.170231	712888__U1PNE3__HMPREF0043_01333
ERR1913186.170462__1.170462	1262936__R7J1E6__BN799_01664
ERR1913186.170418__1.170418	239935__A0A139TT05__CXU09_03335
ERR1913186.170422__1.170422	147206__GCF_000156215.1_00014
ERR1913186.170739__1.170739	39485__A0A174YMI9__cph2_5
ERR1913186.171095__1.171095	28052__R7NCD4__ERS852451_00170
ERR1913186.171099__1.171099	1262936__R7IYJ1__BN799_00810
ERR1913186.171295__1.171295	216816__C5E9C3__CJO32_03030
ERR1913186.171570__1.171570	1262936__R7J5J9__BN799_00247
ERR1913186.171836__1.171836	1232426__fhs
ERR1913186.171896__1.171896	1680__A0A374QDL4__LMG18897_0432
ERR1913186.171899__1.171899	28026__A0A267WNN6__menA
ERR1913186.172721__1.172721	471189__GCA_003340385.1_00065
ERR1913186.172968__1.172968	1897011__A0A1Q6RH12__BHW41_01505
ERR1913186.172936__1.172936	45851__D4S0J9__BUTYVIB_01618
ERR1913186.173204__1.173204	246787__A0A3D6AWM8__BACCELL_01963
ERR1913186.173497__1.173497	820__R9I3N4__M093_0061
ERR1913186.173618__1.173618	74426__purL
ERR1913186.173813__1.173813	1262936__R7J1T7__BN799_01864
ERR1913186.173866__1.173866	45851__D4S184__BUTYVIB_01854
ERR1913186.173993__1.173993	821__A0A396F1N0__M099_1553
ERR1913186.173938__1.173938	1262936__R7J1T7__BN799_01864
ERR1913186.174590__1.174590	1262936__R7J6F9__BN799_00540
ERR1913186.174729__1.174729	410072__A0A174D6E7__ERS852574_01257
ERR1913186.175605__1.175605	1262936__R7J420__BN799_00406
ERR1913186.175787__1.175787	901__B6WV45__DESPIGER_1962
ERR1913186.175868__1.175868	301302__R5UH47__M72_02301
ERR1913186.176138__1.176138	1262911__R6GY22__BN557_00023
ERR1913186.176189__1.176189	1263000__R5EXT3__BN466_02213
ERR1913186.176329__1.176329	301302__R5UK77__M72_08681
ERR1913186.176665__1.176665	39491__A0A174K9A3__DXB69_07785
ERR1913186.176998__1.176998	40518__R5DS68__hcpC
ERR1913186.177053__1.177053	1262936__R7IZD7__BN799_01020
ERR1913186.177179__1.177179	301302__R5UNJ6__M72_26701
ERR1913186.177377__1.177377	1262992__R5D952__BN795_00714
ERR1913186.177669__1.177669	1680__A0A174BEE7__BSTER_1311
ERR1913186.177747__1.177747	165179__A0A3E5A554__DXB80_13805
ERR1913186.177910__1.177910	301301__A0A395V8T7__ERS852391_01243
ERR1913186.177973__1.177973	1680__A0A0C2VBJ4__birA
ERR1913186.178031__1.178031	1680__R5GRA4__ERS852382_01548
ERR1913186.178152__1.178152	33039__A0A174YJ10__ERS852502_01829
ERR1913186.178261__1.178261	1262924__R7HRR0__BN585_00872
ERR1913186.178226__1.178226	74426__nifJ
ERR1913186.178765__1.178765	552398__F4XCQ4__HMPREF0866_01621
ERR1913186.178845__1.178845	1263000__R5EKR4__BN466_01609
ERR1913186.179508__1.179508	165179__A0A3E5E5H1__DXC61_07220
ERR1913186.179463__1.179463	147206__GCF_000156215.1_01776
ERR1913186.179582__1.179582	1262882__R5MLA4__BN519_01536
ERR1913186.179734__1.179734	357276__B6VVS0__HMPREF1064_03951
ERR1913186.180023__1.180023	360807__A0A1Q6TCY9__ERS852444_01883
ERR1913186.180171__1.180171	301302__A0A0M6WIX9__ERS852420_01972
ERR1913186.180610__1.180610	1262761__R6R1H3__BN606_00786
ERR1913186.180995__1.180995	40518__R5DU92__DXD93_03170
ERR1913186.181029__1.181029	74426__purL
ERR1913186.181163__1.181163	216816__B3DNW2__BL171B_07980
ERR1913186.181254__1.181254	901__B6WQH5__DESPIG_00299
ERR1913186.181227__1.181227	1628085__A0A3E2Y1H6__C7386_104158
ERR1913186.181244__1.181244	1150298__R7JUS5__soxS_1
ERR1913186.181601__1.181601	901__B6WXX4__DESPIGER_1515
ERR1913186.181702__1.181702	45851__D4RY08__BUTYVIB_00711
ERR1913186.181826__1.181826	1262936__R7J169__BN799_00083
ERR1913186.182229__1.182229	1262924__R7HRE7__BN585_00055
ERR1913186.182573__1.182573	147206__GCF_000156215.1_01775
ERR1913186.182700__1.182700	901__B6WXZ7__BHW59_00765
ERR1913186.182747__1.182747	28052__A0A174IKM0__ERS852499_00833
ERR1913186.183179__1.183179	901__B6WTQ4__DESPIGER_1255
ERR1913186.183469__1.183469	28052__A0A174K0K8__ERS852451_01224
ERR1913186.183701__1.183701	1262936__R7J146__BN799_01697
ERR1913186.184202__1.184202	301302__R5VFQ6__ERS852420_00378
ERR1913186.184485__1.184485	1262936__R7IYW6__BN799_00686
ERR1913186.184587__1.184587	1628085__A0A1C6CQE7__C7386_12126
ERR1913186.184588__1.184588	1680__A0A374QDL4__LMG18897_0432
