ERR1913260.118__1.118	39488__A0A173UQ83__mutY
ERR1913260.46948__1.46948	214856__A0A173YE57__ERS852559_00126
ERR1913260.47038__1.47038	1262848__R6V5C0__BN818_00210
ERR1913260.46983__1.46983	1262848__R6U0K1__BN818_00616
ERR1913260.47105__1.47105	28117__B0MTV0__BHV66_06395
ERR1913260.47188__1.47188	239935__A0A2N8I5H6__CXT92_05565
ERR1913260.47254__1.47254	39491__C4Z9K0__DXD95_07445
ERR1913260.47282__1.47282	1550024__A0A0W7TU47__TQ39_07155
ERR1913260.47431__1.47431	1262744__R6FST0__BN744_00381
ERR1913260.47518__1.47518	1150298__A0A174QRU8__ERS852498_00962
ERR1913260.47741__1.47741	239935__A0A2N8HHY4__DEF40_10850
ERR1913260.47855__1.47855	39491__A0A395UYL9__ERS852417_00624
ERR1913260.48077__1.48077	239935__A0A2N8I5A2__DEF40_08455
ERR1913260.48254__1.48254	2173__A0A1D2WXC5__METSMIALI_01265
ERR1913260.48469__1.48469	2173__A5UK74__pyrP
ERR1913260.48577__1.48577	39492__D4JR58__EUBSIR_02090
ERR1913260.48606__1.48606	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1913260.48682__1.48682	820__A0A174CG08__DXB62_13215
ERR1913260.48686__1.48686	1262736__R5Y3Y0__BN496_01937
ERR1913260.48669__1.48669	1550024__G9RQ59__TQ39_14360
ERR1913260.48835__1.48835	820__A0A173W419__DXC68_17760
ERR1913260.48901__1.48901	74426__nifJ
ERR1913260.48974__1.48974	907__R7MUM6__AZ49_02805
ERR1913260.49318__1.49318	1680__A0A0C2YNK5__BADO_0780
ERR1913260.49277__1.49277	39491__A0A395UZL1__DXB76_05950
ERR1913260.49408__1.49408	1262882__R5MEN2__BN519_00200
ERR1913260.49460__1.49460	88431__A0A174UTT9__clcA
ERR1913260.49605__1.49605	1550024__A0A0D8J0U7__ASJ35_13230
ERR1913260.49702__1.49702	1235793__R9KSF0__C809_01679
ERR1913260.49902__1.49902	45851__D4S1R7__BUTYVIB_02039
ERR1913260.50022__1.50022	45851__D4RYG8__BUTYVIB_00874
ERR1913260.50220__1.50220	556259__E5C690__BSGG_1431
ERR1913260.50321__1.50321	216816__B7GTR6__BLD_0992
ERR1913260.50341__1.50341	239935__A0A2N8HX65__CXU17_02540
ERR1913260.50454__1.50454	1681__D4QAP5__CJD48_05740
ERR1913260.50606__1.50606	1550024__G9RX78__TQ39_04855
ERR1913260.50771__1.50771	39491__A0A0M6WWT1__dus_2
ERR1913260.50919__1.50919	39491__A0A395ZG74__licR
ERR1913260.51115__1.51115	1262924__R7HQS1__BN585_00657
ERR1913260.51138__1.51138	2173__A0A1D2WY02__BK798_00680
ERR1913260.51264__1.51264	418240__A0A173WVP8__acm
ERR1913260.51266__1.51266	116085__D4J6L8__DW747_08035
ERR1913260.51390__1.51390	1680__A0A1X2ZKM8__B5789_0981
ERR1913260.51391__1.51391	1681__E3EQP9__DXD45_08580
ERR1913260.51462__1.51462	1965650__A0A1Y3VEZ6__B5G16_11190
ERR1913260.51476__1.51476	61171__B9Y5T8__HOLDEFILI_01170
ERR1913260.51517__1.51517	1150298__R7JPI7__cotI
ERR1913260.51721__1.51721	418240__A0A174E8U8__sigM_3
ERR1913260.51746__1.51746	1681__E4VBF7__DD684_05570
ERR1913260.51847__1.51847	1262924__R7HM98__BN585_01697
ERR1913260.51876__1.51876	28025__D3R593__W7Y_0901
ERR1913260.51954__1.51954	1263107__GCA_000436995.1_00028
ERR1913260.52006__1.52006	39491__A0A395ZHW3__ERS852417_01359
ERR1913260.52065__1.52065	454155__F3QX11__HMPREF9442_02745
ERR1913260.52251__1.52251	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913260.52377__1.52377	1897011__A0A1Q6RFH2__BHW41_03500
ERR1913260.52402__1.52402	1262761__R6RU22__BN606_01110
ERR1913260.52821__1.52821	39491__A0A396FS17__envC
ERR1913260.52951__1.52951	1680__R5GRA4__ERS852382_01548
ERR1913260.53072__1.53072	1262882__R5N0J9__BN519_00773
ERR1913260.53113__1.53113	2173__A0A1D2WST6__METSMIALI_00213
ERR1913260.53117__1.53117	39492__D4JWX2__accB
ERR1913260.53240__1.53240	216816__A0A395XZB7__DXD37_04075
ERR1913260.53250__1.53250	28118__R6FJE6__NCTC10826_00111
ERR1913260.53388__1.53388	28025__D3R7T1__BalV_0139
ERR1913260.53565__1.53565	820__A0A374Q8T2__DXB64_16190
ERR1913260.53636__1.53636	216816__A0A1D7MV89__EK5BL_04715
ERR1913260.53663__1.53663	33043__D5HHE4__ERS852445_02332
ERR1913260.53677__1.53677	1262911__R6GW73__BN557_00128
ERR1913260.53928__1.53928	1680__A0A174BEE7__BSTER_1311
ERR1913260.53989__1.53989	1897011__A0A1Q6RH58__BHW41_01950
ERR1913260.53990__1.53990	1262848__R6TXT2__BN818_00327
ERR1913260.54085__1.54085	1628085__A0A2U1BFW2__C7386_10288
ERR1913260.54184__1.54184	1262924__R7HML0__BN585_01508
ERR1913260.54188__1.54188	1680__R5GZJ8__BSTER_1195
ERR1913260.54215__1.54215	40518__R5DW64__RBL236_01394
ERR1913260.54436__1.54436	1262848__R6V5C0__BN818_00210
ERR1913260.54402__1.54402	1587__U4QM53__DB332_00935
ERR1913260.54647__1.54647	410072__A0A173S248__ERS852525_02992
ERR1913260.54728__1.54728	820__A0A174A6K0__M093_0079
ERR1913260.54770__1.54770	394340__atpD
ERR1913260.54825__1.54825	1262911__R6HMT5__BN557_00797
ERR1913260.54919__1.54919	246787__R6KBH9__HMPREF1062_04676
ERR1913260.55066__1.55066	446660__GCA_003428235.1_01009
ERR1913260.55031__1.55031	39491__A0A173QT73__alaS_2
ERR1913260.55356__1.55356	33043__A0A174BPV6__ERS852445_01773
ERR1913260.55421__1.55421	239935__A0A2N8IJI1__B5G29_04615
ERR1913260.55627__1.55627	1262924__R7HU74__BN585_00690
ERR1913260.55631__1.55631	74426__rpoB
ERR1913260.55691__1.55691	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913260.56000__1.56000	1680__A0A174BEE7__BSTER_1311
ERR1913260.56092__1.56092	239935__A0A2N8I1R3__CXU05_06075
ERR1913260.56397__1.56397	818__Q8A3I3__HMPREF2534_00068
ERR1913260.56376__1.56376	1681__A0A292G5S9__BBPR_1493
ERR1913260.56895__1.56895	216816__U2TWA1__DD678_00805
ERR1913260.56916__1.56916	820__A0A174Q0F0__DXB48_08080
ERR1913260.57536__1.57536	239935__A0A2N8IMC3__CXT96_03840
ERR1913260.57607__1.57607	239935__R6J4Y4__CXU17_09810
ERR1913260.57764__1.57764	853__A0A2A7ATM9__DWZ89_13645
ERR1913260.57819__1.57819	626940__E8LG07__BHW43_10200
ERR1913260.57856__1.57856	1680__A0A173YLK6__BAD_0868
ERR1913260.57919__1.57919	39491__C4ZAT2__ERE_28440
ERR1913260.57956__1.57956	147206__GCF_000156215.1_01772
ERR1913260.57991__1.57991	39491__A0A396FJV5__ERS852417_00035
ERR1913260.58108__1.58108	1262924__R7HLJ9__BN585_01064
ERR1913260.58118__1.58118	853__A0A173T0Y8__CGS54_07215
ERR1913260.58204__1.58204	40520__R7D610__ERS852533_02951
ERR1913260.58310__1.58310	239935__A0A139TT05__CXU09_03335
ERR1913260.58578__1.58578	301302__A0A173R6H4__M72_21671
ERR1913260.58899__1.58899	39491__R6UMS6__DXD13_07035
ERR1913260.58903__1.58903	28117__R7JIJ8__BHV66_01635
ERR1913260.59073__1.59073	239935__A0A2N8I1R3__CXU05_06075
ERR1913260.59460__1.59460	40520__R7D7X1__kinA
ERR1913260.59634__1.59634	1263107__GCA_000436995.1_00133
ERR1913260.60193__1.60193	239935__A0A3F3K9J9__DEF40_00940
ERR1913260.60228__1.60228	1680__A0A1X2ZKM8__B5789_0981
ERR1913260.60348__1.60348	184870__A0A134BHA8__CYK25_07335
ERR1913260.60381__1.60381	2173__A0A1D2WT15__BK798_04490
ERR1913260.60575__1.60575	40520__A0A3E5EEQ6__ERS852394_00491
ERR1913260.60886__1.60886	1262924__R7HND0__BN585_00157
ERR1913260.61089__1.61089	1262777__R5WG14__BN512_00319
ERR1913260.61148__1.61148	301301__A0A395V683__RHOM_00495
ERR1913260.61150__1.61150	1897011__A0A1Q6RDW7__BHW41_05280
ERR1913260.61265__1.61265	1262911__R6GTA5__BN557_01337
ERR1913260.61463__1.61463	39485__A0A174YKY3__EUBELI_00877
ERR1913260.61468__1.61468	39485__A0A174Z851__cdaR_1
ERR1913260.61623__1.61623	187327__G4Q8G3__def
ERR1913260.61779__1.61779	46503__R6Y8M7__ERS852463_01228
ERR1913260.61878__1.61878	1263030__R5D850__BN705_01161
ERR1913260.61897__1.61897	1393034__GCA_001552785.1_00503
ERR1913260.61909__1.61909	239935__B2UQB8__CXT86_01740
ERR1913260.62301__1.62301	853__A0A173XRA8__CGS56_09290
ERR1913260.62502__1.62502	88431__A0A174EMW0__thiD_1
ERR1913260.62764__1.62764	1150298__A0A174S4G4__dacB_1
ERR1913260.62765__1.62765	28117__B0MST6__BHV66_06090
ERR1913260.62870__1.62870	46228__B5CP97__RUMLAC_01288
ERR1913260.62963__1.62963	45851__D4RYQ1__BHV86_00310
ERR1913260.62983__1.62983	301301__A0A395V8T7__ERS852391_01243
ERR1913260.63005__1.63005	116085__D4J6U2__DW747_08350
ERR1913260.63085__1.63085	1263011__R6DRS6__BN553_01866
ERR1913260.63216__1.63216	853__A0A173T0Y8__CGS54_07215
ERR1913260.63237__1.63237	1263000__R5EXT3__BN466_02213
ERR1913260.63360__1.63360	1099853__U5CCB3__NSB1T_08590
ERR1913260.63468__1.63468	116085__D4J8F7__DW747_09065
ERR1913260.63598__1.63598	1550024__G9RZN9__ASJ35_05735
ERR1913260.63697__1.63697	88431__A0A174EMW0__thiD_1
ERR1913260.63736__1.63736	301301__A0A395V7N0__ERS852391_02330
ERR1913260.63893__1.63893	74426__group_1871
ERR1913260.64048__1.64048	2173__A0A1D2WSN7__Msm_1465
ERR1913260.64474__1.64474	1680__A0A174BEE7__BSTER_1311
ERR1913260.64490__1.64490	239935__A0A2N8IG27__CXT85_07805
ERR1913260.64688__1.64688	239935__A0A139TPG3__CXT86_08810
ERR1913260.64703__1.64703	1680__A0A0B5BME4__DXD63_05015
ERR1913260.64727__1.64727	239935__A0A139TVJ4__CXT86_02020
ERR1913260.65015__1.65015	39491__A0A395ZHW9__DXC13_02590
ERR1913260.65279__1.65279	28025__A0A0L7CV69__BLC1_1290
ERR1913260.65302__1.65302	1550024__A0A0D8IYB1__TQ39_12130
ERR1913260.65374__1.65374	1262911__R6H174__BN557_01246
ERR1913260.65375__1.65375	1262848__R6U1W9__BN818_00751
ERR1913260.65552__1.65552	1681__A0A133KP67__BBB_1587
ERR1913260.65680__1.65680	39491__A0A396FRE7__EUR_27520
ERR1913260.65750__1.65750	1262848__R6UFE6__BN818_00496
ERR1913260.65786__1.65786	1550024__A0A0D8J259__TQ39_04100
ERR1913260.65859__1.65859	820__A0A3E4FWC8__DXC91_14635
ERR1913260.65908__1.65908	28025__D3R3L5__FEM_09837
ERR1913260.65942__1.65942	1680__A0A076JNH5__DXC60_03835
ERR1913260.65961__1.65961	1262848__R6UMA7__BN818_01315
ERR1913260.66142__1.66142	39488__A0A173T8Z7__hemZ_2
ERR1913260.66153__1.66153	28117__R7JLL3__ALIPUT_02219
ERR1913260.66352__1.66352	2173__A0A1D2WUH4__METSMIALI_01323
ERR1913260.66753__1.66753	39492__R6SPM9__pheT
ERR1913260.66983__1.66983	1681__A0A286TFH5__LMG13200_1490
ERR1913260.67041__1.67041	239935__R6J4Y4__CXU17_09810
ERR1913260.67159__1.67159	1262736__R5YXD5__BN496_01230
ERR1913260.67103__1.67103	1550024__A0A0D8IZ16__ASJ35_10840
ERR1913260.67227__1.67227	216816__U2TWA1__DD678_00805
ERR1913260.67231__1.67231	40518__R5DVR2__RBL236_00303
ERR1913260.67281__1.67281	39485__A0A175A403__EUBELI_20577
ERR1913260.67339__1.67339	40518__R5E1X3__clcA
ERR1913260.67357__1.67357	649756__D4MUZ2__ERS852571_00392
ERR1913260.67447__1.67447	45851__D4RWR5__BHV86_06295
ERR1913260.67420__1.67420	1681__E4VB47__IF1010_0583
ERR1913260.67436__1.67436	1550024__G9RX76__ASJ35_12355
ERR1913260.67467__1.67467	1262736__R5Y035__BN496_00793
ERR1913260.67479__1.67479	28117__B0MTY2__BHV66_06485
ERR1913260.67501__1.67501	39491__C4ZHS4__EUR_24420
ERR1913260.67767__1.67767	853__A0A2A7B1Y7__C7K05_11930
ERR1913260.67949__1.67949	1550024__A0A0D8J112__TQ39_05560
ERR1913260.67966__1.67966	1262911__R6GTZ4__BN557_01440
ERR1913260.68099__1.68099	1262911__R6GTZ0__BN557_01437
ERR1913260.68136__1.68136	40518__R5DUU8__DXD86_08440
ERR1913260.68270__1.68270	357276__I8VQA2__HMPREF1065_04183
ERR1913260.68434__1.68434	2173__A0A1D2WXH6__METSMIALI_01616
ERR1913260.68484__1.68484	239935__A0A2N8I3G2__CXT89_00720
ERR1913260.68719__1.68719	633135__GeneID:8676608
ERR1913260.68947__1.68947	33043__D5HHD5__ERS852575_00049
ERR1913260.69019__1.69019	214856__I3YPP9__Alfi_2707
ERR1913260.69074__1.69074	418240__A0A174EFK2__ERS852478_02213
ERR1913260.69186__1.69186	39491__A0A395UZ89__DXB72_12805
ERR1913260.69263__1.69263	39491__A0A395ZM93__DXD13_03490
ERR1913260.69446__1.69446	116085__D4J8Q6__DW747_08735
ERR1913260.69480__1.69480	2173__A0A1D2WXI2__METSMIF1_02140
ERR1913260.69644__1.69644	239935__A0A2N8HH03__CXU09_08875
ERR1913260.69784__1.69784	1262924__R7HLJ9__BN585_01064
ERR1913260.69880__1.69880	2173__A5UK74__pyrP
ERR1913260.69823__1.69823	39491__A0A396FNY7__LD38_16155
ERR1913260.69981__1.69981	28118__R6FD01__B5F99_06665
ERR1913260.70029__1.70029	39491__A0A173VYV1__DXC13_02710
ERR1913260.70058__1.70058	39491__A0A395ZHW3__ERS852417_01359
ERR1913260.70078__1.70078	39491__A0A395ZHH5__ERS852497_02076
ERR1913260.70127__1.70127	39491__A0A396FFW0__ERE_10580
ERR1913260.70155__1.70155	74426__infB
ERR1913260.70321__1.70321	28117__B0MVL2__BHV66_01645
ERR1913260.70361__1.70361	820__A0A139K4W5__HMPREF2141_02394
ERR1913260.70530__1.70530	39491__A0A395ZHH5__ERS852497_02076
ERR1913260.70570__1.70570	1550024__A0A0D8J136__TQ39_12150
ERR1913260.70732__1.70732	1685__A0A3D8UD73__BBR7E_1364
ERR1913260.71031__1.71031	821__A0A173XDD3__DXB82_17180
ERR1913260.71032__1.71032	357276__A0A076ITH2__BSEG_03273
ERR1913260.71249__1.71249	39491__R6UMS6__DXD13_07035
ERR1913260.71295__1.71295	239935__B2UPZ6__CXU03_03800
ERR1913260.71405__1.71405	2173__A0A1D2WTT4__BK798_05110
ERR1913260.71430__1.71430	823__A0A355XN73__DXC05_07000
ERR1913260.71521__1.71521	418240__C6J843__ERS852478_02458
ERR1913260.71460__1.71460	821__C6Z087__DXB90_00750
ERR1913260.71573__1.71573	1308__A0A0M5JQG5__A9497_00900
ERR1913260.71610__1.71610	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913260.71671__1.71671	239935__A0A2N8HX65__CXU17_02540
ERR1913260.71676__1.71676	820__A7UYX8__DXD40_11635
ERR1913260.71778__1.71778	1681__A0A286TED3__CJD48_07450
ERR1913260.71752__1.71752	820__A0A3E4XDK3__ERS852554_03650
ERR1913260.71945__1.71945	39491__C4ZC33__DXC13_11585
ERR1913260.71965__1.71965	418240__A0A174DNS5__ERS852478_02290
ERR1913260.72041__1.72041	1579__A0A3A9Y9B9__DB331_00385
ERR1913260.72180__1.72180	39492__D4JRV7__EUBSIR_01513
ERR1913260.72207__1.72207	239935__A0A2N8INK7__Amuc_0521
ERR1913260.72347__1.72347	239935__A0A2N8I368__CXT95_04550
ERR1913260.72411__1.72411	1681__A0A292G7V3__BBIF_1776
ERR1913260.72428__1.72428	1550024__G9RVP3__TQ39_06315
ERR1913260.72565__1.72565	39491__A0A396FFW0__ERE_10580
ERR1913260.72740__1.72740	1263107__GCA_000436995.1_00097
ERR1913260.72751__1.72751	74426__rpoB
ERR1913260.72868__1.72868	1263107__GCA_000436995.1_00039
ERR1913260.72963__1.72963	1262848__R6UAA6__BN818_01734
ERR1913260.73039__1.73039	239935__A0A2N8I3G2__CXT89_00720
ERR1913260.73088__1.73088	1262911__R6GKS1__BN557_00184
ERR1913260.73313__1.73313	239935__A0A2N8IQX1__dnaA
ERR1913260.73506__1.73506	45851__D4RZ84__BUTYVIB_01149
ERR1913260.73510__1.73510	458033__GCA_001482755.1_02203
ERR1913260.73620__1.73620	28025__A0A0L7BUQ4__Balat_0268
ERR1913260.73683__1.73683	820__A0A3E4W984__pssA
ERR1913260.73787__1.73787	357276__A0A1Y3Z3W0__IY41_20500
ERR1913260.73792__1.73792	1897011__A0A1Q6RHB1__BHW41_01830
ERR1913260.73822__1.73822	1150298__R7JT48__gsiA_6
ERR1913260.73905__1.73905	1263107__GCA_000436995.1_00169
ERR1913260.74251__1.74251	1897011__A0A1Q6RCX0__BHW41_05880
ERR1913260.74452__1.74452	1897011__A0A1Q6RH61__BHW41_01970
ERR1913260.74593__1.74593	39491__R6TQ09__DXC13_03010
ERR1913260.74598__1.74598	1263000__R5F0P4__BN466_00308
ERR1913260.74804__1.74804	454155__F3QYB1__HMPREF9442_03204
ERR1913260.74821__1.74821	116085__D4J8U5__DW747_04340
ERR1913260.75202__1.75202	84112__C8WNT7__Elen_2938
ERR1913260.75186__1.75186	40518__R5DP21__RBATCC27255_00348
ERR1913260.75401__1.75401	1262924__R7HND0__BN585_00157
ERR1913260.75582__1.75582	823__K6AMD2__B5F32_04565
ERR1913260.75652__1.75652	1897011__A0A1Q6RDV6__BHW41_05295
ERR1913260.75705__1.75705	1897011__A0A1Q6RFI5__BHW41_03555
ERR1913260.75686__1.75686	1263107__GCA_000436995.1_00240
ERR1913260.75865__1.75865	301301__A0A395VBK1__RHOM_05255
ERR1913260.75955__1.75955	1262882__R5MFA5__BN519_00331
ERR1913260.76055__1.76055	39491__R6TNE7__T1815_09811
ERR1913260.76089__1.76089	216816__A0A2U0BT35__BL1206_1860
ERR1913260.76129__1.76129	556499__U2SC74__HMPREF0682_1122
ERR1913260.76293__1.76293	820__A0A139K5A6__DXB48_12175
ERR1913260.76269__1.76269	39491__A0A395UZ89__DXB72_12805
ERR1913260.76589__1.76589	40518__R5DT93__DXD86_08730
ERR1913260.76659__1.76659	1550024__A0A0W7TT94__TQ39_11150
ERR1913260.76719__1.76719	45851__D4S283__BUTYVIB_02205
ERR1913260.76764__1.76764	357276__A0A0M1VZP2__IY41_00605
ERR1913260.76951__1.76951	1262848__R6UBZ9__BN818_00113
ERR1913260.77460__1.77460	1262848__R6UEX2__BN818_00035
ERR1913260.77476__1.77476	2173__A0A1D2WSY5__METSMIF1_03017
ERR1913260.77521__1.77521	1765219__A0A261GCU6__BEUL_0658
ERR1913260.77663__1.77663	246787__A0A3D6AZF7__BcellWH2_04504
ERR1913260.77984__1.77984	1358__D2BKV8__LLUC08_1640
ERR1913260.78179__1.78179	410072__A0A174ND44__ERS852389_01731
ERR1913260.78354__1.78354	2173__A0A1D2WXE6__Msm_0136
ERR1913260.78607__1.78607	76489__A0A1E8EUC5__CLOACE_23150
ERR1913260.78692__1.78692	418240__R7CJP2__cycB_1
ERR1913260.78797__1.78797	1263107__GCA_000436995.1_00076
ERR1913260.78977__1.78977	239935__A0A2N8IUQ8__CXU09_01665
ERR1913260.78972__1.78972	1550024__A0A3B9WFC7__ASJ35_09200
ERR1913260.79108__1.79108	239935__A0A139TPG3__CXT86_08810
ERR1913260.79153__1.79153	40518__R5E2Z2__DXD93_09295
ERR1913260.79199__1.79199	1262911__R6HLC0__BN557_00578
ERR1913260.79436__1.79436	39491__A0A395ZBW8__DXC13_08840
ERR1913260.79450__1.79450	39491__C4Z9D4__DXD95_00055
ERR1913260.79473__1.79473	216816__E8MVM4__APC1480_1562
ERR1913260.79561__1.79561	1150298__A0A174E950__ERS852498_02096
ERR1913260.79674__1.79674	88431__R7FUI2__ERS852423_02700
ERR1913260.80043__1.80043	40518__R5E4V5__RBL263_01242
ERR1913260.80353__1.80353	39491__A0A395V5R3__EUBREC_1883
ERR1913260.80450__1.80450	239935__A0A2N8IUW6__Amuc_1525
ERR1913260.80414__1.80414	239935__A0A2N8IVR0__CXT87_07115
ERR1913260.80484__1.80484	1262848__R6VEY9__BN818_01249
ERR1913260.80531__1.80531	1262848__R6U3P5__BN818_00966
ERR1913260.80569__1.80569	239935__A0A2N8I3G2__CXT89_00720
ERR1913260.80583__1.80583	40518__R5DZM6__lytR_3
ERR1913260.80644__1.80644	39488__C0EXY6__ltaS1_2
ERR1913260.80677__1.80677	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913260.80783__1.80783	853__A0A2A7B9I6__DW855_13690
ERR1913260.80803__1.80803	239935__A0A2N8IJI1__B5G29_04615
ERR1913260.80804__1.80804	1263006__R6MKS5__BN515_00067
ERR1913260.80823__1.80823	239935__A0A2N8HQR1__Amuc_0287
ERR1913260.80913__1.80913	45851__D4S283__BUTYVIB_02205
ERR1913260.80970__1.80970	1897011__A0A1Q6RDI3__BHW41_05415
ERR1913260.81123__1.81123	40520__A5ZN83__DXC87_06350
ERR1913260.81904__1.81904	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913260.81942__1.81942	216816__A0A2N0SME6__BLIF_1881
ERR1913260.82070__1.82070	1550024__G9RYR1__TQ39_01725
ERR1913260.82170__1.82170	239935__A0A2N8HUU6__CXT90_06150
ERR1913260.82107__1.82107	74426__nifJ
ERR1913260.82287__1.82287	45851__D4S1P9__BUTYVIB_02021
ERR1913260.82278__1.82278	39485__A0A174YNW2__cph2_3
ERR1913260.82313__1.82313	1263000__R5EMZ8__BN466_00707
ERR1913260.82467__1.82467	39491__C4ZF05__vpr
ERR1913260.82819__1.82819	1262848__R6U6L1__BN818_00132
ERR1913260.82746__1.82746	1262848__R6TZN4__BN818_00122
ERR1913260.82953__1.82953	1550024__G9RTN6__TQ39_08170
ERR1913260.83182__1.83182	820__A0A139JRH8__HMPREF2141_04326
ERR1913260.83280__1.83280	626940__E8LF89__BHW43_10640
ERR1913260.83680__1.83680	28052__R7NCK3__ERS852499_02382
ERR1913260.83827__1.83827	39491__A0A395ZKJ0__DXD13_11010
ERR1913260.83845__1.83845	40518__R5E2F3__artQ
ERR1913260.83796__1.83796	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1913260.83920__1.83920	884684__GCA_002892425.1_01408
ERR1913260.84010__1.84010	28052__A0A174NHE1__spoIIIE
ERR1913260.83985__1.83985	745368__A0A1T4XV62__SAMN02745178_02335
ERR1913260.84054__1.84054	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913260.84055__1.84055	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913260.84067__1.84067	39491__A0A395V297__EUR_01010
ERR1913260.84193__1.84193	1263107__GCA_000436995.1_00112
ERR1913260.84374__1.84374	45851__R5LRK0__BUTYVIB_00520
ERR1913260.84440__1.84440	116085__D4J8D7__DW747_09195
ERR1913260.84690__1.84690	1680__A0A2R4G1K8__BBMN23_0315
ERR1913260.84713__1.84713	1263000__R5EXF8__BN466_01942
ERR1913260.84823__1.84823	2173__A0A1D2WTP5__BK798_02785
ERR1913260.84873__1.84873	88431__A0A173XSN2__ERS852526_00723
ERR1913260.85017__1.85017	39491__A0A396FSR4__ERS852580_02287
ERR1913260.85267__1.85267	28025__D3R793__BAAM0483_01585
ERR1913260.85302__1.85302	45851__D4RXL5__BHV86_02950
ERR1913260.85366__1.85366	572010__argF
ERR1913260.85383__1.85383	1262848__R6UEX2__BN818_00035
ERR1913260.85566__1.85566	1308__F8LVS2__str0518
ERR1913260.85676__1.85676	1263107__GCA_000436995.1_00246
ERR1913260.85984__1.85984	1680__A0A0B5BKZ3__DXD60_01450
ERR1913260.86005__1.86005	1262848__R6UME4__BN818_01337
ERR1913260.86094__1.86094	116085__D4JC63__DW747_00205
ERR1913260.86138__1.86138	1150298__A0A174N5I7__ERS852498_01953
ERR1913260.86275__1.86275	239935__A0A2N8HUU6__CXT90_06150
ERR1913260.86293__1.86293	1262924__R7HPX8__BN585_00310
ERR1913260.86325__1.86325	45851__R5LYR7__BHV86_03710
ERR1913260.86497__1.86497	1299998__GCA_001494635.1_00422
ERR1913260.86504__1.86504	2173__A0A1D2WU54__METSMIALI_00342
ERR1913260.86637__1.86637	1262848__R6U6Z8__BN818_00176
ERR1913260.86814__1.86814	39491__A0A396FNP1__DXD95_06025
ERR1913260.87002__1.87002	823__A0A174W1A8__panE
ERR1913260.87353__1.87353	246787__A0A108T429__BACCELL_00192
ERR1913260.87373__1.87373	39491__A0A395UVM9__DXB76_04540
ERR1913260.87849__1.87849	357276__A0A076IKP2__HMPREF1063_00218
ERR1913260.87859__1.87859	1262924__R7HSF6__BN585_00844
ERR1913260.87787__1.87787	357276__C3REQ8__GV66_09740
ERR1913260.87895__1.87895	1897011__A0A1Q6RDI4__BHW41_05605
ERR1913260.87929__1.87929	820__A0A174F696__macB_13
ERR1913260.88042__1.88042	39491__A0A174M1X5__DXB99_18695
ERR1913260.88064__1.88064	1680__R5GZJ8__BSTER_1195
ERR1913260.88260__1.88260	239935__A0A139TT05__CXU09_03335
ERR1913260.88320__1.88320	40520__R7D9L9__DXC87_14715
ERR1913260.88538__1.88538	39486__B0G932__DXD84_11630
ERR1913260.88623__1.88623	1472761__GCA_002159295.1_00731
ERR1913260.88689__1.88689	1308__A0A1J0HRS7__SMQ301_1679
ERR1913260.88865__1.88865	28117__B0MTY2__BHV66_06485
ERR1913260.88835__1.88835	626940__E8LGB7__BN587_02010
ERR1913260.89108__1.89108	1262915__R6HQV2__BN574_01665
ERR1913260.89209__1.89209	33039__A0A173V4G5__ERS852577_02906
ERR1913260.89375__1.89375	28117__B0N007__BHV66_10275
ERR1913260.89577__1.89577	40520__R7DEU2__ERS852394_00085
ERR1913260.89767__1.89767	88431__A0A174LBC0__DORLON_00105
ERR1913260.89813__1.89813	1535__A7VU82__CLOLEP_02128
ERR1913260.90013__1.90013	39485__A0A174ZA72__glgB_1
ERR1913260.89996__1.89996	820__A7VAR9__ERS852421_00197
ERR1913260.90265__1.90265	267818__A0A1G5V1S4__WANG_0104
ERR1913260.90306__1.90306	28117__B0MWP2__ALIPUT_01468
ERR1913260.90428__1.90428	28025__D3R3B1__BAAM0483_03040
ERR1913260.90505__1.90505	458033__GCA_001482755.1_02203
ERR1913260.90721__1.90721	626940__E8LE57__HMPREF9443_01128
ERR1913260.90875__1.90875	239935__A0A2N8HSC0__CXU06_05505
ERR1913260.90973__1.90973	116085__D4J7N7__DW747_15105
ERR1913260.91045__1.91045	39491__R6TQ09__DXC13_03010
ERR1913260.91109__1.91109	39491__A0A3E4E7C5__DXB69_03255
ERR1913260.91193__1.91193	239935__A0A2N8IUQ8__CXU09_01665
ERR1913260.91211__1.91211	626940__E8LEB0__BHW43_01865
ERR1913260.91292__1.91292	820__A0A174FUG6__DXC91_11265
ERR1913260.91544__1.91544	39491__A0A396FKI0__DXC13_11560
ERR1913260.91559__1.91559	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913260.91630__1.91630	39491__A0A174EQV2__DXB69_10230
ERR1913260.91839__1.91839	357276__A0A076IRV2__BACDOR_02822
ERR1913260.91991__1.91991	2173__R7PS55__BK798_05180
ERR1913260.92062__1.92062	626940__R6XX39__DCQ00_06610
