ERR1913319.248__1.248	47678__R5U8S9__DW706_06260
ERR1913319.45509__1.45509	328814__GCA_004558275.1_00996
ERR1913319.45560__1.45560	328814__GCA_004558275.1_00036
ERR1913319.45586__1.45586	291644__I9SXJ9__ERS852428_02285
ERR1913319.45695__1.45695	239935__A0A139TT05__CXU09_03335
ERR1913319.45783__1.45783	1304__A0A0A1DX26__SSAL8618_09600
ERR1913319.45717__1.45717	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913319.45944__1.45944	291644__R5J8I9__ERS852428_03546
ERR1913319.45980__1.45980	246787__A0A108T429__BACCELL_00192
ERR1913319.46007__1.46007	28117__B0MY40__BHV66_05170
ERR1913319.46027__1.46027	820__A0A3E4VXP2__yesR
ERR1913319.46131__1.46131	291644__I9I9V2__ERS852428_00583
ERR1913319.46302__1.46302	820__A0A3E4XDK3__ERS852554_03650
ERR1913319.46317__1.46317	39492__D4JUP6__ERS852540_01404
ERR1913319.46223__1.46223	820__A0A174I980__gldH
ERR1913319.46249__1.46249	820__A0A139K2N9__DXB62_12420
ERR1913319.46458__1.46458	2292284__A0A374V8N7__DXC10_10495
ERR1913319.46563__1.46563	214856__R6Z590__ERS852447_01059
ERR1913319.46761__1.46761	214856__A0A174ZEF7__mboIIM_1
ERR1913319.46861__1.46861	820__A0A139K4W1__M093_0353
ERR1913319.46896__1.46896	821__C6ZAA5__ERS852556_00403
ERR1913319.46901__1.46901	246787__I8V2S2__BACCELL_02524
ERR1913319.46928__1.46928	820__A0A396EXA7__DXB37_15530
ERR1913319.47076__1.47076	820__A0A3E4W084__BACUNI_04042
ERR1913319.47325__1.47325	820__A0A3E4VZT7__DXB48_16145
ERR1913319.47576__1.47576	291644__I9HG96__HMPREF1071_03510
ERR1913319.47582__1.47582	39492__D4JRZ7__smc
ERR1913319.47588__1.47588	820__A7V049__DXB48_04755
ERR1913319.47726__1.47726	820__A0A374Q1D8__SAMN05444418_112114
ERR1913319.47795__1.47795	820__A0A3E5BMG9__DXD40_05130
ERR1913319.47887__1.47887	291644__I9I2F9__HMPREF1532_01625
ERR1913319.48038__1.48038	821__A0A397WGD6__M098_0084
ERR1913319.48044__1.48044	820__A0A374Q854__HMPREF1073_03281
ERR1913319.48047__1.48047	214856__I3YMC8__ERS852447_02666
ERR1913319.48052__1.48052	39492__D4JUD7__EUBSIR_01877
ERR1913319.48077__1.48077	291644__I9HGA0__wzc
ERR1913319.48477__1.48477	820__A0A3E4VZT7__DXB48_16145
ERR1913319.48625__1.48625	820__A0A139KHX1__HMPREF2141_00289
ERR1913319.48641__1.48641	823__A0A355XKQ8__DHP27_04010
ERR1913319.48704__1.48704	47678__R5U8P0__DW706_15950
ERR1913319.48792__1.48792	823__A0A174UR44__M095_2641
ERR1913319.48813__1.48813	820__A0A139KEW8__DXB64_06405
ERR1913319.48821__1.48821	706562__GCA_900112995.1_00063
ERR1913319.48831__1.48831	39492__A0A174ZL16__EUBSIR_01269
ERR1913319.48927__1.48927	820__R9I2U8__DXC68_09590
ERR1913319.48928__1.48928	820__A0A396EUV1__B5G17_06465
ERR1913319.49064__1.49064	1796613__R9HHZ9__ADH74_10095
ERR1913319.49272__1.49272	387090__S0F8B2__BACCOPRO_02129
ERR1913319.49360__1.49360	239935__A0A2N8IVR0__CXT87_07115
ERR1913319.49385__1.49385	47678__R5U3A7__ERS852494_02965
ERR1913319.49890__1.49890	39492__D4JRM9__bglB_2
ERR1913319.50019__1.50019	39492__B0MPL6__EUBSIR_01779
ERR1913319.50022__1.50022	291644__I8YR49__ERS852428_01188
ERR1913319.50255__1.50255	291644__I8Y0K6__HMPREF1532_04085
ERR1913319.50345__1.50345	820__R9I3Q7__HMPREF1072_01668
ERR1913319.50455__1.50455	821__U6RDC2__DXD46_15675
ERR1913319.50577__1.50577	821__A0A174V2F3__NCTC10583_01474
ERR1913319.50596__1.50596	39492__D4JR43__ERS852540_02379
ERR1913319.50719__1.50719	214856__A0A174ZER9__ERS852559_00614
ERR1913319.50859__1.50859	239935__R7E524__CXT91_06180
ERR1913319.50943__1.50943	487174__K0X3E8__DIT83_11025
ERR1913319.50981__1.50981	214856__A0A174FW22__ERS852447_02437
ERR1913319.51023__1.51023	820__A0A174DZ97__SAMN05444418_101240
ERR1913319.51070__1.51070	820__A7V092__hldE
ERR1913319.51100__1.51100	291644__I9TBY1__HMPREF1532_01991
ERR1913319.51255__1.51255	214856__A0A174ZLY7__ERS852447_02456
ERR1913319.51358__1.51358	820__A0A174EV88__HMPREF1072_01427
ERR1913319.51459__1.51459	39492__D4MIY5__EUBSIR_00233
ERR1913319.51543__1.51543	239935__B2URG6__CXU02_00030
ERR1913319.51893__1.51893	329854__R7E733__DXD57_00120
ERR1913319.52034__1.52034	39492__R6RT40__prkC_3
ERR1913319.51969__1.51969	823__A0A395YZG9__M092_4358
ERR1913319.52065__1.52065	820__A0A3E4XDK3__ERS852554_03650
ERR1913319.52339__1.52339	28117__B0MT86__BHV66_02450
ERR1913319.52386__1.52386	291644__R5J7N0__HMPREF1532_02343
ERR1913319.52260__1.52260	821__A0A395UNT8__DXD64_15275
ERR1913319.52502__1.52502	820__A0A374Q854__HMPREF1073_03281
ERR1913319.52636__1.52636	820__A0A139JY23__B5G17_06330
ERR1913319.52964__1.52964	239935__A0A2N8I1R3__CXU05_06075
ERR1913319.53022__1.53022	820__A0A3E4RU03__M093_0563
ERR1913319.53204__1.53204	820__A0A3E4G8F8__ERS852421_01645
ERR1913319.53279__1.53279	357276__I9QBT7__BSEG_03340
ERR1913319.53359__1.53359	239935__A0A139TQT9__Amuc_1197
ERR1913319.53363__1.53363	1262743__R5C054__BN727_01980
ERR1913319.53439__1.53439	47678__R5UAF6__ERS852494_02966
ERR1913319.53483__1.53483	291644__I8Y011__HMPREF1071_04228
ERR1913319.53628__1.53628	291644__I8YUW1__HMPREF1532_01990
ERR1913319.53540__1.53540	1263000__R5EF60__BN466_01316
ERR1913319.53663__1.53663	1501392__A0A0B2JAD8__PU94_12270
ERR1913319.53711__1.53711	328814__GCA_004558275.1_00088
ERR1913319.53746__1.53746	39492__D4JSG7__EUBSIR_01006
ERR1913319.53804__1.53804	820__A0A174QT76__B5G17_18060
ERR1913319.53754__1.53754	1262743__R5C054__BN727_01980
ERR1913319.54004__1.54004	239935__A0A2N8IMD6__CXU03_05585
ERR1913319.54072__1.54072	820__A0A3E4G3J9__ERS852459_02265
ERR1913319.54285__1.54285	301301__G2T1Q7__RHOM_08085
ERR1913319.54635__1.54635	820__R9HVB9__DXC68_17285
ERR1913319.54799__1.54799	47678__R5UXJ2__DW706_08325
ERR1913319.54787__1.54787	239935__A0A2N8IKW7__pstA
ERR1913319.54794__1.54794	39492__D4JUD9__EUBSIR_01875
ERR1913319.54991__1.54991	28117__B0MTH2__ALIPUT_00061
ERR1913319.55155__1.55155	820__A0A374QGD2__ERS852421_02382
ERR1913319.55231__1.55231	328814__GCA_004558275.1_01745
ERR1913319.55244__1.55244	487174__K0XER9__DDY40_08885
ERR1913319.55345__1.55345	820__A0A173XIP7__B5G17_16050
ERR1913319.55538__1.55538	39492__D4JRM9__bglB_2
ERR1913319.55697__1.55697	28117__B0MZ22__BHV66_04430
ERR1913319.55742__1.55742	821__R7P1Q7__M099_2990
ERR1913319.56050__1.56050	291644__R5J9U3__HMPREF1071_01626
ERR1913319.55931__1.55931	39492__D4JQL8__ywpJ
ERR1913319.56249__1.56249	39492__D4JRM9__bglB_2
ERR1913319.56314__1.56314	47678__R5U3L4__C5Z00_12600
ERR1913319.56508__1.56508	291644__I9HHY2__HMPREF1071_03364
ERR1913319.56608__1.56608	39492__A0A174ZYY6__EUBSIR_02510
ERR1913319.56635__1.56635	410072__C0BC02__ERS852481_00783
ERR1913319.56720__1.56720	291644__I9TEJ3__luxQ_1
ERR1913319.56736__1.56736	39492__D4JRZ7__smc
ERR1913319.56870__1.56870	820__A0A139KIL9__DXC68_05945
ERR1913319.56834__1.56834	820__A0A1T4IY80__ERS852554_01621
ERR1913319.57049__1.57049	820__R9I3Q7__HMPREF1072_01668
ERR1913319.57146__1.57146	820__A0A174R952__DXB48_02570
ERR1913319.57151__1.57151	39492__D4JUD9__EUBSIR_01875
ERR1913319.57202__1.57202	239935__A0A2N8IMD6__CXU03_05585
ERR1913319.57425__1.57425	357276__I8WFU9__BACDOR_02006
ERR1913319.57526__1.57526	821__I9R3W6__DXC16_12455
ERR1913319.57725__1.57725	291644__I9SJA4__ERS852428_03529
ERR1913319.57716__1.57716	28117__B0MUL5__ALIPUT_00722
ERR1913319.57865__1.57865	820__A0A139JRH8__HMPREF2141_04326
ERR1913319.57939__1.57939	214856__I3YPP2__Alfi_2700
ERR1913319.58018__1.58018	820__A0A3E4W084__BACUNI_04042
ERR1913319.58128__1.58128	823__D7IRG1__NCTC11152_02276
ERR1913319.58083__1.58083	239935__A0A139TMG9__CXU07_10650
ERR1913319.58865__1.58865	39492__D4JU81__xseA
ERR1913319.59227__1.59227	291644__I8YYM8__HMPREF1532_01562
ERR1913319.59254__1.59254	39492__A0A174ZG93__EUBSIR_00254
ERR1913319.59291__1.59291	820__A0A174TRB5__DXD40_11305
ERR1913319.59403__1.59403	820__R9I3Q7__HMPREF1072_01668
ERR1913319.59523__1.59523	28117__R7JJM9__ALIPUT_00662
ERR1913319.59974__1.59974	291644__I9TJP2__ERS852428_00842
ERR1913319.60008__1.60008	1262824__R6RMT2__BN719_01295
ERR1913319.60065__1.60065	39492__D4JQS6__ykoD
ERR1913319.60278__1.60278	1263000__R5EHB0__BN466_01647
ERR1913319.60286__1.60286	28117__B0MXW9__ALIPUT_01981
ERR1913319.60423__1.60423	820__A0A174G065__DXB62_08975
ERR1913319.60656__1.60656	820__A0A174CK74__DXB48_07060
ERR1913319.60633__1.60633	39492__A0A174ZP27__EUBSIR_00033
ERR1913319.60839__1.60839	28117__B0MST6__BHV66_06090
ERR1913319.61166__1.61166	823__E1YSG0__DHP27_00465
ERR1913319.61381__1.61381	821__A0A174NM17__lacZ_6
ERR1913319.61385__1.61385	820__E5VA63__DXC80_01025
ERR1913319.61603__1.61603	28117__B0MU58__BHV66_05630
ERR1913319.61548__1.61548	418240__A0A174G147__toxA_4
ERR1913319.61761__1.61761	246787__A0A108T1Y3__fepA_8
ERR1913319.61715__1.61715	39492__D4JSG7__EUBSIR_01006
ERR1913319.61718__1.61718	371601__A0A1C7H1B8__BN890_22320
ERR1913319.61824__1.61824	291644__I9ICI6__ERS852428_03889
ERR1913319.61944__1.61944	820__A0A3E4IBC1__M094_0628
ERR1913319.62220__1.62220	820__A7VAS1__HMPREF2141_03259
ERR1913319.62234__1.62234	28118__F9ZBY3__Odosp_3561
ERR1913319.62329__1.62329	216816__A0A0A6VPB9__B624_1780
ERR1913319.62264__1.62264	239935__A0A2N8IVR0__CXT87_07115
ERR1913319.62440__1.62440	28117__B0MT86__BHV66_02450
ERR1913319.62629__1.62629	246787__R6K7I2__BcellWH2_03256
ERR1913319.62944__1.62944	820__A0A174CG08__DXB62_13215
ERR1913319.62760__1.62760	239935__R7DVL7__CXT93_01180
ERR1913319.62998__1.62998	821__R9HFW2__DXD01_00365
ERR1913319.63026__1.63026	823__A6LEQ6__DXB14_05705
ERR1913319.63311__1.63311	821__A0A173XDD3__DXB82_17180
ERR1913319.63452__1.63452	328814__GCA_004558275.1_01621
ERR1913319.63542__1.63542	47678__R5UU25__DXB67_16190
ERR1913319.63676__1.63676	328814__GCA_004558275.1_00072
ERR1913319.63830__1.63830	853__A0A2J4JL53__CRH10_10795
ERR1913319.63760__1.63760	28117__B0MXU0__BHV66_07550
ERR1913319.63837__1.63837	820__A0A139K8N1__ERS852554_00951
ERR1913319.63876__1.63876	418240__C6J8B6__ERS852523_03677
ERR1913319.64014__1.64014	821__A0A3E4HP25__SAMN04487923_102450
ERR1913319.64305__1.64305	246787__A0A0P0FSC9__BACCELL_02534
ERR1913319.64377__1.64377	820__A0A173YYG4__evgS_3
ERR1913319.64706__1.64706	39491__D4JMW8__ERS852497_01971
ERR1913319.64777__1.64777	820__A0A3E5BMG9__DXD40_05130
ERR1913319.64783__1.64783	39492__D4JWY7__EUBSIR_01655
ERR1913319.64813__1.64813	1796613__R9HHZ9__ADH74_10095
ERR1913319.65018__1.65018	39492__D4JUD9__EUBSIR_01875
ERR1913319.65127__1.65127	328814__GCA_004558275.1_00293
ERR1913319.65155__1.65155	47678__A5ZHL2__DXB67_12495
ERR1913319.65215__1.65215	823__A6LEF3__ERS852560_01356
ERR1913319.65284__1.65284	239935__A0A139TPD4__CXT86_06450
ERR1913319.65490__1.65490	28116__A0A395VZB9__Bovatus_03205
ERR1913319.65693__1.65693	301301__A0A395VD41__RHOM_11540
ERR1913319.65890__1.65890	329854__R5M6T4__HMPREF2531_03715
ERR1913319.65899__1.65899	28116__A0A1Y4PHM7__DXA80_25130
ERR1913319.66035__1.66035	214856__A0A174H3U9__ERS852559_00612
ERR1913319.66279__1.66279	291644__I9SJI5__HMPREF1532_03725
ERR1913319.66351__1.66351	216816__D6DD25__APC1482_1109
ERR1913319.66352__1.66352	671267__R9IB12__C802_00696
ERR1913319.66561__1.66561	820__A0A174CG08__DXB62_13215
ERR1913319.66621__1.66621	291644__I9SPX8__ERS852428_01562
ERR1913319.66626__1.66626	820__A0A3E4GE89__DXB48_02565
ERR1913319.66596__1.66596	216816__D6DAZ0__DXD28_02040
ERR1913319.66600__1.66600	328814__GCA_004558275.1_00129
ERR1913319.66780__1.66780	820__A0A174F0C1__nreB
ERR1913319.66773__1.66773	418240__A0A174S4S6__adaA_5
ERR1913319.67010__1.67010	246787__R6KDR9__BcellWH2_02360
ERR1913319.67068__1.67068	1262824__R6RUK1__BN719_01316
ERR1913319.67117__1.67117	820__A0A3E4GA19__SAMN05444418_10562
ERR1913319.67209__1.67209	28117__B0MXX3__BHV66_07695
ERR1913319.67150__1.67150	820__A0A174EV88__HMPREF1072_01427
ERR1913319.67297__1.67297	239935__A0A2N8I1R3__CXU05_06075
ERR1913319.67324__1.67324	39492__D4JQU6__ERS852540_02194
ERR1913319.67651__1.67651	1262743__R5C054__BN727_01980
ERR1913319.67836__1.67836	820__A0A3E4G2R7__DXC07_00510
ERR1913319.67956__1.67956	28117__B0MY82__BHV66_04755
ERR1913319.67918__1.67918	820__A0A396EXA7__DXB37_15530
ERR1913319.68023__1.68023	291644__R5J2A9__HMPREF1071_01590
ERR1913319.68214__1.68214	1628085__A0A3E2XTK8__C7386_10217
ERR1913319.68333__1.68333	820__A0A173WZS4__DXD90_10250
ERR1913319.68696__1.68696	820__R9HXK9__DXB62_08265
ERR1913319.68959__1.68959	28118__R6FCJ1__mro_4
ERR1913319.69003__1.69003	357276__I9QPN3__EL88_09245
ERR1913319.69344__1.69344	291644__I8YUW1__HMPREF1532_01990
ERR1913319.69355__1.69355	39492__D4JTF5__ybeY
ERR1913319.69531__1.69531	39492__D4JSU6__dacB_3
ERR1913319.69599__1.69599	371601__D6D5Q9__BN890_35020
ERR1913319.69689__1.69689	239935__A0A2N8IRL2__CXU06_01170
ERR1913319.69919__1.69919	820__A0A3E4RU03__M093_0563
ERR1913319.70168__1.70168	853__A8SCP3__C4N26_07960
ERR1913319.70315__1.70315	28117__B0MWZ9__ALIPUT_01735
ERR1913319.70419__1.70419	821__A0A3E4WAR6__DXD64_10735
ERR1913319.70589__1.70589	821__A0A0P0L8F8__ERS852509_03705
ERR1913319.70521__1.70521	28117__B0MTW8__ALIPUT_00502
ERR1913319.70870__1.70870	28117__B0MVL5__BHV66_01660
ERR1913319.71058__1.71058	820__A0A139JUD3__DXC91_19380
ERR1913319.71142__1.71142	818__Q8A0V7__BSIG_2755
ERR1913319.71234__1.71234	39492__D4MMZ8__ERS852540_01407
ERR1913319.71389__1.71389	371601__D7J0R3__SAMN04487924_11751
ERR1913319.71506__1.71506	820__A0A139KHD8__ERS417307_00569
ERR1913319.71637__1.71637	1897011__A0A1Q6RDY7__BHW41_05255
ERR1913319.71660__1.71660	28117__B0MY41__BHV66_05165
ERR1913319.71665__1.71665	1262824__R6S4J6__BN719_00365
ERR1913319.71601__1.71601	820__A0A3E4RU03__M093_0563
ERR1913319.71731__1.71731	820__A0A139KIL9__DXC68_05945
ERR1913319.71877__1.71877	820__A0A174GYA8__DXB64_07370
ERR1913319.71836__1.71836	820__A0A3E4VZY4__ERS852554_01211
ERR1913319.71927__1.71927	39492__D4JU31__ERS852540_00198
ERR1913319.71905__1.71905	39492__D4MMZ8__ERS852540_01407
ERR1913319.72083__1.72083	239935__A0A2N8HZW2__A4V05_11120
ERR1913319.72094__1.72094	291644__R5JEU7__HMPREF1532_03611
ERR1913319.72095__1.72095	39492__A0A174ZG93__EUBSIR_00254
ERR1913319.72330__1.72330	821__A0A174V2F3__NCTC10583_01474
ERR1913319.72276__1.72276	820__A0A139KJR5__M093_4469
ERR1913319.72433__1.72433	328814__GCA_004558275.1_00296
ERR1913319.72510__1.72510	820__A0A174TRB5__DXD40_11305
ERR1913319.72678__1.72678	239935__B2UPZ6__CXU03_03800
ERR1913319.72774__1.72774	820__R9I2U8__DXC68_09590
ERR1913319.72797__1.72797	39492__D4JTF2__mutS2
ERR1913319.72957__1.72957	214856__I3YPI7__pepD_1
ERR1913319.72898__1.72898	820__A0A174A6K0__M093_0079
ERR1913319.72902__1.72902	823__A6LEF3__ERS852560_01356
ERR1913319.72925__1.72925	820__A0A139KHX1__HMPREF2141_00289
ERR1913319.73062__1.73062	820__A0A174TRB5__DXD40_11305
ERR1913319.73354__1.73354	487174__K0WRR5__DDY40_06130
ERR1913319.73397__1.73397	39492__D4JRZ7__smc
ERR1913319.73645__1.73645	291644__I8Y011__HMPREF1071_04228
ERR1913319.73971__1.73971	820__A0A3E4PYB0__yejM
ERR1913319.74056__1.74056	239935__A0A139TVJ4__CXT86_02020
ERR1913319.74091__1.74091	291644__I9TEJ3__luxQ_1
ERR1913319.74445__1.74445	214856__A0A174ZLY7__ERS852447_02456
ERR1913319.74462__1.74462	214856__A0A174ZLY7__ERS852447_02456
ERR1913319.74470__1.74470	29361__B6FRT6__CLONEX_02860
ERR1913319.74472__1.74472	820__A0A3E4RU03__M093_0563
ERR1913319.74532__1.74532	823__A0A355XH29__lolE_1
ERR1913319.74539__1.74539	214856__A0A174ZER9__ERS852559_00614
ERR1913319.74670__1.74670	291644__I9SZW4__HMPREF1071_02889
ERR1913319.74714__1.74714	33025__A0A395JHB7__C8D73_101754
ERR1913319.74768__1.74768	214856__A0A174G1M7__ERS852559_00594
ERR1913319.74775__1.74775	291644__I9TBA1__HMPREF1532_01959
ERR1913319.74867__1.74867	1262911__R6GQM3__BN557_01245
ERR1913319.74904__1.74904	820__A0A3E4IBC1__M094_0628
ERR1913319.75117__1.75117	47678__R5U558__ERS852558_02232
ERR1913319.75193__1.75193	821__A0A395UNT8__DXD64_15275
ERR1913319.75478__1.75478	28116__E5CHV5__B5F02_08530
ERR1913319.75644__1.75644	328814__GCA_004558275.1_00092
ERR1913319.75669__1.75669	291644__I8Y2A3__HMPREF1532_03851
ERR1913319.75716__1.75716	1262743__R5C054__BN727_01980
ERR1913319.75961__1.75961	28116__E5CCI3__NCTC11153_04275
ERR1913319.76004__1.76004	291644__R5JNC3__HMPREF1071_03576
ERR1913319.76177__1.76177	821__A0A174WBC9__ERS852556_03145
ERR1913319.76217__1.76217	28117__B0MT73__ALIPUT_00412
ERR1913319.76469__1.76469	291644__I8Y011__HMPREF1071_04228
ERR1913319.76555__1.76555	820__A0A174TRB5__DXD40_11305
ERR1913319.76737__1.76737	820__A0A174F0C1__nreB
ERR1913319.76765__1.76765	820__A0A173WUD7__DXB48_08055
ERR1913319.77247__1.77247	820__R9I2U8__DXC68_09590
ERR1913319.77332__1.77332	39492__D4JWR6__dnaN
ERR1913319.77364__1.77364	820__A0A374QGD2__ERS852421_02382
ERR1913319.77409__1.77409	1550024__G9RXA1__TQ39_18810
ERR1913319.77451__1.77451	47678__R5UAF6__ERS852494_02966
ERR1913319.77459__1.77459	39492__R6SPM9__pheT
ERR1913319.77609__1.77609	33039__A0A174ZX07__dapE_1
ERR1913319.77912__1.77912	820__A0A139KJ23__celCCA
ERR1913319.77932__1.77932	820__A0A139KEW8__DXB64_06405
ERR1913319.77946__1.77946	239935__A0A139TM51__CXT91_12120
ERR1913319.78013__1.78013	39492__D4MMZ8__ERS852540_01407
ERR1913319.78041__1.78041	818__Q8AAE0__Btheta7330_02023
ERR1913319.78181__1.78181	39492__D4MIK7__EUBSIR_00676
ERR1913319.78218__1.78218	74426__pdxS
ERR1913319.78297__1.78297	820__A0A3E4VZF8__C801_00319
ERR1913319.78305__1.78305	329854__R7E733__DXD57_00120
ERR1913319.78326__1.78326	823__A0A355XLH0__fepA_1
ERR1913319.78435__1.78435	214856__A0A174A1J3__ERS852447_01000
ERR1913319.78475__1.78475	820__A0A139K2N9__DXB62_12420
ERR1913319.78524__1.78524	1862668__GCA_001945525.1_00021
ERR1913319.78558__1.78558	418240__A0A174Q1I9__blaR1_1
ERR1913319.78588__1.78588	820__A0A3E4GA19__SAMN05444418_10562
ERR1913319.78682__1.78682	823__A6LC27__DXB14_11470
ERR1913319.78749__1.78749	291644__I9SQZ5__ERS852428_01656
ERR1913319.78731__1.78731	820__A0A3E4VZS7__DXC07_14435
ERR1913319.79145__1.79145	821__A0A395VMG0__DXC44_18080
ERR1913319.79183__1.79183	328814__GCA_004558275.1_00296
ERR1913319.79245__1.79245	214856__A0A174ZEF7__mboIIM_1
ERR1913319.79410__1.79410	1262992__R5DG08__BN795_00475
ERR1913319.79427__1.79427	214856__A0A174ZEF7__mboIIM_1
ERR1913319.79520__1.79520	291644__R5J2A9__HMPREF1071_01590
ERR1913319.79612__1.79612	820__A0A139KG04__ERS852459_01249
ERR1913319.79820__1.79820	818__A0A0P0FI06__BJP75_017205
ERR1913319.79851__1.79851	214856__I3YPN0__ERS852447_01398
ERR1913319.80000__1.80000	239935__A0A2N8I3G2__CXT89_00720
ERR1913319.80036__1.80036	821__A0A174NM17__lacZ_6
ERR1913319.80258__1.80258	357276__I9QBT7__BSEG_03340
ERR1913319.80310__1.80310	28117__B0MU76__ALIPUT_00202
ERR1913319.80324__1.80324	239935__A0A139TMZ5__CXU00_03150
ERR1913319.80477__1.80477	328814__GCA_004558275.1_00996
ERR1913319.80518__1.80518	820__A0A3E4IGA7__DXD40_07110
ERR1913319.80585__1.80585	820__A0A174A6K0__M093_0079
ERR1913319.80728__1.80728	821__U6RDC2__DXD46_15675
ERR1913319.80773__1.80773	328814__GCA_004558275.1_01744
ERR1913319.80823__1.80823	820__A0A3E5BMG9__DXD40_05130
ERR1913319.80921__1.80921	823__A0A395YRW4__DD466_15895
ERR1913319.80994__1.80994	544644__GCA_001915615.1_00078
ERR1913319.81109__1.81109	28117__B0MWX3__BHV66_03010
ERR1913319.81204__1.81204	1263005__R6EZN4__BN497_01957
ERR1913319.81164__1.81164	821__A0A174NM17__lacZ_6
ERR1913319.81342__1.81342	39492__D4MM10__EUBSIR_01460
ERR1913319.81353__1.81353	820__A0A3E4W9D9__B5G17_12400
ERR1913319.81571__1.81571	820__A7V859__ERS852462_00341
ERR1913319.81824__1.81824	291644__I8Y0K6__HMPREF1532_04085
ERR1913319.82027__1.82027	214856__A0A174ZEF7__mboIIM_1
ERR1913319.82141__1.82141	1262915__R6HFW1__BN574_00201
ERR1913319.82153__1.82153	823__A0A173TL14__M095_0764
ERR1913319.82436__1.82436	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913319.82465__1.82465	853__A0A173XRA8__CGS56_09290
ERR1913319.82469__1.82469	291644__I8Y6B7__HMPREF1532_02902
ERR1913319.82607__1.82607	357276__B6W1J2__BACDOR_03380
ERR1913319.82618__1.82618	28117__R7JJM9__ALIPUT_00662
ERR1913319.82628__1.82628	820__A0A139K426__B5G17_09115
ERR1913319.82663__1.82663	328814__GCA_004558275.1_00236
ERR1913319.82882__1.82882	28117__B0MY40__BHV66_05170
ERR1913319.83069__1.83069	820__A0A3E4IBC1__M094_0628
ERR1913319.83168__1.83168	47678__R5UPZ8__ERS852494_01752
ERR1913319.83363__1.83363	39492__D4JWI6__EUBSIR_01073
ERR1913319.83695__1.83695	239935__A0A2N8I368__CXT95_04550
ERR1913319.83781__1.83781	820__R9I2U8__DXC68_09590
ERR1913319.84105__1.84105	820__A0A139KA34__B5G17_05520
ERR1913319.84212__1.84212	820__A0A139K4T0__ERS852510_03146
ERR1913319.84318__1.84318	820__A0A3E5BMG9__DXD40_05130
ERR1913319.84320__1.84320	28118__F9Z7M2__B5F99_10065
ERR1913319.84435__1.84435	328814__GCA_004558275.1_01743
ERR1913319.84447__1.84447	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913319.84646__1.84646	328814__GCA_004558275.1_00090
ERR1913319.84658__1.84658	820__A0A374QGD2__ERS852421_02382
ERR1913319.84720__1.84720	39492__A0A174ZP27__EUBSIR_00033
ERR1913319.85124__1.85124	214856__A0A174ZLY7__ERS852447_02456
ERR1913319.85130__1.85130	28117__B0MWZ9__ALIPUT_01735
ERR1913319.85224__1.85224	820__A0A173WUD7__DXB48_08055
ERR1913319.85512__1.85512	328812__S0GP26__ACM15_02820
ERR1913319.85557__1.85557	820__A0A3E4WA06__ERS852554_03404
ERR1913319.85690__1.85690	28117__B0MWP2__ALIPUT_01468
ERR1913319.85787__1.85787	821__A0A396F9T7__M097_3427
ERR1913319.85837__1.85837	291644__R5JNC3__HMPREF1071_03576
ERR1913319.85987__1.85987	1262915__R6HE17__BN574_00326
ERR1913319.86111__1.86111	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913319.86352__1.86352	46228__V8CGG7__RUMLAC_01115
ERR1913319.86370__1.86370	820__A0A139KIL9__DXC68_05945
ERR1913319.86432__1.86432	28117__R7JMT0__BHV66_05875
ERR1913319.86486__1.86486	820__A0A139KIL9__DXC68_05945
ERR1913319.86490__1.86490	820__A0A139KIL9__DXC68_05945
ERR1913319.86563__1.86563	820__A0A174FUF0__HMPREF1073_03308
ERR1913319.86621__1.86621	246787__A0A0P0G254__axeA1_2
ERR1913319.86685__1.86685	820__A0A173YYG4__evgS_3
ERR1913319.86694__1.86694	39492__D4JV86__spoIIE
ERR1913319.86925__1.86925	214856__R5UN64__ERS852447_02669
ERR1913319.87296__1.87296	214856__I3YMN6__Alfi_1938
ERR1913319.87309__1.87309	328814__GCA_004558275.1_01003
ERR1913319.87449__1.87449	821__I9R3W6__DXC16_12455
ERR1913319.87617__1.87617	820__A0A174DZ97__SAMN05444418_101240
ERR1913319.87643__1.87643	39492__D4JR58__EUBSIR_02090
ERR1913319.87668__1.87668	820__I9J701__ERS852510_01809
ERR1913319.87894__1.87894	1262824__R6RZ30__BN719_01688
ERR1913319.87931__1.87931	216816__B7GNA5__BL71B_04625
ERR1913319.88044__1.88044	1304__A0A0Y1VYX0__DL08_03795
ERR1913319.88185__1.88185	28116__A0A1Y4Q114__DXF98_00470
ERR1913319.88295__1.88295	410072__A0A174BMP0__DXD67_03635
ERR1913319.88577__1.88577	823__A0A355XLS2__ERS852380_02644
ERR1913319.88680__1.88680	28117__B0MUL5__ALIPUT_00722
ERR1913319.88701__1.88701	1263000__R5ESM1__BN466_01440
ERR1913319.88709__1.88709	214856__I3YMC8__ERS852447_02666
ERR1913319.88784__1.88784	28117__B0MSR5__BHV66_02095
