ERR1913042.39__1.39	39491__A0A395ZDC6__addB
ERR1913042.27599__1.27599	154288__A0A173ZKS5__ycgJ_2
ERR1913042.27665__1.27665	39485__C4Z028__ERS852492_00100
ERR1913042.27669__1.27669	39485__A0A174Z2K9__ERS852490_02052
ERR1913042.27677__1.27677	69974__A0A090FEL8__MPL3365_630008
ERR1913042.27683__1.27683	39491__A0A395ZDC6__addB
ERR1913042.27761__1.27761	47678__R5UU99__C5Z00_11925
ERR1913042.27784__1.27784	165179__A0A3E5EB26__CFT61_02800
ERR1913042.27892__1.27892	69974__A0A090FEL8__MPL3365_630008
ERR1913042.27880__1.27880	40518__R5DS23__DXD86_01715
ERR1913042.28022__1.28022	1262992__R5D6J2__BN795_00288
ERR1913042.28184__1.28184	216816__C5E7T6__B5781_0828
ERR1913042.28241__1.28241	165179__A0A229I7F5__DXB80_02650
ERR1913042.28309__1.28309	310298__B3JH76__BACCOP_01230
ERR1913042.28356__1.28356	28116__C3R1N5__SAMN05444282_12443
ERR1913042.28397__1.28397	884684__GCA_002892425.1_01408
ERR1913042.28448__1.28448	69974__A0A090FEL8__MPL3365_630008
ERR1913042.28662__1.28662	39485__A0A174YRS0__ERS852492_00307
ERR1913042.28770__1.28770	1262739__R6MK77__BN659_00760
ERR1913042.28857__1.28857	39491__A0A396FJJ9__DXB76_11995
ERR1913042.28885__1.28885	310298__B3JFQ2__BACCOP_00703
ERR1913042.28895__1.28895	626933__H1DGX0__HMPREF9449_01506
ERR1913042.28940__1.28940	821__D4VD59__BHV80_04260
ERR1913042.28942__1.28942	204516__U6RFU0__HMPREF1534_02545
ERR1913042.29011__1.29011	310298__B3JGJ2__BACCOP_00994
ERR1913042.28994__1.28994	853__A0A174BA00__DW905_01145
ERR1913042.29209__1.29209	69974__A0A090FEL8__MPL3365_630008
ERR1913042.29409__1.29409	88431__A0A3E5GJ50__DORLON_02273
ERR1913042.29417__1.29417	204516__U6RH18__HMPREF1534_01847
ERR1913042.29425__1.29425	69974__A0A090FEL8__MPL3365_630008
ERR1913042.29470__1.29470	69974__A0A090FEL8__MPL3365_630008
ERR1913042.29608__1.29608	853__A0A2A7B1Y7__C7K05_11930
ERR1913042.29537__1.29537	1262924__R7HQN1__BN585_00550
ERR1913042.29538__1.29538	69974__A0A090FEL8__MPL3365_630008
ERR1913042.29657__1.29657	69974__A0A090FEL8__MPL3365_630008
ERR1913042.29693__1.29693	823__A6LHJ7__ERS852380_00253
ERR1913042.29704__1.29704	626933__H1DGX0__HMPREF9449_01506
ERR1913042.29664__1.29664	39485__C4Z6R3__mcp2_1
ERR1913042.29730__1.29730	165179__A0A3E5EAM5__DXC61_07785
ERR1913042.29736__1.29736	165179__A0A3E5EB26__CFT61_02800
ERR1913042.29737__1.29737	39485__A0A174Z551__glnL
ERR1913042.29853__1.29853	69974__A0A090FEL8__MPL3365_630008
ERR1913042.29879__1.29879	626933__H1DGX0__HMPREF9449_01506
ERR1913042.29902__1.29902	69974__A0A090FEL8__MPL3365_630008
ERR1913042.29927__1.29927	310298__B3JFK5__BACCOP_00655
ERR1913042.30142__1.30142	165179__A0A3E5ED28__PREVCOP_06655
ERR1913042.30265__1.30265	820__A0A174GYA8__DXB64_07370
ERR1913042.30376__1.30376	69974__A0A090FEL8__MPL3365_630008
ERR1913042.30464__1.30464	39491__A0A395V464__EUBREC_1509
ERR1913042.30545__1.30545	39485__R5ZT06__EUBELI_20526
ERR1913042.30565__1.30565	204516__U6R9E6__HMPREF1534_03149
ERR1913042.30609__1.30609	39491__A0A395ZHW9__DXC13_02590
ERR1913042.30654__1.30654	69974__A0A090FEL8__MPL3365_630008
ERR1913042.30670__1.30670	216816__B7GN29__BL72_08765
ERR1913042.30760__1.30760	487173__H1D020__HMPREF9453_00958
ERR1913042.30770__1.30770	165179__A0A3E5AER8__DXB80_07075
ERR1913042.30807__1.30807	39491__A0A395UYM9__DXC13_07980
ERR1913042.30915__1.30915	39491__A0A396FPV7__ERS852580_01177
ERR1913042.30969__1.30969	853__A0A2A7A4A9__C4N21_14870
ERR1913042.30994__1.30994	1262924__R7HU74__BN585_00690
ERR1913042.31093__1.31093	310298__B3JQD7__BACCOP_04095
ERR1913042.31114__1.31114	821__A0A174JYD3__ERS852457_02610
ERR1913042.31153__1.31153	310298__B3JMG0__BACCOP_03099
ERR1913042.31208__1.31208	39491__A0A396FSN2__EUBREC_0707
ERR1913042.31374__1.31374	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913042.31434__1.31434	39485__A0A1Q6PGI7__pehX_3
ERR1913042.31478__1.31478	69974__A0A090FEL8__MPL3365_630008
ERR1913042.31544__1.31544	39485__A0A1Q6PH92__cbbX
ERR1913042.31734__1.31734	39491__C4ZC33__DXC13_11585
ERR1913042.31751__1.31751	28118__F9Z6X2__B5F99_11710
ERR1913042.31780__1.31780	28117__B0MSR5__BHV66_02095
ERR1913042.31782__1.31782	853__D4JY61__C4N21_10560
ERR1913042.31787__1.31787	1160721__W0U3Q4__BHW50_08110
ERR1913042.31808__1.31808	39491__C4ZCV5__DXB99_11855
ERR1913042.31817__1.31817	69974__A0A090FEL8__MPL3365_630008
ERR1913042.31983__1.31983	28116__F7LEX0__CUY_5042
ERR1913042.32180__1.32180	69974__A0A090FEL8__MPL3365_630008
ERR1913042.32207__1.32207	165179__A0A3E4SID1__DXB80_01945
ERR1913042.32262__1.32262	626933__H1DGX0__HMPREF9449_01506
ERR1913042.32370__1.32370	853__A0A173T6P2__DWZ46_14595
ERR1913042.32435__1.32435	853__A0A173XRA8__CGS56_09290
ERR1913042.32451__1.32451	39485__A0A174YZE2__spoIIE
ERR1913042.32465__1.32465	853__A0A173T751__C4N24_10280
ERR1913042.32626__1.32626	39485__C4Z6B7__EUBELI_20364
ERR1913042.32663__1.32663	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913042.32727__1.32727	39496__A5Z5I2__EUBVEN_00963
ERR1913042.32902__1.32902	69974__A0A090FEL8__MPL3365_630008
ERR1913042.32996__1.32996	626933__H1DGX0__HMPREF9449_01506
ERR1913042.33065__1.33065	154288__A0A174QD73__rsmB
ERR1913042.33034__1.33034	69974__A0A090FEL8__MPL3365_630008
ERR1913042.33143__1.33143	69974__A0A090FEL8__MPL3365_630008
ERR1913042.33249__1.33249	1680__A0A076JNH5__DXC60_03835
ERR1913042.33251__1.33251	39490__U2NUP5__HMPREF0373_03106
ERR1913042.33315__1.33315	301302__A0A0M6WZT5__M72_18331
ERR1913042.33459__1.33459	39485__R5ZVC3__ERS852490_00250
ERR1913042.33464__1.33464	47678__R5UUD7__bga_1
ERR1913042.33519__1.33519	69974__A0A090FEL8__MPL3365_630008
ERR1913042.33525__1.33525	165179__A0A3E5A554__DXB80_13805
ERR1913042.33502__1.33502	69974__A0A090FEL8__MPL3365_630008
ERR1913042.33548__1.33548	626933__H1DGX0__HMPREF9449_01506
ERR1913042.33578__1.33578	818__A0A174TXD9__C799_03229
ERR1913042.33613__1.33613	69974__A0A090FEL8__MPL3365_630008
ERR1913042.33626__1.33626	39492__D4JT91__EUBSIR_01750
ERR1913042.33652__1.33652	204516__U6RFB2__HMPREF1534_01733
ERR1913042.33671__1.33671	69974__A0A090FEL8__MPL3365_630008
ERR1913042.33672__1.33672	626933__H1DGX0__HMPREF9449_01506
ERR1913042.33732__1.33732	39485__A0A1Q6PGI3__ERS852492_02967
ERR1913042.33919__1.33919	69974__A0A090FEL8__MPL3365_630008
ERR1913042.34059__1.34059	165179__D1PHD6__DXC61_03380
ERR1913042.34035__1.34035	165179__D1PES9__DXB80_11585
ERR1913042.34095__1.34095	69974__A0A090FEL8__MPL3365_630008
ERR1913042.34153__1.34153	165179__A0A229I4J4__proA
ERR1913042.34253__1.34253	853__C7H7F5__DWZ46_01780
ERR1913042.34341__1.34341	69974__A0A090FEL8__MPL3365_630008
ERR1913042.34433__1.34433	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913042.34463__1.34463	1262924__R7HRA8__BN585_01680
ERR1913042.34605__1.34605	204516__U6RGN8__HMPREF1534_01465
ERR1913042.34758__1.34758	39488__A0A374NTX6__DXD91_03400
ERR1913042.35006__1.35006	28118__R6FFY9__DHW44_14630
ERR1913042.35034__1.35034	1262911__R6GPM2__BN557_00937
ERR1913042.35180__1.35180	28117__R7JIJ8__BHV66_01635
ERR1913042.35230__1.35230	69974__A0A090FEL8__MPL3365_630008
ERR1913042.35293__1.35293	28116__A0A3D2LWY1__ERS852555_01619
ERR1913042.35429__1.35429	820__A0A174DZ97__SAMN05444418_101240
ERR1913042.35561__1.35561	204516__U6RFY9__HMPREF1534_02069
ERR1913042.35598__1.35598	165179__A0A3E5EB26__CFT61_02800
ERR1913042.35686__1.35686	1262739__R6MJ86__BN659_00644
ERR1913042.35748__1.35748	1262924__R7HQI4__BN585_00500
ERR1913042.35842__1.35842	47678__R5U325__HMPREF1061_03209
ERR1913042.35977__1.35977	310298__B3JFK6__BACCOP_00656
ERR1913042.35960__1.35960	1796652__ltrA_3
ERR1913042.36009__1.36009	310298__B3JEE8__BACCOP_00239
ERR1913042.36054__1.36054	1262930__R6AUL9__BN693_02008
ERR1913042.36063__1.36063	204516__U6RDJ3__HMPREF1534_02097
ERR1913042.36065__1.36065	820__A0A1T4IY71__HMPREF2141_02402
ERR1913042.36143__1.36143	1965547__A0A1Y4TSK9__B5E62_13295
ERR1913042.36157__1.36157	28117__B0MXR1__BHV66_08035
ERR1913042.36229__1.36229	39491__R6TQ09__DXC13_03010
ERR1913042.36247__1.36247	204516__U6RR96__HMPREF1534_00277
ERR1913042.36358__1.36358	204516__U6RN30__HMPREF1534_00370
ERR1913042.36442__1.36442	69974__A0A090FEL8__MPL3365_630008
ERR1913042.36448__1.36448	39485__C4Z390__EUBELI_01689
ERR1913042.36499__1.36499	40518__R5DR72__RBL236_02110
ERR1913042.36479__1.36479	69974__A0A090FEL8__MPL3365_630008
ERR1913042.36519__1.36519	853__A0A2A7A4A9__C4N21_14870
ERR1913042.36662__1.36662	40518__R5E4E8__phoR_4
ERR1913042.36722__1.36722	328814__GCA_004558275.1_00999
ERR1913042.36821__1.36821	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913042.36848__1.36848	853__A0A2A7B9I6__DW855_13690
ERR1913042.36888__1.36888	246796__GCA_002003685.1_02873
ERR1913042.36939__1.36939	165179__D1PGU8__PREVCOP_06463
ERR1913042.37053__1.37053	40518__R5DX31__DXD86_09775
ERR1913042.37073__1.37073	626933__H1DGX0__HMPREF9449_01506
ERR1913042.37092__1.37092	1262911__R6GT99__BN557_01335
ERR1913042.37202__1.37202	1897011__A0A1Q6RDW7__BHW41_05280
ERR1913042.37308__1.37308	39485__A0A174YQX9__ERS852490_00864
ERR1913042.37421__1.37421	487174__K0X2Q8__DDY40_04590
ERR1913042.37696__1.37696	649756__R7C0E8__ERS852387_01288
ERR1913042.37754__1.37754	204516__U6RFB2__HMPREF1534_01733
ERR1913042.37841__1.37841	165179__A0A3E5AHY4__CFT61_07675
ERR1913042.37928__1.37928	39485__R5ZZA6__ERS852490_00168
ERR1913042.37951__1.37951	69974__A0A090FEL8__MPL3365_630008
ERR1913042.38011__1.38011	1262924__R7HQ14__BN585_00419
ERR1913042.38019__1.38019	487173__H1D371__HMPREF9453_02059
ERR1913042.38037__1.38037	39491__A0A395ZBQ4__cph2_2
ERR1913042.38115__1.38115	39491__A0A396FKI0__DXC13_11560
ERR1913042.38159__1.38159	165179__A0A3E5EB26__CFT61_02800
ERR1913042.38175__1.38175	310298__B3JEE8__BACCOP_00239
ERR1913042.38409__1.38409	204516__U6RFB2__HMPREF1534_01733
ERR1913042.38536__1.38536	626933__H1DGX0__HMPREF9449_01506
ERR1913042.38582__1.38582	1796613__A0A1C7GYD6__A4V03_03700
ERR1913042.38639__1.38639	820__A0A139K4W1__M093_0353
ERR1913042.38779__1.38779	821__C6ZAA5__ERS852556_00403
ERR1913042.38916__1.38916	204516__U6RDD8__HMPREF1534_02559
ERR1913042.38979__1.38979	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913042.39060__1.39060	28117__B0MTW8__ALIPUT_00502
ERR1913042.39142__1.39142	310298__B3JK49__BACCOP_02273
ERR1913042.39148__1.39148	47678__R5U8P0__DW706_15950
ERR1913042.39265__1.39265	821__A0A395VIK7__BVU_1225
ERR1913042.39351__1.39351	28117__B0MWP2__ALIPUT_01468
ERR1913042.39331__1.39331	69974__A0A090FEL8__MPL3365_630008
ERR1913042.39451__1.39451	47678__R5V127__HMPREF1061_04334
ERR1913042.39594__1.39594	853__A0A173T8T3__DW882_06555
ERR1913042.39688__1.39688	853__A0A329UEG4__CHR60_00585
ERR1913042.39879__1.39879	69974__A0A090FEL8__MPL3365_630008
ERR1913042.40117__1.40117	818__R9HBA6__HMPREF2534_04317
ERR1913042.40153__1.40153	69974__A0A090FEL8__MPL3365_630008
ERR1913042.40383__1.40383	1262739__R6MMI4__BN659_01195
ERR1913042.40408__1.40408	165179__A0A3E4SID1__DXB80_01945
ERR1913042.40586__1.40586	1262924__R7HRT1__BN585_00630
ERR1913042.40604__1.40604	1628085__A0A3E2Y1Z4__C7386_12230
ERR1913042.40653__1.40653	410072__C0BAN0__ERS852525_02648
ERR1913042.40709__1.40709	39491__C4ZHS4__EUR_24420
ERR1913042.40806__1.40806	28117__B0MUT8__ALIPUT_00879
ERR1913042.40860__1.40860	39485__A0A174ZA08__EUBELI_01019
ERR1913042.40874__1.40874	204516__U6R838__HMPREF1534_03867
ERR1913042.40876__1.40876	820__A0A3E4G826__C801_01612
ERR1913042.41086__1.41086	820__A0A374QGD2__ERS852421_02382
ERR1913042.41117__1.41117	328814__GCA_004558275.1_01847
ERR1913042.41142__1.41142	69974__A0A090FEL8__MPL3365_630008
ERR1913042.41265__1.41265	69974__A0A090FEL8__MPL3365_630008
ERR1913042.41269__1.41269	371601__D6D4P3__BN890_24980
ERR1913042.41320__1.41320	69974__A0A090FEL8__MPL3365_630008
ERR1913042.41467__1.41467	552398__F4XCR9__HMPREF0866_01636
ERR1913042.41551__1.41551	626933__H1DGX0__HMPREF9449_01506
ERR1913042.41658__1.41658	47678__R5U3L4__C5Z00_12600
ERR1913042.41669__1.41669	165179__D1PEQ5__PREVCOP_05711
ERR1913042.41960__1.41960	310298__B3JFH4__BACCOP_00624
ERR1913042.42154__1.42154	40520__A0A396A2X5__ERS852533_01341
ERR1913042.42205__1.42205	310298__B3JMZ2__BACCOP_03297
ERR1913042.42227__1.42227	1262924__R7HMZ0__BN585_01986
ERR1913042.42235__1.42235	28117__B0N007__BHV66_10275
ERR1913042.42389__1.42389	165179__A0A3E5A5E5__DXC61_13965
ERR1913042.42460__1.42460	626933__H1DGX0__HMPREF9449_01506
ERR1913042.42507__1.42507	487173__H1D2K8__HMPREF9453_01846
ERR1913042.42510__1.42510	165179__D1PHC0__PREVCOP_06640
ERR1913042.42525__1.42525	69974__A0A090FEL8__MPL3365_630008
ERR1913042.42624__1.42624	165179__A0A174IPI3__CFT61_10940
ERR1913042.42745__1.42745	40518__R5DVR2__RBL236_00303
ERR1913042.42748__1.42748	204516__U6R838__HMPREF1534_03867
ERR1913042.42860__1.42860	69974__A0A090FEL8__MPL3365_630008
ERR1913042.42888__1.42888	853__C7H7F8__yccM_1
ERR1913042.42923__1.42923	853__D4KAK8__C4N21_13380
ERR1913042.43019__1.43019	310298__B3JH76__BACCOP_01230
ERR1913042.43117__1.43117	310298__B3JFS5__BACCOP_00726
ERR1913042.43181__1.43181	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913042.43375__1.43375	310298__B3JK99__BACCOP_02328
ERR1913042.43680__1.43680	165179__A0A3E5A554__DXB80_13805
ERR1913042.43734__1.43734	28116__A7M0W7__SAMN05444282_11172
ERR1913042.43814__1.43814	39485__C4Z6B7__EUBELI_20364
ERR1913042.43817__1.43817	1160721__R6TH82__BHW50_00835
ERR1913042.43864__1.43864	310298__B3JQJ5__BACCOP_04231
ERR1913042.43928__1.43928	69974__A0A090FEL8__MPL3365_630008
ERR1913042.43938__1.43938	165179__A0A174SA26__PREVCOP_05758
ERR1913042.43944__1.43944	1262924__R7HR75__BN585_00689
ERR1913042.44005__1.44005	40518__R5DYU1__DXD86_01160
ERR1913042.44036__1.44036	69974__A0A090FEL8__MPL3365_630008
ERR1913042.44040__1.44040	28117__B0MTV3__BHV66_06405
ERR1913042.44144__1.44144	69974__A0A090FEL8__MPL3365_630008
ERR1913042.44267__1.44267	69974__A0A090FEL8__MPL3365_630008
ERR1913042.44279__1.44279	69974__A0A090FEL8__MPL3365_630008
ERR1913042.44487__1.44487	310298__B3JI31__BACCOP_01543
ERR1913042.44423__1.44423	69974__A0A090FEL8__MPL3365_630008
ERR1913042.44433__1.44433	69974__A0A090FEL8__MPL3365_630008
ERR1913042.44458__1.44458	28118__R6FC74__DHW44_13330
ERR1913042.44502__1.44502	165179__A0A3E5DN34__DXC61_07865
ERR1913042.44545__1.44545	69974__A0A090FEL8__MPL3365_630008
ERR1913042.44526__1.44526	671267__R9IB12__C802_00696
ERR1913042.44529__1.44529	1680__A0A173X776__B0070_1318
ERR1913042.44661__1.44661	1628085__A0A3E2Y1Z4__C7386_12230
ERR1913042.44794__1.44794	69974__A0A090FEL8__MPL3365_630008
ERR1913042.44805__1.44805	165179__D1PHC0__PREVCOP_06640
ERR1913042.44781__1.44781	410072__C0B8D2__DXD67_01675
ERR1913042.44932__1.44932	1262924__R7HPS8__BN585_00646
ERR1913042.45035__1.45035	310298__B3JQJ5__BACCOP_04231
ERR1913042.45132__1.45132	216816__E8MU45__DPC6316_1140
ERR1913042.45176__1.45176	69974__A0A090FEL8__MPL3365_630008
ERR1913042.45219__1.45219	204516__U6RDD8__HMPREF1534_02559
ERR1913042.45223__1.45223	165179__A0A3E5E8N5__DXC61_13460
ERR1913042.45292__1.45292	40518__R5DQW8__sipW_2
ERR1913042.45324__1.45324	1262743__R5C054__BN727_01980
ERR1913042.45340__1.45340	39491__A0A0M6WNS5__DXC13_02015
ERR1913042.45402__1.45402	39485__A0A1Q6PHM3__ERS852490_03067
ERR1913042.45589__1.45589	165179__A0A3E5AGH1__DXB80_05820
ERR1913042.45620__1.45620	39485__A0A174YMD0__EUBELI_01093
ERR1913042.45642__1.45642	39492__D4JTK2__EUBSIR_01439
ERR1913042.45656__1.45656	39485__A0A174YVL0__xynZ_2
ERR1913042.45673__1.45673	1535__A7VQE3__CH238_12130
ERR1913042.45685__1.45685	165179__R6PU83__CFT61_14275
ERR1913042.45693__1.45693	626933__H1DGX0__HMPREF9449_01506
ERR1913042.45738__1.45738	69974__A0A090FEL8__MPL3365_630008
ERR1913042.46054__1.46054	69974__A0A090FEL8__MPL3365_630008
ERR1913042.46090__1.46090	47678__A5ZH12__DXB67_04890
ERR1913042.46198__1.46198	69974__A0A090FEL8__MPL3365_630008
ERR1913042.46277__1.46277	310298__B3JMZ2__BACCOP_03297
ERR1913042.46312__1.46312	1262924__R7HTW2__BN585_00604
ERR1913042.46318__1.46318	371601__A0A139LNL6__ERS852396_04350
ERR1913042.46618__1.46618	820__A0A139KEW8__DXB64_06405
ERR1913042.46791__1.46791	487173__H1D090__HMPREF9453_01028
ERR1913042.46898__1.46898	820__A0A3E4WA06__ERS852554_03404
ERR1913042.46938__1.46938	165179__A0A3E5EB26__CFT61_02800
ERR1913042.46940__1.46940	69974__A0A090FEL8__MPL3365_630008
ERR1913042.47011__1.47011	69974__A0A090FEL8__MPL3365_630008
ERR1913042.47137__1.47137	626933__H1DGX0__HMPREF9449_01506
ERR1913042.47234__1.47234	39491__A0A395ZHV7__ykvU
ERR1913042.47281__1.47281	40520__R7D9Z5__DXD81_01525
ERR1913042.47438__1.47438	165179__D1PGU8__PREVCOP_06463
ERR1913042.47572__1.47572	69974__A0A090FEL8__MPL3365_630008
ERR1913042.47573__1.47573	39491__A0A395V5R3__EUBREC_1883
ERR1913042.47603__1.47603	40518__R5DP61__DXD86_06345
ERR1913042.47785__1.47785	69974__A0A090FEL8__MPL3365_630008
ERR1913042.47822__1.47822	1263107__GCA_000436995.1_00097
ERR1913042.48082__1.48082	204516__U6R838__HMPREF1534_03867
ERR1913042.48183__1.48183	823__A0A073I5R7__cloSI
ERR1913042.48202__1.48202	165179__D1PHV2__PREVCOP_06822
ERR1913042.48256__1.48256	1965604__A0A1Y4ERL1__B5F54_16810
ERR1913042.48331__1.48331	165179__A0A229I7F5__DXB80_02650
ERR1913042.48306__1.48306	47678__A5ZI88__BACCAC_02617
ERR1913042.48433__1.48433	39485__A0A174Z7G5__EUBELI_01168
ERR1913042.48460__1.48460	1343__E3CNF4__comA
ERR1913042.48616__1.48616	40518__R5E6K4__RB5AMG_02070
ERR1913042.48636__1.48636	820__I9J701__ERS852510_01809
ERR1913042.48921__1.48921	310298__B3JNG7__BACCOP_03480
ERR1913042.48955__1.48955	39491__D4JMW8__ERS852497_01971
ERR1913042.49019__1.49019	69974__A0A090FEL8__MPL3365_630008
ERR1913042.49104__1.49104	487173__H1CYJ4__HMPREF9453_00432
ERR1913042.49235__1.49235	1796613__A0A1C7GYD6__A4V03_03700
ERR1913042.49276__1.49276	626933__H1DGX0__HMPREF9449_01506
ERR1913042.49437__1.49437	1262743__R5C3A8__BN727_00457
ERR1913042.49528__1.49528	40519__U2KFV5__RUMCAL_00204
ERR1913042.49550__1.49550	69974__A0A090FEL8__MPL3365_630008
ERR1913042.49656__1.49656	310298__B3JH76__BACCOP_01230
ERR1913042.49717__1.49717	39491__C4ZF05__vpr
ERR1913042.49722__1.49722	39485__C4Z6K2__ERS852490_00407
ERR1913042.49782__1.49782	69974__A0A090FEL8__MPL3365_630008
ERR1913042.49865__1.49865	165179__A0A3E5EAM5__DXC61_07785
ERR1913042.50215__1.50215	39485__C4Z0B2__EUBELI_01024
ERR1913042.50181__1.50181	69974__A0A090FEL8__MPL3365_630008
ERR1913042.50277__1.50277	69974__A0A090FEL8__MPL3365_630008
ERR1913042.50319__1.50319	39491__A0A396FTE5__ERS852417_01346
ERR1913042.50470__1.50470	39491__A0A395V0H6__ERS852580_02570
ERR1913042.50481__1.50481	69974__A0A090FEL8__MPL3365_630008
ERR1913042.50509__1.50509	69974__A0A090FEL8__MPL3365_630008
ERR1913042.50530__1.50530	39485__C4Z069__EUBELI_00981
ERR1913042.50552__1.50552	165179__A0A3E5EAM5__DXC61_07785
ERR1913042.50598__1.50598	69974__A0A090FEL8__MPL3365_630008
ERR1913042.50659__1.50659	69974__A0A090FEL8__MPL3365_630008
ERR1913042.50678__1.50678	69974__A0A090FEL8__MPL3365_630008
ERR1913042.50775__1.50775	165179__A0A229I3Z6__PREVCOP_03666
ERR1913042.50772__1.50772	204516__U6RFB2__HMPREF1534_01733
ERR1913042.50851__1.50851	626933__H1DGX0__HMPREF9449_01506
ERR1913042.50965__1.50965	853__A0A2A7B9I6__DW855_13690
ERR1913042.50962__1.50962	1393034__GCA_001552785.1_00728
ERR1913042.51001__1.51001	1262924__R7HQV3__BN585_00017
ERR1913042.51035__1.51035	216816__D6D9J4__DPC6320_0487
ERR1913042.51047__1.51047	310298__B3JK97__BACCOP_02326
ERR1913042.51167__1.51167	1160721__R6TBU4__BHW50_04080
ERR1913042.51260__1.51260	28117__B0MY40__BHV66_05170
ERR1913042.51233__1.51233	310298__B3JKM0__BACCOP_02451
ERR1913042.51389__1.51389	69974__A0A090FEL8__MPL3365_630008
ERR1913042.51428__1.51428	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913042.51439__1.51439	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913042.51448__1.51448	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913042.51535__1.51535	39491__R6TQ09__DXC13_03010
ERR1913042.51553__1.51553	69974__A0A090FEL8__MPL3365_630008
ERR1913042.51584__1.51584	357276__B6VYT9__HMPREF1063_05030
ERR1913042.51883__1.51883	853__C7H7F5__DWZ46_01780
ERR1913042.52004__1.52004	165179__D1PGU8__PREVCOP_06463
ERR1913042.52021__1.52021	853__A0A173T0Y8__CGS54_07215
ERR1913042.52022__1.52022	204516__U6R9L2__HMPREF1534_03110
ERR1913042.52206__1.52206	820__A0A139K5A6__DXB48_12175
ERR1913042.52320__1.52320	69974__A0A090FEL8__MPL3365_630008
ERR1913042.52327__1.52327	39485__A0A174ZUV1__tig_3
ERR1913042.52408__1.52408	821__A0A396F9T7__M097_3427
ERR1913042.52477__1.52477	626933__H1DGX0__HMPREF9449_01506
ERR1913042.52635__1.52635	39485__R5ZZA6__ERS852490_00168
ERR1913042.52674__1.52674	487175__R5E4A0__HMPREF9439_00832
ERR1913042.52755__1.52755	39491__A0A395V464__EUBREC_1509
ERR1913042.52788__1.52788	1535__A7VVY3__CLOLEP_02747
ERR1913042.52791__1.52791	28117__B0MTI4__ALIPUT_00084
ERR1913042.52794__1.52794	28117__B0MXW9__ALIPUT_01981
ERR1913042.52820__1.52820	626933__H1DGX0__HMPREF9449_01506
ERR1913042.52894__1.52894	69974__A0A090FEL8__MPL3365_630008
ERR1913042.52858__1.52858	69974__A0A090FEL8__MPL3365_630008
ERR1913042.52860__1.52860	39485__A0A174ZJ84__EUBELI_00107
ERR1913042.52927__1.52927	47678__I9EFP9__DXB67_08530
ERR1913042.52932__1.52932	310298__B3JNH3__BACCOP_03486
ERR1913042.52957__1.52957	69974__A0A090FEL8__MPL3365_630008
ERR1913042.52973__1.52973	204516__U6RR96__HMPREF1534_00277
ERR1913042.53028__1.53028	69974__A0A090FEL8__MPL3365_630008
ERR1913042.53150__1.53150	69974__A0A090FEL8__MPL3365_630008
ERR1913042.53177__1.53177	1262924__R7HQX0__BN585_00307
ERR1913042.53202__1.53202	69974__A0A090FEL8__MPL3365_630008
ERR1913042.53219__1.53219	33033__A8SKV4__NW74_07260
ERR1913042.53249__1.53249	39491__A0A396FE96__EUR_00280
ERR1913042.53284__1.53284	1262924__R7HKZ9__BN585_01304
ERR1913042.53266__1.53266	40519__U2KQB5__RUMCAL_02079
ERR1913042.53288__1.53288	165179__A0A3E5EAM5__DXC61_07785
ERR1913042.53495__1.53495	821__A0A174JYD3__ERS852457_02610
ERR1913042.53517__1.53517	165179__A0A3E5AER8__DXB80_07075
ERR1913042.53533__1.53533	39491__A0A396FM36__DXB99_00820
ERR1913042.53649__1.53649	2293125__A0A374CIC9__DW917_02045
ERR1913042.53775__1.53775	2292284__A0A374V9L1__DXC10_09375
ERR1913042.53780__1.53780	310298__B3JMG0__BACCOP_03099
ERR1913042.53766__1.53766	853__A0A2A7B1Y7__C7K05_11930
ERR1913042.53919__1.53919	165179__W1I4H6__DXB80_13655
ERR1913042.53978__1.53978	165179__A0A3E5ED28__PREVCOP_06655
ERR1913042.54094__1.54094	1262992__R5D224__BN795_00203
ERR1913042.54110__1.54110	1262924__R7HKZ9__BN585_01304
ERR1913042.54150__1.54150	69974__A0A090FEL8__MPL3365_630008
ERR1913042.54174__1.54174	40518__R5E642__RBATCC27255_00729
ERR1913042.54302__1.54302	165179__A0A3E5E8N5__DXC61_13460
ERR1913042.54358__1.54358	1323__A0A380LLF9__NCTC11087_00995
ERR1913042.54473__1.54473	820__A0A374Q8T2__DXB64_16190
ERR1913042.54482__1.54482	69974__A0A090FEL8__MPL3365_630008
ERR1913042.54513__1.54513	39485__C4Z6K2__ERS852490_00407
ERR1913042.54518__1.54518	69974__A0A090FEL8__MPL3365_630008
ERR1913042.54551__1.54551	47678__R5UD76__BACCAC_01373
ERR1913042.54585__1.54585	28116__R6JI94__ERS852555_01222
