ERR1913301.129__1.129	28118__F9Z8K4__Odosp_0843
ERR1913301.40518__1.40518	626940__R6WR72__HMPREF9443_00288
ERR1913301.40731__1.40731	39492__D4JRZ7__smc
ERR1913301.40690__1.40690	28025__A0A0L7CV89__Balat_1383
ERR1913301.40794__1.40794	820__A0A396EUV1__B5G17_06465
ERR1913301.40963__1.40963	1262924__R7HPG6__BN585_00099
ERR1913301.41083__1.41083	901__A0A1K1LFD7__DHV46_01840
ERR1913301.41187__1.41187	165179__D1PGJ6__DXC61_07300
ERR1913301.41194__1.41194	820__A0A139KH21__DXC80_01780
ERR1913301.41233__1.41233	28052__A0A174KBY5__slyD
ERR1913301.41361__1.41361	1262882__R5N1N6__BN519_00968
ERR1913301.41460__1.41460	166486__D4KRN9__ERS852572_01822
ERR1913301.41566__1.41566	165179__A0A3E5EDS1__DXC61_03115
ERR1913301.41649__1.41649	165179__A0A3E5E2S3__DXB80_03455
ERR1913301.41609__1.41609	1262929__R6F4F7__BN691_01167
ERR1913301.41712__1.41712	39492__D4JR08__ERS852540_02467
ERR1913301.41672__1.41672	1262886__R6REZ5__BN563_01087
ERR1913301.41765__1.41765	1262924__R7HPG6__BN585_00099
ERR1913301.41771__1.41771	363265__R7H1Q3__HMPREF0673_02409
ERR1913301.41934__1.41934	1262929__R6FUB1__BN691_00386
ERR1913301.42293__1.42293	165179__D1PGD2__DXC61_10875
ERR1913301.42399__1.42399	166486__D4L1D0__ROSINTL182_06446
ERR1913301.42522__1.42522	165179__A0A3E5E189__PREVCOP_06699
ERR1913301.42620__1.42620	39492__D4JR31__EUBSIR_00106
ERR1913301.42643__1.42643	165179__D1PDJ4__DXB80_08505
ERR1913301.42749__1.42749	1262929__R6FSA0__BN691_01738
ERR1913301.42893__1.42893	1897011__A0A1Q6RGA3__BHW41_02665
ERR1913301.43085__1.43085	821__A0A0P0LFP6__C5Z04_13890
ERR1913301.43150__1.43150	39485__A0A174ZPH7__ERS852490_01992
ERR1913301.43142__1.43142	301302__R5VFQ6__ERS852420_00378
ERR1913301.43198__1.43198	39485__A0A174ZPJ9__tig_2
ERR1913301.43229__1.43229	363265__G6AYV3__HMPREF0673_01814
ERR1913301.43236__1.43236	1262924__R7HQK6__BN585_00186
ERR1913301.43251__1.43251	204516__U6R7W5__HMPREF1534_03766
ERR1913301.43265__1.43265	820__R9I3N4__M093_0061
ERR1913301.43548__1.43548	2024224__A0A255TXW1__CIK98_00380
ERR1913301.43561__1.43561	40518__R5DVH6__DXD86_08955
ERR1913301.43870__1.43870	39485__A0A174YU30__ERS852492_02057
ERR1913301.43886__1.43886	165179__D1PDJ4__DXB80_08505
ERR1913301.43927__1.43927	1897011__A0A1Q6RDV6__BHW41_05295
ERR1913301.43939__1.43939	165179__A0A229I1J2__DXB80_03950
ERR1913301.44138__1.44138	1262929__R6EXF7__BN691_00015
ERR1913301.44230__1.44230	2293125__A0A374CIC9__DW917_02045
ERR1913301.44240__1.44240	1262929__R6EXK1__BN691_00228
ERR1913301.44302__1.44302	823__A0A174LDE8__M096_3277
ERR1913301.44408__1.44408	166486__D4KZ69__ERS852572_01502
ERR1913301.44613__1.44613	39485__C4Z1S0__ERS852492_00886
ERR1913301.44617__1.44617	46228__V8CAV6__addA
ERR1913301.44824__1.44824	39492__B0MNL5__phoR_1
ERR1913301.44862__1.44862	39485__C4Z6K2__ERS852490_00407
ERR1913301.44783__1.44783	1262929__R6EW44__BN691_01010
ERR1913301.45121__1.45121	818__Q89ZX6__ERS852511_03600
ERR1913301.45328__1.45328	1262929__R6EUZ3__BN691_01356
ERR1913301.45389__1.45389	165179__A0A3E5AI09__DXC61_05815
ERR1913301.45466__1.45466	853__A0A173XRA8__CGS56_09290
ERR1913301.45476__1.45476	853__A0A174UDE9__C4N25_12775
ERR1913301.45794__1.45794	39485__A0A175A273__plsX_2
ERR1913301.45922__1.45922	46503__R6X275__DD461_10840
ERR1913301.46001__1.46001	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913301.45976__1.45976	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913301.46148__1.46148	165179__A0A3E5DZ45__DXC61_02820
ERR1913301.46247__1.46247	1262929__R6F9R1__BN691_00465
ERR1913301.46310__1.46310	363265__R7H0P1__HMPREF0673_01907
ERR1913301.46418__1.46418	165179__D1PEQ5__PREVCOP_05711
ERR1913301.46488__1.46488	853__A0A173XRA8__CGS56_09290
ERR1913301.46823__1.46823	363265__R6F9Q7__HMPREF0673_00179
ERR1913301.47186__1.47186	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913301.47233__1.47233	821__A0A395VIK7__BVU_1225
ERR1913301.47364__1.47364	357276__I8WAB8__B5F00_08100
ERR1913301.47404__1.47404	47678__R5UZM4__DW706_15680
ERR1913301.47489__1.47489	360807__A0A0M6WZN5__ERS852392_01605
ERR1913301.47627__1.47627	1263000__R5EPJ2__BN466_00954
ERR1913301.47637__1.47637	28052__R7NCR8__ERS852499_01142
ERR1913301.47595__1.47595	1262929__R6FV92__BN691_00683
ERR1913301.47695__1.47695	40518__R5E1J2__DXD93_04070
ERR1913301.47697__1.47697	39492__D4JWP8__EUBSIR_00699
ERR1913301.47974__1.47974	165179__D1PAJ7__PREVCOP_04222
ERR1913301.48041__1.48041	301302__R5UL57__ERS852420_00622
ERR1913301.48456__1.48456	1262889__R7HBY1__BN634_01290
ERR1913301.48493__1.48493	446660__GCA_003428235.1_00344
ERR1913301.48843__1.48843	1262929__R6F9I6__BN691_00385
ERR1913301.48752__1.48752	39492__D4JQM9__EUBSIR_00669
ERR1913301.48846__1.48846	1262929__R6FAR5__BN691_00788
ERR1913301.48926__1.48926	39485__C4Z0F4__ERS852490_00945
ERR1913301.49235__1.49235	28116__A7LYG5__M089_5828
ERR1913301.49447__1.49447	1262929__R6F1E4__BN691_00073
ERR1913301.49345__1.49345	39485__A0A174Z3B9__ERS852492_00779
ERR1913301.49601__1.49601	363265__G6B1A8__HMPREF0673_02679
ERR1913301.49671__1.49671	1262929__R6EZ86__BN691_00765
ERR1913301.49690__1.49690	1262936__R7J012__BN799_01235
ERR1913301.49816__1.49816	1262929__R6F9D0__BN691_00320
ERR1913301.49909__1.49909	165179__D1PDF6__DXB80_12430
ERR1913301.49897__1.49897	301302__R5V631__ERS852420_03369
ERR1913301.50127__1.50127	1796613__A0A1C7H6N8__ADH74_01350
ERR1913301.50068__1.50068	1262929__R6F753__BN691_02112
ERR1913301.50219__1.50219	165179__D1PFV4__PREVCOP_06112
ERR1913301.50185__1.50185	301302__R5V4M3__ERS852420_01171
ERR1913301.50270__1.50270	28111__E5WVR8__NCTC11155_02792
ERR1913301.50285__1.50285	1262929__R6F7R3__BN691_01777
ERR1913301.50370__1.50370	360807__A0A396AF38__RIL183_00781
ERR1913301.50374__1.50374	39485__A0A174ZNW9__luxQ_1
ERR1913301.50411__1.50411	28052__R7NF63__ERS852499_01792
ERR1913301.50358__1.50358	40518__R5DZB1__DXD83_08840
ERR1913301.50507__1.50507	301302__A0A0M6WF57__M72_22681
ERR1913301.50590__1.50590	363265__G6AUM0__HMPREF0673_00305
ERR1913301.50956__1.50956	363265__R6FUC6__HMPREF0673_00680
ERR1913301.51074__1.51074	853__A0A2A7B9I6__DW855_13690
ERR1913301.51075__1.51075	39492__D4JQP0__ypeB
ERR1913301.51147__1.51147	166486__D4KY84__ERS852572_02606
ERR1913301.51098__1.51098	39485__R5ZPP8__EUBELI_20334
ERR1913301.51099__1.51099	1262824__R6RTN9__BN719_01242
ERR1913301.51392__1.51392	363265__G6AWS7__HMPREF0673_01076
ERR1913301.51566__1.51566	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913301.51595__1.51595	166486__D4KNM9__ERS852572_00072
ERR1913301.51709__1.51709	706562__GCA_900112995.1_02127
ERR1913301.51873__1.51873	1262929__R6EXK5__BN691_00233
ERR1913301.51948__1.51948	166486__A0A1Q6SGI9__ERS852572_00327
ERR1913301.51903__1.51903	1262924__R7HRJ9__BN585_00557
ERR1913301.51908__1.51908	1262936__R7J1T7__BN799_01864
ERR1913301.52016__1.52016	301302__R5VFU2__xynA1
ERR1913301.51981__1.51981	820__A7V049__DXB48_04755
ERR1913301.52084__1.52084	33039__A0A3D0EY88__ERS852390_03120
ERR1913301.52258__1.52258	1262824__R6S3P3__BN719_02398
ERR1913301.52262__1.52262	165179__R6CNX7__DXB80_02200
ERR1913301.52309__1.52309	39492__D4JVX0__udk
ERR1913301.52367__1.52367	1262929__R6F9D0__BN691_00320
ERR1913301.52437__1.52437	1262936__R7J6M0__BN799_00574
ERR1913301.52473__1.52473	301301__A0A395VBI2__RHOM_00545
ERR1913301.52550__1.52550	363265__G6AXV1__HMPREF0673_01458
ERR1913301.52690__1.52690	1502__A0A2X2Y2U1__BXT94_09655
ERR1913301.52781__1.52781	363265__G6AUD5__HMPREF0673_00225
ERR1913301.52869__1.52869	39492__D4JT68__spoIIIE
ERR1913301.53036__1.53036	363265__R6F843__HMPREF0673_01819
ERR1913301.53075__1.53075	40518__R5E5I9__yvhJ_2
ERR1913301.53148__1.53148	39485__A0A174ZNW9__luxQ_1
ERR1913301.53190__1.53190	1262929__R6F4F7__BN691_01167
ERR1913301.53255__1.53255	165179__D1PCU4__PREVCOP_05029
ERR1913301.53341__1.53341	39485__A0A174YNW2__cph2_3
ERR1913301.53372__1.53372	301301__A0A395VG30__RHOM_05975
ERR1913301.53413__1.53413	165179__A0A3E5A5E5__DXC61_13965
ERR1913301.54064__1.54064	1262929__R6F0P0__BN691_00563
ERR1913301.54246__1.54246	165179__A0A174W369__PREVCOP_04548
ERR1913301.54469__1.54469	165179__D1PCL6__DXB80_13435
ERR1913301.54521__1.54521	1262929__R6FSA0__BN691_01738
ERR1913301.54639__1.54639	39492__D4JRP0__yetF
ERR1913301.54696__1.54696	1262929__R6F820__BN691_00328
ERR1913301.54718__1.54718	1262929__R6FV83__BN691_00675
ERR1913301.54823__1.54823	853__A0A2A7B9I6__DW855_13690
ERR1913301.54893__1.54893	166486__D4KW03__ERS852572_03114
ERR1913301.54986__1.54986	1262761__R6RU22__BN606_01110
ERR1913301.54976__1.54976	1262929__R6FV83__BN691_00675
ERR1913301.55199__1.55199	166486__C7G8R8__ROSINTL182_06294
ERR1913301.55264__1.55264	1262929__R6F4H4__BN691_01187
ERR1913301.55406__1.55406	1262929__R6FRG9__BN691_01453
ERR1913301.55454__1.55454	39485__R5ZVC3__ERS852490_00250
ERR1913301.55543__1.55543	1262924__R7HQB3__BN585_00435
ERR1913301.55657__1.55657	40518__R5DT93__DXD86_08730
ERR1913301.55724__1.55724	820__A0A3E5E0T0__ERS852554_00312
ERR1913301.55688__1.55688	165179__A0A174W369__PREVCOP_04548
ERR1913301.55869__1.55869	1501391__GCA_000786575.1_00017
ERR1913301.55874__1.55874	387661__B7B9D1__B5F96_15775
ERR1913301.55914__1.55914	454155__F3QUP7__HMPREF9442_01920
ERR1913301.55833__1.55833	1262929__R6FSA0__BN691_01738
ERR1913301.55856__1.55856	820__A0A174FUF0__HMPREF1073_03308
ERR1913301.55990__1.55990	363265__G6B1A8__HMPREF0673_02679
ERR1913301.56087__1.56087	46506__B0NSD0__HMPREF1181_00408
ERR1913301.56255__1.56255	40518__R5DVQ2__DXD93_00365
ERR1913301.56313__1.56313	33039__D4M149__ERS852390_03118
ERR1913301.56336__1.56336	1262936__R7IZD7__BN799_01020
ERR1913301.56455__1.56455	28052__A0A174GFL5__ERS852451_00478
ERR1913301.56492__1.56492	28052__A0A174JNK0__ERS852451_01116
ERR1913301.56548__1.56548	165179__A0A3E4SB80__DXC61_12880
ERR1913301.56660__1.56660	1262929__R6FUB1__BN691_00386
ERR1913301.56713__1.56713	454155__F3QY50__HMPREF9442_03142
ERR1913301.56729__1.56729	1262929__R6FV28__BN691_00620
ERR1913301.56845__1.56845	820__A0A174CG08__DXB62_13215
ERR1913301.56976__1.56976	28052__A0A174GFL5__ERS852451_00478
ERR1913301.56906__1.56906	165179__A0A3E5AE59__DXC61_12885
ERR1913301.56987__1.56987	387661__K5ZPK9__PRABACTJOHN_01822
ERR1913301.56994__1.56994	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913301.57056__1.57056	46506__A0A120A3P8__SAMN05444283_1172
ERR1913301.57058__1.57058	360807__C0FQD4__codY
ERR1913301.57206__1.57206	1703337__A0A2U0TJK6__C7379_1361
ERR1913301.57299__1.57299	1262929__R6EV27__BN691_00137
ERR1913301.57346__1.57346	165179__D1P8Q2__trpF
ERR1913301.57305__1.57305	165179__A0A3E5EBV0__DXB80_01745
ERR1913301.57420__1.57420	165179__D1PHV2__PREVCOP_06822
ERR1913301.57751__1.57751	39496__A5Z9A7__EUBVEN_02302
ERR1913301.57810__1.57810	1262936__R7J1X7__BN799_01807
ERR1913301.58017__1.58017	454155__F3QT07__HMPREF9442_01322
ERR1913301.59200__1.59200	33039__D4M340__sleB_2
ERR1913301.59209__1.59209	360807__A0A0M6WZN5__ERS852392_01605
ERR1913301.59227__1.59227	2027459__A0A134BWQ9__VRHSUH10_01710
ERR1913301.59235__1.59235	165179__D1PFV4__PREVCOP_06112
ERR1913301.59626__1.59626	626940__E8LBE7__BN587_01102
ERR1913301.59868__1.59868	363265__G6AUM0__HMPREF0673_00305
ERR1913301.60000__1.60000	410072__A0A174D889__COPCOM_01759
ERR1913301.60110__1.60110	626940__E8LEB0__BHW43_01865
ERR1913301.60133__1.60133	1262929__R6ETI0__BN691_00865
ERR1913301.60411__1.60411	1262929__R6F7R3__BN691_01777
ERR1913301.60435__1.60435	39492__D4JR31__EUBSIR_00106
ERR1913301.60490__1.60490	47678__R5UG30__ERS852558_03525
ERR1913301.60533__1.60533	165179__W1I4H6__DXB80_13655
ERR1913301.60640__1.60640	1262929__R6EXK1__BN691_00228
ERR1913301.60648__1.60648	74426__sigA
ERR1913301.60706__1.60706	165179__A0A3E5AER8__DXB80_07075
ERR1913301.60721__1.60721	1501391__GCA_000786575.1_00055
ERR1913301.60819__1.60819	363265__G6B1Q3__HMPREF0673_02828
ERR1913301.60836__1.60836	1263000__R5EXT3__BN466_02213
ERR1913301.60894__1.60894	39486__B0G7S3__HMPREF9457_01465
ERR1913301.60950__1.60950	39492__D4JTL0__EUBSIR_01428
ERR1913301.61010__1.61010	1262929__R6FV28__BN691_00620
ERR1913301.61012__1.61012	28052__A0A174YYK2__ERS852451_01810
ERR1913301.61191__1.61191	853__A0A3E2V168__FAEPRAM212_00929
ERR1913301.61334__1.61334	39485__R6A1W2__ERS852490_01584
ERR1913301.61435__1.61435	39485__R5ZSI4__ERS852492_00875
ERR1913301.61436__1.61436	1262929__R6EYQ0__BN691_00631
ERR1913301.61497__1.61497	166486__D4L273__ERS852572_01638
ERR1913301.61614__1.61614	39492__D4JU31__ERS852540_00198
ERR1913301.61654__1.61654	1262936__R7IZZ2__BN799_01307
ERR1913301.61740__1.61740	1262743__R5C054__BN727_01980
ERR1913301.61744__1.61744	363265__R6F9Q7__HMPREF0673_00179
ERR1913301.61944__1.61944	47678__R5UAI1__BACCAC_01922
ERR1913301.62009__1.62009	328814__GCA_004558275.1_02541
ERR1913301.62019__1.62019	820__A0A3E4VZY4__ERS852554_01211
ERR1913301.62106__1.62106	165179__A0A229I443__DXB80_10950
ERR1913301.62164__1.62164	818__A0A1H7K3G1__BSIG_3067
ERR1913301.62316__1.62316	1262929__R6F7M1__BN691_00234
ERR1913301.62458__1.62458	1150298__A0A173W9F4__ERS852498_02567
ERR1913301.62459__1.62459	28025__D3R5I1__DD682_06525
ERR1913301.62836__1.62836	1262929__R6F5G9__BN691_01545
ERR1913301.62881__1.62881	384639__GCA_003096855.1_01996
ERR1913301.63033__1.63033	28118__R6F1R3__NCTC10826_00739
ERR1913301.63169__1.63169	823__A0A174W1A8__panE
ERR1913301.63306__1.63306	165179__D1PCL6__DXB80_13435
ERR1913301.63374__1.63374	1911679__A0A2S7ZQ00__VCHSUH03_00295
ERR1913301.63461__1.63461	363265__R6F9Q7__HMPREF0673_00179
ERR1913301.63644__1.63644	626940__E8LCP1__lptC
ERR1913301.63777__1.63777	39492__D4JVG1__ERS852540_00951
ERR1913301.63734__1.63734	165179__R6C3K4__PREVCOP_05795
ERR1913301.63820__1.63820	1501391__GCA_000786575.1_00156
ERR1913301.63827__1.63827	820__R9I2U8__DXC68_09590
ERR1913301.63837__1.63837	1262929__R6F753__BN691_02112
ERR1913301.63873__1.63873	166486__D4KJ39__ERS852572_02622
ERR1913301.63856__1.63856	1262929__R6F053__BN691_00334
ERR1913301.63909__1.63909	165179__D1PEQ5__PREVCOP_05711
ERR1913301.64447__1.64447	363265__R6FPM1__HMPREF0673_01826
ERR1913301.64497__1.64497	626940__A0A1Q6R984__BHW43_02680
ERR1913301.64547__1.64547	1262936__R7J0W9__BN799_00634
ERR1913301.64550__1.64550	165179__A0A174W369__PREVCOP_04548
ERR1913301.64575__1.64575	165179__A0A3E5DZD8__DXB80_09150
ERR1913301.64702__1.64702	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913301.64826__1.64826	106588__A6P303__BACCAP_04887
ERR1913301.64858__1.64858	820__A0A174A6K0__M093_0079
ERR1913301.65052__1.65052	1608898__A0A1B8QWK8__HMPREF3279_04675
ERR1913301.65119__1.65119	1262929__R6F7M1__BN691_00234
ERR1913301.65182__1.65182	626940__E8LEB0__BHW43_01865
ERR1913301.65384__1.65384	1262924__R7HRW9__BN585_00665
ERR1913301.65401__1.65401	301302__R5UNJ6__M72_26701
ERR1913301.65469__1.65469	28116__A0A396DFW5__C5Z02_07010
ERR1913301.65601__1.65601	165179__D1P8V8__DXC61_01940
ERR1913301.65650__1.65650	820__A0A173YYG4__evgS_3
ERR1913301.65717__1.65717	1262929__R6FV28__BN691_00620
ERR1913301.65829__1.65829	47678__A5ZI88__BACCAC_02617
ERR1913301.65835__1.65835	165179__A0A174SA26__PREVCOP_05758
ERR1913301.65970__1.65970	823__A0A173VS36__M091_4727
ERR1913301.65981__1.65981	360807__C0FR49__ROSEINA2194_01203
ERR1913301.66383__1.66383	1262929__R6FTW1__BN691_00277
ERR1913301.66622__1.66622	1262929__R6FV92__BN691_00683
ERR1913301.66696__1.66696	820__A0A174GYA8__DXB64_07370
ERR1913301.66993__1.66993	363265__G6B0I3__HMPREF0673_02401
ERR1913301.67178__1.67178	1262924__R7HMZ4__BN585_01629
ERR1913301.67309__1.67309	1262886__R6Q928__BN563_00479
ERR1913301.67399__1.67399	33039__R6PZ42__mprA_2
ERR1913301.67432__1.67432	165179__A0A3E5A832__DXC61_13685
ERR1913301.67529__1.67529	1262886__R6QAK4__BN563_00913
ERR1913301.67583__1.67583	1262929__R6F9R1__BN691_00465
ERR1913301.67688__1.67688	39485__A0A174YMC1__recN
ERR1913301.67779__1.67779	1262929__R6EUN6__BN691_01271
ERR1913301.67937__1.67937	1262929__R6EW44__BN691_01010
ERR1913301.68071__1.68071	363265__R6FVK6__HMPREF0673_01906
ERR1913301.68076__1.68076	165179__A0A3E5E7J5__DXC61_10360
ERR1913301.68449__1.68449	165179__A0A174W369__PREVCOP_04548
ERR1913301.68515__1.68515	1262886__R6Q892__BN563_01001
ERR1913301.68523__1.68523	165179__A0A3E5A554__DXB80_13805
ERR1913301.68693__1.68693	1262924__R7HQD9__BN585_00129
ERR1913301.69039__1.69039	1262929__R6F820__BN691_00328
ERR1913301.69095__1.69095	360807__A0A173WJE3__mcp4_4
ERR1913301.69053__1.69053	1262936__R7IYW8__BN799_00842
ERR1913301.69207__1.69207	39485__A0A174ZA72__glgB_1
ERR1913301.69171__1.69171	820__A0A374Q8T2__DXB64_16190
ERR1913301.69306__1.69306	166486__D4KPQ7__ROSINTL182_09065
ERR1913301.69602__1.69602	165179__R6CNX7__DXB80_02200
ERR1913301.69630__1.69630	165179__A0A3E5DZD8__DXB80_09150
ERR1913301.69740__1.69740	165179__A0A3E5DV57__DXB80_11400
ERR1913301.69914__1.69914	39492__D4JSU6__dacB_3
ERR1913301.69916__1.69916	166486__D4KVZ2__cbiT
ERR1913301.70304__1.70304	1262929__R6FR28__BN691_01320
ERR1913301.70376__1.70376	1262936__R7J281__BN799_01079
ERR1913301.70787__1.70787	40518__R5DME2__DXD86_07315
ERR1913301.70870__1.70870	39492__D4JT75__EUBSIR_01776
ERR1913301.70969__1.70969	39492__D4JTF2__mutS2
ERR1913301.70990__1.70990	166486__D4L456__rpfG_10
ERR1913301.71087__1.71087	626940__E8LC93__DCQ00_09725
ERR1913301.71150__1.71150	165179__A0A3E5E2S3__DXB80_03455
ERR1913301.71101__1.71101	218538__C9LPD3__GCWU000321_01411
ERR1913301.71207__1.71207	165179__A0A174XZU8__DXB80_12180
ERR1913301.71222__1.71222	214856__R6XP73__ERS852447_00886
ERR1913301.71344__1.71344	360807__A0A1Q6TCY9__ERS852444_01883
ERR1913301.71670__1.71670	1263044__GCA_000433375.1_03388
ERR1913301.71830__1.71830	360807__C0FPV8__RIL183_29891
ERR1913301.71869__1.71869	1262929__R6EXG3__BN691_01506
ERR1913301.71918__1.71918	39485__C4Z6J9__ERS852492_02049
ERR1913301.71931__1.71931	1262929__R6FRG9__BN691_01453
ERR1913301.72187__1.72187	1262929__R6EZA2__BN691_02113
ERR1913301.72215__1.72215	1262929__R6F8F6__BN691_02017
ERR1913301.72276__1.72276	552398__F4XCR9__HMPREF0866_01636
ERR1913301.72517__1.72517	165179__D1PHV2__PREVCOP_06822
ERR1913301.72556__1.72556	39485__A0A174ZNZ2__ERS852492_02345
ERR1913301.72562__1.72562	1262929__R6EU29__BN691_01068
ERR1913301.72653__1.72653	363265__G6B0R4__HMPREF0673_02482
ERR1913301.72675__1.72675	1796613__A0A1C7GYD6__A4V03_03700
ERR1913301.72772__1.72772	40518__R5DX31__DXD86_09775
ERR1913301.72868__1.72868	165179__D1PDT3__PREVCOP_05375
ERR1913301.72883__1.72883	39492__A0A174ZP27__EUBSIR_00033
ERR1913301.72927__1.72927	853__A0A173XRA8__CGS56_09290
ERR1913301.72952__1.72952	1796613__A0A1C7GYD6__A4V03_03700
ERR1913301.72837__1.72837	33039__R6P9Z4__ERS852502_00114
ERR1913301.73150__1.73150	1501391__GCA_000786575.1_00076
ERR1913301.73344__1.73344	1262929__R6F558__BN691_01421
ERR1913301.73448__1.73448	47678__R5U8P0__DW706_15950
ERR1913301.73501__1.73501	166486__A0A173T114__ROSINTL182_05085
ERR1913301.73519__1.73519	1262929__R6F7S9__BN691_01792
ERR1913301.73623__1.73623	40518__R5DU92__DXD93_03170
ERR1913301.73677__1.73677	39492__D4JT68__spoIIIE
ERR1913301.73738__1.73738	363265__R7H608__HMPREF0673_01944
ERR1913301.73781__1.73781	732__A0A336NJ28__NCTC5908_02718
ERR1913301.73951__1.73951	301302__A0A173T248__M72_19091
ERR1913301.74168__1.74168	1262992__R5D9U9__BN795_01022
ERR1913301.74243__1.74243	39492__D4JVC7__yfgF
ERR1913301.74454__1.74454	166486__D4L301__ROSINTL182_06234
ERR1913301.74411__1.74411	39485__C4Z058__ERS852492_00130
ERR1913301.74538__1.74538	1262929__R6EX87__BN691_01422
ERR1913301.74586__1.74586	39485__A0A174ZUV1__tig_3
ERR1913301.74868__1.74868	821__E5UY21__C800_02204
ERR1913301.74824__1.74824	1501391__GCA_000786575.1_00145
ERR1913301.75087__1.75087	1262929__R6EUN6__BN691_01271
ERR1913301.75334__1.75334	28052__A0A174JKH6__hisZ
ERR1913301.75300__1.75300	165179__D1PGJ6__DXC61_07300
ERR1913301.75301__1.75301	39492__D4JR58__EUBSIR_02090
ERR1913301.75478__1.75478	165179__W1I4H6__DXB80_13655
ERR1913301.75521__1.75521	39485__C4Z1S0__ERS852492_00886
ERR1913301.75546__1.75546	166486__D4KX18__ROSINTL182_07596
ERR1913301.75674__1.75674	166486__D4KVX6__ROSINTL182_06735
ERR1913301.75751__1.75751	301302__A0A173TNM6__luxQ
ERR1913301.75719__1.75719	165179__A0A3E5E9I4__DXB80_09745
ERR1913301.75771__1.75771	39496__A5Z5G7__EUBVEN_00947
ERR1913301.75976__1.75976	357276__A0A076IKP2__HMPREF1063_00218
ERR1913301.76110__1.76110	39492__D4JRZ7__smc
ERR1913301.76221__1.76221	818__C6IEU8__BSIG_0269
ERR1913301.76348__1.76348	1262929__R6EUZ3__BN691_01356
ERR1913301.76396__1.76396	1262929__R6EZ86__BN691_00765
ERR1913301.76406__1.76406	1262736__R5YZ60__BN496_01783
ERR1913301.76493__1.76493	46228__B5CQB8__RUMLAC_01663
ERR1913301.76500__1.76500	165179__A0A3E5AEF7__DXC61_05000
ERR1913301.76615__1.76615	820__A0A3E4G3J9__ERS852459_02265
ERR1913301.76557__1.76557	166486__A0A1Q6SG96__ROSINTL182_05330
ERR1913301.76798__1.76798	165179__A0A174IYW3__DXC61_01235
ERR1913301.76856__1.76856	39485__C4Z1Y9__EUBELI_00143
ERR1913301.76886__1.76886	1263000__R5EU91__BN466_01432
ERR1913301.77250__1.77250	40518__R5DWP7__ansA
ERR1913301.77424__1.77424	165179__A0A3E5AGH1__DXB80_05820
ERR1913301.77531__1.77531	1550024__G9RP65__ASJ35_11645
ERR1913301.77559__1.77559	166486__D4KQG8__ERS852572_02379
ERR1913301.77601__1.77601	1263000__R5EI35__BN466_01649
ERR1913301.77786__1.77786	165179__A0A3E5A5E5__DXC61_13965
ERR1913301.77960__1.77960	1262929__R6F5G9__BN691_01545
ERR1913301.78197__1.78197	1262929__R6F558__BN691_01421
ERR1913301.78214__1.78214	29363__A0A1B8RPR2__ERS852567_00186
ERR1913301.78299__1.78299	46506__B0NM94__HMPREF1181_03250
ERR1913301.78319__1.78319	1262929__R6F594__BN691_01450
ERR1913301.78342__1.78342	820__A0A174CK74__DXB48_07060
ERR1913301.78398__1.78398	1262929__R6F9R1__BN691_00465
ERR1913301.78416__1.78416	853__A0A173YYY4__DWZ04_09420
ERR1913301.78418__1.78418	39492__D4JX87__EUBSIR_00361
ERR1913301.78750__1.78750	818__R7KZF1__C5Z03_07410
ERR1913301.78825__1.78825	166486__D4L457__ROSINTL182_07087
ERR1913301.79024__1.79024	853__A0A173YYY4__DWZ04_09420
ERR1913301.79308__1.79308	165179__D1PGJ6__DXC61_07300
ERR1913301.79270__1.79270	626940__E8LC93__DCQ00_09725
ERR1913301.79408__1.79408	165179__A0A174MTF2__DXC61_13200
ERR1913301.79481__1.79481	360807__C0FWL1__RIL183_24711
ERR1913301.79440__1.79440	165179__A0A229I1J2__DXB80_03950
ERR1913301.79571__1.79571	626940__E8LER3__HMPREF9443_01347
ERR1913301.79617__1.79617	165179__A0A3E5AER8__DXB80_07075
ERR1913301.79580__1.79580	901__B6WTQ4__DESPIGER_1255
ERR1913301.79713__1.79713	853__A0A173YYY4__DWZ04_09420
ERR1913301.79797__1.79797	820__A0A174DZ97__SAMN05444418_101240
ERR1913301.79845__1.79845	33043__D5HEU4__ftsW_3
ERR1913301.79886__1.79886	1262929__R6FV28__BN691_00620
ERR1913301.79992__1.79992	363265__G6AYW2__HMPREF0673_01823
ERR1913301.80173__1.80173	1262929__R6F053__BN691_00334
ERR1913301.80183__1.80183	1262936__R7J169__BN799_00083
