ERR1913171.1__1.1	74426__group_4823
ERR1913171.33611__1.33611	239935__A0A2N8HDT1__CXT94_05270
ERR1913171.33775__1.33775	357276__A0A076IS26__EL88_15950
ERR1913171.33846__1.33846	47678__R5U9X5__BACCAC_01339
ERR1913171.33928__1.33928	1150298__A0A174U8I6__ERS852535_02809
ERR1913171.33982__1.33982	820__A0A139K9Q2__DXD40_08795
ERR1913171.34057__1.34057	28118__F9Z9Z6__DHW44_15190
ERR1913171.34074__1.34074	39491__A0A395UXH0__EUBREC_0021
ERR1913171.34244__1.34244	1550024__G9RWG1__ASJ35_03770
ERR1913171.34194__1.34194	820__A0A174G065__DXB62_08975
ERR1913171.34394__1.34394	39486__B0G2J6__DXB12_13190
ERR1913171.34401__1.34401	1739406__A0A1N1UZ86__HMPREF2902_05640
ERR1913171.34840__1.34840	39491__A0A395UWA3__DXB69_11805
ERR1913171.34875__1.34875	357276__I8WBQ9__HMPREF1065_03212
ERR1913171.34979__1.34979	28116__I9AKR7__DXA80_22960
ERR1913171.34996__1.34996	820__A0A174R952__DXB48_02570
ERR1913171.35019__1.35019	820__A7V8C2__ERS852554_01338
ERR1913171.35023__1.35023	820__A0A374Q4X1__HMPREF2141_02370
ERR1913171.35027__1.35027	357276__I9F327__DXD47_22495
ERR1913171.35064__1.35064	818__A0A139K2A0__SAMN02910322_00898
ERR1913171.35106__1.35106	33039__A0A173VTT4__frdB_1
ERR1913171.35121__1.35121	823__D0T9E4__DHW69_09115
ERR1913171.35154__1.35154	820__A0A174FUF0__HMPREF1073_03308
ERR1913171.35167__1.35167	487174__K0X2Q8__DDY40_04590
ERR1913171.35194__1.35194	649756__R7BXP1__ERS852425_00382
ERR1913171.35575__1.35575	39491__A0A0M6WLC7__ERS852497_00640
ERR1913171.35686__1.35686	39491__D4JM76__DXC13_02150
ERR1913171.35717__1.35717	357276__C3R9Y0__HMPREF1064_01889
ERR1913171.35758__1.35758	47678__I9EFP9__DXB67_08530
ERR1913171.35854__1.35854	820__A7UYX8__DXD40_11635
ERR1913171.36035__1.36035	39491__A0A173VYV1__DXC13_02710
ERR1913171.36169__1.36169	39491__A0A174EQV2__DXB69_10230
ERR1913171.36180__1.36180	39491__A0A174K1W6__DXB99_15020
ERR1913171.36282__1.36282	292800__A0A1C7FT05__ERS852504_04103
ERR1913171.36350__1.36350	357276__I9FTR0__HMPREF1065_02861
ERR1913171.36438__1.36438	47678__R5UGC2__ERS852494_02070
ERR1913171.36532__1.36532	820__A0A3E4GA19__SAMN05444418_10562
ERR1913171.36767__1.36767	1150298__A0A174D6N6__accB
ERR1913171.36792__1.36792	487174__K0WTQ3__HMPREF9448_02140
ERR1913171.36997__1.36997	387090__S0F7Y3__BACCOPRO_02028
ERR1913171.37158__1.37158	487174__K0X3E9__DDY40_04905
ERR1913171.37239__1.37239	33038__F7K1D5__CDL23_09565
ERR1913171.37264__1.37264	820__I9TWZ7__DXC80_10550
ERR1913171.37333__1.37333	853__A0A2A7B9I6__DW855_13690
ERR1913171.37378__1.37378	291645__I8XPK0__HMPREF1068_01554
ERR1913171.37310__1.37310	357276__I8WEZ6__BACDOR_02323
ERR1913171.37502__1.37502	823__A6LGI3__DXB14_09215
ERR1913171.37723__1.37723	1262746__R5SS80__BN750_02125
ERR1913171.37844__1.37844	357276__I9RCD3__IY41_15070
ERR1913171.37890__1.37890	357276__I9FTR0__HMPREF1065_02861
ERR1913171.37941__1.37941	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913171.37952__1.37952	820__R9I2U8__DXC68_09590
ERR1913171.38008__1.38008	818__A0A3E5HEU1__NCTC10582_02468
ERR1913171.38119__1.38119	820__A0A173XIP7__B5G17_16050
ERR1913171.38138__1.38138	39491__A0A395UWZ1__DXC13_02175
ERR1913171.38425__1.38425	39491__A0A174EQV2__DXB69_10230
ERR1913171.38460__1.38460	33039__A0A3D0EY88__ERS852390_03120
ERR1913171.38546__1.38546	823__A0A355XKQ8__DHP27_04010
ERR1913171.38636__1.38636	28117__R7JH62__BHV66_05735
ERR1913171.38676__1.38676	1262743__R5C054__BN727_01980
ERR1913171.38733__1.38733	166486__D4KVZ2__cbiT
ERR1913171.38780__1.38780	357276__I8WEZ6__BACDOR_02323
ERR1913171.38784__1.38784	1150298__A0A174SLE6__mlc_1
ERR1913171.38871__1.38871	357276__A0A076IS73__GV66_00410
ERR1913171.38906__1.38906	823__A0A173RD26__B5F32_03910
ERR1913171.38980__1.38980	820__A0A174QT76__B5G17_18060
ERR1913171.39094__1.39094	160404__R7AK70__B5G26_08470
ERR1913171.39212__1.39212	28117__B0MTY2__BHV66_06485
ERR1913171.39286__1.39286	28117__B0MUL5__ALIPUT_00722
ERR1913171.39332__1.39332	357276__A0A076IN30__DXD47_09350
ERR1913171.39692__1.39692	821__A0A174T998__DXB82_10860
ERR1913171.39707__1.39707	823__A0A174LDE8__M096_3277
ERR1913171.39772__1.39772	371601__A0A174AWE7__BXY_28850
ERR1913171.39897__1.39897	1262743__R5C054__BN727_01980
ERR1913171.40041__1.40041	820__A0A3E4G3J9__ERS852459_02265
ERR1913171.40082__1.40082	1150298__A0A174RJU1__gsiA_4
ERR1913171.40151__1.40151	39486__B0G582__DXC93_01235
ERR1913171.40267__1.40267	823__A0A395YZG9__M092_4358
ERR1913171.40404__1.40404	820__R9I3Q7__HMPREF1072_01668
ERR1913171.40495__1.40495	357276__I8WEY2__ABI39_04185
ERR1913171.40467__1.40467	357276__I9QPN0__B5F95_09195
ERR1913171.40597__1.40597	626933__H1DGX0__HMPREF9449_01506
ERR1913171.40741__1.40741	820__A0A174QLF0__SAMN05444418_109151
ERR1913171.40865__1.40865	820__A0A139JRH8__HMPREF2141_04326
ERR1913171.40884__1.40884	820__A0A139K8X8__DXC80_17665
ERR1913171.40918__1.40918	47678__R5UAY9__DW706_07200
ERR1913171.40924__1.40924	29361__B6FKH5__CLONEX_00621
ERR1913171.40929__1.40929	649756__D4MU45__ERS852425_01466
ERR1913171.40937__1.40937	823__A0A395YY84__DXC05_19515
ERR1913171.40896__1.40896	820__A7V9F9__B5G17_14640
ERR1913171.41056__1.41056	239935__A0A2N8IMC3__CXT96_03840
ERR1913171.41087__1.41087	292800__A0A1C7FMP9__ADH75_14350
ERR1913171.41142__1.41142	88431__A0A174KCR9__DXB16_06030
ERR1913171.41147__1.41147	1660__A7BDT7__HMPREF0970_00718
ERR1913171.41151__1.41151	39491__A0A395V1R3__T1815_08181
ERR1913171.41207__1.41207	818__A0A174RFL1__ERS852511_03380
ERR1913171.41442__1.41442	28116__A0A395VT11__SAMN05444282_11739
ERR1913171.41449__1.41449	33038__A0A2N5PU17__C5Y99_11950
ERR1913171.41363__1.41363	39486__G1WX25__DXD84_13390
ERR1913171.41487__1.41487	74426__thrZ
ERR1913171.41718__1.41718	820__A0A3E4W9D9__B5G17_12400
ERR1913171.41668__1.41668	820__A7V092__hldE
ERR1913171.41800__1.41800	214856__R6XUN2__rcsC_1
ERR1913171.42157__1.42157	246787__A0A0P0GG22__BACCELL_01899
ERR1913171.42169__1.42169	47678__R5UU99__C5Z00_11925
ERR1913171.42353__1.42353	357276__I9FRW5__B5F95_21685
ERR1913171.42566__1.42566	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913171.42626__1.42626	39491__A0A395V0H6__ERS852580_02570
ERR1913171.42604__1.42604	820__A0A139KEW8__DXB64_06405
ERR1913171.42612__1.42612	28117__B0MSR5__BHV66_02095
ERR1913171.42651__1.42651	357276__I9FTR0__HMPREF1065_02861
ERR1913171.42886__1.42886	371601__D6CXF7__BN891_50120
ERR1913171.43087__1.43087	820__A0A3E4VXP2__yesR
ERR1913171.43333__1.43333	820__R7E9Z4__DXC68_06065
ERR1913171.43753__1.43753	204516__U6R9E7__HMPREF1534_03313
ERR1913171.43869__1.43869	1150298__A0A174PC05__ERS852498_00682
ERR1913171.43989__1.43989	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913171.44162__1.44162	357276__I9R201__B5F00_01910
ERR1913171.44307__1.44307	39488__A0A174BSK2__ERS852450_01031
ERR1913171.44374__1.44374	1150298__A0A174HEB6__ypdC_2
ERR1913171.44376__1.44376	39491__D4JMW8__ERS852497_01971
ERR1913171.44759__1.44759	820__A0A173WUD7__DXB48_08055
ERR1913171.44812__1.44812	487174__K0XH97__HMPREF9448_01909
ERR1913171.44947__1.44947	357276__D1JYA3__BSEG_00395
ERR1913171.45077__1.45077	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913171.45252__1.45252	357276__I9QBT7__BSEG_03340
ERR1913171.45419__1.45419	165179__A0A3E5AHY4__CFT61_07675
ERR1913171.45578__1.45578	39491__C4Z9K7__EUBREC_0050
ERR1913171.45719__1.45719	357276__A0A076ISJ4__B5F95_19420
ERR1913171.45770__1.45770	818__A0A173T914__ERS852430_01841
ERR1913171.45983__1.45983	458033__GCA_001482755.1_02203
ERR1913171.45998__1.45998	357276__A0A0M1W1I8__ABI39_13620
ERR1913171.46024__1.46024	40518__R5E175__RB5AMG_00757
ERR1913171.46029__1.46029	820__A0A174F0C1__nreB
ERR1913171.45944__1.45944	39491__D4JMW8__ERS852497_01971
ERR1913171.45959__1.45959	357276__A0A0M1W4C0__DXD47_07095
ERR1913171.46160__1.46160	47678__R5U3L4__C5Z00_12600
ERR1913171.46216__1.46216	204516__U6R9E6__HMPREF1534_03149
ERR1913171.46226__1.46226	820__A7V8C2__ERS852554_01338
ERR1913171.46232__1.46232	820__A0A1T4IY71__HMPREF2141_02402
ERR1913171.46830__1.46830	39491__A0A0M6WNS5__DXC13_02015
ERR1913171.47091__1.47091	357276__I9F327__DXD47_22495
ERR1913171.47096__1.47096	1262746__R5SS80__BN750_02125
ERR1913171.47065__1.47065	357276__C3R9Y0__HMPREF1064_01889
ERR1913171.47252__1.47252	338188__A0A174ETX3__ERS852397_01955
ERR1913171.47498__1.47498	33039__D4M149__ERS852390_03118
ERR1913171.47418__1.47418	853__A0A2A7B9I6__DW855_13690
ERR1913171.47431__1.47431	1628085__A0A374VPA3__C7386_11438
ERR1913171.47437__1.47437	28117__B0MXU6__ALIPUT_01958
ERR1913171.47444__1.47444	28117__B0MVL2__BHV66_01645
ERR1913171.47583__1.47583	820__A0A3E4W9D9__B5G17_12400
ERR1913171.47697__1.47697	357276__I9FRW5__B5F95_21685
ERR1913171.47780__1.47780	821__A0A173XDD3__DXB82_17180
ERR1913171.47846__1.47846	39488__A0A174GS53__dnaC_1
ERR1913171.47981__1.47981	1739394__A0A1F1E3L8__HMPREF2890_04425
ERR1913171.48026__1.48026	2108523__A0A2P2F5Z3__LAWASA_1439
ERR1913171.48046__1.48046	357276__I9F327__DXD47_22495
ERR1913171.48146__1.48146	820__A0A139KIL9__DXC68_05945
ERR1913171.48101__1.48101	39491__A0A395ZE48__DXB76_02395
ERR1913171.48511__1.48511	1232426__hgdC_1
ERR1913171.48611__1.48611	1150298__A0A174EBT8__ERS852406_01739
ERR1913171.48717__1.48717	357276__D1JZM4__HMPREF1065_01278
ERR1913171.48732__1.48732	39491__A0A395ZG74__licR
ERR1913171.48809__1.48809	820__A0A173XIP7__B5G17_16050
ERR1913171.48959__1.48959	39491__A0A396FNY7__LD38_16155
ERR1913171.48937__1.48937	1262743__R5C054__BN727_01980
ERR1913171.49007__1.49007	820__A0A139K1Y6__DXB48_02610
ERR1913171.49068__1.49068	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913171.49074__1.49074	818__Q89ZX6__ERS852511_03600
ERR1913171.49103__1.49103	820__A0A3E4VXP2__yesR
ERR1913171.49321__1.49321	454155__F3QX32__HMPREF9442_02766
ERR1913171.49328__1.49328	820__A0A174TRB5__DXD40_11305
ERR1913171.49374__1.49374	246787__A0A3D6AZF7__BcellWH2_04504
ERR1913171.49343__1.49343	820__A0A3E4G826__C801_01612
ERR1913171.49422__1.49422	357276__A0A076IXE0__HMPREF1064_04364
ERR1913171.49468__1.49468	1150298__A0A174N5I7__ERS852498_01953
ERR1913171.49559__1.49559	1550024__G9RZ38__ASJ35_12765
ERR1913171.49576__1.49576	818__A0A1H7S810__BJP75_003270
ERR1913171.49698__1.49698	28117__R7JPX7__BHV66_00900
ERR1913171.49899__1.49899	823__A0A073I9P2__CF162_18000
ERR1913171.49932__1.49932	1897011__A0A1Q6RE52__BHW41_04690
ERR1913171.49955__1.49955	357276__C3R9Y0__HMPREF1064_01889
ERR1913171.49977__1.49977	28117__B0MYI9__BHV66_05415
ERR1913171.50015__1.50015	820__A0A174DZ97__SAMN05444418_101240
ERR1913171.50186__1.50186	39491__A0A395V0H6__ERS852580_02570
ERR1913171.50258__1.50258	820__A0A174DZ97__SAMN05444418_101240
ERR1913171.50571__1.50571	39491__A0A173SH34__EUR_24920
ERR1913171.50575__1.50575	671267__R9IEN1__C802_02405
ERR1913171.50692__1.50692	820__A0A3E4QZJ7__C801_01798
ERR1913171.50815__1.50815	820__A0A173YYG4__evgS_3
ERR1913171.50876__1.50876	1897011__A0A1Q6RD95__BHW41_05725
ERR1913171.51065__1.51065	28116__C3QMW5__M089_4133
ERR1913171.51102__1.51102	239935__A0A2N8IL82__CXU02_11740
ERR1913171.51264__1.51264	818__A0A174TT69__SAMN02910322_02680
ERR1913171.51509__1.51509	40518__R5DZE2__DXD86_07400
ERR1913171.51561__1.51561	166486__D4L1D8__ROSINTL182_06455
ERR1913171.51708__1.51708	47678__R5U2W6__CGC64_03455
ERR1913171.51786__1.51786	820__A0A174M9V5__M093_0237
ERR1913171.51875__1.51875	1531__A0A174DZD0__ERS852480_00842
ERR1913171.51983__1.51983	28111__E5X124__NCTC11155_02431
ERR1913171.52035__1.52035	28118__F9ZBL4__NCTC10826_02348
ERR1913171.52062__1.52062	357276__A0A076IYE6__IY41_04275
ERR1913171.52077__1.52077	487174__K0WV96__HMPREF9448_01901
ERR1913171.52204__1.52204	820__A0A139KJ23__celCCA
ERR1913171.52286__1.52286	387090__S0F8B2__BACCOPRO_02129
ERR1913171.52264__1.52264	820__A0A374Q8T2__DXB64_16190
ERR1913171.52314__1.52314	357276__D1JY58__BACDOR_04277
ERR1913171.52414__1.52414	357276__A0A076IXE0__HMPREF1064_04364
ERR1913171.52822__1.52822	357276__I9FRW5__B5F95_21685
ERR1913171.52856__1.52856	204516__U6R8I1__HMPREF1534_03341
ERR1913171.52785__1.52785	39491__A0A395ZE48__DXB76_02395
ERR1913171.53014__1.53014	357276__D1JZM4__HMPREF1065_01278
ERR1913171.53038__1.53038	820__A0A139K024__B5G17_02060
ERR1913171.53070__1.53070	47678__R5UES3__CGC64_00760
ERR1913171.53088__1.53088	28116__D7J6A7__NCTC11153_02798
ERR1913171.53202__1.53202	544645__A0A3E4T972__DXC42_08370
ERR1913171.53267__1.53267	39491__C4ZHS4__EUR_24420
ERR1913171.53277__1.53277	360807__C0FQL8__tipA
ERR1913171.53284__1.53284	357276__I9QDB8__B5F95_08105
ERR1913171.53426__1.53426	820__A0A173YYG4__evgS_3
ERR1913171.53528__1.53528	357276__A0A0K2HG61__BACDOR_02028
ERR1913171.53560__1.53560	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913171.53578__1.53578	371601__E5CE41__ERS852396_04351
ERR1913171.53660__1.53660	626929__F3PLF2__HMPREF9445_03183
ERR1913171.53722__1.53722	820__R9I3N4__M093_0061
ERR1913171.53754__1.53754	1965538__A0A1Y4W145__B5E43_13055
ERR1913171.53784__1.53784	371601__A0A1H4AKU1__BXY_45200
ERR1913171.53842__1.53842	487174__R5F4K8__HMPREF9448_01532
ERR1913171.53811__1.53811	28052__R7NDD4__ywtF
ERR1913171.53932__1.53932	40518__R5E1X3__clcA
ERR1913171.54032__1.54032	357276__U6R8F9__DXD47_04035
ERR1913171.54124__1.54124	28117__B0MXI8__BHV66_08505
ERR1913171.54137__1.54137	39491__A0A174K9A3__DXB69_07785
ERR1913171.54222__1.54222	820__A0A139KJR5__M093_4469
ERR1913171.54376__1.54376	357276__A0A076IXE0__HMPREF1064_04364
ERR1913171.54489__1.54489	39491__A0A395V0H6__ERS852580_02570
ERR1913171.54457__1.54457	33038__A0A2N5NWR8__CDL18_14140
ERR1913171.54608__1.54608	40518__R5DU92__DXD93_03170
ERR1913171.54770__1.54770	818__Q8AAE0__Btheta7330_02023
ERR1913171.54797__1.54797	39491__A0A395V464__EUBREC_1509
ERR1913171.54888__1.54888	820__A0A374Q854__HMPREF1073_03281
ERR1913171.54936__1.54936	820__A0A174G065__DXB62_08975
ERR1913171.54953__1.54953	246787__R6KQ08__AA416_01934
ERR1913171.55084__1.55084	823__A6LHJ7__ERS852380_00253
ERR1913171.55190__1.55190	1263044__GCA_000433375.1_02420
ERR1913171.55709__1.55709	1628085__A0A2U1B4W6__C7386_11942
ERR1913171.55729__1.55729	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913171.55738__1.55738	28117__R7JJM9__ALIPUT_00662
ERR1913171.55864__1.55864	40518__R5E4E8__phoR_4
ERR1913171.56025__1.56025	47678__R5U7X5__ERS852558_01354
ERR1913171.56087__1.56087	47678__A5ZF31__DXB67_11050
ERR1913171.56274__1.56274	544645__A0A3E4T972__DXC42_08370
ERR1913171.56367__1.56367	39491__A0A395UZ82__EUR_31520
ERR1913171.56370__1.56370	820__A0A139JUD3__DXC91_19380
ERR1913171.56529__1.56529	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913171.56534__1.56534	820__A0A3E4VXP2__yesR
ERR1913171.56791__1.56791	823__A6LGI3__DXB14_09215
ERR1913171.56877__1.56877	166486__D4KQG8__ERS852572_02379
ERR1913171.56995__1.56995	823__A0A395YZ10__NCTC11152_02955
ERR1913171.57057__1.57057	39492__B0MNL5__phoR_1
ERR1913171.57122__1.57122	820__A0A173XIP7__B5G17_16050
ERR1913171.57187__1.57187	239935__A0A2N8IRL2__CXU06_01170
ERR1913171.57602__1.57602	357276__I9FRW5__B5F95_21685
ERR1913171.57757__1.57757	471189__GCA_003340385.1_00010
ERR1913171.57841__1.57841	818__A0A1H7TGM1__BJP75_010615
ERR1913171.57874__1.57874	357276__A0A0K2HHN3__GV66_08845
ERR1913171.57917__1.57917	853__A0A173XRA8__CGS56_09290
ERR1913171.57927__1.57927	387090__S0F8B2__BACCOPRO_02129
ERR1913171.58007__1.58007	820__A0A396EXA7__DXB37_15530
ERR1913171.58086__1.58086	360807__A0A0M6X184__ERS852392_03203
ERR1913171.58133__1.58133	820__R7E9Z4__DXC68_06065
ERR1913171.58106__1.58106	357276__B6VW91__BACDOR_01584
ERR1913171.58282__1.58282	357276__I9FRW5__B5F95_21685
ERR1913171.58410__1.58410	357276__A0A0M1W1I8__ABI39_13620
ERR1913171.58415__1.58415	818__Q8AAE0__Btheta7330_02023
ERR1913171.58538__1.58538	626933__H1DGX0__HMPREF9449_01506
ERR1913171.59116__1.59116	1550024__G9RTA6__TQ39_10970
ERR1913171.59234__1.59234	1262911__R6HN87__BN557_00926
ERR1913171.59298__1.59298	556259__I0PXW0__BSGG_5187
ERR1913171.59503__1.59503	820__A0A174A6K0__M093_0079
ERR1913171.59504__1.59504	40518__R5DPE0__DXD86_06515
ERR1913171.59591__1.59591	28117__B0MTI4__ALIPUT_00084
ERR1913171.59636__1.59636	820__A0A174F0C1__nreB
ERR1913171.59661__1.59661	33039__A0A174ZEE3__ERS852502_00495
ERR1913171.59830__1.59830	823__A0A355XKQ8__DHP27_04010
ERR1913171.59889__1.59889	552398__F4XHU2__HMPREF0866_03196
ERR1913171.59994__1.59994	820__A0A174Q0F0__DXB48_08080
ERR1913171.60120__1.60120	821__I9R3W6__DXC16_12455
ERR1913171.60203__1.60203	1965604__A0A1Y4ERL1__B5F54_16810
ERR1913171.60205__1.60205	820__R9I324__HMPREF2141_02414
ERR1913171.60242__1.60242	487174__R5FJY1__DDY40_07045
ERR1913171.60463__1.60463	357276__A0A076IXE0__HMPREF1064_04364
ERR1913171.60708__1.60708	820__A0A173YYG4__evgS_3
ERR1913171.60859__1.60859	33039__A0A173VTT4__frdB_1
ERR1913171.60995__1.60995	823__A0A073I5R7__cloSI
ERR1913171.61130__1.61130	818__A0A174RX04__BJP75_008800
ERR1913171.61185__1.61185	458033__GCA_001482755.1_02203
ERR1913171.61350__1.61350	39486__R6TCA8__DXB36_11850
ERR1913171.61401__1.61401	357276__I8VLL2__HMPREF1065_03395
ERR1913171.61574__1.61574	454155__G5STK0__HMPREF9442_00258
ERR1913171.61608__1.61608	357276__B6VVS0__HMPREF1064_03951
ERR1913171.61632__1.61632	821__E5UPR6__SAMN04487923_101768
ERR1913171.61707__1.61707	40518__R5E2X9__RBATCC27255_01546
ERR1913171.61773__1.61773	1262743__R5C054__BN727_01980
ERR1913171.62113__1.62113	28117__B0MVL5__BHV66_01660
ERR1913171.62117__1.62117	820__A0A174CG08__DXB62_13215
ERR1913171.62310__1.62310	28117__B0MU76__ALIPUT_00202
ERR1913171.62377__1.62377	1262743__R5C054__BN727_01980
ERR1913171.62485__1.62485	818__Q8A0R7__ERS852461_00039
ERR1913171.62500__1.62500	28117__B0MSR5__BHV66_02095
ERR1913171.62588__1.62588	818__A0A174VV39__BT_3492
ERR1913171.62688__1.62688	246787__A0A3D6AQP8__AA416_04153
ERR1913171.62623__1.62623	28117__B0MTV0__BHV66_06395
ERR1913171.62671__1.62671	28117__B0MTV3__BHV66_06405
ERR1913171.62775__1.62775	28116__R6K4N7__ERS852555_03750
ERR1913171.62926__1.62926	610243__A0A060QJF7__ASAP_2763
ERR1913171.63019__1.63019	47678__R5UAI1__BACCAC_01922
ERR1913171.63066__1.63066	820__A0A174TRB5__DXD40_11305
ERR1913171.63265__1.63265	39486__G1WPY4__DXD82_02995
ERR1913171.63289__1.63289	1263076__GCA_000437615.1_00021
ERR1913171.63371__1.63371	28117__B0MXW9__ALIPUT_01981
ERR1913171.63565__1.63565	47678__A5ZI88__BACCAC_02617
ERR1913171.63636__1.63636	821__A0A3E4WAR6__DXD64_10735
ERR1913171.63675__1.63675	357276__A0A076INK2__BSEG_04225
ERR1913171.63710__1.63710	1550024__G9RPC6__TQ39_05630
ERR1913171.63761__1.63761	239935__A0A2N8IFA0__CXT92_02050
ERR1913171.63956__1.63956	1262888__R6PK09__BN582_01874
ERR1913171.63973__1.63973	823__A0A395YY84__DXC05_19515
ERR1913171.64092__1.64092	820__A0A174QT76__B5G17_18060
ERR1913171.64124__1.64124	820__A0A3E4RUC4__DHU98_02635
ERR1913171.64481__1.64481	239935__A0A139TSG7__CXU17_09600
ERR1913171.64634__1.64634	357276__I8WEY2__ABI39_04185
ERR1913171.64603__1.64603	246787__A0A3D6AS39__ina
ERR1913171.64675__1.64675	39491__C4Z8B6__ERE_17960
ERR1913171.64759__1.64759	820__A0A3E4WA06__ERS852554_03404
ERR1913171.64863__1.64863	357276__D1K3K9__EL88_23995
ERR1913171.64831__1.64831	204516__U6R9E7__HMPREF1534_03313
ERR1913171.64910__1.64910	28117__B0MVL2__BHV66_01645
ERR1913171.64941__1.64941	357276__I9F327__DXD47_22495
ERR1913171.64976__1.64976	820__A7V9F9__B5G17_14640
ERR1913171.65031__1.65031	818__A0A174VV39__BT_3492
ERR1913171.65256__1.65256	39491__A0A395UYM9__DXC13_07980
ERR1913171.65376__1.65376	214856__A0A174Z9Y8__ERS852559_00247
ERR1913171.65389__1.65389	357276__E5UTL1__HMPREF1065_03551
ERR1913171.65470__1.65470	39491__A0A395ZG74__licR
ERR1913171.65748__1.65748	357276__I8WBQ9__HMPREF1065_03212
ERR1913171.65773__1.65773	820__A0A174QLF0__SAMN05444418_109151
ERR1913171.65844__1.65844	818__A0A174RFL1__ERS852511_03380
ERR1913171.65912__1.65912	820__A0A3E4PYB0__yejM
ERR1913171.65936__1.65936	820__A0A374Q351__DXD40_05850
ERR1913171.66021__1.66021	28116__A7LS06__HMPREF2532_04668
ERR1913171.66054__1.66054	39491__A0A395UWZ1__DXC13_02175
ERR1913171.66182__1.66182	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913171.66230__1.66230	820__A0A374QGD2__ERS852421_02382
ERR1913171.66347__1.66347	47678__A0A3E5BQM1__DXB67_08970
ERR1913171.66365__1.66365	39491__A0A173RJ81__DXB76_01570
ERR1913171.66533__1.66533	166486__D4KJ71__ERS852572_03479
ERR1913171.66627__1.66627	39485__A0A174Z9M2__yhbU_1
ERR1913171.66647__1.66647	820__A0A3E4G2R7__DXC07_00510
ERR1913171.66598__1.66598	357276__C3RA36__HMPREF1065_03270
ERR1913171.66725__1.66725	39491__A0A396FS17__envC
ERR1913171.66794__1.66794	371601__A0A3E4NKK5__B5E52_17685
ERR1913171.67032__1.67032	820__A0A374Q854__HMPREF1073_03281
ERR1913171.67047__1.67047	246787__A0A0N7IFC5__HMPREF1062_01960
ERR1913171.67334__1.67334	853__A0A174C5M1__CGS58_04460
ERR1913171.67410__1.67410	39491__C4ZCH3__EUR_17560
ERR1913171.67437__1.67437	239935__A0A2N8IMD6__CXU03_05585
ERR1913171.67438__1.67438	820__A0A3E4VZT7__DXB48_16145
ERR1913171.67643__1.67643	556259__I0PXW0__BSGG_5187
ERR1913171.67657__1.67657	214856__R6Z4Q8__ERS852447_00885
ERR1913171.67690__1.67690	821__A0A173XDD3__DXB82_17180
ERR1913171.67738__1.67738	820__A0A3E4WA06__ERS852554_03404
ERR1913171.67755__1.67755	33039__D4M379__selB
ERR1913171.67806__1.67806	818__A0A0P0F004__SAMN02910322_02925
ERR1913171.67910__1.67910	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913171.68031__1.68031	47678__R5UER2__CGC64_00710
ERR1913171.67987__1.67987	357276__A0A076ITH2__BSEG_03273
ERR1913171.68120__1.68120	820__A7V9F9__B5G17_14640
ERR1913171.68332__1.68332	1262992__R5D0E5__BN795_01570
ERR1913171.68436__1.68436	556259__E5CDQ6__BSGG_3921
ERR1913171.68718__1.68718	357276__A0A076IRV2__BACDOR_02822
ERR1913171.68930__1.68930	39492__D4JUD7__EUBSIR_01877
ERR1913171.68970__1.68970	556259__E5C690__BSGG_1431
ERR1913171.69034__1.69034	544645__A0A3E4SY66__DXC42_15635
ERR1913171.69051__1.69051	246787__I8V2S2__BACCELL_02524
ERR1913171.69163__1.69163	33039__D4M0U9__mucD
ERR1913171.69281__1.69281	820__A0A174F0C1__nreB
ERR1913171.69481__1.69481	820__A0A374Q854__HMPREF1073_03281
ERR1913171.69718__1.69718	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913171.69742__1.69742	28118__F9Z6D0__DHW44_12795
ERR1913171.69790__1.69790	47678__R5UES3__CGC64_00760
ERR1913171.69855__1.69855	471189__GCA_003340385.1_00105
ERR1913171.69925__1.69925	357276__B6W1J2__BACDOR_03380
ERR1913171.69939__1.69939	820__A0A3E4RU03__M093_0563
ERR1913171.69948__1.69948	357276__A0A0K2HG61__BACDOR_02028
ERR1913171.70655__1.70655	40518__R5DQN7__DXD93_03540
ERR1913171.70737__1.70737	1262911__R6GT76__BN557_01150
ERR1913171.70836__1.70836	357276__A0A076INK2__BSEG_04225
ERR1913171.70788__1.70788	853__A8SCP3__C4N26_07960
ERR1913171.70908__1.70908	357276__A0A0K2HI42__ABI39_06975
ERR1913171.71023__1.71023	357276__I9R002__HMPREF1064_01826
ERR1913171.71146__1.71146	357276__I9QBT7__BSEG_03340
ERR1913171.71204__1.71204	820__A0A174A6K0__M093_0079
ERR1913171.71254__1.71254	820__A0A139K1Y6__DXB48_02610
ERR1913171.71271__1.71271	239935__R6IZU4__CXT87_08085
ERR1913171.71628__1.71628	820__A0A139KHX1__HMPREF2141_00289
