ERR1913261.83__1.83	1150298__A0A174AM35__ERS852498_00645
ERR1913261.44954__1.44954	39491__C4ZHS4__EUR_24420
ERR1913261.45112__1.45112	1262922__R6E5H3__BN487_01250
ERR1913261.45248__1.45248	39491__A0A396FSK3__ERS852417_00383
ERR1913261.45250__1.45250	39491__A0A395ZDC6__addB
ERR1913261.45320__1.45320	46503__K6A7H7__DCY29_03460
ERR1913261.45566__1.45566	39491__A0A2U2EK03__ERE_28780
ERR1913261.45753__1.45753	39491__A0A395UYL9__ERS852417_00624
ERR1913261.45840__1.45840	1262922__R6EBQ6__BN487_01100
ERR1913261.45925__1.45925	1262922__R6E4W9__BN487_01554
ERR1913261.45964__1.45964	821__A0A0P0M3U7__DXB90_14325
ERR1913261.46087__1.46087	328814__GCA_004558275.1_00078
ERR1913261.46345__1.46345	1150298__A0A174EBT8__ERS852406_01739
ERR1913261.46471__1.46471	1263107__GCA_000436995.1_00080
ERR1913261.46489__1.46489	33039__D4M6I1__nadB_2
ERR1913261.46543__1.46543	1262933__R7PBM6__BN736_01468
ERR1913261.46749__1.46749	1262922__R6E195__BN487_00989
ERR1913261.46790__1.46790	39491__D6E4H2__DXB99_00485
ERR1913261.47370__1.47370	301302__A0A0M6WWC3__M72_11371
ERR1913261.47361__1.47361	28117__B0MXU6__ALIPUT_01958
ERR1913261.47392__1.47392	1262922__R6EE49__BN487_01193
ERR1913261.47675__1.47675	39491__A0A396FUZ3__phoR_1
ERR1913261.47730__1.47730	1262922__R6EXS9__BN487_01090
ERR1913261.47816__1.47816	1150298__A0A173X9I5__ERS852498_01823
ERR1913261.47824__1.47824	39491__A0A174LTW7__DXD13_08720
ERR1913261.47768__1.47768	1262933__R7PDU8__BN736_00041
ERR1913261.47933__1.47933	823__A0A174XJM9__CEQ22_007230
ERR1913261.47873__1.47873	2137880__A0A316P3R2__DBY21_00215
ERR1913261.48173__1.48173	28117__B0MWC6__BHV66_00965
ERR1913261.48294__1.48294	39485__A0A174Z9M2__yhbU_1
ERR1913261.48355__1.48355	1263000__R5EMU9__BN466_00667
ERR1913261.48360__1.48360	1262920__R5KD76__BN467_01465
ERR1913261.48432__1.48432	39491__A0A396FEV5__EUR_24750
ERR1913261.48457__1.48457	823__C7XBX3__HMPREF1059_03212
ERR1913261.48588__1.48588	39492__D4JT87__clpC
ERR1913261.48753__1.48753	1150298__R7JTW4__yvhJ
ERR1913261.48902__1.48902	552398__F4XGE6__HMPREF0866_02527
ERR1913261.48921__1.48921	1263000__R5ES99__BN466_01121
ERR1913261.49220__1.49220	1150298__A0A174QNY9__ERS852498_01028
ERR1913261.49308__1.49308	28117__B0MTI4__ALIPUT_00084
ERR1913261.49268__1.49268	39491__A0A396FEV5__EUR_24750
ERR1913261.49297__1.49297	39491__A0A396FIZ8__ERE_20410
ERR1913261.49362__1.49362	39491__A0A395UWZ1__DXC13_02175
ERR1913261.49537__1.49537	28117__R7JIJ8__BHV66_01635
ERR1913261.49601__1.49601	1263000__R5ESM1__BN466_01440
ERR1913261.49643__1.49643	1501391__GCA_000786575.1_00054
ERR1913261.49762__1.49762	28117__B0MXG8__ALIPUT_01814
ERR1913261.49864__1.49864	1965537__A0A1Y4WGD8__B5E42_12680
ERR1913261.49907__1.49907	1262922__R6EE49__BN487_01193
ERR1913261.49920__1.49920	1262922__R6ETB6__BN487_00396
ERR1913261.50087__1.50087	39491__A0A395ZGU6__ERS852417_01456
ERR1913261.50007__1.50007	1262933__R7P7I6__BN736_01446
ERR1913261.50027__1.50027	28117__B0MUB3__ALIPUT_00727
ERR1913261.50263__1.50263	1099853__U5CLG5__NSB1T_01565
ERR1913261.50318__1.50318	39492__B0MP07__ERS852540_02083
ERR1913261.50282__1.50282	1150298__A0A174R918__ERS852535_01749
ERR1913261.50395__1.50395	214856__I3YK71__ERS852559_02472
ERR1913261.50455__1.50455	39491__A0A395ZEI6__ERE_07950
ERR1913261.50718__1.50718	1262922__R6EEP0__BN487_01314
ERR1913261.50924__1.50924	39491__A0A174K1W6__DXB99_15020
ERR1913261.51124__1.51124	823__A0A355XN73__DXC05_07000
ERR1913261.51512__1.51512	39491__A0A396FPV7__ERS852580_01177
ERR1913261.51532__1.51532	46228__B5CSA1__HMPREF1202_00678
ERR1913261.51678__1.51678	39491__A0A395ZF49__DXB69_05290
ERR1913261.51803__1.51803	328814__GCA_004558275.1_00296
ERR1913261.51856__1.51856	28117__R7JJM9__ALIPUT_00662
ERR1913261.51959__1.51959	39491__R6TQ09__DXC13_03010
ERR1913261.52109__1.52109	487174__K0X0F6__HMPREF9448_01444
ERR1913261.52101__1.52101	246787__A0A0P0G254__axeA1_2
ERR1913261.52216__1.52216	823__A6LB63__M095_1847
ERR1913261.52229__1.52229	28117__B0MUB3__ALIPUT_00727
ERR1913261.52235__1.52235	28116__A7LS06__HMPREF2532_04668
ERR1913261.52268__1.52268	360807__C0FN02__ERS852392_01841
ERR1913261.52590__1.52590	1262922__R6EG39__BN487_01800
ERR1913261.52645__1.52645	46228__B5CQI6__RUMLAC_01732
ERR1913261.52657__1.52657	39491__A0A173TFQ1__rsmF
ERR1913261.52668__1.52668	1262922__R6DWT1__BN487_00269
ERR1913261.52862__1.52862	384638__B7APR0__BACPEC_00666
ERR1913261.52933__1.52933	28117__B0MTY2__BHV66_06485
ERR1913261.52986__1.52986	1263000__R5EXF8__BN466_01942
ERR1913261.53151__1.53151	823__E1YR62__HMPREF1059_02331
ERR1913261.53283__1.53283	39491__A0A173TFQ1__rsmF
ERR1913261.53433__1.53433	39492__D4JWD3__EUBSIR_00151
ERR1913261.53626__1.53626	1262922__R6EEP0__BN487_01314
ERR1913261.53638__1.53638	39491__A0A395ZGE4__ERS852497_01269
ERR1913261.53640__1.53640	853__D4K7X0__DW905_09540
ERR1913261.53651__1.53651	1150298__R7JTQ3__rne
ERR1913261.53753__1.53753	1150298__A0A174RJ10__ERS852535_00223
ERR1913261.53871__1.53871	552398__F4XDJ8__HMPREF0866_01919
ERR1913261.54070__1.54070	853__A0A174C5M1__CGS58_04460
ERR1913261.54282__1.54282	47678__R5U2H9__DXB67_10685
ERR1913261.54548__1.54548	1262922__R6E219__BN487_00678
ERR1913261.54607__1.54607	28117__B0MWH8__BHV66_01330
ERR1913261.54621__1.54621	823__A0A355XH29__lolE_1
ERR1913261.54688__1.54688	39485__C4Z6Z5__EUBELI_20593
ERR1913261.54736__1.54736	1150298__A0A174J629__ERS852498_00833
ERR1913261.54887__1.54887	1262922__R6E0Y8__BN487_00893
ERR1913261.55022__1.55022	39491__A0A395ZM93__DXD13_03490
ERR1913261.54987__1.54987	322505__xre_3
ERR1913261.55170__1.55170	1262922__R6E8V3__BN487_01763
ERR1913261.55209__1.55209	1262922__R6E5W2__BN487_01361
ERR1913261.55306__1.55306	1501391__GCA_000786575.1_00059
ERR1913261.55308__1.55308	1262933__R7PB79__BN736_00852
ERR1913261.55432__1.55432	1262922__R6ECX9__BN487_01332
ERR1913261.55457__1.55457	28117__B0MWP2__ALIPUT_01468
ERR1913261.55809__1.55809	2108523__A0A2P2FD12__LAWASA_3965
ERR1913261.55862__1.55862	1262922__R6ECX9__BN487_01332
ERR1913261.55993__1.55993	39491__A0A173RA59__EUR_24800
ERR1913261.56173__1.56173	28117__B0MWC6__BHV66_00965
ERR1913261.56564__1.56564	1262922__R6E4G3__BN487_01085
ERR1913261.56588__1.56588	458033__GCA_001482755.1_02203
ERR1913261.56664__1.56664	823__A6L9D3__ERS852560_03374
ERR1913261.56843__1.56843	1262933__R7PDH6__BN736_00833
ERR1913261.57210__1.57210	39491__A0A395UYL9__ERS852417_00624
ERR1913261.57289__1.57289	1262922__R6E5U1__BN487_01344
ERR1913261.57373__1.57373	292800__A0A1C7FMP9__ADH75_14350
ERR1913261.57485__1.57485	47678__A5ZG68__ERS852494_02968
ERR1913261.57502__1.57502	39491__A0A174K1W6__DXB99_15020
ERR1913261.57584__1.57584	39491__C4ZCH3__EUR_17560
ERR1913261.57622__1.57622	2137880__A0A316NPY5__DBY21_08940
ERR1913261.57708__1.57708	1262945__R6YP45__BN600_01845
ERR1913261.57956__1.57956	39491__D4JMW8__ERS852497_01971
ERR1913261.58091__1.58091	39491__D6E555__DXB99_06765
ERR1913261.58342__1.58342	1262992__R5DCV6__BN795_00412
ERR1913261.58449__1.58449	1535__A7VTB8__CLOLEP_01810
ERR1913261.58526__1.58526	1150298__A0A174KDB8__psd
ERR1913261.58572__1.58572	328814__GCA_004558275.1_00100
ERR1913261.58632__1.58632	1262922__R6EAK5__BN487_00566
ERR1913261.58831__1.58831	821__A0A395VLM8__BvMPK_3650
ERR1913261.59148__1.59148	820__E5VA63__DXC80_01025
ERR1913261.59220__1.59220	1263000__R5EMU9__BN466_00667
ERR1913261.59658__1.59658	823__A0A395YZ10__NCTC11152_02955
ERR1913261.59777__1.59777	301302__A0A0M6WTB1__M72_11101
ERR1913261.59945__1.59945	147207__asnS
ERR1913261.60039__1.60039	1150298__A0A174APS6__kinA
ERR1913261.60194__1.60194	1262922__R6EXU8__BN487_01099
ERR1913261.60215__1.60215	39491__A0A396FFW0__ERE_10580
ERR1913261.60503__1.60503	1263000__R5EI35__BN466_01649
ERR1913261.60901__1.60901	1262922__R6F3E6__BN487_01915
ERR1913261.60954__1.60954	39491__A0A395V297__EUR_01010
ERR1913261.61050__1.61050	2137880__A0A316NNE6__DBY21_08645
ERR1913261.61072__1.61072	39486__B0G9E4__tilS
ERR1913261.61219__1.61219	1501391__GCA_000786575.1_00052
ERR1913261.61282__1.61282	1262922__R6E2E4__BN487_00734
ERR1913261.61308__1.61308	1262933__R7P862__BN736_01621
ERR1913261.61714__1.61714	39491__C4Z8Y4__ERS852417_00909
ERR1913261.61767__1.61767	39491__A0A395ZFH9__ERS852417_01193
ERR1913261.61859__1.61859	853__A0A2A7B9I6__DW855_13690
ERR1913261.62298__1.62298	39491__A0A396FF66__DXD95_01810
ERR1913261.62432__1.62432	39485__A0A174YMI9__cph2_5
ERR1913261.62478__1.62478	853__A0A173SUU8__CGS54_06840
ERR1913261.62615__1.62615	28117__B0MTV0__BHV66_06395
ERR1913261.62661__1.62661	46228__B5CP87__HMPREF1202_02330
ERR1913261.62667__1.62667	1099853__G9S4M7__NSB1T_14390
ERR1913261.63031__1.63031	1965660__A0A1Y3SDG3__B5G34_10940
ERR1913261.63385__1.63385	1263000__R5EKR3__BN466_00099
ERR1913261.63449__1.63449	1381__group_451
ERR1913261.63513__1.63513	821__A0A174K302__CUU_3129
ERR1913261.63539__1.63539	106588__A6P303__BACCAP_04887
ERR1913261.63552__1.63552	823__K6APS3__DDY96_02400
ERR1913261.63686__1.63686	301301__A0A395V3Q5__sufB
ERR1913261.63824__1.63824	39491__R6UMS6__DXD13_07035
ERR1913261.63919__1.63919	360807__C0FSM3__ROSEINA2194_01739
ERR1913261.63927__1.63927	28117__R7JIY2__BHV66_06465
ERR1913261.64089__1.64089	39491__A0A173TM76__DXB72_10535
ERR1913261.64108__1.64108	328814__GCA_004558275.1_00129
ERR1913261.64230__1.64230	2108523__A0A2P2FCM2__LAWASA_3816
ERR1913261.64284__1.64284	820__A0A173WZS4__DXD90_10250
ERR1913261.64585__1.64585	39491__A0A395ZG74__licR
ERR1913261.64751__1.64751	1262922__R6EXU8__BN487_01099
ERR1913261.64969__1.64969	301302__R5UPH9__M72_00521
ERR1913261.65138__1.65138	39491__A0A395UUN5__EUBREC_0291
ERR1913261.65821__1.65821	28117__B0MTY2__BHV66_06485
ERR1913261.66154__1.66154	301302__A0A173RMN7__ERS852420_00721
ERR1913261.66198__1.66198	357276__A0A076ISJ4__B5F95_19420
ERR1913261.66244__1.66244	2137880__A0A316PI53__DBY21_01080
ERR1913261.66408__1.66408	39491__A0A3E4YFT8__DXB69_10940
ERR1913261.66420__1.66420	487174__K0WUZ1__DIT83_10815
ERR1913261.66489__1.66489	823__D7IUM6__M091_1082
ERR1913261.66630__1.66630	160404__R7B907__SAMN02745138_01137
ERR1913261.66686__1.66686	1262922__R6EZ98__BN487_01346
ERR1913261.66775__1.66775	39492__D4JRV5__acrR_2
ERR1913261.67056__1.67056	1150298__A0A174BE63__ERS852406_01048
ERR1913261.67059__1.67059	1262922__R6E3T8__BN487_00972
ERR1913261.67038__1.67038	39491__A0A395ZGE4__ERS852497_01269
ERR1913261.67140__1.67140	333367__C0D2L2__CLOSTASPAR_03501
ERR1913261.67230__1.67230	1965588__A0A1Y4HA90__B5F36_01510
ERR1913261.67252__1.67252	39491__A0A396FMF1__EUR_28700
ERR1913261.67423__1.67423	1262922__R6EG39__BN487_01800
ERR1913261.67428__1.67428	1263000__R5EKR4__BN466_01609
ERR1913261.67571__1.67571	853__A0A2A7B9I6__DW855_13690
ERR1913261.67768__1.67768	39491__C4Z9E9__T1815_12341
ERR1913261.67737__1.67737	39491__A0A396FJJ9__DXB76_11995
ERR1913261.67755__1.67755	871324__A0A1M6KRZ5__SAMN05444350_14031
ERR1913261.68125__1.68125	28117__B0MYZ8__BHV66_04535
ERR1913261.68603__1.68603	460384__A0A1I0GW27__SAMN05216313_11380
ERR1913261.68610__1.68610	1262922__R6ECX9__BN487_01332
ERR1913261.68674__1.68674	39491__A0A395UZ82__EUR_31520
ERR1913261.68703__1.68703	328814__GCA_004558275.1_00135
ERR1913261.68846__1.68846	1262922__R6ETB6__BN487_00396
ERR1913261.68855__1.68855	360807__A0A173VDL4__dosC_2
ERR1913261.68976__1.68976	1262922__R6EG39__BN487_01800
ERR1913261.69032__1.69032	1262922__R6EF32__BN487_01642
ERR1913261.68998__1.68998	853__A0A2A7B9I6__DW855_13690
ERR1913261.69079__1.69079	39491__C4ZCH3__EUR_17560
ERR1913261.69235__1.69235	1262922__R6E8C9__BN487_00223
ERR1913261.69364__1.69364	76489__A0A1E8EUC5__CLOACE_23150
ERR1913261.69318__1.69318	39491__D6E408__EUBREC_1466
ERR1913261.69324__1.69324	1262922__R6E2E4__BN487_00734
ERR1913261.69584__1.69584	823__A0A174MNW4__M091_0199
ERR1913261.69616__1.69616	1262933__R7P835__BN736_01586
ERR1913261.69692__1.69692	1262922__R6EAK5__BN487_00566
ERR1913261.69889__1.69889	28117__B0MU58__BHV66_05630
ERR1913261.70110__1.70110	1262922__R6EYJ3__BN487_01212
ERR1913261.70117__1.70117	39491__A0A395V5L2__ERE_28270
ERR1913261.70262__1.70262	1262922__R6E290__BN487_01114
ERR1913261.70352__1.70352	28117__B0MTY2__BHV66_06485
ERR1913261.70698__1.70698	823__D7ILK2__ERS852380_00031
ERR1913261.70795__1.70795	1262922__R6ECP0__BN487_01268
ERR1913261.70761__1.70761	39491__A0A395V0H3__ERS852417_01192
ERR1913261.71087__1.71087	1263000__R5EFA7__BN466_01197
ERR1913261.71301__1.71301	28117__B0MUL5__ALIPUT_00722
ERR1913261.71394__1.71394	1262922__R6EAK5__BN487_00566
ERR1913261.71354__1.71354	160404__R7B907__SAMN02745138_01137
ERR1913261.71414__1.71414	39491__C4Z872__LD38_07250
ERR1913261.71490__1.71490	28117__B0MWH8__BHV66_01330
ERR1913261.71512__1.71512	1262933__R7P8L6__BN736_01776
ERR1913261.71632__1.71632	1262922__R6DZZ7__BN487_00771
ERR1913261.71652__1.71652	39491__A0A396FNY7__LD38_16155
ERR1913261.71693__1.71693	39485__A0A174ZNZ2__ERS852492_02345
ERR1913261.72215__1.72215	39485__C4Z0I4__ERS852492_00258
ERR1913261.72265__1.72265	2108523__A0A2P2FD44__LAWASA_3973
ERR1913261.72509__1.72509	28117__B0MYI9__BHV66_05415
ERR1913261.72489__1.72489	28117__B0N007__BHV66_10275
ERR1913261.72585__1.72585	28117__R7JH62__BHV66_05735
ERR1913261.72754__1.72754	39486__R6SAN5__DXB12_03855
ERR1913261.72757__1.72757	2108523__A0A2P2FCZ8__LAWASA_3945
ERR1913261.73100__1.73100	39491__A0A395V0E5__ERE_31370
ERR1913261.73161__1.73161	1262922__R6EVJ0__BN487_00736
ERR1913261.73378__1.73378	214856__I3YK71__ERS852559_02472
ERR1913261.73345__1.73345	1262922__R6EDI1__BN487_01092
ERR1913261.73351__1.73351	39485__C4Z1Y9__EUBELI_00143
ERR1913261.73553__1.73553	1262922__R6EA90__BN487_00523
ERR1913261.73584__1.73584	40518__R5DQR9__DXD83_00030
ERR1913261.73650__1.73650	39491__A0A173SH34__EUR_24920
ERR1913261.73723__1.73723	1262882__R5N1R4__BN519_00788
ERR1913261.73746__1.73746	39491__C4ZHS4__EUR_24420
ERR1913261.74187__1.74187	823__A0A174PDQ0__DXC05_08200
ERR1913261.74313__1.74313	2108523__A0A2P2FCF2__LAWASA_3737
ERR1913261.74246__1.74246	28117__B0MY41__BHV66_05165
ERR1913261.74324__1.74324	39491__R6TQ09__DXC13_03010
ERR1913261.74440__1.74440	410072__C0BF38__DXD67_15395
ERR1913261.74541__1.74541	28117__R7JG17__ALIPUT_01859
ERR1913261.74543__1.74543	823__A0A174PDQ0__DXC05_08200
ERR1913261.74620__1.74620	1262922__R6E290__BN487_01114
ERR1913261.75007__1.75007	853__A0A173SUU8__CGS54_06840
ERR1913261.75034__1.75034	1150298__R7JT48__gsiA_6
ERR1913261.75085__1.75085	360807__A0A0M6X184__ERS852392_03203
ERR1913261.75313__1.75313	28117__B0MY40__BHV66_05170
ERR1913261.75455__1.75455	1262922__R6EG39__BN487_01800
ERR1913261.75458__1.75458	2137880__A0A316NNA7__atpF
ERR1913261.75569__1.75569	649756__A0A173RRC5__DO83_12885
ERR1913261.76013__1.76013	39491__A0A174K9A3__DXB69_07785
ERR1913261.76026__1.76026	39485__A0A1Q6PG30__ERS852492_00010
ERR1913261.75990__1.75990	39491__A0A395V5R3__EUBREC_1883
ERR1913261.76091__1.76091	39491__A0A396FPV7__ERS852580_01177
ERR1913261.76101__1.76101	328814__GCA_004558275.1_01620
ERR1913261.76235__1.76235	853__A0A173YYY4__DWZ04_09420
ERR1913261.76405__1.76405	853__A0A174C5M1__CGS58_04460
ERR1913261.76458__1.76458	1262989__R6Y412__BN815_00886
ERR1913261.76499__1.76499	214856__I3YK71__ERS852559_02472
ERR1913261.76512__1.76512	28117__B0MU76__ALIPUT_00202
ERR1913261.76900__1.76900	1262922__R6E8V3__BN487_01763
ERR1913261.76943__1.76943	552398__F4XCR9__HMPREF0866_01636
ERR1913261.76983__1.76983	821__A0A0P0M6M0__M097_4734
ERR1913261.76930__1.76930	1262922__R6EVQ0__BN487_00762
ERR1913261.77348__1.77348	39491__A0A174K1W6__DXB99_15020
ERR1913261.77395__1.77395	39485__C4Z6F3__EUBELI_20400
ERR1913261.77404__1.77404	853__A0A2J4JL53__CRH10_10795
ERR1913261.77459__1.77459	1965537__A0A1Y4WLJ1__B5E42_08115
ERR1913261.77630__1.77630	39491__C4Z9J5__DXB69_02495
ERR1913261.77607__1.77607	1262933__R7PCH9__BN736_01779
ERR1913261.77656__1.77656	823__K6AMD2__B5F32_04565
ERR1913261.77745__1.77745	328813__A0A1Y3QQL4__B5G41_13930
ERR1913261.78176__1.78176	28117__B0MWC6__BHV66_00965
ERR1913261.78336__1.78336	1150298__A0A174LKY6__ERS852535_00447
ERR1913261.78528__1.78528	823__A0A174VHT1__DHP27_04775
ERR1913261.78490__1.78490	1262922__R6E5H3__BN487_01250
ERR1913261.78717__1.78717	28117__B0MYP3__BHV66_04995
ERR1913261.78733__1.78733	39491__A0A396FS17__envC
ERR1913261.78771__1.78771	1263000__R5EF60__BN466_01316
ERR1913261.78810__1.78810	1465754__A0A1H4FKL6__SAMN05444145_11114
ERR1913261.78863__1.78863	39491__A0A396FS17__envC
ERR1913261.78878__1.78878	1965629__A0A1Y4BVH1__B5F88_13900
ERR1913261.78965__1.78965	39491__A0A395V1R3__T1815_08181
ERR1913261.79077__1.79077	651822__GCA_000210715.1_00753
ERR1913261.79207__1.79207	1501391__GCA_000786575.1_00065
ERR1913261.79590__1.79590	823__A6LB63__M095_1847
ERR1913261.79629__1.79629	1965537__A0A1Y4WCT3__B5E42_17555
ERR1913261.79649__1.79649	2108523__A0A2P2F666__LAWASA_1491
ERR1913261.79727__1.79727	39491__A0A174EQV2__DXB69_10230
ERR1913261.79943__1.79943	28118__F9Z3G8__B5F99_01835
ERR1913261.79987__1.79987	39491__A0A395ZDC6__addB
ERR1913261.80027__1.80027	1262933__R7PAS5__BN736_01896
ERR1913261.80076__1.80076	1150298__A0A174SLE6__mlc_1
ERR1913261.80294__1.80294	1262933__R7PBW4__BN736_01558
ERR1913261.80297__1.80297	39491__A0A174EQV2__DXB69_10230
ERR1913261.80708__1.80708	39491__A0A395ZFH9__ERS852417_01193
ERR1913261.80885__1.80885	357276__C3R9Y0__HMPREF1064_01889
ERR1913261.80956__1.80956	1262922__R6EDI1__BN487_01092
ERR1913261.80957__1.80957	649756__D4MYP6__DO83_09290
ERR1913261.80962__1.80962	823__A0A395YXR9__M091_4086
ERR1913261.81167__1.81167	106588__A6NUL8__BACCAP_01900
ERR1913261.81283__1.81283	39496__A5Z5I2__EUBVEN_00963
ERR1913261.81291__1.81291	46228__V8C7P7__HMPREF1202_01523
ERR1913261.81431__1.81431	1262899__R7JDZ7__BN657_00077
ERR1913261.81481__1.81481	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913261.81564__1.81564	39485__C4Z685__EUBELI_20332
ERR1913261.81574__1.81574	39491__R6TQ09__DXC13_03010
ERR1913261.81581__1.81581	1262933__R7PBI2__BN736_00367
ERR1913261.81787__1.81787	487174__K0WV63__DIT83_11035
ERR1913261.81823__1.81823	39491__A0A395ZBQ4__cph2_2
ERR1913261.81856__1.81856	39491__A0A174LTW7__DXD13_08720
ERR1913261.81883__1.81883	28117__B0MXJ1__BHV66_08445
ERR1913261.82036__1.82036	39491__A0A395V464__EUBREC_1509
ERR1913261.82144__1.82144	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913261.82172__1.82172	1150298__A0A173ZPH3__rnhA
ERR1913261.82249__1.82249	28117__B0MY41__BHV66_05165
ERR1913261.82516__1.82516	28117__B0MTH2__ALIPUT_00061
ERR1913261.82529__1.82529	39485__A0A174YVS4__EUBELI_00620
ERR1913261.82752__1.82752	216816__C2GSX7__DD678_03555
ERR1913261.82908__1.82908	562__P23837__phoQ
ERR1913261.83008__1.83008	1263005__R6FM26__BN497_00689
ERR1913261.83054__1.83054	853__A8SCP3__C4N26_07960
ERR1913261.83087__1.83087	1262743__R5C054__BN727_01980
ERR1913261.83196__1.83196	1262922__R6ECW3__BN487_01323
ERR1913261.83318__1.83318	1262922__R6E4S1__BN487_00090
ERR1913261.83474__1.83474	1262933__R7PCY0__BN736_01853
ERR1913261.83487__1.83487	39491__C4ZCV5__DXB99_11855
ERR1913261.83608__1.83608	214856__E4MFP6__ERS852447_01708
ERR1913261.83793__1.83793	1262933__R7PCY0__BN736_01853
ERR1913261.83819__1.83819	39491__A0A395ZG74__licR
ERR1913261.83849__1.83849	39491__A0A395UZ82__EUR_31520
ERR1913261.83932__1.83932	1263000__R5EHI3__BN466_01684
ERR1913261.84031__1.84031	39483__D4JER6__B5F14_00400
ERR1913261.84198__1.84198	823__A0A355XF06__B5F32_11480
ERR1913261.84296__1.84296	46228__V8C6B2__DXD17_09805
ERR1913261.84252__1.84252	437898__GCF_000250875.1_00516
ERR1913261.84720__1.84720	328814__GCA_004558275.1_00096
ERR1913261.84815__1.84815	823__A6LHU5__M092_0203
ERR1913261.84925__1.84925	823__A0A355XKQ8__DHP27_04010
ERR1913261.84956__1.84956	39491__D4JMW8__ERS852497_01971
ERR1913261.85172__1.85172	823__D0TGE9__ERS852429_03294
ERR1913261.85345__1.85345	39491__A0A174K9A3__DXB69_07785
ERR1913261.85539__1.85539	106588__A6P303__BACCAP_04887
ERR1913261.85783__1.85783	39491__A0A396FSR4__ERS852580_02287
ERR1913261.85826__1.85826	39491__C4Z8Y4__ERS852417_00909
ERR1913261.86021__1.86021	823__E1YR62__HMPREF1059_02331
ERR1913261.86368__1.86368	821__E5UY21__C800_02204
ERR1913261.86564__1.86564	39491__A0A395V0X2__EUBREC_3007
ERR1913261.86642__1.86642	487174__K0WRR5__DDY40_06130
ERR1913261.86643__1.86643	823__A0A355XN36__DXB14_02385
ERR1913261.86681__1.86681	328814__GCA_004558275.1_02025
ERR1913261.86770__1.86770	39491__A0A395V0E5__ERE_31370
ERR1913261.86996__1.86996	39491__A0A395ZHV7__ykvU
ERR1913261.87347__1.87347	39491__A0A395ZHW9__DXC13_02590
ERR1913261.87766__1.87766	39491__A0A395V0H3__ERS852417_01192
ERR1913261.88166__1.88166	39485__A0A174Z7G5__EUBELI_01168
ERR1913261.88411__1.88411	360807__C0FTG2__RIL183_32211
ERR1913261.88530__1.88530	39491__A0A395ZJZ1__LD38_01870
ERR1913261.88849__1.88849	1262933__R7PCH9__BN736_01779
ERR1913261.88957__1.88957	39491__D4JMW8__ERS852497_01971
ERR1913261.89015__1.89015	39485__C4Z467__ERS852490_01684
ERR1913261.89110__1.89110	1262922__R6E5Q5__BN487_01326
ERR1913261.89188__1.89188	47678__R5U9Z0__HMPREF1061_03210
ERR1913261.89240__1.89240	823__A0A395YRE1__DXC05_20005
ERR1913261.89305__1.89305	357276__I8WML9__DXD47_10570
ERR1913261.89352__1.89352	1465754__A0A1H3Y1G9__SAMN05444145_101413
ERR1913261.89354__1.89354	39491__A0A396FEV5__EUR_24750
ERR1913261.89419__1.89419	39491__A0A395V2P3__DXB69_08700
ERR1913261.89468__1.89468	853__A0A2J4JL53__CRH10_10795
ERR1913261.89765__1.89765	818__E5C5U7__SAMN05216253_101163
ERR1913261.89805__1.89805	487174__K0XLC3__HMPREF9448_01065
ERR1913261.89857__1.89857	384639__GCA_003096855.1_01925
ERR1913261.90211__1.90211	40520__R7DC80__RUMOBE_00153
ERR1913261.90234__1.90234	214856__E4MF20__Alfi_0697
ERR1913261.90300__1.90300	39491__A0A2U2EKL1__ERS852580_00911
ERR1913261.90371__1.90371	39491__A0A396FEW6__T1815_18721
ERR1913261.90460__1.90460	39491__A0A395V1R3__T1815_08181
ERR1913261.90518__1.90518	28117__B0MWP2__ALIPUT_01468
ERR1913261.90600__1.90600	39491__A0A2U2EKL1__ERS852580_00911
ERR1913261.90685__1.90685	1262922__R6DZK5__BN487_00713
ERR1913261.90740__1.90740	39491__C4Z9J5__DXB69_02495
ERR1913261.90839__1.90839	1262922__R6ECX9__BN487_01332
ERR1913261.90847__1.90847	28117__R7JJM9__ALIPUT_00662
ERR1913261.90908__1.90908	821__D4VD59__BHV80_04260
ERR1913261.90858__1.90858	39491__A0A395ZIT8__EUR_13460
ERR1913261.91078__1.91078	1262933__R7PA77__BN736_00546
ERR1913261.91080__1.91080	820__A0A139K5E7__DXC68_09550
ERR1913261.91318__1.91318	823__A0A173RD26__B5F32_03910
ERR1913261.91625__1.91625	39485__A0A174ZTY8__ycfH
ERR1913261.91653__1.91653	28117__B0MZ50__ALIPUT_02424
ERR1913261.91724__1.91724	39485__C4Z028__ERS852492_00100
ERR1913261.91977__1.91977	1262933__R7PD08__BN736_00864
ERR1913261.92098__1.92098	39491__A0A173TFQ1__rsmF
ERR1913261.92068__1.92068	1796613__A0A1C7GXA9__A4V03_04820
