ERR1913276.154__1.154	1262929__R6EXF7__BN691_00015
ERR1913276.41869__1.41869	39491__A0A396FSK3__ERS852417_00383
ERR1913276.41953__1.41953	28117__B0MXU0__BHV66_07550
ERR1913276.42036__1.42036	387661__B7BGS0__B5F96_17580
ERR1913276.42227__1.42227	328813__A0A1Y3QZ64__B5G41_14235
ERR1913276.42261__1.42261	1680__A0A076JNS9__BIFADO_02309
ERR1913276.42265__1.42265	28117__B0MY41__BHV66_05165
ERR1913276.42333__1.42333	818__A0A1H7L4U6__BSIG_3287
ERR1913276.42417__1.42417	239935__R7E524__CXT91_06180
ERR1913276.42445__1.42445	88431__A0A173VJL7__ERS852526_01348
ERR1913276.42452__1.42452	40518__R5DM08__DXD83_06415
ERR1913276.42512__1.42512	1965650__A0A1Y3VHB1__B5G16_11195
ERR1913276.42618__1.42618	820__A0A174NUS8__DXC80_12885
ERR1913276.42999__1.42999	1680__A1A1R1__BIFADO_00076
ERR1913276.43015__1.43015	823__A0A355XEX9__ERS852560_03521
ERR1913276.43035__1.43035	626940__E8LDK5__DCQ00_02560
ERR1913276.43275__1.43275	46503__K5ZBF7__DD461_15285
ERR1913276.43256__1.43256	301302__R5UJR5__M72_06371
ERR1913276.43374__1.43374	33039__D4M0U9__mucD
ERR1913276.43497__1.43497	820__A0A139KA34__B5G17_05520
ERR1913276.43653__1.43653	28117__B0MWH8__BHV66_01330
ERR1913276.43893__1.43893	1550024__A0A0W7TVN4__ASJ35_01120
ERR1913276.43934__1.43934	1680__A0A173W5Z2__DXC53_01290
ERR1913276.44500__1.44500	1263006__R6LVB9__BN515_01765
ERR1913276.44541__1.44541	40518__R5DX17__DXD86_01230
ERR1913276.44574__1.44574	28117__B0MWX3__BHV66_03010
ERR1913276.44613__1.44613	745368__A0A1T4XVH8__SAMN02745178_02336
ERR1913276.44638__1.44638	216816__D6DCL7__BFS26_02835
ERR1913276.44763__1.44763	214856__R5UN64__ERS852447_02669
ERR1913276.44704__1.44704	394340__group_3414
ERR1913276.44806__1.44806	384638__B7AT14__BACPEC_01282
ERR1913276.44901__1.44901	1965660__A0A1Y3SSG6__B5G34_01735
ERR1913276.44916__1.44916	1150298__A0A173ZYU8__sipT_2
ERR1913276.45077__1.45077	1628085__A0A1C6DC32__C7386_10623
ERR1913276.45151__1.45151	39492__D4JVW2__EUBSIR_02285
ERR1913276.45202__1.45202	214856__I3YPP9__Alfi_2707
ERR1913276.45367__1.45367	823__A0A355XFH7__ERS852513_00769
ERR1913276.45437__1.45437	214856__A0A174FW22__ERS852447_02437
ERR1913276.45531__1.45531	820__A0A3E4GE89__DXB48_02565
ERR1913276.45573__1.45573	544580__A0A1Q8VTP3__BKH24_02655
ERR1913276.45772__1.45772	2026240__group_4612
ERR1913276.45846__1.45846	39492__D4JU49__ERS852540_00175
ERR1913276.45923__1.45923	1680__A0A173XYA2__B0703_0121
ERR1913276.45956__1.45956	820__A0A3E4W084__BACUNI_04042
ERR1913276.46035__1.46035	820__A0A374Q854__HMPREF1073_03281
ERR1913276.46180__1.46180	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913276.46216__1.46216	818__D7IK38__ERS852430_03017
ERR1913276.46310__1.46310	165179__D1PEZ7__DXC61_06515
ERR1913276.46315__1.46315	328814__GCA_004558275.1_00073
ERR1913276.46474__1.46474	214856__A0A174A0R8__ERS852447_00998
ERR1913276.46667__1.46667	820__A0A3E4WCX3__C801_02709
ERR1913276.46888__1.46888	1965604__A0A1Y4EJN3__B5F54_16620
ERR1913276.46908__1.46908	1550024__A0A3B9WJZ9__TQ39_02585
ERR1913276.46924__1.46924	292800__A0A1C7FQ74__HMPREF9460_03995
ERR1913276.47122__1.47122	1550024__G9RX78__TQ39_04855
ERR1913276.47379__1.47379	820__A0A174G065__DXB62_08975
ERR1913276.47382__1.47382	820__A7VAR9__ERS852421_00197
ERR1913276.47532__1.47532	410072__A0A174QHJ5__COPCOM_03116
ERR1913276.47649__1.47649	28117__B0MU76__ALIPUT_00202
ERR1913276.47807__1.47807	33039__D4M1A4__ERS852502_00742
ERR1913276.47809__1.47809	147206__GCF_000156215.1_01108
ERR1913276.47873__1.47873	573__W1GR36__SL50_00453
ERR1913276.48057__1.48057	28117__B0MXR1__BHV66_08035
ERR1913276.48143__1.48143	458033__GCA_001482755.1_02203
ERR1913276.48233__1.48233	39485__A0A174ZNW9__luxQ_1
ERR1913276.48316__1.48316	39492__D4JQS6__ykoD
ERR1913276.48342__1.48342	214856__A0A174FY07__ERS852447_02457
ERR1913276.48389__1.48389	1680__A0A174BEE7__BSTER_1311
ERR1913276.49046__1.49046	1463165__A0A1V2T468__tetD
ERR1913276.49082__1.49082	1262929__R6FV28__BN691_00620
ERR1913276.49292__1.49292	28117__B0MXU0__BHV66_07550
ERR1913276.49306__1.49306	360807__A0A173WJE3__mcp4_4
ERR1913276.49417__1.49417	1262989__R6ZJK5__BN815_01843
ERR1913276.49517__1.49517	1262929__R6F620__BN691_01750
ERR1913276.49560__1.49560	214856__I3YPR5__ERS852447_01364
ERR1913276.49846__1.49846	821__A0A3E4XY72__NCTC10583_01067
ERR1913276.49886__1.49886	1463165__A0A0C7KKQ5__CWN03_05450
ERR1913276.49981__1.49981	46503__R5DLM3__HMPREF1078_03417
ERR1913276.50119__1.50119	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913276.50129__1.50129	214856__R6YD52__ERS852447_02171
ERR1913276.50166__1.50166	1262911__R6H0U7__BN557_01104
ERR1913276.50195__1.50195	28117__B0MST8__ALIPUT_00310
ERR1913276.50317__1.50317	165179__A0A3E5E7D5__PREVCOP_03928
ERR1913276.50394__1.50394	74426__nifJ
ERR1913276.50548__1.50548	820__A0A396EWL3__ERS417307_03868
ERR1913276.50573__1.50573	818__A0A139K2A0__SAMN02910322_00898
ERR1913276.50609__1.50609	28117__B0MU76__ALIPUT_00202
ERR1913276.50672__1.50672	214856__A0A174A1J3__ERS852447_01000
ERR1913276.50690__1.50690	39485__C4Z389__ERS852490_01920
ERR1913276.50716__1.50716	360807__A0A0M6WKA4__ERS852392_00206
ERR1913276.50784__1.50784	1680__A0A174BEE7__BSTER_1311
ERR1913276.51137__1.51137	28117__B0MTV0__BHV66_06395
ERR1913276.51238__1.51238	216816__Q8G5T7__HMPREF0175_0394
ERR1913276.51474__1.51474	820__A0A374Q854__HMPREF1073_03281
ERR1913276.51642__1.51642	1262989__R6YC95__BN815_00996
ERR1913276.51761__1.51761	823__A0A395YRW4__DD466_15895
ERR1913276.51778__1.51778	165179__R6PU83__CFT61_14275
ERR1913276.51888__1.51888	40518__R5DT93__DXD86_08730
ERR1913276.51891__1.51891	28117__R7JIY2__BHV66_06465
ERR1913276.52115__1.52115	46228__V8BL71__DXD17_11775
ERR1913276.52081__1.52081	28117__B0MWP2__ALIPUT_01468
ERR1913276.52211__1.52211	214856__A0A174A0P3__ERS852447_00994
ERR1913276.52347__1.52347	74426__pta
ERR1913276.52425__1.52425	39492__D4JT91__EUBSIR_01750
ERR1913276.52429__1.52429	214856__A0A174A257__ERS852447_01007
ERR1913276.52444__1.52444	214856__R5UN64__ERS852447_02669
ERR1913276.52695__1.52695	357276__A0A0K2HDP3__IY41_00705
ERR1913276.52764__1.52764	28117__B0MTH2__ALIPUT_00061
ERR1913276.52861__1.52861	47678__R5UZM4__DW706_15680
ERR1913276.52870__1.52870	28117__B0MTY2__BHV66_06485
ERR1913276.52976__1.52976	214856__A0A173ZZ16__umuC_2
ERR1913276.53301__1.53301	626932__G5HA72__HMPREF9450_01537
ERR1913276.53511__1.53511	1680__R5GR82__AD0028_0014
ERR1913276.53558__1.53558	363265__R6F4I0__HMPREF0673_00778
ERR1913276.53604__1.53604	28037__W1UQR8__B0679_07855
ERR1913276.53591__1.53591	1262911__R6H2B5__BN557_01151
ERR1913276.53595__1.53595	1535__A7VRX7__CH238_12065
ERR1913276.53687__1.53687	310298__B3JFI7__BACCOP_00636
ERR1913276.53652__1.53652	214856__A0A174A1J3__ERS852447_01000
ERR1913276.53748__1.53748	39492__D4JTF5__ybeY
ERR1913276.53775__1.53775	823__D0TGE9__ERS852429_03294
ERR1913276.53886__1.53886	40518__R5DVL2__penA
ERR1913276.54066__1.54066	165179__D1PCT4__DXB80_09470
ERR1913276.54156__1.54156	357276__A0A076IKP7__BACDOR_04239
ERR1913276.54334__1.54334	39492__D4JU94__ispE
ERR1913276.54374__1.54374	823__A0A174W1A8__panE
ERR1913276.54425__1.54425	1262929__R6FUB1__BN691_00386
ERR1913276.54427__1.54427	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913276.54462__1.54462	214856__A0A174FZ29__ERS852559_00600
ERR1913276.54642__1.54642	74426__groL
ERR1913276.54740__1.54740	357276__A0A076INK2__BSEG_04225
ERR1913276.54744__1.54744	28117__B0MTS2__ALIPUT_00159
ERR1913276.54889__1.54889	363265__R6FVK6__HMPREF0673_01906
ERR1913276.55093__1.55093	28117__B0MXG8__ALIPUT_01814
ERR1913276.55294__1.55294	1262911__R6HHR1__BN557_01622
ERR1913276.55417__1.55417	1550024__A0A0D8IY45__ASJ35_05575
ERR1913276.55538__1.55538	28117__B0MUT8__ALIPUT_00879
ERR1913276.55551__1.55551	214856__R5UN64__ERS852447_02669
ERR1913276.55626__1.55626	39491__A0A174LTW7__DXD13_08720
ERR1913276.55657__1.55657	214856__A0A174A0P3__ERS852447_00994
ERR1913276.56101__1.56101	39492__D4JQS7__ERS852540_01645
ERR1913276.56229__1.56229	165179__A0A3E5E5M2__PREVCOP_03530
ERR1913276.56312__1.56312	1262924__R7HPU8__BN585_00010
ERR1913276.56852__1.56852	328814__GCA_004558275.1_00051
ERR1913276.56861__1.56861	165179__A0A174IHQ2__PREVCOP_05478
ERR1913276.56979__1.56979	1263044__GCA_000433375.1_01161
ERR1913276.57013__1.57013	39492__D4MMZ8__ERS852540_01407
ERR1913276.57146__1.57146	47678__R5UU25__DXB67_16190
ERR1913276.57102__1.57102	2173__A0A1D2WT86__METSMIF1_02584
ERR1913276.57218__1.57218	216816__D6ZWI5__B5781_1661
ERR1913276.57377__1.57377	47678__A5ZJ14__ERS852494_02225
ERR1913276.57570__1.57570	239935__A0A2N8HTZ8__CXU09_01270
ERR1913276.57500__1.57500	626932__G5H871__HMPREF9450_01131
ERR1913276.57691__1.57691	239935__R6JFR5__CXT84_04850
ERR1913276.57638__1.57638	573__A0A1D3KS54__cbiC
ERR1913276.57718__1.57718	823__A0A355XF06__B5F32_11480
ERR1913276.57808__1.57808	387661__K6ACM8__HMPREF1077_00750
ERR1913276.57920__1.57920	214856__A0A174ZLY7__ERS852447_02456
ERR1913276.57894__1.57894	214856__A0A174ZLY7__ERS852447_02456
ERR1913276.58360__1.58360	1263000__R5EKG2__BN466_02040
ERR1913276.58397__1.58397	39486__G1WN57__DORFOR_02477
ERR1913276.58496__1.58496	357276__A0A076IN30__DXD47_09350
ERR1913276.58610__1.58610	1550024__A0A0D8J084__TQ39_06930
ERR1913276.58745__1.58745	246787__A0A0P0GK12__BcellWH2_04154
ERR1913276.58918__1.58918	39492__D4JV38__EUBSIR_01205
ERR1913276.58810__1.58810	39492__D4JV48__ERS852540_00852
ERR1913276.58955__1.58955	214856__R6YD52__ERS852447_02171
ERR1913276.59095__1.59095	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913276.59192__1.59192	823__D7IRG1__NCTC11152_02276
ERR1913276.59139__1.59139	28117__R7JR95__ALIPUT_01367
ERR1913276.59225__1.59225	28117__B0MY40__BHV66_05170
ERR1913276.59254__1.59254	823__A0A355XEX9__ERS852560_03521
ERR1913276.59465__1.59465	626940__E8LGF9__DCQ00_00015
ERR1913276.59579__1.59579	1262743__R5C054__BN727_01980
ERR1913276.59731__1.59731	821__A0A3E4HP25__SAMN04487923_102450
ERR1913276.59817__1.59817	1262929__R6F9R1__BN691_00465
ERR1913276.60176__1.60176	818__Q8A112__BT_3859
ERR1913276.60103__1.60103	820__A0A3E4G3J9__ERS852459_02265
ERR1913276.60252__1.60252	39491__A0A395V0E5__ERE_31370
ERR1913276.60382__1.60382	28117__B0MWP2__ALIPUT_01468
ERR1913276.60416__1.60416	387661__K5YX23__B5F96_10165
ERR1913276.60420__1.60420	214856__I3YPR5__ERS852447_01364
ERR1913276.60285__1.60285	74426__infB
ERR1913276.60540__1.60540	216816__D6DCL7__BFS26_02835
ERR1913276.60496__1.60496	1262911__R6GTZ4__BN557_01440
ERR1913276.60500__1.60500	40518__R5E328__DXD86_08885
ERR1913276.60693__1.60693	47678__R5UMC3__CGC64_08380
ERR1913276.60718__1.60718	1680__A0A174BEE7__BSTER_1311
ERR1913276.60741__1.60741	818__Q8A3A6__Btheta7330_00071
ERR1913276.60744__1.60744	1262929__R6EXK5__BN691_00233
ERR1913276.60758__1.60758	823__A0A073I9P2__CF162_18000
ERR1913276.60897__1.60897	823__A0A173UDF6__CEQ22_003270
ERR1913276.61135__1.61135	626932__G5H6U8__HMPREF9450_00658
ERR1913276.61213__1.61213	487174__K0WWY0__DIT83_10195
ERR1913276.61766__1.61766	33039__D4M325__ERS852390_01663
ERR1913276.61863__1.61863	1965604__A0A1Y4F2R3__B5F54_02490
ERR1913276.62007__1.62007	39492__D4JRR5__ERS852540_02089
ERR1913276.62059__1.62059	39491__A0A395ZHH5__ERS852497_02076
ERR1913276.62123__1.62123	28117__B0MU76__ALIPUT_00202
ERR1913276.62269__1.62269	820__A0A3E5BMG9__DXD40_05130
ERR1913276.62312__1.62312	28117__B0MTW8__ALIPUT_00502
ERR1913276.62469__1.62469	39492__D4JRZ7__smc
ERR1913276.62560__1.62560	387661__B7BG55__B5F96_17505
ERR1913276.62580__1.62580	39492__D4JSS2__EUBSIR_00553
ERR1913276.62613__1.62613	246787__A0A0P0GR24__BcellWH2_03263
ERR1913276.62869__1.62869	820__A0A174TRB5__DXD40_11305
ERR1913276.62933__1.62933	214856__A0A174FWM7__ERS852559_00590
ERR1913276.62937__1.62937	853__A0A173YYY4__DWZ04_09420
ERR1913276.62957__1.62957	165179__A0A3E4S980__PREVCOP_04626
ERR1913276.63554__1.63554	47678__R5UUQ0__C5Z00_15605
ERR1913276.63883__1.63883	818__A0A2J6AAA9__NCTC10582_00162
ERR1913276.63979__1.63979	1535__A7VY38__CLOLEP_03514
ERR1913276.64362__1.64362	214856__A0A174ZEW0__ERS852447_00985
ERR1913276.64962__1.64962	1262929__R6F936__BN691_00715
ERR1913276.64970__1.64970	39491__A0A395V2P3__DXB69_08700
ERR1913276.64972__1.64972	28117__B0MY36__BHV66_05185
ERR1913276.65162__1.65162	820__A0A139KH21__DXC80_01780
ERR1913276.65389__1.65389	820__A0A3E5BMG9__DXD40_05130
ERR1913276.65300__1.65300	214856__A0A174A257__ERS852447_01007
ERR1913276.65330__1.65330	214856__A0A174ZB00__ERS852559_00631
ERR1913276.65342__1.65342	1160721__R6TB54__RBI_I01327
ERR1913276.65460__1.65460	74426__nrdD
ERR1913276.65775__1.65775	1262740__R7CW76__BN666_01657
ERR1913276.65828__1.65828	820__A0A139KHX1__HMPREF2141_00289
ERR1913276.65930__1.65930	28117__B0MXW9__ALIPUT_01981
ERR1913276.65972__1.65972	214856__I3YPP9__Alfi_2707
ERR1913276.66034__1.66034	28117__B0MXG7__BHV66_08620
ERR1913276.66049__1.66049	28117__B0MWC6__BHV66_00965
ERR1913276.66107__1.66107	46228__B5CR77__truA
ERR1913276.66085__1.66085	853__A0A3E2U7E6__ERS852582_01640
ERR1913276.66143__1.66143	1262911__R6H1B2__BN557_00840
ERR1913276.66148__1.66148	818__A0A0P0F391__BJP75_009470
ERR1913276.66253__1.66253	817__A0A396BRW8__gldM
ERR1913276.66403__1.66403	1262736__R5YDL6__BN496_00749
ERR1913276.66419__1.66419	28117__R7JJM9__ALIPUT_00662
ERR1913276.66434__1.66434	823__A6LB63__M095_1847
ERR1913276.66578__1.66578	1628085__A0A396QCK7__C7386_10670
ERR1913276.66586__1.66586	214856__I3YPP0__ERS852447_01388
ERR1913276.66593__1.66593	214856__A0A174FWM7__ERS852559_00590
ERR1913276.66629__1.66629	626940__E8LG46__BHW43_08405
ERR1913276.66634__1.66634	214856__A0A174FWM7__ERS852559_00590
ERR1913276.66787__1.66787	28117__R7JJM9__ALIPUT_00662
ERR1913276.66941__1.66941	1680__A0A3E4SB79__BAD_1517
ERR1913276.66982__1.66982	884684__GCA_002892425.1_00699
ERR1913276.67042__1.67042	28116__A0A078QF71__HMPREF1070_01231
ERR1913276.67101__1.67101	40518__R5DP21__RBATCC27255_00348
ERR1913276.67231__1.67231	1262911__R6GYL3__BN557_00607
ERR1913276.67257__1.67257	47678__R5UAF6__ERS852494_02966
ERR1913276.67610__1.67610	216816__A0A133L1E2__ptsP
ERR1913276.67682__1.67682	853__C7H7F5__DWZ46_01780
ERR1913276.67893__1.67893	1262989__R6Y1K4__BN815_00040
ERR1913276.67946__1.67946	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913276.68130__1.68130	328814__GCA_004558275.1_00073
ERR1913276.68079__1.68079	1550024__A0A3B9WIW5__TQ39_04755
ERR1913276.68179__1.68179	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913276.68249__1.68249	301302__A0A173T010__M72_26571
ERR1913276.68214__1.68214	214856__A0A174A1J3__ERS852447_01000
ERR1913276.68296__1.68296	1472761__GCA_002159295.1_01982
ERR1913276.68466__1.68466	820__A0A139K1Y6__DXB48_02610
ERR1913276.68720__1.68720	357276__I9R994__BACDOR_04044
ERR1913276.68726__1.68726	216816__C2GUV2__APC1478_0430
ERR1913276.68768__1.68768	28117__B0MZ50__ALIPUT_02424
ERR1913276.69037__1.69037	626940__E8LFE6__DCQ00_00370
ERR1913276.69378__1.69378	28117__B0MU76__ALIPUT_00202
ERR1913276.69503__1.69503	46228__V8BPJ7__DXD17_00330
ERR1913276.69706__1.69706	818__A0A0P0FLN9__NCTC13706_01794
ERR1913276.69755__1.69755	47678__R5U558__ERS852558_02232
ERR1913276.69842__1.69842	214856__A0A174ZLW6__ERS852559_01424
ERR1913276.69963__1.69963	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913276.69971__1.69971	28117__B0MY40__BHV66_05170
ERR1913276.70021__1.70021	239935__R6K0V8__CXT94_02055
ERR1913276.70145__1.70145	214856__A0A174G1M7__ERS852559_00594
ERR1913276.70470__1.70470	820__A0A396EWL3__ERS417307_03868
ERR1913276.70660__1.70660	823__A6LH14__B5F32_11640
ERR1913276.70674__1.70674	28117__B0MYI9__BHV66_05415
ERR1913276.70713__1.70713	28117__B0MXQ6__ALIPUT_01917
ERR1913276.70908__1.70908	28116__A0A078Q626__HMPREF1070_02735
ERR1913276.71015__1.71015	487174__K0WV96__HMPREF9448_01901
ERR1913276.71048__1.71048	28117__B0MUB4__BHV66_01895
ERR1913276.71189__1.71189	1262911__R6H212__BN557_01031
ERR1913276.71278__1.71278	28117__B0MWH8__BHV66_01330
ERR1913276.71288__1.71288	328814__GCA_004558275.1_01002
ERR1913276.71345__1.71345	363265__G6AUM0__HMPREF0673_00305
ERR1913276.71405__1.71405	820__A0A374Q854__HMPREF1073_03281
ERR1913276.71503__1.71503	39492__D4JRV7__EUBSIR_01513
ERR1913276.71578__1.71578	853__A0A173YYY4__DWZ04_09420
ERR1913276.71724__1.71724	410072__A0A173YNZ0__ERS852481_00766
ERR1913276.71961__1.71961	214856__A0A174A1J3__ERS852447_01000
ERR1913276.72027__1.72027	817__E4W1I5__HMPREF1203_03977
ERR1913276.72105__1.72105	649756__B0P1Y8__ERS852571_00196
ERR1913276.72198__1.72198	820__A0A3E5BMG9__DXD40_05130
ERR1913276.72324__1.72324	246787__R6LGA6__tmoS_11
ERR1913276.72402__1.72402	74426__sigA
ERR1913276.72410__1.72410	357276__I8WEZ6__BACDOR_02323
ERR1913276.72482__1.72482	28117__B0MXJ1__BHV66_08445
ERR1913276.72490__1.72490	820__A0A3E4W4Y7__B5G17_02055
ERR1913276.72941__1.72941	820__A0A174LJB2__HMPREF1072_04112
ERR1913276.73190__1.73190	357276__A0A0K2HKT7__B5F95_21090
ERR1913276.73313__1.73313	823__A6LEP0__M091_1976
ERR1913276.73436__1.73436	1680__A0A076JM61__DXD63_05245
ERR1913276.73475__1.73475	165179__D1PAV8__DXB80_13055
ERR1913276.73581__1.73581	817__E1WTM7__M121_2859
ERR1913276.74178__1.74178	28117__B0MT86__BHV66_02450
ERR1913276.74157__1.74157	1262924__R7HTK4__BN585_00496
ERR1913276.74493__1.74493	40518__R5DZ88__DXD93_06320
ERR1913276.74652__1.74652	1262924__R7HND0__BN585_00157
ERR1913276.74727__1.74727	1680__A0A374QDL4__LMG18897_0432
ERR1913276.74789__1.74789	820__A0A1T4IYF4__mprA_1
ERR1913276.74855__1.74855	1262911__R6GMD8__BN557_01647
ERR1913276.74865__1.74865	39492__D4MIX3__ERS852540_01230
ERR1913276.74918__1.74918	28117__B0N028__BHV66_05935
ERR1913276.75093__1.75093	817__A0A149NCG3__M134_4715
ERR1913276.75106__1.75106	74426__purL
ERR1913276.75279__1.75279	165179__A0A174SA26__PREVCOP_05758
ERR1913276.75220__1.75220	853__A0A174C5M1__CGS58_04460
ERR1913276.75313__1.75313	820__A0A3E5BMG9__DXD40_05130
ERR1913276.75398__1.75398	1150298__A0A174J629__ERS852498_00833
ERR1913276.75448__1.75448	853__R6QDR1__C4N27_08170
ERR1913276.75523__1.75523	214856__A0A174H3U9__ERS852559_00612
ERR1913276.75617__1.75617	853__D4K7X0__DW905_09540
ERR1913276.75777__1.75777	1262929__R6EW44__BN691_01010
ERR1913276.75785__1.75785	1680__R5GPK0__B0487_0620
ERR1913276.76209__1.76209	853__A0A2A6Z8X1__FPR_03410
ERR1913276.76612__1.76612	214856__R6XNE7__ERS852447_02267
ERR1913276.76615__1.76615	1965604__A0A1Y4EJN3__B5F54_16620
ERR1913276.76733__1.76733	820__A0A139KJ23__celCCA
ERR1913276.76873__1.76873	28052__R7NCN8__ERS852499_00866
ERR1913276.76903__1.76903	818__A0A0P0F7K1__ERS852461_02719
ERR1913276.77024__1.77024	387661__K5Z679__PRABACTJOHN_01697
ERR1913276.77149__1.77149	214856__A0A174A1J3__ERS852447_01000
ERR1913276.77207__1.77207	821__A0A3E4WAR6__DXD64_10735
ERR1913276.77579__1.77579	28117__B0MYP3__BHV66_04995
ERR1913276.77928__1.77928	487174__K0WRR5__DDY40_06130
ERR1913276.78084__1.78084	28116__C3QVY2__SAMN05444282_12234
ERR1913276.78242__1.78242	165179__A0A3E5E2B6__DXB80_02820
ERR1913276.78248__1.78248	214856__A0A174FWM7__ERS852559_00590
ERR1913276.78302__1.78302	165179__A0A3E5EAI4__DXC61_10445
ERR1913276.78429__1.78429	214856__A0A174A257__ERS852447_01007
ERR1913276.78439__1.78439	818__Q8A0R7__ERS852461_00039
ERR1913276.78745__1.78745	1150298__A0A174N5I7__ERS852498_01953
ERR1913276.78973__1.78973	821__A0A0P0L8F8__ERS852509_03705
ERR1913276.79102__1.79102	216816__A0A0S2ML20__B5780_2007
ERR1913276.79280__1.79280	74426__sigA
ERR1913276.79398__1.79398	820__A7V049__DXB48_04755
ERR1913276.79405__1.79405	301302__A0A173R6H4__M72_21671
ERR1913276.79626__1.79626	1263005__R6F312__BN497_01291
ERR1913276.79652__1.79652	214856__A0A174ZEW0__ERS852447_00985
ERR1913276.79659__1.79659	46228__B5CPY3__DXD17_03535
ERR1913276.79700__1.79700	28116__A0A1Y4PWV4__C5Z02_15015
ERR1913276.79791__1.79791	28116__A0A1Y4PI93__HMPREF1069_03456
ERR1913276.79848__1.79848	28116__A0A078Q626__HMPREF1070_02735
ERR1913276.80131__1.80131	1262911__R6H1D2__BN557_00855
ERR1913276.80148__1.80148	651822__GCA_000210715.1_00753
ERR1913276.80156__1.80156	28026__A0A267WNN6__menA
ERR1913276.80102__1.80102	820__R9HP61__DXC91_01090
ERR1913276.80229__1.80229	214856__A0A174A1J3__ERS852447_01000
ERR1913276.80367__1.80367	165179__A0A3E5E2V4__PREVCOP_05070
ERR1913276.80456__1.80456	572010__nifJ
ERR1913276.80473__1.80473	817__E4W180__BF638R_4450
ERR1913276.80522__1.80522	28117__B0MVL2__BHV66_01645
ERR1913276.80544__1.80544	39492__D4JXA0__ERS852540_02538
ERR1913276.80692__1.80692	147207__adhE_1
ERR1913276.80716__1.80716	572010__hgdC_1
ERR1913276.80726__1.80726	28117__B0MXW9__ALIPUT_01981
ERR1913276.80786__1.80786	10679__GeneID:1261534
ERR1913276.81016__1.81016	214856__A0A175A6T5__ERS852447_02658
ERR1913276.81322__1.81322	28117__B0MY34__BHV66_05195
ERR1913276.81610__1.81610	820__R9I2U8__DXC68_09590
ERR1913276.81568__1.81568	214856__I3YMN6__Alfi_1938
ERR1913276.81581__1.81581	563038__E9FQ87__HMPREF0851_01969
ERR1913276.81755__1.81755	1150298__R7JRK4__ERS852406_01648
ERR1913276.81871__1.81871	214856__A0A174ZEW0__ERS852447_00985
ERR1913276.81932__1.81932	39491__C4Z872__LD38_07250
ERR1913276.81986__1.81986	39492__D4JVW2__EUBSIR_02285
ERR1913276.82009__1.82009	28117__B0MYI9__BHV66_05415
ERR1913276.82072__1.82072	387661__K5ZT71__B5F96_05370
ERR1913276.82138__1.82138	28117__B0MY34__BHV66_05195
ERR1913276.82148__1.82148	39491__A0A173TFQ1__rsmF
ERR1913276.82165__1.82165	817__D1JR15__M117_0303
ERR1913276.82261__1.82261	74426__group_1871
ERR1913276.82326__1.82326	239935__A0A2N8HQR1__Amuc_0287
ERR1913276.82537__1.82537	291645__I8WZT8__HMPREF1068_04327
ERR1913276.82745__1.82745	28117__B0MXW9__ALIPUT_01981
ERR1913276.83064__1.83064	165179__A0A3E5DRA5__PREVCOP_06668
ERR1913276.83235__1.83235	28117__B0MY40__BHV66_05170
ERR1913276.83276__1.83276	39488__A0A173RDQ1__EUBHAL_02348
ERR1913276.83341__1.83341	28117__B0MYA9__BHV66_07790
ERR1913276.83411__1.83411	39491__R6TQ09__DXC13_03010
ERR1913276.83467__1.83467	374840__GeneID:2546403
ERR1913276.83607__1.83607	28117__R7JPX7__BHV66_00900
ERR1913276.83699__1.83699	853__E2ZGD9__C7J97_11715
ERR1913276.83704__1.83704	214856__A0A174FZ29__ERS852559_00600
ERR1913276.83839__1.83839	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913276.83897__1.83897	1262929__R6FV83__BN691_00675
ERR1913276.84031__1.84031	246787__R6LGA6__tmoS_11
ERR1913276.84037__1.84037	46228__V8CH54__RUMLAC_00903
ERR1913276.84260__1.84260	1680__R5GMB5__AD0028_1137
ERR1913276.84223__1.84223	246787__A0A3D6AVT6__BACCELL_02130
ERR1913276.84286__1.84286	28117__B0MTW8__ALIPUT_00502
ERR1913276.84417__1.84417	1303__X8KEZ3__SORDD14_01024
ERR1913276.84697__1.84697	28117__R7JIJ8__BHV66_01635
ERR1913276.84678__1.84678	1262989__R6Y532__BN815_01013
ERR1913276.84920__1.84920	1680__A0A174BEE7__BSTER_1311
ERR1913276.85067__1.85067	626932__G5H5B5__HMPREF9450_00125
ERR1913276.85094__1.85094	1150298__A0A174BE63__ERS852406_01048
ERR1913276.85258__1.85258	165179__A0A3E5EDS1__DXC61_03115
ERR1913276.85497__1.85497	28052__R7NDB6__ERS852499_00304
ERR1913276.85421__1.85421	823__A0A355XKQ8__DHP27_04010
