ERR1913284.369__1.369	40519__U2KBF3__RUMCAL_01572
ERR1913284.41696__1.41696	39492__D4MIK7__EUBSIR_00676
ERR1913284.41705__1.41705	410072__A0A173S248__ERS852525_02992
ERR1913284.41787__1.41787	165179__A0A3E5DZA5__DXB80_12550
ERR1913284.41817__1.41817	1262924__R7HQP2__BN585_01509
ERR1913284.41842__1.41842	165179__A0A229I6N7__DXC61_06720
ERR1913284.42108__1.42108	165179__A0A3E5E4P9__DXB80_07930
ERR1913284.42193__1.42193	39492__D4JRZ7__smc
ERR1913284.42203__1.42203	1897011__A0A1Q6RDG0__BHW41_05600
ERR1913284.42230__1.42230	165179__D1PEW8__DXB80_13775
ERR1913284.42281__1.42281	100886__A0A174GMU3__dnaI
ERR1913284.42290__1.42290	165179__D1PES9__DXB80_11585
ERR1913284.42457__1.42457	820__R9HXK9__DXB62_08265
ERR1913284.42466__1.42466	360807__C0FP30__ROSEINA2194_00482
ERR1913284.42494__1.42494	1262911__R6GSH8__BN557_00939
ERR1913284.42567__1.42567	1262911__R6GPM2__BN557_00937
ERR1913284.42803__1.42803	33043__D5HEE1__ERS852386_01671
ERR1913284.43260__1.43260	40518__R5DQK2__DXD93_03730
ERR1913284.43313__1.43313	626940__E8LFF6__BHW43_06155
ERR1913284.43283__1.43283	360807__A0A396AF38__RIL183_00781
ERR1913284.43364__1.43364	39491__A0A396FIZ8__ERE_20410
ERR1913284.43578__1.43578	817__A0A396EMA4__M108_0298
ERR1913284.43729__1.43729	626940__E8LDB3__prkC
ERR1913284.43771__1.43771	360807__A0A396AF38__RIL183_00781
ERR1913284.43778__1.43778	165179__A0A3E5E2S3__DXB80_03455
ERR1913284.43822__1.43822	360807__A0A396AJN5__ERS852392_00126
ERR1913284.43852__1.43852	39492__D4JT90__coaE
ERR1913284.43862__1.43862	33043__A0A174GAW5__ydcV_2
ERR1913284.43870__1.43870	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913284.44061__1.44061	1262736__R5YJ29__BN496_01288
ERR1913284.44130__1.44130	39491__A0A395V0H6__ERS852580_02570
ERR1913284.44174__1.44174	39485__C4Z2J8__ERS852490_02044
ERR1913284.44294__1.44294	165179__A0A3E5E7D5__PREVCOP_03928
ERR1913284.44436__1.44436	46228__V8BYC1__RUMLAC_00426
ERR1913284.44425__1.44425	28117__B0MY34__BHV66_05195
ERR1913284.44540__1.44540	165179__A0A229I9X5__CFT61_01205
ERR1913284.44610__1.44610	47678__I8UYF7__DW706_16415
ERR1913284.44657__1.44657	410072__A0A3E4GPS4__tagA
ERR1913284.44708__1.44708	28117__B0MYI9__BHV66_05415
ERR1913284.44825__1.44825	239935__R6K0V8__CXT94_02055
ERR1913284.44989__1.44989	626940__E8LFN2__DCQ00_04835
ERR1913284.45161__1.45161	165179__A0A3E5EB26__CFT61_02800
ERR1913284.45163__1.45163	1628085__A0A2U1BDY5__C7386_104102
ERR1913284.45343__1.45343	165179__A0A3E5E5H1__DXC61_07220
ERR1913284.45638__1.45638	39491__A0A395ZDC6__addB
ERR1913284.45703__1.45703	40518__R5DU52__RB5AMG_02245
ERR1913284.45664__1.45664	40518__R5DUU0__DXD93_03985
ERR1913284.45918__1.45918	33043__A0A174B7D6__ERS852400_01331
ERR1913284.46234__1.46234	39492__D4JUP6__ERS852540_01404
ERR1913284.46247__1.46247	165179__A0A3E5DRF6__DXC61_00200
ERR1913284.46261__1.46261	239935__A0A2N8HUU6__CXT90_06150
ERR1913284.46267__1.46267	46503__A7AG59__ERS852463_00349
ERR1913284.46339__1.46339	165179__A0A174WRI9__DXB80_04870
ERR1913284.46364__1.46364	360807__A0A1Q6T6N0__RIL183_24191
ERR1913284.46402__1.46402	1262803__R6NI66__BN649_01917
ERR1913284.46453__1.46453	33043__A0A173X520__ERS852575_01617
ERR1913284.46957__1.46957	33043__A0A173ZXG0__ERS852400_00169
ERR1913284.46976__1.46976	39492__B0MP07__ERS852540_02083
ERR1913284.47294__1.47294	33043__D5HIA8__ERS852575_01867
ERR1913284.47366__1.47366	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913284.47614__1.47614	360807__A0A173WJE3__mcp4_4
ERR1913284.47635__1.47635	853__A0A2A7B9I6__DW855_13690
ERR1913284.47839__1.47839	1263044__GCA_000433375.1_03403
ERR1913284.47995__1.47995	165179__A0A174W369__PREVCOP_04548
ERR1913284.48137__1.48137	853__A0A173TAZ8__DWZ46_14590
ERR1913284.48266__1.48266	301302__A0A0M6WHI7__M72_23941
ERR1913284.48219__1.48219	28132__D9RV83__HMPREF0660_00835
ERR1913284.48309__1.48309	33043__D5HHY4__luxQ_1
ERR1913284.48383__1.48383	165179__R6C3K4__PREVCOP_05795
ERR1913284.48386__1.48386	239935__A0A2N8IRL2__CXU06_01170
ERR1913284.48636__1.48636	33043__A0A174CLG4__hemA
ERR1913284.48786__1.48786	1150298__A0A174DSD1__dacB_3
ERR1913284.49439__1.49439	818__A0A139K2A0__SAMN02910322_00898
ERR1913284.49622__1.49622	165179__A0A174IHQ2__PREVCOP_05478
ERR1913284.49724__1.49724	33043__A0A173YQY3__ERS852445_01438
ERR1913284.49747__1.49747	165179__A0A3E5DZ45__DXC61_02820
ERR1913284.49812__1.49812	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1913284.49887__1.49887	46503__A7AII9__ERS852463_00984
ERR1913284.50014__1.50014	165179__A0A3E4SID1__DXB80_01945
ERR1913284.50074__1.50074	33043__A0A173WWJ5__ERS852386_00339
ERR1913284.50102__1.50102	165179__A0A3E5A5E5__DXC61_13965
ERR1913284.50154__1.50154	39491__R6UMS6__DXD13_07035
ERR1913284.50207__1.50207	39491__A0A0M6WNS5__DXC13_02015
ERR1913284.50270__1.50270	239935__A0A2N8I6R6__CXU04_04335
ERR1913284.50296__1.50296	39485__A0A174YVB5__lyc
ERR1913284.50361__1.50361	239935__A0A2N8I6R6__CXU04_04335
ERR1913284.50630__1.50630	165179__A0A3E5E5M2__PREVCOP_03530
ERR1913284.50723__1.50723	301302__R5UNJ6__M72_26701
ERR1913284.50813__1.50813	28117__B0MUY3__BHV66_00515
ERR1913284.51126__1.51126	1263000__R5ES99__BN466_01121
ERR1913284.51292__1.51292	165179__R6XIF8__DXC61_07265
ERR1913284.51333__1.51333	39492__D4JR58__EUBSIR_02090
ERR1913284.51374__1.51374	239935__B2URG6__CXU02_00030
ERR1913284.51417__1.51417	745368__A0A1T4XV62__SAMN02745178_02335
ERR1913284.51611__1.51611	28117__B0MWZ9__ALIPUT_01735
ERR1913284.51617__1.51617	357276__C3RDQ5__HMPREF1065_03827
ERR1913284.51708__1.51708	165179__A0A3E5DZ45__DXC61_02820
ERR1913284.51734__1.51734	165179__A0A174K816__DXB80_12000
ERR1913284.51830__1.51830	39492__D4JQY4__EUBSIR_01325
ERR1913284.51807__1.51807	165179__D1PDJ4__DXB80_08505
ERR1913284.51810__1.51810	46503__R6WY21__DXB85_01605
ERR1913284.51966__1.51966	33043__A0A173YYE7__ERS852445_00670
ERR1913284.51984__1.51984	1535__G9RWN9__CH238_11575
ERR1913284.52279__1.52279	239935__A0A2N8HW65__CXU09_08515
ERR1913284.52311__1.52311	165179__A0A3E5E2S3__DXB80_03455
ERR1913284.52581__1.52581	1262803__R6NZR7__BN649_00216
ERR1913284.52865__1.52865	33043__D5HI09__ERS852575_02656
ERR1913284.52906__1.52906	33043__A0A173YLD4__ERS852575_00535
ERR1913284.53002__1.53002	1262911__R6GSH0__BN557_00934
ERR1913284.53160__1.53160	33043__A0A174BZH8__ERS852575_02145
ERR1913284.53217__1.53217	165179__D1PAJ7__PREVCOP_04222
ERR1913284.53234__1.53234	239935__B2UPZ6__CXU03_03800
ERR1913284.53260__1.53260	2293125__A0A374BRU5__DW917_14365
ERR1913284.53291__1.53291	39492__D4JR08__ERS852540_02467
ERR1913284.53421__1.53421	33043__A0A173X520__ERS852575_01617
ERR1913284.53460__1.53460	165179__A0A3E5E2S3__DXB80_03455
ERR1913284.53539__1.53539	165179__D1PCT4__DXB80_09470
ERR1913284.53649__1.53649	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913284.53762__1.53762	28052__A0A174LHM7__ERS852451_02351
ERR1913284.53795__1.53795	165179__W1I4H6__DXB80_13655
ERR1913284.54081__1.54081	823__A6LH14__B5F32_11640
ERR1913284.54351__1.54351	458033__GCA_001482755.1_02203
ERR1913284.54605__1.54605	239935__A0A139TPG3__CXT86_08810
ERR1913284.54650__1.54650	165179__A0A3E5AER8__DXB80_07075
ERR1913284.54626__1.54626	39492__D4JQS7__ERS852540_01645
ERR1913284.54757__1.54757	2293125__A0A374BY09__DW917_11855
ERR1913284.54770__1.54770	1262924__R7HN51__BN585_01718
ERR1913284.54801__1.54801	33043__D5HF53__ERS852386_02418
ERR1913284.54814__1.54814	165179__A0A229I7F5__DXB80_02650
ERR1913284.54930__1.54930	165179__A0A229I6N7__DXC61_06720
ERR1913284.55124__1.55124	1150298__A0A174KDB8__psd
ERR1913284.55379__1.55379	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913284.55708__1.55708	1262924__R7HSB4__BN585_00816
ERR1913284.55710__1.55710	338188__A0A1C7H5S1__HMPREF1057_02183
ERR1913284.55667__1.55667	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913284.55762__1.55762	357276__I8WPR6__EL88_06675
ERR1913284.55895__1.55895	165179__A0A174W369__PREVCOP_04548
ERR1913284.56008__1.56008	626940__E8LGB3__HMPREF9443_01929
ERR1913284.56016__1.56016	853__A0A2A7B9I6__DW855_13690
ERR1913284.56075__1.56075	165179__A0A3E5E8N5__DXC61_13460
ERR1913284.56179__1.56179	165179__D1P9T6__PREVCOP_04016
ERR1913284.56321__1.56321	28052__A0A174MGP2__lyc_2
ERR1913284.56546__1.56546	165179__D1P8V8__DXC61_01940
ERR1913284.56684__1.56684	39492__D4JUS6__accD5
ERR1913284.56744__1.56744	39485__A0A1Q6PHM3__ERS852490_03067
ERR1913284.56747__1.56747	1628085__A0A1C6D825__C7386_1061
ERR1913284.56819__1.56819	165179__D1PCT4__DXB80_09470
ERR1913284.56825__1.56825	165179__A0A174SA26__PREVCOP_05758
ERR1913284.56953__1.56953	1262911__R6H1J5__BN557_00905
ERR1913284.56982__1.56982	745368__A0A1T4Y443__SAMN02745178_02724
ERR1913284.57165__1.57165	446660__GCA_003428235.1_01237
ERR1913284.57324__1.57324	360807__A0A0M6WKA4__ERS852392_00206
ERR1913284.57508__1.57508	1263030__R5CX12__BN705_00275
ERR1913284.57727__1.57727	239935__A0A139TMY7__CXU13_02020
ERR1913284.57899__1.57899	40518__R5DPA7__RBATCC27255_01319
ERR1913284.57877__1.57877	1262803__R6NGM0__BN649_02029
ERR1913284.58236__1.58236	410072__C0BBK3__ERS852389_00541
ERR1913284.58282__1.58282	1262803__R6NF94__BN649_01522
ERR1913284.58305__1.58305	187979__A0A174A2K7__yjcC_2
ERR1913284.58309__1.58309	165179__A0A174SA26__PREVCOP_05758
ERR1913284.58629__1.58629	33043__A0A173X520__ERS852575_01617
ERR1913284.58595__1.58595	360807__C0FRV5__ROSEINA2194_01466
ERR1913284.58938__1.58938	39491__A0A396FNY7__LD38_16155
ERR1913284.58999__1.58999	1262803__R6NL14__BN649_00750
ERR1913284.59226__1.59226	853__A0A173YYY4__DWZ04_09420
ERR1913284.59285__1.59285	33043__A0A174BPV6__ERS852445_01773
ERR1913284.59314__1.59314	46228__V8CE19__DXD17_01950
ERR1913284.59561__1.59561	165179__A0A3E5E4P9__DXB80_07930
ERR1913284.59575__1.59575	165179__A0A3E5EAT2__DXC61_07585
ERR1913284.59836__1.59836	853__A0A329UEG4__CHR60_00585
ERR1913284.59907__1.59907	626940__R6X4V5__DCQ00_10410
ERR1913284.59985__1.59985	165179__A0A229I6N7__DXC61_06720
ERR1913284.60031__1.60031	39491__C4ZAT2__ERE_28440
ERR1913284.60014__1.60014	165179__A0A3E5E2S3__DXB80_03455
ERR1913284.60138__1.60138	47678__R5U978__ERS852558_01076
ERR1913284.60124__1.60124	1262992__R5DE38__BN795_00174
ERR1913284.60239__1.60239	165179__A0A3E5A554__DXB80_13805
ERR1913284.60261__1.60261	1262911__R6GT76__BN557_01150
ERR1913284.60282__1.60282	853__A0A173T751__C4N24_10280
ERR1913284.60586__1.60586	1263011__R6EIF3__BN553_01079
ERR1913284.60763__1.60763	357276__A0A0M1W9N4__GV66_05135
ERR1913284.60827__1.60827	239935__A0A2N8HT44__CXT84_11035
ERR1913284.60893__1.60893	853__A0A3E2U7E6__ERS852582_01640
ERR1913284.60832__1.60832	33043__D5HIL8__ERS852386_02009
ERR1913284.60917__1.60917	33043__A8SPT5__yfiN_2
ERR1913284.61051__1.61051	239935__A0A2N8ITG2__Amuc_0335
ERR1913284.61061__1.61061	165179__D1PAV8__DXB80_13055
ERR1913284.61088__1.61088	165179__D1PCY7__DXB80_02765
ERR1913284.61448__1.61448	33043__A0A173R1J6__rpfG_1
ERR1913284.61526__1.61526	40518__R5E4X1__DXD93_05270
ERR1913284.61638__1.61638	410072__A0A174DFS8__ERS852574_01251
ERR1913284.61690__1.61690	39491__A0A0M6WNS5__DXC13_02015
ERR1913284.61696__1.61696	40518__R5DTJ1__DXD86_03635
ERR1913284.61757__1.61757	40518__R5DUU2__yvhJ_2
ERR1913284.61821__1.61821	165179__A0A3E5A5E5__DXC61_13965
ERR1913284.61991__1.61991	33043__A0A174BLU4__ERS852386_02221
ERR1913284.61918__1.61918	39492__D4JVT0__EUBSIR_00059
ERR1913284.61932__1.61932	28052__R7NDF6__ERS852499_01807
ERR1913284.62056__1.62056	33043__A0A174EI47__inlJ
ERR1913284.62060__1.62060	165179__A0A229I9X5__CFT61_01205
ERR1913284.62115__1.62115	165179__A0A3E5EB26__CFT61_02800
ERR1913284.62260__1.62260	239935__A0A2N8IJI1__B5G29_04615
ERR1913284.62271__1.62271	46503__R6X1R0__ERS852463_00596
ERR1913284.62349__1.62349	820__A0A173YYG4__evgS_3
ERR1913284.62384__1.62384	338188__A0A174J0B2__nucA_2
ERR1913284.62388__1.62388	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913284.62415__1.62415	239935__A0A2N8I9P4__CXT85_05050
ERR1913284.62473__1.62473	2293125__A0A374C7P4__DW917_07690
ERR1913284.62503__1.62503	853__A0A329UEG4__CHR60_00585
ERR1913284.62534__1.62534	239935__A0A139TLF5__CXU18_06685
ERR1913284.62619__1.62619	360807__A0A174F8N1__ERS852444_00648
ERR1913284.62691__1.62691	39488__A0A173UYZ4__EHLA_0662
ERR1913284.62865__1.62865	39492__D4JX50__EUBSIR_00410
ERR1913284.62912__1.62912	1262924__R7HM98__BN585_01697
ERR1913284.63052__1.63052	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913284.63163__1.63163	39492__D4JUJ6__ssuB_2
ERR1913284.63345__1.63345	2293125__A0A374CA90__DW917_07695
ERR1913284.63352__1.63352	33043__A0A173W9Y8__ERS852575_00062
ERR1913284.63405__1.63405	165179__D1P9T6__PREVCOP_04016
ERR1913284.63669__1.63669	165179__R6BPK1__DXB80_04445
ERR1913284.63807__1.63807	165179__A0A174MTF2__DXC61_13200
ERR1913284.63930__1.63930	165179__A0A3E5DRF6__DXC61_00200
ERR1913284.64149__1.64149	39491__C4ZHS4__EUR_24420
ERR1913284.64394__1.64394	1262803__R6PFM6__BN649_01061
ERR1913284.64500__1.64500	239935__A0A2N8IMD6__CXU03_05585
ERR1913284.64507__1.64507	239935__A0A2N8I5H6__CXT92_05565
ERR1913284.64916__1.64916	165179__A0A3E5AE59__DXC61_12885
ERR1913284.65138__1.65138	1262924__R7HML0__BN585_01508
ERR1913284.65181__1.65181	165179__A0A174IHQ2__PREVCOP_05478
ERR1913284.65229__1.65229	33043__A0A173WCG7__ERS852575_01602
ERR1913284.65246__1.65246	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913284.65249__1.65249	100886__A0A174MX77__fruA_1
ERR1913284.65268__1.65268	626940__R6XX39__DCQ00_06610
ERR1913284.65215__1.65215	360807__C0FVL1__ERS852392_00394
ERR1913284.65224__1.65224	40520__A0A395ZYQ3__RUMOBE_02371
ERR1913284.65549__1.65549	165179__A0A174W369__PREVCOP_04548
ERR1913284.65609__1.65609	165179__A0A229I1J2__DXB80_03950
ERR1913284.65654__1.65654	1299998__GCA_001494635.1_02003
ERR1913284.65764__1.65764	47678__A5ZHJ2__DXB67_12405
ERR1913284.65771__1.65771	33043__A8SPT5__yfiN_2
ERR1913284.66069__1.66069	165179__R6CNX7__DXB80_02200
ERR1913284.66259__1.66259	239935__R7E524__CXT91_06180
ERR1913284.66386__1.66386	360807__C0FUR6__RIL183_24171
ERR1913284.66445__1.66445	2293125__A0A374BRU5__DW917_14365
ERR1913284.66449__1.66449	1263000__R5EKG2__BN466_02040
ERR1913284.66522__1.66522	39491__C4ZHS4__EUR_24420
ERR1913284.66601__1.66601	165179__A0A3E5E2B6__DXB80_02820
ERR1913284.66671__1.66671	52226__A0A356UMN6__MITSMUL_04934
ERR1913284.67131__1.67131	28117__B0MTV0__BHV66_06395
ERR1913284.67259__1.67259	165179__A0A174XZU8__DXB80_12180
ERR1913284.67301__1.67301	1263000__R5EEL2__BN466_01100
ERR1913284.67385__1.67385	28118__R6F7J8__Odosp_3206
ERR1913284.67550__1.67550	39488__A0A374NKN1__ltaS_2
ERR1913284.67532__1.67532	88431__A0A3D0EY52__ERS852573_01763
ERR1913284.67542__1.67542	357276__A0A0K2HDP3__IY41_00705
ERR1913284.67737__1.67737	165179__A0A3E5DX15__DXC61_00345
ERR1913284.67821__1.67821	187979__A0A174A2K7__yjcC_2
ERR1913284.67707__1.67707	384638__B7ASI3__BACPEC_02038
ERR1913284.68282__1.68282	165179__D1P8Q2__trpF
ERR1913284.68292__1.68292	39491__A0A395UUN5__EUBREC_0291
ERR1913284.68360__1.68360	39491__A0A396FI89__DXD95_01300
ERR1913284.68353__1.68353	626940__E8LG81__BHW43_02530
ERR1913284.68452__1.68452	165179__A0A3E5DZD8__DXB80_09150
ERR1913284.68582__1.68582	46503__A0A3E4ZQ73__ERS852463_01043
ERR1913284.68584__1.68584	165179__A0A229I6N7__DXC61_06720
ERR1913284.68622__1.68622	39491__A0A396FGM9__fliU_1
ERR1913284.68676__1.68676	1262743__R5C0T1__BN727_02241
ERR1913284.68780__1.68780	1262743__R5C1N5__BN727_02492
ERR1913284.69029__1.69029	39492__D4JS87__EUBSIR_02328
ERR1913284.69086__1.69086	39492__D4MIK7__EUBSIR_00676
ERR1913284.69197__1.69197	28052__A0A174JFU5__yhbU_1
ERR1913284.69256__1.69256	1262803__R6NLI1__BN649_00352
ERR1913284.69407__1.69407	46503__R6WRM8__HMPREF1060_03046
ERR1913284.69741__1.69741	410072__A0A174K186__ERS852481_00847
ERR1913284.69874__1.69874	1262924__R7HKX0__BN585_01279
ERR1913284.69958__1.69958	33043__A0A174AEP1__apr
ERR1913284.70019__1.70019	165179__A0A3E5DX33__PREVCOP_05190
ERR1913284.70139__1.70139	33043__A8SWI7__bcrC
ERR1913284.70143__1.70143	189722__E0NQU7__HMPREF0658_0548
ERR1913284.70369__1.70369	116085__D4J6A3__cls
ERR1913284.70324__1.70324	39492__D4JTG7__EUBSIR_00572
ERR1913284.70439__1.70439	39491__A0A395UZL1__DXB76_05950
ERR1913284.70481__1.70481	165179__A0A3E5A554__DXB80_13805
ERR1913284.70544__1.70544	626940__E8LE49__DCQ00_07135
ERR1913284.70528__1.70528	239935__A0A2N8IVR0__CXT87_07115
ERR1913284.70529__1.70529	1262924__R7HM72__BN585_01169
ERR1913284.70532__1.70532	165179__D1PGU8__PREVCOP_06463
ERR1913284.70687__1.70687	1381__group_461
ERR1913284.70754__1.70754	165179__A0A3E5A5E5__DXC61_13965
ERR1913284.70812__1.70812	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913284.70900__1.70900	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913284.70954__1.70954	39491__A0A395V0H3__ERS852417_01192
ERR1913284.70963__1.70963	216816__A0A395XYV2__APC1468_1887
ERR1913284.70964__1.70964	820__A0A174M9V5__M093_0237
ERR1913284.71062__1.71062	39491__C4ZHS4__EUR_24420
ERR1913284.71068__1.71068	853__E2ZJT1__C4N23_03535
ERR1913284.71125__1.71125	39492__D4JTF2__mutS2
ERR1913284.71183__1.71183	626940__E8LFE6__DCQ00_00370
ERR1913284.71311__1.71311	165179__A0A3E5AE59__DXC61_12885
ERR1913284.71468__1.71468	357276__B6VUQ5__B5F00_10940
ERR1913284.71491__1.71491	165179__A0A3E5EBQ2__DXC61_01930
ERR1913284.71493__1.71493	33043__D5HI50__smf
ERR1913284.71634__1.71634	39496__A5Z5I2__EUBVEN_00963
ERR1913284.71716__1.71716	39491__A0A395V0E5__ERE_31370
ERR1913284.71943__1.71943	39492__D4JV70__EUBSIR_01253
ERR1913284.72213__1.72213	487175__D9Y3F1__HMPREF9439_00163
ERR1913284.72285__1.72285	165179__A0A3E5EAT2__DXC61_07585
ERR1913284.72523__1.72523	47678__A5ZBL9__C5Z00_18710
ERR1913284.72648__1.72648	1262911__R6HN81__BN557_00921
ERR1913284.72724__1.72724	33043__A0A174BLU4__ERS852386_02221
ERR1913284.72795__1.72795	165179__A0A3E5DV57__DXB80_11400
ERR1913284.72992__1.72992	1262746__R5STH4__BN750_02564
ERR1913284.73062__1.73062	165179__A0A3E5A832__DXC61_13685
ERR1913284.73138__1.73138	418240__A0A174QTB3__ERS852478_01801
ERR1913284.73153__1.73153	33043__D5HDZ9__ERS852386_00394
ERR1913284.73230__1.73230	626940__E8LG67__DCQ00_09020
ERR1913284.73381__1.73381	165179__D1PGD2__DXC61_10875
ERR1913284.73382__1.73382	1262803__R6NXS7__BN649_00953
ERR1913284.73416__1.73416	40518__R5E670__DXD93_06195
ERR1913284.73488__1.73488	1262743__R5C054__BN727_01980
ERR1913284.73520__1.73520	165179__D1PE06__DXC61_05975
ERR1913284.73618__1.73618	165179__A0A229I7F5__DXB80_02650
ERR1913284.73619__1.73619	33043__A0A174AEP1__apr
ERR1913284.73642__1.73642	301301__A0A174EZ95__graS_1
ERR1913284.73670__1.73670	39491__A0A0M6WLC7__ERS852497_00640
ERR1913284.73712__1.73712	165179__A0A3E5DR10__DXC61_03505
ERR1913284.73866__1.73866	1263000__R5EPJ2__BN466_00954
ERR1913284.73872__1.73872	165179__R6C3K4__PREVCOP_05795
ERR1913284.74203__1.74203	33043__A0A174B7D6__ERS852400_01331
ERR1913284.74205__1.74205	165179__D1PE06__DXC61_05975
ERR1913284.74207__1.74207	165179__A0A3E5AG99__DXB80_04390
ERR1913284.74493__1.74493	357276__I9QBT7__BSEG_03340
ERR1913284.74501__1.74501	1262744__R6FCG3__BN744_02085
ERR1913284.74547__1.74547	1465754__A0A1H3WW40__SAMN05444145_10110
ERR1913284.74740__1.74740	165179__A0A3E5DZA5__DXB80_12550
ERR1913284.74825__1.74825	310298__B3JL94__BACCOP_02749
ERR1913284.74917__1.74917	165179__R6C3K4__PREVCOP_05795
ERR1913284.74991__1.74991	239935__R7E524__CXT91_06180
ERR1913284.75071__1.75071	853__C7H7F5__DWZ46_01780
ERR1913284.75201__1.75201	28052__A0A174M8X5__ERS852499_01897
ERR1913284.75378__1.75378	33043__A0A174DSP1__essC_2
ERR1913284.75388__1.75388	33043__D5HIS6__ERS852575_02019
ERR1913284.75426__1.75426	165179__A0A3E5DX15__DXC61_00345
ERR1913284.75497__1.75497	360807__C0FPN7__ERS852444_02993
ERR1913284.75528__1.75528	357276__A0A076INK2__BSEG_04225
ERR1913284.75588__1.75588	39492__D4MIK7__EUBSIR_00676
ERR1913284.75726__1.75726	1262803__R6N9Q3__BN649_01144
ERR1913284.75783__1.75783	28117__B0MWP2__ALIPUT_01468
ERR1913284.75844__1.75844	357276__B6VW91__BACDOR_01584
ERR1913284.75812__1.75812	165179__R6CNX7__DXB80_02200
ERR1913284.75949__1.75949	33043__D5HI50__smf
ERR1913284.76087__1.76087	28052__R7NCE8__cph2_1
ERR1913284.76098__1.76098	853__A0A2A7B1Y7__C7K05_11930
ERR1913284.76150__1.76150	820__A0A139K5A6__DXB48_12175
ERR1913284.76292__1.76292	165179__A0A3E5E920__DXB80_11625
ERR1913284.76363__1.76363	357276__I9QWD4__DXD47_15075
ERR1913284.76682__1.76682	626940__E8LE49__DCQ00_07135
ERR1913284.76709__1.76709	239935__A0A2N8HB50__CXU17_02615
ERR1913284.76808__1.76808	28117__R7JH62__BHV66_05735
ERR1913284.76857__1.76857	39491__C4ZC33__DXC13_11585
ERR1913284.76883__1.76883	28052__A0A174MH21__ERS852499_01905
ERR1913284.76990__1.76990	39491__A0A395V0E5__ERE_31370
ERR1913284.77282__1.77282	1262743__R5C054__BN727_01980
ERR1913284.77349__1.77349	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913284.77630__1.77630	301302__R5UMU6__M72_26821
ERR1913284.77632__1.77632	165179__D1P9T6__PREVCOP_04016
ERR1913284.77716__1.77716	387090__S0F7Y3__BACCOPRO_02028
ERR1913284.77730__1.77730	360807__A0A396AIG0__ROSEINA2194_00358
ERR1913284.77948__1.77948	410072__A0A3E4GPD6__DXD67_10205
ERR1913284.78004__1.78004	165179__A0A174SR12__DXB80_04410
ERR1913284.78294__1.78294	165179__A0A174W369__PREVCOP_04548
ERR1913284.78422__1.78422	165179__A0A3E5E4P9__DXB80_07930
ERR1913284.78442__1.78442	1262803__R6NKZ1__BN649_00281
ERR1913284.78468__1.78468	39492__D4JUL3__nreC_2
ERR1913284.78547__1.78547	39491__D4JMW8__ERS852497_01971
ERR1913284.78624__1.78624	1262743__R5C564__BN727_01104
ERR1913284.78641__1.78641	216816__A0A1S2VTC3__BLIC_e00847
ERR1913284.78839__1.78839	28117__B0MTY2__BHV66_06485
ERR1913284.79028__1.79028	1897011__A0A1Q6RC54__BHW41_06555
ERR1913284.79115__1.79115	39491__A0A395ZDC6__addB
ERR1913284.79183__1.79183	165179__A0A174SA26__PREVCOP_05758
ERR1913284.79195__1.79195	165179__A0A3E5E189__PREVCOP_06699
ERR1913284.79260__1.79260	28117__B0MYW7__ALIPUT_02336
ERR1913284.79284__1.79284	165179__D1PGD2__DXC61_10875
ERR1913284.79474__1.79474	40518__R5DR39__mreB_2
ERR1913284.79495__1.79495	1262929__R6FTR6__BN691_00242
ERR1913284.79848__1.79848	39491__A0A395ZG74__licR
ERR1913284.79934__1.79934	357276__D1JYA3__BSEG_00395
ERR1913284.79984__1.79984	1262746__R5SUJ9__BN750_00526
ERR1913284.80196__1.80196	1628085__A0A374VPP0__C7386_11442
ERR1913284.80457__1.80457	239935__R6JCH3__CXT95_08205
ERR1913284.80698__1.80698	165179__R6C3K4__PREVCOP_05795
ERR1913284.80706__1.80706	39491__A0A395ZL98__DXB99_00620
ERR1913284.80877__1.80877	574930__A0A0F5IWS6__HMPREF1536_04647
ERR1913284.80884__1.80884	165179__D1PES9__DXB80_11585
ERR1913284.80954__1.80954	165179__D1PES9__DXB80_11585
ERR1913284.80988__1.80988	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913284.81006__1.81006	33043__D5HEQ5__gluP_2
ERR1913284.81045__1.81045	33043__D5HEE1__ERS852386_01671
ERR1913284.81093__1.81093	39492__B0MM84__lgt
ERR1913284.81415__1.81415	853__E2ZGD9__C7J97_11715
ERR1913284.81567__1.81567	371601__C3QR34__DXD03_22980
ERR1913284.81654__1.81654	165179__A0A174WGF6__PREVCOP_04095
