ERR1913167.17__1.17	47678__R5U3D5__DW706_05635
ERR1913167.38393__1.38393	674529__R6W6E8__DXB21_01245
ERR1913167.38473__1.38473	1262743__R5C054__BN727_01980
ERR1913167.38530__1.38530	394340__guaA_1
ERR1913167.38641__1.38641	820__A0A3E4W4Y7__B5G17_02055
ERR1913167.38692__1.38692	1262882__R5MFM2__BN519_00460
ERR1913167.39162__1.39162	820__A0A374Q854__HMPREF1073_03281
ERR1913167.39313__1.39313	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913167.39399__1.39399	338188__R6RPM1__BACFIN_05401
ERR1913167.39329__1.39329	820__A7V470__HMPREF1072_02076
ERR1913167.39514__1.39514	239935__A0A2N8IVR0__CXT87_07115
ERR1913167.39554__1.39554	371601__D7J4W7__CW3_3382
ERR1913167.39557__1.39557	821__E5UMZ6__BVU_1450
ERR1913167.39668__1.39668	820__A0A139KEW8__DXB64_06405
ERR1913167.39736__1.39736	820__A0A174M9V5__M093_0237
ERR1913167.39756__1.39756	820__A0A174F0C1__nreB
ERR1913167.39778__1.39778	820__A0A139K2N9__DXB62_12420
ERR1913167.39791__1.39791	820__A0A173YYG4__evgS_3
ERR1913167.39876__1.39876	820__A0A174A6K0__M093_0079
ERR1913167.39890__1.39890	28111__E5WUX1__HMPREF1016_00548
ERR1913167.39936__1.39936	28117__B0MXU6__ALIPUT_01958
ERR1913167.39947__1.39947	820__A0A173WUD7__DXB48_08055
ERR1913167.40016__1.40016	820__A0A139KH21__DXC80_01780
ERR1913167.40088__1.40088	820__A0A3E4VXP2__yesR
ERR1913167.40170__1.40170	239935__A0A2N8HBM4__CXT85_06270
ERR1913167.40133__1.40133	820__A0A139KG60__M094_2679
ERR1913167.40323__1.40323	1263044__GCA_000433375.1_01815
ERR1913167.40455__1.40455	674529__R6VF01__DXB21_13480
ERR1913167.40595__1.40595	47678__R5UAG4__DW706_17045
ERR1913167.40789__1.40789	47678__A0A3E5BQM1__DXB67_08970
ERR1913167.40803__1.40803	823__A6LBY1__ERS852380_00510
ERR1913167.40868__1.40868	820__A7UYX8__DXD40_11635
ERR1913167.40988__1.40988	820__A0A3E4VXP2__yesR
ERR1913167.41098__1.41098	820__A0A173WUD7__DXB48_08055
ERR1913167.41174__1.41174	820__A0A3E4VZF8__C801_00319
ERR1913167.41178__1.41178	487173__H1CY24__HMPREF9453_00262
ERR1913167.41298__1.41298	39492__D4MMN2__EUBSIR_00964
ERR1913167.41316__1.41316	820__R9I3Q7__HMPREF1072_01668
ERR1913167.41359__1.41359	820__A0A174F696__macB_13
ERR1913167.41585__1.41585	100884__E7G990__DXB26_14765
ERR1913167.41620__1.41620	820__R9HXK9__DXB62_08265
ERR1913167.41710__1.41710	1262882__R5MN65__BN519_00771
ERR1913167.41814__1.41814	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913167.42018__1.42018	214856__R6Y8K1__ERS852447_02509
ERR1913167.42104__1.42104	1262882__R5MNC1__BN519_00818
ERR1913167.42315__1.42315	1262882__R5MHZ2__BN519_00742
ERR1913167.42419__1.42419	820__A0A174M9V5__M093_0237
ERR1913167.42467__1.42467	820__A0A3E4QZJ7__C801_01798
ERR1913167.42498__1.42498	674529__A0A3E5GXM1__SAMN05444400_102238
ERR1913167.42518__1.42518	487173__H1D2L5__HMPREF9453_01853
ERR1913167.42535__1.42535	1262924__R7HKX0__BN585_01279
ERR1913167.42679__1.42679	821__E5UMZ6__BVU_1450
ERR1913167.42680__1.42680	74426__group_4823
ERR1913167.42728__1.42728	820__A0A174CK74__DXB48_07060
ERR1913167.42811__1.42811	214856__A0A175A6T5__ERS852447_02658
ERR1913167.42882__1.42882	2292352__A0A374UL49__DXC23_11310
ERR1913167.43092__1.43092	454155__F3QTI7__HMPREF9442_01505
ERR1913167.43271__1.43271	1262882__R5MRT2__BN519_01494
ERR1913167.43276__1.43276	1262882__R5N5J6__BN519_01504
ERR1913167.43333__1.43333	384638__B7APN3__BACPEC_00639
ERR1913167.43365__1.43365	1262882__R5MND9__BN519_00831
ERR1913167.43424__1.43424	820__A0A174CK74__DXB48_07060
ERR1913167.43467__1.43467	820__A0A1T4IYF4__mprA_1
ERR1913167.43474__1.43474	39491__A0A396FJJ9__DXB76_11995
ERR1913167.44158__1.44158	46503__A7AII9__ERS852463_00984
ERR1913167.44181__1.44181	1262882__R5MSX6__BN519_01697
ERR1913167.44244__1.44244	820__A0A174GYA8__DXB64_07370
ERR1913167.44268__1.44268	820__A0A3E4W9W8__C801_01069
ERR1913167.44326__1.44326	1304__F8LL78__A6J87_06705
ERR1913167.44285__1.44285	820__A0A139JRH8__HMPREF2141_04326
ERR1913167.44426__1.44426	820__A0A139KIL9__DXC68_05945
ERR1913167.44605__1.44605	1965576__A0A1Y4LDS9__B5F19_10680
ERR1913167.44629__1.44629	28117__B0MXU6__ALIPUT_01958
ERR1913167.44643__1.44643	820__A0A3E4FZM1__adaA_2
ERR1913167.44812__1.44812	820__R9I2U8__DXC68_09590
ERR1913167.44967__1.44967	820__A0A174F696__macB_13
ERR1913167.45020__1.45020	410072__C0BBT6__DXD67_02315
ERR1913167.45134__1.45134	820__A7VAR9__ERS852421_00197
ERR1913167.45365__1.45365	35833__S2KWY4__HMPREF0179_05096
ERR1913167.45400__1.45400	1262882__R5N587__BN519_01643
ERR1913167.45427__1.45427	239935__A0A2N8I3G2__CXT89_00720
ERR1913167.45566__1.45566	28118__R6FX99__Odosp_1660
ERR1913167.45616__1.45616	1796613__A0A1C7GYD6__A4V03_03700
ERR1913167.45851__1.45851	820__A0A139K4W5__HMPREF2141_02394
ERR1913167.45856__1.45856	820__A0A1Q6IDS8__chtA
ERR1913167.45862__1.45862	1262992__R5DDC9__BN795_00492
ERR1913167.45878__1.45878	1628085__A0A1C6G0Y6__C7386_103131
ERR1913167.46087__1.46087	820__A7VAS1__HMPREF2141_03259
ERR1913167.46125__1.46125	301302__R5UL57__ERS852420_00622
ERR1913167.46322__1.46322	820__A0A139K4T0__ERS852510_03146
ERR1913167.46467__1.46467	820__A0A173WUD7__DXB48_08055
ERR1913167.46832__1.46832	1262924__R7HQI4__BN585_00500
ERR1913167.46820__1.46820	820__A0A374Q854__HMPREF1073_03281
ERR1913167.46929__1.46929	28117__B0MYP3__BHV66_04995
ERR1913167.46937__1.46937	28117__B0MXR1__BHV66_08035
ERR1913167.47081__1.47081	28111__R5JN40__HMPREF1016_01803
ERR1913167.47280__1.47280	1150298__A0A174LE54__cysA
ERR1913167.47335__1.47335	853__A0A2A7ATM9__DWZ89_13645
ERR1913167.47372__1.47372	1262882__R5N1T9__BN519_00804
ERR1913167.47387__1.47387	1262882__R5N4D8__BN519_01497
ERR1913167.47453__1.47453	1263044__GCA_000433375.1_01439
ERR1913167.47472__1.47472	454155__F3QXY1__HMPREF9442_03071
ERR1913167.47569__1.47569	1262882__R5MND9__BN519_00831
ERR1913167.47695__1.47695	820__R9I324__HMPREF2141_02414
ERR1913167.47709__1.47709	28116__D7K7K3__SAMN05192581_103348
ERR1913167.47793__1.47793	1318__I1ZMC5__HMPREF9962_1378
ERR1913167.47827__1.47827	820__A0A3E4GA19__SAMN05444418_10562
ERR1913167.47988__1.47988	820__A0A174QLF0__SAMN05444418_109151
ERR1913167.47952__1.47952	820__A0A139K0J1__HMPREF2141_03205
ERR1913167.48005__1.48005	28117__B0N007__BHV66_10275
ERR1913167.48170__1.48170	1262992__R5DDW9__BN795_00572
ERR1913167.48191__1.48191	39492__D4JVC7__yfgF
ERR1913167.48252__1.48252	454155__F3QY50__HMPREF9442_03142
ERR1913167.48288__1.48288	239935__A0A139TQT9__Amuc_1197
ERR1913167.48369__1.48369	487173__H1CYJ4__HMPREF9453_00432
ERR1913167.48591__1.48591	820__A0A174CG08__DXB62_13215
ERR1913167.48728__1.48728	820__A0A174Q0F0__DXB48_08080
ERR1913167.48740__1.48740	820__A0A174CG08__DXB62_13215
ERR1913167.48751__1.48751	1796613__A0A1C7H6N8__ADH74_01350
ERR1913167.48897__1.48897	820__A0A139K2N9__DXB62_12420
ERR1913167.48916__1.48916	1262882__R5MKW1__BN519_00390
ERR1913167.48989__1.48989	823__A0A069S0G2__DXB14_03195
ERR1913167.49294__1.49294	820__A0A374Q854__HMPREF1073_03281
ERR1913167.49354__1.49354	820__A0A3E4GA19__SAMN05444418_10562
ERR1913167.49399__1.49399	1262743__R5C054__BN727_01980
ERR1913167.49409__1.49409	820__A0A3E5E0T0__ERS852554_00312
ERR1913167.49577__1.49577	820__A0A3E4WCC2__lptB_1
ERR1913167.49588__1.49588	1262882__R5MM10__BN519_01679
ERR1913167.49667__1.49667	328814__GCA_004558275.1_00041
ERR1913167.49698__1.49698	820__A0A3E4W084__BACUNI_04042
ERR1913167.49731__1.49731	820__A0A374MXK3__HMPREF1072_00166
ERR1913167.49747__1.49747	820__A0A3E4VXP2__yesR
ERR1913167.49762__1.49762	1550024__G9RTN6__TQ39_08170
ERR1913167.49837__1.49837	28117__B0MYP3__BHV66_04995
ERR1913167.49900__1.49900	204516__U6R8I1__HMPREF1534_03341
ERR1913167.49914__1.49914	820__A0A078STJ8__DXC68_04690
ERR1913167.50171__1.50171	371601__F7LA63__HMPREF1074_04288
ERR1913167.50172__1.50172	239935__A0A2N8HZW2__A4V05_11120
ERR1913167.50397__1.50397	239935__A0A2N8HT18__CXT93_06135
ERR1913167.50455__1.50455	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913167.50456__1.50456	820__A0A3E4WA06__ERS852554_03404
ERR1913167.50476__1.50476	214856__R6XS02__ERS852447_01685
ERR1913167.50527__1.50527	1262882__R5MYP8__BN519_00439
ERR1913167.50587__1.50587	821__I9R3W6__DXC16_12455
ERR1913167.50701__1.50701	820__A0A396EUU8__luxQ_3
ERR1913167.50674__1.50674	820__A0A3E4PYB0__yejM
ERR1913167.50743__1.50743	820__A7V9F9__B5G17_14640
ERR1913167.50788__1.50788	40518__R5DYU1__DXD86_01160
ERR1913167.51065__1.51065	418240__C6JAJ8__ERS852478_03436
ERR1913167.51079__1.51079	853__A0A2A7B1Y7__C7K05_11930
ERR1913167.51102__1.51102	1550024__A0A0D8J0U7__ASJ35_13230
ERR1913167.51107__1.51107	820__A0A396EUU8__luxQ_3
ERR1913167.51199__1.51199	487174__K0X1V7__DIT83_03020
ERR1913167.51200__1.51200	204516__U6R9H3__HMPREF1534_03348
ERR1913167.51286__1.51286	371601__D4WBK5__BN891_3970
ERR1913167.51355__1.51355	820__A0A139K426__B5G17_09115
ERR1913167.51392__1.51392	39492__D4JV38__EUBSIR_01205
ERR1913167.51484__1.51484	820__A0A396EWL3__ERS417307_03868
ERR1913167.51506__1.51506	40518__R5DTJ1__DXD86_03635
ERR1913167.51648__1.51648	1262992__R5CXM7__BN795_01016
ERR1913167.51752__1.51752	1262882__R5N3T7__BN519_01188
ERR1913167.51973__1.51973	820__A0A173W419__DXC68_17760
ERR1913167.52111__1.52111	204516__U6R9H3__HMPREF1534_03348
ERR1913167.52207__1.52207	820__A0A173WZS4__DXD90_10250
ERR1913167.52381__1.52381	28117__B0MYP3__BHV66_04995
ERR1913167.52636__1.52636	216816__B3DRY8__DPC6320_0936
ERR1913167.52854__1.52854	820__A0A374QGD2__ERS852421_02382
ERR1913167.52888__1.52888	820__A0A173W419__DXC68_17760
ERR1913167.52968__1.52968	823__D0T9E4__DHW69_09115
ERR1913167.52984__1.52984	821__A0A3E4WAR6__DXD64_10735
ERR1913167.53101__1.53101	1262882__R5MFR3__BN519_00473
ERR1913167.53160__1.53160	820__A0A1T4IYF4__mprA_1
ERR1913167.53286__1.53286	1262882__R5N532__BN519_01420
ERR1913167.53315__1.53315	357276__I9R4T1__IY41_06800
ERR1913167.53589__1.53589	371601__F7M1V2__DXD80_13245
ERR1913167.53641__1.53641	1262882__R5N0Q5__BN519_00642
ERR1913167.53706__1.53706	39492__D4JUP6__ERS852540_01404
ERR1913167.54022__1.54022	1550024__A0A3B9WFC7__ASJ35_09200
ERR1913167.54150__1.54150	626932__G5H615__HMPREF9450_00375
ERR1913167.54284__1.54284	437898__GCF_000250875.1_00011
ERR1913167.54352__1.54352	1262882__R5MM90__BN519_01721
ERR1913167.54373__1.54373	820__A7V780__adaA_3
ERR1913167.54447__1.54447	39492__D4JSA4__ERS852540_00596
ERR1913167.54591__1.54591	2108523__A0A2P2F3I3__LAWASA_548
ERR1913167.54660__1.54660	820__A0A139KEW8__DXB64_06405
ERR1913167.54681__1.54681	1262992__R5D6F1__BN795_00820
ERR1913167.54817__1.54817	1262882__R5N2A9__BN519_00921
ERR1913167.54900__1.54900	28111__R5K5Y0__NCTC11155_03071
ERR1913167.54879__1.54879	1550024__G9RXY7__TQ39_00100
ERR1913167.54883__1.54883	216816__A0A2N0SME6__BLIF_1881
ERR1913167.54934__1.54934	820__A0A3E4VZT7__DXB48_16145
ERR1913167.55047__1.55047	28116__C3QSX8__SAMN05444282_101331
ERR1913167.55278__1.55278	1262882__R5N678__BN519_01604
ERR1913167.55316__1.55316	487173__H1CY24__HMPREF9453_00262
ERR1913167.55333__1.55333	820__A0A139KG60__M094_2679
ERR1913167.55372__1.55372	214856__E4MFP6__ERS852447_01708
ERR1913167.55521__1.55521	820__R7E9Z4__DXC68_06065
ERR1913167.55449__1.55449	46503__R6XCJ0__PARMER_01847
ERR1913167.55606__1.55606	820__A0A139JY23__B5G17_06330
ERR1913167.55674__1.55674	820__A0A374QGD2__ERS852421_02382
ERR1913167.55872__1.55872	1262882__R5MM96__BN519_01545
ERR1913167.55878__1.55878	357276__A0A076IRX7__HMPREF1064_00526
ERR1913167.55995__1.55995	820__A0A174CK74__DXB48_07060
ERR1913167.56055__1.56055	1262882__R5MHQ8__BN519_00707
ERR1913167.56155__1.56155	820__A0A1T4IY71__HMPREF2141_02402
ERR1913167.56212__1.56212	820__A0A139KEW8__DXB64_06405
ERR1913167.56215__1.56215	820__A0A174M9V5__M093_0237
ERR1913167.56355__1.56355	1262882__R5N3T7__BN519_01188
ERR1913167.56425__1.56425	820__A0A3E4VZT7__DXB48_16145
ERR1913167.56391__1.56391	410072__A0A3E4GT98__ERS852574_02351
ERR1913167.56499__1.56499	39492__D4MJF3__EUBSIR_02248
ERR1913167.56558__1.56558	820__A0A139KIL9__DXC68_05945
ERR1913167.56663__1.56663	1262882__R5MM90__BN519_01721
ERR1913167.56778__1.56778	820__A0A173YYG4__evgS_3
ERR1913167.56811__1.56811	47678__R5UU99__C5Z00_11925
ERR1913167.56886__1.56886	28117__B0MZ14__ALIPUT_02383
ERR1913167.56939__1.56939	1263044__GCA_000433375.1_01861
ERR1913167.56973__1.56973	1262882__R5N2A9__BN519_00921
ERR1913167.57033__1.57033	820__A0A174G065__DXB62_08975
ERR1913167.57083__1.57083	39492__D4JUP6__ERS852540_01404
ERR1913167.57197__1.57197	338188__A0A173XHS4__BACFIN_08438
ERR1913167.57198__1.57198	204516__U6RR05__HMPREF1534_00736
ERR1913167.57294__1.57294	28116__A7LYG5__M089_5828
ERR1913167.57423__1.57423	820__A0A139KHD8__ERS417307_00569
ERR1913167.57560__1.57560	820__A0A139K0J1__HMPREF2141_03205
ERR1913167.57738__1.57738	820__A0A3E4XM43__DXC91_13960
ERR1913167.57740__1.57740	204516__U6R8I1__HMPREF1534_03341
ERR1913167.57987__1.57987	239935__R7DVL7__CXT93_01180
ERR1913167.58004__1.58004	820__A0A139JY23__B5G17_06330
ERR1913167.58101__1.58101	820__A0A139KIL9__DXC68_05945
ERR1913167.58296__1.58296	820__A0A174Q0F0__DXB48_08080
ERR1913167.58306__1.58306	39492__D4JTL0__EUBSIR_01428
ERR1913167.58416__1.58416	239935__A0A2N8ITW6__CXT91_06265
ERR1913167.58488__1.58488	820__A0A173XIP7__B5G17_16050
ERR1913167.58587__1.58587	338188__C9KX09__BACFIN_06851
ERR1913167.58722__1.58722	820__A0A174QLF0__SAMN05444418_109151
ERR1913167.58814__1.58814	322505__xre_3
ERR1913167.58923__1.58923	820__R9I3N4__M093_0061
ERR1913167.58984__1.58984	47678__R5UAF6__ERS852494_02966
ERR1913167.59209__1.59209	820__A0A3E4G3J9__ERS852459_02265
ERR1913167.59247__1.59247	39492__D4JTG7__EUBSIR_00572
ERR1913167.59267__1.59267	820__A0A139KHX1__HMPREF2141_00289
ERR1913167.59495__1.59495	1550024__G9RXA8__TQ39_17870
ERR1913167.59855__1.59855	1262882__R5N0J9__BN519_00773
ERR1913167.59832__1.59832	204516__U6RFU0__HMPREF1534_02545
ERR1913167.59845__1.59845	39492__D4JW25__EUBSIR_02203
ERR1913167.59917__1.59917	1263107__GCA_000436995.1_00065
ERR1913167.60036__1.60036	821__A0A173XDD3__DXB82_17180
ERR1913167.60110__1.60110	1262882__R5MMD8__BN519_01576
ERR1913167.60136__1.60136	1262882__R5MM69__BN519_00075
ERR1913167.60252__1.60252	820__A0A374MMF0__HMPREF1073_03811
ERR1913167.60290__1.60290	1628085__A0A374VP93__C7386_10150
ERR1913167.60298__1.60298	820__A0A3E4VXP2__yesR
ERR1913167.60473__1.60473	1262882__R5MNC1__BN519_00818
ERR1913167.60628__1.60628	487174__K0WZ94__HMPREF9448_00984
ERR1913167.60739__1.60739	820__A0A374Q351__DXD40_05850
ERR1913167.60698__1.60698	1262992__R5DDW9__BN795_00572
ERR1913167.60701__1.60701	823__A0A078TL61__ERS852429_00610
ERR1913167.60792__1.60792	820__A0A374Q4X1__HMPREF2141_02370
ERR1913167.61024__1.61024	1262882__R5MRS7__BN519_01490
ERR1913167.61033__1.61033	1796613__A0A1C7H2F0__ADH74_00145
ERR1913167.61043__1.61043	1262924__R7HML0__BN585_01508
ERR1913167.61108__1.61108	28118__F9ZB50__Odosp_2374
ERR1913167.61163__1.61163	820__A7V092__hldE
ERR1913167.61269__1.61269	28116__A7LRV6__BACOVA_00536
ERR1913167.61489__1.61489	301302__A0A173SF21__M72_12691
ERR1913167.61590__1.61590	820__A0A174CK74__DXB48_07060
ERR1913167.61604__1.61604	820__A0A374QGD2__ERS852421_02382
ERR1913167.61626__1.61626	1262992__R5D952__BN795_00714
ERR1913167.61770__1.61770	1262992__R5CZ75__BN795_01422
ERR1913167.61899__1.61899	820__A0A374Q854__HMPREF1073_03281
ERR1913167.61913__1.61913	820__A0A174TRB5__DXD40_11305
ERR1913167.61924__1.61924	671267__R9ICM6__C802_00589
ERR1913167.61974__1.61974	39491__D4JMW8__ERS852497_01971
ERR1913167.62125__1.62125	1628085__A0A2U1B8S0__C7386_11465
ERR1913167.62201__1.62201	454154__G5SVT0__HMPREF9441_03497
ERR1913167.62313__1.62313	1262882__R5N3H1__BN519_01121
ERR1913167.62333__1.62333	820__A0A174CG08__DXB62_13215
ERR1913167.62334__1.62334	1262882__R5MH81__BN519_00748
ERR1913167.62391__1.62391	28111__E5WYY8__HMPREF1016_01893
ERR1913167.62581__1.62581	1262942__R7QZT1__BN520_02233
ERR1913167.62706__1.62706	820__A0A3E4PYB0__yejM
ERR1913167.62712__1.62712	820__A0A174F0C1__nreB
ERR1913167.62739__1.62739	1262980__R5BMR8__BN814_00052
ERR1913167.62748__1.62748	418240__C6JGZ2__ERS852478_02682
ERR1913167.62764__1.62764	820__A0A174CG08__DXB62_13215
ERR1913167.62785__1.62785	674529__A0A174I6X2__DXB21_05420
ERR1913167.62787__1.62787	204516__U6RFB2__HMPREF1534_01733
ERR1913167.62788__1.62788	487173__H1D2L5__HMPREF9453_01853
ERR1913167.62971__1.62971	674529__A0A174HKS4__SAMN05444400_113117
ERR1913167.63065__1.63065	820__A0A3E4QZJ7__C801_01798
ERR1913167.63279__1.63279	1262882__R5MEW7__BN519_00010
ERR1913167.63317__1.63317	204516__U6R9E6__HMPREF1534_03149
ERR1913167.63415__1.63415	820__A0A139K4W1__M093_0353
ERR1913167.63362__1.63362	820__A0A3E4VZT7__DXB48_16145
ERR1913167.63370__1.63370	1262882__R5MZ41__BN519_00356
ERR1913167.63389__1.63389	1262980__R5BM52__BN814_00030
ERR1913167.63559__1.63559	239935__A0A2N8IEP3__CXT84_03735
ERR1913167.63718__1.63718	357276__C3RA36__HMPREF1065_03270
ERR1913167.63751__1.63751	28117__B0MXG8__ALIPUT_01814
ERR1913167.64034__1.64034	820__A0A3E4VXP2__yesR
ERR1913167.64042__1.64042	1262924__R7HNT3__BN585_00018
ERR1913167.64209__1.64209	674529__R6W6E8__DXB21_01245
ERR1913167.64382__1.64382	239935__A0A2N8IVK9__CXU08_03750
ERR1913167.64454__1.64454	820__R9HXK9__DXB62_08265
ERR1913167.64534__1.64534	239935__A0A2N8HUU6__CXT90_06150
ERR1913167.64574__1.64574	1262882__R5MFT7__BN519_00494
ERR1913167.64756__1.64756	47678__R5UER2__CGC64_00710
ERR1913167.64776__1.64776	821__A0A3E4KIM1__M097_3660
ERR1913167.64780__1.64780	1262882__R5MPY4__BN519_01128
ERR1913167.64840__1.64840	1262882__R5MGI7__BN519_00643
ERR1913167.64843__1.64843	820__A0A139K426__B5G17_09115
ERR1913167.64946__1.64946	338188__R6S0J1__BACFIN_08786
ERR1913167.64988__1.64988	820__A0A139K4T0__ERS852510_03146
ERR1913167.65100__1.65100	28116__A0A1Y4P7B7__M088_2098
ERR1913167.65281__1.65281	1262992__R5CZ75__BN795_01422
ERR1913167.65246__1.65246	371601__W6P631__B5E50_14625
ERR1913167.65257__1.65257	820__A7UYG6__M094_0070
ERR1913167.65379__1.65379	820__A0A174LJB2__HMPREF1072_04112
ERR1913167.65531__1.65531	820__A0A374QGD2__ERS852421_02382
ERR1913167.65597__1.65597	28111__R5K5Y0__NCTC11155_03071
ERR1913167.65666__1.65666	820__A0A174M9V5__M093_0237
ERR1913167.65856__1.65856	820__A0A139KJ23__celCCA
ERR1913167.65949__1.65949	821__A0A395VMG0__DXC44_18080
ERR1913167.65901__1.65901	820__A0A374MXK3__HMPREF1072_00166
ERR1913167.66042__1.66042	1262882__R5MIW5__BN519_00945
ERR1913167.66142__1.66142	820__A0A139K4W5__HMPREF2141_02394
ERR1913167.66758__1.66758	820__A0A3E4PYB0__yejM
ERR1913167.67033__1.67033	39492__D4JSU6__dacB_3
ERR1913167.67081__1.67081	820__A0A3E4VXP2__yesR
ERR1913167.67434__1.67434	39491__A0A396FEV5__EUR_24750
ERR1913167.67625__1.67625	820__A0A174DZ97__SAMN05444418_101240
ERR1913167.67752__1.67752	820__A0A139KA34__B5G17_05520
ERR1913167.67857__1.67857	1262882__R5MH82__BN519_00752
ERR1913167.67887__1.67887	410072__A0A173WD04__penA_2
ERR1913167.67923__1.67923	239935__A0A2N8I3G2__CXT89_00720
ERR1913167.68178__1.68178	820__A0A374MMF0__HMPREF1073_03811
ERR1913167.68231__1.68231	820__A0A139KG04__ERS852459_01249
ERR1913167.68411__1.68411	371601__D4WBK5__BN891_3970
ERR1913167.68585__1.68585	820__A0A139K024__B5G17_02060
ERR1913167.68839__1.68839	28117__B0MY34__BHV66_05195
ERR1913167.68957__1.68957	674529__R6VF01__DXB21_13480
ERR1913167.69270__1.69270	371601__A0A174FDF7__CW1_1994
ERR1913167.69296__1.69296	1262882__R5N2E1__BN519_01117
ERR1913167.69353__1.69353	204516__U6RPN2__HMPREF1534_00368
ERR1913167.69386__1.69386	371601__D6D1F8__BN891_3980
ERR1913167.69453__1.69453	820__A0A139KHD8__ERS417307_00569
ERR1913167.69486__1.69486	1262882__R5N3H1__BN519_01121
ERR1913167.69552__1.69552	239935__A0A2N8INK7__Amuc_0521
ERR1913167.69649__1.69649	853__A0A2A7B1Y7__C7K05_11930
ERR1913167.69808__1.69808	1550024__A0A3B9WEL2__TQ39_11090
ERR1913167.69913__1.69913	1297617__A0A0S2W347__BIV19_02295
ERR1913167.69864__1.69864	820__A0A139KJ23__celCCA
ERR1913167.69958__1.69958	820__A0A3E4VZY4__ERS852554_01211
ERR1913167.69964__1.69964	820__A0A173WUD7__DXB48_08055
ERR1913167.69966__1.69966	820__I9J701__ERS852510_01809
ERR1913167.70006__1.70006	823__A0A355XLS2__ERS852380_02644
ERR1913167.70123__1.70123	820__A0A3E4W9W8__C801_01069
ERR1913167.70152__1.70152	823__A0A355XEX9__ERS852560_03521
ERR1913167.70222__1.70222	239935__A0A139TQT9__Amuc_1197
ERR1913167.70273__1.70273	239935__A0A2N8HH03__CXU09_08875
ERR1913167.70532__1.70532	1262882__R5MLP5__BN519_01602
ERR1913167.70598__1.70598	820__A0A139K8N1__ERS852554_00951
ERR1913167.70649__1.70649	820__A0A174Q0F0__DXB48_08080
ERR1913167.70795__1.70795	820__A0A174TRB5__DXD40_11305
ERR1913167.70832__1.70832	39485__R5ZVC3__ERS852490_00250
ERR1913167.71007__1.71007	820__A0A396EUU8__luxQ_3
ERR1913167.71068__1.71068	371601__C3QVE5__CW1_1049
ERR1913167.71110__1.71110	1262882__R5MGK3__BN519_00655
ERR1913167.71138__1.71138	674529__A0A174I0V6__DXB21_05415
ERR1913167.71350__1.71350	1550024__G9RX51__TQ39_04720
ERR1913167.71534__1.71534	1262882__R5MRT2__BN519_01494
ERR1913167.71538__1.71538	820__R9I2U8__DXC68_09590
ERR1913167.71994__1.71994	1262882__R5N511__BN519_01592
ERR1913167.72004__1.72004	820__A0A139K4W5__HMPREF2141_02394
ERR1913167.72152__1.72152	820__A0A3E4W9W8__C801_01069
ERR1913167.72180__1.72180	28117__B0MVL2__BHV66_01645
ERR1913167.72194__1.72194	239935__R7DVL7__CXT93_01180
ERR1913167.72290__1.72290	28117__B0MTH2__ALIPUT_00061
ERR1913167.72336__1.72336	357276__I9QBT7__BSEG_03340
ERR1913167.72386__1.72386	1262882__R5N4P6__BN519_01346
ERR1913167.72400__1.72400	1262882__R5MZZ3__BN519_00482
ERR1913167.72483__1.72483	338188__K5CLC2__BACFIN_05485
ERR1913167.72527__1.72527	204516__U6R9H3__HMPREF1534_03348
ERR1913167.72630__1.72630	39491__A0A396FNY7__LD38_16155
ERR1913167.72753__1.72753	454155__F3QTH4__HMPREF9442_01492
ERR1913167.72823__1.72823	47678__R5UUS9__ERS852558_01432
ERR1913167.72980__1.72980	820__A0A174F696__macB_13
ERR1913167.72996__1.72996	1262882__R5MZZ3__BN519_00482
ERR1913167.73175__1.73175	47678__R5U7X8__C5Z00_18270
ERR1913167.73335__1.73335	39488__A0A173RSC6__ERS852450_01530
ERR1913167.73458__1.73458	214856__A0A174ZED5__ERS852559_00591
ERR1913167.73549__1.73549	820__A0A173W419__DXC68_17760
ERR1913167.73645__1.73645	820__A0A139KH21__DXC80_01780
ERR1913167.73753__1.73753	239935__A0A2N8IMD6__CXU03_05585
ERR1913167.74090__1.74090	823__E1YRQ7__M095_0737
ERR1913167.74091__1.74091	1262882__R5MZ41__BN519_00356
ERR1913167.74109__1.74109	394340__cysA
ERR1913167.74184__1.74184	820__A0A3E4WCX3__C801_02709
ERR1913167.74191__1.74191	28111__R5JQQ7__NCTC11155_02278
ERR1913167.74279__1.74279	1262911__R6GPG6__BN557_00329
ERR1913167.74503__1.74503	820__R9I2U8__DXC68_09590
ERR1913167.74639__1.74639	239935__R6K0V8__CXT94_02055
ERR1913167.74659__1.74659	820__A0A174TRB5__DXD40_11305
ERR1913167.74709__1.74709	853__A0A173XRA8__CGS56_09290
ERR1913167.74917__1.74917	410072__A0A3E4GT65__ERS852574_02325
ERR1913167.74969__1.74969	487173__H1D090__HMPREF9453_01028
ERR1913167.74974__1.74974	820__A7V470__HMPREF1072_02076
