ERR1913224.352__1.352	853__A0A173RZ39__C4N22_01650
ERR1913224.48516__1.48516	39492__D4MJF3__EUBSIR_02248
ERR1913224.48541__1.48541	820__A0A139K8X8__DXC80_17665
ERR1913224.48644__1.48644	165179__A0A3E5A5E5__DXC61_13965
ERR1913224.48858__1.48858	820__A7V049__DXB48_04755
ERR1913224.49226__1.49226	820__A0A139K8N1__ERS852554_00951
ERR1913224.49234__1.49234	2293125__A0A374C8A8__DW917_07550
ERR1913224.49456__1.49456	28118__R6F7E0__SAMEA44545918_02355
ERR1913224.49523__1.49523	39485__C4Z6J7__ERS852492_02047
ERR1913224.49693__1.49693	76489__A0A1E8EUC5__CLOACE_23150
ERR1913224.49744__1.49744	820__A0A3E4IBC1__M094_0628
ERR1913224.49799__1.49799	1981510__A0A2K9P3A8__B9O19_01579
ERR1913224.49769__1.49769	39485__A0A174YSU1__ERS852492_00576
ERR1913224.49842__1.49842	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913224.50188__1.50188	1501391__GCA_000786575.1_00083
ERR1913224.50306__1.50306	1262761__R6R5Y6__BN606_00217
ERR1913224.50369__1.50369	820__R7E9Z4__DXC68_06065
ERR1913224.50471__1.50471	820__A0A139K426__B5G17_09115
ERR1913224.50498__1.50498	1262889__R7HD87__BN634_01680
ERR1913224.50795__1.50795	820__A0A3E5BMG9__DXD40_05130
ERR1913224.50931__1.50931	1262761__R6RU22__BN606_01110
ERR1913224.50966__1.50966	562__A0A377AAV3__CDL32_10800
ERR1913224.51259__1.51259	410072__A0A174LAX8__DXD67_10655
ERR1913224.51290__1.51290	820__A0A3E4VXP2__yesR
ERR1913224.51385__1.51385	820__A0A139KA34__B5G17_05520
ERR1913224.51566__1.51566	28116__A0A078QF71__HMPREF1070_01231
ERR1913224.51703__1.51703	820__A0A374Q854__HMPREF1073_03281
ERR1913224.51717__1.51717	165179__R6C330__DXC61_04975
ERR1913224.51774__1.51774	1897011__A0A1Q6RG95__BHW41_02720
ERR1913224.51927__1.51927	1897011__A0A1Q6RJW7__BHW41_00060
ERR1913224.52253__1.52253	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913224.52319__1.52319	2293125__A0A374BIB7__DW917_16550
ERR1913224.52449__1.52449	1160721__W0U7T4__BHW50_09645
ERR1913224.52472__1.52472	39485__C4Z2X2__ERS852492_01808
ERR1913224.52642__1.52642	1262911__R6H054__BN557_00908
ERR1913224.52946__1.52946	471189__GCA_003340385.1_00110
ERR1913224.53119__1.53119	820__A0A3E5BMG9__DXD40_05130
ERR1913224.53286__1.53286	2293125__A0A374C955__DW917_08135
ERR1913224.53442__1.53442	1262761__R6QWI4__BN606_00934
ERR1913224.53766__1.53766	1965650__A0A1Y3VJ58__B5G16_05700
ERR1913224.53839__1.53839	2293125__A0A374C4J1__DW917_09855
ERR1913224.54028__1.54028	556259__I0PYM3__BSGG_5385
ERR1913224.54093__1.54093	884684__GCA_002892425.1_01032
ERR1913224.54264__1.54264	820__A0A174FUF0__HMPREF1073_03308
ERR1913224.54268__1.54268	1501391__GCA_000786575.1_00035
ERR1913224.54286__1.54286	1262761__R6R763__BN606_01311
ERR1913224.54355__1.54355	1262736__R5YDL1__BN496_00744
ERR1913224.54442__1.54442	820__A0A139K4T0__ERS852510_03146
ERR1913224.54446__1.54446	820__A0A374Q854__HMPREF1073_03281
ERR1913224.54528__1.54528	165179__A0A3E5E5M2__PREVCOP_03530
ERR1913224.54642__1.54642	820__A0A139K8N1__ERS852554_00951
ERR1913224.54712__1.54712	823__A0A395YRE1__DXC05_20005
ERR1913224.55080__1.55080	823__D7IV95__DXC05_09565
ERR1913224.55108__1.55108	820__A0A374Q854__HMPREF1073_03281
ERR1913224.55221__1.55221	2293125__A0A374BSW4__DW917_13420
ERR1913224.55214__1.55214	2293125__A0A374C955__DW917_08135
ERR1913224.55240__1.55240	2293125__A0A374C9I8__DW917_06795
ERR1913224.55339__1.55339	46228__V8CB83__RUMLAC_02479
ERR1913224.55407__1.55407	2293125__A0A374CIX5__DW917_01125
ERR1913224.55524__1.55524	2293125__A0A374C9M9__DW917_08170
ERR1913224.55606__1.55606	371601__F7LYR1__DXD03_13150
ERR1913224.55654__1.55654	218538__C9LL79__GCWU000321_00015
ERR1913224.55672__1.55672	165179__A0A3E5A5E5__DXC61_13965
ERR1913224.55847__1.55847	33043__A0A173ZEP9__araC_1
ERR1913224.56039__1.56039	820__A0A173YYG4__evgS_3
ERR1913224.56547__1.56547	1262911__R6GIK0__BN557_01516
ERR1913224.56909__1.56909	853__A0A2A7A628__CGS57_13755
ERR1913224.56920__1.56920	165179__A0A229I9X5__CFT61_01205
ERR1913224.56970__1.56970	1263107__GCA_000436995.1_00140
ERR1913224.57098__1.57098	1262988__R7N3I4__BN816_01805
ERR1913224.57192__1.57192	821__A0A174V2F3__NCTC10583_01474
ERR1913224.57394__1.57394	820__A0A3E4G3J9__ERS852459_02265
ERR1913224.57503__1.57503	853__C7H1R8__DW905_06675
ERR1913224.57920__1.57920	1262761__R6QND0__BN606_00112
ERR1913224.58244__1.58244	1262761__R6RBJ5__BN606_02022
ERR1913224.58280__1.58280	1160721__A0A373ML50__RBI_I01893
ERR1913224.58326__1.58326	357276__A0A076IRZ5__BACDOR_00630
ERR1913224.58327__1.58327	2293125__A0A374BUM7__DW917_12980
ERR1913224.58440__1.58440	47678__R5U9X5__BACCAC_01339
ERR1913224.58513__1.58513	165179__A0A229I4J4__proA
ERR1913224.58599__1.58599	853__C7H1R8__DW905_06675
ERR1913224.58600__1.58600	39485__C4Z2S3__EUBELI_00292
ERR1913224.58651__1.58651	2293125__A0A374C8A8__DW917_07550
ERR1913224.58757__1.58757	2293125__A0A374C955__DW917_08135
ERR1913224.58846__1.58846	2293125__A0A374BZ93__DW917_11205
ERR1913224.58870__1.58870	1262761__R6QKZ0__BN606_00913
ERR1913224.58953__1.58953	820__A0A139K4T0__ERS852510_03146
ERR1913224.59029__1.59029	28116__A7M019__HMPREF1070_01109
ERR1913224.59191__1.59191	1262761__R6RMH1__BN606_00005
ERR1913224.59376__1.59376	1160721__A0A373ML50__RBI_I01893
ERR1913224.59433__1.59433	2293125__A0A374CII0__DW917_03470
ERR1913224.59505__1.59505	33043__A0A174CLG4__hemA
ERR1913224.59536__1.59536	820__A0A374MMF0__HMPREF1073_03811
ERR1913224.59687__1.59687	1262761__R6QUP0__BN606_01674
ERR1913224.60042__1.60042	820__A0A374MMF0__HMPREF1073_03811
ERR1913224.60100__1.60100	1262761__R6RY17__BN606_01538
ERR1913224.60226__1.60226	39485__A0A174ZBK4__ERS852490_01585
ERR1913224.60549__1.60549	823__A0A355XF06__B5F32_11480
ERR1913224.60623__1.60623	328814__GCA_004558275.1_00059
ERR1913224.60699__1.60699	1262988__R7N3U0__BN816_02215
ERR1913224.60704__1.60704	820__R7E9Z4__DXC68_06065
ERR1913224.60845__1.60845	39488__R5GCC7__DXD91_10385
ERR1913224.61038__1.61038	1262911__R6H0S8__BN557_01079
ERR1913224.61333__1.61333	1262761__R6QSF1__BN606_01341
ERR1913224.61570__1.61570	1262889__R7HF76__BN634_01321
ERR1913224.62019__1.62019	384638__B7APR1__BACPEC_00667
ERR1913224.61943__1.61943	1262911__R6GMH5__BN557_00511
ERR1913224.62049__1.62049	1501391__GCA_000786575.1_00081
ERR1913224.62189__1.62189	39485__A0A174ZQ05__EUBELI_01606
ERR1913224.62404__1.62404	218538__C9LL79__GCWU000321_00015
ERR1913224.62947__1.62947	1262761__R6QN56__BN606_00886
ERR1913224.62984__1.62984	1262761__R6RXA7__BN606_01380
ERR1913224.63368__1.63368	28116__D6D0T8__DXA80_14760
ERR1913224.63548__1.63548	214856__R6YBX3__msbA_2
ERR1913224.63969__1.63969	820__A0A3E4FZM1__adaA_2
ERR1913224.63997__1.63997	820__A0A139KA34__B5G17_05520
ERR1913224.64006__1.64006	1262911__R6GI18__BN557_01377
ERR1913224.64179__1.64179	1735__B7CE32__EUBIFOR_02474
ERR1913224.64487__1.64487	820__A0A1Q6IDS8__chtA
ERR1913224.64653__1.64653	823__A0A073I748__M096_3057
ERR1913224.64623__1.64623	853__A0A2A7B9I6__DW855_13690
ERR1913224.64832__1.64832	820__A0A374QGD2__ERS852421_02382
ERR1913224.64977__1.64977	1262761__R6QWI4__BN606_00934
ERR1913224.65145__1.65145	47678__R5U878__ERS852494_03300
ERR1913224.65209__1.65209	1262911__R6GMD8__BN557_01647
ERR1913224.65462__1.65462	2293125__A0A374BVX3__DW917_12740
ERR1913224.65922__1.65922	28118__R6F5T0__Odosp_2509
ERR1913224.66031__1.66031	820__A0A174DZ97__SAMN05444418_101240
ERR1913224.66151__1.66151	1262911__R6HGD7__BN557_00108
ERR1913224.66204__1.66204	33043__A0A173ZEP9__araC_1
ERR1913224.66474__1.66474	2293125__A0A374BZ50__DW917_11090
ERR1913224.66477__1.66477	1501391__GCA_000786575.1_00059
ERR1913224.66629__1.66629	46228__V8C8L7__RUMLAC_00949
ERR1913224.66663__1.66663	39491__A0A395ZEN3__DXD95_12655
ERR1913224.66677__1.66677	2293125__A0A374BRB6__DW917_13815
ERR1913224.66889__1.66889	820__A0A173YYG4__evgS_3
ERR1913224.67012__1.67012	301301__A0A395V714__evgS
ERR1913224.67077__1.67077	820__A0A374MMF0__HMPREF1073_03811
ERR1913224.67433__1.67433	39485__A0A174YMI9__cph2_5
ERR1913224.67511__1.67511	1262911__R6GT76__BN557_01150
ERR1913224.68077__1.68077	40520__R7D6C0__RUMOBE_01488
ERR1913224.68169__1.68169	2293125__A0A374BR61__DW917_14880
ERR1913224.68207__1.68207	46228__B5CQX4__RUMLAC_01871
ERR1913224.68245__1.68245	853__A0A173YYY4__DWZ04_09420
ERR1913224.68330__1.68330	820__I9J701__ERS852510_01809
ERR1913224.68338__1.68338	39491__A0A395ZGU6__ERS852417_01456
ERR1913224.68422__1.68422	47678__R5U8D1__CGC64_17595
ERR1913224.68547__1.68547	1262911__R6H072__BN557_00615
ERR1913224.68715__1.68715	1262944__R7IQ28__BN596_01581
ERR1913224.68945__1.68945	1262944__R7IV41__BN596_00224
ERR1913224.69087__1.69087	821__A0A173WG51__BVU_2549
ERR1913224.69113__1.69113	820__A0A1T4IYF4__mprA_1
ERR1913224.69387__1.69387	2293125__A0A374C7Q4__DW917_07745
ERR1913224.69591__1.69591	28116__R6DIL2__DXD69_10970
ERR1913224.69631__1.69631	165179__A0A3E5A5E5__DXC61_13965
ERR1913224.69744__1.69744	853__A0A173T0Y8__CGS54_07215
ERR1913224.69662__1.69662	1680__A0A174BEE7__BSTER_1311
ERR1913224.69694__1.69694	820__A0A396EUU8__luxQ_3
ERR1913224.69697__1.69697	2293125__A0A374C9M9__DW917_08170
ERR1913224.69727__1.69727	745368__A0A1T4YA51__SAMN02745178_02876
ERR1913224.69752__1.69752	1262911__R6GYT4__BN557_00617
ERR1913224.69879__1.69879	28116__A7M344__BACOV975_04644
ERR1913224.69928__1.69928	39485__R5ZNG4__yerB
ERR1913224.69916__1.69916	853__A0A329UEG4__CHR60_00585
ERR1913224.70068__1.70068	47678__R5UPZ8__ERS852494_01752
ERR1913224.70014__1.70014	1263107__GCA_000436995.1_00140
ERR1913224.70090__1.70090	820__A0A374Q854__HMPREF1073_03281
ERR1913224.70160__1.70160	165179__D1PHC0__PREVCOP_06640
ERR1913224.70165__1.70165	39485__A0A174YYW2__benM
ERR1913224.70252__1.70252	1262988__R7N1E2__BN816_00832
ERR1913224.70441__1.70441	40520__A5ZTX9__DXD81_17900
ERR1913224.70908__1.70908	1263107__GCA_000436995.1_00213
ERR1913224.71082__1.71082	39491__A0A395V1R3__T1815_08181
ERR1913224.70997__1.70997	40520__D4LUV4__DXB81_08455
ERR1913224.71537__1.71537	39485__A0A174ZA72__glgB_1
ERR1913224.71588__1.71588	387090__S0F7Y3__BACCOPRO_02028
ERR1913224.71729__1.71729	1262736__R5YCY9__BN496_00487
ERR1913224.71806__1.71806	820__A0A374Q854__HMPREF1073_03281
ERR1913224.71895__1.71895	1501391__GCA_000786575.1_00110
ERR1913224.72060__1.72060	214856__R6YD52__ERS852447_02171
ERR1913224.72191__1.72191	214856__A0A174EJT5__mnmA
ERR1913224.72409__1.72409	2293125__A0A374C9M9__DW917_08170
ERR1913224.72482__1.72482	239935__A0A2N8IHY1__CXU06_00035
ERR1913224.72644__1.72644	40518__R5E6K5__speA
ERR1913224.72815__1.72815	39485__A0A174YTF8__EUBELI_20448
ERR1913224.73100__1.73100	820__A0A139KG04__ERS852459_01249
ERR1913224.73123__1.73123	820__A0A139K4T0__ERS852510_03146
ERR1913224.73182__1.73182	820__A0A174GYA8__DXB64_07370
ERR1913224.73312__1.73312	2293125__A0A374BVX3__DW917_12740
ERR1913224.74033__1.74033	820__A0A396EUV1__B5G17_06465
ERR1913224.74237__1.74237	2293125__A0A374C9I8__DW917_06795
ERR1913224.74533__1.74533	165179__A0A174SA26__PREVCOP_05758
ERR1913224.74649__1.74649	1501391__GCA_000786575.1_00143
ERR1913224.74669__1.74669	820__A0A174R952__DXB48_02570
ERR1913224.74803__1.74803	1262889__R7HCE8__BN634_01718
ERR1913224.75151__1.75151	1262761__R6RNL8__BN606_00387
ERR1913224.75211__1.75211	2293125__A0A374BSW4__DW917_13420
ERR1913224.75212__1.75212	1501391__GCA_000786575.1_00007
ERR1913224.75248__1.75248	1263107__GCA_000436995.1_00166
ERR1913224.75362__1.75362	1262761__R6QR72__BN606_01181
ERR1913224.75532__1.75532	1262761__R6QS21__BN606_00301
ERR1913224.75587__1.75587	39485__A0A174ZLH6__EUBELI_01564
ERR1913224.75685__1.75685	40518__R5DVQ2__DXD93_00365
ERR1913224.76108__1.76108	239935__A0A2N8I1R3__CXU05_06075
ERR1913224.76327__1.76327	1501391__GCA_000786575.1_00061
ERR1913224.76400__1.76400	2293125__A0A374BRB6__DW917_13815
ERR1913224.76462__1.76462	214856__R5UN64__ERS852447_02669
ERR1913224.76664__1.76664	820__A0A174DZ97__SAMN05444418_101240
ERR1913224.76838__1.76838	2293125__A0A374BLR6__DW917_15555
ERR1913224.76969__1.76969	853__A0A173XRA8__CGS56_09290
ERR1913224.77014__1.77014	1262988__R7N6C8__BN816_02368
ERR1913224.77122__1.77122	1262761__R6RY17__BN606_01538
ERR1913224.77200__1.77200	261299__W1URQ7__pknK
ERR1913224.77234__1.77234	820__A0A078STJ8__DXC68_04690
ERR1913224.77544__1.77544	820__A0A3E4VZT7__DXB48_16145
ERR1913224.77505__1.77505	39491__A0A395ZDC6__addB
ERR1913224.78016__1.78016	1897011__A0A1Q6RDV6__BHW41_05295
ERR1913224.78217__1.78217	1160721__W0U7T4__BHW50_09645
ERR1913224.78236__1.78236	2293125__A0A374C7Q7__DW917_07770
ERR1913224.78307__1.78307	165179__D1PGU8__PREVCOP_06463
ERR1913224.78378__1.78378	33043__A8SWM2__ERS852575_01910
ERR1913224.78480__1.78480	39491__A0A174A751__DXB69_15525
ERR1913224.78620__1.78620	33043__D5HGR0__rpfC_2
ERR1913224.78669__1.78669	322505__group_105
ERR1913224.78681__1.78681	1501391__GCA_000786575.1_00148
ERR1913224.78931__1.78931	39488__A0A174CH59__DXD91_12625
ERR1913224.79256__1.79256	820__A0A374QGD2__ERS852421_02382
ERR1913224.79183__1.79183	820__A0A3E4PYB0__yejM
ERR1913224.79281__1.79281	820__A7VAS1__HMPREF2141_03259
ERR1913224.79366__1.79366	820__A0A173W419__DXC68_17760
ERR1913224.79741__1.79741	1262963__R6CBQ4__BN718_02094
ERR1913224.79821__1.79821	2293125__A0A374CFU2__DW917_03475
ERR1913224.79854__1.79854	2293125__A0A374BVX3__DW917_12740
ERR1913224.80305__1.80305	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913224.80333__1.80333	1262777__R5VU54__BN512_00181
ERR1913224.80501__1.80501	1262889__R7H801__BN634_02373
ERR1913224.80541__1.80541	2293125__A0A374CJ13__DW917_03145
ERR1913224.80762__1.80762	1262988__R7N6C8__BN816_02368
ERR1913224.80818__1.80818	853__A0A2A7B9I6__DW855_13690
ERR1913224.80983__1.80983	820__A0A173YYG4__evgS_3
ERR1913224.81104__1.81104	820__A0A374Q854__HMPREF1073_03281
ERR1913224.81384__1.81384	10679__GeneID:1261548
ERR1913224.81525__1.81525	1262761__R6QMI9__BN606_00798
ERR1913224.81572__1.81572	301301__A0A395V9V0__RHOM_01245
ERR1913224.81955__1.81955	328814__GCA_004558275.1_01004
ERR1913224.82107__1.82107	1501391__GCA_000786575.1_00124
ERR1913224.82274__1.82274	2293125__A0A374C9I8__DW917_06795
ERR1913224.82291__1.82291	1262777__R5VM31__BN512_00609
ERR1913224.82627__1.82627	246787__A0A3D6AXG0__BACCELL_01743
ERR1913224.82635__1.82635	2293125__A0A374BLR6__DW917_15555
ERR1913224.82693__1.82693	40520__R7DAD5__ERS852394_01838
ERR1913224.82851__1.82851	820__A0A3E4FWC8__DXC91_14635
ERR1913224.82869__1.82869	706562__GCA_900112995.1_02127
ERR1913224.82953__1.82953	165179__A0A3E5EB26__CFT61_02800
ERR1913224.83124__1.83124	246787__A0A3D6B0E4__BACCELL_02533
ERR1913224.83227__1.83227	823__A0A174LWY0__lepB
ERR1913224.83436__1.83436	2293125__A0A374CFZ2__DW917_03445
ERR1913224.83391__1.83391	47678__R5UHH8__HMPREF1061_02584
ERR1913224.83523__1.83523	189722__E0NQU7__HMPREF0658_0548
ERR1913224.83932__1.83932	853__A0A173XRA8__CGS56_09290
ERR1913224.84052__1.84052	820__A0A396EUU8__luxQ_3
ERR1913224.83976__1.83976	165179__D1PER3__DXB80_11525
ERR1913224.84027__1.84027	2293125__A0A374CFT0__DW917_03440
ERR1913224.84116__1.84116	1263107__GCA_000436995.1_00033
ERR1913224.84228__1.84228	39485__C4Z6J7__ERS852492_02047
ERR1913224.84172__1.84172	487174__K0XH97__HMPREF9448_01909
ERR1913224.84280__1.84280	1262942__R7R069__BN520_02166
ERR1913224.84367__1.84367	165179__A0A3E5EB26__CFT61_02800
ERR1913224.84429__1.84429	2293125__A0A374C7Q7__DW917_07770
ERR1913224.84539__1.84539	1262988__R7N1E2__BN816_00832
ERR1913224.84612__1.84612	47678__R5UUB5__ERS852558_00247
ERR1913224.84622__1.84622	820__A0A173YYG4__evgS_3
ERR1913224.84952__1.84952	1262988__R7N3Y4__BN816_00210
ERR1913224.85022__1.85022	1262911__R6GPX9__BN557_00406
ERR1913224.85085__1.85085	2293125__A0A374CFZ2__DW917_03445
ERR1913224.85153__1.85153	1263000__R5EXT3__BN466_02213
ERR1913224.85159__1.85159	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913224.85167__1.85167	239935__A0A2N8I694__CXU04_06245
ERR1913224.85172__1.85172	1262988__R7N7L2__BN816_00087
ERR1913224.85291__1.85291	39491__A0A174K1W6__DXB99_15020
ERR1913224.85423__1.85423	820__A0A174LJB2__HMPREF1072_04112
ERR1913224.85619__1.85619	820__A0A174F696__macB_13
ERR1913224.85645__1.85645	2293125__A0A374CHT4__DW917_03485
ERR1913224.85671__1.85671	39485__C4Z434__tilS
ERR1913224.85736__1.85736	820__A0A139KEW8__DXB64_06405
ERR1913224.85844__1.85844	1262824__R6RID7__BN719_01767
ERR1913224.86216__1.86216	1262783__R6CZN2__BN558_01333
ERR1913224.86221__1.86221	165179__A0A3E5EBY9__CFT61_01220
ERR1913224.86262__1.86262	1262911__R6GN33__BN557_00616
ERR1913224.86264__1.86264	1262944__R7IQ92__BN596_01820
ERR1913224.86313__1.86313	28116__A0A1Y4PDJ7__C5Z02_08485
ERR1913224.86338__1.86338	33039__A0A174ZCB2__ERS852577_04014
ERR1913224.86358__1.86358	820__A0A1T4IYF4__mprA_1
ERR1913224.86854__1.86854	2293125__A0A374BSW4__DW917_13420
ERR1913224.87050__1.87050	165179__A0A3E5E920__DXB80_11625
ERR1913224.87176__1.87176	2293125__A0A374CFZ2__DW917_03445
ERR1913224.87314__1.87314	820__A0A1T4IYF4__mprA_1
ERR1913224.87766__1.87766	1262736__R5YWX2__BN496_01074
ERR1913224.87791__1.87791	39485__C4Z5L2__ERS852490_00659
ERR1913224.88366__1.88366	2293125__A0A374C4I0__DW917_08630
ERR1913224.88411__1.88411	418240__A0A174C465__ydaM
ERR1913224.88540__1.88540	2293125__A0A374C7Q4__DW917_07745
ERR1913224.88640__1.88640	820__A7V9F9__B5G17_14640
ERR1913224.88707__1.88707	820__A0A139KHD8__ERS417307_00569
ERR1913224.88807__1.88807	1501391__GCA_000786575.1_00029
ERR1913224.88865__1.88865	418240__C6JFI6__ERS852523_01129
ERR1913224.88870__1.88870	1263000__R5EKR3__BN466_00099
ERR1913224.88999__1.88999	28116__A7LXU0__HMPREF1070_00358
ERR1913224.89069__1.89069	47678__A5ZI88__BACCAC_02617
ERR1913224.89105__1.89105	1262911__R6GT76__BN557_01150
ERR1913224.89201__1.89201	2293125__A0A374BVX3__DW917_12740
ERR1913224.89372__1.89372	28116__I9ST00__M088_5588
ERR1913224.89373__1.89373	384638__B7AVG5__BACPEC_02713
ERR1913224.89374__1.89374	218538__C9LQW2__GCWU000321_01944
ERR1913224.89453__1.89453	1262988__R7N906__BN816_00547
ERR1913224.89587__1.89587	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913224.89737__1.89737	1501391__GCA_000786575.1_00046
ERR1913224.89847__1.89847	1501391__GCA_000786575.1_00150
ERR1913224.89863__1.89863	1263000__R5EXT3__BN466_02213
ERR1913224.89953__1.89953	2293125__A0A374CIC9__DW917_02045
ERR1913224.89905__1.89905	820__A0A1T4IY71__HMPREF2141_02402
ERR1913224.89973__1.89973	39485__C4Z028__ERS852492_00100
ERR1913224.90036__1.90036	165179__A0A3E5AHY4__CFT61_07675
ERR1913224.90189__1.90189	2293125__A0A374C4J1__DW917_09855
ERR1913224.90238__1.90238	1628085__A0A3E2XTK8__C7386_10217
ERR1913224.90270__1.90270	1262889__R7HBH6__BN634_02400
ERR1913224.90445__1.90445	165179__A0A3E4SB80__DXC61_12880
ERR1913224.90626__1.90626	165179__A0A3E5AHY4__CFT61_07675
ERR1913224.90696__1.90696	165179__A0A3E5E8M8__DXB80_11580
ERR1913224.90849__1.90849	39485__A0A174ZA72__glgB_1
ERR1913224.90920__1.90920	1160721__W0U979__BHW50_09935
ERR1913224.91222__1.91222	821__A0A174WBC9__ERS852556_03145
ERR1913224.91408__1.91408	1262911__R6H212__BN557_01031
ERR1913224.91454__1.91454	1628085__A0A2U1AVI7__C7386_1354
ERR1913224.91496__1.91496	853__A0A173YYY4__DWZ04_09420
ERR1913224.91524__1.91524	2293125__A0A374C4J1__DW917_09855
ERR1913224.91765__1.91765	357276__A0A076IRZ5__BACDOR_00630
ERR1913224.91916__1.91916	39485__R5ZT06__EUBELI_20526
ERR1913224.92084__1.92084	853__E2ZGD9__C7J97_11715
ERR1913224.92199__1.92199	820__A0A139K337__ERS852459_02375
ERR1913224.92423__1.92423	39492__D4JVW2__EUBSIR_02285
ERR1913224.92476__1.92476	820__A0A139K0K1__DXB37_05460
ERR1913224.92405__1.92405	239935__A0A2N8ITW6__CXT91_06265
ERR1913224.93072__1.93072	1160721__W0U4D5__RBI_I01230
ERR1913224.93077__1.93077	165179__A0A174SA26__PREVCOP_05758
ERR1913224.93186__1.93186	1262942__R7QX36__BN520_01383
ERR1913224.93281__1.93281	562__P76296__yecT
ERR1913224.93401__1.93401	1262882__R5N1R4__BN519_00788
ERR1913224.93487__1.93487	165179__A0A174SA26__PREVCOP_05758
ERR1913224.93505__1.93505	1160721__W0U2W0__BHW50_02075
ERR1913224.93520__1.93520	165179__R6C330__DXC61_04975
ERR1913224.93598__1.93598	1150298__A0A174K7D2__ERS852498_01147
ERR1913224.93685__1.93685	1262988__R7N7L2__BN816_00087
ERR1913224.93807__1.93807	817__A0A396EEF1__HMPREF2533_00532
ERR1913224.93856__1.93856	1263107__GCA_000436995.1_00031
ERR1913224.93873__1.93873	47678__R5UES7__sipS
ERR1913224.94134__1.94134	1501391__GCA_000786575.1_00003
ERR1913224.94184__1.94184	820__A0A174I980__gldH
ERR1913224.94255__1.94255	2293125__A0A374CFU2__DW917_03475
ERR1913224.94316__1.94316	1262736__R5Y733__BN496_00623
ERR1913224.94327__1.94327	1262944__R7IZ88__BN596_00540
ERR1913224.94329__1.94329	2293125__A0A374CC93__DW917_06625
ERR1913224.94541__1.94541	2293125__A0A374C4J1__DW917_09855
ERR1913224.94605__1.94605	820__A0A3E4FWC8__DXC91_14635
ERR1913224.94710__1.94710	239935__B2URG9__CXU00_11290
ERR1913224.94790__1.94790	1262911__R6GQM3__BN557_01245
ERR1913224.95140__1.95140	1501391__GCA_000786575.1_00124
ERR1913224.95086__1.95086	1262911__R6GMS3__BN557_00579
ERR1913224.95187__1.95187	820__A0A3E5BMG9__DXD40_05130
ERR1913224.95199__1.95199	1262743__R5C054__BN727_01980
ERR1913224.95234__1.95234	1160721__W0U2T9__BHW50_11050
ERR1913224.95354__1.95354	1262825__R5ECH5__BN724_02253
ERR1913224.95511__1.95511	39491__A0A395V0E5__ERE_31370
ERR1913224.95547__1.95547	820__A0A374Q8T2__DXB64_16190
ERR1913224.95783__1.95783	487174__K0X694__DIT83_09060
ERR1913224.95843__1.95843	1501391__GCA_000786575.1_00115
ERR1913224.95860__1.95860	2293125__A0A374BZ50__DW917_11090
ERR1913224.96112__1.96112	2293125__A0A374BZ50__DW917_11090
ERR1913224.96087__1.96087	384638__B7ANH0__BACPEC_00224
ERR1913224.96064__1.96064	1262889__R7HAA8__BN634_00776
ERR1913224.96180__1.96180	89152__B6G076__CLOHIR_01532
ERR1913224.96218__1.96218	360807__C0FYL6__ROSEINA2194_03855
ERR1913224.96246__1.96246	28118__R6FBF6__Odosp_2396
ERR1913224.96387__1.96387	1965650__A0A1Y3VFZ2__B5G16_10335
ERR1913224.96411__1.96411	853__A0A2A7A4A9__C4N21_14870
ERR1913224.96443__1.96443	820__A0A3E4W4W5__ERS852554_02179
ERR1913224.96645__1.96645	1262761__R6QR72__BN606_01181
ERR1913224.96885__1.96885	1160721__R6SZN5__BHW50_07705
ERR1913224.96999__1.96999	33039__A0A174Z8F8__ERS852530_05419
ERR1913224.97112__1.97112	371601__A0A1H3XPY7__CW1_0993
ERR1913224.97074__1.97074	1501391__GCA_000786575.1_00120
ERR1913224.97323__1.97323	1262889__R7HAB3__BN634_00781
ERR1913224.97437__1.97437	1501391__GCA_000786575.1_00028
ERR1913224.97691__1.97691	165179__D1PHC0__PREVCOP_06640
ERR1913224.97814__1.97814	853__A0A174C5M1__CGS58_04460
ERR1913224.98215__1.98215	39485__A0A174YR79__EUBELI_20418
ERR1913224.98297__1.98297	1262988__R7N756__BN816_00589
