ERR1913181.91__1.91	39492__D4MMN2__EUBSIR_00964
ERR1913181.49217__1.49217	28117__B0MXG8__ALIPUT_01814
ERR1913181.49357__1.49357	1262882__R5N3H1__BN519_01121
ERR1913181.49363__1.49363	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1913181.49485__1.49485	1262882__R5N1V0__BN519_00816
ERR1913181.49518__1.49518	28118__F9ZAK9__DF785_10030
ERR1913181.49569__1.49569	374840__GeneID:2546403
ERR1913181.49718__1.49718	487174__K0XRA9__HMPREF9448_00572
ERR1913181.49728__1.49728	1262882__R5N0J9__BN519_00773
ERR1913181.49636__1.49636	69974__A0A090FEL8__MPL3365_630008
ERR1913181.49878__1.49878	69974__A0A090FEL8__MPL3365_630008
ERR1913181.50140__1.50140	1150298__A0A174FT27__ERS852535_01803
ERR1913181.50431__1.50431	47678__R5UES3__CGC64_00760
ERR1913181.50414__1.50414	1550024__G9RWW8__TQ39_12140
ERR1913181.50745__1.50745	374840__GeneID:2546403
ERR1913181.50788__1.50788	1262882__R5N3H1__BN519_01121
ERR1913181.51057__1.51057	88431__A0A3D0EY52__ERS852573_01763
ERR1913181.51021__1.51021	239935__A0A2N8I693__CXU17_08410
ERR1913181.51059__1.51059	374840__GeneID:2546403
ERR1913181.51107__1.51107	10678__GeneID:2777383
ERR1913181.51202__1.51202	10678__GeneID:2777401
ERR1913181.51370__1.51370	47678__R5UPZ8__ERS852494_01752
ERR1913181.51315__1.51315	1262882__R5MIY9__BN519_01097
ERR1913181.51440__1.51440	1262911__R6GZW9__BN557_00833
ERR1913181.51506__1.51506	33043__D5HI50__smf
ERR1913181.51516__1.51516	88431__A0A3D0F1H3__ERS852573_02429
ERR1913181.51525__1.51525	33043__A0A174BPN9__kfoC_2
ERR1913181.51534__1.51534	1965588__A0A1Y4H4I2__B5F36_09865
ERR1913181.51591__1.51591	33043__D5HHT0__ERS852445_02798
ERR1913181.51599__1.51599	1262882__R5N1R4__BN519_00788
ERR1913181.51728__1.51728	1262882__R5MFY4__BN519_00529
ERR1913181.51737__1.51737	1262911__R6GS52__BN557_00834
ERR1913181.51846__1.51846	1263000__R5EI35__BN466_01649
ERR1913181.51770__1.51770	2292352__A0A374UKJ4__DXC23_09360
ERR1913181.52233__1.52233	853__A0A2J4JL53__CRH10_10795
ERR1913181.52298__1.52298	33043__A0A173SQ62__ERS852575_01610
ERR1913181.52323__1.52323	39492__D4JSU6__dacB_3
ERR1913181.52493__1.52493	1262882__R5MMP8__BN519_01654
ERR1913181.52508__1.52508	78257__A0A087CUE0__BSAE_1156
ERR1913181.52712__1.52712	1735__B7CCQ2__EUBIFOR_01980
ERR1913181.52756__1.52756	28116__R6DIL2__DXD69_10970
ERR1913181.52929__1.52929	1262882__R5MM10__BN519_01679
ERR1913181.53042__1.53042	1262911__R6GP58__BN557_00798
ERR1913181.53181__1.53181	487175__D9Y712__HMPREF9439_02495
ERR1913181.53215__1.53215	69974__A0A090FEL8__MPL3365_630008
ERR1913181.53474__1.53474	1262882__R5MMP8__BN519_01654
ERR1913181.53593__1.53593	35343__GeneID:927314
ERR1913181.53720__1.53720	33043__D5HIK4__ERS852400_01112
ERR1913181.53724__1.53724	1150298__A0A174LE54__cysA
ERR1913181.53735__1.53735	1262882__R5MYX5__BN519_00333
ERR1913181.54101__1.54101	28117__B0MTY2__BHV66_06485
ERR1913181.54248__1.54248	823__A0A395YRX4__ERS852513_03444
ERR1913181.54258__1.54258	69974__A0A090FEL8__MPL3365_630008
ERR1913181.54267__1.54267	1262882__R5MT42__BN519_01729
ERR1913181.54546__1.54546	33043__A0A174EI47__inlJ
ERR1913181.54550__1.54550	69974__A0A090FEL8__MPL3365_630008
ERR1913181.54570__1.54570	1262882__R5N1R4__BN519_00788
ERR1913181.54635__1.54635	1304__J7TW34__msbA
ERR1913181.54788__1.54788	853__A0A2J4JL53__CRH10_10795
ERR1913181.54922__1.54922	1262882__R5MRT2__BN519_01494
ERR1913181.54996__1.54996	1262882__R5MYX5__BN519_00333
ERR1913181.55065__1.55065	1262882__R5MZZ3__BN519_00482
ERR1913181.55088__1.55088	33043__D5HJ93__ERS852445_01985
ERR1913181.55174__1.55174	2173__A0A1D2WVA1__Msm_0411
ERR1913181.55723__1.55723	216816__B3DPC3__CE169_06855
ERR1913181.55839__1.55839	40518__R5DVU7__RBL236_00839
ERR1913181.55953__1.55953	301302__R5UP16__M72_22551
ERR1913181.55966__1.55966	1849041__A0A3E2T6N5__DW086_01995
ERR1913181.55972__1.55972	2108523__A0A2P2F8B3__LAWASA_2269
ERR1913181.56001__1.56001	40520__A5ZTQ5__ERS852533_02495
ERR1913181.56252__1.56252	487174__K0WRP3__HMPREF9448_02660
ERR1913181.56280__1.56280	69974__A0A090FEL8__MPL3365_630008
ERR1913181.56408__1.56408	69974__A0A090FEL8__MPL3365_630008
ERR1913181.56526__1.56526	69974__A0A090FEL8__MPL3365_630008
ERR1913181.56810__1.56810	552398__F4XCR9__HMPREF0866_01636
ERR1913181.56817__1.56817	33043__D5HFA1__ERS852400_02183
ERR1913181.56874__1.56874	1150298__A0A174S911__ERS852406_01972
ERR1913181.56976__1.56976	374844__GeneID:1260912
ERR1913181.57092__1.57092	328814__GCA_004558275.1_01570
ERR1913181.57209__1.57209	39492__D4JVG7__ERS852540_00946
ERR1913181.57217__1.57217	40518__R5DU38__DXD83_06770
ERR1913181.57409__1.57409	823__A0A395YY84__DXC05_19515
ERR1913181.57470__1.57470	1160721__R6T617__truA
ERR1913181.57481__1.57481	1150298__A0A174DSD1__dacB_3
ERR1913181.57492__1.57492	69974__A0A090FEL8__MPL3365_630008
ERR1913181.57678__1.57678	69974__A0A090FEL8__MPL3365_630008
ERR1913181.57809__1.57809	39492__D4JXA0__ERS852540_02538
ERR1913181.57945__1.57945	301302__A0A0M6WF57__M72_22681
ERR1913181.58056__1.58056	33043__A0A173X520__ERS852575_01617
ERR1913181.58514__1.58514	1262882__R5MDR8__BN519_00124
ERR1913181.58840__1.58840	1099853__R7DKP8__NSB1T_07205
ERR1913181.58960__1.58960	69974__A0A090FEL8__MPL3365_630008
ERR1913181.59089__1.59089	820__A0A3E4XDK3__ERS852554_03650
ERR1913181.59103__1.59103	1262915__R6ID43__BN574_00300
ERR1913181.59204__1.59204	1262882__R5MEN9__BN519_00201
ERR1913181.59718__1.59718	39492__D4JTW7__EUBSIR_00859
ERR1913181.59837__1.59837	69974__A0A090FEL8__MPL3365_630008
ERR1913181.59884__1.59884	69974__A0A090FEL8__MPL3365_630008
ERR1913181.60199__1.60199	1227276__U2K7J0__HMPREF9148_02764
ERR1913181.60168__1.60168	1262911__R6H2J2__BN557_01228
ERR1913181.60232__1.60232	1235790__S0J8L6__C805_00148
ERR1913181.60252__1.60252	33043__A0A173X520__ERS852575_01617
ERR1913181.60470__1.60470	1660__D4U0E6__HMPREF0970_01689
ERR1913181.60499__1.60499	1262882__R5MM25__BN519_00600
ERR1913181.60563__1.60563	1150298__A0A174I2L4__ERS852535_01377
ERR1913181.60571__1.60571	2173__A5ULD0__BK798_05990
ERR1913181.60681__1.60681	47678__R5U7L8__DXB67_16595
ERR1913181.60807__1.60807	28117__B0MVL2__BHV66_01645
ERR1913181.60833__1.60833	552398__F4XCR9__HMPREF0866_01636
ERR1913181.61044__1.61044	487174__K0XL60__DDY40_11760
ERR1913181.61058__1.61058	1262911__R6H174__BN557_01246
ERR1913181.61103__1.61103	39492__B0MM84__lgt
ERR1913181.61260__1.61260	28117__B0N007__BHV66_10275
ERR1913181.61230__1.61230	1262911__R6GHG8__BN557_01301
ERR1913181.61151__1.61151	39492__D4JQP0__ypeB
ERR1913181.61409__1.61409	1262989__R6YAG5__BN815_02077
ERR1913181.61899__1.61899	1262911__R6GLX9__BN557_01576
ERR1913181.61816__1.61816	69974__A0A090FEL8__MPL3365_630008
ERR1913181.61830__1.61830	33043__A0A174B5C6__acm_3
ERR1913181.62009__1.62009	29361__B6FLM7__CLONEX_01049
ERR1913181.62016__1.62016	69974__A0A090FEL8__MPL3365_630008
ERR1913181.62029__1.62029	33043__D5HGR0__rpfC_2
ERR1913181.62035__1.62035	33043__D5HI05__ERS852400_02760
ERR1913181.62091__1.62091	1262915__R6HP23__BN574_01084
ERR1913181.62161__1.62161	69974__A0A090FEL8__MPL3365_630008
ERR1913181.62163__1.62163	301302__A0A0M6WCT0__M72_03221
ERR1913181.62248__1.62248	39492__D4JU94__ispE
ERR1913181.62337__1.62337	1262882__R5N587__BN519_01643
ERR1913181.62428__1.62428	69974__A0A090FEL8__MPL3365_630008
ERR1913181.62593__1.62593	1150298__R7JXP3__ERS852535_00653
ERR1913181.62616__1.62616	2173__A0A1D2WXI2__METSMIF1_02140
ERR1913181.62790__1.62790	69974__A0A090FEL8__MPL3365_630008
ERR1913181.62846__1.62846	47678__R5U9Z0__HMPREF1061_03210
ERR1913181.62990__1.62990	1262882__R5MHQ8__BN519_00707
ERR1913181.63046__1.63046	69974__A0A090FEL8__MPL3365_630008
ERR1913181.63209__1.63209	69974__A0A090FEL8__MPL3365_630008
ERR1913181.63328__1.63328	40518__R5E0G0__RBATCC27255_01787
ERR1913181.63562__1.63562	69974__A0A090FEL8__MPL3365_630008
ERR1913181.63587__1.63587	487174__K0WRH0__DDY40_05725
ERR1913181.63755__1.63755	1735__B7C932__EUBIFOR_00689
ERR1913181.63788__1.63788	1680__A0A076JNH5__DXC60_03835
ERR1913181.63853__1.63853	1965588__A0A1Y4GZJ8__B5F36_14450
ERR1913181.63942__1.63942	1550024__G9RZN9__ASJ35_05735
ERR1913181.64103__1.64103	69974__A0A090FEL8__MPL3365_630008
ERR1913181.64324__1.64324	1263107__GCA_000436995.1_00090
ERR1913181.64601__1.64601	69974__A0A090FEL8__MPL3365_630008
ERR1913181.64621__1.64621	69974__A0A090FEL8__MPL3365_630008
ERR1913181.64957__1.64957	74426__pta
ERR1913181.65048__1.65048	69974__A0A090FEL8__MPL3365_630008
ERR1913181.65142__1.65142	1160721__W0U6N0__BHW50_08675
ERR1913181.65558__1.65558	1262911__R6H0U7__BN557_01104
ERR1913181.65706__1.65706	214856__A0A173ZS19__ERS852447_00954
ERR1913181.65909__1.65909	1263000__R5EFA7__BN466_01197
ERR1913181.65918__1.65918	40518__R5E0F2__RBATCC27255_01890
ERR1913181.66014__1.66014	1150298__R7JSE8__coaX_1
ERR1913181.66066__1.66066	649756__B0P1Y8__ERS852571_00196
ERR1913181.66068__1.66068	69974__A0A090FEL8__MPL3365_630008
ERR1913181.66286__1.66286	1262911__R6HGD7__BN557_00108
ERR1913181.66426__1.66426	40520__A0A174EQJ0__DXB81_02710
ERR1913181.66463__1.66463	147206__GCF_000156215.1_00014
ERR1913181.66545__1.66545	357276__I8WEY2__ABI39_04185
ERR1913181.66498__1.66498	187327__G4Q2R6__Acin_2204
ERR1913181.66652__1.66652	1262882__R5MH82__BN519_00752
ERR1913181.66772__1.66772	1160721__W0U3D5__BHW50_00380
ERR1913181.66789__1.66789	511969__GeneID:3959334
ERR1913181.66944__1.66944	374840__GeneID:2546403
ERR1913181.66991__1.66991	1262882__R5MYP8__BN519_00439
ERR1913181.67193__1.67193	374840__GeneID:2546403
ERR1913181.67245__1.67245	28117__R7JH62__BHV66_05735
ERR1913181.67654__1.67654	1262911__R6GS70__BN557_00854
ERR1913181.67737__1.67737	47678__A5ZEA3__ERS852558_00257
ERR1913181.67945__1.67945	1262882__R5MMD8__BN519_01576
ERR1913181.68094__1.68094	39492__D4JQP0__ypeB
ERR1913181.68117__1.68117	33043__A0A174H5E3__ERS852400_02880
ERR1913181.68305__1.68305	823__A0A173RD26__B5F32_03910
ERR1913181.68471__1.68471	39492__R6RYB8__ERS852540_00322
ERR1913181.68677__1.68677	69974__A0A090FEL8__MPL3365_630008
ERR1913181.68756__1.68756	47678__R5UUS9__ERS852558_01432
ERR1913181.68888__1.68888	374840__GeneID:2546403
ERR1913181.68998__1.68998	1262882__R5MYP8__BN519_00439
ERR1913181.69029__1.69029	136841__Q9HWY7__Q094_00251
ERR1913181.69063__1.69063	487174__K0WTV8__DIT83_04385
ERR1913181.69122__1.69122	69974__A0A090FEL8__MPL3365_630008
ERR1913181.69417__1.69417	69974__A0A090FEL8__MPL3365_630008
ERR1913181.69328__1.69328	40518__R5E5W1__RBL263_01034
ERR1913181.69552__1.69552	374840__GeneID:2546403
ERR1913181.69695__1.69695	40518__R5E0G0__RBATCC27255_01787
ERR1913181.69851__1.69851	2108523__A0A2P2F6V3__LAWASA_1735
ERR1913181.69931__1.69931	487174__K0WY34__DDY40_07435
ERR1913181.69938__1.69938	1263107__GCA_000436995.1_00223
ERR1913181.70052__1.70052	33043__A0A173X5R2__ERS852445_01329
ERR1913181.70244__1.70244	1262882__R5MSI5__BN519_01596
ERR1913181.70282__1.70282	1262911__R6GTN3__BN557_01365
ERR1913181.70329__1.70329	39492__D4MIX3__ERS852540_01230
ERR1913181.70513__1.70513	33043__A0A174AEP1__apr
ERR1913181.70677__1.70677	706562__GCA_900112995.1_02127
ERR1913181.70750__1.70750	301302__A0A0M6WB38__ERS852420_00286
ERR1913181.70969__1.70969	69974__A0A090FEL8__MPL3365_630008
ERR1913181.71106__1.71106	33043__A8SWI7__bcrC
ERR1913181.71108__1.71108	39488__A0A173UK14__araC_3
ERR1913181.71339__1.71339	511969__GeneID:3959334
ERR1913181.71526__1.71526	33043__D5HFD3__ybbD
ERR1913181.71790__1.71790	1263107__GCA_000436995.1_00131
ERR1913181.71946__1.71946	853__A0A174AML0__FPR_08640
ERR1913181.72038__1.72038	1160721__W0U330__BHW50_08125
ERR1913181.72125__1.72125	33043__A0A174BLU4__ERS852386_02221
ERR1913181.72347__1.72347	564886__GeneID:6973115
ERR1913181.72487__1.72487	69974__A0A090FEL8__MPL3365_630008
ERR1913181.72489__1.72489	384638__B7ASI3__BACPEC_02038
ERR1913181.72679__1.72679	40518__R5DYT8__mscS
ERR1913181.72659__1.72659	69974__A0A090FEL8__MPL3365_630008
ERR1913181.72831__1.72831	820__A0A174A6K0__M093_0079
ERR1913181.72919__1.72919	47678__R5U9M8__CGC64_07665
ERR1913181.73067__1.73067	28116__A0A3A9HTT7__BACOVA_05446
ERR1913181.73013__1.73013	40518__R5DY98__mepA_5
ERR1913181.73034__1.73034	1262882__R5MJM8__BN519_01064
ERR1913181.73329__1.73329	1680__R5GSL8__DXD60_03315
ERR1913181.73521__1.73521	1735__B7C9Y8__EUBIFOR_00992
ERR1913181.73430__1.73430	33043__A0A173X520__ERS852575_01617
ERR1913181.73725__1.73725	69974__A0A090FEL8__MPL3365_630008
ERR1913181.73677__1.73677	487174__K0WXI9__HMPREF9448_02340
ERR1913181.73942__1.73942	2173__A0A1D2WUQ6__METSMIF1_02304
ERR1913181.74084__1.74084	208479__A8RR34__DXC96_21280
ERR1913181.74412__1.74412	33043__A0A173ZEP9__araC_1
ERR1913181.74390__1.74390	69974__A0A090FEL8__MPL3365_630008
ERR1913181.74685__1.74685	1262882__R5MGX3__BN519_00046
ERR1913181.75178__1.75178	28117__R7JJM9__ALIPUT_00662
ERR1913181.75301__1.75301	39492__D4JX50__EUBSIR_00410
ERR1913181.75367__1.75367	40518__R5DVL2__penA
ERR1913181.75439__1.75439	33043__D5HIS6__ERS852575_02019
ERR1913181.75493__1.75493	69974__A0A090FEL8__MPL3365_630008
ERR1913181.75842__1.75842	47678__R5U7X8__C5Z00_18270
ERR1913181.75858__1.75858	39492__D4JU31__ERS852540_00198
ERR1913181.76042__1.76042	69974__A0A090FEL8__MPL3365_630008
ERR1913181.76076__1.76076	39492__R6SA81__EUBSIR_00402
ERR1913181.76630__1.76630	33043__A0A173ZZF8__sbp_2
ERR1913181.76833__1.76833	1262882__R5N4D8__BN519_01497
ERR1913181.76929__1.76929	1262882__R5MYX5__BN519_00333
ERR1913181.76903__1.76903	69974__A0A090FEL8__MPL3365_630008
ERR1913181.76972__1.76972	1263000__R5ETL6__BN466_01607
ERR1913181.77150__1.77150	2173__P22350__Msm_0089
ERR1913181.77251__1.77251	821__U6RDC2__DXD46_15675
ERR1913181.77673__1.77673	40518__R5DXI4__DXD86_07420
ERR1913181.77702__1.77702	216816__A0A133LD41__NL89_06245
ERR1913181.78135__1.78135	853__A0A2A7A4A9__C4N21_14870
ERR1913181.78243__1.78243	310297__B5D214__DXD04_07920
ERR1913181.78340__1.78340	239935__A0A139TPD8__CXU12_11015
ERR1913181.78784__1.78784	511969__GeneID:3959334
ERR1913181.78825__1.78825	1263000__R5EKR4__BN466_01609
ERR1913181.78845__1.78845	649756__B0P476__ERS852475_00941
ERR1913181.79199__1.79199	374840__GeneID:2546403
ERR1913181.79273__1.79273	487174__K0WRH0__DDY40_05725
ERR1913181.79314__1.79314	33043__A0A174A481__ERS852400_01067
ERR1913181.79633__1.79633	1262911__R6GPC5__BN557_00852
ERR1913181.79653__1.79653	821__A0A396F9T7__M097_3427
ERR1913181.79699__1.79699	1262882__R5N0M6__BN519_00794
ERR1913181.79730__1.79730	116085__D4J6L8__DW747_08035
ERR1913181.79887__1.79887	28117__B0MYM2__BHV66_04910
ERR1913181.80022__1.80022	1796613__A0A1V0QDA8__A4V03_02465
ERR1913181.80301__1.80301	69974__A0A090FEL8__MPL3365_630008
ERR1913181.80318__1.80318	33043__A0A173WZE5__ERS852386_00374
ERR1913181.80588__1.80588	1262911__R6GZ46__BN557_00668
ERR1913181.80638__1.80638	39496__A5Z5I2__EUBVEN_00963
ERR1913181.80753__1.80753	116085__D4JAS8__DW747_11300
ERR1913181.80865__1.80865	328814__GCA_004558275.1_01822
ERR1913181.80949__1.80949	823__A0A395YZ10__NCTC11152_02955
ERR1913181.80980__1.80980	410072__A0A174EHQ6__ERS852481_02629
ERR1913181.81145__1.81145	1150298__R7JNU0__nagK
ERR1913181.81259__1.81259	820__A0A173XIP7__B5G17_16050
ERR1913181.81349__1.81349	47678__R5UXJ2__DW706_08325
ERR1913181.81337__1.81337	487174__R5EP60__DIT83_09045
ERR1913181.81338__1.81338	821__C6ZAA5__ERS852556_00403
ERR1913181.81405__1.81405	1735__B7CD72__EUBIFOR_02151
ERR1913181.81487__1.81487	817__Q64SR1__NCTC9343_04329
ERR1913181.81498__1.81498	69974__A0A090FEL8__MPL3365_630008
ERR1913181.81572__1.81572	69974__A0A090FEL8__MPL3365_630008
ERR1913181.81653__1.81653	33043__A0A173ZL29__ERS852386_01345
ERR1913181.81654__1.81654	544645__A0A3E4T7C6__DXC42_09005
ERR1913181.82120__1.82120	1262911__R6GS52__BN557_00834
ERR1913181.82181__1.82181	69974__A0A090FEL8__MPL3365_630008
ERR1913181.82240__1.82240	33043__D5HEK8__lytR_1
ERR1913181.82351__1.82351	187327__G4Q2V4__Acin_1541
ERR1913181.82520__1.82520	1262911__R6GUQ4__BN557_01581
ERR1913181.82804__1.82804	936548__J1LNU0__HMPREF1136_1385
ERR1913181.82982__1.82982	69974__A0A090FEL8__MPL3365_630008
ERR1913181.83005__1.83005	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913181.82957__1.82957	69974__A0A090FEL8__MPL3365_630008
ERR1913181.83053__1.83053	1262882__R5MNC1__BN519_00818
ERR1913181.83202__1.83202	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913181.83710__1.83710	487174__K0WXG8__DIT83_09300
ERR1913181.83788__1.83788	1262882__R5N1T9__BN519_00804
ERR1913181.83795__1.83795	69974__A0A090FEL8__MPL3365_630008
ERR1913181.83932__1.83932	33043__A0A174B5C6__acm_3
ERR1913181.84126__1.84126	46228__V8BRM9__HMPREF1202_02379
ERR1913181.84225__1.84225	69974__A0A090FEL8__MPL3365_630008
ERR1913181.84410__1.84410	1501391__GCA_000786575.1_00006
ERR1913181.84459__1.84459	1262882__R5MXW0__BN519_00317
ERR1913181.84485__1.84485	39492__A0A174Z2N0__EUBSIR_01615
ERR1913181.84699__1.84699	374840__GeneID:2546403
ERR1913181.84758__1.84758	1262911__R6GIV0__BN557_01571
ERR1913181.84719__1.84719	821__A0A174V2F3__NCTC10583_01474
ERR1913181.84866__1.84866	1680__A0A2R4G1K8__BBMN23_0315
ERR1913181.85023__1.85023	823__A0A174VHT1__DHP27_04775
ERR1913181.85165__1.85165	626933__H1DGX0__HMPREF9449_01506
ERR1913181.85255__1.85255	1522__G1VM43__ATF84_1209
ERR1913181.85350__1.85350	357276__I9QWD4__DXD47_15075
ERR1913181.85490__1.85490	1262744__R6FST0__BN744_00381
ERR1913181.85496__1.85496	1262882__R5MDR8__BN519_00124
ERR1913181.85750__1.85750	28117__B0MY45__ALIPUT_02164
ERR1913181.85832__1.85832	1262911__R6GK39__BN557_01755
ERR1913181.85842__1.85842	1262882__R5MT08__BN519_01706
ERR1913181.86126__1.86126	69974__A0A090FEL8__MPL3365_630008
ERR1913181.86225__1.86225	33043__A0A173YUV6__ERS852386_00507
ERR1913181.86226__1.86226	69974__A0A090FEL8__MPL3365_630008
ERR1913181.86323__1.86323	69974__A0A090FEL8__MPL3365_630008
ERR1913181.86340__1.86340	33043__A0A173YLD4__ERS852575_00535
ERR1913181.86658__1.86658	1262911__R6HJS5__BN557_00288
ERR1913181.86839__1.86839	1263109__GCA_000438135.1_00299
ERR1913181.86874__1.86874	1262882__R5MKV8__BN519_01281
ERR1913181.87004__1.87004	33043__D5HGR0__rpfC_2
ERR1913181.87132__1.87132	418240__A0A174R2N4__ERS852523_02758
ERR1913181.87154__1.87154	374840__GeneID:2546403
ERR1913181.87168__1.87168	40520__R7DEU2__ERS852394_00085
ERR1913181.87586__1.87586	46503__R6Y9P8__evgS_3
ERR1913181.87685__1.87685	1262536__GeneID:16385454
ERR1913181.87703__1.87703	544644__GCA_001915615.1_00078
ERR1913181.87751__1.87751	40518__R5E1J2__DXD93_04070
ERR1913181.87820__1.87820	1262882__R5MH81__BN519_00748
ERR1913181.87886__1.87886	1262882__R5MQ63__BN519_01173
ERR1913181.88140__1.88140	1160721__W0U575__RBI_I01513
ERR1913181.88189__1.88189	2292352__A0A374UKI4__DXC23_09350
ERR1913181.88279__1.88279	69974__A0A090FEL8__MPL3365_630008
ERR1913181.88392__1.88392	40518__R5DNY7__RBATCC27255_00367
ERR1913181.88371__1.88371	511969__GeneID:3959334
ERR1913181.88687__1.88687	1262915__R6I9M7__BN574_00854
ERR1913181.88843__1.88843	33043__D5HF29__eglS_1
ERR1913181.88850__1.88850	1262911__R6GRB8__BN557_00666
ERR1913181.88911__1.88911	1262882__R5MLP5__BN519_01602
ERR1913181.88923__1.88923	69974__A0A090FEL8__MPL3365_630008
ERR1913181.89140__1.89140	374840__GeneID:2546403
ERR1913181.89093__1.89093	33043__A0A173YLD4__ERS852575_00535
ERR1913181.89182__1.89182	40518__R5DV58__htrA
ERR1913181.89337__1.89337	69974__A0A090FEL8__MPL3365_630008
ERR1913181.89342__1.89342	69974__A0A090FEL8__MPL3365_630008
ERR1913181.89383__1.89383	39492__D4JRZ7__smc
ERR1913181.89606__1.89606	1632__C8P5V2__FC49_GL001046
ERR1913181.89661__1.89661	28117__B0MT84__ALIPUT_00402
ERR1913181.89859__1.89859	69974__A0A090FEL8__MPL3365_630008
ERR1913181.90154__1.90154	46228__B5CSI8__DXD17_05145
ERR1913181.90202__1.90202	1262882__R5N2A9__BN519_00921
ERR1913181.90220__1.90220	46503__R6Y2Q2__DCY29_15375
ERR1913181.90176__1.90176	1262882__R5N4D8__BN519_01497
ERR1913181.90374__1.90374	2173__A5UK74__pyrP
ERR1913181.90494__1.90494	823__A0A173VPM3__DHW69_17170
ERR1913181.90628__1.90628	33043__D5HF50__ERS852386_02415
ERR1913181.90671__1.90671	1263000__R5EXT3__BN466_02213
ERR1913181.90704__1.90704	69974__A0A090FEL8__MPL3365_630008
ERR1913181.90883__1.90883	1535__A7VY37__CLOLEP_03513
ERR1913181.91123__1.91123	1262911__R6HJS5__BN557_00288
ERR1913181.91176__1.91176	33043__A0A174H1B6__ERS852575_02702
ERR1913181.91332__1.91332	1965604__A0A1Y4F2R3__B5F54_02490
ERR1913181.91400__1.91400	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913181.91553__1.91553	1262882__R5MHA1__BN519_00763
ERR1913181.91533__1.91533	40518__R5E6U1__yunB
ERR1913181.91546__1.91546	1262911__R6HHR1__BN557_01622
ERR1913181.91929__1.91929	1262882__R5MGS8__BN519_00565
ERR1913181.91931__1.91931	69974__A0A090FEL8__MPL3365_630008
ERR1913181.92008__1.92008	1262882__R5MY46__BN519_00355
ERR1913181.92112__1.92112	187327__G4Q7V3__ACDG_00549
ERR1913181.92337__1.92337	1262882__R5MYG7__BN519_00405
ERR1913181.92354__1.92354	1262882__R5N2E1__BN519_01117
ERR1913181.92443__1.92443	1262882__R5N5J6__BN519_01504
ERR1913181.92465__1.92465	292800__A0A1C7FPF8__ERS852544_02777
ERR1913181.92546__1.92546	28117__B0MWP2__ALIPUT_01468
ERR1913181.92595__1.92595	69974__A0A090FEL8__MPL3365_630008
ERR1913181.92762__1.92762	69974__A0A090FEL8__MPL3365_630008
ERR1913181.92950__1.92950	1262882__R5MZ41__BN519_00356
ERR1913181.93133__1.93133	39492__D4JSS2__EUBSIR_00553
ERR1913181.93254__1.93254	487174__K0X3H8__HMPREF9448_02822
ERR1913181.93296__1.93296	374840__GeneID:2546403
ERR1913181.93325__1.93325	69974__A0A090FEL8__MPL3365_630008
ERR1913181.93827__1.93827	10678__GeneID:2777457
ERR1913181.93934__1.93934	1262882__R5MKL9__BN519_00353
ERR1913181.93936__1.93936	116085__D4J8F7__DW747_09065
ERR1913181.93963__1.93963	1262915__R6HMP0__BN574_01549
ERR1913181.94094__1.94094	847__C3X9Q0__OFBG_00954
ERR1913181.94371__1.94371	1150298__A0A174QS63__ERS852406_03087
ERR1913181.94544__1.94544	1262911__R6GIY2__BN557_01575
ERR1913181.94680__1.94680	88431__A0A3D0F0E5__ERS852526_03216
ERR1913181.94735__1.94735	1262882__R5N3T7__BN519_01188
ERR1913181.94957__1.94957	69974__A0A090FEL8__MPL3365_630008
ERR1913181.95034__1.95034	40518__R5DQR9__DXD83_00030
ERR1913181.95486__1.95486	165179__A0A3E5DX15__DXC61_00345
ERR1913181.95614__1.95614	817__A0A1C0WW19__macB_12
ERR1913181.95716__1.95716	69974__A0A090FEL8__MPL3365_630008
ERR1913181.95779__1.95779	33043__D5HEE1__ERS852386_01671
ERR1913181.95862__1.95862	1150298__A0A174S2H3__spoIIQ
ERR1913181.95924__1.95924	47678__R5U2B3__ERS852558_04029
ERR1913181.95906__1.95906	40520__R7D7W1__DXB81_08070
ERR1913181.95943__1.95943	1262911__R6GKX4__BN557_01388
ERR1913181.96135__1.96135	69974__A0A090FEL8__MPL3365_630008
ERR1913181.96111__1.96111	1262882__R5MZ41__BN519_00356
