ERR1913258.46__1.46	1550024__A0A0D8IWM4__TQ39_15635
ERR1913258.52223__1.52223	216816__A0A374SVM3__BLSL_0492
ERR1913258.52368__1.52368	907__Q0ZQJ4__SAMN02910401_01438
ERR1913258.52379__1.52379	1680__A0A087DKM6__B0042_0664
ERR1913258.52293__1.52293	45851__R5LRK0__BUTYVIB_00520
ERR1913258.52429__1.52429	301301__A0A395V6S0__dosP
ERR1913258.52496__1.52496	1680__A0A174BEE7__BSTER_1311
ERR1913258.52626__1.52626	68891__A0A0F2DY13__dnaK
ERR1913258.52645__1.52645	39491__C4ZAT2__ERE_28440
ERR1913258.52661__1.52661	572010__infC
ERR1913258.53121__1.53121	39491__A0A173QT73__alaS_2
ERR1913258.53145__1.53145	1680__A0A087DHN0__AL0462_1532
ERR1913258.53289__1.53289	88431__A6BGH9__ERS852408_02691
ERR1913258.53294__1.53294	216816__D6DAZ0__DXD28_02040
ERR1913258.53541__1.53541	39488__A0A174HCB2__ERS852450_02287
ERR1913258.53779__1.53779	410072__A0A174J5N8__sbcC
ERR1913258.54005__1.54005	820__A0A174Q0F0__DXB48_08080
ERR1913258.54218__1.54218	1680__A0A087DHN0__AL0462_1532
ERR1913258.54312__1.54312	116085__D4J8Q3__DW747_08750
ERR1913258.54415__1.54415	131111__K0YQL5__HMPREF9241_01302
ERR1913258.54510__1.54510	10678__GeneID:2777387
ERR1913258.54714__1.54714	28025__A0A0L7CUH2__Balac_0126
ERR1913258.54743__1.54743	28025__A0A0L7BUQ4__Balat_0268
ERR1913258.54776__1.54776	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913258.54794__1.54794	1262848__R6V8P9__BN818_00594
ERR1913258.54858__1.54858	357276__A0A0M1VXQ9__BSEG_00942
ERR1913258.54866__1.54866	39491__A0A396FP46__cobD_2
ERR1913258.54921__1.54921	46503__R5DLM3__HMPREF1078_03417
ERR1913258.55089__1.55089	28117__B0MUL5__ALIPUT_00722
ERR1913258.55277__1.55277	2173__A0A1D2WS87__BK798_03170
ERR1913258.55727__1.55727	214856__R6Y0B9__ERS852559_00164
ERR1913258.55813__1.55813	1150298__A0A174U7I9__ERS852406_02991
ERR1913258.56092__1.56092	239935__A0A2N8I7W6__CXT90_04245
ERR1913258.56106__1.56106	45851__D4S283__BUTYVIB_02205
ERR1913258.56546__1.56546	1897011__A0A1Q6RI77__BHW41_01180
ERR1913258.56616__1.56616	626940__E8LB62__BHW43_02905
ERR1913258.56627__1.56627	39491__A0A174M1X5__DXB99_18695
ERR1913258.56637__1.56637	1308__A0A0E2Q4M9__U730_02155
ERR1913258.56676__1.56676	1680__A0A2R4G1K8__BBMN23_0315
ERR1913258.56730__1.56730	1262848__R6TXT2__BN818_00327
ERR1913258.56789__1.56789	1262942__R7QVK2__BN520_01389
ERR1913258.56825__1.56825	394340__DmdB
ERR1913258.56867__1.56867	39491__A0A173TFQ1__rsmF
ERR1913258.56832__1.56832	39485__C4Z2S3__EUBELI_00292
ERR1913258.56911__1.56911	1262992__R5DGC6__BN795_00540
ERR1913258.56947__1.56947	1550024__A0A3B9WJZ9__TQ39_02585
ERR1913258.56985__1.56985	184870__W1TRR4__Q618_VCMC00003G0220
ERR1913258.57289__1.57289	1686__B6XTW8__B5782_0877
ERR1913258.57424__1.57424	39491__A0A396FQV7__T1815_10751
ERR1913258.57490__1.57490	820__A0A174Q0F0__DXB48_08080
ERR1913258.57777__1.57777	1680__A1A1R1__BIFADO_00076
ERR1913258.58146__1.58146	39491__A0A395ZG74__licR
ERR1913258.58466__1.58466	116085__D4J3V0__DW747_12385
ERR1913258.58481__1.58481	1897011__A0A1Q6RIQ3__BHW41_00450
ERR1913258.58635__1.58635	1680__A0A174BEE7__BSTER_1311
ERR1913258.58728__1.58728	1550024__G9RVP3__TQ39_06315
ERR1913258.58890__1.58890	239935__A0A2N8IUK0__CXU01_07370
ERR1913258.58955__1.58955	1680__A0A173W9E6__C8077_07070
ERR1913258.59080__1.59080	239935__R6JD78__CXU05_09250
ERR1913258.59181__1.59181	39491__A0A395ZJZ1__LD38_01870
ERR1913258.59193__1.59193	28117__B0MTS2__ALIPUT_00159
ERR1913258.59306__1.59306	33039__A0A173VTT4__frdB_1
ERR1913258.59366__1.59366	74426__groL
ERR1913258.59516__1.59516	39491__A0A395ZE48__DXB76_02395
ERR1913258.59529__1.59529	2173__A0A1D2WVA1__Msm_0411
ERR1913258.59574__1.59574	39491__A0A0M6WWT1__dus_2
ERR1913258.59587__1.59587	1262848__R6UGM0__BN818_00635
ERR1913258.59590__1.59590	1262911__R6GZX7__BN557_00838
ERR1913258.59717__1.59717	39491__R6TQ09__DXC13_03010
ERR1913258.59702__1.59702	28117__B0MXL6__ALIPUT_01851
ERR1913258.59796__1.59796	1263107__GCA_000436995.1_00133
ERR1913258.59992__1.59992	1262924__R7HRF6__BN585_01735
ERR1913258.60430__1.60430	40520__R7DC80__RUMOBE_00153
ERR1913258.60538__1.60538	1299998__GCA_001494635.1_00422
ERR1913258.60541__1.60541	239935__A0A2N8IUW6__Amuc_1525
ERR1913258.60801__1.60801	1681__E4VA65__APS66_06405
ERR1913258.60780__1.60780	1681__A0A0M4LK35__LMG13200_0631
ERR1913258.60929__1.60929	39491__A0A395UUN5__EUBREC_0291
ERR1913258.61001__1.61001	1263107__GCA_000436995.1_00132
ERR1913258.61294__1.61294	1680__A0A173YLK6__BAD_0868
ERR1913258.61672__1.61672	1680__A0A087DHN0__AL0462_1532
ERR1913258.61707__1.61707	1550024__A0A3B9WI04__ASJ35_06105
ERR1913258.61961__1.61961	2292352__A0A374UNS4__DXC23_05055
ERR1913258.61966__1.61966	239935__A0A2N8IUW6__Amuc_1525
ERR1913258.62318__1.62318	74426__rpoB
ERR1913258.62328__1.62328	267818__A0A0R1PC88__FC93_GL001627
ERR1913258.62387__1.62387	56774__H1PLR3__mbtB_2
ERR1913258.62418__1.62418	1262942__R7QUX7__BN520_00660
ERR1913258.62592__1.62592	39491__A0A396FPV7__ERS852580_01177
ERR1913258.62928__1.62928	1680__A0A3E4SB79__BAD_1517
ERR1913258.62881__1.62881	1550024__A0A3B9WJ68__TQ39_07150
ERR1913258.63003__1.63003	239935__A0A2N8I3G2__CXT89_00720
ERR1913258.63085__1.63085	820__A0A174M9V5__M093_0237
ERR1913258.63058__1.63058	1262848__R6U4T9__BN818_00690
ERR1913258.63259__1.63259	384639__GCA_003096855.1_00847
ERR1913258.63453__1.63453	1550024__A0A0W7TT94__TQ39_11150
ERR1913258.63542__1.63542	357276__B6VVS0__HMPREF1064_03951
ERR1913258.63498__1.63498	1550024__G9RT62__ASJ35_10800
ERR1913258.63754__1.63754	39491__A0A395V6A3__DXB69_00505
ERR1913258.63836__1.63836	820__A0A174Q0F0__DXB48_08080
ERR1913258.63888__1.63888	1680__A7A4N3__ERS852382_00779
ERR1913258.64043__1.64043	39491__A0A396FS17__envC
ERR1913258.64059__1.64059	28117__B0MYI9__BHV66_05415
ERR1913258.64099__1.64099	384639__GCA_003096855.1_01925
ERR1913258.64571__1.64571	1262848__R6TXR7__BN818_00316
ERR1913258.64483__1.64483	820__A0A174F0C1__nreB
ERR1913258.64498__1.64498	1150298__A0A174J629__ERS852498_00833
ERR1913258.64526__1.64526	40518__R5DYU1__DXD86_01160
ERR1913258.64613__1.64613	39491__A0A395ZGU6__ERS852417_01456
ERR1913258.64593__1.64593	1263107__GCA_000436995.1_00213
ERR1913258.64708__1.64708	1550024__A0A0W7TQZ0__TQ39_10670
ERR1913258.65091__1.65091	239935__A0A2N8HS88__CXU19_12255
ERR1913258.65213__1.65213	454155__F3QXB7__HMPREF9442_02852
ERR1913258.65275__1.65275	74426__rpoB
ERR1913258.65387__1.65387	33043__A0A174GPT0__plsC_2
ERR1913258.65642__1.65642	214856__A0A173YXX1__ERS852559_01651
ERR1913258.65735__1.65735	29361__B6FPC9__CLONEX_01992
ERR1913258.65822__1.65822	1680__A0A173Y6N7__yhaH
ERR1913258.65829__1.65829	1680__A0A3E4SB79__BAD_1517
ERR1913258.65835__1.65835	1263006__R6LGJ6__BN515_00859
ERR1913258.65897__1.65897	216816__A0A061M1M5__HMPREF0177_01046
ERR1913258.66107__1.66107	45851__R5LRK0__BUTYVIB_00520
ERR1913258.66233__1.66233	216816__B7GPH6__DXC74_08225
ERR1913258.66309__1.66309	1262980__R5BMP0__BN814_00406
ERR1913258.66356__1.66356	820__A0A396EUU8__luxQ_3
ERR1913258.66385__1.66385	28052__A0A174YGN0__mcp4_2
ERR1913258.66493__1.66493	821__A6L0C7__ERS852556_03520
ERR1913258.66544__1.66544	246787__A0A3D6AYS8__HMPREF1062_06098
ERR1913258.66569__1.66569	39491__D4JMW8__ERS852497_01971
ERR1913258.66673__1.66673	1680__A0A174BEE7__BSTER_1311
ERR1913258.66674__1.66674	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913258.66702__1.66702	649756__A0A173SZT1__ftsW_3
ERR1913258.66738__1.66738	40518__R5DZI2__DXD93_06940
ERR1913258.66935__1.66935	33025__A0A395JE11__C8D73_101318
ERR1913258.66920__1.66920	39491__A0A396FS17__envC
ERR1913258.66969__1.66969	116085__D4J425__spoIVB
ERR1913258.67138__1.67138	418240__A0A174DPU9__ERS852523_01652
ERR1913258.67323__1.67323	1681__U2DMQ1__LMG13200_0318
ERR1913258.67353__1.67353	239935__A0A2N8INZ4__CXU08_03560
ERR1913258.67475__1.67475	1262924__R7HP04__BN585_02027
ERR1913258.67557__1.67557	1680__A0A076JM61__DXD63_05245
ERR1913258.67671__1.67671	1308__V8LRT0__DV947_08035
ERR1913258.67678__1.67678	187327__G4Q4X8__ACDG_00099
ERR1913258.67731__1.67731	74426__nrdD
ERR1913258.67740__1.67740	1897011__A0A1Q6RCU3__BHW41_05920
ERR1913258.67667__1.67667	239935__A0A2N8HT44__CXT84_11035
ERR1913258.67979__1.67979	39491__A0A396FNY7__LD38_16155
ERR1913258.67918__1.67918	626929__F3PDV7__HMPREF9445_00165
ERR1913258.68016__1.68016	29361__B6FKH5__CLONEX_00621
ERR1913258.68037__1.68037	39492__D4JR58__EUBSIR_02090
ERR1913258.68246__1.68246	2173__R7PT68__Msm_0886
ERR1913258.68589__1.68589	28116__D7J6A7__NCTC11153_02798
ERR1913258.68571__1.68571	1680__A0A173YLK6__BAD_0868
ERR1913258.68649__1.68649	1703337__A0A2U0TJK6__C7379_1361
ERR1913258.68779__1.68779	39491__C4ZCV5__DXB99_11855
ERR1913258.68930__1.68930	1262743__R5C054__BN727_01980
ERR1913258.68959__1.68959	418240__C6JGM0__ERS852478_02067
ERR1913258.68898__1.68898	46228__B5CPY7__DXD17_03515
ERR1913258.69023__1.69023	1680__R5GR82__AD0028_0014
ERR1913258.69401__1.69401	1262848__R6TWE9__BN818_00149
ERR1913258.69309__1.69309	239935__A0A139TPU7__CXT91_06575
ERR1913258.70084__1.70084	1262848__R6UFE6__BN818_00496
ERR1913258.70550__1.70550	39492__D4JVG1__ERS852540_00951
ERR1913258.70653__1.70653	1378168__V2YA11__N510_02528
ERR1913258.70688__1.70688	1680__A0A173W5Z2__DXC53_01290
ERR1913258.70762__1.70762	46228__V8BYX5__DXD17_00775
ERR1913258.70934__1.70934	410072__C0B785__ERS852574_00808
ERR1913258.71215__1.71215	39491__A0A173QT73__alaS_2
ERR1913258.71308__1.71308	820__A0A3E4XDK3__ERS852554_03650
ERR1913258.71390__1.71390	239935__A0A139TPG3__CXT86_08810
ERR1913258.71341__1.71341	28117__B0MT73__ALIPUT_00412
ERR1913258.71482__1.71482	1897011__A0A1Q6RE76__BHW41_04850
ERR1913258.71800__1.71800	1686__B6XS54__BCAT_0916
ERR1913258.71879__1.71879	239935__A0A2N8IHY1__CXU06_00035
ERR1913258.71890__1.71890	216816__Q8G464__BFS25_05925
ERR1913258.71909__1.71909	239935__A0A2N8I791__CXT99_09415
ERR1913258.72011__1.72011	1262736__R5Y3F9__BN496_01794
ERR1913258.72020__1.72020	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913258.72030__1.72030	1262848__R6UEX2__BN818_00035
ERR1913258.72031__1.72031	1262848__R6UEX2__BN818_00035
ERR1913258.71954__1.71954	147206__GCF_000156215.1_01777
ERR1913258.72069__1.72069	39491__A0A173VYV1__DXC13_02710
ERR1913258.72084__1.72084	214856__R6XTZ7__ERS852447_02314
ERR1913258.72107__1.72107	239935__A0A2N8IMD6__CXU03_05585
ERR1913258.72147__1.72147	2173__A0A1D2WRC1__Msm_0093
ERR1913258.72201__1.72201	39491__C4ZAT2__ERE_28440
ERR1913258.72703__1.72703	1262992__R5D5B1__BN795_00105
ERR1913258.72803__1.72803	246787__I9EAB0__BACCELL_00131
ERR1913258.73102__1.73102	39491__A0A174K265__DXB76_05915
ERR1913258.73198__1.73198	39496__A5Z937__EUBVEN_02230
ERR1913258.73339__1.73339	820__A0A3E4QZJ7__C801_01798
ERR1913258.73412__1.73412	2173__A0A1D2WXC5__METSMIALI_01265
ERR1913258.73716__1.73716	239935__A0A2N8HT68__ADH72_00510
ERR1913258.73717__1.73717	39485__A0A174ZLN0__EUBELI_00120
ERR1913258.74144__1.74144	40520__R7DCR4__DXB81_00490
ERR1913258.74319__1.74319	1262911__R6H174__BN557_01246
ERR1913258.74338__1.74338	239935__A0A2N8IRW0__A4V05_11620
ERR1913258.74384__1.74384	239935__B2URG6__CXU02_00030
ERR1913258.74385__1.74385	116085__D4J6V9__DW747_08450
ERR1913258.74586__1.74586	147206__GCF_000156215.1_00014
ERR1913258.74592__1.74592	28025__A0A1C7FUH1__DD688_03890
ERR1913258.75385__1.75385	40518__R5DMZ0__DXD83_05610
ERR1913258.75377__1.75377	820__A0A139K5A6__DXB48_12175
ERR1913258.75421__1.75421	1263000__R5EKG2__BN466_02040
ERR1913258.75618__1.75618	239935__A0A2N8I3G2__CXT89_00720
ERR1913258.75634__1.75634	1263000__R5EXT3__BN466_02213
ERR1913258.75659__1.75659	1685__A0A3D8UE34__NRBB18_0294
ERR1913258.76165__1.76165	1150298__A0A174MDR2__ERS852498_01766
ERR1913258.76216__1.76216	1263107__GCA_000436995.1_00212
ERR1913258.76194__1.76194	239935__R6JCH3__CXT95_08205
ERR1913258.76294__1.76294	820__A0A396CMY7__HMPREF1072_03009
ERR1913258.76295__1.76295	1965650__A0A1Y3VHB1__B5G16_11195
ERR1913258.76497__1.76497	39491__A0A396FSN2__EUBREC_0707
ERR1913258.76523__1.76523	39491__A0A396FF17__EUR_31400
ERR1913258.76570__1.76570	74426__purL
ERR1913258.76822__1.76822	39491__C4ZF05__vpr
ERR1913258.76941__1.76941	28116__A0A1Y4Q112__evgS_13
ERR1913258.77051__1.77051	39488__A0A285PQE3__DXD91_00180
ERR1913258.77079__1.77079	28025__A0A0L7CV89__Balat_1383
ERR1913258.77126__1.77126	820__A0A3E4VZT7__DXB48_16145
ERR1913258.77107__1.77107	357276__A0A076ITU4__EL88_22160
ERR1913258.77337__1.77337	28111__E5WTP3__BACEGG_01876
ERR1913258.77402__1.77402	1150298__A0A174RCG4__ERS852498_01381
ERR1913258.77454__1.77454	820__A0A139KEW8__DXB64_06405
ERR1913258.77559__1.77559	357276__I8WML9__DXD47_10570
ERR1913258.77576__1.77576	1550024__G9RT86__ASJ35_16935
ERR1913258.77842__1.77842	1550024__A0A0W7TTP8__TQ39_06385
ERR1913258.77912__1.77912	1550024__A0A3B9WFL2__ASJ35_03875
ERR1913258.77922__1.77922	410072__A0A174L267__ERS852525_00949
ERR1913258.77883__1.77883	239935__A0A2N8I3G2__CXT89_00720
ERR1913258.78014__1.78014	1263107__GCA_000436995.1_00074
ERR1913258.77970__1.77970	1680__A0A087DHN0__AL0462_1532
ERR1913258.78081__1.78081	39491__A0A395ZM93__DXD13_03490
ERR1913258.78606__1.78606	39491__A0A396FP46__cobD_2
ERR1913258.78563__1.78563	1680__A0A174BEE7__BSTER_1311
ERR1913258.78759__1.78759	1099853__G9S2I6__NSB1T_08700
ERR1913258.78714__1.78714	74426__group_4851
ERR1913258.78825__1.78825	39491__R6TNE2__LD38_07270
ERR1913258.78851__1.78851	1235835__R9LCU2__C814_02677
ERR1913258.78981__1.78981	239935__A0A2N8IF99__lpdA
ERR1913258.78990__1.78990	1550024__A0A3B9WJZ9__TQ39_02585
ERR1913258.79362__1.79362	116085__D4J9F2__DW747_04020
ERR1913258.79425__1.79425	216816__B7GPE8__I118_0062
ERR1913258.79555__1.79555	216816__C2GW26__chb
ERR1913258.79784__1.79784	28025__D3R3B1__BAAM0483_03040
ERR1913258.79869__1.79869	357276__A0A0K2HJA6__DXD47_07320
ERR1913258.79906__1.79906	46503__A7AII9__ERS852463_00984
ERR1913258.79907__1.79907	1680__A0A3E4SB79__BAD_1517
ERR1913258.80200__1.80200	40518__R5DSI5__fieF
ERR1913258.80117__1.80117	216816__B7GPE8__I118_0062
ERR1913258.80426__1.80426	820__A0A174Q0F0__DXB48_08080
ERR1913258.80663__1.80663	45851__R5LYT8__BUTYVIB_02538
ERR1913258.80791__1.80791	33039__D4M1B1__ERS852577_03971
ERR1913258.80949__1.80949	820__A0A173XIP7__B5G17_16050
ERR1913258.81124__1.81124	216816__C2GTV2__BLIF_0674
ERR1913258.81169__1.81169	239935__A0A2N8HPS5__Amuc_0950
ERR1913258.81315__1.81315	39488__C0EYJ6__ERS852578_01971
ERR1913258.81377__1.81377	357276__B6VXX7__HMPREF1063_02683
ERR1913258.81383__1.81383	39485__A0A174YYW2__benM
ERR1913258.81519__1.81519	1522__E4LTG0__PatB
ERR1913258.81616__1.81616	28025__D3R3B1__BAAM0483_03040
ERR1913258.81623__1.81623	1262911__R6GXS5__BN557_00160
ERR1913258.81736__1.81736	1680__A0A0C2YNK5__BADO_0780
ERR1913258.81784__1.81784	1262848__R6UEX2__BN818_00035
ERR1913258.81803__1.81803	28117__B0MUB3__ALIPUT_00727
ERR1913258.82026__1.82026	1550024__G9RNX5__ASJ35_11740
ERR1913258.82085__1.82085	45851__D4S0T7__BHV86_09275
ERR1913258.82097__1.82097	301302__A0A173TTX1__M72_22141
ERR1913258.82195__1.82195	28025__A0A0L7BUQ4__Balat_0268
ERR1913258.82250__1.82250	1587__A0A2V4EEM8__BCM45_03670
ERR1913258.82353__1.82353	39491__C4ZAT2__ERE_28440
ERR1913258.82426__1.82426	1262848__R6U7U6__BN818_00268
ERR1913258.82476__1.82476	301301__A0A395VBY5__yfiN_1
ERR1913258.82505__1.82505	39488__C0ESJ2__DXD91_14695
ERR1913258.82575__1.82575	1262924__R7HRF6__BN585_01735
ERR1913258.82528__1.82528	1550024__A0A3B9WIA4__TQ39_14495
ERR1913258.82455__1.82455	1681__A0A292FUY6__DD684_00535
ERR1913258.82930__1.82930	1262848__R6UMZ1__BN818_01403
ERR1913258.83029__1.83029	216816__B3DNW2__BL171B_07980
ERR1913258.83165__1.83165	1680__A0A173W9E6__C8077_07070
ERR1913258.83226__1.83226	357276__A0A0K2HI25__DXD47_04465
ERR1913258.83511__1.83511	1472761__GCA_002159295.1_02001
ERR1913258.83532__1.83532	1262736__R5Y9Q1__BN496_01368
ERR1913258.83577__1.83577	28052__A0A174JFU5__yhbU_1
ERR1913258.83677__1.83677	2173__A0A1D2WTV4__Msm_1285
ERR1913258.83913__1.83913	1897011__A0A1Q6RG48__BHW41_02345
ERR1913258.83927__1.83927	384638__B7APR0__BACPEC_00666
ERR1913258.83981__1.83981	1262924__R7HTA4__BN585_00391
ERR1913258.84109__1.84109	116085__D4JC97__DW747_00040
ERR1913258.84216__1.84216	40520__R7DA92__DXC87_13515
ERR1913258.84401__1.84401	239935__A0A2N8IRW0__A4V05_11620
ERR1913258.84519__1.84519	267818__A0A0R1P9N3__SAMN02983011_00565
ERR1913258.84546__1.84546	1262924__R7HKX0__BN585_01279
ERR1913258.84824__1.84824	88431__A0A174LBC0__DORLON_00105
ERR1913258.85052__1.85052	649756__L1PU84__ERS852571_01295
ERR1913258.85073__1.85073	40518__R5DZE2__DXD86_07400
ERR1913258.85223__1.85223	1550024__G9RTN6__TQ39_08170
ERR1913258.85403__1.85403	28025__D3R3F2__BAAA27674_05205
ERR1913258.85495__1.85495	853__E2ZJT1__C4N23_03535
ERR1913258.85663__1.85663	28025__A0A0L7CST4__DD693_00880
ERR1913258.85697__1.85697	33043__A0A173WU55__ganB_2
ERR1913258.85864__1.85864	239935__A0A2N8IJI1__B5G29_04615
ERR1913258.85875__1.85875	39491__A0A395ZGE4__ERS852497_01269
ERR1913258.85915__1.85915	1550024__A0A0D8IZK5__TQ39_07980
ERR1913258.86006__1.86006	216816__D6DBD7__BL71B_09615
ERR1913258.86321__1.86321	239935__A0A139TMD2__CXU18_02250
ERR1913258.86339__1.86339	239935__A0A139TPG3__CXT86_08810
ERR1913258.87000__1.87000	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913258.87586__1.87586	301301__A0A395VAR4__yieL
ERR1913258.87852__1.87852	2173__A0A1D2WVA1__Msm_0411
ERR1913258.88000__1.88000	239935__A0A2N8HBM4__CXT85_06270
ERR1913258.88023__1.88023	45851__D4RZ40__BHV86_03390
ERR1913258.88135__1.88135	1262736__R5Y733__BN496_00623
ERR1913258.88370__1.88370	1262848__R6U6L1__BN818_00132
ERR1913258.88520__1.88520	239935__A0A2N8IVK9__CXU08_03750
ERR1913258.88527__1.88527	74426__nifJ
ERR1913258.88658__1.88658	1680__A0A1X3A7D3__AD0028_1139
ERR1913258.88660__1.88660	1262924__R7HP42__BN585_02018
ERR1913258.88713__1.88713	39491__A0A174K9A3__DXB69_07785
ERR1913258.88863__1.88863	1262924__R7HQV3__BN585_00017
ERR1913258.89354__1.89354	1262736__R5YW03__BN496_00822
ERR1913258.89332__1.89332	39491__C4ZC33__DXC13_11585
ERR1913258.89498__1.89498	239935__A0A139TPD4__CXT86_06450
ERR1913258.89653__1.89653	1262777__R5VIB8__BN512_00948
ERR1913258.89871__1.89871	1262911__R6GY22__BN557_00023
ERR1913258.90705__1.90705	74426__group_4823
ERR1913258.90835__1.90835	239935__A0A2N8IMC3__CXT96_03840
ERR1913258.91064__1.91064	88431__A0A174KCR9__DXB16_06030
ERR1913258.91133__1.91133	1680__A0A3E4SB79__BAD_1517
ERR1913258.91480__1.91480	39486__B0G8H8__DXD10_14350
ERR1913258.91641__1.91641	820__A0A174M9V5__M093_0237
ERR1913258.91677__1.91677	28025__A0A315T3U3__ADH71_001085
ERR1913258.91750__1.91750	39491__A0A396FMT0__EUBREC_3020
ERR1913258.91968__1.91968	39491__A0A173VYV1__DXC13_02710
ERR1913258.92038__1.92038	357276__A0A076IYE6__IY41_04275
ERR1913258.92045__1.92045	74426__rpoB
ERR1913258.92156__1.92156	39491__A0A173VYV1__DXC13_02710
ERR1913258.92179__1.92179	745368__A0A1T4XUK3__SAMN02745178_02339
ERR1913258.92223__1.92223	1897011__A0A1Q6RG37__BHW41_02405
ERR1913258.92267__1.92267	1262924__R7HQS1__BN585_00657
ERR1913258.92379__1.92379	40520__R7D7W1__DXB81_08070
ERR1913258.92400__1.92400	1263000__R5EUM2__BN466_01747
ERR1913258.92411__1.92411	116085__D4J3V8__DW747_12340
ERR1913258.92559__1.92559	1680__A0A087DHN0__AL0462_1532
ERR1913258.92621__1.92621	1262848__R6UEX2__BN818_00035
ERR1913258.92925__1.92925	820__A0A3E5BMG9__DXD40_05130
ERR1913258.92973__1.92973	1681__A0A0H2PGZ6__DXD34_05075
ERR1913258.93171__1.93171	28025__D3R4P4__ADH71_002855
ERR1913258.93469__1.93469	40518__R5DTP7__DXD83_02415
ERR1913258.93581__1.93581	1897011__A0A1Q6RG59__BHW41_02475
ERR1913258.93729__1.93729	246787__A0A3D6AZ54__BcellWH2_03646
ERR1913258.93853__1.93853	239935__A0A2N8HB50__CXU17_02615
ERR1913258.94169__1.94169	39491__A0A395ZDC6__addB
ERR1913258.94305__1.94305	239935__A0A2N8I6R6__CXU04_04335
ERR1913258.94533__1.94533	1965650__A0A1Y3VEZ6__B5G16_11190
ERR1913258.95065__1.95065	907__G0VPV2__AZ49_11670
ERR1913258.95372__1.95372	33043__A0A173WPI1__ERS852400_02100
ERR1913258.95590__1.95590	1262848__R6TXS3__BN818_00318
ERR1913258.96044__1.96044	239935__B2UQB8__CXT86_01740
ERR1913258.96206__1.96206	2173__A5UK74__pyrP
ERR1913258.96225__1.96225	1686__B6XXE0__BBCT_0520
ERR1913258.96340__1.96340	39492__D4JRV7__EUBSIR_01513
ERR1913258.96377__1.96377	1550024__A0A0D8IZK5__TQ39_07980
ERR1913258.96516__1.96516	1680__A0A3E4SB79__BAD_1517
ERR1913258.96784__1.96784	1680__A0A3E4SB79__BAD_1517
ERR1913258.96872__1.96872	1681__I3WJK6__DXD72_06985
ERR1913258.96810__1.96810	216816__A0A061M1M5__HMPREF0177_01046
ERR1913258.96821__1.96821	239935__R7E524__CXT91_06180
ERR1913258.97013__1.97013	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1913258.97262__1.97262	39491__A0A396FUZ3__phoR_1
ERR1913258.97424__1.97424	626940__R6X8K1__HMPREF9443_00862
ERR1913258.97398__1.97398	1333651__W4N8U6__BMOU_0937
ERR1913258.97414__1.97414	40518__R5DU38__DXD83_06770
ERR1913258.97485__1.97485	2173__A0A1D2WVA1__Msm_0411
ERR1913258.97533__1.97533	418240__A0A174EFK2__ERS852478_02213
ERR1913258.97562__1.97562	301301__A0A395V683__RHOM_00495
ERR1913258.97785__1.97785	1262924__R7HN51__BN585_01718
ERR1913258.97834__1.97834	1263107__GCA_000436995.1_00230
ERR1913258.97940__1.97940	1150298__A0A174M5F7__ERS852535_00457
ERR1913258.98037__1.98037	45851__D4RWI2__BHV86_07325
ERR1913258.98065__1.98065	28025__A0A0L7BUQ4__Balat_0268
ERR1913258.98108__1.98108	301301__A0A395VAL3__mcp2_2
ERR1913258.98079__1.98079	39491__A0A395ZHW9__DXC13_02590
ERR1913258.98102__1.98102	45851__R5LRY3__BUTYVIB_01906
ERR1913258.98251__1.98251	820__A0A139K1Y6__DXB48_02610
ERR1913258.99143__1.99143	1550024__A0A0D8J3J4__TQ39_01275
ERR1913258.99123__1.99123	301301__A0A395V9G1__RHOM_02750
ERR1913258.99365__1.99365	28117__B0MSS1__ALIPUT_00273
ERR1913258.99416__1.99416	1680__A0A374QDL4__LMG18897_0432
ERR1913258.99496__1.99496	1680__A0A0B5BIU5__BSTER_0145
ERR1913258.99572__1.99572	823__A0A395YXR9__M091_4086
ERR1913258.99597__1.99597	1262992__R5D6G0__BN795_00277
ERR1913258.99806__1.99806	39491__C4Z9Y3__ERS852417_01808
ERR1913258.99944__1.99944	1262924__R7HNF7__BN585_01769
ERR1913258.100085__1.100085	1262848__R6TXS3__BN818_00318
ERR1913258.100282__1.100282	46503__R6WRM8__HMPREF1060_03046
ERR1913258.100253__1.100253	39491__A0A396FSN2__EUBREC_0707
ERR1913258.100366__1.100366	239935__A0A2N8IV82__CXT99_06735
ERR1913258.100444__1.100444	246787__A0A3D6AS39__ina
ERR1913258.100944__1.100944	39491__C4ZCV7__ERE_23110
ERR1913258.101168__1.101168	853__E2ZGD9__C7J97_11715
ERR1913258.101452__1.101452	39488__A0A374NJ86__mltG
ERR1913258.101896__1.101896	1262848__R6U1A8__BN818_00676
ERR1913258.102287__1.102287	28025__D3R3F0__BLAC_01270
ERR1913258.102318__1.102318	418240__A0A174EIE7__pknG
ERR1913258.102334__1.102334	239935__A0A2N8J1K0__CXT97_05765
ERR1913258.102336__1.102336	1197717__A0A1B2I7W1__BED41_13740
ERR1913258.102465__1.102465	821__A0A395VIK7__BVU_1225
ERR1913258.102732__1.102732	1262848__R6TXS3__BN818_00318
ERR1913258.103261__1.103261	1262761__R6RU22__BN606_01110
