ERR1913285.200__1.200	33043__A0A173YEP6__ERS852575_00888
ERR1913285.43940__1.43940	165179__R6XIF8__DXC61_07265
ERR1913285.44173__1.44173	884684__GCA_002892425.1_01408
ERR1913285.44516__1.44516	1262924__R7HRJ9__BN585_00557
ERR1913285.44930__1.44930	1263011__R6DUQ5__BN553_00564
ERR1913285.44966__1.44966	1308__A0A0M3RT46__CV712_09030
ERR1913285.44967__1.44967	165179__R6BQP4__DXC61_02015
ERR1913285.45019__1.45019	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913285.45115__1.45115	39492__A0A174ZG93__EUBSIR_00254
ERR1913285.45139__1.45139	39492__B0MM84__lgt
ERR1913285.45152__1.45152	165179__D1PAR0__DXB80_01190
ERR1913285.45246__1.45246	165179__A0A3E4SID1__DXB80_01945
ERR1913285.45191__1.45191	33043__A0A374K1H3__ykoD_2
ERR1913285.45451__1.45451	165179__R6PU83__CFT61_14275
ERR1913285.45525__1.45525	28116__A0A3D2LPA1__CUY_3388
ERR1913285.45676__1.45676	39492__B0MNL5__phoR_1
ERR1913285.45718__1.45718	239935__A0A2N8IZ16__CXT84_05850
ERR1913285.45720__1.45720	165179__A0A3E5AAM8__DXB80_10240
ERR1913285.45726__1.45726	165179__A0A3E5DX33__PREVCOP_05190
ERR1913285.45759__1.45759	1262911__R6GUQ4__BN557_01581
ERR1913285.45875__1.45875	239935__A0A2N8IEP3__CXT84_03735
ERR1913285.45881__1.45881	165179__A0A3E5EBQ2__DXC61_01930
ERR1913285.45901__1.45901	28052__A0A174JEB6__ERS852499_01024
ERR1913285.46148__1.46148	214856__A0A174A1J3__ERS852447_01000
ERR1913285.46381__1.46381	360807__A0A1Q6T5F1__fliF
ERR1913285.46426__1.46426	649756__A0A174RGG7__senX3_2
ERR1913285.46522__1.46522	40518__R5DP21__RBATCC27255_00348
ERR1913285.46577__1.46577	28117__R7JJM9__ALIPUT_00662
ERR1913285.46790__1.46790	1160721__A0A1C6DCM8__RBI_I01997
ERR1913285.46851__1.46851	165179__A0A229I2W6__PREVCOP_04332
ERR1913285.46927__1.46927	239935__R7E524__CXT91_06180
ERR1913285.47078__1.47078	33043__D5HI05__ERS852400_02760
ERR1913285.47177__1.47177	1262803__R6NCT2__BN649_01225
ERR1913285.47186__1.47186	1150298__R7JTX5__ERS852535_01291
ERR1913285.47187__1.47187	357276__B6W1Y1__BSEG_03960
ERR1913285.47192__1.47192	28026__A0A3E5AT00__DXC75_06645
ERR1913285.47305__1.47305	1262911__R6H092__BN557_00938
ERR1913285.47650__1.47650	823__A0A355XLH0__fepA_1
ERR1913285.47667__1.47667	165179__A0A3E5AEF7__DXC61_05000
ERR1913285.47701__1.47701	39492__D4JW10__pppA
ERR1913285.47955__1.47955	165179__A0A3E5E2S3__DXB80_03455
ERR1913285.48029__1.48029	33043__A0A174AEP1__apr
ERR1913285.48329__1.48329	165179__A0A229I1J2__DXB80_03950
ERR1913285.48531__1.48531	165179__A0A3E5AGH1__DXB80_05820
ERR1913285.48600__1.48600	165179__A0A3E5DV57__DXB80_11400
ERR1913285.48697__1.48697	39492__A0A174ZHV5__msbA_2
ERR1913285.48820__1.48820	239935__R6J4Y4__CXU17_09810
ERR1913285.48989__1.48989	1628085__A0A1C6C323__C7386_10747
ERR1913285.49047__1.49047	165179__D1P9T6__PREVCOP_04016
ERR1913285.49054__1.49054	28117__R7JH62__BHV66_05735
ERR1913285.49070__1.49070	40518__R5DZC6__mreC
ERR1913285.49083__1.49083	853__A0A3E2V168__FAEPRAM212_00929
ERR1913285.49200__1.49200	853__A0A2A7B9I6__DW855_13690
ERR1913285.49204__1.49204	853__A0A2A7A628__CGS57_13755
ERR1913285.49216__1.49216	39492__D4JSA4__ERS852540_00596
ERR1913285.49439__1.49439	165179__R6CNX7__DXB80_02200
ERR1913285.49592__1.49592	165179__A0A3E5E643__DXB80_06030
ERR1913285.49596__1.49596	853__D4K7X0__DW905_09540
ERR1913285.49559__1.49559	458033__GCA_001482755.1_02203
ERR1913285.49562__1.49562	706562__GCA_900112995.1_01625
ERR1913285.49753__1.49753	165179__A0A3E5EBQ2__DXC61_01930
ERR1913285.49779__1.49779	46503__R6WVN9__HMPREF1078_01964
ERR1913285.49820__1.49820	239935__R6JAS2__CXU02_10725
ERR1913285.49891__1.49891	33043__D5HI50__smf
ERR1913285.50149__1.50149	165179__R6CNX7__DXB80_02200
ERR1913285.50269__1.50269	33043__D5HHY4__luxQ_1
ERR1913285.50490__1.50490	33043__A0A174CPX4__ERS852386_02360
ERR1913285.50496__1.50496	820__A0A1Y3V743__M093_0235
ERR1913285.50559__1.50559	165179__R6C3K4__PREVCOP_05795
ERR1913285.50656__1.50656	360807__A0A0M6WAF4__ERS852392_02663
ERR1913285.50677__1.50677	165179__A0A174IPI3__CFT61_10940
ERR1913285.50826__1.50826	165179__A0A174SA26__PREVCOP_05758
ERR1913285.50952__1.50952	165179__A0A3E5E920__DXB80_11625
ERR1913285.51033__1.51033	165179__A0A174SA26__PREVCOP_05758
ERR1913285.51251__1.51251	33043__A0A173X520__ERS852575_01617
ERR1913285.51364__1.51364	357276__B6W1J2__BACDOR_03380
ERR1913285.51468__1.51468	239935__A0A2N8I9P4__CXT85_05050
ERR1913285.51499__1.51499	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913285.51534__1.51534	165179__A0A3E5EB26__CFT61_02800
ERR1913285.51643__1.51643	33039__A0A173VTT4__frdB_1
ERR1913285.51685__1.51685	239935__A0A2N8HSC0__CXU06_05505
ERR1913285.51766__1.51766	165179__A0A174K816__DXB80_12000
ERR1913285.51781__1.51781	39491__A0A395V297__EUR_01010
ERR1913285.51836__1.51836	165179__A0A3E5DX15__DXC61_00345
ERR1913285.51865__1.51865	165179__A0A174NK27__PREVCOP_06433
ERR1913285.51997__1.51997	357276__A0A076IS46__BACDOR_03265
ERR1913285.52000__1.52000	853__A0A173T6P2__DWZ46_14595
ERR1913285.52046__1.52046	853__C7H7F5__DWZ46_01780
ERR1913285.52224__1.52224	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913285.52248__1.52248	626940__E8LGW7__HMPREF9443_02123
ERR1913285.52307__1.52307	165179__A0A3E5AE59__DXC61_12885
ERR1913285.52264__1.52264	649756__D4MVS5__yxeP
ERR1913285.52391__1.52391	821__A0A3E4KIM1__M097_3660
ERR1913285.52543__1.52543	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913285.52605__1.52605	1262963__R6CBY4__BN718_00134
ERR1913285.52858__1.52858	39491__A0A173U130__ERE_16110
ERR1913285.52812__1.52812	88431__A0A3D0F1J0__ERS852526_00938
ERR1913285.52940__1.52940	28117__B0MTH2__ALIPUT_00061
ERR1913285.53063__1.53063	626940__E8LCB1__BHW43_07535
ERR1913285.53107__1.53107	165179__W1I4H6__DXB80_13655
ERR1913285.53139__1.53139	165179__A0A174IHQ2__PREVCOP_05478
ERR1913285.53361__1.53361	165179__D1PEZ7__DXC61_06515
ERR1913285.53426__1.53426	39491__C4ZAT2__ERE_28440
ERR1913285.53495__1.53495	239935__A0A2N8HT44__CXT84_11035
ERR1913285.53569__1.53569	28052__A0A174M8X5__ERS852499_01897
ERR1913285.53666__1.53666	1262746__R5S4S7__BN750_02366
ERR1913285.53744__1.53744	165179__R6C330__DXC61_04975
ERR1913285.53780__1.53780	328814__GCA_004558275.1_00296
ERR1913285.53973__1.53973	360807__A0A1Q6SXK5__RIL183_06541
ERR1913285.54106__1.54106	39491__A0A395ZEI6__ERE_07950
ERR1913285.54315__1.54315	39491__C4ZF05__vpr
ERR1913285.54384__1.54384	28052__R7NDB6__ERS852499_00304
ERR1913285.55017__1.55017	28117__B0MUL5__ALIPUT_00722
ERR1913285.55237__1.55237	1262803__R6NS26__BN649_01231
ERR1913285.55422__1.55422	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913285.55684__1.55684	853__A0A2A7B1Y7__C7K05_11930
ERR1913285.55925__1.55925	39491__D6E4H2__DXB99_00485
ERR1913285.56173__1.56173	39491__A0A395UZZ5__htpG_1
ERR1913285.56279__1.56279	820__R9HP61__DXC91_01090
ERR1913285.56481__1.56481	301301__A0A395V7G5__RHOM_16755
ERR1913285.56594__1.56594	853__A0A173T751__C4N24_10280
ERR1913285.56626__1.56626	33043__A0A173R1J6__rpfG_1
ERR1913285.56632__1.56632	853__A0A3E2U7E6__ERS852582_01640
ERR1913285.56908__1.56908	39492__D4JUJ6__ssuB_2
ERR1913285.57018__1.57018	33043__D5HIL8__ERS852386_02009
ERR1913285.57094__1.57094	187979__A0A173ZVI7__ptsG_2
ERR1913285.57188__1.57188	301302__A0A173UN64__manA_2
ERR1913285.57212__1.57212	40518__R5DZE2__DXD86_07400
ERR1913285.57722__1.57722	820__R9I2U8__DXC68_09590
ERR1913285.57731__1.57731	39491__A0A2U2EK03__ERE_28780
ERR1913285.57829__1.57829	360807__C0FZM4__RIL183_06871
ERR1913285.57938__1.57938	853__A0A174BA00__DW905_01145
ERR1913285.58085__1.58085	1263000__R5EH44__BN466_01492
ERR1913285.58090__1.58090	821__D4VD59__BHV80_04260
ERR1913285.58238__1.58238	165179__A0A3E5EDV6__DXC61_03365
ERR1913285.58444__1.58444	1262924__R7HKZ9__BN585_01304
ERR1913285.58410__1.58410	33039__A0A173VTT4__frdB_1
ERR1913285.58508__1.58508	33043__A0A174BLU4__ERS852386_02221
ERR1913285.58735__1.58735	1263107__GCA_000436995.1_00193
ERR1913285.58971__1.58971	40518__R5E4E8__phoR_4
ERR1913285.58990__1.58990	165179__D1PHM6__DXC61_06700
ERR1913285.59088__1.59088	301302__A0A0M6WKN8__M72_27741
ERR1913285.59100__1.59100	165179__A0A3E5E6S6__DXB80_07575
ERR1913285.59103__1.59103	28052__A0A174GWB0__amiC
ERR1913285.59246__1.59246	1263000__R5ETL6__BN466_01607
ERR1913285.59286__1.59286	39492__D4JVT0__EUBSIR_00059
ERR1913285.59368__1.59368	165179__A0A174W369__PREVCOP_04548
ERR1913285.59644__1.59644	301302__R5UQW7__ERS852420_02102
ERR1913285.59671__1.59671	487174__R5F5Z4__DIT83_00635
ERR1913285.59620__1.59620	1262743__R5C9M2__BN727_01394
ERR1913285.59730__1.59730	39486__G1WUB8__DXD82_09390
ERR1913285.59739__1.59739	1262924__R7HM17__BN585_01318
ERR1913285.59819__1.59819	40518__A0A1C6H8C4__DXD93_02535
ERR1913285.60000__1.60000	1680__A0A1X2ZKM8__B5789_0981
ERR1913285.60186__1.60186	1160721__W0U3Z9__RBI_I00543
ERR1913285.60237__1.60237	239935__A0A139TMG9__CXU07_10650
ERR1913285.60322__1.60322	39492__D4JRZ7__smc
ERR1913285.60439__1.60439	1550024__A0A0D8IYY8__TQ39_09180
ERR1913285.60586__1.60586	46503__R6WWC9__PARMER_03215
ERR1913285.60646__1.60646	1628085__A0A2U1BE42__C7386_104118
ERR1913285.60811__1.60811	1262911__R6GPL1__BN557_00927
ERR1913285.60720__1.60720	360807__C0G083__ROSEINA2194_04432
ERR1913285.60838__1.60838	1262803__R6NRN7__BN649_01195
ERR1913285.60933__1.60933	239935__R6K0V8__CXT94_02055
ERR1913285.60970__1.60970	39492__D4MMN2__EUBSIR_00964
ERR1913285.61200__1.61200	853__A0A173YYY4__DWZ04_09420
ERR1913285.61209__1.61209	853__A0A173YYY4__DWZ04_09420
ERR1913285.61251__1.61251	626940__E8LFF6__BHW43_06155
ERR1913285.61488__1.61488	39491__A0A395V464__EUBREC_1509
ERR1913285.61573__1.61573	39492__D4JR58__EUBSIR_02090
ERR1913285.61729__1.61729	1262743__R5CD32__BN727_00852
ERR1913285.61875__1.61875	39492__D4JQS6__ykoD
ERR1913285.62033__1.62033	165179__A0A3E5A554__DXB80_13805
ERR1913285.62244__1.62244	39491__A0A395ZKJ0__DXD13_11010
ERR1913285.62247__1.62247	33043__D5HHY4__luxQ_1
ERR1913285.62313__1.62313	39492__D4JR58__EUBSIR_02090
ERR1913285.62488__1.62488	165179__A0A229I443__DXB80_10950
ERR1913285.62589__1.62589	33043__D5HIS6__ERS852575_02019
ERR1913285.62590__1.62590	33043__A0A174H5E3__ERS852400_02880
ERR1913285.62618__1.62618	1897011__A0A1Q6REX0__BHW41_04225
ERR1913285.62797__1.62797	39491__D4JMW8__ERS852497_01971
ERR1913285.62763__1.62763	165179__A0A174SR12__DXB80_04410
ERR1913285.63002__1.63002	165179__A0A229I7F5__DXB80_02650
ERR1913285.63040__1.63040	33043__D5HHT0__ERS852445_02798
ERR1913285.63217__1.63217	39485__A0A174ZTY8__ycfH
ERR1913285.63314__1.63314	1780376__A0A143XQT4__BN3659_01658
ERR1913285.63357__1.63357	28117__B0MT73__ALIPUT_00412
ERR1913285.63409__1.63409	239935__A0A2N8IVR0__CXT87_07115
ERR1913285.63446__1.63446	301302__A0A173UN64__manA_2
ERR1913285.63671__1.63671	40518__R5DR72__RBL236_02110
ERR1913285.63779__1.63779	39491__A0A396FFW0__ERE_10580
ERR1913285.63969__1.63969	360807__C0FYZ7__ERS852444_03522
ERR1913285.63913__1.63913	39491__A0A395V5R3__EUBREC_1883
ERR1913285.64157__1.64157	165179__A0A229I1J2__DXB80_03950
ERR1913285.64171__1.64171	458033__GCA_001482755.1_02203
ERR1913285.64343__1.64343	165179__A0A3E5E8N5__DXC61_13460
ERR1913285.64603__1.64603	28052__R7NB18__tcrY_2
ERR1913285.64647__1.64647	165179__A0A3E5AER8__DXB80_07075
ERR1913285.64797__1.64797	33043__A0A174AEP1__apr
ERR1913285.64870__1.64870	1263006__R6LU28__BN515_01365
ERR1913285.65006__1.65006	165179__A0A3E5AHK7__PREVCOP_04289
ERR1913285.65123__1.65123	1160721__W0U2W0__BHW50_02075
ERR1913285.65140__1.65140	39490__U2RM63__ERS852448_02368
ERR1913285.65180__1.65180	33043__A0A173WU55__ganB_2
ERR1913285.65200__1.65200	2108523__A0A2P2F6V3__LAWASA_1735
ERR1913285.65427__1.65427	165179__R6C330__DXC61_04975
ERR1913285.65524__1.65524	33043__A0A173X520__ERS852575_01617
ERR1913285.65710__1.65710	626940__R6WLE3__BN587_00781
ERR1913285.65775__1.65775	821__A0A078R9Y9__M097_2119
ERR1913285.65868__1.65868	33043__A0A173WXS1__ERS852445_00262
ERR1913285.65909__1.65909	46228__V8CE73__DXD17_11635
ERR1913285.65958__1.65958	853__D4JY61__C4N21_10560
ERR1913285.66308__1.66308	239935__A0A139TMG9__CXU07_10650
ERR1913285.66485__1.66485	33043__D5HFE3__lacR
ERR1913285.66473__1.66473	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913285.66562__1.66562	360807__A0A0M6WZU2__ROSEINA2194_04025
ERR1913285.66563__1.66563	165179__R6PNJ9__PREVCOP_04730
ERR1913285.66630__1.66630	33043__A0A173WXS1__ERS852445_00262
ERR1913285.66720__1.66720	40518__R5DV58__htrA
ERR1913285.66775__1.66775	187979__A0A173XW42__yceD_3
ERR1913285.66834__1.66834	187979__A0A173XVI6__cbbX
ERR1913285.66842__1.66842	165179__D1PCU4__PREVCOP_05029
ERR1913285.66961__1.66961	371601__D7J3Z9__CW1_1788
ERR1913285.67215__1.67215	357276__D1K3K9__EL88_23995
ERR1913285.67487__1.67487	1262986__R6A6R8__BN492_00138
ERR1913285.67495__1.67495	33043__A0A173WXS1__ERS852445_00262
ERR1913285.67586__1.67586	28118__R6FX99__Odosp_1660
ERR1913285.67715__1.67715	165179__A0A3E5DX33__PREVCOP_05190
ERR1913285.67726__1.67726	33043__A0A173YLD4__ERS852575_00535
ERR1913285.67938__1.67938	418240__A0A173YIF6__ypdA_1
ERR1913285.68019__1.68019	39492__D4JRV7__EUBSIR_01513
ERR1913285.68208__1.68208	165179__A0A3E5ED28__PREVCOP_06655
ERR1913285.68278__1.68278	52226__A0A174AFF4__rbsK
ERR1913285.68414__1.68414	301301__A0A395VG51__RHOM_05870
ERR1913285.68432__1.68432	28117__B0MXG7__BHV66_08620
ERR1913285.68600__1.68600	46503__R6Y4M7__HMPREF1078_03269
ERR1913285.68611__1.68611	39492__R6SPM9__pheT
ERR1913285.68675__1.68675	165179__D1PE06__DXC61_05975
ERR1913285.68791__1.68791	165179__R6C3K4__PREVCOP_05795
ERR1913285.69051__1.69051	821__A0A174NM17__lacZ_6
ERR1913285.69052__1.69052	165179__D1PGU8__PREVCOP_06463
ERR1913285.69063__1.69063	165179__A0A3E5E8N5__DXC61_13460
ERR1913285.69112__1.69112	28052__R7NCE0__ERS852499_00449
ERR1913285.69124__1.69124	1262911__R6GSH8__BN557_00939
ERR1913285.69267__1.69267	84030__D6DHN1__B5F06_03345
ERR1913285.69330__1.69330	165179__D1PFV4__PREVCOP_06112
ERR1913285.69399__1.69399	165179__A0A3E5DZD8__DXB80_09150
ERR1913285.69620__1.69620	165179__A0A3E5EDP4__DXB80_05800
ERR1913285.69637__1.69637	40518__R5E6Y7__DXD83_08230
ERR1913285.69727__1.69727	33043__D5HEE1__ERS852386_01671
ERR1913285.69732__1.69732	1262945__R6YL13__BN600_00850
ERR1913285.69690__1.69690	823__A0A395YZG9__M092_4358
ERR1913285.69748__1.69748	1263000__R5EKG2__BN466_02040
ERR1913285.70199__1.70199	39491__A0A174M1X5__DXB99_18695
ERR1913285.70217__1.70217	28052__A0A174MLS2__ERS852451_02445
ERR1913285.70575__1.70575	1965604__A0A1Y4ER39__B5F54_09795
ERR1913285.70724__1.70724	33043__D5HH51__ERS852386_00147
ERR1913285.70727__1.70727	360807__A0A1Q6T326__appA_1
ERR1913285.70695__1.70695	165179__A0A3E5A554__DXB80_13805
ERR1913285.70889__1.70889	745368__A0A1T4WAU4__SAMN02745178_00333
ERR1913285.70834__1.70834	165179__A0A3E5E920__DXB80_11625
ERR1913285.70901__1.70901	40518__R5DPA7__RBATCC27255_01319
ERR1913285.70978__1.70978	626940__E8LEB7__DCQ00_02550
ERR1913285.71100__1.71100	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913285.71266__1.71266	165179__A0A3E5E189__PREVCOP_06699
ERR1913285.71341__1.71341	301302__R5UMB9__M72_25011
ERR1913285.71398__1.71398	33043__A0A173RQ80__ERS852445_02211
ERR1913285.71428__1.71428	39491__D6E408__EUBREC_1466
ERR1913285.71434__1.71434	165179__A0A174SR12__DXB80_04410
ERR1913285.71577__1.71577	360807__C0G083__ROSEINA2194_04432
ERR1913285.71665__1.71665	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913285.71712__1.71712	33043__D5HFD3__ybbD
ERR1913285.71744__1.71744	165179__A0A3E5E9I4__DXB80_09745
ERR1913285.72288__1.72288	39491__A0A0M6WNS5__DXC13_02015
ERR1913285.72511__1.72511	301302__A0A0M6WYL6__ERS852420_02628
ERR1913285.72544__1.72544	165179__A0A174WRI9__DXB80_04870
ERR1913285.72551__1.72551	165179__A0A3E5DX15__DXC61_00345
ERR1913285.72721__1.72721	165179__A0A3E5AHK7__PREVCOP_04289
ERR1913285.72880__1.72880	1263107__GCA_000436995.1_00046
ERR1913285.73036__1.73036	165179__A0A229I6N7__DXC61_06720
ERR1913285.73164__1.73164	40518__R5E175__RB5AMG_00757
ERR1913285.73256__1.73256	214856__A0A174ZB00__ERS852559_00631
ERR1913285.73462__1.73462	33043__D5HFA1__ERS852400_02183
ERR1913285.73495__1.73495	165179__A0A3E5A554__DXB80_13805
ERR1913285.73532__1.73532	165179__A0A3E5AAM8__DXB80_10240
ERR1913285.73543__1.73543	39491__C4ZCH3__EUR_17560
ERR1913285.73678__1.73678	40518__R5DVR2__RBL236_00303
ERR1913285.73676__1.73676	853__A0A173T0Y8__CGS54_07215
ERR1913285.73708__1.73708	165179__A0A3E5E2C8__folA
ERR1913285.73799__1.73799	239935__A0A2N8HZW2__A4V05_11120
ERR1913285.73836__1.73836	853__A0A2A7B9I6__DW855_13690
ERR1913285.73847__1.73847	40518__R5E8B6__RB5AMG_00876
ERR1913285.74083__1.74083	39491__D6DXZ8__DXB72_15035
ERR1913285.74060__1.74060	387090__S0F7Y3__BACCOPRO_02028
ERR1913285.74410__1.74410	165179__D1PCT4__DXB80_09470
ERR1913285.74587__1.74587	165179__D1PGJ6__DXC61_07300
ERR1913285.74683__1.74683	626940__E8LCB1__BHW43_07535
ERR1913285.74731__1.74731	165179__A0A3E5E5H1__DXC61_07220
ERR1913285.74762__1.74762	649756__B0P1V3__HMPREF0369_02570
ERR1913285.74793__1.74793	165179__A0A3E5A5E5__DXC61_13965
ERR1913285.74866__1.74866	39491__A0A2U2EK03__ERE_28780
ERR1913285.74911__1.74911	39491__A0A395ZGE4__ERS852497_01269
ERR1913285.75045__1.75045	360807__A0A1Q6TCY9__ERS852444_01883
ERR1913285.75110__1.75110	28117__B0MT84__ALIPUT_00402
ERR1913285.75193__1.75193	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913285.75415__1.75415	39485__A0A174Z851__cdaR_1
ERR1913285.75408__1.75408	165179__D1PFV4__PREVCOP_06112
ERR1913285.75481__1.75481	410072__C0BBP9__ERS852525_00825
ERR1913285.75734__1.75734	33043__D5HFZ0__rlmH
ERR1913285.75780__1.75780	33043__D5HIK4__ERS852400_01112
ERR1913285.75882__1.75882	39491__C4ZEW3__T1815_18241
ERR1913285.75897__1.75897	165179__A0A3E5AER8__DXB80_07075
ERR1913285.75951__1.75951	165179__A0A3E5AI09__DXC61_05815
ERR1913285.75972__1.75972	360807__A0A173VUT6__RIL183_10071
ERR1913285.75997__1.75997	39491__A0A395V5R3__EUBREC_1883
ERR1913285.76118__1.76118	165179__A0A3E5E920__DXB80_11625
ERR1913285.76146__1.76146	214851__D1PSK8__SUBVAR_07391
ERR1913285.76379__1.76379	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913285.76454__1.76454	649756__B0P1Y8__ERS852571_00196
ERR1913285.76510__1.76510	39491__A0A395V0H6__ERS852580_02570
ERR1913285.76519__1.76519	818__A0A0N7I9M6__Btheta7330_00939
ERR1913285.76617__1.76617	165179__A0A174W369__PREVCOP_04548
ERR1913285.76821__1.76821	165179__D1PCT4__DXB80_09470
ERR1913285.76838__1.76838	165179__A0A3E5A554__DXB80_13805
ERR1913285.77218__1.77218	1263011__R6DRE4__BN553_01302
ERR1913285.77323__1.77323	39492__D4JUL4__ERS852540_01381
ERR1913285.77376__1.77376	33043__D5HIC8__vspIM
ERR1913285.77557__1.77557	1262911__R6GSH8__BN557_00939
ERR1913285.77625__1.77625	40518__R5DVL2__penA
ERR1913285.77663__1.77663	165179__A0A3E5E7J5__DXC61_10360
ERR1913285.77746__1.77746	1628085__A0A396QCK7__C7386_10670
ERR1913285.77764__1.77764	821__A0A174T998__DXB82_10860
ERR1913285.77856__1.77856	39491__A0A395UZ89__DXB72_12805
ERR1913285.77944__1.77944	33043__D5HI05__ERS852400_02760
ERR1913285.77962__1.77962	39491__A0A395V5R3__EUBREC_1883
ERR1913285.78024__1.78024	165179__W1I4H6__DXB80_13655
ERR1913285.78221__1.78221	1263011__R6EMV8__BN553_01996
ERR1913285.78423__1.78423	239935__R7DVW2__CXU02_03915
ERR1913285.78468__1.78468	33043__A0A173WXS1__ERS852445_00262
ERR1913285.78547__1.78547	360807__A0A1Q6SXK5__RIL183_06541
ERR1913285.78732__1.78732	1263011__R6EM20__BN553_01816
ERR1913285.78822__1.78822	1262741__R6CXK7__BN697_02495
ERR1913285.78824__1.78824	458033__GCA_001482755.1_02203
ERR1913285.78997__1.78997	371601__E5CE41__ERS852396_04351
ERR1913285.79137__1.79137	165179__D1PGJ6__DXC61_07300
ERR1913285.79224__1.79224	821__A0A174JYD3__ERS852457_02610
ERR1913285.79256__1.79256	328814__GCA_004558275.1_01000
ERR1913285.79347__1.79347	46228__V8BLY3__RUMLAC_01802
ERR1913285.79408__1.79408	301302__R5UMP3__lytC_3
ERR1913285.79456__1.79456	239935__A0A2N8IU14__ADH72_05655
ERR1913285.79428__1.79428	39491__A0A395ZG74__licR
ERR1913285.79430__1.79430	52226__C9KKS0__MITSMUL_03770
ERR1913285.79562__1.79562	357276__A0A0M1W9N4__GV66_05135
ERR1913285.79603__1.79603	165179__R6CJG8__DXC61_09290
ERR1913285.79727__1.79727	46503__R6XCJ0__PARMER_01847
ERR1913285.79812__1.79812	1897011__A0A1Q6REP0__BHW41_04040
ERR1913285.79827__1.79827	165179__A0A3E5A832__DXC61_13685
ERR1913285.80046__1.80046	28052__A0A174HUY2__ERS852451_01601
ERR1913285.80110__1.80110	360807__A0A1Q6TCY9__ERS852444_01883
ERR1913285.80171__1.80171	165179__A0A3E5A554__DXB80_13805
ERR1913285.80195__1.80195	239935__R6JAS2__CXU02_10725
ERR1913285.80196__1.80196	28052__A0A174GK20__ERS852451_00454
ERR1913285.80252__1.80252	1262803__R6PRF7__BN649_00517
ERR1913285.80328__1.80328	40518__R5DU92__DXD93_03170
ERR1913285.80372__1.80372	39492__D4MMZ8__ERS852540_01407
ERR1913285.80430__1.80430	28117__B0MWC6__BHV66_00965
ERR1913285.80637__1.80637	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913285.80757__1.80757	165179__A0A3E5E2V4__PREVCOP_05070
ERR1913285.80822__1.80822	39492__D4JS88__ERS852540_00578
ERR1913285.80981__1.80981	33043__D5HI50__smf
ERR1913285.81114__1.81114	1262803__R6NER1__BN649_01814
ERR1913285.81139__1.81139	33043__D5HIS6__ERS852575_02019
ERR1913285.81223__1.81223	649756__R7BXP1__ERS852425_00382
ERR1913285.81274__1.81274	487175__R5EHY8__HMPREF9439_01174
ERR1913285.81335__1.81335	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913285.81592__1.81592	165179__D1PCT4__DXB80_09470
ERR1913285.81912__1.81912	165179__D1PEW8__DXB80_13775
ERR1913285.81988__1.81988	165179__A0A3E5AAM8__DXB80_10240
ERR1913285.82102__1.82102	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913285.82156__1.82156	40518__R5DZM6__lytR_3
ERR1913285.82171__1.82171	165179__R6BQP4__DXC61_02015
ERR1913285.82436__1.82436	39491__A0A173VYV1__DXC13_02710
ERR1913285.82451__1.82451	853__A0A3E2U7E6__ERS852582_01640
ERR1913285.82499__1.82499	1628085__A0A2U1BE16__C7386_104119
ERR1913285.82585__1.82585	46503__R6X0L4__DXB61_05325
ERR1913285.82692__1.82692	165179__A0A3E5AE59__DXC61_12885
ERR1913285.82708__1.82708	1262803__R6PFI3__BN649_01044
ERR1913285.82709__1.82709	1262803__R6PFI3__BN649_01044
ERR1913285.82733__1.82733	29361__B6FKH5__CLONEX_00621
ERR1913285.83012__1.83012	357276__D1K3K9__EL88_23995
ERR1913285.83149__1.83149	360807__C0FWL1__RIL183_24711
ERR1913285.83217__1.83217	165179__A0A3E5AAM8__DXB80_10240
ERR1913285.83245__1.83245	239935__A0A2N8IUW6__Amuc_1525
ERR1913285.83262__1.83262	28117__B0MXW9__ALIPUT_01981
ERR1913285.83327__1.83327	239935__A0A2N8IUQ8__CXU09_01665
ERR1913285.83388__1.83388	165179__A0A3E5EDV6__DXC61_03365
ERR1913285.83396__1.83396	357276__B6VT86__IY41_22515
ERR1913285.83365__1.83365	39492__D4JTU4__ykfG
ERR1913285.83542__1.83542	1299998__GCA_001494635.1_02003
ERR1913285.83601__1.83601	28052__A0A174YME0__acm_2
ERR1913285.83666__1.83666	239935__A0A2N8I8X8__B5G29_00185
ERR1913285.83700__1.83700	1262924__R7HQD9__BN585_00129
ERR1913285.83830__1.83830	39485__C4Z5L2__ERS852490_00659
ERR1913285.84014__1.84014	39491__A0A396FMT0__EUBREC_3020
ERR1913285.84019__1.84019	357276__I9QBT7__BSEG_03340
