ERR1913195.27__1.27	292800__G9YWZ8__A4U99_12635
ERR1913195.50102__1.50102	165179__A0A3E5A554__DXB80_13805
ERR1913195.50180__1.50180	1262924__R7HRT1__BN585_00630
ERR1913195.50211__1.50211	165179__A0A174IYW3__DXC61_01235
ERR1913195.50240__1.50240	165179__D1PEZ7__DXC61_06515
ERR1913195.50248__1.50248	1262882__R5N211__BN519_01033
ERR1913195.50345__1.50345	301302__R5V671__M72_27831
ERR1913195.50357__1.50357	363265__G6AUM0__HMPREF0673_00305
ERR1913195.50396__1.50396	371601__C3QR34__DXD03_22980
ERR1913195.50662__1.50662	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913195.50746__1.50746	292800__A0A174NIK9__rbsC_3
ERR1913195.50850__1.50850	33043__A0A174H5E3__ERS852400_02880
ERR1913195.51013__1.51013	853__A0A2A7B1Y7__C7K05_11930
ERR1913195.51026__1.51026	823__A0A355XJT5__ERS852429_03504
ERR1913195.51341__1.51341	901__B6WSJ1__DESPIGER_0735
ERR1913195.51349__1.51349	100886__E2NUH9__CATMIT_02260
ERR1913195.51365__1.51365	165179__A0A3E5AER8__DXB80_07075
ERR1913195.51373__1.51373	39488__A0A285PQX3__folK
ERR1913195.51378__1.51378	165179__A0A229I3Z6__PREVCOP_03666
ERR1913195.51395__1.51395	216816__B7GPH6__DXC74_08225
ERR1913195.51736__1.51736	28117__B0MST8__ALIPUT_00310
ERR1913195.51758__1.51758	301302__A0A173TWC1__phoR_7
ERR1913195.51836__1.51836	1284775__A0A095Y653__HMPREF1640_07170
ERR1913195.51938__1.51938	165179__A0A3E5E4T9__DXB80_08030
ERR1913195.52001__1.52001	384639__GCA_003096855.1_00996
ERR1913195.52124__1.52124	165179__D1PGD2__DXC61_10875
ERR1913195.52240__1.52240	410072__A0A3E4GUH0__COPCOM_01729
ERR1913195.52307__1.52307	165179__A0A3E5DRF6__DXC61_00200
ERR1913195.52316__1.52316	1262911__R6H1D2__BN557_00855
ERR1913195.52341__1.52341	1262924__R7HST1__BN585_00215
ERR1913195.52425__1.52425	706562__GCA_900112995.1_02127
ERR1913195.52440__1.52440	1284775__A0A095Y5I6__HMPREF1640_07260
ERR1913195.52488__1.52488	301302__R5ULM4__M72_25081
ERR1913195.52638__1.52638	28052__A0A174GFL5__ERS852451_00478
ERR1913195.52820__1.52820	1262882__R5N3T7__BN519_01188
ERR1913195.52885__1.52885	301302__A0A173T010__M72_26571
ERR1913195.53075__1.53075	33043__A0A174DAG8__dapF
ERR1913195.53140__1.53140	363265__R6F5L9__HMPREF0673_00327
ERR1913195.53230__1.53230	165179__A0A3E5A832__DXC61_13685
ERR1913195.53354__1.53354	1262882__R5MGX3__BN519_00046
ERR1913195.53555__1.53555	165179__D1PB89__DXC61_08425
ERR1913195.53586__1.53586	165179__D1PHM6__DXC61_06700
ERR1913195.53898__1.53898	310298__B3JFI7__BACCOP_00636
ERR1913195.54143__1.54143	363265__R7GRT1__HMPREF0673_01463
ERR1913195.54146__1.54146	360807__A0A173YXM7__RIL183_19241
ERR1913195.54156__1.54156	165179__D1PAJ7__PREVCOP_04222
ERR1913195.54433__1.54433	2293125__A0A374BSW4__DW917_13420
ERR1913195.54646__1.54646	301302__R5VEI6__cysA_2
ERR1913195.54648__1.54648	301302__A0A0M6WIX9__ERS852420_01972
ERR1913195.54651__1.54651	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913195.54679__1.54679	301302__A0A173RQG1__M72_18491
ERR1913195.54755__1.54755	1262882__R5N3T7__BN519_01188
ERR1913195.54812__1.54812	165179__D1PCY7__DXB80_02765
ERR1913195.54837__1.54837	100886__E2NR50__CATMIT_01053
ERR1913195.54987__1.54987	1262882__R5N0M6__BN519_00794
ERR1913195.54989__1.54989	165179__A0A229I4J4__proA
ERR1913195.55135__1.55135	1262882__R5MM10__BN519_01679
ERR1913195.55217__1.55217	1284775__A0A095Y653__HMPREF1640_07170
ERR1913195.55234__1.55234	1284775__A0A096A9J4__HMPREF1640_07270
ERR1913195.55496__1.55496	1284775__A0A096A9J4__HMPREF1640_07270
ERR1913195.55528__1.55528	853__A0A329UEG4__CHR60_00585
ERR1913195.55665__1.55665	2293125__A0A374BSW4__DW917_13420
ERR1913195.55794__1.55794	1284775__A0A095Y663__HMPREF1640_07240
ERR1913195.55815__1.55815	165179__A0A229I4J4__proA
ERR1913195.55912__1.55912	360807__C0FZ41__ROSEINA2194_04031
ERR1913195.55956__1.55956	165179__A0A174SA26__PREVCOP_05758
ERR1913195.56170__1.56170	901__B6WXH1__DESPIGER_1644
ERR1913195.56351__1.56351	165179__A0A3E5DWZ6__DXC61_10880
ERR1913195.56489__1.56489	165179__A0A3E5DWZ6__DXC61_10880
ERR1913195.56620__1.56620	360807__C0FNG2__RIL183_23021
ERR1913195.56621__1.56621	165179__A0A174IPI3__CFT61_10940
ERR1913195.56649__1.56649	165179__A0A229I3Z6__PREVCOP_03666
ERR1913195.56655__1.56655	165179__A0A3E5E920__DXB80_11625
ERR1913195.56668__1.56668	165179__D1PCT4__DXB80_09470
ERR1913195.56887__1.56887	1262929__R6EYQ0__BN691_00631
ERR1913195.57115__1.57115	165179__A0A174IYW3__DXC61_01235
ERR1913195.57185__1.57185	165179__R6C330__DXC61_04975
ERR1913195.57198__1.57198	74426__group_1871
ERR1913195.57455__1.57455	39491__A0A396FMT0__EUBREC_3020
ERR1913195.57495__1.57495	901__B6WVS1__DESPIG_02189
ERR1913195.57596__1.57596	165179__A0A3E5E4T9__DXB80_08030
ERR1913195.57670__1.57670	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913195.57680__1.57680	165179__A0A174XZU8__DXB80_12180
ERR1913195.57796__1.57796	1262882__R5MEK3__BN519_00296
ERR1913195.57928__1.57928	301302__A0A173RJJ7__ERS852420_00620
ERR1913195.57931__1.57931	39488__R6GWX1__EUBHAL_01710
ERR1913195.58221__1.58221	301302__A0A173TWC1__phoR_7
ERR1913195.58228__1.58228	1262882__R5MLP0__BN519_01597
ERR1913195.58259__1.58259	28117__R7JJM9__ALIPUT_00662
ERR1913195.58318__1.58318	39485__A0A174Z4K7__dosC_2
ERR1913195.58697__1.58697	33043__A0A174A3W6__ERS852445_00349
ERR1913195.58720__1.58720	165179__R6PNJ9__PREVCOP_04730
ERR1913195.58780__1.58780	360807__A0A1Q6T7G0__ERS852392_03048
ERR1913195.58831__1.58831	301302__A0A173TSN3__ERS852420_02365
ERR1913195.58850__1.58850	301302__R5VFU2__xynA1
ERR1913195.58928__1.58928	165179__A0A3E5E4P9__DXB80_07930
ERR1913195.59471__1.59471	40518__R5DX93__DXD93_03055
ERR1913195.59630__1.59630	28117__B0MXW9__ALIPUT_01981
ERR1913195.59597__1.59597	301302__R5UU15__ERS852420_02998
ERR1913195.59883__1.59883	626940__R6XX39__DCQ00_06610
ERR1913195.59962__1.59962	745368__A0A1T4XQU7__SAMN02745178_02180
ERR1913195.60028__1.60028	214856__A0A174A1J3__ERS852447_01000
ERR1913195.60578__1.60578	28118__F9Z3J9__B5F93_07500
ERR1913195.60653__1.60653	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913195.60753__1.60753	165179__A0A3E5AG99__DXB80_04390
ERR1913195.60821__1.60821	165179__A0A3E5AGH1__DXB80_05820
ERR1913195.60870__1.60870	626940__E8LG81__BHW43_02530
ERR1913195.60846__1.60846	823__A0A173V751__DXD05_02690
ERR1913195.60922__1.60922	165179__A0A3E4SEG4__DXC61_11235
ERR1913195.60950__1.60950	301302__A0A0M6WI31__znuC_2
ERR1913195.61562__1.61562	33039__A0A174ZIS2__RTO_10090
ERR1913195.61619__1.61619	649756__R7C5S2__CL2_01190
ERR1913195.61907__1.61907	165179__D1PES9__DXB80_11585
ERR1913195.61928__1.61928	410072__A0A173R660__ERS852389_00536
ERR1913195.62179__1.62179	853__A0A174C5M1__CGS58_04460
ERR1913195.62354__1.62354	292800__A0A174W8M9__B5F52_06450
ERR1913195.62373__1.62373	1262929__R6EYQ0__BN691_00631
ERR1913195.62430__1.62430	1262930__R5ZWP2__BN693_01542
ERR1913195.62508__1.62508	39488__C0EX91__DXD91_05555
ERR1913195.62598__1.62598	301302__A0A173TWC1__phoR_7
ERR1913195.62692__1.62692	418240__A0A174R660__rluD_1
ERR1913195.62809__1.62809	328814__GCA_004558275.1_01001
ERR1913195.62889__1.62889	1262882__R5N4G2__BN519_01273
ERR1913195.62985__1.62985	706562__GCA_900112995.1_02503
ERR1913195.63001__1.63001	165179__W1I4H6__DXB80_13655
ERR1913195.63639__1.63639	214856__A0A174A1J3__ERS852447_01000
ERR1913195.63737__1.63737	301302__R5UP16__M72_22551
ERR1913195.63745__1.63745	165179__D1PCT4__DXB80_09470
ERR1913195.63749__1.63749	1262911__R6HMT5__BN557_00797
ERR1913195.64031__1.64031	552398__T5S086__HMPREF0866_01580
ERR1913195.64245__1.64245	165179__A0A3E5EDP4__DXB80_05800
ERR1913195.64263__1.64263	1262930__R5ZWP2__BN693_01542
ERR1913195.64264__1.64264	1262929__R6FV20__BN691_00610
ERR1913195.64436__1.64436	165179__W1I4H6__DXB80_13655
ERR1913195.64671__1.64671	165179__A0A3E5DRA5__PREVCOP_06668
ERR1913195.64692__1.64692	1262744__R6FST0__BN744_00381
ERR1913195.64783__1.64783	1262929__R6EU29__BN691_01068
ERR1913195.64838__1.64838	165179__A0A3E5A554__DXB80_13805
ERR1913195.65571__1.65571	454155__F3QX32__HMPREF9442_02766
ERR1913195.65712__1.65712	165179__A0A229I1J2__DXB80_03950
ERR1913195.65738__1.65738	821__A0A174NM17__lacZ_6
ERR1913195.65897__1.65897	165179__R6C3K4__PREVCOP_05795
ERR1913195.65901__1.65901	1284775__A0A095Y5J4__HMPREF1640_07320
ERR1913195.66098__1.66098	360807__A0A173V2S2__phoR_7
ERR1913195.66124__1.66124	745368__A0A1T4WDF4__SAMN02745178_00415
ERR1913195.66375__1.66375	165179__D1PDJ4__DXB80_08505
ERR1913195.66418__1.66418	165179__D1PHV2__PREVCOP_06822
ERR1913195.66424__1.66424	1262882__R5N4P6__BN519_01346
ERR1913195.66612__1.66612	165179__A0A174SR12__DXB80_04410
ERR1913195.66615__1.66615	301302__A0A173UT39__M72_23901
ERR1913195.66621__1.66621	1263109__GCA_000438135.1_00053
ERR1913195.66695__1.66695	165179__A0A3E5AE59__DXC61_12885
ERR1913195.66741__1.66741	165179__D1PER3__DXB80_11525
ERR1913195.66781__1.66781	1262929__R6EW63__BN691_01045
ERR1913195.66819__1.66819	1284775__A0A096A9J4__HMPREF1640_07270
ERR1913195.67014__1.67014	165179__A0A3E5EA43__DXC61_07775
ERR1913195.67041__1.67041	1262930__R5ZWP2__BN693_01542
ERR1913195.67120__1.67120	2022527__A0A264YA42__CHL74_01870
ERR1913195.67138__1.67138	1284775__A0A095Y5I6__HMPREF1640_07260
ERR1913195.67146__1.67146	360807__A0A1Q6SXK5__RIL183_06541
ERR1913195.67164__1.67164	165179__A0A3E5AAM8__DXB80_10240
ERR1913195.67234__1.67234	626940__E8LBR4__BHW43_02255
ERR1913195.67411__1.67411	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913195.67582__1.67582	165179__D1PDF6__DXB80_12430
ERR1913195.67598__1.67598	1263109__GCA_000438135.1_01442
ERR1913195.67706__1.67706	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913195.67818__1.67818	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913195.67962__1.67962	626940__E8LGD9__cdsA
ERR1913195.68208__1.68208	544644__GCA_001915615.1_02238
ERR1913195.68270__1.68270	1262743__R5C054__BN727_01980
ERR1913195.68460__1.68460	745368__A0A1T4XL12__SAMN02745178_01966
ERR1913195.68433__1.68433	165179__A0A3E5AFJ9__CFT61_15180
ERR1913195.68936__1.68936	214856__E4MF20__Alfi_0697
ERR1913195.69091__1.69091	39491__A0A396FE96__EUR_00280
ERR1913195.69070__1.69070	165179__D1PEW8__DXB80_13775
ERR1913195.69297__1.69297	649756__L1PU84__ERS852571_01295
ERR1913195.69629__1.69629	301302__A0A0M6WZT5__M72_18331
ERR1913195.69688__1.69688	165179__D1P9T6__PREVCOP_04016
ERR1913195.69784__1.69784	100886__A0A174HWV3__CATMIT_01864
ERR1913195.69974__1.69974	165179__D1PEZ7__DXC61_06515
ERR1913195.70064__1.70064	1284775__A0A095Y4Y3__HMPREF1640_07095
ERR1913195.70124__1.70124	2293125__A0A374BSW4__DW917_13420
ERR1913195.70165__1.70165	310298__B3JPD1__BACCOP_02317
ERR1913195.70285__1.70285	301302__R5V671__M72_27831
ERR1913195.70370__1.70370	165179__A0A174SA26__PREVCOP_05758
ERR1913195.70418__1.70418	165179__D1PAJ7__PREVCOP_04222
ERR1913195.70506__1.70506	165179__A0A3E5E189__PREVCOP_06699
ERR1913195.70628__1.70628	165179__A0A3E5A554__DXB80_13805
ERR1913195.71074__1.71074	301302__R5ULM4__M72_25081
ERR1913195.71050__1.71050	39485__R5ZNG4__yerB
ERR1913195.71177__1.71177	853__A0A3E2V168__FAEPRAM212_00929
ERR1913195.71220__1.71220	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913195.71400__1.71400	1284775__A0A095ZFS6__HMPREF1640_07045
ERR1913195.71543__1.71543	487174__K0WXI9__HMPREF9448_02340
ERR1913195.71552__1.71552	626940__E8LF75__HMPREF9443_01516
ERR1913195.71682__1.71682	360807__C0FPV8__RIL183_29891
ERR1913195.71791__1.71791	165179__A0A3E5EAM5__DXC61_07785
ERR1913195.72083__1.72083	371601__D4WBK5__BN891_3970
ERR1913195.72216__1.72216	165179__A0A3E5A832__DXC61_13685
ERR1913195.72385__1.72385	165179__A0A3E5E2S3__DXB80_03455
ERR1913195.72626__1.72626	1262882__R5N1L4__BN519_00757
ERR1913195.72657__1.72657	1284775__A0A096A9J4__HMPREF1640_07270
ERR1913195.72680__1.72680	301302__R5UKP4__cbiT
ERR1913195.72775__1.72775	871324__A0A1M6BNP3__SAMN05444350_10380
ERR1913195.72918__1.72918	165179__A0A3E5AGH1__DXB80_05820
ERR1913195.72894__1.72894	301302__A0A0M6WTN6__ERS852420_01659
ERR1913195.73265__1.73265	165179__A0A3E5AGH1__DXB80_05820
ERR1913195.73217__1.73217	322505__group_1006
ERR1913195.73311__1.73311	165179__D1PDG7__DXB80_11180
ERR1913195.73406__1.73406	626940__E8LD83__BHW43_05620
ERR1913195.73473__1.73473	363265__R6F7I6__HMPREF0673_02057
ERR1913195.73625__1.73625	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913195.73786__1.73786	165179__A0A174WGF6__PREVCOP_04095
ERR1913195.73865__1.73865	626940__E8LGB4__DCQ00_00235
ERR1913195.73982__1.73982	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913195.74194__1.74194	33043__D5HIL5__ERS852445_01761
ERR1913195.74386__1.74386	1262930__R6AQF3__BN693_01271
ERR1913195.74391__1.74391	301302__A0A0M6WIX9__ERS852420_01972
ERR1913195.74441__1.74441	1262924__R7HU74__BN585_00690
ERR1913195.74498__1.74498	2024222__A0A255T0W2__CIK99_03190
ERR1913195.74555__1.74555	301302__A0A173T3P5__ERS852420_01836
ERR1913195.74744__1.74744	165179__A0A3E5A5E5__DXC61_13965
ERR1913195.74819__1.74819	301302__R5UTG6__M72_25801
ERR1913195.74902__1.74902	338188__C9KWZ9__BACFIN_06841
ERR1913195.75144__1.75144	214856__A0A174G0N0__ERS852447_02436
ERR1913195.75265__1.75265	165179__D1P9T6__PREVCOP_04016
ERR1913195.75319__1.75319	33039__D4M340__sleB_2
ERR1913195.75381__1.75381	33043__A0A173WU55__ganB_2
ERR1913195.75537__1.75537	328814__GCA_004558275.1_00293
ERR1913195.75965__1.75965	28118__F9Z4U0__B5F99_17595
ERR1913195.76020__1.76020	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913195.76112__1.76112	165179__R6B8D8__DXC61_09245
ERR1913195.76152__1.76152	165179__A0A3E5E5L1__DXB80_05980
ERR1913195.76337__1.76337	1262882__R5MND9__BN519_00831
ERR1913195.76722__1.76722	165179__A0A174SR12__DXB80_04410
ERR1913195.77244__1.77244	2293125__A0A374CIC9__DW917_02045
ERR1913195.77252__1.77252	165179__A0A3E5AER8__DXB80_07075
ERR1913195.77427__1.77427	39486__B0G9K3__DXD18_11205
ERR1913195.77439__1.77439	39491__A0A174LTW7__DXD13_08720
ERR1913195.77645__1.77645	363265__R7GTF4__HMPREF0673_02453
ERR1913195.77657__1.77657	649756__D4MW45__DCR88_11455
ERR1913195.77727__1.77727	165179__D1PGD2__DXC61_10875
ERR1913195.77891__1.77891	165179__A0A174UTZ7__DXC61_06705
ERR1913195.77893__1.77893	1262736__R5Y4U2__BN496_01762
ERR1913195.78040__1.78040	40518__R5DZE2__DXD86_07400
ERR1913195.78010__1.78010	2024223__A0A255TFB9__CIL02_01190
ERR1913195.78140__1.78140	33043__D5HHY4__luxQ_1
ERR1913195.78323__1.78323	165179__A0A174SR12__DXB80_04410
ERR1913195.78295__1.78295	1262882__R5MLP0__BN519_01597
ERR1913195.78608__1.78608	1284775__A0A095Y653__HMPREF1640_07170
ERR1913195.78612__1.78612	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913195.78839__1.78839	1262911__R6GZ01__BN557_00641
ERR1913195.78842__1.78842	165179__R6B8D8__DXC61_09245
ERR1913195.78902__1.78902	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913195.79115__1.79115	40518__R5DMC7__blaR1
ERR1913195.79220__1.79220	649756__L1PTR0__ERS852425_01325
ERR1913195.79392__1.79392	165179__A0A3E5E5L1__DXB80_05980
ERR1913195.79541__1.79541	165179__A0A3E5EAI4__DXC61_10445
ERR1913195.79568__1.79568	1284775__A0A095Y5J4__HMPREF1640_07320
ERR1913195.79710__1.79710	33043__A0A174BBC4__ERS852575_02261
ERR1913195.79772__1.79772	301302__R5VGE0__ERS852420_00121
ERR1913195.79826__1.79826	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913195.79965__1.79965	165179__R6C3K4__PREVCOP_05795
ERR1913195.79983__1.79983	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913195.80085__1.80085	165179__D1PCT4__DXB80_09470
ERR1913195.80181__1.80181	165179__D1PAJ7__PREVCOP_04222
ERR1913195.80142__1.80142	328814__GCA_004558275.1_00033
ERR1913195.80292__1.80292	2024222__A0A255T0W2__CIK99_03190
ERR1913195.80326__1.80326	745368__A0A1T4Y437__SAMN02745178_02934
ERR1913195.80446__1.80446	40518__R5DVV1__RBATCC27255_00999
ERR1913195.80536__1.80536	1262882__R5MEK3__BN519_00296
ERR1913195.80499__1.80499	1262929__R6FRG9__BN691_01453
ERR1913195.80567__1.80567	301302__R5UQ67__M72_23121
ERR1913195.80805__1.80805	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913195.80846__1.80846	172901__A0A2U1AJM8__C8D82_13432
ERR1913195.80864__1.80864	239935__A0A2N8IVR0__CXT87_07115
ERR1913195.81048__1.81048	1262924__R7HPS8__BN585_00646
ERR1913195.81144__1.81144	165179__A0A174SR12__DXB80_04410
ERR1913195.81267__1.81267	165179__A0A174SA26__PREVCOP_05758
ERR1913195.81442__1.81442	301302__A0A173RYX5__ERS852420_00973
ERR1913195.81524__1.81524	165179__D1PGU8__PREVCOP_06463
ERR1913195.81540__1.81540	1262929__R6EV27__BN691_00137
ERR1913195.81741__1.81741	1262924__R7HQS1__BN585_00657
ERR1913195.81841__1.81841	33043__D5HDY1__cdd
ERR1913195.82235__1.82235	165179__A0A229I7F5__DXB80_02650
ERR1913195.82299__1.82299	165179__R6C5D6__PREVCOP_04658
ERR1913195.82451__1.82451	1262882__R5MJJ9__BN519_01035
ERR1913195.82558__1.82558	165179__A0A3E5E2S3__DXB80_03455
ERR1913195.82617__1.82617	39491__C4ZHS4__EUR_24420
ERR1913195.82742__1.82742	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913195.82968__1.82968	33039__D4M398__ERS852530_00575
ERR1913195.83140__1.83140	165179__A0A3E5DN34__DXC61_07865
ERR1913195.83177__1.83177	821__E5UY21__C800_02204
ERR1913195.83306__1.83306	33043__D5HHZ6__ERS852386_02725
ERR1913195.83416__1.83416	165179__A0A3E5E2B6__DXB80_02820
ERR1913195.83621__1.83621	40518__R5E6G1__DXD83_06815
ERR1913195.83641__1.83641	1284775__A0A096A9J4__HMPREF1640_07270
ERR1913195.83837__1.83837	1262882__R5MXW0__BN519_00317
ERR1913195.83994__1.83994	39488__A0A174BS94__DXD91_16570
ERR1913195.84136__1.84136	1262882__R5MT08__BN519_01706
ERR1913195.84625__1.84625	552398__F4XCR9__HMPREF0866_01636
ERR1913195.84649__1.84649	165179__A0A3E5E5M2__PREVCOP_03530
ERR1913195.84710__1.84710	1680__A0A374QDL4__LMG18897_0432
ERR1913195.84713__1.84713	328814__GCA_004558275.1_00986
ERR1913195.85076__1.85076	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913195.85292__1.85292	821__C6ZAA5__ERS852556_00403
ERR1913195.85518__1.85518	552398__F4XCR9__HMPREF0866_01636
ERR1913195.85559__1.85559	165179__A0A174SA26__PREVCOP_05758
ERR1913195.85602__1.85602	418240__A0A174R660__rluD_1
ERR1913195.85657__1.85657	165179__A0A3E5E6S6__DXB80_07575
ERR1913195.85677__1.85677	165179__A0A3E5EA83__DXC61_07750
ERR1913195.85715__1.85715	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913195.85931__1.85931	322505__xre_3
ERR1913195.86234__1.86234	33039__R6P284__spoIIIE
ERR1913195.86280__1.86280	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913195.86416__1.86416	39485__A0A174YWE7__EUBELI_00979
ERR1913195.86438__1.86438	1262882__R5MFA5__BN519_00331
ERR1913195.86616__1.86616	1262882__R5MH82__BN519_00752
ERR1913195.87117__1.87117	46503__K5ZLB1__DD461_01070
ERR1913195.87123__1.87123	39491__A0A395ZG74__licR
ERR1913195.87078__1.87078	1796620__A0A1C7GKS2__ADH66_06940
ERR1913195.87344__1.87344	1262882__R5MEK3__BN519_00296
ERR1913195.87384__1.87384	165179__A0A3E5EDV6__DXC61_03365
ERR1913195.87724__1.87724	301302__A0A0M6WH46__M72_23101
ERR1913195.87865__1.87865	39491__A0A395ZHW9__DXC13_02590
ERR1913195.88025__1.88025	28116__A7LS02__DXF98_24100
ERR1913195.87957__1.87957	165179__A0A3E5EAM5__DXC61_07785
ERR1913195.88129__1.88129	363265__R6FQP4__HMPREF0673_00216
ERR1913195.88132__1.88132	1262924__R7HRA8__BN585_01680
ERR1913195.88201__1.88201	40518__R5E2R8__nnr_2
ERR1913195.88480__1.88480	165179__D1PE06__DXC61_05975
ERR1913195.88491__1.88491	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913195.88694__1.88694	165179__A0A3E5E7D5__PREVCOP_03928
ERR1913195.88735__1.88735	823__D7IV95__DXC05_09565
ERR1913195.88814__1.88814	165179__D1P8Q2__trpF
ERR1913195.88982__1.88982	165179__A0A3E5AER8__DXB80_07075
ERR1913195.89347__1.89347	292800__G9YN05__B5F52_04875
ERR1913195.89664__1.89664	360807__A0A173V2S2__phoR_7
ERR1913195.89781__1.89781	1284775__A0A096A9J4__HMPREF1640_07270
ERR1913195.89815__1.89815	363265__R6EXZ0__HMPREF0673_02525
ERR1913195.89826__1.89826	371601__I9AAD2__B5E50_12410
ERR1913195.89845__1.89845	1262929__R6F4F7__BN691_01167
ERR1913195.89882__1.89882	165179__A0A3E5AAM8__DXB80_10240
ERR1913195.89883__1.89883	216816__A0A0M4NCP0__HMPREF1313_0712
ERR1913195.89886__1.89886	165179__D1PC26__PREVCOP_04756
ERR1913195.89989__1.89989	1262929__R6EXT3__BN691_00303
ERR1913195.90438__1.90438	52226__C9KNW6__MITSMUL_04919
ERR1913195.90504__1.90504	165179__A0A3E5DRF6__DXC61_00200
ERR1913195.90513__1.90513	165179__R6CNX7__DXB80_02200
ERR1913195.90582__1.90582	165179__A0A174SR12__DXB80_04410
ERR1913195.90602__1.90602	301302__R5UQK8__M72_11501
ERR1913195.90659__1.90659	1535__A7VWP4__CH238_02460
ERR1913195.90799__1.90799	165179__D1PES9__DXB80_11585
ERR1913195.91029__1.91029	820__A0A139K5E7__DXC68_09550
ERR1913195.91357__1.91357	1262882__R5N211__BN519_01033
ERR1913195.91405__1.91405	301302__A0A0M6WB53__mcp4_4
ERR1913195.91427__1.91427	1262929__R6EW67__BN691_01050
ERR1913195.91433__1.91433	1262882__R5MYG7__BN519_00405
ERR1913195.91434__1.91434	626940__R6X1L5__HMPREF9443_00059
ERR1913195.91672__1.91672	39491__C4Z8Y4__ERS852417_00909
ERR1913195.91676__1.91676	165179__A0A3E5A5E5__DXC61_13965
ERR1913195.91826__1.91826	39485__C4Z355__ERS852490_01971
ERR1913195.92263__1.92263	1262882__R5MEK3__BN519_00296
ERR1913195.92686__1.92686	214851__D1PSM4__SUBVAR_07407
ERR1913195.93046__1.93046	901__B6WXH2__DESPIGER_1643
ERR1913195.93109__1.93109	100886__A0A174H497__ERS852383_03913
ERR1913195.93113__1.93113	301302__R5UMB9__M72_25011
ERR1913195.93413__1.93413	165179__A0A229I1J2__DXB80_03950
ERR1913195.93454__1.93454	165179__A0A174IYW3__DXC61_01235
ERR1913195.93431__1.93431	39496__A5Z5I2__EUBVEN_00963
ERR1913195.93543__1.93543	301302__A0A173SD94__ERS852420_01254
ERR1913195.93713__1.93713	1262882__R5MFY4__BN519_00529
ERR1913195.93724__1.93724	74426__yccM
ERR1913195.93756__1.93756	165179__A0A174IPI3__CFT61_10940
ERR1913195.93803__1.93803	1160721__R6T4W2__RBI_I00237
ERR1913195.94155__1.94155	418240__A0A174G147__toxA_4
ERR1913195.94207__1.94207	371601__C3R2J2__ERS852396_04353
ERR1913195.94257__1.94257	165179__A0A3E5EB26__CFT61_02800
ERR1913195.94330__1.94330	328814__GCA_004558275.1_00235
ERR1913195.94426__1.94426	214851__D1PSL1__SUBVAR_07394
ERR1913195.94481__1.94481	100886__E2NNS9__CATMIT_00226
ERR1913195.94514__1.94514	39488__A0A173RGK1__ERS852450_00574
ERR1913195.94554__1.94554	165179__D1PES9__DXB80_11585
ERR1913195.94657__1.94657	165179__A0A3E5EAM5__DXC61_07785
ERR1913195.94663__1.94663	363265__R6EXZ0__HMPREF0673_02525
ERR1913195.94711__1.94711	1262882__R5MFT7__BN519_00494
ERR1913195.94807__1.94807	363265__R6F6E7__HMPREF0673_02119
ERR1913195.94828__1.94828	165179__A0A3E5DZA5__DXB80_12550
ERR1913195.94961__1.94961	1262882__R5N0Q5__BN519_00642
ERR1913195.94964__1.94964	40518__R5E2Z2__DXD93_09295
ERR1913195.94998__1.94998	39496__A5Z5I2__EUBVEN_00963
ERR1913195.95042__1.95042	649756__A0A173TB83__HMPREF0369_01758
ERR1913195.95070__1.95070	165179__D1PCT4__DXB80_09470
ERR1913195.95093__1.95093	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913195.95289__1.95289	853__A0A2A7A628__CGS57_13755
ERR1913195.95424__1.95424	1262882__R5N4G2__BN519_01273
ERR1913195.95556__1.95556	33043__A0A173WPI1__ERS852400_02100
ERR1913195.95748__1.95748	165179__A0A3E5EB26__CFT61_02800
