ERR1913236.229__1.229	357276__B6W1Y1__BSEG_03960
ERR1913236.40549__1.40549	46503__R6WWC9__PARMER_03215
ERR1913236.40643__1.40643	820__A0A139K8N1__ERS852554_00951
ERR1913236.40850__1.40850	626929__R6L6C2__B5F97_02175
ERR1913236.40800__1.40800	214856__R6XUN2__rcsC_1
ERR1913236.40941__1.40941	88431__A6BDR0__DXB16_07995
ERR1913236.40978__1.40978	39491__A0A396FP46__cobD_2
ERR1913236.40998__1.40998	166486__D4KZA5__ERS852572_03317
ERR1913236.41075__1.41075	820__A0A174A6K0__M093_0079
ERR1913236.41100__1.41100	214856__R6Z5D0__resA_4
ERR1913236.41155__1.41155	820__A0A174R952__DXB48_02570
ERR1913236.41175__1.41175	214856__A0A173ZUI6__ERS852447_00955
ERR1913236.41179__1.41179	39491__C4ZF05__vpr
ERR1913236.41323__1.41323	40518__R5E4E8__phoR_4
ERR1913236.41373__1.41373	410072__A0A174K8D1__DXD67_04220
ERR1913236.41379__1.41379	881953__GeneID:10358924
ERR1913236.41475__1.41475	820__R9I3Q7__HMPREF1072_01668
ERR1913236.41493__1.41493	39488__C0ESJ2__DXD91_14695
ERR1913236.41508__1.41508	166486__C7G6A9__ROSINTL182_05422
ERR1913236.41629__1.41629	28117__B0MWC6__BHV66_00965
ERR1913236.41657__1.41657	39491__A0A396FKG5__DXB76_07455
ERR1913236.41696__1.41696	292800__A0A174V693__HMPREF9460_03050
ERR1913236.41816__1.41816	649756__A0A173SJN7__fgs_1
ERR1913236.41839__1.41839	820__A0A174GYA8__DXB64_07370
ERR1913236.41884__1.41884	674529__A0A3E5GXM1__SAMN05444400_102238
ERR1913236.41989__1.41989	166486__D4KNM9__ERS852572_00072
ERR1913236.42083__1.42083	357276__A0A076INK2__BSEG_04225
ERR1913236.42097__1.42097	28116__A0A395VUS9__DXD69_03560
ERR1913236.42131__1.42131	821__A0A174MBW9__SAMN04487923_10272
ERR1913236.42215__1.42215	706562__GCA_900112995.1_01883
ERR1913236.42316__1.42316	39488__A0A285PQE3__DXD91_00180
ERR1913236.42433__1.42433	166486__D4KUT4__ERS852572_01421
ERR1913236.42465__1.42465	166486__D4KZH8__ERS852572_00419
ERR1913236.42689__1.42689	674529__R6W0I5__SAMN05444400_108102
ERR1913236.42831__1.42831	166486__D4KXJ6__ERS852572_00336
ERR1913236.42900__1.42900	1150298__A0A174LLX0__dhaD
ERR1913236.42947__1.42947	394340__uvrB
ERR1913236.43197__1.43197	360807__C0FNY7__ERS852392_01257
ERR1913236.43319__1.43319	204516__U6RH18__HMPREF1534_01847
ERR1913236.43448__1.43448	40518__R5DU92__DXD93_03170
ERR1913236.43538__1.43538	40518__R5E282__DXD86_08940
ERR1913236.43567__1.43567	820__A0A139K4T0__ERS852510_03146
ERR1913236.43762__1.43762	820__A7V470__HMPREF1072_02076
ERR1913236.43936__1.43936	820__A0A173W419__DXC68_17760
ERR1913236.44025__1.44025	357276__I9QWD4__DXD47_15075
ERR1913236.44031__1.44031	823__A0A395YZG9__M092_4358
ERR1913236.44201__1.44201	39491__A0A395ZDC6__addB
ERR1913236.44202__1.44202	310298__B3JEH9__BACCOP_00270
ERR1913236.44205__1.44205	820__A0A174M9V5__M093_0237
ERR1913236.44298__1.44298	310298__B3JQJ5__BACCOP_04231
ERR1913236.44357__1.44357	39491__A0A173TAZ5__DXB99_09520
ERR1913236.44517__1.44517	1735__A0A395WAL9__EUBIFOR_01618
ERR1913236.44538__1.44538	820__A0A3E4G3J9__ERS852459_02265
ERR1913236.44671__1.44671	394340__group_3029
ERR1913236.44821__1.44821	39491__A0A395V0E5__ERE_31370
ERR1913236.44737__1.44737	292800__G9YPX7__ERS852518_06690
ERR1913236.44742__1.44742	40518__R5DVL2__penA
ERR1913236.44946__1.44946	821__D4VD59__BHV80_04260
ERR1913236.44876__1.44876	820__A0A173W419__DXC68_17760
ERR1913236.45293__1.45293	204516__U6RFV1__HMPREF1534_02560
ERR1913236.45294__1.45294	246787__A0A0P0GG59__BcellWH2_02752
ERR1913236.45379__1.45379	357276__B6VXX7__HMPREF1063_02683
ERR1913236.45501__1.45501	674529__R6V187__DXB21_21665
ERR1913236.45502__1.45502	821__A0A174NM17__lacZ_6
ERR1913236.45574__1.45574	1262948__R7E6S8__BN671_01414
ERR1913236.45620__1.45620	823__A6L9W2__DXB14_07905
ERR1913236.45751__1.45751	39491__A0A395UZ82__EUR_31520
ERR1913236.45813__1.45813	40518__R5DUJ5__DXD83_01635
ERR1913236.45839__1.45839	820__A0A174A6K0__M093_0079
ERR1913236.46078__1.46078	821__R9HFW2__DXD01_00365
ERR1913236.46544__1.46544	40518__R5DU92__DXD93_03170
ERR1913236.46609__1.46609	246787__A0A0P0GG59__BcellWH2_02752
ERR1913236.46956__1.46956	1263044__GCA_000433375.1_03282
ERR1913236.46971__1.46971	39491__A0A396FTE5__ERS852417_01346
ERR1913236.46985__1.46985	40520__A0A3E5EH57__ERS852533_00253
ERR1913236.47083__1.47083	338188__A0A174ETX3__ERS852397_01955
ERR1913236.47223__1.47223	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913236.47193__1.47193	40518__R5E5I9__yvhJ_2
ERR1913236.47262__1.47262	487174__K0WT65__HMPREF9448_02407
ERR1913236.47356__1.47356	820__A0A1Q6IDS8__chtA
ERR1913236.47632__1.47632	292800__A0A174RE33__HMPREF0372_03363
ERR1913236.47757__1.47757	820__A0A3E4G493__ERS417307_00253
ERR1913236.47873__1.47873	1262948__R7EG33__BN671_00086
ERR1913236.47992__1.47992	820__A0A139KG60__M094_2679
ERR1913236.48042__1.48042	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1913236.48052__1.48052	820__A0A173YYG4__evgS_3
ERR1913236.48066__1.48066	820__A0A174VD39__DXD90_12235
ERR1913236.48164__1.48164	168384__C6LK80__BRYFOR_09067
ERR1913236.48534__1.48534	435637__GeneID:5075980
ERR1913236.48601__1.48601	166486__D4KZ69__ERS852572_01502
ERR1913236.48609__1.48609	821__A0A174V2F3__NCTC10583_01474
ERR1913236.48695__1.48695	387090__S0F8B2__BACCOPRO_02129
ERR1913236.48669__1.48669	360807__A0A396AF38__RIL183_00781
ERR1913236.48770__1.48770	360807__A0A173SPW8__ERS852444_01048
ERR1913236.48785__1.48785	410072__C0BF75__ERS852389_02248
ERR1913236.48916__1.48916	214856__R5UN64__ERS852447_02669
ERR1913236.49038__1.49038	820__A0A139K4W5__HMPREF2141_02394
ERR1913236.49192__1.49192	1735__B7CC21__EUBIFOR_01746
ERR1913236.49088__1.49088	1263044__GCA_000433375.1_03281
ERR1913236.49132__1.49132	1262986__D9Y8J4__BN492_00022
ERR1913236.49262__1.49262	410072__A0A173Y221__spoIIIAE
ERR1913236.49359__1.49359	1262743__R5C054__BN727_01980
ERR1913236.49331__1.49331	820__A0A174M9V5__M093_0237
ERR1913236.49374__1.49374	166486__D4KZI1__ERS852572_00422
ERR1913236.49409__1.49409	1262986__R6ASE4__BN492_01719
ERR1913236.49595__1.49595	46506__S3YT03__AA415_01895
ERR1913236.49831__1.49831	204516__U6RFV1__HMPREF1534_02560
ERR1913236.49874__1.49874	745368__A0A1T4XL12__SAMN02745178_01966
ERR1913236.50024__1.50024	204516__U6RPN2__HMPREF1534_00368
ERR1913236.50120__1.50120	544645__A0A1Y3W1B6__DXC42_01600
ERR1913236.50134__1.50134	823__E1YSG0__DHP27_00465
ERR1913236.50158__1.50158	338188__R6S8N0__BACFIN_06127
ERR1913236.50287__1.50287	850__C3WAA2__FMAG_00351
ERR1913236.50320__1.50320	344021__GeneID:3707741
ERR1913236.50402__1.50402	820__A0A174F0C1__nreB
ERR1913236.50518__1.50518	1262743__R5C054__BN727_01980
ERR1913236.50541__1.50541	820__A0A3E4XM43__DXC91_13960
ERR1913236.50658__1.50658	47678__R5UER2__CGC64_00710
ERR1913236.50676__1.50676	850__C3WE90__DXB84_02445
ERR1913236.50679__1.50679	674529__R6UPU0__SAMN05444400_108101
ERR1913236.50804__1.50804	1262948__R7EFS3__BN671_00884
ERR1913236.50924__1.50924	410072__C0BER6__DXD67_15575
ERR1913236.51095__1.51095	674529__R6V730__DXB21_06405
ERR1913236.51283__1.51283	46503__R6Y9P8__evgS_3
ERR1913236.51392__1.51392	820__A0A3E4G8F8__ERS852421_01645
ERR1913236.51508__1.51508	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913236.51515__1.51515	39491__A0A396FNP1__DXD95_06025
ERR1913236.51717__1.51717	649756__A0A174Q8Z0__mtlD_4
ERR1913236.51687__1.51687	820__A0A374Q854__HMPREF1073_03281
ERR1913236.51734__1.51734	446660__GCA_003428235.1_02195
ERR1913236.51789__1.51789	227__A0A2K4X9C2__PCAR9_A30085
ERR1913236.51805__1.51805	821__A0A173WG51__BVU_2549
ERR1913236.51813__1.51813	357276__I9R994__BACDOR_04044
ERR1913236.51901__1.51901	820__A0A078S4C2__ERS417307_00828
ERR1913236.52032__1.52032	674529__R6V730__DXB21_06405
ERR1913236.52212__1.52212	290052__A0A0V8QC42__ASU35_14215
ERR1913236.52270__1.52270	338188__R6S638__HMPREF1057_04127
ERR1913236.52378__1.52378	1735__B7CCF2__EUBIFOR_01879
ERR1913236.52719__1.52719	357276__A0A0K2HDP3__IY41_00705
ERR1913236.52751__1.52751	204516__U6RFU0__HMPREF1534_02545
ERR1913236.52960__1.52960	28116__C3QZB5__M088_3811
ERR1913236.53004__1.53004	820__A0A396EUV1__B5G17_06465
ERR1913236.53299__1.53299	357276__I8WEY2__ABI39_04185
ERR1913236.53459__1.53459	40518__R5DUU0__DXD93_03985
ERR1913236.53576__1.53576	674529__R6UTG3__SAMN05444400_1372
ERR1913236.53720__1.53720	1680__A0A087DLC6__C8077_00815
ERR1913236.53835__1.53835	28117__B0MT84__ALIPUT_00402
ERR1913236.53966__1.53966	823__A6L9W2__DXB14_07905
ERR1913236.53976__1.53976	166486__D4L3K7__ERS852572_00904
ERR1913236.54119__1.54119	357276__A0A076ISJ4__B5F95_19420
ERR1913236.54145__1.54145	371601__A0A174LAP7__BN891_21300
ERR1913236.54310__1.54310	166486__D4KPQ7__ROSINTL182_09065
ERR1913236.54487__1.54487	820__A0A139K1Y6__DXB48_02610
ERR1913236.54582__1.54582	820__A0A374Q854__HMPREF1073_03281
ERR1913236.54669__1.54669	1141139__GeneID:13994479
ERR1913236.54730__1.54730	410072__C0B8G3__DXD67_01535
ERR1913236.54775__1.54775	820__A0A3E4VZT7__DXB48_16145
ERR1913236.54834__1.54834	291644__I9SJB6__HMPREF1532_04086
ERR1913236.54902__1.54902	338188__R6S0J1__BACFIN_08786
ERR1913236.54998__1.54998	166486__D4KW49__ROSINTL182_07746
ERR1913236.55040__1.55040	39491__A0A396FIU1__DXC13_07905
ERR1913236.55079__1.55079	39491__A0A395V0E5__ERE_31370
ERR1913236.55226__1.55226	823__A0A078SLK0__ERS852513_02755
ERR1913236.55230__1.55230	820__A0A174A6K0__M093_0079
ERR1913236.55618__1.55618	357276__B6W1J2__BACDOR_03380
ERR1913236.55775__1.55775	821__A6L0C7__ERS852556_03520
ERR1913236.55837__1.55837	410072__C0B9A1__COPCOM_01727
ERR1913236.55938__1.55938	357276__A0A0K2HMX2__HMPREF1063_03979
ERR1913236.56041__1.56041	33025__A0A395J973__C8D73_11010
ERR1913236.56193__1.56193	166486__R6AY46__ROSINTL182_06128
ERR1913236.56232__1.56232	28118__F9ZCN9__DHW44_07820
ERR1913236.56442__1.56442	820__A7V092__hldE
ERR1913236.56556__1.56556	823__A6LDT7__CEQ22_002595
ERR1913236.56624__1.56624	626930__F3PS24__HMPREF9446_01528
ERR1913236.56704__1.56704	33025__A0A395JEP7__C8D73_10844
ERR1913236.56831__1.56831	1263044__GCA_000433375.1_03551
ERR1913236.57021__1.57021	39491__A0A395ZEI6__ERE_07950
ERR1913236.56976__1.56976	410072__A0A173ZG02__ERS852574_01061
ERR1913236.56989__1.56989	394340__lepA
ERR1913236.57102__1.57102	166486__D4L398__ERS852572_03633
ERR1913236.57199__1.57199	204516__U6RFU0__HMPREF1534_02545
ERR1913236.57338__1.57338	820__A0A174LJB2__HMPREF1072_04112
ERR1913236.57404__1.57404	1263044__GCA_000433375.1_01148
ERR1913236.57439__1.57439	1150298__A0A174S4G4__dacB_1
ERR1913236.57532__1.57532	39491__A0A395ZGU6__ERS852417_01456
ERR1913236.57568__1.57568	291644__I9HGA0__wzc
ERR1913236.57506__1.57506	446660__GCA_003428235.1_00656
ERR1913236.57616__1.57616	820__A0A139K426__B5G17_09115
ERR1913236.57684__1.57684	820__A0A3E4G2R7__DXC07_00510
ERR1913236.57722__1.57722	360807__C0G083__ROSEINA2194_04432
ERR1913236.57731__1.57731	820__A0A3E4G3J9__ERS852459_02265
ERR1913236.57665__1.57665	28117__R7JIJ8__BHV66_01635
ERR1913236.57749__1.57749	671267__R9IEN1__C802_02405
ERR1913236.57829__1.57829	853__A8S882__C4N23_07600
ERR1913236.57937__1.57937	823__A0A355XIK0__CEQ22_011965
ERR1913236.58016__1.58016	820__A0A174M9V5__M093_0237
ERR1913236.58036__1.58036	214856__R6Y1K2__ERS852447_02306
ERR1913236.58192__1.58192	823__A0A174W1A8__panE
ERR1913236.58276__1.58276	33039__A0A174XML0__RTO_02290
ERR1913236.58357__1.58357	820__A0A174Q0F0__DXB48_08080
ERR1913236.58414__1.58414	820__A0A174M9V5__M093_0237
ERR1913236.58704__1.58704	214856__R6Y9P5__ERS852559_01811
ERR1913236.58711__1.58711	166486__A0A173RAP7__ROSINTL182_07969
ERR1913236.58759__1.58759	1628085__A0A374VSS7__C7386_101299
ERR1913236.58913__1.58913	46228__V8CDQ4__RUMLAC_02769
ERR1913236.58920__1.58920	1735__B7CDP2__carA
ERR1913236.58956__1.58956	626929__A0A1Y4JTW9__B5F97_02770
ERR1913236.58980__1.58980	999425__K8MR87__HMPREF9186_01523
ERR1913236.58986__1.58986	820__A0A139KJR5__M093_4469
ERR1913236.59046__1.59046	371601__C3R084__DXD80_12980
ERR1913236.59080__1.59080	40518__R5DU38__DXD83_06770
ERR1913236.59178__1.59178	446660__GCA_003428235.1_01100
ERR1913236.59274__1.59274	1262889__R7HAQ6__BN634_02130
ERR1913236.59317__1.59317	360807__A0A1Q6SXK5__RIL183_06541
ERR1913236.59333__1.59333	40518__R5DW64__RBL236_01394
ERR1913236.59392__1.59392	410072__A0A174LZA3__ERS852389_01302
ERR1913236.59542__1.59542	821__A0A174V2F3__NCTC10583_01474
ERR1913236.59722__1.59722	40518__R5DUU0__DXD93_03985
ERR1913236.59737__1.59737	39491__A0A0M6WPN4__DXB69_06325
ERR1913236.59892__1.59892	28117__B0MTV3__BHV66_06405
ERR1913236.59928__1.59928	1263044__GCA_000433375.1_01436
ERR1913236.60005__1.60005	820__A0A1T4IY71__HMPREF2141_02402
ERR1913236.60056__1.60056	1263044__GCA_000433375.1_02753
ERR1913236.60185__1.60185	39491__A0A395ZDC6__addB
ERR1913236.60190__1.60190	821__A0A0P0M5Z6__BVU_0429
ERR1913236.60213__1.60213	39491__A0A396FIU1__DXC13_07905
ERR1913236.60361__1.60361	821__A0A174WBC9__ERS852556_03145
ERR1913236.60375__1.60375	344021__GeneID:3707741
ERR1913236.60479__1.60479	410072__A0A173WD04__penA_2
ERR1913236.61064__1.61064	39491__A0A396FM36__DXB99_00820
ERR1913236.61181__1.61181	1262756__R5WXN9__BN568_01341
ERR1913236.61185__1.61185	338188__R6RSY7__ERS852397_02418
ERR1913236.61253__1.61253	1628085__A0A396MR64__C7386_10983
ERR1913236.61601__1.61601	626929__F3PDX7__B5F24_16340
ERR1913236.61516__1.61516	820__A0A174KKV6__DXC07_02635
ERR1913236.61541__1.61541	46503__R6Y4M7__HMPREF1078_03269
ERR1913236.61560__1.61560	214856__A0A175A1F5__ERS852559_01764
ERR1913236.61671__1.61671	820__A0A173WUD7__DXB48_08055
ERR1913236.61825__1.61825	820__A7VAR9__ERS852421_00197
ERR1913236.61875__1.61875	820__A0A174A6K0__M093_0079
ERR1913236.62043__1.62043	820__A0A139KG60__M094_2679
ERR1913236.62309__1.62309	214856__A0A174Z2J8__ERS852447_00942
ERR1913236.62333__1.62333	214856__R5UN64__ERS852447_02669
ERR1913236.62664__1.62664	820__A0A374Q854__HMPREF1073_03281
ERR1913236.62615__1.62615	387090__S0F8B2__BACCOPRO_02129
ERR1913236.62717__1.62717	40518__R5DME2__DXD86_07315
ERR1913236.62736__1.62736	360807__A0A1Q6SWU5__ERS852444_03068
ERR1913236.62955__1.62955	821__E5UY21__C800_02204
ERR1913236.63199__1.63199	1263044__GCA_000433375.1_01861
ERR1913236.63292__1.63292	820__A0A396CMY7__HMPREF1072_03009
ERR1913236.63339__1.63339	166486__D4L1L1__ROSINTL182_05277
ERR1913236.63439__1.63439	39491__A0A395ZHH5__ERS852497_02076
ERR1913236.63465__1.63465	291644__I8YFE9__HMPREF1071_02973
ERR1913236.63535__1.63535	39488__C0EVP9__ERS852450_03163
ERR1913236.63541__1.63541	820__A0A3E4WA06__ERS852554_03404
ERR1913236.63572__1.63572	40518__R5E4V5__RBL263_01242
ERR1913236.63617__1.63617	357276__A0A076IRZ5__BACDOR_00630
ERR1913236.63903__1.63903	357276__A0A0P0M2G3__BACDOR_03913
ERR1913236.63915__1.63915	1735__B7C9P4__EUBIFOR_00904
ERR1913236.64094__1.64094	1262746__R5SS80__BN750_02125
ERR1913236.64116__1.64116	28116__A0A395VUS9__DXD69_03560
ERR1913236.64164__1.64164	204516__U6REI9__HMPREF1534_02357
ERR1913236.64167__1.64167	820__A0A139K0J1__HMPREF2141_03205
ERR1913236.64231__1.64231	1263109__GCA_000438135.1_00334
ERR1913236.64257__1.64257	487174__K0X694__DIT83_09060
ERR1913236.64264__1.64264	344022__GeneID:3837332
ERR1913236.64365__1.64365	1262948__R7EBV7__BN671_00578
ERR1913236.64376__1.64376	204516__U6R9H3__HMPREF1534_03348
ERR1913236.64416__1.64416	387090__S0F7Y3__BACCOPRO_02028
ERR1913236.64455__1.64455	246787__A0A0P0FS62__HMPREF1062_05447
ERR1913236.64457__1.64457	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913236.64575__1.64575	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913236.64577__1.64577	1263109__GCA_000438135.1_01131
ERR1913236.64648__1.64648	39491__C4ZAT2__ERE_28440
ERR1913236.64654__1.64654	214856__A0A174FS21__ERS852447_02393
ERR1913236.64764__1.64764	39491__A0A0M6WLC7__ERS852497_00640
ERR1913236.64809__1.64809	39491__R6UMS6__DXD13_07035
ERR1913236.64933__1.64933	214856__A0A174ZD89__ERS852559_00526
ERR1913236.64978__1.64978	39491__D6DXZ8__DXB72_15035
ERR1913236.64980__1.64980	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913236.64998__1.64998	820__A0A139KJ23__celCCA
ERR1913236.65061__1.65061	246787__A0A0P0FSC0__cytR_2
ERR1913236.65244__1.65244	1263044__GCA_000433375.1_01437
ERR1913236.65368__1.65368	39491__A0A395ZGE4__ERS852497_01269
ERR1913236.65439__1.65439	29361__B6FKH5__CLONEX_00621
ERR1913236.65381__1.65381	745368__A0A1T4Y6U7__SAMN02745178_02811
ERR1913236.65578__1.65578	674529__R6V9C9__DXB21_16435
ERR1913236.65604__1.65604	214856__R6Y2Y4__ERS852447_01086
ERR1913236.65542__1.65542	394340__purB
ERR1913236.65788__1.65788	562__P23837__phoQ
ERR1913236.65863__1.65863	166486__D4L1H8__ERS852572_02204
ERR1913236.65897__1.65897	1262743__R5C054__BN727_01980
ERR1913236.66016__1.66016	360807__C0FZ41__ROSEINA2194_04031
ERR1913236.66077__1.66077	820__A0A174I980__gldH
ERR1913236.66049__1.66049	552398__F4XDS4__HMPREF0866_01997
ERR1913236.66184__1.66184	853__A0A2A7B1Y7__C7K05_11930
ERR1913236.66188__1.66188	28117__B0MSR5__BHV66_02095
ERR1913236.66244__1.66244	28117__B0MYZ8__BHV66_04535
ERR1913236.66337__1.66337	626929__F3PM30__HMPREF9445_02927
ERR1913236.66346__1.66346	338188__R6S0J1__BACFIN_08786
ERR1913236.66448__1.66448	28117__B0MTW8__ALIPUT_00502
ERR1913236.66484__1.66484	1263044__GCA_000433375.1_01143
ERR1913236.66505__1.66505	357276__I9F327__DXD47_22495
ERR1913236.66692__1.66692	357276__A0A076IXE0__HMPREF1064_04364
ERR1913236.66694__1.66694	820__A0A173XIP7__B5G17_16050
ERR1913236.66710__1.66710	820__A0A174CG08__DXB62_13215
ERR1913236.66743__1.66743	39485__C4Z2I5__ERS852492_02214
ERR1913236.66755__1.66755	820__A0A139K2N9__DXB62_12420
ERR1913236.66770__1.66770	310298__B3JQJ5__BACCOP_04231
ERR1913236.66843__1.66843	820__A0A173YYG4__evgS_3
ERR1913236.66846__1.66846	446660__GCA_003428235.1_02337
ERR1913236.66893__1.66893	1263109__GCA_000438135.1_01395
ERR1913236.66911__1.66911	821__A0A0P0M6M0__M097_4734
ERR1913236.66973__1.66973	28116__D6D0T8__DXA80_14760
ERR1913236.67069__1.67069	338188__R6SVZ5__ERS852397_02415
ERR1913236.67127__1.67127	387090__S0F8B2__BACCOPRO_02129
ERR1913236.67393__1.67393	204516__U6RR05__HMPREF1534_00736
ERR1913236.67474__1.67474	39491__A0A2U2EI54__DXD95_12010
ERR1913236.67846__1.67846	40518__R5DYU1__DXD86_01160
ERR1913236.68099__1.68099	1304__A0A2P1BV91__A6J87_10220
ERR1913236.68167__1.68167	39491__D4JMW8__ERS852497_01971
ERR1913236.68230__1.68230	40520__A5ZTQ5__ERS852533_02495
ERR1913236.68423__1.68423	881953__GeneID:10358957
ERR1913236.68527__1.68527	1263044__GCA_000433375.1_01140
ERR1913236.68443__1.68443	820__A0A173YYG4__evgS_3
ERR1913236.68579__1.68579	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913236.68719__1.68719	39491__A0A174LTW7__DXD13_08720
ERR1913236.68897__1.68897	820__R7E9Z4__DXC68_06065
ERR1913236.68924__1.68924	166486__D4KZ69__ERS852572_01502
ERR1913236.68955__1.68955	166486__D4L0J8__ROSINTL182_08089
ERR1913236.69016__1.69016	1796613__C6Z8X0__ADH74_11325
ERR1913236.69137__1.69137	40518__R5DVV1__RBATCC27255_00999
ERR1913236.69346__1.69346	40518__R5DWP7__ansA
ERR1913236.69359__1.69359	823__A0A395YZ10__NCTC11152_02955
ERR1913236.69281__1.69281	40518__R5DS23__DXD86_01715
ERR1913236.69504__1.69504	820__A0A3E4XDK3__ERS852554_03650
ERR1913236.69626__1.69626	674529__R6V111__SAMN05444400_14521
ERR1913236.69644__1.69644	626929__F3PGX7__B5F97_10750
ERR1913236.69740__1.69740	40518__A0A2N0UK36__RBATCC27255_01376
ERR1913236.69920__1.69920	166486__D4KNM9__ERS852572_00072
ERR1913236.69978__1.69978	166486__D4KZY5__ROSINTL182_07635
ERR1913236.70213__1.70213	1263044__GCA_000433375.1_00351
ERR1913236.70382__1.70382	246787__A0A3D6AWM8__BACCELL_01963
ERR1913236.70418__1.70418	39491__C4Z9J5__DXB69_02495
ERR1913236.70762__1.70762	820__A7V9F9__B5G17_14640
ERR1913236.70842__1.70842	39491__A0A395ZF49__DXB69_05290
ERR1913236.70788__1.70788	1262743__R5C054__BN727_01980
ERR1913236.70904__1.70904	39491__A0A395V0E5__ERE_31370
ERR1913236.71051__1.71051	820__A7UYX8__DXD40_11635
ERR1913236.71107__1.71107	820__A0A173YYG4__evgS_3
ERR1913236.71156__1.71156	1318__K8MPB4__NCTC12854_00598
ERR1913236.71162__1.71162	410072__C0B8Z3__ERS852525_03236
ERR1913236.71752__1.71752	360807__A0A0M6X0S9__RIL183_10591
ERR1913236.71923__1.71923	40518__R5DYU1__DXD86_01160
ERR1913236.72034__1.72034	410072__A0A174QHJ5__COPCOM_03116
ERR1913236.72228__1.72228	410072__A0A3E4GT65__ERS852574_02325
ERR1913236.72338__1.72338	39491__A0A396FQV7__T1815_10751
ERR1913236.72389__1.72389	1262743__R5C054__BN727_01980
ERR1913236.72459__1.72459	820__R9I324__HMPREF2141_02414
ERR1913236.72650__1.72650	204516__U6RFU0__HMPREF1534_02545
ERR1913236.72817__1.72817	204516__U6RNE3__HMPREF1534_00331
ERR1913236.72862__1.72862	1262986__R5ZS37__BN492_00911
ERR1913236.72908__1.72908	39491__A0A173VD97__DXB69_07350
ERR1913236.73125__1.73125	394340__group_1007
ERR1913236.73162__1.73162	39491__A0A173VD97__DXB69_07350
ERR1913236.73166__1.73166	214856__I3YPI7__pepD_1
ERR1913236.73196__1.73196	820__A0A078S4C2__ERS417307_00828
ERR1913236.73308__1.73308	387090__S0F8B2__BACCOPRO_02129
ERR1913236.73637__1.73637	1263044__GCA_000433375.1_00654
ERR1913236.73694__1.73694	820__A0A174KKV6__DXC07_02635
ERR1913236.73704__1.73704	344021__GeneID:3707741
ERR1913236.73743__1.73743	166486__D4KZ14__inlA_1
ERR1913236.73811__1.73811	1262986__R6AME2__BN492_00932
ERR1913236.73795__1.73795	39491__A0A395UYA6__EUBREC_0408
ERR1913236.73846__1.73846	1262986__R5ZVI0__BN492_01121
ERR1913236.73983__1.73983	674529__R6V671__SAMN05444400_106195
ERR1913236.73984__1.73984	881953__GeneID:10358920
ERR1913236.74082__1.74082	820__A0A3E4WA06__ERS852554_03404
ERR1913236.74167__1.74167	410072__A0A174J2F2__rimI
ERR1913236.74174__1.74174	237576__C2KXD2__HMPREF6123_1151
ERR1913236.74267__1.74267	39485__C4Z0B2__EUBELI_01024
ERR1913236.74310__1.74310	487174__K0XLF2__DDY40_04010
ERR1913236.74503__1.74503	1780376__A0A143XQT4__BN3659_01658
ERR1913236.74564__1.74564	820__A7UYX8__DXD40_11635
ERR1913236.74632__1.74632	626929__F3PHU1__B5F97_12630
ERR1913236.74720__1.74720	820__A0A3E4FZM1__adaA_2
ERR1913236.74742__1.74742	626929__F3PLK2__B5F97_09745
ERR1913236.74760__1.74760	214856__A0A174ZZS1__ERS852559_01484
ERR1913236.74853__1.74853	649756__A0A173TB83__HMPREF0369_01758
ERR1913236.74927__1.74927	39491__C4ZEW3__T1815_18241
ERR1913236.75073__1.75073	33039__R6P284__spoIIIE
ERR1913236.75075__1.75075	338188__A0A174JDF2__BACFIN_08537
ERR1913236.75087__1.75087	1262986__R5ZS37__BN492_00911
ERR1913236.75089__1.75089	216816__D6D9J4__DPC6320_0487
ERR1913236.75357__1.75357	39491__A0A395UWA3__DXB69_11805
ERR1913236.75600__1.75600	166486__D4KYB5__mcp3_2
ERR1913236.75606__1.75606	40518__R5DNY7__RBATCC27255_00367
ERR1913236.75682__1.75682	820__I9A4U7__DHU98_12785
ERR1913236.75770__1.75770	1304__J7TGU8__Ssal_02017
ERR1913236.75882__1.75882	410072__C0BBL7__ERS852389_00531
ERR1913236.75910__1.75910	40518__R5E4Y8__RBATCC27255_01448
ERR1913236.76054__1.76054	1263044__GCA_000433375.1_01144
ERR1913236.76220__1.76220	214856__R6XS46__ERS852559_00812
