ERR1913287.193__1.193	39492__D4JUJ6__ssuB_2
ERR1913287.41763__1.41763	40518__R5DR39__mreB_2
ERR1913287.41765__1.41765	165179__A0A3E5E920__DXB80_11625
ERR1913287.41779__1.41779	47678__R5UAI1__BACCAC_01922
ERR1913287.41781__1.41781	1262924__R7HRI6__BN585_00824
ERR1913287.41874__1.41874	28052__R7NDB6__ERS852499_00304
ERR1913287.42048__1.42048	187979__A0A173XZ67__ERS852385_00798
ERR1913287.42100__1.42100	410072__C0B7P0__DXD67_07205
ERR1913287.42104__1.42104	301301__G2SZ87__RHOM_00995
ERR1913287.42170__1.42170	165179__A0A3E5E189__PREVCOP_06699
ERR1913287.42291__1.42291	39491__D6E4H2__DXB99_00485
ERR1913287.42392__1.42392	33043__A0A173ZDC4__malL_1
ERR1913287.42462__1.42462	165179__A0A3E4SID1__DXB80_01945
ERR1913287.42497__1.42497	39491__C4Z8S1__DXB76_06750
ERR1913287.42700__1.42700	165179__A0A3E5E7J5__DXC61_10360
ERR1913287.42724__1.42724	165179__A0A3E5A832__DXC61_13685
ERR1913287.42849__1.42849	165179__A0A3E5E2V4__PREVCOP_05070
ERR1913287.43104__1.43104	39491__A0A396FJA4__DXB99_05435
ERR1913287.43166__1.43166	39491__A0A395ZF49__DXB69_05290
ERR1913287.43180__1.43180	39492__D4JW10__pppA
ERR1913287.43218__1.43218	33043__A0A173ZXG0__ERS852400_00169
ERR1913287.43250__1.43250	165179__A0A174W369__PREVCOP_04548
ERR1913287.43354__1.43354	239935__A0A2N8HBP0__CXT94_04450
ERR1913287.43516__1.43516	165179__R6C5D6__PREVCOP_04658
ERR1913287.43526__1.43526	39492__D4JTG7__EUBSIR_00572
ERR1913287.43596__1.43596	28117__B0MUT8__ALIPUT_00879
ERR1913287.43621__1.43621	28118__F9ZBW3__Odosp_3541
ERR1913287.43908__1.43908	410072__A0A173SJX0__ytpA
ERR1913287.43957__1.43957	165179__R6C3A5__DXC61_11820
ERR1913287.44389__1.44389	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913287.44449__1.44449	46503__R6WX12__DXB85_11560
ERR1913287.44630__1.44630	33043__A0A173YEP6__ERS852575_00888
ERR1913287.44585__1.44585	39491__A0A395UZL1__DXB76_05950
ERR1913287.44731__1.44731	165179__R6CNX7__DXB80_02200
ERR1913287.44818__1.44818	165179__A0A3E4SID1__DXB80_01945
ERR1913287.44961__1.44961	74426__asnS
ERR1913287.45186__1.45186	33043__A0A174DAG8__dapF
ERR1913287.45266__1.45266	39491__A0A395V297__EUR_01010
ERR1913287.45412__1.45412	40518__R5DY73__DXD86_02865
ERR1913287.45464__1.45464	214856__A0A175A6T5__ERS852447_02658
ERR1913287.45535__1.45535	239935__B2UQP8__CXU15_01110
ERR1913287.45554__1.45554	165179__A0A3E5E2S3__DXB80_03455
ERR1913287.45583__1.45583	1262803__R6NN27__BN649_00619
ERR1913287.45673__1.45673	39485__A0A174Z851__cdaR_1
ERR1913287.45847__1.45847	487175__R5EEJ8__HMPREF9439_00269
ERR1913287.45944__1.45944	165179__A0A3E5EB26__CFT61_02800
ERR1913287.46051__1.46051	1308__V8LWY6__BBD27_0329
ERR1913287.46374__1.46374	40518__R5DUU2__yvhJ_2
ERR1913287.46549__1.46549	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913287.46619__1.46619	165179__A0A174WGF6__PREVCOP_04095
ERR1913287.46625__1.46625	1262911__R6GSH8__BN557_00939
ERR1913287.46727__1.46727	165179__A0A174XZU8__DXB80_12180
ERR1913287.46777__1.46777	165179__A0A3E5DV57__DXB80_11400
ERR1913287.46754__1.46754	39491__A0A396FI89__DXD95_01300
ERR1913287.46861__1.46861	165179__A0A174XZU8__DXB80_12180
ERR1913287.46875__1.46875	165179__D1PE06__DXC61_05975
ERR1913287.46936__1.46936	165179__A0A3E5E2V4__PREVCOP_05070
ERR1913287.47046__1.47046	39492__D4JQS6__ykoD
ERR1913287.47127__1.47127	165179__A0A3E5E4P9__DXB80_07930
ERR1913287.47139__1.47139	47678__A5ZHJ2__DXB67_12405
ERR1913287.47210__1.47210	39491__A0A396FPV7__ERS852580_01177
ERR1913287.47185__1.47185	165179__A0A3E5EBQ2__DXC61_01930
ERR1913287.47280__1.47280	116085__D4J4G2__DW747_15550
ERR1913287.47344__1.47344	853__A0A173TAZ8__DWZ46_14590
ERR1913287.47383__1.47383	33043__D5HJ22__ERS852575_02302
ERR1913287.47394__1.47394	1262911__R6H1P0__BN557_00940
ERR1913287.47475__1.47475	1262743__R5C534__BN727_01046
ERR1913287.47682__1.47682	28052__A0A174K6D6__ERS852451_01708
ERR1913287.47716__1.47716	165179__D1P9T6__PREVCOP_04016
ERR1913287.47718__1.47718	33043__A0A174H5E3__ERS852400_02880
ERR1913287.47762__1.47762	46503__R6X275__DD461_10840
ERR1913287.47765__1.47765	39488__C0EVS1__ERS852450_02297
ERR1913287.47767__1.47767	39491__A0A2U2EED4__ERS852580_01584
ERR1913287.47731__1.47731	39491__A0A396FE96__EUR_00280
ERR1913287.47736__1.47736	40518__R5E426__DXD93_04485
ERR1913287.48318__1.48318	33043__A0A174A481__ERS852400_01067
ERR1913287.48289__1.48289	1262803__R6NYF7__BN649_02038
ERR1913287.48295__1.48295	165179__A0A3E5EAT2__DXC61_07585
ERR1913287.48522__1.48522	1550024__G9RPS1__TQ39_05000
ERR1913287.48834__1.48834	1262824__R6RY19__BN719_00373
ERR1913287.48913__1.48913	39491__A0A395V5L2__ERE_28270
ERR1913287.49361__1.49361	1262743__R5C9V1__BN727_02345
ERR1913287.49386__1.49386	28052__A0A174MSU9__ERS852499_02010
ERR1913287.49625__1.49625	39491__A0A395V0H6__ERS852580_02570
ERR1913287.49747__1.49747	165179__A0A3E5EDV6__DXC61_03365
ERR1913287.49986__1.49986	165179__A0A3E5DZD8__DXB80_09150
ERR1913287.50189__1.50189	28117__B0MU53__ALIPUT_00569
ERR1913287.50198__1.50198	28117__B0MXQ6__ALIPUT_01917
ERR1913287.50176__1.50176	165179__A0A174MTF2__DXC61_13200
ERR1913287.50236__1.50236	165179__A0A3E5E5M2__PREVCOP_03530
ERR1913287.50237__1.50237	28117__B0MYW7__ALIPUT_02336
ERR1913287.50338__1.50338	46503__A7AB74__DD461_00855
ERR1913287.50362__1.50362	39491__A0A395V0E5__ERE_31370
ERR1913287.50594__1.50594	33043__A0A374K1H3__ykoD_2
ERR1913287.50688__1.50688	384638__B7AN60__BACPEC_00112
ERR1913287.50698__1.50698	1628085__A0A374VLY7__C7386_10688
ERR1913287.50702__1.50702	165179__A0A174WGF6__PREVCOP_04095
ERR1913287.50703__1.50703	39491__D6E2U1__EUBREC_3278
ERR1913287.50734__1.50734	165179__A0A229I740__DXC61_10430
ERR1913287.50802__1.50802	165179__A0A3E5E189__PREVCOP_06699
ERR1913287.50837__1.50837	1150298__R7JTW4__yvhJ
ERR1913287.50855__1.50855	884684__GCA_002892425.1_01408
ERR1913287.51119__1.51119	39491__D4JMW8__ERS852497_01971
ERR1913287.51329__1.51329	33043__A0A174DAG8__dapF
ERR1913287.51453__1.51453	360807__C0FYZ7__ERS852444_03522
ERR1913287.51463__1.51463	384639__GCA_003096855.1_00995
ERR1913287.51722__1.51722	165179__R6BQP4__DXC61_02015
ERR1913287.51706__1.51706	43675__D2NS84__ROTMU0001_0874
ERR1913287.51835__1.51835	165179__A0A229I1J2__DXB80_03950
ERR1913287.51897__1.51897	1262992__R5CXM7__BN795_01016
ERR1913287.51929__1.51929	333367__C0CW13__CLOSTASPAR_01167
ERR1913287.52080__1.52080	165179__D1PEQ5__PREVCOP_05711
ERR1913287.52167__1.52167	165179__A0A3E5EDS1__DXC61_03115
ERR1913287.52205__1.52205	328814__GCA_004558275.1_00991
ERR1913287.52182__1.52182	1262777__R5VSR4__BN512_01577
ERR1913287.52290__1.52290	33043__A0A173ZL29__ERS852386_01345
ERR1913287.52291__1.52291	39491__A0A395ZIT8__EUR_13460
ERR1913287.52295__1.52295	165179__D1PC26__PREVCOP_04756
ERR1913287.52335__1.52335	1262882__R5N4I5__BN519_01288
ERR1913287.52339__1.52339	46503__R6XCJ0__PARMER_01847
ERR1913287.52352__1.52352	28117__B0MXW9__ALIPUT_01981
ERR1913287.52315__1.52315	84030__D6DHR7__B5F06_03145
ERR1913287.52370__1.52370	745368__A0A1T4Y5S3__SAMN02745178_02736
ERR1913287.52450__1.52450	165179__A0A174MTF2__DXC61_13200
ERR1913287.52461__1.52461	165179__D1P9T6__PREVCOP_04016
ERR1913287.52654__1.52654	39491__A0A395ZGU6__ERS852417_01456
ERR1913287.52725__1.52725	853__D4JY61__C4N21_10560
ERR1913287.52756__1.52756	239935__A0A139TT05__CXU09_03335
ERR1913287.52978__1.52978	40518__R5DXP6__DXD83_06110
ERR1913287.53056__1.53056	40518__R5E0G0__RBATCC27255_01787
ERR1913287.53226__1.53226	1262803__R6PR80__BN649_00467
ERR1913287.53347__1.53347	165179__A0A3E5EBQ2__DXC61_01930
ERR1913287.53311__1.53311	39492__D4JVG1__ERS852540_00951
ERR1913287.53333__1.53333	165179__D1P8K1__DXB80_06045
ERR1913287.53471__1.53471	28117__B0MTY2__BHV66_06485
ERR1913287.53687__1.53687	853__A0A174UDE9__C4N25_12775
ERR1913287.53972__1.53972	28117__B0MWH8__BHV66_01330
ERR1913287.54059__1.54059	33043__D5HGR0__rpfC_2
ERR1913287.54301__1.54301	165179__A0A3E5E189__PREVCOP_06699
ERR1913287.54550__1.54550	649756__D4MUE9__ERS852425_03110
ERR1913287.54564__1.54564	39491__A0A395UZZ5__htpG_1
ERR1913287.54680__1.54680	40518__R5DU52__RB5AMG_02245
ERR1913287.54608__1.54608	33043__D5HIA8__ERS852575_01867
ERR1913287.54727__1.54727	165179__A0A3E5E7D5__PREVCOP_03928
ERR1913287.54811__1.54811	360807__C0FPN7__ERS852444_02993
ERR1913287.54821__1.54821	39492__D4MMN2__EUBSIR_00964
ERR1913287.54880__1.54880	853__A0A3E2V168__FAEPRAM212_00929
ERR1913287.54896__1.54896	1965560__A0A1Y4RKV5__B5E82_08630
ERR1913287.54900__1.54900	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913287.55231__1.55231	649756__R7C5S2__CL2_01190
ERR1913287.55307__1.55307	1262911__R6HMT5__BN557_00797
ERR1913287.55320__1.55320	39492__D4JW10__pppA
ERR1913287.55340__1.55340	39491__A0A395V397__EUR_09960
ERR1913287.55379__1.55379	1780381__A0A143ZT54__ribU_1
ERR1913287.55416__1.55416	626940__E8LG74__BN587_01686
ERR1913287.55410__1.55410	39488__A0A173UR01__ERS852450_02793
ERR1913287.55607__1.55607	165179__A0A3E5EB26__CFT61_02800
ERR1913287.55642__1.55642	165179__A0A3E5A554__DXB80_13805
ERR1913287.55683__1.55683	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913287.55764__1.55764	1262743__R5C564__BN727_01104
ERR1913287.55780__1.55780	165179__D1PAJ7__PREVCOP_04222
ERR1913287.55977__1.55977	106588__A6P303__BACCAP_04887
ERR1913287.56134__1.56134	1262803__R6PFI3__BN649_01044
ERR1913287.56297__1.56297	46228__V8BRH7__RUMLAC_01261
ERR1913287.56364__1.56364	39491__A0A395UZZ5__htpG_1
ERR1913287.56386__1.56386	33043__D5HGR0__rpfC_2
ERR1913287.56558__1.56558	853__A0A2A6Z8X1__FPR_03410
ERR1913287.56574__1.56574	360807__C0FZC5__ROSEINA2194_04122
ERR1913287.56591__1.56591	360807__A0A0M6WIS4__ROSEINA2194_02000
ERR1913287.56756__1.56756	46228__B5CN49__HMPREF1202_00029
ERR1913287.56797__1.56797	165179__A0A174NK27__PREVCOP_06433
ERR1913287.56872__1.56872	33043__A0A173QXC2__hyaD_1
ERR1913287.57285__1.57285	39491__A0A174IJH1__DXB76_01865
ERR1913287.57314__1.57314	33043__A0A174H5E3__ERS852400_02880
ERR1913287.57344__1.57344	39491__A0A395ZG74__licR
ERR1913287.57436__1.57436	1262743__R5C9H2__BN727_02240
ERR1913287.57487__1.57487	165179__A0A3E5EBV0__DXB80_01745
ERR1913287.57502__1.57502	165179__D1PCL6__DXB80_13435
ERR1913287.57691__1.57691	1897011__A0A1Q6RIQ1__BHW41_00490
ERR1913287.57780__1.57780	33043__D5HIL8__ERS852386_02009
ERR1913287.57784__1.57784	301301__A0A395VA74__RHOM_00280
ERR1913287.57720__1.57720	28052__A0A174YME0__acm_2
ERR1913287.57861__1.57861	39491__A0A173QT73__alaS_2
ERR1913287.57825__1.57825	820__A0A139K4W5__HMPREF2141_02394
ERR1913287.57827__1.57827	239935__A0A2N8ITG2__Amuc_0335
ERR1913287.57894__1.57894	1262803__R6NA32__BN649_01196
ERR1913287.57950__1.57950	165179__A0A229I2W6__PREVCOP_04332
ERR1913287.58046__1.58046	410072__C0B785__ERS852574_00808
ERR1913287.58214__1.58214	28118__F9Z750__Odosp_3044
ERR1913287.58172__1.58172	39491__C4ZCH3__EUR_17560
ERR1913287.58225__1.58225	39492__D4JTF2__mutS2
ERR1913287.58368__1.58368	28117__B0MTH2__ALIPUT_00061
ERR1913287.58492__1.58492	487174__K0XH97__HMPREF9448_01909
ERR1913287.58683__1.58683	853__A0A173T6P2__DWZ46_14595
ERR1913287.58727__1.58727	33043__A0A174DAG8__dapF
ERR1913287.58696__1.58696	239935__A0A139TQT9__Amuc_1197
ERR1913287.58796__1.58796	301302__A0A0M6WRT7__ERS852420_02104
ERR1913287.58966__1.58966	371601__A0A1Y4VA23__SAMN04487924_1246
ERR1913287.59019__1.59019	165179__A0A3E5EDP4__DXB80_05800
ERR1913287.59083__1.59083	28052__A0A174M4Z9__blaR1
ERR1913287.59085__1.59085	28052__A0A174YYK2__ERS852451_01810
ERR1913287.59097__1.59097	39491__A0A395ZDC6__addB
ERR1913287.59513__1.59513	46503__R5DM05__DD461_09230
ERR1913287.59522__1.59522	1263000__R5EHB0__BN466_01647
ERR1913287.59634__1.59634	1262803__R6NI66__BN649_01917
ERR1913287.59668__1.59668	165179__A0A3E5A832__DXC61_13685
ERR1913287.59752__1.59752	33043__A0A174BBC4__ERS852575_02261
ERR1913287.59904__1.59904	165179__A0A174WRI9__DXB80_04870
ERR1913287.59842__1.59842	33043__D5HIA8__ERS852575_01867
ERR1913287.59865__1.59865	33043__A0A174FIJ8__ERS852445_02217
ERR1913287.59965__1.59965	165179__A0A3E5A832__DXC61_13685
ERR1913287.59950__1.59950	165179__D1PCT4__DXB80_09470
ERR1913287.60455__1.60455	116085__D4J4G2__DW747_15550
ERR1913287.60563__1.60563	28116__D7J6B1__B5F02_07870
ERR1913287.60613__1.60613	33043__A0A374K1H3__ykoD_2
ERR1913287.60810__1.60810	1262743__R5C3Y4__BN727_00723
ERR1913287.60980__1.60980	40518__R5DVL2__penA
ERR1913287.60959__1.60959	39491__A0A395V0X2__EUBREC_3007
ERR1913287.61238__1.61238	626940__E8LB53__holA
ERR1913287.61209__1.61209	165179__D1PC26__PREVCOP_04756
ERR1913287.61221__1.61221	823__A0A355XKQ8__DHP27_04010
ERR1913287.61260__1.61260	28117__B0MU58__BHV66_05630
ERR1913287.61335__1.61335	28052__A0A174I4I1__ERS852499_00646
ERR1913287.61380__1.61380	165179__A0A3E4SEG4__DXC61_11235
ERR1913287.61421__1.61421	39492__D4JRV7__EUBSIR_01513
ERR1913287.61436__1.61436	33043__A0A174DSP1__essC_2
ERR1913287.61601__1.61601	165179__A0A3E5AEF7__DXC61_05000
ERR1913287.61943__1.61943	2293125__A0A374CA90__DW917_07695
ERR1913287.61897__1.61897	39492__D4JUJ6__ssuB_2
ERR1913287.62004__1.62004	28052__R7NF69__ERS852451_02189
ERR1913287.61949__1.61949	1263000__R5EKG2__BN466_02040
ERR1913287.62056__1.62056	2293125__A0A374C0H7__DW917_10480
ERR1913287.62183__1.62183	165179__A0A174IHQ2__PREVCOP_05478
ERR1913287.62276__1.62276	33043__D5HH34__ERS852386_00170
ERR1913287.62346__1.62346	2293125__A0A374CA90__DW917_07695
ERR1913287.62309__1.62309	1262924__R7HTA4__BN585_00391
ERR1913287.62473__1.62473	853__D4KAK8__C4N21_13380
ERR1913287.62476__1.62476	360807__A0A1Q6T8A0__mepA_13
ERR1913287.62485__1.62485	39485__A0A175A403__EUBELI_20577
ERR1913287.62538__1.62538	1262911__R6HN81__BN557_00921
ERR1913287.62542__1.62542	1263000__R5ESM1__BN466_01440
ERR1913287.62571__1.62571	33043__D5HDY1__cdd
ERR1913287.62760__1.62760	165179__A0A174SR12__DXB80_04410
ERR1913287.62766__1.62766	165179__A0A3E5DN34__DXC61_07865
ERR1913287.62917__1.62917	39491__A0A395V2P3__DXB69_08700
ERR1913287.62926__1.62926	1262911__R6HLR5__BN557_00628
ERR1913287.63068__1.63068	147206__GCF_000156215.1_01387
ERR1913287.63118__1.63118	33043__A0A374K1H3__ykoD_2
ERR1913287.63126__1.63126	410072__A0A174E1G6__phoR_6
ERR1913287.63236__1.63236	1262911__R6HMT5__BN557_00797
ERR1913287.63329__1.63329	853__A0A2A7ATM9__DWZ89_13645
ERR1913287.63349__1.63349	33043__D5HEE1__ERS852386_01671
ERR1913287.63300__1.63300	165179__D1PE06__DXC61_05975
ERR1913287.63407__1.63407	165179__A0A3E5DR10__DXC61_03505
ERR1913287.63429__1.63429	33043__D5HJ22__ERS852575_02302
ERR1913287.63464__1.63464	28052__A0A174YZ18__ERS852499_01382
ERR1913287.63564__1.63564	39491__A0A3E4E7C5__DXB69_03255
ERR1913287.63601__1.63601	39491__A0A173SH34__EUR_24920
ERR1913287.63696__1.63696	40518__R5DTJ1__DXD86_03635
ERR1913287.64304__1.64304	39491__A0A396FNY7__LD38_16155
ERR1913287.64286__1.64286	165179__A0A3E5E9I4__DXB80_09745
ERR1913287.64617__1.64617	165179__D1P9T6__PREVCOP_04016
ERR1913287.64621__1.64621	165179__W1I4H6__DXB80_13655
ERR1913287.64806__1.64806	165179__A0A174UTZ7__DXC61_06705
ERR1913287.64793__1.64793	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1913287.64892__1.64892	28117__B0MWP2__ALIPUT_01468
ERR1913287.65029__1.65029	1262803__R6NN27__BN649_00619
ERR1913287.65045__1.65045	165179__A0A3E5A554__DXB80_13805
ERR1913287.65020__1.65020	821__A0A3E4WAR6__DXD64_10735
ERR1913287.65180__1.65180	39491__A0A395UWZ1__DXC13_02175
ERR1913287.65213__1.65213	40518__R5DZ88__DXD93_06320
ERR1913287.65339__1.65339	40518__R5DQD6__DXD83_09060
ERR1913287.65368__1.65368	165179__A0A3E5DZD8__DXB80_09150
ERR1913287.65622__1.65622	40518__R5DZC6__mreC
ERR1913287.65627__1.65627	1262911__R6GTG0__BN557_01247
ERR1913287.65732__1.65732	33043__A0A173WU55__ganB_2
ERR1913287.65756__1.65756	165179__A0A3E5DR10__DXC61_03505
ERR1913287.65803__1.65803	39488__C0F0P7__ERS852578_02651
ERR1913287.65959__1.65959	40518__R5E282__DXD86_08940
ERR1913287.65991__1.65991	46503__R6Y8M7__ERS852463_01228
ERR1913287.66009__1.66009	216816__A0A2N0SME6__BLIF_1881
ERR1913287.66071__1.66071	649756__A0A174F5S4__ecfA2
ERR1913287.66161__1.66161	165179__A0A174W369__PREVCOP_04548
ERR1913287.66188__1.66188	360807__A0A173R6E5__ERS852444_00251
ERR1913287.66289__1.66289	360807__A0A173WJE3__mcp4_4
ERR1913287.66400__1.66400	33043__A0A173YEP6__ERS852575_00888
ERR1913287.66546__1.66546	357276__D1JZM4__HMPREF1065_01278
ERR1913287.66683__1.66683	165179__A0A3E5E8N5__DXC61_13460
ERR1913287.66603__1.66603	40518__R5DVR2__RBL236_00303
ERR1913287.66751__1.66751	1628085__A0A374VQ80__C7386_10352
ERR1913287.66691__1.66691	39492__D4JTG7__EUBSIR_00572
ERR1913287.67149__1.67149	165179__A0A3E5DZA5__DXB80_12550
ERR1913287.67182__1.67182	649756__B0NZI4__DCR88_08000
ERR1913287.67254__1.67254	165179__A0A3E5ED28__PREVCOP_06655
ERR1913287.67302__1.67302	35517__V1CF97__HMPREF9089_01002
ERR1913287.67552__1.67552	1262803__R6P0X6__BN649_00395
ERR1913287.67600__1.67600	552398__F4XCQ4__HMPREF0866_01621
ERR1913287.67809__1.67809	28117__B0MY45__ALIPUT_02164
ERR1913287.67842__1.67842	1263000__R5EDV4__BN466_01097
ERR1913287.67887__1.67887	1262945__R6YTV0__BN600_01131
ERR1913287.68165__1.68165	853__A0A174BZY1__xerD_1
ERR1913287.68192__1.68192	28117__B0MY82__BHV66_04755
ERR1913287.68231__1.68231	39492__D4JQS7__ERS852540_01645
ERR1913287.68431__1.68431	239935__A0A139TMD2__CXU18_02250
ERR1913287.68358__1.68358	39491__A0A173SH34__EUR_24920
ERR1913287.68371__1.68371	33043__A0A173WXS1__ERS852445_00262
ERR1913287.68873__1.68873	165179__A0A174W369__PREVCOP_04548
ERR1913287.69021__1.69021	28052__A0A174MH21__ERS852499_01905
ERR1913287.69040__1.69040	33043__A0A174CV49__ERS852386_02395
ERR1913287.69152__1.69152	165179__D1PE06__DXC61_05975
ERR1913287.69248__1.69248	33043__A0A174CC83__ERS852575_02077
ERR1913287.69358__1.69358	853__A0A174C5M1__CGS58_04460
ERR1913287.69344__1.69344	33043__D5HHY4__luxQ_1
ERR1913287.69454__1.69454	187979__A0A173XVI6__cbbX
ERR1913287.70048__1.70048	28117__B0MTV5__BHV66_06415
ERR1913287.70049__1.70049	39491__R6TQ09__DXC13_03010
ERR1913287.70058__1.70058	649756__D4MW28__cap8A
ERR1913287.70237__1.70237	1262743__R5CEH5__BN727_01269
ERR1913287.70266__1.70266	239935__A0A2N8ITW6__CXT91_06265
ERR1913287.70287__1.70287	301302__A0A173T010__M72_26571
ERR1913287.70432__1.70432	39496__A5Z8C5__EUBVEN_01966
ERR1913287.70510__1.70510	357276__A0A076IN30__DXD47_09350
ERR1913287.70762__1.70762	28117__B0MU57__ALIPUT_00175
ERR1913287.70824__1.70824	28052__R6KXH8__ERS852451_00168
ERR1913287.71026__1.71026	360807__C0G083__ROSEINA2194_04432
ERR1913287.71089__1.71089	39491__A0A396FKI0__DXC13_11560
ERR1913287.71174__1.71174	165179__D1PGD2__DXC61_10875
ERR1913287.71257__1.71257	328814__GCA_004558275.1_01002
ERR1913287.71219__1.71219	40518__R5DX31__DXD86_09775
ERR1913287.71349__1.71349	28052__A0A174IP79__gmr_4
ERR1913287.71406__1.71406	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913287.71488__1.71488	40518__R5DWH8__DXD86_04530
ERR1913287.71628__1.71628	239935__A0A139TPG3__CXT86_08810
ERR1913287.71902__1.71902	360807__A0A173R6V5__ROSEINA2194_00471
ERR1913287.72007__1.72007	1262746__R5SDA5__BN750_00670
ERR1913287.72121__1.72121	165179__W1I4H6__DXB80_13655
ERR1913287.72081__1.72081	165179__R6BQP4__DXC61_02015
ERR1913287.72320__1.72320	39488__A0A173UQ83__mutY
ERR1913287.72356__1.72356	165179__A0A174NK27__PREVCOP_06433
ERR1913287.72390__1.72390	165179__D1PES9__DXB80_11585
ERR1913287.72526__1.72526	39492__D4JU49__ERS852540_00175
ERR1913287.72637__1.72637	823__A6LBY1__ERS852380_00510
ERR1913287.72610__1.72610	165179__A0A174W369__PREVCOP_04548
ERR1913287.72747__1.72747	572010__group_1977
ERR1913287.72854__1.72854	28117__B0N028__BHV66_05935
ERR1913287.72930__1.72930	1262929__R6FTR6__BN691_00242
ERR1913287.73034__1.73034	410072__C0B4V0__ERS852481_02420
ERR1913287.73103__1.73103	40518__R5DVL2__penA
ERR1913287.73170__1.73170	33043__A0A173S5P8__ERS852445_00566
ERR1913287.73272__1.73272	239935__A0A2N8IRL2__CXU06_01170
ERR1913287.73402__1.73402	410072__A0A174JVM9__COPCOM_00443
ERR1913287.73705__1.73705	1262911__R6GPC5__BN557_00852
ERR1913287.73708__1.73708	301302__R5UQK8__M72_11501
ERR1913287.73849__1.73849	1262948__R7E8C2__BN671_01914
ERR1913287.73955__1.73955	33043__D5HF50__ERS852386_02415
ERR1913287.74087__1.74087	33043__A0A174BZH6__ERS852400_01477
ERR1913287.74388__1.74388	165179__A0A3E5E7J5__DXC61_10360
ERR1913287.74375__1.74375	239935__A0A2N8HT44__CXT84_11035
ERR1913287.74543__1.74543	165179__A0A3E5E5H1__DXC61_07220
ERR1913287.74595__1.74595	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913287.74636__1.74636	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913287.74638__1.74638	28117__B0MWP2__ALIPUT_01468
ERR1913287.74725__1.74725	1262924__R7HKP8__BN585_01113
ERR1913287.74732__1.74732	165179__A0A3E4S980__PREVCOP_04626
ERR1913287.74845__1.74845	360807__A0A173T4V2__ROSEINA2194_02477
ERR1913287.75032__1.75032	28117__B0MWX3__BHV66_03010
ERR1913287.75218__1.75218	1262803__R6ND41__BN649_01257
ERR1913287.75324__1.75324	239935__A0A2N8IF99__lpdA
ERR1913287.75384__1.75384	33043__D5HDZ9__ERS852386_00394
ERR1913287.75564__1.75564	1262924__R7HQX0__BN585_00307
ERR1913287.75663__1.75663	39491__A0A396FKG5__DXB76_07455
ERR1913287.75823__1.75823	33043__A0A174BLU4__ERS852386_02221
ERR1913287.75838__1.75838	338188__C9KTQ6__BACFIN_05559
ERR1913287.75980__1.75980	165179__A0A3E5A5E5__DXC61_13965
ERR1913287.76053__1.76053	165179__A0A174WGF6__PREVCOP_04095
ERR1913287.76107__1.76107	165179__R6XIF8__DXC61_07265
ERR1913287.76193__1.76193	165179__D1P9T6__PREVCOP_04016
ERR1913287.76341__1.76341	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913287.76397__1.76397	239935__A0A2N8HUU6__CXT90_06150
ERR1913287.76406__1.76406	39491__A0A395UXH0__EUBREC_0021
ERR1913287.76455__1.76455	820__A0A078S569__gmhB
ERR1913287.76603__1.76603	1965629__A0A1Y4B8Y3__B5F88_18835
ERR1913287.76639__1.76639	1263011__R6E4R4__BN553_00586
ERR1913287.76666__1.76666	165179__D1P9T6__PREVCOP_04016
ERR1913287.76678__1.76678	821__C6ZAA5__ERS852556_00403
ERR1913287.76684__1.76684	39492__D4JWX2__accB
ERR1913287.76767__1.76767	360807__A0A0M6X1Y4__ROSEINA2194_02133
ERR1913287.76870__1.76870	165179__D1PDJ4__DXB80_08505
ERR1913287.76920__1.76920	39492__D4JWD3__EUBSIR_00151
ERR1913287.76921__1.76921	239935__A0A2N8HH03__CXU09_08875
ERR1913287.76938__1.76938	1262803__R6PNM6__BN649_02050
ERR1913287.77104__1.77104	39492__D4JVG1__ERS852540_00951
ERR1913287.77465__1.77465	165179__D1PDJ4__DXB80_08505
ERR1913287.77524__1.77524	1796652__ltrA_3
ERR1913287.77646__1.77646	165179__A0A3E5A554__DXB80_13805
ERR1913287.77781__1.77781	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913287.77919__1.77919	187979__A0A173XVU1__ERS852385_00755
ERR1913287.77993__1.77993	328814__GCA_004558275.1_00073
ERR1913287.78015__1.78015	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913287.78111__1.78111	165179__A0A3E5AE59__DXC61_12885
ERR1913287.78178__1.78178	55565__G9PGZ2__HMPREF1978_00401
ERR1913287.78219__1.78219	1628085__A0A374VS54__C7386_101156
ERR1913287.78252__1.78252	39492__D4JSA4__ERS852540_00596
ERR1913287.78613__1.78613	360807__C0G081__ERS852444_03377
