ERR1913225.225__1.225	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913225.51123__1.51123	820__A0A3E4WCC2__lptB_1
ERR1913225.51823__1.51823	40520__A0A174Q336__RUMOBE_02539
ERR1913225.52052__1.52052	820__A0A3E5E0T0__ERS852554_00312
ERR1913225.52065__1.52065	218538__C9LPD3__GCWU000321_01411
ERR1913225.52358__1.52358	2293125__A0A374BZ93__DW917_11205
ERR1913225.52559__1.52559	1262911__R6GT76__BN557_01150
ERR1913225.52650__1.52650	1262942__R7QZL1__BN520_02168
ERR1913225.52744__1.52744	301301__A0A395VG51__RHOM_05870
ERR1913225.52767__1.52767	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913225.53167__1.53167	40518__R5DWH8__DXD86_04530
ERR1913225.53192__1.53192	384638__B7AN60__BACPEC_00112
ERR1913225.53299__1.53299	820__A0A3E4VZF8__C801_00319
ERR1913225.53316__1.53316	1150298__A0A174PC05__ERS852498_00682
ERR1913225.53388__1.53388	40520__A0A3E5EFD7__ERS852394_01582
ERR1913225.53852__1.53852	33043__D5HGR0__rpfC_2
ERR1913225.53991__1.53991	853__A0A3E2V168__FAEPRAM212_00929
ERR1913225.54048__1.54048	853__C7H7F8__yccM_1
ERR1913225.54163__1.54163	40520__R7D7V1__DXC87_12020
ERR1913225.54506__1.54506	487174__K0X3H8__HMPREF9448_02822
ERR1913225.54542__1.54542	1262761__R6RU22__BN606_01110
ERR1913225.54549__1.54549	39492__D4JTH4__ERS852540_00702
ERR1913225.54653__1.54653	39492__D4JQS7__ERS852540_01645
ERR1913225.54656__1.54656	1262942__R7QW45__BN520_01921
ERR1913225.54661__1.54661	2293125__A0A374CHT4__DW917_03485
ERR1913225.54826__1.54826	39485__A0A175A403__EUBELI_20577
ERR1913225.55315__1.55315	820__A0A078S4C2__ERS417307_00828
ERR1913225.55595__1.55595	1262761__R6RMH1__BN606_00005
ERR1913225.55621__1.55621	820__A0A174B4N2__M093_2531
ERR1913225.55625__1.55625	820__A0A139K4T0__ERS852510_03146
ERR1913225.55743__1.55743	820__A0A3E4G826__C801_01612
ERR1913225.55829__1.55829	552398__F4XCQ4__HMPREF0866_01621
ERR1913225.56016__1.56016	820__A0A173YYG4__evgS_3
ERR1913225.56161__1.56161	116085__D4J740__DW747_11625
ERR1913225.56182__1.56182	820__A7V049__DXB48_04755
ERR1913225.56638__1.56638	1262761__R6QU78__BN606_01972
ERR1913225.56844__1.56844	28118__F9Z410__NCTC10826_01196
ERR1913225.56924__1.56924	1262911__R6H212__BN557_01031
ERR1913225.56981__1.56981	1262761__R6R3I7__BN606_01771
ERR1913225.57114__1.57114	2293125__A0A374CFZ2__DW917_03445
ERR1913225.57159__1.57159	46228__B5CP91__RUMLAC_01282
ERR1913225.57285__1.57285	33043__A8SQU6__ERS852386_01237
ERR1913225.57314__1.57314	820__A0A3E4W4W5__ERS852554_02179
ERR1913225.57445__1.57445	2293125__A0A374C3L4__DW917_09100
ERR1913225.57733__1.57733	1262761__R6QW14__BN606_00877
ERR1913225.57953__1.57953	39492__A0A174ZYY6__EUBSIR_02510
ERR1913225.58056__1.58056	165179__A0A3E5A5E5__DXC61_13965
ERR1913225.58122__1.58122	853__A0A173YYY4__DWZ04_09420
ERR1913225.58242__1.58242	1501391__GCA_000786575.1_00103
ERR1913225.58276__1.58276	1501391__GCA_000786575.1_00137
ERR1913225.58419__1.58419	1262777__R5VQJ8__BN512_00852
ERR1913225.58749__1.58749	820__A0A139KHX1__HMPREF2141_00289
ERR1913225.59226__1.59226	33043__A0A173WWJ5__ERS852386_00339
ERR1913225.59241__1.59241	39485__C4Z6K2__ERS852490_00407
ERR1913225.59297__1.59297	1262988__R7N3Z1__BN816_00044
ERR1913225.59306__1.59306	1263044__GCA_000433375.1_03425
ERR1913225.59345__1.59345	820__A0A3E4VXP2__yesR
ERR1913225.59475__1.59475	371601__A0A139LNL6__ERS852396_04350
ERR1913225.59611__1.59611	1262911__R6GPB1__BN557_00837
ERR1913225.59734__1.59734	1262761__R6RML5__BN606_00248
ERR1913225.59780__1.59780	1160721__W0U7A0__parB2
ERR1913225.59901__1.59901	853__C7H1R8__DW905_06675
ERR1913225.60314__1.60314	1263107__GCA_000436995.1_00102
ERR1913225.60245__1.60245	39485__A0A174ZA72__glgB_1
ERR1913225.60263__1.60263	301301__A0A395VC27__adaA_5
ERR1913225.60486__1.60486	1501391__GCA_000786575.1_00152
ERR1913225.60724__1.60724	556259__E5C7G5__BSGG_0441
ERR1913225.60783__1.60783	40518__R5E7G3__DXD86_03405
ERR1913225.60821__1.60821	39485__A0A174ZNZ2__ERS852492_02345
ERR1913225.60839__1.60839	74426__nifJ
ERR1913225.60842__1.60842	39485__A0A174Z851__cdaR_1
ERR1913225.60962__1.60962	360807__A0A173YJ94__ERS852444_03492
ERR1913225.61155__1.61155	1160721__W0U4N8__RBI_I00805
ERR1913225.61252__1.61252	820__A0A3E4IBC1__M094_0628
ERR1913225.61407__1.61407	2293125__A0A374CFZ2__DW917_03445
ERR1913225.61354__1.61354	1262942__R7QXW7__BN520_01310
ERR1913225.61503__1.61503	410072__C0B801__mucD
ERR1913225.61561__1.61561	214856__A0A173YDP1__ERS852559_00120
ERR1913225.61684__1.61684	2293125__A0A374C7Q7__DW917_07770
ERR1913225.61756__1.61756	39485__C4Z0I4__ERS852492_00258
ERR1913225.62170__1.62170	239935__A0A2N8IG27__CXT85_07805
ERR1913225.62108__1.62108	239935__B2UPZ6__CXU03_03800
ERR1913225.62526__1.62526	2293125__A0A374CHT4__DW917_03485
ERR1913225.62538__1.62538	28116__A7LXU0__HMPREF1070_00358
ERR1913225.62609__1.62609	2293125__A0A374CII0__DW917_03470
ERR1913225.62731__1.62731	1262992__R5D2Z2__BN795_00316
ERR1913225.62982__1.62982	1262988__R7N1E2__BN816_00832
ERR1913225.63291__1.63291	820__A0A396EUU8__luxQ_3
ERR1913225.63248__1.63248	820__A0A3E4HWJ4__DXD40_05945
ERR1913225.63541__1.63541	2293125__A0A374CJ13__DW917_03145
ERR1913225.63748__1.63748	40518__R5DR96__RBATCC27255_01185
ERR1913225.63807__1.63807	33043__A0A173WWJ5__ERS852386_00339
ERR1913225.63953__1.63953	1965650__A0A1Y3VBL3__B5G16_10325
ERR1913225.63969__1.63969	820__A0A174A6K0__M093_0079
ERR1913225.64034__1.64034	1263000__R5EIH8__BN466_01210
ERR1913225.64169__1.64169	820__A0A396EUU8__luxQ_3
ERR1913225.64273__1.64273	1262889__R7HA08__BN634_00271
ERR1913225.64412__1.64412	562__P76135__CTY41_23560
ERR1913225.64700__1.64700	1262988__R7N324__BN816_01933
ERR1913225.64821__1.64821	239935__A0A2N8HZW2__A4V05_11120
ERR1913225.64962__1.64962	820__A7V092__hldE
ERR1913225.65107__1.65107	1263000__R5EMM7__BN466_00616
ERR1913225.65175__1.65175	165179__A0A229I7F5__DXB80_02650
ERR1913225.65421__1.65421	820__A0A396EWL3__ERS417307_03868
ERR1913225.65458__1.65458	2293125__A0A374C9I8__DW917_06795
ERR1913225.65636__1.65636	1150298__R7JU23__ERS852498_02342
ERR1913225.65676__1.65676	820__A0A3E4VXP2__yesR
ERR1913225.66066__1.66066	418240__D4LQH5__ERS852478_00800
ERR1913225.66082__1.66082	28116__A0A1Y4Q112__evgS_13
ERR1913225.66199__1.66199	1262911__R6H1A6__BN557_01286
ERR1913225.66214__1.66214	214856__R6Y2Y4__ERS852447_01086
ERR1913225.66496__1.66496	1501391__GCA_000786575.1_00146
ERR1913225.66643__1.66643	1720294__A0A3E3J067__DWY69_07635
ERR1913225.67097__1.67097	1262743__R5C054__BN727_01980
ERR1913225.67168__1.67168	884684__GCA_002892425.1_01408
ERR1913225.67179__1.67179	820__A0A3E4W9D9__B5G17_12400
ERR1913225.67211__1.67211	214856__R6Z288__ERS852447_00734
ERR1913225.67316__1.67316	821__A0A0N7J7X2__SAMN04487923_101621
ERR1913225.67260__1.67260	820__A0A174F696__macB_13
ERR1913225.67327__1.67327	39488__A0A285PUH7__ERS852450_00520
ERR1913225.67431__1.67431	1262761__R6QND7__BN606_00927
ERR1913225.67484__1.67484	165179__A0A229I9X5__CFT61_01205
ERR1913225.67488__1.67488	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913225.67557__1.67557	1501391__GCA_000786575.1_00018
ERR1913225.67527__1.67527	820__A0A1Q6IDS8__chtA
ERR1913225.67669__1.67669	28118__F9Z410__NCTC10826_01196
ERR1913225.67760__1.67760	357276__I8WFU9__BACDOR_02006
ERR1913225.67773__1.67773	821__C6Z087__DXB90_00750
ERR1913225.67726__1.67726	88431__A0A174G8Q6__ERS852526_02711
ERR1913225.67717__1.67717	820__A0A139KEW8__DXB64_06405
ERR1913225.67927__1.67927	1501391__GCA_000786575.1_00120
ERR1913225.68132__1.68132	246787__A0A0P0FV02__AA416_03728
ERR1913225.68112__1.68112	218538__C9LNQ3__GCWU000321_01176
ERR1913225.68113__1.68113	1150298__A0A174DX06__ERS852498_00491
ERR1913225.68331__1.68331	1262889__R7HD84__BN634_01675
ERR1913225.68508__1.68508	820__A0A3E4W980__M093_3873
ERR1913225.68523__1.68523	39485__R5ZRT8__gmr_6
ERR1913225.68606__1.68606	1501391__GCA_000786575.1_00067
ERR1913225.68748__1.68748	1160721__W0U4W5__BHW50_05260
ERR1913225.68752__1.68752	218538__C9LL79__GCWU000321_00015
ERR1913225.68842__1.68842	1263107__GCA_000436995.1_00198
ERR1913225.68996__1.68996	821__A6L0C7__ERS852556_03520
ERR1913225.69086__1.69086	1501391__GCA_000786575.1_00060
ERR1913225.69182__1.69182	39488__A0A285PVH6__EUBHAL_00530
ERR1913225.69275__1.69275	1628085__A0A2U1BCV0__C7386_1063
ERR1913225.69293__1.69293	2293125__A0A374CII6__DW917_03460
ERR1913225.69534__1.69534	1262944__R7ILU4__BN596_00763
ERR1913225.69852__1.69852	2293125__A0A374BSW4__DW917_13420
ERR1913225.69859__1.69859	39485__R5ZRN3__ERS852490_00208
ERR1913225.69890__1.69890	1262761__R6RU22__BN606_01110
ERR1913225.69920__1.69920	1262911__R6GR13__BN557_00618
ERR1913225.69930__1.69930	39485__C4Z6K2__ERS852490_00407
ERR1913225.69975__1.69975	1501391__GCA_000786575.1_00008
ERR1913225.69999__1.69999	1262889__R7HA08__BN634_00271
ERR1913225.70043__1.70043	745368__A0A1T4XQU7__SAMN02745178_02180
ERR1913225.70113__1.70113	853__A0A3E2V168__FAEPRAM212_00929
ERR1913225.70186__1.70186	2293125__A0A374BRB6__DW917_13815
ERR1913225.70262__1.70262	165179__D1PGU8__PREVCOP_06463
ERR1913225.70517__1.70517	820__A0A139K1Y6__DXB48_02610
ERR1913225.70860__1.70860	1897011__A0A1Q6RG95__BHW41_02720
ERR1913225.70978__1.70978	1262736__R5Y4N0__BN496_00283
ERR1913225.70983__1.70983	301301__A0A395V7C8__RHOM_02390
ERR1913225.70992__1.70992	2293125__A0A374CII0__DW917_03470
ERR1913225.71386__1.71386	820__A0A139K0K1__DXB37_05460
ERR1913225.71424__1.71424	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913225.71472__1.71472	1263000__R5EXT3__BN466_02213
ERR1913225.71562__1.71562	165179__A0A3E5A5E5__DXC61_13965
ERR1913225.71807__1.71807	823__A0A355XKR1__DHP27_04035
ERR1913225.71756__1.71756	1160721__W0U6U3__BHW50_00225
ERR1913225.71870__1.71870	2293125__A0A374CFT0__DW917_03440
ERR1913225.71970__1.71970	28116__A0A1Y4PTX5__SAMN05192582_104017
ERR1913225.71988__1.71988	1262988__R7N521__BN816_01886
ERR1913225.72020__1.72020	39485__C4Z2X2__ERS852492_01808
ERR1913225.72116__1.72116	853__C7H1R8__DW905_06675
ERR1913225.72186__1.72186	2293125__A0A374CI55__DW917_03455
ERR1913225.72220__1.72220	2293125__A0A374BQ34__DW917_14250
ERR1913225.72322__1.72322	1262761__R6RZ48__BN606_01724
ERR1913225.72425__1.72425	1501391__GCA_000786575.1_00076
ERR1913225.72449__1.72449	28116__A0A1Y4PVG6__Bovatus_02664
ERR1913225.72952__1.72952	821__A0A3E4KIM1__M097_3660
ERR1913225.73000__1.73000	1262761__R6QND7__BN606_00927
ERR1913225.73436__1.73436	1262761__R6QNA2__BN606_00906
ERR1913225.73460__1.73460	1897011__A0A1Q6RD95__BHW41_05725
ERR1913225.73765__1.73765	2293125__A0A374C9I8__DW917_06795
ERR1913225.73843__1.73843	165179__A0A3E5AHY4__CFT61_07675
ERR1913225.73975__1.73975	820__I9A4U7__DHU98_12785
ERR1913225.74000__1.74000	1501391__GCA_000786575.1_00031
ERR1913225.74075__1.74075	820__A0A3E4IGA7__DXD40_07110
ERR1913225.74210__1.74210	165179__D1PGU8__PREVCOP_06463
ERR1913225.74466__1.74466	165179__A0A229I7F5__DXB80_02650
ERR1913225.74478__1.74478	820__A0A3E4VZT7__DXB48_16145
ERR1913225.74498__1.74498	1501391__GCA_000786575.1_00087
ERR1913225.74517__1.74517	1628085__A0A2U1B3Y8__C7386_12130
ERR1913225.74599__1.74599	820__A7V859__ERS852462_00341
ERR1913225.74722__1.74722	2293125__A0A374BSW4__DW917_13420
ERR1913225.74732__1.74732	384638__B7ANH9__BACPEC_00233
ERR1913225.74808__1.74808	1501391__GCA_000786575.1_00151
ERR1913225.74776__1.74776	1262911__R6GR13__BN557_00618
ERR1913225.75293__1.75293	165179__A0A229I4J4__proA
ERR1913225.75696__1.75696	165179__D1PGU8__PREVCOP_06463
ERR1913225.75849__1.75849	820__A0A139K5A6__DXB48_12175
ERR1913225.75936__1.75936	820__A0A3E4FZM1__adaA_2
ERR1913225.75995__1.75995	2293125__A0A374BVX3__DW917_12740
ERR1913225.76131__1.76131	40520__R7DA92__DXC87_13515
ERR1913225.76310__1.76310	46228__V8CAH7__HMPREF1202_00795
ERR1913225.76321__1.76321	820__A0A374Q1D8__SAMN05444418_112114
ERR1913225.76497__1.76497	218538__C9LQ92__GCWU000321_01724
ERR1913225.77621__1.77621	820__A0A3E4QZJ7__C801_01798
ERR1913225.77667__1.77667	820__A0A174FUF0__HMPREF1073_03308
ERR1913225.77671__1.77671	1981510__A0A2K9P2R2__B9O19_01376
ERR1913225.77687__1.77687	853__A0A3E2U7E6__ERS852582_01640
ERR1913225.77799__1.77799	39485__A0A174ZLH6__EUBELI_01564
ERR1913225.77805__1.77805	47678__R5U3A7__ERS852494_02965
ERR1913225.77981__1.77981	1735__A0A0E9EXE5__EUBIFOR_01739
ERR1913225.78037__1.78037	853__A0A2A7B9I6__DW855_13690
ERR1913225.78158__1.78158	1965650__A0A1Y3VBL3__B5G16_10325
ERR1913225.78284__1.78284	239935__A0A2N8ITW6__CXT91_06265
ERR1913225.78383__1.78383	853__A0A2A7B9I6__DW855_13690
ERR1913225.78385__1.78385	39491__A0A395ZEI6__ERE_07950
ERR1913225.78562__1.78562	1262824__R6S217__BN719_00250
ERR1913225.78702__1.78702	47678__R5U9X5__BACCAC_01339
ERR1913225.78968__1.78968	40518__R5DNY7__RBATCC27255_00367
ERR1913225.79001__1.79001	2293125__A0A374C9M9__DW917_08170
ERR1913225.79092__1.79092	1262911__R6H072__BN557_00615
ERR1913225.79134__1.79134	1262761__R6QRP2__BN606_00241
ERR1913225.79186__1.79186	820__A0A139KIL9__DXC68_05945
ERR1913225.79305__1.79305	384638__B7AU97__BACPEC_02295
ERR1913225.79376__1.79376	165179__D1PHC0__PREVCOP_06640
ERR1913225.79384__1.79384	2293125__A0A374C215__DW917_09795
ERR1913225.79398__1.79398	820__A0A396EXA7__DXB37_15530
ERR1913225.79491__1.79491	820__A0A174FUF0__HMPREF1073_03308
ERR1913225.79818__1.79818	165179__D1PGU8__PREVCOP_06463
ERR1913225.79768__1.79768	165179__A0A3E5AHY4__CFT61_07675
ERR1913225.79877__1.79877	1262911__R6H212__BN557_01031
ERR1913225.79932__1.79932	820__A0A139KA34__B5G17_05520
ERR1913225.79957__1.79957	410072__A0A3E4GPD6__DXD67_10205
ERR1913225.79980__1.79980	1501391__GCA_000786575.1_00056
ERR1913225.80198__1.80198	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913225.80132__1.80132	1472761__GCA_002159295.1_00742
ERR1913225.80243__1.80243	88431__A0A3D0EY52__ERS852573_01763
ERR1913225.80327__1.80327	1262761__R6RZF9__BN606_01803
ERR1913225.80516__1.80516	2293125__A0A374C7Q4__DW917_07745
ERR1913225.80565__1.80565	1262889__R7HCF6__BN634_01122
ERR1913225.80670__1.80670	165179__D1PGU8__PREVCOP_06463
ERR1913225.80681__1.80681	2293125__A0A374CFZ2__DW917_03445
ERR1913225.80709__1.80709	28116__A0A1Y4PDJ7__C5Z02_08485
ERR1913225.80942__1.80942	1262963__R6C7W6__BN718_00713
ERR1913225.81179__1.81179	2293125__A0A374CFZ2__DW917_03445
ERR1913225.81258__1.81258	39485__A0A174ZLH6__EUBELI_01564
ERR1913225.81378__1.81378	1262761__R6RNL8__BN606_00387
ERR1913225.81483__1.81483	33039__A0A174RPY3__ERS852390_00818
ERR1913225.81419__1.81419	28116__E5C3L8__DXF98_06270
ERR1913225.81611__1.81611	820__A0A3E4VXP2__yesR
ERR1913225.81662__1.81662	820__A0A3E4G826__C801_01612
ERR1913225.81940__1.81940	821__A0A174V2F3__NCTC10583_01474
ERR1913225.82138__1.82138	820__A0A3E4QZJ7__C801_01798
ERR1913225.82195__1.82195	820__A0A139JRS5__HMPREF1073_04025
ERR1913225.82289__1.82289	214856__A0A173ZQY0__ERS852559_00007
ERR1913225.82490__1.82490	821__A0A395UNT8__DXD64_15275
ERR1913225.82525__1.82525	853__A0A173SUU8__CGS54_06840
ERR1913225.82582__1.82582	1262761__R6QXV6__BN606_00004
ERR1913225.82665__1.82665	1262761__R6QJQ2__BN606_00751
ERR1913225.83066__1.83066	1501391__GCA_000786575.1_00070
ERR1913225.83107__1.83107	1501391__GCA_000786575.1_00120
ERR1913225.83298__1.83298	40520__R7DB69__lgt_1
ERR1913225.83344__1.83344	39492__D4MIY5__EUBSIR_00233
ERR1913225.83425__1.83425	820__A7V470__HMPREF1072_02076
ERR1913225.83497__1.83497	40520__R7DAS1__RUMOBE_00778
ERR1913225.83559__1.83559	853__E2ZGD9__C7J97_11715
ERR1913225.83944__1.83944	165179__D1PGU8__PREVCOP_06463
ERR1913225.83952__1.83952	165179__A0A3E5EBQ2__DXC61_01930
ERR1913225.84096__1.84096	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913225.84215__1.84215	1262761__R6QR25__BN606_01386
ERR1913225.84443__1.84443	28116__I9SW74__BACOVA_04237
ERR1913225.84444__1.84444	1262761__R6QXL2__BN606_02127
ERR1913225.84545__1.84545	1262889__R7H773__BN634_02377
ERR1913225.84598__1.84598	387090__S0F7Y3__BACCOPRO_02028
ERR1913225.84916__1.84916	820__A0A3E4VZY4__ERS852554_01211
ERR1913225.85002__1.85002	1501391__GCA_000786575.1_00037
ERR1913225.85168__1.85168	853__A0A3E2U7E6__ERS852582_01640
ERR1913225.85440__1.85440	1262761__R6QZS1__BN606_01236
ERR1913225.85628__1.85628	1501391__GCA_000786575.1_00081
ERR1913225.85794__1.85794	853__A0A2A7B1Y7__C7K05_11930
ERR1913225.85888__1.85888	745368__A0A1T4YBA4__SAMN02745178_02873
ERR1913225.86025__1.86025	1263000__R5EMM7__BN466_00616
ERR1913225.86070__1.86070	1897011__A0A1Q6RG48__BHW41_02345
ERR1913225.86259__1.86259	2293125__A0A374CFZ2__DW917_03445
ERR1913225.86430__1.86430	1263107__GCA_000436995.1_00183
ERR1913225.86389__1.86389	39485__A0A174ZPH7__ERS852490_01992
ERR1913225.86628__1.86628	39492__D4JSG7__EUBSIR_01006
ERR1913225.86878__1.86878	2293125__A0A374CC93__DW917_06625
ERR1913225.86912__1.86912	40520__A0A174NUP5__DXC87_01375
ERR1913225.86975__1.86975	1227276__U2K5F4__HMPREF9148_02876
ERR1913225.87069__1.87069	165179__A0A3E5EB26__CFT61_02800
ERR1913225.87000__1.87000	1262761__R6RU22__BN606_01110
ERR1913225.87140__1.87140	2293125__A0A374BQ34__DW917_14250
ERR1913225.87156__1.87156	39485__R5ZVC3__ERS852490_00250
ERR1913225.87185__1.87185	1262743__R5C054__BN727_01980
ERR1913225.87428__1.87428	820__A0A174B4N2__M093_2531
ERR1913225.87336__1.87336	745368__A0A1T4XS74__SAMN02745178_02179
ERR1913225.87727__1.87727	1262911__R6GN99__BN557_01784
ERR1913225.87751__1.87751	1262761__R6QQ60__BN606_01316
ERR1913225.87855__1.87855	418240__C6JGW8__ERS852523_02296
ERR1913225.88088__1.88088	820__A0A174A6K0__M093_0079
ERR1913225.88227__1.88227	2293125__A0A374CII6__DW917_03460
ERR1913225.88397__1.88397	2293125__A0A374CI55__DW917_03455
ERR1913225.88414__1.88414	2293125__A0A374BZ50__DW917_11090
ERR1913225.88515__1.88515	1262761__R6QMC1__BN606_00771
ERR1913225.88758__1.88758	820__A0A139K426__B5G17_09115
ERR1913225.88790__1.88790	1501391__GCA_000786575.1_00149
ERR1913225.88809__1.88809	821__R6F3Y1__SAMN04487923_104318
ERR1913225.89545__1.89545	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913225.89630__1.89630	410072__A0A173XQG6__ERS852574_01620
ERR1913225.89723__1.89723	165179__D1PGU8__PREVCOP_06463
ERR1913225.89827__1.89827	1262761__R6QV93__BN606_01806
ERR1913225.89831__1.89831	552398__F4XHU2__HMPREF0866_03196
ERR1913225.90136__1.90136	165179__R6XLJ7__CFT61_06250
ERR1913225.90288__1.90288	39492__D4JWY7__EUBSIR_01655
ERR1913225.90233__1.90233	1262911__R6H212__BN557_01031
ERR1913225.90393__1.90393	47678__R5U8P0__DW706_15950
ERR1913225.90465__1.90465	2293125__A0A374BUM7__DW917_12980
ERR1913225.90521__1.90521	39485__C4Z6K2__ERS852490_00407
ERR1913225.90563__1.90563	2293125__A0A374CFW0__DW917_03450
ERR1913225.90571__1.90571	820__A0A174CG08__DXB62_13215
ERR1913225.90766__1.90766	88431__A0A3D0EY52__ERS852573_01763
ERR1913225.91100__1.91100	239935__A0A2N8IUQ8__CXU09_01665
ERR1913225.91345__1.91345	820__A0A3E4W6P0__gmhA
ERR1913225.91465__1.91465	1262761__R6RP35__BN606_00461
ERR1913225.91533__1.91533	1263000__R5EKG2__BN466_02040
ERR1913225.91547__1.91547	820__A0A139JUD3__DXC91_19380
ERR1913225.91782__1.91782	820__A0A3E4WA06__ERS852554_03404
ERR1913225.91761__1.91761	39485__C4Z390__EUBELI_01689
ERR1913225.91817__1.91817	2293125__A0A374C4I0__DW917_08630
ERR1913225.91818__1.91818	820__R7E9Z4__DXC68_06065
ERR1913225.91855__1.91855	239935__A0A2N8HBM4__CXT85_06270
ERR1913225.92132__1.92132	28116__D7J6A7__NCTC11153_02798
ERR1913225.92167__1.92167	1262761__R6R2J2__BN606_00943
ERR1913225.92171__1.92171	2293125__A0A374C9I8__DW917_06795
ERR1913225.92378__1.92378	1262911__R6GLA5__BN557_01456
ERR1913225.92501__1.92501	1263107__GCA_000436995.1_00133
ERR1913225.92722__1.92722	39492__D4JT90__coaE
ERR1913225.92811__1.92811	821__A0A3E4HP25__SAMN04487923_102450
ERR1913225.92833__1.92833	1262761__R6QHJ4__BN606_00427
ERR1913225.92843__1.92843	1262942__R7QZN5__BN520_00024
ERR1913225.92919__1.92919	2293125__A0A374CI55__DW917_03455
ERR1913225.93068__1.93068	853__A0A2A7AXC8__C4N21_14120
ERR1913225.93318__1.93318	853__E2ZGD9__C7J97_11715
ERR1913225.93509__1.93509	165179__D1PHC0__PREVCOP_06640
ERR1913225.93669__1.93669	165179__A0A229I7F5__DXB80_02650
ERR1913225.93671__1.93671	10680__GeneID:1261099
ERR1913225.93845__1.93845	820__A0A3E4PYB0__yejM
ERR1913225.93851__1.93851	40520__R7DCV6__ERS852394_02102
ERR1913225.94078__1.94078	1262889__R7H801__BN634_02373
ERR1913225.94124__1.94124	820__A0A139K337__ERS852459_02375
ERR1913225.94295__1.94295	1262988__R7N5Z7__BN816_02182
ERR1913225.94362__1.94362	1897011__A0A1Q6RET2__BHW41_04000
ERR1913225.94382__1.94382	1099853__G9S4N2__NSB1T_14365
ERR1913225.94639__1.94639	39485__C4Z434__tilS
ERR1913225.94767__1.94767	1262911__R6GZX7__BN557_00838
ERR1913225.94867__1.94867	28118__F9ZBL4__NCTC10826_02348
ERR1913225.94870__1.94870	823__A0A355XLS2__ERS852380_02644
ERR1913225.95157__1.95157	1262911__R6H072__BN557_00615
ERR1913225.95606__1.95606	1262761__R6RB22__BN606_01933
ERR1913225.95756__1.95756	28116__A0A3D2LWY1__ERS852555_01619
ERR1913225.95804__1.95804	39485__A0A174ZBK4__ERS852490_01585
ERR1913225.95849__1.95849	165179__D1PGU8__PREVCOP_06463
ERR1913225.95938__1.95938	218538__C9LL79__GCWU000321_00015
ERR1913225.96010__1.96010	1235835__R9LCU2__C814_02677
ERR1913225.96059__1.96059	2293125__A0A374CJ13__DW917_03145
ERR1913225.96314__1.96314	853__A0A3E2U7E6__ERS852582_01640
ERR1913225.96397__1.96397	820__A7V470__HMPREF1072_02076
ERR1913225.96452__1.96452	823__A0A355XLS2__ERS852380_02644
ERR1913225.96492__1.96492	40520__R7DA92__DXC87_13515
ERR1913225.96519__1.96519	2293125__A0A374BUM7__DW917_12980
ERR1913225.96566__1.96566	1262889__R7H773__BN634_02377
ERR1913225.96747__1.96747	1262761__R6QND7__BN606_00927
ERR1913225.96756__1.96756	820__R9I2U8__DXC68_09590
ERR1913225.96769__1.96769	1262942__R7R1F7__BN520_00492
ERR1913225.97046__1.97046	39485__A0A1Q6PGI3__ERS852492_02967
ERR1913225.97074__1.97074	820__A0A374Q854__HMPREF1073_03281
ERR1913225.97421__1.97421	853__A0A2J4JL53__CRH10_10795
ERR1913225.97453__1.97453	1501391__GCA_000786575.1_00096
ERR1913225.97689__1.97689	1262761__R6RNL8__BN606_00387
ERR1913225.97720__1.97720	1262942__R7QWR9__BN520_01253
ERR1913225.97826__1.97826	218538__C9LL79__GCWU000321_00015
ERR1913225.98368__1.98368	165179__R6C330__DXC61_04975
ERR1913225.98379__1.98379	1262988__R7N540__BN816_00583
ERR1913225.98408__1.98408	39485__A0A174ZPH7__ERS852490_01992
ERR1913225.98495__1.98495	853__A0A174UDE9__C4N25_12775
ERR1913225.98654__1.98654	2293125__A0A374C955__DW917_08135
ERR1913225.98680__1.98680	239935__A0A2N8I368__CXT95_04550
ERR1913225.98748__1.98748	165179__D1PGU8__PREVCOP_06463
ERR1913225.98933__1.98933	745368__A0A1T4WDF4__SAMN02745178_00415
ERR1913225.99051__1.99051	218538__C9LPF0__GCWU000321_01429
ERR1913225.99183__1.99183	823__A0A355XEX9__ERS852560_03521
