ERR1913246.489__1.489	84030__D6DE34__B5F06_14455
ERR1913246.53275__1.53275	10678__GeneID:2777483
ERR1913246.53400__1.53400	10678__GeneID:2777424
ERR1913246.53424__1.53424	1262873__R6WTZ3__BN605_00923
ERR1913246.53498__1.53498	357276__B6W1Y1__BSEG_03960
ERR1913246.53643__1.53643	1262911__R6H0U7__BN557_01104
ERR1913246.53684__1.53684	1262873__R6WUL2__BN605_01172
ERR1913246.53696__1.53696	357276__I9R4T1__IY41_06800
ERR1913246.53742__1.53742	216816__D6ZSV1__CE169_00930
ERR1913246.53745__1.53745	10678__GeneID:2777379
ERR1913246.53800__1.53800	46503__R6WYJ8__DXB85_13825
ERR1913246.53879__1.53879	508460__GCF_000585335.1_00143
ERR1913246.53839__1.53839	40518__R5DYU1__DXD86_01160
ERR1913246.53906__1.53906	214856__R6Y9P5__ERS852559_01811
ERR1913246.53971__1.53971	10678__GeneID:2777406
ERR1913246.54039__1.54039	39492__D4JR43__ERS852540_02379
ERR1913246.54567__1.54567	1262889__R7HA49__BN634_00677
ERR1913246.54862__1.54862	357276__A0A0K2HJA6__DXD47_07320
ERR1913246.54787__1.54787	10678__GeneID:2777386
ERR1913246.54920__1.54920	47678__R5UT79__ERS852558_03890
ERR1913246.54984__1.54984	360807__A0A0M6WZN5__ERS852392_01605
ERR1913246.55032__1.55032	418240__A0A173X9L0__ERS852523_01318
ERR1913246.55127__1.55127	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913246.55272__1.55272	10678__GeneID:2777485
ERR1913246.55325__1.55325	47678__R5UU99__C5Z00_11925
ERR1913246.55300__1.55300	1147152__GeneID:14181982
ERR1913246.55336__1.55336	10678__GeneID:2777482
ERR1913246.55353__1.55353	818__A0A3E5HNR9__BSIG_1712
ERR1913246.55381__1.55381	357276__A0A076IIL0__EL88_03065
ERR1913246.55429__1.55429	10678__GeneID:2777383
ERR1913246.55573__1.55573	47678__A5ZLX1__C5Z00_04825
ERR1913246.55695__1.55695	418240__A0A174VMW5__ERS852478_01082
ERR1913246.55622__1.55622	1965562__A0A1Y4REU7__B5E84_13205
ERR1913246.55726__1.55726	84030__D4MR46__B5F06_13590
ERR1913246.55794__1.55794	562__P0ADK7__yibA
ERR1913246.55841__1.55841	562__P0AEK1__CR916_15790
ERR1913246.56155__1.56155	357276__I8WBQ9__HMPREF1065_03212
ERR1913246.56113__1.56113	216816__D6D9J4__DPC6320_0487
ERR1913246.56280__1.56280	329854__A0A3E4IA10__DXD57_17005
ERR1913246.56286__1.56286	1262911__R6GY78__BN557_00532
ERR1913246.56289__1.56289	47678__R5V127__HMPREF1061_04334
ERR1913246.56291__1.56291	246787__R6KCH8__csbC
ERR1913246.56469__1.56469	216816__A0A0S2MCH0__AYW81_04880
ERR1913246.56517__1.56517	820__A7V9F9__B5G17_14640
ERR1913246.56579__1.56579	35833__E5Y5X2__HMPREF0179_01585
ERR1913246.56649__1.56649	10678__GeneID:2777380
ERR1913246.56947__1.56947	246787__A0A3D6B182__HMPREF1062_00600
ERR1913246.57010__1.57010	357276__B6W5Q9__HMPREF1063_03125
ERR1913246.57306__1.57306	216816__A0A1V8QFN0__HMPREF1315_0061
ERR1913246.57340__1.57340	10678__GeneID:2777386
ERR1913246.57405__1.57405	246787__R6KQ08__AA416_01934
ERR1913246.57533__1.57533	626932__G5H7N2__HMPREF9450_00685
ERR1913246.57509__1.57509	214856__R6Y9P5__ERS852559_01811
ERR1913246.57601__1.57601	214856__R6XS46__ERS852559_00812
ERR1913246.57661__1.57661	100886__A0A174LKV8__ERS852383_05661
ERR1913246.57771__1.57771	1432052__A0A1E3AC65__BEH84_00916
ERR1913246.57817__1.57817	216816__A0A1V8RHV4__DXD44_06445
ERR1913246.57851__1.57851	47678__R5U3A7__ERS852494_02965
ERR1913246.58063__1.58063	40518__R5DS23__DXD86_01715
ERR1913246.58072__1.58072	216816__A0A396FRQ5__DD678_01245
ERR1913246.58208__1.58208	2173__A0A1D2WRS4__METSMIALI_00521
ERR1913246.58222__1.58222	216816__A0A087BBV6__BFS26_06210
ERR1913246.58255__1.58255	218139__GCA_002259595.1_01049
ERR1913246.58256__1.58256	10678__GeneID:2777413
ERR1913246.58467__1.58467	487175__R5E7P2__HMPREF9439_00873
ERR1913246.58557__1.58557	33038__A0A2N5PDE5__CDL20_07915
ERR1913246.58567__1.58567	1501391__GCA_000786575.1_00072
ERR1913246.58572__1.58572	1965576__A0A1Y4KTU1__B5F19_16495
ERR1913246.58580__1.58580	10678__GeneID:2777408
ERR1913246.58618__1.58618	10678__GeneID:2777415
ERR1913246.58686__1.58686	1550024__A0A0W7TT94__TQ39_11150
ERR1913246.58705__1.58705	823__A0A355XF06__B5F32_11480
ERR1913246.58930__1.58930	28116__D4WPD7__HMPREF1069_02183
ERR1913246.58871__1.58871	1550024__G9RWG1__ASJ35_03770
ERR1913246.59026__1.59026	40518__R5DU38__DXD83_06770
ERR1913246.59336__1.59336	820__A0A139KG04__ERS852459_01249
ERR1913246.59397__1.59397	10678__GeneID:2777403
ERR1913246.59441__1.59441	100886__A0A174IUT3__CATMIT_01308
ERR1913246.59640__1.59640	357276__A0A076IXE0__HMPREF1064_04364
ERR1913246.59923__1.59923	357276__I9FTR0__HMPREF1065_02861
ERR1913246.59941__1.59941	10678__GeneID:2777395
ERR1913246.60033__1.60033	487174__K0X5U7__DDY40_04950
ERR1913246.60044__1.60044	40518__A0A373KL92__RBATCC27255_01378
ERR1913246.59975__1.59975	100886__E2NRU8__recO
ERR1913246.60093__1.60093	216816__Q8G585__APC1473_0508
ERR1913246.60239__1.60239	1232426__dnaK
ERR1913246.60477__1.60477	216816__C2GSX7__DD678_03555
ERR1913246.60625__1.60625	1262911__R6GT99__BN557_01335
ERR1913246.60665__1.60665	418240__A0A173Y0F1__ERS852478_01157
ERR1913246.60792__1.60792	216816__B3DNW2__BL171B_07980
ERR1913246.60931__1.60931	10678__GeneID:2777491
ERR1913246.61085__1.61085	40518__R5DS23__DXD86_01715
ERR1913246.61134__1.61134	100886__E2NQU4__ERS852383_03771
ERR1913246.61384__1.61384	40518__A0A1C6H8C4__DXD93_02535
ERR1913246.61471__1.61471	1501391__GCA_000786575.1_00115
ERR1913246.61487__1.61487	100886__E2NWG2__CATMIT_02957
ERR1913246.61672__1.61672	562__P52045__CW278_17595
ERR1913246.61795__1.61795	563769__GeneID:6973156
ERR1913246.61887__1.61887	84030__D4MPZ0__B5F06_05480
ERR1913246.61866__1.61866	216816__A0A0M0VK23__BLGT_09805
ERR1913246.61932__1.61932	10678__GeneID:2777403
ERR1913246.62070__1.62070	1965576__A0A1Y4LPD4__B5F19_02010
ERR1913246.62112__1.62112	820__A0A174LJB2__HMPREF1072_04112
ERR1913246.62174__1.62174	1501391__GCA_000786575.1_00055
ERR1913246.62422__1.62422	246787__A0A3D6AS39__ina
ERR1913246.62712__1.62712	10678__GeneID:2777386
ERR1913246.62781__1.62781	40518__R5DTH7__DXD83_02405
ERR1913246.62850__1.62850	216816__C2GV16__APC1504_1666
ERR1913246.62918__1.62918	371601__A0A1H4AKU1__BXY_45200
ERR1913246.63018__1.63018	2173__A5UNC4__METSMIALI_00562
ERR1913246.63122__1.63122	1501391__GCA_000786575.1_00097
ERR1913246.63538__1.63538	1262911__R6GQM3__BN557_01245
ERR1913246.63583__1.63583	357276__A0A076IS73__GV66_00410
ERR1913246.63606__1.63606	10678__GeneID:2777422
ERR1913246.63779__1.63779	1262911__R6GMD8__BN557_01647
ERR1913246.63908__1.63908	216816__B7GPE8__I118_0062
ERR1913246.63945__1.63945	820__A0A174CK74__DXB48_07060
ERR1913246.64051__1.64051	626932__G5H6T1__HMPREF9450_00641
ERR1913246.64185__1.64185	216816__B3DRU6__DPC6323_0992
ERR1913246.64196__1.64196	1432052__A0A1E3UPA1__BEI59_00860
ERR1913246.64479__1.64479	418240__A0A174AQ30__ERS852478_00945
ERR1913246.64576__1.64576	487174__R5EP60__DIT83_09045
ERR1913246.64650__1.64650	432201__GeneID:14182722
ERR1913246.64607__1.64607	1263044__GCA_000433375.1_01436
ERR1913246.64694__1.64694	357276__B6W1Y1__BSEG_03960
ERR1913246.64821__1.64821	357276__I8WEZ6__BACDOR_02323
ERR1913246.65168__1.65168	136841__A0A2U2XIV7__CSC31_4050
ERR1913246.65321__1.65321	544644__GCA_001915615.1_02004
ERR1913246.65387__1.65387	84030__D6DKV9__B5F06_02475
ERR1913246.65573__1.65573	214856__R6YC22__ERS852447_01215
ERR1913246.65624__1.65624	487174__K0WYI1__DDY40_08675
ERR1913246.66033__1.66033	214856__R6XS46__ERS852559_00812
ERR1913246.66051__1.66051	1262911__R6HN81__BN557_00921
ERR1913246.66169__1.66169	40518__R5DSI5__fieF
ERR1913246.66263__1.66263	216816__C2GTV6__AS143_01355
ERR1913246.66303__1.66303	47678__R5U3D5__DW706_05635
ERR1913246.66351__1.66351	10678__GeneID:2777381
ERR1913246.66458__1.66458	39492__D4JT87__clpC
ERR1913246.66477__1.66477	563769__GeneID:6973156
ERR1913246.66616__1.66616	487174__K0XRP0__DDY40_09260
ERR1913246.66791__1.66791	1262873__R6WFC8__BN605_01494
ERR1913246.66814__1.66814	562__P32704__COD56_15900
ERR1913246.67069__1.67069	10678__GeneID:2777420
ERR1913246.67134__1.67134	820__A0A3E4VXP2__yesR
ERR1913246.67147__1.67147	1550024__G9RWG1__ASJ35_03770
ERR1913246.67333__1.67333	1501391__GCA_000786575.1_00005
ERR1913246.67485__1.67485	246787__R6LCL3__AA416_03522
ERR1913246.67608__1.67608	216816__A0A2U0BT35__BL1206_1860
ERR1913246.67720__1.67720	820__A0A139KG60__M094_2679
ERR1913246.68066__1.68066	357276__A0A076INK2__BSEG_04225
ERR1913246.68178__1.68178	10678__GeneID:2777395
ERR1913246.68193__1.68193	84112__F0HNH0__Elen_1565
ERR1913246.68317__1.68317	357276__A0A076IKP7__BACDOR_04239
ERR1913246.68414__1.68414	1432052__A0A1E3AQ54__BEI64_02255
ERR1913246.68436__1.68436	1653434__A0A150Y6L8__DW008_03705
ERR1913246.68558__1.68558	457421__C5EFI9__CBFG_02822
ERR1913246.68725__1.68725	418240__C6J8A2__ERS852478_02512
ERR1913246.68762__1.68762	10678__GeneID:2777481
ERR1913246.68948__1.68948	1472761__GCA_002159295.1_01930
ERR1913246.68853__1.68853	1262911__R6H2J2__BN557_01228
ERR1913246.68866__1.68866	1318__W1VLP5__HMPREF1195_01494
ERR1913246.69014__1.69014	216816__B7GP87__HMPREF0177_01055
ERR1913246.69018__1.69018	357276__I9F327__DXD47_22495
ERR1913246.69063__1.69063	1262911__R6H2B5__BN557_01151
ERR1913246.69238__1.69238	154046__A0A3E3DCF5__DXB08_12965
ERR1913246.69294__1.69294	1263064__GCA_000431175.1_00889
ERR1913246.69305__1.69305	246787__A0A108T1Y3__fepA_8
ERR1913246.69316__1.69316	1501391__GCA_000786575.1_00006
ERR1913246.69786__1.69786	100886__E2NW42__ERS852383_03551
ERR1913246.69795__1.69795	564886__GeneID:6973115
ERR1913246.69892__1.69892	84030__D4MPZ0__B5F06_05480
ERR1913246.70033__1.70033	1262911__R6GY22__BN557_00023
ERR1913246.70232__1.70232	246787__A0A0P0GDM7__BcellWH2_03148
ERR1913246.70252__1.70252	1550024__A0A3B9WIW5__TQ39_04755
ERR1913246.70261__1.70261	823__A0A073I9P2__CF162_18000
ERR1913246.70348__1.70348	1851568__A0A1B8YKN4__Phpb_01224
ERR1913246.70359__1.70359	2173__A0A1D2WW41__BK798_07915
ERR1913246.70370__1.70370	216816__A0A374SVM3__BLSL_0492
ERR1913246.70452__1.70452	1432052__A0A1E3A162__BEI62_17235
ERR1913246.70478__1.70478	638849__D1Y7S2__HMPREF7215_0992
ERR1913246.70517__1.70517	10678__GeneID:2777413
ERR1913246.70533__1.70533	823__D7ILK2__ERS852380_00031
ERR1913246.70856__1.70856	216816__B7GPE8__I118_0062
ERR1913246.70863__1.70863	10678__GeneID:2777483
ERR1913246.70875__1.70875	357276__A0A0M1W657__HMPREF1064_04629
ERR1913246.71354__1.71354	563769__GeneID:6973158
ERR1913246.71424__1.71424	1501391__GCA_000786575.1_00116
ERR1913246.71430__1.71430	10678__GeneID:2777482
ERR1913246.71589__1.71589	246787__A0A108T1Y3__fepA_8
ERR1913246.71698__1.71698	214856__R6Z5D0__resA_4
ERR1913246.71742__1.71742	1042156__F7V3A8__HipB
ERR1913246.71888__1.71888	357276__D1JZM4__HMPREF1065_01278
ERR1913246.71941__1.71941	1262911__R6GY22__BN557_00023
ERR1913246.71964__1.71964	39492__R6SPM9__pheT
ERR1913246.72026__1.72026	216816__B7GP87__HMPREF0177_01055
ERR1913246.72055__1.72055	10678__GeneID:2777408
ERR1913246.72096__1.72096	820__A0A3E4WCX3__C801_02709
ERR1913246.72103__1.72103	208479__A8S5U9__HMPREF1095_01860
ERR1913246.72197__1.72197	745368__A0A1T4X705__SAMN02745178_01472
ERR1913246.72461__1.72461	357276__A0A076IS73__GV66_00410
ERR1913246.72492__1.72492	216816__D6D9A3__BLNIAS_01911
ERR1913246.72582__1.72582	10678__GeneID:2777424
ERR1913246.72768__1.72768	626932__G5H871__HMPREF9450_01131
ERR1913246.72851__1.72851	214856__I3YPN5__Alfi_2693
ERR1913246.72877__1.72877	84030__D4CA31__B5F06_08800
ERR1913246.73177__1.73177	562__P23837__phoQ
ERR1913246.73261__1.73261	357276__I9R994__BACDOR_04044
ERR1913246.73267__1.73267	216816__A0A2U0BT35__BL1206_1860
ERR1913246.73398__1.73398	214856__A0A174CRY5__ERS852559_01060
ERR1913246.73416__1.73416	10678__GeneID:2777403
ERR1913246.73556__1.73556	136841__A0A335F324__APA75_20510
ERR1913246.73932__1.73932	10678__GeneID:2777491
ERR1913246.74087__1.74087	626932__G5HAB3__HMPREF9450_01578
ERR1913246.74109__1.74109	1232426__carB_1
ERR1913246.74293__1.74293	214856__R6Y6H8__ERS852447_01719
ERR1913246.74434__1.74434	221029__GeneID:2777120
ERR1913246.74575__1.74575	40518__R5E175__RB5AMG_00757
ERR1913246.74576__1.74576	357276__B6VT86__IY41_22515
ERR1913246.74789__1.74789	10678__GeneID:2777383
ERR1913246.75040__1.75040	1472761__GCA_002159295.1_00966
ERR1913246.75097__1.75097	40518__R5DU74__RBATCC27255_00707
ERR1913246.75114__1.75114	100886__E2NWA3__ERS852383_04673
ERR1913246.75018__1.75018	246787__A0A108T1Y3__fepA_8
ERR1913246.75199__1.75199	10678__GeneID:2777385
ERR1913246.75288__1.75288	10678__GeneID:2777405
ERR1913246.75308__1.75308	10678__GeneID:2777413
ERR1913246.75461__1.75461	40518__R5DT16__ysdC_2
ERR1913246.75717__1.75717	10678__GeneID:2777447
ERR1913246.75763__1.75763	246787__A0A0P0FSC9__BACCELL_02534
ERR1913246.75777__1.75777	40518__R5E4X5__RB5AMG_01438
ERR1913246.75786__1.75786	487174__K0XDZ0__HMPREF9448_02863
ERR1913246.75811__1.75811	638849__D1Y4X3__HMPREF7215_0060
ERR1913246.75980__1.75980	1232426__uvrA_2
ERR1913246.76045__1.76045	216816__Q8G5T7__HMPREF0175_0394
ERR1913246.76131__1.76131	216816__R5MZK3__DPC6320_1630
ERR1913246.76306__1.76306	818__A0A3E5HDS4__BJP75_002620
ERR1913246.76290__1.76290	357276__D1JZM4__HMPREF1065_01278
ERR1913246.76332__1.76332	47678__R5UER2__CGC64_00710
ERR1913246.76590__1.76590	10678__GeneID:2777403
ERR1913246.76692__1.76692	216816__D6DC91__DXC72_07710
ERR1913246.76615__1.76615	1501391__GCA_000786575.1_00072
ERR1913246.76715__1.76715	246787__R6KRT7__BACCELL_01801
ERR1913246.76815__1.76815	745368__A0A1T4YBA4__SAMN02745178_02873
ERR1913246.76829__1.76829	216816__E8MVM4__APC1480_1562
ERR1913246.76850__1.76850	1501391__GCA_000786575.1_00015
ERR1913246.76862__1.76862	216816__A0A396FVC5__BL71B_00290
ERR1913246.76983__1.76983	1262911__R6GZX7__BN557_00838
ERR1913246.76996__1.76996	626932__G5HAL1__HMPREF9450_01676
ERR1913246.77007__1.77007	328814__GCA_004558275.1_00066
ERR1913246.77168__1.77168	216816__A0A0M0VK23__BLGT_09805
ERR1913246.77696__1.77696	1393034__GCA_001552785.1_00506
ERR1913246.77755__1.77755	360807__A0A173RZE9__polC_2
ERR1913246.77871__1.77871	1147152__GeneID:14182018
ERR1913246.77937__1.77937	10678__GeneID:2777412
ERR1913246.77944__1.77944	1262911__R6H1M1__BN557_00925
ERR1913246.78090__1.78090	562__P0AF07__motB_2
ERR1913246.78100__1.78100	40518__R5DPA7__RBATCC27255_01319
ERR1913246.78122__1.78122	626932__G5H597__HMPREF9450_00107
ERR1913246.78259__1.78259	562__P0AFH7__oppC
ERR1913246.78432__1.78432	1501391__GCA_000786575.1_00078
ERR1913246.78513__1.78513	10678__GeneID:2777415
ERR1913246.78463__1.78463	357276__I9QWD4__DXD47_15075
ERR1913246.78569__1.78569	40518__R5E1X3__clcA
ERR1913246.78574__1.78574	84030__D4CG86__B5F06_06295
ERR1913246.78576__1.78576	487175__D9Y601__HMPREF9439_02635
ERR1913246.78587__1.78587	357276__I9F327__DXD47_22495
ERR1913246.78658__1.78658	329854__R7E733__DXD57_00120
ERR1913246.78679__1.78679	214856__I3YMC8__ERS852447_02666
ERR1913246.78854__1.78854	1550024__G9RWG5__TQ39_04290
ERR1913246.78853__1.78853	10678__GeneID:2777481
ERR1913246.78886__1.78886	1262743__R5C054__BN727_01980
ERR1913246.79073__1.79073	562__A0A377AAV3__CDL32_10800
ERR1913246.79043__1.79043	216816__V6XY04__APK78_02285
ERR1913246.79104__1.79104	1147152__GeneID:14181982
ERR1913246.79227__1.79227	100886__E2NRQ1__ERS852383_04552
ERR1913246.79443__1.79443	40518__R5DVL2__penA
ERR1913246.79420__1.79420	10678__GeneID:2777380
ERR1913246.79525__1.79525	216816__C2GTV2__BLIF_0674
ERR1913246.79626__1.79626	40518__R5E328__DXD86_08885
ERR1913246.79644__1.79644	2173__A0A1D2WUC2__METSMIALI_01296
ERR1913246.79700__1.79700	418240__A0A174T5R0__yehU_2
ERR1913246.79922__1.79922	1262911__R6H1M1__BN557_00925
ERR1913246.79925__1.79925	214856__I3YPN9__ERS852447_01389
ERR1913246.80076__1.80076	246787__A0A0P0GF82__HMPREF1062_02163
ERR1913246.80184__1.80184	216816__A0A0A0UDU9__BL1246
ERR1913246.80193__1.80193	246787__A0A0P0FSC9__BACCELL_02534
ERR1913246.80222__1.80222	10678__GeneID:2777422
ERR1913246.80339__1.80339	745368__A0A1T4Y1B7__SAMN02745178_02639
ERR1913246.80521__1.80521	47678__R5UST1__ERS852558_03505
ERR1913246.80656__1.80656	823__A0A395YZ10__NCTC11152_02955
ERR1913246.80770__1.80770	418240__C6JEJ0__ERS852478_00752
ERR1913246.80798__1.80798	384638__B7AT14__BACPEC_01282
ERR1913246.81025__1.81025	10678__GeneID:2777460
ERR1913246.81070__1.81070	216816__C2GUV2__APC1478_0430
ERR1913246.81110__1.81110	39492__D4MMZ8__ERS852540_01407
ERR1913246.81228__1.81228	357276__A0A0M1VXQ9__BSEG_00942
ERR1913246.81272__1.81272	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913246.81383__1.81383	820__A0A173YYG4__evgS_3
ERR1913246.81433__1.81433	357276__A0A076J8M3__ABI39_13695
ERR1913246.81446__1.81446	214856__A0A174ZLW6__ERS852559_01424
ERR1913246.81482__1.81482	471189__GCA_003340385.1_00363
ERR1913246.81564__1.81564	1263076__GCA_000437615.1_00056
ERR1913246.81670__1.81670	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913246.81694__1.81694	10678__GeneID:2777477
ERR1913246.81735__1.81735	216816__D6DCL7__BFS26_02835
ERR1913246.81736__1.81736	357276__B6VYT9__HMPREF1063_05030
ERR1913246.81847__1.81847	357276__B6W1Y1__BSEG_03960
ERR1913246.81955__1.81955	216816__A0A1S2VTC3__BLIC_e00847
ERR1913246.82176__1.82176	564886__GeneID:6973115
ERR1913246.82137__1.82137	1147152__GeneID:14181982
ERR1913246.82131__1.82131	100886__A0A174IZK3__CATMIT_02888
ERR1913246.82228__1.82228	10678__GeneID:2777493
ERR1913246.82285__1.82285	357276__I9F327__DXD47_22495
ERR1913246.82293__1.82293	745368__A0A1T4XXN7__SAMN02745178_02496
ERR1913246.82341__1.82341	1262911__R6H174__BN557_01246
ERR1913246.82432__1.82432	1531__A0A0E2HCH7__HMPREF1081_00333
ERR1913246.82440__1.82440	10678__GeneID:2777386
ERR1913246.82486__1.82486	562__P0AEK1__CR916_15790
ERR1913246.82487__1.82487	487175__D9Y403__HMPREF9439_02204
ERR1913246.82496__1.82496	745368__A0A1T4Y189__SAMN02745178_02637
ERR1913246.82579__1.82579	418240__A0A173WPF0__spoIIIAE
ERR1913246.82842__1.82842	1262911__R6GTZ0__BN557_01437
ERR1913246.82785__1.82785	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913246.82800__1.82800	39492__D4JUR4__ERS852540_01427
ERR1913246.82903__1.82903	1262873__R6W9X8__BN605_00063
ERR1913246.83181__1.83181	216816__A0A061M1M5__HMPREF0177_01046
ERR1913246.83209__1.83209	39492__D4JVG7__ERS852540_00946
ERR1913246.83232__1.83232	84030__D4MSL5__B5F06_03945
ERR1913246.83312__1.83312	562__P23837__phoQ
ERR1913246.83431__1.83431	216816__A0A2N0SME6__BLIF_1881
ERR1913246.83564__1.83564	357276__D1JZM4__HMPREF1065_01278
ERR1913246.83535__1.83535	216816__Q8G4D7__DD721_10575
ERR1913246.83618__1.83618	1318__I1ZKF4__HMPREF9962_0403
ERR1913246.83641__1.83641	216816__A0A396FRQ5__DD678_01245
ERR1913246.83800__1.83800	1432052__A0A1E3A1A3__BEI59_08740
ERR1913246.83801__1.83801	357276__I9RCD3__IY41_15070
ERR1913246.83761__1.83761	1262911__R6GY78__BN557_00532
ERR1913246.83764__1.83764	216816__E5Y0K4__B8809_0128
ERR1913246.83947__1.83947	1262911__R6GZ01__BN557_00641
ERR1913246.84028__1.84028	28118__F9Z750__Odosp_3044
ERR1913246.84170__1.84170	821__R9HFW2__DXD01_00365
ERR1913246.84222__1.84222	40518__R5DRY6__RB5AMG_00549
ERR1913246.84189__1.84189	84030__D4CF64__B5F06_00220
ERR1913246.84315__1.84315	214856__I3YPR6__Alfi_2724
ERR1913246.84417__1.84417	214856__A0A173W3Y5__ERS852559_02032
ERR1913246.84431__1.84431	357276__A0A0M1W4C0__DXD47_07095
ERR1913246.84439__1.84439	100886__E2NTX6__macB_18
ERR1913246.84833__1.84833	818__A0A2J6AAG0__C5Z03_04510
ERR1913246.84873__1.84873	487174__K0X591__DDY40_01805
ERR1913246.84965__1.84965	1501391__GCA_000786575.1_00055
ERR1913246.85194__1.85194	638849__D1Y0Y9__HMPREF7215_1917
ERR1913246.85211__1.85211	418240__A0A173YIF6__ypdA_1
ERR1913246.85270__1.85270	40518__R5DP91__RBL236_00890
ERR1913246.85318__1.85318	1262911__R6GZ01__BN557_00641
ERR1913246.85386__1.85386	10678__GeneID:2777482
ERR1913246.85422__1.85422	562__A0A377AAV3__CDL32_10800
ERR1913246.85477__1.85477	357276__A0A0K2HMX2__HMPREF1063_03979
ERR1913246.85543__1.85543	1262992__R5D6J2__BN795_00288
ERR1913246.85659__1.85659	10678__GeneID:2777415
ERR1913246.85680__1.85680	10678__GeneID:2777481
ERR1913246.85886__1.85886	823__A6L930__DDY96_14995
ERR1913246.85917__1.85917	10678__GeneID:2777415
ERR1913246.86159__1.86159	357276__A0A076IRV2__BACDOR_02822
ERR1913246.86733__1.86733	100886__E2NQW1__murB
ERR1913246.86763__1.86763	214856__R6Z288__ERS852447_00734
ERR1913246.86865__1.86865	562__P77183__CDL50_13955
ERR1913246.86945__1.86945	84030__D4CG86__B5F06_06295
ERR1913246.87024__1.87024	1501391__GCA_000786575.1_00060
ERR1913246.87043__1.87043	40518__R5DVH6__DXD86_08955
ERR1913246.87068__1.87068	544645__A0A3E4T2K3__DXC42_13505
ERR1913246.87142__1.87142	418240__A0A173YIF6__ypdA_1
ERR1913246.87148__1.87148	10678__GeneID:2777456
ERR1913246.87157__1.87157	562__P23837__phoQ
ERR1913246.87208__1.87208	10678__GeneID:2777425
ERR1913246.87244__1.87244	246787__A0A139LTD3__BACCELL_01107
ERR1913246.87385__1.87385	216816__B3DR71__CE159_04070
ERR1913246.87386__1.87386	820__A0A139K1Y6__DXB48_02610
ERR1913246.87474__1.87474	487174__K0XLC3__HMPREF9448_01065
ERR1913246.87643__1.87643	1262911__R6GMH5__BN557_00511
ERR1913246.88004__1.88004	28116__A0A395VZB9__Bovatus_03205
ERR1913246.88197__1.88197	357276__I9QBT7__BSEG_03340
ERR1913246.88230__1.88230	1262911__R6H2B5__BN557_01151
ERR1913246.88445__1.88445	216816__C5E7T6__B5781_0828
ERR1913246.88478__1.88478	10678__GeneID:2777408
ERR1913246.88569__1.88569	357276__D1JZM4__HMPREF1065_01278
ERR1913246.88713__1.88713	562__P23837__phoQ
ERR1913246.88891__1.88891	1501391__GCA_000786575.1_00009
ERR1913246.89043__1.89043	626932__G5HA68__HMPREF9450_01533
ERR1913246.89285__1.89285	214856__I3YPI7__pepD_1
ERR1913246.89297__1.89297	10678__GeneID:2777493
ERR1913246.89354__1.89354	357276__C3RDQ5__HMPREF1065_03827
ERR1913246.89635__1.89635	47678__A5ZHJ2__DXB67_12405
ERR1913246.89782__1.89782	28116__E5CCI2__M089_3437
ERR1913246.89880__1.89880	1262911__R6H212__BN557_01031
ERR1913246.89900__1.89900	216816__B3DRU6__DPC6323_0992
ERR1913246.90279__1.90279	1354__I6T632__BH740_11640
ERR1913246.90362__1.90362	10678__GeneID:2777481
ERR1913246.90410__1.90410	418240__A0A174SL99__ERS852478_00007
ERR1913246.90475__1.90475	1432052__A0A1E3ARC7__BEI60_23370
ERR1913246.90709__1.90709	47678__A5ZEA3__ERS852558_00257
ERR1913246.91029__1.91029	216816__D6DC09__BLIC_a02334
ERR1913246.91072__1.91072	1262911__R6H1P0__BN557_00940
ERR1913246.91141__1.91141	626932__G5H751__HMPREF9450_00894
