ERR1913280.111__1.111	1262700__R5XM04__BN695_00162
ERR1913280.46809__1.46809	40518__R5DX17__DXD86_01230
ERR1913280.46920__1.46920	239935__A0A139TVJ4__CXT86_02020
ERR1913280.46949__1.46949	357276__A6L053__ABI39_04450
ERR1913280.46958__1.46958	239935__A0A2N8I6R6__CXU04_04335
ERR1913280.47249__1.47249	820__A0A078S4C2__ERS417307_00828
ERR1913280.47291__1.47291	820__A7V780__adaA_3
ERR1913280.47386__1.47386	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913280.47522__1.47522	239935__A0A2N8HL50__CXT98_09135
ERR1913280.47576__1.47576	39491__D4JMW8__ERS852497_01971
ERR1913280.47970__1.47970	820__A0A173W419__DXC68_17760
ERR1913280.47912__1.47912	820__A0A1T4IYF4__mprA_1
ERR1913280.48626__1.48626	1263000__R5EXT3__BN466_02213
ERR1913280.48643__1.48643	239935__A0A2N8HBM4__CXT85_06270
ERR1913280.48810__1.48810	853__A0A2A6Z8X1__FPR_03410
ERR1913280.49082__1.49082	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913280.49146__1.49146	239935__A0A2N8HHY4__DEF40_10850
ERR1913280.49147__1.49147	820__A0A3E5BMG9__DXD40_05130
ERR1913280.49359__1.49359	39492__D4JQS6__ykoD
ERR1913280.49456__1.49456	40520__A0A396A356__DXB81_07630
ERR1913280.49602__1.49602	823__A0A173W8N5__ERS852513_00780
ERR1913280.49652__1.49652	328814__GCA_004558275.1_00033
ERR1913280.49809__1.49809	357276__A0A076IKP7__BACDOR_04239
ERR1913280.50039__1.50039	1262700__R5XLG8__BN695_01525
ERR1913280.50041__1.50041	487174__K0XL60__DDY40_11760
ERR1913280.50240__1.50240	1160721__W0U2H8__BHW50_07775
ERR1913280.50330__1.50330	357276__D1JYA3__BSEG_00395
ERR1913280.50455__1.50455	1262893__R5GKW3__BN782_01660
ERR1913280.50465__1.50465	33025__A0A395J8P0__C8D73_1144
ERR1913280.50487__1.50487	1535__A7VYJ0__CLOLEP_03668
ERR1913280.50677__1.50677	28117__B0MXW9__ALIPUT_01981
ERR1913280.50782__1.50782	853__E2ZGD9__C7J97_11715
ERR1913280.50789__1.50789	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913280.51021__1.51021	39488__A0A285PTA0__EUBHAL_00097
ERR1913280.51044__1.51044	847__C3X9Z3__BRW83_1099
ERR1913280.51088__1.51088	239935__A0A2N8HT18__CXT93_06135
ERR1913280.51235__1.51235	487174__K0WV96__HMPREF9448_01901
ERR1913280.51270__1.51270	28117__B0MTH2__ALIPUT_00061
ERR1913280.51283__1.51283	458033__GCA_001482755.1_02203
ERR1913280.51307__1.51307	1160721__W0U4N3__BHW50_05270
ERR1913280.51642__1.51642	1262911__R6GPI7__BN557_00907
ERR1913280.51802__1.51802	823__D0TGE9__ERS852429_03294
ERR1913280.51839__1.51839	310297__A0A3E4N5K8__BACPLE_01965
ERR1913280.51751__1.51751	39485__A0A174YYW2__benM
ERR1913280.51883__1.51883	1680__A0A087DHN0__AL0462_1532
ERR1913280.51890__1.51890	1150298__A0A174LE54__cysA
ERR1913280.51922__1.51922	239935__B2URG6__CXU02_00030
ERR1913280.51947__1.51947	239935__A0A2N8INK7__Amuc_0521
ERR1913280.52087__1.52087	487174__K0XJ34__DDY40_06890
ERR1913280.52255__1.52255	28117__B0MSQ3__ALIPUT_00347
ERR1913280.52334__1.52334	239935__A0A2N8HL14__CXT98_09285
ERR1913280.52429__1.52429	39491__A0A174EQV2__DXB69_10230
ERR1913280.52473__1.52473	357276__I8WAB8__B5F00_08100
ERR1913280.52603__1.52603	853__A0A2A7B1Y7__C7K05_11930
ERR1913280.52660__1.52660	360807__A0A174C9G9__ERS852392_02115
ERR1913280.52873__1.52873	820__A0A3E5BMG9__DXD40_05130
ERR1913280.52987__1.52987	820__A7VAR9__ERS852421_00197
ERR1913280.52948__1.52948	1262700__R5X9G7__BN695_00632
ERR1913280.53277__1.53277	626929__R6MD77__SAMN05444376_2510
ERR1913280.53377__1.53377	28116__C3QZB5__M088_3811
ERR1913280.53403__1.53403	820__A0A139JRS5__HMPREF1073_04025
ERR1913280.53609__1.53609	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913280.53538__1.53538	820__A0A3E4RU03__M093_0563
ERR1913280.53730__1.53730	357276__A0A076IRZ5__BACDOR_00630
ERR1913280.53851__1.53851	820__A0A139K8N1__ERS852554_00951
ERR1913280.53869__1.53869	820__A7V049__DXB48_04755
ERR1913280.53887__1.53887	1262700__R5XJU2__BN695_00943
ERR1913280.54095__1.54095	39491__A0A173U130__ERE_16110
ERR1913280.54270__1.54270	1262700__R5XAC9__BN695_00822
ERR1913280.54367__1.54367	626932__G5H517__HMPREF9450_00027
ERR1913280.54406__1.54406	1150298__A0A174RCG4__ERS852498_01381
ERR1913280.54863__1.54863	1262700__R5XWP0__BN695_01552
ERR1913280.54918__1.54918	338188__R6RZK7__ERS852397_02417
ERR1913280.54960__1.54960	239935__R6J5N6__CXT99_10770
ERR1913280.55431__1.55431	47678__R5U8P0__DW706_15950
ERR1913280.55492__1.55492	820__E5VEH7__ERS852459_01300
ERR1913280.55648__1.55648	1263000__R5EKG2__BN466_02040
ERR1913280.55749__1.55749	820__A0A174LIN6__HMPREF1072_03144
ERR1913280.55757__1.55757	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913280.56053__1.56053	39488__A0A174KVU1__EUBHAL_00302
ERR1913280.56070__1.56070	823__A6LER2__ERS852513_00365
ERR1913280.56239__1.56239	1262700__R5XLN1__BN695_01615
ERR1913280.56528__1.56528	936548__J1LLV1__HMPREF1136_0204
ERR1913280.56607__1.56607	1262700__R5X8Q0__BN695_00340
ERR1913280.56715__1.56715	338188__K5CL92__BACFIN_07565
ERR1913280.56729__1.56729	853__A0A173XRA8__CGS56_09290
ERR1913280.56908__1.56908	853__E2ZGD9__C7J97_11715
ERR1913280.57056__1.57056	1262700__R5Y6J6__BN695_00596
ERR1913280.57175__1.57175	357276__I9RAC4__BSEG_00561
ERR1913280.57283__1.57283	1124654__GeneID:14005783
ERR1913280.57324__1.57324	1262911__R6GIK0__BN557_01516
ERR1913280.57379__1.57379	39491__D6DXZ8__DXB72_15035
ERR1913280.57643__1.57643	301301__A0A173Z460__sunS_1
ERR1913280.57837__1.57837	166486__D4L398__ERS852572_03633
ERR1913280.58004__1.58004	626929__F3PF36__B5F24_16825
ERR1913280.58096__1.58096	28117__B0MZ14__ALIPUT_02383
ERR1913280.58236__1.58236	820__A0A3E4W4Y7__B5G17_02055
ERR1913280.58274__1.58274	338188__A0A173XBT2__ERS852397_00329
ERR1913280.58323__1.58323	33025__A0A395J910__C8D73_11128
ERR1913280.58350__1.58350	1262700__R5XJX9__BN695_00988
ERR1913280.58363__1.58363	1897011__A0A1Q6RE22__BHW41_04590
ERR1913280.58633__1.58633	39491__A0A396FGM9__fliU_1
ERR1913280.58629__1.58629	944036__A0A196SDD1__AV274_3276
ERR1913280.58836__1.58836	821__A0A174V2F3__NCTC10583_01474
ERR1913280.58919__1.58919	39491__A0A395V297__EUR_01010
ERR1913280.59110__1.59110	39491__A0A395UZ82__EUR_31520
ERR1913280.59138__1.59138	239935__A0A2N8HHY4__DEF40_10850
ERR1913280.59151__1.59151	46503__K5ZM81__DCY29_16460
ERR1913280.59519__1.59519	1263107__GCA_000436995.1_00084
ERR1913280.59476__1.59476	1262889__R7HAQ6__BN634_02130
ERR1913280.59610__1.59610	39491__A0A396FS17__envC
ERR1913280.59744__1.59744	823__A0A173W1W2__M095_4076
ERR1913280.59783__1.59783	487174__K0XL60__DDY40_11760
ERR1913280.59790__1.59790	1262777__R5WGC7__BN512_00376
ERR1913280.60099__1.60099	239935__A0A2N8IVR0__CXT87_07115
ERR1913280.60210__1.60210	33025__A0A395JHB7__C8D73_101754
ERR1913280.60214__1.60214	39491__C4Z9D4__DXD95_00055
ERR1913280.60477__1.60477	328814__GCA_004558275.1_00033
ERR1913280.60583__1.60583	414970__GeneID:5204379
ERR1913280.60775__1.60775	28117__R7JLL3__ALIPUT_02219
ERR1913280.60986__1.60986	820__A0A3E4PYB0__yejM
ERR1913280.60951__1.60951	39491__C4ZAT2__ERE_28440
ERR1913280.61144__1.61144	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913280.61261__1.61261	154046__A0A174I7V2__ERS852407_04072
ERR1913280.61234__1.61234	1262700__R5XX89__BN695_00144
ERR1913280.61291__1.61291	487174__K0XKD7__HMPREF9448_01550
ERR1913280.61351__1.61351	1262700__R5XUF1__BN695_00765
ERR1913280.61561__1.61561	1262911__R6H212__BN557_01031
ERR1913280.61720__1.61720	853__A0A173XRA8__CGS56_09290
ERR1913280.61794__1.61794	820__A0A174M9V5__M093_0237
ERR1913280.61799__1.61799	821__A0A0P0M405__DXC02_15075
ERR1913280.61905__1.61905	820__A0A174DZ97__SAMN05444418_101240
ERR1913280.61896__1.61896	1262700__R5XX89__BN695_00144
ERR1913280.61957__1.61957	33025__A0A395J8P0__C8D73_1144
ERR1913280.62275__1.62275	39492__D4JT91__EUBSIR_01750
ERR1913280.62462__1.62462	384638__B7APN3__BACPEC_00639
ERR1913280.62472__1.62472	1796613__A0A1C7H2D6__A4V03_10740
ERR1913280.62561__1.62561	28117__B0MTW8__ALIPUT_00502
ERR1913280.62733__1.62733	239935__A0A2N8I1R3__CXU05_06075
ERR1913280.62764__1.62764	1160721__R6U5L6__RBI_I01802
ERR1913280.62766__1.62766	1150298__A0A174S4G4__dacB_1
ERR1913280.62821__1.62821	820__R9I2U8__DXC68_09590
ERR1913280.63078__1.63078	820__R9I3Q7__HMPREF1072_01668
ERR1913280.63159__1.63159	338188__A0A174FBN4__BACFIN_09139
ERR1913280.63181__1.63181	487174__K0X3L3__DDY40_11345
ERR1913280.63203__1.63203	820__A0A139KJR5__M093_4469
ERR1913280.63538__1.63538	820__A0A3E4RTP0__C801_01067
ERR1913280.63541__1.63541	39491__A0A395ZG74__licR
ERR1913280.63665__1.63665	338188__A0A1Q6HCN7__ptrA
ERR1913280.64309__1.64309	823__A0A173W8N5__ERS852513_00780
ERR1913280.64412__1.64412	357276__I9R994__BACDOR_04044
ERR1913280.64559__1.64559	35833__E5Y2V2__HMPREF0179_00466
ERR1913280.64841__1.64841	116085__D4J4J2__DW747_14050
ERR1913280.64842__1.64842	1683__C4FH49__BIANG_0820
ERR1913280.65083__1.65083	1262700__R5XWM8__BN695_01537
ERR1913280.65161__1.65161	40520__A0A174NUP5__DXC87_01375
ERR1913280.65243__1.65243	357276__C3R5A0__B5F00_02960
ERR1913280.65429__1.65429	487174__K0X7X4__DIT83_09125
ERR1913280.65375__1.65375	487174__K0XK80__DIT83_00335
ERR1913280.65492__1.65492	239935__A0A2N8I791__CXT99_09415
ERR1913280.65577__1.65577	1262889__R7HCV1__BN634_01227
ERR1913280.65619__1.65619	820__A0A173YYG4__evgS_3
ERR1913280.65800__1.65800	39491__A0A396FSK3__ERS852417_00383
ERR1913280.65771__1.65771	820__A0A3E4PYB0__yejM
ERR1913280.65847__1.65847	39491__D6E2U1__EUBREC_3278
ERR1913280.66151__1.66151	338188__A0A1C7H5S1__HMPREF1057_02183
ERR1913280.66373__1.66373	487174__K0WXI9__HMPREF9448_02340
ERR1913280.66478__1.66478	39492__D4JX50__EUBSIR_00410
ERR1913280.66582__1.66582	820__A0A1T4IY80__ERS852554_01621
ERR1913280.66799__1.66799	338188__C9L0Q1__HMPREF1057_02400
ERR1913280.66731__1.66731	166486__D4L1H3__sacC
ERR1913280.66765__1.66765	39492__D4JR04__phoU
ERR1913280.66792__1.66792	820__A0A078S4C2__ERS417307_00828
ERR1913280.66864__1.66864	1263000__R5EKG2__BN466_02040
ERR1913280.66831__1.66831	39491__A0A3E4YFT8__DXB69_10940
ERR1913280.66846__1.66846	847__C3X994__OFBG_00798
ERR1913280.66922__1.66922	820__A0A374MXK3__HMPREF1072_00166
ERR1913280.67146__1.67146	310298__B3JQD7__BACCOP_04095
ERR1913280.67160__1.67160	39491__D6E4H2__DXB99_00485
ERR1913280.67266__1.67266	28117__B0MT38__BHV66_05995
ERR1913280.67373__1.67373	338188__R6RY59__BACFIN_08333
ERR1913280.67616__1.67616	544645__A0A3E4T2K3__DXC42_13505
ERR1913280.67664__1.67664	357276__A0A1Y3Z3W0__IY41_20500
ERR1913280.67879__1.67879	820__A0A1T4IYF4__mprA_1
ERR1913280.68018__1.68018	1262700__R5XK42__BN695_01020
ERR1913280.68156__1.68156	338188__R6S6X5__BACFIN_08521
ERR1913280.68241__1.68241	338188__A0A1Q6HA80__ERS852397_00522
ERR1913280.68256__1.68256	1849041__A0A3E2SSP1__DW086_11185
ERR1913280.68578__1.68578	1160721__R6TAA3__BHW50_03385
ERR1913280.68690__1.68690	28117__R7JG17__ALIPUT_01859
ERR1913280.68749__1.68749	1262911__R6GPI7__BN557_00907
ERR1913280.68857__1.68857	39491__A0A395ZGE4__ERS852497_01269
ERR1913280.68927__1.68927	820__A0A396EXA7__DXB37_15530
ERR1913280.68880__1.68880	487174__K0X353__DIT83_07800
ERR1913280.68890__1.68890	820__A0A139JUD3__DXC91_19380
ERR1913280.68893__1.68893	239935__A0A3F3K9J9__DEF40_00940
ERR1913280.69105__1.69105	820__A0A139KG04__ERS852459_01249
ERR1913280.69319__1.69319	820__A0A374Q8T2__DXB64_16190
ERR1913280.69291__1.69291	820__A0A174M9V5__M093_0237
ERR1913280.69426__1.69426	1262911__R6H2J2__BN557_01228
ERR1913280.69472__1.69472	823__A0A395YRW4__DD466_15895
ERR1913280.69397__1.69397	46503__R6Y9P8__evgS_3
ERR1913280.69540__1.69540	338188__C9L2Z0__HMPREF1057_03240
ERR1913280.69689__1.69689	28117__B0MXR4__BHV66_08025
ERR1913280.69713__1.69713	1262911__R6GR13__BN557_00618
ERR1913280.69765__1.69765	1262911__R6GPM2__BN557_00937
ERR1913280.70054__1.70054	338188__A0A173XK96__BACFIN_08439
ERR1913280.70450__1.70450	556259__E5C690__BSGG_1431
ERR1913280.70491__1.70491	310298__B3JED9__BACCOP_00230
ERR1913280.70584__1.70584	871325__A0A1M4TSZ2__SAMN05444349_102236
ERR1913280.70531__1.70531	239935__A0A2N8HB50__CXU17_02615
ERR1913280.70682__1.70682	33025__A0A395J947__C8D73_11315
ERR1913280.70627__1.70627	28117__R7JIJ8__BHV66_01635
ERR1913280.70728__1.70728	74426__rpoC
ERR1913280.70797__1.70797	371601__E5CE41__ERS852396_04351
ERR1913280.70855__1.70855	239935__A0A2N8ITG2__Amuc_0335
ERR1913280.70885__1.70885	1262911__R6H1P0__BN557_00940
ERR1913280.71013__1.71013	357276__B6VW91__BACDOR_01584
ERR1913280.71125__1.71125	338188__C9KT47__BACFIN_05483
ERR1913280.71647__1.71647	39492__D4JVC7__yfgF
ERR1913280.71577__1.71577	1262700__R5XUF1__BN695_00765
ERR1913280.71652__1.71652	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913280.71681__1.71681	1262911__R6GY22__BN557_00023
ERR1913280.71776__1.71776	823__A6LER2__ERS852513_00365
ERR1913280.71870__1.71870	28117__B0MVL2__BHV66_01645
ERR1913280.72017__1.72017	46503__R6Y901__HMPREF1060_01754
ERR1913280.72207__1.72207	487174__K0WYI1__DDY40_08675
ERR1913280.72147__1.72147	239935__A0A2N8HUU6__CXT90_06150
ERR1913280.72217__1.72217	328812__A0A0F5IK28__HMPREF1076_01438
ERR1913280.72248__1.72248	218538__C9LPF0__GCWU000321_01429
ERR1913280.72346__1.72346	47678__R5U7X8__C5Z00_18270
ERR1913280.72380__1.72380	28117__B0MY41__BHV66_05165
ERR1913280.72907__1.72907	39491__A0A396FMF1__EUR_28700
ERR1913280.72870__1.72870	820__A0A3E4G3J9__ERS852459_02265
ERR1913280.72874__1.72874	39491__A0A173VYV1__DXC13_02710
ERR1913280.73156__1.73156	39491__A0A395ZM93__DXD13_03490
ERR1913280.73198__1.73198	823__A0A355XFH7__ERS852513_00769
ERR1913280.73240__1.73240	487174__K0X488__HMPREF9448_00323
ERR1913280.73415__1.73415	820__A0A139KHX1__HMPREF2141_00289
ERR1913280.73533__1.73533	853__C7H1R8__DW905_06675
ERR1913280.73677__1.73677	2108523__A0A2P2F3W3__LAWASA_692
ERR1913280.73824__1.73824	1150298__A0A174K7D2__ERS852498_01147
ERR1913280.73930__1.73930	40518__R5DME2__DXD86_07315
ERR1913280.73849__1.73849	487174__K0XEE4__DDY40_09500
ERR1913280.73856__1.73856	820__A0A3E4WA06__ERS852554_03404
ERR1913280.73858__1.73858	39491__D6E4H2__DXB99_00485
ERR1913280.73863__1.73863	338188__A0A1Q6HJ51__endOF1_2
ERR1913280.74002__1.74002	39491__A0A174K1W6__DXB99_15020
ERR1913280.74017__1.74017	1262700__R5XEF2__BN695_01474
ERR1913280.74051__1.74051	823__A6LHJ7__ERS852380_00253
ERR1913280.74055__1.74055	357276__I9RAC4__BSEG_00561
ERR1913280.74092__1.74092	820__A0A3E4PYB0__yejM
ERR1913280.74107__1.74107	820__A0A3E4FZM1__adaA_2
ERR1913280.74127__1.74127	33043__A8SWM2__ERS852575_01910
ERR1913280.74219__1.74219	39492__D4MIY5__EUBSIR_00233
ERR1913280.74380__1.74380	28117__B0MYI9__BHV66_05415
ERR1913280.74709__1.74709	28117__B0MWP2__ALIPUT_01468
ERR1913280.74893__1.74893	1262911__R6GPM2__BN557_00937
ERR1913280.74865__1.74865	357276__I8WDF1__B5F00_02455
ERR1913280.75013__1.75013	39491__C4ZCV7__ERE_23110
ERR1913280.75166__1.75166	301302__A0A0M6WPV4__M72_29701
ERR1913280.75288__1.75288	357276__B6VVS0__HMPREF1064_03951
ERR1913280.75294__1.75294	820__R9HP61__DXC91_01090
ERR1913280.75297__1.75297	46503__A0A3E4ZQ73__ERS852463_01043
ERR1913280.75398__1.75398	39491__A0A395ZGE4__ERS852497_01269
ERR1913280.75671__1.75671	39491__A0A395V1Y4__DXB99_08035
ERR1913280.75685__1.75685	166486__A0A173T114__ROSINTL182_05085
ERR1913280.76007__1.76007	820__R9I3Q7__HMPREF1072_01668
ERR1913280.76083__1.76083	39492__D4JS88__ERS852540_00578
ERR1913280.76432__1.76432	166486__A0A173T114__ROSINTL182_05085
ERR1913280.76446__1.76446	357276__I9QPN3__EL88_09245
ERR1913280.76584__1.76584	1263044__GCA_000433375.1_01150
ERR1913280.76758__1.76758	28116__A0A3A9HSJ8__DXD69_15065
ERR1913280.76853__1.76853	1160721__R6TH82__BHW50_00835
ERR1913280.76918__1.76918	301301__A0A174C8W8__ERS852391_01378
ERR1913280.77008__1.77008	820__A0A3E4RU03__M093_0563
ERR1913280.77011__1.77011	1263044__GCA_000433375.1_03387
ERR1913280.77013__1.77013	239935__R6JAS2__CXU02_10725
ERR1913280.77214__1.77214	39491__A0A395UWA3__DXB69_11805
ERR1913280.77183__1.77183	338188__A0A174GX93__BACFIN_07818
ERR1913280.77254__1.77254	820__A0A174TRB5__DXD40_11305
ERR1913280.77327__1.77327	239935__A0A139TPU7__CXT91_06575
ERR1913280.77442__1.77442	338188__C9KUV1__HMPREF1057_03061
ERR1913280.77640__1.77640	823__D7IRG1__NCTC11152_02276
ERR1913280.77650__1.77650	1681__A0A0M4LYV0__LMG13195_1571
ERR1913280.77704__1.77704	338188__K5BSQ8__HMPREF1057_02842
ERR1913280.77866__1.77866	1262743__R5C054__BN727_01980
ERR1913280.77921__1.77921	1160721__W0U436__BHW50_10710
ERR1913280.77919__1.77919	39491__A0A395V0H3__ERS852417_01192
ERR1913280.78138__1.78138	487174__R5G1E8__DIT83_00510
ERR1913280.78204__1.78204	820__A0A3E4PYB0__yejM
ERR1913280.78297__1.78297	338188__R6SW63__BACFIN_05400
ERR1913280.78255__1.78255	820__A0A3E4W4Y7__B5G17_02055
ERR1913280.78313__1.78313	1262700__R5XCN1__BN695_01554
ERR1913280.78433__1.78433	820__A0A3E4RUC4__DHU98_02635
ERR1913280.78443__1.78443	674529__R6UY37__SAMN05444400_12650
ERR1913280.78623__1.78623	28116__A0A395VSP8__ERS852555_02642
ERR1913280.78904__1.78904	39492__D4JWY0__EUBSIR_01648
ERR1913280.79006__1.79006	39492__D4JT68__spoIIIE
ERR1913280.79097__1.79097	487174__K0X694__DIT83_09060
ERR1913280.79114__1.79114	1263044__GCA_000433375.1_03385
ERR1913280.79495__1.79495	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913280.79709__1.79709	74426__pdxS
ERR1913280.79799__1.79799	40518__R5DUU2__yvhJ_2
ERR1913280.79878__1.79878	1681__A0A0H3EBV5__B217_06972
ERR1913280.80280__1.80280	820__A0A3E4WCC2__lptB_1
ERR1913280.80345__1.80345	166486__D4KUC4__arcB_1
ERR1913280.80600__1.80600	39492__D4MIK7__EUBSIR_00676
ERR1913280.80720__1.80720	28117__B0MXG8__ALIPUT_01814
ERR1913280.80762__1.80762	823__A0A355XJ56__DDY96_07685
ERR1913280.81194__1.81194	1262911__R6GPI7__BN557_00907
ERR1913280.81302__1.81302	166486__D4KPQ7__ROSINTL182_09065
ERR1913280.81329__1.81329	1160721__W0U274__RBI_I00073
ERR1913280.81335__1.81335	39491__A0A174K9A3__DXB69_07785
ERR1913280.81490__1.81490	28117__B0MUB4__BHV66_01895
ERR1913280.81515__1.81515	820__A0A3E4W7J3__DXC07_00330
ERR1913280.81617__1.81617	1262911__R6GZX7__BN557_00838
ERR1913280.81820__1.81820	39492__A0A174ZG93__EUBSIR_00254
ERR1913280.81911__1.81911	39492__D4JT87__clpC
ERR1913280.82000__1.82000	820__A0A174TRB5__DXD40_11305
ERR1913280.82085__1.82085	39492__D4JWT3__ERS852540_00301
ERR1913280.82171__1.82171	1160721__W0U560__RBI_I01229
ERR1913280.82133__1.82133	820__A0A3E4VXP2__yesR
ERR1913280.82313__1.82313	820__A0A174DZ97__SAMN05444418_101240
ERR1913280.82376__1.82376	239935__A0A2N8I9N0__CXT97_09915
ERR1913280.82553__1.82553	239935__A0A2N8IHY1__CXU06_00035
ERR1913280.82729__1.82729	1262700__R5XDF3__BN695_01151
ERR1913280.82929__1.82929	1160721__W0U3Z9__RBI_I00543
ERR1913280.82870__1.82870	818__A0A139KMC9__C799_02694
ERR1913280.82988__1.82988	1262889__R7H9H9__BN634_02436
ERR1913280.83068__1.83068	853__A0A173XRA8__CGS56_09290
ERR1913280.83179__1.83179	1262911__R6GN33__BN557_00616
ERR1913280.83415__1.83415	357276__C3R9Y0__HMPREF1064_01889
ERR1913280.83386__1.83386	1262911__R6GPM2__BN557_00937
ERR1913280.83695__1.83695	39491__C4ZHS4__EUR_24420
ERR1913280.83639__1.83639	338188__R6S0J1__BACFIN_08786
ERR1913280.83648__1.83648	39492__D4JRZ7__smc
ERR1913280.83881__1.83881	39491__C4ZHS4__EUR_24420
ERR1913280.84122__1.84122	239935__A0A2N8IMC3__CXT96_03840
ERR1913280.84057__1.84057	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913280.84213__1.84213	28116__A0A395VUS9__DXD69_03560
ERR1913280.84164__1.84164	239935__A0A2N8IHY1__CXU06_00035
ERR1913280.84227__1.84227	47678__A0A174VGP6__HMPREF1061_01625
ERR1913280.84549__1.84549	487174__K0X3E9__DDY40_04905
ERR1913280.84630__1.84630	820__A0A174Q0F0__DXB48_08080
ERR1913280.84603__1.84603	47678__R5UZM4__DW706_15680
ERR1913280.84613__1.84613	1680__A0A1X2ZKM8__B5789_0981
ERR1913280.84614__1.84614	821__A0A174K302__CUU_3129
ERR1913280.84729__1.84729	1262700__R5XUF1__BN695_00765
ERR1913280.84840__1.84840	820__A0A174Q0F0__DXB48_08080
ERR1913280.84919__1.84919	338188__C9L213__ERS852397_00630
ERR1913280.85009__1.85009	1262911__R6GMZ7__BN557_01741
ERR1913280.85449__1.85449	357276__B6W5Q7__DXD47_13945
ERR1913280.85460__1.85460	39492__D4JTF5__ybeY
ERR1913280.85755__1.85755	1262700__R5XM04__BN695_00162
ERR1913280.85770__1.85770	817__Q64RY5__M122_2555
ERR1913280.85784__1.85784	338188__A0A174DQN3__HMPREF1057_03481
ERR1913280.85786__1.85786	1262777__R5VVJ8__BN512_00676
ERR1913280.86037__1.86037	823__D7IV95__DXC05_09565
ERR1913280.86115__1.86115	40518__R5DT93__DXD86_08730
ERR1913280.86123__1.86123	820__A0A174KKV6__DXC07_02635
ERR1913280.86276__1.86276	1263000__R5EXT3__BN466_02213
ERR1913280.86196__1.86196	166486__D4KZP0__ERS852572_00486
ERR1913280.86359__1.86359	360807__A0A1Q6T5F3__ERS852392_00510
ERR1913280.86407__1.86407	1897011__A0A1Q6RET2__BHW41_04000
ERR1913280.86607__1.86607	40518__R5DX31__DXD86_09775
ERR1913280.86635__1.86635	544645__A0A3E4TEK2__DXC42_06710
ERR1913280.86748__1.86748	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913280.86776__1.86776	544644__GCA_001915615.1_02238
ERR1913280.86817__1.86817	239935__A0A2N8IRH4__CXT92_05605
ERR1913280.87032__1.87032	166486__D4L1H8__ERS852572_02204
ERR1913280.87292__1.87292	1262700__R5XCS8__BN695_01594
ERR1913280.87253__1.87253	239935__A0A2N8I368__CXT95_04550
ERR1913280.87492__1.87492	239935__A0A2N8HW65__CXU09_08515
ERR1913280.87801__1.87801	39492__D4MMN2__EUBSIR_00964
ERR1913280.87916__1.87916	39485__C4Z355__ERS852490_01971
ERR1913280.87920__1.87920	338188__A0A174ETX3__ERS852397_01955
ERR1913280.88019__1.88019	39491__A0A395V5R3__EUBREC_1883
ERR1913280.88084__1.88084	46503__R6WWH2__DXB85_00365
ERR1913280.88315__1.88315	1683__A0A126SUH6__BIFANG_03688
ERR1913280.88557__1.88557	823__A0A355XIK0__CEQ22_011965
ERR1913280.88590__1.88590	47678__A5ZG68__ERS852494_02968
ERR1913280.88621__1.88621	357276__B6VW91__BACDOR_01584
ERR1913280.88640__1.88640	338188__A0A1C7H5S1__HMPREF1057_02183
ERR1913280.88855__1.88855	39492__D4MMZ8__ERS852540_01407
ERR1913280.88809__1.88809	47678__R5UA23__C5Z00_15610
ERR1913280.88881__1.88881	39491__A0A395ZKJ0__DXD13_11010
ERR1913280.88975__1.88975	820__R9I3N4__M093_0061
ERR1913280.88923__1.88923	239935__A0A139TVJ4__CXT86_02020
ERR1913280.89067__1.89067	39492__D4JRV5__acrR_2
ERR1913280.89589__1.89589	820__A0A3E4PYB0__yejM
ERR1913280.89608__1.89608	33025__A0A395JBU5__C8D73_10423
ERR1913280.89980__1.89980	1262700__R5XK17__BN695_00071
ERR1913280.90021__1.90021	820__A0A173WUD7__DXB48_08055
ERR1913280.90408__1.90408	239935__A0A2N8IVR0__CXT87_07115
ERR1913280.90571__1.90571	39492__D4JW10__pppA
ERR1913280.90613__1.90613	39492__D4JSS2__EUBSIR_00553
ERR1913280.90702__1.90702	301301__G2T5S1__gsiA_1
ERR1913280.90673__1.90673	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913280.90919__1.90919	47678__A5ZL09__BACCAC_03608
ERR1913280.91014__1.91014	239935__R7E524__CXT91_06180
ERR1913280.91161__1.91161	1262889__R7HCV1__BN634_01227
ERR1913280.91323__1.91323	820__A0A374QGD2__ERS852421_02382
ERR1913280.91349__1.91349	820__A0A3E4VZY4__ERS852554_01211
ERR1913280.91483__1.91483	239935__B2UL21__CXT98_03395
