ERR1913060.366__1.366	1262930__R6ACJ7__BN693_00131
ERR1913060.43844__1.43844	28116__A0A1Y4Q112__evgS_13
ERR1913060.43972__1.43972	820__A0A139K024__B5G17_02060
ERR1913060.44189__1.44189	39496__A5ZAI0__EUBVEN_02727
ERR1913060.44262__1.44262	88431__A0A174KCR9__DXB16_06030
ERR1913060.44373__1.44373	166486__D4KWZ7__cph2_5
ERR1913060.44468__1.44468	1099853__U5C9V7__NSB1T_11195
ERR1913060.44631__1.44631	853__A0A173T751__C4N24_10280
ERR1913060.44782__1.44782	310298__B3JQJ5__BACCOP_04231
ERR1913060.44958__1.44958	39496__A5Z7Y0__EUBVEN_01820
ERR1913060.44967__1.44967	47678__R5UAF6__ERS852494_02966
ERR1913060.45073__1.45073	1262992__R5DCM8__BN795_01561
ERR1913060.45212__1.45212	410072__C0BC88__DXD67_11180
ERR1913060.45298__1.45298	2293125__A0A374BUM7__DW917_12980
ERR1913060.45356__1.45356	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913060.45453__1.45453	1150298__A0A174RCG4__ERS852498_01381
ERR1913060.45604__1.45604	1262930__R6AX76__BN693_00292
ERR1913060.45709__1.45709	310298__B3JI31__BACCOP_01543
ERR1913060.45738__1.45738	1262992__R5CXM8__BN795_01024
ERR1913060.46230__1.46230	1262930__R6A468__BN693_01366
ERR1913060.46295__1.46295	853__A0A173YYY4__DWZ04_09420
ERR1913060.46302__1.46302	418240__A0A174QSP2__kinA_1
ERR1913060.46255__1.46255	544644__GCA_001915615.1_00026
ERR1913060.46375__1.46375	820__R7E9Z4__DXC68_06065
ERR1913060.46492__1.46492	74426__nifJ
ERR1913060.46647__1.46647	165179__A0A3E5AHY4__CFT61_07675
ERR1913060.46722__1.46722	301301__A0A395VA63__sbcC
ERR1913060.46765__1.46765	310298__B3JPD1__BACCOP_02317
ERR1913060.47001__1.47001	410072__A0A174QU55__luxQ
ERR1913060.47163__1.47163	166486__D4KXZ4__ROSINTL182_05055
ERR1913060.47359__1.47359	165179__D1PGU8__PREVCOP_06463
ERR1913060.47400__1.47400	166486__D4KUC4__arcB_1
ERR1913060.47410__1.47410	820__A0A3E4W6P0__gmhA
ERR1913060.47421__1.47421	166486__D4KWZ7__cph2_5
ERR1913060.47480__1.47480	166486__D4KJ71__ERS852572_03479
ERR1913060.47481__1.47481	821__A0A078R9Y9__M097_2119
ERR1913060.47528__1.47528	556259__I0PXW0__BSGG_5187
ERR1913060.47586__1.47586	29361__B6FT60__CLONEX_03337
ERR1913060.47656__1.47656	46503__K5ZAK9__NCTC13052_03308
ERR1913060.47677__1.47677	410072__A0A174IQI6__ERS852574_01030
ERR1913060.47744__1.47744	310298__B3JI31__BACCOP_01543
ERR1913060.47788__1.47788	156456__G9YIG0__HMPREF0080_01452
ERR1913060.47884__1.47884	820__R9HP61__DXC91_01090
ERR1913060.48565__1.48565	46503__R6X1R0__ERS852463_00596
ERR1913060.48748__1.48748	1262739__R6MRD4__BN659_02013
ERR1913060.48762__1.48762	853__A0A174CVG7__CGS58_09335
ERR1913060.49208__1.49208	28116__A0A139KS89__HMPREF2532_04387
ERR1913060.49192__1.49192	821__A6L0C7__ERS852556_03520
ERR1913060.49196__1.49196	818__A0A139KDV3__HMPREF2534_02467
ERR1913060.49292__1.49292	544644__GCA_001915615.1_01797
ERR1913060.49596__1.49596	166486__D4KZI1__ERS852572_00422
ERR1913060.49627__1.49627	39496__A5Z3N0__EUBVEN_00276
ERR1913060.49742__1.49742	1262948__R7EA06__BN671_01316
ERR1913060.49747__1.49747	853__A0A3E2U7E6__ERS852582_01640
ERR1913060.49766__1.49766	2293125__A0A374BUM7__DW917_12980
ERR1913060.49850__1.49850	371601__I9AKJ4__B5E50_07535
ERR1913060.49863__1.49863	29361__B6FRT6__CLONEX_02860
ERR1913060.49890__1.49890	2293125__A0A374BSW4__DW917_13420
ERR1913060.50013__1.50013	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913060.50046__1.50046	820__A0A173WZS4__DXD90_10250
ERR1913060.50142__1.50142	204516__U6RNF5__HMPREF1534_00381
ERR1913060.50177__1.50177	39488__A0A285Q0V4__paaK_1
ERR1913060.50296__1.50296	1150298__A0A174RJ10__ERS852535_00223
ERR1913060.50406__1.50406	166486__D4L0L8__ROSINTL182_08063
ERR1913060.50572__1.50572	2293125__A0A374CJ42__DW917_03305
ERR1913060.50645__1.50645	165179__A0A3E5EAM5__DXC61_07785
ERR1913060.50682__1.50682	853__A0A3E2U7E6__ERS852582_01640
ERR1913060.50727__1.50727	2293125__A0A374BY09__DW917_11855
ERR1913060.50783__1.50783	165179__D1PCL6__DXB80_13435
ERR1913060.50818__1.50818	818__A0A139KQP8__BJP75_006755
ERR1913060.50926__1.50926	166486__C7GAX1__ERS852572_03188
ERR1913060.51104__1.51104	2293125__A0A374BSW4__DW917_13420
ERR1913060.51243__1.51243	1262930__R6AQF3__BN693_01271
ERR1913060.51383__1.51383	216816__D6DBD5__DXC32_04335
ERR1913060.51476__1.51476	2293125__A0A374BUM7__DW917_12980
ERR1913060.51511__1.51511	2293125__A0A374BUM7__DW917_12980
ERR1913060.51570__1.51570	853__A0A173XRA8__CGS56_09290
ERR1913060.51649__1.51649	1262992__R5D1K9__BN795_01025
ERR1913060.51776__1.51776	39486__B0G7S5__DXD50_04355
ERR1913060.51863__1.51863	853__A0A174BA00__DW905_01145
ERR1913060.51953__1.51953	1262924__R7HLU6__BN585_01291
ERR1913060.52096__1.52096	371601__I9A9S3__ERS852396_01220
ERR1913060.52098__1.52098	572010__napA
ERR1913060.52118__1.52118	310298__B3JQL6__BACCOP_04252
ERR1913060.52156__1.52156	204516__U6RAM4__HMPREF1534_03439
ERR1913060.52164__1.52164	357276__A0A076IN21__BSEG_03078
ERR1913060.52272__1.52272	1150298__R7JXH6__mecR1
ERR1913060.52345__1.52345	301301__A0A395V6G4__ERS852391_00892
ERR1913060.52406__1.52406	418240__C6JFD7__ERS852523_02475
ERR1913060.52451__1.52451	28052__R7NCD4__ERS852451_00170
ERR1913060.52536__1.52536	823__A0A073I5R7__cloSI
ERR1913060.52562__1.52562	821__A0A0P0M4G3__M099_3092
ERR1913060.52652__1.52652	544644__GCA_001915615.1_01853
ERR1913060.52712__1.52712	165179__A0A3E5AHY4__CFT61_07675
ERR1913060.52804__1.52804	853__A0A2J4JL53__CRH10_10795
ERR1913060.52888__1.52888	552398__F4XHU2__HMPREF0866_03196
ERR1913060.52875__1.52875	39488__A0A173U8N3__yhbU_1
ERR1913060.52943__1.52943	28052__R5HJU0__ERS852451_00148
ERR1913060.52954__1.52954	360807__A0A396AIG0__ROSEINA2194_00358
ERR1913060.53273__1.53273	487174__K0X694__DIT83_09060
ERR1913060.53287__1.53287	165179__A0A3E5DY64__CFT61_10025
ERR1913060.53353__1.53353	33025__A0A395JEP7__C8D73_10844
ERR1913060.53423__1.53423	166486__D4L3K7__ERS852572_00904
ERR1913060.53548__1.53548	218538__C9LR48__GCWU000321_00316
ERR1913060.53594__1.53594	28116__R6JLW4__DHW41_14880
ERR1913060.53780__1.53780	46503__A7AB27__DXB85_00430
ERR1913060.53753__1.53753	371601__D0TQ02__CW3_2465
ERR1913060.53976__1.53976	821__D4VD59__BHV80_04260
ERR1913060.53990__1.53990	165179__A0A3E5AER8__DXB80_07075
ERR1913060.54192__1.54192	823__A0A174U5E4__BDI_3390
ERR1913060.54285__1.54285	1735__A0A395WAL9__EUBIFOR_01618
ERR1913060.54361__1.54361	2293125__A0A374BV30__DW917_13395
ERR1913060.54396__1.54396	33039__D4M1J4__ERS852390_02215
ERR1913060.54464__1.54464	818__A0A3E5HEU1__NCTC10582_02468
ERR1913060.54580__1.54580	301301__A0A395VDE4__ERS852391_00518
ERR1913060.54614__1.54614	1262739__R6M9P7__BN659_01903
ERR1913060.54837__1.54837	39488__C0F0K5__DXD91_02265
ERR1913060.54873__1.54873	820__A0A139JRS5__HMPREF1073_04025
ERR1913060.54915__1.54915	46503__R6WU62__PARMER_00182
ERR1913060.55017__1.55017	78257__A0A087CUE0__BSAE_1156
ERR1913060.55152__1.55152	360807__A0A1Q6T3E4__ROSEINA2194_03999
ERR1913060.55219__1.55219	357276__I9R994__BACDOR_04044
ERR1913060.55464__1.55464	1262924__R7HKP8__BN585_01113
ERR1913060.55624__1.55624	357276__I9R4T1__IY41_06800
ERR1913060.55715__1.55715	1150298__R7JUS7__ytlR
ERR1913060.55832__1.55832	1262930__R5ZVH8__BN693_01324
ERR1913060.56112__1.56112	166486__D4KUL4__pemA
ERR1913060.56128__1.56128	301301__A0A395V9V0__RHOM_01245
ERR1913060.56145__1.56145	74426__rpoB
ERR1913060.56282__1.56282	1263044__GCA_000433375.1_03391
ERR1913060.56571__1.56571	410072__C0B733__ERS852525_00482
ERR1913060.56574__1.56574	820__A0A174A6K0__M093_0079
ERR1913060.56761__1.56761	2293125__A0A374CCM7__DW917_05375
ERR1913060.56762__1.56762	1262924__R7HMZ0__BN585_01986
ERR1913060.56815__1.56815	821__A0A174WBC9__ERS852556_03145
ERR1913060.56993__1.56993	46503__A7AG59__ERS852463_00349
ERR1913060.57071__1.57071	821__A0A395VMG0__DXC44_18080
ERR1913060.57093__1.57093	46503__R6XAG6__DXB85_14995
ERR1913060.57297__1.57297	39496__A5Z3N0__EUBVEN_00276
ERR1913060.57659__1.57659	626929__F3PKZ6__B5F24_10665
ERR1913060.57787__1.57787	357276__A0A0K2HDP3__IY41_00705
ERR1913060.58005__1.58005	39486__G1WN57__DORFOR_02477
ERR1913060.58112__1.58112	165179__A0A3E5A5E5__DXC61_13965
ERR1913060.58277__1.58277	166486__D4KVZ0__ERS852572_03130
ERR1913060.58378__1.58378	1262924__R7HUJ5__BN585_00830
ERR1913060.58496__1.58496	360807__A0A1Q6T8W5__ROSEINA2194_03072
ERR1913060.58503__1.58503	33025__A0A395JB30__C8D73_1034
ERR1913060.58621__1.58621	2293125__A0A374BUM7__DW917_12980
ERR1913060.58665__1.58665	2293125__A0A374BUM7__DW917_12980
ERR1913060.58695__1.58695	360807__A0A174EVF2__RIL183_27331
ERR1913060.58700__1.58700	487174__K0WTV8__DIT83_04385
ERR1913060.58778__1.58778	821__A0A0P0M405__DXC02_15075
ERR1913060.58787__1.58787	410072__A0A173U3R3__COPCOM_01404
ERR1913060.58831__1.58831	33039__A0A173VXR3__ERS852577_04630
ERR1913060.59033__1.59033	823__A0A173W404__DHP27_04905
ERR1913060.59235__1.59235	310298__B3JQJ5__BACCOP_04231
ERR1913060.59180__1.59180	166486__D4KPQ7__ROSINTL182_09065
ERR1913060.59262__1.59262	1262930__R6AY75__BN693_00384
ERR1913060.59263__1.59263	1262930__R6A775__BN693_00822
ERR1913060.59541__1.59541	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913060.59647__1.59647	410072__C0BES0__ERS852389_01714
ERR1913060.59800__1.59800	544645__A0A1Y3VTF3__DXC42_17725
ERR1913060.59891__1.59891	1735__B7CEC3__EUBIFOR_02567
ERR1913060.60036__1.60036	818__A0A139K9H8__C5Z03_23905
ERR1913060.60038__1.60038	745368__A0A1T4Y576__SAMN02745178_02757
ERR1913060.60187__1.60187	357276__B6W1Y5__IY41_11405
ERR1913060.60617__1.60617	165179__D1PGU8__PREVCOP_06463
ERR1913060.60643__1.60643	821__C6ZAA5__ERS852556_00403
ERR1913060.60686__1.60686	33039__A0A173U4W1__ERS852502_00464
ERR1913060.60841__1.60841	33025__A0A395JBU5__C8D73_10423
ERR1913060.61064__1.61064	1628085__A0A396QCK7__C7386_10670
ERR1913060.61092__1.61092	1262948__R7EDK5__BN671_00579
ERR1913060.61312__1.61312	357276__B6W1J2__BACDOR_03380
ERR1913060.61663__1.61663	1034346__A0A3C0DGT7__DBX92_06200
ERR1913060.61695__1.61695	166486__C7GE31__ganB_3
ERR1913060.61769__1.61769	820__A0A3E4GE89__DXB48_02565
ERR1913060.61872__1.61872	310298__B3JJ24__BACCOP_01886
ERR1913060.61878__1.61878	46503__R6Y0Q3__DCY29_15880
ERR1913060.61959__1.61959	39486__G1WPY4__DXD82_02995
ERR1913060.62081__1.62081	487174__K0X2Q8__DDY40_04590
ERR1913060.62141__1.62141	1150298__A0A174DQT6__ERS852498_00506
ERR1913060.62307__1.62307	33025__A0A395JAA6__C8D73_10641
ERR1913060.62357__1.62357	357276__C3RDQ5__HMPREF1065_03827
ERR1913060.62471__1.62471	853__A0A173XRA8__CGS56_09290
ERR1913060.62571__1.62571	823__A0A174PDQ0__DXC05_08200
ERR1913060.62543__1.62543	821__A0A078R9Y9__M097_2119
ERR1913060.62727__1.62727	357276__A0A0P0M2G3__BACDOR_03913
ERR1913060.62731__1.62731	820__A0A174LJB2__HMPREF1072_04112
ERR1913060.62739__1.62739	165179__A0A3E5DV57__DXB80_11400
ERR1913060.62768__1.62768	1262746__R5S265__BN750_01952
ERR1913060.62843__1.62843	1262930__R5ZWP2__BN693_01542
ERR1913060.62853__1.62853	820__A0A174QLF0__SAMN05444418_109151
ERR1913060.62889__1.62889	39488__A0A173SQY9__minC
ERR1913060.63034__1.63034	165179__A0A229I7F5__DXB80_02650
ERR1913060.63245__1.63245	357276__B6W1J2__BACDOR_03380
ERR1913060.63395__1.63395	166486__D4L0G5__ROSINTL182_08176
ERR1913060.63539__1.63539	823__A0A355XKQ8__DHP27_04010
ERR1913060.63701__1.63701	165179__A0A3E5A5E5__DXC61_13965
ERR1913060.63795__1.63795	28118__R6FI57__DF785_14020
ERR1913060.63899__1.63899	46503__R6X6Y1__DCY29_15600
ERR1913060.63900__1.63900	821__A0A3E4WAR6__DXD64_10735
ERR1913060.63924__1.63924	2293125__A0A374BUM7__DW917_12980
ERR1913060.64018__1.64018	166486__R6AZI2__ydaF
ERR1913060.64023__1.64023	821__A0A395VIK7__BVU_1225
ERR1913060.64180__1.64180	357276__B6W5Q9__HMPREF1063_03125
ERR1913060.64259__1.64259	853__A0A2A7B9I6__DW855_13690
ERR1913060.64261__1.64261	204516__U6RR05__HMPREF1534_00736
ERR1913060.64288__1.64288	1262992__R5CYZ3__BN795_01363
ERR1913060.64418__1.64418	821__A0A174ALF2__BvMPK_3016
ERR1913060.64516__1.64516	1262992__R5D1K9__BN795_01025
ERR1913060.64500__1.64500	166486__D4KPQ7__ROSINTL182_09065
ERR1913060.64503__1.64503	410072__A0A173S248__ERS852525_02992
ERR1913060.64661__1.64661	357276__A0A076IRV2__BACDOR_02822
ERR1913060.64655__1.64655	328814__GCA_004558275.1_00293
ERR1913060.64692__1.64692	1262930__R6A468__BN693_01366
ERR1913060.64708__1.64708	1262948__R7E8R3__BN671_00101
ERR1913060.64849__1.64849	2293125__A0A374CCM7__DW917_05375
ERR1913060.65043__1.65043	2293125__A0A374BV30__DW917_13395
ERR1913060.65111__1.65111	818__A0A3E5HN72__C799_03359
ERR1913060.65249__1.65249	166486__R6AZI2__ydaF
ERR1913060.65465__1.65465	39488__A0A173U4P2__ERS852578_02139
ERR1913060.65660__1.65660	823__A6LBY1__ERS852380_00510
ERR1913060.65709__1.65709	821__A0A0P0LFP6__C5Z04_13890
ERR1913060.65718__1.65718	823__A6L9W2__DXB14_07905
ERR1913060.65751__1.65751	821__A0A174V2F3__NCTC10583_01474
ERR1913060.65728__1.65728	820__A0A3E4FZM1__adaA_2
ERR1913060.65737__1.65737	39496__A5Z4A5__EUBVEN_00528
ERR1913060.65773__1.65773	310298__B3JQJ5__BACCOP_04231
ERR1913060.65788__1.65788	310298__B3JQJ5__BACCOP_04231
ERR1913060.65824__1.65824	1262992__R5CXL4__BN795_01001
ERR1913060.66100__1.66100	165179__D1PGU8__PREVCOP_06463
ERR1913060.66343__1.66343	357276__A0A076IYG1__B5F95_22465
ERR1913060.66425__1.66425	166486__D4KUC4__arcB_1
ERR1913060.66674__1.66674	820__A0A174F0C1__nreB
ERR1913060.66695__1.66695	166486__D4L2C3__ERS852572_01686
ERR1913060.66716__1.66716	2293125__A0A374BSW4__DW917_13420
ERR1913060.66799__1.66799	46503__R5DM05__DD461_09230
ERR1913060.66835__1.66835	1262930__R6AQM8__BN693_01323
ERR1913060.66919__1.66919	166486__D4KW38__ERS852572_02341
ERR1913060.66899__1.66899	46503__R6X5E7__PARMER_00245
ERR1913060.67088__1.67088	28052__R7NBF1__yycG_1
ERR1913060.67174__1.67174	821__A0A395UNT8__DXD64_15275
ERR1913060.67224__1.67224	818__D7IK38__ERS852430_03017
ERR1913060.67298__1.67298	487174__K0WUW8__DDY40_02615
ERR1913060.67376__1.67376	818__A0A0N7IB02__BT_3500
ERR1913060.67402__1.67402	165179__A0A229I7F5__DXB80_02650
ERR1913060.67785__1.67785	166486__D4KJ71__ERS852572_03479
ERR1913060.68031__1.68031	1262992__R5DE88__BN795_00202
ERR1913060.68311__1.68311	410072__C0B4I4__COPCOM_00043
ERR1913060.68353__1.68353	1262930__R6A1N0__BN693_00917
ERR1913060.68367__1.68367	1262739__R6MRD4__BN659_02013
ERR1913060.68493__1.68493	357276__B6W5Q9__HMPREF1063_03125
ERR1913060.68679__1.68679	357276__I9F327__DXD47_22495
ERR1913060.69194__1.69194	74426__infB
ERR1913060.69205__1.69205	88431__A0A174G8Q6__ERS852526_02711
ERR1913060.69279__1.69279	310298__B3JFK6__BACCOP_00656
ERR1913060.69339__1.69339	360807__A0A0M6WIL3__ERS852444_01365
ERR1913060.69492__1.69492	821__C6ZAA5__ERS852556_00403
ERR1913060.69515__1.69515	39491__A0A395ZEI6__ERE_07950
ERR1913060.69621__1.69621	360807__A0A0M6WXP1__ROSEINA2194_03223
ERR1913060.69867__1.69867	1150298__A0A174R4D7__tmpC_2
ERR1913060.69869__1.69869	572010__sigA
ERR1913060.69889__1.69889	165179__D1PHC0__PREVCOP_06640
ERR1913060.69912__1.69912	46506__B0NUC3__SAMN05444283_1019
ERR1913060.70012__1.70012	310298__B3JQJ5__BACCOP_04231
ERR1913060.70278__1.70278	165179__D1PHM6__DXC61_06700
ERR1913060.70673__1.70673	821__A0A396F9T7__M097_3427
ERR1913060.71068__1.71068	820__A7V049__DXB48_04755
ERR1913060.71085__1.71085	1262930__R6AAD1__BN693_01367
ERR1913060.71196__1.71196	357276__B6W5Q9__HMPREF1063_03125
ERR1913060.71427__1.71427	165179__D1PHC0__PREVCOP_06640
ERR1913060.71402__1.71402	39496__A5Z7X3__EUBVEN_01813
ERR1913060.71501__1.71501	2293125__A0A374C4C8__DW917_09805
ERR1913060.71504__1.71504	165179__A0A3E5AHY4__CFT61_07675
ERR1913060.71914__1.71914	39496__A5Z774__EUBVEN_01557
ERR1913060.71971__1.71971	357276__A0A076IN21__BSEG_03078
ERR1913060.72020__1.72020	1150298__A0A174PA84__sigM
ERR1913060.72196__1.72196	1262948__R7ED42__BN671_00464
ERR1913060.72330__1.72330	310298__B3JGJ2__BACCOP_00994
ERR1913060.72423__1.72423	2293125__A0A374BLR6__DW917_15555
ERR1913060.72516__1.72516	301301__A0A395V8G6__RHOM_11005
ERR1913060.72547__1.72547	1262930__R5ZZI5__BN693_01682
ERR1913060.72614__1.72614	1262924__R7HSH9__BN585_00133
ERR1913060.72798__1.72798	626933__H1DGX0__HMPREF9449_01506
ERR1913060.72883__1.72883	823__D7IUM6__M091_1082
ERR1913060.72975__1.72975	2293125__A0A374BY09__DW917_11855
ERR1913060.72964__1.72964	823__A0A355XIK0__CEQ22_011965
ERR1913060.73008__1.73008	410072__C0BAH4__COPCOM_02077
ERR1913060.73073__1.73073	310298__B3JLT9__BACCOP_02886
ERR1913060.73104__1.73104	1262992__R5CXM8__BN795_01024
ERR1913060.73249__1.73249	820__A0A139K8N1__ERS852554_00951
ERR1913060.73504__1.73504	33025__A0A395JAF6__C8D73_10758
ERR1913060.73553__1.73553	218538__C9LP68__GCWU000321_01347
ERR1913060.73663__1.73663	39491__A0A395V1R3__T1815_08181
ERR1913060.73798__1.73798	820__A0A139K426__B5G17_09115
ERR1913060.73810__1.73810	310298__B3JQJ5__BACCOP_04231
ERR1913060.73813__1.73813	166486__C7G8R8__ROSINTL182_06294
ERR1913060.74057__1.74057	821__D4VD59__BHV80_04260
ERR1913060.74260__1.74260	360807__A0A1Q6T8W5__ROSEINA2194_03072
ERR1913060.74243__1.74243	818__A0A174SMH7__C799_03313
ERR1913060.74300__1.74300	487174__K0WV63__DIT83_11035
ERR1913060.74533__1.74533	853__A0A173YYY4__DWZ04_09420
ERR1913060.74544__1.74544	39496__A5Z671__EUBVEN_01204
ERR1913060.74569__1.74569	671267__R9ICM6__C802_00589
ERR1913060.74591__1.74591	165179__A0A174SA26__PREVCOP_05758
ERR1913060.74836__1.74836	310298__B3JQJ5__BACCOP_04231
ERR1913060.74852__1.74852	853__A0A2A7A4A9__C4N21_14870
ERR1913060.74971__1.74971	1796613__A0A1V0QDA8__A4V03_02465
ERR1913060.75008__1.75008	218538__C9LR48__GCWU000321_00316
ERR1913060.75045__1.75045	626929__F3PME8__HMPREF9445_03046
ERR1913060.75237__1.75237	357276__B6W5Q9__HMPREF1063_03125
ERR1913060.75252__1.75252	357276__A0A076IRX4__ABI39_13585
ERR1913060.75350__1.75350	823__K6AMD2__B5F32_04565
ERR1913060.75568__1.75568	1262930__R6AQM8__BN693_01323
ERR1913060.75588__1.75588	1262930__R6A6B2__BN693_00668
ERR1913060.75769__1.75769	28118__F9Z3G8__B5F99_01835
ERR1913060.75853__1.75853	1262948__R7E9D8__BN671_02221
ERR1913060.75995__1.75995	371601__D0TKK2__BXY_21540
ERR1913060.76117__1.76117	1262930__R6A468__BN693_01366
ERR1913060.76215__1.76215	1150298__A0A174DTK6__ERS852498_00510
ERR1913060.76330__1.76330	310298__B3JQJ5__BACCOP_04231
ERR1913060.76458__1.76458	28118__R6FJY6__DF785_09470
ERR1913060.76482__1.76482	818__C6IIW4__dapH_1
ERR1913060.76542__1.76542	39486__B0G1X2__DXC93_11150
ERR1913060.76557__1.76557	33039__D4M4L0__ERS852577_02891
ERR1913060.76560__1.76560	2293125__A0A374BUM7__DW917_12980
ERR1913060.76587__1.76587	166486__D4KVA1__ROSINTL182_06909
ERR1913060.76771__1.76771	28116__C3R0H4__DXD69_00155
ERR1913060.76863__1.76863	544644__GCA_001915615.1_01170
ERR1913060.76935__1.76935	823__A6L930__DDY96_14995
ERR1913060.76963__1.76963	46503__R5DLM3__HMPREF1078_03417
ERR1913060.77062__1.77062	821__A0A173WG51__BVU_2549
ERR1913060.77399__1.77399	165179__A0A3E5AHY4__CFT61_07675
ERR1913060.77406__1.77406	823__D7ILK2__ERS852380_00031
ERR1913060.77482__1.77482	39496__A5Z361__EUBVEN_00107
ERR1913060.77517__1.77517	166486__D4KWN4__ERS852572_01865
ERR1913060.77708__1.77708	39488__A0A374MV67__DXD91_15895
ERR1913060.77878__1.77878	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913060.77941__1.77941	853__A0A173T6P2__DWZ46_14595
ERR1913060.78150__1.78150	39488__C0EVS1__ERS852450_02297
ERR1913060.78168__1.78168	418240__C6JEJ0__ERS852478_00752
ERR1913060.78336__1.78336	33039__D4M5J1__spoIIIAE_2
ERR1913060.78360__1.78360	820__A0A3E4W9W8__C801_01069
ERR1913060.78739__1.78739	418240__C6JFI6__ERS852523_01129
ERR1913060.78774__1.78774	357276__B6W1Y1__BSEG_03960
ERR1913060.78834__1.78834	166486__C7GAX1__ERS852572_03188
ERR1913060.78952__1.78952	853__A0A173YYY4__DWZ04_09420
ERR1913060.79031__1.79031	1262992__R5DCN3__BN795_00359
ERR1913060.79198__1.79198	33039__A0A173VTT4__frdB_1
ERR1913060.79404__1.79404	39488__A0A173RU01__EUBHAL_00881
ERR1913060.79568__1.79568	384638__B7AN60__BACPEC_00112
ERR1913060.79811__1.79811	28116__I8Y7V6__HMPREF1017_02728
ERR1913060.79816__1.79816	1262930__R6A468__BN693_01366
ERR1913060.79917__1.79917	820__A0A374Q854__HMPREF1073_03281
ERR1913060.80035__1.80035	28116__A0A1Y4PHM7__DXA80_25130
ERR1913060.80055__1.80055	165179__A0A174SA26__PREVCOP_05758
ERR1913060.80142__1.80142	1735__B7CDA5__EUBIFOR_02186
ERR1913060.80167__1.80167	410072__A0A173XU61__ykvU
ERR1913060.80236__1.80236	165179__R6XLJ7__CFT61_06250
ERR1913060.80301__1.80301	821__A0A174V2F3__NCTC10583_01474
ERR1913060.80450__1.80450	1262924__R7HLJ5__BN585_01491
ERR1913060.80652__1.80652	165179__D1PGU8__PREVCOP_06463
ERR1913060.80721__1.80721	1262930__R6A090__BN693_00649
ERR1913060.80959__1.80959	165179__A0A3E5AER8__DXB80_07075
ERR1913060.80979__1.80979	487174__K0X773__DIT83_07170
ERR1913060.81041__1.81041	2293125__A0A374BUM7__DW917_12980
ERR1913060.81049__1.81049	166486__A0A173VSA0__ROSINTL182_06124
ERR1913060.81168__1.81168	28052__R7NCD4__ERS852451_00170
ERR1913060.81188__1.81188	1535__A7VPZ3__CH238_09615
ERR1913060.81193__1.81193	357276__A0A076INK2__BSEG_04225
ERR1913060.81216__1.81216	147206__GCF_000156215.1_01971
ERR1913060.81275__1.81275	357276__A0A076IYG1__B5F95_22465
ERR1913060.81322__1.81322	39488__A0A173SMQ7__EUBHAL_00819
ERR1913060.81532__1.81532	410072__C0BC63__ERS852525_02815
ERR1913060.81693__1.81693	166486__D4KZI1__ERS852572_00422
ERR1913060.81779__1.81779	357276__I9R994__BACDOR_04044
ERR1913060.81832__1.81832	310298__B3JQL6__BACCOP_04252
ERR1913060.81879__1.81879	47678__R5U7L8__DXB67_16595
ERR1913060.82100__1.82100	626933__H1DGX0__HMPREF9449_01506
ERR1913060.82116__1.82116	626932__G5H6T1__HMPREF9450_00641
ERR1913060.82277__1.82277	820__A0A174F0C1__nreB
ERR1913060.82392__1.82392	165179__A0A174UTZ7__DXC61_06705
ERR1913060.82512__1.82512	820__R7E9Z4__DXC68_06065
ERR1913060.82578__1.82578	818__Q8A3I3__HMPREF2534_00068
ERR1913060.82630__1.82630	821__A0A174NM17__lacZ_6
ERR1913060.82786__1.82786	1263107__GCA_000436995.1_00040
ERR1913060.83006__1.83006	1262930__R6AXR1__BN693_00352
ERR1913060.83007__1.83007	1735__B7CEC3__EUBIFOR_02567
ERR1913060.83020__1.83020	823__A0A355XH29__lolE_1
ERR1913060.83065__1.83065	46503__R6WQY8__HMPREF1078_01285
ERR1913060.83080__1.83080	853__A0A3E2U7E6__ERS852582_01640
ERR1913060.83173__1.83173	1150298__R7JT48__gsiA_6
ERR1913060.83211__1.83211	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1913060.83222__1.83222	1262930__R6AY75__BN693_00384
ERR1913060.83436__1.83436	821__A0A173XDD3__DXB82_17180
ERR1913060.83440__1.83440	818__A0A0P0EVZ1__SAMN02910322_03499
ERR1913060.83683__1.83683	166486__D4L3B1__ERS852572_03645
ERR1913060.83733__1.83733	820__A0A1Q6IDS8__chtA
ERR1913060.83855__1.83855	1262739__R6MRD4__BN659_02013
ERR1913060.83963__1.83963	821__A0A0P0M405__DXC02_15075
ERR1913060.84120__1.84120	410072__C0B830__ERS852525_01946
ERR1913060.84183__1.84183	454154__G5SVN0__HMPREF9441_03447
ERR1913060.84650__1.84650	204516__U6R8Z4__HMPREF1534_03879
