ERR1913217.134__1.134	1624__A0A089QH34__B6U42_07040
ERR1913217.39981__1.39981	1262911__R6H1D2__BN557_00855
ERR1913217.40064__1.40064	818__A0A139JVX2__ERS852557_01101
ERR1913217.40009__1.40009	151538__GeneID:920449
ERR1913217.40020__1.40020	1147152__GeneID:14182018
ERR1913217.40099__1.40099	74426__purL
ERR1913217.40168__1.40168	544580__A0A120KQ43__BKH26_13310
ERR1913217.40182__1.40182	552398__T5S086__HMPREF0866_01580
ERR1913217.40352__1.40352	1550024__G9RXY7__TQ39_00100
ERR1913217.40575__1.40575	39496__A5Z9A6__EUBVEN_02301
ERR1913217.40625__1.40625	1099853__R7DFM0__NSB1T_03310
ERR1913217.40710__1.40710	357276__I8VLL2__HMPREF1065_03395
ERR1913217.40749__1.40749	1263006__R6MLU5__BN515_01014
ERR1913217.40817__1.40817	1550024__G9RXY7__TQ39_00100
ERR1913217.40858__1.40858	1262911__R6GLA5__BN557_01456
ERR1913217.40880__1.40880	821__A0A173XDD3__DXB82_17180
ERR1913217.41012__1.41012	40518__R5DUU2__yvhJ_2
ERR1913217.41123__1.41123	1263000__R5ES99__BN466_01121
ERR1913217.41302__1.41302	821__A0A173XDD3__DXB82_17180
ERR1913217.41355__1.41355	820__A0A174GYA8__DXB64_07370
ERR1913217.41359__1.41359	33040__A0A380L431__NCTC11063_00768
ERR1913217.41386__1.41386	820__A0A174I980__gldH
ERR1913217.41518__1.41518	88431__A0A3D0EYE9__rafA
ERR1913217.41536__1.41536	1263000__R5ER71__BN466_00316
ERR1913217.41663__1.41663	1262882__R5MND9__BN519_00831
ERR1913217.41859__1.41859	357276__E5UTL1__HMPREF1065_03551
ERR1913217.41786__1.41786	1318__I1ZPA7__Spaf_1939
ERR1913217.42137__1.42137	97478__A0A0D4CL69__SAMN05216461_102205
ERR1913217.42209__1.42209	1550024__A0A0D8J084__TQ39_06930
ERR1913217.42246__1.42246	1550024__G9RWR2__TQ39_04385
ERR1913217.42327__1.42327	1358__P0A4N7__CRM88_09405
ERR1913217.42350__1.42350	39488__C0F0P8__EUBHAL_03272
ERR1913217.42417__1.42417	354260__GeneID:1260673
ERR1913217.42380__1.42380	1309__Q8DTL7__SMU63_07295
ERR1913217.42513__1.42513	357276__B6VXX7__HMPREF1063_02683
ERR1913217.42583__1.42583	1624__A0A1Y0F5M4__B6U50_07200
ERR1913217.42726__1.42726	1263006__R6LKA3__BN515_00205
ERR1913217.42706__1.42706	1263006__R6LQ17__BN515_02097
ERR1913217.42741__1.42741	1550024__A0A3B9WIA4__TQ39_14495
ERR1913217.42883__1.42883	100886__A0A174IZK3__CATMIT_02888
ERR1913217.42971__1.42971	820__A0A1T4IYF4__mprA_1
ERR1913217.43096__1.43096	239935__A0A2N8HT44__CXT84_11035
ERR1913217.43084__1.43084	1358__A0A3B0GGE6__NCDO895_0848
ERR1913217.43299__1.43299	626940__E8LEB7__DCQ00_02550
ERR1913217.43375__1.43375	1680__A1A0V3__C8077_03025
ERR1913217.43443__1.43443	1624__A0A1Y0F760__A8C41_09030
ERR1913217.43611__1.43611	1263006__R6LKC6__BN515_02058
ERR1913217.43789__1.43789	1550024__A0A3B9WFC7__ASJ35_09200
ERR1913217.43849__1.43849	74426__rpoC
ERR1913217.43885__1.43885	40520__A0A3E5EEQ6__ERS852394_00491
ERR1913217.43903__1.43903	1550024__A0A0D8IZ03__ASJ35_10695
ERR1913217.43951__1.43951	227942__H4GL01__FC60_GL001595
ERR1913217.44082__1.44082	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913217.44240__1.44240	40518__R5DUU0__DXD93_03985
ERR1913217.44344__1.44344	1263006__R6MMN2__BN515_01202
ERR1913217.44724__1.44724	1550024__A0A0D8J136__TQ39_12150
ERR1913217.44892__1.44892	239935__R7DVL7__CXT93_01180
ERR1913217.44893__1.44893	40518__R5DVR2__RBL236_00303
ERR1913217.44907__1.44907	100886__A0A174GT42__ERS852383_03762
ERR1913217.44914__1.44914	823__A0A173TL14__M095_0764
ERR1913217.44946__1.44946	1550024__A0A3B9WI73__ASJ35_03410
ERR1913217.45124__1.45124	154046__D3ANE7__DWZ21_25610
ERR1913217.45296__1.45296	239935__A0A2N8IEP3__CXT84_03735
ERR1913217.45596__1.45596	74426__nifJ
ERR1913217.45603__1.45603	820__A0A174QLF0__SAMN05444418_109151
ERR1913217.45719__1.45719	357276__A0A076IYG1__B5F95_22465
ERR1913217.45751__1.45751	239935__A0A2N8IVR0__CXT87_07115
ERR1913217.46019__1.46019	1263000__R5ESM1__BN466_01440
ERR1913217.46170__1.46170	357276__A0A076INR8__EL88_12300
ERR1913217.46470__1.46470	820__A7V9F9__B5G17_14640
ERR1913217.46535__1.46535	820__A0A174A6K0__M093_0079
ERR1913217.46744__1.46744	1150298__R7JTY5__ERS852406_02079
ERR1913217.46891__1.46891	40518__R5DXP6__DXD83_06110
ERR1913217.46970__1.46970	301301__A0A395VGH2__dltB_2
ERR1913217.47118__1.47118	820__A0A139K5A6__DXB48_12175
ERR1913217.47176__1.47176	239935__A0A2N8IF99__lpdA
ERR1913217.47137__1.47137	820__A0A374Q854__HMPREF1073_03281
ERR1913217.47138__1.47138	1263006__R6MPG9__BN515_01866
ERR1913217.47190__1.47190	820__A0A174Q0F0__DXB48_08080
ERR1913217.47196__1.47196	1263006__R6LQ17__BN515_02097
ERR1913217.47204__1.47204	1550024__G9RX51__TQ39_04720
ERR1913217.47423__1.47423	820__A0A139JRH8__HMPREF2141_04326
ERR1913217.47512__1.47512	301302__A0A173QV75__M72_03601
ERR1913217.47793__1.47793	35833__E5Y5K9__HMPREF0179_01472
ERR1913217.47797__1.47797	74426__pflB_2
ERR1913217.47851__1.47851	1681__E4VAQ0__B0156_0567
ERR1913217.47934__1.47934	821__A0A173XDD3__DXB82_17180
ERR1913217.47991__1.47991	69974__A0A090FEL8__MPL3365_630008
ERR1913217.47947__1.47947	1584__A0A0U2RIX8__LBCNRZ333_07945
ERR1913217.48068__1.48068	1550024__G9RPK6__TQ39_05330
ERR1913217.48088__1.48088	820__A0A174CG08__DXB62_13215
ERR1913217.48294__1.48294	1550024__A0A3B9WG46__ASJ35_14590
ERR1913217.48379__1.48379	1160721__R6T4W2__RBI_I00237
ERR1913217.48496__1.48496	1262882__R5MMP8__BN519_01654
ERR1913217.48440__1.48440	78258__E6K220__PSDT_0187
ERR1913217.48580__1.48580	97478__A0A0D4CKT9__SAMN02744693_0968
ERR1913217.48670__1.48670	1263006__R6LJG8__BN515_01754
ERR1913217.48778__1.48778	649756__A0A173RL48__ERS852571_00544
ERR1913217.48812__1.48812	1263006__R6MPG9__BN515_01866
ERR1913217.48827__1.48827	76489__A0A1E8EUC5__CLOACE_23150
ERR1913217.49016__1.49016	239935__R6JAS2__CXU02_10725
ERR1913217.48998__1.48998	40518__R5DRG6__ylbJ
ERR1913217.49295__1.49295	40518__R5E328__DXD86_08885
ERR1913217.49297__1.49297	1262882__R5MLP5__BN519_01602
ERR1913217.49349__1.49349	1304__A0A074J0C2__V471_05910
ERR1913217.49514__1.49514	100886__E2NSF9__rpoB
ERR1913217.49630__1.49630	853__A0A2A7B9I6__DW855_13690
ERR1913217.50229__1.50229	1263006__R6LZM6__BN515_01762
ERR1913217.50295__1.50295	820__A0A174GK47__ERS852421_00200
ERR1913217.50326__1.50326	1160721__R6TAA3__BHW50_03385
ERR1913217.50395__1.50395	1628085__A0A3E2XZ71__C7386_10866
ERR1913217.50491__1.50491	46503__R6X8R7__PARMER_00141
ERR1913217.50506__1.50506	1263006__R6LRR0__BN515_00627
ERR1913217.50671__1.50671	47770__A0A109DDI8__AYP99_04550
ERR1913217.50673__1.50673	78258__E6K018__A200_02256
ERR1913217.50729__1.50729	78535__A0A380M958__NCTC1080_01999
ERR1913217.50747__1.50747	301301__A0A395VA99__rpfG_5
ERR1913217.50749__1.50749	1550024__G9RPP6__ASJ35_08860
ERR1913217.50968__1.50968	1099853__R7DHR0__NSB1T_08950
ERR1913217.50891__1.50891	214856__A0A173YXX1__ERS852559_01651
ERR1913217.50979__1.50979	1262924__R7HNT3__BN585_00018
ERR1913217.51039__1.51039	1550024__A0A0D8IY45__ASJ35_05575
ERR1913217.51342__1.51342	820__A0A174M9V5__M093_0237
ERR1913217.51288__1.51288	40518__R5DZC6__mreC
ERR1913217.51281__1.51281	820__A0A139K8N1__ERS852554_00951
ERR1913217.51394__1.51394	1263006__R6LLQ1__BN515_01046
ERR1913217.51457__1.51457	820__A0A139KEW8__DXB64_06405
ERR1913217.51463__1.51463	552398__T5S086__HMPREF0866_01580
ERR1913217.51467__1.51467	820__A0A139K1Y6__DXB48_02610
ERR1913217.51599__1.51599	239935__A0A2N8IYM5__CXT84_05130
ERR1913217.51742__1.51742	214856__I3YPR6__Alfi_2724
ERR1913217.51807__1.51807	357276__I8WBQ9__HMPREF1065_03212
ERR1913217.51868__1.51868	1263006__R6M176__BN515_00274
ERR1913217.52027__1.52027	563038__E9FPQ6__HMPREF0851_01786
ERR1913217.52057__1.52057	823__A0A355XLT7__HMPREF1075_03402
ERR1913217.52065__1.52065	1263000__R5EGY6__BN466_00973
ERR1913217.52205__1.52205	214856__R6Y7P0__ERS852447_00307
ERR1913217.52250__1.52250	2107999__A0A366KH48__LK7_008315
ERR1913217.52416__1.52416	1550024__A0A3B9WG46__ASJ35_14590
ERR1913217.52434__1.52434	357276__B6VUQ5__B5F00_10940
ERR1913217.52456__1.52456	1628085__A0A374VPL1__C7386_10315
ERR1913217.52546__1.52546	40518__R5DUG7__sbcC
ERR1913217.52514__1.52514	357276__B6W5Q9__HMPREF1063_03125
ERR1913217.52526__1.52526	1099853__G9S433__NSB1T_07535
ERR1913217.52529__1.52529	39492__D4JX34__ERS852540_00411
ERR1913217.52651__1.52651	216816__C2GV16__APC1504_1666
ERR1913217.52702__1.52702	820__A0A174G065__DXB62_08975
ERR1913217.53072__1.53072	1262911__R6H1D2__BN557_00855
ERR1913217.53082__1.53082	820__A0A139K1Y6__DXB48_02610
ERR1913217.53154__1.53154	1624__A0A1Y3BYY1__B6U53_04300
ERR1913217.53120__1.53120	1263006__R6LXR8__BN515_01161
ERR1913217.53271__1.53271	357276__I9FU68__HMPREF1063_00557
ERR1913217.53251__1.53251	88431__A0A3D0EYA4__atpH
ERR1913217.53299__1.53299	216816__Q8G5T7__HMPREF0175_0394
ERR1913217.53382__1.53382	1263006__R6LKA3__BN515_00205
ERR1913217.53398__1.53398	1263006__R6LXD5__BN515_00461
ERR1913217.53520__1.53520	1358__A0A2A5SMK8__N42_1861
ERR1913217.53687__1.53687	820__A7V470__HMPREF1072_02076
ERR1913217.53744__1.53744	40518__R5DZ88__DXD93_06320
ERR1913217.53786__1.53786	357276__B6VW91__BACDOR_01584
ERR1913217.53947__1.53947	239935__R7DVL7__CXT93_01180
ERR1913217.54054__1.54054	820__A0A139KEW8__DXB64_06405
ERR1913217.54251__1.54251	1681__K2I8N0__DXD62_05100
ERR1913217.54387__1.54387	301301__A0A395VC27__adaA_5
ERR1913217.54684__1.54684	1263006__R6M176__BN515_00274
ERR1913217.54705__1.54705	1393034__GCA_001552785.1_00514
ERR1913217.54630__1.54630	39492__D4JT75__EUBSIR_01776
ERR1913217.54748__1.54748	40518__R5E282__DXD86_08940
ERR1913217.54984__1.54984	1262911__R6GPI7__BN557_00907
ERR1913217.55005__1.55005	1550024__A0A0W7TR84__TQ39_05305
ERR1913217.55057__1.55057	46503__A7AII9__ERS852463_00984
ERR1913217.55190__1.55190	820__A0A139K5A6__DXB48_12175
ERR1913217.55417__1.55417	239935__A0A139TPG3__CXT86_08810
ERR1913217.55425__1.55425	78535__E6J124__NCTC1080_00088
ERR1913217.55434__1.55434	1358__D2BLZ3__LLDT2_01150
ERR1913217.55505__1.55505	1550024__G9RX51__TQ39_04720
ERR1913217.55551__1.55551	671266__GCA_004801615.1_00232
ERR1913217.55661__1.55661	84112__F0HKE7__Elen_0578
ERR1913217.55685__1.55685	116085__D4J6V9__DW747_08450
ERR1913217.55834__1.55834	1262911__R6GPM2__BN557_00937
ERR1913217.55989__1.55989	40518__R5DVR2__RBL236_00303
ERR1913217.55997__1.55997	1550024__A0A3B9WG56__TQ39_01145
ERR1913217.56219__1.56219	74426__nifJ
ERR1913217.56269__1.56269	1262911__R6H1P0__BN557_00940
ERR1913217.56304__1.56304	1263006__R6ML09__BN515_00769
ERR1913217.56472__1.56472	1378168__V2YA11__N510_02528
ERR1913217.56528__1.56528	1262882__R5MND9__BN519_00831
ERR1913217.56668__1.56668	29361__B6FLM7__CLONEX_01049
ERR1913217.56711__1.56711	151539__GeneID:920469
ERR1913217.56804__1.56804	1262911__R6GT76__BN557_01150
ERR1913217.56976__1.56976	1550024__A0A3B9WIB6__TQ39_08435
ERR1913217.57069__1.57069	626940__R6X1L5__HMPREF9443_00059
ERR1913217.57485__1.57485	116085__D4J6G4__DW747_13800
ERR1913217.57639__1.57639	227942__H4GL74__FC60_GL001553
ERR1913217.57832__1.57832	2108523__A0A2P2F214__LAWASA_27
ERR1913217.58017__1.58017	820__A0A174FUG6__DXC91_11265
ERR1913217.58073__1.58073	97478__A0A0R1P0J4__SAMN05216461_10759
ERR1913217.58100__1.58100	1262882__R5MIC9__BN519_00834
ERR1913217.58353__1.58353	1263006__R6LI44__BN515_01329
ERR1913217.58712__1.58712	40518__R5DUU0__DXD93_03985
ERR1913217.58741__1.58741	40518__R5DU74__RBATCC27255_00707
ERR1913217.58807__1.58807	1681__E4V7X5__BBNG_00264
ERR1913217.58888__1.58888	1550024__A0A3B9WFY5__ASJ35_10340
ERR1913217.58945__1.58945	1263006__R6M0F1__BN515_00198
ERR1913217.58991__1.58991	1680__A0A087DLC6__C8077_00815
ERR1913217.59085__1.59085	74426__nifJ
ERR1913217.59092__1.59092	1628085__A0A2U1BHD5__C7386_101308
ERR1913217.59245__1.59245	1262882__R5MRS7__BN519_01490
ERR1913217.59256__1.59256	28118__R6FGR0__dapF
ERR1913217.59460__1.59460	1680__A0A1X3A951__AL0462_1583
ERR1913217.59470__1.59470	40518__R5DS23__DXD86_01715
ERR1913217.59480__1.59480	1624__A0A089QBF7__A8C46_08780
ERR1913217.59571__1.59571	1099853__G9S8I7__NSB1T_12985
ERR1913217.59668__1.59668	239935__A0A2N8IVK9__CXU08_03750
ERR1913217.59800__1.59800	1624__A0A1V9SGL8__NIAS840_01496
ERR1913217.59917__1.59917	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913217.60158__1.60158	1655__J3JL20__BKH12_01615
ERR1913217.60450__1.60450	239935__A0A2N8IF99__lpdA
ERR1913217.60551__1.60551	357276__I8WEY2__ABI39_04185
ERR1913217.60744__1.60744	1262911__R6H1M1__BN557_00925
ERR1913217.60776__1.60776	1624__Q1WRR9__A8C45_02380
ERR1913217.60913__1.60913	1680__A0A0B5BL52__ERS852382_00480
ERR1913217.60914__1.60914	1262882__R5MYP8__BN519_00439
ERR1913217.60916__1.60916	357276__A0A076IXE0__HMPREF1064_04364
ERR1913217.61168__1.61168	239935__A0A2N8IEP3__CXT84_03735
ERR1913217.61178__1.61178	1262882__R5N1T9__BN519_00804
ERR1913217.61343__1.61343	357276__A0A076IYG1__B5F95_22465
ERR1913217.61418__1.61418	820__A0A374MMF0__HMPREF1073_03811
ERR1913217.61614__1.61614	1262911__R6HIJ8__BN557_01742
ERR1913217.61671__1.61671	39488__R6GWM5__EHLA_0553
ERR1913217.61813__1.61813	33039__D4M2F6__RTO_06900
ERR1913217.61823__1.61823	1099853__U5CL59__NSB1T_06140
ERR1913217.61927__1.61927	1262882__R5N3T7__BN519_01188
ERR1913217.61953__1.61953	360807__A0A173V2S2__phoR_7
ERR1913217.62093__1.62093	28118__F9Z6D1__DER54_04565
ERR1913217.62240__1.62240	239935__A0A2N8HT44__CXT84_11035
ERR1913217.62189__1.62189	239935__R7E524__CXT91_06180
ERR1913217.62280__1.62280	820__A0A396CMY7__HMPREF1072_03009
ERR1913217.62300__1.62300	1624__A0A385XNZ4__B6U53_05125
ERR1913217.62472__1.62472	630129__S2ZXU6__BKAS_1980
ERR1913217.62576__1.62576	1160721__W0U979__BHW50_09935
ERR1913217.62959__1.62959	1160721__W0U3K9__BHW50_11040
ERR1913217.63009__1.63009	214856__R6XKT4__ERS852559_01719
ERR1913217.63098__1.63098	47770__A0A226TSS8__AYP99_08120
ERR1913217.63050__1.63050	853__A0A3E2U7E6__ERS852582_01640
ERR1913217.63281__1.63281	1263006__R6LT73__BN515_01094
ERR1913217.63452__1.63452	820__A0A174M9V5__M093_0237
ERR1913217.63511__1.63511	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913217.63740__1.63740	1624__A0A385XNP0__A8C54_05230
ERR1913217.63703__1.63703	820__A0A174QLF0__SAMN05444418_109151
ERR1913217.63786__1.63786	40518__R5DUG7__sbcC
ERR1913217.63895__1.63895	1550024__A0A0D8J1R1__ASJ35_08490
ERR1913217.63881__1.63881	1550024__G9RZ38__ASJ35_12765
ERR1913217.63988__1.63988	1297617__A0A0S2W665__BIV19_07330
ERR1913217.64103__1.64103	1262911__R6GPA9__BN557_00286
ERR1913217.64190__1.64190	1680__R5GSL8__DXD60_03315
ERR1913217.64368__1.64368	239935__A0A139TPG3__CXT86_08810
ERR1913217.64470__1.64470	821__A0A395UNT8__DXD64_15275
ERR1913217.64482__1.64482	820__A0A3E4GA19__SAMN05444418_10562
ERR1913217.64621__1.64621	821__A0A173XDD3__DXB82_17180
ERR1913217.64623__1.64623	1160721__A0A373ML50__RBI_I01893
ERR1913217.65021__1.65021	1680__A0A3E4SB79__BAD_1517
ERR1913217.65236__1.65236	28118__F9Z750__Odosp_3044
ERR1913217.65344__1.65344	239935__A0A2N8I368__CXT95_04550
ERR1913217.65377__1.65377	28118__F9Z4U0__B5F99_17595
ERR1913217.65386__1.65386	1262882__R5MZZ3__BN519_00482
ERR1913217.65579__1.65579	1624__F7QWW8__DBP89_09915
ERR1913217.65629__1.65629	46503__R6X0L4__DXB61_05325
ERR1913217.65650__1.65650	820__A0A174Q0F0__DXB48_08080
ERR1913217.65841__1.65841	357276__B6W1J2__BACDOR_03380
ERR1913217.65858__1.65858	1262911__R6H212__BN557_01031
ERR1913217.65924__1.65924	1624__A0A385XMR5__A8C41_04885
ERR1913217.65925__1.65925	820__A0A3E4IBC1__M094_0628
ERR1913217.65909__1.65909	1358__A0A0V8CSF5__DRA4_1172
ERR1913217.65948__1.65948	1550024__A0A0W7TR84__TQ39_05305
ERR1913217.65999__1.65999	100886__A0A174JLG1__ybbH_2
ERR1913217.66031__1.66031	1624__A0A385XNP0__A8C54_05230
ERR1913217.66107__1.66107	239935__A0A2N8IJI1__B5G29_04615
ERR1913217.66334__1.66334	1550024__A0A3B9WEL2__TQ39_11090
ERR1913217.66338__1.66338	552398__F4XHU2__HMPREF0866_03196
ERR1913217.66504__1.66504	301302__A0A0M6WZT5__M72_18331
ERR1913217.66523__1.66523	116085__D4J7J8__DW747_10150
ERR1913217.66850__1.66850	357276__A0A076ISJ4__B5F95_19420
ERR1913217.66879__1.66879	1203069__I7JZI0__FC38_GL000577
ERR1913217.66984__1.66984	820__A0A174LJB2__HMPREF1072_04112
ERR1913217.67035__1.67035	357276__A0A076INR8__EL88_12300
ERR1913217.67253__1.67253	1681__A0A2U0BVI9__DD686_07310
ERR1913217.67293__1.67293	626940__R6XX39__DCQ00_06610
ERR1913217.67410__1.67410	1099853__R7DMW0__NSB1T_11540
ERR1913217.67419__1.67419	2173__A0A1D2WTT4__BK798_05110
ERR1913217.67483__1.67483	1624__A0A1Y0F760__A8C41_09030
ERR1913217.67834__1.67834	1262882__R5MND9__BN519_00831
ERR1913217.67962__1.67962	820__R9HP61__DXC91_01090
ERR1913217.68086__1.68086	1680__A0A087CWH8__ERS852382_00646
ERR1913217.68169__1.68169	88431__A6BF91__ERS852573_01159
ERR1913217.68196__1.68196	818__D7I8A4__C799_02600
ERR1913217.68283__1.68283	40518__R5DSI5__fieF
ERR1913217.68477__1.68477	1550024__G9RWG1__ASJ35_03770
ERR1913217.68679__1.68679	239935__A0A2N8I8X8__B5G29_00185
ERR1913217.68750__1.68750	357276__B6W1Y5__IY41_11405
ERR1913217.68857__1.68857	820__A0A174CK74__DXB48_07060
ERR1913217.68879__1.68879	78535__E6J124__NCTC1080_00088
ERR1913217.69064__1.69064	88431__A0A174EMW0__thiD_1
ERR1913217.69126__1.69126	246787__A0A3D6AZ54__BcellWH2_03646
ERR1913217.69150__1.69150	1624__A0A385XNU7__DBP87_01330
ERR1913217.69163__1.69163	301302__A0A173T3P5__ERS852420_01836
ERR1913217.69214__1.69214	239935__A0A2N8HM32__CXT85_08075
ERR1913217.69443__1.69443	1304__A0A1V0GGK6__SSALIVM18_02250
ERR1913217.69447__1.69447	1624__F7QST0__A8C46_07655
ERR1913217.69475__1.69475	1262911__R6GPI7__BN557_00907
ERR1913217.69570__1.69570	239935__A0A2N8HH03__CXU09_08875
ERR1913217.69875__1.69875	820__A0A139K5A6__DXB48_12175
ERR1913217.69950__1.69950	1099853__G9S433__NSB1T_07535
ERR1913217.70034__1.70034	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913217.70114__1.70114	239935__A0A139TMG9__CXU07_10650
ERR1913217.70066__1.70066	1550024__A0A0D8IYY8__TQ39_09180
ERR1913217.70225__1.70225	28116__A0A078Q626__HMPREF1070_02735
ERR1913217.70170__1.70170	630129__S2ZXU6__BKAS_1980
ERR1913217.70319__1.70319	1624__Q1WRR9__A8C45_02380
ERR1913217.70351__1.70351	239935__A0A139TMG9__CXU07_10650
ERR1913217.70354__1.70354	820__A0A174A6K0__M093_0079
ERR1913217.70738__1.70738	821__A0A173XDD3__DXB82_17180
ERR1913217.70775__1.70775	301301__A0A395VAV8__ERS852391_02437
ERR1913217.70864__1.70864	552398__T5S086__HMPREF0866_01580
ERR1913217.70929__1.70929	446660__GCA_003428235.1_00802
ERR1913217.71164__1.71164	1262882__R5MKV8__BN519_01281
ERR1913217.71203__1.71203	1262911__R6H054__BN557_00908
ERR1913217.71447__1.71447	2173__A0A1D2WU48__Msm_1454
ERR1913217.71468__1.71468	1263006__R6LGI4__BN515_00844
ERR1913217.71604__1.71604	2108523__A0A2P2F214__LAWASA_27
ERR1913217.71560__1.71560	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913217.72219__1.72219	39492__D4JSS2__EUBSIR_00553
ERR1913217.72162__1.72162	820__A0A174LJB2__HMPREF1072_04112
ERR1913217.72163__1.72163	544580__F9PIY8__BKH17_11690
ERR1913217.72175__1.72175	1263107__GCA_000436995.1_00242
ERR1913217.72259__1.72259	1263006__R6LKA3__BN515_00205
ERR1913217.72262__1.72262	820__A7UYX8__DXD40_11635
ERR1913217.72348__1.72348	40518__R5DVR2__RBL236_00303
ERR1913217.72278__1.72278	610243__A0A060QJF7__ASAP_2763
ERR1913217.72296__1.72296	151538__GeneID:920449
ERR1913217.73069__1.73069	239935__R6IZU4__CXT87_08085
ERR1913217.73180__1.73180	1262882__R5MFM2__BN519_00460
ERR1913217.73355__1.73355	1262992__R5DEQ5__BN795_00722
ERR1913217.73379__1.73379	820__A7V8C2__ERS852554_01338
ERR1913217.73579__1.73579	1680__A0A174BEE7__BSTER_1311
ERR1913217.73642__1.73642	239935__A0A2N8HB50__CXU17_02615
ERR1913217.73773__1.73773	1262882__A0A356PSJ4__BN519_01180
ERR1913217.73804__1.73804	357276__A0A0K2HKT7__B5F95_21090
ERR1913217.73859__1.73859	1263006__R6LLP6__BN515_01041
ERR1913217.74027__1.74027	1262882__R5N3H1__BN519_01121
ERR1913217.74104__1.74104	1624__Q1WRR9__A8C45_02380
ERR1913217.74185__1.74185	1624__A0A089QBJ0__B6U38_02080
ERR1913217.74408__1.74408	1680__A0A087DHN0__AL0462_1532
ERR1913217.74421__1.74421	301301__A0A395VFK0__RHOM_05215
ERR1913217.74491__1.74491	39492__D4JV86__spoIIE
ERR1913217.74531__1.74531	1263006__R6LXR8__BN515_01161
ERR1913217.74830__1.74830	1550024__A0A3B9WEL2__TQ39_11090
ERR1913217.74979__1.74979	28118__A0A3D4ZFP4__DHW44_00270
ERR1913217.75094__1.75094	1263006__R6MLU5__BN515_01014
ERR1913217.75048__1.75048	1965538__A0A1Y4W145__B5E43_13055
ERR1913217.75481__1.75481	1263006__R6ML98__BN515_00848
ERR1913217.75549__1.75549	1681__K2IQY4__RY70_39
ERR1913217.75587__1.75587	40518__R5DUG7__sbcC
ERR1913217.75682__1.75682	626933__H1DGX0__HMPREF9449_01506
ERR1913217.75709__1.75709	820__A0A139KHD8__ERS417307_00569
ERR1913217.75854__1.75854	1099853__U5CNF1__NSB1T_01130
ERR1913217.76022__1.76022	1680__A0A174BEE7__BSTER_1311
ERR1913217.76388__1.76388	357276__C3RA36__HMPREF1065_03270
ERR1913217.76672__1.76672	158787__A0A087D7K9__BSCA_2206
ERR1913217.77139__1.77139	820__A0A173W419__DXC68_17760
ERR1913217.77166__1.77166	1263006__R6LSL5__BN515_00102
ERR1913217.77278__1.77278	239935__A0A2N8HB50__CXU17_02615
ERR1913217.77503__1.77503	1263006__R6LVS1__BN515_01927
ERR1913217.77577__1.77577	1681__A0A133KP67__BBB_1587
ERR1913217.77592__1.77592	78258__I8AP39__PSDT_0591
ERR1913217.77738__1.77738	1550024__G9RWW8__TQ39_12140
ERR1913217.77763__1.77763	1624__A0A385XM87__B6U56_08985
ERR1913217.77928__1.77928	1624__A0A385XPF6__DXC22_01600
ERR1913217.78012__1.78012	1550024__G9RZ52__TQ39_02420
ERR1913217.78065__1.78065	1550024__A0A0D8IUW2__TQ39_17855
ERR1913217.78296__1.78296	820__A0A396EWL3__ERS417307_03868
ERR1913217.78334__1.78334	357276__A0A0K2HKT7__B5F95_21090
ERR1913217.78400__1.78400	88431__A0A3D0EXT6__ERS852423_01007
ERR1913217.78483__1.78483	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913217.78589__1.78589	1624__A0A2A2X0P2__SMXD51_02933
ERR1913217.78685__1.78685	1262882__R5MND9__BN519_00831
ERR1913217.78658__1.78658	820__A0A3E4W4Y7__B5G17_02055
ERR1913217.78740__1.78740	40518__R5E670__DXD93_06195
ERR1913217.78814__1.78814	1680__A0A087DLC6__C8077_00815
ERR1913217.78948__1.78948	1624__Q1WRR9__A8C45_02380
ERR1913217.79006__1.79006	100886__A0A174LP26__CATMIT_01220
ERR1913217.79075__1.79075	1099853__U5CH64__NSB1T_03100
ERR1913217.79100__1.79100	820__A0A139K4T0__ERS852510_03146
ERR1913217.79130__1.79130	1227276__U2J3A0__HMPREF9148_02309
ERR1913217.79267__1.79267	1262882__R5MGI7__BN519_00643
ERR1913217.79282__1.79282	820__A0A174FUG6__DXC91_11265
ERR1913217.79349__1.79349	158787__A0A087DDX3__BBSC_0061
ERR1913217.79489__1.79489	357276__I9QBT4__GV66_09000
ERR1913217.79670__1.79670	2107999__A0A1V3Y1T4__HMPREF0514_11487
ERR1913217.79974__1.79974	853__A0A174UDE9__C4N25_12775
ERR1913217.80126__1.80126	1263006__R6LQ17__BN515_02097
ERR1913217.80134__1.80134	823__A0A355XN73__DXC05_07000
ERR1913217.80216__1.80216	2173__A0A1D2WU48__Msm_1454
ERR1913217.80392__1.80392	40518__R5DZC6__mreC
ERR1913217.80521__1.80521	820__A0A174A6K0__M093_0079
ERR1913217.80501__1.80501	216816__Q8G5T7__HMPREF0175_0394
