ERR1913143.22__1.22	40518__R5DP61__DXD86_06345
ERR1913143.44530__1.44530	745368__A0A1T4Y437__SAMN02745178_02934
ERR1913143.44600__1.44600	1263000__R5EC87__BN466_00713
ERR1913143.44643__1.44643	47678__R5U7T0__CGC64_00755
ERR1913143.45058__1.45058	47678__R5UER2__CGC64_00710
ERR1913143.45153__1.45153	820__A7V092__hldE
ERR1913143.45257__1.45257	239935__A0A2N8I9P4__CXT85_05050
ERR1913143.45367__1.45367	1897011__A0A1Q6RG59__BHW41_02475
ERR1913143.45448__1.45448	33039__D4M4L7__ripA
ERR1913143.45502__1.45502	1262882__R5MEI8__BN519_00283
ERR1913143.45543__1.45543	818__A0A3E5HHE1__Btheta7330_00796
ERR1913143.45551__1.45551	47678__A5ZHL2__DXB67_12495
ERR1913143.45610__1.45610	239935__B2URG6__CXU02_00030
ERR1913143.46027__1.46027	239935__A0A2N8I1R3__CXU05_06075
ERR1913143.46076__1.46076	239935__R6JD78__CXU05_09250
ERR1913143.46290__1.46290	1550024__A0A0D8J1Q0__ASJ35_04495
ERR1913143.46332__1.46332	1501391__GCA_000786575.1_00026
ERR1913143.46503__1.46503	28116__A0A078Q626__HMPREF1070_02735
ERR1913143.46535__1.46535	239935__A0A2N8I8X8__B5G29_00185
ERR1913143.46605__1.46605	1550024__G9RXA1__TQ39_18810
ERR1913143.46657__1.46657	61171__B9Y8V3__nagA
ERR1913143.47070__1.47070	357276__I9R201__B5F00_01910
ERR1913143.47301__1.47301	818__Q8A335__HMPREF2534_01154
ERR1913143.47372__1.47372	1262882__R5MEI8__BN519_00283
ERR1913143.47485__1.47485	1262882__R5MFY4__BN519_00529
ERR1913143.47467__1.47467	1262992__R5DC96__BN795_01524
ERR1913143.47710__1.47710	1263044__GCA_000433375.1_01140
ERR1913143.47720__1.47720	239935__A0A2N8IU14__ADH72_05655
ERR1913143.47760__1.47760	1262882__R5MFA5__BN519_00331
ERR1913143.47972__1.47972	820__A0A374MMF0__HMPREF1073_03811
ERR1913143.48213__1.48213	239935__A0A2N8IU45__DEF40_02365
ERR1913143.48246__1.48246	239935__A0A2N8HUU6__CXT90_06150
ERR1913143.48275__1.48275	239935__R7DVL7__CXT93_01180
ERR1913143.48386__1.48386	40518__R5DSI5__fieF
ERR1913143.48398__1.48398	239935__A0A2N8IRW0__A4V05_11620
ERR1913143.48347__1.48347	471189__GCA_003340385.1_00359
ERR1913143.48463__1.48463	1263000__R5EQL2__BN466_00892
ERR1913143.48538__1.48538	39491__A0A395UVM9__DXB76_04540
ERR1913143.48583__1.48583	239935__A0A2N8I368__CXT95_04550
ERR1913143.48661__1.48661	357276__A0A0M1VZP2__IY41_00605
ERR1913143.48685__1.48685	1501391__GCA_000786575.1_00034
ERR1913143.48842__1.48842	1520815__A0A1I3RKY2__SAMN02910435_02122
ERR1913143.49015__1.49015	239935__A0A2N8J1K0__CXT97_05765
ERR1913143.49072__1.49072	239935__A0A139TMG9__CXU07_10650
ERR1913143.49305__1.49305	1550024__A0A0D8J0L2__ASJ35_04680
ERR1913143.49378__1.49378	40520__R7D8F5__DXC87_14065
ERR1913143.49330__1.49330	239935__A0A139TMG9__CXU07_10650
ERR1913143.49437__1.49437	820__A0A139KIL9__DXC68_05945
ERR1913143.49499__1.49499	1550024__G9RNN4__ASJ35_08335
ERR1913143.49686__1.49686	820__A0A174Q0F0__DXB48_08080
ERR1913143.49769__1.49769	2292284__A0A374V8M3__DXC10_12345
ERR1913143.50144__1.50144	818__A0A2J6AED2__C5Z03_02940
ERR1913143.50250__1.50250	1981510__A0A2K9P2I6__B9O19_00873
ERR1913143.50294__1.50294	47678__R5U7T0__CGC64_00755
ERR1913143.50369__1.50369	239935__A0A2N8IRL2__CXU06_01170
ERR1913143.50423__1.50423	239935__A0A2N8HT44__CXT84_11035
ERR1913143.50440__1.50440	1501391__GCA_000786575.1_00017
ERR1913143.50675__1.50675	853__A0A3E2U7E6__ERS852582_01640
ERR1913143.50681__1.50681	46506__S3YGB4__DXC41_06355
ERR1913143.50936__1.50936	1262882__R5MKV8__BN519_01281
ERR1913143.50984__1.50984	1263000__R5EKR3__BN466_00099
ERR1913143.51239__1.51239	239935__A0A2N8HAQ1__DEF40_05290
ERR1913143.51342__1.51342	820__A0A3E4WCX3__C801_02709
ERR1913143.51379__1.51379	820__A0A3E4WA06__ERS852554_03404
ERR1913143.51619__1.51619	39491__C4ZCV7__ERE_23110
ERR1913143.51599__1.51599	1897011__A0A1Q6RET2__BHW41_04000
ERR1913143.51572__1.51572	1262882__R5MIP9__BN519_01028
ERR1913143.51734__1.51734	239935__A0A2N8IVR0__CXT87_07115
ERR1913143.51892__1.51892	820__A0A396EUU8__luxQ_3
ERR1913143.51966__1.51966	1262882__R5N1T9__BN519_00804
ERR1913143.52147__1.52147	39491__R6TQ09__DXC13_03010
ERR1913143.52149__1.52149	820__A0A174Q0F0__DXB48_08080
ERR1913143.52189__1.52189	853__A0A173YYY4__DWZ04_09420
ERR1913143.52238__1.52238	328814__GCA_004558275.1_00076
ERR1913143.52336__1.52336	47678__R5U9Z0__HMPREF1061_03210
ERR1913143.52355__1.52355	239935__A0A2N8IVR0__CXT87_07115
ERR1913143.52380__1.52380	818__A0A0N7IB36__BJP75_006465
ERR1913143.52471__1.52471	1262882__R5MS31__BN519_01529
ERR1913143.52567__1.52567	239935__A0A2N8IZ16__CXT84_05850
ERR1913143.52715__1.52715	328814__GCA_004558275.1_00997
ERR1913143.52718__1.52718	820__A0A174CK74__DXB48_07060
ERR1913143.52867__1.52867	338188__A0A1Q6HLG8__ERS852397_03417
ERR1913143.52980__1.52980	1262882__R5MIW5__BN519_00945
ERR1913143.52984__1.52984	818__A0A0N7IB02__BT_3500
ERR1913143.52995__1.52995	820__R9HP61__DXC91_01090
ERR1913143.53106__1.53106	818__A0A174N1L6__ERS852511_02039
ERR1913143.53185__1.53185	1262882__R5MLT4__BN519_01496
ERR1913143.53275__1.53275	239935__A0A2N8HPS5__Amuc_0950
ERR1913143.53350__1.53350	820__A0A396EXA7__DXB37_15530
ERR1913143.53448__1.53448	820__A0A3E4G3J9__ERS852459_02265
ERR1913143.53955__1.53955	1262882__R5N0F4__BN519_00593
ERR1913143.54009__1.54009	239935__A0A2N8HL91__holA
ERR1913143.53976__1.53976	820__A0A173W419__DXC68_17760
ERR1913143.54186__1.54186	1262882__R5N2E1__BN519_01117
ERR1913143.54218__1.54218	1550024__G9RP69__ASJ35_11625
ERR1913143.54226__1.54226	823__A0A173RD26__B5F32_03910
ERR1913143.54350__1.54350	40518__R5DYT8__mscS
ERR1913143.54378__1.54378	823__D7IRG1__NCTC11152_02276
ERR1913143.54515__1.54515	371601__D6CXF8__DXD80_06045
ERR1913143.54488__1.54488	1262911__R6GTZ4__BN557_01440
ERR1913143.54664__1.54664	239935__A0A2N8IL82__CXU02_11740
ERR1913143.54726__1.54726	820__A7VAR9__ERS852421_00197
ERR1913143.54790__1.54790	357276__A0A076INK2__BSEG_04225
ERR1913143.54812__1.54812	820__A0A139K5A6__DXB48_12175
ERR1913143.54978__1.54978	1550024__G9RPC6__TQ39_05630
ERR1913143.55116__1.55116	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913143.55416__1.55416	1550024__A0A3B9WG56__TQ39_01145
ERR1913143.55507__1.55507	1550024__G9RWG5__TQ39_04290
ERR1913143.55672__1.55672	820__A0A1T4IYF4__mprA_1
ERR1913143.56331__1.56331	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913143.56380__1.56380	39492__D4JWG3__EUBSIR_00308
ERR1913143.56505__1.56505	357276__A0A076J8M3__ABI39_13695
ERR1913143.56553__1.56553	820__A0A139K4W5__HMPREF2141_02394
ERR1913143.56557__1.56557	1501391__GCA_000786575.1_00073
ERR1913143.56759__1.56759	239935__A0A2N8IRH4__CXT92_05605
ERR1913143.56902__1.56902	820__A0A139JRS5__HMPREF1073_04025
ERR1913143.57440__1.57440	239935__B2UPZ6__CXU03_03800
ERR1913143.57844__1.57844	1262882__R5MF43__BN519_00282
ERR1913143.57891__1.57891	1262882__R5MH82__BN519_00752
ERR1913143.57965__1.57965	820__A0A396EXA7__DXB37_15530
ERR1913143.58253__1.58253	239935__A0A2N8HS88__CXU19_12255
ERR1913143.58234__1.58234	820__A0A139K0K1__DXB37_05460
ERR1913143.58261__1.58261	239935__A0A2N8IVR0__CXT87_07115
ERR1913143.58293__1.58293	820__A0A139K5A6__DXB48_12175
ERR1913143.58340__1.58340	33039__R6PAH6__ERS852577_01830
ERR1913143.58700__1.58700	239935__A0A2N8IIB9__CXU04_01970
ERR1913143.59130__1.59130	357276__C3RA36__HMPREF1065_03270
ERR1913143.59347__1.59347	649756__D4MWI5__ERS852571_00908
ERR1913143.59265__1.59265	239935__A0A2N8IKW7__pstA
ERR1913143.59273__1.59273	357276__E5UTL1__HMPREF1065_03551
ERR1913143.59499__1.59499	357276__A0A076IYE6__IY41_04275
ERR1913143.59508__1.59508	818__A0A174SHK6__ERS852511_01161
ERR1913143.59538__1.59538	820__A7V8C2__ERS852554_01338
ERR1913143.59544__1.59544	1262992__R5CXM7__BN795_01016
ERR1913143.59601__1.59601	116085__D4J547__DW747_07130
ERR1913143.59607__1.59607	1501391__GCA_000786575.1_00070
ERR1913143.59699__1.59699	239935__A0A139TPD4__CXT86_06450
ERR1913143.59924__1.59924	1262911__R6H1D2__BN557_00855
ERR1913143.60057__1.60057	239935__A0A2N8HT44__CXT84_11035
ERR1913143.60271__1.60271	47678__R5UU99__C5Z00_11925
ERR1913143.60467__1.60467	1501391__GCA_000786575.1_00076
ERR1913143.60551__1.60551	820__A0A3E4VZT7__DXB48_16145
ERR1913143.60727__1.60727	818__A0A0N7IAB5__SAMN05216253_10880
ERR1913143.60736__1.60736	357276__A0A076IXE0__HMPREF1064_04364
ERR1913143.60828__1.60828	823__A0A174LWY0__lepB
ERR1913143.60948__1.60948	239935__A0A139TSG7__CXU17_09600
ERR1913143.61113__1.61113	357276__A0A0M1VYB8__HMPREF1063_02104
ERR1913143.61163__1.61163	40518__R5E7G3__DXD86_03405
ERR1913143.61255__1.61255	357276__I9RD92__BACDOR_04262
ERR1913143.61757__1.61757	1262882__R5MXW3__BN519_00319
ERR1913143.61878__1.61878	239935__A0A139TPG3__CXT86_08810
ERR1913143.62002__1.62002	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913143.62203__1.62203	818__C6IJ09__SAMN05216253_102150
ERR1913143.62266__1.62266	239935__A0A139TMZ5__CXU00_03150
ERR1913143.62446__1.62446	239935__A0A2N8HDT1__CXT94_05270
ERR1913143.62709__1.62709	1263000__R5EKY1__BN466_02098
ERR1913143.62843__1.62843	239935__A0A2N8I368__CXT95_04550
ERR1913143.62986__1.62986	239935__A0A2N8HEH9__CXU07_11710
ERR1913143.63187__1.63187	357276__A0A076J8D4__HMPREF1064_00553
ERR1913143.63364__1.63364	820__A0A139K5A6__DXB48_12175
ERR1913143.63477__1.63477	1262911__R6HIJ8__BN557_01742
ERR1913143.63483__1.63483	239935__A0A2N8HT44__CXT84_11035
ERR1913143.63495__1.63495	28118__F9Z7M2__B5F99_10065
ERR1913143.63661__1.63661	820__A0A174F0C1__nreB
ERR1913143.63764__1.63764	239935__A0A2N8IKW7__pstA
ERR1913143.63824__1.63824	97253__N2A756__C823_05027
ERR1913143.63873__1.63873	357276__I9R994__BACDOR_04044
ERR1913143.64123__1.64123	820__A0A174M9V5__M093_0237
ERR1913143.64063__1.64063	47678__A5ZG68__ERS852494_02968
ERR1913143.64185__1.64185	820__E5VA63__DXC80_01025
ERR1913143.64366__1.64366	239935__R6JCH3__CXT95_08205
ERR1913143.65121__1.65121	820__A0A3E4W6P0__gmhA
ERR1913143.65155__1.65155	239935__A0A2N8IF99__lpdA
ERR1913143.65241__1.65241	214856__R6YC22__ERS852447_01215
ERR1913143.65671__1.65671	1262882__R5N1T9__BN519_00804
ERR1913143.65714__1.65714	1160721__R6T2Y3__RBI_II00189
ERR1913143.65802__1.65802	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913143.66366__1.66366	47678__R5UES3__CGC64_00760
ERR1913143.66398__1.66398	239935__A0A2N8HZW2__A4V05_11120
ERR1913143.66439__1.66439	357276__D1K3K9__EL88_23995
ERR1913143.66689__1.66689	820__A0A174Q0F0__DXB48_08080
ERR1913143.66647__1.66647	239935__A0A2N8IRH4__CXT92_05605
ERR1913143.66733__1.66733	1550024__G9RT56__TQ39_09200
ERR1913143.66826__1.66826	28118__R6F7H1__DF785_12785
ERR1913143.66805__1.66805	40518__R5DPE0__DXD86_06515
ERR1913143.66868__1.66868	820__A0A3E4G493__ERS417307_00253
ERR1913143.66873__1.66873	239935__A0A2N8IF99__lpdA
ERR1913143.66905__1.66905	357276__I8WPR6__EL88_06675
ERR1913143.66974__1.66974	239935__R6J9Y2__CXT85_07000
ERR1913143.67225__1.67225	853__A0A2A7A4A9__C4N21_14870
ERR1913143.67355__1.67355	1965560__A0A1Y4R7H8__B5E82_17450
ERR1913143.67428__1.67428	1262882__R5N5S3__BN519_00085
ERR1913143.67570__1.67570	1263000__R5EC87__BN466_00713
ERR1913143.67609__1.67609	818__A0A0P0F7K1__ERS852461_02719
ERR1913143.67695__1.67695	853__A0A174BA00__DW905_01145
ERR1913143.68146__1.68146	239935__A0A2N8I5H6__CXT92_05565
ERR1913143.68183__1.68183	820__A0A3E5E0T0__ERS852554_00312
ERR1913143.68257__1.68257	820__A7VAR9__ERS852421_00197
ERR1913143.68423__1.68423	47678__R5U7X8__C5Z00_18270
ERR1913143.68448__1.68448	239935__A0A2N8INK7__Amuc_0521
ERR1913143.68579__1.68579	239935__A0A2N8IJI1__B5G29_04615
ERR1913143.69244__1.69244	1501391__GCA_000786575.1_00147
ERR1913143.69290__1.69290	328814__GCA_004558275.1_00291
ERR1913143.69652__1.69652	214856__A0A173W3Y5__ERS852559_02032
ERR1913143.69594__1.69594	820__A0A174Q0F0__DXB48_08080
ERR1913143.69769__1.69769	820__A0A139K4W5__HMPREF2141_02394
ERR1913143.69772__1.69772	239935__A0A139TMY7__CXU13_02020
ERR1913143.69820__1.69820	40518__R5DVL2__penA
ERR1913143.70268__1.70268	1262882__R5N4P6__BN519_01346
ERR1913143.70469__1.70469	1681__E4VB47__IF1010_0583
ERR1913143.70656__1.70656	47678__R5U2F6__HMPREF1061_00767
ERR1913143.70738__1.70738	239935__A0A2N8HW65__CXU09_08515
ERR1913143.70750__1.70750	165179__A0A3E5E2S3__DXB80_03455
ERR1913143.70799__1.70799	1263000__R5ESM1__BN466_01440
ERR1913143.70814__1.70814	821__I9R3W6__DXC16_12455
ERR1913143.70980__1.70980	1501391__GCA_000786575.1_00071
ERR1913143.71213__1.71213	1501391__GCA_000786575.1_00024
ERR1913143.71484__1.71484	820__A7VAS1__HMPREF2141_03259
ERR1913143.71583__1.71583	239935__A0A2N8HEH9__CXU07_11710
ERR1913143.71625__1.71625	820__A0A173W419__DXC68_17760
ERR1913143.71693__1.71693	1681__I3WJE6__A0008_0093
ERR1913143.71826__1.71826	239935__A0A2N8I3G2__CXT89_00720
ERR1913143.71827__1.71827	820__A0A374QGD2__ERS852421_02382
ERR1913143.72017__1.72017	820__A0A3E4RUC4__DHU98_02635
ERR1913143.72104__1.72104	39492__B0MNU1__ERS852540_02349
ERR1913143.72174__1.72174	239935__R7DVW2__CXU02_03915
ERR1913143.72163__1.72163	1262989__R6Y5W1__BN815_00268
ERR1913143.72559__1.72559	1897011__A0A1Q6RDG0__BHW41_05600
ERR1913143.72679__1.72679	338188__R6RT73__HMPREF1057_02828
ERR1913143.73157__1.73157	239935__R6JAS2__CXU02_10725
ERR1913143.73397__1.73397	818__A0A174T624__HMPREF2534_01176
ERR1913143.73493__1.73493	33039__R6P284__spoIIIE
ERR1913143.73655__1.73655	671267__R9I8L9__C802_02304
ERR1913143.73696__1.73696	1262882__R5MT42__BN519_01729
ERR1913143.73763__1.73763	239935__A0A2N8I1R3__CXU05_06075
ERR1913143.73819__1.73819	328814__GCA_004558275.1_00991
ERR1913143.73856__1.73856	39485__A0A174ZPH7__ERS852490_01992
ERR1913143.73871__1.73871	1262882__R5MXW3__BN519_00319
ERR1913143.73944__1.73944	1262882__R5N3T7__BN519_01188
ERR1913143.74038__1.74038	1262882__R5MKU2__BN519_01271
ERR1913143.74336__1.74336	239935__A0A2N8IF99__lpdA
ERR1913143.74498__1.74498	1897011__A0A1Q6RDV6__BHW41_05295
ERR1913143.74602__1.74602	1550024__A0A0D8J274__ASJ35_12405
ERR1913143.74774__1.74774	820__A0A1T4IY80__ERS852554_01621
ERR1913143.74839__1.74839	239935__A0A139TT05__CXU09_03335
ERR1913143.75131__1.75131	239935__A0A2N8IRW0__A4V05_11620
ERR1913143.75217__1.75217	1262882__R5MSX6__BN519_01697
ERR1913143.75233__1.75233	39491__A0A173TAZ5__DXB99_09520
ERR1913143.75418__1.75418	820__R7E9Z4__DXC68_06065
ERR1913143.75465__1.75465	651822__GCA_000210715.1_00753
ERR1913143.75543__1.75543	357276__I9QDB8__B5F95_08105
ERR1913143.75668__1.75668	820__A0A3E4W4Y7__B5G17_02055
ERR1913143.75693__1.75693	853__A0A3E2U7E6__ERS852582_01640
ERR1913143.75725__1.75725	2137880__A0A316NMH4__DBY21_10460
ERR1913143.76230__1.76230	820__A0A174CG08__DXB62_13215
ERR1913143.76356__1.76356	1262882__R5N1T9__BN519_00804
ERR1913143.76628__1.76628	820__A0A3E4RUC4__DHU98_02635
ERR1913143.76700__1.76700	820__A0A396EUU8__luxQ_3
ERR1913143.76819__1.76819	1780376__A0A143XEY2__BN3659_00222
ERR1913143.76795__1.76795	1262882__R5MGK3__BN519_00655
ERR1913143.76930__1.76930	357276__I9QBT7__BSEG_03340
ERR1913143.77125__1.77125	47678__R5UES3__CGC64_00760
ERR1913143.77334__1.77334	818__A0A174SHK6__ERS852511_01161
ERR1913143.77702__1.77702	1501391__GCA_000786575.1_00043
ERR1913143.77950__1.77950	818__Q8A2L4__Btheta7330_05011
ERR1913143.78140__1.78140	357276__C3R9Y0__HMPREF1064_01889
ERR1913143.78266__1.78266	39486__G1WPY4__DXD82_02995
ERR1913143.78432__1.78432	40518__R5E2X9__RBATCC27255_01546
ERR1913143.78575__1.78575	1550024__A0A0D8J440__TQ39_00140
ERR1913143.78876__1.78876	239935__R6JD78__CXU05_09250
ERR1913143.78944__1.78944	239935__A0A2N8HUU6__CXT90_06150
ERR1913143.78975__1.78975	1262882__R5MJZ4__BN519_01269
ERR1913143.79030__1.79030	820__A0A3E4G8F8__ERS852421_01645
ERR1913143.79059__1.79059	1550024__A0A3B9WEL2__TQ39_11090
ERR1913143.79092__1.79092	239935__A0A2N8HM32__CXT85_08075
ERR1913143.79259__1.79259	820__A0A174LJB2__HMPREF1072_04112
ERR1913143.79264__1.79264	821__I9R3W6__DXC16_12455
ERR1913143.79663__1.79663	47678__R5UT83__DW706_09750
ERR1913143.79730__1.79730	239935__A0A139TQT9__Amuc_1197
ERR1913143.79708__1.79708	820__A0A174GYA8__DXB64_07370
ERR1913143.79782__1.79782	1262911__R6H2J2__BN557_01228
ERR1913143.79803__1.79803	239935__A0A2N8HUU6__CXT90_06150
ERR1913143.79805__1.79805	357276__A0A076IRV2__BACDOR_02822
ERR1913143.79865__1.79865	47678__A5ZL09__BACCAC_03608
ERR1913143.79891__1.79891	239935__A0A139TMD2__CXU18_02250
ERR1913143.79990__1.79990	47678__A5ZI88__BACCAC_02617
ERR1913143.80006__1.80006	1262882__R5MYI1__BN519_00416
ERR1913143.80051__1.80051	1262882__R5MGS8__BN519_00565
ERR1913143.80225__1.80225	820__A7UYX8__DXD40_11635
ERR1913143.80434__1.80434	1897011__A0A1Q6RC54__BHW41_06555
ERR1913143.80435__1.80435	1262882__R5N532__BN519_01420
ERR1913143.80504__1.80504	239935__A0A2N8I9P4__CXT85_05050
ERR1913143.80515__1.80515	40518__R5DRG6__ylbJ
ERR1913143.80597__1.80597	47678__R5U9X5__BACCAC_01339
ERR1913143.80819__1.80819	820__R9HVB9__DXC68_17285
ERR1913143.80867__1.80867	165179__W1I4H6__DXB80_13655
ERR1913143.80978__1.80978	214856__A0A173YE57__ERS852559_00126
ERR1913143.81459__1.81459	214856__R5UN64__ERS852447_02669
ERR1913143.81415__1.81415	28118__F9Z5D8__DHW44_13785
ERR1913143.81533__1.81533	239935__A0A2N8IHY1__CXU06_00035
ERR1913143.81706__1.81706	410072__C0BF75__ERS852389_02248
ERR1913143.81654__1.81654	239935__A0A2N8HAQ1__DEF40_05290
ERR1913143.81822__1.81822	1681__I3WGI8__DD715_03705
ERR1913143.81873__1.81873	357276__A0A076IN21__BSEG_03078
ERR1913143.82083__1.82083	39491__A0A396FNY7__LD38_16155
ERR1913143.82228__1.82228	1965538__A0A1Y4WDV9__B5E43_05880
ERR1913143.82353__1.82353	239935__A0A2N8ITG2__Amuc_0335
ERR1913143.82536__1.82536	239935__A0A2N8I9P4__CXT85_05050
ERR1913143.82641__1.82641	1262882__R5MIC9__BN519_00834
ERR1913143.82664__1.82664	357276__A0A076II57__GV66_07710
ERR1913143.82844__1.82844	820__R9I3Q7__HMPREF1072_01668
ERR1913143.82929__1.82929	239935__A0A2N8HZW2__A4V05_11120
ERR1913143.82983__1.82983	239935__A0A2N8I6R6__CXU04_04335
ERR1913143.83016__1.83016	1262882__R5MEM1__BN519_00313
ERR1913143.83039__1.83039	46506__A0A108TCV1__AA415_00106
ERR1913143.83166__1.83166	410072__A0A174HCW3__ERS852574_00529
ERR1913143.83236__1.83236	1550024__G9RPP6__ASJ35_08860
ERR1913143.83687__1.83687	239935__B2UL21__CXT98_03395
ERR1913143.83765__1.83765	47678__R5UAF6__ERS852494_02966
ERR1913143.83811__1.83811	239935__A0A2N8I6R6__CXU04_04335
ERR1913143.83919__1.83919	1501391__GCA_000786575.1_00124
ERR1913143.84015__1.84015	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913143.84039__1.84039	39492__D4JU56__hemZ
ERR1913143.84329__1.84329	1501391__GCA_000786575.1_00131
ERR1913143.84423__1.84423	1263006__R6LYW4__BN515_01529
ERR1913143.84538__1.84538	239935__A0A3F3K985__CXT98_05805
ERR1913143.84601__1.84601	239935__A0A2N8I3G2__CXT89_00720
ERR1913143.84725__1.84725	820__A0A174GYA8__DXB64_07370
ERR1913143.84836__1.84836	239935__R6JWJ7__CXT94_02580
ERR1913143.84986__1.84986	28116__A0A1Y4PEX5__DXF98_25295
ERR1913143.85000__1.85000	239935__A0A2N8IUK0__CXU01_07370
ERR1913143.85088__1.85088	1262882__R5MSI5__BN519_01596
ERR1913143.85497__1.85497	820__A0A3E4VZT7__DXB48_16145
ERR1913143.85810__1.85810	820__A0A173WZS4__DXD90_10250
ERR1913143.85922__1.85922	1501391__GCA_000786575.1_00042
ERR1913143.85932__1.85932	100884__E7G848__DXB26_07150
ERR1913143.86163__1.86163	1262882__R5MFY4__BN519_00529
ERR1913143.86282__1.86282	39492__D4JVW2__EUBSIR_02285
ERR1913143.86409__1.86409	239935__A0A2N8I9P4__CXT85_05050
ERR1913143.86746__1.86746	820__A0A1T4IY80__ERS852554_01621
ERR1913143.86844__1.86844	371601__A0A174KGU6__CW3_4554
ERR1913143.86869__1.86869	239935__A0A139TPU7__CXT91_06575
ERR1913143.87041__1.87041	706562__GCA_900112995.1_02127
ERR1913143.87073__1.87073	1262911__R6H2J2__BN557_01228
ERR1913143.87109__1.87109	820__A0A3E4RUC4__DHU98_02635
ERR1913143.87198__1.87198	292800__A0A096B9D4__HMPREF0372_02292
ERR1913143.87287__1.87287	820__A0A3E4G826__C801_01612
ERR1913143.87320__1.87320	46506__A0A120A3P8__SAMN05444283_1172
ERR1913143.87353__1.87353	820__A7V470__HMPREF1072_02076
ERR1913143.87557__1.87557	100884__E7G5T0__DXB30_05010
ERR1913143.87895__1.87895	1263000__R5EF60__BN466_01316
ERR1913143.87833__1.87833	820__A0A139K5A6__DXB48_12175
ERR1913143.87927__1.87927	820__A0A3E4FWC8__DXC91_14635
ERR1913143.88002__1.88002	1897011__A0A1Q6RDN7__BHW41_05650
ERR1913143.88191__1.88191	820__A0A173W419__DXC68_17760
ERR1913143.88208__1.88208	1897011__A0A1Q6RE78__BHW41_04770
ERR1913143.88343__1.88343	239935__A0A139TMG9__CXU07_10650
ERR1913143.88446__1.88446	821__I9R3W6__DXC16_12455
ERR1913143.88566__1.88566	239935__A0A2N8IRL2__CXU06_01170
ERR1913143.88639__1.88639	239935__A0A139TPU7__CXT91_06575
ERR1913143.88666__1.88666	239935__A0A2N8I3Z7__CXU05_10555
ERR1913143.88694__1.88694	649756__B0P1J9__ERS852425_02604
ERR1913143.88882__1.88882	214856__A0A174ZLY7__ERS852447_02456
ERR1913143.88993__1.88993	1262948__R7EGL5__BN671_00676
ERR1913143.89146__1.89146	357276__A0A076IKP2__HMPREF1063_00218
ERR1913143.89086__1.89086	1263000__R5EKY1__BN466_02098
ERR1913143.89579__1.89579	820__A0A139K4W1__M093_0353
ERR1913143.89612__1.89612	1262882__R5MPJ1__BN519_01023
ERR1913143.89769__1.89769	1501391__GCA_000786575.1_00034
ERR1913143.89744__1.89744	371601__C3QEU5__ERS852396_01058
ERR1913143.89748__1.89748	357276__A0A076INK2__BSEG_04225
ERR1913143.89885__1.89885	371601__D7J3Z9__CW1_1788
ERR1913143.90015__1.90015	820__A7VAR9__ERS852421_00197
ERR1913143.90396__1.90396	239935__A0A2N8IHY1__CXU06_00035
ERR1913143.90521__1.90521	47678__R5U2H9__DXB67_10685
ERR1913143.90636__1.90636	820__A0A174F696__macB_13
ERR1913143.90640__1.90640	357276__C3RA36__HMPREF1065_03270
ERR1913143.90957__1.90957	47678__R5UU25__DXB67_16190
ERR1913143.90803__1.90803	74426__sufB
ERR1913143.91153__1.91153	239935__A0A139TPD4__CXT86_06450
ERR1913143.91307__1.91307	1628085__A0A1C5ZVV6__C7386_11323
ERR1913143.91392__1.91392	820__A0A3E4GA19__SAMN05444418_10562
ERR1913143.91419__1.91419	820__A0A174CK74__DXB48_07060
ERR1913143.91580__1.91580	1263107__GCA_000436995.1_00097
ERR1913143.91756__1.91756	239935__A0A2N8IL82__CXU02_11740
ERR1913143.91763__1.91763	40518__R5E6X5__sbcD
ERR1913143.92117__1.92117	1262882__R5MM90__BN519_01721
ERR1913143.92210__1.92210	328814__GCA_004558275.1_00036
ERR1913143.92524__1.92524	1501391__GCA_000786575.1_00099
ERR1913143.92589__1.92589	47678__R5UAG4__DW706_17045
ERR1913143.92772__1.92772	239935__A0A2N8J2P6__ADH72_06730
ERR1913143.92742__1.92742	357276__I9QWD4__DXD47_15075
ERR1913143.93079__1.93079	239935__A0A139TPU7__CXT91_06575
ERR1913143.93284__1.93284	1263000__R5EAZ0__BN466_00537
ERR1913143.93362__1.93362	239935__A0A2N8HPS5__Amuc_0950
ERR1913143.93689__1.93689	47678__A5ZEP5__CGC64_03450
ERR1913143.93766__1.93766	357276__B6VT86__IY41_22515
ERR1913143.93804__1.93804	820__A0A3E4RU03__M093_0563
ERR1913143.93883__1.93883	47678__R5U7A9__C5Z00_03635
ERR1913143.93975__1.93975	357276__A0A076IYE6__IY41_04275
ERR1913143.94079__1.94079	1262882__R5MKU2__BN519_01271
ERR1913143.94173__1.94173	820__A0A3E4IBC1__M094_0628
ERR1913143.94195__1.94195	820__A0A3E4RUC4__DHU98_02635
ERR1913143.94241__1.94241	239935__A0A2N8IG27__CXT85_07805
