ERR1913214.431__1.431	821__A0A3E4WAR6__DXD64_10735
ERR1913214.72888__1.72888	371601__W6P7Q9__BN890_32770
ERR1913214.73255__1.73255	1262935__R5GGV4__BN773_00937
ERR1913214.73560__1.73560	46503__K5YT67__HMPREF1060_04023
ERR1913214.73691__1.73691	46228__V8CDA4__DXD17_12295
ERR1913214.74088__1.74088	40518__R5DXP6__DXD83_06110
ERR1913214.74155__1.74155	823__A0A395YY84__DXC05_19515
ERR1913214.74406__1.74406	246787__A0A0P0GUU5__BACCELL_02894
ERR1913214.74440__1.74440	28118__R6F2P2__NCTC10826_02131
ERR1913214.74587__1.74587	28118__F9Z408__NCTC10826_01194
ERR1913214.74653__1.74653	1897011__A0A1Q6REA0__BHW41_04660
ERR1913214.74691__1.74691	820__A0A3E4RTP0__C801_01067
ERR1913214.75124__1.75124	165179__A0A3E5AER8__DXB80_07075
ERR1913214.75330__1.75330	1262935__R5GG03__BN773_00437
ERR1913214.75332__1.75332	39491__C4Z9E9__T1815_12341
ERR1913214.75392__1.75392	28111__E5WYC1__BACEGG_00354
ERR1913214.75625__1.75625	28111__E5X121__BACEGG_03113
ERR1913214.75780__1.75780	487174__K0XLH2__HMPREF9448_01152
ERR1913214.75852__1.75852	46506__R6A5T2__DXC41_10795
ERR1913214.76135__1.76135	28117__B0MY36__BHV66_05185
ERR1913214.76140__1.76140	322505__xre_3
ERR1913214.76280__1.76280	1378168__V2YA11__N510_02528
ERR1913214.76741__1.76741	357276__A0A076IP73__BACDOR_04237
ERR1913214.76795__1.76795	1262935__R5GH41__BN773_00979
ERR1913214.76876__1.76876	820__A0A396EUU8__luxQ_3
ERR1913214.76862__1.76862	487173__H1CXZ3__HMPREF9453_00231
ERR1913214.76889__1.76889	1262935__R5GJC7__BN773_01761
ERR1913214.77036__1.77036	28118__F9Z587__Odosp_2804
ERR1913214.77321__1.77321	357276__B6VYT9__HMPREF1063_05030
ERR1913214.77332__1.77332	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1913214.77421__1.77421	487174__K0XLF2__DDY40_04010
ERR1913214.77928__1.77928	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913214.78073__1.78073	1262911__R6GMD8__BN557_01647
ERR1913214.78149__1.78149	47678__A5ZL09__BACCAC_03608
ERR1913214.78180__1.78180	823__A0A174KUS4__araC_7
ERR1913214.78248__1.78248	28117__B0MST8__ALIPUT_00310
ERR1913214.78386__1.78386	291644__I9T9Y0__HMPREF1071_01813
ERR1913214.78499__1.78499	418240__C6JAJ9__ERS852523_02796
ERR1913214.78618__1.78618	46228__B5CMW7__DXD17_11810
ERR1913214.78742__1.78742	556259__I0PXW0__BSGG_5187
ERR1913214.78821__1.78821	39492__D4JWA3__ERS852540_01332
ERR1913214.78775__1.78775	487174__K0XER9__DDY40_08885
ERR1913214.79009__1.79009	823__A0A174UR44__M095_2641
ERR1913214.79153__1.79153	204516__U6REI9__HMPREF1534_02357
ERR1913214.79430__1.79430	1262935__R5GT45__BN773_01713
ERR1913214.79648__1.79648	1262935__R5GDX6__BN773_01326
ERR1913214.80078__1.80078	1897011__A0A1Q6RIN7__BHW41_00540
ERR1913214.80381__1.80381	1262889__R7HCE8__BN634_01718
ERR1913214.80760__1.80760	1262935__R5GL68__BN773_00556
ERR1913214.80892__1.80892	1262888__R6PMV6__BN582_00426
ERR1913214.80958__1.80958	1262935__R5GRK6__BN773_01192
ERR1913214.81159__1.81159	357276__I9QWD4__DXD47_15075
ERR1913214.81520__1.81520	1897011__A0A1Q6RGB6__BHW41_02790
ERR1913214.81716__1.81716	853__A0A173T0Y8__CGS54_07215
ERR1913214.81954__1.81954	28118__F9Z5M1__NCTC10826_02946
ERR1913214.82147__1.82147	214856__I3YMC8__ERS852447_02666
ERR1913214.82205__1.82205	871324__A0A1M6M7R1__SAMN05444350_1651
ERR1913214.82307__1.82307	46228__B5CPY7__DXD17_03515
ERR1913214.82463__1.82463	1897011__A0A1Q6RD61__BHW41_05790
ERR1913214.82563__1.82563	1262889__R7HA49__BN634_00677
ERR1913214.82624__1.82624	46228__V8CBX9__HMPREF1202_00568
ERR1913214.82715__1.82715	821__I9R3W6__DXC16_12455
ERR1913214.83073__1.83073	357276__I9QBT7__BSEG_03340
ERR1913214.83378__1.83378	28026__A0A267WNN6__menA
ERR1913214.83608__1.83608	1262935__R5GDB4__BN773_01091
ERR1913214.84013__1.84013	291644__U6RV10__ERS852428_00490
ERR1913214.84308__1.84308	1262935__R5GR54__BN773_00986
ERR1913214.84745__1.84745	1262935__R5GH23__BN773_00804
ERR1913214.84934__1.84934	821__A0A174NSU0__BVU_3144
ERR1913214.85217__1.85217	239935__A0A2N8IRW0__A4V05_11620
ERR1913214.85249__1.85249	204516__U6RFB2__HMPREF1534_01733
ERR1913214.85330__1.85330	28117__R7JIY2__BHV66_06465
ERR1913214.85378__1.85378	1262825__R5ECH5__BN724_02253
ERR1913214.85605__1.85605	821__A0A174NM17__lacZ_6
ERR1913214.85743__1.85743	821__D4VC51__M099_1508
ERR1913214.85794__1.85794	46228__B5CLE1__HMPREF1202_01861
ERR1913214.86520__1.86520	28118__F9Z695__DER54_04745
ERR1913214.86995__1.86995	1262886__R6QJJ7__BN563_01219
ERR1913214.87050__1.87050	165179__A0A174SA26__PREVCOP_05758
ERR1913214.87138__1.87138	1628085__A0A396QC65__C7386_101113
ERR1913214.87139__1.87139	28118__F9Z750__Odosp_3044
ERR1913214.87169__1.87169	823__A0A395YZ10__NCTC11152_02955
ERR1913214.87323__1.87323	74426__group_1088
ERR1913214.87527__1.87527	292800__A0A174UQD2__B5F52_18205
ERR1913214.88111__1.88111	357276__A0A0M1W657__HMPREF1064_04629
ERR1913214.88519__1.88519	853__A0A3E2U7E6__ERS852582_01640
ERR1913214.88722__1.88722	820__A0A173WUD7__DXB48_08055
ERR1913214.88630__1.88630	357276__C3RDQ5__HMPREF1065_03827
ERR1913214.88647__1.88647	2293125__A0A374C5Y6__DW917_09105
ERR1913214.88665__1.88665	357276__B6VT86__IY41_22515
ERR1913214.89105__1.89105	1501391__GCA_000786575.1_00036
ERR1913214.89342__1.89342	823__A0A355XLQ9__DXC05_02185
ERR1913214.89453__1.89453	820__A0A174CG08__DXB62_13215
ERR1913214.89630__1.89630	357276__A0A076J9V8__BACDOR_01395
ERR1913214.89631__1.89631	821__C6Z087__DXB90_00750
ERR1913214.89651__1.89651	820__A0A174CK74__DXB48_07060
ERR1913214.89652__1.89652	28111__R5JUK8__NCTC11155_02515
ERR1913214.89659__1.89659	39486__G1WUB8__DXD82_09390
ERR1913214.89861__1.89861	301301__A0A395VAM3__yfiN_2
ERR1913214.90027__1.90027	1263006__R6LVB9__BN515_01765
ERR1913214.90001__1.90001	39492__D4JVG1__ERS852540_00951
ERR1913214.90248__1.90248	291644__I8Y742__susE
ERR1913214.90339__1.90339	821__A0A3E4KIM1__M097_3660
ERR1913214.90348__1.90348	1897011__A0A1Q6RD94__BHW41_05840
ERR1913214.90385__1.90385	40518__R5DVR2__RBL236_00303
ERR1913214.90517__1.90517	410072__R6LKC9__ERS852525_01807
ERR1913214.90662__1.90662	47678__R5U8P0__DW706_15950
ERR1913214.90764__1.90764	46503__R6X0P0__DXB61_03855
ERR1913214.90946__1.90946	821__A6L0C7__ERS852556_03520
ERR1913214.91123__1.91123	1262889__R7HBQ2__BN634_01539
ERR1913214.91239__1.91239	39492__D4JTG7__EUBSIR_00572
ERR1913214.91389__1.91389	357276__B6W1Y1__BSEG_03960
ERR1913214.91431__1.91431	1262889__R7HAE5__BN634_02047
ERR1913214.91498__1.91498	821__A0A395UNT8__DXD64_15275
ERR1913214.91595__1.91595	204516__U6RNE3__HMPREF1534_00331
ERR1913214.91952__1.91952	2293125__A0A374BSW4__DW917_13420
ERR1913214.92167__1.92167	46228__V8BSF0__RUMLAC_01943
ERR1913214.92202__1.92202	1897011__A0A1Q6RJY0__BHW41_00040
ERR1913214.92298__1.92298	1235798__R9NB29__C817_01776
ERR1913214.92384__1.92384	1897011__A0A1Q6REY1__BHW41_04470
ERR1913214.92498__1.92498	384638__B7APN3__BACPEC_00639
ERR1913214.92449__1.92449	357276__I9R994__BACDOR_04044
ERR1913214.92469__1.92469	39492__A0A174ZG93__EUBSIR_00254
ERR1913214.92570__1.92570	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913214.92630__1.92630	823__A0A355XLH0__fepA_1
ERR1913214.92631__1.92631	821__A0A174NM17__lacZ_6
ERR1913214.92899__1.92899	214856__R6YD52__ERS852447_02171
ERR1913214.92917__1.92917	357276__A0A0K2HJA6__DXD47_07320
ERR1913214.93638__1.93638	823__A0A173W8N5__ERS852513_00780
ERR1913214.94114__1.94114	454155__F3QTH4__HMPREF9442_01492
ERR1913214.94358__1.94358	821__D4VC51__M099_1508
ERR1913214.94359__1.94359	823__A0A355XIK0__CEQ22_011965
ERR1913214.94492__1.94492	1897011__A0A1Q6RBY6__BHW41_06440
ERR1913214.94695__1.94695	33039__D4M6I2__ERS852424_02124
ERR1913214.94958__1.94958	821__A0A3E4KIM1__M097_3660
ERR1913214.95014__1.95014	1547597__A0A0C3MC51__IE90_01770
ERR1913214.94999__1.94999	820__A0A3E4VXP2__yesR
ERR1913214.95085__1.95085	823__A0A355XEX9__ERS852560_03521
ERR1913214.95495__1.95495	1262935__R5GFW3__BN773_00404
ERR1913214.95623__1.95623	1628085__A0A1C5ZVV6__C7386_11323
ERR1913214.96851__1.96851	1262935__R5GLG0__BN773_00612
ERR1913214.96864__1.96864	291644__R5JA59__HMPREF1071_02804
ERR1913214.97047__1.97047	291644__I9HP97__HMPREF1532_00061
ERR1913214.97404__1.97404	40518__R5DME2__DXD86_07315
ERR1913214.97704__1.97704	1262889__R7HA79__BN634_01068
ERR1913214.97757__1.97757	28118__R6FJE6__NCTC10826_00111
ERR1913214.97912__1.97912	821__A0A396F598__CUU_3259
ERR1913214.97957__1.97957	239935__A0A2N8I694__CXU04_06245
ERR1913214.98081__1.98081	821__A0A0P0M2J4__DXD46_10295
ERR1913214.98442__1.98442	46506__S3YBS6__AA415_01011
ERR1913214.98687__1.98687	40518__R5DVL2__penA
ERR1913214.99027__1.99027	487174__R5FJH0__DDY40_07055
ERR1913214.99031__1.99031	1261__D3MR67__SAMN05660467_01650
ERR1913214.99142__1.99142	1501391__GCA_000786575.1_00077
ERR1913214.99534__1.99534	357276__A0A0K2HI42__ABI39_06975
ERR1913214.100109__1.100109	1262889__R7H801__BN634_02373
ERR1913214.100244__1.100244	46228__V8BTB9__RUMLAC_01945
ERR1913214.100605__1.100605	544645__A0A3E4SY66__DXC42_15635
ERR1913214.100657__1.100657	357276__B6VXX7__HMPREF1063_02683
ERR1913214.100690__1.100690	1262911__R6H2J2__BN557_01228
ERR1913214.101208__1.101208	487174__K0WRR5__DDY40_06130
ERR1913214.101580__1.101580	291644__I9TER0__HMPREF1532_01526
ERR1913214.101617__1.101617	1263000__R5EXT3__BN466_02213
ERR1913214.101754__1.101754	487174__K0X694__DIT83_09060
ERR1913214.101878__1.101878	28117__B0MWP2__ALIPUT_01468
ERR1913214.101950__1.101950	357276__D1JZM4__HMPREF1065_01278
ERR1913214.102098__1.102098	28117__R7JJM9__ALIPUT_00662
ERR1913214.102298__1.102298	39486__B0G7C0__DXD10_08735
ERR1913214.102466__1.102466	338188__A0A174ETX3__ERS852397_01955
ERR1913214.102851__1.102851	371601__I9AGU6__CW1_2721
ERR1913214.102950__1.102950	357276__I9R994__BACDOR_04044
ERR1913214.102986__1.102986	46228__V8C8L7__RUMLAC_00949
ERR1913214.102989__1.102989	1150298__A0A174SLE6__mlc_1
ERR1913214.103085__1.103085	1262935__R5GFW3__BN773_00404
ERR1913214.103147__1.103147	357276__A0A076II57__GV66_07710
ERR1913214.103622__1.103622	46228__V8CE19__DXD17_01950
ERR1913214.103772__1.103772	293939__A0A0S7DXK2__ALT_7486
ERR1913214.104381__1.104381	357276__I9RAC4__BSEG_00561
ERR1913214.104445__1.104445	487174__K0XLV6__DIT83_00940
ERR1913214.104486__1.104486	39492__D4MMN2__EUBSIR_00964
ERR1913214.104489__1.104489	823__A0A395YY84__DXC05_19515
ERR1913214.104519__1.104519	2293125__A0A374CLA5__DW917_01130
ERR1913214.104741__1.104741	487174__R5EUJ8__DDY40_00460
ERR1913214.104908__1.104908	357276__B6W5Q7__DXD47_13945
ERR1913214.104956__1.104956	487174__K0X2Q8__DDY40_04590
ERR1913214.104999__1.104999	1262935__R5GR54__BN773_00986
ERR1913214.105105__1.105105	357276__I8WPR6__EL88_06675
ERR1913214.105114__1.105114	1262935__R5GDG4__BN773_01363
ERR1913214.105604__1.105604	46506__R6B8Z4__SAMN05444283_11711
ERR1913214.105726__1.105726	1965660__A0A1Y3SSG6__B5G34_01735
ERR1913214.105889__1.105889	46228__V8BM45__DXD17_14355
ERR1913214.106101__1.106101	2293125__A0A374CJZ2__DW917_00735
ERR1913214.106556__1.106556	47678__R5UAI1__BACCAC_01922
ERR1913214.106817__1.106817	1262889__R7HCE8__BN634_01718
ERR1913214.106888__1.106888	371601__C3QME2__CW1_3650
ERR1913214.106927__1.106927	1262777__R5WFR2__BN512_00234
ERR1913214.107041__1.107041	853__A0A2J4JL53__CRH10_10795
ERR1913214.107268__1.107268	47678__A5ZBM1__pknD_1
ERR1913214.107403__1.107403	39488__R6GBC5__DXD91_06450
ERR1913214.107361__1.107361	1262889__R7HCV1__BN634_01227
ERR1913214.107687__1.107687	1262886__R6QPP8__BN563_00924
ERR1913214.107811__1.107811	1262911__R6GMZ7__BN557_01741
ERR1913214.107836__1.107836	357276__I9QBT7__BSEG_03340
ERR1913214.107860__1.107860	40519__U2MCQ8__RUMCAL_00556
ERR1913214.108094__1.108094	166486__D4KXA6__ROSINTL182_05897
ERR1913214.108186__1.108186	1262889__R7H5X2__BN634_01934
ERR1913214.108406__1.108406	1262935__R5GDG4__BN773_01363
ERR1913214.108527__1.108527	820__A0A139JUD3__DXC91_19380
ERR1913214.108693__1.108693	1262889__R7HBU7__BN634_01579
ERR1913214.108665__1.108665	338188__A0A174ETX3__ERS852397_01955
ERR1913214.108877__1.108877	1262945__R6YHY2__BN600_01802
ERR1913214.108977__1.108977	823__A0A355XFH7__ERS852513_00769
ERR1913214.109666__1.109666	28117__B0MST8__ALIPUT_00310
ERR1913214.109836__1.109836	820__A0A3E4VXP2__yesR
ERR1913214.110139__1.110139	39492__D4JT68__spoIIIE
ERR1913214.110191__1.110191	454155__F3QTU9__HMPREF9442_01618
ERR1913214.110288__1.110288	1262889__R7HB69__BN634_01104
ERR1913214.110983__1.110983	39492__D4JQS6__ykoD
ERR1913214.111210__1.111210	1262911__R6H0U7__BN557_01104
ERR1913214.111218__1.111218	821__A0A0P0M2J4__DXD46_10295
ERR1913214.111376__1.111376	1262825__R5E9N9__BN724_00335
ERR1913214.111433__1.111433	1262889__R7HDN9__BN634_01543
ERR1913214.111562__1.111562	39492__D4JR58__EUBSIR_02090
ERR1913214.112123__1.112123	39492__A0A174ZP27__EUBSIR_00033
ERR1913214.112132__1.112132	1263006__R6LU28__BN515_01365
ERR1913214.112236__1.112236	418240__A0A174EZS5__ERS852523_03370
ERR1913214.112273__1.112273	239935__A0A2N8ITG2__Amuc_0335
ERR1913214.112282__1.112282	1262935__R5GRK6__BN773_01192
ERR1913214.112386__1.112386	1262935__R5GUZ2__BN773_00533
ERR1913214.112420__1.112420	823__A6LHK0__M090_1297
ERR1913214.112602__1.112602	823__A0A355XF06__B5F32_11480
ERR1913214.112751__1.112751	28117__B0MXG8__ALIPUT_01814
ERR1913214.112764__1.112764	291644__I9TJP2__ERS852428_00842
ERR1913214.113224__1.113224	1262889__R7HA79__BN634_01068
ERR1913214.113580__1.113580	46228__V8BRH7__RUMLAC_01261
ERR1913214.113642__1.113642	28116__I8YA52__M088_0798
ERR1913214.113645__1.113645	1897011__A0A1Q6RJ96__BHW41_00350
ERR1913214.114257__1.114257	46503__A7AHD3__DXB85_00810
ERR1913214.114288__1.114288	46228__V8CDQ4__RUMLAC_02769
ERR1913214.114352__1.114352	821__E5UY21__C800_02204
ERR1913214.114481__1.114481	357276__B6W1J2__BACDOR_03380
ERR1913214.114610__1.114610	47678__R5UBT0__CGC64_12195
ERR1913214.114740__1.114740	820__A0A139JUD3__DXC91_19380
ERR1913214.114785__1.114785	39488__A0A285PT25__EUBHAL_01908
ERR1913214.115001__1.115001	820__A0A139K8X8__DXC80_17665
ERR1913214.115141__1.115141	28117__B0MSR5__BHV66_02095
ERR1913214.115580__1.115580	1547597__A0A0C3REH3__IE90_13310
ERR1913214.115865__1.115865	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913214.115960__1.115960	823__A0A395YY84__DXC05_19515
ERR1913214.116158__1.116158	487174__K0XRP0__DDY40_09260
ERR1913214.116662__1.116662	28117__B0MTH2__ALIPUT_00061
ERR1913214.116816__1.116816	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913214.116854__1.116854	1897011__A0A1Q6RIC6__BHW41_01345
ERR1913214.117181__1.117181	544644__GCA_001915615.1_02255
ERR1913214.117205__1.117205	291644__I9HG96__HMPREF1071_03510
ERR1913214.117449__1.117449	357276__B6VYT9__HMPREF1063_05030
ERR1913214.117455__1.117455	820__A0A3E4G493__ERS417307_00253
ERR1913214.117550__1.117550	357276__C3R9Y0__HMPREF1064_01889
ERR1913214.117757__1.117757	1262889__R7H9H9__BN634_02436
ERR1913214.118174__1.118174	291644__I8Y7I4__HMPREF1071_03636
ERR1913214.118244__1.118244	1897011__A0A1Q6REP0__BHW41_04040
ERR1913214.118294__1.118294	239935__A0A2N8HT18__CXT93_06135
ERR1913214.118640__1.118640	821__A0A3E4HP25__SAMN04487923_102450
ERR1913214.118839__1.118839	1262935__R5GIC8__BN773_01423
ERR1913214.118954__1.118954	39492__A0A174ZP27__EUBSIR_00033
ERR1913214.119048__1.119048	28118__R6FBE6__DHW44_11635
ERR1913214.119054__1.119054	1262935__R5GUT3__BN773_00488
ERR1913214.119072__1.119072	357276__A0A076IN21__BSEG_03078
ERR1913214.119045__1.119045	39492__B0MM84__lgt
ERR1913214.119090__1.119090	291644__I9IAR0__HMPREF1071_00441
ERR1913214.119118__1.119118	166486__A0A1Q6SGI9__ERS852572_00327
ERR1913214.119186__1.119186	47678__R5U7X8__C5Z00_18270
ERR1913214.119264__1.119264	33039__A0A174YIE5__soxS_4
ERR1913214.119443__1.119443	1262736__R5Y6N8__BN496_00438
ERR1913214.119488__1.119488	1262935__R5GRH6__BN773_01325
ERR1913214.119974__1.119974	28117__B0MWP2__ALIPUT_01468
ERR1913214.120104__1.120104	357276__A0A0K2HKT7__B5F95_21090
ERR1913214.120336__1.120336	1628085__A0A2U1BC41__C7386_10839
ERR1913214.120973__1.120973	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913214.121036__1.121036	1262736__R5Y3Y3__BN496_01942
ERR1913214.121223__1.121223	410072__C0BF75__ERS852389_02248
ERR1913214.121961__1.121961	823__A0A395YZ10__NCTC11152_02955
ERR1913214.122095__1.122095	46506__B0NT08__BACSTE_02624
ERR1913214.122215__1.122215	853__A0A173YYY4__DWZ04_09420
ERR1913214.122348__1.122348	46228__V8BTB9__RUMLAC_01945
ERR1913214.122562__1.122562	246787__R6K7I2__BcellWH2_03256
ERR1913214.122922__1.122922	820__A7V470__HMPREF1072_02076
ERR1913214.122926__1.122926	291644__I9TER0__HMPREF1532_01526
ERR1913214.123004__1.123004	357276__I9F327__DXD47_22495
ERR1913214.123186__1.123186	821__A0A174WBC9__ERS852556_03145
ERR1913214.123551__1.123551	1263044__GCA_000433375.1_00023
ERR1913214.123815__1.123815	357276__B6W1Y5__IY41_11405
ERR1913214.124043__1.124043	246787__R6K756__HMPREF1062_01819
ERR1913214.124235__1.124235	1262889__R7H9H9__BN634_02436
ERR1913214.124319__1.124319	1262958__R7H163__BN645_00142
ERR1913214.124321__1.124321	487174__K0XRL3__HMPREF9448_00669
ERR1913214.124561__1.124561	165179__A0A3E5EA43__DXC61_07775
ERR1913214.124888__1.124888	357276__A0A076IRV2__BACDOR_02822
ERR1913214.124926__1.124926	28118__F9Z3G8__B5F99_01835
ERR1913214.124961__1.124961	28117__B0MZ50__ALIPUT_02424
ERR1913214.125082__1.125082	357276__C3RDQ5__HMPREF1065_03827
ERR1913214.125150__1.125150	1501391__GCA_000786575.1_00084
ERR1913214.125414__1.125414	39492__D4JT75__EUBSIR_01776
ERR1913214.126301__1.126301	1897011__A0A1Q6RH97__BHW41_01945
ERR1913214.126883__1.126883	291644__I9TDL9__HMPREF1532_01624
ERR1913214.127348__1.127348	357276__E5UTL1__HMPREF1065_03551
ERR1913214.127409__1.127409	820__A0A139K8N1__ERS852554_00951
ERR1913214.127475__1.127475	39492__D4JWG3__EUBSIR_00308
ERR1913214.127501__1.127501	357276__I8WBQ9__HMPREF1065_03212
ERR1913214.127689__1.127689	214856__A0A175A6T5__ERS852447_02658
ERR1913214.127836__1.127836	358742__A0A3E2WIX8__DWX59_15440
ERR1913214.127961__1.127961	46503__R6WSB3__DCY29_07745
ERR1913214.128032__1.128032	33039__A0A174ZC42__ppaC
ERR1913214.128037__1.128037	28117__B0MTD2__ALIPUT_00428
ERR1913214.128210__1.128210	39492__D4JT75__EUBSIR_01776
ERR1913214.128589__1.128589	40518__R5DP61__DXD86_06345
ERR1913214.128770__1.128770	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913214.128911__1.128911	46506__A0A108TBL0__BACSTE_01998
ERR1913214.130121__1.130121	39491__A0A395ZDC6__addB
ERR1913214.130125__1.130125	820__A0A173WZS4__DXD90_10250
ERR1913214.130490__1.130490	28111__E5WYP5__BACEGG_00185
ERR1913214.130507__1.130507	357276__B6W5Q9__HMPREF1063_03125
ERR1913214.130526__1.130526	853__A0A174AML0__FPR_08640
ERR1913214.130746__1.130746	1262958__R7H3S4__BN645_00399
ERR1913214.130730__1.130730	291644__I8Z302__HMPREF1532_01182
ERR1913214.130986__1.130986	454155__F3QQI3__HMPREF9442_00425
ERR1913214.131014__1.131014	1262935__R5GLG4__BN773_00617
ERR1913214.131062__1.131062	28117__B0MWH8__BHV66_01330
ERR1913214.131125__1.131125	1262935__R5GSF1__BN773_01646
ERR1913214.131223__1.131223	1262825__R5DYC4__BN724_00821
ERR1913214.131478__1.131478	1897011__A0A1Q6RF44__BHW41_03065
ERR1913214.131670__1.131670	1262889__R7HD81__BN634_00648
ERR1913214.131628__1.131628	46503__R6X5E7__PARMER_00245
ERR1913214.131977__1.131977	820__A0A139JRH8__HMPREF2141_04326
ERR1913214.131983__1.131983	35833__E5Y5X2__HMPREF0179_01585
ERR1913214.132088__1.132088	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913214.132212__1.132212	39492__D4JWR6__dnaN
ERR1913214.132269__1.132269	28117__B0MTH2__ALIPUT_00061
ERR1913214.132329__1.132329	35833__E5YB59__HMPREF0179_03432
ERR1913214.132486__1.132486	487174__K0X4Y9__DDY40_09115
ERR1913214.132761__1.132761	47678__R5UU99__C5Z00_11925
ERR1913214.132858__1.132858	823__A0A355XLS2__ERS852380_02644
ERR1913214.133166__1.133166	1262889__R7HBU7__BN634_01579
ERR1913214.133288__1.133288	357276__A0A076ISD9__EL88_07480
ERR1913214.133306__1.133306	88431__A0A174UTT9__clcA
ERR1913214.133416__1.133416	487174__K0WRI1__DIT83_06780
ERR1913214.133619__1.133619	1547597__A0A318N0M8__DMB45_13280
ERR1913214.133748__1.133748	28118__R6F707__B5F99_15665
ERR1913214.133757__1.133757	1262935__R5GRB3__BN773_01260
ERR1913214.133760__1.133760	1501391__GCA_000786575.1_00047
ERR1913214.134037__1.134037	1262958__R7GVA1__BN645_00092
ERR1913214.134083__1.134083	820__A0A1T4IYF4__mprA_1
ERR1913214.134091__1.134091	821__A0A3E4KIM1__M097_3660
ERR1913214.134270__1.134270	1262889__R7HCL5__BN634_01590
ERR1913214.134759__1.134759	1262935__R5GIC8__BN773_01423
ERR1913214.134795__1.134795	39492__B0MPL6__EUBSIR_01779
ERR1913214.135032__1.135032	28111__E5WYC3__NCTC11155_03517
ERR1913214.135137__1.135137	1262935__R5GM63__BN773_00882
ERR1913214.135227__1.135227	1262935__R5GGB5__BN773_00347
ERR1913214.135310__1.135310	823__A0A395YVY3__ERS852513_03204
ERR1913214.135718__1.135718	28132__D9RV83__HMPREF0660_00835
ERR1913214.135782__1.135782	357276__E5UTL1__HMPREF1065_03551
ERR1913214.135866__1.135866	291644__R5JR56__HMPREF1532_03512
ERR1913214.135909__1.135909	291644__I8Z4G9__ina_1
ERR1913214.136075__1.136075	1262889__R7H967__BN634_00445
ERR1913214.136375__1.136375	626932__G5H6E7__HMPREF9450_00507
ERR1913214.136533__1.136533	239935__A0A2N8HBP0__CXT94_04450
ERR1913214.136578__1.136578	1262945__R6YF74__BN600_00974
ERR1913214.136615__1.136615	1897011__A0A1Q6RE47__BHW41_04715
ERR1913214.136738__1.136738	823__A0A3E4P9U5__ERS852380_02719
ERR1913214.136830__1.136830	454155__F3QU73__HMPREF9442_01744
ERR1913214.136920__1.136920	1262935__R5GIL8__BN773_01483
ERR1913214.137140__1.137140	823__A0A355XH29__lolE_1
ERR1913214.137613__1.137613	820__A0A3E5BMG9__DXD40_05130
ERR1913214.137940__1.137940	40520__R7DCR4__DXB81_00490
ERR1913214.138133__1.138133	487174__K0WZP2__DDY40_04000
ERR1913214.138247__1.138247	454154__G5SME1__HMPREF9441_00516
ERR1913214.138310__1.138310	47678__R5UBT0__CGC64_12195
ERR1913214.138603__1.138603	1501391__GCA_000786575.1_00092
ERR1913214.138761__1.138761	458033__GCA_001482755.1_02203
ERR1913214.138732__1.138732	39492__D4JQS6__ykoD
ERR1913214.139417__1.139417	1263000__R5EXT3__BN466_02213
ERR1913214.139473__1.139473	1262935__R5GKU2__BN773_00436
ERR1913214.139709__1.139709	28118__R6FI30__NCTC10826_00479
ERR1913214.139875__1.139875	39492__D4JW10__pppA
ERR1913214.140040__1.140040	28116__A0A1Y4PTX5__SAMN05192582_104017
ERR1913214.140224__1.140224	1262935__R5GSC2__BN773_01435
ERR1913214.140354__1.140354	357276__I9FTR0__HMPREF1065_02861
ERR1913214.140685__1.140685	246787__A0A3D6AWR4__HMPREF1062_04729
ERR1913214.140835__1.140835	239935__A0A2N8HDT1__CXT94_05270
ERR1913214.140774__1.140774	39492__D4JR08__ERS852540_02467
ERR1913214.141017__1.141017	820__E5VEH7__ERS852459_01300
ERR1913214.141146__1.141146	1262825__R5DYC4__BN724_00821
