ERR1913174.31__1.31	209880__A0A1G5WTG1__SAMN02910343_01605
ERR1913174.32882__1.32882	40518__R5DVH6__DXD86_08955
ERR1913174.32999__1.32999	338188__A0A174ETX3__ERS852397_01955
ERR1913174.33105__1.33105	39486__B0G2S4__DXD10_16540
ERR1913174.33179__1.33179	820__A0A174Q0F0__DXB48_08080
ERR1913174.33244__1.33244	40518__R5DTP7__DXD83_02415
ERR1913174.33256__1.33256	820__A0A3E4RU03__M093_0563
ERR1913174.33285__1.33285	357276__I9QWD4__DXD47_15075
ERR1913174.33289__1.33289	357276__B6W5Q9__HMPREF1063_03125
ERR1913174.33272__1.33272	626933__H1DGX0__HMPREF9449_01506
ERR1913174.33281__1.33281	357276__B6W1Y1__BSEG_03960
ERR1913174.33459__1.33459	39491__C4ZHS4__EUR_24420
ERR1913174.33509__1.33509	853__A0A173T0Y8__CGS54_07215
ERR1913174.33797__1.33797	357276__D1JZM4__HMPREF1065_01278
ERR1913174.33831__1.33831	40518__R5DTP7__DXD83_02415
ERR1913174.33852__1.33852	820__A0A1T4IYF4__mprA_1
ERR1913174.33864__1.33864	31971__R7GA61__EUBDOL_00453
ERR1913174.33909__1.33909	214856__R6Z288__ERS852447_00734
ERR1913174.33944__1.33944	820__A0A174GK47__ERS852421_00200
ERR1913174.33951__1.33951	47678__R5U978__ERS852558_01076
ERR1913174.34156__1.34156	820__A0A374Q854__HMPREF1073_03281
ERR1913174.34228__1.34228	820__A0A374MMF0__HMPREF1073_03811
ERR1913174.34233__1.34233	40518__R5DU74__RBATCC27255_00707
ERR1913174.34301__1.34301	357276__I8WEZ6__BACDOR_02323
ERR1913174.34380__1.34380	820__A0A139KHD8__ERS417307_00569
ERR1913174.34434__1.34434	820__A0A3E4WCX3__C801_02709
ERR1913174.34435__1.34435	820__A0A3E4WCX3__C801_02709
ERR1913174.34487__1.34487	39491__A0A395ZG74__licR
ERR1913174.34627__1.34627	39491__A0A396FIU1__DXC13_07905
ERR1913174.34691__1.34691	239935__A0A139TVJ4__CXT86_02020
ERR1913174.34735__1.34735	820__A0A3E4G2R7__DXC07_00510
ERR1913174.34984__1.34984	357276__B6W5Q9__HMPREF1063_03125
ERR1913174.35005__1.35005	40518__R5DVV1__RBATCC27255_00999
ERR1913174.35241__1.35241	1262743__R5C054__BN727_01980
ERR1913174.35521__1.35521	820__A0A139K1Y6__DXB48_02610
ERR1913174.35687__1.35687	820__A0A139JUD3__DXC91_19380
ERR1913174.35696__1.35696	823__A0A173W404__DHP27_04905
ERR1913174.35756__1.35756	820__A0A3E4GA19__SAMN05444418_10562
ERR1913174.35977__1.35977	246787__R6KBH9__HMPREF1062_04676
ERR1913174.36105__1.36105	626933__H1DGX0__HMPREF9449_01506
ERR1913174.36329__1.36329	47678__R5UD76__BACCAC_01373
ERR1913174.36345__1.36345	29361__B6FT65__CLONEX_03342
ERR1913174.36399__1.36399	820__A0A3E4W9D9__B5G17_12400
ERR1913174.36503__1.36503	357276__I8VLL2__HMPREF1065_03395
ERR1913174.36507__1.36507	357276__I9R994__BACDOR_04044
ERR1913174.36564__1.36564	823__A0A355XPA0__DXB14_05710
ERR1913174.36644__1.36644	39491__C4ZCH3__EUR_17560
ERR1913174.36656__1.36656	820__A0A3E4W4Y7__B5G17_02055
ERR1913174.36816__1.36816	39491__A0A395UZZ5__htpG_1
ERR1913174.36751__1.36751	820__A0A139K0J1__HMPREF2141_03205
ERR1913174.36833__1.36833	820__A0A174VD39__DXD90_12235
ERR1913174.36834__1.36834	338188__A0A174ETX3__ERS852397_01955
ERR1913174.36861__1.36861	39491__A0A174EQV2__DXB69_10230
ERR1913174.36896__1.36896	820__A0A173WUD7__DXB48_08055
ERR1913174.37027__1.37027	74426__sugC
ERR1913174.37321__1.37321	823__A0A078SYK6__DXB14_02485
ERR1913174.37338__1.37338	820__A0A174TRB5__DXD40_11305
ERR1913174.37371__1.37371	823__C7XA51__BDI_0499
ERR1913174.37473__1.37473	357276__A0A076IKP2__HMPREF1063_00218
ERR1913174.37540__1.37540	820__A7V470__HMPREF1072_02076
ERR1913174.37492__1.37492	357276__A0A0P0M2G3__BACDOR_03913
ERR1913174.37575__1.37575	357276__D1K3K9__EL88_23995
ERR1913174.37594__1.37594	28118__R6FCY1__DER54_07335
ERR1913174.37811__1.37811	39491__A0A395V0H3__ERS852417_01192
ERR1913174.37851__1.37851	820__A0A173YYG4__evgS_3
ERR1913174.37920__1.37920	40518__R5DVH6__DXD86_08955
ERR1913174.37948__1.37948	39491__A0A395UWA3__DXB69_11805
ERR1913174.37896__1.37896	823__A0A395YY84__DXC05_19515
ERR1913174.38123__1.38123	823__A6LC27__DXB14_11470
ERR1913174.38306__1.38306	39491__D4JMW8__ERS852497_01971
ERR1913174.38463__1.38463	357276__I8WPR6__EL88_06675
ERR1913174.38479__1.38479	40518__R5DUU8__DXD86_08440
ERR1913174.38579__1.38579	28116__A0A139LKF7__DXA80_16100
ERR1913174.38645__1.38645	820__A0A3E4W4Y7__B5G17_02055
ERR1913174.38750__1.38750	39486__G1WLK1__DXD50_02145
ERR1913174.38784__1.38784	357276__I9FRW5__B5F95_21685
ERR1913174.38842__1.38842	820__A0A139K0J1__HMPREF2141_03205
ERR1913174.39000__1.39000	357276__A0A076IP73__BACDOR_04237
ERR1913174.39137__1.39137	357276__A0A0K2HG61__BACDOR_02028
ERR1913174.39161__1.39161	28117__B0MT73__ALIPUT_00412
ERR1913174.39337__1.39337	160404__A0A1M6Q646__B5G26_03230
ERR1913174.39512__1.39512	823__A6LEP0__M091_1976
ERR1913174.39688__1.39688	853__A0A2A7B9I6__DW855_13690
ERR1913174.39711__1.39711	39491__A0A2U2EED4__ERS852580_01584
ERR1913174.39739__1.39739	239935__A0A139TPG3__CXT86_08810
ERR1913174.39767__1.39767	39486__B0G8E4__HMPREF9457_00475
ERR1913174.39776__1.39776	166486__D4L337__msbA_4
ERR1913174.39825__1.39825	820__A0A3E4GA19__SAMN05444418_10562
ERR1913174.39829__1.39829	1262746__R5SS80__BN750_02125
ERR1913174.39830__1.39830	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913174.39871__1.39871	820__A0A3E4VZY4__ERS852554_01211
ERR1913174.39910__1.39910	853__A0A173RZ39__C4N22_01650
ERR1913174.39984__1.39984	39486__B0G8H8__DXD10_14350
ERR1913174.39991__1.39991	204516__U6R9E7__HMPREF1534_03313
ERR1913174.40074__1.40074	166486__D4KXJ6__ERS852572_00336
ERR1913174.40207__1.40207	820__A0A174A6K0__M093_0079
ERR1913174.40235__1.40235	246787__A0A3D6AZF8__BACCELL_02529
ERR1913174.40399__1.40399	39491__D6E408__EUBREC_1466
ERR1913174.40443__1.40443	818__A0A0P0F989__BJP75_019080
ERR1913174.40448__1.40448	360807__A0A1Q6T9R3__ERS852392_02666
ERR1913174.40584__1.40584	39491__A0A395ZG74__licR
ERR1913174.40552__1.40552	1897011__A0A1Q6RH58__BHW41_01950
ERR1913174.40670__1.40670	818__C6IEV5__ERS852430_00644
ERR1913174.40806__1.40806	820__A0A3E4PYB0__yejM
ERR1913174.40773__1.40773	357276__A0A076IRX7__HMPREF1064_00526
ERR1913174.40791__1.40791	39491__A0A396FKI6__mltF
ERR1913174.40858__1.40858	454155__F3QV78__HMPREF9442_02103
ERR1913174.40902__1.40902	820__A0A3E4G2R7__DXC07_00510
ERR1913174.40913__1.40913	823__K6AMD2__B5F32_04565
ERR1913174.41008__1.41008	204516__U6R9E7__HMPREF1534_03313
ERR1913174.41058__1.41058	357276__A0A076IN21__BSEG_03078
ERR1913174.41109__1.41109	40518__R5E500__RBL263_01193
ERR1913174.41583__1.41583	204516__U6R9E7__HMPREF1534_03313
ERR1913174.41703__1.41703	820__A7V470__HMPREF1072_02076
ERR1913174.41723__1.41723	820__A0A139K1Y6__DXB48_02610
ERR1913174.41822__1.41822	901__B6WWW5__DESPIGER_2454
ERR1913174.41925__1.41925	818__A0A0P0F2P7__BT_1771
ERR1913174.41931__1.41931	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913174.42041__1.42041	357276__A0A076IN30__DXD47_09350
ERR1913174.42103__1.42103	357276__B6VXX7__HMPREF1063_02683
ERR1913174.42176__1.42176	33039__D4M0J9__ERS852577_03924
ERR1913174.42260__1.42260	823__A0A173VS36__M091_4727
ERR1913174.42299__1.42299	1262992__R5D0M4__BN795_01613
ERR1913174.42504__1.42504	39491__A0A173TFQ1__rsmF
ERR1913174.42445__1.42445	28118__R6FI57__DF785_14020
ERR1913174.42451__1.42451	820__A0A3E4QZJ7__C801_01798
ERR1913174.42455__1.42455	820__A0A374Q8T2__DXB64_16190
ERR1913174.42483__1.42483	357276__B6W5Q7__DXD47_13945
ERR1913174.42675__1.42675	823__A0A355XLT7__HMPREF1075_03402
ERR1913174.42791__1.42791	39491__A0A396FJJ9__DXB76_11995
ERR1913174.42865__1.42865	357276__I9R994__BACDOR_04044
ERR1913174.42917__1.42917	39491__A0A395V1T9__DXD13_03310
ERR1913174.42986__1.42986	28117__R7JIJ8__BHV66_01635
ERR1913174.42942__1.42942	820__A0A174QLF0__SAMN05444418_109151
ERR1913174.43011__1.43011	1235835__R9LCU2__C814_02677
ERR1913174.43221__1.43221	292800__A0A174NR96__HMPREF0372_02342
ERR1913174.43452__1.43452	371601__A0A173ZG72__SAMN04487924_11442
ERR1913174.43470__1.43470	820__A0A3E4PYB0__yejM
ERR1913174.43643__1.43643	820__A0A174M9V5__M093_0237
ERR1913174.43797__1.43797	823__A0A174JYU9__DER51_02115
ERR1913174.43812__1.43812	820__A0A374MMF0__HMPREF1073_03811
ERR1913174.43877__1.43877	39491__A0A395ZG74__licR
ERR1913174.43820__1.43820	1550024__A0A0D8J3J4__TQ39_01275
ERR1913174.43830__1.43830	84112__F0HRI9__Elen_1816
ERR1913174.43952__1.43952	820__A7VAR9__ERS852421_00197
ERR1913174.43957__1.43957	47678__R5UZM4__DW706_15680
ERR1913174.43965__1.43965	820__A0A173YYG4__evgS_3
ERR1913174.43982__1.43982	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913174.44003__1.44003	901__B6WX92__DESPIG_02718
ERR1913174.44046__1.44046	28117__B0MVL5__BHV66_01660
ERR1913174.44088__1.44088	39491__A0A396FNY7__LD38_16155
ERR1913174.44108__1.44108	649756__D4MVE0__HMPREF0369_02014
ERR1913174.44129__1.44129	1262746__R5SS80__BN750_02125
ERR1913174.44145__1.44145	28117__B0MST8__ALIPUT_00310
ERR1913174.44301__1.44301	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913174.44346__1.44346	40518__R5DT16__ysdC_2
ERR1913174.44348__1.44348	246787__A0A0N7IFC5__HMPREF1062_01960
ERR1913174.44648__1.44648	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913174.44610__1.44610	28118__R6F0X5__NCTC10826_02952
ERR1913174.44617__1.44617	28117__B0MZ50__ALIPUT_02424
ERR1913174.44696__1.44696	39491__A0A395V0E5__ERE_31370
ERR1913174.44842__1.44842	357276__C3RA36__HMPREF1065_03270
ERR1913174.44848__1.44848	820__A0A374Q351__DXD40_05850
ERR1913174.44854__1.44854	820__A0A3E5E0T0__ERS852554_00312
ERR1913174.44939__1.44939	39491__A0A174EQV2__DXB69_10230
ERR1913174.44979__1.44979	820__A0A174CK74__DXB48_07060
ERR1913174.44981__1.44981	820__A0A173WUD7__DXB48_08055
ERR1913174.44994__1.44994	28117__B0MTW8__ALIPUT_00502
ERR1913174.45065__1.45065	823__D0TC25__B5F32_04575
ERR1913174.45108__1.45108	28117__R7JIJ8__BHV66_01635
ERR1913174.45279__1.45279	626933__H1DGX0__HMPREF9449_01506
ERR1913174.45556__1.45556	357276__A0A076IS73__GV66_00410
ERR1913174.45752__1.45752	204516__U6R9E7__HMPREF1534_03313
ERR1913174.46035__1.46035	214856__I3YMC8__ERS852447_02666
ERR1913174.45954__1.45954	40518__R5E6K5__speA
ERR1913174.46037__1.46037	357276__A6L053__ABI39_04450
ERR1913174.46113__1.46113	239935__A0A2N8ITW6__CXT91_06265
ERR1913174.46129__1.46129	28116__A0A078Q626__HMPREF1070_02735
ERR1913174.46179__1.46179	246787__A0A0P0GR24__BcellWH2_03263
ERR1913174.46241__1.46241	28117__B0MY40__BHV66_05170
ERR1913174.46308__1.46308	357276__B6W5Q7__DXD47_13945
ERR1913174.46427__1.46427	2108523__A0A2P2F4E1__LAWASA_871
ERR1913174.46706__1.46706	820__A0A3E4PYB0__yejM
ERR1913174.46731__1.46731	818__D7I7V5__BJP75_001030
ERR1913174.46806__1.46806	823__A0A174WTX5__DD466_11965
ERR1913174.46872__1.46872	821__A0A174T998__DXB82_10860
ERR1913174.46882__1.46882	357276__I8WEY2__ABI39_04185
ERR1913174.46921__1.46921	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913174.47061__1.47061	823__A0A395YZG9__M092_4358
ERR1913174.47205__1.47205	39491__D6E408__EUBREC_1466
ERR1913174.47147__1.47147	820__A0A173WZS4__DXD90_10250
ERR1913174.47166__1.47166	40518__R5E1X3__clcA
ERR1913174.47177__1.47177	649756__D4MU45__ERS852425_01466
ERR1913174.47240__1.47240	820__A0A3E4WA06__ERS852554_03404
ERR1913174.47334__1.47334	418240__A0A174UBH5__ERS852478_01387
ERR1913174.47593__1.47593	74426__groL
ERR1913174.47664__1.47664	820__A0A174M9V5__M093_0237
ERR1913174.47948__1.47948	818__A0A3E5HWN5__BSIG_3066
ERR1913174.47949__1.47949	371601__A0A174AWE7__BXY_28850
ERR1913174.48004__1.48004	47678__A5ZF31__DXB67_11050
ERR1913174.48197__1.48197	28117__B0MU58__BHV66_05630
ERR1913174.48267__1.48267	901__B6WXD6__DHV46_02215
ERR1913174.48277__1.48277	357276__I9G0T7__BACDOR_04266
ERR1913174.48299__1.48299	820__A0A174TRB5__DXD40_11305
ERR1913174.48388__1.48388	39491__A0A174G6M3__DXD13_14470
ERR1913174.48312__1.48312	387090__S0F8B2__BACCOPRO_02129
ERR1913174.48425__1.48425	544645__A0A373UZ25__DXC42_17170
ERR1913174.48468__1.48468	820__A0A173YYG4__evgS_3
ERR1913174.48520__1.48520	823__A0A395YRW4__DD466_15895
ERR1913174.48823__1.48823	487174__K0XDZ0__HMPREF9448_02863
ERR1913174.48843__1.48843	552398__F4XHU2__HMPREF0866_03196
ERR1913174.48978__1.48978	820__A0A1Q6IDS8__chtA
ERR1913174.49086__1.49086	357276__B6W5Q9__HMPREF1063_03125
ERR1913174.49101__1.49101	239935__A0A2N8HT68__ADH72_00510
ERR1913174.49108__1.49108	40518__R5DUG7__sbcC
ERR1913174.49155__1.49155	246787__A0A108T429__BACCELL_00192
ERR1913174.49270__1.49270	357276__A0A076ITU4__EL88_22160
ERR1913174.49341__1.49341	1150298__A0A174J629__ERS852498_00833
ERR1913174.49413__1.49413	1512__A0A174IEH4__HMPREF9474_03659
ERR1913174.49490__1.49490	823__A0A174PAQ4__ERS852429_04218
ERR1913174.49590__1.49590	357276__A0A0K2HJA6__DXD47_07320
ERR1913174.49666__1.49666	357276__I9R994__BACDOR_04044
ERR1913174.49695__1.49695	820__A0A173W419__DXC68_17760
ERR1913174.50070__1.50070	671267__R9ICM6__C802_00589
ERR1913174.50072__1.50072	357276__A0A076ITH2__BSEG_03273
ERR1913174.50074__1.50074	357276__C3RA36__HMPREF1065_03270
ERR1913174.50093__1.50093	39491__C4ZF05__vpr
ERR1913174.50272__1.50272	239935__A0A2N8I7W6__CXT90_04245
ERR1913174.50468__1.50468	40518__R5E426__DXD93_04485
ERR1913174.50529__1.50529	1262746__R5SS80__BN750_02125
ERR1913174.50542__1.50542	357276__I8WPR6__EL88_06675
ERR1913174.50548__1.50548	820__A0A078S569__gmhB
ERR1913174.50675__1.50675	357276__I9R994__BACDOR_04044
ERR1913174.50800__1.50800	487174__R5EXS5__HMPREF9448_02541
ERR1913174.50803__1.50803	820__A0A1T4IYF4__mprA_1
ERR1913174.50835__1.50835	47678__A5ZF31__DXB67_11050
ERR1913174.50922__1.50922	1550024__A0A0D8J179__ASJ35_09245
ERR1913174.50946__1.50946	246787__R6KCH8__csbC
ERR1913174.50947__1.50947	820__A0A174LJB2__HMPREF1072_04112
ERR1913174.50977__1.50977	357276__B6VT86__IY41_22515
ERR1913174.50982__1.50982	39491__C4ZAT2__ERE_28440
ERR1913174.51136__1.51136	47678__R5UMC3__CGC64_08380
ERR1913174.51105__1.51105	820__A0A139KG60__M094_2679
ERR1913174.51235__1.51235	820__A0A3E4W084__BACUNI_04042
ERR1913174.51335__1.51335	47678__A0A3E5BQM1__DXB67_08970
ERR1913174.51351__1.51351	40518__R5DZB3__RB5AMG_01719
ERR1913174.51547__1.51547	357276__I8WBQ9__HMPREF1065_03212
ERR1913174.51548__1.51548	1262743__R5C054__BN727_01980
ERR1913174.51600__1.51600	823__A6L9D3__ERS852560_03374
ERR1913174.51617__1.51617	338188__A0A174ETX3__ERS852397_01955
ERR1913174.51672__1.51672	821__I9R3W6__DXC16_12455
ERR1913174.52060__1.52060	39486__R6SW59__DORFOR_03117
ERR1913174.52279__1.52279	357276__A0A0K2HI25__DXD47_04465
ERR1913174.52366__1.52366	820__A0A174A6K0__M093_0079
ERR1913174.52387__1.52387	357276__I8WC65__EL88_00520
ERR1913174.52491__1.52491	360807__A0A173XR05__RIL183_10401
ERR1913174.52632__1.52632	820__A0A3E4QZJ7__C801_01798
ERR1913174.52588__1.52588	246787__R6LGB3__BcellWH2_02361
ERR1913174.52700__1.52700	28116__W6P631__HMPREF2532_01084
ERR1913174.52862__1.52862	301301__G2T5V7__RHOM_15795
ERR1913174.52839__1.52839	1262992__R5D9A6__BN795_00819
ERR1913174.53018__1.53018	357276__I9G0T7__BACDOR_04266
ERR1913174.53053__1.53053	28116__A7M0W7__SAMN05444282_11172
ERR1913174.53070__1.53070	292800__G9YV93__HMPREF0372_03458
ERR1913174.53341__1.53341	357276__I8WBQ9__HMPREF1065_03212
ERR1913174.53479__1.53479	172901__A0A2U1AV38__C8D82_1177
ERR1913174.53531__1.53531	818__A0A139K9H8__C5Z03_23905
ERR1913174.53579__1.53579	357276__I8WPR6__EL88_06675
ERR1913174.53641__1.53641	40518__R5DYF6__RBL263_01812
ERR1913174.53827__1.53827	1703337__A0A2U0TJK6__C7379_1361
ERR1913174.53855__1.53855	357276__I8VQA2__HMPREF1065_04183
ERR1913174.53874__1.53874	239935__A0A139TVJ4__CXT86_02020
ERR1913174.53961__1.53961	47678__A5ZB44__C5Z00_17730
ERR1913174.53984__1.53984	28117__B0MT84__ALIPUT_00402
ERR1913174.54032__1.54032	552398__F4XFG7__HMPREF0866_02342
ERR1913174.54082__1.54082	39486__B0G7H8__DXB12_04950
ERR1913174.54125__1.54125	28118__R6F1R3__NCTC10826_00739
ERR1913174.54350__1.54350	820__A0A1T4IY71__HMPREF2141_02402
ERR1913174.54399__1.54399	384638__B7APR1__BACPEC_00667
ERR1913174.54456__1.54456	357276__A0A076IXE0__HMPREF1064_04364
ERR1913174.54525__1.54525	357276__I8WEY2__ABI39_04185
ERR1913174.54613__1.54613	371601__F7LA63__HMPREF1074_04288
ERR1913174.54614__1.54614	823__A0A395YY84__DXC05_19515
ERR1913174.54682__1.54682	1896974__A0A1Q6H7S4__BHV77_07555
ERR1913174.54729__1.54729	39488__A0A285PNU6__ERS852578_01621
ERR1913174.54774__1.54774	74426__groL
ERR1913174.54943__1.54943	418240__A0A174RRX2__ERS852478_00548
ERR1913174.54950__1.54950	820__A7V9F9__B5G17_14640
ERR1913174.54983__1.54983	39488__A0A174CJ01__DXD91_03830
ERR1913174.55035__1.55035	820__A0A3E4W7J3__DXC07_00330
ERR1913174.55048__1.55048	357276__B6VVS0__HMPREF1064_03951
ERR1913174.55237__1.55237	820__A0A139JRS5__HMPREF1073_04025
ERR1913174.55294__1.55294	820__A0A3E5BMG9__DXD40_05130
ERR1913174.55463__1.55463	818__Q8A3R2__C799_03293
ERR1913174.55503__1.55503	28117__B0MWC6__BHV66_00965
ERR1913174.55518__1.55518	39486__R6S348__DXD50_06750
ERR1913174.55535__1.55535	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913174.55549__1.55549	39491__D4JIB6__ERS852417_01685
ERR1913174.55629__1.55629	28116__I8YA52__M088_0798
ERR1913174.55687__1.55687	1965627__A0A1Y4BDX6__B5F86_00870
ERR1913174.55688__1.55688	820__A7V470__HMPREF1072_02076
ERR1913174.55751__1.55751	360807__A0A1Q6TCY9__ERS852444_01883
ERR1913174.55939__1.55939	357276__I9R002__HMPREF1064_01826
ERR1913174.56019__1.56019	820__A0A374QGD2__ERS852421_02382
ERR1913174.56086__1.56086	357276__B6VXX7__HMPREF1063_02683
ERR1913174.56202__1.56202	239935__A0A2N8HT44__CXT84_11035
ERR1913174.56251__1.56251	820__A0A174QLF0__SAMN05444418_109151
ERR1913174.56252__1.56252	820__A0A139KH21__DXC80_01780
ERR1913174.56233__1.56233	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913174.56330__1.56330	39491__A0A395ZDC6__addB
ERR1913174.56337__1.56337	28117__B0MYZ8__BHV66_04535
ERR1913174.56450__1.56450	74426__thrZ
ERR1913174.56466__1.56466	823__A0A355XKQ8__DHP27_04010
ERR1913174.56505__1.56505	820__I9A4U7__DHU98_12785
ERR1913174.56556__1.56556	820__A0A3E4W7J3__DXC07_00330
ERR1913174.56699__1.56699	39486__G1WSX8__DXD82_08635
ERR1913174.56796__1.56796	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913174.56940__1.56940	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913174.57022__1.57022	39491__D4JMW8__ERS852497_01971
ERR1913174.57083__1.57083	40518__R5DSI5__fieF
ERR1913174.57154__1.57154	28118__F9Z750__Odosp_3044
ERR1913174.57254__1.57254	820__A0A174Q0F0__DXB48_08080
ERR1913174.57324__1.57324	33038__A0A396G855__CDL23_11555
ERR1913174.57474__1.57474	487174__K0XER9__DDY40_08885
ERR1913174.57545__1.57545	40518__R5E1X3__clcA
ERR1913174.57941__1.57941	360807__A0A0M6X1Y4__ROSEINA2194_02133
ERR1913174.57968__1.57968	820__A0A396EUU8__luxQ_3
ERR1913174.57992__1.57992	28116__A0A1Y4Q112__evgS_13
ERR1913174.58080__1.58080	40518__R5DX31__DXD86_09775
ERR1913174.58167__1.58167	28116__A7LS06__HMPREF2532_04668
ERR1913174.58183__1.58183	28118__F9ZB50__Odosp_2374
ERR1913174.58200__1.58200	1628085__A0A1C6D825__C7386_1061
ERR1913174.58257__1.58257	1703337__A0A2U0TJK6__C7379_1361
ERR1913174.58275__1.58275	1628085__A0A3E2XUX9__C7386_10290
ERR1913174.58381__1.58381	357276__A0A076INK2__BSEG_04225
ERR1913174.58501__1.58501	820__A0A1T4IY80__ERS852554_01621
ERR1913174.58604__1.58604	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913174.58559__1.58559	853__A0A173YYY4__DWZ04_09420
ERR1913174.58540__1.58540	357276__A6L053__ABI39_04450
ERR1913174.58704__1.58704	28116__A0A1Y4PWN5__M088_3731
ERR1913174.58777__1.58777	820__A0A396EXA7__DXB37_15530
ERR1913174.58796__1.58796	33039__A0A173VTT4__frdB_1
ERR1913174.58982__1.58982	371601__C3QB87__BN890_8390
ERR1913174.59139__1.59139	357276__B6W5Q9__HMPREF1063_03125
ERR1913174.59086__1.59086	820__A0A174TRB5__DXD40_11305
ERR1913174.59344__1.59344	357276__D1K3K9__EL88_23995
ERR1913174.59385__1.59385	28117__B0MUR5__BHV66_03900
ERR1913174.59454__1.59454	39488__A0A285PVA5__ERS852450_01472
ERR1913174.59505__1.59505	357276__A0A076IN21__BSEG_03078
ERR1913174.59630__1.59630	823__A0A355XIK0__CEQ22_011965
ERR1913174.59686__1.59686	820__A0A173YYG4__evgS_3
ERR1913174.59768__1.59768	39491__A0A395ZF49__DXB69_05290
ERR1913174.59791__1.59791	820__A7V9F9__B5G17_14640
ERR1913174.59989__1.59989	820__A0A1T4IY71__HMPREF2141_02402
ERR1913174.60119__1.60119	357276__A0A076IP73__BACDOR_04237
ERR1913174.60262__1.60262	823__A0A355XF06__B5F32_11480
ERR1913174.60284__1.60284	487174__K0WWT0__DIT83_10190
ERR1913174.60425__1.60425	371601__A0A1H4AUL8__BXY_43960
ERR1913174.60479__1.60479	649756__B0P0D0__ERS852571_02742
ERR1913174.60496__1.60496	820__A0A3E4WCC2__lptB_1
ERR1913174.60800__1.60800	487174__K0WUM9__HMPREF9448_02608
ERR1913174.60802__1.60802	239935__A0A2N8IJI1__B5G29_04615
ERR1913174.60814__1.60814	28117__B0MWX3__BHV66_03010
ERR1913174.60877__1.60877	818__A0A0P0F004__SAMN02910322_02925
ERR1913174.61047__1.61047	820__A0A174DZ97__SAMN05444418_101240
ERR1913174.61051__1.61051	357276__I9R1V6__DXD47_04125
ERR1913174.61077__1.61077	357276__A0A0K2HDP3__IY41_00705
ERR1913174.61207__1.61207	820__A0A374MXK3__HMPREF1072_00166
ERR1913174.61272__1.61272	818__A0A0P0EVZ1__SAMN02910322_03499
ERR1913174.61229__1.61229	357276__D1JZM4__HMPREF1065_01278
ERR1913174.61285__1.61285	39491__A0A174K9A3__DXB69_07785
ERR1913174.61344__1.61344	47678__R5UAF6__ERS852494_02966
ERR1913174.61457__1.61457	357276__D1K3K9__EL88_23995
ERR1913174.61827__1.61827	454155__F3QXY1__HMPREF9442_03071
ERR1913174.61951__1.61951	418240__C6JDI6__ERS852478_02871
ERR1913174.61969__1.61969	820__A0A174I980__gldH
ERR1913174.62028__1.62028	820__A7VAR9__ERS852421_00197
ERR1913174.61984__1.61984	820__A0A174Q0F0__DXB48_08080
ERR1913174.62081__1.62081	818__A0A0N7I9M6__Btheta7330_00939
ERR1913174.62109__1.62109	818__R7KWE7__HMPREF2534_03255
ERR1913174.62185__1.62185	28117__B0MUR5__BHV66_03900
ERR1913174.62267__1.62267	626933__H1DGX0__HMPREF9449_01506
ERR1913174.62415__1.62415	820__A0A174CG08__DXB62_13215
ERR1913174.62568__1.62568	820__A0A3E4G3J9__ERS852459_02265
ERR1913174.62876__1.62876	39491__A0A396FUZ3__phoR_1
ERR1913174.63416__1.63416	39491__C4Z872__LD38_07250
ERR1913174.63685__1.63685	39491__A0A173SH34__EUR_24920
ERR1913174.63714__1.63714	371601__D6CXF8__DXD80_06045
ERR1913174.63881__1.63881	357276__B6W5Q9__HMPREF1063_03125
ERR1913174.63887__1.63887	39486__B0G6T5__DXD50_07965
ERR1913174.64056__1.64056	357276__E5UTL1__HMPREF1065_03551
ERR1913174.64118__1.64118	357276__I8WEY2__ABI39_04185
ERR1913174.64174__1.64174	745368__A0A1T4WAW2__SAMN02745178_00328
ERR1913174.64302__1.64302	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913174.64349__1.64349	818__Q8A3I3__HMPREF2534_00068
ERR1913174.64424__1.64424	40518__R5DZ88__DXD93_06320
ERR1913174.64496__1.64496	371601__I9UPW7__BN890_25900
ERR1913174.64726__1.64726	28116__I9TDA4__BACOV975_03134
ERR1913174.64837__1.64837	166486__A0A173V5I7__ERS852572_02640
ERR1913174.64954__1.64954	47678__A5ZG68__ERS852494_02968
ERR1913174.65000__1.65000	821__A0A174T998__DXB82_10860
ERR1913174.65187__1.65187	47678__R5UUB5__ERS852558_00247
ERR1913174.65499__1.65499	239935__A0A2N8ILG3__CXT93_10135
ERR1913174.65456__1.65456	246787__A0A0P0GM08__BcellWH2_01845
ERR1913174.65538__1.65538	820__A0A139KG04__ERS852459_01249
ERR1913174.65621__1.65621	820__A0A3E4G826__C801_01612
ERR1913174.65602__1.65602	40518__R5DZ16__DXD86_01455
