ERR1913312.55__1.55	357276__A0A076IXE0__HMPREF1064_04364
ERR1913312.48932__1.48932	487175__R5E6U7__HMPREF9439_00748
ERR1913312.49158__1.49158	39492__D4JUP6__ERS852540_01404
ERR1913312.49583__1.49583	1262743__R5C054__BN727_01980
ERR1913312.49640__1.49640	1150298__A0A174KW35__cbbX
ERR1913312.50126__1.50126	39492__A0A174ZP27__EUBSIR_00033
ERR1913312.50234__1.50234	1965576__A0A1Y4LMB5__B5F19_07385
ERR1913312.50240__1.50240	40518__R5DVL2__penA
ERR1913312.50625__1.50625	1262882__R5MJ49__BN519_01124
ERR1913312.50665__1.50665	39492__D4JVG7__ERS852540_00946
ERR1913312.50768__1.50768	328814__GCA_004558275.1_01001
ERR1913312.51039__1.51039	823__D7IV95__DXC05_09565
ERR1913312.51170__1.51170	1263027__R6ZCN4__BN699_01712
ERR1913312.51258__1.51258	1263005__R6F312__BN497_01291
ERR1913312.51300__1.51300	47678__R5V127__HMPREF1061_04334
ERR1913312.51343__1.51343	1262989__R6YAG5__BN815_02077
ERR1913312.51418__1.51418	1262924__R7HNL2__BN585_01068
ERR1913312.51384__1.51384	39492__R6RT40__prkC_3
ERR1913312.51461__1.51461	1262882__R5MND9__BN519_00831
ERR1913312.51502__1.51502	39492__D4JRZ7__smc
ERR1913312.51524__1.51524	39492__R6RT40__prkC_3
ERR1913312.51634__1.51634	39492__R6SPM9__pheT
ERR1913312.51755__1.51755	301302__A0A0M6WWC3__M72_11371
ERR1913312.51837__1.51837	40518__R5DU38__DXD83_06770
ERR1913312.51963__1.51963	1965537__A0A1Y4WNU2__B5E42_06520
ERR1913312.52034__1.52034	487175__F3QKH5__HMPREF9439_01434
ERR1913312.52121__1.52121	357276__I9R002__HMPREF1064_01826
ERR1913312.52350__1.52350	1262882__R5MYS0__BN519_00284
ERR1913312.52353__1.52353	820__A7V470__HMPREF1072_02076
ERR1913312.52365__1.52365	39491__A0A395UWA3__DXB69_11805
ERR1913312.52433__1.52433	39492__D4MJF3__EUBSIR_02248
ERR1913312.52492__1.52492	853__A0A173T6P2__DWZ46_14595
ERR1913312.52643__1.52643	301301__A0A395V8J8__RHOM_11280
ERR1913312.52717__1.52717	39491__A0A396FNY7__LD38_16155
ERR1913312.52928__1.52928	1262882__R5MM90__BN519_01721
ERR1913312.53064__1.53064	1262924__R7HM72__BN585_01169
ERR1913312.53255__1.53255	301301__G2SX00__RHOM_09015
ERR1913312.53289__1.53289	418240__A0A174QSP2__kinA_1
ERR1913312.53609__1.53609	301301__G2T1C2__RHOM_06165
ERR1913312.53574__1.53574	1262948__R7ECV8__BN671_00727
ERR1913312.53681__1.53681	1262882__R5MF58__BN519_00393
ERR1913312.53632__1.53632	1965631__A0A1Y4A7Y2__B5F90_10005
ERR1913312.53705__1.53705	1262882__R5N3H1__BN519_01121
ERR1913312.53706__1.53706	301302__R5UKP4__cbiT
ERR1913312.53734__1.53734	357276__E5UTL1__HMPREF1065_03551
ERR1913312.53808__1.53808	360807__C0FVV2__RIL183_27361
ERR1913312.53779__1.53779	626933__H1DGX0__HMPREF9449_01506
ERR1913312.53766__1.53766	1262913__R7JDJ2__BN646_01863
ERR1913312.53899__1.53899	28116__D7K7K3__SAMN05192581_103348
ERR1913312.53865__1.53865	1262992__R5D6H6__BN795_00284
ERR1913312.53866__1.53866	1262803__R6NVS3__BN649_00019
ERR1913312.54085__1.54085	487175__A0A3D4GD47__HMPREF9439_00714
ERR1913312.54118__1.54118	39492__D4JTG7__EUBSIR_00572
ERR1913312.54394__1.54394	28116__I8YA52__M088_0798
ERR1913312.54428__1.54428	487175__F3QND6__HMPREF9439_02468
ERR1913312.54477__1.54477	1262882__R5MGK3__BN519_00655
ERR1913312.54574__1.54574	28116__A0A1Y4Q119__DXD69_10975
ERR1913312.54736__1.54736	371601__A0A1Y4VG86__B5E50_11375
ERR1913312.54788__1.54788	1262913__R7JEY4__BN646_02004
ERR1913312.54809__1.54809	39492__R6SPM9__pheT
ERR1913312.55098__1.55098	1262882__R5MJM8__BN519_01064
ERR1913312.55198__1.55198	360807__C0FYL6__ROSEINA2194_03855
ERR1913312.55281__1.55281	28116__A0A1Y4PWZ5__DXF98_14885
ERR1913312.55438__1.55438	1262882__R5MT08__BN519_01706
ERR1913312.55514__1.55514	1262882__R5MM25__BN519_00600
ERR1913312.55532__1.55532	84026__C0EGG2__CLOSTMETH_02955
ERR1913312.55571__1.55571	371601__A0A1Y4VNI9__CW1_3373
ERR1913312.55749__1.55749	39491__A0A395V0H6__ERS852580_02570
ERR1913312.55724__1.55724	78257__A0A087CUE0__BSAE_1156
ERR1913312.55939__1.55939	39492__D4JWL2__ERS852540_01201
ERR1913312.56012__1.56012	1262986__R6ADM2__BN492_00219
ERR1913312.56035__1.56035	39492__D4JR43__ERS852540_02379
ERR1913312.56084__1.56084	1150298__A0A174SLE6__mlc_1
ERR1913312.56231__1.56231	147206__GCF_000156215.1_00014
ERR1913312.56285__1.56285	39492__D4JQS6__ykoD
ERR1913312.56580__1.56580	39492__D4JV70__EUBSIR_01253
ERR1913312.56883__1.56883	820__A0A139K8N1__ERS852554_00951
ERR1913312.57062__1.57062	39486__B0G973__atpH
ERR1913312.57159__1.57159	1262882__R5N4P6__BN519_01346
ERR1913312.57246__1.57246	39492__A0A175A133__cycB_1
ERR1913312.57326__1.57326	46228__V8BL81__DXD17_11825
ERR1913312.57727__1.57727	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913312.57733__1.57733	1262945__R6YFE7__BN600_01049
ERR1913312.57741__1.57741	1262913__R7JA34__BN646_01353
ERR1913312.57742__1.57742	39491__A0A395ZEN3__DXD95_12655
ERR1913312.57745__1.57745	2108523__A0A2P2F6E4__LAWASA_1598
ERR1913312.57869__1.57869	572010__aspS
ERR1913312.57911__1.57911	1262882__R5MH81__BN519_00748
ERR1913312.58061__1.58061	1262992__R5D4Q0__BN795_01630
ERR1913312.58114__1.58114	1262882__R5MGI7__BN519_00643
ERR1913312.58145__1.58145	39492__D4JV70__EUBSIR_01253
ERR1913312.58198__1.58198	46228__B5CP96__RUMLAC_01287
ERR1913312.58284__1.58284	214856__A0A174H3U9__ERS852559_00612
ERR1913312.58413__1.58413	821__A0A395US34__C5Z04_18975
ERR1913312.58493__1.58493	74426__rpoC
ERR1913312.58663__1.58663	40520__C6JG23__ERS852533_01990
ERR1913312.58677__1.58677	46228__V8CE24__thiD
ERR1913312.58694__1.58694	39492__D4JRM9__bglB_2
ERR1913312.58838__1.58838	1262882__R5ML49__BN519_01361
ERR1913312.58785__1.58785	487175__F3QLT8__HMPREF9439_01911
ERR1913312.58793__1.58793	1262944__R7IPV0__BN596_00063
ERR1913312.58846__1.58846	39492__A0A174Z2N0__EUBSIR_01615
ERR1913312.58877__1.58877	214856__I3YPI7__pepD_1
ERR1913312.58881__1.58881	1262945__R6YL13__BN600_00850
ERR1913312.58986__1.58986	328814__GCA_004558275.1_01393
ERR1913312.59004__1.59004	214856__R6XS46__ERS852559_00812
ERR1913312.59062__1.59062	40518__R5E6K4__RB5AMG_02070
ERR1913312.59092__1.59092	384639__GCA_003096855.1_01935
ERR1913312.59125__1.59125	47678__R5U8Y1__BACCAC_02615
ERR1913312.59371__1.59371	301301__A0A395V3Q5__sufB
ERR1913312.59542__1.59542	1262882__R5MSQ8__BN519_01647
ERR1913312.59589__1.59589	853__A0A174C5M1__CGS58_04460
ERR1913312.59644__1.59644	39492__D4JR58__EUBSIR_02090
ERR1913312.59678__1.59678	821__A0A396F1N0__M099_1553
ERR1913312.59723__1.59723	246787__A0A120A560__BACCELL_01375
ERR1913312.59753__1.59753	39492__D4JSS9__btuF
ERR1913312.59806__1.59806	39491__A0A395ZDC6__addB
ERR1913312.59809__1.59809	39491__A0A395ZBQ4__cph2_2
ERR1913312.59832__1.59832	360807__C0FNY7__ERS852392_01257
ERR1913312.60318__1.60318	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913312.60634__1.60634	39492__D4JUR4__ERS852540_01427
ERR1913312.60796__1.60796	218538__C9LMG6__GCWU000321_00719
ERR1913312.60809__1.60809	239935__A0A2N8I3G2__CXT89_00720
ERR1913312.60939__1.60939	487174__K0X6A4__HMPREF9448_00105
ERR1913312.60998__1.60998	39492__R6RYB8__ERS852540_00322
ERR1913312.61413__1.61413	74426__groL
ERR1913312.61513__1.61513	1262882__R5N3T7__BN519_01188
ERR1913312.61518__1.61518	40518__R5DVL2__penA
ERR1913312.61997__1.61997	28116__A0A1Y4PEX5__DXF98_25295
ERR1913312.62007__1.62007	1262924__R7HTA4__BN585_00391
ERR1913312.62015__1.62015	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913312.62141__1.62141	1262992__R5CX54__BN795_00843
ERR1913312.62176__1.62176	28116__A0A1Y4Q112__evgS_13
ERR1913312.62206__1.62206	371601__A0A1H4ANE8__SAMN05216250_10552
ERR1913312.62631__1.62631	1262803__R6NVS3__BN649_00019
ERR1913312.62846__1.62846	487174__K0WXI9__HMPREF9448_02340
ERR1913312.62864__1.62864	39492__D4JQM9__EUBSIR_00669
ERR1913312.63008__1.63008	371601__A0A174KGU6__CW3_4554
ERR1913312.63070__1.63070	88431__A0A174EJA6__DXB16_03345
ERR1913312.63694__1.63694	1099853__G9S433__NSB1T_07535
ERR1913312.63745__1.63745	360807__A0A0M6WEL6__RIL183_13901
ERR1913312.63838__1.63838	39492__D4JU30__EUBSIR_00838
ERR1913312.64293__1.64293	1262882__R5N4I5__BN519_01288
ERR1913312.64363__1.64363	216816__A0A133LQN7__BL15B_00780
ERR1913312.64370__1.64370	384639__GCA_003096855.1_01924
ERR1913312.64382__1.64382	1262824__R6S1J4__BN719_01997
ERR1913312.64411__1.64411	46503__R6XCJ0__PARMER_01847
ERR1913312.64645__1.64645	246787__I9QX02__HMPREF1062_01641
ERR1913312.64736__1.64736	39492__D4JX34__ERS852540_00411
ERR1913312.64830__1.64830	1262924__R7HSV3__BN585_00240
ERR1913312.64893__1.64893	357276__I9R1V6__DXD47_04125
ERR1913312.65165__1.65165	1262924__R7HSB4__BN585_00816
ERR1913312.65296__1.65296	39492__R6RT40__prkC_3
ERR1913312.65724__1.65724	821__A0A0P0LH09__ERS852457_03390
ERR1913312.65737__1.65737	39492__D4JTF5__ybeY
ERR1913312.65893__1.65893	39492__D4MMN2__EUBSIR_00964
ERR1913312.66009__1.66009	216816__B3DR71__CE159_04070
ERR1913312.66039__1.66039	821__A0A3E4HP25__SAMN04487923_102450
ERR1913312.66130__1.66130	1262882__R5MLA4__BN519_01536
ERR1913312.66243__1.66243	246787__A0A3D6AWM8__BACCELL_01963
ERR1913312.66364__1.66364	40518__R5DMZ0__DXD83_05610
ERR1913312.66553__1.66553	246787__R6LGA6__tmoS_11
ERR1913312.66612__1.66612	1262882__R5MIY9__BN519_01097
ERR1913312.66627__1.66627	46228__V8C7P7__HMPREF1202_01523
ERR1913312.66880__1.66880	39492__D4MN06__EUBSIR_02672
ERR1913312.66968__1.66968	649756__R5Z9G3__ERS852571_02234
ERR1913312.67084__1.67084	39491__C4ZAT2__ERE_28440
ERR1913312.67149__1.67149	1262882__R5MIY9__BN519_01097
ERR1913312.67177__1.67177	39492__D4JR31__EUBSIR_00106
ERR1913312.67261__1.67261	39492__D4JT56__lepB
ERR1913312.67485__1.67485	239935__A0A2N8HT68__ADH72_00510
ERR1913312.67835__1.67835	1262882__R5N3T7__BN519_01188
ERR1913312.68043__1.68043	328814__GCA_004558275.1_02294
ERR1913312.68197__1.68197	1150298__A0A174HXS4__ERS852498_00503
ERR1913312.68412__1.68412	39492__D4JR20__trmD
ERR1913312.68457__1.68457	39492__A0A174ZHV5__msbA_2
ERR1913312.68665__1.68665	357276__I9R994__BACDOR_04044
ERR1913312.68746__1.68746	46228__V8C4T8__RUMLAC_02058
ERR1913312.68760__1.68760	39492__D4JWR6__dnaN
ERR1913312.68853__1.68853	1150298__A0A174HIS8__ERS852535_00284
ERR1913312.69139__1.69139	40518__R5E4E8__phoR_4
ERR1913312.69181__1.69181	39492__D4JWY0__EUBSIR_01648
ERR1913312.69186__1.69186	301301__A0A395V8W4__RHOM_04130
ERR1913312.69198__1.69198	1150298__A0A174KDX3__ERS852498_01212
ERR1913312.69202__1.69202	39491__A0A396FE96__EUR_00280
ERR1913312.69220__1.69220	39492__D4JQL8__ywpJ
ERR1913312.69231__1.69231	1150298__A0A174RJU1__gsiA_4
ERR1913312.69239__1.69239	39485__A0A174YZZ2__ERS852492_00215
ERR1913312.69303__1.69303	166486__D4KX00__ROSINTL182_07577
ERR1913312.69741__1.69741	40518__R5E6X5__sbcD
ERR1913312.69790__1.69790	1628085__A0A1C5YAJ9__C7386_10197
ERR1913312.69840__1.69840	39492__B0MN61__epsF_2
ERR1913312.69868__1.69868	1262882__R5N3T7__BN519_01188
ERR1913312.69958__1.69958	166486__D4KMI6__ERS852572_01515
ERR1913312.70205__1.70205	371601__A0A1Y4VA43__HMPREF1074_02112
ERR1913312.70365__1.70365	301301__G2SZM9__ERS852391_00601
ERR1913312.70538__1.70538	292800__A0A174TQ47__HMPREF0372_00674
ERR1913312.70589__1.70589	821__I9R3W6__DXC16_12455
ERR1913312.70645__1.70645	39492__D4JVG7__ERS852540_00946
ERR1913312.70712__1.70712	1262989__R6Y5W1__BN815_00268
ERR1913312.70730__1.70730	1262882__R5MYI1__BN519_00416
ERR1913312.70781__1.70781	47678__R5U8Y1__BACCAC_02615
ERR1913312.70940__1.70940	39492__D4JWX2__accB
ERR1913312.71041__1.71041	39491__D4JMW8__ERS852497_01971
ERR1913312.71120__1.71120	40518__R5E328__DXD86_08885
ERR1913312.71079__1.71079	292800__A0A174N232__ADH75_10840
ERR1913312.71368__1.71368	1150298__A0A174HIS8__ERS852535_00284
ERR1913312.71343__1.71343	360807__A0A173SPW8__ERS852444_01048
ERR1913312.71438__1.71438	1262913__R7J7E0__BN646_00943
ERR1913312.71659__1.71659	1262882__R5MJJ9__BN519_01035
ERR1913312.71672__1.71672	239935__A0A2N8HBM4__CXT85_06270
ERR1913312.71721__1.71721	487175__F3QLI9__HMPREF9439_01809
ERR1913312.71833__1.71833	820__A0A139K4W1__M093_0353
ERR1913312.72083__1.72083	39491__A0A396FNP1__DXD95_06025
ERR1913312.72102__1.72102	39492__D4JV38__EUBSIR_01205
ERR1913312.72143__1.72143	1150298__A0A174HEB6__ypdC_2
ERR1913312.72202__1.72202	218538__C9LPE5__GCWU000321_01424
ERR1913312.72220__1.72220	1262989__R6YA16__BN815_01959
ERR1913312.72250__1.72250	39492__D4JSD3__EUBSIR_00131
ERR1913312.72316__1.72316	39492__R6SA81__EUBSIR_00402
ERR1913312.72606__1.72606	1897011__A0A1Q6RET2__BHW41_04000
ERR1913312.72613__1.72613	214856__A0A174HB96__Alfi_0994
ERR1913312.72827__1.72827	1897011__A0A1Q6RGE4__BHW41_02910
ERR1913312.72842__1.72842	1897011__A0A1Q6RGE4__BHW41_02910
ERR1913312.72844__1.72844	1262882__R5N4P6__BN519_01346
ERR1913312.72982__1.72982	47678__R5UUQ0__C5Z00_15605
ERR1913312.73043__1.73043	1262913__R7JLM0__BN646_02687
ERR1913312.73049__1.73049	410072__A0A173R660__ERS852389_00536
ERR1913312.73142__1.73142	1262882__R5MNC1__BN519_00818
ERR1913312.73100__1.73100	214856__I3YK71__ERS852559_02472
ERR1913312.73176__1.73176	487175__D9Y5V4__HMPREF9439_00443
ERR1913312.73296__1.73296	2108523__A0A2P2FAD2__LAWASA_3010
ERR1913312.73336__1.73336	1262913__R7JLM0__BN646_02687
ERR1913312.73343__1.73343	1262882__R5MIC9__BN519_00834
ERR1913312.73408__1.73408	1965576__A0A1Y4KUG3__B5F19_16470
ERR1913312.73476__1.73476	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1913312.73883__1.73883	649756__E5VJS7__mecR1_3
ERR1913312.73949__1.73949	39492__D4JWY5__rpe
ERR1913312.73917__1.73917	1262913__R7JIX8__BN646_02491
ERR1913312.73927__1.73927	39491__A0A173QT73__alaS_2
ERR1913312.73930__1.73930	301301__G2T5V7__RHOM_15795
ERR1913312.74076__1.74076	1897011__A0A1Q6RHZ2__BHW41_00730
ERR1913312.74338__1.74338	1735__A0A0E9EXE5__EUBIFOR_01739
ERR1913312.74389__1.74389	818__C6IEU8__BSIG_0269
ERR1913312.74479__1.74479	1099853__R7DJI2__NSB1T_00850
ERR1913312.74547__1.74547	1262882__R5N3H1__BN519_01121
ERR1913312.74549__1.74549	410072__C0B8D2__DXD67_01675
ERR1913312.74632__1.74632	204516__U6R9E7__HMPREF1534_03313
ERR1913312.74723__1.74723	1965576__A0A1Y4LEN9__B5F19_09660
ERR1913312.75063__1.75063	853__D4KAK8__C4N21_13380
ERR1913312.75445__1.75445	1965576__A0A1Y4LPM5__B5F19_07170
ERR1913312.75599__1.75599	301301__A0A173YWF6__RHOM_00725
ERR1913312.75851__1.75851	39485__C4Z6J7__ERS852492_02047
ERR1913312.75959__1.75959	39492__D4JU31__ERS852540_00198
ERR1913312.75961__1.75961	371601__D6CXF7__BN891_50120
ERR1913312.76066__1.76066	820__A0A3E4IBC1__M094_0628
ERR1913312.76050__1.76050	40518__R5DU28__DXD86_07960
ERR1913312.76175__1.76175	40518__R5DSI5__fieF
ERR1913312.76567__1.76567	216816__A0A0A0UDU9__BL1246
ERR1913312.76630__1.76630	166486__D4KVZ2__cbiT
ERR1913312.76725__1.76725	39492__D4JQS6__ykoD
ERR1913312.76809__1.76809	371601__A0A1Y4V1T2__DXD80_18495
ERR1913312.76816__1.76816	39492__D4JRZ7__smc
ERR1913312.76869__1.76869	39492__D4JRV7__EUBSIR_01513
ERR1913312.76903__1.76903	1550024__G9RP69__ASJ35_11625
ERR1913312.77215__1.77215	371601__D6D6U6__BN891_31680
ERR1913312.77123__1.77123	1262913__R7JGU2__BN646_02213
ERR1913312.77384__1.77384	626933__H1DGX0__HMPREF9449_01506
ERR1913312.77481__1.77481	1262882__R5N1T9__BN519_00804
ERR1913312.77722__1.77722	371601__D0TQQ4__BN891_30250
ERR1913312.77680__1.77680	1262882__R5MYS0__BN519_00284
ERR1913312.77837__1.77837	39492__D4MJF6__EUBSIR_02251
ERR1913312.77923__1.77923	39492__D4JT87__clpC
ERR1913312.77996__1.77996	214856__A0A174ZLY7__ERS852447_02456
ERR1913312.78004__1.78004	39492__D4MIY5__EUBSIR_00233
ERR1913312.78093__1.78093	487175__R5ECJ2__HMPREF9439_00165
ERR1913312.78236__1.78236	35833__E5YB58__HMPREF0179_03431
ERR1913312.78358__1.78358	292800__A0A174QYX4__B5F52_06705
ERR1913312.78416__1.78416	1262882__R5MQW1__BN519_01295
ERR1913312.78790__1.78790	39492__D4JTJ1__EUBSIR_01453
ERR1913312.78888__1.78888	39492__A0A174ZYY6__EUBSIR_02510
ERR1913312.79206__1.79206	166486__D4L0J8__ROSINTL182_08089
ERR1913312.79367__1.79367	1262882__R5MEK3__BN519_00296
ERR1913312.79634__1.79634	39492__D4JS46__EUBSIR_02553
ERR1913312.79660__1.79660	28118__F9ZAK9__DF785_10030
ERR1913312.79709__1.79709	371601__I9AJD5__BN890_44160
ERR1913312.79685__1.79685	1308__A0A1J0HRX1__DID82_04505
ERR1913312.79918__1.79918	1261__D3MR67__SAMN05660467_01650
ERR1913312.79954__1.79954	39492__D4JT75__EUBSIR_01776
ERR1913312.79998__1.79998	371601__I9UUB0__SAMN04487924_11836
ERR1913312.80384__1.80384	39492__A0A174ZHV5__msbA_2
ERR1913312.80487__1.80487	357276__A0A0K2HKT7__B5F95_21090
ERR1913312.80526__1.80526	246787__A0A3D6B0E4__BACCELL_02533
ERR1913312.80554__1.80554	301301__R6NZ24__dapF_2
ERR1913312.80565__1.80565	39492__D4MIK7__EUBSIR_00676
ERR1913312.80630__1.80630	1262924__R7HQV3__BN585_00017
ERR1913312.80850__1.80850	371601__I9ALH7__DXD80_15875
ERR1913312.81105__1.81105	762210__A0A087D5V4__BISA_2265
ERR1913312.81273__1.81273	214856__R5UN64__ERS852447_02669
ERR1913312.81327__1.81327	1099853__U5CHR3__NSB1T_13310
ERR1913312.81484__1.81484	1262989__R6Y5W1__BN815_00268
ERR1913312.81686__1.81686	1262882__R5MIQ8__BN519_01036
ERR1913312.81644__1.81644	1262924__R7HMZ4__BN585_01629
ERR1913312.81660__1.81660	74426__groL
ERR1913312.81746__1.81746	1297617__A0A0S2W326__IB211_01371c
ERR1913312.82028__1.82028	1262882__R5MIQ8__BN519_01036
ERR1913312.82145__1.82145	246787__A0A3D6ARC7__BACCELL_03328
ERR1913312.82799__1.82799	39491__D6E2U1__EUBREC_3278
ERR1913312.82802__1.82802	239935__R7E524__CXT91_06180
ERR1913312.82820__1.82820	28116__F7M1Q5__CUY_1584
ERR1913312.82924__1.82924	446660__GCA_003428235.1_00249
ERR1913312.83102__1.83102	1262882__R5MKI3__BN519_00334
ERR1913312.83174__1.83174	46228__V8BLW9__DXD17_14090
ERR1913312.83184__1.83184	239935__R7E524__CXT91_06180
ERR1913312.83234__1.83234	301301__A0A395V8J8__RHOM_11280
ERR1913312.83256__1.83256	1150298__A0A174SUI4__ERS852406_03017
ERR1913312.83370__1.83370	371601__D6D4G5__DXD80_16235
ERR1913312.83402__1.83402	1680__A0A087DHN0__AL0462_1532
ERR1913312.83414__1.83414	39491__A0A173VH71__ERS852497_01827
ERR1913312.83533__1.83533	1262882__R5MT42__BN519_01729
ERR1913312.83602__1.83602	39492__D4JR58__EUBSIR_02090
ERR1913312.83614__1.83614	246787__R6KQ08__AA416_01934
ERR1913312.83723__1.83723	1262924__R7HRW9__BN585_00665
ERR1913312.83767__1.83767	1262882__R5MSI5__BN519_01596
ERR1913312.83793__1.83793	371601__D7J4G5__DXD80_07740
ERR1913312.83797__1.83797	39492__R6SPM9__pheT
ERR1913312.83853__1.83853	1262882__R5MHA1__BN519_00763
ERR1913312.83867__1.83867	1262992__R5D749__BN795_01063
ERR1913312.84375__1.84375	1262924__R7HKZ9__BN585_01304
ERR1913312.84608__1.84608	360807__A0A1Q6TAV1__ROSEINA2194_00431
ERR1913312.85036__1.85036	1262882__R5N1Z9__BN519_01020
ERR1913312.85001__1.85001	39492__D4MMN2__EUBSIR_00964
ERR1913312.85119__1.85119	47678__R5UHH8__HMPREF1061_02584
ERR1913312.85457__1.85457	39492__D4JUR4__ERS852540_01427
ERR1913312.85708__1.85708	246787__R6LGA6__tmoS_11
ERR1913312.85785__1.85785	1262882__R5N2A9__BN519_00921
ERR1913312.86200__1.86200	39492__D4JRM4__tap_5
ERR1913312.86497__1.86497	301301__A0A395VFK0__RHOM_05215
ERR1913312.86614__1.86614	1262889__R7H7F9__BN634_02079
ERR1913312.86620__1.86620	1262924__R7HMN2__BN585_01573
ERR1913312.86769__1.86769	328813__A0A1Y3QQ66__B5G41_14240
ERR1913312.86872__1.86872	214856__I3YMC8__ERS852447_02666
ERR1913312.86903__1.86903	39492__D4JR31__EUBSIR_00106
ERR1913312.86969__1.86969	360807__A0A0M6WXW5__ROSEINA2194_00331
ERR1913312.87023__1.87023	1262882__R5MIC9__BN519_00834
ERR1913312.87077__1.87077	357276__A0A076IN30__DXD47_09350
ERR1913312.87197__1.87197	239935__A0A3F3K9J9__DEF40_00940
ERR1913312.87301__1.87301	301301__A0A173ZW33__RHOM_02600
ERR1913312.87239__1.87239	39492__D4JTG7__EUBSIR_00572
ERR1913312.87336__1.87336	46228__V8CGF0__HMPREF1202_00126
ERR1913312.87312__1.87312	39491__A0A174K9A3__DXB69_07785
ERR1913312.87568__1.87568	147206__GCF_000156215.1_01774
ERR1913312.87639__1.87639	544645__A0A3E4TGB7__DXC42_03705
ERR1913312.87839__1.87839	246787__A0A0P0GF82__HMPREF1062_02163
ERR1913312.87846__1.87846	39491__C4Z9D4__DXD95_00055
ERR1913312.88199__1.88199	46228__V8C8L7__RUMLAC_00949
ERR1913312.88274__1.88274	1262924__R7HPG6__BN585_00099
ERR1913312.88441__1.88441	214856__A0A173YE57__ERS852559_00126
ERR1913312.88488__1.88488	74426__pflB_2
ERR1913312.88601__1.88601	357276__I8WEZ6__BACDOR_02323
ERR1913312.88663__1.88663	239935__A0A2N8IQU3__CXU22_05890
ERR1913312.88677__1.88677	1262924__R7HRJ9__BN585_00557
ERR1913312.88843__1.88843	39492__D4MJF3__EUBSIR_02248
ERR1913312.88924__1.88924	544645__A0A1Y3VR49__DXC42_17475
ERR1913312.89042__1.89042	1150298__A0A174I6Y0__ERS852498_00576
ERR1913312.89319__1.89319	1262924__R7HP98__BN585_02065
ERR1913312.89572__1.89572	39485__A0A174YYW2__benM
ERR1913312.89600__1.89600	487175__F3QGM6__HMPREF9439_00065
ERR1913312.89653__1.89653	649756__L1Q4N9__CL2_26970
ERR1913312.89848__1.89848	39492__A0A174ZHV5__msbA_2
ERR1913312.89971__1.89971	39492__A0A175A133__cycB_1
ERR1913312.90015__1.90015	1262882__R5N3H1__BN519_01121
ERR1913312.90288__1.90288	1150298__R7JXH6__mecR1
ERR1913312.90291__1.90291	46228__B5CQI6__RUMLAC_01732
ERR1913312.90348__1.90348	1262882__R5N3T7__BN519_01188
ERR1913312.90380__1.90380	821__A0A174WBC9__ERS852556_03145
ERR1913312.90454__1.90454	246787__A0A0P0GR24__BcellWH2_03263
ERR1913312.90495__1.90495	39492__D4JX87__EUBSIR_00361
ERR1913312.90429__1.90429	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913312.90652__1.90652	1150298__A0A174I056__ERS852535_01387
ERR1913312.90797__1.90797	823__A6L9D3__ERS852560_03374
ERR1913312.90840__1.90840	1262882__R5MZZ3__BN519_00482
ERR1913312.90892__1.90892	246787__A0A0P0GLJ1__BcellWH2_01674
ERR1913312.90849__1.90849	1262882__R5MLP5__BN519_01602
ERR1913312.90982__1.90982	239935__R6IZU4__CXT87_08085
ERR1913312.91038__1.91038	360807__C0FYZ7__ERS852444_03522
ERR1913312.91370__1.91370	28117__B0MWP2__ALIPUT_01468
ERR1913312.91454__1.91454	1262882__R5MIY9__BN519_01097
ERR1913312.91668__1.91668	649756__L1PU84__ERS852571_01295
ERR1913312.91908__1.91908	39492__R6RYB8__ERS852540_00322
ERR1913312.91886__1.91886	46228__V8CA96__RUMLAC_01531
ERR1913312.92016__1.92016	39492__D4JX87__EUBSIR_00361
ERR1913312.91946__1.91946	39492__D4JWL2__ERS852540_01201
ERR1913312.92045__1.92045	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913312.92258__1.92258	1262882__R5N4I5__BN519_01288
ERR1913312.92454__1.92454	46228__B5CL89__RUMLAC_00210
ERR1913312.92554__1.92554	39492__B0MN61__epsF_2
ERR1913312.92653__1.92653	1628085__A0A1C6CLW0__C7386_11453
ERR1913312.92630__1.92630	39492__D4JTW6__ERS852540_00220
ERR1913312.92721__1.92721	1262882__R5MK03__BN519_01277
ERR1913312.93062__1.93062	1262882__R5MQ68__BN519_01178
ERR1913312.93086__1.93086	46228__V8BPH3__RUMLAC_01268
ERR1913312.93098__1.93098	40518__R5DYU1__DXD86_01160
ERR1913312.93130__1.93130	214856__R5UN64__ERS852447_02669
ERR1913312.93119__1.93119	706562__GCA_900112995.1_01883
ERR1913312.93209__1.93209	28116__C3R1N5__SAMN05444282_12443
ERR1913312.93227__1.93227	1550024__A0A3B9WI04__ASJ35_06105
