ERR1913265.120__1.120	1150298__R7JPB1__corA
ERR1913265.42848__1.42848	1304__F8HC20__CGZ74_07260
ERR1913265.42917__1.42917	310298__B3JJ24__BACCOP_01886
ERR1913265.43009__1.43009	28117__B0MXI8__BHV66_08505
ERR1913265.43095__1.43095	823__A0A355XKQ8__DHP27_04010
ERR1913265.43349__1.43349	818__A0A0P0FI06__BJP75_017205
ERR1913265.43423__1.43423	40518__R5E4E8__phoR_4
ERR1913265.43424__1.43424	853__A0A2A7B1Y7__C7K05_11930
ERR1913265.43995__1.43995	1304__W3Y4W5__AWB63_09370
ERR1913265.44001__1.44001	216816__A0A395XYV2__APC1468_1887
ERR1913265.44030__1.44030	40518__R5DUU2__yvhJ_2
ERR1913265.44111__1.44111	1304__A0A074IZ18__rr13_5
ERR1913265.44117__1.44117	214856__A0A174ZZS1__ERS852559_01484
ERR1913265.44260__1.44260	1304__D0EMA3__CKU37_11015
ERR1913265.44300__1.44300	28117__B0MXR4__BHV66_08025
ERR1913265.44348__1.44348	649756__A0A348YI82__ERS852520_03326
ERR1913265.44370__1.44370	1150298__A0A174R918__ERS852535_01749
ERR1913265.44391__1.44391	40518__R5DNY7__RBATCC27255_00367
ERR1913265.44412__1.44412	1263109__GCA_000438135.1_01126
ERR1913265.44452__1.44452	1262992__R5D6J2__BN795_00288
ERR1913265.44558__1.44558	39491__A0A395V0X2__EUBREC_3007
ERR1913265.44603__1.44603	820__A0A3E4IGA7__DXD40_07110
ERR1913265.44622__1.44622	39491__A0A395UWZ1__DXC13_02175
ERR1913265.44851__1.44851	33043__D5HIL5__ERS852445_01761
ERR1913265.44875__1.44875	1343__W3XWF0__DXC09_03495
ERR1913265.44934__1.44934	820__A0A3E4RU03__M093_0563
ERR1913265.44997__1.44997	33043__A8SQU6__ERS852386_01237
ERR1913265.45001__1.45001	39491__A0A395UZZ5__htpG_1
ERR1913265.45083__1.45083	40518__R5DZE2__DXD86_07400
ERR1913265.45207__1.45207	40518__R5E1X3__clcA
ERR1913265.45458__1.45458	1262992__R5D3R1__BN795_01492
ERR1913265.45538__1.45538	1263109__GCA_000438135.1_01118
ERR1913265.45625__1.45625	820__A0A174B4N2__M093_2531
ERR1913265.45741__1.45741	1680__A0A087DSA4__B5789_0495
ERR1913265.45930__1.45930	487174__K0XLV6__DIT83_00940
ERR1913265.46138__1.46138	853__A0A2A7A4A9__C4N21_14870
ERR1913265.46104__1.46104	74426__purL
ERR1913265.46248__1.46248	1262911__R6HN81__BN557_00921
ERR1913265.46360__1.46360	28117__B0MWP2__ALIPUT_01468
ERR1913265.46419__1.46419	1680__R5GPK0__B0487_0620
ERR1913265.46477__1.46477	39491__A0A395V1R3__T1815_08181
ERR1913265.46572__1.46572	310298__B3JED9__BACCOP_00230
ERR1913265.46723__1.46723	33043__A8SWM2__ERS852575_01910
ERR1913265.46918__1.46918	1304__T0T9N5__CQA85_09935
ERR1913265.47114__1.47114	39491__A0A396FKG5__DXB76_07455
ERR1913265.47248__1.47248	630129__A0A087B617__BKAS_1320
ERR1913265.47256__1.47256	33043__A0A374K1H3__ykoD_2
ERR1913265.47383__1.47383	40520__R7D954__DXB81_01905
ERR1913265.47491__1.47491	853__A0A2A7A628__CGS57_13755
ERR1913265.47542__1.47542	446660__GCA_003428235.1_01424
ERR1913265.47671__1.47671	1685__A0A2X0Z9D6__CYJ38_03705
ERR1913265.47790__1.47790	39488__A0A374N483__ERS852578_01412
ERR1913265.47803__1.47803	410072__C0BF75__ERS852389_02248
ERR1913265.47899__1.47899	371601__A0A174LAP7__BN891_21300
ERR1913265.47974__1.47974	1680__A0A0C2VBJ4__birA
ERR1913265.48157__1.48157	820__A0A3E4GA19__SAMN05444418_10562
ERR1913265.48184__1.48184	1681__E4VCD3__BIFI_0514
ERR1913265.48138__1.48138	1680__R5GSL8__DXD60_03315
ERR1913265.48202__1.48202	1263109__GCA_000438135.1_01128
ERR1913265.48225__1.48225	1685__A0A2X0Z9D6__CYJ38_03705
ERR1913265.48229__1.48229	40518__R5DTP7__DXD83_02415
ERR1913265.48244__1.48244	39486__B0G2A7__DXB12_08805
ERR1913265.48324__1.48324	1680__A0A0C2YPV2__AL0462_1474
ERR1913265.48425__1.48425	310298__B3JGJ2__BACCOP_00994
ERR1913265.48468__1.48468	1680__A0A0B5BME4__DXD63_05015
ERR1913265.48673__1.48673	487174__K0XRP0__DDY40_09260
ERR1913265.48796__1.48796	40518__R5DYP7__envC
ERR1913265.48825__1.48825	39491__A0A395ZM93__DXD13_03490
ERR1913265.49001__1.49001	216816__A0A0A6VPB9__B624_1780
ERR1913265.49465__1.49465	357276__I8WPR6__EL88_06675
ERR1913265.49518__1.49518	33043__D5HH34__ERS852386_00170
ERR1913265.49586__1.49586	204516__U6RAM4__HMPREF1534_03439
ERR1913265.49615__1.49615	39491__C4ZAT2__ERE_28440
ERR1913265.49915__1.49915	853__A0A2A7B1Y7__C7K05_11930
ERR1913265.50131__1.50131	1263109__GCA_000438135.1_01241
ERR1913265.50195__1.50195	39491__A0A395ZDC6__addB
ERR1913265.50251__1.50251	47678__A5ZBL9__C5Z00_18710
ERR1913265.50342__1.50342	47678__R5U332__C5Z00_16810
ERR1913265.50364__1.50364	1262992__R5D1Y3__BN795_00199
ERR1913265.50437__1.50437	821__A0A395UNT8__DXD64_15275
ERR1913265.50483__1.50483	40518__R5E2R8__nnr_2
ERR1913265.50523__1.50523	40518__R5DQL2__RBATCC27255_00937
ERR1913265.50530__1.50530	1680__A0A3E4SB79__BAD_1517
ERR1913265.50765__1.50765	28117__B0MY40__BHV66_05170
ERR1913265.50813__1.50813	853__A0A173RZ39__C4N22_01650
ERR1913265.50887__1.50887	40518__R5E1J7__RBL236_02062
ERR1913265.51335__1.51335	487175__D9Y712__HMPREF9439_02495
ERR1913265.51702__1.51702	820__A0A3E4RU03__M093_0563
ERR1913265.51712__1.51712	214856__A0A174A0P3__ERS852447_00994
ERR1913265.51668__1.51668	821__A0A0P0L8F8__ERS852509_03705
ERR1913265.51798__1.51798	100886__E2NQ59__ERS852383_05954
ERR1913265.51905__1.51905	39491__A0A0M6WNS5__DXC13_02015
ERR1913265.52203__1.52203	246787__A0A0P0GUU5__BACCELL_02894
ERR1913265.52152__1.52152	40518__R5E2F3__artQ
ERR1913265.52438__1.52438	1304__J7TW34__msbA
ERR1913265.52642__1.52642	28118__F9Z750__Odosp_3044
ERR1913265.52700__1.52700	40518__R5DLJ7__lytR_4
ERR1913265.52939__1.52939	1965631__A0A1Y4A8A4__B5F90_09990
ERR1913265.53017__1.53017	1304__J7TNT8__AWB63_08895
ERR1913265.53056__1.53056	40518__R5E6K4__RB5AMG_02070
ERR1913265.53085__1.53085	33043__A0A173YEP6__ERS852575_00888
ERR1913265.53090__1.53090	1304__A0A1V0H6X5__CQA85_03155
ERR1913265.53111__1.53111	214856__A0A174BBG7__ERS852447_01289
ERR1913265.53371__1.53371	39491__A0A173VYV1__DXC13_02710
ERR1913265.53430__1.53430	310298__B3JI31__BACCOP_01543
ERR1913265.53442__1.53442	204516__U6RAM4__HMPREF1534_03439
ERR1913265.53545__1.53545	40518__R5DXI4__DXD86_07420
ERR1913265.53503__1.53503	853__A0A173XRA8__CGS56_09290
ERR1913265.53509__1.53509	1150298__A0A174HEB6__ypdC_2
ERR1913265.53597__1.53597	39485__C4Z028__ERS852492_00100
ERR1913265.53698__1.53698	204516__U6RR05__HMPREF1534_00736
ERR1913265.53715__1.53715	821__A6L0C7__ERS852556_03520
ERR1913265.53740__1.53740	853__A0A2A7B9I6__DW855_13690
ERR1913265.53847__1.53847	1628085__A0A1C6CK16__C7386_11434
ERR1913265.53862__1.53862	40518__R5DUU0__DXD93_03985
ERR1913265.53902__1.53902	1680__A0A3E4SB79__BAD_1517
ERR1913265.53984__1.53984	39491__A0A396FFW0__ERE_10580
ERR1913265.54206__1.54206	291644__I8YBX2__ERS852428_01951
ERR1913265.54207__1.54207	1686__B6XTQ5__B5782_1168
ERR1913265.54236__1.54236	328813__A0A1Y3QRL5__B5G41_11625
ERR1913265.54239__1.54239	1262911__R6H1M1__BN557_00925
ERR1913265.54293__1.54293	1262942__R7QWB3__BN520_01130
ERR1913265.54312__1.54312	1680__A0A0B5BKZ3__DXD60_01450
ERR1913265.54380__1.54380	216816__D6ZWI5__B5781_1661
ERR1913265.54407__1.54407	40518__R5DUW7__DXD83_02105
ERR1913265.54588__1.54588	214856__A0A174ZEF7__mboIIM_1
ERR1913265.54678__1.54678	40518__R5E1J7__RBL236_02062
ERR1913265.54744__1.54744	1262992__R5DCL9__BN795_01551
ERR1913265.54811__1.54811	1681__A0A0H2Q3M0__B0085_1011
ERR1913265.55015__1.55015	39491__A0A395V5L2__ERE_28270
ERR1913265.55035__1.55035	40518__R5E1X3__clcA
ERR1913265.55295__1.55295	39491__A0A173QT73__alaS_2
ERR1913265.55297__1.55297	28118__R6F1R3__NCTC10826_00739
ERR1913265.55539__1.55539	823__E1YT73__NCTC11152_02675
ERR1913265.55665__1.55665	39491__C4ZEW3__T1815_18241
ERR1913265.55737__1.55737	40518__R5E550__aroK
ERR1913265.55853__1.55853	33043__A0A173ZZF8__sbp_2
ERR1913265.55934__1.55934	360807__A0A173VDL4__dosC_2
ERR1913265.56036__1.56036	821__A0A396F9T7__M097_3427
ERR1913265.56129__1.56129	40518__R5DYU1__DXD86_01160
ERR1913265.56215__1.56215	1262992__R5DDC9__BN795_00492
ERR1913265.56368__1.56368	1262911__R6GPI7__BN557_00907
ERR1913265.56375__1.56375	39492__D4MJF3__EUBSIR_02248
ERR1913265.56542__1.56542	823__A0A395YZG9__M092_4358
ERR1913265.56550__1.56550	446660__GCA_003428235.1_00881
ERR1913265.56724__1.56724	360807__C0FPV5__ERS852444_03160
ERR1913265.57114__1.57114	39491__A0A173VH71__ERS852497_01827
ERR1913265.57183__1.57183	394340__ddhA_1
ERR1913265.57280__1.57280	853__A0A174BZY1__xerD_1
ERR1913265.57589__1.57589	1318__I1ZKF4__HMPREF9962_0403
ERR1913265.57681__1.57681	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913265.57704__1.57704	40518__R5DUU2__yvhJ_2
ERR1913265.57914__1.57914	1680__A0A3E4SB79__BAD_1517
ERR1913265.58018__1.58018	853__A0A2A7B1Y7__C7K05_11930
ERR1913265.58135__1.58135	33043__D5HI05__ERS852400_02760
ERR1913265.58191__1.58191	1263109__GCA_000438135.1_00482
ERR1913265.58206__1.58206	821__R6F3Y1__SAMN04487923_104318
ERR1913265.58249__1.58249	1150298__A0A174MSM0__toxA_2
ERR1913265.58406__1.58406	853__E2ZJT1__C4N23_03535
ERR1913265.58546__1.58546	39488__A0A173SKK4__ERS852578_01024
ERR1913265.58680__1.58680	820__A0A3E4G826__C801_01612
ERR1913265.58950__1.58950	39491__A0A395ZHW9__DXC13_02590
ERR1913265.59204__1.59204	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913265.59345__1.59345	762210__A0A087D248__BISA_2349
ERR1913265.59428__1.59428	853__C7H7F8__yccM_1
ERR1913265.59505__1.59505	39491__A0A395V0H6__ERS852580_02570
ERR1913265.59567__1.59567	1304__T0T9N5__CQA85_09935
ERR1913265.59602__1.59602	39491__A0A395ZHV7__ykvU
ERR1913265.59714__1.59714	40518__R5DVL2__penA
ERR1913265.59740__1.59740	40518__R5DZ16__DXD86_01455
ERR1913265.59902__1.59902	1304__J7TU64__CYK22_02490
ERR1913265.59982__1.59982	310298__B3JPR1__BACCOP_03861
ERR1913265.60082__1.60082	1681__A0A0H3EBH6__BBNG_00468
ERR1913265.60129__1.60129	853__A0A174BZY1__xerD_1
ERR1913265.60191__1.60191	853__D4JY61__C4N21_10560
ERR1913265.60319__1.60319	853__A0A173TAZ8__DWZ46_14590
ERR1913265.60401__1.60401	28116__A0A395VRD0__HMPREF1017_03376
ERR1913265.60531__1.60531	821__A6L0C7__ERS852556_03520
ERR1913265.60633__1.60633	1150298__R7JU58__ssuC_2
ERR1913265.60637__1.60637	39491__A0A395ZM93__DXD13_03490
ERR1913265.60645__1.60645	39491__A0A174LTW7__DXD13_08720
ERR1913265.60809__1.60809	33043__A0A173WPI1__ERS852400_02100
ERR1913265.60854__1.60854	40518__R5DMZ0__DXD83_05610
ERR1913265.60964__1.60964	310298__B3JNF3__BACCOP_03465
ERR1913265.61021__1.61021	39491__A0A396FSN2__EUBREC_0707
ERR1913265.61039__1.61039	40518__R5DW64__RBL236_01394
ERR1913265.61117__1.61117	40518__R5E426__DXD93_04485
ERR1913265.61052__1.61052	40518__R5DR72__RBL236_02110
ERR1913265.61147__1.61147	39491__A0A395ZE48__DXB76_02395
ERR1913265.61176__1.61176	1685__A0A2X0Z9D6__CYJ38_03705
ERR1913265.61183__1.61183	28118__R6EZY7__B5F99_12680
ERR1913265.61189__1.61189	1680__A0A076JM61__DXD63_05245
ERR1913265.61212__1.61212	853__A0A173T6P2__DWZ46_14595
ERR1913265.61528__1.61528	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913265.61536__1.61536	1680__A0A087DHN0__AL0462_1532
ERR1913265.61562__1.61562	28117__B0MY40__BHV66_05170
ERR1913265.61718__1.61718	820__A0A174F0C1__nreB
ERR1913265.61815__1.61815	1304__A0A1V0H6X5__CQA85_03155
ERR1913265.61994__1.61994	1150298__A0A174HYM9__ERS852406_01664
ERR1913265.62075__1.62075	33043__A0A173X7L1__ERS852400_00423
ERR1913265.62048__1.62048	1263107__GCA_000436995.1_00136
ERR1913265.62155__1.62155	1262992__R5D6J2__BN795_00288
ERR1913265.62360__1.62360	116085__D4J9Y4__rsmB
ERR1913265.62398__1.62398	68891__A0A0F2DY13__dnaK
ERR1913265.62554__1.62554	853__A0A2A7B9I6__DW855_13690
ERR1913265.63128__1.63128	446660__GCA_003428235.1_00860
ERR1913265.63323__1.63323	39491__A0A395UUN5__EUBREC_0291
ERR1913265.63550__1.63550	28117__B0MY40__BHV66_05170
ERR1913265.63664__1.63664	33043__A0A174CV49__ERS852386_02395
ERR1913265.63700__1.63700	1550024__A0A0D8J084__TQ39_06930
ERR1913265.63728__1.63728	1304__J7TW34__msbA
ERR1913265.63809__1.63809	40518__R5DVH6__DXD86_08955
ERR1913265.64030__1.64030	1263109__GCA_000438135.1_00605
ERR1913265.64145__1.64145	39491__A0A396FE96__EUR_00280
ERR1913265.64301__1.64301	1263109__GCA_000438135.1_00334
ERR1913265.64373__1.64373	853__D4K7X0__DW905_09540
ERR1913265.64438__1.64438	40518__R5DP91__RBL236_00890
ERR1913265.64492__1.64492	39491__A0A395ZDC6__addB
ERR1913265.64502__1.64502	40518__R5DNI6__RBATCC27255_00844
ERR1913265.64736__1.64736	820__A0A139K8X8__DXC80_17665
ERR1913265.64866__1.64866	310298__B3JH75__BACCOP_01229
ERR1913265.64884__1.64884	823__A6LHK0__M090_1297
ERR1913265.65012__1.65012	1304__A0A1W5ZCY0__CKU37_03270
ERR1913265.65131__1.65131	1683__C4FEM4__BIANG_0131
ERR1913265.65090__1.65090	40518__R5E2R8__nnr_2
ERR1913265.65168__1.65168	371601__D6D4G5__DXD80_16235
ERR1913265.65421__1.65421	216816__A0A083XVP2__HMPREF1315_0108
ERR1913265.65542__1.65542	1263109__GCA_000438135.1_01592
ERR1913265.65597__1.65597	820__I9J701__ERS852510_01809
ERR1913265.65619__1.65619	1681__A0A292FUY6__DD684_00535
ERR1913265.65873__1.65873	1262911__R6H074__BN557_00923
ERR1913265.65939__1.65939	1262824__R6S3P3__BN719_02398
ERR1913265.66179__1.66179	1304__Q55242__V471_04485
ERR1913265.66301__1.66301	39491__A0A395UZ89__DXB72_12805
ERR1913265.66610__1.66610	1150298__A0A174HYM9__ERS852406_01664
ERR1913265.66646__1.66646	40518__R5DZ16__DXD86_01455
ERR1913265.66661__1.66661	853__E2ZJT1__C4N23_03535
ERR1913265.66733__1.66733	33043__A0A174H1B6__ERS852575_02702
ERR1913265.66755__1.66755	1304__Q55242__V471_04485
ERR1913265.66691__1.66691	1150298__A0A174MDR2__ERS852498_01766
ERR1913265.66909__1.66909	40518__R5DW64__RBL236_01394
ERR1913265.66967__1.66967	68891__A0A0F2DY13__dnaK
ERR1913265.67134__1.67134	1680__R5GRA4__ERS852382_01548
ERR1913265.67419__1.67419	853__A0A174AML0__FPR_08640
ERR1913265.67554__1.67554	40518__R5E1J2__DXD93_04070
ERR1913265.67680__1.67680	853__A0A329UEG4__CHR60_00585
ERR1913265.67869__1.67869	39491__D6DXZ8__DXB72_15035
ERR1913265.67941__1.67941	1150298__A0A174SLE6__mlc_1
ERR1913265.68024__1.68024	853__A0A2A7A628__CGS57_13755
ERR1913265.68055__1.68055	39491__R6UMS6__DXD13_07035
ERR1913265.67996__1.67996	1683__C5EBE2__BBAG_0317
ERR1913265.68001__1.68001	1628085__A0A2U1BCR5__C7386_10796
ERR1913265.68012__1.68012	28118__F9Z4Y7__DF785_06945
ERR1913265.68134__1.68134	40518__R5DXW3__DXD86_07900
ERR1913265.68336__1.68336	216816__C2GW26__chb
ERR1913265.68352__1.68352	39491__A0A395ZEN3__DXD95_12655
ERR1913265.68465__1.68465	1150298__A0A174SLE6__mlc_1
ERR1913265.68534__1.68534	47678__R5U6J0__ERS852558_00310
ERR1913265.68561__1.68561	40518__R5DPI9__DXD83_07375
ERR1913265.68564__1.68564	28117__B0MTY2__BHV66_06485
ERR1913265.68703__1.68703	291644__I9SIM2__evgS_11
ERR1913265.68731__1.68731	1150298__A0A174BE63__ERS852406_01048
ERR1913265.68737__1.68737	214856__A0A174ZEW0__ERS852447_00985
ERR1913265.68842__1.68842	39491__A0A396FP46__cobD_2
ERR1913265.68865__1.68865	357276__A0A076IKP7__BACDOR_04239
ERR1913265.68913__1.68913	39491__A0A395ZJZ1__LD38_01870
ERR1913265.69080__1.69080	28117__B0MXU6__ALIPUT_01958
ERR1913265.69092__1.69092	40518__R5DS37__DXD93_01965
ERR1913265.69114__1.69114	1680__R5GPK0__B0487_0620
ERR1913265.69221__1.69221	1680__A0A3E4SB79__BAD_1517
ERR1913265.69169__1.69169	1263109__GCA_000438135.1_00650
ERR1913265.69292__1.69292	216816__C2GV16__APC1504_1666
ERR1913265.69235__1.69235	39491__A0A174IJH1__DXB76_01865
ERR1913265.69283__1.69283	1304__J7TU64__CYK22_02490
ERR1913265.69331__1.69331	28117__B0MT73__ALIPUT_00412
ERR1913265.69371__1.69371	1304__F8LHY7__pspA_6
ERR1913265.69422__1.69422	33043__A0A173X520__ERS852575_01617
ERR1913265.69513__1.69513	853__A0A173XRA8__CGS56_09290
ERR1913265.69520__1.69520	216816__A0A0S2MI06__pepV
ERR1913265.69617__1.69617	853__A0A2A7B1Y7__C7K05_11930
ERR1913265.69755__1.69755	33043__A0A174GPT0__plsC_2
ERR1913265.69844__1.69844	310298__B3JH75__BACCOP_01229
ERR1913265.69804__1.69804	853__A0A173XRA8__CGS56_09290
ERR1913265.69915__1.69915	1304__F8LKH9__SSALIVM18_07426
ERR1913265.70056__1.70056	40518__R5DR72__RBL236_02110
ERR1913265.70338__1.70338	821__U6RDC2__DXD46_15675
ERR1913265.70426__1.70426	33043__D5HGZ8__nnr
ERR1913265.70591__1.70591	40518__R5DQL2__RBATCC27255_00937
ERR1913265.70693__1.70693	1304__J7TGU8__Ssal_02017
ERR1913265.70711__1.70711	40518__R5DLM5__RB5AMG_00422
ERR1913265.70944__1.70944	310298__B3JPN8__BACCOP_03837
ERR1913265.71051__1.71051	214856__A0A174A0P3__ERS852447_00994
ERR1913265.71137__1.71137	1150298__A0A174S2H3__spoIIQ
ERR1913265.71162__1.71162	214856__A0A174ZEW0__ERS852447_00985
ERR1913265.71194__1.71194	1262992__R5CYZ3__BN795_01363
ERR1913265.71514__1.71514	410072__A0A174LAX8__DXD67_10655
ERR1913265.71515__1.71515	39491__A0A395ZG74__licR
ERR1913265.71667__1.71667	1686__B6XTQ5__B5782_1168
ERR1913265.71740__1.71740	40518__R5DXH2__DXD83_10135
ERR1913265.71841__1.71841	487174__K0X3H8__HMPREF9448_02822
ERR1913265.71981__1.71981	40518__R5E4X5__RB5AMG_01438
ERR1913265.71999__1.71999	1262824__R6S1A7__BN719_01944
ERR1913265.72182__1.72182	40518__R5DW64__RBL236_01394
ERR1913265.72220__1.72220	28117__B0MXL6__ALIPUT_01851
ERR1913265.72190__1.72190	28117__B0MXR4__BHV66_08025
ERR1913265.72425__1.72425	1304__J7SIV6__pspA_3
ERR1913265.72320__1.72320	39491__A0A395V0E5__ERE_31370
ERR1913265.72535__1.72535	487175__F3QIR3__HMPREF9439_00813
ERR1913265.72580__1.72580	246787__A0A0P0GNX3__BACCELL_00807
ERR1913265.72667__1.72667	39491__A0A396FNY7__LD38_16155
ERR1913265.72689__1.72689	214856__A0A174FY07__ERS852447_02457
ERR1913265.72714__1.72714	39491__A0A396FKG5__DXB76_07455
ERR1913265.72789__1.72789	853__A0A174C5M1__CGS58_04460
ERR1913265.72896__1.72896	371601__A0A174KGU6__CW3_4554
ERR1913265.72903__1.72903	33043__A0A173X520__ERS852575_01617
ERR1913265.73014__1.73014	1304__J7TU64__CYK22_02490
ERR1913265.73323__1.73323	40518__R5DS23__DXD86_01715
ERR1913265.73469__1.73469	1304__A0A110Z5J8__SSALIVM18_06191
ERR1913265.73704__1.73704	40518__R5DYT8__mscS
ERR1913265.73835__1.73835	1150298__A0A174SLE6__mlc_1
ERR1913265.73925__1.73925	853__A0A2A7A628__CGS57_13755
ERR1913265.73947__1.73947	40518__R5E2Z2__DXD93_09295
ERR1913265.73913__1.73913	40518__R5DLM5__RB5AMG_00422
ERR1913265.74158__1.74158	33039__A0A174ZC42__ppaC
ERR1913265.74159__1.74159	214856__A0A174ZLY7__ERS852447_02456
ERR1913265.74314__1.74314	1318__I1ZNH4__NCTC12854_01702
ERR1913265.74366__1.74366	46506__B0NRL7__arlS
ERR1913265.74499__1.74499	1680__R5GRA4__ERS852382_01548
ERR1913265.74621__1.74621	39491__A0A174IJH1__DXB76_01865
ERR1913265.74593__1.74593	39488__R6GBC5__DXD91_06450
ERR1913265.74640__1.74640	1262992__R5D3R1__BN795_01492
ERR1913265.74675__1.74675	357276__A0A076IP73__BACDOR_04237
ERR1913265.74742__1.74742	28117__R7JH62__BHV66_05735
ERR1913265.74934__1.74934	147207__adhE_1
ERR1913265.75216__1.75216	39491__C4ZHS4__EUR_24420
ERR1913265.75256__1.75256	1304__T0UNZ5__SSALIVM18_09507
ERR1913265.75288__1.75288	40518__R5DTW7__phoU
ERR1913265.75332__1.75332	1262948__R7EDA7__BN671_00036
ERR1913265.75317__1.75317	1263109__GCA_000438135.1_00835
ERR1913265.75451__1.75451	853__A0A174C5M1__CGS58_04460
ERR1913265.75495__1.75495	1262992__R5D1U8__BN795_00158
ERR1913265.75508__1.75508	28117__B0MWP2__ALIPUT_01468
ERR1913265.75517__1.75517	1304__T0T9N5__CQA85_09935
ERR1913265.75699__1.75699	28118__F9ZB36__B5F99_17235
ERR1913265.75938__1.75938	1262992__R5D9A6__BN795_00819
ERR1913265.75955__1.75955	28117__B0MST8__ALIPUT_00310
ERR1913265.76131__1.76131	39491__A0A396FMT0__EUBREC_3020
ERR1913265.76236__1.76236	1304__J7TU64__CYK22_02490
ERR1913265.76575__1.76575	28117__B0MWP2__ALIPUT_01468
ERR1913265.76629__1.76629	40518__R5DZ88__DXD93_06320
ERR1913265.76852__1.76852	1263109__GCA_000438135.1_00035
ERR1913265.77013__1.77013	821__A0A174V2F3__NCTC10583_01474
ERR1913265.77039__1.77039	40518__R5DZI2__DXD93_06940
ERR1913265.77152__1.77152	1150298__R7JRK4__ERS852406_01648
ERR1913265.77297__1.77297	1680__A0A173YLK6__BAD_0868
ERR1913265.77435__1.77435	1317__A0A2N6PS72__NCTC11391_00163
ERR1913265.77441__1.77441	28118__R6FC74__DHW44_13330
ERR1913265.77530__1.77530	1463165__A0A1D3U2A3__B6J19_09080
ERR1913265.77664__1.77664	40518__R5DZU5__RBL263_00458
ERR1913265.77696__1.77696	1739491__J1DK07__HMPREF2987_07410
ERR1913265.77884__1.77884	1263109__GCA_000438135.1_00639
ERR1913265.77894__1.77894	1150298__A0A174RJU1__gsiA_4
ERR1913265.78011__1.78011	820__A0A3E4XM43__DXC91_13960
ERR1913265.78005__1.78005	1263109__GCA_000438135.1_01435
ERR1913265.78067__1.78067	39491__A0A396FP46__cobD_2
ERR1913265.78068__1.78068	1680__A0A174BEE7__BSTER_1311
ERR1913265.78062__1.78062	39485__A0A174ZLH6__EUBELI_01564
ERR1913265.78136__1.78136	1351__E2YVZ8__SAQ_02157
ERR1913265.78117__1.78117	40518__R5DX17__DXD86_01230
ERR1913265.78257__1.78257	1308__A0A0A7HF73__Y016_04810
ERR1913265.78273__1.78273	1680__R5GZF2__DXC60_01925
ERR1913265.78320__1.78320	39491__A0A396FUZ3__phoR_1
ERR1913265.78492__1.78492	40518__R5DMC7__blaR1
ERR1913265.78619__1.78619	39491__C4Z9D4__DXD95_00055
ERR1913265.78707__1.78707	820__I9A4U7__DHU98_12785
ERR1913265.78807__1.78807	216816__A0A2U0BT35__BL1206_1860
ERR1913265.78748__1.78748	40518__R5DU28__DXD86_07960
ERR1913265.78829__1.78829	1686__B6XUP4__BCAT_1210
ERR1913265.78844__1.78844	39491__A0A395ZHW3__ERS852417_01359
ERR1913265.78852__1.78852	39491__A0A395V1Y4__DXB99_08035
ERR1913265.78955__1.78955	39491__R6TQ09__DXC13_03010
ERR1913265.79334__1.79334	1680__A0A1X3A7D3__AD0028_1139
ERR1913265.79395__1.79395	214856__A0A174ZLY7__ERS852447_02456
ERR1913265.79527__1.79527	1680__A0A087DHN0__AL0462_1532
ERR1913265.79592__1.79592	39491__A0A395V6A3__DXB69_00505
ERR1913265.79633__1.79633	1351__E2YV65__DCL85_07870
ERR1913265.79639__1.79639	1150298__R7JUS2__ERS852498_02193
ERR1913265.79729__1.79729	28117__B0MZ14__ALIPUT_02383
ERR1913265.79768__1.79768	39491__A0A396FIZ8__ERE_20410
ERR1913265.80034__1.80034	1550024__G9RNN4__ASJ35_08335
ERR1913265.80185__1.80185	33043__A0A174DVD4__prkC_7
ERR1913265.80190__1.80190	1150298__R7JUS2__ERS852498_02193
ERR1913265.80279__1.80279	78257__A0A087CUE0__BSAE_1156
ERR1913265.80407__1.80407	214856__A0A174ZEW0__ERS852447_00985
ERR1913265.80460__1.80460	40518__R5DS23__DXD86_01715
ERR1913265.80511__1.80511	1304__A0A1W5ZD60__TZ99_01678
ERR1913265.80592__1.80592	40518__R5DVL2__penA
ERR1913265.80683__1.80683	1318__A0A3E4U367__Spaf_0910
ERR1913265.80799__1.80799	1550024__G9RVD5__ASJ35_04350
ERR1913265.80815__1.80815	33043__D5HHY4__luxQ_1
ERR1913265.80861__1.80861	28117__B0MYW5__ALIPUT_02334
ERR1913265.81039__1.81039	310298__B3JNG7__BACCOP_03480
ERR1913265.81170__1.81170	40518__R5DVL2__penA
ERR1913265.81174__1.81174	853__A0A174BZY1__xerD_1
ERR1913265.81198__1.81198	28117__B0MSS1__ALIPUT_00273
ERR1913265.81212__1.81212	1263109__GCA_000438135.1_00668
ERR1913265.81225__1.81225	28118__R6F0X5__NCTC10826_02952
ERR1913265.81758__1.81758	1262739__R6N5K3__BN659_01691
ERR1913265.81761__1.81761	28117__B0MTV5__BHV66_06415
ERR1913265.81946__1.81946	1150298__R7JU97__ERS852498_02579
ERR1913265.81981__1.81981	1685__A0A2K9B7Y4__BBM1114_01180
ERR1913265.81974__1.81974	1680__R5GZF2__DXC60_01925
ERR1913265.82006__1.82006	39491__A0A395UZ89__DXB72_12805
ERR1913265.82074__1.82074	40518__R5E6X5__sbcD
