ERR1913243.162__1.162	487174__K0WZN5__HMPREF9448_01108
ERR1913243.45547__1.45547	357276__I8W0U0__BACDOR_02820
ERR1913243.45611__1.45611	1297617__A0A0S2W146__IB211_00701
ERR1913243.45661__1.45661	239935__A0A2N8HT44__CXT84_11035
ERR1913243.45665__1.45665	39492__D4JSG7__EUBSIR_01006
ERR1913243.46019__1.46019	1263000__R5EFA7__BN466_01197
ERR1913243.46039__1.46039	821__D4VD59__BHV80_04260
ERR1913243.46136__1.46136	40518__R5DU92__DXD93_03170
ERR1913243.46214__1.46214	1262882__R5N2A9__BN519_00921
ERR1913243.46271__1.46271	328814__GCA_004558275.1_00067
ERR1913243.46475__1.46475	1550024__A0A0D8J3J4__TQ39_01275
ERR1913243.46509__1.46509	1263086__GCA_000431395.1_01673
ERR1913243.46550__1.46550	1262882__R5MFA5__BN519_00331
ERR1913243.46570__1.46570	28117__B0MSQ3__ALIPUT_00347
ERR1913243.46588__1.46588	239935__A0A2N8HT44__CXT84_11035
ERR1913243.46699__1.46699	1263107__GCA_000436995.1_00100
ERR1913243.46730__1.46730	1262882__R5N048__BN519_00502
ERR1913243.46683__1.46683	823__A0A073I748__M096_3057
ERR1913243.46795__1.46795	40518__R5DP61__DXD86_06345
ERR1913243.46805__1.46805	820__A0A139KH21__DXC80_01780
ERR1913243.46927__1.46927	1262882__R5MXW0__BN519_00317
ERR1913243.46989__1.46989	371601__D4WBK5__BN891_3970
ERR1913243.47004__1.47004	821__A0A174V2F3__NCTC10583_01474
ERR1913243.47017__1.47017	328814__GCA_004558275.1_00061
ERR1913243.47022__1.47022	1550024__A0A3B9WJX7__ASJ35_07080
ERR1913243.47056__1.47056	2292352__A0A374US54__DXC23_03155
ERR1913243.47394__1.47394	39492__D4JU79__EUBSIR_01975
ERR1913243.47408__1.47408	328814__GCA_004558275.1_00074
ERR1913243.47364__1.47364	1262886__R6Q7L1__BN563_00804
ERR1913243.47514__1.47514	39492__D4JUR4__ERS852540_01427
ERR1913243.47674__1.47674	649756__E5VJS7__mecR1_3
ERR1913243.47621__1.47621	1501391__GCA_000786575.1_00008
ERR1913243.47732__1.47732	1262882__R5MM25__BN519_00600
ERR1913243.47740__1.47740	821__E5UY21__C800_02204
ERR1913243.47820__1.47820	39492__D4JWG6__EUBSIR_00253
ERR1913243.47937__1.47937	2173__A0A1D2WU59__Msm_1444
ERR1913243.48024__1.48024	43675__D2NTF8__HMPREF0737_01019
ERR1913243.48092__1.48092	28117__B0MXX3__BHV66_07695
ERR1913243.48195__1.48195	88431__A0A3D0EY52__ERS852573_01763
ERR1913243.48419__1.48419	1263107__GCA_000436995.1_00132
ERR1913243.48556__1.48556	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913243.48845__1.48845	1263000__R5EXT3__BN466_02213
ERR1913243.48922__1.48922	239935__A0A2N8I7W6__CXT90_04245
ERR1913243.49059__1.49059	214856__A0A174FWM7__ERS852559_00590
ERR1913243.49103__1.49103	239935__R6J9N8__CXT96_07990
ERR1913243.49308__1.49308	40520__A0A174GNL5__DXD81_10555
ERR1913243.49310__1.49310	39485__A0A174YS20__EUBELI_20202
ERR1913243.49571__1.49571	28117__B0MXR1__BHV66_08035
ERR1913243.49586__1.49586	338188__R6S8N0__BACFIN_06127
ERR1913243.49600__1.49600	1263107__GCA_000436995.1_00056
ERR1913243.49642__1.49642	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913243.49692__1.49692	147207__purL
ERR1913243.49739__1.49739	40518__R5E1X3__clcA
ERR1913243.49862__1.49862	820__A0A174RFI5__SAMN05444418_12240
ERR1913243.49875__1.49875	1235793__R9KS08__C809_01872
ERR1913243.49928__1.49928	1262882__R5MJ49__BN519_01124
ERR1913243.49961__1.49961	820__A0A3E4W9D9__B5G17_12400
ERR1913243.50028__1.50028	1262882__R5N0F4__BN519_00593
ERR1913243.50064__1.50064	40518__R5DTW7__phoU
ERR1913243.50184__1.50184	28116__E5C458__BACOV975_02730
ERR1913243.50584__1.50584	39492__D4JT90__coaE
ERR1913243.50566__1.50566	39492__D4MN06__EUBSIR_02672
ERR1913243.50626__1.50626	239935__R6J776__CXU07_02355
ERR1913243.50759__1.50759	487174__K0WTW4__DDY40_12630
ERR1913243.50894__1.50894	40518__R5DU38__DXD83_06770
ERR1913243.50909__1.50909	204516__U6REI9__HMPREF1534_02357
ERR1913243.50914__1.50914	40518__R5DPE0__DXD86_06515
ERR1913243.50968__1.50968	410072__A0A173XQG6__ERS852574_01620
ERR1913243.51138__1.51138	649756__D4MXW9__ERS852520_02286
ERR1913243.51144__1.51144	39492__D4JU49__ERS852540_00175
ERR1913243.51264__1.51264	745368__A0A1T4WEV8__SAMN02745178_00491
ERR1913243.51611__1.51611	301302__A0A173S3L8__vpr
ERR1913243.51773__1.51773	1550024__A0A0D8IZK5__TQ39_07980
ERR1913243.51837__1.51837	39492__D4JU30__EUBSIR_00838
ERR1913243.51841__1.51841	1262882__R5MSX6__BN519_01697
ERR1913243.51830__1.51830	28116__A0A1Y4Q112__evgS_13
ERR1913243.52122__1.52122	821__A0A0P0L952__M097_4235
ERR1913243.52135__1.52135	39492__D4JR58__EUBSIR_02090
ERR1913243.52465__1.52465	487174__K0XK83__HMPREF9448_01485
ERR1913243.52514__1.52514	1262882__R5N5S3__BN519_00085
ERR1913243.52492__1.52492	239935__A0A2N8IF99__lpdA
ERR1913243.52737__1.52737	40518__R5E2F3__artQ
ERR1913243.52743__1.52743	40518__R5E6N4__DXD93_01325
ERR1913243.52893__1.52893	671267__R9I7B5__C802_04018
ERR1913243.53020__1.53020	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913243.53210__1.53210	40518__R5DVL2__penA
ERR1913243.53361__1.53361	187327__U2VMS3__ACDG_00972
ERR1913243.53564__1.53564	40518__R5DVV1__RBATCC27255_00999
ERR1913243.53664__1.53664	28117__R7JPX7__BHV66_00900
ERR1913243.53735__1.53735	39492__D4JRP0__yetF
ERR1913243.53816__1.53816	39492__B0MNL5__phoR_1
ERR1913243.53827__1.53827	1262882__R5N708__BN519_00095
ERR1913243.53938__1.53938	239935__A0A2N8I1R3__CXU05_06075
ERR1913243.53977__1.53977	28117__B0MYZ8__BHV66_04535
ERR1913243.54051__1.54051	33039__D4M4L0__ERS852577_02891
ERR1913243.54282__1.54282	239935__A0A2N8IL82__CXU02_11740
ERR1913243.54428__1.54428	39492__D4MIX3__ERS852540_01230
ERR1913243.54614__1.54614	40518__R5DQW8__sipW_2
ERR1913243.54928__1.54928	823__A6LHK0__M090_1297
ERR1913243.55058__1.55058	328814__GCA_004558275.1_00999
ERR1913243.55075__1.55075	204516__U6R8I1__HMPREF1534_03341
ERR1913243.55080__1.55080	40518__R5DMC7__blaR1
ERR1913243.55421__1.55421	246787__A0A3D6AU53__AA416_01665
ERR1913243.55748__1.55748	1262882__R5MZ41__BN519_00356
ERR1913243.55915__1.55915	487174__R5EUJ8__DDY40_00460
ERR1913243.55943__1.55943	821__A0A0P0M5Z6__BVU_0429
ERR1913243.55954__1.55954	28116__A0A0J9IIV5__M089_5519
ERR1913243.56030__1.56030	471189__GCA_003340385.1_00245
ERR1913243.56158__1.56158	1262882__R5MQ68__BN519_01178
ERR1913243.56108__1.56108	1262882__R5MHZ2__BN519_00742
ERR1913243.56173__1.56173	1262803__R6NL95__BN649_00814
ERR1913243.56224__1.56224	246787__A0A3D6AWM8__BACCELL_01963
ERR1913243.56236__1.56236	40518__R5DXI4__DXD86_07420
ERR1913243.56432__1.56432	328814__GCA_004558275.1_00056
ERR1913243.56643__1.56643	39492__B0MLV5__EUBSIR_00804
ERR1913243.56861__1.56861	239935__A0A2N8HQR1__Amuc_0287
ERR1913243.56871__1.56871	40518__R5DQJ0__DXD93_03790
ERR1913243.57225__1.57225	301302__R5VCB8__M72_07901
ERR1913243.57270__1.57270	823__A0A355XEX9__ERS852560_03521
ERR1913243.57469__1.57469	2292352__A0A374UKS3__DXC23_09270
ERR1913243.57492__1.57492	820__A0A3E4WCX3__C801_02709
ERR1913243.57593__1.57593	1263064__GCA_000431175.1_01413
ERR1913243.57742__1.57742	28117__B0MT73__ALIPUT_00412
ERR1913243.58075__1.58075	39492__D4JX40__EUBSIR_00020
ERR1913243.58154__1.58154	1262882__R5MS31__BN519_01529
ERR1913243.58216__1.58216	246787__R6LCL3__AA416_03522
ERR1913243.58308__1.58308	39492__D4JXA0__ERS852540_02538
ERR1913243.58524__1.58524	40518__A0A2N0UUY0__DXD83_02620
ERR1913243.58749__1.58749	239935__A0A139TT05__CXU09_03335
ERR1913243.58776__1.58776	239935__A0A2N8HZW2__A4V05_11120
ERR1913243.58969__1.58969	39492__D4JS87__EUBSIR_02328
ERR1913243.59079__1.59079	820__A0A174GK47__ERS852421_00200
ERR1913243.59264__1.59264	821__A0A174JYD3__ERS852457_02610
ERR1913243.59314__1.59314	2292352__A0A374UPK2__DXC23_03595
ERR1913243.59389__1.59389	39492__D4JRZ7__smc
ERR1913243.59727__1.59727	40518__R5E670__DXD93_06195
ERR1913243.59737__1.59737	1262882__R5MYG7__BN519_00405
ERR1913243.59757__1.59757	246787__A0A0P0FSC0__cytR_2
ERR1913243.60064__1.60064	651609__E6KTU8__grpE
ERR1913243.60154__1.60154	1501391__GCA_000786575.1_00069
ERR1913243.60264__1.60264	39492__D4JWY0__EUBSIR_01648
ERR1913243.60455__1.60455	106588__A6NXS6__BACCAP_03021
ERR1913243.60457__1.60457	40518__R5DXI4__DXD86_07420
ERR1913243.60797__1.60797	1262882__R5MLA4__BN519_01536
ERR1913243.60875__1.60875	40518__R5DU92__DXD93_03170
ERR1913243.61003__1.61003	40518__R5DTH7__DXD83_02405
ERR1913243.61017__1.61017	820__A7VAS1__HMPREF2141_03259
ERR1913243.61168__1.61168	328814__GCA_004558275.1_00061
ERR1913243.61205__1.61205	39492__D4JRR5__ERS852540_02089
ERR1913243.61456__1.61456	40518__R5DWP7__ansA
ERR1913243.61685__1.61685	39488__C0EXY6__ltaS1_2
ERR1913243.61760__1.61760	40518__R5DYF6__RBL263_01812
ERR1913243.61831__1.61831	1262882__R5MQ68__BN519_01178
ERR1913243.61878__1.61878	40518__R5DU92__DXD93_03170
ERR1913243.61892__1.61892	487174__K0WTW4__DDY40_12630
ERR1913243.61952__1.61952	544644__GCA_001915615.1_02043
ERR1913243.62232__1.62232	328814__GCA_004558275.1_00059
ERR1913243.62194__1.62194	1262882__R5MFA5__BN519_00331
ERR1913243.62336__1.62336	39492__R6RYB8__ERS852540_00322
ERR1913243.62353__1.62353	556259__E5C8S0__BSGG_1769
ERR1913243.62813__1.62813	39496__A5ZAI8__EUBVEN_02735
ERR1913243.62849__1.62849	328814__GCA_004558275.1_00062
ERR1913243.62895__1.62895	40518__R5DUW7__DXD83_02105
ERR1913243.62982__1.62982	1262744__R6FST0__BN744_00381
ERR1913243.62946__1.62946	1262882__R5MYX5__BN519_00333
ERR1913243.63002__1.63002	187327__R6MTJ8__Acin_0940
ERR1913243.63217__1.63217	204516__U6R7W5__HMPREF1534_03766
ERR1913243.63246__1.63246	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913243.63252__1.63252	301302__R5UKP4__cbiT
ERR1913243.63304__1.63304	39492__D4JX50__EUBSIR_00410
ERR1913243.63578__1.63578	46503__A7AII9__ERS852463_00984
ERR1913243.63613__1.63613	28117__B0MT38__BHV66_05995
ERR1913243.63658__1.63658	1262882__R5N1L4__BN519_00757
ERR1913243.63877__1.63877	487174__K0WXG8__DIT83_09300
ERR1913243.63884__1.63884	1262882__R5MYP8__BN519_00439
ERR1913243.64035__1.64035	39491__C4Z9K0__DXD95_07445
ERR1913243.64416__1.64416	1262882__R5N5S3__BN519_00085
ERR1913243.64476__1.64476	39491__A0A395ZBQ4__cph2_2
ERR1913243.64432__1.64432	1262882__R5MGS8__BN519_00565
ERR1913243.64537__1.64537	1262882__R5N4P6__BN519_01346
ERR1913243.64602__1.64602	88431__A0A3D0EYV0__DXB16_09650
ERR1913243.64612__1.64612	328814__GCA_004558275.1_01005
ERR1913243.64844__1.64844	1262739__R6M9P7__BN659_01903
ERR1913243.65116__1.65116	28117__B0MWZ9__ALIPUT_01735
ERR1913243.65360__1.65360	40518__R5DMZ0__DXD83_05610
ERR1913243.65513__1.65513	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913243.65722__1.65722	1310__U2KGF0__DK181_07730
ERR1913243.65945__1.65945	39492__D4JR04__phoU
ERR1913243.66042__1.66042	487174__K0WUJ5__HMPREF9448_02567
ERR1913243.66056__1.66056	418240__A0A174G945__ERS852523_01868
ERR1913243.66102__1.66102	2292352__A0A374UKA6__DXC23_10805
ERR1913243.66141__1.66141	1263005__R6FJL6__BN497_01675
ERR1913243.66182__1.66182	371601__A0A1H4AKU1__BXY_45200
ERR1913243.66275__1.66275	328814__GCA_004558275.1_00066
ERR1913243.66314__1.66314	40518__R5DXI4__DXD86_07420
ERR1913243.66415__1.66415	40518__R5DVR2__RBL236_00303
ERR1913243.66613__1.66613	40518__R5DWH8__DXD86_04530
ERR1913243.66971__1.66971	437897__H3K8Z9__DXD38_10005
ERR1913243.67082__1.67082	338188__K5CL92__BACFIN_07565
ERR1913243.67084__1.67084	2108523__A0A2P2FCF6__LAWASA_3740
ERR1913243.67127__1.67127	39492__D4JRZ7__smc
ERR1913243.67265__1.67265	239935__A0A139TSG7__CXU17_09600
ERR1913243.67472__1.67472	328814__GCA_004558275.1_00067
ERR1913243.67619__1.67619	40518__R5E2R8__nnr_2
ERR1913243.67767__1.67767	301302__R5VFU2__xynA1
ERR1913243.67842__1.67842	40518__R5DYP7__envC
ERR1913243.67950__1.67950	821__E5UY21__C800_02204
ERR1913243.67982__1.67982	28116__E5C458__BACOV975_02730
ERR1913243.67997__1.67997	820__A0A174LJB2__HMPREF1072_04112
ERR1913243.68003__1.68003	40518__R5DWP7__ansA
ERR1913243.68052__1.68052	28117__B0MSS9__BHV66_06085
ERR1913243.68084__1.68084	74426__sufB
ERR1913243.68130__1.68130	371601__D7K8P3__SAMN05216250_10395
ERR1913243.68096__1.68096	2173__A0A1D2WXC5__METSMIALI_01265
ERR1913243.68374__1.68374	40518__R5DS23__DXD86_01715
ERR1913243.68476__1.68476	328814__GCA_004558275.1_01006
ERR1913243.68482__1.68482	40518__R5DU28__DXD86_07960
ERR1913243.68570__1.68570	1262882__R5MEN9__BN519_00201
ERR1913243.68574__1.68574	357276__I9QBT7__BSEG_03340
ERR1913243.68856__1.68856	328814__GCA_004558275.1_00992
ERR1913243.69007__1.69007	239935__R6JD78__CXU05_09250
ERR1913243.68959__1.68959	39492__B0MNQ2__EUBSIR_01459
ERR1913243.68963__1.68963	821__A0A0P0L952__M097_4235
ERR1913243.69063__1.69063	40518__R5DYU1__DXD86_01160
ERR1913243.69077__1.69077	487174__K0WXG8__DIT83_09300
ERR1913243.69093__1.69093	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913243.69296__1.69296	2173__A0A1D2WTP5__BK798_02785
ERR1913243.69417__1.69417	357276__D1JYA0__EL88_06560
ERR1913243.69511__1.69511	821__C6ZAA5__ERS852556_00403
ERR1913243.69747__1.69747	40518__R5E2U9__RBL263_01292
ERR1913243.70058__1.70058	246787__R6KUE5__BcellWH2_01117
ERR1913243.70062__1.70062	301302__A0A0M6WWK6__M72_13961
ERR1913243.70277__1.70277	239935__A0A2N8IQ67__CXU20_08505
ERR1913243.70235__1.70235	649756__R7BXP1__ERS852425_00382
ERR1913243.70380__1.70380	871324__A0A1M6CBQ3__SAMN05444350_10466
ERR1913243.70404__1.70404	1263107__GCA_000436995.1_00210
ERR1913243.70455__1.70455	39492__D4JTH4__ERS852540_00702
ERR1913243.70506__1.70506	28116__A0A1G6G396__DXD69_22115
ERR1913243.70541__1.70541	2173__A0A1D2WTT4__BK798_05110
ERR1913243.70575__1.70575	1263107__GCA_000436995.1_00021
ERR1913243.70671__1.70671	239935__A0A2N8HZW2__A4V05_11120
ERR1913243.70685__1.70685	39488__C0F0P7__ERS852578_02651
ERR1913243.70753__1.70753	39492__D4JQY4__EUBSIR_01325
ERR1913243.71048__1.71048	487174__R5EXS5__HMPREF9448_02541
ERR1913243.71214__1.71214	39492__D4JWI6__EUBSIR_01073
ERR1913243.71234__1.71234	1262882__R5N5H2__BN519_01493
ERR1913243.71290__1.71290	301302__A0A173TSN3__ERS852420_02365
ERR1913243.71449__1.71449	328814__GCA_004558275.1_00391
ERR1913243.71500__1.71500	40518__R5E1J7__RBL236_02062
ERR1913243.71534__1.71534	106588__A6NXC3__BACCAP_02869
ERR1913243.71635__1.71635	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913243.71708__1.71708	39492__D4JRZ7__smc
ERR1913243.71834__1.71834	1262882__R5MJ49__BN519_01124
ERR1913243.71869__1.71869	39492__D4JUD7__EUBSIR_01877
ERR1913243.72004__1.72004	39492__D4JVX0__udk
ERR1913243.72251__1.72251	357276__A0A076IXE0__HMPREF1064_04364
ERR1913243.72379__1.72379	158847__H3K717__yjjP_1
ERR1913243.72526__1.72526	239935__A0A2N8I5H6__CXT92_05565
ERR1913243.72528__1.72528	1262882__R5MEN9__BN519_00201
ERR1913243.72959__1.72959	1262882__R5MGX3__BN519_00046
ERR1913243.72863__1.72863	40518__R5E1J7__RBL236_02062
ERR1913243.72897__1.72897	817__A0A139SZA0__DXD74_11670
ERR1913243.73080__1.73080	487174__K0WT65__HMPREF9448_02407
ERR1913243.73159__1.73159	39492__D4JU56__hemZ
ERR1913243.73251__1.73251	28116__I9AKR7__DXA80_22960
ERR1913243.73275__1.73275	626933__H1DGX0__HMPREF9449_01506
ERR1913243.73416__1.73416	820__A0A396EUV1__B5G17_06465
ERR1913243.73555__1.73555	39492__D4JR43__ERS852540_02379
ERR1913243.73518__1.73518	1262882__R5MNC1__BN519_00818
ERR1913243.73835__1.73835	820__A0A174CG08__DXB62_13215
ERR1913243.73900__1.73900	301302__A0A173RMN7__ERS852420_00721
ERR1913243.73924__1.73924	328814__GCA_004558275.1_00073
ERR1913243.74412__1.74412	394340__purL
ERR1913243.74449__1.74449	35833__E5Y926__HMPREF0179_02694
ERR1913243.74510__1.74510	239935__B2UPZ6__CXU03_03800
ERR1913243.74904__1.74904	40518__R5DX93__DXD93_03055
ERR1913243.75055__1.75055	39492__D4JVW2__EUBSIR_02285
ERR1913243.75156__1.75156	821__A0A174WBC9__ERS852556_03145
ERR1913243.75939__1.75939	239935__A0A2N8IMC9__CXU09_02095
ERR1913243.76045__1.76045	39492__R6SA81__EUBSIR_00402
ERR1913243.76081__1.76081	853__A0A174BZY1__xerD_1
ERR1913243.76252__1.76252	40518__R5DR72__RBL236_02110
ERR1913243.76289__1.76289	39492__D4JUD9__EUBSIR_01875
ERR1913243.76375__1.76375	821__A0A3E4HP25__SAMN04487923_102450
ERR1913243.76426__1.76426	1262911__R6GR13__BN557_00618
ERR1913243.76608__1.76608	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913243.76636__1.76636	239935__A0A2N8I694__CXU04_06245
ERR1913243.76756__1.76756	1262882__R5MZ58__BN519_00525
ERR1913243.76798__1.76798	1262882__R5MND9__BN519_00831
ERR1913243.76947__1.76947	487174__K0WY34__DDY40_07435
ERR1913243.77088__1.77088	39492__D4JRZ7__smc
ERR1913243.77103__1.77103	239935__A0A2N8I3G2__CXT89_00720
ERR1913243.77283__1.77283	39492__A0A174ZHV5__msbA_2
ERR1913243.77318__1.77318	291645__I9SE43__HMPREF1068_00572
ERR1913243.77332__1.77332	328814__GCA_004558275.1_00025
ERR1913243.77335__1.77335	46503__A0A3E4ZQ73__ERS852463_01043
ERR1913243.77511__1.77511	853__A0A173T6P2__DWZ46_14595
ERR1913243.77602__1.77602	239935__A0A139TPD4__CXT86_06450
ERR1913243.77648__1.77648	1550024__A0A0W7TVN4__ASJ35_01120
ERR1913243.77813__1.77813	116085__D4J3V0__DW747_12385
ERR1913243.77884__1.77884	1263000__R5EUG9__BN466_01476
ERR1913243.78021__1.78021	147207__group_1500
ERR1913243.78110__1.78110	39492__D4JWR6__dnaN
ERR1913243.78310__1.78310	28118__F9Z3G8__B5F99_01835
ERR1913243.78400__1.78400	1262882__R5MSP5__BN519_01637
ERR1913243.78490__1.78490	39492__D4JRX7__EUBSIR_01480
ERR1913243.78518__1.78518	357276__C3R5C9__HMPREF1063_00213
ERR1913243.78598__1.78598	40518__R5DUG7__sbcC
ERR1913243.78820__1.78820	301302__A0A173TWC1__phoR_7
ERR1913243.78878__1.78878	821__R9HFW2__DXD01_00365
ERR1913243.79084__1.79084	357276__I8VLL2__HMPREF1065_03395
ERR1913243.79474__1.79474	40518__R5DYM0__DXD86_08165
ERR1913243.79488__1.79488	239935__A0A2N8I6R6__CXU04_04335
ERR1913243.79879__1.79879	487174__K0X455__HMPREF9448_00399
ERR1913243.79895__1.79895	204516__U6RGN8__HMPREF1534_01465
ERR1913243.80060__1.80060	169435__B0P982__DXC40_14410
ERR1913243.80133__1.80133	853__A0A173XRA8__CGS56_09290
ERR1913243.80420__1.80420	487174__K0WUZ1__DIT83_10815
ERR1913243.80487__1.80487	28117__B0MTY2__BHV66_06485
ERR1913243.80528__1.80528	487174__K0X9T7__HMPREF9448_00996
ERR1913243.80644__1.80644	818__A0A0P0FPQ9__BT_4391
ERR1913243.80820__1.80820	28117__B0MUX7__ALIPUT_00918
ERR1913243.81049__1.81049	2173__A0A1D2WTT4__BK798_05110
ERR1913243.81078__1.81078	1262882__R5N1L4__BN519_00757
ERR1913243.81117__1.81117	39492__D4JTK2__EUBSIR_01439
ERR1913243.81135__1.81135	1262992__R5D4Q1__BN795_00660
ERR1913243.81368__1.81368	239935__A0A139TPU7__CXT91_06575
ERR1913243.81377__1.81377	1262882__R5MQ68__BN519_01178
ERR1913243.81389__1.81389	2108523__A0A2P2FCX9__LAWASA_3932
ERR1913243.81661__1.81661	706562__GCA_900112995.1_02127
ERR1913243.81701__1.81701	39486__B0G950__DXD50_13080
ERR1913243.81992__1.81992	239935__A0A139TM51__CXT91_12120
ERR1913243.82257__1.82257	1550024__A0A0D8IU01__TQ39_19670
ERR1913243.82491__1.82491	823__D0T9E4__DHW69_09115
ERR1913243.82500__1.82500	2292352__A0A374UL63__DXC23_08410
ERR1913243.82597__1.82597	40518__R5DP91__RBL236_00890
ERR1913243.82668__1.82668	39492__D4JWI6__EUBSIR_01073
ERR1913243.82678__1.82678	40518__R5DUU8__DXD86_08440
ERR1913243.82686__1.82686	39492__D4MMN2__EUBSIR_00964
ERR1913243.82706__1.82706	40518__R5E6Y7__DXD83_08230
ERR1913243.83224__1.83224	487174__K0XA68__DDY40_04135
ERR1913243.83284__1.83284	1262882__R5N5S3__BN519_00085
ERR1913243.83326__1.83326	39492__D4JRZ7__smc
ERR1913243.83790__1.83790	821__A0A3E4XY72__NCTC10583_01067
ERR1913243.83829__1.83829	649756__A0A173S591__CL2_28060
ERR1913243.83863__1.83863	166486__D4KZP0__ERS852572_00486
ERR1913243.83885__1.83885	187327__G4Q2M9__ACDG_01875
ERR1913243.84058__1.84058	329854__R7E733__DXD57_00120
ERR1913243.84095__1.84095	1796613__A0A1C7H6N8__ADH74_01350
ERR1913243.84077__1.84077	1263086__GCA_000431395.1_01667
ERR1913243.84186__1.84186	1262882__R5MH62__BN519_00734
ERR1913243.84270__1.84270	328814__GCA_004558275.1_00051
ERR1913243.84375__1.84375	39492__D4JU81__xseA
ERR1913243.84684__1.84684	328814__GCA_004558275.1_00058
ERR1913243.84696__1.84696	28026__A0A267WLP7__DXD35_07115
ERR1913243.84729__1.84729	1262882__R5N3T7__BN519_01188
ERR1913243.84652__1.84652	40518__R5E6Y7__DXD83_08230
ERR1913243.84777__1.84777	1965604__A0A1Y4ERI1__B5F54_08500
ERR1913243.84917__1.84917	1263107__GCA_000436995.1_00254
ERR1913243.84964__1.84964	2292352__A0A374URT5__DXC23_03600
ERR1913243.85176__1.85176	1262882__R5MMY3__BN519_00724
ERR1913243.85244__1.85244	39492__D4JT87__clpC
ERR1913243.85273__1.85273	446660__GCA_003428235.1_00802
ERR1913243.85662__1.85662	40518__R5E5W1__RBL263_01034
ERR1913243.85690__1.85690	1262882__R5N1R4__BN519_00788
ERR1913243.85750__1.85750	1263107__GCA_000436995.1_00132
ERR1913243.85800__1.85800	166486__D4KWX6__slyA_1
ERR1913243.85895__1.85895	28026__C0BRQ1__BPS1E_0883
ERR1913243.86157__1.86157	40518__R5E2Z2__DXD93_09295
ERR1913243.86441__1.86441	39492__D4JUL3__nreC_2
ERR1913243.86659__1.86659	1535__A7VWN5__CH238_02490
ERR1913243.86726__1.86726	328814__GCA_004558275.1_00025
ERR1913243.86789__1.86789	40518__A0A373KL92__RBATCC27255_01378
ERR1913243.86792__1.86792	820__A0A1Y3V743__M093_0235
ERR1913243.86826__1.86826	40518__R5DS23__DXD86_01715
ERR1913243.86856__1.86856	204516__U6RFB2__HMPREF1534_01733
ERR1913243.86879__1.86879	239935__A0A2N8IVR0__CXT87_07115
ERR1913243.86910__1.86910	649756__A0A174F5S4__ecfA2
ERR1913243.86914__1.86914	39492__D4JTU4__ykfG
ERR1913243.87019__1.87019	239935__A0A2N8HT18__CXT93_06135
ERR1913243.87073__1.87073	39492__D4JQP0__ypeB
ERR1913243.87119__1.87119	301302__R5UNJ6__M72_26701
ERR1913243.87130__1.87130	239935__R7DVL7__CXT93_01180
ERR1913243.87202__1.87202	1262989__R6ZHL9__BN815_01323
ERR1913243.87331__1.87331	39492__D4JV86__spoIIE
ERR1913243.87405__1.87405	291645__I9RK95__HMPREF1068_04394
ERR1913243.87502__1.87502	239935__R7DVL7__CXT93_01180
ERR1913243.87581__1.87581	40518__R5DQW8__sipW_2
ERR1913243.87571__1.87571	1262882__R5MN65__BN519_00771
ERR1913243.87646__1.87646	39492__R6RYB8__ERS852540_00322
ERR1913243.88182__1.88182	1965631__A0A1Y4A7F3__B5F90_10270
ERR1913243.88290__1.88290	292800__A0A174GSG7__glcK
ERR1913243.88722__1.88722	28116__R6JLW4__DHW41_14880
ERR1913243.88724__1.88724	28117__B0MU76__ALIPUT_00202
ERR1913243.88735__1.88735	39492__D4JX87__EUBSIR_00361
ERR1913243.88754__1.88754	823__D0TJX4__M095_1560
ERR1913243.88797__1.88797	39488__A0A374N483__ERS852578_01412
ERR1913243.88819__1.88819	1263086__GCA_000431395.1_00700
ERR1913243.88925__1.88925	1262882__R5MKV8__BN519_01281
ERR1913243.89216__1.89216	39485__A0A174Z3B9__ERS852492_00779
ERR1913243.89299__1.89299	1550024__A0A0D8J136__TQ39_12150
ERR1913243.89324__1.89324	40518__R5DN55__RBATCC27255_01652
ERR1913243.89437__1.89437	166486__C7GCP5__ROSINTL182_07683
ERR1913243.89404__1.89404	40518__R5DP21__RBATCC27255_00348
ERR1913243.89408__1.89408	328814__GCA_004558275.1_00074
ERR1913243.89568__1.89568	40518__A0A2N0UUY0__DXD83_02620
ERR1913243.89636__1.89636	246787__A0A0P0GPP9__BACCELL_01902
ERR1913243.89762__1.89762	1262882__R5MIW5__BN519_00945
ERR1913243.89824__1.89824	1263107__GCA_000436995.1_00132
ERR1913243.89885__1.89885	158847__H3K5S2__purM
