ERR1913247.224__1.224	100886__E2NQ59__ERS852383_05954
ERR1913247.43796__1.43796	100886__A0A174HIL4__rhaS_1
ERR1913247.43882__1.43882	1262911__R6HN81__BN557_00921
ERR1913247.43923__1.43923	357276__A0A1Y3Z6X3__GV66_07715
ERR1913247.43964__1.43964	10678__GeneID:2777387
ERR1913247.44114__1.44114	100886__R7GN92__CATMIT_00650
ERR1913247.44145__1.44145	216816__A0A374SVM3__BLSL_0492
ERR1913247.44321__1.44321	1262992__R5CXM7__BN795_01016
ERR1913247.44483__1.44483	564886__GeneID:6973115
ERR1913247.44601__1.44601	10678__GeneID:2777382
ERR1913247.44604__1.44604	10678__GeneID:2777435
ERR1913247.44622__1.44622	10678__GeneID:2777457
ERR1913247.44859__1.44859	638849__D1Y728__HMPREF7215_2506
ERR1913247.45003__1.45003	216816__A0A395XZB7__DXD37_04075
ERR1913247.45015__1.45015	239935__A0A3F3KBB8__CXU16_06755
ERR1913247.45198__1.45198	1501391__GCA_000786575.1_00119
ERR1913247.45168__1.45168	246787__A0A108T429__BACCELL_00192
ERR1913247.45480__1.45480	1262911__R6GTZ0__BN557_01437
ERR1913247.45527__1.45527	10678__GeneID:2777405
ERR1913247.45646__1.45646	563769__GeneID:6973158
ERR1913247.45727__1.45727	418240__C6J8M5__yiaD
ERR1913247.45746__1.45746	563769__GeneID:6973158
ERR1913247.45780__1.45780	1262911__R6H2J2__BN557_01228
ERR1913247.45885__1.45885	216816__A0A133L1E2__ptsP
ERR1913247.45994__1.45994	39492__D4JWD3__EUBSIR_00151
ERR1913247.46461__1.46461	28118__F9Z6D0__DHW44_12795
ERR1913247.46763__1.46763	84030__D4MPY4__B5F06_05535
ERR1913247.46838__1.46838	216816__B3DNW2__BL171B_07980
ERR1913247.46963__1.46963	47678__A5ZHL2__DXB67_12495
ERR1913247.47051__1.47051	216816__A0A0M0VK23__BLGT_09805
ERR1913247.47359__1.47359	1943580__A0A1V4ALV7__B0D78_04040
ERR1913247.47829__1.47829	214856__I3YPN3__ERS852447_01395
ERR1913247.47849__1.47849	1685__A0A3D8UEL2__DRBB29_0129
ERR1913247.47818__1.47818	357276__A0A076IP73__BACDOR_04237
ERR1913247.48259__1.48259	823__A0A355WYX8__CF162_07950
ERR1913247.48742__1.48742	1297617__A0A0S2W117__C7373_1068
ERR1913247.48772__1.48772	216816__D6D9J4__DPC6320_0487
ERR1913247.48926__1.48926	246787__I8V2S2__BACCELL_02524
ERR1913247.48970__1.48970	246787__A0A0P0FV02__AA416_03728
ERR1913247.49086__1.49086	821__A0A3E4WAR6__DXD64_10735
ERR1913247.49259__1.49259	823__E1YR62__HMPREF1059_02331
ERR1913247.49276__1.49276	246787__I9QX02__HMPREF1062_01641
ERR1913247.49256__1.49256	1432052__A0A1E3AED8__BLA28_24990
ERR1913247.49412__1.49412	10678__GeneID:2777413
ERR1913247.49606__1.49606	10678__GeneID:2777413
ERR1913247.49616__1.49616	10678__GeneID:2777400
ERR1913247.49807__1.49807	1262911__R6GPM2__BN557_00937
ERR1913247.49842__1.49842	564__B7LVH7__VL22_0208320
ERR1913247.49939__1.49939	10678__GeneID:2777408
ERR1913247.50110__1.50110	216816__A0A2N0SME6__BLIF_1881
ERR1913247.50088__1.50088	1262911__R6H212__BN557_01031
ERR1913247.50248__1.50248	216816__A0A0S2ML20__B5780_2007
ERR1913247.50249__1.50249	216816__A0A0S2ML20__B5780_2007
ERR1913247.50356__1.50356	328813__A0A1Y3QZ64__B5G41_14235
ERR1913247.50400__1.50400	1262889__R7HCH8__BN634_01555
ERR1913247.50755__1.50755	214856__R6Y2Y4__ERS852447_01086
ERR1913247.50882__1.50882	10678__GeneID:2777431
ERR1913247.50949__1.50949	246787__A0A0P0GCR8__xynD_3
ERR1913247.51012__1.51012	28118__F9ZAB4__B5F93_06270
ERR1913247.51020__1.51020	1851568__A0A1B8YKN4__Phpb_01224
ERR1913247.51057__1.51057	214856__I3YPR5__ERS852447_01364
ERR1913247.51161__1.51161	40518__R5DZ16__DXD86_01455
ERR1913247.51165__1.51165	418240__R7CMK4__ERS852478_03653
ERR1913247.51239__1.51239	47678__A5ZJ80__BACCAC_02965
ERR1913247.51442__1.51442	360807__A0A0M6WAF4__ERS852392_02663
ERR1913247.51459__1.51459	610243__A0A060QJF7__ASAP_2763
ERR1913247.51667__1.51667	626932__G5H6N6__HMPREF9450_00596
ERR1913247.51656__1.51656	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913247.51878__1.51878	1262911__R6GPB1__BN557_00837
ERR1913247.51897__1.51897	246787__R6K756__HMPREF1062_01819
ERR1913247.52171__1.52171	100886__E2NSF9__rpoB
ERR1913247.52289__1.52289	39496__A5Z5I2__EUBVEN_00963
ERR1913247.52315__1.52315	216816__Q8G585__APC1473_0508
ERR1913247.52320__1.52320	1432052__A0A1E3AVT1__BEI60_31910
ERR1913247.52365__1.52365	10678__GeneID:2777383
ERR1913247.52374__1.52374	216816__D6DD25__APC1482_1109
ERR1913247.52384__1.52384	216816__V6XY04__APK78_02285
ERR1913247.52517__1.52517	216816__B7GP87__HMPREF0177_01055
ERR1913247.52692__1.52692	1262873__R6XPN7__BN605_01643
ERR1913247.52711__1.52711	357276__B6W5Q9__HMPREF1063_03125
ERR1913247.52715__1.52715	818__A0A0P0F391__BJP75_009470
ERR1913247.52851__1.52851	100886__E2NR09__CATMIT_01012
ERR1913247.52986__1.52986	216816__D6DCL7__BFS26_02835
ERR1913247.53123__1.53123	214856__R6XKW1__ERS852559_01141
ERR1913247.53136__1.53136	1147152__GeneID:14181992
ERR1913247.53449__1.53449	10868__GeneID:1261859
ERR1913247.53599__1.53599	216816__D6DC91__DXC72_07710
ERR1913247.53660__1.53660	1501391__GCA_000786575.1_00076
ERR1913247.53854__1.53854	357276__A0A076IP73__BACDOR_04237
ERR1913247.53929__1.53929	84026__C0EEH7__CLOSTMETH_02263
ERR1913247.53971__1.53971	1501391__GCA_000786575.1_00033
ERR1913247.54279__1.54279	216816__D6D9A3__BLNIAS_01911
ERR1913247.54337__1.54337	2173__A0A1D2WY02__BK798_00680
ERR1913247.54368__1.54368	1965576__A0A1Y4LEK6__B5F19_12555
ERR1913247.54467__1.54467	563769__GeneID:6973158
ERR1913247.54439__1.54439	630129__A0A087B617__BKAS_1320
ERR1913247.54404__1.54404	214856__I3YPR2__Alfi_2720
ERR1913247.54536__1.54536	562__P46855__PU39_09885
ERR1913247.54603__1.54603	10678__GeneID:2777481
ERR1913247.54648__1.54648	487175__R5EJE4__HMPREF9439_01295
ERR1913247.54862__1.54862	214856__R6Z3P8__ERS852559_01737
ERR1913247.54887__1.54887	1262992__R5D8P4__BN795_00650
ERR1913247.55125__1.55125	1796652__ltrA_3
ERR1913247.55260__1.55260	216816__C2GUV2__APC1478_0430
ERR1913247.55357__1.55357	1147152__GeneID:14181982
ERR1913247.55373__1.55373	216816__A0A396FVC5__BL71B_00290
ERR1913247.55462__1.55462	216816__A0A1S2VTC3__BLIC_e00847
ERR1913247.55636__1.55636	214856__A0A174CRY5__ERS852559_01060
ERR1913247.55812__1.55812	39492__D4JRM9__bglB_2
ERR1913247.55814__1.55814	487175__R5DYU5__HMPREF9439_02354
ERR1913247.55846__1.55846	418240__R7CMK4__ERS852478_03653
ERR1913247.55852__1.55852	562__P76135__CTY41_23560
ERR1913247.55971__1.55971	10678__GeneID:2777422
ERR1913247.56025__1.56025	1501391__GCA_000786575.1_00091
ERR1913247.56219__1.56219	10678__GeneID:2777418
ERR1913247.56128__1.56128	84026__C0EHK6__CLOSTMETH_03351
ERR1913247.56185__1.56185	39486__B0GA02__HMPREF9457_02273
ERR1913247.56264__1.56264	1262911__R6GZ01__BN557_00641
ERR1913247.56357__1.56357	84030__D4CF64__B5F06_00220
ERR1913247.56472__1.56472	556259__I0PYL9__BSGG_5205
ERR1913247.56619__1.56619	10678__GeneID:2777457
ERR1913247.56678__1.56678	216816__E8MVM4__APC1480_1562
ERR1913247.56644__1.56644	31971__R7G9E4__EUBDOL_01348
ERR1913247.56808__1.56808	418240__C6JGZ2__ERS852478_02682
ERR1913247.56856__1.56856	39486__B0G9D1__DXC93_13935
ERR1913247.56857__1.56857	1965576__A0A1Y4LJU5__B5F19_05340
ERR1913247.56861__1.56861	1501391__GCA_000786575.1_00027
ERR1913247.57024__1.57024	100886__A0A174KEC0__CATMIT_00757
ERR1913247.57072__1.57072	214856__R6XKW1__ERS852559_01141
ERR1913247.57100__1.57100	1262911__R6GPM2__BN557_00937
ERR1913247.57219__1.57219	10678__GeneID:2777481
ERR1913247.57428__1.57428	1501391__GCA_000786575.1_00108
ERR1913247.57434__1.57434	100886__E2NQ89__ERS852383_05211
ERR1913247.57498__1.57498	216816__B7GQF4__vapC
ERR1913247.57533__1.57533	40518__R5E2U9__RBL263_01292
ERR1913247.57616__1.57616	1262911__R6GZW9__BN557_00833
ERR1913247.57677__1.57677	10678__GeneID:2777402
ERR1913247.57886__1.57886	214856__I3YPI7__pepD_1
ERR1913247.57888__1.57888	1660__A0A1N1W2Z3__CYJ22_03245
ERR1913247.57902__1.57902	28116__A7LYG5__M089_5828
ERR1913247.58036__1.58036	1501391__GCA_000786575.1_00103
ERR1913247.58276__1.58276	214856__I3YPN9__ERS852447_01389
ERR1913247.58205__1.58205	394340__nrdD
ERR1913247.58352__1.58352	47678__R5U558__ERS852558_02232
ERR1913247.58441__1.58441	216816__B7GQF0__CE170_00160
ERR1913247.58462__1.58462	214856__A0A174ZLX0__ERS852559_00738
ERR1913247.58527__1.58527	1432052__F7K3J3__BEI63_08945
ERR1913247.58607__1.58607	47678__A5ZI88__BACCAC_02617
ERR1913247.58654__1.58654	39492__D4JU81__xseA
ERR1913247.58755__1.58755	28116__A0A1Y4PTX5__SAMN05192582_104017
ERR1913247.58821__1.58821	40518__R5DUG7__sbcC
ERR1913247.58839__1.58839	10868__GeneID:1261859
ERR1913247.59004__1.59004	214856__R6Y2Y4__ERS852447_01086
ERR1913247.59014__1.59014	88431__A0A3D0EYE9__rafA
ERR1913247.59083__1.59083	1501391__GCA_000786575.1_00140
ERR1913247.59241__1.59241	84030__R5M407__B5F06_02915
ERR1913247.59253__1.59253	562__P0AF07__motB_2
ERR1913247.59309__1.59309	1501391__GCA_000786575.1_00018
ERR1913247.59358__1.59358	357276__D1JZM4__HMPREF1065_01278
ERR1913247.59655__1.59655	216816__C2GTV2__BLIF_0674
ERR1913247.59595__1.59595	357276__U6R8F9__DXD47_04035
ERR1913247.59611__1.59611	10678__GeneID:2777413
ERR1913247.59674__1.59674	508451__Q74LE3__CBF69_08660
ERR1913247.59806__1.59806	1965576__A0A1Y4LL50__B5F19_06615
ERR1913247.59824__1.59824	10678__GeneID:2777403
ERR1913247.59863__1.59863	10678__GeneID:2777422
ERR1913247.60016__1.60016	562__P63202__gadW
ERR1913247.60130__1.60130	329854__R7E733__DXD57_00120
ERR1913247.60161__1.60161	1232426__rpoB
ERR1913247.60197__1.60197	216816__A0A0A0UDU9__BL1246
ERR1913247.60464__1.60464	357276__I9R2M6__BSEG_03499
ERR1913247.60956__1.60956	10678__GeneID:2777399
ERR1913247.60958__1.60958	39492__D4JT87__clpC
ERR1913247.61274__1.61274	1262911__R6GY78__BN557_00532
ERR1913247.61714__1.61714	33039__R6PZ42__mprA_2
ERR1913247.61847__1.61847	246787__A0A3D6AWM8__BACCELL_01963
ERR1913247.62166__1.62166	40518__R5DZE2__DXD86_07400
ERR1913247.62231__1.62231	246787__A0A0P0GIS1__BcellWH2_02680
ERR1913247.62336__1.62336	418240__A0A173XSX9__ERS852523_01591
ERR1913247.62497__1.62497	39492__D4JRM9__bglB_2
ERR1913247.62530__1.62530	823__A6LFW2__M095_1860
ERR1913247.62705__1.62705	246787__A0A3D6B2C7__BcellWH2_03259
ERR1913247.62963__1.62963	1501391__GCA_000786575.1_00106
ERR1913247.63061__1.63061	1501391__GCA_000786575.1_00002
ERR1913247.63063__1.63063	10678__GeneID:2777456
ERR1913247.63064__1.63064	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913247.63136__1.63136	10868__GeneID:1261859
ERR1913247.63148__1.63148	33039__R6PZ42__mprA_2
ERR1913247.63121__1.63121	216816__C2GUV2__APC1478_0430
ERR1913247.63132__1.63132	28116__R6JI94__ERS852555_01222
ERR1913247.63466__1.63466	1354__I6T8W5__EB10_02349
ERR1913247.63635__1.63635	1501391__GCA_000786575.1_00055
ERR1913247.63685__1.63685	246787__A0A0P0FV02__AA416_03728
ERR1913247.63688__1.63688	1796652__ltrA_3
ERR1913247.64492__1.64492	418240__C6JGW8__ERS852523_02296
ERR1913247.64634__1.64634	357276__A0A076IN30__DXD47_09350
ERR1913247.64804__1.64804	10678__GeneID:2777481
ERR1913247.64977__1.64977	360807__A0A1Q6TAH8__RIL183_11271
ERR1913247.65106__1.65106	357276__I9FTR0__HMPREF1065_02861
ERR1913247.65124__1.65124	853__A0A2J4JL53__CRH10_10795
ERR1913247.65095__1.65095	562__A0A0E1LDD5__B9N12_14240
ERR1913247.65336__1.65336	46503__R6XCJ0__PARMER_01847
ERR1913247.65491__1.65491	820__A0A174M9V5__M093_0237
ERR1913247.65560__1.65560	40518__A0A2N0UQR6__RBATCC27255_01177
ERR1913247.65577__1.65577	823__A0A355XKQ8__DHP27_04010
ERR1913247.65650__1.65650	214856__I3YPQ0__ERS852447_01379
ERR1913247.66125__1.66125	246787__A0A0P0GG22__BACCELL_01899
ERR1913247.66135__1.66135	1965576__A0A1Y4LQA6__B5F19_06455
ERR1913247.66252__1.66252	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913247.66273__1.66273	487174__K0WT60__DDY40_05170
ERR1913247.66288__1.66288	357276__A6L053__ABI39_04450
ERR1913247.66341__1.66341	84030__R5M2A8__B5F06_09860
ERR1913247.66531__1.66531	10678__GeneID:2777434
ERR1913247.66731__1.66731	84030__D4CAF7__B5F06_09600
ERR1913247.66858__1.66858	1262911__R6GZX7__BN557_00838
ERR1913247.66810__1.66810	371601__I9US45__BXY_27540
ERR1913247.66995__1.66995	564886__GeneID:6973115
ERR1913247.67332__1.67332	10678__GeneID:2777408
ERR1913247.67285__1.67285	487174__R5FN40__HMPREF9448_01366
ERR1913247.67286__1.67286	28116__A0A1Y4PWZ5__DXF98_14885
ERR1913247.67405__1.67405	216816__A0A061M1M5__HMPREF0177_01046
ERR1913247.67452__1.67452	1943580__A0A1V4AMG2__B0D78_01740
ERR1913247.67630__1.67630	10678__GeneID:2777494
ERR1913247.67665__1.67665	47678__R5U8Y1__BACCAC_02615
ERR1913247.67702__1.67702	10678__GeneID:2777400
ERR1913247.67735__1.67735	487174__K0WS78__HMPREF9448_02825
ERR1913247.68086__1.68086	10678__GeneID:2777408
ERR1913247.68147__1.68147	1262911__R6GS52__BN557_00834
ERR1913247.68182__1.68182	33039__D4M5J1__spoIIIAE_2
ERR1913247.68215__1.68215	40518__R5DS23__DXD86_01715
ERR1913247.68283__1.68283	84030__D4MQJ3__B5F06_00535
ERR1913247.68319__1.68319	47678__A5ZI88__BACCAC_02617
ERR1913247.68379__1.68379	1432052__A0A1E3AJB0__lacF_4
ERR1913247.68543__1.68543	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913247.68481__1.68481	28025__D3R3B0__BALAC2494_00912
ERR1913247.68496__1.68496	214856__R5UN64__ERS852447_02669
ERR1913247.68607__1.68607	1262911__R6H2J2__BN557_01228
ERR1913247.69303__1.69303	552398__F4XH41__HMPREF0866_02942
ERR1913247.69422__1.69422	246787__R6KM92__AA416_01456
ERR1913247.69502__1.69502	10678__GeneID:2777494
ERR1913247.69615__1.69615	1262911__R6GPM2__BN557_00937
ERR1913247.69650__1.69650	562__P63202__gadW
ERR1913247.69663__1.69663	1232426__fhs
ERR1913247.69695__1.69695	47678__A0A174H7W9__ERS852494_00524
ERR1913247.70316__1.70316	216816__B7GTP7__BLIC_h02039
ERR1913247.70815__1.70815	544644__GCA_001915615.1_00364
ERR1913247.71174__1.71174	357276__I8WAB8__B5F00_08100
ERR1913247.71233__1.71233	40518__R5DNY7__RBATCC27255_00367
ERR1913247.71309__1.71309	216816__D6DCL7__BFS26_02835
ERR1913247.71283__1.71283	1501391__GCA_000786575.1_00024
ERR1913247.71408__1.71408	136841__Q9I4X2__CJT94_02025
ERR1913247.71571__1.71571	357276__C3R5C9__HMPREF1063_00213
ERR1913247.71586__1.71586	216816__A0A0M0VK23__BLGT_09805
ERR1913247.71651__1.71651	562__P0ABR8__antA
ERR1913247.71667__1.71667	214856__R6Y7P0__ERS852447_00307
ERR1913247.71730__1.71730	39492__R6SA81__EUBSIR_00402
ERR1913247.71813__1.71813	246787__A0A0P0FYF1__HMPREF1062_05374
ERR1913247.71816__1.71816	40518__R5DQJ0__DXD93_03790
ERR1913247.72022__1.72022	357276__B6VW91__BACDOR_01584
ERR1913247.72030__1.72030	246787__A0A0P0GR24__BcellWH2_03263
ERR1913247.72147__1.72147	246787__A0A0P0GMR5__HMPREF1062_04678
ERR1913247.72204__1.72204	10678__GeneID:2777478
ERR1913247.72277__1.72277	10678__GeneID:2777478
ERR1913247.72546__1.72546	40518__R5DTH7__DXD83_02405
ERR1913247.72892__1.72892	35833__E5Y1J0__HMPREF0179_00049
ERR1913247.72943__1.72943	1262882__R5MKX3__BN519_00395
ERR1913247.73147__1.73147	40518__R5DUG7__sbcC
ERR1913247.73198__1.73198	35833__E5Y5X2__HMPREF0179_01585
ERR1913247.73304__1.73304	10678__GeneID:2777424
ERR1913247.73326__1.73326	1262911__R6GUQ4__BN557_01581
ERR1913247.73367__1.73367	1262911__R6HJS5__BN557_00288
ERR1913247.73531__1.73531	40518__R5E2R8__nnr_2
ERR1913247.73609__1.73609	216816__Q8G5T7__HMPREF0175_0394
ERR1913247.73611__1.73611	10678__GeneID:2777395
ERR1913247.73988__1.73988	1262889__R7HAK5__BN634_00884
ERR1913247.74144__1.74144	418240__A0A174R660__rluD_1
ERR1913247.74199__1.74199	818__A0A1H7TGM1__BJP75_010615
ERR1913247.74220__1.74220	216816__A0A396FVC5__BL71B_00290
ERR1913247.74372__1.74372	10678__GeneID:2777420
ERR1913247.74572__1.74572	1965576__A0A1Y4LQE5__B5F19_01670
ERR1913247.74577__1.74577	1262911__R6H212__BN557_01031
ERR1913247.74589__1.74589	1099853__U5CB66__NSB1T_01370
ERR1913247.74883__1.74883	821__A0A173XDD3__DXB82_17180
ERR1913247.74910__1.74910	487175__F3QIQ4__HMPREF9439_00804
ERR1913247.74963__1.74963	40518__R5E0F2__RBATCC27255_01890
ERR1913247.74994__1.74994	216816__C5EC66__tcrA
ERR1913247.75113__1.75113	246787__R6KIG0__BcellWH2_02358
ERR1913247.75423__1.75423	214856__R6Y8K1__ERS852447_02509
ERR1913247.75517__1.75517	1965576__A0A1Y4LPM1__B5F19_02520
ERR1913247.75612__1.75612	1851568__A0A1B8YKN4__Phpb_01224
ERR1913247.75841__1.75841	508460__GCF_000585335.1_00034
ERR1913247.75933__1.75933	562__Q8XBR9__G770_00628
ERR1913247.76032__1.76032	1262911__R6GSH8__BN557_00939
ERR1913247.76065__1.76065	10678__GeneID:2777408
ERR1913247.76275__1.76275	10678__GeneID:2777408
ERR1913247.76471__1.76471	1262911__R6GQM3__BN557_01245
ERR1913247.76535__1.76535	35833__S2KT27__HMPREF0179_05324
ERR1913247.76701__1.76701	1501391__GCA_000786575.1_00025
ERR1913247.76808__1.76808	562__P76135__CTY41_23560
ERR1913247.76810__1.76810	358743__A0A0F0CES4__HMPREF9470_05082
ERR1913247.76884__1.76884	216816__A0A061M1M5__HMPREF0177_01046
ERR1913247.76853__1.76853	508460__GCF_000585335.1_00075
ERR1913247.76861__1.76861	216816__D6D9J4__DPC6320_0487
ERR1913247.76914__1.76914	216816__A0A3D8U3T8__DXD41_09580
ERR1913247.77265__1.77265	216816__A0A2N0SME6__BLIF_1881
ERR1913247.77387__1.77387	40518__R5DY73__DXD86_02865
ERR1913247.77500__1.77500	214856__A0A174CRY5__ERS852559_01060
ERR1913247.77580__1.77580	10678__GeneID:2777447
ERR1913247.77634__1.77634	216816__C2GSX7__DD678_03555
ERR1913247.77827__1.77827	1432052__A0A1E3AAQ0__BLA28_02175
ERR1913247.77837__1.77837	216816__C2GW26__chb
ERR1913247.77937__1.77937	10678__GeneID:2777438
ERR1913247.78000__1.78000	214856__R6XKT4__ERS852559_01719
ERR1913247.78121__1.78121	216816__A0A396FVC5__BL71B_00290
ERR1913247.78153__1.78153	10678__GeneID:2777481
ERR1913247.78158__1.78158	10678__GeneID:2777491
ERR1913247.78305__1.78305	818__A0A139K9H8__C5Z03_23905
ERR1913247.78511__1.78511	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913247.78699__1.78699	357276__A0A076INK2__BSEG_04225
ERR1913247.78645__1.78645	214856__R6Z4Q8__ERS852447_00885
ERR1913247.78807__1.78807	1262911__R6H174__BN557_01246
ERR1913247.78820__1.78820	1472761__GCA_002159295.1_01900
ERR1913247.79166__1.79166	1262911__R6H074__BN557_00923
ERR1913247.79193__1.79193	246787__A0A3D6B2C7__BcellWH2_03259
ERR1913247.79236__1.79236	360807__A0A396AIC7__ERS852392_01627
ERR1913247.79340__1.79340	214856__R6XRA1__vatD_3
ERR1913247.79349__1.79349	136841__Q9I2N5__DB391_04490
ERR1913247.79670__1.79670	33038__F7JZ41__CCY17_00135
ERR1913247.79835__1.79835	1501391__GCA_000786575.1_00074
ERR1913247.80468__1.80468	28116__F7L9A3__Bovatus_01458
ERR1913247.80549__1.80549	1685__A0A3D8UEL2__DRBB29_0129
ERR1913247.80587__1.80587	216816__A0A0S2ML20__B5780_2007
ERR1913247.80702__1.80702	28118__F9Z7M2__B5F99_10065
ERR1913247.80777__1.80777	10678__GeneID:2777482
ERR1913247.80895__1.80895	357276__B6W5Q7__DXD47_13945
ERR1913247.80930__1.80930	552398__F4XAK4__HMPREF0866_00322
ERR1913247.80998__1.80998	1262911__R6GZX7__BN557_00838
ERR1913247.81051__1.81051	40518__R5DZC6__mreC
ERR1913247.81258__1.81258	357276__A0A076IRX4__ABI39_13585
ERR1913247.81488__1.81488	563769__GeneID:6973158
ERR1913247.81660__1.81660	216816__A0A1S2VTC3__BLIC_e00847
ERR1913247.81733__1.81733	562__P0AF07__motB_2
ERR1913247.81785__1.81785	214856__R6YC22__ERS852447_01215
ERR1913247.81808__1.81808	626932__G5HAK0__HMPREF9450_01665
ERR1913247.82003__1.82003	1531__A8RIY5__HMPREF1087_05384
ERR1913247.81959__1.81959	246787__A0A0P0GIS1__BcellWH2_02680
ERR1913247.81978__1.81978	47678__R5U206__C5Z00_07065
ERR1913247.82219__1.82219	563769__GeneID:6973158
ERR1913247.82269__1.82269	47678__R5U2W6__CGC64_03455
ERR1913247.82354__1.82354	823__A0A395YRW4__DD466_15895
ERR1913247.82361__1.82361	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913247.82406__1.82406	214856__A0A173YXX1__ERS852559_01651
ERR1913247.82675__1.82675	40518__R5DX17__DXD86_01230
ERR1913247.82688__1.82688	1262873__R6WJE4__BN605_00456
ERR1913247.82814__1.82814	454154__G5SVN0__HMPREF9441_03447
ERR1913247.82880__1.82880	1472761__GCA_002159295.1_01982
ERR1913247.82951__1.82951	328814__GCA_004558275.1_00296
ERR1913247.83009__1.83009	28116__A0A3D2LPA1__CUY_3388
ERR1913247.83041__1.83041	1262911__R6GSH8__BN557_00939
ERR1913247.83183__1.83183	821__A0A173XDD3__DXB82_17180
ERR1913247.83324__1.83324	328814__GCA_004558275.1_00035
ERR1913247.83488__1.83488	394340__regX3_2
ERR1913247.83492__1.83492	214856__A0A174C683__ERS852559_00523
ERR1913247.83872__1.83872	10678__GeneID:2777481
ERR1913247.84011__1.84011	246787__A0A0P0GM17__BACCELL_03224
ERR1913247.84168__1.84168	487174__K0XKB7__DDY40_03475
ERR1913247.84244__1.84244	246787__A0A3D6B182__HMPREF1062_00600
ERR1913247.84296__1.84296	10678__GeneID:2777466
ERR1913247.84471__1.84471	100886__E2NP94__ERS852383_04450
ERR1913247.84637__1.84637	487174__K0XRP0__DDY40_09260
ERR1913247.84667__1.84667	562__P77616__CSC08_0123
ERR1913247.84669__1.84669	100886__E2NWF3__CATMIT_02947
ERR1913247.84888__1.84888	638849__D1Y6H3__HMPREF7215_1832
ERR1913247.84991__1.84991	508460__GCF_000585335.1_00234
ERR1913247.85038__1.85038	216816__E8MW20__DD674_07905
ERR1913247.85035__1.85035	357276__B6VW91__BACDOR_01584
ERR1913247.85148__1.85148	136841__A6V0Y0__CD800_31245
ERR1913247.85153__1.85153	10678__GeneID:2777384
ERR1913247.85161__1.85161	1147152__GeneID:14182017
ERR1913247.85251__1.85251	1090133__GeneID:14008334
ERR1913247.85328__1.85328	40518__R5DTJ1__DXD86_03635
ERR1913247.85422__1.85422	10678__GeneID:2777404
ERR1913247.85453__1.85453	28116__A0A078Q9S5__DXD69_13430
ERR1913247.85493__1.85493	563769__GeneID:6973158
ERR1913247.85513__1.85513	246787__A0A0P0GCR8__xynD_3
ERR1913247.85720__1.85720	1262911__R6GSH0__BN557_00934
ERR1913247.85938__1.85938	357276__I9RD92__BACDOR_04262
ERR1913247.86012__1.86012	100886__E2NSF9__rpoB
ERR1913247.86080__1.86080	40518__R5DRY6__RB5AMG_00549
ERR1913247.86331__1.86331	214856__I3YPR6__Alfi_2724
ERR1913247.86556__1.86556	216816__A0A087BBV6__BFS26_06210
ERR1913247.86748__1.86748	40520__R7D624__DXC87_06475
ERR1913247.86868__1.86868	28025__A0A0L7CZ24__BL03_00239
ERR1913247.86874__1.86874	610243__A0A060QJF7__ASAP_2763
ERR1913247.86971__1.86971	216816__D6ZXD1__APC1461_0104
ERR1913247.86994__1.86994	47678__A5ZJ14__ERS852494_02225
ERR1913247.87399__1.87399	1501391__GCA_000786575.1_00128
ERR1913247.87435__1.87435	246787__A0A0P0GNB7__xyl4
ERR1913247.87529__1.87529	10678__GeneID:2777410
ERR1913247.87865__1.87865	10678__GeneID:2777457
ERR1913247.87923__1.87923	10678__GeneID:2777493
ERR1913247.87941__1.87941	216816__R5MZK3__DPC6320_1630
ERR1913247.87955__1.87955	84030__D4MSB3__B5F06_07550
ERR1913247.88083__1.88083	246787__I9QX02__HMPREF1062_01641
ERR1913247.88086__1.88086	40518__R5DVL2__penA
ERR1913247.88156__1.88156	214856__R6Z320__ERS852447_02148
