ERR1913216.557__1.557	823__E1YQ32__DXC05_04185
ERR1913216.83557__1.83557	39492__D4JVG1__ERS852540_00951
ERR1913216.83594__1.83594	357276__A0A076INK2__BSEG_04225
ERR1913216.83635__1.83635	28117__B0MZ14__ALIPUT_02383
ERR1913216.84031__1.84031	214856__R6Z288__ERS852447_00734
ERR1913216.84164__1.84164	165179__A0A3E5EBY9__CFT61_01220
ERR1913216.84167__1.84167	357276__A0A0M1W9N4__GV66_05135
ERR1913216.84247__1.84247	165179__R6CNX7__DXB80_02200
ERR1913216.84560__1.84560	1262825__R5EC01__BN724_00234
ERR1913216.84805__1.84805	823__A0A355XLS2__ERS852380_02644
ERR1913216.84976__1.84976	823__A0A078SYK6__DXB14_02485
ERR1913216.85508__1.85508	821__A0A3E4XY72__NCTC10583_01067
ERR1913216.85865__1.85865	1628085__A0A374VRS5__C7386_10481
ERR1913216.85941__1.85941	357276__I8VQA2__HMPREF1065_04183
ERR1913216.86015__1.86015	46503__R6WWC9__PARMER_03215
ERR1913216.86197__1.86197	291644__I9T671__HMPREF1071_02076
ERR1913216.86318__1.86318	1262935__R5GF37__BN773_01715
ERR1913216.86731__1.86731	357276__I9R2M6__BSEG_03499
ERR1913216.86717__1.86717	1262736__R5Y6S0__BN496_00488
ERR1913216.87163__1.87163	1262935__R5GUE2__BN773_00325
ERR1913216.87165__1.87165	214856__A0A173YE57__ERS852559_00126
ERR1913216.87873__1.87873	487174__K0WUM9__HMPREF9448_02608
ERR1913216.88234__1.88234	821__A0A3E4XY72__NCTC10583_01067
ERR1913216.88479__1.88479	1262935__R5GG37__BN773_00249
ERR1913216.88796__1.88796	1897011__A0A1Q6RDX0__BHW41_05325
ERR1913216.88812__1.88812	1263000__R5EKG2__BN466_02040
ERR1913216.89111__1.89111	357276__A0A076J4B1__DXD47_03445
ERR1913216.89226__1.89226	28117__B0MXW9__ALIPUT_01981
ERR1913216.89433__1.89433	371601__I9JEF3__DXD80_17785
ERR1913216.89658__1.89658	357276__A0A076IS26__EL88_15950
ERR1913216.89665__1.89665	39492__D4JWL2__ERS852540_01201
ERR1913216.89726__1.89726	1262935__R5GGT6__BN773_00922
ERR1913216.90087__1.90087	1735__B7CDA5__EUBIFOR_02186
ERR1913216.90176__1.90176	1262888__R6PEK5__BN582_00128
ERR1913216.90235__1.90235	46228__B5CQI6__RUMLAC_01732
ERR1913216.90248__1.90248	1262992__R5CXM8__BN795_01024
ERR1913216.90308__1.90308	487174__K0X694__DIT83_09060
ERR1913216.90397__1.90397	357276__B6W1J2__BACDOR_03380
ERR1913216.90657__1.90657	39491__A0A174EQV2__DXB69_10230
ERR1913216.90790__1.90790	820__A0A3E4G493__ERS417307_00253
ERR1913216.90816__1.90816	821__A0A0P0M2J4__DXD46_10295
ERR1913216.91051__1.91051	246787__A0A108T429__BACCELL_00192
ERR1913216.91583__1.91583	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913216.91601__1.91601	291644__I9T9I5__HMPREF1071_01896
ERR1913216.91636__1.91636	357276__A0A0K2HHN3__GV66_08845
ERR1913216.91749__1.91749	40518__R5DME2__DXD86_07315
ERR1913216.92548__1.92548	291644__I9TEJ3__luxQ_1
ERR1913216.92459__1.92459	2173__A0A1D2WVF8__Msm_1030
ERR1913216.92577__1.92577	39486__G1WLK1__DXD50_02145
ERR1913216.93038__1.93038	290054__A0A1T4NGJ6__SAMN02745114_01599
ERR1913216.93373__1.93373	39491__C4ZHS4__EUR_24420
ERR1913216.93392__1.93392	544644__GCA_001915615.1_00073
ERR1913216.93547__1.93547	28118__R6F7J8__Odosp_3206
ERR1913216.93740__1.93740	1262935__R5GT76__BN773_01902
ERR1913216.93992__1.93992	820__A0A3E4W4Y7__B5G17_02055
ERR1913216.94273__1.94273	544645__A0A3E4TH88__DXC42_04955
ERR1913216.94363__1.94363	28117__R7JIJ8__BHV66_01635
ERR1913216.94411__1.94411	1735__B7CE12__EUBIFOR_02447
ERR1913216.94485__1.94485	487174__K0WZ94__HMPREF9448_00984
ERR1913216.94520__1.94520	1262935__R5GHV4__BN773_00876
ERR1913216.94999__1.94999	39491__C4Z9E9__T1815_12341
ERR1913216.95091__1.95091	28111__E5X205__NCTC11155_00661
ERR1913216.95312__1.95312	39491__R6TNE2__LD38_07270
ERR1913216.95314__1.95314	39488__C0EXY6__ltaS1_2
ERR1913216.95270__1.95270	821__A6L0C7__ERS852556_03520
ERR1913216.95478__1.95478	357276__A0A0M1W657__HMPREF1064_04629
ERR1913216.95771__1.95771	454155__F3QX41__HMPREF9442_02775
ERR1913216.96184__1.96184	46506__R5K3I5__BACSTE_02520
ERR1913216.96518__1.96518	1262889__R7HAC7__BN634_01118
ERR1913216.96632__1.96632	357276__A0A076IIL0__EL88_03065
ERR1913216.96665__1.96665	310298__B3JQJ5__BACCOP_04231
ERR1913216.96758__1.96758	46228__B5CPT8__RUMLAC_01482
ERR1913216.96988__1.96988	1262736__R5Y3S3__BN496_00193
ERR1913216.97052__1.97052	410072__A0A174DJM1__DXD67_05275
ERR1913216.97279__1.97279	2293125__A0A374C5Y6__DW917_09105
ERR1913216.97418__1.97418	823__A0A078TL61__ERS852429_00610
ERR1913216.97451__1.97451	1262736__R5YX38__BN496_01145
ERR1913216.97888__1.97888	291644__I8Y011__HMPREF1071_04228
ERR1913216.98420__1.98420	821__A0A174NM17__lacZ_6
ERR1913216.98555__1.98555	40518__R5DU92__DXD93_03170
ERR1913216.99341__1.99341	214856__R6Z4Q8__ERS852447_00885
ERR1913216.99439__1.99439	357276__I9QWD4__DXD47_15075
ERR1913216.99456__1.99456	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913216.99651__1.99651	823__A0A355XIK0__CEQ22_011965
ERR1913216.99604__1.99604	1501391__GCA_000786575.1_00117
ERR1913216.99870__1.99870	371601__A0A1Y4VNI9__CW1_3373
ERR1913216.100100__1.100100	246787__A0A0P0GPP9__BACCELL_01902
ERR1913216.100263__1.100263	371601__A0A139LNM6__BN891_32770
ERR1913216.100544__1.100544	291644__I9HRU8__ERS852428_03635
ERR1913216.100625__1.100625	2293125__A0A374C5Y6__DW917_09105
ERR1913216.100986__1.100986	291644__I9T671__HMPREF1071_02076
ERR1913216.101123__1.101123	46228__V8BL81__DXD17_11825
ERR1913216.102173__1.102173	46503__A7ABE8__ERS852463_00185
ERR1913216.103197__1.103197	853__A0A2A7B1Y7__C7K05_11930
ERR1913216.104645__1.104645	291644__R5JS80__HMPREF1532_00848
ERR1913216.105162__1.105162	1262935__R5GEC6__BN773_01664
ERR1913216.105257__1.105257	820__A0A173YYG4__evgS_3
ERR1913216.105434__1.105434	28111__E5WUX1__HMPREF1016_00548
ERR1913216.105969__1.105969	357276__I8WEZ6__BACDOR_02323
ERR1913216.106104__1.106104	544645__A0A1Y3VNI5__DXC42_05950
ERR1913216.106555__1.106555	1263006__R6LVW5__BN515_01964
ERR1913216.106835__1.106835	28111__E5X119__NCTC11155_02426
ERR1913216.107076__1.107076	291644__R5JMN9__HMPREF1532_00991
ERR1913216.107090__1.107090	28117__B0MY40__BHV66_05170
ERR1913216.107215__1.107215	357276__A0A076IS73__GV66_00410
ERR1913216.107824__1.107824	1262911__R6H0U7__BN557_01104
ERR1913216.108097__1.108097	204516__U6RPN2__HMPREF1534_00368
ERR1913216.108532__1.108532	820__A0A3E4QZJ7__C801_01798
ERR1913216.108975__1.108975	291644__I9SJB6__HMPREF1532_04086
ERR1913216.109100__1.109100	214856__A0A174EJT5__mnmA
ERR1913216.109157__1.109157	33039__D4M1A7__RTO_02350
ERR1913216.109371__1.109371	1547597__A0A0C3MHF8__DMB45_00080
ERR1913216.109374__1.109374	1262935__R5GEN3__BN773_01757
ERR1913216.109429__1.109429	821__E5UY21__C800_02204
ERR1913216.109464__1.109464	39488__A0A374N0M3__EUBHAL_02860
ERR1913216.109490__1.109490	1796613__A0A1C7GYD6__A4V03_03700
ERR1913216.109659__1.109659	649756__D4MV02__CL2_23590
ERR1913216.109677__1.109677	745368__A0A1T4XIF3__SAMN02745178_01889
ERR1913216.109684__1.109684	357276__B6VT86__IY41_22515
ERR1913216.109844__1.109844	357276__A0A076IXE0__HMPREF1064_04364
ERR1913216.110032__1.110032	357276__A0A0K2HDV9__DXD47_02600
ERR1913216.110522__1.110522	454155__F3QSU2__HMPREF9442_01256
ERR1913216.110848__1.110848	357276__I9RD92__BACDOR_04262
ERR1913216.110908__1.110908	28117__R7JIJ8__BHV66_01635
ERR1913216.111142__1.111142	1472761__GCA_002159295.1_01419
ERR1913216.111143__1.111143	1628085__A0A396MGZ2__C7386_12111
ERR1913216.111394__1.111394	2173__A0A1D2WST6__METSMIALI_00213
ERR1913216.111429__1.111429	1628085__A0A396QBL9__C7386_10351
ERR1913216.111673__1.111673	1262935__R5GHS7__BN773_01245
ERR1913216.111876__1.111876	544644__GCA_001915615.1_01040
ERR1913216.111879__1.111879	291644__I8Y0K6__HMPREF1532_04085
ERR1913216.112433__1.112433	371601__A0A1H4AUL8__BXY_43960
ERR1913216.112632__1.112632	291644__I9T671__HMPREF1071_02076
ERR1913216.112559__1.112559	357276__I9FU68__HMPREF1063_00557
ERR1913216.113016__1.113016	853__C7H7F8__yccM_1
ERR1913216.113131__1.113131	1262911__R6H2J2__BN557_01228
ERR1913216.113221__1.113221	39492__D4JW25__EUBSIR_02203
ERR1913216.113367__1.113367	1262935__R5GT62__BN773_01738
ERR1913216.113459__1.113459	39491__R6TQ09__DXC13_03010
ERR1913216.113537__1.113537	291644__R5J8I9__ERS852428_03546
ERR1913216.113553__1.113553	357276__B6VW91__BACDOR_01584
ERR1913216.113581__1.113581	246787__A0A108TGC9__BACCELL_01371
ERR1913216.113608__1.113608	1262889__R7HAK5__BN634_00884
ERR1913216.113685__1.113685	487174__K0XG81__HMPREF9448_02274
ERR1913216.113764__1.113764	818__A0A0N7I9H8__ERS852461_00040
ERR1913216.113884__1.113884	291644__I9TEJ3__luxQ_1
ERR1913216.114144__1.114144	820__A0A174RFI5__SAMN05444418_12240
ERR1913216.114282__1.114282	33043__A0A173ZEP9__araC_1
ERR1913216.114339__1.114339	214856__R6XS02__ERS852447_01685
ERR1913216.114430__1.114430	214856__A0A175A6T5__ERS852447_02658
ERR1913216.114485__1.114485	1262958__R7H434__BN645_00617
ERR1913216.115101__1.115101	410072__A0A173Y4Y6__ERS852389_02300
ERR1913216.115344__1.115344	2293125__A0A374CMH5__DW917_00750
ERR1913216.115780__1.115780	28116__A0A1Y4PHM7__DXA80_25130
ERR1913216.115862__1.115862	1262935__R5GUE2__BN773_00325
ERR1913216.115901__1.115901	1262935__R5GCS7__BN773_00941
ERR1913216.116036__1.116036	357276__I9QBT7__BSEG_03340
ERR1913216.116162__1.116162	1160721__W0U8M9__RBI_II00386
ERR1913216.116284__1.116284	649756__A0A173SZT1__ftsW_3
ERR1913216.116409__1.116409	1263000__R5EKG2__BN466_02040
ERR1913216.116648__1.116648	820__A0A3E4W4Y7__B5G17_02055
ERR1913216.116734__1.116734	1262992__R5CXM7__BN795_01016
ERR1913216.117107__1.117107	1262911__R6H2J2__BN557_01228
ERR1913216.117269__1.117269	357276__A0A076IS26__EL88_15950
ERR1913216.117345__1.117345	556259__I0PXW0__BSGG_5187
ERR1913216.117414__1.117414	357276__A0A0M1W4C0__DXD47_07095
ERR1913216.117605__1.117605	487174__K0XLV6__DIT83_00940
ERR1913216.117667__1.117667	1262935__R5GTJ9__BN773_01876
ERR1913216.117753__1.117753	1262935__R5GUT3__BN773_00488
ERR1913216.117802__1.117802	28118__F9Z750__Odosp_3044
ERR1913216.117807__1.117807	246787__I8V2S2__BACCELL_02524
ERR1913216.117823__1.117823	823__A6LC27__DXB14_11470
ERR1913216.117825__1.117825	39491__R6UMS6__DXD13_07035
ERR1913216.118296__1.118296	823__A0A174UI22__CF162_13840
ERR1913216.118408__1.118408	821__D4VC51__M099_1508
ERR1913216.118587__1.118587	46228__B5CPX5__RUMLAC_01520
ERR1913216.118632__1.118632	1262935__R5GLG4__BN773_00617
ERR1913216.118694__1.118694	1262743__R5C054__BN727_01980
ERR1913216.118859__1.118859	1262736__R5Y3S3__BN496_00193
ERR1913216.118891__1.118891	165179__A0A3E5EA43__DXC61_07775
ERR1913216.118894__1.118894	28117__B0MWZ9__ALIPUT_01735
ERR1913216.119044__1.119044	1263000__R5EUM2__BN466_01747
ERR1913216.119099__1.119099	39492__B0MP07__ERS852540_02083
ERR1913216.119484__1.119484	1262935__R5GUQ0__BN773_00559
ERR1913216.119501__1.119501	39492__R6SA81__EUBSIR_00402
ERR1913216.119669__1.119669	46228__B5CSZ6__HMPREF1202_01560
ERR1913216.120173__1.120173	357276__A0A174L570__GV66_05720
ERR1913216.120237__1.120237	1262911__R6H1D2__BN557_00855
ERR1913216.120418__1.120418	823__A0A355XGQ3__prmC
ERR1913216.120708__1.120708	820__A0A139K9Q2__DXD40_08795
ERR1913216.121381__1.121381	487174__K0WT60__DDY40_05170
ERR1913216.121473__1.121473	823__A0A355XKQ8__DHP27_04010
ERR1913216.121529__1.121529	291644__I8YWU4__HMPREF1532_01473
ERR1913216.121697__1.121697	1262911__R6H2J2__BN557_01228
ERR1913216.121995__1.121995	46506__R5K437__DXC34_00685
ERR1913216.122341__1.122341	454154__G5SVN0__HMPREF9441_03447
ERR1913216.122358__1.122358	1262935__R5GSZ0__BN773_01827
ERR1913216.122400__1.122400	328814__GCA_004558275.1_00074
ERR1913216.122508__1.122508	33039__R6PZ42__mprA_2
ERR1913216.122742__1.122742	1262889__R7H889__BN634_02048
ERR1913216.122784__1.122784	46503__R6X5E7__PARMER_00245
ERR1913216.122840__1.122840	28111__E5WYP5__BACEGG_00185
ERR1913216.123090__1.123090	39491__C4ZCV5__DXB99_11855
ERR1913216.123478__1.123478	357276__C3RA36__HMPREF1065_03270
ERR1913216.123845__1.123845	821__A0A3E4WAR6__DXD64_10735
ERR1913216.124387__1.124387	46228__V8CE19__DXD17_01950
ERR1913216.124459__1.124459	46228__V8C7Q2__RUMLAC_01460
ERR1913216.125145__1.125145	357276__A0A1Y3Z6X3__GV66_07715
ERR1913216.125401__1.125401	820__A0A174DZ97__SAMN05444418_101240
ERR1913216.125432__1.125432	820__A0A174P0L5__glcK_3
ERR1913216.125710__1.125710	487174__K0WTQ3__HMPREF9448_02140
ERR1913216.125737__1.125737	214856__R5UN64__ERS852447_02669
ERR1913216.125773__1.125773	820__A0A139KHX1__HMPREF2141_00289
ERR1913216.125799__1.125799	820__A0A3E4FZM1__adaA_2
ERR1913216.125829__1.125829	2293125__A0A374BSW4__DW917_13420
ERR1913216.125867__1.125867	357276__I8WEZ6__BACDOR_02323
ERR1913216.126612__1.126612	820__A0A1Y3V743__M093_0235
ERR1913216.126840__1.126840	39492__R6SPM9__pheT
ERR1913216.126843__1.126843	1776045__A0A0U5J7K7__BN3456_00132
ERR1913216.127194__1.127194	821__A0A0P0L8F8__ERS852509_03705
ERR1913216.127564__1.127564	357276__A0A076INR8__EL88_12300
ERR1913216.127893__1.127893	821__A0A3E4KIM1__M097_3660
ERR1913216.128016__1.128016	39492__D4JR58__EUBSIR_02090
ERR1913216.128083__1.128083	47678__R5U3D5__DW706_05635
ERR1913216.128259__1.128259	291644__I9TLT3__inlJ_2
ERR1913216.128265__1.128265	357276__A0A0K2HDP3__IY41_00705
ERR1913216.128421__1.128421	1262889__R7HF34__BN634_01261
ERR1913216.128514__1.128514	1262911__R6H2J2__BN557_01228
ERR1913216.128877__1.128877	39492__D4MIY5__EUBSIR_00233
ERR1913216.129224__1.129224	39491__A0A396FMF1__EUR_28700
ERR1913216.129438__1.129438	1897011__A0A1Q6RJU8__BHW41_00020
ERR1913216.129609__1.129609	2293125__A0A374C5Y6__DW917_09105
ERR1913216.129650__1.129650	39488__A0A174GS53__dnaC_1
ERR1913216.129745__1.129745	357276__A0A076IXE0__HMPREF1064_04364
ERR1913216.130219__1.130219	649756__E5VJS7__mecR1_3
ERR1913216.130339__1.130339	823__A0A173RD26__B5F32_03910
ERR1913216.130619__1.130619	28117__R7JIJ8__BHV66_01635
ERR1913216.130640__1.130640	40518__R5DVL2__penA
ERR1913216.130642__1.130642	28117__R7JIJ8__BHV66_01635
ERR1913216.130675__1.130675	1262736__R5YX38__BN496_01145
ERR1913216.130677__1.130677	357276__I9QBT7__BSEG_03340
ERR1913216.131362__1.131362	165179__A0A3E5AER8__DXB80_07075
ERR1913216.131482__1.131482	165179__A0A3E5DN34__DXC61_07865
ERR1913216.131820__1.131820	46503__R6X275__DD461_10840
ERR1913216.132156__1.132156	204516__U6RDD8__HMPREF1534_02559
ERR1913216.132273__1.132273	410072__A0A174LAX8__DXD67_10655
ERR1913216.132637__1.132637	291644__I9SQZ5__ERS852428_01656
ERR1913216.132682__1.132682	1262889__R7H889__BN634_02048
ERR1913216.132734__1.132734	33043__A0A173ZEP9__araC_1
ERR1913216.132869__1.132869	1501391__GCA_000786575.1_00040
ERR1913216.132964__1.132964	1897011__A0A1Q6RE67__BHW41_04635
ERR1913216.133041__1.133041	1628085__A0A2U1BAH2__C7386_11127
ERR1913216.133224__1.133224	46228__V8CHJ4__RUMLAC_00753
ERR1913216.133350__1.133350	853__A0A2A7B1Y7__C7K05_11930
ERR1913216.133396__1.133396	820__A0A139K4W5__HMPREF2141_02394
ERR1913216.133651__1.133651	40520__A0A174IJ62__DXC87_06795
ERR1913216.133707__1.133707	821__E5UMZ6__BVU_1450
ERR1913216.133911__1.133911	291644__I9SIM2__evgS_11
ERR1913216.134203__1.134203	1660__A0A1N1WW14__HMPREF0970_00485
ERR1913216.134279__1.134279	246787__I8V2S2__BACCELL_02524
ERR1913216.134297__1.134297	166486__D4L0B2__ERS852572_03035
ERR1913216.134309__1.134309	357276__I9R4T1__IY41_06800
ERR1913216.134433__1.134433	28118__R6F891__NCTC10826_02656
ERR1913216.134570__1.134570	218538__C9LM16__csm1
ERR1913216.134809__1.134809	1262935__R5GF37__BN773_01715
ERR1913216.134810__1.134810	39492__D4JT75__EUBSIR_01776
ERR1913216.135203__1.135203	28118__F9ZAS2__B5F93_06130
ERR1913216.135482__1.135482	820__A0A3E4RUC4__DHU98_02635
ERR1913216.135660__1.135660	2293125__A0A374C5Y6__DW917_09105
ERR1913216.136554__1.136554	291644__I8Z4N9__HMPREF1532_01310
ERR1913216.136555__1.136555	165179__A0A229I3Z6__PREVCOP_03666
ERR1913216.137393__1.137393	1628085__A0A2U1BHS7__C7386_101494
ERR1913216.137521__1.137521	357276__A0A076IS26__EL88_15950
ERR1913216.137688__1.137688	357276__I8WML9__DXD47_10570
ERR1913216.137905__1.137905	821__A0A396EVC9__DXB90_03525
ERR1913216.138089__1.138089	39488__C0EX25__DXD91_11965
ERR1913216.138128__1.138128	106588__A6NUL8__BACCAP_01900
ERR1913216.138311__1.138311	2173__A0A1D2WUH4__METSMIALI_01323
ERR1913216.138871__1.138871	853__A0A174AML0__FPR_08640
ERR1913216.139432__1.139432	357276__I9FGI3__EL88_12385
ERR1913216.139521__1.139521	745368__A0A1T4Y7V7__SAMN02745178_02833
ERR1913216.139975__1.139975	820__A0A173W419__DXC68_17760
ERR1913216.140275__1.140275	204516__U6RFV1__HMPREF1534_02560
ERR1913216.140548__1.140548	1262935__R5GRH5__BN773_01147
ERR1913216.140514__1.140514	338188__A0A174ETX3__ERS852397_01955
ERR1913216.140584__1.140584	291645__I8XPK0__HMPREF1068_01554
ERR1913216.140607__1.140607	454154__G5SMP1__HMPREF9441_00617
ERR1913216.140664__1.140664	165179__A0A174SA26__PREVCOP_05758
ERR1913216.140874__1.140874	371601__D7J4W7__CW3_3382
ERR1913216.140933__1.140933	357276__D1JYA0__EL88_06560
ERR1913216.141103__1.141103	821__A0A395UNT8__DXD64_15275
ERR1913216.141132__1.141132	821__A0A174RA14__M099_1655
ERR1913216.141144__1.141144	35833__E5Y8F3__HMPREF0179_02471
ERR1913216.141329__1.141329	821__D4VD59__BHV80_04260
ERR1913216.141346__1.141346	46503__A7AII9__ERS852463_00984
ERR1913216.141560__1.141560	28111__R5K5X6__NCTC11155_02508
ERR1913216.141642__1.141642	28117__B0MSR5__BHV66_02095
ERR1913216.142543__1.142543	291644__I9T2C4__HMPREF1071_02429
ERR1913216.142655__1.142655	28111__R5K222__bglX_7
ERR1913216.142685__1.142685	165179__A0A3E5DWZ6__DXC61_10880
ERR1913216.142817__1.142817	487174__R5F4K8__HMPREF9448_01532
ERR1913216.143182__1.143182	39488__A0A174GS53__dnaC_1
ERR1913216.143412__1.143412	418240__C6J8B6__ERS852523_03677
ERR1913216.143402__1.143402	35833__E5Y8F3__HMPREF0179_02471
ERR1913216.143884__1.143884	1262935__R5GU54__BN773_00232
ERR1913216.143954__1.143954	823__D0TGE9__ERS852429_03294
ERR1913216.144137__1.144137	239935__A0A2N8INZ4__CXU08_03560
ERR1913216.144166__1.144166	357276__A0A076IRZ5__BACDOR_00630
ERR1913216.144291__1.144291	28111__R5JPF7__BACEGG_02051
ERR1913216.144527__1.144527	1262888__R6P7H6__BN582_00267
ERR1913216.144549__1.144549	28116__A0A1Y4Q112__evgS_13
ERR1913216.144609__1.144609	820__A0A3E4VZT7__DXB48_16145
ERR1913216.144718__1.144718	28118__F9Z9B0__SAMEA44545918_02179
ERR1913216.144741__1.144741	487174__K0WX28__HMPREF9448_02178
ERR1913216.144757__1.144757	357276__A0A0M1W1I8__ABI39_13620
ERR1913216.144847__1.144847	28117__B0MWC6__BHV66_00965
ERR1913216.144896__1.144896	357276__C3R9Y0__HMPREF1064_01889
ERR1913216.145101__1.145101	28111__E5WTU8__BACEGG_01922
ERR1913216.145308__1.145308	1501391__GCA_000786575.1_00040
ERR1913216.145319__1.145319	884684__GCA_002892425.1_01408
ERR1913216.145875__1.145875	46503__A7ADV9__ERS852463_01504
ERR1913216.145900__1.145900	1262935__R5GV51__BN773_00707
ERR1913216.146113__1.146113	29361__B6FKH5__CLONEX_00621
ERR1913216.146273__1.146273	1680__A0A173XYA2__B0703_0121
ERR1913216.146534__1.146534	487174__K0XES7__HMPREF9448_00566
ERR1913216.146625__1.146625	39491__A0A396FFW0__ERE_10580
ERR1913216.146736__1.146736	1262958__R7H597__BN645_00658
ERR1913216.146812__1.146812	371601__D0TKK0__HMPREF1074_02427
ERR1913216.147115__1.147115	40518__R5DVV1__RBATCC27255_00999
ERR1913216.147307__1.147307	487174__K0X909__HMPREF9448_01469
ERR1913216.147399__1.147399	39492__D4JWB3__EUBSIR_00040
ERR1913216.147514__1.147514	40518__R5DLU0__fmt
ERR1913216.147521__1.147521	1262945__R6YFE7__BN600_01049
ERR1913216.147573__1.147573	1262889__R7H960__BN634_00690
ERR1913216.147577__1.147577	357276__B6W1Y1__BSEG_03960
ERR1913216.147737__1.147737	357276__I9QWD4__DXD47_15075
ERR1913216.147750__1.147750	28117__B0MU76__ALIPUT_00202
ERR1913216.148086__1.148086	1262935__R5GFW3__BN773_00404
ERR1913216.148325__1.148325	46228__V8CGF0__HMPREF1202_00126
ERR1913216.148741__1.148741	39491__A0A395UWZ1__DXC13_02175
ERR1913216.148873__1.148873	410072__A0A3E4GPD6__DXD67_10205
ERR1913216.148923__1.148923	357276__I8VLL2__HMPREF1065_03395
ERR1913216.149113__1.149113	820__A0A3E5BMG9__DXD40_05130
ERR1913216.149331__1.149331	214856__I3YPR6__Alfi_2724
ERR1913216.149505__1.149505	357276__I9QWD4__DXD47_15075
ERR1913216.150103__1.150103	46228__V8CCW7__DXD17_07330
ERR1913216.150442__1.150442	357276__B6W1J2__BACDOR_03380
ERR1913216.150583__1.150583	28111__E5X333__NCTC11155_03016
ERR1913216.150805__1.150805	821__U6RDC2__DXD46_15675
ERR1913216.150808__1.150808	357276__A0A076IXE0__HMPREF1064_04364
ERR1913216.150789__1.150789	1262911__R6H2J2__BN557_01228
ERR1913216.150891__1.150891	1262945__R7A098__BN600_00317
ERR1913216.150923__1.150923	40518__R5DYU1__DXD86_01160
ERR1913216.151067__1.151067	39492__D4JWM0__atpF
ERR1913216.151449__1.151449	820__A0A174M9V5__M093_0237
ERR1913216.151473__1.151473	820__R9HP61__DXC91_01090
ERR1913216.151799__1.151799	357276__I8WEY2__ABI39_04185
ERR1913216.152004__1.152004	1965631__A0A1Y4AIV0__B5F90_04660
ERR1913216.152410__1.152410	357276__A0A076ISD9__EL88_07480
ERR1913216.152673__1.152673	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913216.152701__1.152701	46228__V8BYF1__HMPREF1202_02029
ERR1913216.152806__1.152806	357276__A0A0K2HDP3__IY41_00705
ERR1913216.152861__1.152861	820__A0A173W419__DXC68_17760
ERR1913216.153136__1.153136	1150298__A0A174SLE6__mlc_1
ERR1913216.153164__1.153164	28111__R5JQ07__BACEGG_03203
ERR1913216.153243__1.153243	357276__I9QWD4__DXD47_15075
ERR1913216.154540__1.154540	1550024__A0A0D8IZ03__ASJ35_10695
ERR1913216.155068__1.155068	239935__A0A2N8IU45__DEF40_02365
ERR1913216.155513__1.155513	2293125__A0A374BSW4__DW917_13420
ERR1913216.155594__1.155594	487174__R5F016__DDY40_05675
ERR1913216.155963__1.155963	39491__A0A174K1W6__DXB99_15020
ERR1913216.156696__1.156696	871325__A0A1M4TSZ2__SAMN05444349_102236
ERR1913216.156748__1.156748	1262935__R5GH71__BN773_01017
ERR1913216.157284__1.157284	291644__I8YR49__ERS852428_01188
ERR1913216.157382__1.157382	291644__I9TD23__HMPREF1532_01622
ERR1913216.157533__1.157533	1262935__R5GT62__BN773_01738
ERR1913216.157778__1.157778	46228__V8CBW1__HMPREF1202_00636
ERR1913216.158083__1.158083	28117__B0MY41__BHV66_05165
ERR1913216.158510__1.158510	28117__B0MWZ9__ALIPUT_01735
ERR1913216.158660__1.158660	1262886__R6QKQ6__BN563_01547
ERR1913216.158792__1.158792	357276__A0A076IIL0__EL88_03065
ERR1913216.159150__1.159150	820__A0A139KEW8__DXB64_06405
ERR1913216.159238__1.159238	47678__A5ZHL2__DXB67_12495
ERR1913216.159302__1.159302	823__A0A355XLS2__ERS852380_02644
ERR1913216.159624__1.159624	39491__A0A395V5L2__ERE_28270
ERR1913216.160097__1.160097	1262992__R5D0P4__BN795_01631
ERR1913216.160099__1.160099	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913216.160104__1.160104	823__A0A395YRW4__DD466_15895
ERR1913216.160122__1.160122	357276__B6VVS0__HMPREF1064_03951
