ERR1913252.674__1.674	1262924__R7HST1__BN585_00215
ERR1913252.65919__1.65919	820__A0A3E4W7J3__DXC07_00330
ERR1913252.66021__1.66021	821__A0A0P0L8F8__ERS852509_03705
ERR1913252.66356__1.66356	165179__A0A229I3Z6__PREVCOP_03666
ERR1913252.66566__1.66566	165179__A0A3E5ED28__PREVCOP_06655
ERR1913252.66671__1.66671	2293125__A0A374BUM7__DW917_12980
ERR1913252.66711__1.66711	1735__A0A395WAL9__EUBIFOR_01618
ERR1913252.67178__1.67178	820__A0A139KA34__B5G17_05520
ERR1913252.67162__1.67162	310298__B3JQJ5__BACCOP_04231
ERR1913252.67169__1.67169	28116__A0A1Y4PTX5__SAMN05192582_104017
ERR1913252.67629__1.67629	823__A0A355XLT7__HMPREF1075_03402
ERR1913252.67761__1.67761	40520__R7D9K2__DXC87_04105
ERR1913252.67822__1.67822	28118__F9Z3J9__B5F93_07500
ERR1913252.67894__1.67894	165179__A0A3E5EAM5__DXC61_07785
ERR1913252.67905__1.67905	2293125__A0A374C8A8__DW917_07550
ERR1913252.68012__1.68012	418240__A0A174S4S6__adaA_5
ERR1913252.68079__1.68079	1262930__R6A2Q0__BN693_00487
ERR1913252.68089__1.68089	218538__C9LR48__GCWU000321_00316
ERR1913252.68121__1.68121	1262930__R5ZVH8__BN693_01324
ERR1913252.68138__1.68138	328814__GCA_004558275.1_00067
ERR1913252.68303__1.68303	2293125__A0A374BN09__DW917_16245
ERR1913252.68649__1.68649	1550024__G9RP69__ASJ35_11625
ERR1913252.69435__1.69435	310298__B3JQJ5__BACCOP_04231
ERR1913252.69446__1.69446	1262930__R6AUX8__BN693_00160
ERR1913252.69543__1.69543	357276__I9R994__BACDOR_04044
ERR1913252.69650__1.69650	165179__A0A3E5EAM5__DXC61_07785
ERR1913252.69739__1.69739	46503__R6WUT7__NCTC13052_01657
ERR1913252.69744__1.69744	544645__A0A1U7L9U1__DXC42_00420
ERR1913252.69786__1.69786	1150298__A0A174IG30__ERS852535_01135
ERR1913252.69789__1.69789	1262924__R7HRR0__BN585_00872
ERR1913252.69879__1.69879	853__A0A173T0Y8__CGS54_07215
ERR1913252.69940__1.69940	39490__R5U5S2__ERS852448_00874
ERR1913252.69996__1.69996	39491__D4JM76__DXC13_02150
ERR1913252.70151__1.70151	1262930__R6AHR6__BN693_00452
ERR1913252.70261__1.70261	820__A0A3E4VXP2__yesR
ERR1913252.70285__1.70285	853__A0A174C5M1__CGS58_04460
ERR1913252.70303__1.70303	1263109__GCA_000438135.1_01422
ERR1913252.70351__1.70351	357276__A0A0K2HKT7__B5F95_21090
ERR1913252.70391__1.70391	1262924__R7HQV3__BN585_00017
ERR1913252.70719__1.70719	357276__B6W1J2__BACDOR_03380
ERR1913252.70810__1.70810	2108523__A0A2P2F8A7__LAWASA_2275
ERR1913252.70989__1.70989	165179__D1PGU8__PREVCOP_06463
ERR1913252.71137__1.71137	626933__H1DGX0__HMPREF9449_01506
ERR1913252.71107__1.71107	853__D4JY61__C4N21_10560
ERR1913252.71269__1.71269	165179__D1PHC0__PREVCOP_06640
ERR1913252.71353__1.71353	39491__A0A396FJJ9__DXB76_11995
ERR1913252.71439__1.71439	310298__B3JPR1__BACCOP_03861
ERR1913252.71747__1.71747	28116__A0A078Q626__HMPREF1070_02735
ERR1913252.71914__1.71914	818__A0A139JW76__BJP75_002555
ERR1913252.72315__1.72315	28118__R6FGS2__DER54_04485
ERR1913252.72612__1.72612	1262992__R5CX54__BN795_00843
ERR1913252.72886__1.72886	818__R7KZF1__C5Z03_07410
ERR1913252.72862__1.72862	1262930__R6AS47__BN693_01577
ERR1913252.72994__1.72994	357276__A6L053__ABI39_04450
ERR1913252.73078__1.73078	1262930__R6AQF3__BN693_01271
ERR1913252.73256__1.73256	357276__C3RA36__HMPREF1065_03270
ERR1913252.73316__1.73316	823__A0A395YVY3__ERS852513_03204
ERR1913252.73382__1.73382	410072__A0A173S1W0__COPCOM_00541
ERR1913252.73760__1.73760	1262992__R5D3X7__BN795_00539
ERR1913252.73910__1.73910	1735__B7CDQ5__EUBIFOR_02338
ERR1913252.74022__1.74022	853__A0A2A7B1Y7__C7K05_11930
ERR1913252.74028__1.74028	310298__B3JQD7__BACCOP_04095
ERR1913252.74030__1.74030	46503__R6Y8M7__ERS852463_01228
ERR1913252.74125__1.74125	820__A0A3E4VXP2__yesR
ERR1913252.74368__1.74368	820__A0A174F696__macB_13
ERR1913252.74386__1.74386	360807__A0A396AFY2__ERS852444_00427
ERR1913252.74355__1.74355	165179__A0A229I3Z6__PREVCOP_03666
ERR1913252.74408__1.74408	39488__A0A173RGK1__ERS852450_00574
ERR1913252.74531__1.74531	46506__R6B8Z4__SAMN05444283_11711
ERR1913252.74580__1.74580	39491__D6E118__DXB69_05765
ERR1913252.74635__1.74635	166486__A0A173T114__ROSINTL182_05085
ERR1913252.74878__1.74878	2293125__A0A374BUM7__DW917_12980
ERR1913252.75089__1.75089	357276__A0A076IN21__BSEG_03078
ERR1913252.75107__1.75107	1262930__R5ZVH8__BN693_01324
ERR1913252.75245__1.75245	821__I9R3W6__DXC16_12455
ERR1913252.75232__1.75232	165179__A0A3E5DY64__CFT61_10025
ERR1913252.75233__1.75233	823__A6LEF1__CF162_12695
ERR1913252.75363__1.75363	1262992__R5CY96__BN795_00067
ERR1913252.75495__1.75495	1262911__R6GPI7__BN557_00907
ERR1913252.75525__1.75525	2293125__A0A374BSW4__DW917_13420
ERR1913252.75589__1.75589	820__A7V470__HMPREF1072_02076
ERR1913252.75926__1.75926	165179__D1PGU8__PREVCOP_06463
ERR1913252.76306__1.76306	214856__A0A174ZEW0__ERS852447_00985
ERR1913252.76319__1.76319	823__A0A073I5R7__cloSI
ERR1913252.76360__1.76360	166486__D4KW38__ERS852572_02341
ERR1913252.76454__1.76454	165179__A0A3E5A5E5__DXC61_13965
ERR1913252.76462__1.76462	310298__B3JQJ5__BACCOP_04231
ERR1913252.76480__1.76480	165179__A0A3E5EAM5__DXC61_07785
ERR1913252.76785__1.76785	1150298__A0A174HXS4__ERS852498_00503
ERR1913252.76757__1.76757	821__A0A0P0M5Z6__BVU_0429
ERR1913252.76887__1.76887	626929__F3PE27__SAMN05444376_0469
ERR1913252.77183__1.77183	823__A6L9D3__ERS852560_03374
ERR1913252.77208__1.77208	2293125__A0A374BSW4__DW917_13420
ERR1913252.77381__1.77381	820__A7V049__DXB48_04755
ERR1913252.77535__1.77535	165179__A0A3E5EAM5__DXC61_07785
ERR1913252.77591__1.77591	28118__F9ZAE1__DF785_04930
ERR1913252.77604__1.77604	1203556__S3ABT2__HMPREF1478_00399
ERR1913252.77765__1.77765	357276__I9R2M6__BSEG_03499
ERR1913252.77868__1.77868	1262948__R7E9D9__BN671_01880
ERR1913252.77983__1.77983	820__A7V9F9__B5G17_14640
ERR1913252.77897__1.77897	1262930__R6AEC7__BN693_00159
ERR1913252.78402__1.78402	165179__R6B8D8__DXC61_09245
ERR1913252.78475__1.78475	1262930__R6A1N0__BN693_00917
ERR1913252.78656__1.78656	823__A0A174UR44__M095_2641
ERR1913252.79006__1.79006	820__A0A139K5A6__DXB48_12175
ERR1913252.79163__1.79163	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913252.79183__1.79183	74426__group_4808
ERR1913252.79285__1.79285	821__C6Z451__BHV80_04265
ERR1913252.79449__1.79449	1680__A0A173Y6N7__yhaH
ERR1913252.79688__1.79688	821__A0A174NVL6__NCTC10583_01782
ERR1913252.79703__1.79703	310298__B3JQL6__BACCOP_04252
ERR1913252.79891__1.79891	2293125__A0A374BSW4__DW917_13420
ERR1913252.79899__1.79899	28118__F9Z923__B5F93_10455
ERR1913252.79935__1.79935	39488__A0A174BS94__DXD91_16570
ERR1913252.80004__1.80004	821__A0A174NM17__lacZ_6
ERR1913252.80074__1.80074	823__C7XBX3__HMPREF1059_03212
ERR1913252.80079__1.80079	820__A0A374Q1D8__SAMN05444418_112114
ERR1913252.80186__1.80186	1263044__GCA_000433375.1_00353
ERR1913252.80207__1.80207	165179__A0A3E5EAM5__DXC61_07785
ERR1913252.80167__1.80167	74426__argF
ERR1913252.80461__1.80461	33039__D4M0J9__ERS852577_03924
ERR1913252.80521__1.80521	39488__A0A374NTX6__DXD91_03400
ERR1913252.80678__1.80678	371601__C3R084__DXD80_12980
ERR1913252.81369__1.81369	1150298__A0A174Q6Q0__ERS852406_00063
ERR1913252.81449__1.81449	74426__rpoC
ERR1913252.81638__1.81638	1150298__A0A174T452__kfoC_3
ERR1913252.81737__1.81737	165179__A0A229I7F5__DXB80_02650
ERR1913252.81888__1.81888	1262930__R5ZWP2__BN693_01542
ERR1913252.82045__1.82045	1263107__GCA_000436995.1_00103
ERR1913252.82481__1.82481	39488__A0A173ZWK0__EHLA_2903
ERR1913252.82388__1.82388	310298__B3JLT9__BACCOP_02886
ERR1913252.82619__1.82619	88431__A6BIL9__ERS852573_01301
ERR1913252.82660__1.82660	46503__R6X0L4__DXB61_05325
ERR1913252.82800__1.82800	166486__D4KJ39__ERS852572_02622
ERR1913252.82803__1.82803	820__A0A3E4G2R7__DXC07_00510
ERR1913252.83516__1.83516	487174__K0XA48__DDY40_03955
ERR1913252.83731__1.83731	820__A0A174VD39__DXD90_12235
ERR1913252.83837__1.83837	1262992__R5D303__BN795_01389
ERR1913252.83840__1.83840	2293125__A0A374BSW4__DW917_13420
ERR1913252.84167__1.84167	821__A0A395VLM8__BvMPK_3650
ERR1913252.84145__1.84145	1262992__R5DBE5__BN795_01410
ERR1913252.84458__1.84458	165179__D1PHC0__PREVCOP_06640
ERR1913252.84611__1.84611	821__D4V4X2__DXC16_18525
ERR1913252.84612__1.84612	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913252.84694__1.84694	821__A0A396F9T7__M097_3427
ERR1913252.84795__1.84795	165179__D1PHC0__PREVCOP_06640
ERR1913252.85134__1.85134	165179__A0A3E5EAM5__DXC61_07785
ERR1913252.85227__1.85227	487174__K0XH97__HMPREF9448_01909
ERR1913252.85230__1.85230	33039__A0A174Y8E4__suhB
ERR1913252.85354__1.85354	45851__D4S0F7__BUTYVIB_01576
ERR1913252.85438__1.85438	821__A0A173WG51__BVU_2549
ERR1913252.85550__1.85550	1099853__U5CA60__NSB1T_01535
ERR1913252.85671__1.85671	1262930__R6AUX8__BN693_00160
ERR1913252.85695__1.85695	310298__B3JQL6__BACCOP_04252
ERR1913252.85771__1.85771	2108523__A0A2P2F6U5__LAWASA_1727
ERR1913252.85836__1.85836	46503__R6X5W5__HMPREF1078_03156
ERR1913252.85845__1.85845	821__A0A174JYD3__ERS852457_02610
ERR1913252.86208__1.86208	820__A0A374QGD2__ERS852421_02382
ERR1913252.86247__1.86247	165179__A0A3E5EAM5__DXC61_07785
ERR1913252.86653__1.86653	84112__F0HMN7__Elen_3038
ERR1913252.86933__1.86933	1150298__R7JTQ3__rne
ERR1913252.87299__1.87299	820__A0A174A6K0__M093_0079
ERR1913252.87321__1.87321	292800__A0A1C7FR40__ERS852518_06781
ERR1913252.87487__1.87487	357276__A0A0K2HJA6__DXD47_07320
ERR1913252.87554__1.87554	1262739__R6M9P7__BN659_01903
ERR1913252.87596__1.87596	165179__A0A3E5A5E5__DXC61_13965
ERR1913252.87600__1.87600	165179__A0A3E5ED28__PREVCOP_06655
ERR1913252.87940__1.87940	823__A0A355XKQ8__DHP27_04010
ERR1913252.87998__1.87998	1262930__R6AS47__BN693_01577
ERR1913252.88004__1.88004	88431__A0A174EJA6__DXB16_03345
ERR1913252.88052__1.88052	820__A0A173W419__DXC68_17760
ERR1913252.88193__1.88193	74426__rplS
ERR1913252.88295__1.88295	1262992__R5D4Q0__BN795_01630
ERR1913252.88264__1.88264	853__C7H1R8__DW905_06675
ERR1913252.88461__1.88461	853__A0A2A7B9I6__DW855_13690
ERR1913252.88428__1.88428	166486__D4L458__ROSINTL182_07088
ERR1913252.88473__1.88473	39488__R6GBC5__DXD91_06450
ERR1913252.88604__1.88604	166486__R6AY46__ROSINTL182_06128
ERR1913252.88742__1.88742	46503__A7AH78__DD461_04085
ERR1913252.88767__1.88767	418240__C6JH11__ERS852523_02507
ERR1913252.88918__1.88918	384638__B7AVU0__BACPEC_02840
ERR1913252.89009__1.89009	39488__C0EVP9__ERS852450_03163
ERR1913252.89136__1.89136	28116__A0A078Q626__HMPREF1070_02735
ERR1913252.89283__1.89283	821__A0A174V2F3__NCTC10583_01474
ERR1913252.89319__1.89319	818__R7KLE6__BJP75_004275
ERR1913252.89386__1.89386	823__A6LHJ7__ERS852380_00253
ERR1913252.89441__1.89441	46503__R6WU62__PARMER_00182
ERR1913252.89637__1.89637	371601__A0A174KGU6__CW3_4554
ERR1913252.89671__1.89671	46506__B0NP81__SAMN05444283_10688
ERR1913252.89732__1.89732	371601__A0A174FWT4__SAMN04487924_11134
ERR1913252.89807__1.89807	901__B6WR27__lnt
ERR1913252.90291__1.90291	1262930__R6A1N0__BN693_00917
ERR1913252.90296__1.90296	310298__B3JFK5__BACCOP_00655
ERR1913252.90375__1.90375	487174__K0WUW8__DDY40_02615
ERR1913252.90482__1.90482	46503__R6Y2Y6__ERS852463_03103
ERR1913252.90521__1.90521	166486__D4KZ69__ERS852572_01502
ERR1913252.90528__1.90528	39486__B0G4D8__DXB12_07700
ERR1913252.90777__1.90777	487174__K0X7X4__DIT83_09125
ERR1913252.90804__1.90804	165179__A0A3E5DN34__DXC61_07865
ERR1913252.90841__1.90841	165179__A0A3E5DN34__DXC61_07865
ERR1913252.90955__1.90955	853__D4JY61__C4N21_10560
ERR1913252.90989__1.90989	28116__A0A1Y4Q112__evgS_13
ERR1913252.91011__1.91011	823__A6L9W2__DXB14_07905
ERR1913252.91170__1.91170	820__A0A174M9V5__M093_0237
ERR1913252.91372__1.91372	357276__C3RDQ5__HMPREF1065_03827
ERR1913252.91636__1.91636	821__A0A0P0M6M0__M097_4734
ERR1913252.92056__1.92056	820__A7V470__HMPREF1072_02076
ERR1913252.92240__1.92240	310298__B3JQJ5__BACCOP_04231
ERR1913252.92325__1.92325	821__A0A078R9Y9__M097_2119
ERR1913252.92506__1.92506	310298__B3JGJ2__BACCOP_00994
ERR1913252.92485__1.92485	853__R6QDR1__C4N27_08170
ERR1913252.92672__1.92672	2293125__A0A374BSW4__DW917_13420
ERR1913252.92903__1.92903	1262992__R5DCM8__BN795_01561
ERR1913252.92958__1.92958	165179__R6XLJ7__CFT61_06250
ERR1913252.93093__1.93093	165179__D1PGU8__PREVCOP_06463
ERR1913252.93128__1.93128	33039__D4M1B1__ERS852577_03971
ERR1913252.93240__1.93240	2293125__A0A374BSW4__DW917_13420
ERR1913252.93514__1.93514	626930__F3PYU5__HMPREF9446_03903
ERR1913252.93600__1.93600	649756__R7C5S2__CL2_01190
ERR1913252.93792__1.93792	821__A0A396F598__CUU_3259
ERR1913252.93961__1.93961	853__A0A2A7B9I6__DW855_13690
ERR1913252.93972__1.93972	40520__A0A174HUC5__DXB81_16470
ERR1913252.93988__1.93988	820__A0A174GYA8__DXB64_07370
ERR1913252.94097__1.94097	310298__B3JEV6__BACCOP_00400
ERR1913252.94463__1.94463	310298__B3JK49__BACCOP_02273
ERR1913252.94473__1.94473	310298__B3JGL4__BACCOP_01016
ERR1913252.94480__1.94480	39777__J4QBI2__HMPREF0870_00031
ERR1913252.94552__1.94552	74426__rpoC
ERR1913252.94966__1.94966	821__A0A174JYD3__ERS852457_02610
ERR1913252.95033__1.95033	39486__R6TIP5__DXD50_08735
ERR1913252.95272__1.95272	410072__A0A174D6E7__ERS852574_01257
ERR1913252.96273__1.96273	357276__C3R9Y0__HMPREF1064_01889
ERR1913252.96401__1.96401	301301__A0A395VC27__adaA_5
ERR1913252.96467__1.96467	165179__D1PCL6__DXB80_13435
ERR1913252.96376__1.96376	1262930__R6AB27__BN693_00390
ERR1913252.96561__1.96561	2293125__A0A374BUM7__DW917_12980
ERR1913252.96862__1.96862	166486__D4L082__yicI_5
ERR1913252.97143__1.97143	165179__A0A229I7F5__DXB80_02650
ERR1913252.97337__1.97337	165179__A0A174SA26__PREVCOP_05758
ERR1913252.97350__1.97350	1262992__R5CXK6__BN795_00999
ERR1913252.97444__1.97444	649756__B0P0D0__ERS852571_02742
ERR1913252.97557__1.97557	1262911__R6HN87__BN557_00926
ERR1913252.97660__1.97660	28111__E5X123__BACEGG_03115
ERR1913252.97721__1.97721	166486__D4KWL4__ROSINTL182_06052
ERR1913252.97813__1.97813	28111__E5WZR2__HMPREF1016_02168
ERR1913252.97841__1.97841	33039__R6P284__spoIIIE
ERR1913252.98069__1.98069	821__A6L0C7__ERS852556_03520
ERR1913252.98088__1.98088	165179__A0A3E5AHY4__CFT61_07675
ERR1913252.98278__1.98278	1150298__A0A174HG99__ERS852498_00387
ERR1913252.98348__1.98348	820__A0A396EUU8__luxQ_3
ERR1913252.98493__1.98493	1262988__R7N577__BN816_02671
ERR1913252.98579__1.98579	1262948__R7E6E7__BN671_00098
ERR1913252.98707__1.98707	165179__A0A3E5AHY4__CFT61_07675
ERR1913252.98909__1.98909	821__A0A174V2F3__NCTC10583_01474
ERR1913252.98953__1.98953	818__A0A3E5HPU8__ERS852430_01891
ERR1913252.99028__1.99028	39488__R5G6A7__DXD91_05835
ERR1913252.99351__1.99351	40520__R7DB69__lgt_1
ERR1913252.99863__1.99863	46506__A0A108TBL0__BACSTE_01998
ERR1913252.99947__1.99947	1497954__A0A133Y5K7__HMPREF1870_02176
ERR1913252.100204__1.100204	1262924__R7HRE7__BN585_00055
ERR1913252.100446__1.100446	165179__D1PHC0__PREVCOP_06640
ERR1913252.100518__1.100518	487174__K0WXI5__DDY40_07185
ERR1913252.100537__1.100537	310298__B3JED9__BACCOP_00230
ERR1913252.100552__1.100552	1304__A0A1W5ZD60__TZ99_01678
ERR1913252.100669__1.100669	39496__A5ZAD6__EUBVEN_02683
ERR1913252.100895__1.100895	39486__B0G7S5__DXD50_04355
ERR1913252.100976__1.100976	310298__B3JK49__BACCOP_02273
ERR1913252.100962__1.100962	626933__H1DGX0__HMPREF9449_01506
ERR1913252.101039__1.101039	28118__F9Z332__NCTC10826_03194
ERR1913252.101432__1.101432	1150298__A0A174SZP5__ERS852535_02327
ERR1913252.101956__1.101956	1262924__R7HPU8__BN585_00010
ERR1913252.102055__1.102055	310298__B3JNH3__BACCOP_03486
ERR1913252.102086__1.102086	328814__GCA_004558275.1_01000
ERR1913252.102174__1.102174	823__A6LHJ7__ERS852380_00253
ERR1913252.102186__1.102186	1262992__R5DE88__BN795_00202
ERR1913252.102940__1.102940	853__A0A3E2U7E6__ERS852582_01640
ERR1913252.103233__1.103233	820__A0A174QLF0__SAMN05444418_109151
ERR1913252.103234__1.103234	165179__A0A174SA26__PREVCOP_05758
ERR1913252.103326__1.103326	1263044__GCA_000433375.1_03385
ERR1913252.103496__1.103496	1262930__R6AQM8__BN693_01323
ERR1913252.103538__1.103538	821__A6L0C7__ERS852556_03520
ERR1913252.103551__1.103551	165179__D1PHC0__PREVCOP_06640
ERR1913252.103563__1.103563	1262948__R7E7S9__BN671_01345
ERR1913252.103591__1.103591	1965632__A0A1Y4A628__B5F91_13735
ERR1913252.104593__1.104593	40520__A0A396A2X5__ERS852533_01341
ERR1913252.104804__1.104804	357276__A0A076IYG1__B5F95_22465
ERR1913252.105256__1.105256	821__A0A0P0LFP6__C5Z04_13890
ERR1913252.105988__1.105988	818__A0A3E5HDU6__C799_04515
ERR1913252.106034__1.106034	649756__L1Q1A0__ERS852425_01427
ERR1913252.106248__1.106248	1262930__R5ZV69__BN693_01268
ERR1913252.106289__1.106289	2293125__A0A374BUM7__DW917_12980
ERR1913252.106376__1.106376	853__D4JY61__C4N21_10560
ERR1913252.106704__1.106704	1262930__R6AA23__BN693_01312
ERR1913252.106988__1.106988	418240__A0A174R660__rluD_1
ERR1913252.107180__1.107180	821__A0A3E4KIM1__M097_3660
ERR1913252.107326__1.107326	165179__A0A3E5AAM8__DXB80_10240
ERR1913252.107374__1.107374	821__A0A395UNT8__DXD64_15275
ERR1913252.107886__1.107886	1262924__R7HQI4__BN585_00500
ERR1913252.107994__1.107994	818__A0A3E5HNS1__BSIG_0465
ERR1913252.108049__1.108049	544645__A0A3E4T275__DXC42_12265
ERR1913252.108203__1.108203	165179__R6B8D8__DXC61_09245
ERR1913252.108356__1.108356	410072__C0B801__mucD
ERR1913252.108381__1.108381	357276__A0A0K2HDP3__IY41_00705
ERR1913252.108464__1.108464	39488__A0A174HCB2__ERS852450_02287
ERR1913252.108412__1.108412	1262924__R7HRE7__BN585_00055
ERR1913252.108930__1.108930	166486__D4L398__ERS852572_03633
ERR1913252.109447__1.109447	165179__D1PHC0__PREVCOP_06640
ERR1913252.109589__1.109589	853__A0A2A7B1Y7__C7K05_11930
ERR1913252.110098__1.110098	1550024__A0A3B9WM87__TQ39_06420
ERR1913252.110341__1.110341	166486__R6AY46__ROSINTL182_06128
ERR1913252.110539__1.110539	310297__R5W0Z1__BACPLE_02183
ERR1913252.110550__1.110550	387661__K6ACM8__HMPREF1077_00750
ERR1913252.110610__1.110610	384639__GCA_003096855.1_00971
ERR1913252.110734__1.110734	818__Q8AAI7__SAMN05216253_10875
ERR1913252.110738__1.110738	165179__A0A3E5AER8__DXB80_07075
ERR1913252.110758__1.110758	1735__B7C932__EUBIFOR_00689
ERR1913252.110895__1.110895	357276__D1JZM4__HMPREF1065_01278
ERR1913252.111092__1.111092	820__A0A078STJ8__DXC68_04690
ERR1913252.111201__1.111201	165179__D1PGU8__PREVCOP_06463
ERR1913252.111355__1.111355	165179__A0A3E5AER8__DXB80_07075
ERR1913252.111480__1.111480	166486__D4KZ45__ROSINTL182_05738
ERR1913252.111532__1.111532	1262930__R6AY75__BN693_00384
ERR1913252.111775__1.111775	1262930__R6AUX8__BN693_00160
ERR1913252.111817__1.111817	357276__B6W1Y5__IY41_11405
ERR1913252.111977__1.111977	357276__A0A076ITU4__EL88_22160
ERR1913252.112024__1.112024	166486__D4KX00__ROSINTL182_07577
ERR1913252.112048__1.112048	165179__R6XLJ7__CFT61_06250
ERR1913252.112534__1.112534	165179__R6B8D8__DXC61_09245
ERR1913252.112678__1.112678	821__A0A174NM17__lacZ_6
ERR1913252.112861__1.112861	357276__A0A076IS73__GV66_00410
ERR1913252.113015__1.113015	821__A6L0C7__ERS852556_03520
ERR1913252.113217__1.113217	1262930__R6A8N0__BN693_02179
ERR1913252.113522__1.113522	165179__R6XLJ7__CFT61_06250
ERR1913252.113558__1.113558	820__R9I3N4__M093_0061
ERR1913252.113815__1.113815	853__A0A2A7A4A9__C4N21_14870
ERR1913252.114394__1.114394	1262924__R7HUG0__BN585_00790
ERR1913252.114446__1.114446	1099853__G9S6V8__NSB1T_06170
ERR1913252.114447__1.114447	371601__A0A078QBF2__HMPREF1074_01001
ERR1913252.114478__1.114478	2293125__A0A374C9I8__DW917_06795
ERR1913252.114481__1.114481	310298__B3JQJ5__BACCOP_04231
ERR1913252.114963__1.114963	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913252.114972__1.114972	33039__D4M5D2__ERS852424_00738
ERR1913252.115105__1.115105	33025__A0A395JBA9__C8D73_10486
ERR1913252.115008__1.115008	74426__rpoB
ERR1913252.115198__1.115198	166486__D4KVZ2__cbiT
ERR1913252.115252__1.115252	487174__K0X429__HMPREF9448_00932
ERR1913252.115494__1.115494	818__A0A2J6AAA9__NCTC10582_00162
ERR1913252.115773__1.115773	820__R9I2U8__DXC68_09590
ERR1913252.115793__1.115793	1262988__R7N3Y4__BN816_00210
ERR1913252.115902__1.115902	410072__A0A174QU55__luxQ
ERR1913252.116279__1.116279	458033__GCA_001482755.1_02203
ERR1913252.116322__1.116322	2293125__A0A374BUM7__DW917_12980
ERR1913252.116626__1.116626	1628085__A0A1C6AZZ4__C7386_101481
ERR1913252.117091__1.117091	1262930__R6A3C4__BN693_01255
ERR1913252.117257__1.117257	853__A0A3E2U7E6__ERS852582_01640
ERR1913252.118304__1.118304	39491__D4JMW8__ERS852497_01971
ERR1913252.118803__1.118803	1262911__R6GPM2__BN557_00937
ERR1913252.119047__1.119047	1262924__R7HPX8__BN585_00310
ERR1913252.119052__1.119052	2293125__A0A374BSW4__DW917_13420
ERR1913252.119187__1.119187	821__R9HFW2__DXD01_00365
ERR1913252.119288__1.119288	1262992__R5DE42__BN795_00179
ERR1913252.119412__1.119412	2293125__A0A374C9I8__DW917_06795
ERR1913252.119733__1.119733	820__A0A3E5E9Y8__DXD90_09110
ERR1913252.119841__1.119841	166486__R6AY46__ROSINTL182_06128
ERR1913252.120013__1.120013	39496__A5Z3H5__EUBVEN_00221
ERR1913252.120022__1.120022	360807__A0A173WE18__prkC_2
ERR1913252.120246__1.120246	821__A0A3E4HP25__SAMN04487923_102450
ERR1913252.120573__1.120573	39491__C4Z9Y3__ERS852417_01808
ERR1913252.120816__1.120816	165179__A0A3E5DN34__DXC61_07865
ERR1913252.120822__1.120822	165179__A0A3E5AHY4__CFT61_07675
ERR1913252.121390__1.121390	46503__K5ZM81__DCY29_16460
ERR1913252.121407__1.121407	1262930__R6A775__BN693_00822
ERR1913252.121382__1.121382	166486__D4KYM4__ERS852572_02981
ERR1913252.121795__1.121795	165179__D1PCL6__DXB80_13435
ERR1913252.121796__1.121796	165179__A0A3E5EAM5__DXC61_07785
ERR1913252.122160__1.122160	820__A0A396EUV1__B5G17_06465
ERR1913252.122231__1.122231	165179__A0A3E5ED28__PREVCOP_06655
ERR1913252.122443__1.122443	1262911__R6HG22__BN557_01336
ERR1913252.122649__1.122649	28116__E5C3L8__DXF98_06270
ERR1913252.122791__1.122791	357276__A0A0K2HJA6__DXD47_07320
ERR1913252.122916__1.122916	46503__R6WVI6__HMPREF1060_03610
ERR1913252.123147__1.123147	357276__A0A076IYE6__IY41_04275
ERR1913252.123212__1.123212	357276__I8WDF1__B5F00_02455
ERR1913252.123408__1.123408	310298__B3JFK5__BACCOP_00655
ERR1913252.123601__1.123601	821__A0A0N7J7X2__SAMN04487923_101621
ERR1913252.123705__1.123705	46503__B7B776__DXB85_00355
ERR1913252.123815__1.123815	820__A0A174VD39__DXD90_12235
ERR1913252.123926__1.123926	2293125__A0A374BSW4__DW917_13420
ERR1913252.123928__1.123928	821__A0A173XDD3__DXB82_17180
ERR1913252.124056__1.124056	166486__D4KZ14__inlA_1
ERR1913252.124126__1.124126	544644__GCA_001915615.1_01718
ERR1913252.124137__1.124137	1550024__G9RWW8__TQ39_12140
ERR1913252.124198__1.124198	310298__B3JFS5__BACCOP_00726
ERR1913252.124316__1.124316	33039__A0A173V4G5__ERS852577_02906
ERR1913252.124433__1.124433	1262930__R6AUX8__BN693_00160
