ERR1913315.80__1.80	649756__L1Q8X1__DCR88_03995
ERR1913315.27505__1.27505	821__A0A0P0M2J4__DXD46_10295
ERR1913315.27667__1.27667	820__A0A139KIL9__DXC68_05945
ERR1913315.27716__1.27716	1262743__R5C054__BN727_01980
ERR1913315.27698__1.27698	39491__A0A395ZG74__licR
ERR1913315.27760__1.27760	187327__G4Q2T1__ACDG_01978
ERR1913315.27779__1.27779	187327__G4Q682__Acin_1672
ERR1913315.27823__1.27823	187327__G4Q6A3__ACDG_01732
ERR1913315.27841__1.27841	821__A0A174WBC9__ERS852556_03145
ERR1913315.27858__1.27858	649756__D4MTX1__DCR88_05080
ERR1913315.27894__1.27894	292800__A0A174U3S2__mleN_3
ERR1913315.27962__1.27962	28116__A0A395VRD0__HMPREF1017_03376
ERR1913315.28049__1.28049	823__A0A078SLK0__ERS852513_02755
ERR1913315.28208__1.28208	187327__G4Q5A9__Acin_2086
ERR1913315.28215__1.28215	823__A0A073I748__M096_3057
ERR1913315.28336__1.28336	820__A0A174KKV6__DXC07_02635
ERR1913315.28522__1.28522	418240__A0A174UBH5__ERS852478_01387
ERR1913315.28533__1.28533	1262869__R7CMJ2__BN625_01158
ERR1913315.28599__1.28599	39488__R5G6A7__DXD91_05835
ERR1913315.28582__1.28582	821__A0A396F9T7__M097_3427
ERR1913315.28666__1.28666	556259__I0PYL9__BSGG_5205
ERR1913315.28761__1.28761	187327__G4Q2R6__Acin_2204
ERR1913315.28798__1.28798	821__A0A3E4HP25__SAMN04487923_102450
ERR1913315.28863__1.28863	1263044__GCA_000433375.1_00023
ERR1913315.28868__1.28868	40518__R5DSI5__fieF
ERR1913315.28909__1.28909	820__A0A174CK74__DXB48_07060
ERR1913315.29130__1.29130	820__A0A139KJ23__celCCA
ERR1913315.29335__1.29335	1628085__A0A3E2XTE2__C7386_11847
ERR1913315.29429__1.29429	1262869__R7CQK4__BN625_01693
ERR1913315.29459__1.29459	39491__A0A395ZHV7__ykvU
ERR1913315.29786__1.29786	2108523__A0A2P2F677__LAWASA_1497
ERR1913315.29814__1.29814	821__A0A395UNT8__DXD64_15275
ERR1913315.30214__1.30214	216816__E8MVM4__APC1480_1562
ERR1913315.30386__1.30386	246787__A0A139L268__BcellWH2_03192
ERR1913315.30360__1.30360	821__A0A174NSU0__BVU_3144
ERR1913315.30448__1.30448	821__A0A078R9Y9__M097_2119
ERR1913315.30562__1.30562	820__A0A3E4FZM1__adaA_2
ERR1913315.30575__1.30575	821__A0A396F1N0__M099_1553
ERR1913315.30638__1.30638	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913315.30732__1.30732	28117__B0MU76__ALIPUT_00202
ERR1913315.30758__1.30758	1550024__G9RWC0__ASJ35_03560
ERR1913315.30830__1.30830	187327__G4Q864__plsC
ERR1913315.30786__1.30786	1680__A0A0B5BL52__ERS852382_00480
ERR1913315.30804__1.30804	820__A0A3E4WA06__ERS852554_03404
ERR1913315.30896__1.30896	40518__R5E6K5__speA
ERR1913315.30898__1.30898	1680__R5GZJ8__BSTER_1195
ERR1913315.31257__1.31257	820__A0A3E4PYB0__yejM
ERR1913315.31374__1.31374	187327__G4Q7V3__ACDG_00549
ERR1913315.31443__1.31443	820__A0A174QLF0__SAMN05444418_109151
ERR1913315.31476__1.31476	821__A0A395UNT8__DXD64_15275
ERR1913315.31570__1.31570	820__A0A3E4VZT7__DXB48_16145
ERR1913315.31605__1.31605	40518__R5E4X5__RB5AMG_01438
ERR1913315.31669__1.31669	820__A0A139KG60__M094_2679
ERR1913315.31717__1.31717	820__A0A173YYG4__evgS_3
ERR1913315.31787__1.31787	626929__K9EMN2__SAMN05444376_2987
ERR1913315.31797__1.31797	821__A0A396F1N0__M099_1553
ERR1913315.31815__1.31815	1150298__A0A174BE63__ERS852406_01048
ERR1913315.31848__1.31848	28117__B0MUX4__ALIPUT_00911
ERR1913315.32058__1.32058	214856__A0A175A6T5__ERS852447_02658
ERR1913315.32104__1.32104	40518__R5DZB3__RB5AMG_01719
ERR1913315.32140__1.32140	187327__G4Q3E1__dnaQ
ERR1913315.32163__1.32163	74426__group_1871
ERR1913315.32202__1.32202	820__A7V470__HMPREF1072_02076
ERR1913315.32209__1.32209	820__A0A139JUD3__DXC91_19380
ERR1913315.32236__1.32236	40518__A0A2N0UQR6__RBATCC27255_01177
ERR1913315.32329__1.32329	28117__R7JMT0__BHV66_05875
ERR1913315.32410__1.32410	187327__G4Q3F6__ACDG_01512
ERR1913315.32436__1.32436	820__A0A174QLF0__SAMN05444418_109151
ERR1913315.32455__1.32455	1680__A1A2N8__LMG10734_1314
ERR1913315.32516__1.32516	39491__C4ZAT2__ERE_28440
ERR1913315.32574__1.32574	626929__F3PLF5__HMPREF9445_03186
ERR1913315.32544__1.32544	39488__A0A174CJ01__DXD91_03830
ERR1913315.32737__1.32737	28116__A0A1G6G9R4__CUY_0131
ERR1913315.32744__1.32744	1680__A0A374QDL4__LMG18897_0432
ERR1913315.32758__1.32758	214856__A0A173W3Y5__ERS852559_02032
ERR1913315.32942__1.32942	823__A0A174VBJ5__M091_5021
ERR1913315.32957__1.32957	820__A0A3E4WA06__ERS852554_03404
ERR1913315.32978__1.32978	820__A0A174FUF0__HMPREF1073_03308
ERR1913315.33045__1.33045	820__A0A174QLF0__SAMN05444418_109151
ERR1913315.33046__1.33046	820__A0A173W419__DXC68_17760
ERR1913315.33061__1.33061	39491__A0A395V6A3__DXB69_00505
ERR1913315.33069__1.33069	820__A0A174KKV6__DXC07_02635
ERR1913315.33148__1.33148	204516__U6RAM4__HMPREF1534_03439
ERR1913315.33202__1.33202	216816__A0A133L1E2__ptsP
ERR1913315.33276__1.33276	301302__A0A0M6WSS7__ERS852420_02367
ERR1913315.33315__1.33315	820__A0A1T4IYF4__mprA_1
ERR1913315.33316__1.33316	820__A0A139K1Y6__DXB48_02610
ERR1913315.33341__1.33341	820__A0A174F696__macB_13
ERR1913315.33426__1.33426	1263109__GCA_000438135.1_01419
ERR1913315.33440__1.33440	821__C6ZAA5__ERS852556_00403
ERR1913315.33483__1.33483	40518__R5DLU0__fmt
ERR1913315.33631__1.33631	187327__G4Q2T1__ACDG_01978
ERR1913315.33633__1.33633	820__A0A174LJB2__HMPREF1072_04112
ERR1913315.33671__1.33671	820__A0A174GYA8__DXB64_07370
ERR1913315.33686__1.33686	649756__D4MXW9__ERS852520_02286
ERR1913315.33706__1.33706	820__A0A139K8X8__DXC80_17665
ERR1913315.33721__1.33721	39496__A5Z5I2__EUBVEN_00963
ERR1913315.33755__1.33755	823__A0A174LWY0__lepB
ERR1913315.33836__1.33836	821__A0A0P0LH09__ERS852457_03390
ERR1913315.33843__1.33843	817__A0A1C0WW19__macB_12
ERR1913315.33846__1.33846	820__A0A174QLF0__SAMN05444418_109151
ERR1913315.33865__1.33865	46506__B0NTR7__AA415_02733
ERR1913315.33874__1.33874	246787__I8V2S2__BACCELL_02524
ERR1913315.33936__1.33936	821__A0A3E4HP25__SAMN04487923_102450
ERR1913315.33954__1.33954	1680__A0A374QDL4__LMG18897_0432
ERR1913315.34022__1.34022	820__A7V470__HMPREF1072_02076
ERR1913315.34039__1.34039	28117__B0MWP2__ALIPUT_01468
ERR1913315.34080__1.34080	74426__groL
ERR1913315.34088__1.34088	1262954__R7FB20__BN611_01141
ERR1913315.34111__1.34111	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913315.34185__1.34185	820__A0A139JY23__B5G17_06330
ERR1913315.34222__1.34222	40520__R7D5D8__DXD81_09550
ERR1913315.34264__1.34264	28116__E5C3L8__DXF98_06270
ERR1913315.34368__1.34368	1628085__A0A2U1BHD5__C7386_101308
ERR1913315.34376__1.34376	46506__R6LDN0__HMPREF1181_03103
ERR1913315.34596__1.34596	820__A0A374MMF0__HMPREF1073_03811
ERR1913315.34691__1.34691	40518__R5DWP7__ansA
ERR1913315.34692__1.34692	47678__R5U7X8__C5Z00_18270
ERR1913315.34718__1.34718	187327__U2VMS3__ACDG_00972
ERR1913315.34783__1.34783	1680__A0A1E7XZY9__DXC60_05815
ERR1913315.34793__1.34793	820__A0A3E5BMG9__DXD40_05130
ERR1913315.34888__1.34888	40518__R5DTH7__DXD83_02405
ERR1913315.34899__1.34899	820__A0A3E4PYB0__yejM
ERR1913315.34977__1.34977	820__A0A139KG60__M094_2679
ERR1913315.35146__1.35146	820__A0A3E4RUC4__DHU98_02635
ERR1913315.35256__1.35256	487174__R5EUJ8__DDY40_00460
ERR1913315.35260__1.35260	626929__F3PLK4__B5F97_09735
ERR1913315.35271__1.35271	821__I9R3W6__DXC16_12455
ERR1913315.35287__1.35287	821__A6L0C7__ERS852556_03520
ERR1913315.35312__1.35312	46506__B0NSD0__HMPREF1181_00408
ERR1913315.35341__1.35341	821__U6RDC2__DXD46_15675
ERR1913315.35432__1.35432	28116__I9JM49__NCTC11153_01044
ERR1913315.35567__1.35567	28116__F7L4X5__M089_2857
ERR1913315.35640__1.35640	187327__G4Q440__pepD
ERR1913315.35659__1.35659	39491__A0A0M6WPN4__DXB69_06325
ERR1913315.35769__1.35769	357276__B6W1J2__BACDOR_03380
ERR1913315.35784__1.35784	487174__R5EV44__HMPREF9448_01630
ERR1913315.35730__1.35730	818__A0A139K9H8__C5Z03_23905
ERR1913315.35854__1.35854	1680__A0A0C2VBJ4__birA
ERR1913315.35903__1.35903	1262911__R6GSH0__BN557_00934
ERR1913315.35917__1.35917	187327__G4Q388__thiW
ERR1913315.36003__1.36003	39488__C0EVP9__ERS852450_03163
ERR1913315.36008__1.36008	28116__A0A1G6G9R4__CUY_0131
ERR1913315.36108__1.36108	28116__E5C3L0__B5F02_21065
ERR1913315.36118__1.36118	40518__R5E6X5__sbcD
ERR1913315.36069__1.36069	820__A7V470__HMPREF1072_02076
ERR1913315.36134__1.36134	47678__R5UAI1__BACCAC_01922
ERR1913315.36149__1.36149	187327__G4Q7M4__ACDG_01826
ERR1913315.36161__1.36161	1550024__G9RTA6__TQ39_10970
ERR1913315.36275__1.36275	1776081__A0A1B8WUB7__A0U42_09535
ERR1913315.36285__1.36285	40518__R5E1J2__DXD93_04070
ERR1913315.36221__1.36221	187327__G4Q7Q6__ACDG_00853
ERR1913315.36224__1.36224	821__A0A0P0M2J4__DXD46_10295
ERR1913315.36365__1.36365	820__A0A174QLF0__SAMN05444418_109151
ERR1913315.36419__1.36419	820__A0A174G065__DXB62_08975
ERR1913315.36401__1.36401	821__A0A395UNT8__DXD64_15275
ERR1913315.36508__1.36508	821__A0A0P0L8F8__ERS852509_03705
ERR1913315.36583__1.36583	820__A0A139KHX1__HMPREF2141_00289
ERR1913315.36596__1.36596	821__C6ZAA5__ERS852556_00403
ERR1913315.36643__1.36643	821__I9R3W6__DXC16_12455
ERR1913315.36696__1.36696	216816__B3DQ11__APC1466_1528
ERR1913315.36836__1.36836	187327__G4Q8F0__ACDG_01813
ERR1913315.36849__1.36849	818__A0A0P0FBI1__NCTC10582_00163
ERR1913315.36898__1.36898	28116__A7LXT4__DXF98_03755
ERR1913315.37066__1.37066	820__R7E9Z4__DXC68_06065
ERR1913315.37071__1.37071	47678__A0A174H7W9__ERS852494_00524
ERR1913315.37245__1.37245	1262743__R5C054__BN727_01980
ERR1913315.37268__1.37268	39491__A0A396FUZ3__phoR_1
ERR1913315.37304__1.37304	28116__I9SW74__BACOVA_04237
ERR1913315.37348__1.37348	818__A0A174RX04__BJP75_008800
ERR1913315.37635__1.37635	216816__C5E9N8__DD678_02795
ERR1913315.37730__1.37730	40518__R5DUU0__DXD93_03985
ERR1913315.37756__1.37756	1262743__R5C054__BN727_01980
ERR1913315.37845__1.37845	47678__A0A174H7W9__ERS852494_00524
ERR1913315.37964__1.37964	820__R9I324__HMPREF2141_02414
ERR1913315.37991__1.37991	214856__A0A173YG55__ERS852447_00663
ERR1913315.38006__1.38006	821__C6ZAA5__ERS852556_00403
ERR1913315.38079__1.38079	46506__R6AEZ1__BACSTE_01801
ERR1913315.38098__1.38098	820__A0A139KJR5__M093_4469
ERR1913315.38248__1.38248	1680__A0A174BEE7__BSTER_1311
ERR1913315.38591__1.38591	821__E5UY21__C800_02204
ERR1913315.38626__1.38626	40518__R5DUG7__sbcC
ERR1913315.38694__1.38694	88431__A0A173XSN2__ERS852526_00723
ERR1913315.38747__1.38747	820__A0A3E4VZY4__ERS852554_01211
ERR1913315.38876__1.38876	39488__A0A285PVA5__ERS852450_01472
ERR1913315.38891__1.38891	821__E5UY21__C800_02204
ERR1913315.39108__1.39108	187327__G4Q2M9__ACDG_01875
ERR1913315.39221__1.39221	40518__R5DLW4__thiN
ERR1913315.39189__1.39189	40518__R5DTJ1__DXD86_03635
ERR1913315.39267__1.39267	47678__R5UET0__BACCAC_02656
ERR1913315.39243__1.39243	821__A0A0N7J7X2__SAMN04487923_101621
ERR1913315.39252__1.39252	572010__rpoB
ERR1913315.39343__1.39343	820__A0A139KHX1__HMPREF2141_00289
ERR1913315.39412__1.39412	823__D7IKW8__DXD05_10310
ERR1913315.39601__1.39601	1393034__GCA_001552785.1_00728
ERR1913315.39662__1.39662	28116__A0A3D2LPA1__CUY_3388
ERR1913315.39742__1.39742	46506__S3YT03__AA415_01895
ERR1913315.39679__1.39679	820__A0A139KG04__ERS852459_01249
ERR1913315.39778__1.39778	820__A0A3E4RU03__M093_0563
ERR1913315.39801__1.39801	1680__A0A0C2YNK5__BADO_0780
ERR1913315.39895__1.39895	820__A0A174M9V5__M093_0237
ERR1913315.39856__1.39856	487174__K0X551__HMPREF9448_02151
ERR1913315.40045__1.40045	820__A0A139KHX1__HMPREF2141_00289
ERR1913315.40052__1.40052	40518__R5DPE0__DXD86_06515
ERR1913315.40430__1.40430	187327__U2VMS3__ACDG_00972
ERR1913315.40491__1.40491	823__A6L9D3__ERS852560_03374
ERR1913315.40529__1.40529	187327__G4Q6V9__ACDG_01231
ERR1913315.40588__1.40588	28116__A0A1Y4P6Z8__HMPREF1069_04439
ERR1913315.40592__1.40592	1150298__R7JUW7__ERS852406_02089
ERR1913315.40791__1.40791	40518__R5DYP7__envC
ERR1913315.40770__1.40770	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913315.40824__1.40824	821__A0A395UNT8__DXD64_15275
ERR1913315.40835__1.40835	357276__A0A0M1W657__HMPREF1064_04629
ERR1913315.40940__1.40940	1680__A0A173Y6N7__yhaH
ERR1913315.40956__1.40956	187327__G4Q449__ACDG_01773
ERR1913315.41047__1.41047	47678__R5U8D1__CGC64_17595
ERR1913315.41125__1.41125	820__A0A139K1Y6__DXB48_02610
ERR1913315.41158__1.41158	820__A0A374Q854__HMPREF1073_03281
ERR1913315.41261__1.41261	1680__R5GZJ8__BSTER_1195
ERR1913315.41306__1.41306	28117__R7JJM9__ALIPUT_00662
ERR1913315.41376__1.41376	40518__R5DU28__DXD86_07960
ERR1913315.41463__1.41463	820__A7VAR9__ERS852421_00197
ERR1913315.41467__1.41467	28116__A0A1Y4Q119__DXD69_10975
ERR1913315.41606__1.41606	40518__R5E304__thiT
ERR1913315.41653__1.41653	820__A0A174CK74__DXB48_07060
ERR1913315.41683__1.41683	28117__B0MZ50__ALIPUT_02424
ERR1913315.41748__1.41748	187327__G4Q6A3__ACDG_01732
ERR1913315.41751__1.41751	820__R9HP61__DXC91_01090
ERR1913315.41793__1.41793	1680__A0A173W5Z2__DXC53_01290
ERR1913315.41895__1.41895	74426__purL
ERR1913315.41899__1.41899	820__A0A3E4IGA7__DXD40_07110
ERR1913315.41926__1.41926	820__A0A174TRB5__DXD40_11305
ERR1913315.42073__1.42073	1739406__A0A1S1EC28__HMPREF2902_05155
ERR1913315.42086__1.42086	40518__R5DRY6__RB5AMG_00549
ERR1913315.42095__1.42095	820__A0A174A6K0__M093_0079
ERR1913315.42130__1.42130	187327__G4Q5F1__Acin_2129
ERR1913315.42243__1.42243	821__A0A396EVC9__DXB90_03525
ERR1913315.42305__1.42305	292800__A0A174NZG5__appA_1
ERR1913315.42354__1.42354	649756__B0P4Q3__ERS852425_01640
ERR1913315.42511__1.42511	292800__A0A174XBF3__ERS852504_03492
ERR1913315.42522__1.42522	187327__G4Q8D7__ACDG_00525
ERR1913315.42489__1.42489	820__A0A173YYG4__evgS_3
ERR1913315.42606__1.42606	28116__A0A1Y4Q114__DXF98_00470
ERR1913315.42641__1.42641	820__A0A3E4VXP2__yesR
ERR1913315.42652__1.42652	1263044__GCA_000433375.1_00023
ERR1913315.42700__1.42700	487174__K0XIX0__DDY40_06625
ERR1913315.42707__1.42707	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913315.42856__1.42856	820__A0A139K4T0__ERS852510_03146
ERR1913315.42858__1.42858	310298__B3JII2__BACCOP_01694
ERR1913315.43049__1.43049	47678__A5ZEX0__DW706_08045
ERR1913315.43061__1.43061	88431__A0A174EJA6__DXB16_03345
ERR1913315.43104__1.43104	28117__R7JH62__BHV66_05735
ERR1913315.43111__1.43111	1263109__GCA_000438135.1_01649
ERR1913315.43112__1.43112	47678__A5ZEP5__CGC64_03450
ERR1913315.43146__1.43146	88431__A0A3D0F0E5__ERS852526_03216
ERR1913315.43403__1.43403	47678__R5UXY0__CGC64_03535
ERR1913315.43440__1.43440	820__A7V470__HMPREF1072_02076
ERR1913315.43481__1.43481	187327__G4Q4M3__Acin_0701
ERR1913315.43639__1.43639	820__A0A174F0C1__nreB
ERR1913315.43759__1.43759	187327__G4Q6P7__ACDG_01266
ERR1913315.43840__1.43840	823__D0TAX5__HMPREF1075_01064
ERR1913315.43877__1.43877	301302__R5UU15__ERS852420_02998
ERR1913315.43891__1.43891	40518__R5DR96__RBATCC27255_01185
ERR1913315.43950__1.43950	40518__R5DWH8__DXD86_04530
ERR1913315.44025__1.44025	821__A0A0P0M2J4__DXD46_10295
ERR1913315.44032__1.44032	28116__A0A3A9HSJ8__DXD69_15065
ERR1913315.44062__1.44062	818__Q8A112__BT_3859
ERR1913315.44119__1.44119	28116__C3QMW5__M089_4133
ERR1913315.44186__1.44186	1680__A1A0V3__C8077_03025
ERR1913315.44193__1.44193	28116__C3QMW4__BACOVA_04147
ERR1913315.44266__1.44266	28116__R6DIL2__DXD69_10970
ERR1913315.44284__1.44284	187327__G4Q2M9__ACDG_01875
ERR1913315.44312__1.44312	820__A0A139JUD3__DXC91_19380
ERR1913315.44369__1.44369	820__A0A374MMF0__HMPREF1073_03811
ERR1913315.44510__1.44510	40518__R5DZ88__DXD93_06320
ERR1913315.44591__1.44591	28116__A0A3D2LWY1__ERS852555_01619
ERR1913315.44621__1.44621	74426__pflB_2
ERR1913315.44681__1.44681	216816__C2GSX7__DD678_03555
ERR1913315.44894__1.44894	301302__A0A173UN64__manA_2
ERR1913315.44929__1.44929	328813__A0A1Y3QRL5__B5G41_11625
ERR1913315.44941__1.44941	28116__A0A395VT11__SAMN05444282_11739
ERR1913315.44999__1.44999	28117__B0MVL5__BHV66_01660
ERR1913315.44949__1.44949	820__A7VAR9__ERS852421_00197
ERR1913315.45060__1.45060	820__A0A396EUV1__B5G17_06465
ERR1913315.45091__1.45091	28052__A0A174M4Z9__blaR1
ERR1913315.45096__1.45096	820__A0A396EUU8__luxQ_3
ERR1913315.45129__1.45129	301301__A0A395V9A0__RHOM_08800
ERR1913315.45135__1.45135	292800__A0A174NZG5__appA_1
ERR1913315.45234__1.45234	820__A7VAR9__ERS852421_00197
ERR1913315.45306__1.45306	47678__R5UPZ8__ERS852494_01752
ERR1913315.45350__1.45350	820__A0A173YYG4__evgS_3
ERR1913315.45487__1.45487	823__D7IV95__DXC05_09565
ERR1913315.45504__1.45504	818__C6IJ09__SAMN05216253_102150
ERR1913315.45547__1.45547	820__A7VAR9__ERS852421_00197
ERR1913315.45748__1.45748	1796613__A0A1C7GYD6__A4V03_03700
ERR1913315.45769__1.45769	821__A6L0C7__ERS852556_03520
ERR1913315.45776__1.45776	820__A0A139K8X8__DXC80_17665
ERR1913315.45892__1.45892	820__A0A174F0C1__nreB
ERR1913315.45933__1.45933	187327__R6MIK1__ACDG_01781
ERR1913315.45916__1.45916	40518__R5E550__aroK
ERR1913315.46109__1.46109	246787__A0A3D6AQP8__AA416_04153
ERR1913315.46117__1.46117	820__A0A173XIP7__B5G17_16050
ERR1913315.46214__1.46214	187327__G4Q5W1__thi80
ERR1913315.46342__1.46342	821__A0A174AYT0__DXC02_03530
ERR1913315.46292__1.46292	820__I9A4U7__DHU98_12785
ERR1913315.46296__1.46296	820__A0A139JRH8__HMPREF2141_04326
ERR1913315.46425__1.46425	246787__A0A3D6AXI0__AA416_04256
ERR1913315.46478__1.46478	28116__A0A078Q626__HMPREF1070_02735
ERR1913315.46612__1.46612	46506__S3YT03__AA415_01895
ERR1913315.46633__1.46633	40518__A0A373KL92__RBATCC27255_01378
ERR1913315.46801__1.46801	745368__A0A1T4Y576__SAMN02745178_02757
ERR1913315.46862__1.46862	821__A0A396F598__CUU_3259
ERR1913315.46866__1.46866	40518__R5DM08__DXD83_06415
ERR1913315.46904__1.46904	820__A0A396EUU8__luxQ_3
ERR1913315.46984__1.46984	626929__R6LKK1__B5F24_07400
ERR1913315.47015__1.47015	820__A0A374Q854__HMPREF1073_03281
ERR1913315.47248__1.47248	821__U6RDC2__DXD46_15675
ERR1913315.47397__1.47397	820__A0A374QGD2__ERS852421_02382
ERR1913315.47403__1.47403	820__A0A374Q351__DXD40_05850
ERR1913315.47342__1.47342	40518__R5DPI9__DXD83_07375
ERR1913315.47343__1.47343	214856__A0A173YE57__ERS852559_00126
ERR1913315.47357__1.47357	820__A0A374Q8T2__DXB64_16190
ERR1913315.47440__1.47440	40520__R7DB69__lgt_1
ERR1913315.47548__1.47548	1318__I1ZNF4__CYK20_03530
ERR1913315.47705__1.47705	446660__GCA_003428235.1_01223
ERR1913315.47789__1.47789	28116__A7M344__BACOV975_04644
ERR1913315.47763__1.47763	357276__A0A076IIL0__EL88_03065
ERR1913315.48056__1.48056	820__A0A174LJB2__HMPREF1072_04112
ERR1913315.48192__1.48192	821__A0A173XDD3__DXB82_17180
ERR1913315.48207__1.48207	216816__C2GSX7__DD678_03555
ERR1913315.48263__1.48263	39488__C0EZ53__DXD91_09390
ERR1913315.48338__1.48338	487174__K0WWT0__DIT83_10190
ERR1913315.48384__1.48384	821__A0A0P0M2J4__DXD46_10295
ERR1913315.48400__1.48400	820__A0A3E4VZT7__DXB48_16145
ERR1913315.48373__1.48373	820__R9I3Q7__HMPREF1072_01668
ERR1913315.48381__1.48381	820__A0A3E4VXP2__yesR
ERR1913315.48552__1.48552	28116__A0A3D2LPA1__CUY_3388
ERR1913315.48627__1.48627	820__A7V470__HMPREF1072_02076
ERR1913315.48683__1.48683	88431__A0A3D0EZF7__DXB16_08475
ERR1913315.48685__1.48685	1550024__G9RXY7__TQ39_00100
ERR1913315.48724__1.48724	28117__B0MTH2__ALIPUT_00061
ERR1913315.48738__1.48738	28116__E5C3L8__DXF98_06270
ERR1913315.48757__1.48757	40518__R5E175__RB5AMG_00757
ERR1913315.48807__1.48807	820__A0A3E4W6P0__gmhA
ERR1913315.48850__1.48850	239935__A0A2N8HL50__CXT98_09135
ERR1913315.48898__1.48898	216816__B3DPC3__CE169_06855
ERR1913315.48906__1.48906	820__A0A374Q854__HMPREF1073_03281
ERR1913315.48921__1.48921	28116__R6DIL2__DXD69_10970
ERR1913315.48937__1.48937	820__A0A3E4WA06__ERS852554_03404
ERR1913315.48943__1.48943	820__R7E9Z4__DXC68_06065
ERR1913315.48959__1.48959	187327__R6MTJ8__Acin_0940
ERR1913315.49131__1.49131	820__A0A3E4WA06__ERS852554_03404
ERR1913315.49260__1.49260	187327__U2UK01__pheA
ERR1913315.49244__1.49244	28117__B0MYW7__ALIPUT_02336
ERR1913315.49425__1.49425	818__A0A174LEN9__BJP75_006595
ERR1913315.49444__1.49444	820__A0A139KIL9__DXC68_05945
ERR1913315.49471__1.49471	820__A7V470__HMPREF1072_02076
ERR1913315.49496__1.49496	820__A0A139K426__B5G17_09115
ERR1913315.49600__1.49600	818__C6IJ08__BJP75_000645
ERR1913315.49638__1.49638	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913315.49739__1.49739	292800__G9YMA2__HMPREF0372_00623
ERR1913315.49698__1.49698	28117__B0MTH2__ALIPUT_00061
ERR1913315.49871__1.49871	74426__groL
ERR1913315.49806__1.49806	47678__R5U3L4__C5Z00_12600
ERR1913315.49966__1.49966	1680__A0A174BEE7__BSTER_1311
ERR1913315.50100__1.50100	338188__A0A174ETX3__ERS852397_01955
ERR1913315.50240__1.50240	187327__G4Q394__ACDG_01705
ERR1913315.50259__1.50259	39491__A0A395V5R3__EUBREC_1883
ERR1913315.50447__1.50447	40518__R5DTG5__RBATCC27255_00890
ERR1913315.50465__1.50465	820__A0A374MMF0__HMPREF1073_03811
ERR1913315.50487__1.50487	820__A0A396EUU8__luxQ_3
ERR1913315.50510__1.50510	1262954__R7FCJ4__BN611_01800
ERR1913315.50539__1.50539	88431__A6BF91__ERS852573_01159
ERR1913315.50556__1.50556	818__D7I7V5__BJP75_001030
ERR1913315.50645__1.50645	626929__F3PLK3__SAMN05444376_0455
ERR1913315.50737__1.50737	820__A0A139K337__ERS852459_02375
ERR1913315.50676__1.50676	28116__A0A078Q9S5__DXD69_13430
ERR1913315.50837__1.50837	820__A0A139K4W5__HMPREF2141_02394
ERR1913315.50916__1.50916	821__A0A174NM17__lacZ_6
ERR1913315.50962__1.50962	40518__R5E1J7__RBL236_02062
ERR1913315.51042__1.51042	357276__A0A076IS26__EL88_15950
ERR1913315.51258__1.51258	556259__I0PYM3__BSGG_5385
ERR1913315.51346__1.51346	28117__B0MZ22__BHV66_04430
ERR1913315.51395__1.51395	40518__R5DWB0__DXD86_00925
ERR1913315.51372__1.51372	74426__asnS
ERR1913315.51454__1.51454	820__A0A3E4WCX3__C801_02709
ERR1913315.51543__1.51543	626929__F3PGX4__B5F97_10765
ERR1913315.51561__1.51561	487174__K0X5B1__DDY40_01695
ERR1913315.51606__1.51606	821__I9R3W6__DXC16_12455
ERR1913315.51612__1.51612	214856__R6Z4Q8__ERS852447_00885
ERR1913315.51619__1.51619	246787__A0A3D6AV26__BcellWH2_02579
ERR1913315.51639__1.51639	649756__D4MWR2__sigA
ERR1913315.51670__1.51670	820__A7V9F9__B5G17_14640
ERR1913315.51682__1.51682	40518__R5DTP7__DXD83_02415
ERR1913315.51707__1.51707	384639__GCA_003096855.1_00995
ERR1913315.51957__1.51957	820__A0A139KH21__DXC80_01780
ERR1913315.52339__1.52339	820__A0A174CK74__DXB48_07060
ERR1913315.52341__1.52341	216816__A0A0M4NCP0__HMPREF1313_0712
ERR1913315.52401__1.52401	28117__B0MWP2__ALIPUT_01468
ERR1913315.52402__1.52402	1263044__GCA_000433375.1_00023
ERR1913315.52465__1.52465	820__A0A173XIP7__B5G17_16050
ERR1913315.52626__1.52626	28117__B0N028__BHV66_05935
ERR1913315.52680__1.52680	28117__B0MSL1__BHV66_06710
ERR1913315.52805__1.52805	820__A0A139K2N9__DXB62_12420
ERR1913315.52813__1.52813	46506__A0A108TCU0__etk
ERR1913315.52907__1.52907	216816__E8MVM4__APC1480_1562
ERR1913315.52990__1.52990	410072__A0A173WZ94__DXD67_05780
ERR1913315.53101__1.53101	1263044__GCA_000433375.1_00023
ERR1913315.53196__1.53196	820__A0A139K1Y6__DXB48_02610
ERR1913315.53284__1.53284	214856__A0A173ZZ16__umuC_2
ERR1913315.53352__1.53352	821__A0A3E4XY72__NCTC10583_01067
ERR1913315.53510__1.53510	40518__R5DQN7__DXD93_03540
ERR1913315.53534__1.53534	820__A0A3E4WCC2__lptB_1
ERR1913315.53583__1.53583	187327__G4Q682__Acin_1672
ERR1913315.53637__1.53637	820__A0A174F0C1__nreB
