ERR1913048.648__1.648	166486__D4KZH8__ERS852572_00419
ERR1913048.71870__1.71870	454155__F3QT57__HMPREF9442_01374
ERR1913048.72008__1.72008	214856__R5UN64__ERS852447_02669
ERR1913048.72079__1.72079	166486__D4KW38__ERS852572_02341
ERR1913048.72197__1.72197	901__B6WWB4__DESPIGER_2273
ERR1913048.72228__1.72228	853__A0A3E2U7E6__ERS852582_01640
ERR1913048.72218__1.72218	1550024__A0A3B9WJ68__TQ39_07150
ERR1913048.72533__1.72533	446660__GCA_003428235.1_00470
ERR1913048.72596__1.72596	901__B6WY35__DESPIGER_1461
ERR1913048.72677__1.72677	706562__GCA_900112995.1_02104
ERR1913048.72707__1.72707	853__A0A3E2U7E6__ERS852582_01640
ERR1913048.73042__1.73042	1263000__R5EGY6__BN466_00973
ERR1913048.73308__1.73308	384638__B7AVU0__BACPEC_02840
ERR1913048.73686__1.73686	1263000__R5EGY6__BN466_00973
ERR1913048.73994__1.73994	166486__D4L458__ROSINTL182_07088
ERR1913048.74147__1.74147	1263000__R5EI35__BN466_01649
ERR1913048.75110__1.75110	901__B6WQT6__DESPIG_00415
ERR1913048.75264__1.75264	1262927__R7EX56__BN677_00089
ERR1913048.75302__1.75302	28117__B0MT38__BHV66_05995
ERR1913048.75378__1.75378	1263000__R5EAZ0__BN466_00537
ERR1913048.75485__1.75485	166486__D4KX18__ROSINTL182_07596
ERR1913048.75518__1.75518	1263000__R5EMU9__BN466_00667
ERR1913048.75585__1.75585	1263044__GCA_000433375.1_01161
ERR1913048.76031__1.76031	901__B6WXF1__DESPIGER_1660
ERR1913048.76341__1.76341	360807__A0A396ADM2__ERS852392_02872
ERR1913048.76715__1.76715	28117__B0N028__BHV66_05935
ERR1913048.76763__1.76763	1897011__A0A1Q6RIP7__BHW41_00530
ERR1913048.76970__1.76970	1263000__R5EJ27__BN466_01916
ERR1913048.76988__1.76988	28117__B0MY45__ALIPUT_02164
ERR1913048.77015__1.77015	1262911__R6GYT4__BN557_00617
ERR1913048.77029__1.77029	1235835__R9LCU2__C814_02677
ERR1913048.77067__1.77067	74426__argF
ERR1913048.77157__1.77157	214856__A0A175A6T5__ERS852447_02658
ERR1913048.77336__1.77336	28117__B0MXG8__ALIPUT_01814
ERR1913048.77659__1.77659	1628085__A0A3E2XY31__C7386_10449
ERR1913048.77700__1.77700	28117__B0MXR4__BHV66_08025
ERR1913048.78111__1.78111	1263006__R6LU28__BN515_01365
ERR1913048.78876__1.78876	28117__B0MTV3__BHV66_06405
ERR1913048.79243__1.79243	1780376__A0A143XQT4__BN3659_01658
ERR1913048.79502__1.79502	853__D4JY61__C4N21_10560
ERR1913048.79698__1.79698	246787__A0A0P0GET5__AA416_04410
ERR1913048.79767__1.79767	1235835__R9LCU2__C814_02677
ERR1913048.79839__1.79839	823__A0A174W1A8__panE
ERR1913048.79848__1.79848	1897011__A0A1Q6RE92__BHW41_04980
ERR1913048.80007__1.80007	901__B6WTQ4__DESPIGER_1255
ERR1913048.80721__1.80721	745368__A0A1T4XL98__SAMN02745178_01986
ERR1913048.80822__1.80822	901__A0A1K1LGQ2__DESPIG_02072
ERR1913048.80914__1.80914	901__B6WQD5__DESPIG_00255
ERR1913048.81165__1.81165	301301__G2T207__cph2_5
ERR1913048.81257__1.81257	1262927__R7EX56__BN677_00089
ERR1913048.81447__1.81447	74426__group_4823
ERR1913048.81468__1.81468	1897011__A0A1Q6RC30__BHW41_06700
ERR1913048.81820__1.81820	1262927__R7EX56__BN677_00089
ERR1913048.82084__1.82084	1263000__R5EQI3__BN466_00125
ERR1913048.82578__1.82578	1263000__R5EGY6__BN466_00973
ERR1913048.82612__1.82612	1660__A0A2X0UH11__ACTODO_00410
ERR1913048.82924__1.82924	214856__I3YMN6__Alfi_1938
ERR1913048.83141__1.83141	901__B6WXH2__DESPIGER_1643
ERR1913048.83463__1.83463	39491__A0A395V297__EUR_01010
ERR1913048.83479__1.83479	214856__R5UN64__ERS852447_02669
ERR1913048.83675__1.83675	204516__U6R9H3__HMPREF1534_03348
ERR1913048.83855__1.83855	1262911__R6GQM3__BN557_01245
ERR1913048.83883__1.83883	246787__I9QX02__HMPREF1062_01641
ERR1913048.84027__1.84027	74426__rpoB
ERR1913048.84516__1.84516	1262743__R5C054__BN727_01980
ERR1913048.84634__1.84634	1263000__R5EH44__BN466_01492
ERR1913048.84816__1.84816	28117__B0N007__BHV66_10275
ERR1913048.84828__1.84828	28117__B0MY36__BHV66_05185
ERR1913048.84781__1.84781	1262743__R5C054__BN727_01980
ERR1913048.85283__1.85283	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913048.85340__1.85340	1796613__A0A1C7GZG2__ADH74_03485
ERR1913048.85322__1.85322	357276__A0A0K2HDP3__IY41_00705
ERR1913048.85584__1.85584	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913048.85664__1.85664	901__B6WTW8__DESPIGER_1202
ERR1913048.85765__1.85765	853__D4JY61__C4N21_10560
ERR1913048.85767__1.85767	328814__GCA_004558275.1_00056
ERR1913048.85859__1.85859	1263000__R5EMM7__BN466_00616
ERR1913048.86206__1.86206	821__A0A0P0LQT3__DXC03_05050
ERR1913048.86268__1.86268	446660__GCA_003428235.1_00291
ERR1913048.86266__1.86266	28117__B0N028__BHV66_05935
ERR1913048.86372__1.86372	1262911__R6H2J2__BN557_01228
ERR1913048.86606__1.86606	28117__B0MTW8__ALIPUT_00502
ERR1913048.86660__1.86660	901__B6WUW8__DESPIGER_1921
ERR1913048.87227__1.87227	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913048.87271__1.87271	28117__B0MYP3__BHV66_04995
ERR1913048.87315__1.87315	166486__D4KWZ7__cph2_5
ERR1913048.87374__1.87374	1796613__A0A1C7GZG2__ADH74_03485
ERR1913048.87518__1.87518	901__B6WRI8__DHV46_05150
ERR1913048.87616__1.87616	1262927__R7EX56__BN677_00089
ERR1913048.87654__1.87654	1235835__R9LCU2__C814_02677
ERR1913048.87667__1.87667	1262911__R6GZW9__BN557_00833
ERR1913048.87671__1.87671	853__A0A174C5M1__CGS58_04460
ERR1913048.88019__1.88019	1501391__GCA_000786575.1_00051
ERR1913048.88610__1.88610	1263044__GCA_000433375.1_01168
ERR1913048.88851__1.88851	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913048.89032__1.89032	387090__S0F7Y3__BACCOPRO_02028
ERR1913048.89005__1.89005	1897011__A0A1Q6RCL1__BHW41_06190
ERR1913048.89366__1.89366	572010__aspS
ERR1913048.89628__1.89628	901__B6WUW8__DESPIGER_1921
ERR1913048.89721__1.89721	147206__GCF_000156215.1_01776
ERR1913048.89769__1.89769	33039__D4M325__ERS852390_01663
ERR1913048.90092__1.90092	901__B6WXA0__aroE
ERR1913048.90455__1.90455	1628085__A0A2U1BGN2__C7386_10147
ERR1913048.90740__1.90740	1262911__R6GYW1__BN557_00629
ERR1913048.90963__1.90963	901__B6WRK6__DESPIGER_0403
ERR1913048.91207__1.91207	166486__D4L0J8__ROSINTL182_08089
ERR1913048.91760__1.91760	214856__R6XS46__ERS852559_00812
ERR1913048.92027__1.92027	204516__U6RJY4__HMPREF1534_01494
ERR1913048.92248__1.92248	28117__R7JJM9__ALIPUT_00662
ERR1913048.92282__1.92282	1150298__A0A174Q3G7__hyaD_2
ERR1913048.92351__1.92351	1262927__R7EX56__BN677_00089
ERR1913048.92516__1.92516	360807__C0FZC5__ROSEINA2194_04122
ERR1913048.92554__1.92554	46228__V8CB66__RUMLAC_02810
ERR1913048.92670__1.92670	901__B6WY46__DESPIGER_1451
ERR1913048.92686__1.92686	216816__E8MVM4__APC1480_1562
ERR1913048.93218__1.93218	853__C7H7F8__yccM_1
ERR1913048.93441__1.93441	28117__R7JIY2__BHV66_06465
ERR1913048.93486__1.93486	901__B6WQT6__DESPIG_00415
ERR1913048.93532__1.93532	552398__F4XCQ4__HMPREF0866_01621
ERR1913048.93587__1.93587	1262927__R7EX56__BN677_00089
ERR1913048.93740__1.93740	1262911__R6GVD4__BN557_01470
ERR1913048.94219__1.94219	28117__B0MXG8__ALIPUT_01814
ERR1913048.94581__1.94581	301301__A0A395V407__ERS852391_02230
ERR1913048.94670__1.94670	853__A0A3E2U7E6__ERS852582_01640
ERR1913048.94926__1.94926	901__B6WXD6__DHV46_02215
ERR1913048.95142__1.95142	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913048.95371__1.95371	821__A0A174NM17__lacZ_6
ERR1913048.95390__1.95390	39491__A0A395ZEI6__ERE_07950
ERR1913048.95766__1.95766	1897011__A0A1Q6RC54__BHW41_06555
ERR1913048.95819__1.95819	1263000__R5EC87__BN466_00713
ERR1913048.95902__1.95902	47678__A0A174TQR6__CGC64_14735
ERR1913048.96035__1.96035	853__D4K7X0__DW905_09540
ERR1913048.96095__1.96095	28117__B0MWX3__BHV66_03010
ERR1913048.96261__1.96261	821__I9R3W6__DXC16_12455
ERR1913048.96310__1.96310	39491__A0A173SH34__EUR_24920
ERR1913048.96375__1.96375	47678__A0A174TQR6__CGC64_14735
ERR1913048.96427__1.96427	1160721__W0U3J7__RBI_I00948
ERR1913048.96474__1.96474	394340__panF
ERR1913048.96635__1.96635	166486__D4KW38__ERS852572_02341
ERR1913048.96705__1.96705	446660__GCA_003428235.1_00689
ERR1913048.96714__1.96714	216816__C5E9N8__DD678_02795
ERR1913048.96817__1.96817	214856__A0A174CRY5__ERS852559_01060
ERR1913048.96790__1.96790	39496__A5Z5I2__EUBVEN_00963
ERR1913048.96838__1.96838	166486__D4KZC1__btr_1
ERR1913048.96898__1.96898	1897011__A0A1Q6RFI5__BHW41_03555
ERR1913048.96879__1.96879	1263000__R5EC87__BN466_00713
ERR1913048.97087__1.97087	901__B6WXH2__DESPIGER_1643
ERR1913048.97118__1.97118	46228__B5CPV4__DXD17_07415
ERR1913048.97412__1.97412	1262927__R7EX56__BN677_00089
ERR1913048.97415__1.97415	1262927__R7EX56__BN677_00089
ERR1913048.97394__1.97394	1262911__R6H2J2__BN557_01228
ERR1913048.97557__1.97557	39496__A5Z8Q7__EUBVEN_02099
ERR1913048.98139__1.98139	1262927__R7EX56__BN677_00089
ERR1913048.98242__1.98242	821__A6L0C7__ERS852556_03520
ERR1913048.98336__1.98336	1897011__A0A1Q6RH12__BHW41_01505
ERR1913048.98572__1.98572	246787__E2N7G0__resA_6
ERR1913048.98900__1.98900	487174__K0WYC5__HMPREF9448_01493
ERR1913048.99147__1.99147	1262911__R6GR13__BN557_00618
ERR1913048.99320__1.99320	1897011__A0A1Q6RH85__BHW41_01750
ERR1913048.99451__1.99451	821__A0A395VLM8__BvMPK_3650
ERR1913048.99618__1.99618	901__B6WXI1__DESPIGER_1636
ERR1913048.99671__1.99671	1897011__A0A1Q6RF88__BHW41_03295
ERR1913048.99730__1.99730	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913048.99885__1.99885	901__A0A1K1LG50__DESPIG_01817
ERR1913048.100242__1.100242	376805__F0R8B1__Bacsa_3573
ERR1913048.100218__1.100218	166486__D4L1P5__ERS852572_00758
ERR1913048.100387__1.100387	1897011__A0A1Q6RJY0__BHW41_00040
ERR1913048.100757__1.100757	28117__B0MTH2__ALIPUT_00061
ERR1913048.100924__1.100924	853__A8SB03__C4Q21_07960
ERR1913048.100977__1.100977	39488__A0A374NKN1__ltaS_2
ERR1913048.101050__1.101050	853__A0A3E2V168__FAEPRAM212_00929
ERR1913048.101187__1.101187	46228__B5CLE1__HMPREF1202_01861
ERR1913048.101273__1.101273	246787__A0A0P0GET5__AA416_04410
ERR1913048.101285__1.101285	214856__A0A174EJT5__mnmA
ERR1913048.101492__1.101492	28117__B0MY41__BHV66_05165
ERR1913048.101569__1.101569	214856__A0A174CRY5__ERS852559_01060
ERR1913048.102056__1.102056	901__B6WRI9__DESPIGER_0385
ERR1913048.102080__1.102080	1262911__R6GY78__BN557_00532
ERR1913048.102242__1.102242	820__A0A374QGD2__ERS852421_02382
ERR1913048.102567__1.102567	471189__GCA_003340385.1_00342
ERR1913048.102623__1.102623	1897011__A0A1Q6RDX0__BHW41_05325
ERR1913048.102783__1.102783	28117__R7JQW0__ALIPUT_01453
ERR1913048.102920__1.102920	1262927__R7EX56__BN677_00089
ERR1913048.103034__1.103034	901__B6WQB0__DHV46_07090
ERR1913048.103633__1.103633	28117__B0MVL5__BHV66_01660
ERR1913048.103685__1.103685	33025__A0A395JF58__C8D73_101275
ERR1913048.103744__1.103744	745368__A0A1T4XV62__SAMN02745178_02335
ERR1913048.104077__1.104077	454154__G5SSX4__HMPREF9441_02474
ERR1913048.104139__1.104139	745368__A0A1T4Y119__SAMN02745178_02629
ERR1913048.104163__1.104163	1897011__A0A1Q6RDG0__BHW41_05600
ERR1913048.104272__1.104272	357276__B6W1J2__BACDOR_03380
ERR1913048.104277__1.104277	901__B6WXK8__DESPIG_02835
ERR1913048.104488__1.104488	853__A0A173SUU8__CGS54_06840
ERR1913048.104730__1.104730	28117__B0MTW8__ALIPUT_00502
ERR1913048.104881__1.104881	46228__V8CF50__tig
ERR1913048.104956__1.104956	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913048.105046__1.105046	1262927__R7EX56__BN677_00089
ERR1913048.105312__1.105312	936548__J1LMN7__HMPREF1136_0591
ERR1913048.105331__1.105331	901__B6WY35__DESPIGER_1461
ERR1913048.105481__1.105481	901__B6WXI1__DESPIGER_1636
ERR1913048.105487__1.105487	901__B6WVR2__DESPIGER_2124
ERR1913048.105753__1.105753	1262927__R7EX56__BN677_00089
ERR1913048.105929__1.105929	901__B6WXG9__DESPIG_02795
ERR1913048.106174__1.106174	1263000__R5EH44__BN466_01492
ERR1913048.106406__1.106406	28117__B0MY40__BHV66_05170
ERR1913048.106556__1.106556	28117__B0MTS2__ALIPUT_00159
ERR1913048.106699__1.106699	901__B6WRI8__DHV46_05150
ERR1913048.107025__1.107025	166486__D4L457__ROSINTL182_07087
ERR1913048.107169__1.107169	853__C7H1R8__DW905_06675
ERR1913048.107232__1.107232	901__B6WRB3__DESPIGER_0300
ERR1913048.107281__1.107281	166486__D4KNM9__ERS852572_00072
ERR1913048.107439__1.107439	1897011__A0A1Q6RC92__BHW41_06320
ERR1913048.107485__1.107485	166486__D4KXZ7__ROSINTL182_05052
ERR1913048.107537__1.107537	1262927__R7EX56__BN677_00089
ERR1913048.107701__1.107701	901__B6WXX4__DESPIGER_1515
ERR1913048.107713__1.107713	39485__C4Z1Y9__EUBELI_00143
ERR1913048.107864__1.107864	901__B6WR17__DHV46_00835
ERR1913048.107999__1.107999	166486__D4KQG8__ERS852572_02379
ERR1913048.107991__1.107991	853__A0A3E2U7E6__ERS852582_01640
ERR1913048.108326__1.108326	74426__sigA
ERR1913048.108880__1.108880	166486__A0A1Q6SG96__ROSINTL182_05330
ERR1913048.108930__1.108930	901__B6WTQ4__DESPIGER_1255
ERR1913048.109276__1.109276	901__B6WUL1__DESPIG_01755
ERR1913048.109583__1.109583	901__B6WYD7__DESPIG_03118
ERR1913048.109759__1.109759	853__A0A3E2V168__FAEPRAM212_00929
ERR1913048.109818__1.109818	1262927__R7EX56__BN677_00089
ERR1913048.110069__1.110069	853__A0A173YYY4__DWZ04_09420
ERR1913048.110101__1.110101	1262927__R7EX56__BN677_00089
ERR1913048.110202__1.110202	1263000__R5EVY6__BN466_01709
ERR1913048.110740__1.110740	821__A6L0C7__ERS852556_03520
ERR1913048.110968__1.110968	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913048.111152__1.111152	1262911__R6GI18__BN557_01377
ERR1913048.111158__1.111158	166486__D4KPQ7__ROSINTL182_09065
ERR1913048.111203__1.111203	853__A0A3E2U7E6__ERS852582_01640
ERR1913048.111512__1.111512	376805__F0R8B1__Bacsa_3573
ERR1913048.111703__1.111703	166486__D4KW49__ROSINTL182_07746
ERR1913048.111713__1.111713	820__R9I2U8__DXC68_09590
ERR1913048.111917__1.111917	901__B6WUY7__DHV46_11425
ERR1913048.112166__1.112166	328814__GCA_004558275.1_01001
ERR1913048.112205__1.112205	33025__A0A395JEW1__C8D73_101668
ERR1913048.112344__1.112344	39491__A0A395UZZ5__htpG_1
ERR1913048.112368__1.112368	214856__A0A173YXX1__ERS852559_01651
ERR1913048.112806__1.112806	745368__A0A1T4XV62__SAMN02745178_02335
ERR1913048.112859__1.112859	418240__A0A174VMW5__ERS852478_01082
ERR1913048.112986__1.112986	901__B6WUY7__DHV46_11425
ERR1913048.113197__1.113197	1897011__A0A1Q6REU8__BHW41_04300
ERR1913048.113592__1.113592	2108523__A0A2P2F2M4__LAWASA_205
ERR1913048.113640__1.113640	1897011__A0A1Q6RI77__BHW41_01180
ERR1913048.113656__1.113656	214856__I3YPP3__Alfi_2701
ERR1913048.114154__1.114154	1897011__A0A1Q6RDI4__BHW41_05605
ERR1913048.114275__1.114275	1297617__A0A0S2W0X1__IB211_00621
ERR1913048.114268__1.114268	901__B6WRB3__DESPIGER_0300
ERR1913048.114439__1.114439	28117__B0MVL5__BHV66_01660
ERR1913048.114970__1.114970	204516__U6RPN2__HMPREF1534_00368
ERR1913048.115182__1.115182	1897011__A0A1Q6RE56__BHW41_04765
ERR1913048.115183__1.115183	901__B6WYD7__DESPIG_03118
ERR1913048.115505__1.115505	74426__purL
ERR1913048.115606__1.115606	901__B6WUI5__DESPIGER_1817
ERR1913048.115664__1.115664	1262927__R7EX56__BN677_00089
ERR1913048.115702__1.115702	901__B6WUH5__DESPIGER_1779
ERR1913048.115712__1.115712	1897011__A0A1Q6RIP7__BHW41_00530
ERR1913048.115754__1.115754	33039__D4M1V4__RTO_04530
ERR1913048.115818__1.115818	901__B6WVX9__DESPIG_02247
ERR1913048.115875__1.115875	853__A0A3E2U7E6__ERS852582_01640
ERR1913048.115955__1.115955	328814__GCA_004558275.1_00069
ERR1913048.116108__1.116108	166486__D4KU79__ROSINTL182_06970
ERR1913048.117122__1.117122	901__B6WXK8__DESPIG_02835
ERR1913048.117243__1.117243	901__B6WVF5__DESPIGER_2047
ERR1913048.117250__1.117250	35833__E5Y2U0__HMPREF0179_00454
ERR1913048.117455__1.117455	1262743__R5C054__BN727_01980
ERR1913048.117538__1.117538	674529__A0A174IYM6__SAMN05444400_107161
ERR1913048.117721__1.117721	1262927__R7EX56__BN677_00089
ERR1913048.117832__1.117832	820__A0A174NUS8__DXC80_12885
ERR1913048.118263__1.118263	214856__A0A173W3Y5__ERS852559_02032
ERR1913048.118360__1.118360	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913048.118452__1.118452	446660__GCA_003428235.1_00291
ERR1913048.118829__1.118829	394340__group_3330
ERR1913048.118919__1.118919	28117__B0MY34__BHV66_05195
ERR1913048.118952__1.118952	166486__R6AY46__ROSINTL182_06128
ERR1913048.119031__1.119031	1262886__R6QCG3__BN563_00145
ERR1913048.119033__1.119033	901__B6WQM5__cobM
ERR1913048.119062__1.119062	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913048.119069__1.119069	1150298__A0A174HB98__ERS852406_02617
ERR1913048.119165__1.119165	166486__R6AZI2__ydaF
ERR1913048.119267__1.119267	901__B6WY50__DESPIGER_1446
ERR1913048.119330__1.119330	1262992__R5DA07__BN795_01576
ERR1913048.119317__1.119317	1897011__A0A1Q6RDV6__BHW41_05295
ERR1913048.119497__1.119497	572010__ppdK
ERR1913048.119525__1.119525	28117__B0MTV3__BHV66_06405
ERR1913048.120053__1.120053	1262927__R7EX56__BN677_00089
ERR1913048.120370__1.120370	1262927__R7EX56__BN677_00089
ERR1913048.120440__1.120440	820__A0A173YYG4__evgS_3
ERR1913048.120559__1.120559	853__A0A174BZY1__xerD_1
ERR1913048.120730__1.120730	147206__GCF_000156215.1_01774
ERR1913048.121133__1.121133	394340__rny
ERR1913048.121350__1.121350	901__B6WQ96__DESPIGER_1063
ERR1913048.121619__1.121619	28118__F9Z408__NCTC10826_01194
ERR1913048.121763__1.121763	147206__GCF_000156215.1_01775
ERR1913048.121799__1.121799	901__B6WV45__DESPIGER_1962
ERR1913048.123172__1.123172	1501391__GCA_000786575.1_00036
ERR1913048.123370__1.123370	214856__R6YBX3__msbA_2
ERR1913048.123460__1.123460	214856__R6Y1K2__ERS852447_02306
ERR1913048.123544__1.123544	214856__A0A174EJT5__mnmA
ERR1913048.123602__1.123602	1263000__R5EQL2__BN466_00892
ERR1913048.123608__1.123608	901__B6WRI9__DESPIGER_0385
ERR1913048.123767__1.123767	1550024__G9RWG5__TQ39_04290
ERR1913048.124197__1.124197	901__B6WXH2__DESPIGER_1643
ERR1913048.124331__1.124331	1262911__R6GY22__BN557_00023
ERR1913048.124683__1.124683	328814__GCA_004558275.1_00036
ERR1913048.124712__1.124712	172901__A0A2U1BA70__C8D82_102145
ERR1913048.124890__1.124890	28117__R7JIJ8__BHV66_01635
ERR1913048.125465__1.125465	821__A0A3E4XY72__NCTC10583_01067
ERR1913048.125490__1.125490	1897011__A0A1Q6REZ1__BHW41_04525
ERR1913048.125797__1.125797	1550024__A0A0D8J3F2__ASJ35_12800
ERR1913048.125824__1.125824	74426__thrZ
ERR1913048.126329__1.126329	1897011__A0A1Q6RFI5__BHW41_03555
ERR1913048.126349__1.126349	147206__GCF_000156215.1_01777
ERR1913048.126412__1.126412	1897011__A0A1Q6RC92__BHW41_06320
ERR1913048.126462__1.126462	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913048.126836__1.126836	1263000__R5ELA0__BN466_02255
ERR1913048.126889__1.126889	853__A8SB03__C4Q21_07960
ERR1913048.127156__1.127156	28117__B0MVL5__BHV66_01660
ERR1913048.127405__1.127405	853__C7H7F8__yccM_1
ERR1913048.127639__1.127639	1897011__A0A1Q6RGG6__BHW41_02770
ERR1913048.127698__1.127698	328814__GCA_004558275.1_00293
ERR1913048.127796__1.127796	1263000__R5ES99__BN466_01121
ERR1913048.127901__1.127901	214856__I3YPQ4__Alfi_2712
ERR1913048.127907__1.127907	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913048.128067__1.128067	821__A0A174V2F3__NCTC10583_01474
ERR1913048.128294__1.128294	901__B6WUN6__DHV46_11020
ERR1913048.128343__1.128343	214856__R5UN64__ERS852447_02669
ERR1913048.128822__1.128822	901__B6WUH5__DESPIGER_1779
ERR1913048.129278__1.129278	166486__D4L346__ROSINTL182_06263
ERR1913048.129780__1.129780	1501391__GCA_000786575.1_00065
ERR1913048.129807__1.129807	39486__B0G2S4__DXD10_16540
ERR1913048.129943__1.129943	166486__D4L1L1__ROSINTL182_05277
ERR1913048.130081__1.130081	216816__B3DNW2__BL171B_07980
ERR1913048.130116__1.130116	853__A0A174AML0__FPR_08640
ERR1913048.130379__1.130379	1262948__R7E7X7__BN671_01978
ERR1913048.130692__1.130692	572010__rpoB
ERR1913048.131093__1.131093	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913048.131123__1.131123	357276__I9QBT7__BSEG_03340
ERR1913048.131702__1.131702	853__A0A3E2U7E6__ERS852582_01640
ERR1913048.131763__1.131763	1262911__R6GLA5__BN557_01456
ERR1913048.133058__1.133058	46503__R6Y6S8__xynB_2
ERR1913048.133244__1.133244	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913048.133344__1.133344	46503__R6Y8M7__ERS852463_01228
ERR1913048.133544__1.133544	1780376__A0A143XQT4__BN3659_01658
ERR1913048.133614__1.133614	28118__A0A1Q6IM78__B5F99_09295
ERR1913048.133602__1.133602	214856__I3YPQ4__Alfi_2712
ERR1913048.133603__1.133603	853__A0A2A7B1Y7__C7K05_11930
ERR1913048.133881__1.133881	28117__B0MT73__ALIPUT_00412
ERR1913048.134549__1.134549	1262927__R7EX56__BN677_00089
ERR1913048.134574__1.134574	360807__A0A174EVF2__RIL183_27331
ERR1913048.134688__1.134688	1501391__GCA_000786575.1_00050
ERR1913048.135143__1.135143	901__B6WTW8__DESPIGER_1202
ERR1913048.135354__1.135354	1897011__A0A1Q6RC54__BHW41_06555
ERR1913048.135713__1.135713	1235835__R9LCU2__C814_02677
ERR1913048.135964__1.135964	901__B6WRK6__DESPIGER_0403
ERR1913048.136075__1.136075	166486__C7GAX1__ERS852572_03188
ERR1913048.136159__1.136159	1262911__R6H2J2__BN557_01228
ERR1913048.136162__1.136162	2108523__A0A2P2F504__LAWASA_1087
ERR1913048.136254__1.136254	1262927__R7EX56__BN677_00089
ERR1913048.136406__1.136406	46228__B5CPT8__RUMLAC_01482
ERR1913048.136444__1.136444	74426__infB
ERR1913048.137201__1.137201	853__E2ZGD9__C7J97_11715
ERR1913048.137239__1.137239	310298__B3JII2__BACCOP_01694
ERR1913048.137240__1.137240	820__A0A139KHD8__ERS417307_00569
ERR1913048.137457__1.137457	649756__B0P1J9__ERS852425_02604
ERR1913048.137511__1.137511	28117__B0MUB4__BHV66_01895
ERR1913048.137546__1.137546	28117__B0MT73__ALIPUT_00412
ERR1913048.137687__1.137687	1897011__A0A1Q6RH12__BHW41_01505
ERR1913048.137919__1.137919	572010__rpsB
ERR1913048.138213__1.138213	821__A0A174V2F3__NCTC10583_01474
ERR1913048.138395__1.138395	901__A0A1K1LGQ2__DESPIG_02072
ERR1913048.138399__1.138399	1262988__R7N406__BN816_02285
ERR1913048.138557__1.138557	39485__A0A1Q6PG30__ERS852492_00010
ERR1913048.138590__1.138590	1780376__A0A143XQT4__BN3659_01658
ERR1913048.139062__1.139062	1262886__R6QSD5__BN563_01674
ERR1913048.139102__1.139102	1796613__A0A1C7GZG2__ADH74_03485
ERR1913048.139082__1.139082	853__A0A174C5M1__CGS58_04460
ERR1913048.139224__1.139224	901__B6WY04__BHW59_00740
ERR1913048.139366__1.139366	901__B6WQM5__cobM
ERR1913048.139336__1.139336	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913048.139404__1.139404	901__A0A1K1LGQ2__DESPIG_02072
ERR1913048.139534__1.139534	1262927__R7EX56__BN677_00089
ERR1913048.139650__1.139650	1897011__A0A1Q6RE52__BHW41_04690
ERR1913048.139995__1.139995	2108523__A0A2P2F586__LAWASA_1166
ERR1913048.140260__1.140260	166486__A0A1Q6SCR5__ROSINTL182_05686
ERR1913048.141404__1.141404	901__B6WXX4__DESPIGER_1515
ERR1913048.141549__1.141549	487174__R5EXS5__HMPREF9448_02541
ERR1913048.141646__1.141646	1897011__A0A1Q6RDW7__BHW41_05280
ERR1913048.141770__1.141770	572010__napA
ERR1913048.141969__1.141969	901__B6WPV3__DESPIGER_1124
ERR1913048.142219__1.142219	1262911__R6H1B2__BN557_00840
ERR1913048.142377__1.142377	821__A0A3E4KIM1__M097_3660
ERR1913048.142639__1.142639	39485__A0A174Z851__cdaR_1
ERR1913048.142685__1.142685	1262911__R6HG37__BN557_01341
