ERR1912995.212__1.212	301302__A0A173RZU9__M72_23561
ERR1912995.69916__1.69916	39491__A0A395UYL9__ERS852417_00624
ERR1912995.69921__1.69921	853__A0A173YYY4__DWZ04_09420
ERR1912995.70183__1.70183	1262886__R6QI91__BN563_00800
ERR1912995.70165__1.70165	1262882__R5MGX3__BN519_00046
ERR1912995.70231__1.70231	28111__E5WYC3__NCTC11155_03517
ERR1912995.70353__1.70353	246787__R6LGB3__BcellWH2_02361
ERR1912995.70843__1.70843	166486__C7GCP5__ROSINTL182_07683
ERR1912995.70951__1.70951	1680__A0A0C2YPV2__AL0462_1474
ERR1912995.70997__1.70997	1262936__R7J049__BN799_01347
ERR1912995.71355__1.71355	301302__R5V5K3__M72_10541
ERR1912995.71363__1.71363	552398__F4XCQ4__HMPREF0866_01621
ERR1912995.71475__1.71475	1897011__A0A1Q6RJI3__BHW41_00255
ERR1912995.71555__1.71555	649756__L1Q1A0__ERS852425_01427
ERR1912995.71688__1.71688	1680__A0A076JM61__DXD63_05245
ERR1912995.71857__1.71857	901__B6WYD7__DESPIG_03118
ERR1912995.72199__1.72199	1680__A0A087DLC6__C8077_00815
ERR1912995.72216__1.72216	1262924__R7HNZ2__BN585_02017
ERR1912995.72473__1.72473	1262936__R7J1R1__BN799_00897
ERR1912995.73008__1.73008	360807__C0FVK8__ERS852392_00397
ERR1912995.73089__1.73089	45851__D4RWC3__BUTYVIB_00254
ERR1912995.73152__1.73152	40518__A0A2N0UUY0__DXD83_02620
ERR1912995.73243__1.73243	1262882__R5N4P6__BN519_01346
ERR1912995.73309__1.73309	165179__A0A3E5DZ45__DXC61_02820
ERR1912995.73344__1.73344	1628085__A0A3E2XTK8__C7386_10217
ERR1912995.73452__1.73452	1262936__R7J049__BN799_01347
ERR1912995.73482__1.73482	1262959__R5XW19__BN680_01841
ERR1912995.73494__1.73494	1262924__R7HQ14__BN585_00419
ERR1912995.73508__1.73508	45851__D4RXL7__BUTYVIB_00568
ERR1912995.73665__1.73665	301302__R5VE75__M72_12161
ERR1912995.73818__1.73818	1262936__R7J3B1__BN799_00034
ERR1912995.73897__1.73897	572010__hgdC_1
ERR1912995.74361__1.74361	901__B6WUN6__DHV46_11020
ERR1912995.74642__1.74642	1550024__A0A3B9WIB6__TQ39_08435
ERR1912995.74886__1.74886	1680__A0A0C2YPV2__AL0462_1474
ERR1912995.74985__1.74985	1263006__R6MLE8__BN515_00891
ERR1912995.75287__1.75287	216816__B3DPC3__CE169_06855
ERR1912995.75643__1.75643	28052__R7NCN8__ERS852499_00866
ERR1912995.75763__1.75763	74426__asnS
ERR1912995.75828__1.75828	1262911__R6GQ41__BN557_00435
ERR1912995.75900__1.75900	1262919__R5P825__BN465_01903
ERR1912995.76022__1.76022	1262936__R7IYJ1__BN799_00810
ERR1912995.76138__1.76138	2022527__A0A264Y883__CHL74_06045
ERR1912995.76415__1.76415	1263027__R6ZBL3__BN699_01374
ERR1912995.77003__1.77003	572010__srrA
ERR1912995.77214__1.77214	1262959__R5YR54__BN680_00114
ERR1912995.77362__1.77362	1680__A0A173W9E6__C8077_07070
ERR1912995.78245__1.78245	39485__A0A174YMC1__recN
ERR1912995.78426__1.78426	1262911__R6GJ95__BN557_01617
ERR1912995.78422__1.78422	1680__A0A174BEE7__BSTER_1311
ERR1912995.79094__1.79094	28052__R7NB18__tcrY_2
ERR1912995.79224__1.79224	1897011__A0A1Q6RIP7__BHW41_00530
ERR1912995.79168__1.79168	1262911__R6H2J2__BN557_01228
ERR1912995.79235__1.79235	572010__atpD
ERR1912995.79414__1.79414	116085__D4J4J2__DW747_14050
ERR1912995.79619__1.79619	1160721__R6TBX7__BHW50_00205
ERR1912995.79792__1.79792	2022527__A0A264Y5H7__CHL74_10790
ERR1912995.79950__1.79950	552398__F4XCQ4__HMPREF0866_01621
ERR1912995.79975__1.79975	1262919__R5P777__BN465_01262
ERR1912995.80764__1.80764	39488__A0A285PVH6__EUBHAL_00530
ERR1912995.80923__1.80923	40520__R7D6C0__RUMOBE_01488
ERR1912995.81160__1.81160	147206__GCF_000156215.1_01776
ERR1912995.81135__1.81135	1262882__R5MIC9__BN519_00834
ERR1912995.81177__1.81177	1628085__A0A3E2XZQ1__C7386_101439
ERR1912995.81233__1.81233	74426__group_1871
ERR1912995.81192__1.81192	165179__D1PCT4__DXB80_09470
ERR1912995.81368__1.81368	74426__purL
ERR1912995.81394__1.81394	1262882__R5MIC9__BN519_00834
ERR1912995.81842__1.81842	1680__A0A0C2VBJ4__birA
ERR1912995.82062__1.82062	40518__R5E1X3__clcA
ERR1912995.82132__1.82132	301301__G2T5Z5__RHOM_15985
ERR1912995.82254__1.82254	1680__A0A0C2VBJ4__birA
ERR1912995.82425__1.82425	901__B6WQM5__cobM
ERR1912995.82543__1.82543	1262936__R7J146__BN799_01697
ERR1912995.82557__1.82557	901__B6WXH1__DESPIGER_1644
ERR1912995.82584__1.82584	1680__A0A174BEE7__BSTER_1311
ERR1912995.82949__1.82949	116085__D4J6M2__cobT
ERR1912995.83105__1.83105	216816__A0A374SVM3__BLSL_0492
ERR1912995.83475__1.83475	2022527__A0A264YAJ7__CHL74_00810
ERR1912995.83551__1.83551	301302__A0A0M6WKN8__M72_27741
ERR1912995.83586__1.83586	706562__GCA_900112995.1_02503
ERR1912995.83973__1.83973	1262959__R5Y464__BN680_00631
ERR1912995.84304__1.84304	821__A6L0C7__ERS852556_03520
ERR1912995.84505__1.84505	45851__D4S2J5__BUTYVIB_02317
ERR1912995.85006__1.85006	45851__D4RZF5__BUTYVIB_01221
ERR1912995.85135__1.85135	901__B6WXG1__DHV46_02130
ERR1912995.85172__1.85172	1262936__R7IYJ1__BN799_00810
ERR1912995.85499__1.85499	1263006__R6LXG0__BN515_01067
ERR1912995.85726__1.85726	1680__A0A1X3A951__AL0462_1583
ERR1912995.85832__1.85832	239935__A0A2N8HL14__CXT98_09285
ERR1912995.85839__1.85839	216816__B3DNW2__BL171B_07980
ERR1912995.86066__1.86066	1262936__R7J354__BN799_00281
ERR1912995.86175__1.86175	357276__B6W1Y1__BSEG_03960
ERR1912995.86250__1.86250	301302__A0A173UPG6__ERS852420_03127
ERR1912995.86811__1.86811	1150298__R7JPB1__corA
ERR1912995.87326__1.87326	821__A0A174WBC9__ERS852556_03145
ERR1912995.87425__1.87425	1262936__R7J1I2__BN799_01776
ERR1912995.87874__1.87874	147206__GCF_000156215.1_01777
ERR1912995.89019__1.89019	45851__R5LTQ3__BHV86_02315
ERR1912995.88971__1.88971	1680__A0A174BEE7__BSTER_1311
ERR1912995.89041__1.89041	901__B6WXA0__aroE
ERR1912995.89156__1.89156	45851__R5LTQ3__BHV86_02315
ERR1912995.89141__1.89141	1550024__A0A0D8IWU5__TQ39_13940
ERR1912995.89681__1.89681	818__A0A0N7I9M6__Btheta7330_00939
ERR1912995.89811__1.89811	147206__GCF_000156215.1_01777
ERR1912995.90157__1.90157	1262936__R7IZ52__BN799_00980
ERR1912995.90345__1.90345	901__B6WUL1__DESPIG_01755
ERR1912995.90410__1.90410	40518__R5DS23__DXD86_01715
ERR1912995.90650__1.90650	901__B6WQB0__DHV46_07090
ERR1912995.90790__1.90790	1897011__A0A1Q6RF88__BHW41_03295
ERR1912995.91001__1.91001	1680__A0A087DHN0__AL0462_1532
ERR1912995.91035__1.91035	371601__A0A1Y4VIV8__SAMN05216250_12923
ERR1912995.91195__1.91195	46503__A7AB27__DXB85_00430
ERR1912995.91239__1.91239	901__B6WSE8__DESPIG_01070
ERR1912995.91495__1.91495	39485__A0A174Z7G5__EUBELI_01168
ERR1912995.91708__1.91708	1263006__R6LYR2__BN515_01475
ERR1912995.91675__1.91675	1262911__R6GZ01__BN557_00641
ERR1912995.91683__1.91683	45851__D4RZ17__BUTYVIB_01081
ERR1912995.91710__1.91710	357276__A0A0M1W657__HMPREF1064_04629
ERR1912995.91886__1.91886	1897011__A0A1Q6RDB1__BHW41_05850
ERR1912995.91912__1.91912	1680__A0A087DHN0__AL0462_1532
ERR1912995.92274__1.92274	901__B6WUN6__DHV46_11020
ERR1912995.92559__1.92559	301302__R5VE56__M72_25941
ERR1912995.92580__1.92580	74426__rpoC
ERR1912995.92896__1.92896	1262936__R7J247__BN799_01051
ERR1912995.93379__1.93379	301302__A0A0M6WMV7__M72_28281
ERR1912995.93440__1.93440	552398__F4XCR9__HMPREF0866_01636
ERR1912995.93515__1.93515	1262936__R7IYJ1__BN799_00810
ERR1912995.93516__1.93516	1263011__R6DSV1__BN553_00294
ERR1912995.93695__1.93695	1680__A0A174BEE7__BSTER_1311
ERR1912995.93826__1.93826	1262936__R7IYH4__BN799_00795
ERR1912995.93947__1.93947	28111__R5JN40__HMPREF1016_01803
ERR1912995.94014__1.94014	1262936__R7IYJ1__BN799_00810
ERR1912995.94036__1.94036	853__E2ZGD9__C7J97_11715
ERR1912995.94067__1.94067	216816__B3DNW2__BL171B_07980
ERR1912995.94229__1.94229	572010__argF
ERR1912995.94326__1.94326	74426__pdxS
ERR1912995.94657__1.94657	2022527__A0A264Y883__CHL74_06045
ERR1912995.94676__1.94676	209880__A0A1G5VWC9__SAMN02910343_00951
ERR1912995.94893__1.94893	853__A0A173YYY4__DWZ04_09420
ERR1912995.95228__1.95228	1262936__R7J5J9__BN799_00247
ERR1912995.95287__1.95287	1550024__G9RP65__ASJ35_11645
ERR1912995.95379__1.95379	1262936__R7J1E6__BN799_01664
ERR1912995.95456__1.95456	1262936__R7J5X5__BN799_00356
ERR1912995.95618__1.95618	74426__pdxS
ERR1912995.96404__1.96404	1897011__A0A1Q6RDL4__BHW41_05540
ERR1912995.96406__1.96406	1262936__R7J1I2__BN799_01776
ERR1912995.96511__1.96511	1550024__G9RXY7__TQ39_00100
ERR1912995.96546__1.96546	552398__T5S086__HMPREF0866_01580
ERR1912995.96577__1.96577	384639__GCA_003096855.1_01180
ERR1912995.96636__1.96636	1262936__R7J146__BN799_01697
ERR1912995.96926__1.96926	178339__GCA_001746855.1_00180
ERR1912995.97058__1.97058	1262882__R5MRS7__BN519_01490
ERR1912995.97197__1.97197	45851__R5LJL1__BHV86_09305
ERR1912995.97337__1.97337	853__A0A3E2V168__FAEPRAM212_00929
ERR1912995.97344__1.97344	1680__A0A174BEE7__BSTER_1311
ERR1912995.97466__1.97466	239935__A0A2N8HB50__CXU17_02615
ERR1912995.97479__1.97479	901__B6WUI5__DESPIGER_1817
ERR1912995.97493__1.97493	1262936__R7J5J9__BN799_00247
ERR1912995.97502__1.97502	1263000__R5EWT9__BN466_02076
ERR1912995.97523__1.97523	1262959__R5YGN1__BN680_01466
ERR1912995.97746__1.97746	1262882__R5MQ63__BN519_01173
ERR1912995.97787__1.97787	1262911__R6GPA3__BN557_00827
ERR1912995.97840__1.97840	39485__A0A174YTW2__EUBELI_20520
ERR1912995.97925__1.97925	39485__A0A174Z851__cdaR_1
ERR1912995.98289__1.98289	1680__A0A174BEE7__BSTER_1311
ERR1912995.98290__1.98290	216816__Q8G585__APC1473_0508
ERR1912995.98620__1.98620	626940__E8LEW0__BN587_02177
ERR1912995.98690__1.98690	626929__R5JTP9__HMPREF9445_01944
ERR1912995.98762__1.98762	1680__A0A087DHN0__AL0462_1532
ERR1912995.99017__1.99017	1897011__A0A1Q6RCU3__BHW41_05920
ERR1912995.99610__1.99610	74426__rpoC
ERR1912995.99793__1.99793	239935__A0A2N8HUU6__CXT90_06150
ERR1912995.99838__1.99838	1262936__R7IY78__BN799_00717
ERR1912995.99976__1.99976	1262911__R6H1D2__BN557_00855
ERR1912995.100550__1.100550	39488__A0A173SK21__EUBHAL_00799
ERR1912995.100613__1.100613	328814__GCA_004558275.1_01002
ERR1912995.100689__1.100689	1897011__A0A1Q6RE52__BHW41_04690
ERR1912995.100836__1.100836	1550024__A0A0W7TT94__TQ39_11150
ERR1912995.100854__1.100854	40518__R5DPE0__DXD86_06515
ERR1912995.101244__1.101244	28111__E5WXY3__NCTC11155_00116
ERR1912995.101419__1.101419	1897011__A0A1Q6RFA6__BHW41_03080
ERR1912995.101557__1.101557	1262936__R7J049__BN799_01347
ERR1912995.102328__1.102328	1550024__A0A3B9WFL2__ASJ35_03875
ERR1912995.102547__1.102547	1735__B7CDA5__EUBIFOR_02186
ERR1912995.103169__1.103169	2173__A0A1D2WST6__METSMIALI_00213
ERR1912995.103232__1.103232	301301__A0A174GNJ2__RHOM_05610
ERR1912995.103435__1.103435	301302__A0A173S436__M72_16191
ERR1912995.103574__1.103574	1262936__R7J429__BN799_00416
ERR1912995.103746__1.103746	901__B6WTR4__DESPIGER_1248
ERR1912995.103815__1.103815	1897011__A0A1Q6RE59__BHW41_04605
ERR1912995.104121__1.104121	39491__A0A395ZFH9__ERS852417_01193
ERR1912995.104408__1.104408	1299998__GCA_001494635.1_00345
ERR1912995.104538__1.104538	1897011__A0A1Q6RE47__BHW41_04715
ERR1912995.104784__1.104784	1897011__A0A1Q6REA0__BHW41_04660
ERR1912995.104923__1.104923	853__A0A173RZ39__C4N22_01650
ERR1912995.105055__1.105055	572010__group_1977
ERR1912995.105348__1.105348	1680__A0A374QDL4__LMG18897_0432
ERR1912995.105373__1.105373	2022527__A0A264Y5V9__CHL74_10280
ERR1912995.105668__1.105668	1262882__R5MLP0__BN519_01597
ERR1912995.105972__1.105972	384638__B7AN60__BACPEC_00112
ERR1912995.106053__1.106053	301302__A0A173T3P5__ERS852420_01836
ERR1912995.106338__1.106338	901__A0A1K1LGQ2__DESPIG_02072
ERR1912995.106395__1.106395	1897011__A0A1Q6REA0__BHW41_04660
ERR1912995.106630__1.106630	239935__A0A2N8IMC3__CXT96_03840
ERR1912995.106634__1.106634	820__A0A139K337__ERS852459_02375
ERR1912995.107120__1.107120	1680__A0A087DHN0__AL0462_1532
ERR1912995.107327__1.107327	572010__rplK
ERR1912995.107862__1.107862	1680__R5GRA4__ERS852382_01548
ERR1912995.108005__1.108005	1150298__A0A174QRU8__ERS852498_00962
ERR1912995.108258__1.108258	116085__D4JAV2__DW747_16210
ERR1912995.108436__1.108436	74426__purL
ERR1912995.108638__1.108638	1262761__R6RU22__BN606_01110
ERR1912995.108898__1.108898	61171__B9Y5T8__HOLDEFILI_01170
ERR1912995.109046__1.109046	1680__A0A0B5BIU5__BSTER_0145
ERR1912995.109115__1.109115	147206__GCF_000156215.1_01773
ERR1912995.109371__1.109371	239935__A0A2N8ITX2__CXT86_11265
ERR1912995.109605__1.109605	552398__F4XCQ4__HMPREF0866_01621
ERR1912995.109675__1.109675	40520__R7DCR4__DXB81_00490
ERR1912995.109800__1.109800	239935__A0A2N8IF99__lpdA
ERR1912995.110628__1.110628	1262936__R7J5M9__BN799_00277
ERR1912995.110731__1.110731	1263107__GCA_000436995.1_00102
ERR1912995.110832__1.110832	1680__A0A076JM61__DXD63_05245
ERR1912995.111020__1.111020	821__A6L0C7__ERS852556_03520
ERR1912995.111268__1.111268	39485__A0A174YMI9__cph2_5
ERR1912995.111248__1.111248	1299998__GCA_001494635.1_00345
ERR1912995.111642__1.111642	901__B6WX92__DESPIG_02718
ERR1912995.111597__1.111597	1680__A0A2R4G1K8__BBMN23_0315
ERR1912995.111794__1.111794	1680__A0A0C2VBJ4__birA
ERR1912995.112071__1.112071	745368__A0A1T4XY03__SAMN02745178_02465
ERR1912995.112087__1.112087	853__A0A173YYY4__DWZ04_09420
ERR1912995.112300__1.112300	301302__A0A173R1Q9__M72_20711
ERR1912995.112329__1.112329	216816__B7GN29__BL72_08765
ERR1912995.112454__1.112454	853__A0A3E2V168__FAEPRAM212_00929
ERR1912995.112527__1.112527	1262936__R7J2L3__BN799_01877
ERR1912995.112876__1.112876	40518__R5E6G1__DXD83_06815
ERR1912995.113027__1.113027	1147152__GeneID:14182018
ERR1912995.113084__1.113084	1263027__R6ZXX1__BN699_01485
ERR1912995.113748__1.113748	1262911__R6GY22__BN557_00023
ERR1912995.114095__1.114095	572010__napA
ERR1912995.114235__1.114235	45851__D4RYC5__BHV86_01930
ERR1912995.114275__1.114275	1262911__R6GI18__BN557_01377
ERR1912995.114748__1.114748	1680__A0A174BEE7__BSTER_1311
ERR1912995.114739__1.114739	40518__R5DU52__RB5AMG_02245
ERR1912995.114720__1.114720	301302__R5UMB9__M72_25011
ERR1912995.114771__1.114771	28052__R7NBF2__ERS852451_02191
ERR1912995.114971__1.114971	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1912995.115048__1.115048	45851__D4RYD2__BUTYVIB_00837
ERR1912995.115346__1.115346	901__B6WRD8__DHV46_04960
ERR1912995.115366__1.115366	147206__GCF_000156215.1_01777
ERR1912995.115513__1.115513	74426__nifJ
ERR1912995.115735__1.115735	1262882__R5MRT2__BN519_01494
ERR1912995.115738__1.115738	216816__V6XY04__APK78_02285
ERR1912995.115780__1.115780	1680__A0A0B5BIU5__BSTER_0145
ERR1912995.115834__1.115834	1680__A0A3E4SB79__BAD_1517
ERR1912995.115951__1.115951	1897011__A0A1Q6RE52__BHW41_04690
ERR1912995.116059__1.116059	33043__A0A174H1Y6__ERS852575_02698
ERR1912995.116361__1.116361	1262882__R5N678__BN519_01604
ERR1912995.116686__1.116686	1262882__R5MPY4__BN519_01128
ERR1912995.116808__1.116808	901__B6WUY7__DHV46_11425
ERR1912995.117042__1.117042	901__B6WWQ9__DESPIG_02528
ERR1912995.117458__1.117458	147206__GCF_000156215.1_01776
ERR1912995.117472__1.117472	2022527__A0A264Y5L2__CHL74_10875
ERR1912995.117997__1.117997	301302__R5UQK8__M72_11501
ERR1912995.118193__1.118193	39485__R5ZX10__ERS852492_02330
ERR1912995.118256__1.118256	1550024__G9RWC0__ASJ35_03560
ERR1912995.118664__1.118664	1262936__R7J3N4__BN799_00434
ERR1912995.118680__1.118680	301302__A0A173UAS4__M72_15061
ERR1912995.118712__1.118712	40518__R5E1J2__DXD93_04070
ERR1912995.118755__1.118755	216816__A0A1S2VTC3__BLIC_e00847
ERR1912995.118840__1.118840	301302__R5UMP3__lytC_3
ERR1912995.118847__1.118847	552398__T5S086__HMPREF0866_01580
ERR1912995.118861__1.118861	165179__A0A3E5EB26__CFT61_02800
ERR1912995.118895__1.118895	1262911__R6GKS1__BN557_00184
ERR1912995.119193__1.119193	45851__D4RYB8__BHV86_01965
ERR1912995.119214__1.119214	165179__D1PFV4__PREVCOP_06112
ERR1912995.119185__1.119185	28111__E5X3F5__BACEGG_02868
ERR1912995.119319__1.119319	820__A0A3E4RU03__M093_0563
ERR1912995.119333__1.119333	40518__R5DNY7__RBATCC27255_00367
ERR1912995.119284__1.119284	165179__A0A174IHQ2__PREVCOP_05478
ERR1912995.119402__1.119402	1680__A0A174BEE7__BSTER_1311
ERR1912995.119578__1.119578	1262924__R7HSH9__BN585_00133
ERR1912995.119649__1.119649	74426__nifJ
ERR1912995.119650__1.119650	1262936__R7IY33__BN799_00622
ERR1912995.119782__1.119782	147206__GCF_000156215.1_01775
ERR1912995.119824__1.119824	1680__A0A374QDL4__LMG18897_0432
ERR1912995.119868__1.119868	901__B6WY11__DESPIGER_1484
ERR1912995.119864__1.119864	1680__R5GSL8__DXD60_03315
ERR1912995.119865__1.119865	1263006__R6LZ17__BN515_01569
ERR1912995.120013__1.120013	1897011__A0A1Q6RJH2__BHW41_00235
ERR1912995.120059__1.120059	1897011__A0A1Q6RJH2__BHW41_00235
ERR1912995.120167__1.120167	1262924__R7HRJ9__BN585_00557
ERR1912995.120216__1.120216	1689__D2Q8N7__BDP_0500
ERR1912995.120560__1.120560	172901__A0A2U1AJM8__C8D82_13432
ERR1912995.120595__1.120595	1628085__A0A3E2Y1H6__C7386_104158
ERR1912995.120624__1.120624	1897011__A0A1Q6RFG0__BHW41_03665
ERR1912995.120646__1.120646	544580__A0A120KQ43__BKH26_13310
ERR1912995.120854__1.120854	147206__GCF_000156215.1_01776
ERR1912995.120935__1.120935	901__B6WVR4__DESPIGER_2125
ERR1912995.121001__1.121001	216816__C2GV16__APC1504_1666
ERR1912995.120970__1.120970	45851__D4RWN6__BUTYVIB_00072
ERR1912995.121127__1.121127	61171__B9Y5T8__HOLDEFILI_01170
ERR1912995.121231__1.121231	1735__B7C9Q5__EUBIFOR_00915
ERR1912995.121432__1.121432	28111__R5JN40__HMPREF1016_01803
ERR1912995.121530__1.121530	1680__A0A087DHN0__AL0462_1532
ERR1912995.121535__1.121535	1262936__R7J5J9__BN799_00247
ERR1912995.121621__1.121621	1262936__R7J1I3__BN799_01554
ERR1912995.121716__1.121716	1262936__R7J0K9__BN799_01537
ERR1912995.121901__1.121901	45851__R5LYV2__BHV86_00590
ERR1912995.121904__1.121904	820__A0A173YYG4__evgS_3
ERR1912995.121987__1.121987	166486__D4L378__hcaR
ERR1912995.122071__1.122071	626940__E8LGM9__DCQ00_02420
ERR1912995.122285__1.122285	901__A0A1K1LGQ2__DESPIG_02072
ERR1912995.122291__1.122291	901__B6WY50__DESPIGER_1446
ERR1912995.122583__1.122583	1262924__R7HST1__BN585_00215
ERR1912995.122940__1.122940	165179__D1PHV2__PREVCOP_06822
ERR1912995.122911__1.122911	100884__E7GFK8__HMPREF9488_03551
ERR1912995.123029__1.123029	1262936__R7J420__BN799_00406
ERR1912995.123239__1.123239	292800__G9YLK8__ERS852504_01820
ERR1912995.123537__1.123537	301302__R5V4M3__ERS852420_01171
ERR1912995.123696__1.123696	853__A0A173XRA8__CGS56_09290
ERR1912995.124059__1.124059	1262746__R5SRY0__BN750_01341
ERR1912995.124528__1.124528	1262954__R7FCI8__BN611_01795
ERR1912995.124591__1.124591	1680__A0A173XYA2__B0703_0121
ERR1912995.124600__1.124600	1680__R5GR82__AD0028_0014
ERR1912995.124683__1.124683	706562__GCA_900112995.1_01638
ERR1912995.124775__1.124775	1262882__R5N2A9__BN519_00921
ERR1912995.124970__1.124970	2022527__A0A264Y9E2__CHL74_03740
ERR1912995.125163__1.125163	74426__rpoC
ERR1912995.125203__1.125203	45851__D4RZC6__BHV86_04730
ERR1912995.125239__1.125239	40518__R5DTG5__RBATCC27255_00890
ERR1912995.125632__1.125632	1150298__R7JSE8__coaX_1
ERR1912995.125705__1.125705	821__A0A396F9T7__M097_3427
ERR1912995.125783__1.125783	45851__D4S1R7__BUTYVIB_02039
ERR1912995.125829__1.125829	1262936__R7J3B1__BN799_00034
ERR1912995.126079__1.126079	1262936__R7IY78__BN799_00717
ERR1912995.126304__1.126304	45851__D4RWS3__BUTYVIB_00110
ERR1912995.126504__1.126504	1680__A0A174BEE7__BSTER_1311
ERR1912995.126676__1.126676	1897011__A0A1Q6RG37__BHW41_02405
ERR1912995.126789__1.126789	28111__E5WZR2__HMPREF1016_02168
ERR1912995.126846__1.126846	1263000__R5EKG2__BN466_02040
ERR1912995.126982__1.126982	1262936__R7J2D3__BN799_01784
ERR1912995.127075__1.127075	901__B6WVE1__DESPIGER_2036
ERR1912995.127220__1.127220	1262882__R5MJ49__BN519_01124
ERR1912995.127482__1.127482	74426__rpoC
ERR1912995.127552__1.127552	853__A8SCP3__C4N26_07960
ERR1912995.127721__1.127721	45851__D4RYC7__BUTYVIB_00832
ERR1912995.127933__1.127933	1262911__R6GK39__BN557_01755
ERR1912995.128239__1.128239	239935__A0A2N8HPX2__CXT90_09930
ERR1912995.128240__1.128240	1897011__A0A1Q6RG59__BHW41_02475
ERR1912995.128279__1.128279	301302__R5V5K3__M72_10541
ERR1912995.128483__1.128483	45851__D4RWJ0__BHV86_05915
ERR1912995.128721__1.128721	74426__group_4823
ERR1912995.128895__1.128895	1680__A1A1R1__BIFADO_00076
ERR1912995.128979__1.128979	39488__A0A374NJ86__mltG
ERR1912995.129124__1.129124	853__A0A3E2V168__FAEPRAM212_00929
ERR1912995.129398__1.129398	239935__A0A2N8HUU6__CXT90_06150
ERR1912995.129676__1.129676	1897011__A0A1Q6RET2__BHW41_04000
ERR1912995.130144__1.130144	45851__D4RYU0__BHV86_05340
ERR1912995.130246__1.130246	2022527__A0A264Y9E9__CHL74_03710
ERR1912995.130279__1.130279	165179__A0A3E4SB95__DXC61_13455
ERR1912995.130310__1.130310	394340__leuS
ERR1912995.130315__1.130315	147206__GCF_000156215.1_00014
ERR1912995.130531__1.130531	901__B6WUN6__DHV46_11020
ERR1912995.130741__1.130741	901__B6WUI5__DESPIGER_1817
ERR1912995.130755__1.130755	901__B6WQ99__BHW59_02695
ERR1912995.130899__1.130899	1897011__A0A1Q6RH61__BHW41_01970
ERR1912995.131197__1.131197	45851__D4RZF4__BUTYVIB_01220
ERR1912995.131137__1.131137	1897011__A0A1Q6REW8__BHW41_04435
ERR1912995.131279__1.131279	1262936__R7J169__BN799_00083
ERR1912995.131321__1.131321	147206__GCF_000156215.1_01777
ERR1912995.131691__1.131691	901__B6WXF1__DESPIGER_1660
ERR1912995.131797__1.131797	1897011__A0A1Q6RG93__BHW41_02645
ERR1912995.132036__1.132036	147206__GCF_000156215.1_01777
ERR1912995.132066__1.132066	165179__A0A3E5E8N5__DXC61_13460
ERR1912995.132100__1.132100	74426__purL
ERR1912995.132143__1.132143	28052__R7N8Y2__ERS852451_01598
ERR1912995.132391__1.132391	1897011__A0A1Q6RHB1__BHW41_01830
ERR1912995.132901__1.132901	1263006__R6LND6__BN515_01578
ERR1912995.132882__1.132882	239935__A0A3F3KBB8__CXU16_06755
ERR1912995.132997__1.132997	1262936__R7IZ99__BN799_01076
ERR1912995.133095__1.133095	1262959__R5Y2W4__BN680_00219
ERR1912995.133414__1.133414	1680__A0A173XYA2__B0703_0121
ERR1912995.133687__1.133687	1263000__R5EXT3__BN466_02213
ERR1912995.133825__1.133825	901__B6WTT7__DESPIG_01494
ERR1912995.133875__1.133875	1262911__R6GTA5__BN557_01337
ERR1912995.134169__1.134169	901__B6WXA0__aroE
ERR1912995.134202__1.134202	100884__E7GFK3__DXB26_14415
ERR1912995.134332__1.134332	301302__A0A0M6X038__M72_18501
ERR1912995.134465__1.134465	1263000__R5EXT3__BN466_02213
ERR1912995.134813__1.134813	1262936__R7IYH4__BN799_00795
ERR1912995.134873__1.134873	1262936__R7J1V8__BN799_00957
ERR1912995.135519__1.135519	1897011__A0A1Q6RFG3__BHW41_03700
ERR1912995.135712__1.135712	1897011__A0A1Q6RC30__BHW41_06700
ERR1912995.135858__1.135858	1897011__A0A1Q6RGC4__BHW41_02800
ERR1912995.136104__1.136104	901__B6WVN9__DESPIG_02157
ERR1912995.136136__1.136136	1262936__R7J048__BN799_01270
ERR1912995.136216__1.136216	45851__D4RZ17__BUTYVIB_01081
ERR1912995.136364__1.136364	1263000__R5ES99__BN466_01121
ERR1912995.136665__1.136665	2022527__A0A264Y4B7__CHL74_13115
ERR1912995.136778__1.136778	552398__F4XCQ4__HMPREF0866_01621
ERR1912995.136948__1.136948	74426__argF
ERR1912995.137232__1.137232	216816__A0A3D8U0T6__BN57_1990
ERR1912995.137358__1.137358	1262936__R7J0S3__BN799_01459
