ERR1913233.21__1.21	204516__U6RJY4__HMPREF1534_01494
ERR1913233.176845__1.176845	821__A0A3E4WAR6__DXD64_10735
ERR1913233.176888__1.176888	165179__A0A3E5EA43__DXC61_07775
ERR1913233.176894__1.176894	853__A0A174AML0__FPR_08640
ERR1913233.177187__1.177187	40518__R5DLU0__fmt
ERR1913233.177268__1.177268	39485__C4Z6F3__EUBELI_20400
ERR1913233.177352__1.177352	28116__E5C458__BACOV975_02730
ERR1913233.177325__1.177325	853__E2ZJT1__C4N23_03535
ERR1913233.177512__1.177512	39485__A0A174ZPH7__ERS852490_01992
#nreads	107844
#avg_read_length	86.91505322502874
