ERR1913185.233__1.233	487174__K0WYG8__HMPREF9448_01522
ERR1913185.28757__1.28757	820__A0A3E4W6P0__gmhA
ERR1913185.28924__1.28924	106588__A6NUL8__BACCAP_01900
ERR1913185.28965__1.28965	204516__U6RDD8__HMPREF1534_02559
ERR1913185.29064__1.29064	39491__A0A396FS17__envC
ERR1913185.29078__1.29078	820__A0A374QGD2__ERS852421_02382
ERR1913185.29085__1.29085	853__C7H7F5__DWZ46_01780
ERR1913185.29180__1.29180	39491__A0A395V0E5__ERE_31370
ERR1913185.29166__1.29166	820__A0A139K426__B5G17_09115
ERR1913185.29169__1.29169	1262882__R5MYP8__BN519_00439
ERR1913185.29273__1.29273	214856__R6Y6H8__ERS852447_01719
ERR1913185.29457__1.29457	214856__R6Z590__ERS852447_01059
ERR1913185.29491__1.29491	1680__R5GZJ8__BSTER_1195
ERR1913185.29559__1.29559	1262882__R5N3T7__BN519_01188
ERR1913185.29741__1.29741	187327__G4Q4A5__ACDG_01070
ERR1913185.29844__1.29844	820__A0A174G065__DXB62_08975
ERR1913185.30084__1.30084	820__A7UYX8__DXD40_11635
ERR1913185.30137__1.30137	39491__A0A395ZBQ4__cph2_2
ERR1913185.30178__1.30178	1262882__R5MH82__BN519_00752
ERR1913185.30255__1.30255	40518__R5DVL2__penA
ERR1913185.30489__1.30489	907__G0VN08__C6362_04585
ERR1913185.30498__1.30498	46506__S3YD95__AA415_02538
ERR1913185.30547__1.30547	820__A0A174GYA8__DXB64_07370
ERR1913185.30743__1.30743	1262911__R6GPI7__BN557_00907
ERR1913185.30781__1.30781	46506__S3YU07__AA415_02597
ERR1913185.30966__1.30966	1262882__R5N211__BN519_01033
ERR1913185.31086__1.31086	357276__I9R4T1__IY41_06800
ERR1913185.31202__1.31202	1262986__R6A124__BN492_00244
ERR1913185.31204__1.31204	853__A0A2A7B1Y7__C7K05_11930
ERR1913185.31208__1.31208	1262911__R6GSH8__BN557_00939
ERR1913185.31256__1.31256	1680__A0A0B5BME4__DXD63_05015
ERR1913185.31262__1.31262	853__A0A3E2V168__FAEPRAM212_00929
ERR1913185.31263__1.31263	214856__A0A174FWM7__ERS852559_00590
ERR1913185.31364__1.31364	40518__R5DME2__DXD86_07315
ERR1913185.31402__1.31402	100886__E2NTX6__macB_18
ERR1913185.31404__1.31404	820__A0A396EWL3__ERS417307_03868
ERR1913185.31452__1.31452	487174__R5F3K6__DDY40_04230
ERR1913185.31466__1.31466	28117__B0MTY2__BHV66_06485
ERR1913185.31502__1.31502	46506__B0NQN6__AA415_00632
ERR1913185.31509__1.31509	187327__G4Q5K6__Acin_0880
ERR1913185.31543__1.31543	823__A0A355XIK0__CEQ22_011965
ERR1913185.31601__1.31601	39491__A0A395V1T9__DXD13_03310
ERR1913185.31649__1.31649	487174__R5FN40__HMPREF9448_01366
ERR1913185.31853__1.31853	1262882__R5MIW5__BN519_00945
ERR1913185.31905__1.31905	1262882__R5MM10__BN519_01679
ERR1913185.31927__1.31927	301302__A0A0M6WBZ5__spr
ERR1913185.32024__1.32024	28117__B0MTY2__BHV66_06485
ERR1913185.32127__1.32127	1160721__R6T617__truA
ERR1913185.32339__1.32339	818__A0A0P0FR20__BJP75_022685
ERR1913185.32383__1.32383	1160721__R6TH82__BHW50_00835
ERR1913185.32459__1.32459	46506__R6L6Y9__wza_1
ERR1913185.32483__1.32483	47678__R5UAI1__BACCAC_01922
ERR1913185.32485__1.32485	39491__D6DXZ8__DXB72_15035
ERR1913185.32486__1.32486	47678__R5U7L8__DXB67_16595
ERR1913185.32504__1.32504	821__A0A396F598__CUU_3259
ERR1913185.32506__1.32506	39491__A0A396FFW0__ERE_10580
ERR1913185.32747__1.32747	39491__A0A396FMT0__EUBREC_3020
ERR1913185.32788__1.32788	1680__A0A1V8QAM8__BIFADO_02272
ERR1913185.32823__1.32823	1262882__R5MZF2__BN519_00592
ERR1913185.32839__1.32839	74426__rpoB
ERR1913185.32924__1.32924	1262986__R5ZS37__BN492_00911
ERR1913185.32963__1.32963	39483__D4JE66__HMPREF0367_00406
ERR1913185.32980__1.32980	88431__A6BFJ3__ERS852408_01680
ERR1913185.33014__1.33014	1262911__R6GSH0__BN557_00934
ERR1913185.33055__1.33055	821__C6Z087__DXB90_00750
ERR1913185.33060__1.33060	39483__D4JE66__HMPREF0367_00406
ERR1913185.33143__1.33143	1262911__R6GSH0__BN557_00934
ERR1913185.33299__1.33299	821__A0A396F9T7__M097_3427
ERR1913185.33312__1.33312	1681__A0A0H3E849__BBJK_01758
ERR1913185.33480__1.33480	853__A0A173YYY4__DWZ04_09420
ERR1913185.33535__1.33535	165179__R6PU83__CFT61_14275
ERR1913185.33508__1.33508	40518__R5DY98__mepA_5
ERR1913185.33546__1.33546	1262882__R5MYX5__BN519_00333
ERR1913185.33606__1.33606	1262882__A0A356PSJ4__BN519_01180
ERR1913185.33653__1.33653	1472761__GCA_002159295.1_00744
ERR1913185.33734__1.33734	39491__A0A396FS17__envC
ERR1913185.33848__1.33848	39491__A0A2U2EKL1__ERS852580_00911
ERR1913185.33879__1.33879	84030__D6DGE3__B5F06_05700
ERR1913185.33891__1.33891	1262882__R5MIQ8__BN519_01036
ERR1913185.33897__1.33897	328813__A0A1Y3QQ66__B5G41_14240
ERR1913185.34097__1.34097	626929__F3PJ28__B5F24_03465
ERR1913185.34117__1.34117	1680__R5GRA4__ERS852382_01548
ERR1913185.34159__1.34159	187327__G4Q3J1__ACDG_01977
ERR1913185.34182__1.34182	40518__R5DUJ5__DXD83_01635
ERR1913185.34202__1.34202	46503__R6Y8M7__ERS852463_01228
ERR1913185.34213__1.34213	39491__A0A396FNP1__DXD95_06025
ERR1913185.34250__1.34250	33039__D4M1A4__ERS852502_00742
ERR1913185.34298__1.34298	820__A0A139KG04__ERS852459_01249
ERR1913185.34320__1.34320	1262911__R6GSH8__BN557_00939
ERR1913185.34334__1.34334	39488__A0A285PQW6__EHLA_1294
ERR1913185.34405__1.34405	1262882__R5MSX6__BN519_01697
ERR1913185.34475__1.34475	46503__R6WTW1__NCTC13052_03440
ERR1913185.34567__1.34567	1160721__W0U3C6__BHW50_11080
ERR1913185.34656__1.34656	1262911__R6H1J5__BN557_00905
ERR1913185.34810__1.34810	301302__R5VG21__M72_16591
ERR1913185.34899__1.34899	820__A0A173YYG4__evgS_3
ERR1913185.35023__1.35023	39491__A0A395ZHW9__DXC13_02590
ERR1913185.35001__1.35001	1262882__R5MHZ2__BN519_00742
ERR1913185.35005__1.35005	712121__L1PHT6__HMPREF9061_00807
ERR1913185.35087__1.35087	46506__R6B8Z4__SAMN05444283_11711
ERR1913185.35183__1.35183	28117__B0MU57__ALIPUT_00175
ERR1913185.35202__1.35202	28117__B0MU57__ALIPUT_00175
ERR1913185.35311__1.35311	907__G0VLK7__SAMN04488492_1145
ERR1913185.35346__1.35346	301302__A0A0M6W9H8__M72_19621
ERR1913185.35406__1.35406	187327__G4Q682__Acin_1672
ERR1913185.35480__1.35480	39491__A0A173QT73__alaS_2
ERR1913185.35482__1.35482	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913185.35563__1.35563	39485__C4Z0T2__ykvU
ERR1913185.35573__1.35573	1262882__R5N4P6__BN519_01346
ERR1913185.35714__1.35714	46506__S3YVT5__BACSTE_02352
ERR1913185.35814__1.35814	28117__B0MTH2__ALIPUT_00061
ERR1913185.35823__1.35823	39491__A0A173SH34__EUR_24920
ERR1913185.35798__1.35798	820__A0A3E4G826__C801_01612
ERR1913185.35960__1.35960	301302__A0A0M6WG68__ERS852420_02421
ERR1913185.36019__1.36019	1263000__R5EPJ2__BN466_00954
ERR1913185.36152__1.36152	1160721__W0U5X6__RBI_I01796
ERR1913185.36194__1.36194	74426__group_1871
ERR1913185.36221__1.36221	301302__R5UMB9__M72_25011
ERR1913185.36237__1.36237	1262986__R5ZVR7__BN492_01484
ERR1913185.36241__1.36241	410072__A0A173WD04__penA_2
ERR1913185.36305__1.36305	384639__GCA_003096855.1_00996
ERR1913185.36336__1.36336	487174__K0WZ94__HMPREF9448_00984
ERR1913185.36411__1.36411	556259__I0PYM3__BSGG_5385
ERR1913185.36378__1.36378	1262911__R6GK39__BN557_01755
ERR1913185.36486__1.36486	39488__C0EXY6__ltaS1_2
ERR1913185.36501__1.36501	39491__A0A396FS17__envC
ERR1913185.36733__1.36733	40518__R5DX31__DXD86_09775
ERR1913185.36761__1.36761	74426__groL
ERR1913185.36842__1.36842	1262882__R5MJM8__BN519_01064
ERR1913185.36965__1.36965	820__A0A3E4VXP2__yesR
ERR1913185.36938__1.36938	28117__R7JN92__BHV66_00550
ERR1913185.37056__1.37056	28111__R5JUK8__NCTC11155_02515
ERR1913185.37187__1.37187	1262882__R5MYI1__BN519_00416
ERR1913185.37217__1.37217	301302__R5UMB3__M72_01421
ERR1913185.37238__1.37238	820__A7V9F9__B5G17_14640
ERR1913185.37271__1.37271	1262986__R6A8Q9__BN492_00460
ERR1913185.37265__1.37265	39491__D6DXZ8__DXB72_15035
ERR1913185.37440__1.37440	1680__A0A0B5BL52__ERS852382_00480
ERR1913185.37422__1.37422	410072__A0A173XQG6__ERS852574_01620
ERR1913185.37496__1.37496	1262882__R5N2E1__BN519_01117
ERR1913185.37636__1.37636	820__A0A3E4W4Y7__B5G17_02055
ERR1913185.37721__1.37721	823__A0A073I748__M096_3057
ERR1913185.37724__1.37724	39491__C4Z9D4__DXD95_00055
ERR1913185.37755__1.37755	28117__R7JIJ8__BHV66_01635
ERR1913185.37796__1.37796	39486__B0G9H3__DXD18_11315
ERR1913185.37955__1.37955	88431__A0A173XSN2__ERS852526_00723
ERR1913185.38019__1.38019	487174__K0X429__HMPREF9448_00932
ERR1913185.38039__1.38039	823__A0A073IAS1__M091_0201
ERR1913185.38072__1.38072	46503__K5ZM81__DCY29_16460
ERR1913185.38132__1.38132	818__A0A1H7L4U6__BSIG_3287
ERR1913185.38341__1.38341	820__A0A139K9Q2__DXD40_08795
ERR1913185.38355__1.38355	1262948__R7EGP9__BN671_01082
ERR1913185.38443__1.38443	39483__D4JDQ6__B5F14_05320
ERR1913185.38581__1.38581	357276__I9FGI3__EL88_12385
ERR1913185.38605__1.38605	1262803__R6NL95__BN649_00814
ERR1913185.38563__1.38563	1262743__R5C054__BN727_01980
ERR1913185.38567__1.38567	28052__A0A174P635__ERS852499_02418
ERR1913185.38805__1.38805	78345__A0A087BJK4__SAMN02745589_1497
ERR1913185.38823__1.38823	1680__A0A0B5BIU5__BSTER_0145
ERR1913185.38918__1.38918	216816__D6ZSV1__CE169_00930
ERR1913185.38974__1.38974	1263107__GCA_000436995.1_00193
ERR1913185.39023__1.39023	187327__G4Q902__Acin_0458
ERR1913185.39030__1.39030	1262911__R6H074__BN557_00923
ERR1913185.39047__1.39047	1262882__R5MZZ3__BN519_00482
ERR1913185.39089__1.39089	46506__S3YVT5__BACSTE_02352
ERR1913185.39094__1.39094	39491__C4ZCV5__DXB99_11855
ERR1913185.39118__1.39118	39491__C4ZCV5__DXB99_11855
ERR1913185.39231__1.39231	46503__R6WWH2__DXB85_00365
ERR1913185.39281__1.39281	187327__G4Q6J1__ACDG_00874
ERR1913185.39306__1.39306	39491__A0A395UZ82__EUR_31520
ERR1913185.39347__1.39347	100886__E2NPH8__CATMIT_00469
ERR1913185.39394__1.39394	1262882__R5MM10__BN519_01679
ERR1913185.39481__1.39481	1262954__R7FE89__BN611_00291
ERR1913185.39538__1.39538	46506__B0NQN6__AA415_00632
ERR1913185.39574__1.39574	187327__G4Q5W8__Acin_0015
ERR1913185.39617__1.39617	39491__A0A395V0H3__ERS852417_01192
ERR1913185.39653__1.39653	46506__A0A120A0V1__DXC41_00280
ERR1913185.39766__1.39766	487174__K0XQM6__HMPREF9448_00330
ERR1913185.39894__1.39894	1262882__R5MHQ8__BN519_00707
ERR1913185.40011__1.40011	39485__C4Z355__ERS852490_01971
ERR1913185.39985__1.39985	46506__B0NPF6__BACSTE_01357
ERR1913185.40052__1.40052	556259__I0PYM3__BSGG_5385
ERR1913185.40115__1.40115	572010__aspS
ERR1913185.40167__1.40167	46506__R6B8Z4__SAMN05444283_11711
ERR1913185.40196__1.40196	821__A6L0C7__ERS852556_03520
ERR1913185.40373__1.40373	301302__A0A173T3P5__ERS852420_01836
ERR1913185.40380__1.40380	1262911__R6HN81__BN557_00921
ERR1913185.40428__1.40428	1680__A0A3E4SB79__BAD_1517
ERR1913185.40604__1.40604	1262882__R5MKV8__BN519_01281
ERR1913185.40578__1.40578	1262882__R5MFM2__BN519_00460
ERR1913185.40580__1.40580	907__A0A269TDA3__MELS_0888
ERR1913185.40593__1.40593	187327__G4Q600__ACDG_00661
ERR1913185.40594__1.40594	40518__R5E6X5__sbcD
ERR1913185.40718__1.40718	47678__A5ZL09__BACCAC_03608
ERR1913185.40695__1.40695	907__G0VRQ3__CJO36_00330
ERR1913185.40742__1.40742	1680__A0A0B5BME4__DXD63_05015
ERR1913185.40874__1.40874	39488__A0A374MV67__DXD91_15895
ERR1913185.40939__1.40939	1680__A0A173W5Z2__DXC53_01290
ERR1913185.41017__1.41017	40518__R5E4X5__RB5AMG_01438
ERR1913185.41092__1.41092	46506__B0NM94__HMPREF1181_03250
ERR1913185.41293__1.41293	39491__A0A3E4E7C5__DXB69_03255
ERR1913185.41357__1.41357	820__A0A3E4WA06__ERS852554_03404
ERR1913185.41481__1.41481	1150298__A0A174SLE6__mlc_1
ERR1913185.41573__1.41573	46506__R6B8Z4__SAMN05444283_11711
ERR1913185.41584__1.41584	39491__A0A395V1Y4__DXB99_08035
ERR1913185.41818__1.41818	39491__A0A396FJV5__ERS852417_00035
ERR1913185.42064__1.42064	1262882__R5MKV8__BN519_01281
ERR1913185.42066__1.42066	1262882__R5MIW5__BN519_00945
ERR1913185.42090__1.42090	1262954__R7FB91__BN611_01809
ERR1913185.42158__1.42158	1262882__R5MGS8__BN519_00565
ERR1913185.42193__1.42193	301301__A0A174AM08__gluP_1
ERR1913185.42241__1.42241	301302__R5UHX5__M72_14301
ERR1913185.42333__1.42333	820__A0A139KHX1__HMPREF2141_00289
ERR1913185.42364__1.42364	387661__K6AET8__HMPREF1077_00420
ERR1913185.42396__1.42396	28116__A0A3A9HSJ8__DXD69_15065
ERR1913185.42412__1.42412	39491__A0A173TFQ1__rsmF
ERR1913185.42537__1.42537	1680__A0A174BEE7__BSTER_1311
ERR1913185.42637__1.42637	1160721__R6U983__RBI_I00047
ERR1913185.42657__1.42657	204516__U6RDD8__HMPREF1534_02559
ERR1913185.42706__1.42706	216816__C5E8I1__yciB
ERR1913185.42779__1.42779	40518__R5DUU2__yvhJ_2
ERR1913185.42853__1.42853	39491__A0A395UYA6__EUBREC_0408
ERR1913185.43036__1.43036	39483__U2PPJ1__B5G15_00570
ERR1913185.43037__1.43037	1262882__R5N048__BN519_00502
ERR1913185.43060__1.43060	907__G0VR96__CJO36_08885
ERR1913185.43132__1.43132	39491__A0A395V0H6__ERS852580_02570
ERR1913185.43149__1.43149	187327__G4Q4A5__ACDG_01070
ERR1913185.43270__1.43270	820__A0A3E4PYB0__yejM
ERR1913185.43525__1.43525	46503__A0A3E4ZQ73__ERS852463_01043
ERR1913185.43573__1.43573	820__A0A3E4G826__C801_01612
ERR1913185.43604__1.43604	218538__C9LR48__GCWU000321_00316
ERR1913185.43634__1.43634	46506__S3YS03__DXC34_03445
ERR1913185.43737__1.43737	357276__I8WFU9__BACDOR_02006
ERR1913185.43835__1.43835	39491__C4Z9K7__EUBREC_0050
ERR1913185.43993__1.43993	626929__A0A1Y4JTW9__B5F97_02770
ERR1913185.44052__1.44052	823__D0TC25__B5F32_04575
ERR1913185.44102__1.44102	1262882__R5MH81__BN519_00748
ERR1913185.44176__1.44176	39485__C4Z2J8__ERS852490_02044
ERR1913185.44496__1.44496	820__A0A3E4WA06__ERS852554_03404
ERR1913185.44592__1.44592	1263107__GCA_000436995.1_00188
ERR1913185.44697__1.44697	1262803__R6NL95__BN649_00814
ERR1913185.44805__1.44805	1262882__R5MIY9__BN519_01097
ERR1913185.45006__1.45006	1262882__R5N4P6__BN519_01346
ERR1913185.45021__1.45021	46506__S3YD95__AA415_02538
ERR1913185.45023__1.45023	28111__E5WYC3__NCTC11155_03517
ERR1913185.45036__1.45036	907__G0VS46__MELS_1868
ERR1913185.45068__1.45068	214856__A0A173YE57__ERS852559_00126
ERR1913185.45302__1.45302	1262882__R5N3H1__BN519_01121
ERR1913185.45337__1.45337	2173__A0A1D2WRI1__BK798_01230
ERR1913185.45344__1.45344	487174__K0WXG8__DIT83_09300
ERR1913185.45390__1.45390	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913185.45438__1.45438	1262911__R6GPL1__BN557_00927
ERR1913185.45610__1.45610	1681__E4VB90__DXD45_06585
ERR1913185.45663__1.45663	46506__S3YS03__DXC34_03445
ERR1913185.45686__1.45686	1262882__R5MLA4__BN519_01536
ERR1913185.45701__1.45701	46506__A0A3E4TL81__HMPREF1181_01022
ERR1913185.45755__1.45755	74426__pflB_2
ERR1913185.45764__1.45764	46506__B0NU72__DXC41_00075
ERR1913185.45776__1.45776	1262882__R5MEW7__BN519_00010
ERR1913185.45948__1.45948	28117__B0MTH2__ALIPUT_00061
ERR1913185.46092__1.46092	487174__K0X3E8__DIT83_11025
ERR1913185.46125__1.46125	74426__yccM
ERR1913185.46386__1.46386	820__A0A174DZ97__SAMN05444418_101240
ERR1913185.46405__1.46405	28111__E5WWI4__HMPREF1016_01032
ERR1913185.46420__1.46420	853__E2ZJT1__C4N23_03535
ERR1913185.46480__1.46480	1262882__R5MF58__BN519_00393
ERR1913185.46594__1.46594	630129__A0A087B617__BKAS_1320
ERR1913185.46574__1.46574	454154__G5SPP3__HMPREF9441_01326
ERR1913185.46626__1.46626	818__Q8A0V7__BSIG_2755
ERR1913185.46729__1.46729	28111__R5JN40__HMPREF1016_01803
ERR1913185.46733__1.46733	39491__A0A396FNY7__LD38_16155
ERR1913185.46960__1.46960	820__A0A3E4W9D9__B5G17_12400
ERR1913185.47056__1.47056	706562__GCA_900112995.1_02148
ERR1913185.47081__1.47081	214856__A0A173W3Y5__ERS852559_02032
ERR1913185.47243__1.47243	47678__R5U8S9__DW706_06260
ERR1913185.47279__1.47279	47678__R5U9Z0__HMPREF1061_03210
ERR1913185.47289__1.47289	46506__A0A120A3P8__SAMN05444283_1172
ERR1913185.47547__1.47547	46506__B0NQN6__AA415_00632
ERR1913185.47609__1.47609	39491__D4JIB6__ERS852417_01685
ERR1913185.47618__1.47618	40518__R5DX31__DXD86_09775
ERR1913185.47638__1.47638	1680__A0A0B5BIU5__BSTER_0145
ERR1913185.47665__1.47665	907__R7MYX9__AZ49_04890
ERR1913185.47750__1.47750	371601__D4WBK5__BN891_3970
ERR1913185.47786__1.47786	46506__B0NM94__HMPREF1181_03250
ERR1913185.47826__1.47826	39485__C4Z1J7__ERS852490_01574
ERR1913185.47840__1.47840	1160721__A0A373ML50__RBI_I01893
ERR1913185.47802__1.47802	39483__U2PPJ1__B5G15_00570
ERR1913185.47916__1.47916	28052__R7NDB6__ERS852499_00304
ERR1913185.47981__1.47981	1263000__R5EMC8__BN466_00317
ERR1913185.48055__1.48055	1262986__D9Y8J4__BN492_00022
ERR1913185.48064__1.48064	1262882__R5N526__BN519_01603
ERR1913185.48106__1.48106	1262911__R6GSH8__BN557_00939
ERR1913185.48150__1.48150	820__A0A3E4GA19__SAMN05444418_10562
ERR1913185.48402__1.48402	907__A0A1M6RT44__AZ49_03620
ERR1913185.48359__1.48359	39491__A0A174M1X5__DXB99_18695
ERR1913185.48462__1.48462	1262911__R6H1A6__BN557_01286
ERR1913185.48536__1.48536	204516__U6REI9__HMPREF1534_02357
ERR1913185.48568__1.48568	47678__R5U7X8__C5Z00_18270
ERR1913185.48682__1.48682	28116__A0A0J9IIV5__M089_5519
ERR1913185.48803__1.48803	301302__R5UNJ6__M72_26701
ERR1913185.48849__1.48849	214856__A0A173YE57__ERS852559_00126
ERR1913185.48905__1.48905	39491__D4JMW8__ERS852497_01971
ERR1913185.48940__1.48940	88431__A6BDF9__ERS852573_01553
ERR1913185.49000__1.49000	626929__A0A1Y4JTW9__B5F97_02770
ERR1913185.49042__1.49042	39491__D4JMW8__ERS852497_01971
ERR1913185.49270__1.49270	187327__G4Q4U1__ACDG_00062
ERR1913185.49283__1.49283	907__G0VL65__C6362_02490
ERR1913185.49453__1.49453	1262882__R5N3T7__BN519_01188
ERR1913185.49583__1.49583	1262882__R5N0J9__BN519_00773
ERR1913185.49578__1.49578	572010__fusA
ERR1913185.49683__1.49683	907__R7MWA0__C6Y28_03250
ERR1913185.49817__1.49817	39491__A0A395ZHV7__ykvU
ERR1913185.49891__1.49891	39483__D4JFK7__HMPREF0367_00072
ERR1913185.49903__1.49903	28052__A0A174MI15__pleD
ERR1913185.49910__1.49910	1262882__R5N526__BN519_01603
ERR1913185.49985__1.49985	1262882__R5MEW7__BN519_00010
ERR1913185.49993__1.49993	39491__A0A3E4E7C5__DXB69_03255
ERR1913185.49956__1.49956	46506__S3YBS6__AA415_01011
ERR1913185.50037__1.50037	218538__C9LPF0__GCWU000321_01429
ERR1913185.50175__1.50175	1262882__R5N0Q5__BN519_00642
ERR1913185.50231__1.50231	1262911__R6GPM2__BN557_00937
ERR1913185.50344__1.50344	626929__F3PJ28__B5F24_03465
ERR1913185.50495__1.50495	39488__A0A173SKK4__ERS852578_01024
ERR1913185.50531__1.50531	371601__D7IYQ1__BN890_32720
ERR1913185.50578__1.50578	1680__A0A1X2ZKM8__B5789_0981
ERR1913185.50864__1.50864	28111__E5WYP5__BACEGG_00185
ERR1913185.50890__1.50890	1680__A0A076JM61__DXD63_05245
ERR1913185.50972__1.50972	39491__A0A396FKI0__DXC13_11560
ERR1913185.51079__1.51079	39491__A0A395ZEI6__ERE_07950
ERR1913185.51083__1.51083	33039__R6P270__sleB_2
ERR1913185.51132__1.51132	371601__D6D4P9__BXY_44110
ERR1913185.51204__1.51204	39491__A0A395UZ82__EUR_31520
ERR1913185.51206__1.51206	46506__B0NQN6__AA415_00632
ERR1913185.51535__1.51535	1262882__R5MSI7__BN519_01601
ERR1913185.51708__1.51708	487174__R5F4K8__HMPREF9448_01532
ERR1913185.51712__1.51712	46506__A0A108TAK3__fepA_3
ERR1913185.51770__1.51770	46506__B0NUC3__SAMN05444283_1019
ERR1913185.51814__1.51814	39483__D4JDA6__B5G15_07010
ERR1913185.51915__1.51915	572010__rpoB
ERR1913185.52113__1.52113	33039__D4M1A4__ERS852502_00742
ERR1913185.52150__1.52150	214856__I3YMN6__Alfi_1938
ERR1913185.52233__1.52233	1262882__R5MT08__BN519_01706
ERR1913185.52370__1.52370	187327__G4Q5K5__Acin_0879
ERR1913185.52383__1.52383	820__A0A174F0C1__nreB
ERR1913185.52398__1.52398	39483__U2P8M2__B5G15_08570
ERR1913185.52417__1.52417	39491__A0A395V1T9__DXD13_03310
ERR1913185.52469__1.52469	1262882__R5MYX5__BN519_00333
ERR1913185.52501__1.52501	165179__A0A174MTF2__DXC61_13200
ERR1913185.52498__1.52498	1262882__R5MRS7__BN519_01490
ERR1913185.52541__1.52541	410072__A0A174QHJ5__COPCOM_03116
ERR1913185.52654__1.52654	46506__R6LAK5__SAMN05444283_11231
ERR1913185.52784__1.52784	1262882__R5MMD8__BN519_01576
ERR1913185.52869__1.52869	28111__R5JN40__HMPREF1016_01803
ERR1913185.52899__1.52899	410072__A0A174LWU8__ERS852481_03155
ERR1913185.52937__1.52937	46506__B0NPY3__BACSTE_02000
ERR1913185.52917__1.52917	907__G0VLA7__SAMN04488492_10284
ERR1913185.53150__1.53150	166486__D4L346__ROSINTL182_06263
ERR1913185.53189__1.53189	1680__A7A7Z9__AAX71_05385
ERR1913185.53202__1.53202	487174__K0WZN5__HMPREF9448_01108
ERR1913185.53274__1.53274	39491__A0A0M6WWT1__dus_2
ERR1913185.53292__1.53292	1680__A0A087DHN0__AL0462_1532
ERR1913185.53347__1.53347	46506__R6AEP1__HMPREF1181_01415
ERR1913185.53408__1.53408	28118__F9Z5M3__B5F93_14990
ERR1913185.53433__1.53433	292800__A0A096CPP2__yfkN_3
ERR1913185.53641__1.53641	820__A0A173XIP7__B5G17_16050
ERR1913185.53796__1.53796	820__A7V470__HMPREF1072_02076
ERR1913185.53810__1.53810	46506__R5K437__DXC34_00685
ERR1913185.53748__1.53748	1262911__R6GZW9__BN557_00833
ERR1913185.53847__1.53847	39488__A0A285PVH6__EUBHAL_00530
ERR1913185.53911__1.53911	39491__A0A396FS17__envC
ERR1913185.53917__1.53917	410072__A0A174GUX6__COPCOM_03717
ERR1913185.53949__1.53949	1262954__R7FF88__BN611_00437
ERR1913185.54096__1.54096	1160721__W0U309__BHW50_02320
ERR1913185.54108__1.54108	2173__A0A1D2WRY2__Msm_1736
ERR1913185.54135__1.54135	46506__S3YS03__DXC34_03445
ERR1913185.54141__1.54141	46506__R6AEP1__HMPREF1181_01415
ERR1913185.54160__1.54160	1262911__R6GR13__BN557_00618
ERR1913185.54167__1.54167	39491__C4ZD70__LD38_03510
ERR1913185.54317__1.54317	214856__A0A173YE57__ERS852559_00126
ERR1913185.54344__1.54344	853__A0A173XRA8__CGS56_09290
ERR1913185.54390__1.54390	1681__A0A133KP67__BBB_1587
ERR1913185.54502__1.54502	39491__A0A396FS17__envC
ERR1913185.54702__1.54702	28111__E5WUU3__HMPREF1016_00520
ERR1913185.54801__1.54801	1262882__R5N5W2__BN519_00074
ERR1913185.54817__1.54817	1263000__R5EFJ5__BN466_01372
ERR1913185.54876__1.54876	40518__R5E1X3__clcA
ERR1913185.54894__1.54894	214856__A0A174ZEW0__ERS852447_00985
ERR1913185.54895__1.54895	820__A0A1Y3V743__M093_0235
ERR1913185.54897__1.54897	1680__A0A0C2YPV2__AL0462_1474
ERR1913185.54900__1.54900	100886__A0A174GT42__ERS852383_03762
ERR1913185.54941__1.54941	39491__A0A395ZDC6__addB
ERR1913185.55078__1.55078	853__A0A2A6Z8X1__FPR_03410
ERR1913185.55126__1.55126	46506__A0A108TBL0__BACSTE_01998
ERR1913185.55208__1.55208	218538__C9LQG5__GCWU000321_01796
ERR1913185.55181__1.55181	1262954__R7FE89__BN611_00291
ERR1913185.55326__1.55326	1680__A0A1X3A951__AL0462_1583
ERR1913185.55388__1.55388	47678__R5USR9__HMPREF1061_01404
ERR1913185.55396__1.55396	1262911__R6HN72__BN557_00911
ERR1913185.55397__1.55397	165179__A0A174SA26__PREVCOP_05758
ERR1913185.55477__1.55477	46506__B0NU77__AA415_02810
ERR1913185.55645__1.55645	46506__S3YVT5__BACSTE_02352
ERR1913185.55785__1.55785	28116__A0A1Y4PWN5__M088_3731
ERR1913185.55855__1.55855	1262882__R5N678__BN519_01604
ERR1913185.55856__1.55856	1680__A0A0B5BKZ3__DXD60_01450
ERR1913185.55921__1.55921	907__R7MUC0__SAMN02910401_00961
ERR1913185.56013__1.56013	28117__B0MU58__BHV66_05630
ERR1913185.55994__1.55994	1262882__R5MN65__BN519_00771
ERR1913185.56116__1.56116	446660__GCA_003428235.1_01320
ERR1913185.56351__1.56351	2292352__A0A374UNZ9__DXC23_01520
ERR1913185.56379__1.56379	1262882__R5MMP8__BN519_01654
ERR1913185.56525__1.56525	187327__G4Q572__Acin_0824
ERR1913185.56597__1.56597	39491__A0A395ZF49__DXB69_05290
