ERR1913259.103__1.103	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913259.49510__1.49510	301301__A0A395VA63__sbcC
ERR1913259.49615__1.49615	458033__GCA_001482755.1_02203
ERR1913259.49812__1.49812	239935__B2URG6__CXU02_00030
ERR1913259.49883__1.49883	1262736__R5Y6H8__BN496_00405
ERR1913259.50021__1.50021	131111__A0A0E9G5C7__rsfS
ERR1913259.50046__1.50046	29361__B6FPC9__CLONEX_01992
ERR1913259.50305__1.50305	204516__U6RAM4__HMPREF1534_03439
ERR1913259.50292__1.50292	239935__A0A2N8IU45__DEF40_02365
ERR1913259.50257__1.50257	239935__A0A2N8HH03__CXU09_08875
ERR1913259.50271__1.50271	1680__A0A0C2VBJ4__birA
ERR1913259.50407__1.50407	39491__C4ZAT2__ERE_28440
ERR1913259.50646__1.50646	1681__A0A0H2PKG4__SAMN05216254_0742
ERR1913259.50743__1.50743	239935__A0A2N8IRL2__CXU06_01170
ERR1913259.50856__1.50856	907__G0VMN6__JY94_00320
ERR1913259.51120__1.51120	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913259.51263__1.51263	626929__R6MDM3__B5F24_06470
ERR1913259.51329__1.51329	1550024__G9RPH0__TQ39_05505
ERR1913259.51378__1.51378	907__G0VRQ2__JY94_07735
ERR1913259.51409__1.51409	39496__A5Z889__EUBVEN_01929
ERR1913259.51461__1.51461	853__A0A2A7A628__CGS57_13755
ERR1913259.51681__1.51681	1262882__R5N0J9__BN519_00773
ERR1913259.51946__1.51946	39496__A5Z5I2__EUBVEN_00963
ERR1913259.52112__1.52112	1263107__GCA_000436995.1_00178
ERR1913259.52165__1.52165	28117__B0MWP2__ALIPUT_01468
ERR1913259.52376__1.52376	394340__purL
ERR1913259.52513__1.52513	239935__A0A2N8INZ4__CXU08_03560
ERR1913259.52626__1.52626	820__A0A3E4RU03__M093_0563
ERR1913259.52904__1.52904	1685__S3A399__CE164_10185
ERR1913259.53172__1.53172	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913259.53274__1.53274	39491__A0A396FP46__cobD_2
ERR1913259.53383__1.53383	239935__A0A139TPG3__CXT86_08810
ERR1913259.53514__1.53514	39491__A0A174M1X5__DXB99_18695
ERR1913259.53856__1.53856	216816__A0A087BBV6__BFS26_06210
ERR1913259.53945__1.53945	1897011__A0A1Q6RH35__BHW41_01705
ERR1913259.54099__1.54099	1680__A0A174BEE7__BSTER_1311
ERR1913259.54286__1.54286	39492__D4JR58__EUBSIR_02090
ERR1913259.54213__1.54213	1680__A0A173Y6N7__yhaH
ERR1913259.54358__1.54358	39491__A0A395V1Y4__DXB99_08035
ERR1913259.54486__1.54486	239935__A0A2N8IV82__CXT99_06735
ERR1913259.54472__1.54472	387090__S0F7Y3__BACCOPRO_02028
ERR1913259.54847__1.54847	357276__A0A076IRZ5__BACDOR_00630
ERR1913259.54853__1.54853	45851__D4RWC6__BHV86_07010
ERR1913259.54872__1.54872	1262848__R6V8K7__BN818_00573
ERR1913259.54938__1.54938	116085__D4J7V4__DW747_05820
ERR1913259.55030__1.55030	216816__Q8G585__APC1473_0508
ERR1913259.55055__1.55055	33039__A0A174Y5G7__ERS852530_01222
ERR1913259.55228__1.55228	1680__A7A7Z9__AAX71_05385
ERR1913259.55546__1.55546	572010__nifJ
ERR1913259.55736__1.55736	884684__GCA_002892425.1_01408
ERR1913259.55793__1.55793	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913259.55771__1.55771	1262848__R6U2G7__BN818_00847
ERR1913259.55844__1.55844	39488__A0A374NNE4__ERS852450_02639
ERR1913259.55986__1.55986	1681__E4VCD3__BIFI_0514
ERR1913259.56160__1.56160	1262911__R6GKS1__BN557_00184
ERR1913259.56259__1.56259	1263107__GCA_000436995.1_00208
ERR1913259.56262__1.56262	28117__B0MY40__BHV66_05170
ERR1913259.56297__1.56297	39491__D4JMW8__ERS852497_01971
ERR1913259.56313__1.56313	116085__D4J9P0__DW747_03470
ERR1913259.56348__1.56348	2173__A0A1D2WXI2__METSMIF1_02140
ERR1913259.56474__1.56474	1263000__R5EXT3__BN466_02213
ERR1913259.56489__1.56489	239935__A0A2N8I3Z7__CXU05_10555
ERR1913259.56587__1.56587	820__A0A139K8N1__ERS852554_00951
ERR1913259.56621__1.56621	1262761__R6RU22__BN606_01110
ERR1913259.56665__1.56665	1262992__R5CXM7__BN795_01016
ERR1913259.56840__1.56840	116085__D4J6G4__DW747_13800
ERR1913259.56818__1.56818	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913259.56802__1.56802	239935__A0A2N8I694__CXU04_06245
ERR1913259.56811__1.56811	1262911__R6H2J2__BN557_01228
ERR1913259.56813__1.56813	418240__R7CMK4__ERS852478_03653
ERR1913259.56914__1.56914	458033__GCA_001482755.1_02203
ERR1913259.57181__1.57181	39491__C4ZCV5__DXB99_11855
ERR1913259.57365__1.57365	74426__rpoB
ERR1913259.57390__1.57390	239935__A0A139TT05__CXU09_03335
ERR1913259.57357__1.57357	39485__A0A174YSS6__trxB_2
ERR1913259.57440__1.57440	820__A0A174QLF0__SAMN05444418_109151
ERR1913259.57469__1.57469	151537__GeneID:920418
ERR1913259.57560__1.57560	1550024__G9RZG5__TQ39_11180
ERR1913259.57573__1.57573	1262848__R6VF33__BN818_01266
ERR1913259.57812__1.57812	1262924__R7HNT3__BN585_00018
ERR1913259.57850__1.57850	410072__C0B7P0__DXD67_07205
ERR1913259.57919__1.57919	40518__R5E328__DXD86_08885
ERR1913259.57959__1.57959	1262848__R6TXR7__BN818_00316
ERR1913259.58016__1.58016	820__A0A173YYG4__evgS_3
ERR1913259.58315__1.58315	1680__R5GSL8__DXD60_03315
ERR1913259.58290__1.58290	39491__A0A396FFW0__ERE_10580
ERR1913259.58396__1.58396	1262992__R5D733__BN795_00375
ERR1913259.58522__1.58522	1897011__A0A1Q6RI93__BHW41_01175
ERR1913259.58813__1.58813	301301__A0A395VC27__adaA_5
ERR1913259.58851__1.58851	1680__A0A0B5BL52__ERS852382_00480
ERR1913259.58857__1.58857	301302__A0A0M6WPH4__ERS852420_01173
ERR1913259.58871__1.58871	1262848__R6UAA6__BN818_01734
ERR1913259.58923__1.58923	1680__A0A3E4SB79__BAD_1517
ERR1913259.59154__1.59154	45851__D4S288__BHV86_04325
ERR1913259.59329__1.59329	28111__E5WYC1__BACEGG_00354
ERR1913259.59300__1.59300	1262924__R7HRJ9__BN585_00557
ERR1913259.59369__1.59369	39491__C4Z872__LD38_07250
ERR1913259.59441__1.59441	267818__A0A0R1PCI5__FC94_GL001705
ERR1913259.59506__1.59506	39491__A0A396FP46__cobD_2
ERR1913259.59730__1.59730	487174__K0X4F7__DDY40_08055
ERR1913259.60001__1.60001	40518__R5DXP6__DXD83_06110
ERR1913259.60040__1.60040	1150298__A0A174LKY6__ERS852535_00447
ERR1913259.60026__1.60026	239935__A0A2N8HPS5__Amuc_0950
ERR1913259.60611__1.60611	39491__A0A173TFQ1__rsmF
ERR1913259.60908__1.60908	39486__R6SC25__DXD84_05670
ERR1913259.61025__1.61025	762212__A0A087A2N3__BBIA_1009
ERR1913259.61081__1.61081	239935__A0A2N8IRW0__A4V05_11620
ERR1913259.61085__1.61085	216816__A0A087BBV6__BFS26_06210
ERR1913259.61368__1.61368	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913259.61487__1.61487	1393034__GCA_001552785.1_00506
ERR1913259.61536__1.61536	1681__E4V807__BIFI_0882
ERR1913259.61681__1.61681	39491__A0A396FFW0__ERE_10580
ERR1913259.61733__1.61733	45851__D4S283__BUTYVIB_02205
ERR1913259.61847__1.61847	40520__A0A396A356__DXB81_07630
ERR1913259.61894__1.61894	39492__D4JT91__EUBSIR_01750
ERR1913259.62075__1.62075	239935__A0A2N8IB69__CXU22_11315
ERR1913259.62091__1.62091	1550024__G9RNX0__ASJ35_11770
ERR1913259.62105__1.62105	39491__A0A396FF17__EUR_31400
ERR1913259.62186__1.62186	116085__D4J6M2__cobT
ERR1913259.62388__1.62388	1262924__R7HLJ5__BN585_01491
ERR1913259.62421__1.62421	40518__R5E1J2__DXD93_04070
ERR1913259.62638__1.62638	301302__R5V5K3__M72_10541
ERR1913259.62649__1.62649	239935__A0A2N8IXN0__CXT95_01765
ERR1913259.62744__1.62744	1681__E4VB47__IF1010_0583
ERR1913259.62957__1.62957	1550024__G9RNN5__TQ39_03430
ERR1913259.62970__1.62970	40518__R5DXH2__DXD83_10135
ERR1913259.63368__1.63368	1393034__GCA_001552785.1_00506
ERR1913259.63342__1.63342	239935__R7DVW2__CXU02_03915
ERR1913259.63661__1.63661	216816__A0A1S2VTC3__BLIC_e00847
ERR1913259.63617__1.63617	1262911__R6GJ95__BN557_01617
ERR1913259.63889__1.63889	357276__I9QBT7__BSEG_03340
ERR1913259.64028__1.64028	1262924__R7HRJ9__BN585_00557
ERR1913259.64078__1.64078	1897011__A0A1Q6RDI2__BHW41_05530
ERR1913259.64279__1.64279	39485__C4Z6V1__ERS852492_02640
ERR1913259.64355__1.64355	214856__A0A173YXX1__ERS852559_01651
ERR1913259.64581__1.64581	1263107__GCA_000436995.1_00225
ERR1913259.64937__1.64937	1262736__R5YW03__BN496_00822
ERR1913259.64967__1.64967	40518__R5DPA7__RBATCC27255_01319
ERR1913259.65249__1.65249	1550024__A0A3B9WI73__ASJ35_03410
ERR1913259.65507__1.65507	1680__A0A173XYA2__B0703_0121
ERR1913259.65511__1.65511	820__A0A174A6K0__M093_0079
ERR1913259.65474__1.65474	301301__A0A395V573__RHOM_13925
ERR1913259.65796__1.65796	626940__E8LFY4__BHW43_02610
ERR1913259.66002__1.66002	239935__A0A2N8HHB6__B5G29_11500
ERR1913259.66035__1.66035	78259__W5IJX3__SCIP_0876
ERR1913259.66147__1.66147	301301__A0A173YWF6__RHOM_00725
ERR1913259.66377__1.66377	239935__A0A2N8HUU6__CXT90_06150
ERR1913259.66424__1.66424	40520__A0A174GNL5__DXD81_10555
ERR1913259.66696__1.66696	39488__A0A174AEG5__DXD91_14700
ERR1913259.66708__1.66708	418240__C6JET3__ERS852478_01564
ERR1913259.66710__1.66710	39491__A0A395UZ89__DXB72_12805
ERR1913259.66789__1.66789	410072__C0BEV2__ERS852525_03010
ERR1913259.66867__1.66867	39491__A0A396FRK0__ERS852417_00541
ERR1913259.67358__1.67358	1263107__GCA_000436995.1_00046
ERR1913259.67382__1.67382	28052__A0A174KNE1__ptsI_2
ERR1913259.67779__1.67779	2173__A5UNC4__METSMIALI_00562
ERR1913259.67855__1.67855	2173__A0A1D2WRC1__Msm_0093
ERR1913259.68081__1.68081	239935__A0A2N8HH03__CXU09_08875
ERR1913259.68208__1.68208	239935__R6IZU4__CXT87_08085
ERR1913259.68382__1.68382	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913259.68457__1.68457	28025__D3R4U9__BGL50_03720
ERR1913259.68532__1.68532	2173__R7PYR7__BK798_01375
ERR1913259.68472__1.68472	239935__A0A2N8HBP0__CXT94_04450
ERR1913259.68496__1.68496	39491__D4JMW8__ERS852497_01971
ERR1913259.68603__1.68603	820__A0A3E4QZJ7__C801_01798
ERR1913259.68805__1.68805	45851__D4RY81__BUTYVIB_00786
ERR1913259.68893__1.68893	216816__A0A133LQN7__BL15B_00780
ERR1913259.68981__1.68981	39491__A0A173TAZ5__DXB99_09520
ERR1913259.69064__1.69064	649756__A0A173TB83__HMPREF0369_01758
ERR1913259.69280__1.69280	1550024__A0A3B9WIW5__TQ39_04755
ERR1913259.69381__1.69381	28025__D3R3F0__BLAC_01270
ERR1913259.69417__1.69417	39491__A0A396FKI0__DXC13_11560
ERR1913259.70090__1.70090	1680__A0A374QDL4__LMG18897_0432
ERR1913259.70449__1.70449	1550024__A0A3B9WIA4__TQ39_14495
ERR1913259.70561__1.70561	1262848__R6V8K2__BN818_00571
ERR1913259.70638__1.70638	39491__C4ZAT2__ERE_28440
ERR1913259.70924__1.70924	820__A0A374Q854__HMPREF1073_03281
ERR1913259.70887__1.70887	301301__A0A395V4X8__ERS852391_01546
ERR1913259.71202__1.71202	1897011__A0A1Q6RHD3__BHW41_02220
ERR1913259.71264__1.71264	1262924__R7HR75__BN585_00689
ERR1913259.71401__1.71401	1550024__G9RZG0__ASJ35_05540
ERR1913259.71479__1.71479	1686__B6XTW8__B5782_0877
ERR1913259.71640__1.71640	1263107__GCA_000436995.1_00201
ERR1913259.71644__1.71644	239935__A0A2N8HUU6__CXT90_06150
ERR1913259.71744__1.71744	1897011__A0A1Q6RIP7__BHW41_00530
ERR1913259.71758__1.71758	1262924__R7HUR1__BN585_00057
ERR1913259.72374__1.72374	74426__pflB_2
ERR1913259.72401__1.72401	40520__A0A174MPS0__DXD81_10450
ERR1913259.72444__1.72444	239935__A0A139TVJ4__CXT86_02020
ERR1913259.72907__1.72907	40518__R5DUU8__DXD86_08440
ERR1913259.72971__1.72971	239935__A0A139TQT9__Amuc_1197
ERR1913259.72978__1.72978	39496__A5Z867__EUBVEN_01907
ERR1913259.73233__1.73233	1262924__R7HRJ9__BN585_00557
ERR1913259.73479__1.73479	1897011__A0A1Q6RDG0__BHW41_05600
ERR1913259.73608__1.73608	28117__B0MU76__ALIPUT_00202
ERR1913259.73618__1.73618	820__A0A3E4VZT7__DXB48_16145
ERR1913259.73640__1.73640	239935__A0A2N8I1R3__CXU05_06075
ERR1913259.73794__1.73794	28025__A0A315S5T1__BLAC_04075
ERR1913259.73841__1.73841	39491__C4ZHS4__EUR_24420
ERR1913259.73884__1.73884	239935__A0A2N8I5H6__CXT92_05565
ERR1913259.74134__1.74134	1262848__R6UA58__BN818_01710
ERR1913259.74254__1.74254	1550024__G9RTN6__TQ39_08170
ERR1913259.74304__1.74304	239935__R6J776__CXU07_02355
ERR1913259.74379__1.74379	1680__A0A1X2ZKM8__B5789_0981
ERR1913259.74505__1.74505	1262761__R6RU22__BN606_01110
ERR1913259.74548__1.74548	28117__B0MTH2__ALIPUT_00061
ERR1913259.74572__1.74572	28117__B0MYW7__ALIPUT_02336
ERR1913259.74606__1.74606	239935__A0A2N8IL82__CXU02_11740
ERR1913259.74833__1.74833	2173__A0A1D2WTR0__METSMIALI_00480
ERR1913259.74853__1.74853	1262882__R5N3H1__BN519_01121
ERR1913259.74914__1.74914	239935__A0A2N8IKW7__pstA
ERR1913259.75060__1.75060	357276__I8WPR6__EL88_06675
ERR1913259.75104__1.75104	40520__R7DC80__RUMOBE_00153
ERR1913259.75131__1.75131	1262924__R7HRA8__BN585_01680
ERR1913259.75252__1.75252	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1913259.75281__1.75281	1550024__G9RNX5__ASJ35_11740
ERR1913259.75319__1.75319	820__A0A3E4W084__BACUNI_04042
ERR1913259.75470__1.75470	39491__A0A395UZ89__DXB72_12805
ERR1913259.75577__1.75577	28025__D3R3F2__BAAA27674_05205
ERR1913259.75582__1.75582	28111__E5X0X9__HMPREF1016_02597
ERR1913259.75598__1.75598	1472761__GCA_002159295.1_00743
ERR1913259.75685__1.75685	1262848__R6U9X1__BN818_01687
ERR1913259.75712__1.75712	1263011__R6E7H1__BN553_00739
ERR1913259.75970__1.75970	39491__A0A395UWA3__DXB69_11805
ERR1913259.76163__1.76163	293939__A0A0S7DXK2__ALT_7486
ERR1913259.76258__1.76258	1262736__R5Y6X9__BN496_00558
ERR1913259.76282__1.76282	40518__R5DM08__DXD83_06415
ERR1913259.76344__1.76344	239935__A0A2N8IUQ8__CXU09_01665
ERR1913259.76374__1.76374	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913259.76424__1.76424	165179__A0A3E5EDP4__DXB80_05800
ERR1913259.76528__1.76528	33039__A0A173VTT4__frdB_1
ERR1913259.76652__1.76652	239935__A0A2N8I8X8__B5G29_00185
ERR1913259.76778__1.76778	45851__D4RWJ0__BHV86_05915
ERR1913259.76792__1.76792	40518__R5DWP7__ansA
ERR1913259.77003__1.77003	74426__group_4808
ERR1913259.77011__1.77011	820__A0A3E4RUC4__DHU98_02635
ERR1913259.77018__1.77018	39491__A0A396FF66__DXD95_01810
ERR1913259.77019__1.77019	2173__A5UJ58__BK798_03985
ERR1913259.77100__1.77100	40520__A5ZSL9__DXC87_07025
ERR1913259.77141__1.77141	301301__A0A395VDK3__RHOM_11670
ERR1913259.77294__1.77294	1262882__R5N3H1__BN519_01121
ERR1913259.77313__1.77313	1262911__R6H0S8__BN557_01079
ERR1913259.77316__1.77316	116085__D4JAS8__DW747_11300
ERR1913259.77609__1.77609	239935__A0A2N8IQ67__CXU20_08505
ERR1913259.77802__1.77802	39491__A0A396FGM9__fliU_1
ERR1913259.77916__1.77916	1680__A0A0B5BKZ3__DXD60_01450
ERR1913259.78091__1.78091	418240__C6J8A2__ERS852478_02512
ERR1913259.78136__1.78136	820__A0A3E4G3J9__ERS852459_02265
ERR1913259.78218__1.78218	116085__D4J546__DW747_07135
ERR1913259.78226__1.78226	239935__A0A2N8IRW0__A4V05_11620
ERR1913259.78328__1.78328	630129__A0A3E5HJB5__AH68_08040
ERR1913259.78835__1.78835	267818__A0A0R1P732__B8W86_05955
ERR1913259.78940__1.78940	1262761__R6RU22__BN606_01110
ERR1913259.78942__1.78942	1262761__R6RU22__BN606_01110
ERR1913259.78881__1.78881	820__A0A374Q351__DXD40_05850
ERR1913259.79023__1.79023	1262924__R7HLJ9__BN585_01064
ERR1913259.79063__1.79063	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913259.79111__1.79111	45851__D4S1N9__BHV86_08300
ERR1913259.79290__1.79290	28117__B0MWP2__ALIPUT_01468
ERR1913259.79307__1.79307	1262924__R7HM98__BN585_01697
ERR1913259.79479__1.79479	1262848__R6U3I8__BN818_00546
ERR1913259.79555__1.79555	1550024__A0A0D8J440__TQ39_00140
ERR1913259.79637__1.79637	246787__A0A0P0GCH1__BACCELL_02793
ERR1913259.79682__1.79682	2173__A5UK90__BK798_02015
ERR1913259.79746__1.79746	39491__C4Z9K7__EUBREC_0050
ERR1913259.80295__1.80295	1262911__R6H2J2__BN557_01228
ERR1913259.80324__1.80324	116085__D4JC38__DW747_00355
ERR1913259.80436__1.80436	1550024__A0A3B9WIW5__TQ39_04755
ERR1913259.80591__1.80591	40518__R5E5W1__RBL263_01034
ERR1913259.80621__1.80621	239935__A0A2N8IL82__CXU02_11740
ERR1913259.80814__1.80814	116085__D4J5G5__DW747_05425
ERR1913259.81029__1.81029	40520__A0A174Q8Q4__DXB81_11370
ERR1913259.81303__1.81303	28117__B0MTI4__ALIPUT_00084
ERR1913259.81356__1.81356	39492__B0MPL6__EUBSIR_01779
ERR1913259.81413__1.81413	2173__A0A1D2WXH6__METSMIALI_01616
ERR1913259.81484__1.81484	74426__infB
ERR1913259.82305__1.82305	239935__A0A2N8ITX2__CXT86_11265
ERR1913259.82535__1.82535	28117__R7JR95__ALIPUT_01367
ERR1913259.82841__1.82841	1550024__G9RWQ7__ASJ35_03880
ERR1913259.82811__1.82811	74426__purL
ERR1913259.82820__1.82820	820__A0A139K4W5__HMPREF2141_02394
ERR1913259.82941__1.82941	301301__G2T5V7__RHOM_15795
ERR1913259.82944__1.82944	907__A0A1M6RT44__AZ49_03620
ERR1913259.83169__1.83169	40518__R5DT93__DXD86_08730
ERR1913259.83414__1.83414	1501391__GCA_000786575.1_00036
ERR1913259.83418__1.83418	1680__A0A173XYA2__B0703_0121
ERR1913259.83525__1.83525	1689__E0QAG6__BIFDEN_00981
ERR1913259.83562__1.83562	1550024__A0A0W7TR84__TQ39_05305
ERR1913259.83663__1.83663	1150298__A0A174RJ10__ERS852535_00223
ERR1913259.83626__1.83626	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913259.83798__1.83798	384638__B7APR0__BACPEC_00666
ERR1913259.84216__1.84216	1263107__GCA_000436995.1_00193
ERR1913259.84266__1.84266	1262924__R7HSF6__BN585_00844
ERR1913259.84307__1.84307	1680__A0A173XYA2__B0703_0121
ERR1913259.84312__1.84312	2173__A0A1D2WXC5__METSMIALI_01265
ERR1913259.84360__1.84360	28117__B0MUX7__ALIPUT_00918
ERR1913259.84543__1.84543	39485__A0A174YYW2__benM
ERR1913259.84691__1.84691	1680__A0A3E4SB79__BAD_1517
ERR1913259.84698__1.84698	2173__A0A1D2WRS4__METSMIALI_00521
ERR1913259.84844__1.84844	39491__A0A395ZHV7__ykvU
ERR1913259.84900__1.84900	28025__A0A315RYI7__BASA_0831
ERR1913259.84951__1.84951	1680__R5GZJ8__BSTER_1195
ERR1913259.85000__1.85000	562__A0A376L0A6__CQA14_19985
ERR1913259.85004__1.85004	239935__B2URG6__CXU02_00030
ERR1913259.85009__1.85009	239935__A0A2N8HW65__CXU09_08515
ERR1913259.85263__1.85263	1262848__R6UK30__BN818_01639
ERR1913259.85290__1.85290	649756__B0P2G4__HMPREF0369_01300
ERR1913259.85461__1.85461	1262924__R7HQS1__BN585_00657
ERR1913259.85475__1.85475	39491__A0A395ZG74__licR
ERR1913259.85689__1.85689	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913259.85693__1.85693	45851__D4S0D7__BUTYVIB_01556
ERR1913259.85706__1.85706	39490__A0A173QWQ2__bga
ERR1913259.85745__1.85745	39485__A0A1Q6PHD7__ERS852492_01801
ERR1913259.85912__1.85912	821__I9R3W6__DXC16_12455
ERR1913259.86128__1.86128	45851__D4S031__BHV86_10500
ERR1913259.86141__1.86141	74426__infB
ERR1913259.86156__1.86156	39491__A0A396FUZ3__phoR_1
ERR1913259.86101__1.86101	28052__A0A174IKM0__ERS852499_00833
ERR1913259.86339__1.86339	28111__E5WXY3__NCTC11155_00116
ERR1913259.86517__1.86517	1681__A0A0H2NPR5__BBBF_1287
ERR1913259.86682__1.86682	745368__A0A1T4WDF4__SAMN02745178_00415
ERR1913259.86769__1.86769	2173__R7PXA1__Msm_1180
ERR1913259.87089__1.87089	239935__A0A2N8J2P6__ADH72_06730
ERR1913259.87120__1.87120	1099853__G9S8I7__NSB1T_12985
ERR1913259.87293__1.87293	1263107__GCA_000436995.1_00074
ERR1913259.87312__1.87312	239935__A0A2N8HBM4__CXT85_06270
ERR1913259.87470__1.87470	1263107__GCA_000436995.1_00236
ERR1913259.87520__1.87520	1150298__R7JQR1__sipW
ERR1913259.87982__1.87982	1358__D2BKH7__DRA4_2076
ERR1913259.88001__1.88001	40520__A5ZRI6__DXC87_12175
ERR1913259.88152__1.88152	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913259.88658__1.88658	39491__A0A396FS17__envC
ERR1913259.88694__1.88694	214856__A0A173YE57__ERS852559_00126
ERR1913259.88757__1.88757	214856__I3YMN6__Alfi_1938
ERR1913259.88770__1.88770	1262882__R5MQ63__BN519_01173
ERR1913259.88866__1.88866	39491__A0A396FRK0__ERS852417_00541
ERR1913259.88972__1.88972	649756__D4MZI8__ERS852387_00933
ERR1913259.89091__1.89091	1550024__A0A0D8IUW2__TQ39_17855
ERR1913259.89141__1.89141	1681__K2HUX9__BIFI_0236
ERR1913259.89207__1.89207	88431__R7FUI2__ERS852423_02700
ERR1913259.89605__1.89605	1550024__A0A0D8IYY8__TQ39_09180
ERR1913259.89635__1.89635	28117__B0MST8__ALIPUT_00310
ERR1913259.89703__1.89703	239935__A0A2N8HUU6__CXT90_06150
ERR1913259.89780__1.89780	1150298__R7JT16__ERS852498_00500
ERR1913259.89762__1.89762	1150298__A0A174HHW8__yhbU_1
ERR1913259.89799__1.89799	384639__GCA_003096855.1_01171
ERR1913259.90018__1.90018	45851__D4RWC8__BHV86_07020
ERR1913259.90110__1.90110	1550024__G9RXY7__TQ39_00100
ERR1913259.90239__1.90239	28052__R7NDG4__ERS852499_01797
ERR1913259.90395__1.90395	28111__E5WVR8__NCTC11155_02792
ERR1913259.90636__1.90636	1680__A0A0C2VBJ4__birA
ERR1913259.90718__1.90718	1262889__R7H801__BN634_02373
ERR1913259.90960__1.90960	1150298__A0A173ZYU8__sipT_2
ERR1913259.91144__1.91144	116085__D4J8F8__DW747_09060
ERR1913259.91115__1.91115	820__A0A3E4G826__C801_01612
ERR1913259.91092__1.91092	39491__D4JM76__DXC13_02150
ERR1913259.91229__1.91229	1262882__R5N1T9__BN519_00804
ERR1913259.91306__1.91306	40520__R7D610__ERS852533_02951
ERR1913259.91334__1.91334	29361__B6FPC9__CLONEX_01992
ERR1913259.91359__1.91359	2173__A0A1D2WXE6__Msm_0136
ERR1913259.91461__1.91461	39488__C0EX25__DXD91_11965
ERR1913259.91487__1.91487	1262948__R7EGP9__BN671_01082
ERR1913259.91653__1.91653	301301__G2SX14__RHOM_09085
ERR1913259.91869__1.91869	39491__A0A396FSN2__EUBREC_0707
ERR1913259.91900__1.91900	45851__D4RXN5__BUTYVIB_00586
ERR1913259.91989__1.91989	239935__A0A2N8HUU6__CXT90_06150
ERR1913259.92013__1.92013	1262882__R5N211__BN519_01033
ERR1913259.92127__1.92127	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913259.92183__1.92183	216816__C5EC66__tcrA
ERR1913259.92673__1.92673	28117__B0MVL2__BHV66_01645
ERR1913259.92678__1.92678	40518__R5DX31__DXD86_09775
ERR1913259.93107__1.93107	1263107__GCA_000436995.1_00198
ERR1913259.93235__1.93235	1681__A0A2U0BVI9__DD686_07310
ERR1913259.93246__1.93246	626940__E8LCM1__HMPREF9443_00590
ERR1913259.93274__1.93274	39486__B0G950__DXD50_13080
ERR1913259.93873__1.93873	39488__A0A173T8Z7__hemZ_2
ERR1913259.93992__1.93992	39492__D4JWA3__ERS852540_01332
ERR1913259.94045__1.94045	216816__A0A374SVM3__BLSL_0492
ERR1913259.94148__1.94148	39491__A0A395UUN5__EUBREC_0291
ERR1913259.94178__1.94178	418240__A0A396LB78__yehT_1
ERR1913259.94369__1.94369	418240__C6JFI6__ERS852523_01129
ERR1913259.94384__1.94384	357276__I9QWD4__DXD47_15075
ERR1913259.94423__1.94423	2173__A0A1D2WTT4__BK798_05110
ERR1913259.94557__1.94557	28052__A0A174GR15__mcp3_1
ERR1913259.94640__1.94640	1681__E4VB47__IF1010_0583
ERR1913259.94614__1.94614	45851__D4RWZ9__murF
ERR1913259.94827__1.94827	39491__C4Z8S1__DXB76_06750
ERR1913259.94983__1.94983	46503__R6Y837__PARMER_03866
ERR1913259.95041__1.95041	239935__A0A2N8IUQ8__CXU09_01665
ERR1913259.95143__1.95143	1680__A0A174BEE7__BSTER_1311
ERR1913259.95154__1.95154	204516__U6RFB2__HMPREF1534_01733
ERR1913259.95089__1.95089	239935__B2UPZ6__CXU03_03800
ERR1913259.95224__1.95224	1262992__R5DC38__BN795_00276
ERR1913259.95367__1.95367	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913259.95508__1.95508	820__A0A374Q1D8__SAMN05444418_112114
ERR1913259.95522__1.95522	216816__D6ZW33__azlC
ERR1913259.95483__1.95483	187327__G4Q6U0__ACDG_01455
ERR1913259.95569__1.95569	39485__C4Z069__EUBELI_00981
ERR1913259.95875__1.95875	820__A0A396EWL3__ERS417307_03868
ERR1913259.95893__1.95893	147206__GCF_000156215.1_01771
ERR1913259.95901__1.95901	39491__A0A396FUZ3__phoR_1
ERR1913259.96181__1.96181	1263107__GCA_000436995.1_00136
ERR1913259.96433__1.96433	418240__A0A174EZS5__ERS852523_03370
ERR1913259.96581__1.96581	1150298__A0A174HHW8__yhbU_1
ERR1913259.96704__1.96704	216816__A0A0S2MI06__pepV
ERR1913259.97223__1.97223	39491__A0A396FEW6__T1815_18721
ERR1913259.97276__1.97276	28117__B0MUL5__ALIPUT_00722
ERR1913259.97615__1.97615	357276__A0A0K2HG61__BACDOR_02028
ERR1913259.97655__1.97655	1262848__R6UK30__BN818_01639
