ERR1913271.7__1.7	1628085__A0A396QTT4__C7386_103139
ERR1913271.44338__1.44338	166486__D4L456__rpfG_10
ERR1913271.44390__1.44390	357276__B6W1J2__BACDOR_03380
ERR1913271.44592__1.44592	214856__A0A174ZLY7__ERS852447_02456
ERR1913271.44656__1.44656	817__A0A396EHK6__DXC86_16285
ERR1913271.44710__1.44710	39485__A0A174ZPH7__ERS852490_01992
ERR1913271.44823__1.44823	818__A0A0P0FI06__BJP75_017205
ERR1913271.44966__1.44966	818__Q8AAE0__Btheta7330_02023
ERR1913271.45008__1.45008	28117__B0MTI4__ALIPUT_00084
ERR1913271.45108__1.45108	853__A0A174BZY1__xerD_1
ERR1913271.45175__1.45175	674529__R6V9C9__DXB21_16435
ERR1913271.45302__1.45302	28117__R7JJM9__ALIPUT_00662
ERR1913271.45439__1.45439	39485__A0A174YQX9__ERS852490_00864
ERR1913271.45914__1.45914	28116__A0A078Q626__HMPREF1070_02735
ERR1913271.45934__1.45934	166486__A0A173V5I7__ERS852572_02640
ERR1913271.46025__1.46025	74426__group_4851
ERR1913271.46031__1.46031	1262899__R7J6U8__BN657_01620
ERR1913271.46246__1.46246	1150298__A0A174TDE7__ERS852535_00299
ERR1913271.46388__1.46388	166486__A0A173T114__ROSINTL182_05085
ERR1913271.46417__1.46417	39496__A5Z5I2__EUBVEN_00963
ERR1913271.46428__1.46428	214856__A0A174G1M7__ERS852559_00594
ERR1913271.46511__1.46511	821__U6RDC2__DXD46_15675
ERR1913271.46556__1.46556	649756__B0P4Q3__ERS852425_01640
ERR1913271.46773__1.46773	1780376__A0A143XQT4__BN3659_01658
ERR1913271.46881__1.46881	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913271.46889__1.46889	821__A0A174T998__DXB82_10860
ERR1913271.46910__1.46910	818__A0A3E5HY51__rpfC_2
ERR1913271.47277__1.47277	418240__C6J879__ERS852523_04053
ERR1913271.47253__1.47253	818__A0A3E5GY47__SAMN02910322_02002
ERR1913271.47201__1.47201	821__A0A174NSU0__BVU_3144
ERR1913271.47390__1.47390	821__A6L0C7__ERS852556_03520
ERR1913271.47491__1.47491	166486__D4KWR9__dapF_1
ERR1913271.47663__1.47663	28116__E5CCI1__HMPREF1070_04782
ERR1913271.47877__1.47877	1150298__R7JTG8__smf
ERR1913271.47886__1.47886	214856__A0A174A1J3__ERS852447_01000
ERR1913271.47896__1.47896	817__A0A149NCG3__M134_4715
ERR1913271.47907__1.47907	166486__D4KUE4__ROSINTL182_08606
ERR1913271.48006__1.48006	1262785__R6LXM3__BN565_00451
ERR1913271.48037__1.48037	39485__C4Z2X2__ERS852492_01808
ERR1913271.48381__1.48381	166486__D4L457__ROSINTL182_07087
ERR1913271.48385__1.48385	818__A0A3E5GYI4__NCTC10582_00013
ERR1913271.48476__1.48476	166486__D4KZP0__ERS852572_00486
ERR1913271.48536__1.48536	1304__J7TU69__A6J87_07685
ERR1913271.48609__1.48609	487174__K0WZU7__HMPREF9448_01154
ERR1913271.48693__1.48693	706562__GCA_900112995.1_01415
ERR1913271.48791__1.48791	166486__D4KZH8__ERS852572_00419
ERR1913271.48930__1.48930	218538__C9LM16__csm1
ERR1913271.48982__1.48982	821__A0A0P0LNX8__ERS852509_03015
ERR1913271.48938__1.48938	821__A0A0P0M5Z6__BVU_0429
ERR1913271.48952__1.48952	1681__A0A292FUY6__DD684_00535
ERR1913271.49179__1.49179	28116__A7M344__BACOV975_04644
ERR1913271.49415__1.49415	1263109__GCA_000438135.1_00300
ERR1913271.49350__1.49350	166486__C7GCP5__ROSINTL182_07683
ERR1913271.49355__1.49355	853__A0A173YYY4__DWZ04_09420
ERR1913271.49362__1.49362	218538__C9LQG5__GCWU000321_01796
ERR1913271.49481__1.49481	818__A0A0N7I9M6__Btheta7330_00939
ERR1913271.49816__1.49816	214856__A0A174ZED5__ERS852559_00591
ERR1913271.49978__1.49978	821__A6KZK3__ERS852457_04265
ERR1913271.50078__1.50078	166486__D4KVY5__ERS852572_03136
ERR1913271.50199__1.50199	818__A0A139KQP8__BJP75_006755
ERR1913271.50239__1.50239	1628085__A0A1C5ZB13__C7386_10421
ERR1913271.50309__1.50309	28116__D7K7K3__SAMN05192581_103348
ERR1913271.50417__1.50417	853__A0A173XRA8__CGS56_09290
ERR1913271.50496__1.50496	166486__A0A173V5I7__ERS852572_02640
ERR1913271.50548__1.50548	166486__D4KVI9__comEA
ERR1913271.50566__1.50566	556259__I0PYJ6__BSGG_5210
ERR1913271.50621__1.50621	39485__A0A174Z9M2__yhbU_1
ERR1913271.50696__1.50696	166486__D4L082__yicI_5
ERR1913271.50716__1.50716	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913271.50781__1.50781	1262992__R5CXL4__BN795_01001
ERR1913271.50894__1.50894	821__A0A174RA14__M099_1655
ERR1913271.50910__1.50910	28117__B0MWZ9__ALIPUT_01735
ERR1913271.51152__1.51152	166486__A0A173VSA0__ROSINTL182_06124
ERR1913271.51187__1.51187	671267__R9IB12__C802_00696
ERR1913271.51337__1.51337	818__A0A396E023__ERS852430_02808
ERR1913271.51476__1.51476	166486__D4L1P5__ERS852572_00758
ERR1913271.51478__1.51478	1262992__R5DDW9__BN795_00572
ERR1913271.51578__1.51578	853__A0A2A7B9I6__DW855_13690
ERR1913271.51660__1.51660	1965631__A0A1Y4ADW2__B5F90_08150
ERR1913271.51668__1.51668	1263044__GCA_000433375.1_01929
ERR1913271.51691__1.51691	28117__B0MZ50__ALIPUT_02424
ERR1913271.51779__1.51779	214856__A0A174ZLY7__ERS852447_02456
ERR1913271.51813__1.51813	357276__I9QBT7__BSEG_03340
ERR1913271.51820__1.51820	817__A0A1C0WL28__M105_1851
ERR1913271.52245__1.52245	1262992__R5CWS7__BN795_00754
ERR1913271.52267__1.52267	821__A0A174MBW9__SAMN04487923_10272
ERR1913271.52475__1.52475	1263109__GCA_000438135.1_01320
ERR1913271.52548__1.52548	28117__B0MWX3__BHV66_03010
ERR1913271.52558__1.52558	166486__D4L457__ROSINTL182_07087
ERR1913271.52602__1.52602	817__E1WTM7__M121_2859
ERR1913271.52737__1.52737	166486__D4KQG8__ERS852572_02379
ERR1913271.53045__1.53045	61171__B9Y5T9__HOLDEFILI_01171
ERR1913271.53280__1.53280	1735__B7CAV8__EUBIFOR_01329
ERR1913271.53260__1.53260	853__A0A2J4JL53__CRH10_10795
ERR1913271.53374__1.53374	1150298__A0A174BP05__murAA
ERR1913271.53640__1.53640	214856__A0A174G1M7__ERS852559_00594
ERR1913271.54000__1.54000	1383__GCA_001438885.1_00443
ERR1913271.54037__1.54037	817__A0A015P1E8__M085_2472
ERR1913271.54084__1.54084	166486__D4L3V9__ROSINTL182_07680
ERR1913271.54061__1.54061	487174__K0X353__DIT83_07800
ERR1913271.54214__1.54214	649756__A0A173RL48__ERS852571_00544
ERR1913271.54308__1.54308	818__A0A139KMC9__C799_02694
ERR1913271.54297__1.54297	39485__A0A174Z9M2__yhbU_1
ERR1913271.54302__1.54302	649756__B0P1V3__HMPREF0369_02570
ERR1913271.54493__1.54493	28116__E5CCI3__NCTC11153_04275
ERR1913271.54609__1.54609	1263109__GCA_000438135.1_01403
ERR1913271.54559__1.54559	818__A0A0P0F2P7__BT_1771
ERR1913271.54572__1.54572	818__A0A3E5HGB5__ERS852511_02145
ERR1913271.54748__1.54748	39485__A0A174ZBK4__ERS852490_01585
ERR1913271.54838__1.54838	166486__D4KY48__gmr_5
ERR1913271.55108__1.55108	821__A0A0P0M2J4__DXD46_10295
ERR1913271.55113__1.55113	166486__D4KVI9__comEA
ERR1913271.56008__1.56008	166486__D4KZI1__ERS852572_00422
ERR1913271.56029__1.56029	166486__D4KX83__ERS852572_01103
ERR1913271.56065__1.56065	28118__F9Z4Q7__DER54_08070
ERR1913271.56298__1.56298	166486__D4L337__msbA_4
ERR1913271.56402__1.56402	28117__B0MTV3__BHV66_06405
ERR1913271.56493__1.56493	28117__B0MY40__BHV66_05170
ERR1913271.56834__1.56834	39485__C4Z6U7__EUBELI_20545
ERR1913271.56988__1.56988	166486__D4KUC4__arcB_1
ERR1913271.57005__1.57005	28117__B0MTW8__ALIPUT_00502
ERR1913271.57025__1.57025	818__A0A3E5HNR9__BSIG_1712
ERR1913271.57173__1.57173	649756__A0A173R860__DO83_09130
ERR1913271.57196__1.57196	818__A0A3E5HVB7__Btheta7330_02386
ERR1913271.57344__1.57344	166486__A0A173V5I7__ERS852572_02640
ERR1913271.57378__1.57378	853__A0A174BZY1__xerD_1
ERR1913271.57459__1.57459	818__A0A1H7TGM1__BJP75_010615
ERR1913271.57488__1.57488	853__A8SCP3__C4N26_07960
ERR1913271.57814__1.57814	818__A0A3E5HN77__HMPREF2534_00072
ERR1913271.58000__1.58000	818__A0A174LFW3__C5Z03_04710
ERR1913271.58107__1.58107	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913271.58154__1.58154	166486__C7G6A9__ROSINTL182_05422
ERR1913271.58227__1.58227	166486__C7GFD3__ERS852572_00983
ERR1913271.58333__1.58333	28117__B0MXU6__ALIPUT_01958
ERR1913271.58391__1.58391	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913271.58450__1.58450	166486__D4KW59__ERS852572_02363
ERR1913271.58492__1.58492	649756__L1Q987__ERS852520_02359
ERR1913271.58496__1.58496	853__A0A2A7B1Y7__C7K05_11930
ERR1913271.58642__1.58642	292800__A0A096DG10__HMPREF9460_01046
ERR1913271.58682__1.58682	818__A0A396E023__ERS852430_02808
ERR1913271.58723__1.58723	239935__B2UL82__CXU14_06655
ERR1913271.58754__1.58754	214856__A0A174ZB00__ERS852559_00631
ERR1913271.58850__1.58850	818__A0A3E5HDS4__BJP75_002620
ERR1913271.58900__1.58900	357276__I9QBT7__BSEG_03340
ERR1913271.58913__1.58913	28116__D4WLZ3__C5Z02_24105
ERR1913271.59021__1.59021	556259__E5C7G7__BSGG_0443
ERR1913271.59058__1.59058	166486__R6B4E4__sinR_2
ERR1913271.59144__1.59144	218538__C9LR41__GCWU000321_00309
ERR1913271.59316__1.59316	166486__D4L3V9__ROSINTL182_07680
ERR1913271.59494__1.59494	1262888__R6P855__BN582_00390
ERR1913271.59562__1.59562	39485__A0A174ZKZ4__spoIIQ_1
ERR1913271.59618__1.59618	649756__L1QAR3__CL2_07970
ERR1913271.59635__1.59635	28117__B0MY45__ALIPUT_02164
ERR1913271.59892__1.59892	218538__C9LQ77__GCWU000321_01709
ERR1913271.59990__1.59990	649756__D4MVD8__ERS852475_00940
ERR1913271.60190__1.60190	817__D1JWD2__M134_4100
ERR1913271.60373__1.60373	817__Q64N43__HMPREF1205_01348
ERR1913271.60382__1.60382	166486__D4KUE4__ROSINTL182_08606
ERR1913271.60337__1.60337	818__A0A0P0FI06__BJP75_017205
ERR1913271.60488__1.60488	853__A0A3E2V168__FAEPRAM212_00929
ERR1913271.60437__1.60437	818__A0A174VV39__BT_3492
ERR1913271.60555__1.60555	1262992__R5D1Y3__BN795_00199
ERR1913271.60563__1.60563	853__D4JY61__C4N21_10560
ERR1913271.60625__1.60625	487174__K0XRP0__DDY40_09260
ERR1913271.60603__1.60603	853__A0A2A7B9I6__DW855_13690
ERR1913271.60566__1.60566	649756__A0A173RNB3__DO83_12835
ERR1913271.60688__1.60688	28117__B0MY40__BHV66_05170
ERR1913271.61016__1.61016	818__R7KZU1__ERS852430_01306
ERR1913271.61031__1.61031	166486__D4KZ27__ROSINTL182_05762
ERR1913271.61096__1.61096	853__C7H1R8__DW905_06675
ERR1913271.61345__1.61345	166486__A0A173T114__ROSINTL182_05085
ERR1913271.61526__1.61526	357276__I9QBT7__BSEG_03340
ERR1913271.61691__1.61691	39485__A0A174ZJ84__EUBELI_00107
ERR1913271.61849__1.61849	166486__D4KXJ6__ERS852572_00336
ERR1913271.61873__1.61873	166486__D4KWR9__dapF_1
ERR1913271.61874__1.61874	39485__A0A174ZKZ4__spoIIQ_1
ERR1913271.62134__1.62134	39485__R5ZQJ7__yniC
ERR1913271.62193__1.62193	166486__D4KWW1__ERS852572_01795
ERR1913271.62292__1.62292	818__A0A174N1L6__ERS852511_02039
ERR1913271.62402__1.62402	1735__B7C9Y8__EUBIFOR_00992
ERR1913271.62339__1.62339	821__D4VC51__M099_1508
ERR1913271.62448__1.62448	556259__E5C7G5__BSGG_0441
ERR1913271.62536__1.62536	216816__B3DNW2__BL171B_07980
ERR1913271.62708__1.62708	487174__K0WRI1__DIT83_06780
ERR1913271.62763__1.62763	818__A0A174VV39__BT_3492
ERR1913271.62770__1.62770	818__Q89ZX6__ERS852511_03600
ERR1913271.62884__1.62884	1262888__R6QAI6__BN582_01964
ERR1913271.63015__1.63015	39485__A0A174YMI9__cph2_5
ERR1913271.63165__1.63165	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913271.63255__1.63255	214856__A0A174ZB00__ERS852559_00631
ERR1913271.64013__1.64013	39485__C4Z6V1__ERS852492_02640
ERR1913271.64029__1.64029	214856__A0A174FY71__ERS852559_01033
ERR1913271.64073__1.64073	818__A0A396DZ59__NCTC13706_00402
ERR1913271.64141__1.64141	1262992__R5D9A6__BN795_00819
ERR1913271.64184__1.64184	1150298__A0A174KDX3__ERS852498_01212
ERR1913271.64226__1.64226	166486__C7G7A6__ROSINTL182_05773
ERR1913271.64513__1.64513	818__A0A0N7I9C8__BT_2965
ERR1913271.64725__1.64725	28116__A7LYG5__M089_5828
ERR1913271.64730__1.64730	214856__A0A174ZJU0__ERS852559_00619
ERR1913271.64755__1.64755	166486__D4KUC4__arcB_1
ERR1913271.64950__1.64950	166486__R6AY46__ROSINTL182_06128
ERR1913271.65107__1.65107	28117__B0MSS1__ALIPUT_00273
ERR1913271.65273__1.65273	166486__D4L3B1__ERS852572_03645
ERR1913271.65297__1.65297	166486__D4KUK5__thiM
ERR1913271.65324__1.65324	28117__B0MXL6__ALIPUT_01851
ERR1913271.65409__1.65409	166486__D4KYB5__mcp3_2
ERR1913271.65440__1.65440	1262899__R7J6C2__BN657_01589
ERR1913271.65577__1.65577	28116__A0A3A9HTT7__BACOVA_05446
ERR1913271.65655__1.65655	487174__K0WU53__DDY40_07650
ERR1913271.65909__1.65909	28117__B0MTH2__ALIPUT_00061
ERR1913271.66043__1.66043	1304__T0SPD1__HSISS4_01717
ERR1913271.66057__1.66057	166486__D4KZ27__ROSINTL182_05762
ERR1913271.66018__1.66018	1262992__R5D6J2__BN795_00288
ERR1913271.66263__1.66263	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913271.66329__1.66329	166486__D4L082__yicI_5
ERR1913271.66369__1.66369	214856__A0A174A1J3__ERS852447_01000
ERR1913271.66439__1.66439	1262992__R5D1Y3__BN795_00199
ERR1913271.66730__1.66730	166486__D4L1P3__ERS852572_00760
ERR1913271.66837__1.66837	487174__K0WS78__HMPREF9448_02825
ERR1913271.66862__1.66862	1262893__R5H7Y7__BN782_00665
ERR1913271.66961__1.66961	28117__B0N007__BHV66_10275
ERR1913271.66913__1.66913	292800__A0A174DY95__HMPREF0372_02254
ERR1913271.67019__1.67019	818__A0A0P0F7K1__ERS852461_02719
ERR1913271.67044__1.67044	853__A0A2A7B1Y7__C7K05_11930
ERR1913271.67190__1.67190	387090__S0FDJ4__BACCOPRO_03775
ERR1913271.67420__1.67420	166486__D4L1P5__ERS852572_00758
ERR1913271.67452__1.67452	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913271.67747__1.67747	818__A0A3E5GY25__NCTC13706_02482
ERR1913271.68046__1.68046	216816__C5EBT1__BLIF_1344
ERR1913271.68002__1.68002	166486__D4KVZ2__cbiT
ERR1913271.68068__1.68068	28117__R7JH62__BHV66_05735
ERR1913271.68205__1.68205	214856__A0A174A257__ERS852447_01007
ERR1913271.68222__1.68222	166486__D4KMI6__ERS852572_01515
ERR1913271.68317__1.68317	166486__D4KX00__ROSINTL182_07577
ERR1913271.68269__1.68269	166486__D4L457__ROSINTL182_07087
ERR1913271.68390__1.68390	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913271.68420__1.68420	853__A0A2A7B1Y7__C7K05_11930
ERR1913271.68998__1.68998	28118__R6F9B8__Odosp_3480
ERR1913271.69119__1.69119	817__A0A2M9USR2__CQW36_03433
ERR1913271.69666__1.69666	218538__C9LPE5__GCWU000321_01424
ERR1913271.69740__1.69740	818__A0A0P0F525__C799_04575
ERR1913271.70051__1.70051	166486__D4L082__yicI_5
ERR1913271.70407__1.70407	853__A0A173XRA8__CGS56_09290
ERR1913271.70486__1.70486	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913271.70607__1.70607	487174__K0WRP3__HMPREF9448_02660
ERR1913271.70687__1.70687	853__A0A173YYY4__DWZ04_09420
ERR1913271.70754__1.70754	28052__R7NAP6__ERS852499_01969
ERR1913271.70916__1.70916	216816__A0A374SVM3__BLSL_0492
ERR1913271.71028__1.71028	818__A0A3E5HXH0__NCTC13706_02166
ERR1913271.71109__1.71109	821__A0A0P0M2J4__DXD46_10295
ERR1913271.71301__1.71301	671267__R9IB12__C802_00696
ERR1913271.71518__1.71518	218538__C9LQG5__GCWU000321_01796
ERR1913271.71635__1.71635	166486__D4KYB5__mcp3_2
ERR1913271.71747__1.71747	166486__D4KVY5__ERS852572_03136
ERR1913271.71766__1.71766	649756__D4MUP2__atpH_2
ERR1913271.72416__1.72416	818__A0A174N1L6__ERS852511_02039
ERR1913271.72479__1.72479	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913271.72437__1.72437	626933__H1DGX0__HMPREF9449_01506
ERR1913271.72585__1.72585	853__C7H1R8__DW905_06675
ERR1913271.72871__1.72871	39485__A0A174YR99__ERS852492_00943
ERR1913271.72954__1.72954	216816__B3DQ11__APC1466_1528
ERR1913271.73053__1.73053	39496__A5Z5I2__EUBVEN_00963
ERR1913271.73254__1.73254	28116__A7LXT7__HMPREF1070_00356
ERR1913271.73328__1.73328	817__A0A2M9UV73__HMPREF1018_04087
ERR1913271.73467__1.73467	1780376__A0A143XQT4__BN3659_01658
ERR1913271.73611__1.73611	821__A0A174NM17__lacZ_6
ERR1913271.73797__1.73797	357276__B6W1J2__BACDOR_03380
ERR1913271.73864__1.73864	166486__R6B4E4__sinR_2
ERR1913271.73939__1.73939	1262899__R7JHD7__BN657_00956
ERR1913271.73957__1.73957	166486__D4L337__msbA_4
ERR1913271.74171__1.74171	853__A0A329UEG4__CHR60_00585
ERR1913271.74264__1.74264	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913271.74266__1.74266	214856__A0A174ZEF7__mboIIM_1
ERR1913271.74554__1.74554	28117__B0MXQ6__ALIPUT_01917
ERR1913271.74718__1.74718	487174__K0XIX0__DDY40_06625
ERR1913271.74938__1.74938	817__A0A139TB82__M138_2797
ERR1913271.74959__1.74959	487174__R5EXS5__HMPREF9448_02541
ERR1913271.75103__1.75103	487174__K0WUJ5__HMPREF9448_02567
ERR1913271.75331__1.75331	166486__D4KQG8__ERS852572_02379
ERR1913271.75830__1.75830	821__A0A174AYT0__DXC02_03530
ERR1913271.75762__1.75762	1262873__R6WD36__BN605_00796
ERR1913271.75908__1.75908	821__A0A174NM17__lacZ_6
ERR1913271.75977__1.75977	28117__B0MTI4__ALIPUT_00084
ERR1913271.76178__1.76178	371601__A0A1Y4VIV8__SAMN05216250_12923
ERR1913271.76135__1.76135	1150298__A0A174QSP7__ERS852406_03088
ERR1913271.76156__1.76156	166486__A0A173V5I7__ERS852572_02640
ERR1913271.76247__1.76247	166486__D4L082__yicI_5
ERR1913271.76346__1.76346	39485__R5ZZA6__ERS852490_00168
ERR1913271.76378__1.76378	166486__D4KUT4__ERS852572_01421
ERR1913271.76558__1.76558	821__A6L0C7__ERS852556_03520
ERR1913271.76699__1.76699	166486__D4KUM5__afr
ERR1913271.76801__1.76801	487174__K0WT65__HMPREF9448_02407
ERR1913271.77147__1.77147	28116__A0A1Y4Q114__DXF98_00470
ERR1913271.77632__1.77632	1735__B7CD72__EUBIFOR_02151
ERR1913271.78183__1.78183	649756__D4MUE9__ERS852425_03110
ERR1913271.78268__1.78268	28116__D7J6A7__NCTC11153_02798
ERR1913271.78344__1.78344	28117__B0MY34__BHV66_05195
ERR1913271.78380__1.78380	218538__C9LR41__GCWU000321_00309
ERR1913271.78874__1.78874	218538__C9LQG5__GCWU000321_01796
ERR1913271.78908__1.78908	28117__B0MTY2__BHV66_06485
ERR1913271.78998__1.78998	28117__B0MZ14__ALIPUT_02383
ERR1913271.79025__1.79025	821__A0A174NM17__lacZ_6
ERR1913271.79071__1.79071	1628085__A0A374VRE5__C7386_10353
ERR1913271.79195__1.79195	818__Q8A7D8__Btheta7330_01478
ERR1913271.79527__1.79527	166486__D4L337__msbA_4
ERR1913271.79777__1.79777	1262743__R5C054__BN727_01980
ERR1913271.79839__1.79839	28117__B0MXW9__ALIPUT_01981
ERR1913271.79952__1.79952	166486__D4L1D0__ROSINTL182_06446
ERR1913271.79968__1.79968	853__A0A2A7B1Y7__C7K05_11930
ERR1913271.80080__1.80080	166486__C7G7A6__ROSINTL182_05773
ERR1913271.80210__1.80210	817__K1FQ86__M087_1790
ERR1913271.80245__1.80245	166486__C7GE31__ganB_3
ERR1913271.80280__1.80280	818__A0A0P0FPQ9__BT_4391
ERR1913271.80293__1.80293	818__Q8A3I3__HMPREF2534_00068
ERR1913271.80340__1.80340	28117__B0MTY2__BHV66_06485
ERR1913271.80581__1.80581	817__A0A017NKW0__M141_0282
ERR1913271.80594__1.80594	821__A0A173WG51__BVU_2549
ERR1913271.80844__1.80844	166486__A0A173VSP1__ERS852572_03465
ERR1913271.80846__1.80846	166486__D4KWL4__ROSINTL182_06052
ERR1913271.80939__1.80939	1735__B7C9Y8__EUBIFOR_00992
ERR1913271.81073__1.81073	821__A0A174JYD3__ERS852457_02610
ERR1913271.81104__1.81104	818__A0A139KDW2__HMPREF2534_02537
ERR1913271.81367__1.81367	147206__GCF_000156215.1_01777
ERR1913271.81417__1.81417	28052__R7NAP6__ERS852499_01969
ERR1913271.81439__1.81439	649756__L1PU84__ERS852571_01295
ERR1913271.81865__1.81865	166486__R6AY46__ROSINTL182_06128
ERR1913271.82031__1.82031	818__A0A0P0FI06__BJP75_017205
ERR1913271.82041__1.82041	853__A0A174BA00__DW905_01145
ERR1913271.82116__1.82116	818__R9H3B0__SAMN02910322_04803
ERR1913271.82169__1.82169	853__A0A173XRA8__CGS56_09290
ERR1913271.82248__1.82248	853__A0A174BZY1__xerD_1
ERR1913271.82255__1.82255	166486__D4L273__ERS852572_01638
ERR1913271.82297__1.82297	651822__GCA_000210715.1_00753
ERR1913271.82341__1.82341	818__A0A0N7IB36__BJP75_006465
ERR1913271.82548__1.82548	214856__I3YMC8__ERS852447_02666
ERR1913271.82618__1.82618	28116__A0A1G6G9R4__CUY_0131
ERR1913271.82672__1.82672	853__A0A2A7B1Y7__C7K05_11930
ERR1913271.82728__1.82728	853__A0A174BZY1__xerD_1
ERR1913271.82923__1.82923	239935__A0A2N8IDX4__CXU20_07380
ERR1913271.83140__1.83140	821__R6F3Y1__SAMN04487923_104318
ERR1913271.83174__1.83174	818__D7I7V5__BJP75_001030
ERR1913271.83253__1.83253	853__A0A173YYY4__DWZ04_09420
ERR1913271.83595__1.83595	818__A0A3E5HVB7__Btheta7330_02386
ERR1913271.83715__1.83715	166486__D4L3V9__ROSINTL182_07680
ERR1913271.83878__1.83878	166486__D4L1H3__sacC
ERR1913271.83885__1.83885	208479__A8RGN9__HMPREF1089_00375
ERR1913271.83891__1.83891	328814__GCA_004558275.1_01745
ERR1913271.84010__1.84010	853__A0A3E2U7E6__ERS852582_01640
ERR1913271.84085__1.84085	487174__K0X455__HMPREF9448_00399
ERR1913271.84172__1.84172	166486__D4KPQ7__ROSINTL182_09065
ERR1913271.84209__1.84209	817__A0A015NVK9__HMPREF1204_01972
ERR1913271.84221__1.84221	166486__D4KNM9__ERS852572_00072
ERR1913271.84231__1.84231	166486__D4L337__msbA_4
ERR1913271.84381__1.84381	487174__K0X6A4__HMPREF9448_00105
ERR1913271.84463__1.84463	853__A0A173XRA8__CGS56_09290
ERR1913271.84491__1.84491	649756__L1PU84__ERS852571_01295
ERR1913271.84609__1.84609	487174__K0XIX0__DDY40_06625
ERR1913271.84656__1.84656	818__Q8A335__HMPREF2534_01154
ERR1913271.84947__1.84947	214856__A0A174ZLY7__ERS852447_02456
ERR1913271.85282__1.85282	166486__D4L458__ROSINTL182_07088
ERR1913271.85458__1.85458	28117__B0MU58__BHV66_05630
ERR1913271.85461__1.85461	166486__D4KX83__ERS852572_01103
ERR1913271.85528__1.85528	28117__B0MTW8__ALIPUT_00502
ERR1913271.85649__1.85649	214856__A0A174FWM7__ERS852559_00590
ERR1913271.85812__1.85812	487174__K0WZ94__HMPREF9448_00984
ERR1913271.85817__1.85817	214856__A0A174ZB00__ERS852559_00631
ERR1913271.86464__1.86464	1262989__R6YC95__BN815_00996
ERR1913271.86547__1.86547	35833__E5Y6S3__HMPREF0179_01886
ERR1913271.86556__1.86556	166486__D4L0Q4__ERS852572_03675
ERR1913271.86791__1.86791	821__A0A174MBW9__SAMN04487923_10272
ERR1913271.87156__1.87156	818__A0A174RFL1__ERS852511_03380
ERR1913271.87184__1.87184	166486__A0A173T114__ROSINTL182_05085
ERR1913271.87290__1.87290	552398__F4XF02__HMPREF0866_02176
ERR1913271.87620__1.87620	1262992__R5D4D2__BN795_00592
ERR1913271.87646__1.87646	218538__C9LQG6__GCWU000321_01798
ERR1913271.87802__1.87802	214856__A0A174A1J3__ERS852447_01000
ERR1913271.87854__1.87854	818__A0A3E5HVG2__C5Z03_11060
ERR1913271.87884__1.87884	1262992__R5DDC9__BN795_00492
ERR1913271.87934__1.87934	214856__A0A174ZLY7__ERS852447_02456
ERR1913271.88001__1.88001	384638__B7AVU0__BACPEC_02840
ERR1913271.88120__1.88120	853__A0A173XRA8__CGS56_09290
ERR1913271.88250__1.88250	166486__A0A173VSP1__ERS852572_03465
ERR1913271.88378__1.88378	218538__C9LQG6__GCWU000321_01798
ERR1913271.88434__1.88434	166486__A0A173VTG0__ROSINTL182_06283
ERR1913271.88466__1.88466	28118__F9Z751__DHW44_02965
ERR1913271.88519__1.88519	166486__D4L0J8__ROSINTL182_08089
ERR1913271.88666__1.88666	166486__D4L0L1__ROSINTL182_08075
ERR1913271.88736__1.88736	649756__A0A173UBD8__ytpA
ERR1913271.88744__1.88744	821__A0A174V2F3__NCTC10583_01474
ERR1913271.88764__1.88764	328814__GCA_004558275.1_01745
ERR1913271.88812__1.88812	817__A0A2M9USR2__CQW36_03433
ERR1913271.88885__1.88885	818__A0A0N7I9H8__ERS852461_00040
ERR1913271.89183__1.89183	166486__D4L2T9__lytM
ERR1913271.89458__1.89458	166486__D4L2T9__lytM
ERR1913271.89569__1.89569	39488__A0A374N3K6__EHLA_0222
ERR1913271.90094__1.90094	39485__A0A174ZLH6__EUBELI_01564
ERR1913271.90129__1.90129	821__A0A174ALF2__BvMPK_3016
ERR1913271.90258__1.90258	214856__A0A174ZJU0__ERS852559_00619
ERR1913271.90330__1.90330	28117__B0MYW7__ALIPUT_02336
ERR1913271.90384__1.90384	556259__E5CDI2__BSGG_3505
ERR1913271.90459__1.90459	853__A0A173XRA8__CGS56_09290
