ERR1913199.530__1.530	544645__A0A3E4TGD2__DXC42_03440
ERR1913199.43277__1.43277	357276__B6W5Q7__DXD47_13945
ERR1913199.43387__1.43387	357276__A0A076INK2__BSEG_04225
ERR1913199.43402__1.43402	820__A0A396EUV1__B5G17_06465
ERR1913199.43821__1.43821	39491__C4ZHS4__EUR_24420
ERR1913199.43836__1.43836	821__I9R3W6__DXC16_12455
ERR1913199.43874__1.43874	301302__A0A173UT39__M72_23901
ERR1913199.43946__1.43946	357276__A0A0K2HG61__BACDOR_02028
ERR1913199.44042__1.44042	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913199.44242__1.44242	166486__D4KZ24__ROSINTL182_05766
ERR1913199.44273__1.44273	1735__B7CEC3__EUBIFOR_02567
ERR1913199.44275__1.44275	357276__B6W5Q9__HMPREF1063_03125
ERR1913199.44264__1.44264	357276__A0A0K2HDP3__IY41_00705
ERR1913199.44549__1.44549	39491__A0A396FEV5__EUR_24750
ERR1913199.44563__1.44563	853__E2ZJT1__C4N23_03535
ERR1913199.44587__1.44587	216816__C5E9C3__CJO32_03030
ERR1913199.44592__1.44592	47678__A5ZI88__BACCAC_02617
ERR1913199.44815__1.44815	47678__A5ZHJ2__DXB67_12405
ERR1913199.44886__1.44886	1628085__A0A396Q9R7__C7386_10872
ERR1913199.44911__1.44911	28026__C0BQ53__BIFPSEUDO_02493
ERR1913199.45054__1.45054	821__A0A396F598__CUU_3259
ERR1913199.45026__1.45026	1735__B7CC21__EUBIFOR_01746
ERR1913199.45087__1.45087	1628085__A0A374VQ14__C7386_10713
ERR1913199.45138__1.45138	47678__R5UU25__DXB67_16190
ERR1913199.45250__1.45250	166486__D4KWM9__ROSINTL182_06036
ERR1913199.45297__1.45297	487174__K0WV96__HMPREF9448_01901
ERR1913199.45474__1.45474	1299998__GCA_001494635.1_01836
ERR1913199.45476__1.45476	33039__A0A174P3P0__ERS852424_01681
ERR1913199.45680__1.45680	357276__I9FRW5__B5F95_21685
ERR1913199.45888__1.45888	1897011__A0A1Q6RE76__BHW41_04850
ERR1913199.45906__1.45906	821__A0A174WBC9__ERS852556_03145
ERR1913199.45923__1.45923	1235835__R9LCU2__C814_02677
ERR1913199.45955__1.45955	1263107__GCA_000436995.1_00090
ERR1913199.46050__1.46050	818__A0A3E5GYI4__NCTC10582_00013
ERR1913199.46054__1.46054	387090__S0FA01__BACCOPRO_02772
ERR1913199.46187__1.46187	301302__R5UI99__M72_25591
ERR1913199.46283__1.46283	387090__S0FA01__BACCOPRO_02772
ERR1913199.46233__1.46233	821__A0A397WGD6__M098_0084
ERR1913199.46437__1.46437	357276__A0A0K2HG61__BACDOR_02028
ERR1913199.46599__1.46599	39491__R6UMS6__DXD13_07035
ERR1913199.46648__1.46648	357276__B6VXX7__HMPREF1063_02683
ERR1913199.47175__1.47175	820__R7E9Z4__DXC68_06065
ERR1913199.47233__1.47233	821__A0A395VIK7__BVU_1225
ERR1913199.47254__1.47254	387090__S0F4V5__BACCOPRO_00731
ERR1913199.47310__1.47310	39491__A0A395ZHV7__ykvU
ERR1913199.47316__1.47316	410072__A0A3E4GRE0__DXD67_07105
ERR1913199.47467__1.47467	29466__D6KRJ6__hemH
ERR1913199.47665__1.47665	820__A0A174M9V5__M093_0237
ERR1913199.47679__1.47679	371601__A0A174AP70__SAMN05216250_110105
ERR1913199.48001__1.48001	357276__I9QWN0__ABI39_00335
ERR1913199.48021__1.48021	301302__A0A173RFF7__yqgN
ERR1913199.48066__1.48066	216816__B3DR71__CE159_04070
ERR1913199.48073__1.48073	1150298__A0A174SLE6__mlc_1
ERR1913199.48151__1.48151	1735__B7CD84__EUBIFOR_02163
ERR1913199.48162__1.48162	357276__B6VYT9__HMPREF1063_05030
ERR1913199.48300__1.48300	28116__D4WPD7__HMPREF1069_02183
ERR1913199.48475__1.48475	310298__B3JQJ5__BACCOP_04231
ERR1913199.48476__1.48476	310298__B3JQJ5__BACCOP_04231
ERR1913199.48654__1.48654	821__A0A396F598__CUU_3259
ERR1913199.48703__1.48703	357276__I8WFU9__BACDOR_02006
ERR1913199.48707__1.48707	47678__A5ZEA3__ERS852558_00257
ERR1913199.48718__1.48718	630129__A0A395ZPX1__BKAS_0816
ERR1913199.48793__1.48793	418240__A0A174T5R0__yehU_2
ERR1913199.48849__1.48849	301302__A0A0M6WV88__dhaS_2
ERR1913199.48939__1.48939	47678__R5UER2__CGC64_00710
ERR1913199.49054__1.49054	39491__A0A396FBR6__DXC13_08575
ERR1913199.49174__1.49174	1680__R5GR82__AD0028_0014
ERR1913199.49303__1.49303	46503__A7ADV9__ERS852463_01504
ERR1913199.49323__1.49323	357276__I9QBT7__BSEG_03340
ERR1913199.49350__1.49350	1308__F8LTK3__CDA68_01155
ERR1913199.49492__1.49492	649756__D4MY23__ERS852571_00200
ERR1913199.49449__1.49449	357276__A0A076IYE6__IY41_04275
ERR1913199.49622__1.49622	301302__R5UL57__ERS852420_00622
ERR1913199.49721__1.49721	1628085__A0A2U1BCN9__C7386_10764
ERR1913199.49944__1.49944	821__A0A0P0LFP6__C5Z04_13890
ERR1913199.49948__1.49948	28026__A0A3E5HSU4__DXD71_06220
ERR1913199.50093__1.50093	166486__D4L402__ROSINTL182_05182
ERR1913199.50144__1.50144	387090__S0FAH6__BACCOPRO_02588
ERR1913199.50356__1.50356	301302__R5VFU2__xynA1
ERR1913199.50359__1.50359	823__A0A355XFH7__ERS852513_00769
ERR1913199.50437__1.50437	1262743__R5C054__BN727_01980
ERR1913199.50450__1.50450	818__A0A174RFL1__ERS852511_03380
ERR1913199.50507__1.50507	39491__A0A395ZDC6__addB
ERR1913199.50548__1.50548	820__A0A139KHX1__HMPREF2141_00289
ERR1913199.50590__1.50590	301302__R5UKF2__M72_19701
ERR1913199.51521__1.51521	821__I9R3W6__DXC16_12455
ERR1913199.51525__1.51525	166486__D4KZY5__ROSINTL182_07635
ERR1913199.51527__1.51527	47678__R5U9Z0__HMPREF1061_03210
ERR1913199.51573__1.51573	216816__B3DNW2__BL171B_07980
ERR1913199.51606__1.51606	28026__A0A267WL58__DXD87_05710
ERR1913199.51619__1.51619	301302__R5UIY5__M72_17461
ERR1913199.51664__1.51664	166486__D4L337__msbA_4
ERR1913199.51780__1.51780	39490__A0A173U8I1__LG34_05080
ERR1913199.51837__1.51837	820__A0A174A6K0__M093_0079
ERR1913199.51859__1.51859	301302__R5VF67__M72_01841
ERR1913199.51800__1.51800	33905__A0A0C2Z570__CQR47_0419
ERR1913199.51827__1.51827	853__A0A174C5M1__CGS58_04460
ERR1913199.52080__1.52080	821__A0A173XDD3__DXB82_17180
ERR1913199.52147__1.52147	1581061__A0A1F1LHQ9__HMPREF3093_07860
ERR1913199.52239__1.52239	821__A0A174NSU0__BVU_3144
ERR1913199.52192__1.52192	821__D4VC51__M099_1508
ERR1913199.52263__1.52263	821__C6Z087__DXB90_00750
ERR1913199.52426__1.52426	1680__A0A0C2YPV2__AL0462_1474
ERR1913199.52461__1.52461	649756__B0P3S8__ywpJ_4
ERR1913199.52617__1.52617	458033__GCA_001482755.1_02203
ERR1913199.52630__1.52630	47678__R5UA23__C5Z00_15610
ERR1913199.52653__1.52653	301302__A0A173SD94__ERS852420_01254
ERR1913199.52753__1.52753	47678__R5UU25__DXB67_16190
ERR1913199.52870__1.52870	1308__A0A2U2MC25__X841_01290
ERR1913199.52967__1.52967	820__A0A139K4T0__ERS852510_03146
ERR1913199.53074__1.53074	166486__A0A1Q6SCR5__ROSINTL182_05686
ERR1913199.53267__1.53267	166486__D4L458__ROSINTL182_07088
ERR1913199.53271__1.53271	1628085__A0A2U1BAW1__C7386_11048
ERR1913199.53342__1.53342	820__A0A139K1Y6__DXB48_02610
ERR1913199.53351__1.53351	371601__D7K8P3__SAMN05216250_10395
ERR1913199.53472__1.53472	821__E5UY21__C800_02204
ERR1913199.53476__1.53476	1735__B7CAL3__EUBIFOR_01234
ERR1913199.53496__1.53496	820__A0A3E4W980__M093_3873
ERR1913199.53656__1.53656	820__A0A396EUU8__luxQ_3
ERR1913199.53671__1.53671	39488__A0A173V5H8__appA
ERR1913199.54019__1.54019	357276__A0A0K2HDP3__IY41_00705
ERR1913199.54026__1.54026	166486__D4KZ95__ERS852572_03327
ERR1913199.54079__1.54079	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913199.54316__1.54316	1680__A7A7Z9__AAX71_05385
ERR1913199.54394__1.54394	357276__I9G0T7__BACDOR_04266
ERR1913199.54400__1.54400	1150298__R7JV71__ERS852498_00755
ERR1913199.54658__1.54658	1680__A0A087DKM6__B0042_0664
ERR1913199.54909__1.54909	853__A0A173YYY4__DWZ04_09420
ERR1913199.55039__1.55039	821__E5UY21__C800_02204
ERR1913199.54964__1.54964	820__R9I324__HMPREF2141_02414
ERR1913199.54978__1.54978	387090__S0F4T3__BACCOPRO_00681
ERR1913199.54982__1.54982	33039__D4M6V6__yjjG
ERR1913199.55057__1.55057	216816__C2GSX7__DD678_03555
ERR1913199.55209__1.55209	216816__A0A133LQN7__BL15B_00780
ERR1913199.55211__1.55211	301302__A0A173T010__M72_26571
ERR1913199.55316__1.55316	28116__D4WLZ3__C5Z02_24105
ERR1913199.55334__1.55334	310297__R5VAF2__DXC17_13935
ERR1913199.55440__1.55440	39491__A0A395ZHW9__DXC13_02590
ERR1913199.55412__1.55412	47678__A5ZJ80__BACCAC_02965
ERR1913199.55419__1.55419	310297__R5VAF2__DXC17_13935
ERR1913199.55755__1.55755	1150298__A0A173ZYU8__sipT_2
ERR1913199.56328__1.56328	39491__A0A396FPV7__ERS852580_01177
ERR1913199.56407__1.56407	216816__C5EC66__tcrA
ERR1913199.56487__1.56487	338188__A0A174ETX3__ERS852397_01955
ERR1913199.56556__1.56556	47678__R5UT79__ERS852558_03890
ERR1913199.56730__1.56730	357276__I9R002__HMPREF1064_01826
ERR1913199.57046__1.57046	820__A7VAS1__HMPREF2141_03259
ERR1913199.57100__1.57100	301302__A0A0M6WWC3__M72_11371
ERR1913199.57106__1.57106	820__A0A3E4WA06__ERS852554_03404
ERR1913199.57590__1.57590	1628085__A0A2U1AXC9__C7386_1282
ERR1913199.57677__1.57677	74426__group_4851
ERR1913199.57908__1.57908	166486__A0A173VTG0__ROSINTL182_06283
ERR1913199.58487__1.58487	166486__D4KZI1__ERS852572_00422
ERR1913199.58500__1.58500	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913199.58506__1.58506	357276__B6W1J2__BACDOR_03380
ERR1913199.58628__1.58628	1735__B7CEC3__EUBIFOR_02567
ERR1913199.58551__1.58551	216816__D6DBD5__DXC32_04335
ERR1913199.58716__1.58716	357276__A0A0M1W4C0__DXD47_07095
ERR1913199.58722__1.58722	357276__D1K3K9__EL88_23995
ERR1913199.58690__1.58690	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913199.58876__1.58876	820__A0A374Q8T2__DXB64_16190
ERR1913199.58881__1.58881	820__R9I3Q7__HMPREF1072_01668
ERR1913199.58953__1.58953	418240__A0A174G147__toxA_4
ERR1913199.59035__1.59035	47678__A5ZG68__ERS852494_02968
ERR1913199.59054__1.59054	74426__rpoC
ERR1913199.59084__1.59084	1150298__A0A174EM68__ERS852406_01867
ERR1913199.59200__1.59200	1262743__R5C054__BN727_01980
ERR1913199.59424__1.59424	357276__B6W5Q9__HMPREF1063_03125
ERR1913199.59446__1.59446	821__A0A0P0LQT3__DXC03_05050
ERR1913199.59531__1.59531	357276__I9FTR0__HMPREF1065_02861
ERR1913199.59599__1.59599	818__A0A174RFL1__ERS852511_03380
ERR1913199.59711__1.59711	1680__A0A1E7XZY9__DXC60_05815
ERR1913199.59753__1.59753	820__A7V780__adaA_3
ERR1913199.59883__1.59883	47678__R5UZM4__DW706_15680
ERR1913199.59892__1.59892	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913199.60101__1.60101	310298__B3JQJ5__BACCOP_04231
ERR1913199.60166__1.60166	33039__D4M0U3__ERS852577_02211
ERR1913199.60379__1.60379	357276__A0A076J8M3__ABI39_13695
ERR1913199.60389__1.60389	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913199.60456__1.60456	745368__A0A1T4WEV8__SAMN02745178_00491
ERR1913199.60500__1.60500	820__A0A174FUG6__DXC91_11265
ERR1913199.60733__1.60733	820__A0A174RFI5__SAMN05444418_12240
ERR1913199.60744__1.60744	46503__R6XAG6__DXB85_14995
ERR1913199.60624__1.60624	820__R9I2U8__DXC68_09590
ERR1913199.60894__1.60894	28026__A0A267WL58__DXD87_05710
ERR1913199.60900__1.60900	216816__D6D9H5__APC1466_0493
ERR1913199.60970__1.60970	74426__basR
ERR1913199.60975__1.60975	853__A0A173TAZ8__DWZ46_14590
ERR1913199.61087__1.61087	216816__C2GV16__APC1504_1666
ERR1913199.61244__1.61244	39491__D6DXZ8__DXB72_15035
ERR1913199.61321__1.61321	47678__R5U7U0__DW706_12005
ERR1913199.61352__1.61352	357276__A0A0K2HI25__DXD47_04465
ERR1913199.61451__1.61451	357276__A0A076IKP2__HMPREF1063_00218
ERR1913199.61452__1.61452	357276__A0A076IXE0__HMPREF1064_04364
ERR1913199.61484__1.61484	820__I9TWZ7__DXC80_10550
ERR1913199.61485__1.61485	820__A0A173YYG4__evgS_3
ERR1913199.61598__1.61598	820__A0A174B4N2__M093_2531
ERR1913199.61707__1.61707	823__A6L9D3__ERS852560_03374
ERR1913199.61772__1.61772	166486__D4KJ39__ERS852572_02622
ERR1913199.61972__1.61972	28116__A0A1Y4PEX5__DXF98_25295
ERR1913199.62088__1.62088	301302__R5UJW6__ERS852420_01698
ERR1913199.62089__1.62089	39491__A0A395UWZ1__DXC13_02175
ERR1913199.62214__1.62214	156456__G9YIG0__HMPREF0080_01452
ERR1913199.62317__1.62317	820__A0A374QGD2__ERS852421_02382
ERR1913199.62262__1.62262	1628085__A0A1C5YNW1__C7386_101221
ERR1913199.62335__1.62335	166486__D4L3K7__ERS852572_00904
ERR1913199.62349__1.62349	46503__R6X275__DD461_10840
ERR1913199.62462__1.62462	357276__A0A076ISJ4__B5F95_19420
ERR1913199.63052__1.63052	166486__D4L2C3__ERS852572_01686
ERR1913199.63129__1.63129	357276__I9R2M6__BSEG_03499
ERR1913199.63134__1.63134	821__A0A395UNT8__DXD64_15275
ERR1913199.63252__1.63252	46503__R6WTN6__PARMER_00136
ERR1913199.63300__1.63300	1150298__A0A174BP05__murAA
ERR1913199.63305__1.63305	46503__R6X0P0__DXB61_03855
ERR1913199.63850__1.63850	821__D4VD59__BHV80_04260
ERR1913199.63959__1.63959	820__A0A3E4FZM1__adaA_2
ERR1913199.64059__1.64059	74426__rpoB
ERR1913199.64106__1.64106	39491__A0A395UZL1__DXB76_05950
ERR1913199.64114__1.64114	410072__A0A174E1G6__phoR_6
ERR1913199.64492__1.64492	387090__S0F9K2__BACCOPRO_02271
ERR1913199.64557__1.64557	360807__A0A0M6WIL3__ERS852444_01365
ERR1913199.64872__1.64872	823__D7ILK2__ERS852380_00031
ERR1913199.64945__1.64945	821__D4VD59__BHV80_04260
ERR1913199.64975__1.64975	47678__R5UES3__CGC64_00760
ERR1913199.65202__1.65202	853__A0A173SUU8__CGS54_06840
ERR1913199.65261__1.65261	820__A7V9F9__B5G17_14640
ERR1913199.65285__1.65285	360807__C0FP74__ERS852444_00195
ERR1913199.65313__1.65313	823__A6LBY1__ERS852380_00510
ERR1913199.65348__1.65348	39491__C4Z8S1__DXB76_06750
ERR1913199.65390__1.65390	1686__B6XUW3__BIFCAT_00676
ERR1913199.65493__1.65493	47678__R5UER2__CGC64_00710
ERR1913199.65523__1.65523	301302__R5VC75__ERS852420_02858
ERR1913199.65657__1.65657	821__A0A174JYD3__ERS852457_02610
ERR1913199.65639__1.65639	357276__A0A076ISJ4__B5F95_19420
ERR1913199.65700__1.65700	853__A0A173TAZ8__DWZ46_14590
ERR1913199.65802__1.65802	360807__A0A174EVF2__RIL183_27331
ERR1913199.65857__1.65857	357276__I9R2M6__BSEG_03499
ERR1913199.65893__1.65893	1680__A0A087DLC6__C8077_00815
ERR1913199.66044__1.66044	39491__C4ZF05__vpr
ERR1913199.66071__1.66071	357276__A0A076IKP2__HMPREF1063_00218
ERR1913199.66172__1.66172	821__A0A174NM17__lacZ_6
ERR1913199.66189__1.66189	1262922__R6E8I4__BN487_00257
ERR1913199.66292__1.66292	46503__R6X8Q3__fepA_2
ERR1913199.66257__1.66257	1735__B7C9V5__EUBIFOR_00959
ERR1913199.66283__1.66283	216816__D6DCR3__APC1464_1142
ERR1913199.66377__1.66377	418240__A0A174EIE7__pknG
ERR1913199.66451__1.66451	39486__B0G761__DXB36_00715
ERR1913199.66487__1.66487	820__A0A3E4PYB0__yejM
ERR1913199.66506__1.66506	28026__C0BV24__DXC75_08705
ERR1913199.66558__1.66558	216816__A0A374SVM3__BLSL_0492
ERR1913199.66851__1.66851	301302__R5V5K3__M72_10541
ERR1913199.66901__1.66901	301302__R5UUM8__ganB_1
ERR1913199.66973__1.66973	357276__A0A0M1W657__HMPREF1064_04629
ERR1913199.67133__1.67133	166486__D4KYW5__ROSINTL182_05595
ERR1913199.67397__1.67397	671267__R9ICM6__C802_00589
ERR1913199.67546__1.67546	1660__J3J585__APY09_07775
ERR1913199.67564__1.67564	216816__A0A0A6VPB9__B624_1780
ERR1913199.67486__1.67486	410072__A0A173Y2U9__aprX_2
ERR1913199.68125__1.68125	820__E5VEH7__ERS852459_01300
ERR1913199.68167__1.68167	39491__R6TQ09__DXC13_03010
ERR1913199.68346__1.68346	821__A6L0C7__ERS852556_03520
ERR1913199.68404__1.68404	387090__S0F4F9__BACCOPRO_00490
ERR1913199.68408__1.68408	820__A0A173YYG4__evgS_3
ERR1913199.68485__1.68485	820__A0A1Y3V743__M093_0235
ERR1913199.68580__1.68580	166486__D4KZ27__ROSINTL182_05762
ERR1913199.69037__1.69037	357276__D1JZM4__HMPREF1065_01278
ERR1913199.69112__1.69112	821__A0A174NM17__lacZ_6
ERR1913199.69180__1.69180	1262743__R5C054__BN727_01980
ERR1913199.69363__1.69363	301302__A0A0M6WV88__dhaS_2
ERR1913199.69373__1.69373	821__E5UMZ6__BVU_1450
ERR1913199.69514__1.69514	74426__rpoB
ERR1913199.69642__1.69642	820__A0A174TRB5__DXD40_11305
ERR1913199.69732__1.69732	1628085__A0A2U1BGZ9__C7386_101169
ERR1913199.69847__1.69847	39488__C0EYJ6__ERS852578_01971
ERR1913199.69803__1.69803	39491__C4ZD70__LD38_03510
ERR1913199.69809__1.69809	28116__A0A3A9HSJ8__DXD69_15065
ERR1913199.70112__1.70112	821__A0A0P0M4G3__M099_3092
ERR1913199.70178__1.70178	47678__R5U332__C5Z00_16810
ERR1913199.70202__1.70202	1862668__GCA_001945525.1_00024
ERR1913199.70270__1.70270	820__A0A139KHX1__HMPREF2141_00289
ERR1913199.70327__1.70327	357276__D1JY58__BACDOR_04277
ERR1913199.70369__1.70369	1680__A0A087DLC6__C8077_00815
ERR1913199.70408__1.70408	410072__C0BF38__DXD67_15395
ERR1913199.70469__1.70469	39491__A0A395ZG74__licR
ERR1913199.70608__1.70608	47678__R5U7T0__CGC64_00755
ERR1913199.70620__1.70620	218538__C9LNK4__GCWU000321_01127
ERR1913199.70548__1.70548	291645__I8XPK0__HMPREF1068_01554
ERR1913199.70658__1.70658	818__C6IJ09__SAMN05216253_102150
ERR1913199.70683__1.70683	39491__C4ZAT2__ERE_28440
ERR1913199.70859__1.70859	214856__A0A173YXX1__ERS852559_01651
ERR1913199.70915__1.70915	410072__C0BAJ3__ERS852574_01527
ERR1913199.70933__1.70933	74426__rpoC
ERR1913199.71004__1.71004	1680__A0A087DLC6__C8077_00815
ERR1913199.71186__1.71186	47678__R5UU99__C5Z00_11925
ERR1913199.71241__1.71241	820__A0A174CG08__DXB62_13215
ERR1913199.71331__1.71331	218538__C9LR41__GCWU000321_00309
ERR1913199.71412__1.71412	821__I9R3W6__DXC16_12455
ERR1913199.71433__1.71433	1628085__A0A3E2XRG6__C7386_10212
ERR1913199.71648__1.71648	357276__A6L053__ABI39_04450
ERR1913199.71790__1.71790	39492__D4JUL3__nreC_2
ERR1913199.71813__1.71813	39491__C4Z9D4__DXD95_00055
ERR1913199.71816__1.71816	387090__S0F668__BACCOPRO_01215
ERR1913199.71927__1.71927	74426__rpoB
ERR1913199.72049__1.72049	853__A0A174C5M1__CGS58_04460
ERR1913199.72158__1.72158	820__A0A139K426__B5G17_09115
ERR1913199.72360__1.72360	821__A0A174ALF2__BvMPK_3016
ERR1913199.72429__1.72429	39491__C4ZCV7__ERE_23110
ERR1913199.72638__1.72638	47678__R5U7P3__DXB67_08985
ERR1913199.72646__1.72646	821__A0A173XDD3__DXB82_17180
ERR1913199.72711__1.72711	556259__E5C690__BSGG_1431
ERR1913199.72725__1.72725	216816__A0A0M0VLZ8__BLIC_h02110
ERR1913199.72658__1.72658	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913199.72797__1.72797	820__A0A173WUD7__DXB48_08055
ERR1913199.72799__1.72799	820__A0A174CK74__DXB48_07060
ERR1913199.72789__1.72789	39486__R6S7Q3__DXD84_03220
ERR1913199.72857__1.72857	387090__S0FBZ8__BACCOPRO_01470
ERR1913199.73065__1.73065	357276__A0A174L570__GV66_05720
ERR1913199.73089__1.73089	823__A0A355XH29__lolE_1
ERR1913199.73218__1.73218	384638__B7AVU0__BACPEC_02840
ERR1913199.73270__1.73270	46503__A7A9R2__ERS852463_01218
ERR1913199.73438__1.73438	301302__R5V7K8__M72_11711
ERR1913199.73526__1.73526	1262922__R6E8I4__BN487_00257
ERR1913199.73724__1.73724	823__A6LHK0__M090_1297
ERR1913199.73766__1.73766	47678__R5U9Z0__HMPREF1061_03210
ERR1913199.73801__1.73801	166486__D4L2C5__ERS852572_01688
ERR1913199.73852__1.73852	357276__A0A0M1W1I8__ABI39_13620
ERR1913199.73970__1.73970	28116__A0A078Q626__HMPREF1070_02735
ERR1913199.73957__1.73957	28026__A0A139B7D7__DXC45_05880
ERR1913199.74047__1.74047	33039__D4M1A4__ERS852502_00742
ERR1913199.74114__1.74114	1262743__R5C054__BN727_01980
ERR1913199.74305__1.74305	28116__A0A1G6G9R4__CUY_0131
ERR1913199.74353__1.74353	410072__A0A174DJM1__DXD67_05275
ERR1913199.74367__1.74367	216816__R5MZK3__DPC6320_1630
ERR1913199.74441__1.74441	820__A0A139K9Q2__DXD40_08795
ERR1913199.74539__1.74539	853__A0A2J4JL53__CRH10_10795
ERR1913199.74642__1.74642	301302__R5VCU3__cbiK_2
ERR1913199.74732__1.74732	821__A0A3E4WAR6__DXD64_10735
ERR1913199.74779__1.74779	1628085__A0A2U1B8P2__C7386_11431
ERR1913199.74802__1.74802	39491__A0A396FNY7__LD38_16155
ERR1913199.74811__1.74811	47678__A5ZF31__DXB67_11050
ERR1913199.74852__1.74852	821__A0A174WBC9__ERS852556_03145
ERR1913199.74867__1.74867	357276__A0A076ISJ4__B5F95_19420
ERR1913199.74836__1.74836	1897011__A0A1Q6RJ96__BHW41_00350
ERR1913199.75043__1.75043	216816__B3DQ11__APC1466_1528
ERR1913199.75074__1.75074	823__A0A3E4P9U5__ERS852380_02719
ERR1913199.75372__1.75372	39492__D4JV86__spoIIE
ERR1913199.75439__1.75439	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913199.75425__1.75425	371601__F7M533__ERS852396_01023
ERR1913199.75555__1.75555	338188__R6RT73__HMPREF1057_02828
ERR1913199.75921__1.75921	47678__R5UME6__BACCAC_01239
ERR1913199.75938__1.75938	418240__C6JAJ8__ERS852478_03436
ERR1913199.76004__1.76004	357276__I8WBQ9__HMPREF1065_03212
ERR1913199.76014__1.76014	357276__U6R8F9__DXD47_04035
ERR1913199.76120__1.76120	821__C3RB94__DXC03_15585
ERR1913199.76216__1.76216	1262922__R6E8I4__BN487_00257
ERR1913199.76262__1.76262	387090__S0F433__BACCOPRO_00058
ERR1913199.76263__1.76263	821__A0A174T998__DXB82_10860
ERR1913199.76334__1.76334	357276__A0A0K2HJA6__DXD47_07320
ERR1913199.76368__1.76368	820__A0A174GYA8__DXB64_07370
ERR1913199.76468__1.76468	1628085__A0A3E2XZQ1__C7386_101439
ERR1913199.76601__1.76601	47678__A5ZLX1__C5Z00_04825
ERR1913199.76696__1.76696	820__A7V049__DXB48_04755
ERR1913199.76619__1.76619	649756__L1Q1A0__ERS852425_01427
ERR1913199.76818__1.76818	357276__A0A0P0M2G3__BACDOR_03913
ERR1913199.76937__1.76937	360807__C0FQD4__codY
ERR1913199.77055__1.77055	357276__I8WEZ6__BACDOR_02323
ERR1913199.77088__1.77088	821__A0A174TD86__C800_00949
ERR1913199.77215__1.77215	1262948__R7EG75__BN671_00619
ERR1913199.77309__1.77309	820__A0A374QGD2__ERS852421_02382
ERR1913199.77351__1.77351	1263107__GCA_000436995.1_00130
ERR1913199.77447__1.77447	301302__R5USI9__prsA3
ERR1913199.77476__1.77476	821__A0A396F9T7__M097_3427
ERR1913199.77481__1.77481	821__A6L0C7__ERS852556_03520
ERR1913199.77606__1.77606	821__A0A173WG51__BVU_2549
ERR1913199.77623__1.77623	821__A0A174JYD3__ERS852457_02610
ERR1913199.77722__1.77722	820__A0A174CK74__DXB48_07060
ERR1913199.77732__1.77732	147206__GCF_000156215.1_01108
ERR1913199.77796__1.77796	387090__S0FDS0__BACCOPRO_03642
ERR1913199.77769__1.77769	216816__A0A061M1M5__HMPREF0177_01046
ERR1913199.78025__1.78025	46503__R6WVN9__HMPREF1078_01964
ERR1913199.78123__1.78123	301302__R5VFW5__M72_26781
ERR1913199.78238__1.78238	1680__R5GR82__AD0028_0014
ERR1913199.78259__1.78259	1680__R5GSL8__DXD60_03315
ERR1913199.78307__1.78307	821__U6RDC2__DXD46_15675
ERR1913199.78516__1.78516	820__A0A3E4W980__M093_3873
ERR1913199.78527__1.78527	820__A0A139KHX1__HMPREF2141_00289
ERR1913199.78563__1.78563	357276__B6W5Q7__DXD47_13945
ERR1913199.78665__1.78665	823__A0A355XN73__DXC05_07000
ERR1913199.78671__1.78671	39491__A0A395ZHV7__ykvU
ERR1913199.78895__1.78895	47678__R5USR9__HMPREF1061_01404
ERR1913199.78996__1.78996	166486__D4L337__msbA_4
ERR1913199.79205__1.79205	418240__R7CMR9__yehU_7
ERR1913199.79258__1.79258	166486__D4L457__ROSINTL182_07087
ERR1913199.79638__1.79638	820__A0A3E4RUC4__DHU98_02635
ERR1913199.79639__1.79639	357276__A0A076IS46__BACDOR_03265
ERR1913199.79693__1.79693	74426__group_4823
ERR1913199.79801__1.79801	28026__A0A396B960__DXC71_09530
ERR1913199.79893__1.79893	147206__GCF_000156215.1_01108
ERR1913199.79944__1.79944	357276__B6W1J2__BACDOR_03380
ERR1913199.80084__1.80084	357276__I9QBT7__BSEG_03340
ERR1913199.80263__1.80263	166486__D4KRN9__ERS852572_01822
ERR1913199.80355__1.80355	387090__S0F9K2__BACCOPRO_02271
ERR1913199.80485__1.80485	357276__C3R9Y0__HMPREF1064_01889
ERR1913199.80564__1.80564	357276__A0A076IRX4__ABI39_13585
ERR1913199.80675__1.80675	166486__D4KPQ7__ROSINTL182_09065
ERR1913199.80699__1.80699	166486__D4L1D0__ROSINTL182_06446
ERR1913199.80879__1.80879	301302__R5VGE0__ERS852420_00121
ERR1913199.81113__1.81113	820__A0A174CK74__DXB48_07060
