ERR1913196.134__1.134	301302__R5UIY5__M72_17461
ERR1913196.48551__1.48551	1284775__A0A095Y637__HMPREF1640_07040
ERR1913196.48674__1.48674	165179__D1P9T6__PREVCOP_04016
ERR1913196.48843__1.48843	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913196.48995__1.48995	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913196.48996__1.48996	165179__D1PAJ7__PREVCOP_04222
ERR1913196.49179__1.49179	165179__A0A3E5E2S3__DXB80_03455
ERR1913196.49275__1.49275	853__A0A3E2U7E6__ERS852582_01640
ERR1913196.49434__1.49434	165179__D1PB89__DXC61_08425
ERR1913196.49590__1.49590	572010__ppdK
ERR1913196.49892__1.49892	33043__A0A173YSY7__tilS
ERR1913196.49999__1.49999	33043__A0A173ZEG7__ERS852386_01252
ERR1913196.50268__1.50268	40518__R5DY98__mepA_5
ERR1913196.50411__1.50411	33043__D5HH62__ERS852575_00121
ERR1913196.50497__1.50497	301302__R5UNJ6__M72_26701
ERR1913196.50608__1.50608	39485__A0A174YNV0__cheW_1
ERR1913196.50732__1.50732	165179__A0A3E5E189__PREVCOP_06699
ERR1913196.50889__1.50889	40518__R5DYU1__DXD86_01160
ERR1913196.50954__1.50954	165179__A0A3E5EA43__DXC61_07775
ERR1913196.50963__1.50963	410072__A0A174AMX4__dacB_1
ERR1913196.50965__1.50965	1262930__R6AQF3__BN693_01271
ERR1913196.51195__1.51195	301302__A0A0M6WJW1__ERS852420_02245
ERR1913196.51371__1.51371	29361__B6FT65__CLONEX_03342
ERR1913196.51349__1.51349	165179__D1P8K1__DXB80_06045
ERR1913196.51670__1.51670	39488__A0A374NRX1__licR_1
ERR1913196.51798__1.51798	165179__A0A3E5AGH1__DXB80_05820
ERR1913196.51998__1.51998	165179__A0A3E5E4T9__DXB80_08030
ERR1913196.52125__1.52125	301302__R5UJB0__M72_12831
ERR1913196.52212__1.52212	165179__A0A3E5EA43__DXC61_07775
ERR1913196.52234__1.52234	165179__A0A3E5AER8__DXB80_07075
ERR1913196.52279__1.52279	853__A8SCP3__C4N26_07960
ERR1913196.52403__1.52403	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913196.52448__1.52448	301302__R5UMN4__M72_24341
ERR1913196.52655__1.52655	165179__A0A174MTF2__DXC61_13200
ERR1913196.52693__1.52693	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913196.52695__1.52695	301302__A0A0M6WI31__znuC_2
ERR1913196.52899__1.52899	301302__A0A0M6WVU2__M72_13551
ERR1913196.52864__1.52864	821__A0A173WG51__BVU_2549
ERR1913196.53200__1.53200	1262882__R5MDR8__BN519_00124
ERR1913196.53300__1.53300	2022527__A0A264YA42__CHL74_01870
ERR1913196.53258__1.53258	165179__A0A174W369__PREVCOP_04548
ERR1913196.53268__1.53268	28118__R6F2P9__B5F99_13925
ERR1913196.53428__1.53428	1284775__A0A095Y5G0__HMPREF1640_07060
ERR1913196.53588__1.53588	39488__A0A374NRX1__licR_1
ERR1913196.53699__1.53699	1262924__R7HRA6__BN585_00467
ERR1913196.53710__1.53710	1262929__R6F558__BN691_01421
ERR1913196.53891__1.53891	39486__B0G8A7__DXD82_06625
ERR1913196.53982__1.53982	39491__A0A174G6M3__DXD13_14470
ERR1913196.54049__1.54049	301302__R5V741__M72_13261
ERR1913196.54084__1.54084	301302__R5UQ67__M72_23121
ERR1913196.54152__1.54152	165179__A0A174W369__PREVCOP_04548
ERR1913196.54231__1.54231	328814__GCA_004558275.1_00998
ERR1913196.54298__1.54298	165179__A0A3E5DZ85__PREVCOP_04238
ERR1913196.54427__1.54427	33039__D4LZZ3__psf-1
ERR1913196.54464__1.54464	40518__R5DME2__DXD86_07315
ERR1913196.54724__1.54724	165179__A0A3E5EBV0__DXB80_01745
ERR1913196.54698__1.54698	853__E2ZGD9__C7J97_11715
ERR1913196.54750__1.54750	301302__R5UK77__M72_08681
ERR1913196.54960__1.54960	1304__A0A2P1BV91__A6J87_10220
ERR1913196.55116__1.55116	165179__R6CNX7__DXB80_02200
ERR1913196.55167__1.55167	301302__R5UQW7__ERS852420_02102
ERR1913196.55424__1.55424	1262882__R5MSS9__BN519_01662
ERR1913196.55709__1.55709	165179__A0A174K816__DXB80_12000
ERR1913196.55907__1.55907	649756__B0NZZ8__DO83_09740
ERR1913196.55857__1.55857	39491__A0A395V0E5__ERE_31370
ERR1913196.55949__1.55949	626940__E8LCR5__BN587_00836
ERR1913196.55977__1.55977	1262882__R5MGJ7__BN519_00652
ERR1913196.56008__1.56008	165179__A0A3E4SB80__DXC61_12880
ERR1913196.56039__1.56039	458033__GCA_001482755.1_02203
ERR1913196.56490__1.56490	165179__A0A174IHQ2__PREVCOP_05478
ERR1913196.56557__1.56557	165179__A0A3E5AFJ9__CFT61_15180
ERR1913196.56600__1.56600	39491__A0A395ZM93__DXD13_03490
ERR1913196.56620__1.56620	33043__A0A174H1B6__ERS852575_02702
ERR1913196.56793__1.56793	165179__A0A3E5DZ45__DXC61_02820
ERR1913196.56835__1.56835	1262882__R5MQ68__BN519_01178
ERR1913196.56836__1.56836	33043__D5HJ22__ERS852575_02302
ERR1913196.56839__1.56839	1262882__R5MPL0__BN519_01038
ERR1913196.57143__1.57143	301302__A0A173T3P5__ERS852420_01836
ERR1913196.57304__1.57304	33043__D5HJ93__ERS852445_01985
ERR1913196.57332__1.57332	165179__D1PAJ7__PREVCOP_04222
ERR1913196.57357__1.57357	33039__D4M5J1__spoIIIAE_2
ERR1913196.57388__1.57388	1262882__R5MLP0__BN519_01597
ERR1913196.57495__1.57495	301302__A0A0M6WBZ5__spr
ERR1913196.57658__1.57658	165179__A0A3E5DWZ6__DXC61_10880
ERR1913196.58407__1.58407	165179__D1PCY7__DXB80_02765
ERR1913196.58540__1.58540	33043__D5HGR0__rpfC_2
ERR1913196.58518__1.58518	292800__U2BU47__ERS852544_01880
ERR1913196.58740__1.58740	33043__D5HI39__baeS_1
ERR1913196.59090__1.59090	165179__D1PGU8__PREVCOP_06463
ERR1913196.59252__1.59252	165179__D1P8V8__DXC61_01940
ERR1913196.59498__1.59498	28132__D9RV83__HMPREF0660_00835
ERR1913196.59683__1.59683	1263005__R6FKD4__BN497_01880
ERR1913196.59738__1.59738	165179__A0A3E5EAT2__DXC61_07585
ERR1913196.59966__1.59966	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913196.60030__1.60030	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913196.60179__1.60179	363265__G6B1B0__HMPREF0673_02681
ERR1913196.60165__1.60165	649756__L1QAR3__CL2_07970
ERR1913196.60449__1.60449	165179__A0A174MTF2__DXC61_13200
ERR1913196.60660__1.60660	39491__A0A396FIZ8__ERE_20410
ERR1913196.61285__1.61285	165179__R6PNJ9__PREVCOP_04730
ERR1913196.61313__1.61313	28116__R6JAK2__DXD69_23875
ERR1913196.61593__1.61593	301302__R5VFU2__xynA1
ERR1913196.61869__1.61869	165179__A0A3E5AGH1__DXB80_05820
ERR1913196.61969__1.61969	165179__A0A3E5A5E5__DXC61_13965
ERR1913196.62016__1.62016	33043__A0A173WPI1__ERS852400_02100
ERR1913196.62240__1.62240	853__A0A173XRA8__CGS56_09290
ERR1913196.62545__1.62545	626940__E8LCL0__BN587_01660
ERR1913196.62558__1.62558	33039__A0A173U9Q3__ERS852390_00518
ERR1913196.62641__1.62641	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913196.62930__1.62930	301302__A0A0M6WF57__M72_22681
ERR1913196.63185__1.63185	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913196.63204__1.63204	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913196.63387__1.63387	1262882__R5N1V0__BN519_00816
ERR1913196.63687__1.63687	165179__A0A3E5DY64__CFT61_10025
ERR1913196.63612__1.63612	39488__A0A173T8Z7__hemZ_2
ERR1913196.63802__1.63802	165179__A0A3E5DWZ6__DXC61_10880
ERR1913196.63919__1.63919	165179__A0A3E5E5L1__DXB80_05980
ERR1913196.64106__1.64106	165179__D1PAR0__DXB80_01190
ERR1913196.64420__1.64420	1262882__R5MYX5__BN519_00333
ERR1913196.64632__1.64632	74426__nrdD
ERR1913196.64946__1.64946	821__I9R3W6__DXC16_12455
ERR1913196.64969__1.64969	301302__A0A173R1Q9__M72_20711
ERR1913196.64925__1.64925	1262882__R5MS31__BN519_01529
ERR1913196.65046__1.65046	1796620__A0A1C7GKS2__ADH66_06940
ERR1913196.65098__1.65098	410072__C0B686__ERS852481_00939
ERR1913196.65298__1.65298	165179__A0A229I3Z6__PREVCOP_03666
ERR1913196.65418__1.65418	100886__A0A174HIL4__rhaS_1
ERR1913196.65490__1.65490	165179__A0A3E5DRF6__DXC61_00200
ERR1913196.65664__1.65664	360807__C0FNJ9__ERS852392_02898
ERR1913196.65901__1.65901	1262536__GeneID:16385454
ERR1913196.66047__1.66047	165179__A0A3E4SEG4__DXC61_11235
ERR1913196.66327__1.66327	165179__A0A3E5EA43__DXC61_07775
ERR1913196.66534__1.66534	301302__A0A173T1J1__M72_18951
ERR1913196.66675__1.66675	165179__A0A3E5DWQ1__DXB80_06635
ERR1913196.66700__1.66700	33043__A0A174EE68__rimP
ERR1913196.66848__1.66848	40518__R5DLJ7__lytR_4
ERR1913196.67214__1.67214	1628085__A0A1C5ZMG9__C7386_104116
ERR1913196.67283__1.67283	1680__A0A174BEE7__BSTER_1311
ERR1913196.67554__1.67554	33043__D5HHT2__ERS852445_02796
ERR1913196.67889__1.67889	165179__A0A229I7F5__DXB80_02650
ERR1913196.67978__1.67978	1262882__R5ML49__BN519_01361
ERR1913196.68081__1.68081	1284775__A0A095Y649__HMPREF1640_07125
ERR1913196.68082__1.68082	1150298__A0A174SLE6__mlc_1
ERR1913196.68524__1.68524	165179__A0A174SR12__DXB80_04410
ERR1913196.68648__1.68648	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913196.68705__1.68705	165179__A0A3E5EDS1__DXC61_03115
ERR1913196.68794__1.68794	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913196.68972__1.68972	33043__A0A174BPV6__ERS852445_01773
ERR1913196.69024__1.69024	371601__A0A139LNM6__BN891_32770
ERR1913196.68997__1.68997	301302__R5V5V1__M72_08471
ERR1913196.69204__1.69204	301302__A0A173T010__M72_26571
ERR1913196.69440__1.69440	165179__D1PHV2__PREVCOP_06822
ERR1913196.69881__1.69881	301301__A0A395VAX9__ERS852391_01264
ERR1913196.69940__1.69940	649756__D4MXW8__gpr
ERR1913196.70187__1.70187	745368__A0A1T4X373__SAMN02745178_01365
ERR1913196.70349__1.70349	165179__D1PEW8__DXB80_13775
ERR1913196.70447__1.70447	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913196.70506__1.70506	1262929__R6FT48__BN691_02038
ERR1913196.70547__1.70547	39496__A5Z5I2__EUBVEN_00963
ERR1913196.70866__1.70866	165179__R6C330__DXC61_04975
ERR1913196.70944__1.70944	165179__A0A3E5E189__PREVCOP_06699
ERR1913196.70949__1.70949	301302__A0A0M6WJW1__ERS852420_02245
ERR1913196.71040__1.71040	649756__A0A173T5Y7__HMPREF0369_02769
ERR1913196.71104__1.71104	165179__A0A3E5A5E5__DXC61_13965
ERR1913196.71137__1.71137	1160721__R6SW83__BHW50_08845
ERR1913196.71139__1.71139	40518__R5DVL2__penA
ERR1913196.71296__1.71296	39488__R5G6A7__DXD91_05835
ERR1913196.71227__1.71227	363265__R6F4I0__HMPREF0673_00778
ERR1913196.71236__1.71236	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913196.71413__1.71413	458033__GCA_001482755.1_02203
ERR1913196.71580__1.71580	165179__D1PER3__DXB80_11525
ERR1913196.71939__1.71939	301302__A0A173T3P5__ERS852420_01836
ERR1913196.72659__1.72659	1262882__R5MEI8__BN519_00283
ERR1913196.72683__1.72683	35241__GeneID:920906
ERR1913196.72922__1.72922	649756__A0A173RGN8__DO83_04830
ERR1913196.73053__1.73053	165179__A0A3E5AF88__DXC61_14960
ERR1913196.73068__1.73068	1263109__GCA_000438135.1_01173
ERR1913196.73079__1.73079	853__A0A2A7B1Y7__C7K05_11930
ERR1913196.73435__1.73435	301302__A0A173T3P5__ERS852420_01836
ERR1913196.73542__1.73542	165179__A0A3E5EA43__DXC61_07775
ERR1913196.73985__1.73985	820__A0A139K4T0__ERS852510_03146
ERR1913196.74076__1.74076	39488__A0A173U8N3__yhbU_1
ERR1913196.74276__1.74276	626940__E8LFQ7__BN587_01244
ERR1913196.74278__1.74278	165179__D1PEZ7__DXC61_06515
ERR1913196.74757__1.74757	1262929__R6EZA2__BN691_02113
ERR1913196.74784__1.74784	46503__R6Y901__HMPREF1060_01754
ERR1913196.74795__1.74795	1262929__R6F4F7__BN691_01167
ERR1913196.74870__1.74870	165179__A0A3E5E189__PREVCOP_06699
ERR1913196.75004__1.75004	301302__A0A173TEJ2__M72_09031
ERR1913196.75076__1.75076	165179__R6C5D6__PREVCOP_04658
ERR1913196.75176__1.75176	33043__D5HF43__ERS852445_00477
ERR1913196.75184__1.75184	33043__D5HFF6__yihX
ERR1913196.75223__1.75223	1262924__R7HP42__BN585_02018
ERR1913196.75364__1.75364	165179__A0A3E5EBQ2__DXC61_01930
ERR1913196.75416__1.75416	2024222__A0A255T0W2__CIK99_03190
ERR1913196.75455__1.75455	100886__E2NSF9__rpoB
ERR1913196.75482__1.75482	1262882__R5MQ68__BN519_01178
ERR1913196.75579__1.75579	1262929__R6EW67__BN691_01050
ERR1913196.75588__1.75588	384638__B7AN60__BACPEC_00112
ERR1913196.75812__1.75812	363265__R7H1Q3__HMPREF0673_02409
ERR1913196.76023__1.76023	165179__D1PFV4__PREVCOP_06112
ERR1913196.76116__1.76116	1262882__R5MF58__BN519_00393
ERR1913196.76245__1.76245	100886__A0A174M1T3__yijE
ERR1913196.76470__1.76470	2293125__A0A374BSW4__DW917_13420
ERR1913196.76615__1.76615	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913196.76650__1.76650	626940__R6WP89__BN587_00391
ERR1913196.76740__1.76740	165179__R6BQP4__DXC61_02015
ERR1913196.76746__1.76746	33043__A0A174EI47__inlJ
ERR1913196.76697__1.76697	1284775__A0A095Y663__HMPREF1640_07240
ERR1913196.76785__1.76785	165179__D1P8K1__DXB80_06045
ERR1913196.76832__1.76832	901__B6WY80__DESPIGER_1408
ERR1913196.76918__1.76918	1262929__R6FV28__BN691_00620
ERR1913196.76997__1.76997	28118__F9ZCN2__DF785_09230
ERR1913196.76999__1.76999	1262882__R5MSI5__BN519_01596
ERR1913196.77183__1.77183	214856__E4MF20__Alfi_0697
ERR1913196.77435__1.77435	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913196.77674__1.77674	301302__A0A173SUI7__M72_11091
ERR1913196.77757__1.77757	1262930__R6A254__BN693_01006
ERR1913196.77833__1.77833	165179__A0A3E5AEF7__DXC61_05000
ERR1913196.77893__1.77893	100886__E2NTX6__macB_18
ERR1913196.78021__1.78021	165179__D1PER3__DXB80_11525
ERR1913196.78136__1.78136	165179__A0A174MTF2__DXC61_13200
ERR1913196.78207__1.78207	39491__A0A395ZHW9__DXC13_02590
ERR1913196.78322__1.78322	165179__A0A3E5E2B6__DXB80_02820
ERR1913196.78326__1.78326	165179__D1PGU8__PREVCOP_06463
ERR1913196.78529__1.78529	165179__D1P8K1__DXB80_06045
ERR1913196.78589__1.78589	165179__D1PER3__DXB80_11525
ERR1913196.78759__1.78759	165179__R6CNX7__DXB80_02200
ERR1913196.79513__1.79513	1284775__A0A095Y637__HMPREF1640_07040
ERR1913196.79867__1.79867	823__D7IT19__DHP27_03495
ERR1913196.79878__1.79878	165179__A0A3E5AEF7__DXC61_05000
ERR1913196.79988__1.79988	301302__A0A173TEJ2__M72_09031
ERR1913196.80058__1.80058	39488__A0A285PP42__cobQ
ERR1913196.80086__1.80086	39488__C0F0P7__ERS852578_02651
ERR1913196.80221__1.80221	1262929__R6EZA2__BN691_02113
ERR1913196.80282__1.80282	1262882__R5N532__BN519_01420
ERR1913196.80347__1.80347	40518__R5E1X3__clcA
ERR1913196.80622__1.80622	100886__A0A174GX43__ERS852383_03814
ERR1913196.80971__1.80971	823__A0A174JYU9__DER51_02115
ERR1913196.81030__1.81030	1284775__A0A095Y637__HMPREF1640_07040
ERR1913196.81077__1.81077	626940__E8LFN2__DCQ00_04835
ERR1913196.81078__1.81078	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913196.81114__1.81114	1262882__R5N5S3__BN519_00085
ERR1913196.81142__1.81142	33043__A0A174H5E3__ERS852400_02880
ERR1913196.81573__1.81573	328814__GCA_004558275.1_00998
ERR1913196.81660__1.81660	40518__R5E6K4__RB5AMG_02070
ERR1913196.81661__1.81661	39491__A0A173VYV1__DXC13_02710
ERR1913196.81953__1.81953	1262924__R7HTA4__BN585_00391
ERR1913196.82261__1.82261	1262929__R6F5B5__BN691_00111
ERR1913196.82488__1.82488	853__A0A174BZY1__xerD_1
ERR1913196.82586__1.82586	246787__A0A0N7IFC5__HMPREF1062_01960
ERR1913196.82812__1.82812	28116__R6K4N7__ERS852555_03750
ERR1913196.83011__1.83011	165179__D1PEQ5__PREVCOP_05711
ERR1913196.83056__1.83056	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913196.83284__1.83284	165179__R6C5D6__PREVCOP_04658
ERR1913196.83290__1.83290	1262882__R5MIQ8__BN519_01036
ERR1913196.83431__1.83431	28052__A0A174IE05__ypdA_2
ERR1913196.83836__1.83836	165179__D1PDG7__DXB80_11180
ERR1913196.84056__1.84056	39486__B0G6T5__DXD50_07965
ERR1913196.84288__1.84288	301302__A0A173UN64__manA_2
ERR1913196.84435__1.84435	360807__C0FVL1__ERS852392_00394
ERR1913196.84460__1.84460	165179__A0A174K816__DXB80_12000
ERR1913196.84829__1.84829	165179__D1PGU8__PREVCOP_06463
ERR1913196.84837__1.84837	28117__B0MYW7__ALIPUT_02336
ERR1913196.85305__1.85305	40518__R5DT16__ysdC_2
ERR1913196.85226__1.85226	165179__D1PDG7__DXB80_11180
ERR1913196.85242__1.85242	1262882__R5MJJ9__BN519_01035
ERR1913196.85673__1.85673	165179__A0A3E5EA43__DXC61_07775
ERR1913196.85856__1.85856	165179__A0A3E5AEF7__DXC61_05000
ERR1913196.85887__1.85887	1262882__R5MHX6__BN519_00733
ERR1913196.86075__1.86075	301302__R5V671__M72_27831
ERR1913196.86081__1.86081	165179__R6CNX7__DXB80_02200
ERR1913196.86116__1.86116	301302__A0A0M6WHI7__M72_23941
ERR1913196.86194__1.86194	165179__A0A3E5EA43__DXC61_07775
ERR1913196.86271__1.86271	458033__GCA_001482755.1_02203
ERR1913196.86354__1.86354	1284775__A0A095Y5J4__HMPREF1640_07320
ERR1913196.86337__1.86337	1262882__R5MYS0__BN519_00284
ERR1913196.86557__1.86557	165179__A0A3E5AER8__DXB80_07075
ERR1913196.86771__1.86771	1262929__R6EXT3__BN691_00303
ERR1913196.86701__1.86701	165179__A0A174IYW3__DXC61_01235
ERR1913196.86784__1.86784	626940__R6WNN9__BHW43_04575
ERR1913196.86742__1.86742	165179__A0A3E5DWQ1__DXB80_06635
ERR1913196.86814__1.86814	33043__A0A173X520__ERS852575_01617
ERR1913196.86874__1.86874	301302__R5VFU2__xynA1
ERR1913196.86847__1.86847	301302__R5UHX5__M72_14301
ERR1913196.87160__1.87160	165179__A0A174W369__PREVCOP_04548
ERR1913196.87601__1.87601	165179__R6PU83__CFT61_14275
ERR1913196.87699__1.87699	33043__A0A174B6N5__ERS852445_02414
ERR1913196.87986__1.87986	649756__B0NYW1__DCR88_01045
ERR1913196.88244__1.88244	165179__A0A174IPI3__CFT61_10940
ERR1913196.88378__1.88378	901__B6WRB3__DESPIGER_0300
ERR1913196.88487__1.88487	165179__A0A174UTZ7__DXC61_06705
ERR1913196.88594__1.88594	165179__A0A174IPI3__CFT61_10940
ERR1913196.88693__1.88693	40518__R5E6U1__yunB
ERR1913196.88750__1.88750	1262929__R6F8A0__BN691_00413
ERR1913196.88822__1.88822	301302__A0A0M6WF57__M72_22681
ERR1913196.88868__1.88868	301302__A0A173S3L8__vpr
ERR1913196.88924__1.88924	165179__D1PHM6__DXC61_06700
ERR1913196.88946__1.88946	165179__A0A3E5E5M2__PREVCOP_03530
ERR1913196.89213__1.89213	1262882__R5MLT4__BN519_01496
ERR1913196.89436__1.89436	1262882__R5MLT4__BN519_01496
ERR1913196.89521__1.89521	165179__W1I4H6__DXB80_13655
ERR1913196.89677__1.89677	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913196.89783__1.89783	33043__D5HJ96__ERS852386_02112
ERR1913196.89850__1.89850	301302__R5UL57__ERS852420_00622
ERR1913196.90004__1.90004	28052__A0A174GFL5__ERS852451_00478
ERR1913196.90072__1.90072	1262882__R5MMP8__BN519_01654
ERR1913196.90348__1.90348	1262882__R5N4G2__BN519_01273
ERR1913196.90543__1.90543	165179__D1PCT4__DXB80_09470
ERR1913196.90713__1.90713	214851__D1PSM4__SUBVAR_07407
ERR1913196.91235__1.91235	301302__A0A0M6WSS7__ERS852420_02367
ERR1913196.91245__1.91245	1550024__G9RWE0__TQ39_04155
ERR1913196.91286__1.91286	1284775__A0A095Y4Z7__HMPREF1640_07200
ERR1913196.91402__1.91402	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913196.91425__1.91425	387661__A7AHF8__PRABACTJOHN_00803
ERR1913196.91429__1.91429	2024223__A0A255TFB9__CIL02_01190
ERR1913196.91440__1.91440	165179__A0A174IHQ2__PREVCOP_05478
ERR1913196.91675__1.91675	418240__A0A174SK46__Int-Tn_1
ERR1913196.91761__1.91761	1739491__J1DK07__HMPREF2987_07410
ERR1913196.91793__1.91793	33039__R6PAH6__ERS852577_01830
ERR1913196.91846__1.91846	1535__A7VUI7__CH238_07265
ERR1913196.92002__1.92002	33043__D5HGM5__ERS852575_00437
ERR1913196.91968__1.91968	1160721__R6TGH1__BHW50_05060
ERR1913196.92116__1.92116	100886__A0A174M1T3__yijE
ERR1913196.92266__1.92266	1284775__A0A095Y663__HMPREF1640_07240
ERR1913196.92287__1.92287	216816__A0A0M4NCP0__HMPREF1313_0712
ERR1913196.92358__1.92358	1284775__A0A095Y4Z7__HMPREF1640_07200
ERR1913196.92384__1.92384	1262924__R7HQN1__BN585_00550
ERR1913196.92477__1.92477	1262929__R6F8T1__BN691_00162
ERR1913196.92524__1.92524	2024223__A0A255TFB9__CIL02_01190
ERR1913196.92610__1.92610	1262882__R5MIC9__BN519_00834
ERR1913196.92844__1.92844	301302__A0A173T010__M72_26571
ERR1913196.92849__1.92849	165179__D1PGJ6__DXC61_07300
ERR1913196.93185__1.93185	1262882__R5MHZ2__BN519_00742
ERR1913196.94273__1.94273	165179__D1PEQ5__PREVCOP_05711
ERR1913196.94352__1.94352	33043__D5HFE5__ERS852445_00644
ERR1913196.94417__1.94417	33039__A0A174XML0__RTO_02290
ERR1913196.94689__1.94689	1262924__R7HQN1__BN585_00550
ERR1913196.94832__1.94832	165179__A0A3E5AI09__DXC61_05815
ERR1913196.94907__1.94907	40518__R5DME2__DXD86_07315
ERR1913196.94973__1.94973	33043__A0A174B5C6__acm_3
ERR1913196.95007__1.95007	301302__R5ULQ3__ERS852420_02626
ERR1913196.95150__1.95150	165179__A0A3E5DZ85__PREVCOP_04238
ERR1913196.95352__1.95352	301302__A0A173SUI7__M72_11091
ERR1913196.95368__1.95368	165179__A0A174W369__PREVCOP_04548
ERR1913196.95446__1.95446	818__Q8A3A6__Btheta7330_00071
ERR1913196.95489__1.95489	671232__E6J1R1__DXB55_08140
ERR1913196.95569__1.95569	1262882__R5MN65__BN519_00771
ERR1913196.95831__1.95831	33039__D4M6I1__nadB_2
ERR1913196.96163__1.96163	165179__D1PCU4__PREVCOP_05029
ERR1913196.96187__1.96187	165179__D1PCU4__PREVCOP_05029
ERR1913196.96260__1.96260	165179__D1PES9__DXB80_11585
ERR1913196.96706__1.96706	28118__F9ZBW3__Odosp_3541
ERR1913196.96825__1.96825	165179__R6XIF8__DXC61_07265
ERR1913196.96934__1.96934	1262929__R6F4H4__BN691_01187
ERR1913196.96970__1.96970	1262930__R5ZWP2__BN693_01542
ERR1913196.97003__1.97003	165179__A0A3E5A832__DXC61_13685
ERR1913196.97007__1.97007	165179__D1PDG7__DXB80_11180
ERR1913196.97051__1.97051	418240__A0A174EIE7__pknG
ERR1913196.97158__1.97158	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913196.97214__1.97214	165179__A0A3E5A5E5__DXC61_13965
ERR1913196.97224__1.97224	147206__GCF_000156215.1_01431
ERR1913196.97228__1.97228	40518__R5DVL2__penA
ERR1913196.97237__1.97237	165179__D1PAJ7__PREVCOP_04222
ERR1913196.97490__1.97490	301302__A0A173TNM6__luxQ
ERR1913196.97844__1.97844	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913196.97848__1.97848	165179__A0A3E5E2S3__DXB80_03455
ERR1913196.97994__1.97994	100886__A0A174H497__ERS852383_03913
ERR1913196.98277__1.98277	1284775__A0A095Y637__HMPREF1640_07040
ERR1913196.98424__1.98424	165179__A0A3E5DWZ6__DXC61_10880
ERR1913196.98479__1.98479	2293125__A0A374BSW4__DW917_13420
ERR1913196.98521__1.98521	165179__D1PGD2__DXC61_10875
ERR1913196.98675__1.98675	39488__A0A374N483__ERS852578_01412
ERR1913196.98928__1.98928	165179__A0A3E5E7J5__DXC61_10360
ERR1913196.98981__1.98981	1262929__R6EXT3__BN691_00303
ERR1913196.99008__1.99008	301302__A0A0M6WKN8__M72_27741
ERR1913196.98955__1.98955	165179__D1PES9__DXB80_11585
ERR1913196.99123__1.99123	1744__D7GIP0__BMR99_09270
ERR1913196.99250__1.99250	165179__A0A3E5EA43__DXC61_07775
ERR1913196.99356__1.99356	1160721__W0U811__RBI_II00162
ERR1913196.99476__1.99476	823__A0A078SYK6__DXB14_02485
ERR1913196.99558__1.99558	165179__A0A174SA26__PREVCOP_05758
ERR1913196.99734__1.99734	745368__A0A1T4XK16__SAMN02745178_01970
ERR1913196.99948__1.99948	165179__D1PCL6__DXB80_13435
ERR1913196.99978__1.99978	301302__R5UNJ6__M72_26701
ERR1913196.100282__1.100282	1262929__R6F820__BN691_00328
ERR1913196.100377__1.100377	214851__D1PSL1__SUBVAR_07394
ERR1913196.100506__1.100506	165179__A0A3E5A554__DXB80_13805
ERR1913196.100712__1.100712	301302__A0A173S3L8__vpr
ERR1913196.100734__1.100734	301302__A0A173UAS4__M72_15061
ERR1913196.100746__1.100746	1262882__R5MZQ5__BN519_00648
ERR1913196.100860__1.100860	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913196.101459__1.101459	649756__D4MW45__DCR88_11455
ERR1913196.101505__1.101505	387090__S0F5W0__BACCOPRO_01138
ERR1913196.101691__1.101691	165179__A0A3E5EBQ2__DXC61_01930
ERR1913196.101835__1.101835	165179__A0A3E5EA43__DXC61_07775
ERR1913196.101839__1.101839	1262929__R6EV27__BN691_00137
ERR1913196.102067__1.102067	360807__C0FVK8__ERS852392_00397
ERR1913196.102140__1.102140	165179__A0A174SA26__PREVCOP_05758
ERR1913196.102429__1.102429	165179__A0A3E5DR10__DXC61_03505
ERR1913196.102708__1.102708	165179__A0A229I3Z6__PREVCOP_03666
ERR1913196.102782__1.102782	28026__C0BQ53__BIFPSEUDO_02493
