ERR1913062.179__1.179	33039__D4M2F6__RTO_06900
ERR1913062.41063__1.41063	33039__A0A174P3P0__ERS852424_01681
ERR1913062.41415__1.41415	1150298__R7JU23__ERS852498_02342
ERR1913062.41437__1.41437	218538__C9LQZ7__GCWU000321_01979
ERR1913062.41551__1.41551	823__A6LBY1__ERS852380_00510
ERR1913062.41565__1.41565	357276__B6VUQ5__B5F00_10940
ERR1913062.41862__1.41862	853__A0A173T0Y8__CGS54_07215
ERR1913062.41909__1.41909	2293125__A0A374BV30__DW917_13395
ERR1913062.41924__1.41924	46503__R6WTW1__NCTC13052_03440
ERR1913062.42139__1.42139	165179__D1PHC0__PREVCOP_06640
ERR1913062.42398__1.42398	1099853__R7DMW0__NSB1T_11540
ERR1913062.42542__1.42542	310298__B3JFK5__BACCOP_00655
ERR1913062.42670__1.42670	1262744__R6FST0__BN744_00381
ERR1913062.42897__1.42897	410072__A0A174ASR3__DXD67_15560
ERR1913062.42905__1.42905	166486__D4L402__ROSINTL182_05182
ERR1913062.43166__1.43166	1262930__R6AY75__BN693_00384
ERR1913062.43190__1.43190	1262930__R6A1N0__BN693_00917
ERR1913062.43268__1.43268	357276__A0A076ISJ4__B5F95_19420
ERR1913062.43376__1.43376	418240__A0A174C465__ydaM
ERR1913062.43401__1.43401	310298__B3JJX9__BACCOP_02203
ERR1913062.43554__1.43554	371601__C3R2J2__ERS852396_04353
ERR1913062.43715__1.43715	310298__B3JN86__BACCOP_03398
ERR1913062.43786__1.43786	823__A6L930__DDY96_14995
ERR1913062.43975__1.43975	360807__A0A0M6WWU2__ERS852392_02262
ERR1913062.44080__1.44080	2293125__A0A374CKY3__DW917_01805
ERR1913062.44269__1.44269	357276__I9FGI3__EL88_12385
ERR1913062.44274__1.44274	88431__A0A3D0EY52__ERS852573_01763
ERR1913062.44371__1.44371	820__A0A174A6K0__M093_0079
ERR1913062.44580__1.44580	1262924__R7HUR1__BN585_00057
ERR1913062.44776__1.44776	823__A0A355XH29__lolE_1
ERR1913062.44788__1.44788	39492__D4JT67__EUBSIR_01784
ERR1913062.44909__1.44909	821__A0A3E4WAR6__DXD64_10735
ERR1913062.44926__1.44926	116085__D4J8E4__DW747_09130
ERR1913062.44933__1.44933	166486__A0A173VSA0__ROSINTL182_06124
ERR1913062.44988__1.44988	46503__R6X6Y7__ERS852463_01453
ERR1913062.45107__1.45107	1150298__A0A174BC67__ERS852498_00837
ERR1913062.45208__1.45208	2293125__A0A374BUM7__DW917_12980
ERR1913062.45257__1.45257	218538__C9LR41__GCWU000321_00309
ERR1913062.45351__1.45351	853__D4K7X0__DW905_09540
ERR1913062.45419__1.45419	1308__F8LWP9__CV714_04615
ERR1913062.45485__1.45485	357276__I9FRW5__B5F95_21685
ERR1913062.45518__1.45518	1262924__R7HMZ4__BN585_01629
ERR1913062.45718__1.45718	1263064__GCA_000431175.1_00167
ERR1913062.45681__1.45681	818__D7IK38__ERS852430_03017
ERR1913062.45738__1.45738	166486__D4KXK8__xynB_1
ERR1913062.45927__1.45927	818__C6ILT7__BSIG_2708
ERR1913062.46157__1.46157	544645__A0A3E4TK28__DXC42_00040
ERR1913062.46201__1.46201	487174__K0X773__DIT83_07170
ERR1913062.46329__1.46329	544644__GCA_001915615.1_00027
ERR1913062.46393__1.46393	2293125__A0A374BUM7__DW917_12980
ERR1913062.46470__1.46470	820__A0A139JRH8__HMPREF2141_04326
ERR1913062.46432__1.46432	310298__B3JQL6__BACCOP_04252
ERR1913062.46566__1.46566	310298__B3JQJ5__BACCOP_04231
ERR1913062.46713__1.46713	292800__A0A174SJV9__dppA_6
ERR1913062.46693__1.46693	823__A0A395YQ63__B5F32_15335
ERR1913062.46779__1.46779	1262930__R5ZV69__BN693_01268
ERR1913062.46822__1.46822	1150298__R7JT16__ERS852498_00500
ERR1913062.46941__1.46941	626932__G5H6E7__HMPREF9450_00507
ERR1913062.47253__1.47253	1262924__R7HNN4__BN585_01505
ERR1913062.47277__1.47277	166486__D4KJ39__ERS852572_02622
ERR1913062.47367__1.47367	2293125__A0A374CBD1__DW917_06995
ERR1913062.47479__1.47479	1263044__GCA_000433375.1_03387
ERR1913062.47573__1.47573	410072__C0B801__mucD
ERR1913062.47596__1.47596	1262992__R5CY03__BN795_01148
ERR1913062.47925__1.47925	39496__A5ZAL3__EUBVEN_02760
ERR1913062.47980__1.47980	1262924__R7HTW9__BN585_00609
ERR1913062.48027__1.48027	2293125__A0A374BN09__DW917_16245
ERR1913062.48134__1.48134	1262930__R5ZWP2__BN693_01542
ERR1913062.48138__1.48138	2293125__A0A374C9I8__DW917_06795
ERR1913062.48221__1.48221	28116__A0A1Y4PHJ3__HMPREF1070_05178
ERR1913062.48230__1.48230	371601__I9UUB0__SAMN04487924_11836
ERR1913062.48364__1.48364	1261__D3MR67__SAMN05660467_01650
ERR1913062.48520__1.48520	33039__A0A173U4W1__ERS852502_00464
ERR1913062.48558__1.48558	39491__A0A396FSR4__ERS852580_02287
ERR1913062.48752__1.48752	78257__A0A087CUE0__BSAE_1156
ERR1913062.48791__1.48791	39491__A0A395UZL1__DXB76_05950
ERR1913062.48815__1.48815	1262911__R6GSH8__BN557_00939
ERR1913062.48875__1.48875	357276__D1K3K9__EL88_23995
ERR1913062.48943__1.48943	292800__A0A1C7FQ74__HMPREF9460_03995
ERR1913062.48950__1.48950	357276__I9QBT7__BSEG_03340
ERR1913062.49111__1.49111	1262930__R6AX76__BN693_00292
ERR1913062.49131__1.49131	33025__A0A395J8P0__C8D73_1144
ERR1913062.49177__1.49177	2293125__A0A374BLR6__DW917_15555
ERR1913062.49224__1.49224	823__A6LBY1__ERS852380_00510
ERR1913062.49255__1.49255	166486__D4KUT4__ERS852572_01421
ERR1913062.49299__1.49299	46506__A0A108TAK3__fepA_3
ERR1913062.49300__1.49300	165179__A0A3E5A5E5__DXC61_13965
ERR1913062.49304__1.49304	39488__A0A374MV67__DXD91_15895
ERR1913062.49383__1.49383	823__A0A173UDF6__CEQ22_003270
ERR1913062.49438__1.49438	1262924__R7HTW2__BN585_00604
ERR1913062.49464__1.49464	165179__R6B8D8__DXC61_09245
ERR1913062.49486__1.49486	310298__B3JQL6__BACCOP_04252
ERR1913062.49494__1.49494	371601__C3QR34__DXD03_22980
ERR1913062.49706__1.49706	357276__A0A0K2HI42__ABI39_06975
ERR1913062.49713__1.49713	818__A0A139KQP8__BJP75_006755
ERR1913062.49888__1.49888	853__A0A2A7A628__CGS57_13755
ERR1913062.49939__1.49939	166486__D4KRN9__ERS852572_01822
ERR1913062.49969__1.49969	820__A0A173W419__DXC68_17760
ERR1913062.49960__1.49960	46503__R6X3F9__DCY29_09585
ERR1913062.50076__1.50076	166486__D4KWT3__ROSINTL182_05973
ERR1913062.50231__1.50231	310298__B3JQ37__BACCOP_04069
ERR1913062.50354__1.50354	387661__K5ZPK6__HMPREF1077_00748
ERR1913062.50370__1.50370	28118__F9ZCN1__B5F99_10605
ERR1913062.50442__1.50442	1262992__R5DDW9__BN795_00572
ERR1913062.50625__1.50625	310298__B3JK97__BACCOP_02326
ERR1913062.50649__1.50649	28116__C3R0H4__DXD69_00155
ERR1913062.50675__1.50675	357276__D1JZM4__HMPREF1065_01278
ERR1913062.50738__1.50738	165179__D1PDF6__DXB80_12430
ERR1913062.50954__1.50954	487174__K0X028__DIT83_00950
ERR1913062.51014__1.51014	821__R6F3Y1__SAMN04487923_104318
ERR1913062.51047__1.51047	1262930__R5ZRJ3__BN693_00633
ERR1913062.51055__1.51055	39496__A5Z7X3__EUBVEN_01813
ERR1913062.51088__1.51088	487174__K0X789__DIT83_10440
ERR1913062.51109__1.51109	823__A6LBY1__ERS852380_00510
ERR1913062.51125__1.51125	39496__A5Z5I2__EUBVEN_00963
ERR1913062.51170__1.51170	2293125__A0A374BSW4__DW917_13420
ERR1913062.51311__1.51311	166486__D4KWZ7__cph2_5
ERR1913062.51312__1.51312	2293125__A0A374BY09__DW917_11855
ERR1913062.51317__1.51317	47678__A5ZEP4__DXB67_14045
ERR1913062.51388__1.51388	821__A6L0C7__ERS852556_03520
ERR1913062.51448__1.51448	2293125__A0A374CJ42__DW917_03305
ERR1913062.51511__1.51511	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.51594__1.51594	410072__C0B785__ERS852574_00808
ERR1913062.51638__1.51638	820__A0A174CK74__DXB48_07060
ERR1913062.51870__1.51870	310298__B3JM32__BACCOP_00571
ERR1913062.52007__1.52007	853__A0A173TAZ8__DWZ46_14590
ERR1913062.52210__1.52210	35833__E5Y5K1__HMPREF0179_01464
ERR1913062.52249__1.52249	301301__G2T1N2__ERS852391_00344
ERR1913062.52375__1.52375	310298__B3JK49__BACCOP_02273
ERR1913062.52385__1.52385	328814__GCA_004558275.1_00059
ERR1913062.52412__1.52412	1262930__R6AUX8__BN693_00160
ERR1913062.52598__1.52598	1262930__R5ZVH8__BN693_01324
ERR1913062.52946__1.52946	357276__I9QWD4__DXD47_15075
ERR1913062.53246__1.53246	147206__GCF_000156215.1_01387
ERR1913062.53313__1.53313	166486__D4L449__ROSINTL182_08802
ERR1913062.53821__1.53821	2293125__A0A374BUM7__DW917_12980
ERR1913062.53832__1.53832	418240__A0A173WPF0__spoIIIAE
ERR1913062.53880__1.53880	823__A0A355XIK0__CEQ22_011965
ERR1913062.54025__1.54025	820__A0A3E5E9Y8__DXD90_09110
ERR1913062.54075__1.54075	1262930__R6AQM8__BN693_01323
ERR1913062.54246__1.54246	487174__K0WZU9__HMPREF9448_01159
ERR1913062.54327__1.54327	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913062.54391__1.54391	10678__GeneID:2777482
ERR1913062.54411__1.54411	1263044__GCA_000433375.1_00023
ERR1913062.54490__1.54490	853__A0A174BA00__DW905_01145
ERR1913062.54584__1.54584	1262930__R6A1X5__BN693_02075
ERR1913062.54677__1.54677	47678__R5U9Z0__HMPREF1061_03210
ERR1913062.54725__1.54725	821__A6L0C7__ERS852556_03520
ERR1913062.54774__1.54774	1263044__GCA_000433375.1_03385
ERR1913062.54778__1.54778	165179__A0A174SA26__PREVCOP_05758
ERR1913062.54885__1.54885	310298__B3JQJ5__BACCOP_04231
ERR1913062.54889__1.54889	47678__R5UU99__C5Z00_11925
ERR1913062.55083__1.55083	360807__C0FZM4__RIL183_06871
ERR1913062.55123__1.55123	310298__B3JPN8__BACCOP_03837
ERR1913062.55208__1.55208	2293125__A0A374BSW4__DW917_13420
ERR1913062.55282__1.55282	357276__B6W1J2__BACDOR_03380
ERR1913062.55463__1.55463	165179__A0A3E5AHY4__CFT61_07675
ERR1913062.55955__1.55955	853__C7H1R8__DW905_06675
ERR1913062.56049__1.56049	46503__R6Y1Q8__DXB85_01295
ERR1913062.56172__1.56172	166486__D4L1P5__ERS852572_00758
ERR1913062.56243__1.56243	165179__D1PGU8__PREVCOP_06463
ERR1913062.56220__1.56220	371601__A0A174ATP8__SAMN05216250_11646
ERR1913062.56347__1.56347	46503__R6WVI6__HMPREF1060_03610
ERR1913062.56366__1.56366	39488__C0EX85__ERS852578_02315
ERR1913062.56442__1.56442	310298__B3JNH3__BACCOP_03486
ERR1913062.56448__1.56448	46503__R6WVI6__HMPREF1060_03610
ERR1913062.56865__1.56865	1262930__R6AES4__BN693_02093
ERR1913062.56814__1.56814	818__A0A3E5HE16__C5Z03_22745
ERR1913062.56976__1.56976	2293125__A0A374BY09__DW917_11855
ERR1913062.57072__1.57072	1735__B7CCE4__EUBIFOR_01871
ERR1913062.57093__1.57093	544644__GCA_001915615.1_01912
ERR1913062.57098__1.57098	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.57111__1.57111	301301__A0A395VBK4__RHOM_13190
ERR1913062.57226__1.57226	165179__D1PGU8__PREVCOP_06463
ERR1913062.57234__1.57234	1262930__R6AX76__BN693_00292
ERR1913062.57180__1.57180	2293125__A0A374BSW4__DW917_13420
ERR1913062.57406__1.57406	410072__A0A173XQG6__ERS852574_01620
ERR1913062.57457__1.57457	853__A0A173T751__C4N24_10280
ERR1913062.57628__1.57628	338188__A0A174ETX3__ERS852397_01955
ERR1913062.57649__1.57649	166486__D4KVI9__comEA
ERR1913062.57763__1.57763	820__A0A139K5A6__DXB48_12175
ERR1913062.57809__1.57809	820__A0A174KKV6__DXC07_02635
ERR1913062.57958__1.57958	165179__D1PHC0__PREVCOP_06640
ERR1913062.57967__1.57967	357276__A0A0P0M2G3__BACDOR_03913
ERR1913062.57982__1.57982	39496__A5ZAI0__EUBVEN_02727
ERR1913062.57994__1.57994	823__A0A3E4PAQ2__DDY96_18275
ERR1913062.58004__1.58004	156456__G9YIG0__HMPREF0080_01452
ERR1913062.58220__1.58220	410072__A0A3E4GNK4__COPCOM_02769
ERR1913062.58600__1.58600	853__A0A174BZY1__xerD_1
ERR1913062.58708__1.58708	357276__I8WEZ6__BACDOR_02323
ERR1913062.58914__1.58914	357276__B6W5Q9__HMPREF1063_03125
ERR1913062.59028__1.59028	1262930__R6A775__BN693_00822
ERR1913062.59130__1.59130	310298__B3JQJ5__BACCOP_04231
ERR1913062.59324__1.59324	2293125__A0A374BUM7__DW917_12980
ERR1913062.59354__1.59354	357276__A0A076J8D4__HMPREF1064_00553
ERR1913062.59463__1.59463	821__A0A0P0M2J4__DXD46_10295
ERR1913062.59458__1.59458	166486__D4L1D8__ROSINTL182_06455
ERR1913062.59416__1.59416	1263044__GCA_000433375.1_03385
ERR1913062.59573__1.59573	1150298__A0A174MDR2__ERS852498_01766
ERR1913062.59605__1.59605	384639__GCA_003096855.1_00972
ERR1913062.59618__1.59618	2293125__A0A374C9I8__DW917_06795
ERR1913062.59627__1.59627	28118__R6F2P2__NCTC10826_02131
ERR1913062.59669__1.59669	1308__A0A0M5JQG5__A9497_00900
ERR1913062.59738__1.59738	310298__B3JFK5__BACCOP_00655
ERR1913062.59743__1.59743	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.59863__1.59863	853__A0A2J4JL53__CRH10_10795
ERR1913062.59914__1.59914	357276__A0A0M1W9N4__GV66_05135
ERR1913062.59975__1.59975	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913062.60056__1.60056	46503__R6Y9P8__evgS_3
ERR1913062.60170__1.60170	853__A0A174C5M1__CGS58_04460
ERR1913062.60299__1.60299	818__A0A3E5HN92__C5Z03_22280
ERR1913062.60414__1.60414	33039__A0A174VX97__ERS852530_02623
ERR1913062.60533__1.60533	1628085__A0A396QDP9__C7386_103201
ERR1913062.60555__1.60555	410072__A0A173S248__ERS852525_02992
ERR1913062.60789__1.60789	165179__A0A174SA26__PREVCOP_05758
ERR1913062.60866__1.60866	357276__B6VVS0__HMPREF1064_03951
ERR1913062.60875__1.60875	820__A0A174TRB5__DXD40_11305
ERR1913062.60999__1.60999	1262746__R5S265__BN750_01952
ERR1913062.61110__1.61110	2293125__A0A374BSW4__DW917_13420
ERR1913062.61226__1.61226	823__A6LC27__DXB14_11470
ERR1913062.61394__1.61394	39488__A0A174IFL3__DXD91_00270
ERR1913062.61446__1.61446	28116__A0A1Y4PHM7__DXA80_25130
ERR1913062.61637__1.61637	1099853__G9S8I7__NSB1T_12985
ERR1913062.61751__1.61751	1262739__R6MRD4__BN659_02013
ERR1913062.61858__1.61858	884684__GCA_002892425.1_01408
ERR1913062.62266__1.62266	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.62236__1.62236	166486__D4L2T9__lytM
ERR1913062.62556__1.62556	2293125__A0A374C9I8__DW917_06795
ERR1913062.62534__1.62534	1150298__A0A174QAL8__ERS852498_02570
ERR1913062.62693__1.62693	357276__A0A076IXE0__HMPREF1064_04364
ERR1913062.62861__1.62861	28117__B0MY40__BHV66_05170
ERR1913062.62849__1.62849	2293125__A0A374CMK5__DW917_00330
ERR1913062.62851__1.62851	39486__B0G8A7__DXD82_06625
ERR1913062.62907__1.62907	166486__D4L2C3__ERS852572_01686
ERR1913062.62981__1.62981	165179__A0A3E5DV57__DXB80_11400
ERR1913062.63437__1.63437	1680__A7A2Y2__NCTC11814_00537
ERR1913062.63448__1.63448	820__A0A3E4VXP2__yesR
ERR1913062.63609__1.63609	853__A0A174CVG7__CGS58_09335
ERR1913062.63625__1.63625	853__E2ZJT1__C4N23_03535
ERR1913062.63642__1.63642	410072__A0A173RMJ4__ydfH_1
ERR1913062.63793__1.63793	823__A0A174U5E4__BDI_3390
ERR1913062.63794__1.63794	2293125__A0A374BY09__DW917_11855
ERR1913062.63755__1.63755	1262930__R5ZWP2__BN693_01542
ERR1913062.63762__1.63762	410072__A0A3E4GT65__ERS852574_02325
ERR1913062.64014__1.64014	821__A0A3E4HP25__SAMN04487923_102450
ERR1913062.64057__1.64057	820__A0A173YYG4__evgS_3
ERR1913062.64074__1.64074	544644__GCA_001915615.1_01902
ERR1913062.64088__1.64088	1262930__R5ZWP2__BN693_01542
ERR1913062.64094__1.64094	544644__GCA_001915615.1_01902
ERR1913062.64186__1.64186	626929__F3PJ28__B5F24_03465
ERR1913062.64189__1.64189	218538__C9LNK4__GCWU000321_01127
ERR1913062.64397__1.64397	46503__R6WTW1__NCTC13052_03440
ERR1913062.64426__1.64426	28118__F9ZCN9__DHW44_07820
ERR1913062.64432__1.64432	1262739__R6M9P7__BN659_01903
ERR1913062.64530__1.64530	410072__A0A173R660__ERS852389_00536
ERR1913062.64512__1.64512	310298__B3JK49__BACCOP_02273
ERR1913062.64572__1.64572	544644__GCA_001915615.1_01170
ERR1913062.64612__1.64612	821__A0A395US34__C5Z04_18975
ERR1913062.64655__1.64655	2293125__A0A374C9I8__DW917_06795
ERR1913062.64759__1.64759	1262743__R5C054__BN727_01980
ERR1913062.64774__1.64774	46503__R6X0L4__DXB61_05325
ERR1913062.64818__1.64818	1262930__R6A775__BN693_00822
ERR1913062.64839__1.64839	2293125__A0A374BSW4__DW917_13420
ERR1913062.64857__1.64857	165179__D1PGU8__PREVCOP_06463
ERR1913062.65020__1.65020	39496__A5Z4B0__EUBVEN_00535
ERR1913062.65026__1.65026	1262988__R7N3Y4__BN816_00210
ERR1913062.65033__1.65033	46503__R6WQ01__PARMER_03826
ERR1913062.65187__1.65187	821__R7P1Q7__M099_2990
ERR1913062.65420__1.65420	1735__B7CBP5__EUBIFOR_01620
ERR1913062.65605__1.65605	46503__A7AG59__ERS852463_00349
ERR1913062.65611__1.65611	1099853__R7DJ70__NSB1T_07155
ERR1913062.65691__1.65691	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.65771__1.65771	410072__C0B9G6__ERS852481_03113
ERR1913062.66002__1.66002	204516__U6R7Y8__HMPREF1534_03942
ERR1913062.66228__1.66228	544644__GCA_001915615.1_02266
ERR1913062.66312__1.66312	40520__A0A174HHX4__RUMOBE_03561
ERR1913062.66314__1.66314	165179__A0A229I4J4__proA
ERR1913062.66373__1.66373	821__A0A174NM17__lacZ_6
ERR1913062.66456__1.66456	823__D7IUM6__M091_1082
ERR1913062.66603__1.66603	1262930__R5ZXU1__BN693_01352
ERR1913062.66663__1.66663	2293125__A0A374BUM7__DW917_12980
ERR1913062.66941__1.66941	165179__A0A3E5DN34__DXC61_07865
ERR1913062.66949__1.66949	166486__A0A173VSA0__ROSINTL182_06124
ERR1913062.66934__1.66934	2293125__A0A374CMK5__DW917_00330
ERR1913062.66978__1.66978	2293125__A0A374BSW4__DW917_13420
ERR1913062.67486__1.67486	39488__C0ES56__DXD91_10565
ERR1913062.67509__1.67509	371601__D6D2Q4__HMPREF1074_00826
ERR1913062.67780__1.67780	2293125__A0A374CBD1__DW917_06995
ERR1913062.67904__1.67904	39488__A0A374NNE4__ERS852450_02639
ERR1913062.67992__1.67992	1735__B7CDA5__EUBIFOR_02186
ERR1913062.68040__1.68040	1262924__R7HRJ9__BN585_00557
ERR1913062.68101__1.68101	1262948__R7EFU6__BN671_01093
ERR1913062.68125__1.68125	310298__B3JNG7__BACCOP_03480
ERR1913062.68250__1.68250	165179__A0A3E5DY64__CFT61_10025
ERR1913062.68326__1.68326	166486__D4KUC4__arcB_1
ERR1913062.68504__1.68504	418240__R7CJP2__cycB_1
ERR1913062.68478__1.68478	78257__A0A087CUE0__BSAE_1156
ERR1913062.68521__1.68521	2293125__A0A374BUM7__DW917_12980
ERR1913062.68606__1.68606	1262930__R6A0L1__BN693_02245
ERR1913062.68637__1.68637	166486__D4KX18__ROSINTL182_07596
ERR1913062.68695__1.68695	820__A0A174M9V5__M093_0237
ERR1913062.68729__1.68729	487174__K0WZN5__HMPREF9448_01108
ERR1913062.68760__1.68760	1262930__R5ZVH8__BN693_01324
ERR1913062.68835__1.68835	310298__B3JFK4__BACCOP_00654
ERR1913062.68865__1.68865	853__A0A2A7ATM9__DWZ89_13645
ERR1913062.69073__1.69073	823__D7IXG8__ERS852560_01232
ERR1913062.69080__1.69080	1262992__R5CXK6__BN795_00999
ERR1913062.69081__1.69081	357276__I9R4T1__IY41_06800
ERR1913062.69201__1.69201	310298__B3JQJ5__BACCOP_04231
ERR1913062.69237__1.69237	410072__A0A173S1W0__COPCOM_00541
ERR1913062.69407__1.69407	820__A0A139KA34__B5G17_05520
ERR1913062.69472__1.69472	1680__A0A076JM61__DXD63_05245
ERR1913062.69489__1.69489	2293125__A0A374BLR6__DW917_15555
ERR1913062.69587__1.69587	1262930__R6A8Q7__BN693_01064
ERR1913062.69713__1.69713	820__A7UYX8__DXD40_11635
ERR1913062.69862__1.69862	1262930__R6AAD1__BN693_01367
ERR1913062.69876__1.69876	1150298__A0A174DQT6__ERS852498_00506
ERR1913062.70003__1.70003	1262992__R5DC96__BN795_01524
ERR1913062.69959__1.69959	310298__B3JQJ5__BACCOP_04231
ERR1913062.70072__1.70072	28116__A0A1Y4PWN5__M088_3731
ERR1913062.70103__1.70103	2293125__A0A374BSW4__DW917_13420
ERR1913062.70297__1.70297	821__C3RB94__DXC03_15585
ERR1913062.70252__1.70252	166486__D4L1H8__ERS852572_02204
ERR1913062.70255__1.70255	1262930__R6A1N0__BN693_00917
ERR1913062.70457__1.70457	1735__B7CD84__EUBIFOR_02163
ERR1913062.70501__1.70501	166486__D4KX18__ROSINTL182_07596
ERR1913062.70561__1.70561	310298__B3JQJ5__BACCOP_04231
ERR1913062.70652__1.70652	310298__B3JLC6__BACCOP_02712
ERR1913062.70735__1.70735	360807__C0FSM3__ROSEINA2194_01739
ERR1913062.70810__1.70810	165179__A0A3E5DN34__DXC61_07865
ERR1913062.71019__1.71019	821__U6RDC2__DXD46_15675
ERR1913062.71183__1.71183	1262992__R5CWT5__BN795_00747
ERR1913062.71226__1.71226	487174__K0XA11__DDY40_03585
ERR1913062.71582__1.71582	820__A0A3E4W4Y7__B5G17_02055
ERR1913062.71608__1.71608	166486__D4L255__mcp4_5
ERR1913062.71624__1.71624	33039__D4M5R9__ERS852502_01774
ERR1913062.71691__1.71691	310298__B3JGJ2__BACCOP_00994
ERR1913062.71731__1.71731	310298__B3JNG7__BACCOP_03480
ERR1913062.71742__1.71742	823__E1YSG0__DHP27_00465
ERR1913062.71846__1.71846	357276__B6W1J2__BACDOR_03380
ERR1913062.71892__1.71892	821__A0A174MBW9__SAMN04487923_10272
ERR1913062.72037__1.72037	39488__A0A174JE42__ERS852450_02774
ERR1913062.72071__1.72071	46503__R6WTW1__NCTC13052_03440
ERR1913062.72088__1.72088	818__A0A0P0FI06__BJP75_017205
ERR1913062.72239__1.72239	821__U6RDC2__DXD46_15675
ERR1913062.72276__1.72276	165179__D1PGU8__PREVCOP_06463
ERR1913062.72290__1.72290	818__Q8A3I3__HMPREF2534_00068
ERR1913062.72319__1.72319	671267__R9IB12__C802_00696
ERR1913062.72345__1.72345	1099853__U5CKV1__NSB1T_12505
ERR1913062.72407__1.72407	649756__D4MU34__DO83_08115
ERR1913062.72385__1.72385	165179__D1PHC0__PREVCOP_06640
ERR1913062.72370__1.72370	28116__E5C458__BACOV975_02730
ERR1913062.72727__1.72727	853__A0A173YYY4__DWZ04_09420
ERR1913062.72741__1.72741	310298__B3JNH3__BACCOP_03486
ERR1913062.72849__1.72849	39488__A0A173T8Z7__hemZ_2
ERR1913062.73047__1.73047	2293125__A0A374C9I8__DW917_06795
ERR1913062.73102__1.73102	165179__A0A3E5EA43__DXC61_07775
ERR1913062.73136__1.73136	204516__U6RN30__HMPREF1534_00370
ERR1913062.73233__1.73233	2293125__A0A374BSW4__DW917_13420
ERR1913062.73715__1.73715	1150298__R7JUX4__ERS852535_02669
ERR1913062.74253__1.74253	1262911__R6GT99__BN557_01335
ERR1913062.74328__1.74328	310298__B3JQJ5__BACCOP_04231
ERR1913062.74375__1.74375	1262930__R6AX81__BN693_00293
ERR1913062.74377__1.74377	310298__B3JKM0__BACCOP_02451
ERR1913062.74382__1.74382	310298__B3JK97__BACCOP_02326
ERR1913062.74466__1.74466	39486__G1WPD7__DORFOR_00931
ERR1913062.74498__1.74498	1262930__R5ZXR2__BN693_01728
ERR1913062.74608__1.74608	820__R9I324__HMPREF2141_02414
ERR1913062.75006__1.75006	821__A0A396F1N0__M099_1553
ERR1913062.75097__1.75097	818__C6IIW4__dapH_1
ERR1913062.75340__1.75340	46503__R6X3F9__DCY29_09585
ERR1913062.75649__1.75649	556259__E5CB83__BSGG_2632
ERR1913062.75650__1.75650	821__A0A0P0M2J4__DXD46_10295
ERR1913062.75656__1.75656	301301__G2T0A9__RHOM_03910
ERR1913062.75742__1.75742	853__D4JY61__C4N21_10560
ERR1913062.75748__1.75748	818__A0A139L1D5__BT_2967
ERR1913062.75810__1.75810	310298__B3JQJ5__BACCOP_04231
ERR1913062.75876__1.75876	39496__A5Z8C5__EUBVEN_01966
ERR1913062.75955__1.75955	1262930__R6AHR6__BN693_00452
ERR1913062.76133__1.76133	165179__A0A3E5AHY4__CFT61_07675
ERR1913062.76270__1.76270	2293125__A0A374CMK5__DW917_00330
ERR1913062.76301__1.76301	821__A0A3E4XY72__NCTC10583_01067
ERR1913062.76504__1.76504	853__A0A174AML0__FPR_08640
ERR1913062.76532__1.76532	39488__C0EVP9__ERS852450_03163
ERR1913062.76552__1.76552	33039__D4M6I1__nadB_2
ERR1913062.76594__1.76594	166486__A0A1Q6S852__ERS852572_03466
ERR1913062.76752__1.76752	1308__A0A2U2M532__Y018_04695
ERR1913062.76797__1.76797	1262930__R5ZWP2__BN693_01542
ERR1913062.76880__1.76880	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913062.76925__1.76925	820__A0A3E4W4Y7__B5G17_02055
ERR1913062.76999__1.76999	39491__D6E408__EUBREC_1466
ERR1913062.77076__1.77076	357276__A0A174L570__GV66_05720
ERR1913062.77087__1.77087	1262924__R7HMB7__BN585_01717
ERR1913062.77224__1.77224	74426__purL
ERR1913062.77236__1.77236	204516__U6RDD8__HMPREF1534_02559
ERR1913062.77266__1.77266	821__A0A0P0LJ37__DXB82_14270
ERR1913062.77415__1.77415	2293125__A0A374BUM7__DW917_12980
ERR1913062.77449__1.77449	649756__A0A173T0Q8__DCR88_01335
ERR1913062.77467__1.77467	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.77878__1.77878	410072__A0A173S248__ERS852525_02992
