ERR1913155.341__1.341	387661__R5DFX1__PRABACTJOHN_01199
ERR1913155.38998__1.38998	40518__R5E6N4__DXD93_01325
ERR1913155.39027__1.39027	40518__R5DPA7__RBATCC27255_01319
ERR1913155.39187__1.39187	823__D0T9Q9__M095_2648
ERR1913155.39255__1.39255	1262911__R6GXH0__BN557_00389
ERR1913155.39275__1.39275	1680__A1A2N8__LMG10734_1314
ERR1913155.39328__1.39328	290054__A0A1T4NGJ6__SAMN02745114_01599
ERR1913155.39353__1.39353	39488__A0A374NNE4__ERS852450_02639
ERR1913155.39357__1.39357	821__D4V4X2__DXC16_18525
ERR1913155.39369__1.39369	39490__U2RA67__HMPREF0373_01265
ERR1913155.39453__1.39453	1262924__R7HLU6__BN585_01291
ERR1913155.39519__1.39519	40518__R5DTH7__DXD83_02405
ERR1913155.39542__1.39542	301302__R5VFW5__M72_26781
ERR1913155.39973__1.39973	28111__R5K2I8__HMPREF1016_03182
ERR1913155.40023__1.40023	28117__B0MT73__ALIPUT_00412
ERR1913155.40138__1.40138	218139__GCA_002259595.1_01049
ERR1913155.40189__1.40189	821__A0A0P0LNX8__ERS852509_03015
ERR1913155.40356__1.40356	1262924__R7HPG6__BN585_00099
ERR1913155.40442__1.40442	40518__R5DVV1__RBATCC27255_00999
ERR1913155.40462__1.40462	1262886__R6Q824__BN563_00941
ERR1913155.40544__1.40544	40518__R5E282__DXD86_08940
ERR1913155.40657__1.40657	394340__mrpA
ERR1913155.40628__1.40628	371601__C3QVE5__CW1_1049
ERR1913155.40843__1.40843	823__D0TAX5__HMPREF1075_01064
ERR1913155.40824__1.40824	820__A0A139K024__B5G17_02060
ERR1913155.40836__1.40836	572010__napA
ERR1913155.40984__1.40984	310298__B3JQJ5__BACCOP_04231
ERR1913155.41045__1.41045	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913155.41132__1.41132	1160721__W0U5X6__RBI_I01796
ERR1913155.41340__1.41340	371601__A0A078QBF2__HMPREF1074_01001
ERR1913155.41597__1.41597	387661__B7B835__HMPREF1077_03360
ERR1913155.41599__1.41599	46228__V8CE19__DXD17_01950
ERR1913155.41634__1.41634	40519__U2MCQ8__RUMCAL_00556
ERR1913155.41635__1.41635	28117__B0MUT8__ALIPUT_00879
ERR1913155.41734__1.41734	33043__A0A173YEP6__ERS852575_00888
ERR1913155.41845__1.41845	46503__K6A7H7__DCY29_03460
ERR1913155.42034__1.42034	28116__A0A1Y4PTX5__SAMN05192582_104017
ERR1913155.42226__1.42226	39485__R5ZSI4__ERS852492_00875
ERR1913155.42315__1.42315	46503__K5ZK07__PARMER_03787
ERR1913155.42435__1.42435	820__A0A374QGD2__ERS852421_02382
ERR1913155.42595__1.42595	28111__E5WYP5__BACEGG_00185
ERR1913155.42623__1.42623	394340__dmsA_10
ERR1913155.42696__1.42696	823__D7IV95__DXC05_09565
ERR1913155.43017__1.43017	216816__D6ZW33__azlC
ERR1913155.43047__1.43047	40519__U2MCQ8__RUMCAL_00556
ERR1913155.43054__1.43054	820__R9I2U8__DXC68_09590
ERR1913155.43030__1.43030	239935__A0A2N8I693__CXU17_08410
ERR1913155.43089__1.43089	33025__A0A395JIJ9__C8D73_101350
ERR1913155.43157__1.43157	40518__R5E8B6__RB5AMG_00876
ERR1913155.43107__1.43107	28111__E5WUE9__NCTC11155_01729
ERR1913155.43406__1.43406	204516__U6RFV1__HMPREF1534_02560
ERR1913155.43455__1.43455	39491__A0A395ZM93__DXD13_03490
ERR1913155.43557__1.43557	1160721__W0U979__BHW50_09935
ERR1913155.43600__1.43600	1262911__R6GUQ1__BN557_01356
ERR1913155.43611__1.43611	40518__R5DXW3__DXD86_07900
ERR1913155.43688__1.43688	301302__R5UNC5__M72_02681
ERR1913155.43741__1.43741	1160721__R6T2A6__RBI_I00395
ERR1913155.43921__1.43921	239935__A0A2N8HB50__CXU17_02615
ERR1913155.44174__1.44174	40518__R5DTG5__RBATCC27255_00890
ERR1913155.44182__1.44182	301302__R5UPH9__M72_00521
ERR1913155.44204__1.44204	649756__A0A173TB83__HMPREF0369_01758
ERR1913155.44387__1.44387	1262886__R6QKS8__BN563_01572
ERR1913155.44378__1.44378	454154__G5SUF2__HMPREF9441_03012
ERR1913155.44685__1.44685	28117__R7JPX7__BHV66_00900
ERR1913155.44708__1.44708	820__A0A3E4IBC1__M094_0628
ERR1913155.44802__1.44802	649756__D4MWV1__DO83_00950
ERR1913155.44971__1.44971	454155__F3QX23__HMPREF9442_02757
ERR1913155.45022__1.45022	40518__R5DTG5__RBATCC27255_00890
ERR1913155.45029__1.45029	1150298__A0A174DQP3__rpe_2
ERR1913155.45151__1.45151	33043__D5HED4__ERS852575_01589
ERR1913155.45249__1.45249	28116__A7M0W7__SAMN05444282_11172
ERR1913155.45469__1.45469	46228__V8BL71__DXD17_11775
ERR1913155.45488__1.45488	239935__A0A139TLF5__CXU18_06685
ERR1913155.45537__1.45537	301302__R5UV35__M72_02721
ERR1913155.45695__1.45695	40518__R5DU92__DXD93_03170
ERR1913155.45726__1.45726	28117__B0MUR5__BHV66_03900
ERR1913155.45748__1.45748	40518__R5DVL2__penA
ERR1913155.45796__1.45796	357276__C3REQ8__GV66_09740
ERR1913155.45803__1.45803	821__I9R3W6__DXC16_12455
ERR1913155.45906__1.45906	357276__I9RAC4__BSEG_00561
ERR1913155.46039__1.46039	821__A0A395VMG0__DXC44_18080
ERR1913155.46109__1.46109	1262911__R6GXS5__BN557_00160
ERR1913155.46371__1.46371	1262911__R6GUQ4__BN557_01581
ERR1913155.46341__1.46341	823__A0A395YRX4__ERS852513_03444
ERR1913155.46477__1.46477	418240__A0A174AUI7__ERS852478_00883
ERR1913155.46511__1.46511	40518__R5DME2__DXD86_07315
ERR1913155.46521__1.46521	1262886__R6QHT9__BN563_00630
ERR1913155.46524__1.46524	1150298__A0A174DSD1__dacB_3
ERR1913155.46676__1.46676	1150298__A0A174S2H3__spoIIQ
ERR1913155.46610__1.46610	820__A0A374QGD2__ERS852421_02382
ERR1913155.46745__1.46745	39491__C4ZHS4__EUR_24420
ERR1913155.46807__1.46807	39491__A0A173TAZ5__DXB99_09520
ERR1913155.46851__1.46851	820__A0A139KG04__ERS852459_01249
ERR1913155.46853__1.46853	1150298__A0A174TF64__ERS852406_00108
ERR1913155.46980__1.46980	821__A0A174WBC9__ERS852556_03145
ERR1913155.47079__1.47079	100886__R7GJP9__amiC
ERR1913155.47127__1.47127	823__A0A395YRE1__DXC05_20005
ERR1913155.47178__1.47178	394340__group_1007
ERR1913155.47222__1.47222	88431__A0A3D0F1H3__ERS852573_02429
ERR1913155.47232__1.47232	818__R7KLE6__BJP75_004275
ERR1913155.47245__1.47245	821__A0A174V2F3__NCTC10583_01474
ERR1913155.47298__1.47298	46506__R6AEP1__HMPREF1181_01415
ERR1913155.47344__1.47344	418240__C6JGW8__ERS852523_02296
ERR1913155.47489__1.47489	301302__A0A173SCU7__M72_12871
ERR1913155.47604__1.47604	1160721__W0U4W5__BHW50_05260
ERR1913155.47674__1.47674	820__A0A174Q0F0__DXB48_08080
ERR1913155.47859__1.47859	1262886__R6QMR0__BN563_00320
ERR1913155.47797__1.47797	40518__R5DYM0__DXD86_08165
ERR1913155.48078__1.48078	301302__R5UMB9__M72_25011
ERR1913155.48209__1.48209	820__A0A139K5A6__DXB48_12175
ERR1913155.48271__1.48271	239935__B2UQP8__CXU15_01110
ERR1913155.48254__1.48254	387090__S0F8B2__BACCOPRO_02129
ERR1913155.48321__1.48321	376805__F0R8H8__Bacsa_0435
ERR1913155.48378__1.48378	246787__A0A0P0GIA4__AA416_04405
ERR1913155.48424__1.48424	821__A0A174JYD3__ERS852457_02610
ERR1913155.48834__1.48834	338188__K5DGQ6__HMPREF1057_00968
ERR1913155.48780__1.48780	1628085__A0A3E2XZW0__C7386_101386
ERR1913155.48898__1.48898	1628085__A0A2U1B8P2__C7386_11431
ERR1913155.49035__1.49035	1150298__A0A174GDE8__ERS852535_00119
ERR1913155.49244__1.49244	88431__A0A174UW18__lytR_4
ERR1913155.49342__1.49342	216816__D6ZXD1__APC1461_0104
ERR1913155.49407__1.49407	39492__D4JX50__EUBSIR_00410
ERR1913155.49513__1.49513	301302__A0A173RZU9__M72_23561
ERR1913155.49539__1.49539	166486__A0A1Q6SGI9__ERS852572_00327
ERR1913155.49600__1.49600	820__A0A374Q8T2__DXB64_16190
ERR1913155.49673__1.49673	239935__A0A2N8I390__CXU16_10675
ERR1913155.49699__1.49699	360807__A0A1Q6T542__RIL183_02161
ERR1913155.49753__1.49753	1150298__R7JRK4__ERS852406_01648
ERR1913155.49739__1.49739	820__A0A374Q8T2__DXB64_16190
ERR1913155.49888__1.49888	40518__R5DXH2__DXD83_10135
ERR1913155.49911__1.49911	1262886__R6RFP6__BN563_01341
ERR1913155.49919__1.49919	1160721__W0U3Q4__BHW50_08110
ERR1913155.50107__1.50107	1262911__R6GTZ4__BN557_01440
ERR1913155.50216__1.50216	33043__D5HFA1__ERS852400_02183
ERR1913155.50259__1.50259	1897011__A0A1Q6RDI2__BHW41_05530
ERR1913155.50262__1.50262	39491__A0A396FJJ9__DXB76_11995
ERR1913155.50305__1.50305	40518__R5DW64__RBL236_01394
ERR1913155.50386__1.50386	823__A0A395YSW8__CF162_05645
ERR1913155.50413__1.50413	821__A0A0P0LH09__ERS852457_03390
ERR1913155.50486__1.50486	454155__F3QY50__HMPREF9442_03142
ERR1913155.50552__1.50552	1150298__R7JTQ3__rne
ERR1913155.50628__1.50628	823__A6L930__DDY96_14995
ERR1913155.50722__1.50722	1263000__R5EXT3__BN466_02213
ERR1913155.50750__1.50750	301302__A0A173S436__M72_16191
ERR1913155.50926__1.50926	1262886__R6QSD5__BN563_01674
ERR1913155.50906__1.50906	40518__R5DP61__DXD86_06345
ERR1913155.50987__1.50987	28111__E5WUE7__BACEGG_02087
ERR1913155.51043__1.51043	338188__A0A174ETX3__ERS852397_01955
ERR1913155.51085__1.51085	357276__B6VW91__BACDOR_01584
ERR1913155.51249__1.51249	823__D7ILK2__ERS852380_00031
ERR1913155.51376__1.51376	39491__A0A0M6WNS5__DXC13_02015
ERR1913155.51509__1.51509	1150298__A0A174DSD1__dacB_3
ERR1913155.51524__1.51524	853__A0A174BZY1__xerD_1
ERR1913155.51656__1.51656	216816__Q8G6X1__DD674_00140
ERR1913155.51712__1.51712	33025__A0A395JB55__C8D73_104122
ERR1913155.51748__1.51748	40518__R5DZ88__DXD93_06320
ERR1913155.51983__1.51983	853__A0A174BA00__DW905_01145
ERR1913155.51987__1.51987	40518__R5DQL2__RBATCC27255_00937
ERR1913155.52204__1.52204	39496__A5Z867__EUBVEN_01907
ERR1913155.52365__1.52365	28116__A0A1Y4Q112__evgS_13
ERR1913155.52793__1.52793	1150298__A0A174PHI0__ERS852498_00826
ERR1913155.52983__1.52983	387090__S0F7Y3__BACCOPRO_02028
ERR1913155.53065__1.53065	46503__R6X2Z6__PARMER_01597
ERR1913155.53213__1.53213	28111__E5WYC3__NCTC11155_03517
ERR1913155.53224__1.53224	371601__D6D2M1__CW1_3199
ERR1913155.53238__1.53238	487174__K0WT60__DDY40_05170
ERR1913155.53273__1.53273	572010__aspS
ERR1913155.53299__1.53299	1381__group_461
ERR1913155.53366__1.53366	418240__C6J8A2__ERS852478_02512
ERR1913155.53374__1.53374	216816__A0A0A1GSN4__DVB78_03875
ERR1913155.53307__1.53307	820__A7V092__hldE
ERR1913155.53317__1.53317	33043__A0A174BBC4__ERS852575_02261
ERR1913155.53353__1.53353	1304__A0A2A5QD73__DDY67_01275
ERR1913155.53485__1.53485	1150298__A0A174S2H3__spoIIQ
ERR1913155.53731__1.53731	33043__D5HIL5__ERS852445_01761
ERR1913155.53751__1.53751	40518__R5DXI4__DXD86_07420
ERR1913155.53854__1.53854	1262886__R6QKQ6__BN563_01547
ERR1913155.53855__1.53855	214856__A0A174H6R3__ERS852447_02809
ERR1913155.53863__1.53863	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913155.53910__1.53910	1262886__R6QKQ6__BN563_01547
ERR1913155.53885__1.53885	46503__B7BG40__ERS852463_01623
ERR1913155.53923__1.53923	1262886__R6QQC0__BN563_01076
ERR1913155.54035__1.54035	40518__R5E2R8__nnr_2
ERR1913155.54164__1.54164	39491__A0A395ZEI6__ERE_07950
ERR1913155.54201__1.54201	40518__R5DUG7__sbcC
ERR1913155.54238__1.54238	28111__E5X118__NCTC11155_02425
ERR1913155.54266__1.54266	338188__A0A1Q6HCN7__ptrA
ERR1913155.54296__1.54296	39491__A0A395ZDC6__addB
ERR1913155.54304__1.54304	301302__A0A0M6WV88__dhaS_2
ERR1913155.54394__1.54394	28111__R5JUE8__HMPREF1016_02680
ERR1913155.54440__1.54440	820__A0A174VD39__DXD90_12235
ERR1913155.54553__1.54553	39491__A0A3E4YFT8__DXB69_10940
ERR1913155.54565__1.54565	33043__A0A174BZH8__ERS852575_02145
ERR1913155.54580__1.54580	1262743__R5C054__BN727_01980
ERR1913155.54707__1.54707	821__A0A174V2F3__NCTC10583_01474
ERR1913155.54833__1.54833	360807__A0A0M6WIS4__ROSEINA2194_02000
ERR1913155.54942__1.54942	40518__R5DR39__mreB_2
ERR1913155.55012__1.55012	216816__D6DBD5__DXC32_04335
ERR1913155.55065__1.55065	40518__R5DVV1__RBATCC27255_00999
ERR1913155.55070__1.55070	166486__D4L334__mcp3_1
ERR1913155.55196__1.55196	216816__A0A0S2MCH0__AYW81_04880
ERR1913155.55284__1.55284	28117__B0MVL5__BHV66_01660
ERR1913155.55346__1.55346	1262886__R6QAC3__BN563_01576
ERR1913155.55412__1.55412	626929__R6MD77__SAMN05444376_2510
ERR1913155.55427__1.55427	1897011__A0A1Q6RDX8__BHW41_05330
ERR1913155.55520__1.55520	1680__A0A0C2YPV2__AL0462_1474
ERR1913155.55563__1.55563	823__A0A174JYU9__DER51_02115
ERR1913155.55564__1.55564	1262886__R6RCF6__BN563_00371
ERR1913155.55755__1.55755	823__A0A355XPA0__DXB14_05710
ERR1913155.55756__1.55756	40518__R5E6Y7__DXD83_08230
ERR1913155.55769__1.55769	820__A0A374Q8T2__DXB64_16190
ERR1913155.55901__1.55901	239935__A0A2N8IAY7__CXU13_02935
ERR1913155.56036__1.56036	821__A0A395UNT8__DXD64_15275
ERR1913155.56129__1.56129	1897011__A0A1Q6RE83__BHW41_04925
ERR1913155.56138__1.56138	1262886__R6RCC6__BN563_00331
ERR1913155.56225__1.56225	40520__R7D4X0__DXC87_13050
ERR1913155.56271__1.56271	29361__B6FRT6__CLONEX_02860
ERR1913155.56511__1.56511	40518__R5E1J2__DXD93_04070
ERR1913155.56495__1.56495	28052__A0A174JFU5__yhbU_1
ERR1913155.56625__1.56625	301302__A0A0M6X038__M72_18501
ERR1913155.56696__1.56696	301302__R5VF67__M72_01841
ERR1913155.56821__1.56821	301302__R5VC75__ERS852420_02858
ERR1913155.56882__1.56882	360807__A0A1Q6T7G0__ERS852392_03048
ERR1913155.56920__1.56920	28116__D4WPD7__HMPREF1069_02183
ERR1913155.57185__1.57185	40518__R5DS23__DXD86_01715
ERR1913155.57303__1.57303	165179__A0A229I6N7__DXC61_06720
ERR1913155.57340__1.57340	33043__D5HFD3__ybbD
ERR1913155.57406__1.57406	46503__K5ZAK9__NCTC13052_03308
ERR1913155.57418__1.57418	33025__A0A395JC07__C8D73_10958
ERR1913155.57554__1.57554	28111__R5JN40__HMPREF1016_01803
ERR1913155.57558__1.57558	40518__R5DZE2__DXD86_07400
ERR1913155.57622__1.57622	1550024__A0A0D8IY45__ASJ35_05575
ERR1913155.57640__1.57640	216816__C2GV16__APC1504_1666
ERR1913155.57824__1.57824	40518__R5DQN7__DXD93_03540
ERR1913155.57806__1.57806	821__A0A396F598__CUU_3259
ERR1913155.57885__1.57885	239935__A0A2N8IKW7__pstA
ERR1913155.57942__1.57942	40518__R5DTH7__DXD83_02405
ERR1913155.57987__1.57987	46506__S3YVF9__BACSTE_02487
ERR1913155.58336__1.58336	40518__R5E6K4__RB5AMG_02070
ERR1913155.58394__1.58394	216816__C5E8I1__yciB
ERR1913155.58493__1.58493	1150298__A0A174Q3G7__hyaD_2
ERR1913155.58513__1.58513	1150298__A0A174I6Y0__ERS852498_00576
ERR1913155.58584__1.58584	39491__C4ZF05__vpr
ERR1913155.58891__1.58891	46503__B7BG40__ERS852463_01623
ERR1913155.58988__1.58988	39491__A0A395ZDC6__addB
ERR1913155.58989__1.58989	216816__V6XY04__APK78_02285
ERR1913155.59084__1.59084	28116__A0A1Y4PWV4__C5Z02_15015
ERR1913155.59156__1.59156	745368__A0A1T4Y9Q7__SAMN02745178_02874
ERR1913155.59135__1.59135	28117__B0MXW9__ALIPUT_01981
ERR1913155.59199__1.59199	39485__A0A174YTX0__mro
ERR1913155.59284__1.59284	40518__R5DME2__DXD86_07315
ERR1913155.59266__1.59266	1263044__GCA_000433375.1_01147
ERR1913155.59436__1.59436	39491__C4Z9K0__DXD95_07445
ERR1913155.59527__1.59527	820__A0A1T4IYF4__mprA_1
ERR1913155.59761__1.59761	745368__A0A1T4WEV8__SAMN02745178_00491
ERR1913155.59806__1.59806	338188__R6RPM5__bglX_6
ERR1913155.59819__1.59819	28117__B0MU76__ALIPUT_00202
ERR1913155.59837__1.59837	820__A0A3E4RUC4__DHU98_02635
ERR1913155.59900__1.59900	40518__R5DVR2__RBL236_00303
ERR1913155.59959__1.59959	33025__A0A395JHB7__C8D73_101754
ERR1913155.60013__1.60013	823__A0A174V089__BDI_3204
ERR1913155.60023__1.60023	239935__A0A2N8IQX1__dnaA
ERR1913155.60032__1.60032	47678__R5U332__C5Z00_16810
ERR1913155.60092__1.60092	706562__GCA_900112995.1_00065
ERR1913155.60342__1.60342	1703337__A0A2U0U7Q7__C7379_11089
ERR1913155.60445__1.60445	821__E5UPR6__SAMN04487923_101768
ERR1913155.60522__1.60522	39492__R6RT40__prkC_3
ERR1913155.60531__1.60531	820__A7V049__DXB48_04755
ERR1913155.60718__1.60718	88431__A0A174GCE2__ERS852423_01397
ERR1913155.60739__1.60739	40518__R5DVQ2__DXD93_00365
ERR1913155.60767__1.60767	40518__R5E0F2__RBATCC27255_01890
ERR1913155.60802__1.60802	853__A0A3E2U7E6__ERS852582_01640
ERR1913155.60820__1.60820	338188__K5CHU1__ERS852397_02431
ERR1913155.61046__1.61046	46503__R6XCJ0__PARMER_01847
ERR1913155.61079__1.61079	40518__R5DTJ1__DXD86_03635
ERR1913155.61326__1.61326	360807__A0A396ACQ8__ROSEINA2194_00690
ERR1913155.61469__1.61469	40518__R5DYT8__mscS
ERR1913155.61493__1.61493	1262743__R5C054__BN727_01980
ERR1913155.61793__1.61793	46503__R6X0L4__DXB61_05325
ERR1913155.61869__1.61869	360807__A0A396AJN5__ERS852392_00126
ERR1913155.61910__1.61910	1262886__R6QCG3__BN563_00145
ERR1913155.61945__1.61945	1150298__A0A173ZI89__ERS852498_03535
ERR1913155.61933__1.61933	28117__B0MXU0__BHV66_07550
ERR1913155.62214__1.62214	649756__B0P3M9__ERS852475_01934
ERR1913155.62252__1.62252	1628085__A0A3E2Y1Z4__C7386_12230
ERR1913155.62259__1.62259	301302__A0A173T010__M72_26571
ERR1913155.62262__1.62262	371601__A0A173ZQ83__SAMN04487924_1257
ERR1913155.62706__1.62706	28117__R7JIJ8__BHV66_01635
ERR1913155.62742__1.62742	301302__R5VFU2__xynA1
ERR1913155.62872__1.62872	39488__C0ET55__tauA
ERR1913155.62915__1.62915	39491__A0A174LTW7__DXD13_08720
ERR1913155.63076__1.63076	745368__A0A1T4Y9Q7__SAMN02745178_02874
ERR1913155.63132__1.63132	40518__R5DP21__RBATCC27255_00348
ERR1913155.63286__1.63286	387661__K6AIS2__B5F96_14865
ERR1913155.63408__1.63408	1263107__GCA_000436995.1_00076
ERR1913155.63414__1.63414	40518__R5DV58__htrA
ERR1913155.63493__1.63493	338188__A0A174DQN3__HMPREF1057_03481
ERR1913155.63786__1.63786	40518__R5DLJ7__lytR_4
ERR1913155.63947__1.63947	376805__F0R8H8__Bacsa_0435
ERR1913155.64020__1.64020	1262911__R6H1M1__BN557_00925
ERR1913155.64031__1.64031	310298__B3JQJ5__BACCOP_04231
ERR1913155.64174__1.64174	1150298__R7JPI7__cotI
ERR1913155.64331__1.64331	28117__B0MXG8__ALIPUT_01814
ERR1913155.64395__1.64395	46506__A0A3E4TL81__HMPREF1181_01022
ERR1913155.64363__1.64363	40518__R5DYU1__DXD86_01160
ERR1913155.64576__1.64576	1160721__R6T2Y3__RBI_II00189
ERR1913155.64516__1.64516	572010__nifJ
ERR1913155.64518__1.64518	820__I9A4U7__DHU98_12785
ERR1913155.64591__1.64591	40518__R5E8B6__RB5AMG_00876
ERR1913155.64633__1.64633	357276__B6VT86__IY41_22515
ERR1913155.64714__1.64714	310298__B3JQJ5__BACCOP_04231
ERR1913155.64786__1.64786	40518__R5DT93__DXD86_08730
ERR1913155.64760__1.64760	853__A0A173T0Y8__CGS54_07215
ERR1913155.65056__1.65056	40518__R5DLM5__RB5AMG_00422
ERR1913155.65159__1.65159	39491__A0A396FKI6__mltF
ERR1913155.65186__1.65186	46228__B5CPT9__DXD17_07345
ERR1913155.65395__1.65395	1262924__R7HPX8__BN585_00310
ERR1913155.65515__1.65515	820__A0A139KIL9__DXC68_05945
ERR1913155.65518__1.65518	301302__R5USI9__prsA3
ERR1913155.65591__1.65591	46503__K5ZAK9__NCTC13052_03308
ERR1913155.65549__1.65549	28118__F9ZBY3__Odosp_3561
ERR1913155.65655__1.65655	40518__R5E6G1__DXD83_06815
ERR1913155.65736__1.65736	28052__R7NB38__ERS852499_00438
ERR1913155.65959__1.65959	820__A0A139JRS5__HMPREF1073_04025
ERR1913155.66099__1.66099	1150298__A0A174L2G3__ERS852498_01371
ERR1913155.66290__1.66290	357276__A0A0P0M2G3__BACDOR_03913
ERR1913155.66301__1.66301	47678__R5UAF6__ERS852494_02966
ERR1913155.66343__1.66343	28111__E5WUE7__BACEGG_02087
ERR1913155.66331__1.66331	39491__C4ZCV7__ERE_23110
ERR1913155.66385__1.66385	818__R9H646__SAMN02910322_03387
ERR1913155.66538__1.66538	820__A0A139JRS5__HMPREF1073_04025
ERR1913155.66546__1.66546	40518__R5DY98__mepA_5
ERR1913155.66804__1.66804	40518__R5DZB1__DXD83_08840
ERR1913155.66933__1.66933	853__R6QDR1__C4N27_08170
ERR1913155.66972__1.66972	28116__A0A139LKF7__DXA80_16100
ERR1913155.66986__1.66986	166486__R6B4E4__sinR_2
ERR1913155.67028__1.67028	371601__F7M1V2__DXD80_13245
ERR1913155.67082__1.67082	821__A0A396F9T7__M097_3427
ERR1913155.67249__1.67249	40518__R5E1X3__clcA
ERR1913155.67265__1.67265	418240__C6J849__ERS852478_02462
ERR1913155.67406__1.67406	47678__R5UES3__CGC64_00760
ERR1913155.67338__1.67338	357276__B6W5Q9__HMPREF1063_03125
ERR1913155.67435__1.67435	39491__A0A396FM36__DXB99_00820
ERR1913155.67479__1.67479	39491__A0A174K9A3__DXB69_07785
ERR1913155.67933__1.67933	46506__A0A3E4USX2__BACSTE_03107
ERR1913155.68335__1.68335	46503__R6X5I4__ERS852463_01136
ERR1913155.68502__1.68502	39491__A0A396FSN2__EUBREC_0707
ERR1913155.68514__1.68514	39491__A0A396FKI0__DXC13_11560
ERR1913155.68548__1.68548	28111__R5K3D9__NCTC11155_02788
ERR1913155.68561__1.68561	39491__A0A395V0H6__ERS852580_02570
ERR1913155.68633__1.68633	204516__U6RDD8__HMPREF1534_02559
ERR1913155.68619__1.68619	820__A0A1Y3V743__M093_0235
ERR1913155.68669__1.68669	216816__B7GPE8__I118_0062
ERR1913155.68747__1.68747	33043__A0A174FIJ8__ERS852445_02217
ERR1913155.69036__1.69036	823__A0A174GGT1__queG
ERR1913155.69065__1.69065	745368__A0A1T4XQU7__SAMN02745178_02180
ERR1913155.69093__1.69093	301302__A0A173T3P5__ERS852420_01836
ERR1913155.69153__1.69153	820__R9I3Q7__HMPREF1072_01668
ERR1913155.69229__1.69229	40518__R5DSI5__fieF
ERR1913155.69305__1.69305	1262911__R6H2J2__BN557_01228
ERR1913155.69325__1.69325	301302__R5VGE0__ERS852420_00121
ERR1913155.69358__1.69358	2173__A0A1D2WSY6__Msm_1050
ERR1913155.69367__1.69367	1262886__R6QNJ6__BN563_00594
ERR1913155.69423__1.69423	820__A0A3E4VZT7__DXB48_16145
ERR1913155.69458__1.69458	818__C6IJ08__BJP75_000645
ERR1913155.69670__1.69670	1150298__R7JTX5__ERS852535_01291
ERR1913155.69971__1.69971	1262886__R6QAU3__BN563_00998
ERR1913155.70049__1.70049	1150298__A0A174Q6Q0__ERS852406_00063
ERR1913155.70147__1.70147	626933__H1DGX0__HMPREF9449_01506
ERR1913155.70125__1.70125	46503__R6WUV4__DD461_04535
ERR1913155.70160__1.70160	1262911__R6H2B5__BN557_01151
ERR1913155.70199__1.70199	301302__A0A0M6WZT5__M72_18331
ERR1913155.70281__1.70281	40518__R5DR72__RBL236_02110
ERR1913155.70331__1.70331	47678__R5UZM4__DW706_15680
ERR1913155.70425__1.70425	216816__D6DBD5__DXC32_04335
ERR1913155.70782__1.70782	1262911__R6GMK4__BN557_00535
ERR1913155.70979__1.70979	40518__R5DZ88__DXD93_06320
ERR1913155.71173__1.71173	301302__R5UMB9__M72_25011
ERR1913155.71247__1.71247	572010__group_1842
ERR1913155.71273__1.71273	40518__R5DP21__RBATCC27255_00348
ERR1913155.71277__1.71277	147206__GCF_000156215.1_00198
ERR1913155.71444__1.71444	33043__D5HHE4__ERS852445_02332
ERR1913155.71535__1.71535	39491__D6E408__EUBREC_1466
ERR1913155.71628__1.71628	165179__A0A3E5DX15__DXC61_00345
ERR1913155.71711__1.71711	46503__R6WVN9__HMPREF1078_01964
ERR1913155.71716__1.71716	820__A0A139K8N1__ERS852554_00951
ERR1913155.71747__1.71747	33043__D5HFA0__glfT2
ERR1913155.71778__1.71778	820__A7V470__HMPREF1072_02076
ERR1913155.71793__1.71793	39491__A0A395V5R3__EUBREC_1883
ERR1913155.71796__1.71796	338188__A0A173XK96__BACFIN_08439
ERR1913155.71839__1.71839	818__Q8AAE0__Btheta7330_02023
ERR1913155.71849__1.71849	28111__R5JPB6__NCTC11155_02514
ERR1913155.71898__1.71898	39488__R5G6A7__DXD91_05835
ERR1913155.71932__1.71932	28111__E5WUU3__HMPREF1016_00520
ERR1913155.71990__1.71990	28116__A0A078Q626__HMPREF1070_02735
ERR1913155.72100__1.72100	40518__A0A2N0UK36__RBATCC27255_01376
ERR1913155.72220__1.72220	820__A0A139K1Y6__DXB48_02610
ERR1913155.72234__1.72234	40518__R5DS37__DXD93_01965
ERR1913155.72309__1.72309	47678__R5UU99__C5Z00_11925
ERR1913155.72453__1.72453	47678__R5UT83__DW706_09750
ERR1913155.72606__1.72606	387661__A7AHF8__PRABACTJOHN_00803
ERR1913155.72643__1.72643	46503__R6Y449__ERS852463_00137
ERR1913155.72982__1.72982	1150298__R7JTH7__ERS852498_00177
ERR1913155.72986__1.72986	40518__R5DTJ1__DXD86_03635
ERR1913155.73039__1.73039	1796613__A0A3A9BZY7__A4V03_19925
ERR1913155.73146__1.73146	40518__R5DS23__DXD86_01715
ERR1913155.73165__1.73165	292800__G9YVG8__HMPREF0372_03533
