ERR1913249.568__1.568	1680__A0A374QDL4__LMG18897_0432
ERR1913249.71768__1.71768	817__A0A139T8G0__M114_1585
ERR1913249.71965__1.71965	1680__A7A7Z9__AAX71_05385
ERR1913249.71986__1.71986	1262869__R7CNN0__BN625_01419
ERR1913249.72172__1.72172	29361__B6FLM7__CLONEX_01049
ERR1913249.72283__1.72283	28117__B0MTV0__BHV66_06395
ERR1913249.72564__1.72564	1263006__R6MLL2__BN515_00946
ERR1913249.72750__1.72750	1550024__A0A0D8IVV4__ASJ35_03610
ERR1913249.73034__1.73034	239935__A0A139TQT9__Amuc_1197
ERR1913249.73087__1.73087	214856__A0A173W3Y5__ERS852559_02032
ERR1913249.73173__1.73173	1197717__A0A1B2I8J6__BED41_15005
ERR1913249.73363__1.73363	239935__A0A2N8IRH4__CXT92_05605
ERR1913249.73439__1.73439	817__A0A0E2SZL0__M100_0905
ERR1913249.73462__1.73462	572010__napA
ERR1913249.73685__1.73685	239935__A0A2N8I3G2__CXT89_00720
ERR1913249.73987__1.73987	239935__A0A2N8IRL2__CXU06_01170
ERR1913249.74087__1.74087	1550024__G9RPG8__TQ39_05515
ERR1913249.74544__1.74544	239935__A0A2N8HUU6__CXT90_06150
ERR1913249.74468__1.74468	239935__A0A139TPG3__CXT86_08810
ERR1913249.75085__1.75085	239935__A0A2N8I9P4__CXT85_05050
ERR1913249.75256__1.75256	239935__A0A2N8HPS5__Amuc_0950
ERR1913249.75316__1.75316	239935__A0A2N8HPS5__Amuc_0950
ERR1913249.75654__1.75654	239935__A0A2N8HB50__CXU17_02615
ERR1913249.75725__1.75725	216816__V6XY04__APK78_02285
ERR1913249.75798__1.75798	239935__A0A2N8HUU6__CXT90_06150
ERR1913249.75958__1.75958	823__A0A174WTX5__DD466_11965
ERR1913249.76084__1.76084	820__A0A1Q6IDS8__chtA
ERR1913249.76090__1.76090	239935__A0A2N8IEP3__CXT84_03735
ERR1913249.76350__1.76350	239935__A0A2N8I8X8__B5G29_00185
ERR1913249.76388__1.76388	239935__A0A2N8HL50__CXT98_09135
ERR1913249.76653__1.76653	28117__B0MWX3__BHV66_03010
ERR1913249.76793__1.76793	239935__A0A139TPG3__CXT86_08810
ERR1913249.77064__1.77064	328814__GCA_004558275.1_00007
ERR1913249.77461__1.77461	239935__A0A2N8HHB6__B5G29_11500
ERR1913249.77607__1.77607	328814__GCA_004558275.1_00293
ERR1913249.77626__1.77626	821__A0A174RA14__M099_1655
ERR1913249.78356__1.78356	74426__pta
ERR1913249.78457__1.78457	239935__A0A2N8HM32__CXT85_08075
ERR1913249.78720__1.78720	239935__A0A2N8HQR1__Amuc_0287
ERR1913249.79048__1.79048	239935__A0A2N8I1R3__CXU05_06075
ERR1913249.79169__1.79169	239935__A0A2N8IXN0__CXT95_01765
ERR1913249.79295__1.79295	214856__A0A174A257__ERS852447_01007
ERR1913249.79337__1.79337	328814__GCA_004558275.1_00043
ERR1913249.79568__1.79568	1501391__GCA_000786575.1_00037
ERR1913249.79642__1.79642	1550024__G9RT62__ASJ35_10800
ERR1913249.79770__1.79770	820__A0A174CG08__DXB62_13215
ERR1913249.80171__1.80171	239935__R6K0V8__CXT94_02055
ERR1913249.80709__1.80709	1680__A0A087DHN0__AL0462_1532
ERR1913249.81070__1.81070	1501391__GCA_000786575.1_00076
ERR1913249.81082__1.81082	1150298__A0A174LTU2__recX
ERR1913249.81293__1.81293	457421__C5ERC0__CBFG_04276
ERR1913249.81195__1.81195	239935__A0A2N8HBM4__CXT85_06270
ERR1913249.81312__1.81312	823__A0A355XKQ8__DHP27_04010
ERR1913249.81695__1.81695	239935__A0A2N8I3G2__CXT89_00720
ERR1913249.81703__1.81703	239935__A0A2N8HDT1__CXT94_05270
ERR1913249.81885__1.81885	239935__A0A2N8IMC3__CXT96_03840
ERR1913249.82008__1.82008	1150298__A0A174EBT8__ERS852406_01739
ERR1913249.81988__1.81988	214856__A0A175A6T5__ERS852447_02658
ERR1913249.82004__1.82004	239935__A0A139TPD4__CXT86_06450
ERR1913249.82042__1.82042	239935__R6JCH3__CXT95_08205
ERR1913249.82217__1.82217	216816__D6ZW33__azlC
ERR1913249.82362__1.82362	239935__A0A2N8IMD6__CXU03_05585
ERR1913249.82519__1.82519	1262869__R7CRN3__BN625_01760
ERR1913249.82656__1.82656	239935__A0A2N8HL50__CXT98_09135
ERR1913249.82724__1.82724	216816__D6ZXD1__APC1461_0104
ERR1913249.82821__1.82821	239935__A0A2N8HPS5__Amuc_0950
ERR1913249.83017__1.83017	1262869__R7CTE2__BN625_00321
ERR1913249.83040__1.83040	853__A0A3E2U7E6__ERS852582_01640
ERR1913249.83090__1.83090	239935__A0A139TPD4__CXT86_06450
ERR1913249.83309__1.83309	1262911__R6GHG8__BN557_01301
ERR1913249.83319__1.83319	216816__C5E9A6__mutT4
ERR1913249.83519__1.83519	572010__group_1550
ERR1913249.83954__1.83954	239935__A0A2N8HS88__CXU19_12255
ERR1913249.83986__1.83986	1628085__A0A2U1B477__C7386_12136
ERR1913249.84105__1.84105	817__R5RHL6__AC239_05800
ERR1913249.84565__1.84565	1501391__GCA_000786575.1_00103
ERR1913249.84661__1.84661	239935__R6J9Y2__CXT85_07000
ERR1913249.84932__1.84932	820__A0A174Q0F0__DXB48_08080
ERR1913249.85122__1.85122	28117__B0MY40__BHV66_05170
ERR1913249.85248__1.85248	1150298__A0A174HXS4__ERS852498_00503
ERR1913249.85640__1.85640	823__A0A174VBJ5__M091_5021
ERR1913249.85693__1.85693	239935__A0A2N8I9N0__CXT97_09915
ERR1913249.85921__1.85921	446660__GCA_003428235.1_01009
ERR1913249.85934__1.85934	239935__A0A2N8I9N0__CXT97_09915
ERR1913249.85996__1.85996	1262911__R6GKX4__BN557_01388
ERR1913249.86019__1.86019	239935__A0A2N8I3G2__CXT89_00720
ERR1913249.86185__1.86185	239935__A0A2N8IU14__ADH72_05655
ERR1913249.86308__1.86308	28117__B0MXW9__ALIPUT_01981
ERR1913249.86256__1.86256	40518__R5E6X5__sbcD
ERR1913249.86454__1.86454	35833__E5Y5X2__HMPREF0179_01585
ERR1913249.86498__1.86498	239935__A0A3F3K9J9__DEF40_00940
ERR1913249.86710__1.86710	28118__F9Z8J0__DF785_14955
ERR1913249.86672__1.86672	1262869__R7CTU1__BN625_00702
ERR1913249.87980__1.87980	817__D1JR15__M117_0303
ERR1913249.88306__1.88306	239935__A0A2N8IIB9__CXU04_01970
ERR1913249.88891__1.88891	1550024__G9RWE3__TQ39_04170
ERR1913249.89046__1.89046	1680__A0A173XYA2__B0703_0121
ERR1913249.89092__1.89092	1680__A0A3E4SB79__BAD_1517
ERR1913249.89145__1.89145	239935__A0A2N8IKW7__pstA
ERR1913249.89256__1.89256	817__Q64VX6__M085_5191
ERR1913249.89288__1.89288	1550024__A0A0W7TNX6__ASJ35_13710
ERR1913249.89870__1.89870	239935__R7DVL7__CXT93_01180
ERR1913249.89880__1.89880	1550024__G9RX76__ASJ35_12355
ERR1913249.90009__1.90009	1262911__R6H212__BN557_01031
ERR1913249.90097__1.90097	820__A0A374QGD2__ERS852421_02382
ERR1913249.90265__1.90265	333367__C0DBP7__CLOSTASPAR_06704
ERR1913249.90339__1.90339	1550024__G9RWG1__ASJ35_03770
ERR1913249.90435__1.90435	1680__A0A174BEE7__BSTER_1311
ERR1913249.90504__1.90504	1262911__R6GMZ7__BN557_01741
ERR1913249.90836__1.90836	239935__A0A2N8IYM5__CXT84_05130
ERR1913249.90933__1.90933	216816__A0A087BBV6__BFS26_06210
ERR1913249.91168__1.91168	820__A0A139KEW8__DXB64_06405
ERR1913249.91302__1.91302	239935__A0A139TMY7__CXU13_02020
ERR1913249.91570__1.91570	239935__A0A2N8IMD6__CXU03_05585
ERR1913249.91645__1.91645	239935__A0A2N8I365__CXU20_11690
ERR1913249.91755__1.91755	328814__GCA_004558275.1_00069
ERR1913249.91889__1.91889	817__Q64N43__HMPREF1205_01348
ERR1913249.92164__1.92164	239935__A0A139TPG3__CXT86_08810
ERR1913249.92192__1.92192	820__A0A3E4VZF8__C801_00319
ERR1913249.92326__1.92326	239935__A0A2N8I791__CXT99_09415
ERR1913249.92354__1.92354	106588__A6P303__BACCAP_04887
ERR1913249.92498__1.92498	40518__R5E1X3__clcA
ERR1913249.92666__1.92666	33043__A0A173WPI1__ERS852400_02100
ERR1913249.92677__1.92677	1680__A0A087DLC6__C8077_00815
ERR1913249.92830__1.92830	239935__A0A2N8IRW0__A4V05_11620
ERR1913249.92848__1.92848	1263000__R5EXT3__BN466_02213
ERR1913249.93016__1.93016	1550024__G9RWC0__ASJ35_03560
ERR1913249.93351__1.93351	817__R5RHL6__AC239_05800
ERR1913249.93430__1.93430	1550024__A0A0D8IZK5__TQ39_07980
ERR1913249.93563__1.93563	820__A0A174CK74__DXB48_07060
ERR1913249.93666__1.93666	384638__B7APR1__BACPEC_00667
ERR1913249.93782__1.93782	239935__R6JFR5__CXT84_04850
ERR1913249.93877__1.93877	818__A0A0P0F2P7__BT_1771
ERR1913249.93990__1.93990	239935__A0A139TMG9__CXU07_10650
ERR1913249.94450__1.94450	1262911__R6H1D2__BN557_00855
ERR1913249.94501__1.94501	216816__A0A0S2MI06__pepV
ERR1913249.94517__1.94517	239935__A0A2N8HPS5__Amuc_0950
ERR1913249.95044__1.95044	853__A0A3E2U7E6__ERS852582_01640
ERR1913249.95103__1.95103	1550024__G9RT62__ASJ35_10800
ERR1913249.95339__1.95339	1262911__R6GI18__BN557_01377
ERR1913249.95428__1.95428	239935__A0A2N8HMQ8__pgsA
ERR1913249.95662__1.95662	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913249.95748__1.95748	630129__A0A087B617__BKAS_1320
ERR1913249.95938__1.95938	1105031__J1H3W2__HMPREF1141_2783
ERR1913249.95900__1.95900	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913249.95984__1.95984	239935__A0A139TQT9__Amuc_1197
ERR1913249.96140__1.96140	1262869__R7CRY6__BN625_00452
ERR1913249.96201__1.96201	239935__A0A2N8ILG3__CXT93_10135
ERR1913249.96406__1.96406	817__A0A0I9S4K8__AC141_04970
ERR1913249.96535__1.96535	239935__A0A2N8ILG3__CXT93_10135
ERR1913249.96502__1.96502	239935__A0A139TQT9__Amuc_1197
ERR1913249.96602__1.96602	1262911__R6GK39__BN557_01755
ERR1913249.96575__1.96575	28117__B0N007__BHV66_10275
ERR1913249.96937__1.96937	630129__S2ZXU6__BKAS_1980
ERR1913249.97029__1.97029	1550024__G9RPP6__ASJ35_08860
ERR1913249.97080__1.97080	239935__A0A2N8I7W6__CXT90_04245
ERR1913249.97180__1.97180	239935__A0A2N8IMD6__CXU03_05585
ERR1913249.97337__1.97337	239935__R7DVL7__CXT93_01180
ERR1913249.97424__1.97424	239935__A0A2N8HAQ1__DEF40_05290
ERR1913249.97695__1.97695	328814__GCA_004558275.1_01743
ERR1913249.97713__1.97713	239935__R6J5N6__CXT99_10770
ERR1913249.97828__1.97828	853__A0A174C5M1__CGS58_04460
ERR1913249.97864__1.97864	1262911__R6H2J2__BN557_01228
ERR1913249.98036__1.98036	239935__A0A2N8IRL2__CXU06_01170
ERR1913249.98262__1.98262	216816__D6ZWI5__B5781_1661
ERR1913249.98398__1.98398	239935__A0A2N8HSC0__CXU06_05505
ERR1913249.98453__1.98453	46228__B5CTE5__HMPREF1202_00334
ERR1913249.98611__1.98611	239935__A0A2N8I3G2__CXT89_00720
ERR1913249.99019__1.99019	35833__E5Y5K9__HMPREF0179_01472
ERR1913249.99137__1.99137	1262992__R5DCM8__BN795_01561
ERR1913249.99150__1.99150	216816__Q8G585__APC1473_0508
ERR1913249.99263__1.99263	387090__S0F7Y3__BACCOPRO_02028
ERR1913249.99397__1.99397	1262911__R6GY22__BN557_00023
ERR1913249.99443__1.99443	1262869__R7CUK0__BN625_00521
ERR1913249.99562__1.99562	239935__B2URG9__CXU00_11290
ERR1913249.99601__1.99601	357276__B6VUQ5__B5F00_10940
ERR1913249.99862__1.99862	1550024__A0A0D8IY61__ASJ35_05690
ERR1913249.100197__1.100197	239935__R6JAS2__CXU02_10725
ERR1913249.100422__1.100422	1550024__G9RPP6__ASJ35_08860
ERR1913249.100469__1.100469	1150298__A0A174DX06__ERS852498_00491
ERR1913249.100809__1.100809	1297617__A0A2U1BAW7__C7373_1223
ERR1913249.101289__1.101289	1550024__G9RNN4__ASJ35_08335
ERR1913249.101251__1.101251	357276__I8WPR6__EL88_06675
ERR1913249.101562__1.101562	853__E2ZGD9__C7J97_11715
ERR1913249.102087__1.102087	820__A0A174Q0F0__DXB48_08080
ERR1913249.102168__1.102168	414970__GeneID:5204371
ERR1913249.102330__1.102330	239935__A0A2N8IXN0__CXT95_01765
ERR1913249.102499__1.102499	239935__A0A2N8IRH4__CXT92_05605
ERR1913249.102549__1.102549	745368__A0A1T4XUK3__SAMN02745178_02339
ERR1913249.102849__1.102849	817__A0A395WHI5__M113_3549
ERR1913249.102787__1.102787	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913249.103196__1.103196	33043__A0A174ADZ1__dcuS_1
ERR1913249.103366__1.103366	239935__A0A2N8I375__menA
ERR1913249.103270__1.103270	239935__A0A2N8INK7__Amuc_0521
ERR1913249.103271__1.103271	1680__R5GZF2__DXC60_01925
ERR1913249.103433__1.103433	216816__Q8G585__APC1473_0508
ERR1913249.103565__1.103565	216816__B3DRU6__DPC6323_0992
ERR1913249.103627__1.103627	239935__A0A2N8IVR0__CXT87_07115
ERR1913249.103733__1.103733	239935__A0A2N8IMD6__CXU03_05585
ERR1913249.103898__1.103898	328814__GCA_004558275.1_01743
ERR1913249.103958__1.103958	239935__A0A2N8HL50__CXT98_09135
ERR1913249.104040__1.104040	1150298__A0A174M5S6__ERS852498_01656
ERR1913249.104133__1.104133	47678__R5U6J0__ERS852558_00310
ERR1913249.104503__1.104503	820__A0A174M9V5__M093_0237
ERR1913249.104632__1.104632	239935__A0A2N8HUU6__CXT90_06150
ERR1913249.104672__1.104672	239935__R6JD78__CXU05_09250
ERR1913249.104689__1.104689	239935__A0A2N8IHY1__CXU06_00035
ERR1913249.105044__1.105044	1150298__R7JRK4__ERS852406_01648
ERR1913249.105089__1.105089	1550024__G9RXI8__TQ39_11495
ERR1913249.105370__1.105370	820__A0A174A6K0__M093_0079
ERR1913249.105697__1.105697	556259__E5CDQ6__BSGG_3921
ERR1913249.105879__1.105879	1262911__R6GT99__BN557_01335
ERR1913249.105972__1.105972	357276__I9FTR0__HMPREF1065_02861
ERR1913249.105973__1.105973	216816__B7GPH6__DXC74_08225
ERR1913249.106209__1.106209	239935__A0A2N8HT44__CXT84_11035
ERR1913249.106251__1.106251	239935__R6JWJ7__CXT94_02580
ERR1913249.106411__1.106411	1680__A0A0C2YPV2__AL0462_1474
ERR1913249.106536__1.106536	410072__A0A3E4GT65__ERS852574_02325
ERR1913249.106561__1.106561	1550024__G9RWG1__ASJ35_03770
ERR1913249.106697__1.106697	239935__A0A2N8HEH9__CXU07_11710
ERR1913249.106962__1.106962	1262911__R6H2J2__BN557_01228
ERR1913249.107067__1.107067	28117__B0MXG8__ALIPUT_01814
ERR1913249.107298__1.107298	1550024__A0A0D8J1R1__ASJ35_08490
ERR1913249.107490__1.107490	239935__A0A2N8HT44__CXT84_11035
ERR1913249.107534__1.107534	1262869__R7CM75__BN625_00831
ERR1913249.107818__1.107818	208479__A0A3E2UT50__HMPREF1097_01606
ERR1913249.108218__1.108218	214856__A0A174A1J3__ERS852447_01000
ERR1913249.108372__1.108372	239935__A0A2N8HT18__CXT93_06135
ERR1913249.108525__1.108525	328814__GCA_004558275.1_00289
ERR1913249.108644__1.108644	1550024__A0A3B9WFC7__ASJ35_09200
ERR1913249.108731__1.108731	239935__R7E524__CXT91_06180
ERR1913249.108926__1.108926	214856__R6YC22__ERS852447_01215
ERR1913249.109185__1.109185	239935__R6J4Y4__CXU17_09810
ERR1913249.109195__1.109195	239935__A0A2N8HEH9__CXU07_11710
ERR1913249.109403__1.109403	239935__A0A2N8IJI1__B5G29_04615
ERR1913249.109737__1.109737	239935__A0A3F3K985__CXT98_05805
ERR1913249.109712__1.109712	1680__R5GSL8__DXD60_03315
ERR1913249.109903__1.109903	116085__D4J7J1__DW747_10195
ERR1913249.110534__1.110534	1262911__R6GZX7__BN557_00838
ERR1913249.110740__1.110740	239935__A0A2N8HL14__CXT98_09285
ERR1913249.111403__1.111403	239935__A0A2N8HTZ8__CXU09_01270
ERR1913249.111540__1.111540	239935__A0A2N8J1K0__CXT97_05765
ERR1913249.112110__1.112110	239935__A0A2N8J2P6__ADH72_06730
ERR1913249.112800__1.112800	239935__A0A2N8HT18__CXT93_06135
ERR1913249.112851__1.112851	1550024__G9RW08__ASJ35_03155
ERR1913249.113251__1.113251	384638__B7APR1__BACPEC_00667
ERR1913249.113265__1.113265	239935__R7DVL7__CXT93_01180
ERR1913249.113469__1.113469	28117__R7JIJ8__BHV66_01635
ERR1913249.113452__1.113452	28117__B0MT73__ALIPUT_00412
ERR1913249.113799__1.113799	239935__A0A139TPG3__CXT86_08810
ERR1913249.113972__1.113972	328814__GCA_004558275.1_00036
ERR1913249.114299__1.114299	1965660__A0A1Y3SSG6__B5G34_01735
ERR1913249.114607__1.114607	1262911__R6H2B5__BN557_01151
ERR1913249.114797__1.114797	1262869__R7CP96__BN625_01193
ERR1913249.114800__1.114800	28117__B0MY40__BHV66_05170
ERR1913249.115086__1.115086	1263000__R5EXT3__BN466_02213
ERR1913249.115248__1.115248	1550024__A0A0D8IYB1__TQ39_12130
ERR1913249.115281__1.115281	74426__pdxS
ERR1913249.115479__1.115479	1297617__A0A2U1BD74__C7373_11416
ERR1913249.115553__1.115553	1262911__R6GPC5__BN557_00852
ERR1913249.116039__1.116039	39485__A0A174YVB5__lyc
ERR1913249.116018__1.116018	33043__D5HJ93__ERS852445_01985
ERR1913249.116131__1.116131	239935__A0A2N8IUW6__Amuc_1525
ERR1913249.116215__1.116215	239935__A0A139TPG3__CXT86_08810
ERR1913249.116228__1.116228	1680__A0A087DLC6__C8077_00815
ERR1913249.116396__1.116396	28117__B0MXG8__ALIPUT_01814
ERR1913249.116494__1.116494	239935__A0A2N8I3G2__CXT89_00720
ERR1913249.116732__1.116732	820__A0A174GYA8__DXB64_07370
ERR1913249.116779__1.116779	1550024__A0A0W7TSP5__ASJ35_06140
ERR1913249.117297__1.117297	1147152__GeneID:14182017
ERR1913249.117485__1.117485	239935__A0A2N8I1R3__CXU05_06075
ERR1913249.117642__1.117642	28117__B0MXU6__ALIPUT_01958
ERR1913249.117666__1.117666	28117__R7JR95__ALIPUT_01367
ERR1913249.117778__1.117778	357276__A0A076IS73__GV66_00410
ERR1913249.117939__1.117939	28117__B0MY34__BHV66_05195
ERR1913249.118437__1.118437	39496__A5Z5I2__EUBVEN_00963
ERR1913249.118513__1.118513	820__A0A3E4RUC4__DHU98_02635
ERR1913249.118528__1.118528	239935__A0A2N8I9P4__CXT85_05050
ERR1913249.118586__1.118586	1262911__R6GPC5__BN557_00852
ERR1913249.118740__1.118740	239935__R6IZT7__CXU18_11710
ERR1913249.118770__1.118770	239935__A0A2N8I365__CXU20_11690
ERR1913249.118856__1.118856	820__A0A396EXA7__DXB37_15530
ERR1913249.118914__1.118914	239935__A0A139TPU7__CXT91_06575
ERR1913249.119133__1.119133	239935__A0A2N8HT68__ADH72_00510
ERR1913249.119493__1.119493	1681__A0A0H2PGZ6__DXD34_05075
ERR1913249.119584__1.119584	33043__A0A173WU55__ganB_2
ERR1913249.119759__1.119759	820__A7V8C2__ERS852554_01338
ERR1913249.119953__1.119953	239935__A0A139TVJ4__CXT86_02020
ERR1913249.120039__1.120039	1262911__R6GZX7__BN557_00838
ERR1913249.120180__1.120180	214856__R5UN64__ERS852447_02669
ERR1913249.120262__1.120262	239935__A0A2N8HT68__ADH72_00510
ERR1913249.120295__1.120295	239935__A0A2N8IKW7__pstA
ERR1913249.120587__1.120587	630129__S2ZXU6__BKAS_1980
ERR1913249.121200__1.121200	216816__D6DD25__APC1482_1109
ERR1913249.121290__1.121290	1550024__A0A0D8J0K7__TQ39_06245
ERR1913249.121293__1.121293	853__A0A2A7B1Y7__C7K05_11930
ERR1913249.121542__1.121542	239935__A0A2N8J1K0__CXT97_05765
ERR1913249.121835__1.121835	239935__A0A139TQT9__Amuc_1197
ERR1913249.122005__1.122005	1550024__A0A0D8IZ03__ASJ35_10695
ERR1913249.122166__1.122166	216816__A0A2N0SME6__BLIF_1881
ERR1913249.122199__1.122199	1680__A0A374QDL4__LMG18897_0432
ERR1913249.122674__1.122674	239935__A0A2N8IUU3__CXU18_08060
ERR1913249.122931__1.122931	1550024__A0A3B9WIA4__TQ39_14495
ERR1913249.123019__1.123019	328814__GCA_004558275.1_00007
ERR1913249.123120__1.123120	357276__B6VT86__IY41_22515
ERR1913249.123251__1.123251	1550024__G9RWE3__TQ39_04170
ERR1913249.123259__1.123259	28117__B0MTV5__BHV66_06415
ERR1913249.123405__1.123405	1150298__A0A174DX06__ERS852498_00491
ERR1913249.123841__1.123841	1550024__G9RXH7__TQ39_11565
ERR1913249.124240__1.124240	1550024__G9RX51__TQ39_04720
ERR1913249.124846__1.124846	239935__R6JD78__CXU05_09250
ERR1913249.124982__1.124982	239935__R6JAS2__CXU02_10725
ERR1913249.125190__1.125190	1262911__R6GUE9__BN557_01306
ERR1913249.125417__1.125417	1150298__A0A174HDJ7__ERS852535_00590
ERR1913249.125751__1.125751	1262911__R6GLA5__BN557_01456
ERR1913249.125725__1.125725	1197717__A0A1B2I7W2__BED41_13745
ERR1913249.125730__1.125730	40518__R5DLU0__fmt
ERR1913249.125892__1.125892	216816__D6DCL7__BFS26_02835
ERR1913249.126169__1.126169	239935__A0A2N8J1K0__CXT97_05765
ERR1913249.126178__1.126178	28117__R7JIY2__BHV66_06465
ERR1913249.126407__1.126407	817__Q64N43__HMPREF1205_01348
ERR1913249.126468__1.126468	239935__A0A2N8HW65__CXU09_08515
ERR1913249.126515__1.126515	1150298__R7JNU0__nagK
ERR1913249.126549__1.126549	239935__A0A2N8ITX2__CXT86_11265
ERR1913249.126571__1.126571	1550024__A0A0D8J0K7__TQ39_06245
ERR1913249.126622__1.126622	239935__A0A2N8IUQ8__CXU09_01665
ERR1913249.126684__1.126684	239935__R6J5N6__CXT99_10770
ERR1913249.126686__1.126686	1263006__R6LRF6__BN515_00540
ERR1913249.126863__1.126863	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913249.126889__1.126889	214856__R6Y2Y4__ERS852447_01086
ERR1913249.126972__1.126972	239935__A0A2N8I3G2__CXT89_00720
ERR1913249.127111__1.127111	239935__A0A2N8I3G2__CXT89_00720
ERR1913249.127290__1.127290	28118__R6FGR0__dapF
ERR1913249.127777__1.127777	1680__A0A1V8QAM8__BIFADO_02272
ERR1913249.127781__1.127781	40518__R5E4V5__RBL263_01242
ERR1913249.127804__1.127804	28117__B0MYW7__ALIPUT_02336
ERR1913249.127910__1.127910	28117__R7JJM9__ALIPUT_00662
ERR1913249.127930__1.127930	1681__A0A0H2PRA3__DXC55_01735
ERR1913249.127985__1.127985	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913249.128136__1.128136	28117__B0MWP2__ALIPUT_01468
ERR1913249.128242__1.128242	853__A0A2A6Z8X1__FPR_03410
ERR1913249.128335__1.128335	239935__A0A2N8IVR0__CXT87_07115
ERR1913249.128572__1.128572	239935__A0A2N8IL82__CXU02_11740
ERR1913249.128660__1.128660	1501391__GCA_000786575.1_00149
ERR1913249.128774__1.128774	853__A8SGX8__C4N21_08625
ERR1913249.128780__1.128780	820__A7V9F9__B5G17_14640
ERR1913249.129538__1.129538	239935__A0A2N8I9P4__CXT85_05050
ERR1913249.129495__1.129495	1150298__R7JTG8__smf
ERR1913249.129662__1.129662	74426__rpoC
ERR1913249.129842__1.129842	239935__A0A139TVJ4__CXT86_02020
ERR1913249.129786__1.129786	1262911__R6H0J9__BN557_01024
ERR1913249.130003__1.130003	239935__A0A2N8IU14__ADH72_05655
ERR1913249.129971__1.129971	33043__A0A173ZXG0__ERS852400_00169
ERR1913249.130038__1.130038	1681__E4V837__BBNG_00326
ERR1913249.130048__1.130048	1680__A0A0B5BIU5__BSTER_0145
ERR1913249.130187__1.130187	239935__A0A3F3K9J9__DEF40_00940
ERR1913249.130152__1.130152	1262911__R6H0J9__BN557_01024
ERR1913249.130205__1.130205	630129__A0A087B617__BKAS_1320
ERR1913249.130227__1.130227	1550024__A0A0D8IVV4__ASJ35_03610
ERR1913249.130450__1.130450	239935__A0A2N8ILG3__CXT93_10135
ERR1913249.130603__1.130603	239935__A0A2N8HSC0__CXU06_05505
ERR1913249.131226__1.131226	29361__B6FKH5__CLONEX_00621
ERR1913249.131340__1.131340	218139__GCA_002259595.1_01322
ERR1913249.131500__1.131500	239935__A0A2N8I3G2__CXT89_00720
ERR1913249.131514__1.131514	239935__A0A2N8HQR1__Amuc_0287
ERR1913249.131673__1.131673	239935__A0A2N8IEP3__CXT84_03735
ERR1913249.132728__1.132728	1150298__A0A174HB98__ERS852406_02617
ERR1913249.132649__1.132649	239935__A0A2N8HTZ8__CXU09_01270
ERR1913249.132657__1.132657	823__A0A174U5E4__BDI_3390
ERR1913249.132909__1.132909	1197717__A0A1B2I0Z3__BED41_00065
ERR1913249.132943__1.132943	562__P23837__phoQ
ERR1913249.133241__1.133241	1262911__R6GTA5__BN557_01337
ERR1913249.133347__1.133347	1680__R5GR82__AD0028_0014
ERR1913249.133618__1.133618	1550024__G9RTD6__TQ39_10825
ERR1913249.133637__1.133637	1550024__G9RTD6__TQ39_10825
ERR1913249.133773__1.133773	853__A0A173T0Y8__CGS54_07215
ERR1913249.134143__1.134143	1501391__GCA_000786575.1_00051
ERR1913249.134778__1.134778	817__A0A015NVK9__HMPREF1204_01972
ERR1913249.134953__1.134953	239935__R6J5N6__CXT99_10770
ERR1913249.135056__1.135056	28052__R7NAP6__ERS852499_01969
ERR1913249.135267__1.135267	239935__A0A2N8HTZ8__CXU09_01270
ERR1913249.135286__1.135286	239935__B2UPZ6__CXU03_03800
ERR1913249.135307__1.135307	1262911__R6GTN3__BN557_01365
ERR1913249.135321__1.135321	820__A0A174CG08__DXB62_13215
ERR1913249.135695__1.135695	28117__R7JIJ8__BHV66_01635
ERR1913249.136199__1.136199	239935__A0A2N8HMQ8__pgsA
ERR1913249.136653__1.136653	1680__A0A174BEE7__BSTER_1311
ERR1913249.136699__1.136699	821__A0A0P0M5Z6__BVU_0429
ERR1913249.136804__1.136804	239935__R7DVL7__CXT93_01180
ERR1913249.136906__1.136906	328814__GCA_004558275.1_00035
ERR1913249.137104__1.137104	239935__A0A2N8I791__CXT99_09415
ERR1913249.137114__1.137114	1680__A0A087CWH8__ERS852382_00646
ERR1913249.137634__1.137634	1550024__A0A0W7TT94__TQ39_11150
ERR1913249.137976__1.137976	28117__B0MTV0__BHV66_06395
ERR1913249.137986__1.137986	239935__R6JAS2__CXU02_10725
ERR1913249.138015__1.138015	1262869__R7CKB6__BN625_00834
