ERR1913168.436__1.436	360807__A0A0M6WZJ4__ERS852392_03439
ERR1913168.74188__1.74188	329854__A0A3E4KPG4__DXD27_21195
ERR1913168.74295__1.74295	371601__A0A1C7H6N4__SAMN05216250_10764
ERR1913168.74347__1.74347	329854__R7E733__DXD57_00120
ERR1913168.74488__1.74488	821__A0A396F9T7__M097_3427
ERR1913168.74570__1.74570	1262783__R6DMF3__BN558_00215
ERR1913168.74642__1.74642	1160721__W0U5X6__RBI_I01796
ERR1913168.75498__1.75498	33038__A0A2N5PSD8__CDL23_06920
ERR1913168.75521__1.75521	301302__A0A173QV75__M72_03601
ERR1913168.75556__1.75556	28117__B0MY40__BHV66_05170
ERR1913168.75940__1.75940	29361__B6FTW8__CLONEX_03596
ERR1913168.75959__1.75959	301301__A0A395VD41__RHOM_11540
ERR1913168.76032__1.76032	39485__C4Z6K2__ERS852490_00407
ERR1913168.76145__1.76145	28117__B0N007__BHV66_10275
ERR1913168.76243__1.76243	39485__C4Z069__EUBELI_00981
ERR1913168.76797__1.76797	817__Q64U85__M125_2680
ERR1913168.76952__1.76952	40519__U2MCQ8__RUMCAL_00556
ERR1913168.76983__1.76983	360807__A0A173V2S2__phoR_7
ERR1913168.76913__1.76913	165179__A0A3E5DN34__DXC61_07865
ERR1913168.77070__1.77070	33038__A0A3E4K4Y5__CDL20_06020
ERR1913168.77029__1.77029	28052__A0A174HUY2__ERS852451_01601
ERR1913168.77199__1.77199	39485__A0A174YQX9__ERS852490_00864
ERR1913168.77306__1.77306	626933__H1DGX0__HMPREF9449_01506
ERR1913168.77432__1.77432	387090__S0F7Y3__BACCOPRO_02028
ERR1913168.77396__1.77396	329854__R7E6E5__DXK01_14405
ERR1913168.77644__1.77644	40518__R5DU28__DXD86_07960
ERR1913168.77811__1.77811	1262989__R6ZAH8__BN815_00636
ERR1913168.77928__1.77928	487174__K0XDI7__DIT83_12065
ERR1913168.77941__1.77941	28116__A0A3A9HTT7__BACOVA_05446
ERR1913168.78109__1.78109	28116__A0A078Q1V5__SAMN05444282_12168
ERR1913168.78223__1.78223	214856__A0A174H3U9__ERS852559_00612
ERR1913168.78419__1.78419	360807__C0FQL8__tipA
ERR1913168.78491__1.78491	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.78722__1.78722	328814__GCA_004558275.1_01393
ERR1913168.78808__1.78808	329854__R5MA67__DXD27_19320
ERR1913168.78862__1.78862	33038__A0A2N5PQU6__RUMGNA_01940
ERR1913168.78933__1.78933	821__R6F3Y1__SAMN04487923_104318
ERR1913168.79104__1.79104	239935__A0A2N8IMD6__CXU03_05585
ERR1913168.79570__1.79570	1297617__A0A0S2W8I4__BIV19_10735
ERR1913168.79574__1.79574	39491__A0A395ZGE4__ERS852497_01269
ERR1913168.79654__1.79654	357276__A0A076IIL0__EL88_03065
ERR1913168.79734__1.79734	823__A0A355XKQ8__DHP27_04010
ERR1913168.79899__1.79899	1897011__A0A1Q6RCW9__BHW41_06050
ERR1913168.79938__1.79938	239935__A0A2N8IMC9__CXU09_02095
ERR1913168.80687__1.80687	1263000__R5ESM1__BN466_01440
ERR1913168.80692__1.80692	1262986__D9Y8M4__BN492_01202
ERR1913168.80708__1.80708	39485__A0A174Z7G5__EUBELI_01168
ERR1913168.80979__1.80979	33038__A0A2N5PJY4__C5Y99_04415
ERR1913168.81194__1.81194	165179__D1PGU8__PREVCOP_06463
ERR1913168.81646__1.81646	1263000__R5EM82__BN466_00016
ERR1913168.81670__1.81670	328814__GCA_004558275.1_00007
ERR1913168.81782__1.81782	329854__B3CIE6__DXD27_22690
ERR1913168.81865__1.81865	1262824__R6RN09__BN719_01315
ERR1913168.82072__1.82072	165179__A0A3E5E189__PREVCOP_06699
ERR1913168.82175__1.82175	165179__R6C330__DXC61_04975
ERR1913168.82219__1.82219	35833__E5Y1H2__HMPREF0179_00031
ERR1913168.82310__1.82310	106588__A6NTU8__BACCAP_01627
ERR1913168.82426__1.82426	39485__C4Z1Y9__EUBELI_00143
ERR1913168.82599__1.82599	301301__A0A395V9P9__ERS852391_00747
ERR1913168.82725__1.82725	1262824__R6RSR4__BN719_00786
ERR1913168.83127__1.83127	165179__D1PGU8__PREVCOP_06463
ERR1913168.83141__1.83141	165179__R6XLJ7__CFT61_06250
ERR1913168.83705__1.83705	33038__A7B614__CDL24_02540
ERR1913168.83831__1.83831	458033__GCA_001482755.1_02203
ERR1913168.83810__1.83810	301301__G2T455__RHOM_11960
ERR1913168.83950__1.83950	821__A0A3E4WAR6__DXD64_10735
ERR1913168.84053__1.84053	1160721__R6T617__truA
ERR1913168.84254__1.84254	328814__GCA_004558275.1_00293
ERR1913168.84178__1.84178	165179__A0A3E5EDV6__DXC61_03365
ERR1913168.84204__1.84204	39492__D4JV70__EUBSIR_01253
ERR1913168.84265__1.84265	820__A0A174GYA8__DXB64_07370
ERR1913168.84268__1.84268	165179__D1PES9__DXB80_11585
ERR1913168.84904__1.84904	1160721__W0U3K9__BHW50_11040
ERR1913168.85029__1.85029	328814__GCA_004558275.1_00035
ERR1913168.85043__1.85043	820__A0A3E4VXP2__yesR
ERR1913168.85286__1.85286	292800__A0A174B4M5__ERS852544_02169
ERR1913168.85858__1.85858	33038__A0A2N5NNJ7__CDL26_12635
ERR1913168.85952__1.85952	328814__GCA_004558275.1_00069
ERR1913168.85929__1.85929	329854__R5LZA7__DXD27_20570
ERR1913168.85934__1.85934	357276__B6W1J2__BACDOR_03380
ERR1913168.86246__1.86246	39485__R5ZNG4__yerB
ERR1913168.86475__1.86475	39485__C4Z6F3__EUBELI_20400
ERR1913168.86579__1.86579	39492__R6SA81__EUBSIR_00402
ERR1913168.86735__1.86735	33038__A0A3E4K4Y5__CDL20_06020
ERR1913168.86928__1.86928	487174__K0X3U2__DIT83_02455
ERR1913168.87258__1.87258	239935__R6JD78__CXU05_09250
ERR1913168.87272__1.87272	487174__K0X4Y9__DDY40_09115
ERR1913168.87344__1.87344	823__A0A174XJM9__CEQ22_007230
ERR1913168.87475__1.87475	1262911__R6H212__BN557_01031
ERR1913168.87559__1.87559	301301__A0A395VG30__RHOM_05975
ERR1913168.87638__1.87638	292800__A0A1C7FN63__ERS852544_00989
ERR1913168.87698__1.87698	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.87822__1.87822	1262911__R6H2J2__BN557_01228
ERR1913168.88123__1.88123	371601__F7M2I3__BN890_54420
ERR1913168.88157__1.88157	360807__C0FYL6__ROSEINA2194_03855
ERR1913168.88386__1.88386	360807__C0FPW0__ROSEINA2194_00763
ERR1913168.88576__1.88576	28052__A0A174J1L8__ERS852451_00926
ERR1913168.88688__1.88688	821__A0A173WG51__BVU_2549
ERR1913168.88928__1.88928	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.88929__1.88929	821__A6L0C7__ERS852556_03520
ERR1913168.89501__1.89501	357276__A0A076ISJ4__B5F95_19420
ERR1913168.89529__1.89529	329854__R5M2W2__DXD57_07845
ERR1913168.90005__1.90005	1262743__R5C054__BN727_01980
ERR1913168.89949__1.89949	33038__F7K1D5__CDL23_09565
ERR1913168.90235__1.90235	1262988__R7N3R7__BN816_01427
ERR1913168.90313__1.90313	28052__R7N9D0__yhaP
ERR1913168.90357__1.90357	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.90438__1.90438	301301__A0A395VAV2__RHOM_03775
ERR1913168.90850__1.90850	165179__A0A174UTZ7__DXC61_06705
ERR1913168.90856__1.90856	33038__A0A3E4K696__HMPREF1201_01836
ERR1913168.91035__1.91035	28117__B0MWC6__BHV66_00965
ERR1913168.91199__1.91199	33038__A0A396G387__HMPREF1201_01180
ERR1913168.91389__1.91389	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.91657__1.91657	239935__R7DVL7__CXT93_01180
ERR1913168.91847__1.91847	291645__I8WZT8__HMPREF1068_04327
ERR1913168.92057__1.92057	33038__A0A2N5P4D9__ERS852409_00051
ERR1913168.92413__1.92413	1263000__R5EUG9__BN466_01476
ERR1913168.92496__1.92496	2292352__A0A374UMQ2__DXC23_07970
ERR1913168.92593__1.92593	360807__A0A396ACQ8__ROSEINA2194_00690
ERR1913168.92740__1.92740	28117__R7JIJ8__BHV66_01635
ERR1913168.92773__1.92773	28117__B0MWC6__BHV66_00965
ERR1913168.92760__1.92760	821__A0A174NM17__lacZ_6
ERR1913168.93548__1.93548	88431__A0A174MYZ5__ycjP_7
ERR1913168.93580__1.93580	458033__GCA_001482755.1_02203
ERR1913168.93655__1.93655	1263107__GCA_000436995.1_00177
ERR1913168.93770__1.93770	371601__F7LA63__HMPREF1074_04288
ERR1913168.93933__1.93933	33038__A7AZH0__HMPREF1201_02167
ERR1913168.93956__1.93956	821__A0A174NM17__lacZ_6
ERR1913168.94204__1.94204	165179__D1PHC0__PREVCOP_06640
ERR1913168.94271__1.94271	562__P26458__cydB
ERR1913168.94273__1.94273	33038__F7JTF2__CDL22_02335
ERR1913168.94307__1.94307	39485__A0A174ZPJ9__tig_2
ERR1913168.94988__1.94988	487174__K0WV13__DIT83_10890
ERR1913168.95051__1.95051	562__P0ABR8__antA
ERR1913168.95301__1.95301	821__A0A396F598__CUU_3259
ERR1913168.95470__1.95470	39485__A0A174ZKZ4__spoIIQ_1
ERR1913168.95700__1.95700	39491__A0A396FMT0__EUBREC_3020
ERR1913168.95731__1.95731	28117__B0MUR5__BHV66_03900
ERR1913168.95756__1.95756	328814__GCA_004558275.1_00018
ERR1913168.96114__1.96114	301301__A0A395V9P9__ERS852391_00747
ERR1913168.96237__1.96237	821__A0A174T998__DXB82_10860
ERR1913168.96445__1.96445	487175__R5E147__HMPREF9439_02494
ERR1913168.96544__1.96544	371601__R6JE01__SAMN05216250_10396
ERR1913168.96573__1.96573	28052__A0A174GR15__mcp3_1
ERR1913168.96727__1.96727	552398__F4XCR9__HMPREF0866_01636
ERR1913168.96891__1.96891	33038__A0A2N5NWR8__CDL18_14140
ERR1913168.96941__1.96941	821__E5UY21__C800_02204
ERR1913168.97046__1.97046	562__A0A376L0A6__CQA14_19985
ERR1913168.97096__1.97096	214856__R6XUN2__rcsC_1
ERR1913168.97104__1.97104	820__A0A139K0J1__HMPREF2141_03205
ERR1913168.97370__1.97370	39485__C4Z6E8__EUBELI_20395
ERR1913168.97378__1.97378	33038__A0A2N5NRJ3__CDL20_13245
ERR1913168.97473__1.97473	328814__GCA_004558275.1_00294
ERR1913168.97468__1.97468	246787__R6LGA6__tmoS_11
ERR1913168.97515__1.97515	28052__A0A174K6D6__ERS852451_01708
ERR1913168.97882__1.97882	487174__R5F016__DDY40_05675
ERR1913168.97840__1.97840	28052__R7NEG2__yihY
ERR1913168.97842__1.97842	371601__D6D1F8__BN891_3980
ERR1913168.97846__1.97846	239935__R7E524__CXT91_06180
ERR1913168.97942__1.97942	394340__group_3414
ERR1913168.98002__1.98002	1263000__R5ECL2__BN466_00920
ERR1913168.98080__1.98080	821__A0A396EVC9__DXB90_03525
ERR1913168.98084__1.98084	28117__B0MWX3__BHV66_03010
ERR1913168.98308__1.98308	649756__D4MWV5__coaE
ERR1913168.98552__1.98552	301301__A0A395VA63__sbcC
ERR1913168.98636__1.98636	2293125__A0A374BZ93__DW917_11205
ERR1913168.99147__1.99147	360807__A0A1Q6T4B4__ROSEINA2194_04053
ERR1913168.99211__1.99211	214856__A0A174G1M7__ERS852559_00594
ERR1913168.99308__1.99308	40519__U2MCQ8__RUMCAL_00556
ERR1913168.99317__1.99317	239935__A0A2N8IUW6__Amuc_1525
ERR1913168.99331__1.99331	106588__A6NUL8__BACCAP_01900
ERR1913168.99486__1.99486	239935__B2URG9__CXU00_11290
ERR1913168.99498__1.99498	165179__A0A3E5EAM5__DXC61_07785
ERR1913168.100336__1.100336	501571__R8W4L8__B5F15_08860
ERR1913168.100877__1.100877	28052__A0A174KY36__mepA_13
ERR1913168.100946__1.100946	820__R9HUV5__HMPREF2141_02582
ERR1913168.101187__1.101187	33038__A0A2N5NYI5__C5Y99_09140
ERR1913168.101222__1.101222	1160721__R6TB54__RBI_I01327
ERR1913168.101476__1.101476	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.101442__1.101442	33038__A0A2N5PAB2__CDL21_14440
ERR1913168.101639__1.101639	1263076__GCA_000437615.1_00088
ERR1913168.101535__1.101535	820__A0A3E4G493__ERS417307_00253
ERR1913168.101759__1.101759	28052__R7N736__yvhJ
ERR1913168.101935__1.101935	39492__B0MNL5__phoR_1
ERR1913168.102103__1.102103	33038__A0A2N5NRJ3__CDL20_13245
ERR1913168.102107__1.102107	28052__A0A174NY34__ERS852499_02326
ERR1913168.102192__1.102192	487174__K0X3E9__DDY40_04905
ERR1913168.102278__1.102278	884684__GCA_002892425.1_01408
ERR1913168.102345__1.102345	28052__R7NCE0__ERS852499_00449
ERR1913168.102597__1.102597	33038__A0A2N5NNN0__HMPREF1201_02166
ERR1913168.103608__1.103608	2292352__A0A374UIX0__DXC23_12260
ERR1913168.103667__1.103667	33038__A0A2N5PKP1__CDL19_11275
ERR1913168.103719__1.103719	2108523__A0A2P2F214__LAWASA_27
ERR1913168.103943__1.103943	239935__A0A2N8IG27__CXT85_07805
ERR1913168.104083__1.104083	871324__A0A1M6I3G7__SAMN05444350_12134
ERR1913168.104365__1.104365	384638__B7APN3__BACPEC_00639
ERR1913168.104501__1.104501	1262921__R5LMK9__BN473_01331
ERR1913168.104588__1.104588	1263000__R5EGP9__BN466_01419
ERR1913168.104604__1.104604	28116__A0A3E5HUC8__DHW41_21025
ERR1913168.104630__1.104630	487174__K0XER9__DDY40_08885
ERR1913168.104679__1.104679	329854__R5LZK1__DXD27_00590
ERR1913168.104705__1.104705	33038__A7B7J5__DXD36_03640
ERR1913168.104730__1.104730	33038__A0A3E4K4Y5__CDL20_06020
ERR1913168.104872__1.104872	853__A0A173YYY4__DWZ04_09420
ERR1913168.104937__1.104937	39485__C4Z058__ERS852492_00130
ERR1913168.105207__1.105207	821__A0A174WBC9__ERS852556_03145
ERR1913168.105825__1.105825	1262824__R6RTN9__BN719_01242
ERR1913168.105867__1.105867	1550024__A0A0D8IY61__ASJ35_05690
ERR1913168.106101__1.106101	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913168.106447__1.106447	821__E5UPR6__SAMN04487923_101768
ERR1913168.106729__1.106729	328814__GCA_004558275.1_00035
ERR1913168.107094__1.107094	360807__A0A0M6X1Y4__ROSEINA2194_02133
ERR1913168.107223__1.107223	40520__A0A174GNL5__DXD81_10555
ERR1913168.107287__1.107287	649756__B0P3X1__DCR88_11540
ERR1913168.107412__1.107412	28052__R7NCN8__ERS852499_00866
ERR1913168.107335__1.107335	821__A6L0C7__ERS852556_03520
ERR1913168.107345__1.107345	214856__I3YMC8__ERS852447_02666
ERR1913168.107669__1.107669	821__A0A0P0L8F8__ERS852509_03705
ERR1913168.107917__1.107917	165179__D1PDF6__DXB80_12430
ERR1913168.107950__1.107950	301301__A0A395V9V2__nplT_1
ERR1913168.108387__1.108387	239935__A0A2N8IMD6__CXU03_05585
ERR1913168.108295__1.108295	39485__C4Z2I5__ERS852492_02214
ERR1913168.108659__1.108659	329854__R5MA67__DXD27_19320
ERR1913168.108689__1.108689	1680__A0A374QDL4__LMG18897_0432
ERR1913168.108702__1.108702	501571__R8VYQ7__B5F17_09670
ERR1913168.108897__1.108897	821__A0A0P0M5Z6__BVU_0429
ERR1913168.108969__1.108969	371601__D7K8P3__SAMN05216250_10395
ERR1913168.108971__1.108971	556259__E5C9G2__BSGG_2011
ERR1913168.109293__1.109293	39485__C4Z6J7__ERS852492_02047
ERR1913168.109491__1.109491	328814__GCA_004558275.1_01570
ERR1913168.109557__1.109557	1160721__R6T2A6__RBI_I00395
ERR1913168.109772__1.109772	33038__A0A2N5PKP1__CDL19_11275
ERR1913168.109965__1.109965	1150298__A0A174KML4__hisK
ERR1913168.109995__1.109995	328814__GCA_004558275.1_00296
ERR1913168.110070__1.110070	1160721__W0U6F9__RBI_I01687
ERR1913168.110136__1.110136	39485__C4Z5L2__ERS852490_00659
ERR1913168.110106__1.110106	33025__A0A395JEP7__C8D73_10844
ERR1913168.110208__1.110208	821__D4VD59__BHV80_04260
ERR1913168.110641__1.110641	33038__A0A2N5NWR8__CDL18_14140
ERR1913168.110822__1.110822	1263000__R5EIH8__BN466_01210
ERR1913168.110873__1.110873	291645__I9SGK8__HMPREF1068_00004
ERR1913168.111052__1.111052	1262986__R6A8H3__BN492_00409
ERR1913168.111058__1.111058	214856__A0A174FZ29__ERS852559_00600
ERR1913168.111102__1.111102	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913168.111144__1.111144	33038__F7JTR7__CDL22_03005
ERR1913168.111203__1.111203	33038__A7B3I2__DXD36_11565
ERR1913168.111293__1.111293	33038__A7AYC4__CDL21_13075
ERR1913168.111396__1.111396	820__A0A139K4W1__M093_0353
ERR1913168.111645__1.111645	39491__A0A395V2Y7__DXB72_13970
ERR1913168.111767__1.111767	39496__A5Z5I2__EUBVEN_00963
ERR1913168.112586__1.112586	40519__U2MCQ8__RUMCAL_00556
ERR1913168.112704__1.112704	28052__A0A174HF53__ERS852499_00436
ERR1913168.112715__1.112715	552398__F4XCR9__HMPREF0866_01636
ERR1913168.112834__1.112834	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.113275__1.113275	39492__B0MPL6__EUBSIR_01779
ERR1913168.113460__1.113460	371601__E5CE41__ERS852396_04351
ERR1913168.113933__1.113933	165179__A0A3E5A554__DXB80_13805
ERR1913168.114191__1.114191	1263030__R5CW77__BN705_01278
ERR1913168.114198__1.114198	239935__A0A2N8I3G2__CXT89_00720
ERR1913168.114269__1.114269	360807__A0A1Q6SWU5__ERS852444_03068
ERR1913168.114293__1.114293	671267__R9ICJ5__C802_00559
ERR1913168.114683__1.114683	649756__B0P1V2__ERS852475_00214
ERR1913168.114842__1.114842	1160721__R6T617__truA
ERR1913168.115107__1.115107	33039__A0A174ZEE3__ERS852502_00495
ERR1913168.115250__1.115250	360807__C0FVL6__ERS852444_00333
ERR1913168.115642__1.115642	360807__A0A173R6E5__ERS852444_00251
ERR1913168.115720__1.115720	29361__B6FRT6__CLONEX_02860
ERR1913168.115745__1.115745	384638__B7APN3__BACPEC_00639
ERR1913168.115775__1.115775	821__R6F3Y1__SAMN04487923_104318
ERR1913168.115861__1.115861	552398__F4XCR9__HMPREF0866_01636
ERR1913168.116182__1.116182	33038__A7AYC4__CDL21_13075
ERR1913168.116694__1.116694	556259__I0PXW0__BSGG_5187
ERR1913168.116721__1.116721	165179__D1PCL6__DXB80_13435
ERR1913168.116918__1.116918	39485__R6AKA4__rssA
ERR1913168.116997__1.116997	33038__A0A2N5NVA0__CDL24_11780
ERR1913168.117178__1.117178	40519__U2MCQ8__RUMCAL_00556
ERR1913168.117439__1.117439	1160721__R6T2A6__RBI_I00395
ERR1913168.117516__1.117516	33038__A0A396G7U5__CDL21_03845
ERR1913168.117584__1.117584	501571__R8VT93__SAMN02745978_02357
ERR1913168.117650__1.117650	487174__K0WYG8__HMPREF9448_01522
ERR1913168.117761__1.117761	817__A0A395WNA4__HMPREF1067_03282
ERR1913168.117856__1.117856	292800__A0A174T130__HMPREF9460_00060
ERR1913168.117873__1.117873	216816__U2TWA1__DD678_00805
ERR1913168.117913__1.117913	487174__K0X6A4__HMPREF9448_00105
ERR1913168.118353__1.118353	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913168.118485__1.118485	33038__A0A2N5PXI0__C5Y99_10810
ERR1913168.118551__1.118551	501571__R8W427__B5F17_08820
ERR1913168.118649__1.118649	329854__R5MCA7__DXD57_10010
ERR1913168.118714__1.118714	821__A0A395UNT8__DXD64_15275
ERR1913168.118804__1.118804	329854__R7DQV0__DXD57_13335
ERR1913168.119011__1.119011	28117__B0MWZ9__ALIPUT_01735
ERR1913168.119378__1.119378	360807__A0A1Q6T326__appA_1
ERR1913168.119349__1.119349	33038__F7JZ41__CCY17_00135
ERR1913168.120329__1.120329	33038__A0A2N5PDA1__C5Y99_06180
ERR1913168.120521__1.120521	301302__R5UPH9__M72_00521
ERR1913168.120678__1.120678	2173__A0A1D2WTT4__BK798_05110
ERR1913168.120919__1.120919	329854__A0A3E4KRK8__DXK01_03500
ERR1913168.120992__1.120992	239935__A0A2N8IMC9__CXU09_02095
ERR1913168.121027__1.121027	487174__K0XDI7__DIT83_12065
ERR1913168.121056__1.121056	820__A0A173YYG4__evgS_3
ERR1913168.121163__1.121163	33038__A0A2N5NXH5__CDL27_14300
ERR1913168.121201__1.121201	1263000__R5EFY3__BN466_01416
ERR1913168.122220__1.122220	884684__GCA_002892425.1_01408
ERR1913168.122273__1.122273	1550024__G9RPC6__TQ39_05630
ERR1913168.122425__1.122425	39485__C4Z6J9__ERS852492_02049
ERR1913168.122582__1.122582	821__A0A395UNT8__DXD64_15275
ERR1913168.122614__1.122614	338188__C9L067__ERS852397_00004
ERR1913168.122688__1.122688	106588__A6NUL8__BACCAP_01900
ERR1913168.122753__1.122753	33038__A0A2N5PSF6__CDL27_05770
ERR1913168.122766__1.122766	33038__F7JTF2__CDL22_02335
ERR1913168.122882__1.122882	821__A0A396F9T7__M097_3427
ERR1913168.123160__1.123160	239935__A0A139TT05__CXU09_03335
ERR1913168.123227__1.123227	487174__K0XEB6__DDY40_08400
ERR1913168.123325__1.123325	501571__R8VZA2__B5F17_09400
ERR1913168.123470__1.123470	360807__A0A173T236__RIL183_24471
ERR1913168.123567__1.123567	562__P0AF07__motB_2
ERR1913168.123646__1.123646	360807__C0FMY6__ROSEINA2194_00074
ERR1913168.124223__1.124223	28116__C3QSX8__SAMN05444282_101331
ERR1913168.124462__1.124462	1160721__A0A1C6DCM8__RBI_I01997
ERR1913168.124585__1.124585	2173__A0A1D2WU48__Msm_1454
ERR1913168.124890__1.124890	239935__A0A2N8IHY1__CXU06_00035
ERR1913168.125419__1.125419	28132__D9RV83__HMPREF0660_00835
ERR1913168.125543__1.125543	165179__A0A3E5AGH1__DXB80_05820
ERR1913168.125612__1.125612	1160721__A0A1C6DCM8__RBI_I01997
ERR1913168.125672__1.125672	39492__D4JX40__EUBSIR_00020
ERR1913168.125722__1.125722	74426__thrZ
ERR1913168.125728__1.125728	821__A0A174WBC9__ERS852556_03145
ERR1913168.125947__1.125947	410072__C0BES0__ERS852389_01714
ERR1913168.126376__1.126376	214856__A0A174A1J3__ERS852447_01000
ERR1913168.126514__1.126514	853__A0A173YYY4__DWZ04_09420
ERR1913168.126585__1.126585	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.126691__1.126691	31971__R7G7S4__EUBDOL_02191
ERR1913168.126683__1.126683	292800__A0A1C7FMP9__ADH75_14350
ERR1913168.127179__1.127179	301302__R5ULT1__ERS852420_02174
ERR1913168.127212__1.127212	1547__H1AIQ1__DXB93_19560
ERR1913168.127371__1.127371	33038__F7JTR7__CDL22_03005
ERR1913168.127413__1.127413	394340__dnaK
ERR1913168.127598__1.127598	1547__H1AR43__DXB93_11230
ERR1913168.127706__1.127706	239935__A0A2N8IMC3__CXT96_03840
ERR1913168.127955__1.127955	552398__F4XCR9__HMPREF0866_01636
ERR1913168.127989__1.127989	1262911__R6GQM3__BN557_01245
ERR1913168.128083__1.128083	446660__GCA_003428235.1_00225
ERR1913168.128089__1.128089	1550024__G9RTA6__TQ39_10970
ERR1913168.128254__1.128254	33038__A0A2N5P263__CDL19_07490
ERR1913168.128503__1.128503	39485__C4Z069__EUBELI_00981
ERR1913168.128522__1.128522	28052__R7NCE8__cph2_1
ERR1913168.128523__1.128523	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913168.128650__1.128650	239935__A0A2N8HB50__CXU17_02615
ERR1913168.129004__1.129004	33038__A0A2N5NK76__CDL22_06785
ERR1913168.129017__1.129017	165179__A0A3E5A5E5__DXC61_13965
ERR1913168.129075__1.129075	1262921__R5MIC1__BN473_01006
ERR1913168.129351__1.129351	387090__S0F8B2__BACCOPRO_02129
ERR1913168.129422__1.129422	821__A0A395UNT8__DXD64_15275
ERR1913168.129550__1.129550	821__A0A3E4KIM1__M097_3660
ERR1913168.129908__1.129908	1965660__A0A1Y3SSG6__B5G34_01735
ERR1913168.129939__1.129939	329854__R5M596__BACINT_00973
ERR1913168.129981__1.129981	239935__R7E524__CXT91_06180
ERR1913168.130161__1.130161	74426__yccM
ERR1913168.130172__1.130172	820__A0A173YYG4__evgS_3
ERR1913168.130313__1.130313	165179__D1P9T6__PREVCOP_04016
ERR1913168.130489__1.130489	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.131138__1.131138	31971__A8RBG3__dapA
ERR1913168.131633__1.131633	2173__A0A1D2WW41__BK798_07915
ERR1913168.131814__1.131814	394340__group_3330
ERR1913168.131890__1.131890	1550024__A0A0W7TN61__ASJ35_14460
ERR1913168.131892__1.131892	821__A0A396F1N0__M099_1553
ERR1913168.131893__1.131893	1262824__R6S4J6__BN719_00365
ERR1913168.131997__1.131997	28052__A0A174GQI3__ERS852451_00394
ERR1913168.132016__1.132016	820__A0A3E4VZF8__C801_00319
ERR1913168.132582__1.132582	28116__F7L4X5__M089_2857
ERR1913168.132720__1.132720	28117__R7JR95__ALIPUT_01367
ERR1913168.132745__1.132745	446660__GCA_003428235.1_02052
ERR1913168.132783__1.132783	39485__A0A174YW66__ERS852490_03040
ERR1913168.132797__1.132797	28052__A0A174P6J3__comEA
ERR1913168.132860__1.132860	328814__GCA_004558275.1_00290
ERR1913168.133203__1.133203	33038__A0A2N5P2X7__CDL26_06080
ERR1913168.133318__1.133318	10868__GeneID:1261859
ERR1913168.133621__1.133621	33038__A7B5U7__CDL18_11280
ERR1913168.133824__1.133824	329854__B3C787__BACINT_00778
ERR1913168.134190__1.134190	329854__R5M415__BACINT_04491
ERR1913168.134393__1.134393	150055__A0A2X4FF79__NCTC8738_02048
ERR1913168.134440__1.134440	165179__A0A3E5DY64__CFT61_10025
ERR1913168.134516__1.134516	246787__A0A108T429__BACCELL_00192
ERR1913168.134517__1.134517	820__A0A139JRS5__HMPREF1073_04025
ERR1913168.134617__1.134617	821__C6Z451__BHV80_04265
ERR1913168.134808__1.134808	301301__A0A395V396__RHOM_09170
ERR1913168.135293__1.135293	487175__R5EEQ9__HMPREF9439_02786
ERR1913168.135417__1.135417	329854__R7E733__DXD57_00120
ERR1913168.135510__1.135510	1262911__R6GZW9__BN557_00833
ERR1913168.135663__1.135663	487174__K0XIX0__DDY40_06625
ERR1913168.135668__1.135668	292800__A0A174N232__ADH75_10840
ERR1913168.135788__1.135788	1262988__R7N2E1__BN816_02359
ERR1913168.135834__1.135834	165179__D1PGU8__PREVCOP_06463
ERR1913168.136055__1.136055	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913168.136170__1.136170	820__A0A173W419__DXC68_17760
ERR1913168.136485__1.136485	28052__A0A174JKH6__hisZ
