ERR1913166.89__1.89	1262743__R5C7C5__BN727_00596
ERR1913166.37055__1.37055	820__A7V8C2__ERS852554_01338
ERR1913166.37148__1.37148	28116__C3QZB5__M088_3811
ERR1913166.37169__1.37169	239935__R6JFR5__CXT84_04850
ERR1913166.37259__1.37259	820__A0A3E4W7J3__DXC07_00330
ERR1913166.37434__1.37434	1262882__R5MGK3__BN519_00655
ERR1913166.37483__1.37483	239935__A0A2N8J1K0__CXT97_05765
ERR1913166.37673__1.37673	1262882__R5N5W2__BN519_00074
ERR1913166.37816__1.37816	487174__K0XES7__HMPREF9448_00566
ERR1913166.37827__1.37827	1262882__R5MRS7__BN519_01490
ERR1913166.37868__1.37868	239935__A0A2N8HB50__CXU17_02615
ERR1913166.37871__1.37871	1262882__R5MF51__BN519_00287
ERR1913166.37992__1.37992	820__R9I3N4__M093_0061
ERR1913166.37997__1.37997	820__A0A173YYG4__evgS_3
ERR1913166.38188__1.38188	338188__C9KS28__BACFIN_05109
ERR1913166.38241__1.38241	454155__F3QS52__HMPREF9442_01007
ERR1913166.38509__1.38509	820__A0A174TRB5__DXD40_11305
ERR1913166.38604__1.38604	246787__A0A0P0GCR8__xynD_3
ERR1913166.38755__1.38755	821__A0A173XDD3__DXB82_17180
ERR1913166.38789__1.38789	820__A7UYX8__DXD40_11635
ERR1913166.38829__1.38829	823__K6AMD2__B5F32_04565
ERR1913166.39172__1.39172	820__A0A174DZ97__SAMN05444418_101240
ERR1913166.39186__1.39186	40520__A0A3E5ENP4__DXD81_04390
ERR1913166.39327__1.39327	820__A0A3E4WCX3__C801_02709
ERR1913166.39343__1.39343	40518__R5DT16__ysdC_2
ERR1913166.39399__1.39399	820__A0A173WZS4__DXD90_10250
ERR1913166.39411__1.39411	1262882__R5MJ49__BN519_01124
ERR1913166.39534__1.39534	239935__A0A2N8I368__CXT95_04550
ERR1913166.39718__1.39718	446660__GCA_003428235.1_00802
ERR1913166.39907__1.39907	674529__A0A174HKS4__SAMN05444400_113117
ERR1913166.39964__1.39964	227943__C8P889__HMPREF0494_1533
ERR1913166.39893__1.39893	40518__R5E2F3__artQ
ERR1913166.39972__1.39972	820__A0A174NUS8__DXC80_12885
ERR1913166.40028__1.40028	820__A0A139KH21__DXC80_01780
ERR1913166.40332__1.40332	820__A0A139KH21__DXC80_01780
ERR1913166.40426__1.40426	487173__H1CYJ4__HMPREF9453_00432
ERR1913166.40538__1.40538	820__A0A174VD39__DXD90_12235
ERR1913166.40585__1.40585	820__A7UYX8__DXD40_11635
ERR1913166.40676__1.40676	1262882__R5MGK3__BN519_00655
ERR1913166.40789__1.40789	39488__C0F0P7__ERS852578_02651
ERR1913166.40814__1.40814	674529__A0A174EXC1__DXB21_01255
ERR1913166.40875__1.40875	823__A0A073I5R7__cloSI
ERR1913166.40886__1.40886	214856__A0A175A6T5__ERS852447_02658
ERR1913166.40895__1.40895	820__A0A174Q0F0__DXB48_08080
ERR1913166.40994__1.40994	820__A0A3E5E0T0__ERS852554_00312
ERR1913166.41077__1.41077	820__R9I2U8__DXC68_09590
ERR1913166.41029__1.41029	544645__A0A1Y3W153__DXC42_10830
ERR1913166.41271__1.41271	626932__G5H9Q8__HMPREF9450_01373
ERR1913166.41326__1.41326	820__A0A396EUU8__luxQ_3
ERR1913166.41332__1.41332	40518__R5DVL2__penA
ERR1913166.41413__1.41413	28111__E5WUX3__HMPREF1016_00550
ERR1913166.41456__1.41456	1262992__R5DC38__BN795_00276
ERR1913166.41468__1.41468	1262882__R5MYP8__BN519_00439
ERR1913166.41622__1.41622	820__A0A396EUU8__luxQ_3
ERR1913166.41649__1.41649	1262882__R5MND9__BN519_00831
ERR1913166.41770__1.41770	204516__U6RAM4__HMPREF1534_03439
ERR1913166.42019__1.42019	820__A0A3E4VZS7__DXC07_14435
ERR1913166.42039__1.42039	47678__R5UZM4__DW706_15680
ERR1913166.42175__1.42175	28117__R7JJM9__ALIPUT_00662
ERR1913166.42274__1.42274	1262882__R5MDR8__BN519_00124
ERR1913166.42383__1.42383	820__A0A374MMF0__HMPREF1073_03811
ERR1913166.42532__1.42532	39491__C4Z9J5__DXB69_02495
ERR1913166.42533__1.42533	572010__ydhV
ERR1913166.42822__1.42822	1150298__A0A174M5F7__ERS852535_00457
ERR1913166.43057__1.43057	999425__E8K4D4__HMPREF9186_00113
ERR1913166.43005__1.43005	47678__R5U206__C5Z00_07065
ERR1913166.43166__1.43166	820__A0A3E4W9W8__C801_01069
ERR1913166.43495__1.43495	853__A0A173T6P2__DWZ46_14595
ERR1913166.43622__1.43622	820__A0A374QGD2__ERS852421_02382
ERR1913166.43605__1.43605	1550024__A0A0D8J3F2__ASJ35_12800
ERR1913166.43786__1.43786	1263044__GCA_000433375.1_02420
ERR1913166.44006__1.44006	2108523__A0A2P2F7S5__LAWASA_2095
ERR1913166.44154__1.44154	853__A0A2J4JL53__CRH10_10795
ERR1913166.44168__1.44168	1262882__R5MLA4__BN519_01536
ERR1913166.44296__1.44296	28117__B0MU76__ALIPUT_00202
ERR1913166.44309__1.44309	239935__A0A2N8HL14__CXT98_09285
ERR1913166.44327__1.44327	1262882__R5MYG7__BN519_00405
ERR1913166.44395__1.44395	40518__R5DVL2__penA
ERR1913166.44459__1.44459	239935__A0A3F3K9J9__DEF40_00940
ERR1913166.44533__1.44533	1262882__R5N1R4__BN519_00788
ERR1913166.44595__1.44595	1297617__A0A0S2W032__BIV19_13100
ERR1913166.44877__1.44877	820__A0A3E4W7J3__DXC07_00330
ERR1913166.44882__1.44882	820__R9HP61__DXC91_01090
ERR1913166.44910__1.44910	1520810__A0A1H5XYJ5__SAMN02910276_02047
ERR1913166.45033__1.45033	820__A0A374QGD2__ERS852421_02382
ERR1913166.45254__1.45254	820__R9I3N4__M093_0061
ERR1913166.45491__1.45491	39492__D4JXA0__ERS852540_02538
ERR1913166.45556__1.45556	39492__D4JX34__ERS852540_00411
ERR1913166.45621__1.45621	239935__R6K0V8__CXT94_02055
ERR1913166.45822__1.45822	820__A0A139KHX1__HMPREF2141_00289
ERR1913166.45761__1.45761	649756__A0A348YI82__ERS852520_03326
ERR1913166.45841__1.45841	1739309__V8BAJ5__HMPREF2805_02210
ERR1913166.45917__1.45917	820__A0A174QLF0__SAMN05444418_109151
ERR1913166.45918__1.45918	820__A0A3E4W4Y7__B5G17_02055
ERR1913166.46020__1.46020	820__A0A374Q351__DXD40_05850
ERR1913166.46084__1.46084	820__A0A396EWL3__ERS417307_03868
ERR1913166.46181__1.46181	301302__R5UKP4__cbiT
ERR1913166.46264__1.46264	1262882__R5MM90__BN519_01721
ERR1913166.46336__1.46336	820__A0A174QLF0__SAMN05444418_109151
ERR1913166.46429__1.46429	371601__A0A078QBF2__HMPREF1074_01001
ERR1913166.46513__1.46513	28117__B0MY40__BHV66_05170
ERR1913166.46769__1.46769	820__A0A174CK74__DXB48_07060
ERR1913166.46703__1.46703	820__A0A1T4IY80__ERS852554_01621
ERR1913166.46871__1.46871	820__A0A3E4XM43__DXC91_13960
ERR1913166.47072__1.47072	820__A0A1T4IY71__HMPREF2141_02402
ERR1913166.47154__1.47154	820__A0A3E4VXP2__yesR
ERR1913166.47281__1.47281	410072__A0A173YNZ0__ERS852481_00766
ERR1913166.47225__1.47225	823__A0A355XLS2__ERS852380_02644
ERR1913166.47460__1.47460	310298__B3JFI7__BACCOP_00636
ERR1913166.47508__1.47508	823__A0A355XN73__DXC05_07000
ERR1913166.47644__1.47644	487174__K0XDZ0__HMPREF9448_02863
ERR1913166.47679__1.47679	39492__A0A175A133__cycB_1
ERR1913166.47862__1.47862	28117__B0MXG8__ALIPUT_01814
ERR1913166.48046__1.48046	820__A0A174A6K0__M093_0079
ERR1913166.48113__1.48113	1262882__R5MND9__BN519_00831
ERR1913166.48127__1.48127	820__A0A3E4G8F8__ERS852421_01645
ERR1913166.48139__1.48139	1318__A0A3E4U7U7__HMPREF1195_01751
ERR1913166.48326__1.48326	1262882__R5N5S3__BN519_00085
ERR1913166.48489__1.48489	1262882__R5MDR8__BN519_00124
ERR1913166.48490__1.48490	1262882__R5MN65__BN519_00771
ERR1913166.48562__1.48562	1262992__R5CWS7__BN795_00754
ERR1913166.48597__1.48597	820__A0A396EUU8__luxQ_3
ERR1913166.48684__1.48684	820__A0A139K4W5__HMPREF2141_02394
ERR1913166.48779__1.48779	820__A0A139K5A6__DXB48_12175
ERR1913166.48813__1.48813	1263000__R5EXT3__BN466_02213
ERR1913166.49058__1.49058	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913166.49163__1.49163	820__A0A139K8N1__ERS852554_00951
ERR1913166.49288__1.49288	39492__D4JSS2__EUBSIR_00553
ERR1913166.49350__1.49350	2108523__A0A2P2F586__LAWASA_1166
ERR1913166.49267__1.49267	820__A0A139KG60__M094_2679
ERR1913166.49718__1.49718	1262882__R5MJ49__BN519_01124
ERR1913166.49809__1.49809	1550024__G9RWE0__TQ39_04155
ERR1913166.50015__1.50015	820__A0A174CK74__DXB48_07060
ERR1913166.50165__1.50165	820__A0A3E4QZJ7__C801_01798
ERR1913166.50302__1.50302	39491__A0A396FPV7__ERS852580_01177
ERR1913166.50363__1.50363	1550024__A0A3B9WFC7__ASJ35_09200
ERR1913166.50409__1.50409	823__D7IRG1__NCTC11152_02276
ERR1913166.50578__1.50578	239935__A0A2N8I791__CXT99_09415
ERR1913166.50713__1.50713	39492__D4JUS6__accD5
ERR1913166.50783__1.50783	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913166.50929__1.50929	487173__H1D0C2__HMPREF9453_01060
ERR1913166.50933__1.50933	820__A0A139KH21__DXC80_01780
ERR1913166.50988__1.50988	820__A0A078S4C2__ERS417307_00828
ERR1913166.51191__1.51191	820__A0A139KG60__M094_2679
ERR1913166.51199__1.51199	820__A7V470__HMPREF1072_02076
ERR1913166.51253__1.51253	820__A0A3E4W084__BACUNI_04042
ERR1913166.51590__1.51590	820__A0A3E4VXP2__yesR
ERR1913166.51643__1.51643	246787__R6KBH9__HMPREF1062_04676
ERR1913166.51678__1.51678	820__A0A174Q0F0__DXB48_08080
ERR1913166.51788__1.51788	820__A0A139KHX1__HMPREF2141_00289
ERR1913166.51832__1.51832	820__A0A139K1Y6__DXB48_02610
ERR1913166.51922__1.51922	820__A0A3E4PYB0__yejM
ERR1913166.51972__1.51972	106588__A6NUL8__BACCAP_01900
ERR1913166.51999__1.51999	820__A0A3E4GA19__SAMN05444418_10562
ERR1913166.51981__1.51981	39492__D4JTK2__EUBSIR_01439
ERR1913166.52085__1.52085	820__A0A396EUU8__luxQ_3
ERR1913166.52286__1.52286	1262882__R5N678__BN519_01604
ERR1913166.52431__1.52431	674529__R6V0M0__DXB21_05925
ERR1913166.52392__1.52392	820__A0A078STJ8__DXC68_04690
ERR1913166.52388__1.52388	1262882__R5MQ63__BN519_01173
ERR1913166.52643__1.52643	820__A0A139K024__B5G17_02060
ERR1913166.52727__1.52727	28117__B0MXR1__BHV66_08035
ERR1913166.52814__1.52814	1160721__W0U8M9__RBI_II00386
ERR1913166.52854__1.52854	820__A7VAR9__ERS852421_00197
ERR1913166.52956__1.52956	820__A0A3E4IGA7__DXD40_07110
ERR1913166.53104__1.53104	28116__A7M0H0__DXA80_15290
ERR1913166.53228__1.53228	1262882__R5MFM2__BN519_00460
ERR1913166.53361__1.53361	674529__R6UVG4__DXB21_01250
ERR1913166.53322__1.53322	820__A0A173YYG4__evgS_3
ERR1913166.53408__1.53408	204516__U6RR05__HMPREF1534_00736
ERR1913166.53447__1.53447	47678__A5ZI88__BACCAC_02617
ERR1913166.53494__1.53494	1262882__R5N4D8__BN519_01497
ERR1913166.53482__1.53482	39492__D4JTG7__EUBSIR_00572
ERR1913166.53608__1.53608	674529__A0A174P761__SAMN05444400_106145
ERR1913166.53697__1.53697	820__A0A139K4W5__HMPREF2141_02394
ERR1913166.53789__1.53789	820__A0A174Q0F0__DXB48_08080
ERR1913166.53822__1.53822	544645__A0A3E4T809__DXC42_08540
ERR1913166.53831__1.53831	1262743__R5C054__BN727_01980
ERR1913166.53895__1.53895	820__A0A174Q0F0__DXB48_08080
ERR1913166.53936__1.53936	820__A7VAR9__ERS852421_00197
ERR1913166.53953__1.53953	820__A0A3E4W4Y7__B5G17_02055
ERR1913166.54027__1.54027	216816__C2GTV6__AS143_01355
ERR1913166.54109__1.54109	1796613__A0A1C7GYD6__A4V03_03700
ERR1913166.54115__1.54115	820__A0A139K4W5__HMPREF2141_02394
ERR1913166.54220__1.54220	239935__A0A2N8IUQ8__CXU09_01665
ERR1913166.54244__1.54244	820__A0A139K024__B5G17_02060
ERR1913166.54432__1.54432	820__A0A3E4W6P0__gmhA
ERR1913166.54623__1.54623	239935__A0A2N8J1K0__CXT97_05765
ERR1913166.54665__1.54665	820__A0A139K8N1__ERS852554_00951
ERR1913166.54764__1.54764	458033__GCA_001482755.1_02203
ERR1913166.54909__1.54909	357276__A0A076IXE0__HMPREF1064_04364
ERR1913166.55035__1.55035	487173__H1D2G6__HMPREF9453_01797
ERR1913166.55126__1.55126	820__A0A174CG08__DXB62_13215
ERR1913166.55239__1.55239	1262882__R5MKV8__BN519_01281
ERR1913166.55378__1.55378	39492__D4MMN2__EUBSIR_00964
ERR1913166.55581__1.55581	487174__K0WYG8__HMPREF9448_01522
ERR1913166.55582__1.55582	1262882__R5MRT2__BN519_01494
ERR1913166.55623__1.55623	387090__S0F7Y3__BACCOPRO_02028
ERR1913166.55843__1.55843	820__A0A374Q4X1__HMPREF2141_02370
ERR1913166.55941__1.55941	357276__A0A076IXE0__HMPREF1064_04364
ERR1913166.55992__1.55992	823__A0A173W8N5__ERS852513_00780
ERR1913166.55966__1.55966	1150298__R7JUS5__soxS_1
ERR1913166.56015__1.56015	820__A0A3E4FZM1__adaA_2
ERR1913166.56147__1.56147	820__A0A174CG08__DXB62_13215
ERR1913166.56423__1.56423	1262882__R5MHZ2__BN519_00742
ERR1913166.56390__1.56390	28117__B0MWC6__BHV66_00965
ERR1913166.56492__1.56492	820__R7E9Z4__DXC68_06065
ERR1913166.56513__1.56513	820__A0A174F0C1__nreB
ERR1913166.56516__1.56516	39492__B0MN61__epsF_2
ERR1913166.56690__1.56690	46506__A0A108TAK3__fepA_3
ERR1913166.56705__1.56705	39491__D4JMW8__ERS852497_01971
ERR1913166.56816__1.56816	1262882__R5MDR8__BN519_00124
ERR1913166.57257__1.57257	40518__R5E500__RBL263_01193
ERR1913166.57277__1.57277	28117__B0MUX7__ALIPUT_00918
ERR1913166.57475__1.57475	39491__A0A396FF66__DXD95_01810
ERR1913166.57508__1.57508	820__E5VEH7__ERS852459_01300
ERR1913166.57607__1.57607	246787__I8V2S2__BACCELL_02524
ERR1913166.57670__1.57670	821__A0A396F9T7__M097_3427
ERR1913166.57683__1.57683	239935__A0A139TQT9__Amuc_1197
ERR1913166.57757__1.57757	39491__A0A396FUZ3__phoR_1
ERR1913166.57772__1.57772	28111__R5K5X6__NCTC11155_02508
ERR1913166.57780__1.57780	1262924__R7HNT3__BN585_00018
ERR1913166.57864__1.57864	204516__U6R9H3__HMPREF1534_03348
ERR1913166.58025__1.58025	820__A0A174QLF0__SAMN05444418_109151
ERR1913166.58047__1.58047	820__A0A3E4WCX3__C801_02709
ERR1913166.58248__1.58248	820__A0A174Q0F0__DXB48_08080
ERR1913166.58185__1.58185	1160721__R6T4W2__RBI_I00237
ERR1913166.58324__1.58324	410072__A0A3E4GQ67__sigV_1
ERR1913166.58552__1.58552	820__A0A3E4GA19__SAMN05444418_10562
ERR1913166.58565__1.58565	820__A0A139KH21__DXC80_01780
ERR1913166.58573__1.58573	820__I9J701__ERS852510_01809
ERR1913166.58652__1.58652	820__A0A139K8N1__ERS852554_00951
ERR1913166.59064__1.59064	1262882__R5MJ49__BN519_01124
ERR1913166.59185__1.59185	820__A0A3E4RUC4__DHU98_02635
ERR1913166.59222__1.59222	1263006__R6LN71__BN515_01528
ERR1913166.59231__1.59231	1262992__R5D6J2__BN795_00288
ERR1913166.59284__1.59284	820__A0A374QGD2__ERS852421_02382
ERR1913166.59337__1.59337	820__A7V859__ERS852462_00341
ERR1913166.59499__1.59499	544644__GCA_001915615.1_02092
ERR1913166.59733__1.59733	301302__R5UQW7__ERS852420_02102
ERR1913166.60069__1.60069	239935__R6J776__CXU07_02355
ERR1913166.60112__1.60112	40518__R5DVL2__penA
ERR1913166.60137__1.60137	820__A7V780__adaA_3
ERR1913166.60252__1.60252	820__A0A396EUU8__luxQ_3
ERR1913166.60547__1.60547	820__A0A3E4G3J9__ERS852459_02265
ERR1913166.60586__1.60586	1550024__A0A3B9WKM9__ASJ35_18565
ERR1913166.60601__1.60601	360807__A0A0M6WHB7__ERS852444_00092
ERR1913166.60637__1.60637	329854__R7DRH1__DXD27_19880
ERR1913166.60792__1.60792	1262882__R5N587__BN519_01643
ERR1913166.60829__1.60829	820__A0A3E4G3J9__ERS852459_02265
ERR1913166.61039__1.61039	1262882__R5ML49__BN519_01361
ERR1913166.61331__1.61331	820__A0A3E4W9W8__C801_01069
ERR1913166.61342__1.61342	1965604__A0A1Y4EJN3__B5F54_16620
ERR1913166.61446__1.61446	820__A0A374Q854__HMPREF1073_03281
ERR1913166.61520__1.61520	487174__R5FN40__HMPREF9448_01366
ERR1913166.61746__1.61746	820__A7UYX8__DXD40_11635
ERR1913166.62116__1.62116	1262746__R5SS80__BN750_02125
ERR1913166.62152__1.62152	239935__A0A2N8IXN0__CXT95_01765
ERR1913166.62333__1.62333	820__A0A374MMF0__HMPREF1073_03811
ERR1913166.62750__1.62750	820__A0A3E4G3J9__ERS852459_02265
ERR1913166.62696__1.62696	649756__D4MTY0__ERS852425_01535
ERR1913166.62699__1.62699	47678__R5UG30__ERS852558_03525
ERR1913166.62724__1.62724	820__A0A174A6K0__M093_0079
ERR1913166.62728__1.62728	40518__R5DP61__DXD86_06345
ERR1913166.62840__1.62840	820__A0A3E4W4Y7__B5G17_02055
ERR1913166.62880__1.62880	820__A0A3E4W9W8__C801_01069
ERR1913166.62894__1.62894	204516__U6R8I1__HMPREF1534_03341
ERR1913166.63046__1.63046	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913166.63113__1.63113	820__A0A139KIL9__DXC68_05945
ERR1913166.63233__1.63233	239935__A0A2N8HUU6__CXT90_06150
ERR1913166.63418__1.63418	40520__A0A3E5EH57__ERS852533_00253
ERR1913166.63402__1.63402	820__A0A173YYG4__evgS_3
ERR1913166.63491__1.63491	39491__A0A396FMF1__EUR_28700
ERR1913166.63607__1.63607	820__A0A078STJ8__DXC68_04690
ERR1913166.63871__1.63871	820__A0A174G065__DXB62_08975
ERR1913166.63860__1.63860	820__A0A3E4W9D9__B5G17_12400
ERR1913166.63981__1.63981	818__Q8A0V7__BSIG_2755
ERR1913166.64123__1.64123	820__A0A139K5A6__DXB48_12175
ERR1913166.64501__1.64501	46503__A7ADV9__ERS852463_01504
ERR1913166.64503__1.64503	338188__C9L0Q4__BACFIN_08177
ERR1913166.64507__1.64507	820__A0A173YYG4__evgS_3
ERR1913166.64589__1.64589	39492__D4JQS6__ykoD
ERR1913166.64681__1.64681	820__A0A139K337__ERS852459_02375
ERR1913166.64847__1.64847	820__A0A139K8N1__ERS852554_00951
ERR1913166.64872__1.64872	1262882__R5MJ49__BN519_01124
ERR1913166.65052__1.65052	820__A0A174CG08__DXB62_13215
ERR1913166.65148__1.65148	820__A0A139KHX1__HMPREF2141_00289
ERR1913166.65162__1.65162	820__A0A174GK47__ERS852421_00200
ERR1913166.65185__1.65185	1262882__R5N532__BN519_01420
ERR1913166.65358__1.65358	1262882__R5MND9__BN519_00831
ERR1913166.65737__1.65737	820__A0A139JRS5__HMPREF1073_04025
ERR1913166.65827__1.65827	820__A0A139KIL9__DXC68_05945
ERR1913166.66037__1.66037	1262911__R6GT76__BN557_01150
ERR1913166.66002__1.66002	820__A0A078S4C2__ERS417307_00828
ERR1913166.66077__1.66077	239935__A0A2N8HBM4__CXT85_06270
ERR1913166.66080__1.66080	820__A0A139K337__ERS852459_02375
ERR1913166.66340__1.66340	820__A0A3E4W4Y7__B5G17_02055
ERR1913166.66416__1.66416	820__A0A139K4T0__ERS852510_03146
ERR1913166.66435__1.66435	820__A0A174Q0F0__DXB48_08080
ERR1913166.66472__1.66472	820__A0A174A6K0__M093_0079
ERR1913166.66533__1.66533	820__A0A174LJB2__HMPREF1072_04112
ERR1913166.66780__1.66780	1262882__R5N0Q5__BN519_00642
ERR1913166.66739__1.66739	47678__A5ZEP5__CGC64_03450
ERR1913166.66799__1.66799	1262882__R5MYP2__BN519_00435
ERR1913166.67098__1.67098	1262882__R5MM90__BN519_01721
ERR1913166.67172__1.67172	1263044__GCA_000433375.1_02420
ERR1913166.67187__1.67187	47678__R5U3A7__ERS852494_02965
ERR1913166.67219__1.67219	28117__B0MY45__ALIPUT_02164
ERR1913166.67240__1.67240	28116__D7J6B1__B5F02_07870
ERR1913166.67407__1.67407	246787__A0A0P0GIS1__BcellWH2_02680
ERR1913166.67468__1.67468	2108523__A0A2P2F8Z8__LAWASA_2511
ERR1913166.67546__1.67546	820__A0A174Q0F0__DXB48_08080
ERR1913166.67642__1.67642	1262882__R5MYS0__BN519_00284
ERR1913166.67742__1.67742	1262882__R5MT42__BN519_01729
ERR1913166.67782__1.67782	487173__H1CYJ4__HMPREF9453_00432
ERR1913166.67843__1.67843	820__A0A174CK74__DXB48_07060
ERR1913166.67853__1.67853	1262882__R5N5D7__BN519_01676
ERR1913166.67967__1.67967	1262882__R5N3T7__BN519_01188
ERR1913166.68089__1.68089	1262882__R5N5S3__BN519_00085
ERR1913166.68157__1.68157	40518__R5E500__RBL263_01193
ERR1913166.68322__1.68322	246787__R6K756__HMPREF1062_01819
ERR1913166.68376__1.68376	1965627__A0A1Y4BAX1__B5F86_05040
ERR1913166.68634__1.68634	40518__R5E2R8__nnr_2
ERR1913166.68746__1.68746	239935__A0A139TQT9__Amuc_1197
ERR1913166.68763__1.68763	39492__D4JU81__xseA
ERR1913166.68873__1.68873	239935__R6JAS2__CXU02_10725
ERR1913166.68900__1.68900	820__A0A174M9V5__M093_0237
ERR1913166.69075__1.69075	47678__A5ZG68__ERS852494_02968
ERR1913166.69131__1.69131	1262882__R5ML49__BN519_01361
ERR1913166.69278__1.69278	820__A0A3E4W9D9__B5G17_12400
ERR1913166.69280__1.69280	1263044__GCA_000433375.1_01815
ERR1913166.69493__1.69493	853__A0A173RZ39__C4N22_01650
ERR1913166.69538__1.69538	820__A0A139KA34__B5G17_05520
ERR1913166.69610__1.69610	1262882__R5N5S3__BN519_00085
ERR1913166.69649__1.69649	820__E5VA63__DXC80_01025
ERR1913166.69789__1.69789	820__A0A3E4VZT7__DXB48_16145
ERR1913166.69865__1.69865	820__R9I3Q7__HMPREF1072_01668
ERR1913166.70027__1.70027	820__A0A173W419__DXC68_17760
ERR1913166.70036__1.70036	1550024__A0A0W7TT94__TQ39_11150
ERR1913166.70261__1.70261	820__R9I2U8__DXC68_09590
ERR1913166.70314__1.70314	46503__R6WTW1__NCTC13052_03440
ERR1913166.70360__1.70360	1262882__R5MLA4__BN519_01536
ERR1913166.70366__1.70366	1262924__R7HML0__BN585_01508
ERR1913166.70428__1.70428	820__A0A139KJR5__M093_4469
ERR1913166.70511__1.70511	1262882__R5MFY4__BN519_00529
ERR1913166.70608__1.70608	820__A0A3E4W4Y7__B5G17_02055
ERR1913166.70704__1.70704	820__A0A374QGD2__ERS852421_02382
ERR1913166.70822__1.70822	820__A0A374Q8T2__DXB64_16190
ERR1913166.70930__1.70930	820__A7UYX8__DXD40_11635
ERR1913166.71179__1.71179	39485__R5ZQJ7__yniC
ERR1913166.71101__1.71101	151537__GeneID:920399
ERR1913166.71135__1.71135	1262882__R5MLP5__BN519_01602
ERR1913166.71184__1.71184	47678__R5UST1__ERS852558_03505
ERR1913166.71202__1.71202	820__A0A174Q0F0__DXB48_08080
ERR1913166.71313__1.71313	820__A0A174QLF0__SAMN05444418_109151
ERR1913166.71274__1.71274	674529__R6V0V1__DXB21_06395
ERR1913166.71278__1.71278	39492__R6RT40__prkC_3
ERR1913166.71585__1.71585	820__A0A374Q351__DXD40_05850
ERR1913166.71661__1.71661	1150298__A0A174LLX0__dhaD
ERR1913166.71700__1.71700	820__A0A1T4IY71__HMPREF2141_02402
ERR1913166.71707__1.71707	674529__R6V187__DXB21_21665
ERR1913166.71708__1.71708	820__A0A3E4GA19__SAMN05444418_10562
ERR1913166.71818__1.71818	820__A0A139K4W5__HMPREF2141_02394
ERR1913166.71804__1.71804	1550024__G9RNN4__ASJ35_08335
ERR1913166.71951__1.71951	820__A0A3E4W9W8__C801_01069
ERR1913166.71966__1.71966	28117__B0MWX3__BHV66_03010
ERR1913166.72098__1.72098	820__A0A139KHD8__ERS417307_00569
ERR1913166.72145__1.72145	820__R9I2U8__DXC68_09590
ERR1913166.72391__1.72391	28118__A0A1Y3Y204__NCTC10826_02015
ERR1913166.72545__1.72545	28111__R5JN40__HMPREF1016_01803
ERR1913166.72660__1.72660	1262882__R5MKI3__BN519_00334
ERR1913166.72740__1.72740	820__A0A3E4W9W8__C801_01069
ERR1913166.72788__1.72788	1262743__R5C7D3__BN727_00606
ERR1913166.72795__1.72795	820__A0A3E4VZY4__ERS852554_01211
ERR1913166.72858__1.72858	28111__R5JPF7__BACEGG_02051
ERR1913166.73437__1.73437	39492__D4JRV7__EUBSIR_01513
ERR1913166.73458__1.73458	487173__H1D2G6__HMPREF9453_01797
ERR1913166.73666__1.73666	371601__A0A174AP70__SAMN05216250_110105
ERR1913166.73599__1.73599	1160721__R6U304__BHW50_05725
ERR1913166.73677__1.73677	1160721__W0U6Y6__RBI_I01531
ERR1913166.73883__1.73883	820__A7V470__HMPREF1072_02076
ERR1913166.73905__1.73905	820__A0A174M9V5__M093_0237
ERR1913166.73914__1.73914	239935__A0A2N8IRH4__CXT92_05605
ERR1913166.73917__1.73917	626930__F3PVE2__HMPREF9446_02720
ERR1913166.73989__1.73989	1262882__R5MPY4__BN519_01128
ERR1913166.74063__1.74063	820__A0A3E4G3J9__ERS852459_02265
ERR1913166.74141__1.74141	239935__A0A2N8IMC9__CXU09_02095
ERR1913166.74146__1.74146	214856__A0A173Z1B0__ERS852447_00765
ERR1913166.74173__1.74173	46503__R6XDP9__ERS852463_01752
ERR1913166.74177__1.74177	1263044__GCA_000433375.1_02420
ERR1913166.74248__1.74248	487174__K0X4F7__DDY40_08055
ERR1913166.74318__1.74318	820__A0A1T4IY71__HMPREF2141_02402
ERR1913166.74614__1.74614	357276__I9QBT7__BSEG_03340
ERR1913166.74664__1.74664	544645__A0A3E4SZ64__DXC42_14790
ERR1913166.74719__1.74719	820__A0A3E4WCC2__lptB_1
ERR1913166.74724__1.74724	1262924__R7HLJ5__BN585_01491
ERR1913166.74729__1.74729	328814__GCA_004558275.1_02280
ERR1913166.74737__1.74737	1262882__R5N532__BN519_01420
ERR1913166.74872__1.74872	40518__R5DUU8__DXD86_08440
ERR1913166.74884__1.74884	1262882__R5MZF2__BN519_00592
ERR1913166.74958__1.74958	626929__F3PKG7__SAMN05444376_0720
ERR1913166.74921__1.74921	28111__B0NT39__NCTC11155_02876
ERR1913166.75037__1.75037	28116__A0A1Y4PVC6__C5Z02_22085
ERR1913166.75084__1.75084	204516__U6R9E6__HMPREF1534_03149
ERR1913166.75293__1.75293	820__A0A1T4IYF4__mprA_1
