ERR1912964.104__1.104	1680__A0A087DKM6__B0042_0664
ERR1912964.49204__1.49204	165179__R6C3K4__PREVCOP_05795
ERR1912964.49357__1.49357	410072__C0BC88__DXD67_11180
ERR1912964.49458__1.49458	39492__D4JUD7__EUBSIR_01877
ERR1912964.49533__1.49533	1680__A0A2R4G1K8__BBMN23_0315
ERR1912964.49675__1.49675	33043__A0A174AEP1__apr
ERR1912964.49872__1.49872	40520__R7D7X1__kinA
ERR1912964.49946__1.49946	33043__A0A173WU55__ganB_2
ERR1912964.49955__1.49955	1263107__GCA_000436995.1_00117
ERR1912964.49964__1.49964	28118__F9Z4Q2__Odosp_2759
ERR1912964.49971__1.49971	33043__D5HF50__ERS852386_02415
ERR1912964.50636__1.50636	1680__A0A174BEE7__BSTER_1311
ERR1912964.50867__1.50867	2173__A0A1D2WR01__Msm_0221
ERR1912964.50982__1.50982	165179__A0A3E5E8M8__DXB80_11580
ERR1912964.51075__1.51075	239935__A0A2N8I791__CXT99_09415
ERR1912964.51096__1.51096	33043__A8SWL7__ERS852386_02506
ERR1912964.51131__1.51131	1262915__R6HDZ3__BN574_00306
ERR1912964.51172__1.51172	1161942__celA_4
ERR1912964.51252__1.51252	78346__A0A087D3Y1__BRUM_1576
ERR1912964.51663__1.51663	1262761__R6RB22__BN606_01933
ERR1912964.51919__1.51919	1161942__atpH
ERR1912964.52373__1.52373	239935__A0A2N8HDT1__CXT94_05270
ERR1912964.52445__1.52445	853__A0A173RZ39__C4N22_01650
ERR1912964.52464__1.52464	1262915__R6HB57__BN574_01044
ERR1912964.52894__1.52894	1263027__R7AVT2__BN699_00071
ERR1912964.52941__1.52941	33043__D5HHT0__ERS852445_02798
ERR1912964.52995__1.52995	328814__GCA_004558275.1_00993
ERR1912964.52991__1.52991	1897011__A0A1Q6RG37__BHW41_02405
ERR1912964.53009__1.53009	39488__C0EZ14__EHLA_1075
ERR1912964.53021__1.53021	239935__R7E524__CXT91_06180
ERR1912964.53190__1.53190	328814__GCA_004558275.1_02279
ERR1912964.53384__1.53384	239935__A0A2N8I6R6__CXU04_04335
ERR1912964.53432__1.53432	39492__D4JT68__spoIIIE
ERR1912964.53683__1.53683	239935__A0A2N8HBM4__CXT85_06270
ERR1912964.53696__1.53696	853__A0A2A7B9I6__DW855_13690
ERR1912964.53703__1.53703	239935__A0A2N8I791__CXT99_09415
ERR1912964.54012__1.54012	487174__K0WXG8__DIT83_09300
ERR1912964.54128__1.54128	33043__D5HDF1__ERS852386_02231
ERR1912964.54133__1.54133	165179__R6C3K4__PREVCOP_05795
ERR1912964.54168__1.54168	33043__A0A173YLD4__ERS852575_00535
ERR1912964.54156__1.54156	301302__A0A173R6H4__M72_21671
ERR1912964.54296__1.54296	1680__A0A174BEE7__BSTER_1311
ERR1912964.54377__1.54377	47678__R5U878__ERS852494_03300
ERR1912964.54535__1.54535	853__A0A2A7B1Y7__C7K05_11930
ERR1912964.54683__1.54683	1262761__R6RNL8__BN606_00387
ERR1912964.54754__1.54754	853__A0A3E2V168__FAEPRAM212_00929
ERR1912964.54838__1.54838	1263027__R6ZKM0__BN699_02199
ERR1912964.54948__1.54948	33043__A0A173SS22__yceG
ERR1912964.55062__1.55062	1262911__R6GPC5__BN557_00852
ERR1912964.55117__1.55117	28118__F9Z3G8__B5F99_01835
ERR1912964.55174__1.55174	239935__A0A2N8HH03__CXU09_08875
ERR1912964.55294__1.55294	853__E2ZGD9__C7J97_11715
ERR1912964.55641__1.55641	165179__A0A174W369__PREVCOP_04548
ERR1912964.55674__1.55674	301302__R5ULT1__ERS852420_02174
ERR1912964.55748__1.55748	33043__A0A174CV49__ERS852386_02395
ERR1912964.55839__1.55839	1680__A0A087DKM6__B0042_0664
ERR1912964.55870__1.55870	1680__A0A374QDL4__LMG18897_0432
ERR1912964.55936__1.55936	165179__D1PCT4__DXB80_09470
ERR1912964.55986__1.55986	1262945__R6YIH0__BN600_01967
ERR1912964.56081__1.56081	1262761__R6QYZ5__BN606_00402
ERR1912964.56182__1.56182	33043__A0A173WTV6__ERS852400_02153
ERR1912964.56316__1.56316	239935__A0A139TPD4__CXT86_06450
ERR1912964.56383__1.56383	1262915__R6HP23__BN574_01084
ERR1912964.56649__1.56649	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1912964.56812__1.56812	944036__A0A196S6Z6__AV274_6589
ERR1912964.56847__1.56847	1262761__R6RY17__BN606_01538
ERR1912964.56895__1.56895	165179__D1PE06__DXC61_05975
ERR1912964.57104__1.57104	674529__R6UPX3__DXB21_06190
ERR1912964.57506__1.57506	310297__B5D214__DXD04_07920
ERR1912964.57536__1.57536	1262945__R6YP45__BN600_01845
ERR1912964.57782__1.57782	1263027__R6ZFP7__BN699_00330
ERR1912964.57843__1.57843	1262761__R6QV93__BN606_01806
ERR1912964.58277__1.58277	853__A8SGX8__C4N21_08625
ERR1912964.58360__1.58360	74426__rpoC
ERR1912964.58617__1.58617	33043__A0A173X9G8__ERS852386_00532
ERR1912964.58807__1.58807	33043__A0A173WXS1__ERS852445_00262
ERR1912964.58860__1.58860	301302__R5UNC5__M72_02681
ERR1912964.59134__1.59134	239935__A0A2N8HH03__CXU09_08875
ERR1912964.59226__1.59226	1262761__R6R744__BN606_01303
ERR1912964.59234__1.59234	853__A0A2A7B9I6__DW855_13690
ERR1912964.59373__1.59373	239935__A0A2N8I1R3__CXU05_06075
ERR1912964.59404__1.59404	2173__A0A1D2WU59__Msm_1444
ERR1912964.59416__1.59416	1520815__A0A1I3RB16__SAMN02910435_02029
ERR1912964.59422__1.59422	165179__D1PCL6__DXB80_13435
ERR1912964.59536__1.59536	39492__D4JS88__ERS852540_00578
ERR1912964.59698__1.59698	1235835__R9LCU2__C814_02677
ERR1912964.59700__1.59700	384638__B7ARA6__BACPEC_01216
ERR1912964.59758__1.59758	1897011__A0A1Q6RI93__BHW41_01175
ERR1912964.59768__1.59768	239935__A0A2N8HBM4__CXT85_06270
ERR1912964.59859__1.59859	214856__R6Y9P5__ERS852559_01811
ERR1912964.59913__1.59913	216816__A0A3D8U0T6__BN57_1990
ERR1912964.60034__1.60034	384638__B7AT14__BACPEC_01282
ERR1912964.60276__1.60276	33043__D5HGR0__rpfC_2
ERR1912964.60963__1.60963	239935__A0A2N8I3G2__CXT89_00720
ERR1912964.61039__1.61039	901__B6WUH5__DESPIGER_1779
ERR1912964.61344__1.61344	239935__A0A2N8HHY4__DEF40_10850
ERR1912964.61427__1.61427	239935__R6JD78__CXU05_09250
ERR1912964.61612__1.61612	165179__A0A3E4SDC8__PREVCOP_05706
ERR1912964.61626__1.61626	572010__lepA
ERR1912964.61736__1.61736	301302__A0A173SUI7__M72_11091
ERR1912964.61821__1.61821	1262961__R6DN27__BN710_00738
ERR1912964.61876__1.61876	1897011__A0A1Q6REU3__BHW41_04025
ERR1912964.61912__1.61912	165179__R6CNX7__DXB80_02200
ERR1912964.61940__1.61940	1262743__R5C054__BN727_01980
ERR1912964.62020__1.62020	239935__A0A139TVJ4__CXT86_02020
ERR1912964.62022__1.62022	1680__A0A0C2YNK5__BADO_0780
ERR1912964.62027__1.62027	487175__R5E1Y3__HMPREF9439_02586
ERR1912964.62235__1.62235	384638__B7APN3__BACPEC_00639
ERR1912964.62292__1.62292	1262948__R7ED37__BN671_00777
ERR1912964.62320__1.62320	166486__D4L1D8__ROSINTL182_06455
ERR1912964.62709__1.62709	165179__R6CNX7__DXB80_02200
ERR1912964.62992__1.62992	1262959__R5Y6Y6__BN680_01594
ERR1912964.63076__1.63076	1263027__R6ZK97__BN699_01244
ERR1912964.63139__1.63139	1897011__A0A1Q6RHX0__BHW41_00740
ERR1912964.63201__1.63201	239935__A0A2N8I9P4__CXT85_05050
ERR1912964.63246__1.63246	1262761__R6RP99__BN606_00488
ERR1912964.63244__1.63244	901__A0A1K1LF78__DESPIGER_1556
ERR1912964.63350__1.63350	1262761__R6QU88__BN606_01983
ERR1912964.63409__1.63409	33043__D5HIL8__ERS852386_02009
ERR1912964.63531__1.63531	1161942__aspS_5
ERR1912964.63702__1.63702	39485__R5ZRT8__gmr_6
ERR1912964.63758__1.63758	33043__D5HHY4__luxQ_1
ERR1912964.63983__1.63983	1161942__aspS_1
ERR1912964.64207__1.64207	39492__D4JV38__EUBSIR_01205
ERR1912964.64216__1.64216	1263027__R7AUM6__BN699_01826
ERR1912964.64360__1.64360	39492__D4JSS2__EUBSIR_00553
ERR1912964.64452__1.64452	487174__K0XM88__DDY40_02935
ERR1912964.64533__1.64533	33039__A0A173VTT4__frdB_1
ERR1912964.64542__1.64542	39485__A0A174YZZ2__ERS852492_00215
ERR1912964.64548__1.64548	216816__C2GSX7__DD678_03555
ERR1912964.64718__1.64718	1262761__R6RB22__BN606_01933
ERR1912964.64864__1.64864	1263000__R5EXT3__BN466_02213
ERR1912964.64994__1.64994	1235835__R9LCU2__C814_02677
ERR1912964.65186__1.65186	1262915__R6I9T3__BN574_00909
ERR1912964.65217__1.65217	1262761__R6R1H3__BN606_00786
ERR1912964.65233__1.65233	33043__D5HF29__eglS_1
ERR1912964.65254__1.65254	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1912964.65273__1.65273	1897011__A0A1Q6RDX8__BHW41_05330
ERR1912964.65306__1.65306	216816__B7GN29__BL72_08765
ERR1912964.65523__1.65523	1680__A7A4N3__ERS852382_00779
ERR1912964.65502__1.65502	46503__A0A3E4ZQ73__ERS852463_01043
ERR1912964.65561__1.65561	1262761__R6R5Y6__BN606_00217
ERR1912964.65577__1.65577	1262761__R6QYZ5__BN606_00402
ERR1912964.65582__1.65582	1263027__R6ZQS0__BN699_00976
ERR1912964.65658__1.65658	1161942__celA_5
ERR1912964.65805__1.65805	165179__A0A174UTZ7__DXC61_06705
ERR1912964.65957__1.65957	239935__A0A2N8HAQ1__DEF40_05290
ERR1912964.66173__1.66173	33043__A0A173WPI1__ERS852400_02100
ERR1912964.66441__1.66441	47678__R5U7X8__C5Z00_18270
ERR1912964.66445__1.66445	1680__A7A4N3__ERS852382_00779
ERR1912964.66467__1.66467	33043__D5HHY4__luxQ_1
ERR1912964.66476__1.66476	1262761__R6RXA7__BN606_01380
ERR1912964.66543__1.66543	74426__rpoC
ERR1912964.66694__1.66694	853__E2ZGD9__C7J97_11715
ERR1912964.66801__1.66801	39492__R6SPM9__pheT
ERR1912964.66880__1.66880	33043__D5HF43__ERS852445_00477
ERR1912964.66903__1.66903	165179__A0A3E5AE59__DXC61_12885
ERR1912964.67031__1.67031	384638__B7AUF8__BACPEC_02356
ERR1912964.67040__1.67040	116085__D4J859__DW747_06365
ERR1912964.67442__1.67442	901__B6WPV2__DHV46_04070
ERR1912964.67546__1.67546	901__B6WTG8__DESPIG_01374
ERR1912964.67853__1.67853	33043__D5HDB6__sipT_2
ERR1912964.67862__1.67862	165179__D1PCU4__PREVCOP_05029
ERR1912964.67941__1.67941	165179__A0A3E5EBQ2__DXC61_01930
ERR1912964.68158__1.68158	2137880__A0A316NJ33__DBY21_09400
ERR1912964.68247__1.68247	239935__A0A2N8IRL2__CXU06_01170
ERR1912964.68249__1.68249	487174__K0X4Y9__DDY40_09115
ERR1912964.68335__1.68335	239935__A0A139TMY7__CXU13_02020
ERR1912964.68357__1.68357	853__A0A173YYY4__DWZ04_09420
ERR1912964.68368__1.68368	1262915__R6HMH7__BN574_01494
ERR1912964.68781__1.68781	46503__K5ZAK9__NCTC13052_03308
ERR1912964.68864__1.68864	239935__A0A2N8I390__CXU16_10675
ERR1912964.68927__1.68927	239935__R6IZU4__CXT87_08085
ERR1912964.68993__1.68993	239935__A0A2N8I1R3__CXU05_06075
ERR1912964.69147__1.69147	239935__A0A139TMG9__CXU07_10650
ERR1912964.69179__1.69179	39488__A0A173U4P2__ERS852578_02139
ERR1912964.69305__1.69305	1161942__addA_3
ERR1912964.69386__1.69386	239935__A0A139TPG3__CXT86_08810
ERR1912964.69597__1.69597	239935__A0A2N8HPX2__CXT90_09930
ERR1912964.69626__1.69626	33043__D5HHF5__ERS852386_00025
ERR1912964.69658__1.69658	40518__R5DZ88__DXD93_06320
ERR1912964.69865__1.69865	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1912964.69889__1.69889	165179__D1PDT3__PREVCOP_05375
ERR1912964.70016__1.70016	301302__R5VFW5__M72_26781
ERR1912964.70244__1.70244	821__R6F3Y1__SAMN04487923_104318
ERR1912964.70548__1.70548	1262961__R6EMW7__BN710_01172
ERR1912964.70636__1.70636	1262961__R6DSD0__BN710_01188
ERR1912964.70741__1.70741	189722__E0NQU7__HMPREF0658_0548
ERR1912964.70841__1.70841	39485__R5ZNS8__rsmG
ERR1912964.70880__1.70880	944036__A0A196SH01__AV274_3021
ERR1912964.70974__1.70974	239935__A0A2N8HT44__CXT84_11035
ERR1912964.71024__1.71024	1161942__argB
ERR1912964.71128__1.71128	1263027__R6ZCN4__BN699_01712
ERR1912964.71240__1.71240	28117__B0MTV5__BHV66_06415
ERR1912964.71494__1.71494	1262986__R6AQW4__BN492_00061
ERR1912964.71542__1.71542	310297__B5D214__DXD04_07920
ERR1912964.71602__1.71602	1262945__R6YRW0__BN600_00525
ERR1912964.71708__1.71708	239935__A0A2N8HT44__CXT84_11035
ERR1912964.71711__1.71711	33043__A0A374K1H3__ykoD_2
ERR1912964.71740__1.71740	40518__A0A1C6H8N9__RBATCC27255_01374
ERR1912964.71812__1.71812	165179__A0A229I1J2__DXB80_03950
ERR1912964.72022__1.72022	239935__A0A2N8ITW6__CXT91_06265
ERR1912964.72056__1.72056	1680__A0A087DHN0__AL0462_1532
ERR1912964.72120__1.72120	1263027__R6ZEF0__BN699_02264
ERR1912964.72129__1.72129	1262959__R5YSA1__BN680_00535
ERR1912964.72216__1.72216	853__A0A173YYY4__DWZ04_09420
ERR1912964.72274__1.72274	1680__A0A0C2YPV2__AL0462_1474
ERR1912964.72320__1.72320	1263030__R5CZV8__BN705_01159
ERR1912964.72500__1.72500	239935__A0A139TPG3__CXT86_08810
ERR1912964.72628__1.72628	1262761__R6RZ48__BN606_01724
ERR1912964.72651__1.72651	33043__D5HFE5__ERS852445_00644
ERR1912964.72738__1.72738	1262761__R6RNL8__BN606_00387
ERR1912964.72880__1.72880	74426__pdxS
ERR1912964.72883__1.72883	1262761__R6RP35__BN606_00461
ERR1912964.73152__1.73152	165179__D1PDJ4__DXB80_08505
ERR1912964.73209__1.73209	39492__D4MIY5__EUBSIR_00233
ERR1912964.73260__1.73260	33043__D5HIC8__vspIM
ERR1912964.73356__1.73356	33043__A0A173YEP6__ERS852575_00888
ERR1912964.73466__1.73466	39492__D4JUP6__ERS852540_01404
ERR1912964.73475__1.73475	239935__A0A2N8HT18__CXT93_06135
ERR1912964.73567__1.73567	74426__purC
ERR1912964.73661__1.73661	33043__A8SWM2__ERS852575_01910
ERR1912964.73695__1.73695	239935__A0A2N8J1K0__CXT97_05765
ERR1912964.73821__1.73821	239935__A0A2N8IG27__CXT85_07805
ERR1912964.74033__1.74033	1161942__aspS_1
ERR1912964.74049__1.74049	239935__A0A2N8HT44__CXT84_11035
ERR1912964.74098__1.74098	239935__A0A2N8I5H6__CXT92_05565
ERR1912964.74117__1.74117	853__A0A173XRA8__CGS56_09290
ERR1912964.74188__1.74188	33043__A0A173X9G8__ERS852386_00532
ERR1912964.74332__1.74332	1262869__R7CP00__BN625_01342
ERR1912964.74390__1.74390	1897011__A0A1Q6RI93__BHW41_01175
ERR1912964.74458__1.74458	47678__R5U7P3__DXB67_08985
ERR1912964.74461__1.74461	820__A0A174FUF0__HMPREF1073_03308
ERR1912964.74465__1.74465	1262915__R6HNN0__BN574_00953
ERR1912964.74519__1.74519	39488__A0A374N0M3__EUBHAL_02860
ERR1912964.74795__1.74795	116085__D4J7P1__DW747_15085
ERR1912964.74995__1.74995	1262761__R6RNL8__BN606_00387
ERR1912964.74967__1.74967	77917__A0A2P8EHG9__NCTC13121_01886
ERR1912964.74971__1.74971	40518__R5DME2__DXD86_07315
ERR1912964.75161__1.75161	33043__A0A173YSY7__tilS
ERR1912964.75218__1.75218	33043__A0A174B7D6__ERS852400_01331
ERR1912964.75321__1.75321	1235835__R9LCU2__C814_02677
ERR1912964.75482__1.75482	1262961__R6DZB2__BN710_00608
ERR1912964.75749__1.75749	216816__C2GTV2__BLIF_0674
ERR1912964.76094__1.76094	1262869__R7CRY6__BN625_00452
ERR1912964.76249__1.76249	1680__A7A2Y2__NCTC11814_00537
ERR1912964.76326__1.76326	1680__A0A374QDL4__LMG18897_0432
ERR1912964.76438__1.76438	39492__D4JV86__spoIIE
ERR1912964.76460__1.76460	1262761__R6QJJ2__BN606_00358
ERR1912964.76557__1.76557	33043__A8SWL7__ERS852386_02506
ERR1912964.76618__1.76618	239935__A0A2N8HDT1__CXT94_05270
ERR1912964.76630__1.76630	165179__A0A174UTZ7__DXC61_06705
ERR1912964.76721__1.76721	239935__R7DVL7__CXT93_01180
ERR1912964.76811__1.76811	165179__A0A174UTZ7__DXC61_06705
ERR1912964.77060__1.77060	239935__A0A2N8I390__CXU16_10675
ERR1912964.77069__1.77069	1262761__R6QS33__BN606_00308
ERR1912964.77242__1.77242	1680__A0A0B5BIU5__BSTER_0145
ERR1912964.77372__1.77372	165179__D1PDF6__DXB80_12430
ERR1912964.77513__1.77513	853__A0A2A7B1Y7__C7K05_11930
ERR1912964.77705__1.77705	1263030__R5CUH1__BN705_00716
ERR1912964.77919__1.77919	338188__A0A174IDH7__ERS852397_02952
ERR1912964.78035__1.78035	1680__A7A7Z9__AAX71_05385
ERR1912964.78039__1.78039	39485__A0A174ZA72__glgB_1
ERR1912964.78042__1.78042	39485__A0A174Z9M2__yhbU_1
ERR1912964.78191__1.78191	239935__A0A2N8IU45__DEF40_02365
ERR1912964.78198__1.78198	1262989__R6YQI0__BN815_02023
ERR1912964.78242__1.78242	33043__D5HIA8__ERS852575_01867
ERR1912964.78288__1.78288	944036__A0A196S874__AV274_5079
ERR1912964.78781__1.78781	216816__B7GPE8__I118_0062
ERR1912964.78923__1.78923	39485__C4Z0B2__EUBELI_01024
ERR1912964.79088__1.79088	1161942__cdaR_1
ERR1912964.79227__1.79227	1262915__R6HP23__BN574_01084
ERR1912964.79451__1.79451	853__A0A174BZY1__xerD_1
ERR1912964.79601__1.79601	239935__R6JWJ7__CXT94_02580
ERR1912964.79936__1.79936	166486__D4KVZ4__sleB_3
ERR1912964.79995__1.79995	338188__A0A1Q6HCN7__ptrA
ERR1912964.80128__1.80128	216816__C5E9A6__mutT4
ERR1912964.80248__1.80248	1263006__R6MQA3__BN515_02104
ERR1912964.80289__1.80289	239935__A0A2N8HB50__CXU17_02615
ERR1912964.80478__1.80478	1897011__A0A1Q6RDX8__BHW41_05330
ERR1912964.80573__1.80573	1897011__A0A1Q6RDX8__BHW41_05330
ERR1912964.80565__1.80565	1897011__A0A1Q6RFA6__BHW41_03080
ERR1912964.80602__1.80602	239935__A0A3F3K9J9__DEF40_00940
ERR1912964.80747__1.80747	310297__R5VSX6__BHV76_05850
ERR1912964.80780__1.80780	1262915__R6HPJ0__BN574_00421
ERR1912964.81115__1.81115	40518__R5DME2__DXD86_07315
ERR1912964.81266__1.81266	820__A0A139K4T0__ERS852510_03146
ERR1912964.81383__1.81383	944036__A0A196S998__AV274_5769
ERR1912964.81441__1.81441	165179__A0A174SA26__PREVCOP_05758
ERR1912964.81678__1.81678	853__A0A3E2U7E6__ERS852582_01640
ERR1912964.81871__1.81871	1735__B7CE08__EUBIFOR_02443
ERR1912964.81889__1.81889	165179__D1PCT4__DXB80_09470
ERR1912964.82101__1.82101	1262777__R5VIT7__BN512_01321
ERR1912964.82423__1.82423	1262761__R6R8B3__BN606_01478
ERR1912964.82444__1.82444	1897011__A0A1Q6RI37__BHW41_00895
ERR1912964.82909__1.82909	33043__D5HF43__ERS852445_00477
ERR1912964.82934__1.82934	853__A0A174C5M1__CGS58_04460
ERR1912964.82956__1.82956	33043__A0A173YSY7__tilS
ERR1912964.83029__1.83029	239935__A0A2N8INZ4__CXU08_03560
ERR1912964.83298__1.83298	1262915__R6HBF8__BN574_01128
ERR1912964.83500__1.83500	239935__A0A2N8HH03__CXU09_08875
ERR1912964.83575__1.83575	1262761__R6R2J2__BN606_00943
ERR1912964.83828__1.83828	33043__D5HIL8__ERS852386_02009
ERR1912964.83846__1.83846	239935__A0A139TPG3__CXT86_08810
ERR1912964.83904__1.83904	853__D4JY61__C4N21_10560
ERR1912964.83914__1.83914	165179__A0A229I4J4__proA
ERR1912964.83915__1.83915	239935__A0A2N8J1K0__CXT97_05765
ERR1912964.83966__1.83966	901__B6WX92__DESPIG_02718
ERR1912964.84122__1.84122	33043__A0A173X9G8__ERS852386_00532
ERR1912964.84421__1.84421	853__A0A173T6P2__DWZ46_14595
ERR1912964.84436__1.84436	28117__B0MUY3__BHV66_00515
ERR1912964.84469__1.84469	944036__A0A196SH01__AV274_3021
ERR1912964.84526__1.84526	239935__A0A2N8IRL2__CXU06_01170
ERR1912964.84589__1.84589	301302__A0A0M6X038__M72_18501
ERR1912964.84665__1.84665	1262761__R6QT59__BN606_01822
ERR1912964.84717__1.84717	239935__A0A2N8IKW7__pstA
ERR1912964.84888__1.84888	1262869__R7CUK0__BN625_00521
ERR1912964.84980__1.84980	1161942__ctpA
ERR1912964.85040__1.85040	458033__GCA_001482755.1_02203
ERR1912964.85068__1.85068	239935__A0A2N8J1K0__CXT97_05765
ERR1912964.85355__1.85355	1262992__R5DE42__BN795_00179
ERR1912964.85485__1.85485	214856__I3YPN3__ERS852447_01395
ERR1912964.85618__1.85618	410072__A0A173ZG02__ERS852574_01061
ERR1912964.85663__1.85663	1263027__R6ZCN4__BN699_01712
ERR1912964.86189__1.86189	39485__A0A174Z7G5__EUBELI_01168
ERR1912964.86218__1.86218	310297__B5CZW4__BACPLE_02283
ERR1912964.86399__1.86399	46503__R6Y4W3__DXB85_01650
ERR1912964.86459__1.86459	33043__D5HEE1__ERS852386_01671
ERR1912964.86943__1.86943	310297__R5W4D8__DXD04_03445
ERR1912964.86944__1.86944	40518__R5DPA7__RBATCC27255_01319
ERR1912964.86945__1.86945	1161942__alsT_1
ERR1912964.87146__1.87146	1262992__R5D6J2__BN795_00288
ERR1912964.87290__1.87290	1897011__A0A1Q6RGD4__BHW41_02905
ERR1912964.87318__1.87318	1262761__R6QS33__BN606_00308
ERR1912964.87510__1.87510	239935__A0A3F3K9J9__DEF40_00940
ERR1912964.87537__1.87537	1262948__R7ECX4__BN671_00626
ERR1912964.87636__1.87636	33043__D5HI09__ERS852575_02656
ERR1912964.87662__1.87662	33043__A0A374K1H3__ykoD_2
ERR1912964.87845__1.87845	1150298__A0A174BP05__murAA
ERR1912964.87868__1.87868	871324__A0A1M6HHB2__SAMN05444350_11868
ERR1912964.87892__1.87892	1263000__R5EDV4__BN466_01097
ERR1912964.87918__1.87918	821__A0A174AYT0__DXC02_03530
ERR1912964.87946__1.87946	853__A0A3E2U7E6__ERS852582_01640
ERR1912964.87952__1.87952	33043__D5HFA1__ERS852400_02183
ERR1912964.88036__1.88036	33043__A0A173ZXG0__ERS852400_00169
ERR1912964.88081__1.88081	745368__A0A1T4X705__SAMN02745178_01472
ERR1912964.88175__1.88175	74426__sufB
ERR1912964.88344__1.88344	853__A0A173YYY4__DWZ04_09420
ERR1912964.88450__1.88450	1161942__clpC_2
ERR1912964.88468__1.88468	1680__A0A087DHN0__AL0462_1532
ERR1912964.88476__1.88476	1262761__R6RZ48__BN606_01724
ERR1912964.88555__1.88555	823__D0TAX5__HMPREF1075_01064
ERR1912964.88666__1.88666	1262700__R5XC07__BN695_01332
ERR1912964.88717__1.88717	1262961__R6E1C5__BN710_01058
ERR1912964.88751__1.88751	944036__A0A196SA43__AV274_5341
ERR1912964.88753__1.88753	292800__A0A174N232__ADH75_10840
ERR1912964.88930__1.88930	33043__D5HHE4__ERS852445_02332
ERR1912964.89042__1.89042	745368__A0A1T4XS74__SAMN02745178_02179
ERR1912964.89192__1.89192	1161942__apbE
ERR1912964.89341__1.89341	165179__D1PDT3__PREVCOP_05375
ERR1912964.89442__1.89442	239935__A0A2N8I390__CXU16_10675
ERR1912964.89480__1.89480	853__A0A3E2V168__FAEPRAM212_00929
ERR1912964.89496__1.89496	901__B6WTQ4__DESPIGER_1255
ERR1912964.89498__1.89498	216816__A0A061M1M5__HMPREF0177_01046
ERR1912964.89513__1.89513	1262915__R6HGK8__BN574_00427
ERR1912964.89515__1.89515	1262761__R6R8A4__BN606_01470
ERR1912964.89600__1.89600	33043__D5HHT0__ERS852445_02798
ERR1912964.89632__1.89632	33039__A0A174XW11__RTO_07780
ERR1912964.89758__1.89758	820__A0A139K8X8__DXC80_17665
ERR1912964.89898__1.89898	1161942__colA
ERR1912964.89966__1.89966	78346__A0A087D3Y1__BRUM_1576
ERR1912964.90048__1.90048	216816__C2GW26__chb
ERR1912964.90406__1.90406	884684__GCA_002892425.1_01408
ERR1912964.90639__1.90639	1262992__R5CXM7__BN795_01016
ERR1912964.90997__1.90997	1262761__R6QXL2__BN606_02127
ERR1912964.91006__1.91006	239935__A0A2N8IEP3__CXT84_03735
ERR1912964.91008__1.91008	820__A0A3E4PYB0__yejM
ERR1912964.91175__1.91175	239935__A0A2N8IMC9__CXU09_02095
ERR1912964.91203__1.91203	820__A0A174LIN6__HMPREF1072_03144
ERR1912964.91210__1.91210	216816__B3DPC3__CE169_06855
ERR1912964.91387__1.91387	853__A0A173XRA8__CGS56_09290
ERR1912964.91445__1.91445	1263000__R5ESM1__BN466_01440
ERR1912964.91654__1.91654	853__A0A2A7B9I6__DW855_13690
ERR1912964.91663__1.91663	820__A0A139KG04__ERS852459_01249
ERR1912964.91713__1.91713	1262761__R6RXA7__BN606_01380
ERR1912964.91784__1.91784	33043__A0A174ADZ1__dcuS_1
ERR1912964.91837__1.91837	1262761__R6QYZ5__BN606_00402
ERR1912964.92020__1.92020	1262992__R5DC38__BN795_00276
ERR1912964.92044__1.92044	1680__A7A7Z9__AAX71_05385
ERR1912964.92058__1.92058	1262761__R6QIT0__BN606_00225
ERR1912964.92139__1.92139	853__A0A173TAZ8__DWZ46_14590
ERR1912964.92177__1.92177	33043__A0A173X520__ERS852575_01617
ERR1912964.92180__1.92180	33043__D5HH34__ERS852386_00170
ERR1912964.92330__1.92330	1680__R5GZJ8__BSTER_1195
ERR1912964.92614__1.92614	1262915__R6HMP0__BN574_01549
ERR1912964.92700__1.92700	1897011__A0A1Q6RIF5__BHW41_01365
ERR1912964.92703__1.92703	1263107__GCA_000436995.1_00169
ERR1912964.92853__1.92853	823__A0A174PDQ0__DXC05_08200
ERR1912964.92906__1.92906	821__C3RB94__DXC03_15585
ERR1912964.93061__1.93061	1262948__R7EHS8__BN671_01226
ERR1912964.93075__1.93075	410072__C0BBS7__ERS852525_00851
ERR1912964.93083__1.93083	165179__A0A3E5AG99__DXB80_04390
ERR1912964.93106__1.93106	853__A0A329UEG4__CHR60_00585
ERR1912964.93160__1.93160	1263027__R7A086__BN699_00068
ERR1912964.93426__1.93426	33043__A0A173QUA9__ERS852400_01795
ERR1912964.93429__1.93429	239935__A0A2N8HMQ8__pgsA
ERR1912964.93464__1.93464	239935__A0A139TQT9__Amuc_1197
ERR1912964.93516__1.93516	33043__D5HEL7__ERS852400_00347
ERR1912964.93989__1.93989	572010__napA
ERR1912964.94253__1.94253	239935__R6JWJ7__CXT94_02580
