ERR1913306.253__1.253	821__A0A396F9T7__M097_3427
ERR1913306.55218__1.55218	165179__A0A174XZU8__DXB80_12180
ERR1913306.55334__1.55334	165179__A0A3E5AER8__DXB80_07075
ERR1913306.55778__1.55778	39485__C4Z028__ERS852492_00100
ERR1913306.55871__1.55871	100884__E7GFK3__DXB26_14415
ERR1913306.55864__1.55864	40518__R5DZ88__DXD93_06320
ERR1913306.55977__1.55977	165179__D1PAJ7__PREVCOP_04222
ERR1913306.56016__1.56016	33043__A0A173X520__ERS852575_01617
ERR1913306.56061__1.56061	1965639__A0A1Y3XLD6__B5G03_08035
ERR1913306.56148__1.56148	823__A0A355XKQ8__DHP27_04010
ERR1913306.56345__1.56345	820__R9I3Q7__HMPREF1072_01668
ERR1913306.56417__1.56417	165179__A0A3E5EDV6__DXC61_03365
ERR1913306.56532__1.56532	338188__A0A174K6G7__ERS852397_03397
ERR1913306.56621__1.56621	301302__A0A173SF21__M72_12691
ERR1913306.56668__1.56668	371601__A0A174FWT4__SAMN04487924_11134
ERR1913306.57412__1.57412	291644__I8YWN0__ERS852428_00248
ERR1913306.57499__1.57499	39485__C4Z0T2__ykvU
ERR1913306.57573__1.57573	338188__C9L0Q9__HMPREF1057_02408
ERR1913306.57611__1.57611	216816__A0A0A0UDU9__BL1246
ERR1913306.57628__1.57628	165179__A0A3E5E2S3__DXB80_03455
ERR1913306.57864__1.57864	820__A0A3E4RU03__M093_0563
ERR1913306.57865__1.57865	165179__A0A3E5E2S3__DXB80_03455
ERR1913306.57941__1.57941	33043__D5HIC8__vspIM
ERR1913306.57973__1.57973	216816__D6DBD5__DXC32_04335
ERR1913306.57999__1.57999	39485__A0A175A023__yhhT
ERR1913306.58169__1.58169	165179__A0A174IPI3__CFT61_10940
ERR1913306.58280__1.58280	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913306.58232__1.58232	1501391__GCA_000786575.1_00033
ERR1913306.58317__1.58317	301302__R5VF67__M72_01841
ERR1913306.58347__1.58347	1501391__GCA_000786575.1_00080
ERR1913306.58575__1.58575	1150298__R7JTW4__yvhJ
ERR1913306.59221__1.59221	39491__C4Z9E9__T1815_12341
ERR1913306.59263__1.59263	165179__D1PDJ4__DXB80_08505
ERR1913306.59995__1.59995	853__A0A2A7B1Y7__C7K05_11930
ERR1913306.60032__1.60032	165179__R6CNX7__DXB80_02200
ERR1913306.60111__1.60111	216816__D6DBD5__DXC32_04335
ERR1913306.60092__1.60092	1680__A0A1E7XZY9__DXC60_05815
ERR1913306.60201__1.60201	165179__A0A3E5EDV6__DXC61_03365
ERR1913306.60231__1.60231	1501391__GCA_000786575.1_00036
ERR1913306.60649__1.60649	40518__R5E6K5__speA
ERR1913306.60872__1.60872	28117__B0MTH2__ALIPUT_00061
ERR1913306.61009__1.61009	165179__A0A174NK27__PREVCOP_06433
ERR1913306.61124__1.61124	1262911__R6H0U7__BN557_01104
ERR1913306.61219__1.61219	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913306.61654__1.61654	371601__D0TLK9__BN890_11250
ERR1913306.61853__1.61853	33043__D5HEK8__lytR_1
ERR1913306.61910__1.61910	820__A0A3E4G2R7__DXC07_00510
ERR1913306.62017__1.62017	1262889__R7HBI6__BN634_00794
ERR1913306.62148__1.62148	2049043__A0A316MUM1__DBY37_07960
ERR1913306.62576__1.62576	39485__A0A174ZPH7__ERS852490_01992
ERR1913306.62610__1.62610	204516__U6RAM4__HMPREF1534_03439
ERR1913306.62710__1.62710	291644__I9I2F9__HMPREF1532_01625
ERR1913306.62857__1.62857	28118__F9Z8Y7__DHW44_02235
ERR1913306.63237__1.63237	1263000__R5EHB0__BN466_01647
ERR1913306.63666__1.63666	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913306.63743__1.63743	1501391__GCA_000786575.1_00052
ERR1913306.63949__1.63949	853__R6QDR1__C4N27_08170
ERR1913306.64025__1.64025	853__D4JY61__C4N21_10560
ERR1913306.64158__1.64158	165179__D1P9T6__PREVCOP_04016
ERR1913306.64519__1.64519	165179__D1P9T6__PREVCOP_04016
ERR1913306.64617__1.64617	165179__A0A174IPI3__CFT61_10940
ERR1913306.65258__1.65258	40518__R5E6T5__DXD86_02820
ERR1913306.65189__1.65189	1262911__R6GTA5__BN557_01337
ERR1913306.65557__1.65557	1263000__R5EXT3__BN466_02213
ERR1913306.65796__1.65796	1262736__R5Y8Z5__BN496_01182
ERR1913306.65853__1.65853	1262889__R7HB62__BN634_00669
ERR1913306.65947__1.65947	47678__R5U8P0__DW706_15950
ERR1913306.66019__1.66019	357276__A0A0K2HJA6__DXD47_07320
ERR1913306.66199__1.66199	204516__U6R9E6__HMPREF1534_03149
ERR1913306.66151__1.66151	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913306.66508__1.66508	328812__A0A0F5JKW2__HMPREF1076_02902
ERR1913306.66547__1.66547	820__A0A3E4W984__pssA
ERR1913306.66647__1.66647	165179__A0A3E5E4P9__DXB80_07930
ERR1913306.66788__1.66788	33043__A0A173W9Y8__ERS852575_00062
ERR1913306.66835__1.66835	165179__A0A229I1J2__DXB80_03950
ERR1913306.66846__1.66846	28117__B0MUX4__ALIPUT_00911
ERR1913306.67007__1.67007	28117__B0MY40__BHV66_05170
ERR1913306.67168__1.67168	165179__W1I4H6__DXB80_13655
ERR1913306.67321__1.67321	165179__D1PFV4__PREVCOP_06112
ERR1913306.67358__1.67358	33043__D5HIS6__ERS852575_02019
ERR1913306.67488__1.67488	1262911__R6GT99__BN557_01335
ERR1913306.67431__1.67431	165179__A0A174IHQ2__PREVCOP_05478
ERR1913306.67692__1.67692	458033__GCA_001482755.1_02203
ERR1913306.67698__1.67698	1263030__R5CXA0__BN705_00395
ERR1913306.67709__1.67709	1263000__R5EZ76__BN466_00319
ERR1913306.67736__1.67736	301301__A0A395V7P2__ERS852391_05080
ERR1913306.67806__1.67806	246787__A0A0P0GNB7__xyl4
ERR1913306.67810__1.67810	165179__A0A3E5E643__DXB80_06030
ERR1913306.67866__1.67866	165179__A0A174UTZ7__DXC61_06705
ERR1913306.67940__1.67940	1263006__R6LPZ5__BN515_02090
ERR1913306.68187__1.68187	2173__A5ULD0__BK798_05990
ERR1913306.68271__1.68271	39485__R5ZII6__EUBELI_00986
ERR1913306.68286__1.68286	610243__A0A060QJF7__ASAP_2763
ERR1913306.68423__1.68423	165179__W1I4H6__DXB80_13655
ERR1913306.68766__1.68766	1501391__GCA_000786575.1_00083
ERR1913306.68880__1.68880	165179__R6CNX7__DXB80_02200
ERR1913306.68866__1.68866	165179__A0A3E5E4P9__DXB80_07930
ERR1913306.69331__1.69331	46228__B5CPX5__RUMLAC_01520
ERR1913306.69511__1.69511	33043__A0A173WU55__ganB_2
ERR1913306.69563__1.69563	1262948__R7EFI6__BN671_00853
ERR1913306.69617__1.69617	1501391__GCA_000786575.1_00128
ERR1913306.69625__1.69625	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913306.69963__1.69963	357276__A0A1Y3Z6X3__GV66_07715
ERR1913306.70187__1.70187	291644__I9SJA4__ERS852428_03529
ERR1913306.70311__1.70311	39483__D4JEJ7__B5F14_03220
ERR1913306.70415__1.70415	165179__A0A229I9X5__CFT61_01205
ERR1913306.70443__1.70443	1796652__rpsL
ERR1913306.70523__1.70523	47678__R5U7A9__C5Z00_03635
ERR1913306.70802__1.70802	165179__R6CNX7__DXB80_02200
ERR1913306.70857__1.70857	39485__A0A174ZBJ8__speA_2
ERR1913306.71023__1.71023	165179__D1PGU8__PREVCOP_06463
ERR1913306.71277__1.71277	357276__A0A0K2HJA6__DXD47_07320
ERR1913306.71297__1.71297	853__A0A173T0Y8__CGS54_07215
ERR1913306.71319__1.71319	216816__D6DBD5__DXC32_04335
ERR1913306.71520__1.71520	33043__A0A173YYE7__ERS852445_00670
ERR1913306.71596__1.71596	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913306.71740__1.71740	33043__D5HIL5__ERS852445_01761
ERR1913306.71939__1.71939	387090__S0FBK4__BACCOPRO_01365
ERR1913306.72023__1.72023	40518__R5DV66__DXD83_04215
ERR1913306.72136__1.72136	301302__A0A173TYC8__M72_00761
ERR1913306.72148__1.72148	165179__D1P9T6__PREVCOP_04016
ERR1913306.72321__1.72321	820__A0A374MMF0__HMPREF1073_03811
ERR1913306.72704__1.72704	165179__A0A229I1J2__DXB80_03950
ERR1913306.72742__1.72742	28118__F9Z5U0__sfp
ERR1913306.72935__1.72935	1262886__R6QAT8__BN563_00993
ERR1913306.73134__1.73134	301302__R5UKP4__cbiT
ERR1913306.73162__1.73162	46228__V8C4S2__HMPREF1202_01829
ERR1913306.73365__1.73365	291644__R5J8I9__ERS852428_03546
ERR1913306.73477__1.73477	40518__R5DUU8__DXD86_08440
ERR1913306.73653__1.73653	39492__D4JTF2__mutS2
ERR1913306.73719__1.73719	165179__R6CJG8__DXC61_09290
ERR1913306.73701__1.73701	74426__group_4823
ERR1913306.73838__1.73838	1263011__R6DQD4__BN553_01090
ERR1913306.73964__1.73964	246787__A0A0P0FV02__AA416_03728
ERR1913306.74106__1.74106	33043__D5HHY4__luxQ_1
ERR1913306.74151__1.74151	39485__A0A174YZE2__spoIIE
ERR1913306.74316__1.74316	1897011__A0A1Q6RDI4__BHW41_05605
ERR1913306.74279__1.74279	818__A0A174N1L6__ERS852511_02039
ERR1913306.74541__1.74541	39485__R5ZRS0__EUBELI_20324
ERR1913306.74460__1.74460	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913306.74465__1.74465	1379702__U6EE28__MBMB1_1515
ERR1913306.74776__1.74776	338188__R6S5J0__HMPREF1057_01983
ERR1913306.75381__1.75381	33043__A0A173RQ80__ERS852445_02211
ERR1913306.75385__1.75385	46228__B5CPY7__DXD17_03515
ERR1913306.75619__1.75619	47678__R5UU25__DXB67_16190
ERR1913306.75738__1.75738	33043__A0A173QUA9__ERS852400_01795
ERR1913306.75926__1.75926	291644__I8YXS6__HMPREF1071_01285
ERR1913306.76007__1.76007	1262959__R5YCS6__BN680_00073
ERR1913306.76149__1.76149	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913306.76254__1.76254	40518__R5DY98__mepA_5
ERR1913306.76269__1.76269	28117__B0N007__BHV66_10275
ERR1913306.76249__1.76249	2173__A0A1D2WTR8__METSMIALI_00113
ERR1913306.76342__1.76342	818__Q8A3R2__C799_03293
ERR1913306.76645__1.76645	2049043__A0A316MG62__DBY37_14820
ERR1913306.76878__1.76878	1263000__R5ESM1__BN466_01440
ERR1913306.77082__1.77082	39485__C4Z1Y9__EUBELI_00143
ERR1913306.77148__1.77148	33043__D5HGK4__ERS852445_01371
ERR1913306.77301__1.77301	165179__D1PHV2__PREVCOP_06822
ERR1913306.77434__1.77434	165179__A0A174IHQ2__PREVCOP_05478
ERR1913306.77732__1.77732	384638__B7APN3__BACPEC_00639
ERR1913306.77775__1.77775	33043__A0A173YEP6__ERS852575_00888
ERR1913306.77975__1.77975	821__E5UY21__C800_02204
ERR1913306.78142__1.78142	165179__D1P9T6__PREVCOP_04016
ERR1913306.78224__1.78224	1501391__GCA_000786575.1_00097
ERR1913306.78377__1.78377	28117__B0MT73__ALIPUT_00412
ERR1913306.78505__1.78505	28117__B0MTW8__ALIPUT_00502
ERR1913306.78523__1.78523	40518__R5E426__DXD93_04485
ERR1913306.78644__1.78644	1262961__R6DK21__BN710_01986
ERR1913306.78678__1.78678	301301__A0A395VFD3__ERS852391_02492
ERR1913306.78777__1.78777	2173__A0A1D2WX19__METSMIF1_03132
ERR1913306.78789__1.78789	165179__A0A3E5E2S3__DXB80_03455
ERR1913306.79319__1.79319	165179__A0A3E5E643__DXB80_06030
ERR1913306.79347__1.79347	33043__D5HHY4__luxQ_1
ERR1913306.79392__1.79392	626940__E8LBW8__DCQ00_03950
ERR1913306.79533__1.79533	39485__A0A174Z340__EUBELI_00479
ERR1913306.79601__1.79601	165179__A0A3E5AER8__DXB80_07075
ERR1913306.79682__1.79682	165179__D1PE06__DXC61_05975
ERR1913306.80096__1.80096	33043__A8STG7__ERS852575_00353
ERR1913306.80288__1.80288	46228__V8CAV6__addA
ERR1913306.80483__1.80483	357276__A0A0K2HFA1__HMPREF1065_02962
ERR1913306.80484__1.80484	33043__D5HFE5__ERS852445_00644
ERR1913306.80502__1.80502	40518__R5DZ16__DXD86_01455
ERR1913306.80737__1.80737	40518__R5DYP7__envC
ERR1913306.81081__1.81081	823__A0A355XKQ8__DHP27_04010
ERR1913306.81498__1.81498	1501391__GCA_000786575.1_00028
ERR1913306.81668__1.81668	1262911__R6GLI1__BN557_01518
ERR1913306.81726__1.81726	28117__R7JMT0__BHV66_05875
ERR1913306.81850__1.81850	39485__R5ZRT8__gmr_6
ERR1913306.81888__1.81888	1262736__R5Y3F9__BN496_01794
ERR1913306.81918__1.81918	46228__V8CE73__DXD17_11635
ERR1913306.82071__1.82071	820__A0A374QGD2__ERS852421_02382
ERR1913306.82076__1.82076	165179__A0A174UTZ7__DXC61_06705
ERR1913306.82162__1.82162	33043__A0A173WTR4__ERS852386_00324
ERR1913306.82251__1.82251	2049043__A0A316MZ91__DBY37_03760
ERR1913306.82338__1.82338	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913306.82360__1.82360	2049043__A0A316MYE9__DBY37_04475
ERR1913306.82378__1.82378	1501391__GCA_000786575.1_00131
ERR1913306.82736__1.82736	165179__A0A3E5EB26__CFT61_02800
ERR1913306.82751__1.82751	39492__D4JWX2__accB
ERR1913306.82909__1.82909	1535__A7VUG9__CLOLEP_02215
ERR1913306.83020__1.83020	626940__R6XYY7__DCQ00_03935
ERR1913306.83069__1.83069	165179__R6CNX7__DXB80_02200
ERR1913306.83171__1.83171	39485__R6AET9__EUBELI_01205
ERR1913306.83376__1.83376	165179__A0A3E5EDV6__DXC61_03365
ERR1913306.83643__1.83643	165179__A0A174WGF6__PREVCOP_04095
ERR1913306.83713__1.83713	626940__R6X4V5__DCQ00_10410
ERR1913306.83800__1.83800	626940__E8LCE0__BHW43_01670
ERR1913306.84016__1.84016	40518__R5DZC6__mreC
ERR1913306.84209__1.84209	33043__D5HFF6__yihX
ERR1913306.84419__1.84419	165179__R6CJG8__DXC61_09290
ERR1913306.84332__1.84332	165179__A0A229I7F5__DXB80_02650
ERR1913306.84480__1.84480	823__A0A174PAQ4__ERS852429_04218
ERR1913306.84641__1.84641	165179__A0A3E4SEG4__DXC61_11235
ERR1913306.84838__1.84838	1263000__R5EDV4__BN466_01097
ERR1913306.84839__1.84839	1263000__R5EDV4__BN466_01097
ERR1913306.85069__1.85069	46228__B5CPX5__RUMLAC_01520
ERR1913306.85186__1.85186	2049043__A0A316N556__DBY37_00435
ERR1913306.85324__1.85324	47678__R5U7X8__C5Z00_18270
ERR1913306.85276__1.85276	165179__A0A3E5AEF7__DXC61_05000
ERR1913306.85512__1.85512	2173__A0A1D2WWU1__METSMIALI_01068
ERR1913306.85607__1.85607	820__A7V9F9__B5G17_14640
ERR1913306.85691__1.85691	33043__A0A174H5E3__ERS852400_02880
ERR1913306.85847__1.85847	454155__F3QR04__HMPREF9442_00598
ERR1913306.85856__1.85856	1897011__A0A1Q6REX0__BHW41_04225
ERR1913306.86225__1.86225	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913306.86295__1.86295	165179__A0A3E5E2S3__DXB80_03455
ERR1913306.87065__1.87065	33043__A0A374K1H3__ykoD_2
ERR1913306.87366__1.87366	28117__B0MSS1__ALIPUT_00273
ERR1913306.87396__1.87396	40518__R5DYU1__DXD86_01160
ERR1913306.87359__1.87359	33043__D5HEE1__ERS852386_01671
ERR1913306.87639__1.87639	291644__R5JCI3__HMPREF1532_04074
ERR1913306.87630__1.87630	39485__A0A174ZPH7__ERS852490_01992
ERR1913306.87848__1.87848	853__A0A2A7ATM9__DWZ89_13645
ERR1913306.87874__1.87874	1150298__A0A174PHI0__ERS852498_00826
ERR1913306.87955__1.87955	33043__A0A173YUV6__ERS852386_00507
ERR1913306.88241__1.88241	40518__R5DXH2__DXD83_10135
ERR1913306.88503__1.88503	165179__A0A174NK27__PREVCOP_06433
ERR1913306.88999__1.88999	165179__A0A3E5EB26__CFT61_02800
ERR1913306.89139__1.89139	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913306.89221__1.89221	853__A0A173YYY4__DWZ04_09420
ERR1913306.89245__1.89245	1501391__GCA_000786575.1_00126
ERR1913306.89286__1.89286	1099853__G9S128__NSB1T_01840
ERR1913306.89327__1.89327	165179__R6CNX7__DXB80_02200
ERR1913306.89328__1.89328	39485__C4Z4X5__ERS852492_02859
ERR1913306.89409__1.89409	165179__A0A3E5AEF7__DXC61_05000
ERR1913306.89417__1.89417	88431__A6BGH9__ERS852408_02691
ERR1913306.89523__1.89523	46228__V8C7Q2__RUMLAC_01460
ERR1913306.89570__1.89570	1262911__R6HG37__BN557_01341
ERR1913306.89581__1.89581	823__A6LHK0__M090_1297
ERR1913306.89650__1.89650	28117__R7JN92__BHV66_00550
ERR1913306.89976__1.89976	1262959__R5YH34__BN680_01621
ERR1913306.90236__1.90236	1263000__R5EUM2__BN466_01747
ERR1913306.90249__1.90249	165179__D1PAJ7__PREVCOP_04222
ERR1913306.90299__1.90299	28117__B0MY41__BHV66_05165
ERR1913306.90393__1.90393	1262889__R7HDI0__BN634_01483
ERR1913306.90502__1.90502	33043__A0A174BZH6__ERS852400_01477
ERR1913306.90767__1.90767	165179__D1PGU8__PREVCOP_06463
ERR1913306.91321__1.91321	626940__E8LD48__DCQ00_06315
ERR1913306.91323__1.91323	165179__D1PAJ7__PREVCOP_04222
ERR1913306.91266__1.91266	165179__A0A229I7F5__DXB80_02650
ERR1913306.91337__1.91337	35833__S2KTD2__HMPREF0179_05242
ERR1913306.91632__1.91632	165179__A0A3E5AI09__DXC61_05815
ERR1913306.91677__1.91677	2049043__A0A316ML61__DBY37_11150
ERR1913306.91831__1.91831	33043__D5HGS9__ERS852445_02226
ERR1913306.92025__1.92025	544645__A0A3E4T2T3__lgt
ERR1913306.92122__1.92122	216816__Q8G5T7__HMPREF0175_0394
ERR1913306.92295__1.92295	1099853__U5CL59__NSB1T_06140
ERR1913306.92621__1.92621	246787__A0A0P0GNB7__xyl4
ERR1913306.92998__1.92998	165179__A0A174UTZ7__DXC61_06705
ERR1913306.93190__1.93190	39485__C4Z6E8__EUBELI_20395
ERR1913306.93324__1.93324	33043__A0A174AEP1__apr
ERR1913306.93536__1.93536	165179__A0A3E5EB26__CFT61_02800
ERR1913306.93549__1.93549	40518__R5DUU0__DXD93_03985
ERR1913306.93798__1.93798	28117__B0MYI9__BHV66_05415
ERR1913306.93950__1.93950	1262886__R6QCW6__BN563_01608
ERR1913306.93951__1.93951	291644__I9HP97__HMPREF1532_00061
ERR1913306.94118__1.94118	2049043__A0A316MSI5__DBY37_09440
ERR1913306.94166__1.94166	33043__D5HHY4__luxQ_1
ERR1913306.94442__1.94442	1501391__GCA_000786575.1_00068
ERR1913306.94424__1.94424	291644__I9TBY1__HMPREF1532_01991
ERR1913306.94613__1.94613	1262911__R6GZX7__BN557_00838
ERR1913306.94649__1.94649	28117__R7JLP2__ALIPUT_00416
ERR1913306.94617__1.94617	28117__B0MWC6__BHV66_00965
ERR1913306.94669__1.94669	1262886__R6Q824__BN563_00941
ERR1913306.94999__1.94999	626940__E8LCM1__HMPREF9443_00590
ERR1913306.95096__1.95096	39485__A0A174ZBK4__ERS852490_01585
ERR1913306.95405__1.95405	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913306.95359__1.95359	165179__D1PDJ4__DXB80_08505
ERR1913306.95539__1.95539	165179__A0A174XZU8__DXB80_12180
ERR1913306.95576__1.95576	165179__D1P8K1__DXB80_06045
ERR1913306.95819__1.95819	28117__B0MY34__BHV66_05195
ERR1913306.96309__1.96309	820__A0A374Q854__HMPREF1073_03281
ERR1913306.96357__1.96357	823__A0A395YRX4__ERS852513_03444
ERR1913306.96519__1.96519	28117__B0MVL5__BHV66_01660
ERR1913306.96472__1.96472	1501391__GCA_000786575.1_00012
ERR1913306.96625__1.96625	165179__A0A3E5E2S3__DXB80_03455
ERR1913306.96933__1.96933	33043__D5HJ22__ERS852575_02302
ERR1913306.97005__1.97005	1262959__R5Y093__BN680_01301
ERR1913306.97021__1.97021	28117__B0MY40__BHV66_05170
ERR1913306.97470__1.97470	33043__D5HI36__ERS852400_02168
ERR1913306.97479__1.97479	33043__D5HF50__ERS852386_02415
ERR1913306.97601__1.97601	165179__A0A3E5E3D6__DXC61_05750
ERR1913306.97803__1.97803	165179__A0A229I4J4__proA
ERR1913306.97810__1.97810	823__A0A073I748__M096_3057
ERR1913306.97912__1.97912	216816__A0A1D7MV89__EK5BL_04715
ERR1913306.98007__1.98007	216816__C2GTH2__CE159_03580
ERR1913306.98112__1.98112	204516__U6RH18__HMPREF1534_01847
ERR1913306.98164__1.98164	853__A0A2A7B9I6__DW855_13690
ERR1913306.98128__1.98128	165179__A0A3E5E8N5__DXC61_13460
ERR1913306.98347__1.98347	1150298__A0A174L2G3__ERS852498_01371
ERR1913306.98486__1.98486	820__A0A3E4W984__pssA
ERR1913306.98695__1.98695	165179__D1PEZ7__DXC61_06515
ERR1913306.98930__1.98930	40518__R5DXH2__DXD83_10135
ERR1913306.99056__1.99056	33043__D5HJ22__ERS852575_02302
ERR1913306.99418__1.99418	33043__D5HHY4__luxQ_1
ERR1913306.99468__1.99468	1262992__R5CWT5__BN795_00747
ERR1913306.99440__1.99440	820__A0A139KHD8__ERS417307_00569
ERR1913306.99559__1.99559	33043__D5HH62__ERS852575_00121
ERR1913306.99636__1.99636	1501391__GCA_000786575.1_00009
ERR1913306.99767__1.99767	165179__A0A3E5EDV6__DXC61_03365
ERR1913306.99786__1.99786	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913306.99877__1.99877	39492__D4JWB3__EUBSIR_00040
ERR1913306.99904__1.99904	823__A0A174L7J4__CF162_00380
ERR1913306.99952__1.99952	823__D7ILK2__ERS852380_00031
ERR1913306.100181__1.100181	165179__A0A3E5ED28__PREVCOP_06655
ERR1913306.100470__1.100470	853__D4K7X0__DW905_09540
ERR1913306.100506__1.100506	28117__B0MTW8__ALIPUT_00502
ERR1913306.101312__1.101312	1501391__GCA_000786575.1_00012
ERR1913306.101266__1.101266	165179__A0A3E5AER8__DXB80_07075
ERR1913306.101272__1.101272	33043__D5HIC8__vspIM
ERR1913306.101405__1.101405	214856__R5UN64__ERS852447_02669
ERR1913306.101493__1.101493	165179__A0A3E5DRF6__DXC61_00200
ERR1913306.101546__1.101546	33043__A0A173WZE5__ERS852386_00374
ERR1913306.101667__1.101667	1501391__GCA_000786575.1_00112
ERR1913306.101803__1.101803	387661__B7B805__HMPREF1077_03508
ERR1913306.101857__1.101857	2137880__A0A316P2L2__DBY21_02330
ERR1913306.102007__1.102007	165179__A0A3E5ED28__PREVCOP_06655
ERR1913306.102376__1.102376	33043__A0A173ZEG7__ERS852386_01252
ERR1913306.102399__1.102399	626940__R6XU34__BN587_01654
ERR1913306.102508__1.102508	544645__A0A3E4TCU0__DXC42_06810
ERR1913306.102568__1.102568	544645__A0A3E4T484__DXC42_11405
ERR1913306.102610__1.102610	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913306.102774__1.102774	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913306.102957__1.102957	165179__A0A174PS14__DXC61_13945
ERR1913306.103687__1.103687	626940__E8LD25__DCQ00_00460
ERR1913306.103950__1.103950	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913306.103978__1.103978	626940__R6X1L5__HMPREF9443_00059
ERR1913306.104045__1.104045	1501391__GCA_000786575.1_00061
ERR1913306.103991__1.103991	165179__D1PAR0__DXB80_01190
ERR1913306.103994__1.103994	1501391__GCA_000786575.1_00129
ERR1913306.104212__1.104212	33043__D5HDZ9__ERS852386_00394
ERR1913306.104279__1.104279	818__A0A174LEN9__BJP75_006595
ERR1913306.104587__1.104587	39483__D4JCJ5__B5G15_01955
ERR1913306.104597__1.104597	357276__A0A076IYE6__IY41_04275
ERR1913306.104776__1.104776	387090__S0FBK4__BACCOPRO_01365
ERR1913306.104862__1.104862	165179__D1PGU8__PREVCOP_06463
ERR1913306.104879__1.104879	2173__A5UK74__pyrP
ERR1913306.104930__1.104930	28117__B0MWC6__BHV66_00965
ERR1913306.104961__1.104961	165179__D1P9T6__PREVCOP_04016
ERR1913306.104970__1.104970	1897011__A0A1Q6RH58__BHW41_01950
ERR1913306.105009__1.105009	165179__D1PGU8__PREVCOP_06463
ERR1913306.105118__1.105118	165179__A0A229I2W6__PREVCOP_04332
ERR1913306.105121__1.105121	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913306.105317__1.105317	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913306.105339__1.105339	1262886__R6QCW6__BN563_01608
ERR1913306.105482__1.105482	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913306.105587__1.105587	1897011__A0A1Q6RIA6__BHW41_01370
ERR1913306.105588__1.105588	216816__B7GQM4__BLIC_f01073
ERR1913306.106563__1.106563	33043__D5HIC8__vspIM
ERR1913306.106582__1.106582	33043__A0A174DSP1__essC_2
ERR1913306.106635__1.106635	39485__C4Z434__tilS
ERR1913306.106637__1.106637	39485__C4Z684__ERS852492_01895
ERR1913306.106755__1.106755	544645__A0A3E4T3I0__DXC42_11400
ERR1913306.106963__1.106963	291644__R5JAW4__HMPREF1071_01744
ERR1913306.106932__1.106932	40518__R5E1J2__DXD93_04070
ERR1913306.107116__1.107116	33043__A0A173YLD4__ERS852575_00535
ERR1913306.107214__1.107214	1262948__R7EDA7__BN671_00036
ERR1913306.107224__1.107224	40518__A0A2N0UUY0__DXD83_02620
ERR1913306.107595__1.107595	33039__D4M5D2__ERS852424_00738
ERR1913306.107756__1.107756	165179__A0A3E5E7J5__DXC61_10360
ERR1913306.107693__1.107693	40518__R5DUU8__DXD86_08440
ERR1913306.107701__1.107701	47678__R5U8P0__DW706_15950
ERR1913306.107787__1.107787	328814__GCA_004558275.1_00035
ERR1913306.107794__1.107794	2049043__A0A316ML57__DBY37_12305
ERR1913306.107823__1.107823	39488__A0A173U8N3__yhbU_1
ERR1913306.107882__1.107882	338188__C9L0H2__ERS852397_00952
ERR1913306.107906__1.107906	165179__A0A3E5DZD8__DXB80_09150
ERR1913306.108030__1.108030	360807__A0A1Q6T5F1__fliF
ERR1913306.108059__1.108059	40518__R5DR96__RBATCC27255_01185
ERR1913306.108165__1.108165	165179__A0A3E5E643__DXB80_06030
ERR1913306.108177__1.108177	88431__A0A3D0EWY9__ERS852423_01238
ERR1913306.108292__1.108292	1262911__R6GPI7__BN557_00907
ERR1913306.108759__1.108759	39496__A5Z5I2__EUBVEN_00963
ERR1913306.108920__1.108920	328814__GCA_004558275.1_01001
ERR1913306.108962__1.108962	626940__E8LEM1__BHW43_06255
ERR1913306.109090__1.109090	820__A0A173YYG4__evgS_3
ERR1913306.109192__1.109192	853__D4KAK8__C4N21_13380
ERR1913306.109451__1.109451	853__A0A174C5M1__CGS58_04460
ERR1913306.109378__1.109378	2293125__A0A374BIB7__DW917_16550
ERR1913306.109530__1.109530	301302__A0A0M6W9I4__M72_19871
ERR1913306.109588__1.109588	357276__A0A076IYE6__IY41_04275
