ERR1913205.32__1.32	649756__D4MXW8__gpr
ERR1913205.38204__1.38204	214856__R6YBX3__msbA_2
ERR1913205.38280__1.38280	214856__R6XTZ7__ERS852447_02314
ERR1913205.38355__1.38355	214856__I3YMB7__Alfi_1811
ERR1913205.38435__1.38435	214856__R6Z186__ERS852447_00718
ERR1913205.38578__1.38578	487174__K0WUJ8__DIT83_08050
ERR1913205.38633__1.38633	214856__I3YPQ0__ERS852447_01379
ERR1913205.38703__1.38703	214856__R6Y2Y4__ERS852447_01086
ERR1913205.38716__1.38716	214856__R6Z7Q9__ERS852447_02172
ERR1913205.38759__1.38759	39485__C4Z028__ERS852492_00100
ERR1913205.38811__1.38811	239935__A0A2N8I3G2__CXT89_00720
ERR1913205.38820__1.38820	487174__K0WTW4__DDY40_12630
ERR1913205.38950__1.38950	47678__R5U7A9__C5Z00_03635
ERR1913205.39184__1.39184	357276__A0A0K2HG61__BACDOR_02028
ERR1913205.39223__1.39223	214856__I3YPP0__ERS852447_01388
ERR1913205.39266__1.39266	487174__K0X3V7__DIT83_01400
ERR1913205.39281__1.39281	39492__D4JV38__EUBSIR_01205
ERR1913205.39410__1.39410	239935__R7DVL7__CXT93_01180
ERR1913205.39479__1.39479	214856__R6Y6H8__ERS852447_01719
ERR1913205.39565__1.39565	214856__R5UN64__ERS852447_02669
ERR1913205.39577__1.39577	214856__A0A175A6T5__ERS852447_02658
ERR1913205.39649__1.39649	1235835__R9LCU2__C814_02677
ERR1913205.39768__1.39768	301302__A0A173T010__M72_26571
ERR1913205.39799__1.39799	214856__R6XYY8__ERS852447_01722
ERR1913205.39810__1.39810	2108523__A0A2P2F3W3__LAWASA_692
ERR1913205.39822__1.39822	214856__A0A174EJT5__mnmA
ERR1913205.40094__1.40094	239935__A0A2N8HT44__CXT84_11035
ERR1913205.40134__1.40134	1262882__R5N4I5__BN519_01288
ERR1913205.40455__1.40455	1501391__GCA_000786575.1_00062
ERR1913205.40690__1.40690	214856__A0A174ZJU0__ERS852559_00619
ERR1913205.40889__1.40889	214856__R6XP73__ERS852447_00886
ERR1913205.41162__1.41162	214856__R6Y6H8__ERS852447_01719
ERR1913205.41233__1.41233	1501391__GCA_000786575.1_00113
ERR1913205.41235__1.41235	1897011__A0A1Q6RC54__BHW41_06555
ERR1913205.41381__1.41381	239935__B2UQB8__CXT86_01740
ERR1913205.41396__1.41396	410072__A0A174LZA3__ERS852389_01302
ERR1913205.41459__1.41459	1501391__GCA_000786575.1_00085
ERR1913205.41508__1.41508	214856__R5UN64__ERS852447_02669
ERR1913205.41588__1.41588	214856__R6XKT4__ERS852559_01719
ERR1913205.41554__1.41554	214856__I3YPP9__Alfi_2707
ERR1913205.41629__1.41629	214856__I3YPP0__ERS852447_01388
ERR1913205.41634__1.41634	214856__R6XRA1__vatD_3
ERR1913205.41648__1.41648	214856__I3YPQ8__ERS852447_01371
ERR1913205.41900__1.41900	214856__I3YPQ0__ERS852447_01379
ERR1913205.42111__1.42111	214856__R6XRA1__vatD_3
ERR1913205.42190__1.42190	47678__R5UES3__CGC64_00760
ERR1913205.42212__1.42212	1263005__R6EZX6__BN497_00334
ERR1913205.42224__1.42224	239935__A0A2N8ITX2__CXT86_11265
ERR1913205.42282__1.42282	39492__D4MIK7__EUBSIR_00676
ERR1913205.42576__1.42576	214856__I3YMC8__ERS852447_02666
ERR1913205.42597__1.42597	39492__D4JSD3__EUBSIR_00131
ERR1913205.42616__1.42616	214856__A0A175A6T5__ERS852447_02658
ERR1913205.42693__1.42693	39492__D4JX34__ERS852540_00411
ERR1913205.42704__1.42704	239935__A0A139TMG9__CXU07_10650
ERR1913205.42770__1.42770	1262882__R5MKU2__BN519_01271
ERR1913205.42794__1.42794	39492__D4JTF2__mutS2
ERR1913205.42834__1.42834	1262882__R5MND9__BN519_00831
ERR1913205.42849__1.42849	1897011__A0A1Q6RI77__BHW41_01180
ERR1913205.43036__1.43036	1262882__R5N3T7__BN519_01188
ERR1913205.43140__1.43140	1262911__R6H2J2__BN557_01228
ERR1913205.43259__1.43259	214856__E4MF20__Alfi_0697
ERR1913205.43377__1.43377	214856__R6Y9P5__ERS852559_01811
ERR1913205.43515__1.43515	214856__D4IMT6__Alfi_1830
ERR1913205.43559__1.43559	410072__A0A174QHJ5__COPCOM_03116
ERR1913205.43651__1.43651	1262882__R5MM90__BN519_01721
ERR1913205.43731__1.43731	1262882__R5MFN3__BN519_00392
ERR1913205.43801__1.43801	1262882__R5MN65__BN519_00771
ERR1913205.43917__1.43917	214856__R6XUN2__rcsC_1
ERR1913205.43971__1.43971	1262882__R5MFK5__BN519_00378
ERR1913205.44028__1.44028	1262882__R5MPY4__BN519_01128
ERR1913205.44125__1.44125	1501391__GCA_000786575.1_00029
ERR1913205.44210__1.44210	1550024__A0A3B9WG56__TQ39_01145
ERR1913205.44239__1.44239	1262882__R5MLP5__BN519_01602
ERR1913205.44331__1.44331	1262882__R5MND9__BN519_00831
ERR1913205.44335__1.44335	214856__I3YMC8__ERS852447_02666
ERR1913205.44372__1.44372	1262882__R5N1L4__BN519_00757
ERR1913205.44592__1.44592	1897011__A0A1Q6RES7__BHW41_04275
ERR1913205.44811__1.44811	1262882__R5N3T7__BN519_01188
ERR1913205.44902__1.44902	1262882__R5MF51__BN519_00287
ERR1913205.44825__1.44825	2108523__A0A2P2F4H9__LAWASA_905
ERR1913205.45170__1.45170	214856__A0A174ZLX0__ERS852559_00738
ERR1913205.45266__1.45266	214856__A0A174AYS4__ERS852447_01192
ERR1913205.45240__1.45240	214856__R6XKW1__ERS852559_01141
ERR1913205.45305__1.45305	47678__R5UAI1__BACCAC_01922
ERR1913205.45724__1.45724	552398__F4XHJ7__HMPREF0866_03101
ERR1913205.45730__1.45730	239935__A0A2N8IKW7__pstA
ERR1913205.45776__1.45776	1965576__A0A1Y4LPD4__B5F19_02010
ERR1913205.45826__1.45826	47678__A5ZEP4__DXB67_14045
ERR1913205.45885__1.45885	214856__R6Z7Q9__ERS852447_02172
ERR1913205.46091__1.46091	1150298__A0A174S4G4__dacB_1
ERR1913205.46098__1.46098	214856__I3YPQ4__Alfi_2712
ERR1913205.46242__1.46242	239935__A0A2N8HW65__CXU09_08515
ERR1913205.46246__1.46246	1262911__R6GKS1__BN557_00184
ERR1913205.46379__1.46379	1262882__R5MIP9__BN519_01028
ERR1913205.46556__1.46556	301302__R5UKP4__cbiT
ERR1913205.46595__1.46595	214856__A0A174FX52__yddM
ERR1913205.46716__1.46716	301302__R5VG21__M72_16591
ERR1913205.46854__1.46854	214856__R6YBX3__msbA_2
ERR1913205.46865__1.46865	487174__R5FN40__HMPREF9448_01366
ERR1913205.46906__1.46906	214856__R6Y6H8__ERS852447_01719
ERR1913205.46911__1.46911	214856__A0A174ZLW6__ERS852559_01424
ERR1913205.47134__1.47134	214856__A0A174EQR4__rsmA
ERR1913205.47245__1.47245	214856__A0A173YXX1__ERS852559_01651
ERR1913205.47344__1.47344	1262744__R6FST0__BN744_00381
ERR1913205.47323__1.47323	239935__A0A2N8IVK9__CXU08_03750
ERR1913205.47475__1.47475	1501391__GCA_000786575.1_00055
ERR1913205.47523__1.47523	239935__A0A2N8HEH9__CXU07_11710
ERR1913205.47576__1.47576	214856__R6Z5D0__resA_4
ERR1913205.47802__1.47802	47678__A5ZJ14__ERS852494_02225
ERR1913205.47807__1.47807	214856__R6Z3P8__ERS852559_01737
ERR1913205.47925__1.47925	214856__R6Y2Y4__ERS852447_01086
ERR1913205.47946__1.47946	1501391__GCA_000786575.1_00112
ERR1913205.48118__1.48118	818__A0A139KCA0__SAMN05216253_102371
ERR1913205.48540__1.48540	1262882__R5MXS6__BN519_00286
ERR1913205.48584__1.48584	1501391__GCA_000786575.1_00073
ERR1913205.48625__1.48625	214856__I3YMN6__Alfi_1938
ERR1913205.48681__1.48681	214856__I3YPQ8__ERS852447_01371
ERR1913205.48848__1.48848	487174__K0XER9__DDY40_08885
ERR1913205.48877__1.48877	214856__A0A174EJT5__mnmA
ERR1913205.49165__1.49165	214856__I3YPR2__Alfi_2720
ERR1913205.49194__1.49194	214856__I3YPQ6__Alfi_2714
ERR1913205.49422__1.49422	239935__R6J5N6__CXT99_10770
ERR1913205.49719__1.49719	214856__R6XKT4__ERS852559_01719
ERR1913205.50062__1.50062	649756__L1PTR0__ERS852425_01325
ERR1913205.50412__1.50412	239935__A0A2N8IU45__DEF40_02365
ERR1913205.50672__1.50672	2108523__A0A2P2F3W3__LAWASA_692
ERR1913205.50731__1.50731	214856__I3YPI7__pepD_1
ERR1913205.50795__1.50795	214856__R6YC22__ERS852447_01215
ERR1913205.50899__1.50899	214856__I3YPI7__pepD_1
ERR1913205.50980__1.50980	239935__A0A2N8IVR0__CXT87_07115
ERR1913205.51034__1.51034	1262882__R5MJ49__BN519_01124
ERR1913205.51287__1.51287	214856__I3YPR5__ERS852447_01364
ERR1913205.51365__1.51365	301302__R5VFU2__xynA1
ERR1913205.51448__1.51448	239935__A0A2N8I694__CXU04_06245
ERR1913205.51544__1.51544	1262882__R5N2A9__BN519_00921
ERR1913205.51584__1.51584	47678__R5U9S9__BACCAC_01855
ERR1913205.51809__1.51809	239935__A0A2N8INK7__Amuc_0521
ERR1913205.51834__1.51834	214856__R6Y2Y4__ERS852447_01086
ERR1913205.51937__1.51937	214856__A0A174CRY5__ERS852559_01060
ERR1913205.51959__1.51959	1262882__R5MJJ9__BN519_01035
ERR1913205.52099__1.52099	1501391__GCA_000786575.1_00074
ERR1913205.52130__1.52130	1262911__R6GLA5__BN557_01456
ERR1913205.52245__1.52245	301302__A0A0M6WIX9__ERS852420_01972
ERR1913205.52362__1.52362	106588__A6NUL8__BACCAP_01900
ERR1913205.52636__1.52636	1262882__R5N511__BN519_01592
ERR1913205.52742__1.52742	28116__A0A1Y4Q112__evgS_13
ERR1913205.52764__1.52764	214856__I3YPQ4__Alfi_2712
ERR1913205.52849__1.52849	214856__R6Z5D0__resA_4
ERR1913205.52923__1.52923	214856__A0A174AYS4__ERS852447_01192
ERR1913205.53064__1.53064	39485__A0A174YMI9__cph2_5
ERR1913205.53144__1.53144	1897011__A0A1Q6RJ96__BHW41_00350
ERR1913205.53196__1.53196	1262882__R5N1Z9__BN519_01020
ERR1913205.53323__1.53323	214856__A0A174CRY5__ERS852559_01060
ERR1913205.53363__1.53363	214856__I3YPQ3__Alfi_2711
ERR1913205.53343__1.53343	410072__C0B830__ERS852525_01946
ERR1913205.53467__1.53467	552398__F4XH38__HMPREF0866_02939
ERR1913205.53481__1.53481	371601__D7J175__DXD03_05675
ERR1913205.53542__1.53542	1262882__R5N3T7__BN519_01188
ERR1913205.53633__1.53633	1965604__A0A1Y4ERB1__B5F54_08430
ERR1913205.53833__1.53833	821__R7P1Q7__M099_2990
ERR1913205.53836__1.53836	214856__A0A174ZB00__ERS852559_00631
ERR1913205.53881__1.53881	1262882__R5N4I8__BN519_01293
ERR1913205.53895__1.53895	214856__R6XQX8__ERS852559_02550
ERR1913205.53938__1.53938	1262911__R6GPA9__BN557_00286
ERR1913205.53991__1.53991	39492__D4JS88__ERS852540_00578
ERR1913205.54107__1.54107	214856__I3YPQ9__ERS852447_01370
ERR1913205.54283__1.54283	214856__R6Z186__ERS852447_00718
ERR1913205.54347__1.54347	214856__R6Z7Q9__ERS852447_02172
ERR1913205.54417__1.54417	301301__A0A395VDQ5__RHOM_08975
ERR1913205.54580__1.54580	214856__I3YPP0__ERS852447_01388
ERR1913205.54589__1.54589	1262882__R5MFM2__BN519_00460
ERR1913205.54773__1.54773	1262882__R5N211__BN519_01033
ERR1913205.54881__1.54881	214856__I3YPP9__Alfi_2707
ERR1913205.55028__1.55028	214856__R6XP73__ERS852447_00886
ERR1913205.55108__1.55108	239935__A0A139TLF5__CXU18_06685
ERR1913205.55388__1.55388	214856__R6XNE7__ERS852447_02267
ERR1913205.55409__1.55409	1262882__R5N3H1__BN519_01121
ERR1913205.55352__1.55352	214856__I3YPP9__Alfi_2707
ERR1913205.55442__1.55442	39492__D4JU36__cobC_1
ERR1913205.55508__1.55508	1262882__R5N708__BN519_00095
ERR1913205.55581__1.55581	649756__A0A173SJN7__fgs_1
ERR1913205.55744__1.55744	214856__A0A174EQR4__rsmA
ERR1913205.55895__1.55895	47678__R5UAI1__BACCAC_01922
ERR1913205.56010__1.56010	214856__A0A175A6T5__ERS852447_02658
ERR1913205.56173__1.56173	487174__K0X694__DIT83_09060
ERR1913205.56251__1.56251	214856__A0A173Z1B0__ERS852447_00765
ERR1913205.56212__1.56212	214856__I3YMC8__ERS852447_02666
ERR1913205.56361__1.56361	214856__I3YPP0__ERS852447_01388
ERR1913205.56448__1.56448	214856__R5UN64__ERS852447_02669
ERR1913205.56580__1.56580	214856__R6YC22__ERS852447_01215
ERR1913205.56623__1.56623	821__A0A395VMG0__DXC44_18080
ERR1913205.56658__1.56658	239935__R7DVW2__CXU02_03915
ERR1913205.56735__1.56735	487174__K0X9T7__HMPREF9448_00996
ERR1913205.56984__1.56984	214856__A0A174EJT5__mnmA
ERR1913205.56939__1.56939	1262882__R5MEW7__BN519_00010
ERR1913205.56993__1.56993	214856__I3YPN3__ERS852447_01395
ERR1913205.57134__1.57134	239935__A0A2N8ITG2__Amuc_0335
ERR1913205.57419__1.57419	214856__R6Z186__ERS852447_00718
ERR1913205.57665__1.57665	214856__A0A174CRY5__ERS852559_01060
ERR1913205.57990__1.57990	28118__R6F0X5__NCTC10826_02952
ERR1913205.58032__1.58032	29361__B6FLM7__CLONEX_01049
ERR1913205.58124__1.58124	47678__R5UWN2__BACCAC_01649
ERR1913205.58320__1.58320	1501391__GCA_000786575.1_00144
ERR1913205.58321__1.58321	1262882__R5N0Q5__BN519_00642
ERR1913205.58325__1.58325	1501391__GCA_000786575.1_00108
ERR1913205.58381__1.58381	214856__R6XTZ7__ERS852447_02314
ERR1913205.58564__1.58564	410072__A0A173R660__ERS852389_00536
ERR1913205.58600__1.58600	214856__R6Z5D0__resA_4
ERR1913205.58699__1.58699	214856__R6Y9P5__ERS852559_01811
ERR1913205.58913__1.58913	818__A0A3E5HWN5__BSIG_3066
ERR1913205.59123__1.59123	1262744__R6FST0__BN744_00381
ERR1913205.59221__1.59221	214856__I3YMC8__ERS852447_02666
ERR1913205.59262__1.59262	214856__A0A174ZLW6__ERS852559_01424
ERR1913205.59294__1.59294	1262882__R5MT08__BN519_01706
ERR1913205.59334__1.59334	1262882__R5N3T7__BN519_01188
ERR1913205.59473__1.59473	214856__I3YPP9__Alfi_2707
ERR1913205.59501__1.59501	239935__A0A2N8I1R3__CXU05_06075
ERR1913205.59677__1.59677	47678__R5U558__ERS852558_02232
ERR1913205.59696__1.59696	214856__I3YMN6__Alfi_1938
ERR1913205.59749__1.59749	1897011__A0A1Q6RET2__BHW41_04000
ERR1913205.59874__1.59874	214856__I3YPQ9__ERS852447_01370
ERR1913205.59943__1.59943	214856__I3YPP2__Alfi_2700
ERR1913205.60059__1.60059	214856__I3YPN0__ERS852447_01398
ERR1913205.60022__1.60022	418240__A0A173YA50__ERS852478_00137
ERR1913205.60094__1.60094	214856__I3YPP9__Alfi_2707
ERR1913205.60120__1.60120	214856__I3YPI7__pepD_1
ERR1913205.60238__1.60238	28118__F9ZC62__DF785_13495
ERR1913205.60423__1.60423	214856__A0A175A6T5__ERS852447_02658
ERR1913205.60583__1.60583	214856__R6XP73__ERS852447_00886
ERR1913205.60766__1.60766	1550024__A0A0D8IYB1__TQ39_12130
ERR1913205.60905__1.60905	214856__R6Z4Q8__ERS852447_00885
ERR1913205.60929__1.60929	214856__R6Z7Q9__ERS852447_02172
ERR1913205.61073__1.61073	1262882__A0A356PSJ4__BN519_01180
ERR1913205.61095__1.61095	1262882__R5MFA5__BN519_00331
ERR1913205.61032__1.61032	214856__I3YPQ3__Alfi_2711
ERR1913205.61194__1.61194	1501391__GCA_000786575.1_00123
ERR1913205.61166__1.61166	214856__I3YPP9__Alfi_2707
ERR1913205.61269__1.61269	1262882__R5MIY9__BN519_01097
ERR1913205.61258__1.61258	1262882__R5MYS9__BN519_00290
ERR1913205.61438__1.61438	1262882__R5MIC9__BN519_00834
ERR1913205.61443__1.61443	214856__R6Z186__ERS852447_00718
ERR1913205.61501__1.61501	214856__R6XUN2__rcsC_1
ERR1913205.61528__1.61528	39492__D4JWD3__EUBSIR_00151
ERR1913205.61538__1.61538	214856__R5UN64__ERS852447_02669
ERR1913205.61592__1.61592	1262882__R5MIQ8__BN519_01036
ERR1913205.61611__1.61611	39492__D4JQS7__ERS852540_01645
ERR1913205.61639__1.61639	214856__A0A174CRY5__ERS852559_01060
ERR1913205.61650__1.61650	328813__A0A1Y3QZ64__B5G41_14235
ERR1913205.61739__1.61739	1262882__R5MKV8__BN519_01281
ERR1913205.61777__1.61777	214856__R5UN64__ERS852447_02669
ERR1913205.61785__1.61785	214856__I3YPP0__ERS852447_01388
ERR1913205.61865__1.61865	1262882__R5MYS9__BN519_00290
ERR1913205.61944__1.61944	487174__K0WRI1__DIT83_06780
ERR1913205.62167__1.62167	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913205.62236__1.62236	214856__I3YPP0__ERS852447_01388
ERR1913205.62237__1.62237	214856__I3YPP0__ERS852447_01388
ERR1913205.62363__1.62363	239935__A0A2N8HPX2__CXT90_09930
ERR1913205.62395__1.62395	214856__R6YD52__ERS852447_02171
ERR1913205.62578__1.62578	1501391__GCA_000786575.1_00036
ERR1913205.62600__1.62600	214856__A0A174CRY5__ERS852559_01060
ERR1913205.62659__1.62659	301302__R5USZ5__dus_2
ERR1913205.62741__1.62741	328813__A0A1Y3QQ66__B5G41_14240
ERR1913205.62792__1.62792	39492__D4JTW6__ERS852540_00220
ERR1913205.62824__1.62824	214856__A0A174ZLW6__ERS852559_01424
ERR1913205.62846__1.62846	1262882__R5MK03__BN519_01277
ERR1913205.62932__1.62932	239935__A0A2N8HAQ1__DEF40_05290
ERR1913205.63373__1.63373	301302__R5UTG6__M72_25801
ERR1913205.63495__1.63495	1262882__R5MNC1__BN519_00818
ERR1913205.63894__1.63894	1965604__A0A1Y4F611__B5F54_00690
ERR1913205.64063__1.64063	214856__A0A174EQR4__rsmA
ERR1913205.64115__1.64115	39492__D4JVC7__yfgF
ERR1913205.64161__1.64161	239935__R7DVW2__CXU02_03915
ERR1913205.64200__1.64200	214856__R6YC22__ERS852447_01215
ERR1913205.64391__1.64391	214856__I3YPP1__Alfi_2699
ERR1913205.64468__1.64468	39492__D4JWR6__dnaN
ERR1913205.64510__1.64510	39496__A5Z5I2__EUBVEN_00963
ERR1913205.64683__1.64683	1262882__R5N1M9__BN519_00768
ERR1913205.64663__1.64663	214856__R6Y2Y4__ERS852447_01086
ERR1913205.64984__1.64984	214856__A0A174ZLW6__ERS852559_01424
ERR1913205.65029__1.65029	239935__R6JAS2__CXU02_10725
ERR1913205.65041__1.65041	1150298__R7JMX3__ERS852498_00681
ERR1913205.65042__1.65042	214856__A0A174CRY5__ERS852559_01060
ERR1913205.65043__1.65043	214856__I3YPP0__ERS852447_01388
ERR1913205.65223__1.65223	47678__A5ZHJ2__DXB67_12405
ERR1913205.65430__1.65430	301302__A0A0M6WPH4__ERS852420_01173
ERR1913205.65668__1.65668	214856__R6XS46__ERS852559_00812
ERR1913205.65682__1.65682	84030__D6DE08__B5F06_11030
ERR1913205.65688__1.65688	1262882__R5MN65__BN519_00771
ERR1913205.66083__1.66083	214856__I3YPQ3__Alfi_2711
ERR1913205.66174__1.66174	214856__R5UN64__ERS852447_02669
ERR1913205.66182__1.66182	301302__R5VGE0__ERS852420_00121
ERR1913205.66295__1.66295	47678__R5UZM4__DW706_15680
ERR1913205.66352__1.66352	1501391__GCA_000786575.1_00153
ERR1913205.66526__1.66526	214856__I3YPR5__ERS852447_01364
ERR1913205.66561__1.66561	552398__F4XCQ4__HMPREF0866_01621
ERR1913205.66857__1.66857	39488__C0EX85__ERS852578_02315
ERR1913205.66898__1.66898	301302__A0A173S436__M72_16191
ERR1913205.66962__1.66962	214856__I3YPR6__Alfi_2724
ERR1913205.67284__1.67284	1501391__GCA_000786575.1_00078
ERR1913205.67538__1.67538	214856__I3YPI7__pepD_1
ERR1913205.67655__1.67655	1262848__R6U3I8__BN818_00546
ERR1913205.67707__1.67707	649756__R5Z9G3__ERS852571_02234
ERR1913205.67887__1.67887	214856__R5UN64__ERS852447_02669
ERR1913205.68046__1.68046	214856__R6Y6H8__ERS852447_01719
ERR1913205.68314__1.68314	1501391__GCA_000786575.1_00074
ERR1913205.68693__1.68693	214856__R6XUN2__rcsC_1
ERR1913205.68708__1.68708	214856__I3YPP9__Alfi_2707
ERR1913205.68671__1.68671	214856__R6XUN2__rcsC_1
ERR1913205.68727__1.68727	1501391__GCA_000786575.1_00116
ERR1913205.68837__1.68837	1501391__GCA_000786575.1_00092
ERR1913205.68985__1.68985	239935__A0A139TPD4__CXT86_06450
ERR1913205.69224__1.69224	214856__I3YPQ4__Alfi_2712
ERR1913205.69231__1.69231	214856__R6Y2Y4__ERS852447_01086
ERR1913205.69162__1.69162	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913205.69309__1.69309	214856__R6XKW1__ERS852559_01141
ERR1913205.69351__1.69351	1262882__R5N3A4__BN519_01270
ERR1913205.69404__1.69404	214856__R6XQX8__ERS852559_02550
ERR1913205.69541__1.69541	328814__GCA_004558275.1_00991
ERR1913205.69570__1.69570	214856__A0A174CRY5__ERS852559_01060
ERR1913205.69598__1.69598	214856__R6XUN2__rcsC_1
ERR1913205.69783__1.69783	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913205.69906__1.69906	556259__I0PXW0__BSGG_5187
ERR1913205.69933__1.69933	214856__R6YD52__ERS852447_02171
ERR1913205.69839__1.69839	1262882__R5MFT7__BN519_00494
ERR1913205.69995__1.69995	239935__A0A139TQT9__Amuc_1197
ERR1913205.70024__1.70024	33043__A0A174BZH6__ERS852400_01477
ERR1913205.70141__1.70141	1262911__R6GY22__BN557_00023
ERR1913205.70198__1.70198	214856__R6XKT4__ERS852559_01719
ERR1913205.70214__1.70214	1262882__R5MJJ9__BN519_01035
ERR1913205.70276__1.70276	239935__A0A2N8IG27__CXT85_07805
ERR1913205.70297__1.70297	1550024__G9RWE3__TQ39_04170
ERR1913205.70514__1.70514	214856__I3YPN3__ERS852447_01395
ERR1913205.70564__1.70564	47678__R5UHH8__HMPREF1061_02584
ERR1913205.70677__1.70677	1262882__R5N4P6__BN519_01346
ERR1913205.70721__1.70721	28116__A0A1Y4Q112__evgS_13
ERR1913205.70797__1.70797	39492__B0MN61__epsF_2
ERR1913205.70860__1.70860	214856__R6Y1K2__ERS852447_02306
ERR1913205.71015__1.71015	214856__I3YPQ3__Alfi_2711
ERR1913205.70970__1.70970	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913205.70971__1.70971	214856__I3YPP0__ERS852447_01388
ERR1913205.71075__1.71075	301302__R5UHX5__M72_14301
ERR1913205.71160__1.71160	47678__A5ZEA3__ERS852558_00257
ERR1913205.71219__1.71219	487174__K0X429__HMPREF9448_00932
ERR1913205.71242__1.71242	214856__E4MF20__Alfi_0697
ERR1913205.71275__1.71275	1965576__A0A1Y4LNM7__B5F19_03145
ERR1913205.71451__1.71451	214856__I3YPR6__Alfi_2724
ERR1913205.71635__1.71635	821__A0A0P0L8F8__ERS852509_03705
ERR1913205.71742__1.71742	214856__I3YPP0__ERS852447_01388
ERR1913205.71832__1.71832	214856__A0A174EQR4__rsmA
ERR1913205.71957__1.71957	1262882__R5MF43__BN519_00282
ERR1913205.71971__1.71971	1262882__R5N5H2__BN519_01493
ERR1913205.72188__1.72188	239935__A0A2N8IMC9__CXU09_02095
ERR1913205.72414__1.72414	214856__R6Z3P8__ERS852559_01737
ERR1913205.72475__1.72475	487174__K0WXG8__DIT83_09300
ERR1913205.72451__1.72451	239935__A0A2N8I3G2__CXT89_00720
ERR1913205.72507__1.72507	1501391__GCA_000786575.1_00057
ERR1913205.72685__1.72685	47678__R5U332__C5Z00_16810
ERR1913205.72956__1.72956	39492__D4JRV7__EUBSIR_01513
ERR1913205.73102__1.73102	214856__I3YPQ0__ERS852447_01379
ERR1913205.73157__1.73157	214856__A0A173YXX1__ERS852559_01651
ERR1913205.73302__1.73302	552398__F4XH38__HMPREF0866_02939
ERR1913205.73371__1.73371	1262882__A0A356PSJ4__BN519_01180
ERR1913205.73535__1.73535	1262882__R5MLT4__BN519_01496
ERR1913205.73618__1.73618	239935__A0A3F3KBB8__CXU16_06755
ERR1913205.74012__1.74012	239935__A0A2N8HDT1__CXT94_05270
ERR1913205.74013__1.74013	1262882__R5MLA4__BN519_01536
ERR1913205.74196__1.74196	328813__A0A1Y3QZ64__B5G41_14235
ERR1913205.74373__1.74373	239935__A0A2N8HQR1__Amuc_0287
ERR1913205.74360__1.74360	214856__A0A174ZD89__ERS852559_00526
ERR1913205.74547__1.74547	384638__B7APR1__BACPEC_00667
ERR1913205.74548__1.74548	214856__R6Z288__ERS852447_00734
ERR1913205.74661__1.74661	214856__I3YMN6__Alfi_1938
ERR1913205.74678__1.74678	214856__R6Y2Y4__ERS852447_01086
ERR1913205.74761__1.74761	818__A0A174RFL1__ERS852511_03380
ERR1913205.74898__1.74898	454154__G5SVT0__HMPREF9441_03497
ERR1913205.74900__1.74900	214856__I3YPP3__Alfi_2701
ERR1913205.74945__1.74945	291645__I8WZT8__HMPREF1068_04327
ERR1913205.75019__1.75019	410072__A0A3E4GQ67__sigV_1
ERR1913205.75123__1.75123	1897011__A0A1Q6REU8__BHW41_04300
ERR1913205.75254__1.75254	1262882__R5MM10__BN519_01679
ERR1913205.75507__1.75507	239935__A0A2N8HT44__CXT84_11035
ERR1913205.75580__1.75580	214856__I3YPI7__pepD_1
ERR1913205.75807__1.75807	47678__A0A3E5BQM1__DXB67_08970
ERR1913205.76220__1.76220	487174__K0WZP2__DDY40_04000
ERR1913205.76229__1.76229	214856__R6Y1K2__ERS852447_02306
ERR1913205.76383__1.76383	1262882__R5MIY9__BN519_01097
ERR1913205.76582__1.76582	28118__R6F4F9__Odosp_1027
ERR1913205.76655__1.76655	1262911__R6H174__BN557_01246
ERR1913205.76756__1.76756	1263006__R6LYA7__BN515_01307
ERR1913205.76911__1.76911	328813__A0A1Y3QZ64__B5G41_14235
ERR1913205.76937__1.76937	214856__A0A175A6T5__ERS852447_02658
ERR1913205.76944__1.76944	410072__A0A173YNZ0__ERS852481_00766
ERR1913205.76972__1.76972	214856__R6XUN2__rcsC_1
