ERR1913221.832__1.832	33043__A0A173X520__ERS852575_01617
ERR1913221.68443__1.68443	45851__D4RYZ4__BHV86_03155
ERR1913221.68554__1.68554	39488__A0A374N3K6__EHLA_0222
ERR1913221.68679__1.68679	1262886__R6QKQ6__BN563_01547
ERR1913221.68882__1.68882	2173__A0A1D2WUJ0__Msm_1370
ERR1913221.68957__1.68957	1262825__R5E704__BN724_01845
ERR1913221.69095__1.69095	821__A0A174TD86__C800_00949
ERR1913221.69379__1.69379	1262961__R6E625__BN710_01489
ERR1913221.69413__1.69413	39485__A0A175A2T1__EUBELI_02034
ERR1913221.69440__1.69440	1150298__R7JUW7__ERS852406_02089
ERR1913221.69623__1.69623	1262992__R5CXM8__BN795_01024
ERR1913221.69674__1.69674	45851__D4RW43__BUTYVIB_00173
ERR1913221.69840__1.69840	1262961__R6DVU6__BN710_01353
ERR1913221.69857__1.69857	33039__A0A174XW11__RTO_07780
ERR1913221.69921__1.69921	39485__C4Z6B7__EUBELI_20364
ERR1913221.70284__1.70284	1262761__R6RML5__BN606_00248
ERR1913221.70254__1.70254	39485__C4Z2S3__EUBELI_00292
ERR1913221.70271__1.70271	1262886__R6QIL5__BN563_00897
ERR1913221.70359__1.70359	33039__A0A174XW11__RTO_07780
ERR1913221.71109__1.71109	2292352__A0A374UQJ9__DXC23_03560
ERR1913221.71252__1.71252	45851__D4S184__BUTYVIB_01854
ERR1913221.71436__1.71436	45851__D4S2F3__BUTYVIB_02275
ERR1913221.71491__1.71491	1680__A0A2R4G1K8__BBMN23_0315
ERR1913221.71698__1.71698	1262760__R5LP97__BN758_00903
ERR1913221.71855__1.71855	39485__A0A174ZNZ2__ERS852492_02345
ERR1913221.71965__1.71965	1680__A0A1X3AAI9__BADO_1163
ERR1913221.72062__1.72062	418240__C6JGL2__ERS852523_00030
ERR1913221.72415__1.72415	1263000__R5EXT3__BN466_02213
ERR1913221.72874__1.72874	821__A0A174V2F3__NCTC10583_01474
ERR1913221.72979__1.72979	165179__A0A3E5A5E5__DXC61_13965
ERR1913221.73201__1.73201	28130__U2KLY2__HMPREF9296_1161
ERR1913221.73294__1.73294	2022527__A0A264Y9E2__CHL74_03740
ERR1913221.73621__1.73621	45851__D4RZ84__BUTYVIB_01149
ERR1913221.73939__1.73939	45851__R5LYR7__BHV86_03710
ERR1913221.74858__1.74858	1262886__R6Q765__BN563_00634
ERR1913221.75215__1.75215	28118__R6F984__B5F93_04540
ERR1913221.75408__1.75408	45851__D4RYQ1__BHV86_00310
ERR1913221.75443__1.75443	1262761__R6RU22__BN606_01110
ERR1913221.75799__1.75799	165179__A0A3E5A832__DXC61_13685
ERR1913221.76208__1.76208	39485__A0A174YSS6__trxB_2
ERR1913221.76421__1.76421	1262882__R5N1N6__BN519_00968
ERR1913221.76810__1.76810	1150298__A0A174AP40__ERS852535_01165
ERR1913221.77041__1.77041	100886__E2NWF3__CATMIT_02947
ERR1913221.77202__1.77202	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913221.77320__1.77320	39485__R5ZNG4__yerB
ERR1913221.77323__1.77323	39485__A0A174YZE2__spoIIE
ERR1913221.77337__1.77337	45851__D4S1E0__BUTYVIB_01910
ERR1913221.77385__1.77385	1262761__R6QXE4__BN606_02110
ERR1913221.77432__1.77432	1262911__R6GU91__BN557_01513
ERR1913221.77558__1.77558	39491__A0A395V5L2__ERE_28270
ERR1913221.77641__1.77641	45851__D4RZC5__BUTYVIB_01191
ERR1913221.78192__1.78192	165179__A0A3E5AHK7__PREVCOP_04289
ERR1913221.78442__1.78442	165179__A0A174WRI9__DXB80_04870
ERR1913221.78545__1.78545	45851__D4RWC3__BUTYVIB_00254
ERR1913221.78639__1.78639	39488__A0A174GS53__dnaC_1
ERR1913221.78851__1.78851	1262911__R6H2J2__BN557_01228
ERR1913221.78962__1.78962	45851__D4RYC4__BHV86_01935
ERR1913221.79120__1.79120	1262961__R6DWQ2__BN710_01824
ERR1913221.79561__1.79561	39485__A0A174Z1A6__EUBELI_00220
ERR1913221.79604__1.79604	45851__D4RWJ0__BHV86_05915
ERR1913221.79614__1.79614	1262760__R5LR70__BN758_01365
ERR1913221.79949__1.79949	33043__A0A174EI47__inlJ
ERR1913221.80161__1.80161	28111__E5WXQ8__NCTC11155_03183
ERR1913221.80182__1.80182	39485__C4Z6F3__EUBELI_20400
ERR1913221.80418__1.80418	45851__D4RX43__BUTYVIB_00394
ERR1913221.80379__1.80379	45851__D4S200__BHV86_07815
ERR1913221.80584__1.80584	1262958__R7H3S4__BN645_00399
ERR1913221.80701__1.80701	39485__A0A174YQX9__ERS852490_00864
ERR1913221.80831__1.80831	39485__C4Z355__ERS852490_01971
ERR1913221.80838__1.80838	39491__A0A396FMF1__EUR_28700
ERR1913221.80998__1.80998	39491__A0A395UYA6__EUBREC_0408
ERR1913221.81172__1.81172	1262816__R6BZL8__BN687_00036
ERR1913221.81311__1.81311	45851__D4RYI3__BHV86_01630
ERR1913221.81283__1.81283	165179__D1PAJ7__PREVCOP_04222
ERR1913221.81301__1.81301	1262825__R5E7H3__BN724_01638
ERR1913221.81415__1.81415	357276__A0A076ISJ4__B5F95_19420
ERR1913221.81588__1.81588	39488__C0EX85__ERS852578_02315
ERR1913221.81863__1.81863	45851__D4S288__BHV86_04325
ERR1913221.82206__1.82206	853__A0A3E2V168__FAEPRAM212_00929
ERR1913221.82286__1.82286	1262741__R6CWP5__BN697_00620
ERR1913221.82365__1.82365	1262761__R6QN98__BN606_00094
ERR1913221.82806__1.82806	39485__A0A174YNW2__cph2_3
ERR1913221.82944__1.82944	45851__R5LRY3__BUTYVIB_01906
ERR1913221.83027__1.83027	39491__R6TNE7__T1815_09811
ERR1913221.83216__1.83216	1262882__R5N3T7__BN519_01188
ERR1913221.83234__1.83234	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913221.83397__1.83397	1262761__R6QT25__BN606_01812
ERR1913221.83402__1.83402	821__A0A395UNT8__DXD64_15275
ERR1913221.83466__1.83466	1262825__R5E4S3__BN724_00120
ERR1913221.83815__1.83815	39485__A0A175A2T1__EUBELI_02034
ERR1913221.84042__1.84042	33039__D4M4L0__ERS852577_02891
ERR1913221.84133__1.84133	39485__R5ZNS8__rsmG
ERR1913221.84305__1.84305	39485__A0A174ZLH6__EUBELI_01564
ERR1913221.84240__1.84240	1262816__R6CR09__BN687_02017
ERR1913221.84485__1.84485	45851__D4S080__BHV86_10275
ERR1913221.84546__1.84546	2022527__A0A264Y9X6__CHL74_02935
ERR1913221.84514__1.84514	39485__A0A1Q6PGI3__ERS852492_02967
ERR1913221.84634__1.84634	39485__C4Z0T2__ykvU
ERR1913221.84577__1.84577	1262930__R5ZZX8__BN693_02128
ERR1913221.84861__1.84861	1262761__R6R3W1__BN606_01849
ERR1913221.84931__1.84931	39491__A0A396FGM9__fliU_1
ERR1913221.84942__1.84942	165179__A0A3E5EB26__CFT61_02800
ERR1913221.85012__1.85012	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913221.85364__1.85364	1262911__R6GPB5__BN557_00842
ERR1913221.85343__1.85343	1262882__R5MSX6__BN519_01697
ERR1913221.85530__1.85530	45851__D4RYZ4__BHV86_03155
ERR1913221.85802__1.85802	45851__D4S0Q4__lepB
ERR1913221.85832__1.85832	1150298__A0A174R4D7__tmpC_2
ERR1913221.86053__1.86053	33043__A0A173ZZ54__ERS852400_00193
ERR1913221.86367__1.86367	39485__C4Z1S0__ERS852492_00886
ERR1913221.86692__1.86692	165179__A0A174W369__PREVCOP_04548
ERR1913221.86706__1.86706	1263107__GCA_000436995.1_00213
ERR1913221.87110__1.87110	821__E5UPR6__SAMN04487923_101768
ERR1913221.87314__1.87314	853__A0A3E2U7E6__ERS852582_01640
ERR1913221.87322__1.87322	39485__C4Z355__ERS852490_01971
ERR1913221.87348__1.87348	39485__C4Z0B2__EUBELI_01024
ERR1913221.87526__1.87526	1262911__R6GY22__BN557_00023
ERR1913221.87825__1.87825	39485__C4Z390__EUBELI_01689
ERR1913221.87927__1.87927	1263107__GCA_000436995.1_00021
ERR1913221.88003__1.88003	33039__A0A174ZCB2__ERS852577_04014
ERR1913221.88286__1.88286	45851__D4S0J9__BUTYVIB_01618
ERR1913221.88471__1.88471	45851__D4RWC6__BHV86_07010
ERR1913221.88629__1.88629	45851__R5LRK0__BUTYVIB_00520
ERR1913221.89350__1.89350	39491__A0A174LTW7__DXD13_08720
ERR1913221.89491__1.89491	2173__A5UJ58__BK798_03985
ERR1913221.89607__1.89607	39485__A0A174YU30__ERS852492_02057
ERR1913221.89700__1.89700	39485__R5ZRT8__gmr_6
ERR1913221.89837__1.89837	572010__rplB
ERR1913221.90108__1.90108	821__A0A3E4WAR6__DXD64_10735
ERR1913221.90073__1.90073	1262961__R6DYC9__BN710_00477
ERR1913221.90380__1.90380	33043__A0A173X520__ERS852575_01617
ERR1913221.90562__1.90562	33039__D4M6R8__bglB_8
ERR1913221.91127__1.91127	853__A0A2A7A4A9__C4N21_14870
ERR1913221.91637__1.91637	45851__D4RW33__ylbJ
ERR1913221.91871__1.91871	1262882__R5MEN2__BN519_00200
ERR1913221.92040__1.92040	165179__D1PHV2__PREVCOP_06822
ERR1913221.92011__1.92011	487174__R5F4K8__HMPREF9448_01532
ERR1913221.92063__1.92063	39491__A0A395UYA6__EUBREC_0408
ERR1913221.92493__1.92493	165179__A0A3E5E920__DXB80_11625
ERR1913221.92698__1.92698	45851__D4RYU3__BUTYVIB_01007
ERR1913221.92733__1.92733	39492__D4JUS6__accD5
ERR1913221.92926__1.92926	371601__D7J175__DXD03_05675
ERR1913221.93092__1.93092	45851__D4S013__BHV86_10590
ERR1913221.93164__1.93164	45851__D4RXK7__BUTYVIB_00558
ERR1913221.93452__1.93452	165179__R6CJG8__DXC61_09290
ERR1913221.93454__1.93454	1262825__R5E0Q5__BN724_01182
ERR1913221.93693__1.93693	39485__C4Z5L8__ERS852490_00665
ERR1913221.93855__1.93855	39485__R5ZRT8__gmr_6
ERR1913221.94022__1.94022	1680__A7A2Y2__NCTC11814_00537
ERR1913221.94099__1.94099	33043__A0A173X520__ERS852575_01617
ERR1913221.94108__1.94108	820__A0A3E5BMG9__DXD40_05130
ERR1913221.94199__1.94199	45851__D4RYU3__BUTYVIB_01007
ERR1913221.94238__1.94238	39491__A0A395ZHW9__DXC13_02590
ERR1913221.94618__1.94618	45851__D4S2U9__BHV86_05685
ERR1913221.94708__1.94708	45851__D4S317__BUTYVIB_02469
ERR1913221.94768__1.94768	45851__D4RXL7__BUTYVIB_00568
ERR1913221.94907__1.94907	301301__G2SXA1__frc_2
ERR1913221.94836__1.94836	1262882__R5N1L4__BN519_00757
ERR1913221.95021__1.95021	28130__U2J4G5__HMPREF0653_02136
ERR1913221.95029__1.95029	2173__A0A1D2WTZ3__frhB
ERR1913221.95177__1.95177	45851__D4S1R9__BHV86_08150
ERR1913221.95283__1.95283	1262882__R5MH82__BN519_00752
ERR1913221.95232__1.95232	100886__E2NTX6__macB_18
ERR1913221.95363__1.95363	40520__A0A396A2X4__RUMOBE_00875
ERR1913221.95352__1.95352	853__A0A174AML0__FPR_08640
ERR1913221.95541__1.95541	28116__A0A1G6G9R4__CUY_0131
ERR1913221.95729__1.95729	1262886__R6Q913__BN563_00459
ERR1913221.96384__1.96384	39491__A0A395ZDC6__addB
ERR1913221.96531__1.96531	1262761__R6QXV6__BN606_00004
ERR1913221.96700__1.96700	1263107__GCA_000436995.1_00012
ERR1913221.96947__1.96947	39485__R5ZX10__ERS852492_02330
ERR1913221.97059__1.97059	1262743__R5C054__BN727_01980
ERR1913221.97293__1.97293	39485__R5ZSI4__ERS852492_00875
ERR1913221.97646__1.97646	1735__B7CDA5__EUBIFOR_02186
ERR1913221.97837__1.97837	2173__P22350__Msm_0089
ERR1913221.97852__1.97852	45851__D4RX09__BUTYVIB_00360
ERR1913221.98191__1.98191	45851__D4S1E0__BUTYVIB_01910
ERR1913221.98125__1.98125	328814__GCA_004558275.1_00025
ERR1913221.98498__1.98498	165179__D1PGU8__PREVCOP_06463
ERR1913221.98428__1.98428	1262959__R5Y7B4__BN680_01714
ERR1913221.98857__1.98857	2173__A0A1D2WUQ6__METSMIF1_02304
ERR1913221.99052__1.99052	165179__A0A3E5E189__PREVCOP_06699
ERR1913221.99141__1.99141	39491__R6UMS6__DXD13_07035
ERR1913221.99215__1.99215	45851__D4S283__BUTYVIB_02205
ERR1913221.99227__1.99227	100886__A0A174M9X7__CATMIT_00555
ERR1913221.99451__1.99451	1262945__R6YNE4__BN600_01653
ERR1913221.99581__1.99581	1262911__R6H1D2__BN557_00855
ERR1913221.99892__1.99892	1262911__R6HLR5__BN557_00628
ERR1913221.100271__1.100271	418240__A0A174NZX7__tagF_1
ERR1913221.100367__1.100367	33043__A0A174AEP1__apr
ERR1913221.100924__1.100924	1262825__R5EJN3__BN724_01839
ERR1913221.101400__1.101400	853__A0A173XRA8__CGS56_09290
ERR1913221.101577__1.101577	33043__A0A174EI47__inlJ
ERR1913221.101658__1.101658	418240__C6JH13__ERS852478_02750
ERR1913221.101718__1.101718	165179__A0A174W369__PREVCOP_04548
ERR1913221.101945__1.101945	626929__K9EMN2__SAMN05444376_2987
ERR1913221.102242__1.102242	39485__A0A174YMI9__cph2_5
ERR1913221.102479__1.102479	39485__A0A174YQX9__ERS852490_00864
ERR1913221.102717__1.102717	1262825__R5EGD8__BN724_01599
ERR1913221.102980__1.102980	291644__I8Y0K6__HMPREF1532_04085
ERR1913221.103020__1.103020	165179__A0A3E5E4P9__DXB80_07930
ERR1913221.103512__1.103512	165179__A0A3E5EBQ2__DXC61_01930
ERR1913221.103574__1.103574	39491__A0A173VYV1__DXC13_02710
ERR1913221.103786__1.103786	1262961__R6DW57__BN710_00287
ERR1913221.103884__1.103884	745368__A0A1T4WBZ5__SAMN02745178_00335
ERR1913221.103830__1.103830	39485__C4Z6F3__EUBELI_20400
ERR1913221.104476__1.104476	901__B6WRK3__DESPIG_00694
ERR1913221.104762__1.104762	45851__D4RW43__BUTYVIB_00173
ERR1913221.105002__1.105002	572010__nifJ
ERR1913221.105710__1.105710	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913221.105909__1.105909	310298__B3JII2__BACCOP_01694
ERR1913221.106001__1.106001	39492__B0MP07__ERS852540_02083
ERR1913221.106246__1.106246	1262924__R7HUJ5__BN585_00830
ERR1913221.106304__1.106304	39485__C4Z434__tilS
ERR1913221.106501__1.106501	1262961__R6EI41__BN710_00641
ERR1913221.106568__1.106568	45851__D4RZF4__BUTYVIB_01220
ERR1913221.106543__1.106543	165179__D1PAJ7__PREVCOP_04222
ERR1913221.106818__1.106818	165179__A0A3E5AHK7__PREVCOP_04289
ERR1913221.106906__1.106906	1262924__R7HRI6__BN585_00824
ERR1913221.107430__1.107430	39491__C4Z9Y3__ERS852417_01808
ERR1913221.107847__1.107847	39485__C4Z390__EUBELI_01689
ERR1913221.108208__1.108208	40520__A0A3E5EDB8__RUMOBE_02387
ERR1913221.108419__1.108419	1262825__R5EAJ1__BN724_00766
ERR1913221.108567__1.108567	1262930__R5ZVQ3__BN693_01357
ERR1913221.108603__1.108603	1628085__A0A2U1BH64__C7386_101226
ERR1913221.108608__1.108608	1262930__R6AVH6__BN693_02127
ERR1913221.108758__1.108758	39485__R5ZNG4__yerB
ERR1913221.109601__1.109601	39485__A0A1Q6PH92__cbbX
ERR1913221.109681__1.109681	39491__A0A174K9A3__DXB69_07785
ERR1913221.109720__1.109720	165179__A0A3E5AGH1__DXB80_05820
ERR1913221.109810__1.109810	2173__A0A1D2WSY5__METSMIF1_03017
ERR1913221.109971__1.109971	1262911__R6GKX4__BN557_01388
ERR1913221.110232__1.110232	1262961__R6DVU6__BN710_01353
ERR1913221.110567__1.110567	45851__D4RZD5__BUTYVIB_01201
ERR1913221.110597__1.110597	45851__D4RWN7__BHV86_06150
ERR1913221.110704__1.110704	45851__D4S2F3__BUTYVIB_02275
ERR1913221.111056__1.111056	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913221.111316__1.111316	572010__rpoB
ERR1913221.111534__1.111534	1897011__A0A1Q6RJV2__BHW41_00030
ERR1913221.111567__1.111567	853__A0A173YYY4__DWZ04_09420
ERR1913221.112270__1.112270	39485__C4Z0F4__ERS852490_00945
ERR1913221.112478__1.112478	39491__D4JM76__DXC13_02150
ERR1913221.112687__1.112687	821__R7P1Q7__M099_2990
ERR1913221.113005__1.113005	39485__A0A174YSU1__ERS852492_00576
ERR1913221.113092__1.113092	39491__A0A395UZ82__EUR_31520
ERR1913221.113232__1.113232	1284775__A0A095Y5F5__HMPREF1640_07020
ERR1913221.113242__1.113242	853__A0A3E2U7E6__ERS852582_01640
ERR1913221.113508__1.113508	1262988__R7N285__BN816_00970
ERR1913221.113519__1.113519	2022527__A0A264Y9Y7__CHL74_02905
ERR1913221.113581__1.113581	1262825__R5EER7__BN724_00148
ERR1913221.113684__1.113684	2173__A0A1D2WU59__Msm_1444
ERR1913221.113772__1.113772	45851__A0A3C0J7S9__BUTYVIB_01423
ERR1913221.113833__1.113833	39485__R6AKA4__rssA
ERR1913221.114095__1.114095	1262760__R5LTZ6__BN758_01715
ERR1913221.114111__1.114111	39485__R5ZSI4__ERS852492_00875
ERR1913221.114210__1.114210	2173__A0A1D2WRS4__METSMIALI_00521
ERR1913221.115371__1.115371	1262760__R5L6U4__BN758_00921
ERR1913221.115426__1.115426	1262945__R6YT88__BN600_00074
ERR1913221.115639__1.115639	45851__D4RYU3__BUTYVIB_01007
ERR1913221.115911__1.115911	1262825__R5ECH5__BN724_02253
ERR1913221.116183__1.116183	2022527__A0A264Y4M8__CHL74_12675
ERR1913221.116316__1.116316	45851__D4RYZ4__BHV86_03155
ERR1913221.116273__1.116273	82135__cdsA
ERR1913221.116611__1.116611	39485__C4Z355__ERS852490_01971
ERR1913221.116674__1.116674	1263011__R6E1I7__BN553_01465
ERR1913221.116778__1.116778	165179__D1PGD2__DXC61_10875
ERR1913221.117094__1.117094	165179__D1PGU8__PREVCOP_06463
ERR1913221.117073__1.117073	1358__D2BKV8__LLUC08_1640
ERR1913221.117404__1.117404	410072__A0A174EHQ6__ERS852481_02629
ERR1913221.117490__1.117490	165179__D1PGU8__PREVCOP_06463
ERR1913221.117440__1.117440	39485__A0A175A403__EUBELI_20577
ERR1913221.117657__1.117657	1150298__R7JTW4__yvhJ
ERR1913221.117673__1.117673	39485__A0A174ZBJ8__speA_2
ERR1913221.117682__1.117682	745368__A0A1T4YBU5__SAMN02745178_02911
ERR1913221.117734__1.117734	458033__GCA_001482755.1_02203
ERR1913221.117828__1.117828	626932__G5H833__HMPREF9450_01093
ERR1913221.118045__1.118045	821__R7P1Q7__M099_2990
ERR1913221.118112__1.118112	39485__R6AET9__EUBELI_01205
ERR1913221.118155__1.118155	853__A0A173YYY4__DWZ04_09420
ERR1913221.118439__1.118439	45851__D4RWR5__BHV86_06295
ERR1913221.118616__1.118616	45851__R5LGC3__BHV86_03695
ERR1913221.118722__1.118722	100886__E2NNF7__ERS852383_05018
ERR1913221.118935__1.118935	853__A0A173YYY4__DWZ04_09420
ERR1913221.118971__1.118971	45851__D4RYQ2__BUTYVIB_00960
ERR1913221.119099__1.119099	204516__U6RAM4__HMPREF1534_03439
ERR1913221.119245__1.119245	45851__D4RYS8__BUTYVIB_00989
ERR1913221.119259__1.119259	45851__D4RYD1__ytvI
ERR1913221.119729__1.119729	384638__B7APN3__BACPEC_00639
ERR1913221.119925__1.119925	216816__C2GUV2__APC1478_0430
ERR1913221.120343__1.120343	1235793__R9KSF0__C809_01679
ERR1913221.120437__1.120437	45851__D4S0P6__BUTYVIB_01665
ERR1913221.120716__1.120716	2173__A0A1D2WRY2__Msm_1736
ERR1913221.120819__1.120819	418240__C6JHI0__ERS852478_00516
ERR1913221.120772__1.120772	45851__D4RWN6__BUTYVIB_00072
ERR1913221.120882__1.120882	853__E2ZGD9__C7J97_11715
ERR1913221.120982__1.120982	39486__B0G912__DXD84_12340
ERR1913221.121189__1.121189	39491__A0A395ZKJ0__DXD13_11010
ERR1913221.121249__1.121249	1262761__R6QHZ3__BN606_00478
ERR1913221.121268__1.121268	74426__pflB_2
ERR1913221.121377__1.121377	45851__D4S0P1__BUTYVIB_01660
ERR1913221.121396__1.121396	1262886__R6Q7L1__BN563_00804
ERR1913221.121573__1.121573	39486__R6RZU9__DXD50_10445
ERR1913221.121649__1.121649	45851__D4RWC5__BHV86_07005
ERR1913221.122523__1.122523	39485__C4Z684__ERS852492_01895
ERR1913221.122765__1.122765	1262886__R6QHZ9__BN563_00710
ERR1913221.122725__1.122725	2173__A0A1D2WTZ3__frhB
ERR1913221.123042__1.123042	45851__D4RYG8__BUTYVIB_00874
ERR1913221.122999__1.122999	165179__A0A3E5A832__DXC61_13685
ERR1913221.123260__1.123260	1262825__R5EER7__BN724_00148
ERR1913221.123368__1.123368	45851__D4S0P6__BUTYVIB_01665
ERR1913221.123302__1.123302	1262760__R5LSJ2__BN758_01510
ERR1913221.123856__1.123856	39485__C4Z6Z5__EUBELI_20593
ERR1913221.123861__1.123861	39485__A0A175A273__plsX_2
ERR1913221.124046__1.124046	45851__D4RWZ9__murF
ERR1913221.124204__1.124204	39485__A0A174Z851__cdaR_1
ERR1913221.124321__1.124321	1262961__R6DMJ8__BN710_00674
ERR1913221.124840__1.124840	1262760__R5LSJ2__BN758_01510
ERR1913221.125038__1.125038	1262825__R5ELY8__BN724_02320
ERR1913221.125237__1.125237	1262760__R5LGW0__BN758_01815
ERR1913221.125188__1.125188	487175__F3QIH4__HMPREF9439_00721
ERR1913221.125352__1.125352	45851__D4RXN5__BUTYVIB_00586
ERR1913221.125577__1.125577	165179__A0A3E5A832__DXC61_13685
ERR1913221.125613__1.125613	1262911__R6H1B2__BN557_00840
ERR1913221.125641__1.125641	45851__D4RWG7__BUTYVIB_00298
ERR1913221.125772__1.125772	45851__D4RWC6__BHV86_07010
ERR1913221.125904__1.125904	45851__D4RX43__BUTYVIB_00394
ERR1913221.126010__1.126010	74426__rpoC
ERR1913221.126086__1.126086	39488__A0A174CKH9__EUBHAL_00342
ERR1913221.126213__1.126213	1263030__R5CXA0__BN705_00395
ERR1913221.126833__1.126833	1262886__R6Q824__BN563_00941
ERR1913221.126892__1.126892	1262911__R6H1B2__BN557_00840
ERR1913221.127145__1.127145	45851__D4RXN5__BUTYVIB_00586
ERR1913221.127209__1.127209	45851__D4S1P9__BUTYVIB_02021
ERR1913221.127548__1.127548	1262825__R5E0J0__BN724_01159
ERR1913221.127559__1.127559	45851__D4RYC4__BHV86_01935
ERR1913221.127979__1.127979	45851__D4S0D7__BUTYVIB_01556
ERR1913221.128137__1.128137	1262961__R6DYA6__BN710_00447
ERR1913221.128299__1.128299	165179__A0A174SR12__DXB80_04410
ERR1913221.128414__1.128414	165179__A0A3E5DZD8__DXB80_09150
ERR1913221.128619__1.128619	1735__B7CDA5__EUBIFOR_02186
ERR1913221.128717__1.128717	45851__D4S2F3__BUTYVIB_02275
ERR1913221.128790__1.128790	39485__A0A174ZA72__glgB_1
ERR1913221.128838__1.128838	1262886__R6QIL5__BN563_00897
ERR1913221.128936__1.128936	45851__D4RZK8__BUTYVIB_01274
ERR1913221.129103__1.129103	418240__C6JFD7__ERS852523_02475
ERR1913221.129213__1.129213	45851__D4S317__BUTYVIB_02469
ERR1913221.129433__1.129433	116085__D4J6E9__DW747_15845
ERR1913221.129444__1.129444	45851__D4RWR5__BHV86_06295
ERR1913221.129502__1.129502	1262825__R5EAF0__BN724_01054
ERR1913221.129677__1.129677	45851__D4S247__BUTYVIB_02169
ERR1913221.129850__1.129850	363265__R6F5L9__HMPREF0673_00327
ERR1913221.130130__1.130130	1262760__R5LSJ2__BN758_01510
ERR1913221.130249__1.130249	45851__R5LTE7__BHV86_04805
ERR1913221.130273__1.130273	2173__R7PWI5__rplJ
ERR1913221.130352__1.130352	45851__D4RZ27__BHV86_03325
ERR1913221.130598__1.130598	1263030__R5CYM9__BN705_00046
ERR1913221.130690__1.130690	45851__D4S141__BHV86_05760
ERR1913221.130821__1.130821	165179__D1PCY7__DXB80_02765
ERR1913221.130997__1.130997	572010__tufA
ERR1913221.131028__1.131028	45851__R5LYR7__BHV86_03710
ERR1913221.131617__1.131617	1262825__R5EL88__BN724_00578
ERR1913221.131632__1.131632	823__A6LER2__ERS852513_00365
ERR1913221.132718__1.132718	45851__D4RW73__BHV86_06745
ERR1913221.132684__1.132684	45851__D4S069__spoIVA
ERR1913221.132888__1.132888	45851__D4S0P6__BUTYVIB_01665
ERR1913221.132936__1.132936	39485__A0A174YTF7__ERS852490_01271
ERR1913221.133078__1.133078	1262882__R5MT08__BN519_01706
ERR1913221.133262__1.133262	45851__D4S1P9__BUTYVIB_02021
ERR1913221.133393__1.133393	40519__U2KNI1__RUMCAL_02150
ERR1913221.133866__1.133866	39485__C4Z6F3__EUBELI_20400
ERR1913221.133984__1.133984	1263027__R6ZKB3__BN699_02039
ERR1913221.134043__1.134043	165179__A0A3E5E4P9__DXB80_07930
ERR1913221.134060__1.134060	1262882__R5MFM2__BN519_00460
ERR1913221.134227__1.134227	45851__D4RYZ4__BHV86_03155
ERR1913221.134310__1.134310	1262760__R5LTZ6__BN758_01715
ERR1913221.135091__1.135091	45851__D4RXN5__BUTYVIB_00586
ERR1913221.135097__1.135097	821__E5UY21__C800_02204
ERR1913221.135174__1.135174	1262886__R6Q9D7__BN563_00573
ERR1913221.135328__1.135328	1343__E3CSS5__HMPREF9192_0252
ERR1913221.135349__1.135349	1262825__R5EL82__BN724_00573
ERR1913221.135499__1.135499	45851__D4RYC5__BHV86_01930
ERR1913221.135824__1.135824	39496__A5Z4A5__EUBVEN_00528
ERR1913221.135930__1.135930	165179__A0A3E4SID1__DXB80_01945
ERR1913221.135941__1.135941	33043__A0A174H1B6__ERS852575_02702
ERR1913221.135963__1.135963	46503__R6X5I4__ERS852463_01136
ERR1913221.136132__1.136132	853__A0A329UEG4__CHR60_00585
ERR1913221.136284__1.136284	1262886__R6QSD5__BN563_01674
ERR1913221.136449__1.136449	45851__R5LHP6__BUTYVIB_00994
ERR1913221.137009__1.137009	1262988__R7N6Z9__BN816_02572
ERR1913221.137082__1.137082	384638__B7APR1__BACPEC_00667
ERR1913221.137084__1.137084	2173__A0A1D2WST6__METSMIALI_00213
ERR1913221.137146__1.137146	45851__D4S1R7__BUTYVIB_02039
ERR1913221.137224__1.137224	33039__A0A174YJ10__ERS852502_01829
ERR1913221.137400__1.137400	2173__A0A1D2WSY4__METSMIF1_03317
ERR1913221.137448__1.137448	45851__D4RYI3__BHV86_01630
ERR1913221.137500__1.137500	165179__A0A3E4SID1__DXB80_01945
ERR1913221.137644__1.137644	45851__D4RW43__BUTYVIB_00173
ERR1913221.137672__1.137672	1262760__R5LC36__BN758_01814
ERR1913221.138017__1.138017	45851__D4RZ17__BUTYVIB_01081
ERR1913221.138293__1.138293	45851__R5LYT8__BUTYVIB_02538
ERR1913221.138308__1.138308	28118__F9Z751__DHW44_02965
ERR1913221.138388__1.138388	28111__R5JPB6__NCTC11155_02514
