ERR1913040.45__1.45	1965560__A0A1Y4RFR5__B5E82_15700
ERR1913040.27703__1.27703	165179__A0A3E5A5E5__DXC61_13965
ERR1913040.27709__1.27709	165179__D1PGU8__PREVCOP_06463
ERR1913040.27743__1.27743	310298__B3JH67__BACCOP_01223
ERR1913040.27761__1.27761	165179__A0A3E5AER8__DXB80_07075
ERR1913040.27886__1.27886	69974__A0A090FEL8__MPL3365_630008
ERR1913040.27951__1.27951	310298__B3JFS5__BACCOP_00726
ERR1913040.28002__1.28002	216816__E8MFM6__DXC54_08560
ERR1913040.28004__1.28004	165179__A0A174IPI3__CFT61_10940
ERR1913040.28089__1.28089	28117__B0MXU6__ALIPUT_01958
ERR1913040.28129__1.28129	39485__A0A174YMM2__ERS852490_01019
ERR1913040.28138__1.28138	821__A0A396F1N0__M099_1553
ERR1913040.28166__1.28166	1308__R5ZXP1__Y016_06445
ERR1913040.28144__1.28144	40518__R5DYU1__DXD86_01160
ERR1913040.28224__1.28224	371601__A0A1H4AUL8__BXY_43960
ERR1913040.28225__1.28225	69974__A0A090FEL8__MPL3365_630008
ERR1913040.28329__1.28329	261299__W1UVK4__SAMN02745147_1173
ERR1913040.28344__1.28344	39491__A0A3E4YFT8__DXB69_10940
ERR1913040.28436__1.28436	69974__A0A090FEL8__MPL3365_630008
ERR1913040.28488__1.28488	69974__A0A090FEL8__MPL3365_630008
ERR1913040.28493__1.28493	649756__D4MWA6__HMPREF0369_02259
ERR1913040.28506__1.28506	418240__C6JGZ2__ERS852478_02682
ERR1913040.28574__1.28574	39491__C4ZF05__vpr
ERR1913040.28636__1.28636	301302__A0A0M6WIX9__ERS852420_01972
ERR1913040.28638__1.28638	69974__A0A090FEL8__MPL3365_630008
ERR1913040.28869__1.28869	39491__A0A396FQV7__T1815_10751
ERR1913040.28900__1.28900	39491__A0A2U2EK03__ERE_28780
ERR1913040.28970__1.28970	1262924__R7HUJ5__BN585_00830
ERR1913040.28995__1.28995	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913040.29011__1.29011	1262911__R6GIB9__BN557_01439
ERR1913040.29067__1.29067	28118__F9Z410__NCTC10826_01196
ERR1913040.29146__1.29146	69974__A0A090FEL8__MPL3365_630008
ERR1913040.29182__1.29182	853__E2ZGD9__C7J97_11715
ERR1913040.29198__1.29198	69974__A0A090FEL8__MPL3365_630008
ERR1913040.29212__1.29212	39485__R5ZT20__ERS852490_00975
ERR1913040.29271__1.29271	39491__A0A396FJJ9__DXB76_11995
ERR1913040.29247__1.29247	1323__A0A380LHB6__DXC78_08130
ERR1913040.29333__1.29333	204516__U6R838__HMPREF1534_03867
ERR1913040.29346__1.29346	820__A0A174A6K0__M093_0079
ERR1913040.29421__1.29421	165179__D1PGU8__PREVCOP_06463
ERR1913040.29529__1.29529	69974__A0A090FEL8__MPL3365_630008
ERR1913040.29535__1.29535	1262924__R7HU74__BN585_00690
ERR1913040.29568__1.29568	28117__B0MWP2__ALIPUT_01468
ERR1913040.29668__1.29668	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913040.29677__1.29677	1965632__A0A1Y4A853__B5F91_11650
ERR1913040.29785__1.29785	165179__A0A3E5E8N5__DXC61_13460
ERR1913040.29843__1.29843	165179__A0A3E5EB26__CFT61_02800
ERR1913040.29876__1.29876	69974__A0A090FEL8__MPL3365_630008
ERR1913040.29972__1.29972	69974__A0A090FEL8__MPL3365_630008
ERR1913040.30049__1.30049	820__A0A173WUD7__DXB48_08055
ERR1913040.30053__1.30053	310298__B3JQL6__BACCOP_04252
ERR1913040.30265__1.30265	47678__R5U558__ERS852558_02232
ERR1913040.30405__1.30405	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913040.30556__1.30556	69974__A0A090FEL8__MPL3365_630008
ERR1913040.30579__1.30579	820__A7VAR9__ERS852421_00197
ERR1913040.30590__1.30590	1262924__R7HRE7__BN585_00055
ERR1913040.30748__1.30748	47678__R5UPZ8__ERS852494_01752
ERR1913040.30911__1.30911	40518__R5DW64__RBL236_01394
ERR1913040.30986__1.30986	39485__A0A1Q6PHM3__ERS852490_03067
ERR1913040.31085__1.31085	47678__R5U969__C5Z00_13130
ERR1913040.31075__1.31075	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913040.31446__1.31446	626933__H1DGX0__HMPREF9449_01506
ERR1913040.31573__1.31573	626933__H1DGX0__HMPREF9449_01506
ERR1913040.31679__1.31679	1262913__R7JHF1__BN646_01974
ERR1913040.31774__1.31774	39488__C0EY66__prkC_1
ERR1913040.31786__1.31786	165179__A0A174IPI3__CFT61_10940
ERR1913040.31773__1.31773	165179__A0A3E5E8N5__DXC61_13460
ERR1913040.31864__1.31864	1262924__R7HQV3__BN585_00017
ERR1913040.32023__1.32023	39491__A0A173RJ81__DXB76_01570
ERR1913040.32041__1.32041	69974__A0A090FEL8__MPL3365_630008
ERR1913040.32068__1.32068	418240__C6J8Y5__ERS852478_01177
ERR1913040.32079__1.32079	39485__R5ZPP8__EUBELI_20334
ERR1913040.32164__1.32164	290054__A0A1T4NGJ6__SAMN02745114_01599
ERR1913040.32219__1.32219	310298__B3JPY4__BACCOP_04016
ERR1913040.32329__1.32329	820__A0A139KHD8__ERS417307_00569
ERR1913040.32392__1.32392	69974__A0A090FEL8__MPL3365_630008
ERR1913040.32448__1.32448	487173__H1CYR3__HMPREF9453_00501
ERR1913040.32510__1.32510	39485__C4Z355__ERS852490_01971
ERR1913040.32487__1.32487	39491__C4Z872__LD38_07250
ERR1913040.32570__1.32570	69974__A0A090FEL8__MPL3365_630008
ERR1913040.32668__1.32668	1262924__R7HNF7__BN585_01769
ERR1913040.32706__1.32706	69974__A0A090FEL8__MPL3365_630008
ERR1913040.32781__1.32781	1262924__R7HRF6__BN585_01735
ERR1913040.32835__1.32835	204516__U6RFU0__HMPREF1534_02545
ERR1913040.32977__1.32977	410072__A0A174DJM1__DXD67_05275
ERR1913040.33146__1.33146	39485__A0A174ZAI7__outO
ERR1913040.33300__1.33300	39485__A0A174ZUV1__tig_3
ERR1913040.33358__1.33358	69974__A0A090FEL8__MPL3365_630008
ERR1913040.33491__1.33491	1262992__R5DGC6__BN795_00540
ERR1913040.33603__1.33603	165179__A0A3E5DY64__CFT61_10025
ERR1913040.33607__1.33607	69974__A0A090FEL8__MPL3365_630008
ERR1913040.33646__1.33646	39491__A0A396FRK0__ERS852417_00541
ERR1913040.33661__1.33661	69974__A0A090FEL8__MPL3365_630008
ERR1913040.33677__1.33677	39485__A0A174YMI9__cph2_5
ERR1913040.33958__1.33958	511969__GeneID:3959334
ERR1913040.34173__1.34173	1262913__R7J4R5__BN646_00631
ERR1913040.34291__1.34291	69974__A0A090FEL8__MPL3365_630008
ERR1913040.34308__1.34308	69974__A0A090FEL8__MPL3365_630008
ERR1913040.34375__1.34375	165179__A0A174UTZ7__DXC61_06705
ERR1913040.34434__1.34434	1965604__A0A1Y4ERL1__B5F54_16810
ERR1913040.34565__1.34565	853__E2ZJT1__C4N23_03535
ERR1913040.34574__1.34574	1262913__R7JEY4__BN646_02004
ERR1913040.34583__1.34583	39491__A0A395ZEI6__ERE_07950
ERR1913040.34731__1.34731	69974__A0A090FEL8__MPL3365_630008
ERR1913040.34792__1.34792	39485__C4Z069__EUBELI_00981
ERR1913040.34810__1.34810	1628085__A0A1C5ZCR8__C7386_10447
ERR1913040.34916__1.34916	39485__A0A174YWE7__EUBELI_00979
ERR1913040.34930__1.34930	165179__D1PHD6__DXC61_03380
ERR1913040.34937__1.34937	165179__A0A3E5AAM8__DXB80_10240
ERR1913040.34952__1.34952	1262911__R6GPM2__BN557_00937
ERR1913040.35063__1.35063	39485__C4Z434__tilS
ERR1913040.35072__1.35072	410072__A0A173Y8R3__rng
ERR1913040.35076__1.35076	69974__A0A090FEL8__MPL3365_630008
ERR1913040.35102__1.35102	165179__A0A229I7F5__DXB80_02650
ERR1913040.35194__1.35194	374840__GeneID:2546403
ERR1913040.35303__1.35303	853__A0A174AML0__FPR_08640
ERR1913040.35318__1.35318	853__A8S882__C4N23_07600
ERR1913040.35400__1.35400	39485__A0A174ZUV1__tig_3
ERR1913040.35517__1.35517	204516__U6R838__HMPREF1534_03867
ERR1913040.35549__1.35549	69974__A0A090FEL8__MPL3365_630008
ERR1913040.35582__1.35582	69974__A0A090FEL8__MPL3365_630008
ERR1913040.35676__1.35676	371601__F7M1V2__DXD80_13245
ERR1913040.35697__1.35697	40520__R7D7W1__DXB81_08070
ERR1913040.35797__1.35797	39485__C4Z0G6__spoIVB
ERR1913040.35875__1.35875	39485__C4Z390__EUBELI_01689
ERR1913040.35923__1.35923	820__A0A3E5BMG9__DXD40_05130
ERR1913040.35969__1.35969	626933__H1DGX0__HMPREF9449_01506
ERR1913040.36002__1.36002	1262924__R7HRF6__BN585_01735
ERR1913040.36152__1.36152	39491__A0A173U130__ERE_16110
ERR1913040.36223__1.36223	69974__A0A090FEL8__MPL3365_630008
ERR1913040.36244__1.36244	301302__A0A0M6WB53__mcp4_4
ERR1913040.36250__1.36250	69974__A0A090FEL8__MPL3365_630008
ERR1913040.36338__1.36338	69974__A0A090FEL8__MPL3365_630008
ERR1913040.36381__1.36381	1262924__R7HQD9__BN585_00129
ERR1913040.36455__1.36455	165179__A0A229I443__DXB80_10950
ERR1913040.36507__1.36507	165179__W1I4H6__DXB80_13655
ERR1913040.36601__1.36601	69974__A0A090FEL8__MPL3365_630008
ERR1913040.36582__1.36582	165179__A0A229I4J4__proA
ERR1913040.36627__1.36627	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913040.36645__1.36645	39485__C4Z1S0__ERS852492_00886
ERR1913040.36749__1.36749	204516__U6RFV1__HMPREF1534_02560
ERR1913040.36815__1.36815	69974__A0A090FEL8__MPL3365_630008
ERR1913040.36889__1.36889	165179__A0A3E5EB26__CFT61_02800
ERR1913040.36933__1.36933	853__A0A173T6P2__DWZ46_14595
ERR1913040.37274__1.37274	69974__A0A090FEL8__MPL3365_630008
ERR1913040.37277__1.37277	69974__A0A090FEL8__MPL3365_630008
ERR1913040.37310__1.37310	165179__D1PEQ5__PREVCOP_05711
ERR1913040.37330__1.37330	820__A7UYX8__DXD40_11635
ERR1913040.37371__1.37371	40518__R5DR96__RBATCC27255_01185
ERR1913040.37412__1.37412	820__A0A174RFI5__SAMN05444418_12240
ERR1913040.37422__1.37422	40518__R5DVL2__penA
ERR1913040.37449__1.37449	165179__D1PGU8__PREVCOP_06463
ERR1913040.37501__1.37501	69974__A0A090FEL8__MPL3365_630008
ERR1913040.37542__1.37542	165179__A0A3E5EB26__CFT61_02800
ERR1913040.37565__1.37565	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913040.37672__1.37672	39485__A0A175A403__EUBELI_20577
ERR1913040.37726__1.37726	1262924__R7HRF6__BN585_01735
ERR1913040.37709__1.37709	40518__R5DUU0__DXD93_03985
ERR1913040.37758__1.37758	301302__R5VFU2__xynA1
ERR1913040.37927__1.37927	69974__A0A090FEL8__MPL3365_630008
ERR1913040.37928__1.37928	69974__A0A090FEL8__MPL3365_630008
ERR1913040.37947__1.37947	820__A0A139K1Y6__DXB48_02610
ERR1913040.37971__1.37971	301302__A0A173T3P5__ERS852420_01836
ERR1913040.38008__1.38008	204516__U6RM57__HMPREF1534_00757
ERR1913040.38310__1.38310	853__A0A173YYY4__DWZ04_09420
ERR1913040.38469__1.38469	39485__A0A174ZA72__glgB_1
ERR1913040.39153__1.39153	820__A0A174R952__DXB48_02570
ERR1913040.39175__1.39175	69974__A0A090FEL8__MPL3365_630008
ERR1913040.39199__1.39199	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913040.39229__1.39229	165179__A0A3E5E8N5__DXC61_13460
ERR1913040.39293__1.39293	69974__A0A090FEL8__MPL3365_630008
ERR1913040.39327__1.39327	1262992__R5CWS7__BN795_00754
ERR1913040.39358__1.39358	28117__B0N007__BHV66_10275
ERR1913040.39415__1.39415	28117__B0MWP2__ALIPUT_01468
ERR1913040.39540__1.39540	1262913__R7J556__BN646_00655
ERR1913040.39604__1.39604	28117__B0MUT8__ALIPUT_00879
ERR1913040.39619__1.39619	74426__group_4823
ERR1913040.39682__1.39682	853__A0A3E2V168__FAEPRAM212_00929
ERR1913040.39922__1.39922	261299__R5XAN5__ERS852493_02291
ERR1913040.39890__1.39890	69974__A0A090FEL8__MPL3365_630008
ERR1913040.39946__1.39946	28117__B0MXR4__BHV66_08025
ERR1913040.39936__1.39936	69974__A0A090FEL8__MPL3365_630008
ERR1913040.39962__1.39962	39485__R5ZII6__EUBELI_00986
ERR1913040.40018__1.40018	1160721__W0U4Y3__sipW2
ERR1913040.40144__1.40144	1262924__R7HPZ6__BN585_00681
ERR1913040.40166__1.40166	28118__F9Z3G8__B5F99_01835
ERR1913040.40194__1.40194	28117__B0MTY2__BHV66_06485
ERR1913040.40252__1.40252	1262924__R7HQD9__BN585_00129
ERR1913040.40261__1.40261	165179__A0A3E5EB26__CFT61_02800
ERR1913040.40365__1.40365	165179__A0A3E5EB26__CFT61_02800
ERR1913040.40398__1.40398	165179__A0A3E5E8N5__DXC61_13460
ERR1913040.40462__1.40462	39485__C4Z0S8__hisK
ERR1913040.40569__1.40569	69974__A0A090FEL8__MPL3365_630008
ERR1913040.40625__1.40625	310298__B3JK97__BACCOP_02326
ERR1913040.40775__1.40775	39485__A0A174YTF7__ERS852490_01271
ERR1913040.40779__1.40779	418240__C6JAW2__ygaD
ERR1913040.40874__1.40874	310298__B3JJ24__BACCOP_01886
ERR1913040.40957__1.40957	69974__A0A090FEL8__MPL3365_630008
ERR1913040.40963__1.40963	69974__A0A090FEL8__MPL3365_630008
ERR1913040.41004__1.41004	165179__A0A174UTZ7__DXC61_06705
ERR1913040.41073__1.41073	310298__B3JFK5__BACCOP_00655
ERR1913040.41110__1.41110	1308__A0A2X3U5B4__MNA02_088
ERR1913040.41277__1.41277	165179__A0A3E5EB26__CFT61_02800
ERR1913040.41607__1.41607	820__A0A174VD39__DXD90_12235
ERR1913040.41686__1.41686	69974__A0A090FEL8__MPL3365_630008
ERR1913040.41761__1.41761	39485__A0A174Z9M2__yhbU_1
ERR1913040.41836__1.41836	39485__A0A174ZQT9__EUBELI_20278
ERR1913040.41923__1.41923	204516__U6RM57__HMPREF1534_00757
ERR1913040.41951__1.41951	165179__A0A3E4SID1__DXB80_01945
ERR1913040.41984__1.41984	487175__D9Y4T2__HMPREF9439_02784
ERR1913040.41998__1.41998	310298__B3JMZ2__BACCOP_03297
ERR1913040.42168__1.42168	69974__A0A090FEL8__MPL3365_630008
ERR1913040.42261__1.42261	165179__A0A3E4SID1__DXB80_01945
ERR1913040.42299__1.42299	165179__A0A3E5EAM5__DXC61_07785
ERR1913040.42321__1.42321	165179__A0A3E5DY64__CFT61_10025
ERR1913040.42379__1.42379	28117__B0MWP2__ALIPUT_01468
ERR1913040.42580__1.42580	1262924__R7HLK0__BN585_01496
ERR1913040.42587__1.42587	165179__A0A3E5EA43__DXC61_07775
ERR1913040.42595__1.42595	310298__B3JMZ2__BACCOP_03297
ERR1913040.42576__1.42576	165179__D1PHC0__PREVCOP_06640
ERR1913040.42604__1.42604	69974__A0A090FEL8__MPL3365_630008
ERR1913040.42657__1.42657	165179__A0A3E5DZ45__DXC61_02820
ERR1913040.42863__1.42863	418240__C6JAX8__ERS852478_02355
ERR1913040.42909__1.42909	39485__R5ZSH7__EUBELI_00953
ERR1913040.42918__1.42918	69974__A0A090FEL8__MPL3365_630008
ERR1913040.42925__1.42925	39485__A0A174ZMD4__ERS852492_01969
ERR1913040.42947__1.42947	310298__B3JGL4__BACCOP_01016
ERR1913040.42954__1.42954	1897011__A0A1Q6RGX0__BHW41_01465
ERR1913040.42957__1.42957	410072__C0BEV2__ERS852525_03010
ERR1913040.42977__1.42977	310298__B3JFK5__BACCOP_00655
ERR1913040.43076__1.43076	69974__A0A090FEL8__MPL3365_630008
ERR1913040.43152__1.43152	310298__B3JK49__BACCOP_02273
ERR1913040.43188__1.43188	853__E2ZJT1__C4N23_03535
ERR1913040.43313__1.43313	39491__A0A395V0H3__ERS852417_01192
ERR1913040.43488__1.43488	818__A0A139KQP8__BJP75_006755
ERR1913040.43553__1.43553	936548__J1LP89__HMPREF1136_1691
ERR1913040.43672__1.43672	310298__B3JMG0__BACCOP_03099
ERR1913040.43682__1.43682	1262924__R7HRT1__BN585_00630
ERR1913040.43686__1.43686	53443__C0CM90__RUMHYD_01971
ERR1913040.43834__1.43834	74426__group_4823
ERR1913040.43905__1.43905	1262743__R5C3A8__BN727_00457
ERR1913040.43909__1.43909	39485__A0A174ZPH7__ERS852490_01992
ERR1913040.43960__1.43960	1262913__R7JGU5__BN646_02158
ERR1913040.44014__1.44014	487173__H1D020__HMPREF9453_00958
ERR1913040.44026__1.44026	1262913__R7J6B7__BN646_00856
ERR1913040.44130__1.44130	310298__B3JPY4__BACCOP_04016
ERR1913040.44240__1.44240	487173__H1D0N4__HMPREF9453_01172
ERR1913040.44252__1.44252	69974__A0A090FEL8__MPL3365_630008
ERR1913040.44378__1.44378	69974__A0A090FEL8__MPL3365_630008
ERR1913040.44435__1.44435	165179__A0A3E5EAM5__DXC61_07785
ERR1913040.44476__1.44476	820__A0A174G065__DXB62_08975
ERR1913040.44524__1.44524	69974__A0A090FEL8__MPL3365_630008
ERR1913040.44550__1.44550	106588__A6NUL8__BACCAP_01900
ERR1913040.44553__1.44553	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913040.44718__1.44718	39491__A0A173QT73__alaS_2
ERR1913040.44743__1.44743	626933__H1DGX0__HMPREF9449_01506
ERR1913040.44775__1.44775	165179__R6B8D8__DXC61_09245
ERR1913040.44783__1.44783	39485__C4Z5L2__ERS852490_00659
ERR1913040.44825__1.44825	74426__thrZ
ERR1913040.44964__1.44964	214856__R6Y6H8__ERS852447_01719
ERR1913040.45015__1.45015	853__A0A174AML0__FPR_08640
ERR1913040.45040__1.45040	69974__A0A090FEL8__MPL3365_630008
ERR1913040.45210__1.45210	310298__B3JMG0__BACCOP_03099
ERR1913040.45260__1.45260	69974__A0A090FEL8__MPL3365_630008
ERR1913040.45273__1.45273	301301__A0A395VEZ0__mcp4_1
ERR1913040.45274__1.45274	626933__H1DGX0__HMPREF9449_01506
ERR1913040.45282__1.45282	357276__A0A0K2HDP3__IY41_00705
ERR1913040.45359__1.45359	39491__A0A395V297__EUR_01010
ERR1913040.45364__1.45364	310298__B3JLC6__BACCOP_02712
ERR1913040.45420__1.45420	310298__B3JNR4__BACCOP_03579
ERR1913040.45456__1.45456	310298__B3JFS5__BACCOP_00726
ERR1913040.45570__1.45570	853__A0A2A7B1Y7__C7K05_11930
ERR1913040.45739__1.45739	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913040.45823__1.45823	216816__D6D9J4__DPC6320_0487
ERR1913040.45830__1.45830	820__A0A174Q0F0__DXB48_08080
ERR1913040.45832__1.45832	853__A8S882__C4N23_07600
ERR1913040.45853__1.45853	39485__R5ZT20__ERS852490_00975
ERR1913040.45888__1.45888	1262924__R7HRT1__BN585_00630
ERR1913040.46157__1.46157	1263109__GCA_000438135.1_00036
ERR1913040.46200__1.46200	39491__D6E558__DXB69_00810
ERR1913040.46203__1.46203	1262924__R7HM98__BN585_01697
ERR1913040.46264__1.46264	165179__A0A3E5EAM5__DXC61_07785
ERR1913040.46465__1.46465	28117__B0MWP2__ALIPUT_01468
ERR1913040.46471__1.46471	69974__A0A090FEL8__MPL3365_630008
ERR1913040.46528__1.46528	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913040.46535__1.46535	69974__A0A090FEL8__MPL3365_630008
ERR1913040.46545__1.46545	40518__R5E6K4__RB5AMG_02070
ERR1913040.46783__1.46783	69974__A0A090FEL8__MPL3365_630008
ERR1913040.46808__1.46808	626933__H1DGX0__HMPREF9449_01506
ERR1913040.47002__1.47002	1680__A0A0B5BIU5__BSTER_0145
ERR1913040.47080__1.47080	69974__A0A090FEL8__MPL3365_630008
ERR1913040.47087__1.47087	40518__R5DQW8__sipW_2
ERR1913040.47217__1.47217	39485__R5ZNG4__yerB
ERR1913040.47225__1.47225	626933__H1DGX0__HMPREF9449_01506
ERR1913040.47298__1.47298	39491__A0A173QT73__alaS_2
ERR1913040.47316__1.47316	2293125__A0A374CIC9__DW917_02045
ERR1913040.47319__1.47319	39485__A0A1Q6PHD7__ERS852492_01801
ERR1913040.47361__1.47361	204516__U6RFV1__HMPREF1534_02560
ERR1913040.47429__1.47429	1262924__R7HQ14__BN585_00419
ERR1913040.47489__1.47489	39485__A0A174Z8V5__fliU_2
ERR1913040.47512__1.47512	310298__B3JFK6__BACCOP_00656
ERR1913040.47727__1.47727	69974__A0A090FEL8__MPL3365_630008
ERR1913040.47817__1.47817	165179__D1PGU8__PREVCOP_06463
ERR1913040.47837__1.47837	39485__C4Z0T2__ykvU
ERR1913040.48031__1.48031	1262924__R7HPU8__BN585_00010
ERR1913040.48179__1.48179	204516__U6R9H3__HMPREF1534_03348
ERR1913040.48240__1.48240	214856__I3YPQ9__ERS852447_01370
ERR1913040.48257__1.48257	165179__A0A3E5A5E5__DXC61_13965
ERR1913040.48318__1.48318	410072__A0A173SWT8__ERS852389_01443
ERR1913040.48412__1.48412	28117__B0MY45__ALIPUT_02164
ERR1913040.48506__1.48506	39491__C4ZD70__LD38_03510
ERR1913040.48531__1.48531	204516__U6RM57__HMPREF1534_00757
ERR1913040.48591__1.48591	69974__A0A090FEL8__MPL3365_630008
ERR1913040.48708__1.48708	39491__A0A395V297__EUR_01010
ERR1913040.48819__1.48819	47678__R5V127__HMPREF1061_04334
ERR1913040.48829__1.48829	821__A0A174NM17__lacZ_6
ERR1913040.48876__1.48876	1262924__R7HUJ5__BN585_00830
ERR1913040.48929__1.48929	69974__A0A090FEL8__MPL3365_630008
ERR1913040.49297__1.49297	216816__C2GTV2__BLIF_0674
ERR1913040.49375__1.49375	310297__B5D370__DXC17_06570
ERR1913040.49386__1.49386	69974__A0A090FEL8__MPL3365_630008
ERR1913040.49401__1.49401	261299__R5X7G3__yhhT_1
ERR1913040.49468__1.49468	626933__H1DGX0__HMPREF9449_01506
ERR1913040.49682__1.49682	69974__A0A090FEL8__MPL3365_630008
ERR1913040.49932__1.49932	626933__H1DGX0__HMPREF9449_01506
ERR1913040.50008__1.50008	820__A0A374QGD2__ERS852421_02382
ERR1913040.50061__1.50061	1262924__R7HPX8__BN585_00310
ERR1913040.50067__1.50067	40518__R5DQW8__sipW_2
ERR1913040.50085__1.50085	853__A0A173T6P2__DWZ46_14595
ERR1913040.50124__1.50124	1735__B7CCF2__EUBIFOR_01879
ERR1913040.50103__1.50103	853__A0A329UEG4__CHR60_00585
ERR1913040.50198__1.50198	626933__H1DGX0__HMPREF9449_01506
ERR1913040.50206__1.50206	487173__H1D020__HMPREF9453_00958
ERR1913040.50212__1.50212	1262924__R7HN51__BN585_01718
ERR1913040.50275__1.50275	69974__A0A090FEL8__MPL3365_630008
ERR1913040.50329__1.50329	165179__A0A3E5DN34__DXC61_07865
ERR1913040.50307__1.50307	28117__R7JQW0__ALIPUT_01453
ERR1913040.50311__1.50311	301302__A0A173RMN7__ERS852420_00721
ERR1913040.50339__1.50339	310298__B3JI31__BACCOP_01543
ERR1913040.50524__1.50524	39485__R5ZQJ7__yniC
ERR1913040.50590__1.50590	310298__B3JMZ2__BACCOP_03297
ERR1913040.50723__1.50723	69974__A0A090FEL8__MPL3365_630008
ERR1913040.50806__1.50806	626933__H1DGX0__HMPREF9449_01506
ERR1913040.50825__1.50825	626933__H1DGX0__HMPREF9449_01506
ERR1913040.50858__1.50858	310298__B3JNH4__BACCOP_03487
ERR1913040.50916__1.50916	165179__A0A229I7F5__DXB80_02650
ERR1913040.51012__1.51012	820__A0A174GYA8__DXB64_07370
ERR1913040.51071__1.51071	818__C6IEU8__BSIG_0269
ERR1913040.51173__1.51173	39485__C4Z434__tilS
ERR1913040.51249__1.51249	165179__A0A3E5EAM5__DXC61_07785
ERR1913040.51295__1.51295	410072__A0A173S248__ERS852525_02992
ERR1913040.51501__1.51501	204516__U6R921__HMPREF1534_03932
ERR1913040.51522__1.51522	310298__B3JQ37__BACCOP_04069
ERR1913040.51541__1.51541	39485__C4Z1Y9__EUBELI_00143
ERR1913040.51543__1.51543	165179__A0A3E5AER8__DXB80_07075
ERR1913040.51689__1.51689	165179__A0A3E5A554__DXB80_13805
ERR1913040.51714__1.51714	39492__D4JTW6__ERS852540_00220
ERR1913040.51805__1.51805	165179__A0A3E5AHY4__CFT61_07675
ERR1913040.51825__1.51825	821__A0A174WBC9__ERS852556_03145
ERR1913040.51963__1.51963	39485__C4Z0T2__ykvU
ERR1913040.52069__1.52069	165179__D1PGU8__PREVCOP_06463
ERR1913040.52070__1.52070	33033__A8SJ22__DYJ31_01615
ERR1913040.52097__1.52097	69974__A0A090FEL8__MPL3365_630008
ERR1913040.52225__1.52225	69974__A0A090FEL8__MPL3365_630008
ERR1913040.52254__1.52254	853__A0A173XRA8__CGS56_09290
ERR1913040.52394__1.52394	1897011__A0A1Q6RIA0__BHW41_01275
ERR1913040.52401__1.52401	165179__W1I4H6__DXB80_13655
ERR1913040.52503__1.52503	216816__B7GN29__BL72_08765
ERR1913040.52510__1.52510	1262913__R7JJ84__BN646_02214
ERR1913040.52527__1.52527	310298__B3JFS5__BACCOP_00726
ERR1913040.52833__1.52833	165179__A0A3E5A554__DXB80_13805
ERR1913040.52894__1.52894	853__A0A173T6P2__DWZ46_14595
ERR1913040.52897__1.52897	40518__R5DS23__DXD86_01715
ERR1913040.52971__1.52971	40518__R5E5I9__yvhJ_2
ERR1913040.53044__1.53044	853__A0A173XRA8__CGS56_09290
ERR1913040.53089__1.53089	28116__I8Y7V6__HMPREF1017_02728
ERR1913040.53214__1.53214	1262924__R7HMZ4__BN585_01629
ERR1913040.53288__1.53288	292800__G9YMM4__B5F52_06130
ERR1913040.53298__1.53298	28117__B0MSL1__BHV66_06710
ERR1913040.53365__1.53365	39485__A0A174ZPH7__ERS852490_01992
ERR1913040.53370__1.53370	1262739__R6MNX4__BN659_01528
ERR1913040.53373__1.53373	69974__A0A090FEL8__MPL3365_630008
ERR1913040.53379__1.53379	165179__D1PAV8__DXB80_13055
ERR1913040.53385__1.53385	853__A0A173SUU8__CGS54_06840
ERR1913040.53486__1.53486	626933__H1DGX0__HMPREF9449_01506
ERR1913040.53557__1.53557	204516__U6RFY9__HMPREF1534_02069
ERR1913040.53565__1.53565	69974__A0A090FEL8__MPL3365_630008
ERR1913040.53642__1.53642	820__A0A396EUU8__luxQ_3
ERR1913040.53773__1.53773	310298__B3JFS5__BACCOP_00726
ERR1913040.53885__1.53885	487174__K0WXI9__HMPREF9448_02340
ERR1913040.53921__1.53921	626933__H1DGX0__HMPREF9449_01506
ERR1913040.53950__1.53950	1262924__R7HKX0__BN585_01279
ERR1913040.54023__1.54023	853__E2ZJT1__C4N23_03535
ERR1913040.54098__1.54098	216816__A0A395XYV2__APC1468_1887
ERR1913040.54102__1.54102	69974__A0A090FEL8__MPL3365_630008
ERR1913040.54162__1.54162	69974__A0A090FEL8__MPL3365_630008
ERR1913040.54181__1.54181	39491__A0A396FF66__DXD95_01810
ERR1913040.54233__1.54233	1262924__R7HTK4__BN585_00496
ERR1913040.54275__1.54275	69974__A0A090FEL8__MPL3365_630008
ERR1913040.54259__1.54259	310298__B3JJ24__BACCOP_01886
ERR1913040.54281__1.54281	204516__U6RFU0__HMPREF1534_02545
ERR1913040.54352__1.54352	39485__A0A174Z7G5__EUBELI_01168
