ERR1913022.106__1.106	454154__G5SMG6__HMPREF9441_00541
ERR1913022.49272__1.49272	820__R9I324__HMPREF2141_02414
ERR1913022.49342__1.49342	823__A0A078SYK6__DXB14_02485
ERR1913022.49445__1.49445	46228__V8CGG7__RUMLAC_01115
ERR1913022.49730__1.49730	165179__A0A3E5EAM5__DXC61_07785
ERR1913022.49745__1.49745	1263000__R5EXT3__BN466_02213
ERR1913022.49898__1.49898	357276__A0A0M1VXQ9__BSEG_00942
ERR1913022.49920__1.49920	1776045__A0A0U5J7K7__BN3456_00132
ERR1913022.50232__1.50232	384639__GCA_003096855.1_00995
ERR1913022.50431__1.50431	33039__D4M1A7__RTO_02350
ERR1913022.50480__1.50480	357276__I9QDB8__B5F95_08105
ERR1913022.50757__1.50757	291645__I8WZT8__HMPREF1068_04327
ERR1913022.50791__1.50791	39488__A0A174JH77__EUBHAL_03278
ERR1913022.50828__1.50828	357276__A0A0M1W657__HMPREF1064_04629
ERR1913022.50834__1.50834	821__A0A396EVC9__DXB90_03525
ERR1913022.50999__1.50999	291644__I8Y0K6__HMPREF1532_04085
ERR1913022.51241__1.51241	357276__E5UTL1__HMPREF1065_03551
ERR1913022.51468__1.51468	820__A7V8C2__ERS852554_01338
ERR1913022.51629__1.51629	357276__I9R994__BACDOR_04044
ERR1913022.51661__1.51661	1262886__R6QSD5__BN563_01674
ERR1913022.51932__1.51932	357276__A0A076J4B1__DXD47_03445
ERR1913022.52145__1.52145	1262935__R5GGB1__BN773_00342
ERR1913022.52233__1.52233	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913022.52250__1.52250	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913022.52350__1.52350	454155__F3QQQ8__HMPREF9442_00500
ERR1913022.52494__1.52494	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913022.52665__1.52665	291644__I8YFE9__HMPREF1071_02973
ERR1913022.53065__1.53065	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913022.53117__1.53117	820__A0A139K1Y6__DXB48_02610
ERR1913022.53298__1.53298	572010__tgt
ERR1913022.53506__1.53506	357276__A0A076IXE0__HMPREF1064_04364
ERR1913022.53512__1.53512	291644__I8YUW1__HMPREF1532_01990
ERR1913022.53561__1.53561	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913022.53585__1.53585	1262825__R5EGI3__BN724_01623
ERR1913022.53704__1.53704	1262935__R5GEC6__BN773_01664
ERR1913022.53801__1.53801	357276__A0A076ITU4__EL88_22160
ERR1913022.53848__1.53848	39496__A5ZAI8__EUBVEN_02735
ERR1913022.53914__1.53914	246787__R6KIG0__BcellWH2_02358
ERR1913022.54016__1.54016	1547597__A0A0C3MD33__BA92_08910
ERR1913022.54042__1.54042	1262935__R5GVK8__BN773_00860
ERR1913022.54296__1.54296	821__A0A0P0L8F8__ERS852509_03705
ERR1913022.54644__1.54644	47678__A5ZGW9__HMPREF1061_01068
ERR1913022.54650__1.54650	1262825__R5EAF0__BN724_01054
ERR1913022.54688__1.54688	1262886__R6QNM3__BN563_00033
ERR1913022.54624__1.54624	1262935__R5GLG4__BN773_00617
ERR1913022.54636__1.54636	46228__B5CPV4__DXD17_07415
ERR1913022.54692__1.54692	39492__A0A174ZG93__EUBSIR_00254
ERR1913022.54776__1.54776	357276__A0A076IXE0__HMPREF1064_04364
ERR1913022.54942__1.54942	821__E5UY21__C800_02204
ERR1913022.55129__1.55129	357276__A0A076IKP2__HMPREF1063_00218
ERR1913022.55194__1.55194	28117__B0MY40__BHV66_05170
ERR1913022.55482__1.55482	310298__B3JQJ5__BACCOP_04231
ERR1913022.55815__1.55815	28118__F9ZB36__B5F99_17235
ERR1913022.55877__1.55877	291644__I8Z2C6__HMPREF1071_00595
ERR1913022.55920__1.55920	823__A6LC27__DXB14_11470
ERR1913022.56035__1.56035	214856__R6Y2Y4__ERS852447_01086
ERR1913022.56102__1.56102	1099853__G9S0L9__NSB1T_05150
ERR1913022.56136__1.56136	1262736__R5Y6X9__BN496_00558
ERR1913022.56235__1.56235	357276__B6VVS0__HMPREF1064_03951
ERR1913022.56341__1.56341	2293125__A0A374C671__DW917_09135
ERR1913022.56344__1.56344	28118__A0A3D4ZFP4__DHW44_00270
ERR1913022.57048__1.57048	46228__B5CKX6__RUMLAC_00090
ERR1913022.57173__1.57173	454154__G5SPC2__HMPREF9441_01204
ERR1913022.57508__1.57508	40518__R5DMZ0__DXD83_05610
ERR1913022.57698__1.57698	46228__B5CNG6__RUMLAC_01002
ERR1913022.57746__1.57746	823__A0A355XLS2__ERS852380_02644
ERR1913022.57723__1.57723	671267__R9HYS1__C802_04097
ERR1913022.57754__1.57754	1262825__R5E0Q5__BN724_01182
ERR1913022.57815__1.57815	165179__A0A229I7F5__DXB80_02650
ERR1913022.57983__1.57983	820__A7V9F9__B5G17_14640
ERR1913022.58034__1.58034	454155__G5SN36__HMPREF9442_01813
ERR1913022.58045__1.58045	821__A0A078R9Y9__M097_2119
ERR1913022.58183__1.58183	357276__A6L053__ABI39_04450
ERR1913022.58321__1.58321	204516__U6RAM4__HMPREF1534_03439
ERR1913022.58357__1.58357	28111__R5JUK8__NCTC11155_02515
ERR1913022.58395__1.58395	357276__I8WDF1__B5F00_02455
ERR1913022.58414__1.58414	291644__I8Y0K6__HMPREF1532_04085
ERR1913022.58570__1.58570	338188__A0A174ETX3__ERS852397_01955
ERR1913022.58544__1.58544	2173__A0A1D2WRS4__METSMIALI_00521
ERR1913022.58580__1.58580	544644__GCA_001915615.1_02237
ERR1913022.58794__1.58794	47678__A5ZB44__C5Z00_17730
ERR1913022.58955__1.58955	487174__K0WX70__DDY40_01710
ERR1913022.59116__1.59116	239935__A0A2N8I791__CXT99_09415
ERR1913022.59161__1.59161	28111__E5X120__NCTC11155_02427
ERR1913022.59135__1.59135	1262935__R5GK32__BN773_00174
ERR1913022.59179__1.59179	1262911__R6GPC5__BN557_00852
ERR1913022.59519__1.59519	1262935__R5GGT6__BN773_00922
ERR1913022.59699__1.59699	28111__E5WVZ4__NCTC11155_02635
ERR1913022.59741__1.59741	239935__A0A2N8IV82__CXT99_06735
ERR1913022.59945__1.59945	46228__V8CA96__RUMLAC_01531
ERR1913022.60288__1.60288	820__A0A139KIL9__DXC68_05945
ERR1913022.60426__1.60426	1263109__GCA_000438135.1_01184
ERR1913022.60404__1.60404	1263000__R5EXT3__BN466_02213
ERR1913022.60495__1.60495	357276__B6VVS0__HMPREF1064_03951
ERR1913022.60596__1.60596	357276__A0A0P0M2G3__BACDOR_03913
ERR1913022.60879__1.60879	1897011__A0A1Q6RDY0__BHW41_05385
ERR1913022.60946__1.60946	291644__R5JDR3__HMPREF1071_02272
ERR1913022.60973__1.60973	1262935__R5GDU9__BN773_01301
ERR1913022.61290__1.61290	291644__I9TJP2__ERS852428_00842
ERR1913022.61333__1.61333	310298__B3JQJ5__BACCOP_04231
ERR1913022.61337__1.61337	1262886__R6QJR0__BN563_01268
ERR1913022.61360__1.61360	357276__B6W5Q9__HMPREF1063_03125
ERR1913022.61384__1.61384	820__A0A396EUU8__luxQ_3
ERR1913022.61531__1.61531	46228__V8BPH7__RUMLAC_01273
ERR1913022.61543__1.61543	1262889__R7H801__BN634_02373
ERR1913022.61643__1.61643	28118__R6FI30__NCTC10826_00479
ERR1913022.61651__1.61651	357276__A0A0K2HDP3__IY41_00705
ERR1913022.61755__1.61755	261299__W1UJP0__CLOBAR_00587
ERR1913022.61800__1.61800	116085__D4J8C4__DW747_09260
ERR1913022.61847__1.61847	410072__A0A173Y221__spoIIIAE
ERR1913022.61960__1.61960	1897011__A0A1Q6REX8__BHW41_04475
ERR1913022.62020__1.62020	1897011__A0A1Q6RI93__BHW41_01175
ERR1913022.62139__1.62139	1262935__R5GT62__BN773_01738
ERR1913022.62212__1.62212	46228__V8CAV6__addA
ERR1913022.62250__1.62250	357276__A0A0P0M2G3__BACDOR_03913
ERR1913022.62273__1.62273	357276__I8WAB8__B5F00_08100
ERR1913022.62280__1.62280	823__A0A174DZM1__DDY96_10310
ERR1913022.62399__1.62399	357276__B6W1J2__BACDOR_03380
ERR1913022.62662__1.62662	116085__D4J7N1__DW747_15135
ERR1913022.62951__1.62951	454155__F3QS52__HMPREF9442_01007
ERR1913022.62969__1.62969	357276__A0A0M1W657__HMPREF1064_04629
ERR1913022.63109__1.63109	204516__U6RFB2__HMPREF1534_01733
ERR1913022.63155__1.63155	46228__V8BPQ7__HMPREF1202_02326
ERR1913022.63135__1.63135	357276__A0A0K2HJA6__DXD47_07320
ERR1913022.63218__1.63218	1262825__R5E8E8__BN724_02169
ERR1913022.63521__1.63521	46228__V8CC10__RUMLAC_01472
ERR1913022.63572__1.63572	46503__A7ABE8__ERS852463_00185
ERR1913022.63656__1.63656	291644__R5J6I1__HMPREF1532_01472
ERR1913022.63675__1.63675	818__A0A3E5HN77__HMPREF2534_00072
ERR1913022.63843__1.63843	46506__R6L6Y9__wza_1
ERR1913022.64057__1.64057	39492__A0A174ZG93__EUBSIR_00254
ERR1913022.64063__1.64063	357276__A0A076IXE0__HMPREF1064_04364
ERR1913022.64191__1.64191	357276__I9QBT4__GV66_09000
ERR1913022.64277__1.64277	454155__F3QPW2__HMPREF9442_00199
ERR1913022.64338__1.64338	1262889__R7HAK5__BN634_00884
ERR1913022.64865__1.64865	1263000__R5ENW4__BN466_00456
ERR1913022.65277__1.65277	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913022.65288__1.65288	28117__R7JIJ8__BHV66_01635
ERR1913022.65329__1.65329	552398__F4XHU2__HMPREF0866_03196
ERR1913022.65344__1.65344	1262935__R5GM63__BN773_00882
ERR1913022.65628__1.65628	1262935__R5GGB5__BN773_00347
ERR1913022.65729__1.65729	28111__E5WWI8__HMPREF1016_01036
ERR1913022.65827__1.65827	821__A0A3E4HP25__SAMN04487923_102450
ERR1913022.66124__1.66124	821__A0A0P0M5Z6__BVU_0429
ERR1913022.66230__1.66230	487174__K0X5B1__DDY40_01695
ERR1913022.66306__1.66306	165179__A0A229I3Z6__PREVCOP_03666
ERR1913022.66418__1.66418	821__A0A0P0LNX8__ERS852509_03015
ERR1913022.66762__1.66762	820__A7V092__hldE
ERR1913022.66865__1.66865	39491__A0A395UWA3__DXB69_11805
ERR1913022.67204__1.67204	823__A0A173VS36__M091_4727
ERR1913022.67346__1.67346	1262889__R7HCL5__BN634_01590
ERR1913022.67431__1.67431	28118__R6F2P9__B5F99_13925
ERR1913022.67438__1.67438	1680__A0A173W9E6__C8077_07070
ERR1913022.67673__1.67673	46503__K5ZAK9__NCTC13052_03308
ERR1913022.67781__1.67781	1628085__A0A2U1BE16__C7386_104119
ERR1913022.68387__1.68387	649756__E5VJS7__mecR1_3
ERR1913022.68339__1.68339	823__A6L9D3__ERS852560_03374
ERR1913022.68536__1.68536	28117__B0MVL2__BHV66_01645
ERR1913022.68623__1.68623	853__A0A173YYY4__DWZ04_09420
ERR1913022.68705__1.68705	823__A0A355XKQ8__DHP27_04010
ERR1913022.68798__1.68798	357276__A0A076IS26__EL88_15950
ERR1913022.69040__1.69040	291645__I8XPK0__HMPREF1068_01554
ERR1913022.69291__1.69291	40518__R5DME2__DXD86_07315
ERR1913022.69364__1.69364	1796613__I9JBM9__A4V03_14930
ERR1913022.69374__1.69374	1263000__R5EXT3__BN466_02213
ERR1913022.69535__1.69535	1965604__A0A1Y4EXM1__B5F54_01100
ERR1913022.69569__1.69569	357276__A0A076ISJ4__B5F95_19420
ERR1913022.69708__1.69708	291644__I9T2X5__ERS852428_03729
ERR1913022.69737__1.69737	1262824__R6RTN9__BN719_01242
ERR1913022.69986__1.69986	291644__R5JQ82__HMPREF1532_01183
ERR1913022.70044__1.70044	47678__R5U2W6__CGC64_03455
ERR1913022.70134__1.70134	357276__A0A076INK2__BSEG_04225
ERR1913022.70242__1.70242	823__A0A355XF06__B5F32_11480
ERR1913022.70375__1.70375	1262889__R7HAN4__BN634_02105
ERR1913022.70644__1.70644	291644__R5JG66__ERS852428_01236
ERR1913022.70963__1.70963	820__A0A139KG60__M094_2679
ERR1913022.70977__1.70977	821__I9R3W6__DXC16_12455
ERR1913022.71276__1.71276	357276__I9R002__HMPREF1064_01826
ERR1913022.71379__1.71379	1262825__R5E7H3__BN724_01638
ERR1913022.71480__1.71480	544645__A0A1U7L710__DXC42_05105
ERR1913022.71598__1.71598	357276__A0A076INK2__BSEG_04225
ERR1913022.71839__1.71839	821__U6RDC2__DXD46_15675
ERR1913022.72050__1.72050	818__Q8A112__BT_3859
ERR1913022.72425__1.72425	823__A0A355XKR1__DHP27_04035
ERR1913022.72529__1.72529	357276__B6VXX7__HMPREF1063_02683
ERR1913022.72549__1.72549	454155__F3QQI3__HMPREF9442_00425
ERR1913022.72571__1.72571	39491__A0A395ZHV7__ykvU
ERR1913022.72731__1.72731	821__A0A395UNT8__DXD64_15275
ERR1913022.72811__1.72811	820__A0A3E4G3J9__ERS852459_02265
ERR1913022.72946__1.72946	1262889__R7HC51__BN634_01378
ERR1913022.72931__1.72931	46228__V8C484__HMPREF1202_01707
ERR1913022.72992__1.72992	61171__B9Y5T9__HOLDEFILI_01171
ERR1913022.73190__1.73190	46228__V8BXC8__HMPREF1202_01998
ERR1913022.73286__1.73286	28111__E5WYC8__BACEGG_00347
ERR1913022.73355__1.73355	39491__D4JIB6__ERS852417_01685
ERR1913022.73584__1.73584	454155__F3QPW2__HMPREF9442_00199
ERR1913022.73711__1.73711	821__I9R3W6__DXC16_12455
ERR1913022.73811__1.73811	1262825__R5ED15__BN724_00006
ERR1913022.74093__1.74093	818__A0A0P0F989__BJP75_019080
ERR1913022.74581__1.74581	820__A0A174CG08__DXB62_13215
ERR1913022.74608__1.74608	821__I9R3W6__DXC16_12455
ERR1913022.74624__1.74624	1235835__R9LCU2__C814_02677
ERR1913022.74681__1.74681	821__A0A173XDD3__DXB82_17180
ERR1913022.74743__1.74743	1262889__R7H8M2__BN634_02161
ERR1913022.74949__1.74949	165179__A0A3E5EA43__DXC61_07775
ERR1913022.75201__1.75201	338188__A0A174ETX3__ERS852397_01955
ERR1913022.75204__1.75204	2293125__A0A374BSW4__DW917_13420
ERR1913022.75240__1.75240	28117__B0MUY3__BHV66_00515
ERR1913022.75585__1.75585	821__A0A173WG51__BVU_2549
ERR1913022.75609__1.75609	487174__K0WXI9__HMPREF9448_02340
ERR1913022.75614__1.75614	821__I9R3W6__DXC16_12455
ERR1913022.76196__1.76196	821__A0A397WGD6__M098_0084
ERR1913022.76275__1.76275	1262935__R5GRP8__BN773_01395
ERR1913022.76241__1.76241	1262889__R7H889__BN634_02048
ERR1913022.76359__1.76359	1547597__A0A0C3M958__DMB45_06460
ERR1913022.76415__1.76415	28118__R6F891__NCTC10826_02656
ERR1913022.76476__1.76476	39492__R6RKK9__EUBSIR_02022
ERR1913022.76521__1.76521	46503__R6Y0Q3__DCY29_15880
ERR1913022.76709__1.76709	853__A0A173T751__C4N24_10280
ERR1913022.76862__1.76862	1262935__R5GH94__BN773_00883
ERR1913022.76869__1.76869	823__A0A355XGQ3__prmC
ERR1913022.77061__1.77061	821__A0A0P0LFP6__C5Z04_13890
ERR1913022.77122__1.77122	2293125__A0A374CLA5__DW917_01130
ERR1913022.77301__1.77301	39491__A0A395UWA3__DXB69_11805
ERR1913022.77311__1.77311	165179__A0A3E5DWZ6__DXC61_10880
ERR1913022.77339__1.77339	246787__A0A120A2E7__HMPREF1062_06329
ERR1913022.77369__1.77369	649756__E5VJS7__mecR1_3
ERR1913022.77425__1.77425	1150298__A0A174SLE6__mlc_1
ERR1913022.77452__1.77452	820__A0A139KG04__ERS852459_01249
ERR1913022.77506__1.77506	1262777__R5W803__BN512_00678
ERR1913022.77624__1.77624	47678__R5UMC3__CGC64_08380
ERR1913022.77733__1.77733	204516__U6RDD8__HMPREF1534_02559
ERR1913022.77812__1.77812	454154__G5STF9__HMPREF9441_02662
ERR1913022.78059__1.78059	172901__A0A2U1A607__C8D82_1811
ERR1913022.78038__1.78038	821__C6Z451__BHV80_04265
ERR1913022.78123__1.78123	357276__C3R5C9__HMPREF1063_00213
ERR1913022.78204__1.78204	823__A0A174PLE5__DXD05_03010
ERR1913022.78249__1.78249	39492__D4JT75__EUBSIR_01776
ERR1913022.78291__1.78291	357276__A0A174L570__GV66_05720
ERR1913022.78422__1.78422	47678__R5UXY0__CGC64_03535
ERR1913022.78529__1.78529	823__A0A173W8N5__ERS852513_00780
ERR1913022.78723__1.78723	820__A0A374Q854__HMPREF1073_03281
ERR1913022.78856__1.78856	204516__U6RFU0__HMPREF1534_02545
ERR1913022.78891__1.78891	1262736__R5Y6S0__BN496_00488
ERR1913022.78919__1.78919	1262935__R5GG37__BN773_00249
ERR1913022.79176__1.79176	820__A0A3E4W984__pssA
ERR1913022.79197__1.79197	28111__R5K222__bglX_7
ERR1913022.79269__1.79269	357276__B6W1Y1__BSEG_03960
ERR1913022.79304__1.79304	46228__V8CE19__DXD17_01950
ERR1913022.79416__1.79416	28111__R5JQ07__BACEGG_03203
ERR1913022.79467__1.79467	1262935__R5GM63__BN773_00882
ERR1913022.79561__1.79561	1501391__GCA_000786575.1_00081
ERR1913022.79740__1.79740	820__A0A396EWL3__ERS417307_03868
ERR1913022.80084__1.80084	821__D4VD59__BHV80_04260
ERR1913022.80149__1.80149	28117__B0MVL5__BHV66_01660
ERR1913022.80192__1.80192	371601__A0A1I4R345__BN891_16250
ERR1913022.80226__1.80226	214856__A0A174CRY5__ERS852559_01060
ERR1913022.80231__1.80231	820__A0A174F0C1__nreB
ERR1913022.80272__1.80272	204516__U6RFV1__HMPREF1534_02560
ERR1913022.80331__1.80331	246787__R6K756__HMPREF1062_01819
ERR1913022.80511__1.80511	1262736__R5Y285__BN496_00964
ERR1913022.80652__1.80652	487174__K0WV96__HMPREF9448_01901
ERR1913022.80666__1.80666	823__D0TAX5__HMPREF1075_01064
ERR1913022.81046__1.81046	853__A0A2A7A4A9__C4N21_14870
ERR1913022.81600__1.81600	291644__I8Z2C6__HMPREF1071_00595
ERR1913022.81640__1.81640	28111__R5K5X6__NCTC11155_02508
ERR1913022.82107__1.82107	291644__I8Z037__ERS852428_00495
ERR1913022.82170__1.82170	371601__A0A174GPX4__BN890_15170
ERR1913022.82161__1.82161	39490__U2Q312__ERS852448_03061
ERR1913022.82214__1.82214	1897011__A0A1Q6RD70__BHW41_05845
ERR1913022.82303__1.82303	357276__I8WC65__EL88_00520
ERR1913022.82373__1.82373	357276__I9FRW5__B5F95_21685
ERR1913022.82453__1.82453	357276__I9RAC4__BSEG_00561
ERR1913022.82742__1.82742	357276__C3R9Y0__HMPREF1064_01889
ERR1913022.83200__1.83200	28111__E5X1H4__HMPREF1016_02781
ERR1913022.83435__1.83435	487175__D9Y4T2__HMPREF9439_02784
ERR1913022.83452__1.83452	28116__A0A078Q1V5__SAMN05444282_12168
ERR1913022.83556__1.83556	165179__A0A229I7F5__DXB80_02650
ERR1913022.83560__1.83560	291644__I8YWU4__HMPREF1532_01473
ERR1913022.83951__1.83951	1262935__R5GG83__BN773_00512
ERR1913022.83974__1.83974	46503__A0A3E4ZQ73__ERS852463_01043
ERR1913022.84083__1.84083	28118__F9ZCN1__B5F99_10605
ERR1913022.84195__1.84195	1262935__R5GIL8__BN773_01483
ERR1913022.84257__1.84257	357276__A0A0M1W6X7__HMPREF1065_03898
ERR1913022.84277__1.84277	46228__B5CQI4__RUMLAC_01730
ERR1913022.84426__1.84426	1897011__A0A1Q6RDX8__BHW41_05330
ERR1913022.84487__1.84487	1262935__R5GG37__BN773_00249
ERR1913022.84875__1.84875	410072__R6LD64__ERS852525_02440
ERR1913022.84888__1.84888	1262911__R6H2J2__BN557_01228
ERR1913022.85087__1.85087	46228__B5CQY8__RUMLAC_01887
ERR1913022.85378__1.85378	39492__R6SPM9__pheT
ERR1913022.85413__1.85413	166486__D4KUK5__thiM
ERR1913022.85469__1.85469	552398__F4XHU2__HMPREF0866_03196
ERR1913022.85780__1.85780	1262911__R6H2J2__BN557_01228
ERR1913022.85984__1.85984	46228__V8BLW9__DXD17_14090
ERR1913022.86127__1.86127	1262736__R5YZV2__BN496_01991
ERR1913022.86437__1.86437	46503__R6Y2Q2__DCY29_15375
ERR1913022.86453__1.86453	28117__B0MTY2__BHV66_06485
ERR1913022.86524__1.86524	1262886__R6QNU3__BN563_00612
ERR1913022.86533__1.86533	61171__B9Y5T9__HOLDEFILI_01171
ERR1913022.86594__1.86594	46228__B5CPU2__HMPREF1202_00621
ERR1913022.86670__1.86670	487174__K0XRP0__DDY40_09260
ERR1913022.86719__1.86719	357276__I8WAB8__B5F00_08100
ERR1913022.86964__1.86964	28117__B0MYW5__ALIPUT_02334
ERR1913022.87069__1.87069	823__D0TGE9__ERS852429_03294
ERR1913022.87082__1.87082	1262935__R5GL68__BN773_00556
ERR1913022.87089__1.87089	1150298__A0A174MFD0__degA_1
ERR1913022.87215__1.87215	246787__R6KRT7__BACCELL_01801
ERR1913022.87357__1.87357	46228__B5CP96__RUMLAC_01287
ERR1913022.87419__1.87419	291644__I9TDL9__HMPREF1532_01624
ERR1913022.87503__1.87503	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913022.87626__1.87626	46228__B5CQB8__RUMLAC_01663
ERR1913022.87631__1.87631	166486__D4KZP0__ERS852572_00486
ERR1913022.87675__1.87675	357276__I8WC65__EL88_00520
ERR1913022.87733__1.87733	1628085__A0A396QCK7__C7386_10670
ERR1913022.87820__1.87820	487174__R5FMM3__DDY40_00820
ERR1913022.87801__1.87801	460384__A0A1I0EHH8__C7256_03955
ERR1913022.87889__1.87889	39492__D4MIY5__EUBSIR_00233
ERR1913022.87939__1.87939	28111__E5WUX1__HMPREF1016_00548
ERR1913022.87947__1.87947	204516__U6R921__HMPREF1534_03932
ERR1913022.88109__1.88109	487174__K0X2Y1__lepB
ERR1913022.88111__1.88111	46228__B5CLQ5__RUMLAC_00379
ERR1913022.88222__1.88222	204516__U6R9E6__HMPREF1534_03149
ERR1913022.88286__1.88286	46228__V8BPH3__RUMLAC_01268
ERR1913022.88370__1.88370	291644__I8Z5C0__HMPREF1532_00843
ERR1913022.88590__1.88590	649756__D4MXY4__CL2_04010
ERR1913022.88595__1.88595	1262889__R7H9H9__BN634_02436
ERR1913022.88614__1.88614	357276__I9FGI3__EL88_12385
ERR1913022.88752__1.88752	46228__V8BPL7__DXD17_00445
ERR1913022.88802__1.88802	291644__R5JC88__HMPREF1532_00990
ERR1913022.88804__1.88804	39492__D4JT75__EUBSIR_01776
ERR1913022.88887__1.88887	1262886__R6Q6Q1__BN563_00546
ERR1913022.89112__1.89112	821__A0A174NVL6__NCTC10583_01782
ERR1913022.89166__1.89166	544645__A0A1Y3VSG8__DXC42_08680
ERR1913022.89232__1.89232	47678__R5U7M7__CGC64_14730
ERR1913022.89266__1.89266	39492__D4JUS6__accD5
ERR1913022.89412__1.89412	487174__R5FN40__HMPREF9448_01366
ERR1913022.89479__1.89479	357276__A0A076ISJ4__B5F95_19420
ERR1913022.89505__1.89505	2293125__A0A374C5Y6__DW917_09105
ERR1913022.89634__1.89634	40518__A0A2N0UQR6__RBATCC27255_01177
ERR1913022.89761__1.89761	28111__R5K5X6__NCTC11155_02508
ERR1913022.89800__1.89800	28111__E5WV85__BACEGG_02306
ERR1913022.89874__1.89874	821__D4VD59__BHV80_04260
ERR1913022.89939__1.89939	649756__B0NYW1__DCR88_01045
ERR1913022.90133__1.90133	357276__A0A076IRZ5__BACDOR_00630
ERR1913022.90193__1.90193	357276__I9QWD4__DXD47_15075
ERR1913022.90351__1.90351	28111__E5WUX1__HMPREF1016_00548
ERR1913022.90856__1.90856	35833__E5Y724__HMPREF0179_01988
ERR1913022.91219__1.91219	46228__V8CB83__RUMLAC_02479
ERR1913022.91262__1.91262	820__A0A174I980__gldH
ERR1913022.91371__1.91371	39492__R6SPM9__pheT
ERR1913022.91473__1.91473	1262886__R6QN23__BN563_00445
ERR1913022.91485__1.91485	2173__A0A1D2WS87__BK798_03170
ERR1913022.91533__1.91533	28118__R6F5T0__Odosp_2509
ERR1913022.91568__1.91568	821__A0A0P0M2J4__DXD46_10295
ERR1913022.91587__1.91587	820__A0A174GYA8__DXB64_07370
ERR1913022.91790__1.91790	166486__D4KWX0__ERS852572_01785
ERR1913022.91886__1.91886	1547597__A0A0C3RH05__DMB45_11890
ERR1913022.91898__1.91898	1262935__R5GQB3__BN773_00920
ERR1913022.91993__1.91993	291644__I8YR49__ERS852428_01188
ERR1913022.92271__1.92271	28118__R6F707__B5F99_15665
ERR1913022.92429__1.92429	291644__I8YWU4__HMPREF1532_01473
ERR1913022.92668__1.92668	39491__R6UMS6__DXD13_07035
ERR1913022.92692__1.92692	820__A0A374Q854__HMPREF1073_03281
ERR1913022.92924__1.92924	46228__V8BLW9__DXD17_14090
ERR1913022.92990__1.92990	821__A0A0P0M2J4__DXD46_10295
ERR1913022.93086__1.93086	1262935__R5GR54__BN773_00986
ERR1913022.93111__1.93111	1262889__R7HAK5__BN634_00884
ERR1913022.93343__1.93343	46228__V8C4T8__RUMLAC_02058
ERR1913022.93348__1.93348	357276__B6W1Y1__BSEG_03960
ERR1913022.93413__1.93413	46228__V8CAH7__HMPREF1202_00795
ERR1913022.93582__1.93582	291644__I8YKM2__HMPREF1532_00428
ERR1913022.93896__1.93896	1262935__R5GEN3__BN773_01757
ERR1913022.93948__1.93948	39491__A0A3E4E7C5__DXB69_03255
ERR1913022.93949__1.93949	39491__A0A3E4E7C5__DXB69_03255
ERR1913022.94001__1.94001	39492__A0A174ZG93__EUBSIR_00254
ERR1913022.94329__1.94329	357276__A0A0K2HDP3__IY41_00705
ERR1913022.94436__1.94436	357276__A0A076IN21__BSEG_03078
ERR1913022.94647__1.94647	310298__B3JFI7__BACCOP_00636
ERR1913022.94653__1.94653	246787__R6KIG0__BcellWH2_02358
ERR1913022.94682__1.94682	821__E5UMZ6__BVU_1450
ERR1913022.94794__1.94794	291644__I9TBY1__HMPREF1532_01991
ERR1913022.95209__1.95209	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913022.95374__1.95374	487174__K0X3E9__DDY40_04905
ERR1913022.95593__1.95593	214856__R6XP73__ERS852447_00886
ERR1913022.95786__1.95786	46228__B5CLE1__HMPREF1202_01861
ERR1913022.95802__1.95802	166486__D4L3V9__ROSINTL182_07680
ERR1913022.95878__1.95878	1262935__R5GUE2__BN773_00325
ERR1913022.95967__1.95967	1262889__R7HA29__BN634_00657
ERR1913022.96115__1.96115	246787__A0A120A2E7__HMPREF1062_06329
ERR1913022.96273__1.96273	1262889__R7H9H9__BN634_02436
ERR1913022.96323__1.96323	46228__B5CPX5__RUMLAC_01520
ERR1913022.96452__1.96452	821__A0A395VIK7__BVU_1225
ERR1913022.96505__1.96505	2293125__A0A374CMH5__DW917_00750
ERR1913022.96779__1.96779	28118__F9Z6X2__B5F99_11710
ERR1913022.96762__1.96762	204516__U6RFU0__HMPREF1534_02545
ERR1913022.96972__1.96972	823__A0A355XKQ8__DHP27_04010
ERR1913022.96981__1.96981	39492__D4JRR5__ERS852540_02089
ERR1913022.97231__1.97231	823__A6LBY1__ERS852380_00510
ERR1913022.97244__1.97244	28118__F9ZB36__B5F99_17235
ERR1913022.97268__1.97268	674529__A0A174VGZ4__SAMN05444400_14914
