ERR1913139.199__1.199	901__B6WW26__DESPIG_02294
ERR1913139.58947__1.58947	563769__GeneID:6973158
ERR1913139.58995__1.58995	33043__A0A174B6N5__ERS852445_02414
ERR1913139.59062__1.59062	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913139.59077__1.59077	33043__A0A174B5C6__acm_3
ERR1913139.59085__1.59085	10680__GeneID:1261099
ERR1913139.59253__1.59253	165179__D1PB89__DXC61_08425
ERR1913139.59457__1.59457	562__P77789__fimF_3
ERR1913139.59445__1.59445	33039__A0A174Y5G7__ERS852530_01222
ERR1913139.59693__1.59693	74426__infB
ERR1913139.59859__1.59859	853__A0A173YYY4__DWZ04_09420
ERR1913139.60019__1.60019	2293125__A0A374C0K0__DW917_10610
ERR1913139.60104__1.60104	905__D2RM02__Acfer_1748
ERR1913139.60250__1.60250	820__A0A173YYG4__evgS_3
ERR1913139.60244__1.60244	165179__A0A3E5E643__DXB80_06030
ERR1913139.60282__1.60282	820__A0A3E4G8F8__ERS852421_01645
ERR1913139.60299__1.60299	33043__A0A173R1J6__rpfG_1
ERR1913139.60551__1.60551	33043__A0A174H5E3__ERS852400_02880
ERR1913139.60582__1.60582	360807__A0A1Q6T8W5__ROSEINA2194_03072
ERR1913139.60634__1.60634	820__A0A139K2N9__DXB62_12420
ERR1913139.60759__1.60759	244366__A0A0B7GCL1__sucC
ERR1913139.60847__1.60847	1262911__R6GSH0__BN557_00934
ERR1913139.60937__1.60937	165179__A0A3E5EAM5__DXC61_07785
ERR1913139.61044__1.61044	165179__D1PGU8__PREVCOP_06463
ERR1913139.61125__1.61125	626940__E8LBD1__BN587_01117
ERR1913139.61163__1.61163	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913139.61140__1.61140	820__A0A174M9V5__M093_0237
ERR1913139.61146__1.61146	1262741__R6CWP5__BN697_00620
ERR1913139.61213__1.61213	165179__A0A229I6N7__DXC61_06720
ERR1913139.61199__1.61199	1262936__R7IZD7__BN799_01020
ERR1913139.61289__1.61289	626940__E8LEF9__BHW43_08485
ERR1913139.61366__1.61366	165179__A0A174SA26__PREVCOP_05758
ERR1913139.61448__1.61448	626940__E8LB62__BHW43_02905
ERR1913139.61465__1.61465	1262882__R5MRS7__BN519_01490
ERR1913139.61707__1.61707	1262746__R5SS80__BN750_02125
ERR1913139.61989__1.61989	410072__A0A174J5N8__sbcC
ERR1913139.62128__1.62128	33043__A0A174FIJ8__ERS852445_02217
ERR1913139.62258__1.62258	328814__GCA_004558275.1_00064
ERR1913139.62352__1.62352	1263000__R5EFA7__BN466_01197
ERR1913139.62561__1.62561	39485__A0A174YU30__ERS852492_02057
ERR1913139.62599__1.62599	28117__B0MXR1__BHV66_08035
ERR1913139.62562__1.62562	39492__R6RYB8__ERS852540_00322
ERR1913139.62677__1.62677	39491__A0A395ZHW9__DXC13_02590
ERR1913139.62710__1.62710	853__A0A173RZ39__C4N22_01650
ERR1913139.62762__1.62762	357276__I9F327__DXD47_22495
ERR1913139.62825__1.62825	820__A0A3E4G826__C801_01612
ERR1913139.63103__1.63103	820__A0A374Q4X1__HMPREF2141_02370
ERR1913139.63159__1.63159	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913139.63176__1.63176	905__D2RLE6__SAMN05216495_1202
ERR1913139.63195__1.63195	39491__A0A396FTE5__ERS852417_01346
ERR1913139.63260__1.63260	204516__U6RFV1__HMPREF1534_02560
ERR1913139.63511__1.63511	39492__D4JUP6__ERS852540_01404
ERR1913139.63515__1.63515	2292352__A0A374UKJ4__DXC23_09360
ERR1913139.63596__1.63596	1262911__R6GZ01__BN557_00641
ERR1913139.63607__1.63607	1262936__R7J1V8__BN799_00957
ERR1913139.63608__1.63608	39491__A0A396FEW6__T1815_18721
ERR1913139.63703__1.63703	901__B6WRH4__DESPIGER_0368
ERR1913139.64060__1.64060	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913139.64401__1.64401	165179__A0A174IPI3__CFT61_10940
ERR1913139.64450__1.64450	820__A0A374Q4X1__HMPREF2141_02370
ERR1913139.64501__1.64501	2292352__A0A374UML6__DXC23_09355
ERR1913139.64518__1.64518	1262741__R6DBK6__BN697_01884
ERR1913139.65068__1.65068	823__A6LFW2__M095_1860
ERR1913139.65102__1.65102	166486__A0A173VSA0__ROSINTL182_06124
ERR1913139.65362__1.65362	39491__A0A174K9A3__DXB69_07785
ERR1913139.65514__1.65514	1262936__R7J6F9__BN799_00540
ERR1913139.65534__1.65534	823__C7XA51__BDI_0499
ERR1913139.65858__1.65858	165179__A0A3E5EB26__CFT61_02800
ERR1913139.65947__1.65947	2292352__A0A374UKI4__DXC23_09350
ERR1913139.65964__1.65964	33043__A0A173ZZF8__sbp_2
ERR1913139.66323__1.66323	2292352__A0A374UKE7__DXC23_09500
ERR1913139.66436__1.66436	165179__D1PCT4__DXB80_09470
ERR1913139.66444__1.66444	823__A0A3E4PAQ2__DDY96_18275
ERR1913139.66489__1.66489	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913139.66540__1.66540	626940__E8LGF9__DCQ00_00015
ERR1913139.66609__1.66609	2293125__A0A374C0K0__DW917_10610
ERR1913139.66679__1.66679	165179__D1PE06__DXC61_05975
ERR1913139.66764__1.66764	1262936__R7IYW8__BN799_00842
ERR1913139.66788__1.66788	1262886__R6QHZ9__BN563_00710
ERR1913139.66955__1.66955	39491__A0A0M6WLC7__ERS852497_00640
ERR1913139.66939__1.66939	853__A0A173XRA8__CGS56_09290
ERR1913139.67080__1.67080	39491__A0A395ZDC6__addB
ERR1913139.67167__1.67167	1262959__R5Y464__BN680_00631
ERR1913139.67238__1.67238	1535__A7VRN5__CLOLEP_01219
ERR1913139.67357__1.67357	165179__A0A229I1J2__DXB80_03950
ERR1913139.67382__1.67382	166486__D4KVZ2__cbiT
ERR1913139.67386__1.67386	1263000__R5EGY7__BN466_01478
ERR1913139.67585__1.67585	100886__A0A174K7J5__ybbH_3
ERR1913139.67754__1.67754	1262886__R6RFE5__BN563_01256
ERR1913139.67845__1.67845	43675__A0A0K2RYF7__HMPREF0737_01679
ERR1913139.67861__1.67861	10680__GeneID:1261099
ERR1913139.68013__1.68013	10680__GeneID:1261091
ERR1913139.68206__1.68206	418240__A0A174L567__ERS852478_01510
ERR1913139.68158__1.68158	165179__A0A174IPI3__CFT61_10940
ERR1913139.68655__1.68655	2293125__A0A374C0K0__DW917_10610
ERR1913139.68698__1.68698	820__A0A139K1Y6__DXB48_02610
ERR1913139.68749__1.68749	820__A0A139K1Y6__DXB48_02610
ERR1913139.68825__1.68825	165179__A0A3E5DZ45__DXC61_02820
ERR1913139.68940__1.68940	39491__A0A395ZM93__DXD13_03490
ERR1913139.68971__1.68971	165179__D1PCT4__DXB80_09470
ERR1913139.69762__1.69762	626940__E8LGB3__HMPREF9443_01929
ERR1913139.69834__1.69834	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913139.69846__1.69846	165179__D1P8V8__DXC61_01940
ERR1913139.69855__1.69855	901__B6WR31__DESPIG_00511
ERR1913139.69961__1.69961	2292352__A0A374UIX0__DXC23_12260
ERR1913139.69995__1.69995	1262936__R7J5M6__BN799_00272
ERR1913139.70077__1.70077	165179__A0A3E5A832__DXC61_13685
ERR1913139.70163__1.70163	821__D4VD59__BHV80_04260
ERR1913139.70181__1.70181	28117__B0MUY3__BHV66_00515
ERR1913139.70230__1.70230	165179__D1P9T6__PREVCOP_04016
ERR1913139.70315__1.70315	1262911__R6GPM2__BN557_00937
ERR1913139.70560__1.70560	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913139.70611__1.70611	165179__D1P9T6__PREVCOP_04016
ERR1913139.70745__1.70745	410072__A0A174L0Z1__ERS852525_00863
ERR1913139.70843__1.70843	671232__A0A398C8N2__CYK12_06720
ERR1913139.71149__1.71149	39491__A0A396FNY7__LD38_16155
ERR1913139.71596__1.71596	39485__R6AKA4__rssA
ERR1913139.71779__1.71779	39491__A0A395UYL9__ERS852417_00624
ERR1913139.71850__1.71850	2292352__A0A374UMB7__DXC23_09370
ERR1913139.71897__1.71897	165179__A0A3E5E2S3__DXB80_03455
ERR1913139.71902__1.71902	227940__GeneID:1260637
ERR1913139.72275__1.72275	626940__E8LCD6__BHW43_01655
ERR1913139.72287__1.72287	1263000__R5EKR4__BN466_01609
ERR1913139.72426__1.72426	39491__A0A395UYA6__EUBREC_0408
ERR1913139.72439__1.72439	165179__R6XIF8__DXC61_07265
ERR1913139.72470__1.72470	823__A0A395YVY3__ERS852513_03204
ERR1913139.72888__1.72888	39491__A0A395ZDC6__addB
ERR1913139.73182__1.73182	1262911__R6GMZ7__BN557_01741
ERR1913139.73231__1.73231	1262886__R6QAM6__BN563_01696
ERR1913139.73258__1.73258	1262936__R7J146__BN799_01697
ERR1913139.73351__1.73351	901__B6WUW8__DESPIGER_1921
ERR1913139.73551__1.73551	1262959__R5Y6L0__BN680_01484
ERR1913139.73848__1.73848	165179__R6BPK1__DXB80_04445
ERR1913139.73958__1.73958	39492__B0MN61__epsF_2
ERR1913139.74155__1.74155	853__A0A3E2U7E6__ERS852582_01640
ERR1913139.74268__1.74268	1263006__R6LU28__BN515_01365
ERR1913139.74654__1.74654	43675__D2NR12__CYK05_02255
ERR1913139.74914__1.74914	39491__A0A396FEV5__EUR_24750
ERR1913139.74962__1.74962	901__B6WVE0__DESPIG_02056
ERR1913139.75060__1.75060	626940__E8LEV5__DCQ00_04395
ERR1913139.75179__1.75179	39491__A0A395UYL9__ERS852417_00624
ERR1913139.75389__1.75389	360807__A0A1Q6TDQ5__ROSEINA2194_04225
ERR1913139.75570__1.75570	1262741__R6DGZ7__BN697_00553
ERR1913139.75766__1.75766	563769__GeneID:6973158
ERR1913139.75929__1.75929	823__D7IUM6__M091_1082
ERR1913139.75975__1.75975	165179__D1PEW8__DXB80_13775
ERR1913139.75988__1.75988	46503__R6Y2Q2__DCY29_15375
ERR1913139.76042__1.76042	1262936__R7J172__BN799_01663
ERR1913139.76049__1.76049	357276__B6W5Q9__HMPREF1063_03125
ERR1913139.76069__1.76069	165179__A0A3E5A5E5__DXC61_13965
ERR1913139.76195__1.76195	165179__A0A3E5DR10__DXC61_03505
ERR1913139.76392__1.76392	39491__C4ZCV7__ERE_23110
ERR1913139.76417__1.76417	820__A0A3E4RUC4__DHU98_02635
ERR1913139.76490__1.76490	33043__A0A173S5P8__ERS852445_00566
ERR1913139.76759__1.76759	165179__D1PE06__DXC61_05975
ERR1913139.76994__1.76994	1262741__R6CML4__BN697_01052
ERR1913139.76987__1.76987	166486__D4KV78__aroA
ERR1913139.76961__1.76961	820__A0A139KEW8__DXB64_06405
ERR1913139.77082__1.77082	28116__A0A1Y4PWZ5__DXF98_14885
ERR1913139.77156__1.77156	820__A7V470__HMPREF1072_02076
ERR1913139.77269__1.77269	46503__A0A3E4ZQ73__ERS852463_01043
ERR1913139.77308__1.77308	626940__E8LCE0__BHW43_01670
ERR1913139.77495__1.77495	33043__A0A174H1Y6__ERS852575_02698
ERR1913139.77572__1.77572	165179__A0A3E5E643__DXB80_06030
ERR1913139.77674__1.77674	165179__A0A3E5DN34__DXC61_07865
ERR1913139.77793__1.77793	901__B6WX14__mviN
ERR1913139.77892__1.77892	33039__D4M379__selB
ERR1913139.78297__1.78297	1262911__R6GSH0__BN557_00934
ERR1913139.78480__1.78480	821__U6RDC2__DXD46_15675
ERR1913139.78660__1.78660	1262882__R5MK03__BN519_01277
ERR1913139.78668__1.78668	1262936__R7J2M9__BN799_00249
ERR1913139.78725__1.78725	905__D2RIT5__Acfer_0592
ERR1913139.78731__1.78731	823__A0A173UDF6__CEQ22_003270
ERR1913139.78718__1.78718	165179__A0A3E5E7J5__DXC61_10360
ERR1913139.78965__1.78965	322505__manZ_3
ERR1913139.79099__1.79099	1262936__R7J247__BN799_01051
ERR1913139.79152__1.79152	1262936__R7J1H6__BN799_01795
ERR1913139.79163__1.79163	1262882__R5MIC9__BN519_00834
ERR1913139.79244__1.79244	2292352__A0A374UIX0__DXC23_12260
ERR1913139.79330__1.79330	10680__GeneID:1261099
ERR1913139.79377__1.79377	33043__D5HHE4__ERS852445_02332
ERR1913139.79489__1.79489	165179__A0A3E5EDS1__DXC61_03115
ERR1913139.79507__1.79507	1124654__GeneID:14005781
ERR1913139.79729__1.79729	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913139.79913__1.79913	28117__B0MY40__BHV66_05170
ERR1913139.79935__1.79935	166486__D4KZP0__ERS852572_00486
ERR1913139.80071__1.80071	165179__R6CNX7__DXB80_02200
ERR1913139.80295__1.80295	165179__R6CNX7__DXB80_02200
ERR1913139.80421__1.80421	165179__A0A229I1J2__DXB80_03950
ERR1913139.80427__1.80427	853__A0A2A7B9I6__DW855_13690
ERR1913139.80885__1.80885	1262687__R7LV06__BN701_00860
ERR1913139.81108__1.81108	820__A0A174R952__DXB48_02570
ERR1913139.81117__1.81117	2108523__A0A2P2F3W3__LAWASA_692
ERR1913139.81499__1.81499	39491__A0A396FIZ8__ERE_20410
ERR1913139.81904__1.81904	432201__GeneID:14182722
ERR1913139.81958__1.81958	901__B6WUN6__DHV46_11020
ERR1913139.81913__1.81913	562__P23837__phoQ
ERR1913139.82038__1.82038	33043__D5HI39__baeS_1
ERR1913139.82088__1.82088	905__D2RL18__SAMN02910455_02125
ERR1913139.82138__1.82138	821__A0A3E4KIM1__M097_3660
ERR1913139.82300__1.82300	39492__A0A174ZYY6__EUBSIR_02510
ERR1913139.82402__1.82402	214856__A0A173XSV0__ERS852447_00493
ERR1913139.82492__1.82492	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913139.82567__1.82567	1262743__R5C054__BN727_01980
ERR1913139.82773__1.82773	1262959__R5Y731__BN680_01639
ERR1913139.82840__1.82840	410072__A0A3E4GT98__ERS852574_02351
ERR1913139.82891__1.82891	1472761__GCA_002159295.1_00927
ERR1913139.82857__1.82857	371601__I9JHG7__DXD80_12945
ERR1913139.82871__1.82871	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913139.83394__1.83394	1357825__GeneID:17494397
ERR1913139.83443__1.83443	410072__A0A173YNZ0__ERS852481_00766
ERR1913139.83601__1.83601	46503__R6WTW1__NCTC13052_03440
ERR1913139.83749__1.83749	165179__D1PAR0__DXB80_01190
ERR1913139.83900__1.83900	487175__D9Y8B5__HMPREF9439_02353
ERR1913139.84018__1.84018	1262936__R7J144__BN799_01386
ERR1913139.84084__1.84084	360807__C0G081__ERS852444_03377
ERR1913139.84120__1.84120	39491__C4ZHS4__EUR_24420
ERR1913139.84275__1.84275	46503__A7ADV9__ERS852463_01504
ERR1913139.84285__1.84285	820__A0A174CK74__DXB48_07060
ERR1913139.84438__1.84438	1262936__R7J2D3__BN799_01784
ERR1913139.84460__1.84460	1150298__A0A174SLE6__mlc_1
ERR1913139.84853__1.84853	2173__A0A1D2WTR0__METSMIALI_00480
ERR1913139.85141__1.85141	165179__A0A3E4SID1__DXB80_01945
ERR1913139.85559__1.85559	905__D2RMV3__SAMN05216495_10796
ERR1913139.85576__1.85576	39491__A0A395V297__EUR_01010
ERR1913139.85585__1.85585	165179__A0A3E5E2C8__folA
ERR1913139.85716__1.85716	371601__A0A1Y4VG86__B5E50_11375
ERR1913139.85726__1.85726	165179__A0A3E5ED28__PREVCOP_06655
ERR1913139.85881__1.85881	165179__R6CNX7__DXB80_02200
ERR1913139.85980__1.85980	155148__GeneID:920998
ERR1913139.86091__1.86091	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913139.86201__1.86201	165179__A0A3E5E189__PREVCOP_06699
ERR1913139.86212__1.86212	823__A0A355XJT5__ERS852429_03504
ERR1913139.86252__1.86252	165179__A0A3E5DY64__CFT61_10025
ERR1913139.86292__1.86292	820__A0A1Q6IDS8__chtA
ERR1913139.86310__1.86310	165179__A0A3E5DY64__CFT61_10025
ERR1913139.86407__1.86407	165179__R6CNX7__DXB80_02200
ERR1913139.86706__1.86706	1262936__R7IZC2__BN799_01006
ERR1913139.86679__1.86679	33043__A0A174AHE2__ERS852445_01187
ERR1913139.86744__1.86744	1262936__R7J1T7__BN799_01864
ERR1913139.87167__1.87167	39491__A0A395ZHV7__ykvU
ERR1913139.87112__1.87112	33043__D5HIK4__ERS852400_01112
ERR1913139.87327__1.87327	360807__A0A1Q6SXK5__RIL183_06541
ERR1913139.87359__1.87359	165179__D1PDJ4__DXB80_08505
ERR1913139.87995__1.87995	357276__I9G0T7__BACDOR_04266
ERR1913139.88290__1.88290	1263006__R6LRF6__BN515_00540
ERR1913139.88231__1.88231	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913139.88499__1.88499	39491__D6E4H2__DXB99_00485
ERR1913139.88624__1.88624	33043__A0A173WTR4__ERS852386_00324
ERR1913139.88802__1.88802	1262959__R5Y383__BN680_00338
ERR1913139.88872__1.88872	33043__D5HF29__eglS_1
ERR1913139.88950__1.88950	1262911__R6GSH0__BN557_00934
ERR1913139.89053__1.89053	823__A0A174EFT7__luxQ_5
ERR1913139.89061__1.89061	823__A6L930__DDY96_14995
ERR1913139.89165__1.89165	905__D2RME9__Acfer_1899
ERR1913139.89173__1.89173	1262911__R6GPL1__BN557_00927
ERR1913139.89071__1.89071	74426__rpoC
ERR1913139.89554__1.89554	1262911__R6HN81__BN557_00921
ERR1913139.89513__1.89513	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913139.89766__1.89766	39491__A0A174A751__DXB69_15525
ERR1913139.89788__1.89788	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913139.89832__1.89832	165179__A0A3E5DX15__DXC61_00345
ERR1913139.89896__1.89896	1262936__R7J1I2__BN799_01776
ERR1913139.89997__1.89997	1897011__A0A1Q6RJY0__BHW41_00040
ERR1913139.90057__1.90057	165179__A0A174K816__DXB80_12000
ERR1913139.90171__1.90171	165179__A0A229I443__DXB80_10950
ERR1913139.90234__1.90234	820__A0A174R952__DXB48_02570
ERR1913139.90465__1.90465	74426__nifJ
ERR1913139.90676__1.90676	155148__GeneID:921005
ERR1913139.90891__1.90891	165179__D1P9T6__PREVCOP_04016
ERR1913139.90901__1.90901	820__A0A374Q4X1__HMPREF2141_02370
ERR1913139.90971__1.90971	901__B6WW26__DESPIG_02294
ERR1913139.91039__1.91039	39491__A0A395ZEN3__DXD95_12655
ERR1913139.91055__1.91055	35833__S2KT88__HMPREF0179_05280
ERR1913139.91229__1.91229	214856__R6Y1K2__ERS852447_02306
ERR1913139.91538__1.91538	1262988__R7N2E4__BN816_01431
ERR1913139.91576__1.91576	357276__I9QBT4__GV66_09000
ERR1913139.91671__1.91671	214856__A0A174ZB00__ERS852559_00631
ERR1913139.91702__1.91702	33043__A0A174CPX4__ERS852386_02360
ERR1913139.91869__1.91869	1262911__R6GPB1__BN557_00837
ERR1913139.92000__1.92000	1262919__R5P8E1__BN465_01993
ERR1913139.92144__1.92144	1897011__A0A1Q6RDY7__BHW41_05255
ERR1913139.92533__1.92533	39492__D4JTI2__ERS852540_00694
ERR1913139.92748__1.92748	165179__A0A174SR12__DXB80_04410
ERR1913139.92836__1.92836	820__R9HP61__DXC91_01090
ERR1913139.92951__1.92951	1613__C0WXW0__HMPREF0513_01583
ERR1913139.93089__1.93089	33043__A0A173YSY7__tilS
ERR1913139.93652__1.93652	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913139.93725__1.93725	363265__R7H0Q0__HMPREF0673_02864
ERR1913139.93760__1.93760	1263000__R5EUM2__BN466_01747
ERR1913139.93891__1.93891	33043__D5HHF5__ERS852386_00025
ERR1913139.94216__1.94216	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913139.94281__1.94281	166486__D4KVI9__comEA
ERR1913139.94290__1.94290	165179__D1P8K1__DXB80_06045
ERR1913139.94339__1.94339	626940__E8LDB3__prkC
ERR1913139.94363__1.94363	33043__A0A173YUV6__ERS852386_00507
ERR1913139.94410__1.94410	165179__A0A229I1J2__DXB80_03950
ERR1913139.94891__1.94891	39491__A0A173VYV1__DXC13_02710
ERR1913139.95267__1.95267	165179__A0A3E5E643__DXB80_06030
ERR1913139.95375__1.95375	820__A0A396EUU8__luxQ_3
ERR1913139.95391__1.95391	432201__GeneID:14182722
ERR1913139.95689__1.95689	2292352__A0A374UMB7__DXC23_09370
ERR1913139.95722__1.95722	165179__D1PGU8__PREVCOP_06463
ERR1913139.95921__1.95921	823__A0A395YZG9__M092_4358
ERR1913139.96209__1.96209	1262936__R7J272__BN799_00063
ERR1913139.96496__1.96496	74426__infB
ERR1913139.96709__1.96709	853__A0A173XRA8__CGS56_09290
ERR1913139.96721__1.96721	328814__GCA_004558275.1_00061
ERR1913139.96745__1.96745	165179__A0A174MTF2__DXC61_13200
ERR1913139.96943__1.96943	820__A0A3E4W7J3__DXC07_00330
ERR1913139.97092__1.97092	905__D2RL62__Acfer_1455
ERR1913139.97207__1.97207	820__A0A396EWL3__ERS417307_03868
ERR1913139.98032__1.98032	905__D2RIQ6__SAMN02910455_01854
ERR1913139.98154__1.98154	901__B6WR31__DESPIG_00511
ERR1913139.98162__1.98162	1262911__R6H0U7__BN557_01104
ERR1913139.98183__1.98183	1147152__GeneID:14182018
ERR1913139.98282__1.98282	165179__D1PCT4__DXB80_09470
ERR1913139.98369__1.98369	562__P64549__K758_00320
ERR1913139.98403__1.98403	820__A0A173YYG4__evgS_3
ERR1913139.98652__1.98652	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913139.98779__1.98779	360807__A0A1Q6TAV1__ROSEINA2194_00431
ERR1913139.98829__1.98829	820__A0A174CK74__DXB48_07060
ERR1913139.98860__1.98860	166486__A0A173VSA0__ROSINTL182_06124
ERR1913139.99042__1.99042	39492__D4JWI6__EUBSIR_01073
ERR1913139.99267__1.99267	165179__D1P9T6__PREVCOP_04016
ERR1913139.99295__1.99295	360807__C0FPV8__RIL183_29891
ERR1913139.99387__1.99387	33043__A0A173W4M0__dnaD
ERR1913139.99449__1.99449	1262886__R6QCG3__BN563_00145
ERR1913139.99612__1.99612	901__B6WV62__DHV46_06145
ERR1913139.99678__1.99678	901__B6WXH1__DESPIGER_1644
ERR1913139.100358__1.100358	39491__C4ZAT2__ERE_28440
ERR1913139.101000__1.101000	1263044__GCA_000433375.1_00023
ERR1913139.101018__1.101018	1263044__GCA_000433375.1_00023
ERR1913139.101174__1.101174	166486__D4KNM9__ERS852572_00072
ERR1913139.101349__1.101349	1897011__A0A1Q6RIP3__BHW41_00615
ERR1913139.101356__1.101356	204516__U6R9E0__HMPREF1534_03742
ERR1913139.101509__1.101509	28116__E5CHV5__B5F02_08530
ERR1913139.101566__1.101566	360807__R5HHK5__ROSEINA2194_02134
ERR1913139.101663__1.101663	166486__D4KZF9__ROSINTL182_08499
ERR1913139.101770__1.101770	1262936__R7J420__BN799_00406
ERR1913139.101811__1.101811	328814__GCA_004558275.1_00992
ERR1913139.101972__1.101972	1262961__R6DWK7__BN710_00104
ERR1913139.102236__1.102236	1262936__R7J0K5__BN799_01232
ERR1913139.102257__1.102257	28117__B0MYI9__BHV66_05415
ERR1913139.102317__1.102317	1262882__R5MFY4__BN519_00529
ERR1913139.102548__1.102548	853__A0A173XRA8__CGS56_09290
ERR1913139.102580__1.102580	1897011__A0A1Q6RG48__BHW41_02345
ERR1913139.102669__1.102669	626940__E8LGC1__HMPREF9443_01937
ERR1913139.102704__1.102704	1263000__R5EKR3__BN466_00099
ERR1913139.102978__1.102978	1262992__R5CY89__BN795_01227
ERR1913139.103011__1.103011	165179__A0A3E5DRF6__DXC61_00200
ERR1913139.103239__1.103239	1262936__R7J1V8__BN799_00957
ERR1913139.103290__1.103290	147207__dnaK2
ERR1913139.103431__1.103431	39491__A0A174IJH1__DXB76_01865
ERR1913139.103660__1.103660	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913139.103837__1.103837	357276__C3R9Y0__HMPREF1064_01889
ERR1913139.103906__1.103906	1262936__R7J3L8__BN799_00414
ERR1913139.104051__1.104051	10680__GeneID:1261099
ERR1913139.104349__1.104349	165179__D1PCT4__DXB80_09470
ERR1913139.104731__1.104731	1680__A0A173YLK6__BAD_0868
ERR1913139.104946__1.104946	823__A0A069SAX6__ERS852380_00710
ERR1913139.105095__1.105095	166486__D4L2C5__ERS852572_01688
ERR1913139.105222__1.105222	1263000__R5EXT3__BN466_02213
ERR1913139.105343__1.105343	360807__C0FSM3__ROSEINA2194_01739
ERR1913139.105598__1.105598	52226__C9KNJ7__MITSMUL_04687
ERR1913139.105795__1.105795	1262936__R7IZD7__BN799_01020
ERR1913139.105870__1.105870	853__A0A173T0Y8__CGS54_07215
ERR1913139.105968__1.105968	1262911__R6H2J2__BN557_01228
ERR1913139.106015__1.106015	626940__E8LER6__HMPREF9443_01350
ERR1913139.106096__1.106096	1124654__GeneID:14005780
ERR1913139.106375__1.106375	1262741__R6CQA8__BN697_01006
ERR1913139.106506__1.106506	1735__B7CCF3__EUBIFOR_01880
ERR1913139.107072__1.107072	103807__GeneID:929715
ERR1913139.107367__1.107367	410072__A0A3E4GT98__ERS852574_02351
ERR1913139.107420__1.107420	165179__A0A3E5AER8__DXB80_07075
ERR1913139.107505__1.107505	39491__C4ZF05__vpr
ERR1913139.107446__1.107446	33039__D4M379__selB
ERR1913139.107548__1.107548	853__C7H1R8__DW905_06675
ERR1913139.107636__1.107636	28117__B0MUL5__ALIPUT_00722
ERR1913139.107651__1.107651	1262915__R6HNH6__BN574_00898
ERR1913139.107697__1.107697	1262959__R5YVJ9__BN680_01667
ERR1913139.107839__1.107839	1262911__R6GSH8__BN557_00939
ERR1913139.108235__1.108235	357276__A0A0K2HDP3__IY41_00705
ERR1913139.108335__1.108335	39491__A0A3E4E7C5__DXB69_03255
ERR1913139.108879__1.108879	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913139.108976__1.108976	165179__A0A3E5AE59__DXC61_12885
ERR1913139.108941__1.108941	39492__A0A174Z2N0__EUBSIR_01615
ERR1913139.109015__1.109015	820__A7V092__hldE
ERR1913139.109058__1.109058	1303__F3V029__B7728_09170
ERR1913139.109164__1.109164	626940__E8LFT0__BN587_01223
ERR1913139.109245__1.109245	2173__A0A1D2WWE0__METSMIF1_03349
ERR1913139.109435__1.109435	357276__I9R4T1__IY41_06800
ERR1913139.109403__1.109403	1262988__R7N397__BN816_01278
ERR1913139.109534__1.109534	28118__R6FCY1__DER54_07335
ERR1913139.109489__1.109489	671232__W1TTP4__CYK09_09425
ERR1913139.109683__1.109683	33043__A0A173SQ62__ERS852575_01610
ERR1913139.109875__1.109875	1263000__R5EHB0__BN466_01647
ERR1913139.109851__1.109851	10680__GeneID:1261099
ERR1913139.109959__1.109959	1263000__R5EQY7__BN466_01150
ERR1913139.109923__1.109923	432201__GeneID:14182722
ERR1913139.110208__1.110208	563769__GeneID:6973157
