ERR1913163.20__1.20	47678__R5UU99__C5Z00_11925
ERR1913163.43028__1.43028	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913163.43041__1.43041	47678__A5ZG68__ERS852494_02968
ERR1913163.43094__1.43094	69974__A0A090FEL8__MPL3365_630008
ERR1913163.43118__1.43118	28116__I8Y7V6__HMPREF1017_02728
ERR1913163.43226__1.43226	28111__R5JN40__HMPREF1016_01803
ERR1913163.43214__1.43214	69974__A0A090FEL8__MPL3365_630008
ERR1913163.43505__1.43505	1112008__GeneID:12978672
ERR1913163.43582__1.43582	820__A0A3E5BMG9__DXD40_05130
ERR1913163.43621__1.43621	821__R9HFW2__DXD01_00365
ERR1913163.43974__1.43974	28111__E5X205__NCTC11155_00661
ERR1913163.44286__1.44286	214856__R6Z288__ERS852447_00734
ERR1913163.44330__1.44330	820__A0A3E4WA06__ERS852554_03404
ERR1913163.44510__1.44510	28111__E5X118__NCTC11155_02425
ERR1913163.44513__1.44513	821__A0A0P0LNX8__ERS852509_03015
ERR1913163.44567__1.44567	820__A0A1T4IY71__HMPREF2141_02402
ERR1913163.44672__1.44672	28111__E5WTU8__BACEGG_01922
ERR1913163.44732__1.44732	820__R7E9Z4__DXC68_06065
ERR1913163.44705__1.44705	821__A0A0P0M5Z6__BVU_0429
ERR1913163.44830__1.44830	47678__R5U2W6__CGC64_03455
ERR1913163.45066__1.45066	47678__A5ZEX0__DW706_08045
ERR1913163.45215__1.45215	28111__R5K3D9__NCTC11155_02788
ERR1913163.45270__1.45270	46506__R6LDN0__HMPREF1181_03103
ERR1913163.45324__1.45324	820__A0A139KHX1__HMPREF2141_00289
ERR1913163.45381__1.45381	820__A0A3E4VZT7__DXB48_16145
ERR1913163.45382__1.45382	47678__R5U6J0__ERS852558_00310
ERR1913163.45465__1.45465	47678__A5ZHJ2__DXB67_12405
ERR1913163.45576__1.45576	820__A0A139KJ23__celCCA
ERR1913163.45708__1.45708	820__A0A173XIP7__B5G17_16050
ERR1913163.45841__1.45841	821__A6L0C7__ERS852556_03520
ERR1913163.46077__1.46077	821__A0A396F9T7__M097_3427
ERR1913163.46146__1.46146	671267__R9I7B5__C802_04018
ERR1913163.46214__1.46214	214856__I3YMB7__Alfi_1811
ERR1913163.46231__1.46231	823__A0A069SAX6__ERS852380_00710
ERR1913163.46381__1.46381	820__A0A139K5A6__DXB48_12175
ERR1913163.46703__1.46703	821__A0A395UNT8__DXD64_15275
ERR1913163.46775__1.46775	818__A0A139KE06__HMPREF2534_02512
ERR1913163.46834__1.46834	214856__R6Y0B9__ERS852559_00164
ERR1913163.46868__1.46868	28111__R5JQQ7__NCTC11155_02278
ERR1913163.46923__1.46923	820__A0A174CG08__DXB62_13215
ERR1913163.47000__1.47000	28111__E5WZE2__NCTC11155_00550
ERR1913163.47165__1.47165	28118__F9Z9B0__SAMEA44545918_02179
ERR1913163.47271__1.47271	1550024__G9RTE9__ASJ35_09555
ERR1913163.47293__1.47293	821__A0A395VIK7__BVU_1225
ERR1913163.47326__1.47326	1550024__G9RWP9__TQ39_04320
ERR1913163.47354__1.47354	820__R7E9Z4__DXC68_06065
ERR1913163.47436__1.47436	745368__A0A1T4Y6I3__SAMN02745178_02753
ERR1913163.47445__1.47445	47678__A5ZI88__BACCAC_02617
ERR1913163.47453__1.47453	544644__GCA_001915615.1_02003
ERR1913163.47462__1.47462	1550024__A0A0D8J0M2__TQ39_06330
ERR1913163.47489__1.47489	28111__E5WVR8__NCTC11155_02792
ERR1913163.47584__1.47584	1550024__A0A0D8IYB1__TQ39_12130
ERR1913163.47880__1.47880	544644__GCA_001915615.1_00358
ERR1913163.48212__1.48212	47678__R5UBT0__CGC64_12195
ERR1913163.48128__1.48128	821__U6RDC2__DXD46_15675
ERR1913163.48304__1.48304	1262924__R7HQB3__BN585_00435
ERR1913163.48266__1.48266	189722__E0NQU7__HMPREF0658_0548
ERR1913163.48351__1.48351	820__A0A396CMY7__HMPREF1072_03009
ERR1913163.48494__1.48494	818__A0A0N7I9M6__Btheta7330_00939
ERR1913163.48512__1.48512	28111__E5X119__NCTC11155_02426
ERR1913163.48590__1.48590	1550024__A0A0D8J659__TQ39_00125
ERR1913163.48893__1.48893	69974__A0A090FEL8__MPL3365_630008
ERR1913163.48900__1.48900	821__A0A174TD86__C800_00949
ERR1913163.49013__1.49013	820__A0A3E4RU03__M093_0563
ERR1913163.49086__1.49086	1550024__G9RW35__ASJ35_04635
ERR1913163.49247__1.49247	28116__F7LC60__AA414_00422
ERR1913163.49303__1.49303	487175__D9Y712__HMPREF9439_02495
ERR1913163.49626__1.49626	818__A0A3E5HGB5__ERS852511_02145
ERR1913163.49903__1.49903	821__A0A396F598__CUU_3259
ERR1913163.50143__1.50143	28111__E5X333__NCTC11155_03016
ERR1913163.50081__1.50081	69974__A0A090FEL8__MPL3365_630008
ERR1913163.50407__1.50407	310298__B3JFI7__BACCOP_00636
ERR1913163.50416__1.50416	1112008__GeneID:12978697
ERR1913163.50619__1.50619	47678__R5U2F6__HMPREF1061_00767
ERR1913163.50633__1.50633	28116__A0A3A9HTT7__BACOVA_05446
ERR1913163.50765__1.50765	69974__A0A090FEL8__MPL3365_630008
ERR1913163.50875__1.50875	214856__R6Z7Q9__ERS852447_02172
ERR1913163.50934__1.50934	189722__E0NQU7__HMPREF0658_0548
ERR1913163.51009__1.51009	214856__R6YC22__ERS852447_01215
ERR1913163.51351__1.51351	28116__E5C458__BACOV975_02730
ERR1913163.51446__1.51446	821__E5UY21__C800_02204
ERR1913163.51672__1.51672	487175__F3QKK7__HMPREF9439_01468
ERR1913163.51768__1.51768	28117__B0MUL5__ALIPUT_00722
ERR1913163.51872__1.51872	69974__A0A090FEL8__MPL3365_630008
ERR1913163.51827__1.51827	69974__A0A090FEL8__MPL3365_630008
ERR1913163.51812__1.51812	820__A0A3E4G3J9__ERS852459_02265
ERR1913163.51891__1.51891	1550024__G9RXI8__TQ39_11495
ERR1913163.51906__1.51906	28111__E5X120__NCTC11155_02427
ERR1913163.51938__1.51938	820__A0A374Q854__HMPREF1073_03281
ERR1913163.52007__1.52007	821__A0A0P0M2J4__DXD46_10295
ERR1913163.52061__1.52061	820__A0A174LIN6__HMPREF1072_03144
ERR1913163.52158__1.52158	1660__A0A2X0TY41__HMPREF0970_00694
ERR1913163.52237__1.52237	821__E5UMZ6__BVU_1450
ERR1913163.52359__1.52359	28111__R5K3D9__NCTC11155_02788
ERR1913163.52287__1.52287	823__A0A395YRX4__ERS852513_03444
ERR1913163.52394__1.52394	28111__E5X333__NCTC11155_03016
ERR1913163.52484__1.52484	28116__D7K2E0__endOF2_3
ERR1913163.52727__1.52727	818__D7I7V5__BJP75_001030
ERR1913163.52869__1.52869	214856__I3YPP0__ERS852447_01388
ERR1913163.53032__1.53032	214856__R6Y2Y4__ERS852447_01086
ERR1913163.53064__1.53064	208479__A0A3E2UX11__HMPREF1085_02425
ERR1913163.53141__1.53141	28116__D7K7K3__SAMN05192581_103348
ERR1913163.53219__1.53219	820__A0A139KHX1__HMPREF2141_00289
ERR1913163.53318__1.53318	357276__E5UTL1__HMPREF1065_03551
ERR1913163.53379__1.53379	28111__R5JN40__HMPREF1016_01803
ERR1913163.53487__1.53487	39490__U2QHQ9__LG34_13855
ERR1913163.53621__1.53621	1550024__G9RX78__TQ39_04855
ERR1913163.53646__1.53646	28111__E5WUE7__BACEGG_02087
ERR1913163.53668__1.53668	214856__R6Y6H8__ERS852447_01719
ERR1913163.53669__1.53669	214856__R6Y1K2__ERS852447_02306
ERR1913163.53729__1.53729	1262924__R7HPZ6__BN585_00681
ERR1913163.54118__1.54118	374840__GeneID:2546403
ERR1913163.54215__1.54215	214856__I3YMN6__Alfi_1938
ERR1913163.54488__1.54488	820__A0A139KIL9__DXC68_05945
ERR1913163.54567__1.54567	821__A0A174NM17__lacZ_6
ERR1913163.54902__1.54902	511969__GeneID:3959334
ERR1913163.55578__1.55578	820__A0A173YYG4__evgS_3
ERR1913163.55597__1.55597	454154__G5SVT0__HMPREF9441_03497
ERR1913163.55654__1.55654	189722__E0NQU7__HMPREF0658_0548
ERR1913163.55659__1.55659	820__A0A3E4G2R7__DXC07_00510
ERR1913163.55770__1.55770	47678__A5ZHJ2__DXB67_12405
ERR1913163.55861__1.55861	1262924__R7HMN2__BN585_01573
ERR1913163.55930__1.55930	28111__E5WYC3__NCTC11155_03517
ERR1913163.55968__1.55968	1550024__A0A0D8IVV4__ASJ35_03610
ERR1913163.56300__1.56300	820__A0A1T4IY71__HMPREF2141_02402
ERR1913163.56368__1.56368	214856__R6XS02__ERS852447_01685
ERR1913163.56450__1.56450	28116__I8YA07__C5Z02_15915
ERR1913163.56527__1.56527	28116__I9AKR7__DXA80_22960
ERR1913163.56591__1.56591	820__A0A3E4VZT7__DXB48_16145
ERR1913163.56716__1.56716	28116__A0A3D2LPA1__CUY_3388
ERR1913163.56895__1.56895	820__A0A139K0J1__HMPREF2141_03205
ERR1913163.56896__1.56896	820__A0A139K024__B5G17_02060
ERR1913163.56953__1.56953	2108523__A0A2P2F3I3__LAWASA_548
ERR1913163.56967__1.56967	820__A0A3E4G2R7__DXC07_00510
ERR1913163.57002__1.57002	544644__GCA_001915615.1_00060
ERR1913163.57026__1.57026	821__R7P1Q7__M099_2990
ERR1913163.57039__1.57039	28111__E5X333__NCTC11155_03016
ERR1913163.57196__1.57196	47678__R5U2W6__CGC64_03455
ERR1913163.57351__1.57351	69974__A0A090FEL8__MPL3365_630008
ERR1913163.57465__1.57465	28111__E5X0X9__HMPREF1016_02597
ERR1913163.57522__1.57522	821__A0A174WBC9__ERS852556_03145
ERR1913163.57532__1.57532	387090__S0F8B2__BACCOPRO_02129
ERR1913163.57546__1.57546	28111__E5WYY8__HMPREF1016_01893
ERR1913163.57516__1.57516	69974__A0A090FEL8__MPL3365_630008
ERR1913163.57605__1.57605	28116__A0A3E5HUC8__DHW41_21025
ERR1913163.57768__1.57768	47678__A0A174G5P3__DXB67_14265
ERR1913163.57951__1.57951	820__A7V092__hldE
ERR1913163.57966__1.57966	46503__R6X275__DD461_10840
ERR1913163.58048__1.58048	820__A0A374Q854__HMPREF1073_03281
ERR1913163.58118__1.58118	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913163.58150__1.58150	820__A0A173W419__DXC68_17760
ERR1913163.58246__1.58246	820__A0A174R952__DXB48_02570
ERR1913163.58247__1.58247	69974__A0A090FEL8__MPL3365_630008
ERR1913163.58257__1.58257	821__A0A174TD86__C800_00949
ERR1913163.58259__1.58259	28111__E5X1H4__HMPREF1016_02781
ERR1913163.58272__1.58272	69974__A0A090FEL8__MPL3365_630008
ERR1913163.58534__1.58534	820__A0A139KJ23__celCCA
ERR1913163.58610__1.58610	374844__GeneID:1260912
ERR1913163.58750__1.58750	28111__R5K222__bglX_7
ERR1913163.58691__1.58691	823__A0A395Z0N9__DHW69_05890
ERR1913163.58923__1.58923	820__R9I3N4__M093_0061
ERR1913163.58949__1.58949	821__A0A3E4WAR6__DXD64_10735
ERR1913163.59003__1.59003	1550024__G9RZ52__TQ39_02420
ERR1913163.59224__1.59224	745368__A0A1T4XQU7__SAMN02745178_02180
ERR1913163.59243__1.59243	820__A0A139KEW8__DXB64_06405
ERR1913163.59658__1.59658	46506__S3YJA2__AA415_02195
ERR1913163.59836__1.59836	821__A0A0P0LNX8__ERS852509_03015
ERR1913163.60216__1.60216	214856__R6Z288__ERS852447_00734
ERR1913163.60515__1.60515	28111__E5X237__NCTC11155_00628
ERR1913163.60591__1.60591	47678__A5ZBL9__C5Z00_18710
ERR1913163.60858__1.60858	820__A7V8C2__ERS852554_01338
ERR1913163.60928__1.60928	1472761__GCA_002159295.1_00731
ERR1913163.60960__1.60960	821__A0A174NM17__lacZ_6
ERR1913163.61291__1.61291	28116__A7M018__M089_5540
ERR1913163.61326__1.61326	820__A0A173XIP7__B5G17_16050
ERR1913163.61450__1.61450	28116__A0A395VSP8__ERS852555_02642
ERR1913163.61568__1.61568	47678__A5ZEA3__ERS852558_00257
ERR1913163.61752__1.61752	1262924__R7HUJ5__BN585_00830
ERR1913163.62077__1.62077	28111__R5K5Y0__NCTC11155_03071
ERR1913163.62087__1.62087	487175__R6A6Q5__HMPREF9439_01787
ERR1913163.62460__1.62460	357276__A0A076J9V8__BACDOR_01395
ERR1913163.62472__1.62472	47678__R5U8Y1__BACCAC_02615
ERR1913163.62530__1.62530	1550024__A0A0D8J3J4__TQ39_01275
ERR1913163.62564__1.62564	46503__A7AHZ8__PARMER_03051
ERR1913163.62648__1.62648	28111__R5K5Y0__NCTC11155_03071
ERR1913163.62708__1.62708	214856__R6XS46__ERS852559_00812
ERR1913163.62772__1.62772	28111__E5WUX1__HMPREF1016_00548
ERR1913163.62774__1.62774	820__A0A139KEW8__DXB64_06405
ERR1913163.62806__1.62806	28116__E5CCI2__M089_3437
ERR1913163.62967__1.62967	1796613__A0A1C7H6N8__ADH74_01350
ERR1913163.63258__1.63258	28111__R5K5Y0__NCTC11155_03071
ERR1913163.63500__1.63500	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913163.63571__1.63571	487175__R5E9C5__HMPREF9439_02457
ERR1913163.63779__1.63779	820__A0A1Q6IDS8__chtA
ERR1913163.63861__1.63861	28111__E5WWI8__HMPREF1016_01036
ERR1913163.64205__1.64205	821__E5UPR6__SAMN04487923_101768
ERR1913163.64276__1.64276	820__A0A396EUU8__luxQ_3
ERR1913163.64701__1.64701	47678__R5UUB5__ERS852558_00247
ERR1913163.64929__1.64929	47678__R5UA23__C5Z00_15610
ERR1913163.65033__1.65033	28111__R5JPB6__NCTC11155_02514
ERR1913163.65045__1.65045	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1913163.65281__1.65281	626932__G5H6U8__HMPREF9450_00658
ERR1913163.65407__1.65407	1262924__R7HRW9__BN585_00665
ERR1913163.65801__1.65801	821__A0A173WG51__BVU_2549
ERR1913163.66127__1.66127	820__A0A139K5E7__DXC68_09550
ERR1913163.66143__1.66143	821__A6L0C7__ERS852556_03520
ERR1913163.66148__1.66148	821__A0A395UNT8__DXD64_15275
ERR1913163.66316__1.66316	246787__A0A108T1Y3__fepA_8
ERR1913163.66441__1.66441	745368__A0A1T4Y9Q7__SAMN02745178_02874
ERR1913163.66452__1.66452	28111__R5JTT9__BACEGG_01644
ERR1913163.66510__1.66510	1796652__atpE
ERR1913163.66512__1.66512	1304__F8HCW1__SSAL8618_02785
ERR1913163.66927__1.66927	374844__GeneID:1260912
ERR1913163.66931__1.66931	69974__A0A090FEL8__MPL3365_630008
ERR1913163.66945__1.66945	28111__R5K5Y3__BACEGG_03205
ERR1913163.67269__1.67269	823__A0A078SYK6__DXB14_02485
ERR1913163.67533__1.67533	387090__S0F7Y3__BACCOPRO_02028
ERR1913163.67688__1.67688	214856__D4IMT6__Alfi_1830
ERR1913163.68036__1.68036	28111__R5JUJ8__nanA_2
ERR1913163.68001__1.68001	214856__I3YPQ4__Alfi_2712
ERR1913163.68015__1.68015	28111__E5X120__NCTC11155_02427
ERR1913163.68073__1.68073	544644__GCA_001915615.1_01853
ERR1913163.68230__1.68230	511969__GeneID:3959334
ERR1913163.68344__1.68344	28116__R6JAK2__DXD69_23875
ERR1913163.68539__1.68539	1099853__U5CN37__NSB1T_00425
ERR1913163.68656__1.68656	47678__R5UHH8__HMPREF1061_02584
ERR1913163.68728__1.68728	820__A0A374Q351__DXD40_05850
ERR1913163.69014__1.69014	47678__A5ZEX0__DW706_08045
ERR1913163.69030__1.69030	214856__R6YD52__ERS852447_02171
ERR1913163.69279__1.69279	1796652__atpD
ERR1913163.69385__1.69385	1112008__GeneID:10324167
ERR1913163.69539__1.69539	821__A0A174RA14__M099_1655
ERR1913163.69831__1.69831	820__E5VA63__DXC80_01025
ERR1913163.70015__1.70015	820__A0A139KEW8__DXB64_06405
ERR1913163.70032__1.70032	28111__E5WUE9__NCTC11155_01729
ERR1913163.70203__1.70203	745368__A0A1T4Y6M3__SAMN02745178_02754
ERR1913163.70229__1.70229	28111__R5JPF7__BACEGG_02051
ERR1913163.70337__1.70337	28118__R6FC74__DHW44_13330
ERR1913163.70672__1.70672	374840__GeneID:2546403
ERR1913163.71092__1.71092	28116__A0A078Q626__HMPREF1070_02735
ERR1913163.71101__1.71101	820__A0A3E4FWC8__DXC91_14635
ERR1913163.71118__1.71118	544644__GCA_001915615.1_02091
ERR1913163.71206__1.71206	69974__A0A090FEL8__MPL3365_630008
ERR1913163.71629__1.71629	28111__E5WUE9__NCTC11155_01729
ERR1913163.71733__1.71733	1744__A0A0A8SBW7__PFCIRM125_09835
ERR1913163.71878__1.71878	818__A0A3E5HXH0__NCTC13706_02166
ERR1913163.71946__1.71946	214856__I3YPN9__ERS852447_01389
ERR1913163.71955__1.71955	47678__R5UTU5__CGC64_07175
ERR1913163.72064__1.72064	1550024__G9RYR1__TQ39_01725
ERR1913163.72118__1.72118	47678__R5UG22__ERS852558_01514
ERR1913163.72121__1.72121	820__A0A173XIP7__B5G17_16050
ERR1913163.72186__1.72186	214856__R6Z7Q9__ERS852447_02172
ERR1913163.72310__1.72310	820__A0A396EXA7__DXB37_15530
ERR1913163.72377__1.72377	10726__GeneID:2777617
ERR1913163.72393__1.72393	28111__R5JPB6__NCTC11155_02514
ERR1913163.72483__1.72483	28111__E5WVR8__NCTC11155_02792
ERR1913163.72490__1.72490	28111__R5K5Y0__NCTC11155_03071
ERR1913163.72630__1.72630	46506__B0NQN6__AA415_00632
ERR1913163.72635__1.72635	821__A0A396F9T7__M097_3427
ERR1913163.72716__1.72716	28111__R5K5Y0__NCTC11155_03071
ERR1913163.73045__1.73045	821__A0A395UNT8__DXD64_15275
ERR1913163.73047__1.73047	821__A0A0P0M2J4__DXD46_10295
ERR1913163.73342__1.73342	292800__A0A096B6V4__tap_3
ERR1913163.73496__1.73496	820__A0A139KHX1__HMPREF2141_00289
ERR1913163.73568__1.73568	820__A0A139KHD8__ERS417307_00569
ERR1913163.73533__1.73533	818__A0A3E5HHL6__C799_04659
ERR1913163.73628__1.73628	28111__E5WVG5__pspE
ERR1913163.73715__1.73715	544644__GCA_001915615.1_02004
ERR1913163.73752__1.73752	69974__A0A090FEL8__MPL3365_630008
ERR1913163.73792__1.73792	28111__R5K5V1__NCTC11155_02461
ERR1913163.73843__1.73843	28111__E5WUH3__BACEGG_02112
ERR1913163.73888__1.73888	69974__A0A090FEL8__MPL3365_630008
ERR1913163.73966__1.73966	28111__R5JN40__HMPREF1016_01803
ERR1913163.74124__1.74124	28116__I9ST00__M088_5588
ERR1913163.74135__1.74135	821__A0A173XDD3__DXB82_17180
ERR1913163.74527__1.74527	69974__A0A090FEL8__MPL3365_630008
ERR1913163.74629__1.74629	1112008__GeneID:2777502
ERR1913163.74663__1.74663	374840__GeneID:2546403
ERR1913163.74754__1.74754	1150298__A0A174SLE6__mlc_1
ERR1913163.74828__1.74828	28116__A7LS02__DXF98_24100
ERR1913163.74835__1.74835	820__A0A3E4G8F8__ERS852421_01645
ERR1913163.75306__1.75306	214856__R6Z3P8__ERS852559_01737
ERR1913163.75450__1.75450	28111__E5WYC3__NCTC11155_03517
ERR1913163.75526__1.75526	214856__R6Y2Y4__ERS852447_01086
ERR1913163.75737__1.75737	357276__I8WEY2__ABI39_04185
ERR1913163.75812__1.75812	820__A0A3E4G2R7__DXC07_00510
ERR1913163.75894__1.75894	820__A0A374QGD2__ERS852421_02382
ERR1913163.76027__1.76027	818__D7I7V5__BJP75_001030
ERR1913163.75997__1.75997	818__D7I7V5__BJP75_001030
ERR1913163.76147__1.76147	28111__R5JPB6__NCTC11155_02514
ERR1913163.76208__1.76208	1262924__R7HKZ9__BN585_01304
ERR1913163.76240__1.76240	820__A0A173WUD7__DXB48_08055
ERR1913163.76358__1.76358	214856__R6Z7Q9__ERS852447_02172
ERR1913163.76366__1.76366	820__A0A173XIP7__B5G17_16050
ERR1913163.76530__1.76530	28111__E5X1H4__HMPREF1016_02781
ERR1913163.76665__1.76665	374844__GeneID:1260912
ERR1913163.76758__1.76758	1262924__R7HU74__BN585_00690
ERR1913163.76957__1.76957	1262924__R7HRE7__BN585_00055
ERR1913163.77082__1.77082	28111__R5JPB6__NCTC11155_02514
ERR1913163.77133__1.77133	821__A6L0C7__ERS852556_03520
ERR1913163.77282__1.77282	28111__E5X1H4__HMPREF1016_02781
ERR1913163.77322__1.77322	817__A0A1C0WW19__macB_12
ERR1913163.77442__1.77442	28111__R5JPF7__BACEGG_02051
ERR1913163.77671__1.77671	214856__R6XS46__ERS852559_00812
ERR1913163.77716__1.77716	821__C6ZAA5__ERS852556_00403
ERR1913163.77744__1.77744	28111__E5WVR8__NCTC11155_02792
ERR1913163.77752__1.77752	820__A7V9F9__B5G17_14640
ERR1913163.77754__1.77754	487175__D9Y5Q4__HMPREF9439_00680
ERR1913163.77882__1.77882	820__A0A396EUU8__luxQ_3
ERR1913163.77888__1.77888	46506__B0NP81__SAMN05444283_10688
ERR1913163.77978__1.77978	46506__S3YGB4__DXC41_06355
ERR1913163.78005__1.78005	214856__I3YPI7__pepD_1
ERR1913163.78049__1.78049	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913163.78215__1.78215	47678__R5USR9__HMPREF1061_01404
ERR1913163.78366__1.78366	2108523__A0A2P2FEG2__LAWASA_4468
ERR1913163.78584__1.78584	820__A7V470__HMPREF1072_02076
ERR1913163.78601__1.78601	1550024__A0A3B9WFC7__ASJ35_09200
ERR1913163.78678__1.78678	818__A0A3E5HVB7__Btheta7330_02386
ERR1913163.78685__1.78685	28111__R5K222__bglX_7
ERR1913163.78937__1.78937	820__A0A3E4G8F8__ERS852421_01645
ERR1913163.78954__1.78954	374844__GeneID:1260912
ERR1913163.79051__1.79051	745368__A0A1T4Y7V7__SAMN02745178_02833
ERR1913163.79093__1.79093	487175__R5EAP9__HMPREF9439_01753
ERR1913163.79171__1.79171	820__A0A173YYG4__evgS_3
ERR1913163.79174__1.79174	292800__G9YXR5__ERS852504_02958
ERR1913163.79416__1.79416	28111__E5X119__NCTC11155_02426
ERR1913163.79517__1.79517	820__A0A3E4G3J9__ERS852459_02265
ERR1913163.79610__1.79610	820__A0A173WUD7__DXB48_08055
ERR1913163.79769__1.79769	820__A7V470__HMPREF1072_02076
ERR1913163.79866__1.79866	28111__E5WWI4__HMPREF1016_01032
ERR1913163.79959__1.79959	69974__A0A090FEL8__MPL3365_630008
ERR1913163.80040__1.80040	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913163.80192__1.80192	1550024__A0A3B9WKW6__TQ39_07780
ERR1913163.80233__1.80233	820__A0A174G065__DXB62_08975
ERR1913163.80291__1.80291	28111__R5K3D9__NCTC11155_02788
ERR1913163.80699__1.80699	1550024__A0A3B9WI73__ASJ35_03410
ERR1913163.80941__1.80941	28111__R5JRR0__NCTC11155_01063
ERR1913163.80987__1.80987	820__A0A174DZ97__SAMN05444418_101240
ERR1913163.81057__1.81057	28116__A0A1Y4VU28__SAMN05444282_1227
ERR1913163.81116__1.81116	820__A0A3E4G493__ERS417307_00253
ERR1913163.81297__1.81297	69974__A0A090FEL8__MPL3365_630008
ERR1913163.81487__1.81487	28111__E5WUU3__HMPREF1016_00520
ERR1913163.81768__1.81768	46506__B0NPY3__BACSTE_02000
ERR1913163.81757__1.81757	821__A0A395UNT8__DXD64_15275
ERR1913163.81931__1.81931	69974__A0A090FEL8__MPL3365_630008
ERR1913163.81934__1.81934	292800__A0A174W853__ERS852504_01912
ERR1913163.81935__1.81935	214856__I3YPR6__Alfi_2724
ERR1913163.82018__1.82018	47678__R5U3D5__DW706_05635
ERR1913163.82023__1.82023	820__A0A174B4N2__M093_2531
ERR1913163.82136__1.82136	820__A0A3E4G3J9__ERS852459_02265
ERR1913163.82219__1.82219	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913163.82388__1.82388	357276__I9QBT7__BSEG_03340
ERR1913163.82516__1.82516	1262924__R7HRR0__BN585_00872
ERR1913163.82620__1.82620	47678__A0A3E5BQM1__DXB67_08970
ERR1913163.82752__1.82752	821__A0A396F9T7__M097_3427
ERR1913163.82848__1.82848	28111__R5JUJ8__nanA_2
ERR1913163.83206__1.83206	28116__A0A1G6G9R4__CUY_0131
ERR1913163.83234__1.83234	28111__R5K222__bglX_7
ERR1913163.83433__1.83433	47678__A5ZJ14__ERS852494_02225
ERR1913163.83438__1.83438	1262924__R7HUR1__BN585_00057
ERR1913163.83457__1.83457	28111__E5WWI4__HMPREF1016_01032
ERR1913163.83656__1.83656	820__A0A3E4QZJ7__C801_01798
ERR1913163.83887__1.83887	820__A0A396EUU8__luxQ_3
ERR1913163.84091__1.84091	1660__S2Z6V4__hrpB
ERR1913163.84203__1.84203	47678__R5U8Y1__BACCAC_02615
ERR1913163.84230__1.84230	1550024__A0A0D8IY61__ASJ35_05690
ERR1913163.84292__1.84292	820__A7VAR9__ERS852421_00197
ERR1913163.84616__1.84616	46506__B0NU77__AA415_02810
ERR1913163.85203__1.85203	820__A0A174CK74__DXB48_07060
ERR1913163.85159__1.85159	28111__E5WYC3__NCTC11155_03517
ERR1913163.85334__1.85334	214856__R6XS46__ERS852559_00812
ERR1913163.85540__1.85540	821__A6L0C7__ERS852556_03520
ERR1913163.85542__1.85542	544644__GCA_001915615.1_00358
ERR1913163.85548__1.85548	820__A0A174A6K0__M093_0079
ERR1913163.85649__1.85649	820__A0A174VD39__DXD90_12235
ERR1913163.85862__1.85862	28116__A7LXT4__DXF98_03755
ERR1913163.86018__1.86018	821__U6RDC2__DXD46_15675
ERR1913163.86036__1.86036	820__A0A139JV05__B5G17_18125
ERR1913163.86173__1.86173	28116__E5CCI3__NCTC11153_04275
ERR1913163.86236__1.86236	820__A0A3E4W4Y7__B5G17_02055
ERR1913163.86239__1.86239	820__A0A173WUD7__DXB48_08055
ERR1913163.86204__1.86204	820__A0A374MMF0__HMPREF1073_03811
ERR1913163.86253__1.86253	214856__I3YPP0__ERS852447_01388
ERR1913163.86386__1.86386	47678__R5UES3__CGC64_00760
ERR1913163.86474__1.86474	511969__GeneID:3959334
ERR1913163.86777__1.86777	28116__A7M4E1__NCTC11153_01558
ERR1913163.86967__1.86967	28111__R5JQQ7__NCTC11155_02278
ERR1913163.87061__1.87061	28111__R5K5V1__NCTC11155_02461
ERR1913163.87083__1.87083	47678__A5ZBL9__C5Z00_18710
ERR1913163.87507__1.87507	820__A0A174P0L5__glcK_3
ERR1913163.87548__1.87548	46506__R6LDN0__HMPREF1181_03103
ERR1913163.87535__1.87535	820__A0A3E4WCX3__C801_02709
ERR1913163.87592__1.87592	214856__R6Z3P8__ERS852559_01737
ERR1913163.87967__1.87967	69974__A0A090FEL8__MPL3365_630008
ERR1913163.87995__1.87995	818__Q8A335__HMPREF2534_01154
ERR1913163.88075__1.88075	28111__R5JTT9__BACEGG_01644
ERR1913163.88262__1.88262	28111__R5JVV2__BACEGG_02950
ERR1913163.88763__1.88763	28111__E5WZR2__HMPREF1016_02168
ERR1913163.88836__1.88836	214856__R6XUN2__rcsC_1
ERR1913163.88918__1.88918	1262924__R7HQ14__BN585_00419
ERR1913163.89060__1.89060	357276__A0A0M1W657__HMPREF1064_04629
ERR1913163.89068__1.89068	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913163.89081__1.89081	28111__R5JN40__HMPREF1016_01803
ERR1913163.89672__1.89672	28111__E5WVZ4__NCTC11155_02635
