ERR1913291.5__1.5	823__A0A174W1A8__panE
ERR1913291.37474__1.37474	28116__A0A1Y4PVG6__Bovatus_02664
ERR1913291.37533__1.37533	28116__A0A396DFW5__C5Z02_07010
ERR1913291.37780__1.37780	28116__D7J6B1__B5F02_07870
ERR1913291.37845__1.37845	39492__B0MM84__lgt
ERR1913291.37909__1.37909	371601__G1UK36__HMPREF1074_03496
ERR1913291.37976__1.37976	246787__A0A108T831__glaB_2
ERR1913291.38113__1.38113	821__A0A0P0M405__DXC02_15075
ERR1913291.38161__1.38161	166486__D4KW03__ERS852572_03114
ERR1913291.38218__1.38218	246787__A0A0P0GF82__HMPREF1062_02163
ERR1913291.38268__1.38268	853__A0A173XRA8__CGS56_09290
ERR1913291.38260__1.38260	28116__A0A1Y4PHM7__DXA80_25130
ERR1913291.38342__1.38342	28116__E5CH91__B5F02_11815
ERR1913291.38481__1.38481	357276__B6W1J2__BACDOR_03380
ERR1913291.38509__1.38509	28116__C3QMW5__M089_4133
ERR1913291.38585__1.38585	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913291.38705__1.38705	39492__D4JU57__EUBSIR_00802
ERR1913291.38664__1.38664	1262882__R5MZZ3__BN519_00482
ERR1913291.38817__1.38817	1550024__G9RZ38__ASJ35_12765
ERR1913291.38902__1.38902	817__D1JR62__M110_0404
ERR1913291.38916__1.38916	360807__A0A1Q6T5F1__fliF
ERR1913291.38983__1.38983	39491__A0A395UWZ1__DXC13_02175
ERR1913291.38994__1.38994	46503__R6WQ76__HMPREF1078_02467
ERR1913291.39100__1.39100	821__A0A174NM17__lacZ_6
ERR1913291.39173__1.39173	39492__D4MJF3__EUBSIR_02248
ERR1913291.39249__1.39249	246787__A0A3D6AYV2__BcellWH2_03647
ERR1913291.39261__1.39261	28116__I9TDA4__BACOV975_03134
ERR1913291.39280__1.39280	674529__R6V730__DXB21_06405
ERR1913291.39445__1.39445	387090__S0F7Y3__BACCOPRO_02028
ERR1913291.39745__1.39745	28116__E5C3L0__B5F02_21065
ERR1913291.39885__1.39885	821__A0A0P0M5Z6__BVU_0429
ERR1913291.39907__1.39907	1150298__R7JSE8__coaX_1
ERR1913291.40068__1.40068	1263107__GCA_000436995.1_00084
ERR1913291.40073__1.40073	820__A7V859__ERS852462_00341
ERR1913291.40316__1.40316	39492__D4JUJ6__ssuB_2
ERR1913291.40379__1.40379	853__A0A173T6P2__DWZ46_14595
ERR1913291.40420__1.40420	33025__A0A395J8P0__C8D73_1144
ERR1913291.40450__1.40450	487174__K0WY34__DDY40_07435
ERR1913291.40598__1.40598	204516__U6RAM4__HMPREF1534_03439
ERR1913291.40648__1.40648	821__R7P1Q7__M099_2990
ERR1913291.40778__1.40778	1262743__R5C054__BN727_01980
ERR1913291.40782__1.40782	338188__A0A174ETX3__ERS852397_01955
ERR1913291.40860__1.40860	1897011__A0A1Q6RH97__BHW41_01945
ERR1913291.41264__1.41264	246787__A0A0P0GCH1__BACCELL_02793
ERR1913291.41336__1.41336	671267__R9IB12__C802_00696
ERR1913291.41517__1.41517	821__A0A396F1N0__M099_1553
ERR1913291.41568__1.41568	371601__A0A1Y4VIV8__SAMN05216250_12923
ERR1913291.41580__1.41580	674529__A0A174UNM4__DXB21_18930
ERR1913291.41602__1.41602	28116__A0A1Y4Q3M4__NCTC11153_02254
ERR1913291.42097__1.42097	884684__GCA_002892425.1_01417
ERR1913291.42079__1.42079	28116__A0A1Y4P7B7__M088_2098
ERR1913291.42177__1.42177	39490__U2PBH7__HMPREF0373_03331
ERR1913291.42403__1.42403	28116__A0A1Y4PHM7__DXA80_25130
ERR1913291.42513__1.42513	820__A0A3E4G3J9__ERS852459_02265
ERR1913291.42995__1.42995	1897011__A0A1Q6RE54__BHW41_04745
ERR1913291.43014__1.43014	246787__A0A0P0GDM7__BcellWH2_03148
ERR1913291.43124__1.43124	1262743__R5C054__BN727_01980
ERR1913291.43283__1.43283	823__K6APS3__DDY96_02400
ERR1913291.43423__1.43423	821__A0A395US34__C5Z04_18975
ERR1913291.43452__1.43452	397865__W0EUU4__BARVI_11800
ERR1913291.43583__1.43583	1262992__R5D952__BN795_00714
ERR1913291.43628__1.43628	1263044__GCA_000433375.1_03553
ERR1913291.43890__1.43890	246787__A0A3D6AV26__BcellWH2_02579
ERR1913291.43916__1.43916	246787__R6K7I2__BcellWH2_03256
ERR1913291.44091__1.44091	28116__A7LXU0__HMPREF1070_00358
ERR1913291.44143__1.44143	28116__A7LS02__DXF98_24100
ERR1913291.44153__1.44153	33025__A0A395J8P0__C8D73_1144
ERR1913291.44233__1.44233	820__A0A174F0C1__nreB
ERR1913291.44344__1.44344	28117__B0MT73__ALIPUT_00412
ERR1913291.44304__1.44304	28116__A0A1Y4PVG3__imd
ERR1913291.44384__1.44384	357276__I9QBT7__BSEG_03340
ERR1913291.44641__1.44641	28116__A7LSB9__DXF98_11950
ERR1913291.44643__1.44643	820__R9I2U8__DXC68_09590
ERR1913291.44694__1.44694	487174__K0WRZ5__HMPREF9448_02826
ERR1913291.44777__1.44777	246787__I8V2S2__BACCELL_02524
ERR1913291.44919__1.44919	28116__A0A078QF71__HMPREF1070_01231
ERR1913291.44981__1.44981	674529__R6UXP9__SAMN05444400_11577
ERR1913291.45194__1.45194	1262536__GeneID:16385491
ERR1913291.45264__1.45264	46503__R6WTP2__HMPREF1078_03512
ERR1913291.45367__1.45367	74426__sufB
ERR1913291.45326__1.45326	820__A0A139K4T0__ERS852510_03146
ERR1913291.45327__1.45327	820__A0A139K426__B5G17_09115
ERR1913291.45334__1.45334	28116__I9ST00__M088_5588
ERR1913291.45650__1.45650	28118__F9Z7B3__SAMEA44545918_00670
ERR1913291.46019__1.46019	821__A0A395US34__C5Z04_18975
ERR1913291.46020__1.46020	246787__A0A0P0GNB7__xyl4
ERR1913291.46030__1.46030	820__A7V859__ERS852462_00341
ERR1913291.46000__1.46000	39492__B0MNQ2__EUBSIR_01459
ERR1913291.46068__1.46068	28116__A0A1Y4PH15__DXA80_17985
ERR1913291.46139__1.46139	649756__B0P4Q3__ERS852425_01640
ERR1913291.46229__1.46229	28116__R6DIL2__DXD69_10970
ERR1913291.46333__1.46333	39492__R6RYB8__ERS852540_00322
ERR1913291.46370__1.46370	246787__A0A0P0GK12__BcellWH2_04154
ERR1913291.46540__1.46540	28118__F9Z5M4__B5F93_14995
ERR1913291.46651__1.46651	821__R6F3Y1__SAMN04487923_104318
ERR1913291.46664__1.46664	1263044__GCA_000433375.1_03550
ERR1913291.46686__1.46686	246787__A0A0P0GET5__AA416_04410
ERR1913291.46818__1.46818	410072__A0A174K1D5__hscC
ERR1913291.46853__1.46853	1099853__U5CD68__NSB1T_05535
ERR1913291.46914__1.46914	28116__I9T1P7__BACOV975_02228
ERR1913291.46965__1.46965	820__A0A374MMF0__HMPREF1073_03811
ERR1913291.46984__1.46984	28116__I9TDA4__BACOV975_03134
ERR1913291.47087__1.47087	674529__A0A174EXC1__DXB21_01255
ERR1913291.47009__1.47009	853__A0A173RZ39__C4N22_01650
ERR1913291.47232__1.47232	371601__A0A139LNL6__ERS852396_04350
ERR1913291.47250__1.47250	39485__R6AET9__EUBELI_01205
ERR1913291.47490__1.47490	28116__A0A396DFW5__C5Z02_07010
ERR1913291.47408__1.47408	487174__R5FN40__HMPREF9448_01366
ERR1913291.47423__1.47423	28116__A7M344__BACOV975_04644
ERR1913291.47615__1.47615	820__A0A174F0C1__nreB
ERR1913291.47690__1.47690	28116__A7LS06__HMPREF2532_04668
ERR1913291.47725__1.47725	246787__A0A108TGC9__BACCELL_01371
ERR1913291.47748__1.47748	556259__I0PXW0__BSGG_5187
ERR1913291.47825__1.47825	214856__R6Y6H8__ERS852447_01719
ERR1913291.47841__1.47841	28116__A0A3E5HUC8__DHW41_21025
ERR1913291.48386__1.48386	39492__D4JRV7__EUBSIR_01513
ERR1913291.48433__1.48433	28116__D4WLZ3__C5Z02_24105
ERR1913291.48328__1.48328	817__A0A016BY35__M074_2030
ERR1913291.48552__1.48552	556259__E5C8S0__BSGG_1769
ERR1913291.48623__1.48623	28116__A7M019__HMPREF1070_01109
ERR1913291.48708__1.48708	28116__A0A1Y4PHM7__DXA80_25130
ERR1913291.48824__1.48824	1150298__R7JTG8__smf
ERR1913291.48765__1.48765	1262948__R7ECV8__BN671_00727
ERR1913291.48785__1.48785	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913291.48977__1.48977	821__A0A395UNT8__DXD64_15275
ERR1913291.49081__1.49081	214856__R6YC22__ERS852447_01215
ERR1913291.49053__1.49053	166486__A0A173RAP7__ROSINTL182_07969
ERR1913291.49184__1.49184	39492__D4JT68__spoIIIE
ERR1913291.49261__1.49261	817__E1WUT9__M130_1844
ERR1913291.49417__1.49417	246787__A0A108TGJ4__AA416_00453
ERR1913291.49454__1.49454	28116__A0A1Y4PWN5__M088_3731
ERR1913291.49486__1.49486	371601__E5CE41__ERS852396_04351
ERR1913291.49580__1.49580	28116__A7M018__M089_5540
ERR1913291.49667__1.49667	821__A0A174V2F3__NCTC10583_01474
ERR1913291.49818__1.49818	28116__A7M4E1__NCTC11153_01558
ERR1913291.49864__1.49864	28116__I8Y7V6__HMPREF1017_02728
ERR1913291.50016__1.50016	821__A0A174NM17__lacZ_6
ERR1913291.50092__1.50092	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913291.50361__1.50361	292800__G9YW27__HMPREF9460_02420
ERR1913291.50447__1.50447	556259__I0PXW0__BSGG_5187
ERR1913291.50536__1.50536	39492__D4JTG7__EUBSIR_00572
ERR1913291.50552__1.50552	820__A0A3E4VZT7__DXB48_16145
ERR1913291.50607__1.50607	28117__B0MTH2__ALIPUT_00061
ERR1913291.50654__1.50654	214856__R6Z288__ERS852447_00734
ERR1913291.50819__1.50819	28116__A0A139KS89__HMPREF2532_04387
ERR1913291.50821__1.50821	28116__I9ST00__M088_5588
ERR1913291.50931__1.50931	28116__A7LYG5__M089_5828
ERR1913291.51198__1.51198	214856__R5UN64__ERS852447_02669
ERR1913291.51419__1.51419	28116__A0A3D2LPA1__CUY_3388
ERR1913291.51427__1.51427	487174__K0WV63__DIT83_11035
ERR1913291.51596__1.51596	397865__W0EUU4__BARVI_11800
ERR1913291.51951__1.51951	1099853__G9S8I7__NSB1T_12985
ERR1913291.52001__1.52001	357276__A0A0K2HDP3__IY41_00705
ERR1913291.52030__1.52030	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913291.52084__1.52084	166486__C7GFD3__ERS852572_00983
ERR1913291.52388__1.52388	28116__A0A078Q626__HMPREF1070_02735
ERR1913291.52494__1.52494	28116__A0A395VSP8__ERS852555_02642
ERR1913291.52585__1.52585	556259__I0PXW0__BSGG_5187
ERR1913291.52682__1.52682	820__A0A174G065__DXB62_08975
ERR1913291.52696__1.52696	387090__S0F7Y3__BACCOPRO_02028
ERR1913291.52733__1.52733	39492__D4JSG7__EUBSIR_01006
ERR1913291.53083__1.53083	823__A0A174XJM9__CEQ22_007230
ERR1913291.53133__1.53133	28116__C3QSX8__SAMN05444282_101331
ERR1913291.53345__1.53345	360807__C0FSM3__ROSEINA2194_01739
ERR1913291.53402__1.53402	1897011__A0A1Q6RI77__BHW41_01180
ERR1913291.53422__1.53422	821__A0A0P0M6M0__M097_4734
ERR1913291.53486__1.53486	821__A0A173XDD3__DXB82_17180
ERR1913291.53619__1.53619	1550024__A0A0D8J0L2__ASJ35_04680
ERR1913291.53654__1.53654	820__A0A173YYG4__evgS_3
ERR1913291.53720__1.53720	39492__D4JRV5__acrR_2
ERR1913291.53895__1.53895	28116__A7LS06__HMPREF2532_04668
ERR1913291.54101__1.54101	823__D0TBY4__M090_0431
ERR1913291.54180__1.54180	28116__E5C3L0__B5F02_21065
ERR1913291.54269__1.54269	28116__A0A078Q1V5__SAMN05444282_12168
ERR1913291.54329__1.54329	214851__D1PSM4__SUBVAR_07407
ERR1913291.54416__1.54416	39496__A5Z5I2__EUBVEN_00963
ERR1913291.54431__1.54431	28116__F7L4X5__M089_2857
ERR1913291.54572__1.54572	821__A0A0P0LJ37__DXB82_14270
ERR1913291.54622__1.54622	28116__A7LYG5__M089_5828
ERR1913291.54713__1.54713	853__A0A2A7B9I6__DW855_13690
ERR1913291.54957__1.54957	28116__A7LSB9__DXF98_11950
ERR1913291.55006__1.55006	39492__D4JT87__clpC
ERR1913291.55010__1.55010	1262533__GeneID:16385386
ERR1913291.55327__1.55327	821__A0A174NSU0__BVU_3144
ERR1913291.55278__1.55278	28116__A0A1Y4PNX5__DXF98_26515
ERR1913291.55423__1.55423	371601__A0A1H4EI15__SAMN05216250_1169
ERR1913291.55430__1.55430	46503__K5ZAK9__NCTC13052_03308
ERR1913291.55531__1.55531	46503__R6Y9P8__evgS_3
ERR1913291.55540__1.55540	556259__E5C690__BSGG_1431
ERR1913291.56017__1.56017	28116__A0A1Y4P7B7__M088_2098
ERR1913291.56072__1.56072	28116__A7LSB9__DXF98_11950
ERR1913291.56177__1.56177	556259__I0PXW0__BSGG_5187
ERR1913291.56235__1.56235	28116__A0A3A9HTT7__BACOVA_05446
ERR1913291.56253__1.56253	556259__E5C8S0__BSGG_1769
ERR1913291.56357__1.56357	246787__A0A0P0FS62__HMPREF1062_05447
ERR1913291.56401__1.56401	817__A0A081UA45__M112_0802
ERR1913291.56853__1.56853	823__A0A355XKQ8__DHP27_04010
ERR1913291.56857__1.56857	821__A0A3E4WAR6__DXD64_10735
ERR1913291.57111__1.57111	39491__A0A3E4E7C5__DXB69_03255
ERR1913291.57257__1.57257	214856__R6Z186__ERS852447_00718
ERR1913291.57288__1.57288	1262882__R5MJM8__BN519_01064
ERR1913291.57296__1.57296	39492__D4JV38__EUBSIR_01205
ERR1913291.57358__1.57358	28116__A0A1Y4PWN5__M088_3731
ERR1913291.57374__1.57374	28116__F7LC60__AA414_00422
ERR1913291.57475__1.57475	820__A0A174A6K0__M093_0079
ERR1913291.57444__1.57444	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913291.57598__1.57598	823__K6AMD2__B5F32_04565
ERR1913291.57676__1.57676	820__A0A139KH21__DXC80_01780
ERR1913291.57739__1.57739	821__A0A174NM17__lacZ_6
ERR1913291.58015__1.58015	39492__B0MNL5__phoR_1
ERR1913291.58215__1.58215	1263044__GCA_000433375.1_03552
ERR1913291.58229__1.58229	1262911__R6GKS1__BN557_00184
ERR1913291.58477__1.58477	28116__E5C687__DXA80_21890
ERR1913291.58483__1.58483	360807__A0A0M6WR80__RIL183_05221
ERR1913291.58503__1.58503	820__A0A3E4G3J9__ERS852459_02265
ERR1913291.58609__1.58609	28116__R6JLW4__DHW41_14880
ERR1913291.58699__1.58699	28116__A0A395VSP8__ERS852555_02642
ERR1913291.58841__1.58841	214856__A0A174ZZS1__ERS852559_01484
ERR1913291.58937__1.58937	674529__A0A174I0V6__DXB21_05415
ERR1913291.58876__1.58876	246787__A0A3D6AVT6__BACCELL_02130
ERR1913291.59030__1.59030	821__E5UPR6__SAMN04487923_101768
ERR1913291.59064__1.59064	357276__B6W1J2__BACDOR_03380
ERR1913291.59191__1.59191	821__A0A396F9T7__M097_3427
ERR1913291.59196__1.59196	674529__R6UXP9__SAMN05444400_11577
ERR1913291.59399__1.59399	246787__A0A0P0FV02__AA416_03728
ERR1913291.59651__1.59651	39491__C4Z9Y3__ERS852417_01808
ERR1913291.59678__1.59678	1150298__R7JU97__ERS852498_02579
ERR1913291.59686__1.59686	820__A0A3E4VZY4__ERS852554_01211
ERR1913291.59777__1.59777	1150298__R7JT48__gsiA_6
ERR1913291.59797__1.59797	28116__A0A1Y4PWZ5__DXF98_14885
ERR1913291.59949__1.59949	818__A0A0P0F989__BJP75_019080
ERR1913291.59933__1.59933	28116__D7K2E0__endOF2_3
ERR1913291.59999__1.59999	820__A0A3E4WCX3__C801_02709
ERR1913291.60144__1.60144	28116__A0A1Y4PTX5__SAMN05192582_104017
ERR1913291.60238__1.60238	821__A0A174AYT0__DXC02_03530
ERR1913291.60300__1.60300	821__A6L0C7__ERS852556_03520
ERR1913291.60479__1.60479	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913291.60502__1.60502	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913291.60566__1.60566	28116__A0A078Q626__HMPREF1070_02735
ERR1913291.60616__1.60616	28116__A0A1Y4PTX5__SAMN05192582_104017
ERR1913291.60659__1.60659	28116__A7M0H0__DXA80_15290
ERR1913291.60712__1.60712	39492__D4JX87__EUBSIR_00361
ERR1913291.60842__1.60842	1262882__R5N3H1__BN519_01121
ERR1913291.60887__1.60887	556259__I0PYM3__BSGG_5385
ERR1913291.61062__1.61062	28117__R7JLL3__ALIPUT_02219
ERR1913291.61136__1.61136	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913291.61199__1.61199	1262743__R5C054__BN727_01980
ERR1913291.61297__1.61297	556259__E5CCQ2__BSGG_3225
ERR1913291.61318__1.61318	28116__A7LUQ0__CUY_2205
ERR1913291.61372__1.61372	28116__R6DIL2__DXD69_10970
ERR1913291.61525__1.61525	28116__A7M4E1__NCTC11153_01558
ERR1913291.61527__1.61527	820__A7V049__DXB48_04755
ERR1913291.61533__1.61533	357276__A0A076IN21__BSEG_03078
ERR1913291.61612__1.61612	39492__D4JV86__spoIIE
ERR1913291.61621__1.61621	821__E5UY21__C800_02204
ERR1913291.61648__1.61648	1262743__R5C054__BN727_01980
ERR1913291.61775__1.61775	649756__D4MZ64__ERS852425_00811
ERR1913291.61789__1.61789	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913291.61850__1.61850	820__A0A174KKV6__DXC07_02635
ERR1913291.61965__1.61965	28116__A0A1G8H1M8__DXF98_11065
ERR1913291.62118__1.62118	28116__A0A078Q626__HMPREF1070_02735
ERR1913291.62149__1.62149	28116__A0A1Y4Q112__evgS_13
ERR1913291.62201__1.62201	1262824__R6RVE9__BN719_01395
ERR1913291.62218__1.62218	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913291.62276__1.62276	33025__A0A395JHD9__C8D73_101774
ERR1913291.62418__1.62418	371601__I9AFP7__B5E52_05270
ERR1913291.62564__1.62564	28116__C3QVY2__SAMN05444282_12234
ERR1913291.62621__1.62621	166486__D4KVZ2__cbiT
ERR1913291.62673__1.62673	28116__A0A395VUS9__DXD69_03560
ERR1913291.62736__1.62736	821__D4VD59__BHV80_04260
ERR1913291.62816__1.62816	853__A0A2J4JL53__CRH10_10795
ERR1913291.62934__1.62934	821__A0A0P0M2J4__DXD46_10295
ERR1913291.63035__1.63035	1262911__R6GSH8__BN557_00939
ERR1913291.63143__1.63143	820__A0A374Q854__HMPREF1073_03281
ERR1913291.63575__1.63575	39492__D4JU81__xseA
ERR1913291.63602__1.63602	371601__W6P631__B5E50_14625
ERR1913291.63888__1.63888	818__A0A3E5HHL6__C799_04659
ERR1913291.64060__1.64060	1262986__R6A5X9__BN492_01780
ERR1913291.64358__1.64358	28116__A0A1Y4PWN5__M088_3731
ERR1913291.64395__1.64395	246787__R6KM92__AA416_01456
ERR1913291.64668__1.64668	556259__I0PYM3__BSGG_5385
ERR1913291.64700__1.64700	853__E2ZJT1__C4N23_03535
ERR1913291.64819__1.64819	28116__E5C5U2__HMPREF2532_02418
ERR1913291.64914__1.64914	39491__D4JM76__DXC13_02150
ERR1913291.64989__1.64989	371601__F7LHU5__B5E52_04280
ERR1913291.65004__1.65004	166486__D4KV78__aroA
ERR1913291.65028__1.65028	28116__A0A1Y4Q363__Bovatus_00608
ERR1913291.65078__1.65078	821__A0A396EVC9__DXB90_03525
ERR1913291.65178__1.65178	338188__R6RT73__HMPREF1057_02828
ERR1913291.65187__1.65187	246787__A0A3D6AZF8__BACCELL_02529
ERR1913291.65232__1.65232	28116__A0A1Y4PNX5__DXF98_26515
ERR1913291.65203__1.65203	239935__A0A2N8IU45__DEF40_02365
ERR1913291.65354__1.65354	28116__A7LXU0__HMPREF1070_00358
ERR1913291.65401__1.65401	357276__B6W1J2__BACDOR_03380
ERR1913291.65481__1.65481	28117__R7JPX7__BHV66_00900
ERR1913291.65540__1.65540	1262743__R5C054__BN727_01980
ERR1913291.65532__1.65532	39491__A0A395UUN5__EUBREC_0291
ERR1913291.65664__1.65664	74426__sufB
ERR1913291.65630__1.65630	28116__A0A1Y4P7B7__M088_2098
ERR1913291.65696__1.65696	823__A0A078SYK6__DXB14_02485
ERR1913291.65799__1.65799	821__R7P1Q7__M099_2990
ERR1913291.65859__1.65859	487174__K0X2A4__DDY40_04095
ERR1913291.66037__1.66037	820__A0A139K8N1__ERS852554_00951
ERR1913291.66073__1.66073	246787__A0A120A560__BACCELL_01375
ERR1913291.66183__1.66183	214856__R6Y2Y4__ERS852447_01086
ERR1913291.66226__1.66226	820__A0A3E4VZT7__DXB48_16145
ERR1913291.66270__1.66270	674529__R6W0I5__SAMN05444400_108102
ERR1913291.66535__1.66535	28116__A0A078Q626__HMPREF1070_02735
ERR1913291.66607__1.66607	28116__A7M344__BACOV975_04644
ERR1913291.66743__1.66743	556259__E5C690__BSGG_1431
ERR1913291.67011__1.67011	674529__A0A174P761__SAMN05444400_106145
ERR1913291.67043__1.67043	853__A0A173T6P2__DWZ46_14595
ERR1913291.67108__1.67108	39492__D4JR08__ERS852540_02467
ERR1913291.67122__1.67122	28116__A0A395VUS9__DXD69_03560
ERR1913291.67230__1.67230	821__E5UY21__C800_02204
ERR1913291.67242__1.67242	821__E5UPR6__SAMN04487923_101768
ERR1913291.67336__1.67336	821__A0A174K302__CUU_3129
ERR1913291.67365__1.67365	1897011__A0A1Q6REZ1__BHW41_04525
ERR1913291.67481__1.67481	39492__D4JWY7__EUBSIR_01655
ERR1913291.67545__1.67545	28116__F7L4X5__M089_2857
ERR1913291.67646__1.67646	853__A0A2J4JL53__CRH10_10795
ERR1913291.67590__1.67590	1099853__G9S362__NSB1T_03260
ERR1913291.67696__1.67696	823__A6L930__DDY96_14995
ERR1913291.67730__1.67730	820__A0A173WZS4__DXD90_10250
ERR1913291.67806__1.67806	33025__A0A395JIJ9__C8D73_101350
ERR1913291.68004__1.68004	821__A0A174ALF2__BvMPK_3016
ERR1913291.68063__1.68063	418240__C6JHP9__ERS852478_02092
ERR1913291.68095__1.68095	28116__R6DIL2__DXD69_10970
ERR1913291.68407__1.68407	28116__R6DIL2__DXD69_10970
ERR1913291.68409__1.68409	39492__D4JRV7__EUBSIR_01513
ERR1913291.68479__1.68479	39492__A0A174ZL16__EUBSIR_01269
ERR1913291.68726__1.68726	818__A0A1H7TGM1__BJP75_010615
ERR1913291.68731__1.68731	1535__A7VUI1__CH238_07280
ERR1913291.68897__1.68897	820__A0A3E4VXP2__yesR
ERR1913291.68960__1.68960	28116__A0A1Y4Q112__evgS_13
ERR1913291.69022__1.69022	360807__C0FT10__ROSEINA2194_01877
ERR1913291.69084__1.69084	28116__D4WLZ3__C5Z02_24105
ERR1913291.69201__1.69201	39492__D4MIK7__EUBSIR_00676
ERR1913291.69433__1.69433	39488__A0A174DGL6__EUBHAL_03262
ERR1913291.69611__1.69611	1628085__A0A374VV54__C7386_11332
ERR1913291.69557__1.69557	301302__R5UNJ6__M72_26701
ERR1913291.69668__1.69668	817__F7LQN9__HMPREF1067_03100
ERR1913291.70035__1.70035	357276__I9QBT7__BSEG_03340
ERR1913291.70090__1.70090	1262882__R5MIC9__BN519_00834
ERR1913291.70327__1.70327	28116__A0A078QGJ1__AA414_00533
ERR1913291.70273__1.70273	1262992__R5CYZ3__BN795_01363
ERR1913291.70564__1.70564	214856__A0A173Z1B0__ERS852447_00765
ERR1913291.70624__1.70624	649756__A0A173S795__DO83_12945
ERR1913291.70653__1.70653	671267__R9IB12__C802_00696
ERR1913291.70704__1.70704	28116__A0A1Y4PWZ5__DXF98_14885
ERR1913291.70671__1.70671	28116__A0A1Y4Q112__evgS_13
ERR1913291.70737__1.70737	820__A0A3E4WA06__ERS852554_03404
ERR1913291.70977__1.70977	1150298__A0A174RJ10__ERS852535_00223
ERR1913291.71045__1.71045	371601__F7LHU5__B5E52_04280
ERR1913291.71336__1.71336	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913291.71361__1.71361	338188__A0A174ETX3__ERS852397_01955
ERR1913291.71396__1.71396	39492__D4JWG3__EUBSIR_00308
ERR1913291.71461__1.71461	371601__A0A139LNL6__ERS852396_04350
ERR1913291.71594__1.71594	820__A0A1Y3V743__M093_0235
ERR1913291.71600__1.71600	28116__A0A3D2LPA1__CUY_3388
ERR1913291.71610__1.71610	39492__D4JRV7__EUBSIR_01513
ERR1913291.71799__1.71799	28116__R6DIL2__DXD69_10970
ERR1913291.71850__1.71850	28117__B0MTI4__ALIPUT_00084
ERR1913291.72033__1.72033	28116__A0A1Y4PWZ5__DXF98_14885
ERR1913291.72138__1.72138	28116__A0A1Y4Q119__DXD69_10975
ERR1913291.72197__1.72197	821__E5UY21__C800_02204
ERR1913291.72224__1.72224	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913291.72405__1.72405	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913291.72407__1.72407	487174__K0WZN5__HMPREF9448_01108
ERR1913291.72413__1.72413	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913291.72468__1.72468	28116__A0A078Q1V5__SAMN05444282_12168
ERR1913291.72525__1.72525	1796613__A0A1V0QDJ8__A4V03_07020
ERR1913291.72717__1.72717	28117__B0MU57__ALIPUT_00175
ERR1913291.72750__1.72750	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913291.72725__1.72725	357276__I9QBT7__BSEG_03340
ERR1913291.72777__1.72777	246787__A0A108T1Y3__fepA_8
ERR1913291.73094__1.73094	28116__R6DIL2__DXD69_10970
ERR1913291.73158__1.73158	820__A0A139KG04__ERS852459_01249
ERR1913291.73160__1.73160	371601__F7LA63__HMPREF1074_04288
ERR1913291.73191__1.73191	28116__C3QXZ9__DXA80_15295
ERR1913291.73234__1.73234	853__C7H1R8__DW905_06675
ERR1913291.73239__1.73239	28116__A7M019__HMPREF1070_01109
ERR1913291.73335__1.73335	1897011__A0A1Q6REW8__BHW41_04435
ERR1913291.73365__1.73365	487174__K0WU53__DDY40_07650
ERR1913291.73474__1.73474	28117__B0MUR5__BHV66_03900
ERR1913291.73501__1.73501	556259__E5C445__BSGG_0931
ERR1913291.73633__1.73633	1262992__R5D3X7__BN795_00539
ERR1913291.73725__1.73725	166486__D4KUC9__ERS852572_00957
ERR1913291.74095__1.74095	28116__A0A1Y4PTX5__SAMN05192582_104017
ERR1913291.74094__1.74094	28116__A0A1Y4PTX5__SAMN05192582_104017
ERR1913291.74237__1.74237	446660__GCA_003428235.1_01544
ERR1913291.74490__1.74490	371601__F7LA63__HMPREF1074_04288
ERR1913291.74630__1.74630	556259__E5C614__BSGG_0177
ERR1913291.74683__1.74683	823__A6L930__DDY96_14995
ERR1913291.74749__1.74749	106588__A6NUL8__BACCAP_01900
ERR1913291.74915__1.74915	28116__I9JM49__NCTC11153_01044
ERR1913291.75121__1.75121	821__A6L0C7__ERS852556_03520
ERR1913291.75393__1.75393	823__A0A355XJ56__DDY96_07685
ERR1913291.75535__1.75535	28116__I8YA07__C5Z02_15915
ERR1913291.75589__1.75589	1263044__GCA_000433375.1_01814
ERR1913291.75695__1.75695	246787__A0A0P0GM08__BcellWH2_01845
ERR1913291.75744__1.75744	28116__F7LC60__AA414_00422
ERR1913291.76184__1.76184	239935__A0A2N8ITX2__CXT86_11265
ERR1913291.76281__1.76281	556259__I0PXW0__BSGG_5187
ERR1913291.76331__1.76331	556259__E5C6L5__BSGG_0298
ERR1913291.76557__1.76557	357276__B6VYT9__HMPREF1063_05030
ERR1913291.76631__1.76631	820__R9I2U8__DXC68_09590
