ERR1913279.29__1.29	363265__G6AYV3__HMPREF0673_01814
ERR1913279.44640__1.44640	33039__D4M149__ERS852390_03118
ERR1913279.44746__1.44746	214856__I3YMN6__Alfi_1938
ERR1913279.44788__1.44788	820__A0A174F0C1__nreB
ERR1913279.44953__1.44953	47678__R5U3A7__ERS852494_02965
ERR1913279.45114__1.45114	39492__D4JTG7__EUBSIR_00572
ERR1913279.45200__1.45200	214856__A0A174FZ29__ERS852559_00600
ERR1913279.45380__1.45380	239935__A0A139TTZ7__CXU14_07900
ERR1913279.45535__1.45535	47678__R5V127__HMPREF1061_04334
ERR1913279.45879__1.45879	328814__GCA_004558275.1_01006
ERR1913279.45880__1.45880	820__A0A174CG08__DXB62_13215
ERR1913279.45895__1.45895	116085__D4J9Q0__DW747_03420
ERR1913279.45924__1.45924	214856__A0A174FZ29__ERS852559_00600
ERR1913279.46121__1.46121	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913279.46470__1.46470	39492__R6RYB8__ERS852540_00322
ERR1913279.46657__1.46657	1150298__A0A174NLT0__araC_6
ERR1913279.46692__1.46692	28117__B0MTH2__ALIPUT_00061
ERR1913279.46702__1.46702	384638__B7APR1__BACPEC_00667
ERR1913279.46843__1.46843	1262743__R5C054__BN727_01980
ERR1913279.46860__1.46860	28117__B0MY34__BHV66_05195
ERR1913279.47103__1.47103	820__R9HUV5__HMPREF2141_02582
ERR1913279.47104__1.47104	820__R9HUV5__HMPREF2141_02582
ERR1913279.47187__1.47187	214856__A0A174A1J3__ERS852447_01000
ERR1913279.47225__1.47225	626932__G5H523__HMPREF9450_00033
ERR1913279.47268__1.47268	28116__F7M1Q5__CUY_1584
ERR1913279.47335__1.47335	39492__D4JSG7__EUBSIR_01006
ERR1913279.47614__1.47614	820__A0A174CG08__DXB62_13215
ERR1913279.47599__1.47599	214856__A0A174ZLY7__ERS852447_02456
ERR1913279.47663__1.47663	28116__A0A3D2LPA1__CUY_3388
ERR1913279.47822__1.47822	28117__B0MTH2__ALIPUT_00061
ERR1913279.47930__1.47930	39492__D4JSB6__ERS852540_00627
ERR1913279.47967__1.47967	214856__A0A174A0R8__ERS852447_00998
ERR1913279.47973__1.47973	28117__B0MTS2__ALIPUT_00159
ERR1913279.48146__1.48146	820__A0A174F696__macB_13
ERR1913279.48091__1.48091	544644__GCA_001915615.1_02043
ERR1913279.48100__1.48100	28117__R7JJM9__ALIPUT_00662
ERR1913279.48402__1.48402	1150298__R7JUS5__soxS_1
ERR1913279.48599__1.48599	1680__A0A173Y6N7__yhaH
ERR1913279.48601__1.48601	214856__A0A174FY71__ERS852559_01033
ERR1913279.48682__1.48682	410072__A0A174QX27__murE_2
ERR1913279.48818__1.48818	28117__B0MY40__BHV66_05170
ERR1913279.48969__1.48969	363265__G6ATX5__HMPREF0673_00059
ERR1913279.49090__1.49090	28117__B0MWH8__BHV66_01330
ERR1913279.49106__1.49106	2108523__A0A2P2F3I3__LAWASA_548
ERR1913279.49213__1.49213	165179__A0A3E5ED28__PREVCOP_06655
ERR1913279.49216__1.49216	823__A0A395YZ10__NCTC11152_02955
ERR1913279.49408__1.49408	820__A0A139KA34__B5G17_05520
ERR1913279.49447__1.49447	35833__E5Y6S3__HMPREF0179_01886
ERR1913279.49482__1.49482	28117__R7JJM9__ALIPUT_00662
ERR1913279.49558__1.49558	40518__R5DXH2__DXD83_10135
ERR1913279.49510__1.49510	28117__B0MY34__BHV66_05195
ERR1913279.49614__1.49614	46228__V8CBW1__HMPREF1202_00636
ERR1913279.49862__1.49862	818__A0A3E5GYI4__NCTC10582_00013
ERR1913279.49878__1.49878	28117__B0MUL5__ALIPUT_00722
ERR1913279.49998__1.49998	40518__R5DZM6__lytR_3
ERR1913279.50008__1.50008	1262929__R6ETI0__BN691_00865
ERR1913279.50030__1.50030	371601__E5CE41__ERS852396_04351
ERR1913279.50125__1.50125	1262929__R6F594__BN691_01450
ERR1913279.50298__1.50298	1680__A0A0B5BIU5__BSTER_0145
ERR1913279.50300__1.50300	853__A8SCP3__C4N26_07960
ERR1913279.50543__1.50543	33039__A0A174ZKC1__RTO_00250
ERR1913279.50635__1.50635	39491__A0A395ZFH9__ERS852417_01193
ERR1913279.50940__1.50940	820__A0A374Q854__HMPREF1073_03281
ERR1913279.51097__1.51097	820__A0A139K337__ERS852459_02375
ERR1913279.51146__1.51146	214856__A0A173ZQY0__ERS852559_00007
ERR1913279.51760__1.51760	214856__A0A174A1J3__ERS852447_01000
ERR1913279.52011__1.52011	1262929__R6EW63__BN691_01045
ERR1913279.52110__1.52110	823__D0TGE9__ERS852429_03294
ERR1913279.52056__1.52056	28117__B0MY45__ALIPUT_02164
ERR1913279.52183__1.52183	1262740__R7CVQ9__BN666_01522
ERR1913279.52210__1.52210	363265__R6F4I0__HMPREF0673_00778
ERR1913279.52220__1.52220	28117__B0MT86__BHV66_02450
ERR1913279.52675__1.52675	28117__B0MVL5__BHV66_01660
ERR1913279.52688__1.52688	301302__R5UUM8__ganB_1
ERR1913279.52799__1.52799	214856__A0A174G1M7__ERS852559_00594
ERR1913279.52769__1.52769	214856__A0A174G1M7__ERS852559_00594
ERR1913279.52959__1.52959	35833__S2KT27__HMPREF0179_05324
ERR1913279.52902__1.52902	410072__A0A174E1G6__phoR_6
ERR1913279.52932__1.52932	39496__A5Z5I2__EUBVEN_00963
ERR1913279.52989__1.52989	28117__B0MY40__BHV66_05170
ERR1913279.53313__1.53313	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913279.53371__1.53371	214856__I3YMC8__ERS852447_02666
ERR1913279.53893__1.53893	100886__A0A174GMU3__dnaI
ERR1913279.53918__1.53918	33039__D4M1J4__ERS852390_02215
ERR1913279.54158__1.54158	387661__K6A2J6__PRABACTJOHN_00385
ERR1913279.54278__1.54278	823__A0A395Z0N9__DHW69_05890
ERR1913279.54529__1.54529	46503__R6Y9P8__evgS_3
ERR1913279.54541__1.54541	853__A0A173SUU8__CGS54_06840
ERR1913279.54774__1.54774	214856__A0A174FWM7__ERS852559_00590
ERR1913279.55266__1.55266	1262911__R6GS70__BN557_00854
ERR1913279.55275__1.55275	1796620__A0A1Z2XQ64__ADH66_07910
ERR1913279.55786__1.55786	33039__D4M0U3__ERS852577_02211
ERR1913279.55824__1.55824	1263107__GCA_000436995.1_00190
ERR1913279.55914__1.55914	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913279.55936__1.55936	649756__A0A173T5Y7__HMPREF0369_02769
ERR1913279.56016__1.56016	1463165__A6TC48__DP204_07400
ERR1913279.56002__1.56002	1680__A0A0B5BKZ3__DXD60_01450
ERR1913279.56113__1.56113	823__A6LHK0__M090_1297
ERR1913279.56187__1.56187	28117__R7JIJ8__BHV66_01635
ERR1913279.56125__1.56125	35833__E5Y6S3__HMPREF0179_01886
ERR1913279.56228__1.56228	28117__B0MTV0__BHV66_06395
ERR1913279.56292__1.56292	28117__R7JIJ8__BHV66_01635
ERR1913279.56312__1.56312	651822__GCA_000210715.1_00753
ERR1913279.56467__1.56467	820__A0A1T4IYF4__mprA_1
ERR1913279.56475__1.56475	328814__GCA_004558275.1_01621
ERR1913279.56482__1.56482	165179__A0A3E5E189__PREVCOP_06699
ERR1913279.56509__1.56509	40518__R5DUU2__yvhJ_2
ERR1913279.56511__1.56511	239935__A0A2N8IU45__DEF40_02365
ERR1913279.56567__1.56567	216816__C5E9C3__CJO32_03030
ERR1913279.56549__1.56549	28117__R7JJM9__ALIPUT_00662
ERR1913279.56774__1.56774	1150298__A0A174PHI0__ERS852498_00826
ERR1913279.57041__1.57041	1660__A0A2X0VDP7__ACTODO_00184
ERR1913279.57232__1.57232	39491__A0A396FTE5__ERS852417_01346
ERR1913279.57862__1.57862	165179__A0A174K816__DXB80_12000
ERR1913279.57946__1.57946	1550024__A0A0W7TR84__TQ39_05305
ERR1913279.57966__1.57966	1262929__R6ETQ6__BN691_00919
ERR1913279.58050__1.58050	28117__B0MSQ3__ALIPUT_00347
ERR1913279.58092__1.58092	471189__GCA_003340385.1_00161
ERR1913279.58225__1.58225	1262929__R6EYF9__BN691_01816
ERR1913279.58325__1.58325	1150298__A0A174S911__ERS852406_01972
ERR1913279.58396__1.58396	216816__A0A395XYV2__APC1468_1887
ERR1913279.58434__1.58434	46228__B5CPV4__DXD17_07415
ERR1913279.58505__1.58505	2108523__A0A2P2F4E1__LAWASA_871
ERR1913279.58583__1.58583	39491__A0A395ZG74__licR
ERR1913279.58567__1.58567	1263000__R5EXT3__BN466_02213
ERR1913279.58663__1.58663	387661__K6ACM8__HMPREF1077_00750
ERR1913279.58667__1.58667	239935__A0A139TPD8__CXU12_11015
ERR1913279.58714__1.58714	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1913279.58735__1.58735	39485__A0A174YMI9__cph2_5
ERR1913279.58781__1.58781	823__D0TBY4__M090_0431
ERR1913279.58938__1.58938	39485__A0A175A023__yhhT
ERR1913279.59081__1.59081	820__E5VEH7__ERS852459_01300
ERR1913279.59527__1.59527	239935__A0A2N8HBM4__CXT85_06270
ERR1913279.59808__1.59808	40518__R5DT93__DXD86_08730
ERR1913279.59952__1.59952	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913279.59965__1.59965	28117__B0MTV5__BHV66_06415
ERR1913279.60033__1.60033	1262989__R6YAY8__BN815_02199
ERR1913279.60249__1.60249	28116__A0A3D2LPA1__CUY_3388
ERR1913279.60272__1.60272	820__A0A174I980__gldH
ERR1913279.60351__1.60351	239935__A0A2N8IKW7__pstA
ERR1913279.60400__1.60400	328813__A0A1Y3QZ64__B5G41_14235
ERR1913279.60535__1.60535	28116__A0A1Y4PH15__DXA80_17985
ERR1913279.60574__1.60574	357276__I8WEZ6__BACDOR_02323
ERR1913279.60610__1.60610	1160721__W0U633__BHW50_00240
ERR1913279.60623__1.60623	301302__A0A173UPG6__ERS852420_03127
ERR1913279.60642__1.60642	357276__A0A076IP73__BACDOR_04237
ERR1913279.60717__1.60717	817__A0A081UA45__M112_0802
ERR1913279.60814__1.60814	387661__K5ZVZ8__B5F96_13570
ERR1913279.60815__1.60815	820__A0A3E4G8F8__ERS852421_01645
ERR1913279.60816__1.60816	33039__A0A174YIE5__soxS_4
ERR1913279.60844__1.60844	820__A0A3E4VXP2__yesR
ERR1913279.60856__1.60856	28117__B0MUB3__ALIPUT_00727
ERR1913279.60976__1.60976	33038__A7AZH0__HMPREF1201_02167
ERR1913279.61091__1.61091	33039__A0A175A099__cynR_1
ERR1913279.61101__1.61101	74426__purL
ERR1913279.61123__1.61123	1550024__G9RPC6__TQ39_05630
ERR1913279.61184__1.61184	28117__B0MWZ3__BHV66_03240
ERR1913279.61326__1.61326	649756__A0A173RGN8__DO83_04830
ERR1913279.61330__1.61330	328814__GCA_004558275.1_00076
ERR1913279.61495__1.61495	1897011__A0A1Q6RGE1__BHW41_02880
ERR1913279.61691__1.61691	820__A0A139KIL9__DXC68_05945
ERR1913279.61634__1.61634	1263006__R6LMI6__BN515_01248
ERR1913279.61638__1.61638	823__A6LBY1__ERS852380_00510
ERR1913279.61835__1.61835	1262911__R6H2J2__BN557_01228
ERR1913279.61971__1.61971	116085__D4JAP5__DW747_11495
ERR1913279.62217__1.62217	1262989__R6ZJK5__BN815_01843
ERR1913279.62369__1.62369	39491__A0A395ZDC6__addB
ERR1913279.62512__1.62512	820__A0A3E4G826__C801_01612
ERR1913279.62570__1.62570	214856__A0A174H3U9__ERS852559_00612
ERR1913279.62597__1.62597	755172__A0A134AH11__HMPREF1863_00734
ERR1913279.62709__1.62709	626940__E8LD82__BHW43_05615
ERR1913279.63234__1.63234	820__A0A174QLF0__SAMN05444418_109151
ERR1913279.63358__1.63358	357276__C3R9Y0__HMPREF1064_01889
ERR1913279.63372__1.63372	301301__A0A395VA99__rpfG_5
ERR1913279.63972__1.63972	28117__B0MZ14__ALIPUT_02383
ERR1913279.64012__1.64012	853__A0A2A7B1Y7__C7K05_11930
ERR1913279.64075__1.64075	28117__B0MWX3__BHV66_03010
ERR1913279.64101__1.64101	360807__A0A0M6X184__ERS852392_03203
ERR1913279.64127__1.64127	626940__E8LD43__DCQ00_06340
ERR1913279.64637__1.64637	28117__B0MU76__ALIPUT_00202
ERR1913279.64708__1.64708	28117__R7JPX7__BHV66_00900
ERR1913279.64681__1.64681	626940__E8LE57__HMPREF9443_01128
ERR1913279.64799__1.64799	1633__C2EW67__HMPREF0549_1703
ERR1913279.65042__1.65042	28117__B0MTY2__BHV66_06485
ERR1913279.65280__1.65280	1262911__R6H2J2__BN557_01228
ERR1913279.65342__1.65342	818__A0A3E5HY51__rpfC_2
ERR1913279.65433__1.65433	818__A0A3E5HN77__HMPREF2534_00072
ERR1913279.65462__1.65462	820__A7V9F9__B5G17_14640
ERR1913279.65658__1.65658	147206__GCF_000156215.1_01108
ERR1913279.66109__1.66109	820__A0A374Q854__HMPREF1073_03281
ERR1913279.66148__1.66148	46503__A7AG59__ERS852463_00349
ERR1913279.66397__1.66397	1463165__A0A1D3KIY3__BME54_19075
ERR1913279.66400__1.66400	246787__A0A0P0FV02__AA416_03728
ERR1913279.66485__1.66485	28117__R7JJM9__ALIPUT_00662
ERR1913279.66726__1.66726	360807__C0G083__ROSEINA2194_04432
ERR1913279.66736__1.66736	40518__R5DT93__DXD86_08730
ERR1913279.66814__1.66814	626932__G5H523__HMPREF9450_00033
ERR1913279.66827__1.66827	28117__R7JLL3__ALIPUT_02219
ERR1913279.66928__1.66928	418240__C6J9W6__ERS852523_00370
ERR1913279.66952__1.66952	820__A7UYX8__DXD40_11635
ERR1913279.66974__1.66974	1735__B7CDA5__EUBIFOR_02186
ERR1913279.67024__1.67024	357276__B6VW91__BACDOR_01584
ERR1913279.67239__1.67239	33039__D4M0U9__mucD
ERR1913279.67586__1.67586	216816__C2GSX7__DD678_03555
ERR1913279.67646__1.67646	2108523__A0A2P2F6V3__LAWASA_1735
ERR1913279.67690__1.67690	28116__A0A078Q626__HMPREF1070_02735
ERR1913279.67702__1.67702	328814__GCA_004558275.1_00069
ERR1913279.67709__1.67709	1262911__R6GY22__BN557_00023
ERR1913279.67972__1.67972	1897011__A0A1Q6RH73__BHW41_01885
ERR1913279.68055__1.68055	46228__V8C6J2__DXD17_03715
ERR1913279.68058__1.68058	818__Q8A3A6__Btheta7330_00071
ERR1913279.68074__1.68074	214856__A0A174CRY5__ERS852559_01060
ERR1913279.68181__1.68181	216816__A0A087BBV6__BFS26_06210
ERR1913279.68238__1.68238	216816__E8MVM4__APC1480_1562
ERR1913279.68383__1.68383	39491__A0A395V5L2__ERE_28270
ERR1913279.68397__1.68397	1262929__R6F4F7__BN691_01167
ERR1913279.68526__1.68526	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913279.68721__1.68721	165179__W1I4H6__DXB80_13655
ERR1913279.69007__1.69007	820__A7UYG6__M094_0070
ERR1913279.69083__1.69083	239935__R7E524__CXT91_06180
ERR1913279.69184__1.69184	1262911__R6GZX7__BN557_00838
ERR1913279.69380__1.69380	328814__GCA_004558275.1_00234
ERR1913279.69399__1.69399	74426__rpoC
ERR1913279.69641__1.69641	33039__D4M281__ERS852530_00073
ERR1913279.69645__1.69645	116085__D4J8D7__DW747_09195
ERR1913279.69957__1.69957	818__A0A3E5HVB7__Btheta7330_02386
ERR1913279.70100__1.70100	291645__I8WZT8__HMPREF1068_04327
ERR1913279.70102__1.70102	33038__A7AYC4__CDL21_13075
ERR1913279.70150__1.70150	301302__R5UTE0__ERS852420_02625
ERR1913279.70164__1.70164	239935__A0A2N8HQR1__Amuc_0287
ERR1913279.70289__1.70289	214856__I3YPI7__pepD_1
ERR1913279.70648__1.70648	33039__A0A174YCL2__ERS852424_00029
ERR1913279.70669__1.70669	626940__E8LCE0__BHW43_01670
ERR1913279.70930__1.70930	357276__A0A076IP73__BACDOR_04237
ERR1913279.71027__1.71027	487174__K0X429__HMPREF9448_00932
ERR1913279.71089__1.71089	39492__D4JTF5__ybeY
ERR1913279.71035__1.71035	39492__D4JWM0__atpF
ERR1913279.71141__1.71141	28117__B0MT86__BHV66_02450
ERR1913279.71282__1.71282	28117__R7JPX7__BHV66_00900
ERR1913279.71313__1.71313	387661__R6WWH2__HMPREF1077_01384
ERR1913279.71398__1.71398	745368__A0A1T4Y7V7__SAMN02745178_02833
ERR1913279.71510__1.71510	1262929__R6FUB1__BN691_00386
ERR1913279.71633__1.71633	47678__R5USR9__HMPREF1061_01404
ERR1913279.71755__1.71755	39491__A0A395ZHW3__ERS852417_01359
ERR1913279.72029__1.72029	214856__A0A174A257__ERS852447_01007
ERR1913279.72140__1.72140	820__R9HVB9__DXC68_17285
ERR1913279.72154__1.72154	214856__A0A174A1J3__ERS852447_01000
ERR1913279.72210__1.72210	821__A0A397WGD6__M098_0084
ERR1913279.72221__1.72221	214856__A0A174FZ29__ERS852559_00600
ERR1913279.72571__1.72571	1739491__J1DK07__HMPREF2987_07410
ERR1913279.72577__1.72577	1150298__R7JSS6__ERS852535_01362
ERR1913279.72553__1.72553	40518__R5DLM5__RB5AMG_00422
ERR1913279.72720__1.72720	216816__A0A0A6VPB9__B624_1780
ERR1913279.72911__1.72911	1263000__R5EKG2__BN466_02040
ERR1913279.73310__1.73310	239935__A0A2N8HT44__CXT84_11035
ERR1913279.73423__1.73423	39485__A0A174ZJ84__EUBELI_00107
ERR1913279.73691__1.73691	2173__A0A1D2WXH6__METSMIALI_01616
ERR1913279.73711__1.73711	46228__V8CB66__RUMLAC_02810
ERR1913279.73800__1.73800	820__A0A174B4N2__M093_2531
ERR1913279.73866__1.73866	214856__A0A174FX52__yddM
ERR1913279.73945__1.73945	214856__A0A174ZLY7__ERS852447_02456
ERR1913279.74053__1.74053	39491__A0A174G6M3__DXD13_14470
ERR1913279.74241__1.74241	33039__A0A173VTT4__frdB_1
ERR1913279.74289__1.74289	357276__A0A076INK2__BSEG_04225
ERR1913279.74325__1.74325	817__E1WSL3__M137_1835
ERR1913279.74390__1.74390	374840__GeneID:2546403
ERR1913279.74483__1.74483	214856__I3YPP0__ERS852447_01388
ERR1913279.74507__1.74507	165179__A0A174SA26__PREVCOP_05758
ERR1913279.74877__1.74877	28117__B0MYI9__BHV66_05415
ERR1913279.74881__1.74881	214856__A0A174ZJU0__ERS852559_00619
ERR1913279.74871__1.74871	214856__R6YD52__ERS852447_02171
ERR1913279.74927__1.74927	1262989__R6ZEW9__BN815_01033
ERR1913279.74949__1.74949	363265__G6AUM0__HMPREF0673_00305
ERR1913279.75087__1.75087	28052__R7NCN8__ERS852499_00866
ERR1913279.75177__1.75177	74426__group_4808
ERR1913279.75208__1.75208	1685__A0A3D8UE34__NRBB18_0294
ERR1913279.75289__1.75289	487174__K0WZN5__HMPREF9448_01108
ERR1913279.75421__1.75421	823__A0A174VBJ5__M091_5021
ERR1913279.75438__1.75438	745368__A0A1T4XUU0__SAMN02745178_02347
ERR1913279.75573__1.75573	1262929__R6ETU6__BN691_00984
ERR1913279.75640__1.75640	357276__A0A076IS73__GV66_00410
ERR1913279.75760__1.75760	39492__B0MM84__lgt
ERR1913279.75703__1.75703	821__A0A174K302__CUU_3129
ERR1913279.75855__1.75855	820__A0A3E5BMG9__DXD40_05130
ERR1913279.75890__1.75890	1680__A0A173XYA2__B0703_0121
ERR1913279.75958__1.75958	33039__D4M398__ERS852530_00575
ERR1913279.76548__1.76548	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913279.76705__1.76705	818__A0A3E5HDU6__C799_04515
ERR1913279.76770__1.76770	214856__I3YPN5__Alfi_2693
ERR1913279.76790__1.76790	360807__C0FVL1__ERS852392_00394
ERR1913279.76930__1.76930	1262736__R5YYI5__BN496_01562
ERR1913279.77079__1.77079	216816__A0A3D8U3T8__DXD41_09580
ERR1913279.77476__1.77476	1262740__R7CVT2__BN666_00960
ERR1913279.77482__1.77482	1262989__R6YSW6__BN815_00447
ERR1913279.77589__1.77589	239935__A0A139TPD8__CXU12_11015
ERR1913279.77526__1.77526	33039__R6P284__spoIIIE
ERR1913279.77671__1.77671	39486__B0G239__DXD82_09385
ERR1913279.77864__1.77864	626940__E8LCB1__BHW43_07535
ERR1913279.78099__1.78099	33039__A0A173VNF2__truB
ERR1913279.78207__1.78207	214856__A0A174FZ29__ERS852559_00600
ERR1913279.78217__1.78217	40518__R5DV58__htrA
ERR1913279.78178__1.78178	487174__K0XA11__DDY40_03585
ERR1913279.78284__1.78284	1550024__G9RQ59__TQ39_14360
ERR1913279.78288__1.78288	817__Q64XX5__M126_0821
ERR1913279.78499__1.78499	74426__infB
ERR1913279.78418__1.78418	328814__GCA_004558275.1_00992
ERR1913279.78563__1.78563	301302__A0A173T010__M72_26571
ERR1913279.79178__1.79178	33039__A0A174ZC42__ppaC
ERR1913279.79260__1.79260	292800__G9YUV1__A4U99_06820
ERR1913279.79264__1.79264	28117__B0MY82__BHV66_04755
ERR1913279.79310__1.79310	214856__A0A174FW22__ERS852447_02437
ERR1913279.79346__1.79346	39488__A0A285PMW6__ERS852450_00808
ERR1913279.79379__1.79379	818__A0A0N7I9H8__ERS852461_00040
ERR1913279.79411__1.79411	1550024__G9RW35__ASJ35_04635
ERR1913279.79566__1.79566	28117__B0MXR4__BHV66_08025
ERR1913279.79693__1.79693	820__A0A173WZS4__DXD90_10250
ERR1913279.79697__1.79697	1550024__A0A0D8J230__TQ39_04480
ERR1913279.79777__1.79777	28117__B0MZ50__ALIPUT_02424
ERR1913279.79869__1.79869	239935__A0A2N8HPS5__Amuc_0950
ERR1913279.80073__1.80073	239935__A0A2N8IQU3__CXU22_05890
ERR1913279.80156__1.80156	328814__GCA_004558275.1_00074
ERR1913279.80318__1.80318	820__A0A3E4PYB0__yejM
ERR1913279.81026__1.81026	28117__B0MZ50__ALIPUT_02424
ERR1913279.81233__1.81233	820__A0A3E4QZJ7__C801_01798
ERR1913279.81435__1.81435	818__A0A2J6AAA9__NCTC10582_00162
ERR1913279.81546__1.81546	239935__A0A139TMY7__CXU13_02020
ERR1913279.81547__1.81547	301302__A0A0M6W9I4__M72_19871
ERR1913279.81570__1.81570	214856__I3YPQ0__ERS852447_01379
ERR1913279.81612__1.81612	818__A0A3E5HNR9__BSIG_1712
ERR1913279.81614__1.81614	820__A0A173YYG4__evgS_3
ERR1913279.81615__1.81615	371601__A0A139LNL6__ERS852396_04350
ERR1913279.81739__1.81739	818__Q8AAE0__Btheta7330_02023
ERR1913279.81844__1.81844	28117__B0MU76__ALIPUT_00202
ERR1913279.81745__1.81745	626932__G5H5B5__HMPREF9450_00125
ERR1913279.81755__1.81755	823__D7IPM3__DER51_17585
ERR1913279.81847__1.81847	820__A7VAR9__ERS852421_00197
ERR1913279.82082__1.82082	821__I9R3W6__DXC16_12455
ERR1913279.82094__1.82094	820__A0A3E4XM43__DXC91_13960
ERR1913279.82115__1.82115	820__A0A174QLF0__SAMN05444418_109151
ERR1913279.82227__1.82227	39492__B0MN61__epsF_2
ERR1913279.82312__1.82312	28117__B0MTY2__BHV66_06485
ERR1913279.82334__1.82334	823__A6LB63__M095_1847
ERR1913279.82437__1.82437	40518__R5DV58__htrA
ERR1913279.82523__1.82523	33039__D4M5J1__spoIIIAE_2
ERR1913279.82588__1.82588	1550024__G9RUM6__TQ39_16565
ERR1913279.82757__1.82757	1262988__R7N397__BN816_01278
ERR1913279.82850__1.82850	1262736__R5Y285__BN496_00964
ERR1913279.83109__1.83109	214856__A0A174A1J3__ERS852447_01000
ERR1913279.83114__1.83114	39491__A0A0M6WPN4__DXB69_06325
ERR1913279.83209__1.83209	374840__GeneID:2546403
ERR1913279.83600__1.83600	363265__R6EW17__HMPREF0673_02095
ERR1913279.83716__1.83716	387661__K6ACM8__HMPREF1077_00750
ERR1913279.83742__1.83742	165179__A0A174W369__PREVCOP_04548
ERR1913279.83776__1.83776	363265__G6AXV1__HMPREF0673_01458
ERR1913279.83826__1.83826	40518__R5DS37__DXD93_01965
ERR1913279.84028__1.84028	165179__A0A3E4SID1__DXB80_01945
ERR1913279.84094__1.84094	39492__D4JRZ7__smc
ERR1913279.84122__1.84122	2026240__apxIB
ERR1913279.84269__1.84269	821__A0A396F9T7__M097_3427
ERR1913279.84445__1.84445	172901__A0A2U1B0B0__C8D82_11295
ERR1913279.84716__1.84716	39492__A0A174ZHV5__msbA_2
ERR1913279.84727__1.84727	214856__A0A174A1J3__ERS852447_01000
ERR1913279.84735__1.84735	360807__A0A1Q6T5F3__ERS852392_00510
ERR1913279.85294__1.85294	820__A0A3E4VZY4__ERS852554_01211
ERR1913279.85304__1.85304	674081__GeneID:8683411
ERR1913279.85401__1.85401	239935__A0A2N8I9P4__CXT85_05050
ERR1913279.85425__1.85425	147206__GCF_000156215.1_00118
ERR1913279.85497__1.85497	33039__A0A174P3P0__ERS852424_01681
ERR1913279.85536__1.85536	884684__GCA_002892425.1_01408
ERR1913279.85611__1.85611	46228__B5CN49__HMPREF1202_00029
ERR1913279.86059__1.86059	818__A0A0N7I9H8__ERS852461_00040
ERR1913279.86214__1.86214	28117__B0MXW9__ALIPUT_01981
ERR1913279.86226__1.86226	363265__R6F9Q7__HMPREF0673_00179
ERR1913279.86239__1.86239	357276__A0A0M1W4C0__DXD47_07095
ERR1913279.86258__1.86258	823__A0A073I9P2__CF162_18000
ERR1913279.86552__1.86552	214856__A0A174ZED5__ERS852559_00591
ERR1913279.86612__1.86612	214856__E4MF20__Alfi_0697
ERR1913279.86655__1.86655	28117__B0MWC6__BHV66_00965
ERR1913279.86833__1.86833	74426__nrdD
ERR1913279.86964__1.86964	165179__A0A3E5EB26__CFT61_02800
ERR1913279.87114__1.87114	1680__A0A1X3A7D3__AD0028_1139
ERR1913279.87337__1.87337	820__A0A3E4G493__ERS417307_00253
ERR1913279.87433__1.87433	28117__B0MTI4__ALIPUT_00084
ERR1913279.87533__1.87533	214856__A0A174ZEF7__mboIIM_1
ERR1913279.87867__1.87867	1262989__R6YJX4__BN815_00450
ERR1913279.87993__1.87993	39492__D4JVC7__yfgF
ERR1913279.88199__1.88199	214856__A0A174ZEW0__ERS852447_00985
ERR1913279.88346__1.88346	817__D1JR15__M117_0303
ERR1913279.88359__1.88359	74426__infB
ERR1913279.88300__1.88300	28117__B0MYI9__BHV66_05415
ERR1913279.88308__1.88308	820__A7UYX8__DXD40_11635
ERR1913279.88963__1.88963	214856__R6XNE7__ERS852447_02267
ERR1913279.88965__1.88965	47678__R5V127__HMPREF1061_04334
ERR1913279.89153__1.89153	178339__GCA_001746855.1_00216
ERR1913279.89242__1.89242	1550024__G9RW35__ASJ35_04635
ERR1913279.89327__1.89327	817__A0A396EMA4__M108_0298
ERR1913279.89531__1.89531	214856__I3YPP2__Alfi_2700
ERR1913279.89535__1.89535	1633__C2EVU6__FC58_GL001277
ERR1913279.89776__1.89776	28117__B0MXG8__ALIPUT_01814
ERR1913279.89901__1.89901	39492__D4JRZ7__smc
ERR1913279.90151__1.90151	214856__A0A174ZED5__ERS852559_00591
ERR1913279.90175__1.90175	100886__E2NV13__CATMIT_02444
ERR1913279.90246__1.90246	39496__A5Z5I2__EUBVEN_00963
ERR1913279.90336__1.90336	1262988__R7N7W1__BN816_00176
ERR1913279.90388__1.90388	820__A0A396EUU8__luxQ_3
ERR1913279.90523__1.90523	1150298__A0A174I056__ERS852535_01387
ERR1913279.90576__1.90576	818__A0A1H7S810__BJP75_003270
