ERR1913264.104__1.104	487174__K0X079__DIT83_00640
ERR1913264.54451__1.54451	1262922__R6EA55__BN487_00827
ERR1913264.54442__1.54442	39491__A0A396FEW6__T1815_18721
ERR1913264.54505__1.54505	214856__R6Z320__ERS852447_02148
ERR1913264.54652__1.54652	1263000__R5EC87__BN466_00713
ERR1913264.54762__1.54762	46228__V8CE24__thiD
ERR1913264.54832__1.54832	1262922__R6E4W9__BN487_01554
ERR1913264.54880__1.54880	39491__C4ZHS4__EUR_24420
ERR1913264.54922__1.54922	1262933__R7PAQ0__BN736_01876
ERR1913264.54956__1.54956	823__A0A395YZ10__NCTC11152_02955
ERR1913264.54998__1.54998	39491__A0A396FP46__cobD_2
ERR1913264.55219__1.55219	458033__GCA_001482755.1_02203
ERR1913264.55224__1.55224	1965537__A0A1Y4WKU8__B5E42_05475
ERR1913264.55299__1.55299	39491__R6TQ09__DXC13_03010
ERR1913264.55508__1.55508	214856__I3YK71__ERS852559_02472
ERR1913264.55623__1.55623	28117__B0MXG7__BHV66_08620
ERR1913264.55609__1.55609	2108523__A0A2P2FDD9__LAWASA_4026
ERR1913264.55754__1.55754	39491__A0A174G6M3__DXD13_14470
ERR1913264.55855__1.55855	39492__D4MJF3__EUBSIR_02248
ERR1913264.55890__1.55890	28117__B0MWZ9__ALIPUT_01735
ERR1913264.55911__1.55911	544645__A0A3E4TH88__DXC42_04955
ERR1913264.56155__1.56155	1703337__A0A2U0U7Q7__C7379_11089
ERR1913264.56268__1.56268	823__A6L9W2__DXB14_07905
ERR1913264.56274__1.56274	821__A6L0C7__ERS852556_03520
ERR1913264.56282__1.56282	39485__C4Z058__ERS852492_00130
ERR1913264.56393__1.56393	28117__B0MTV0__BHV66_06395
ERR1913264.56587__1.56587	28117__R7JJM9__ALIPUT_00662
ERR1913264.56604__1.56604	1262933__R7PCH9__BN736_01779
ERR1913264.56706__1.56706	1263000__R5EFY3__BN466_01416
ERR1913264.56729__1.56729	1262922__R6EEH5__BN487_01593
ERR1913264.56830__1.56830	39486__R6STY4__DXB36_12980
ERR1913264.56936__1.56936	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913264.56972__1.56972	1262922__R6EBN7__BN487_01095
ERR1913264.57112__1.57112	39491__D4JMW8__ERS852497_01971
ERR1913264.57122__1.57122	1262922__R6E5H3__BN487_01250
ERR1913264.57205__1.57205	556259__E5C4F1__BSGG_1037
ERR1913264.57392__1.57392	821__A0A174AYT0__DXC02_03530
ERR1913264.57545__1.57545	1262922__R6E4W9__BN487_01554
ERR1913264.57888__1.57888	487174__K0WR72__HMPREF9448_02610
ERR1913264.57961__1.57961	39486__B0G723__DXC93_09665
ERR1913264.58273__1.58273	39491__A0A395ZJZ1__LD38_01870
ERR1913264.58334__1.58334	39491__A0A395ZGU6__ERS852417_01456
ERR1913264.58350__1.58350	360807__A0A0M6WZV0__ERS852392_03150
ERR1913264.58307__1.58307	39491__A0A395ZM93__DXD13_03490
ERR1913264.58407__1.58407	1262922__R6ECX9__BN487_01332
ERR1913264.58577__1.58577	39491__A0A395V5L2__ERE_28270
ERR1913264.58760__1.58760	1150298__R7JTX5__ERS852535_01291
ERR1913264.58765__1.58765	39491__A0A396FNY7__LD38_16155
ERR1913264.58864__1.58864	1501391__GCA_000786575.1_00105
ERR1913264.59034__1.59034	1501391__GCA_000786575.1_00003
ERR1913264.59044__1.59044	823__A0A355XP97__M092_2525
ERR1913264.59046__1.59046	2137880__A0A316P679__DBY21_00300
ERR1913264.59153__1.59153	39491__R6UMS6__DXD13_07035
ERR1913264.59337__1.59337	39491__A0A174EQV2__DXB69_10230
ERR1913264.59352__1.59352	823__A6L9D3__ERS852560_03374
ERR1913264.59377__1.59377	820__A7V049__DXB48_04755
ERR1913264.59403__1.59403	39491__A0A395UXH0__EUBREC_0021
ERR1913264.59429__1.59429	39491__A0A396FP46__cobD_2
ERR1913264.59825__1.59825	853__A0A173TAZ8__DWZ46_14590
ERR1913264.59891__1.59891	853__A0A2J4JL53__CRH10_10795
ERR1913264.59979__1.59979	39485__C4Z028__ERS852492_00100
ERR1913264.59981__1.59981	823__A0A078SYK6__DXB14_02485
ERR1913264.59984__1.59984	487174__K0WZ94__HMPREF9448_00984
ERR1913264.60256__1.60256	823__A0A078SLK0__ERS852513_02755
ERR1913264.60457__1.60457	1262922__R6E8Y1__BN487_01778
ERR1913264.60705__1.60705	1262922__R6E8K7__BN487_01739
ERR1913264.60780__1.60780	2108523__A0A2P2FDD9__LAWASA_4026
ERR1913264.61032__1.61032	1150298__A0A174SLE6__mlc_1
ERR1913264.61115__1.61115	446660__GCA_003428235.1_02156
ERR1913264.61155__1.61155	39491__A0A395V1R3__T1815_08181
ERR1913264.61159__1.61159	1501391__GCA_000786575.1_00147
ERR1913264.61277__1.61277	1262933__R7PAS5__BN736_01896
ERR1913264.61313__1.61313	46228__V8C4S2__HMPREF1202_01829
ERR1913264.61440__1.61440	1965537__A0A1Y4WJH3__B5E42_10070
ERR1913264.61458__1.61458	28117__B0MYI9__BHV66_05415
ERR1913264.61476__1.61476	1262922__R6F3P6__BN487_01980
ERR1913264.61637__1.61637	1262933__R7PBM6__BN736_01468
ERR1913264.61725__1.61725	39491__A0A396FGM9__fliU_1
ERR1913264.61974__1.61974	47678__R5U2W6__CGC64_03455
ERR1913264.62160__1.62160	40518__R5DNI6__RBATCC27255_00844
ERR1913264.62207__1.62207	1262922__R6EXS9__BN487_01090
ERR1913264.62215__1.62215	28117__B0MWC6__BHV66_00965
ERR1913264.62310__1.62310	823__A0A3E4PAQ2__DDY96_18275
ERR1913264.62433__1.62433	1262933__R7PCL2__BN736_01760
ERR1913264.62671__1.62671	39491__A0A395ZGU6__ERS852417_01456
ERR1913264.62781__1.62781	39491__A0A395UZZ5__htpG_1
ERR1913264.62850__1.62850	28117__B0MSR5__BHV66_02095
ERR1913264.63132__1.63132	29361__B6FKH5__CLONEX_00621
ERR1913264.63209__1.63209	40518__R5E4Y8__RBATCC27255_01448
ERR1913264.63224__1.63224	1150298__R7JU58__ssuC_2
ERR1913264.63294__1.63294	821__A0A174WBC9__ERS852556_03145
ERR1913264.63577__1.63577	1262922__R6ETB6__BN487_00396
ERR1913264.63601__1.63601	821__A0A396F9T7__M097_3427
ERR1913264.63665__1.63665	39491__A0A395UZ89__DXB72_12805
ERR1913264.63855__1.63855	1501391__GCA_000786575.1_00002
ERR1913264.64076__1.64076	1262922__R6EE49__BN487_01193
ERR1913264.64188__1.64188	1262933__R7PDE9__BN736_00222
ERR1913264.64234__1.64234	39491__A0A396FIZ8__ERE_20410
ERR1913264.64273__1.64273	853__A0A3E2V168__FAEPRAM212_00929
ERR1913264.64427__1.64427	823__K6AS99__ERS852429_01856
ERR1913264.64675__1.64675	360807__A0A173YFC9__ROSEINA2194_03541
ERR1913264.64682__1.64682	2137880__A0A316P1F1__DBY21_01885
ERR1913264.64867__1.64867	1465754__A0A1H3X8U2__SAMN05444145_101142
ERR1913264.65134__1.65134	1262922__R6E9C2__BN487_00401
ERR1913264.65269__1.65269	1262922__R6E8Y1__BN487_01778
ERR1913264.65283__1.65283	1150298__A0A173YHI7__ERS852406_00466
ERR1913264.65422__1.65422	1262933__R7PDP2__BN736_00894
ERR1913264.65500__1.65500	823__A0A173VPM3__DHW69_17170
ERR1913264.65571__1.65571	1965537__A0A1Y4WB77__B5E42_17530
ERR1913264.65675__1.65675	40518__R5DU92__DXD93_03170
ERR1913264.65811__1.65811	1501391__GCA_000786575.1_00120
ERR1913264.65976__1.65976	1262922__R6E4W9__BN487_01554
ERR1913264.65998__1.65998	1262922__R6EA55__BN487_00827
ERR1913264.66016__1.66016	649756__D4MXQ3__DO83_00245
ERR1913264.66020__1.66020	823__E1YR62__HMPREF1059_02331
ERR1913264.66102__1.66102	39491__D6E2U1__EUBREC_3278
ERR1913264.66073__1.66073	2137880__A0A316NNE6__DBY21_08645
ERR1913264.66119__1.66119	1262989__R6YP31__BN815_01593
ERR1913264.66373__1.66373	1263000__R5EMM7__BN466_00616
ERR1913264.66274__1.66274	39491__A0A396FUZ3__phoR_1
ERR1913264.66460__1.66460	328814__GCA_004558275.1_00099
ERR1913264.66638__1.66638	1262933__R7PDH6__BN736_00833
ERR1913264.66793__1.66793	1262922__R6EXS9__BN487_01090
ERR1913264.66855__1.66855	1262922__R6EEP0__BN487_01314
ERR1913264.67083__1.67083	39491__A0A395ZGU6__ERS852417_01456
ERR1913264.67137__1.67137	1263000__R5EGP9__BN466_01419
ERR1913264.67180__1.67180	1262922__R6DZZ7__BN487_00771
ERR1913264.67285__1.67285	2108523__A0A2P2FCZ2__LAWASA_3938
ERR1913264.67593__1.67593	39491__A0A395ZKJ0__DXD13_11010
ERR1913264.67610__1.67610	1034346__A0A3C0DFE8__DES51_103219
ERR1913264.67787__1.67787	1262933__R7PAU6__BN736_01243
ERR1913264.67834__1.67834	33039__A0A174ZX07__dapE_1
ERR1913264.67967__1.67967	39491__A0A396FEW6__T1815_18721
ERR1913264.68016__1.68016	39491__A0A396FKI0__DXC13_11560
ERR1913264.68025__1.68025	821__D4V4X2__DXC16_18525
ERR1913264.68314__1.68314	823__D7IT19__DHP27_03495
ERR1913264.68319__1.68319	1262922__R6EF96__BN487_01418
ERR1913264.68454__1.68454	821__E5UY21__C800_02204
ERR1913264.68486__1.68486	39491__C4ZHS4__EUR_24420
ERR1913264.68506__1.68506	1262933__R7PDZ9__BN736_00494
ERR1913264.68646__1.68646	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913264.69268__1.69268	1262922__R6EDI1__BN487_01092
ERR1913264.69307__1.69307	821__A0A0P0M405__DXC02_15075
ERR1913264.69560__1.69560	1099853__G9S6N8__NSB1T_13280
ERR1913264.69622__1.69622	360807__C0FT10__ROSEINA2194_01877
ERR1913264.69740__1.69740	28117__R7JR95__ALIPUT_01367
ERR1913264.69743__1.69743	853__A0A2A7AXC8__C4N21_14120
ERR1913264.70122__1.70122	1262922__R6E9C2__BN487_00401
ERR1913264.70266__1.70266	1262922__R6E736__BN487_01852
ERR1913264.70421__1.70421	821__A0A174K302__CUU_3129
ERR1913264.70483__1.70483	1262922__R6E5U1__BN487_01344
ERR1913264.70596__1.70596	28117__B0MTH2__ALIPUT_00061
ERR1913264.70648__1.70648	1263000__R5EQY7__BN466_01150
ERR1913264.70764__1.70764	28117__B0MUR5__BHV66_03900
ERR1913264.70875__1.70875	28118__F9Z9Z6__DHW44_15190
ERR1913264.70880__1.70880	1262922__R6E9C2__BN487_00401
ERR1913264.70919__1.70919	39491__C4ZD70__LD38_03510
ERR1913264.70981__1.70981	28117__B0MUB3__ALIPUT_00727
ERR1913264.71304__1.71304	39491__A0A396FBR6__DXC13_08575
ERR1913264.71368__1.71368	1262933__R7PDC9__BN736_00274
ERR1913264.71476__1.71476	46503__R6X3F9__DCY29_09585
ERR1913264.71493__1.71493	39491__C4Z9E9__T1815_12341
ERR1913264.71802__1.71802	39491__A0A174EQV2__DXB69_10230
ERR1913264.71895__1.71895	1150298__A0A174EBT8__ERS852406_01739
ERR1913264.72054__1.72054	1501391__GCA_000786575.1_00025
ERR1913264.72042__1.72042	46228__B5CR74__HMPREF1202_02190
ERR1913264.72177__1.72177	853__D4JY61__C4N21_10560
ERR1913264.72377__1.72377	39491__A0A396FKG5__DXB76_07455
ERR1913264.72386__1.72386	853__A0A173XRA8__CGS56_09290
ERR1913264.72481__1.72481	823__A0A355XIK0__CEQ22_011965
ERR1913264.72469__1.72469	1262933__R7PCX2__BN736_01897
ERR1913264.72681__1.72681	39491__A0A395ZDC6__addB
ERR1913264.72718__1.72718	40518__R5DX31__DXD86_09775
ERR1913264.73005__1.73005	487174__R5FN40__HMPREF9448_01366
ERR1913264.73187__1.73187	1703337__A0A2U0U7Q7__C7379_11089
ERR1913264.73354__1.73354	39491__D6E4H2__DXB99_00485
ERR1913264.73432__1.73432	39483__D4JEJ6__HMPREF0367_00468
ERR1913264.73591__1.73591	1150298__A0A174HIS8__ERS852535_00284
ERR1913264.74103__1.74103	160404__A0A1M6LMZ6__SAMN02745138_00376
ERR1913264.74298__1.74298	39491__A0A395V397__EUR_09960
ERR1913264.74374__1.74374	1501391__GCA_000786575.1_00137
ERR1913264.74717__1.74717	1965537__A0A1Y4WQC6__B5E42_02480
ERR1913264.74740__1.74740	28118__R6F5X8__DF785_07935
ERR1913264.74743__1.74743	39491__A0A173U130__ERE_16110
ERR1913264.74657__1.74657	28117__B0N007__BHV66_10275
ERR1913264.74901__1.74901	39488__A0A285PQP4__DXD91_02025
ERR1913264.74939__1.74939	821__A0A174WBC9__ERS852556_03145
ERR1913264.75264__1.75264	40520__R7DD10__glgB
ERR1913264.75408__1.75408	328813__A0A1Y3QRL5__B5G41_11625
ERR1913264.75456__1.75456	214856__A0A174BE12__ERS852559_01398
ERR1913264.75471__1.75471	1262933__R7P862__BN736_01621
ERR1913264.75567__1.75567	823__A0A078SLK0__ERS852513_02755
ERR1913264.75732__1.75732	39491__A0A174G6M3__DXD13_14470
ERR1913264.75791__1.75791	823__A6LC27__DXB14_11470
ERR1913264.75841__1.75841	1262922__R6EG39__BN487_01800
ERR1913264.75961__1.75961	1150298__R7JRC8__ERS852535_02456
ERR1913264.76023__1.76023	1262933__R7PD20__BN736_00884
ERR1913264.76133__1.76133	39491__A0A395V1R3__T1815_08181
ERR1913264.76242__1.76242	33039__D4M6R8__bglB_8
ERR1913264.76372__1.76372	28117__B0MWP2__ALIPUT_01468
ERR1913264.76551__1.76551	39491__A0A395V0H6__ERS852580_02570
ERR1913264.76875__1.76875	360807__C0FYZ7__ERS852444_03522
ERR1913264.77063__1.77063	853__A0A2A7B1Y7__C7K05_11930
ERR1913264.77195__1.77195	853__A0A3E2V168__FAEPRAM212_00929
ERR1913264.77257__1.77257	1262922__R6E290__BN487_01114
ERR1913264.77670__1.77670	1262922__R6EEP0__BN487_01314
ERR1913264.77688__1.77688	39491__D6E2U1__EUBREC_3278
ERR1913264.77698__1.77698	487174__R5FJH0__DDY40_07055
ERR1913264.77876__1.77876	1262933__R7PB85__BN736_00258
ERR1913264.78038__1.78038	28118__R6F390__ypdA_1
ERR1913264.78297__1.78297	39491__A0A174EQV2__DXB69_10230
ERR1913264.78336__1.78336	853__A0A2A7A4A9__C4N21_14870
ERR1913264.78359__1.78359	39491__A0A395UWZ1__DXC13_02175
ERR1913264.78447__1.78447	1150298__A0A174Q6Q0__ERS852406_00063
ERR1913264.78473__1.78473	1262933__R7PEZ3__BN736_00729
ERR1913264.78481__1.78481	1965537__A0A1Y4WPV9__B5E42_01160
ERR1913264.78505__1.78505	39491__A0A396FSR4__ERS852580_02287
ERR1913264.78523__1.78523	360807__C0G081__ERS852444_03377
ERR1913264.78541__1.78541	552398__F4XD15__HMPREF0866_01733
ERR1913264.78624__1.78624	823__A0A173RD26__B5F32_03910
ERR1913264.78773__1.78773	39491__A0A395UZ89__DXB72_12805
ERR1913264.79523__1.79523	301302__A0A173T0N8__ERS852420_01792
ERR1913264.79531__1.79531	46503__R6Y4M7__HMPREF1078_03269
ERR1913264.79610__1.79610	1099853__G9S128__NSB1T_01840
ERR1913264.79666__1.79666	1262933__R7PB79__BN736_00852
ERR1913264.80162__1.80162	39491__A0A396FJJ9__DXB76_11995
ERR1913264.80136__1.80136	39491__A0A173TFQ1__rsmF
ERR1913264.80278__1.80278	214856__A0A173YE57__ERS852559_00126
ERR1913264.80468__1.80468	28117__B0MU76__ALIPUT_00202
ERR1913264.80510__1.80510	39491__A0A173RJ81__DXB76_01570
ERR1913264.80685__1.80685	853__A0A173T6P2__DWZ46_14595
ERR1913264.80720__1.80720	1965560__A0A1Y4RFR5__B5E82_15700
ERR1913264.81027__1.81027	1262922__R6F3P6__BN487_01980
ERR1913264.81120__1.81120	1150298__A0A174PLY5__ERS852406_01056
ERR1913264.81177__1.81177	823__D7IT19__DHP27_03495
ERR1913264.81423__1.81423	1501391__GCA_000786575.1_00120
ERR1913264.81626__1.81626	39491__A0A395ZHH5__ERS852497_02076
ERR1913264.81707__1.81707	1262933__R7PBZ0__BN736_00523
ERR1913264.81713__1.81713	823__A0A355XN73__DXC05_07000
ERR1913264.81796__1.81796	46228__B5CTC0__RUMLAC_02743
ERR1913264.81915__1.81915	1263000__R5EKG2__BN466_02040
ERR1913264.82032__1.82032	214856__I3YMN6__Alfi_1938
ERR1913264.82167__1.82167	1501391__GCA_000786575.1_00018
ERR1913264.82342__1.82342	39491__A0A396FMF1__EUR_28700
ERR1913264.82366__1.82366	39491__A0A396FKI0__DXC13_11560
ERR1913264.82599__1.82599	1550024__G9RVU1__TQ39_06560
ERR1913264.82683__1.82683	1262922__R6E682__BN487_01726
ERR1913264.82862__1.82862	39491__A0A396FUZ3__phoR_1
ERR1913264.82959__1.82959	28117__B0N007__BHV66_10275
ERR1913264.83108__1.83108	28118__R6G2E8__DHW44_05790
ERR1913264.83129__1.83129	360807__A0A0M6WHB7__ERS852444_00092
ERR1913264.83343__1.83343	1150298__A0A174AP40__ERS852535_01165
ERR1913264.83346__1.83346	821__C3RB94__DXC03_15585
ERR1913264.83810__1.83810	671267__R9I7B5__C802_04018
ERR1913264.83825__1.83825	39485__C4Z6N2__EUBELI_20479
ERR1913264.83894__1.83894	39491__A0A395UUN5__EUBREC_0291
ERR1913264.84046__1.84046	1965537__A0A1Y4WPK4__B5E42_06685
ERR1913264.84049__1.84049	410072__A0A173SR68__ERS852525_01153
ERR1913264.84151__1.84151	39488__A0A285PQE3__DXD91_00180
ERR1913264.84178__1.84178	823__D7ILK2__ERS852380_00031
ERR1913264.84223__1.84223	28117__B0MWH8__BHV66_01330
ERR1913264.84295__1.84295	1262933__R7PAS1__BN736_01218
ERR1913264.84408__1.84408	1262933__R7PDJ8__BN736_00265
ERR1913264.84474__1.84474	1262922__R6E8V3__BN487_01763
ERR1913264.84589__1.84589	39491__A0A0M6WWT1__dus_2
ERR1913264.84596__1.84596	33039__A0A174ZHW3__ERS852424_00452
ERR1913264.84637__1.84637	1099853__R7DJI2__NSB1T_00850
ERR1913264.84642__1.84642	1262792__R6ZL51__BN593_01721
ERR1913264.84668__1.84668	39491__A0A2U2EK03__ERE_28780
ERR1913264.84610__1.84610	823__A0A355XJT5__ERS852429_03504
ERR1913264.84625__1.84625	1550024__A0A0D8IZ16__ASJ35_10840
ERR1913264.84855__1.84855	28117__B0MVL5__BHV66_01660
ERR1913264.84944__1.84944	39491__A0A395UWZ1__DXC13_02175
ERR1913264.85077__1.85077	818__D7I7V5__BJP75_001030
ERR1913264.85152__1.85152	28117__B0MTD2__ALIPUT_00428
ERR1913264.85298__1.85298	39491__A0A395ZBQ4__cph2_2
ERR1913264.86064__1.86064	39491__A0A396FFW0__ERE_10580
ERR1913264.86212__1.86212	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913264.86270__1.86270	1501391__GCA_000786575.1_00156
ERR1913264.86412__1.86412	1150298__A0A174BP05__murAA
ERR1913264.86470__1.86470	328814__GCA_004558275.1_00060
ERR1913264.86501__1.86501	1263000__R5EMZ8__BN466_00707
ERR1913264.86694__1.86694	1262873__R6WB31__BN605_01664
ERR1913264.86776__1.86776	39491__D6E118__DXB69_05765
ERR1913264.87052__1.87052	39491__C4ZC33__DXC13_11585
ERR1913264.87092__1.87092	823__A0A395Z0N9__DHW69_05890
ERR1913264.87358__1.87358	40518__R5DVL2__penA
ERR1913264.87444__1.87444	46503__R6Y9P8__evgS_3
ERR1913264.87729__1.87729	39491__A0A395V464__EUBREC_1509
ERR1913264.87783__1.87783	1263000__R5EHB0__BN466_01647
ERR1913264.87793__1.87793	46228__B5CLV0__DXD17_01245
ERR1913264.87823__1.87823	39491__A0A396FJJ9__DXB76_11995
ERR1913264.87824__1.87824	1262922__R6E5W2__BN487_01361
ERR1913264.87839__1.87839	1262922__R6E219__BN487_00678
ERR1913264.87858__1.87858	1150298__A0A174J629__ERS852498_00833
ERR1913264.87931__1.87931	39491__A0A395V0E5__ERE_31370
ERR1913264.87982__1.87982	28117__B0MVL5__BHV66_01660
ERR1913264.87975__1.87975	1262922__R6ECW3__BN487_01323
ERR1913264.88088__1.88088	487174__K0WY34__DDY40_07435
ERR1913264.88163__1.88163	301302__A0A0M6WYL6__ERS852420_02628
ERR1913264.88328__1.88328	418240__A0A174AUI7__ERS852478_00883
ERR1913264.88482__1.88482	1262922__R6E3T8__BN487_00972
ERR1913264.88499__1.88499	39491__C4Z9K0__DXD95_07445
ERR1913264.88726__1.88726	2137880__A0A316NQT5__DBY21_06865
ERR1913264.89230__1.89230	823__A0A174U5E4__BDI_3390
ERR1913264.89284__1.89284	39491__C4ZGN3__DXB99_14175
ERR1913264.89320__1.89320	39491__C4Z9J5__DXB69_02495
ERR1913264.89392__1.89392	821__A0A3E4XY72__NCTC10583_01067
ERR1913264.89455__1.89455	853__A0A173T0Y8__CGS54_07215
ERR1913264.89658__1.89658	823__A0A174VBJ5__M091_5021
ERR1913264.89730__1.89730	1262922__R6F3E6__BN487_01915
ERR1913264.89793__1.89793	28117__B0MWH8__BHV66_01330
ERR1913264.89875__1.89875	39491__A0A395ZBQ4__cph2_2
ERR1913264.89950__1.89950	1262933__R7PDH6__BN736_00833
ERR1913264.90038__1.90038	28117__B0MXQ6__ALIPUT_01917
ERR1913264.90127__1.90127	1501391__GCA_000786575.1_00006
ERR1913264.90348__1.90348	39491__C4Z8B6__ERE_17960
ERR1913264.90421__1.90421	823__C7XBX3__HMPREF1059_03212
ERR1913264.90492__1.90492	821__E5UY21__C800_02204
ERR1913264.90653__1.90653	39491__A0A395ZBW8__DXC13_08840
ERR1913264.90676__1.90676	39491__A0A396FBR6__DXC13_08575
ERR1913264.90684__1.90684	853__A0A173YYY4__DWZ04_09420
ERR1913264.90883__1.90883	39491__A0A174K9A3__DXB69_07785
ERR1913264.91001__1.91001	823__C7XA51__BDI_0499
ERR1913264.91058__1.91058	39491__C4ZAT2__ERE_28440
ERR1913264.91218__1.91218	487174__K0WV63__DIT83_11035
ERR1913264.91233__1.91233	39491__A0A395ZHH5__ERS852497_02076
ERR1913264.91423__1.91423	46228__V8C8L7__RUMLAC_00949
ERR1913264.91486__1.91486	2108523__A0A2P2FCF2__LAWASA_3737
ERR1913264.91567__1.91567	821__A0A174RA14__M099_1655
ERR1913264.91685__1.91685	28117__B0MXU0__BHV66_07550
ERR1913264.91697__1.91697	1262922__R6EA90__BN487_00523
ERR1913264.91893__1.91893	446660__GCA_003428235.1_02052
ERR1913264.92123__1.92123	1263000__R5ESM1__BN466_01440
ERR1913264.92376__1.92376	292800__A0A096CPP2__yfkN_3
ERR1913264.92580__1.92580	39491__A0A396FP46__cobD_2
ERR1913264.92582__1.92582	2108523__A0A2P2FD44__LAWASA_3973
ERR1913264.92763__1.92763	160404__R6PYA5__B5G26_09600
ERR1913264.92735__1.92735	46228__V8BSH8__HMPREF1202_02173
ERR1913264.92740__1.92740	821__A0A0P0L8F8__ERS852509_03705
ERR1913264.92809__1.92809	1150298__A0A174APS6__kinA
ERR1913264.92826__1.92826	821__I9R3W6__DXC16_12455
ERR1913264.92855__1.92855	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913264.93175__1.93175	46228__V8C8N0__RUMLAC_01038
ERR1913264.93180__1.93180	1550024__A0A0D8J0K7__TQ39_06245
ERR1913264.93229__1.93229	39491__D6E2U1__EUBREC_3278
ERR1913264.93270__1.93270	1550024__A0A3B9WFL2__ASJ35_03875
ERR1913264.93282__1.93282	823__D7IPM3__DER51_17585
ERR1913264.93385__1.93385	1262922__R6EYJ3__BN487_01212
ERR1913264.93472__1.93472	39491__A0A396FJJ9__DXB76_11995
ERR1913264.93602__1.93602	1262922__R6E9C2__BN487_00401
ERR1913264.93803__1.93803	1262922__R6EBN7__BN487_01095
ERR1913264.94235__1.94235	33039__R6PZ42__mprA_2
ERR1913264.94238__1.94238	40518__R5DP91__RBL236_00890
ERR1913264.94402__1.94402	823__A6LEF1__CF162_12695
ERR1913264.94449__1.94449	39491__C4ZF05__vpr
ERR1913264.94728__1.94728	413497__K8ASR5__BN134_4384
ERR1913264.94756__1.94756	1262922__R6E9C2__BN487_00401
ERR1913264.95192__1.95192	1262922__R6E8V3__BN487_01763
ERR1913264.95452__1.95452	39491__A0A396FGM9__fliU_1
ERR1913264.95524__1.95524	1262922__R6E195__BN487_00989
ERR1913264.95631__1.95631	1150298__A0A174GDE8__ERS852535_00119
ERR1913264.95738__1.95738	1262922__R6EDI1__BN487_01092
ERR1913264.96040__1.96040	1262922__R6E5U1__BN487_01344
ERR1913264.96242__1.96242	418240__C6JAX8__ERS852478_02355
ERR1913264.96408__1.96408	39491__A0A396FNY7__LD38_16155
ERR1913264.96608__1.96608	1150298__A0A174DU21__toxA_3
ERR1913264.96636__1.96636	357276__I9QBT7__BSEG_03340
ERR1913264.97082__1.97082	410072__A0A173Y221__spoIIIAE
ERR1913264.97198__1.97198	823__A0A395YXR9__M091_4086
ERR1913264.97513__1.97513	39491__D6E118__DXB69_05765
ERR1913264.97459__1.97459	39491__D4JM76__DXC13_02150
ERR1913264.97633__1.97633	1262933__R7P962__BN736_01206
ERR1913264.97842__1.97842	820__A0A3E4PYB0__yejM
ERR1913264.98050__1.98050	39491__C4Z9E9__T1815_12341
ERR1913264.98165__1.98165	39491__A0A395V5R3__EUBREC_1883
ERR1913264.98362__1.98362	1262922__R6EEP0__BN487_01314
ERR1913264.98457__1.98457	328814__GCA_004558275.1_00025
ERR1913264.98432__1.98432	160404__R6QVR7__B5G26_03040
ERR1913264.98616__1.98616	28117__R7JIY2__BHV66_06465
ERR1913264.98582__1.98582	39492__D4JTF2__mutS2
ERR1913264.98671__1.98671	1262933__R7P6J9__BN736_01125
ERR1913264.98749__1.98749	1965537__A0A1Y4WET0__B5E42_13755
ERR1913264.98835__1.98835	39491__A0A396FF17__EUR_31400
ERR1913264.98925__1.98925	40518__R5DTJ1__DXD86_03635
ERR1913264.99240__1.99240	671267__R9IB12__C802_00696
ERR1913264.99289__1.99289	1262933__R7PCN4__BN736_01780
ERR1913264.99659__1.99659	853__A0A173TAZ8__DWZ46_14590
ERR1913264.99872__1.99872	28117__B0MYW7__ALIPUT_02336
ERR1913264.99911__1.99911	39491__A0A396FSR4__ERS852580_02287
ERR1913264.99938__1.99938	39491__A0A396FMF1__EUR_28700
ERR1913264.100006__1.100006	823__A0A355XF06__B5F32_11480
ERR1913264.100201__1.100201	39491__C4ZGN3__DXB99_14175
ERR1913264.100561__1.100561	46503__R6WQY8__HMPREF1078_01285
ERR1913264.100757__1.100757	823__A0A395YVY3__ERS852513_03204
ERR1913264.101009__1.101009	39491__A0A395ZHV7__ykvU
ERR1913264.101228__1.101228	1501391__GCA_000786575.1_00087
ERR1913264.101275__1.101275	39491__R6UMS6__DXD13_07035
ERR1913264.101420__1.101420	1150298__A0A174PHI0__ERS852498_00826
ERR1913264.101536__1.101536	39491__A0A395ZHW3__ERS852417_01359
ERR1913264.101633__1.101633	28117__B0MTV0__BHV66_06395
ERR1913264.101753__1.101753	2108523__A0A2P2FCW6__LAWASA_3918
ERR1913264.101954__1.101954	39491__A0A395V1Y4__DXB99_08035
ERR1913264.102211__1.102211	1965538__A0A1Y4W209__B5E43_11875
ERR1913264.102322__1.102322	28117__B0MTV0__BHV66_06395
