ERR1913293.45__1.45	216816__B3DQ11__APC1466_1528
ERR1913293.63913__1.63913	387090__S0FDS0__BACCOPRO_03642
ERR1913293.64042__1.64042	33043__A0A174GAW5__ydcV_2
ERR1913293.64367__1.64367	821__A0A3E4KIM1__M097_3660
ERR1913293.64470__1.64470	1263000__R5EQL2__BN466_00892
ERR1913293.64484__1.64484	1262917__R5AJ42__BN456_01672
ERR1913293.64936__1.64936	1262917__R5AQ31__BN456_01284
ERR1913293.65097__1.65097	1262736__R5Y8Z5__BN496_01182
ERR1913293.65175__1.65175	1262917__R5APL3__BN456_01119
ERR1913293.65237__1.65237	310297__B5D038__BACPLE_02359
ERR1913293.65241__1.65241	1262911__R6GPB5__BN557_00842
ERR1913293.65220__1.65220	239935__A0A2N8IVR0__CXT87_07115
ERR1913293.65282__1.65282	1262917__R5AX10__BN456_00253
ERR1913293.65563__1.65563	310297__B5CV97__DXD04_03850
ERR1913293.65628__1.65628	1262911__R6GI18__BN557_01377
ERR1913293.65600__1.65600	1897011__A0A1Q6RG95__BHW41_02720
ERR1913293.65736__1.65736	1262917__R5AQX1__BN456_00592
ERR1913293.65920__1.65920	40519__U2KYR7__RUMCAL_00225
ERR1913293.65945__1.65945	1262917__R5AKS2__BN456_02142
ERR1913293.66043__1.66043	39491__A0A174A751__DXB69_15525
ERR1913293.66119__1.66119	820__A7V9F9__B5G17_14640
ERR1913293.66497__1.66497	214856__A0A175A6T5__ERS852447_02658
ERR1913293.66535__1.66535	1262917__R5AXP5__BN456_02173
ERR1913293.66561__1.66561	28116__A0A1Y4PIA6__BACOV975_04529
ERR1913293.66705__1.66705	1262917__R5AR82__BN456_01624
ERR1913293.66734__1.66734	853__A0A173YYY4__DWZ04_09420
ERR1913293.67215__1.67215	1099853__G9S1R0__NSB1T_04390
ERR1913293.67223__1.67223	78345__A0A087BJK4__SAMN02745589_1497
ERR1913293.67240__1.67240	820__A0A174M9V5__M093_0237
ERR1913293.67300__1.67300	116085__D4J3T3__DW747_12460
ERR1913293.67740__1.67740	28052__R7NDB6__ERS852499_00304
ERR1913293.67935__1.67935	40518__R5DY73__DXD86_02865
ERR1913293.68024__1.68024	1628085__A0A3E2XRG6__C7386_10212
ERR1913293.68029__1.68029	106588__A6NPX7__BACCAP_00246
ERR1913293.68427__1.68427	1897011__A0A1Q6REA0__BHW41_04660
ERR1913293.68479__1.68479	301301__G2SZ82__RHOM_00970
ERR1913293.68592__1.68592	33043__A0A173XM20__ERS852445_01573
ERR1913293.68629__1.68629	454154__G5SUF2__HMPREF9441_03012
ERR1913293.69051__1.69051	239935__A0A2N8HUU6__CXT90_06150
ERR1913293.69128__1.69128	1099853__U5CH64__NSB1T_03100
ERR1913293.69211__1.69211	1262917__R5AXP5__BN456_02173
ERR1913293.69226__1.69226	1262917__R5AVU6__BN456_01673
ERR1913293.69419__1.69419	301301__A0A395VA97__RHOM_13930
ERR1913293.69432__1.69432	820__A0A3E4WA06__ERS852554_03404
ERR1913293.69626__1.69626	1262917__R5APN9__BN456_02126
ERR1913293.69721__1.69721	820__A0A173YYG4__evgS_3
ERR1913293.69861__1.69861	1262917__R5B074__BN456_00067
ERR1913293.69794__1.69794	820__A0A3E4GA19__SAMN05444418_10562
ERR1913293.70060__1.70060	820__A0A1T4IYF4__mprA_1
ERR1913293.70166__1.70166	1262917__R5ANF9__BN456_01760
ERR1913293.70123__1.70123	357276__A0A076IRZ5__BACDOR_00630
ERR1913293.70157__1.70157	1262917__R5AVT6__BN456_01663
ERR1913293.70526__1.70526	572010__nifJ
ERR1913293.70726__1.70726	28117__R7JJM9__ALIPUT_00662
ERR1913293.70736__1.70736	1262992__R5DA18__BN795_01586
ERR1913293.70991__1.70991	1262917__R5AX10__BN456_00253
ERR1913293.71390__1.71390	1263000__R5EV67__BN466_01611
ERR1913293.71395__1.71395	1262917__R5AVI7__BN456_00983
ERR1913293.71510__1.71510	1235835__R9LCU2__C814_02677
ERR1913293.71581__1.71581	1262700__R5XC07__BN695_01332
ERR1913293.71871__1.71871	853__A0A2J4JL53__CRH10_10795
ERR1913293.72025__1.72025	1897011__A0A1Q6REU8__BHW41_04300
ERR1913293.72115__1.72115	1262911__R6H2J2__BN557_01228
ERR1913293.72135__1.72135	820__A0A173YYG4__evgS_3
ERR1913293.72136__1.72136	1262917__R5AWQ2__BN456_01907
ERR1913293.72302__1.72302	1263000__R5EFY3__BN466_01416
ERR1913293.72353__1.72353	1262917__R5AV62__BN456_00846
ERR1913293.72500__1.72500	410072__C0B9X3__ERS852481_01672
ERR1913293.72472__1.72472	820__A7UYG6__M094_0070
ERR1913293.72582__1.72582	1262920__R5KD76__BN467_01465
ERR1913293.72649__1.72649	1262917__R5AKS2__BN456_02142
ERR1913293.72709__1.72709	1262917__R5AX17__BN456_01972
ERR1913293.72883__1.72883	820__A0A3E4VXP2__yesR
ERR1913293.72972__1.72972	818__C6ILT7__BSIG_2708
ERR1913293.73042__1.73042	820__A0A139K8N1__ERS852554_00951
ERR1913293.73303__1.73303	1263000__R5EXF8__BN466_01942
ERR1913293.73246__1.73246	47678__R5UXY0__CGC64_03535
ERR1913293.73417__1.73417	1263000__R5EDV4__BN466_01097
ERR1913293.73711__1.73711	1262911__R6HJV5__BN557_00309
ERR1913293.73783__1.73783	1520815__A0A1I3K6R0__SAMN02910435_00571
ERR1913293.73846__1.73846	46228__B5CKX6__RUMLAC_00090
ERR1913293.74127__1.74127	1262917__R5ALZ5__BN456_00616
ERR1913293.74149__1.74149	1150298__R7JUW7__ERS852406_02089
ERR1913293.74276__1.74276	1262917__R5B074__BN456_00067
ERR1913293.74449__1.74449	820__A0A3E4WA06__ERS852554_03404
ERR1913293.74501__1.74501	1262917__R5AXK0__BN456_02133
ERR1913293.74843__1.74843	1263030__R5CZV8__BN705_01159
ERR1913293.75256__1.75256	39485__R5ZRT8__gmr_6
ERR1913293.75325__1.75325	1262917__R5AS71__BN456_00179
ERR1913293.75612__1.75612	1262988__R7N3Y4__BN816_00210
ERR1913293.75803__1.75803	310298__B3JH76__BACCOP_01230
ERR1913293.75891__1.75891	39491__A0A396FI89__DXD95_01300
ERR1913293.76048__1.76048	1262917__R5AL85__BN456_00375
ERR1913293.76171__1.76171	239935__A0A2N8IZ16__CXT84_05850
ERR1913293.76173__1.76173	384638__B7APR0__BACPEC_00666
ERR1913293.76438__1.76438	820__A0A173WZS4__DXD90_10250
ERR1913293.76863__1.76863	310298__B3JKM0__BACCOP_02451
ERR1913293.76976__1.76976	88431__A6BGH9__ERS852408_02691
ERR1913293.77519__1.77519	853__A0A173XRA8__CGS56_09290
ERR1913293.77682__1.77682	28118__F9Z7S2__DF785_12600
ERR1913293.77727__1.77727	1263000__R5EFA7__BN466_01197
ERR1913293.77906__1.77906	1262736__R5YJ29__BN496_01288
ERR1913293.77997__1.77997	1262917__R5ASI0__BN456_01125
ERR1913293.78062__1.78062	1262917__R5AS64__BN456_00169
ERR1913293.78072__1.78072	45851__D4RWC6__BHV86_07010
ERR1913293.78374__1.78374	821__A0A174NM17__lacZ_6
ERR1913293.78433__1.78433	944036__A0A196SFK2__AV274_3371
ERR1913293.78504__1.78504	1262917__R5AYV2__BN456_00612
ERR1913293.78685__1.78685	1262917__R5AN63__BN456_00147
ERR1913293.78730__1.78730	1262917__R5ASB7__BN456_01080
ERR1913293.79006__1.79006	820__A0A1T4IY71__HMPREF2141_02402
ERR1913293.78978__1.78978	45851__D4S1J6__BHV86_08535
ERR1913293.78991__1.78991	1262917__R5ALZ5__BN456_00616
ERR1913293.79697__1.79697	821__A0A395UNT8__DXD64_15275
ERR1913293.79700__1.79700	853__A0A2A7ATM9__DWZ89_13645
ERR1913293.80055__1.80055	1897011__A0A1Q6RFG1__BHW41_03725
ERR1913293.80135__1.80135	40518__R5DVL2__penA
ERR1913293.80204__1.80204	28117__B0MUT8__ALIPUT_00879
ERR1913293.80770__1.80770	33043__A0A174B5C6__acm_3
ERR1913293.81094__1.81094	1897011__A0A1Q6REX7__BHW41_04490
ERR1913293.81124__1.81124	1262917__R5ASX8__BN456_01240
ERR1913293.81277__1.81277	821__A0A395UNT8__DXD64_15275
ERR1913293.81508__1.81508	1262917__R5AQ31__BN456_01284
ERR1913293.81572__1.81572	28118__F9Z4Y7__DF785_06945
ERR1913293.81790__1.81790	39485__A0A174ZPH7__ERS852490_01992
ERR1913293.81898__1.81898	33043__A0A173X520__ERS852575_01617
ERR1913293.82322__1.82322	214856__I3YPN5__Alfi_2693
ERR1913293.82514__1.82514	40518__R5DR72__RBL236_02110
ERR1913293.82550__1.82550	1680__A0A3E4SB79__BAD_1517
ERR1913293.82576__1.82576	357276__A0A0M1VYB8__HMPREF1063_02104
ERR1913293.82763__1.82763	552398__F4XCR9__HMPREF0866_01636
ERR1913293.82814__1.82814	853__A0A3E2V168__FAEPRAM212_00929
ERR1913293.83180__1.83180	820__A0A139JRS5__HMPREF1073_04025
ERR1913293.83442__1.83442	40518__R5E6X5__sbcD
ERR1913293.83552__1.83552	901__B6WXX4__DESPIGER_1515
ERR1913293.83514__1.83514	1263006__R6LMV9__BN515_01406
ERR1913293.83612__1.83612	357276__A0A076ITU4__EL88_22160
ERR1913293.83732__1.83732	820__A0A3E4RUC4__DHU98_02635
ERR1913293.83847__1.83847	387090__S0FEJ2__BACCOPRO_03269
ERR1913293.84323__1.84323	1262917__R5AXP5__BN456_02173
ERR1913293.84556__1.84556	310297__B5D252__BACPLE_03055
ERR1913293.84736__1.84736	1897011__A0A1Q6RCL1__BHW41_06190
ERR1913293.84984__1.84984	1550024__A0A0D8IZK5__TQ39_07980
ERR1913293.85158__1.85158	853__A0A3E2V168__FAEPRAM212_00929
ERR1913293.85228__1.85228	165179__A0A3E5DRF6__DXC61_00200
ERR1913293.85362__1.85362	1262917__R5ASX8__BN456_01240
ERR1913293.85644__1.85644	1262917__R5B074__BN456_00067
ERR1913293.85819__1.85819	820__A0A1T4IY71__HMPREF2141_02402
ERR1913293.86056__1.86056	1897011__A0A1Q6RFC7__BHW41_03540
ERR1913293.86167__1.86167	1262917__R5AXP5__BN456_02173
ERR1913293.86227__1.86227	1897011__A0A1Q6RJV2__BHW41_00030
ERR1913293.86318__1.86318	674529__R6UW30__SAMN05444400_107160
ERR1913293.86415__1.86415	1262917__R5AK62__BN456_00212
ERR1913293.86656__1.86656	1263000__R5EF36__BN466_01303
ERR1913293.87021__1.87021	1262917__R5AM67__BN456_00686
ERR1913293.87045__1.87045	853__A0A173XRA8__CGS56_09290
ERR1913293.87066__1.87066	820__A0A3E4RU03__M093_0563
ERR1913293.87099__1.87099	1262917__R5ASX8__BN456_01240
ERR1913293.87108__1.87108	853__A0A2A7B1Y7__C7K05_11930
ERR1913293.87353__1.87353	944036__A0A196SDD1__AV274_3276
ERR1913293.87544__1.87544	310298__B3JMI6__BACCOP_03139
ERR1913293.87560__1.87560	1897011__A0A1Q6RGX0__BHW41_01465
ERR1913293.87644__1.87644	33043__A0A173WU55__ganB_2
ERR1913293.87853__1.87853	357276__A0A076IN21__BSEG_03078
ERR1913293.87869__1.87869	28118__R6F3B7__B5F93_04425
ERR1913293.87973__1.87973	1897011__A0A1Q6REW8__BHW41_04435
ERR1913293.87985__1.87985	1897011__A0A1Q6REP0__BHW41_04040
ERR1913293.88052__1.88052	28117__B0MXW9__ALIPUT_01981
ERR1913293.88093__1.88093	1897011__A0A1Q6RG62__BHW41_02455
ERR1913293.88424__1.88424	853__A0A2A7B1Y7__C7K05_11930
ERR1913293.88427__1.88427	1262917__R5ATC3__BN456_01418
ERR1913293.88534__1.88534	1262917__R5AVI7__BN456_00983
ERR1913293.88651__1.88651	39491__A0A395UZ89__DXB72_12805
ERR1913293.89144__1.89144	1263006__R6LJG8__BN515_01754
ERR1913293.89193__1.89193	40518__R5DY98__mepA_5
ERR1913293.89230__1.89230	1262917__R5AMI0__BN456_01476
ERR1913293.89302__1.89302	33043__A0A173QUI0__ERS852386_00036
ERR1913293.89365__1.89365	328814__GCA_004558275.1_00043
ERR1913293.89415__1.89415	1262917__R5AJ42__BN456_01672
ERR1913293.89416__1.89416	357276__A0A0K2HFA1__HMPREF1065_02962
ERR1913293.89783__1.89783	1465754__A0A1H3X9W5__SAMN05444145_101153
ERR1913293.89807__1.89807	1262538__GeneID:16384850
ERR1913293.89870__1.89870	1262917__R5AXP5__BN456_02173
ERR1913293.89926__1.89926	853__C7H1R8__DW905_06675
ERR1913293.90010__1.90010	651822__GCA_000210715.1_00753
ERR1913293.90058__1.90058	1262917__R5AXC2__BN456_02072
ERR1913293.90256__1.90256	820__A7VAR9__ERS852421_00197
ERR1913293.90311__1.90311	40518__R5DUJ5__DXD83_01635
ERR1913293.90318__1.90318	301301__A0A173Z460__sunS_1
ERR1913293.90552__1.90552	1262917__R5AKS2__BN456_02142
ERR1913293.90703__1.90703	214856__I3YPR6__Alfi_2724
ERR1913293.90726__1.90726	821__R6F3Y1__SAMN04487923_104318
ERR1913293.90775__1.90775	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913293.91042__1.91042	28117__B0MU53__ALIPUT_00569
ERR1913293.91076__1.91076	1263000__R5EFJ5__BN466_01372
ERR1913293.91563__1.91563	310297__B5CV97__DXD04_03850
ERR1913293.91574__1.91574	820__A0A173YYG4__evgS_3
ERR1913293.91811__1.91811	1262917__R5B074__BN456_00067
ERR1913293.91816__1.91816	820__A7V470__HMPREF1072_02076
ERR1913293.92243__1.92243	1262785__R6LV45__BN565_02048
ERR1913293.92450__1.92450	1262917__R5AJI3__BN456_01440
ERR1913293.92762__1.92762	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913293.92802__1.92802	310298__B3JFK4__BACCOP_00654
ERR1913293.92857__1.92857	1262917__R5ARG0__BN456_01693
ERR1913293.93008__1.93008	944036__A0A196S727__AV274_6149
ERR1913293.93247__1.93247	1262917__R5AL85__BN456_00375
ERR1913293.93472__1.93472	1262917__R5AQ31__BN456_01284
ERR1913293.93405__1.93405	1262736__R5Y3Y3__BN496_01942
ERR1913293.93614__1.93614	1628085__A0A374VLY7__C7386_10688
ERR1913293.93743__1.93743	410072__C0BBK3__ERS852389_00541
ERR1913293.93904__1.93904	820__A0A174Q0F0__DXB48_08080
ERR1913293.93994__1.93994	1262917__R5B074__BN456_00067
ERR1913293.94073__1.94073	165179__D1PAJ7__PREVCOP_04222
ERR1913293.94396__1.94396	1150298__A0A174LLX0__dhaD
ERR1913293.94782__1.94782	1262917__R5ATI8__BN456_00325
ERR1913293.94748__1.94748	1262992__R5D484__BN795_00565
ERR1913293.95062__1.95062	301301__A0A395VDQ5__RHOM_08975
ERR1913293.95144__1.95144	1263000__R5EHI3__BN466_01684
ERR1913293.95267__1.95267	310298__B3JED9__BACCOP_00230
ERR1913293.95505__1.95505	1262917__R5ARE2__BN456_00150
ERR1913293.95781__1.95781	821__C6ZAA5__ERS852556_00403
ERR1913293.95679__1.95679	820__A7V8C2__ERS852554_01338
ERR1913293.95712__1.95712	40518__R5E282__DXD86_08940
ERR1913293.96067__1.96067	1263000__R5EGY6__BN466_00973
ERR1913293.96040__1.96040	853__A0A2A7B1Y7__C7K05_11930
ERR1913293.96115__1.96115	853__A0A173YYY4__DWZ04_09420
ERR1913293.96335__1.96335	1378168__V2YA11__N510_02528
ERR1913293.96379__1.96379	820__A0A174CK74__DXB48_07060
ERR1913293.96473__1.96473	1262988__R7N906__BN816_00547
ERR1913293.96639__1.96639	46503__R6Y449__ERS852463_00137
ERR1913293.96761__1.96761	1262917__R5B0J7__BN456_01197
ERR1913293.96944__1.96944	820__A0A174M9V5__M093_0237
ERR1913293.96948__1.96948	674529__A0A174EXC1__DXB21_01255
ERR1913293.96980__1.96980	384638__B7APR0__BACPEC_00666
ERR1913293.97105__1.97105	1262736__R5Y3T9__BN496_01881
ERR1913293.97158__1.97158	166486__D4KVX6__ROSINTL182_06735
ERR1913293.97582__1.97582	1262917__R5AM07__BN456_02175
ERR1913293.97858__1.97858	310298__B3JED9__BACCOP_00230
ERR1913293.97862__1.97862	39491__A0A0M6WNS5__DXC13_02015
ERR1913293.97869__1.97869	1262917__R5ASX8__BN456_01240
ERR1913293.97941__1.97941	39491__C4ZHS4__EUR_24420
ERR1913293.98170__1.98170	454155__F3QY50__HMPREF9442_03142
ERR1913293.98245__1.98245	45851__D4RXN5__BUTYVIB_00586
ERR1913293.98478__1.98478	820__A0A374MMF0__HMPREF1073_03811
ERR1913293.98641__1.98641	1262917__R5AMM7__BN456_01546
ERR1913293.98731__1.98731	394340__gyrA
ERR1913293.98850__1.98850	853__A0A2A7B1Y7__C7K05_11930
ERR1913293.98950__1.98950	1262917__R5B074__BN456_00067
ERR1913293.99619__1.99619	40518__R5DRG6__ylbJ
ERR1913293.99890__1.99890	901__B6WUN9__DESPIGER_1850
ERR1913293.99977__1.99977	39491__C4ZF05__vpr
ERR1913293.100095__1.100095	1897011__A0A1Q6RIQ9__BHW41_00470
ERR1913293.100355__1.100355	310298__B3JMZ2__BACCOP_03297
ERR1913293.100503__1.100503	487174__K0WRR5__DDY40_06130
ERR1913293.100602__1.100602	1660__A0A2X0U3H9__CYJ22_07230
ERR1913293.100762__1.100762	394340__group_866
ERR1913293.101432__1.101432	45851__D4RWC3__BUTYVIB_00254
ERR1913293.101438__1.101438	39491__A0A395V5R3__EUBREC_1883
ERR1913293.101475__1.101475	1263000__R5EUM2__BN466_01747
ERR1913293.101721__1.101721	1263006__R6LKF3__BN515_02083
ERR1913293.101835__1.101835	1262917__R5AZ23__BN456_00687
ERR1913293.102721__1.102721	818__A0A3E5GY47__SAMN02910322_02002
ERR1913293.102729__1.102729	1262917__R5AS64__BN456_00169
ERR1913293.102783__1.102783	47678__R5U8Y1__BACCAC_02615
ERR1913293.102796__1.102796	853__A0A2A7B1Y7__C7K05_11930
ERR1913293.102803__1.102803	853__C7H7F5__DWZ46_01780
ERR1913293.102815__1.102815	1150298__A0A174FT27__ERS852535_01803
ERR1913293.103066__1.103066	28117__B0N007__BHV66_10275
ERR1913293.103272__1.103272	820__A7VAR9__ERS852421_00197
ERR1913293.103638__1.103638	1262917__R5ATC3__BN456_01418
ERR1913293.103651__1.103651	1263000__R5EGY6__BN466_00973
ERR1913293.103741__1.103741	1262917__R5AVT6__BN456_01663
ERR1913293.103930__1.103930	1628085__A0A2U1BCY4__C7386_10635
ERR1913293.104253__1.104253	1897011__A0A1Q6RJY0__BHW41_00040
ERR1913293.104492__1.104492	820__A0A396CMY7__HMPREF1072_03009
ERR1913293.104660__1.104660	1262917__R5ARE2__BN456_00150
ERR1913293.104758__1.104758	1897011__A0A1Q6RIP7__BHW41_00530
ERR1913293.104902__1.104902	820__R9I2U8__DXC68_09590
ERR1913293.104862__1.104862	1263000__R5EQY7__BN466_01150
ERR1913293.105037__1.105037	1263000__R5EKG2__BN466_02040
ERR1913293.105200__1.105200	853__A0A3E2V168__FAEPRAM212_00929
ERR1913293.105702__1.105702	39491__A0A395V464__EUBREC_1509
ERR1913293.105784__1.105784	28117__B0MTV3__BHV66_06405
ERR1913293.105904__1.105904	1262917__R5ANC5__BN456_00076
ERR1913293.105967__1.105967	1235835__R9LCU2__C814_02677
ERR1913293.106135__1.106135	39491__A0A396FFW0__ERE_10580
ERR1913293.106163__1.106163	40518__R5E6X1__DXD83_01720
ERR1913293.106281__1.106281	239935__R7DVW2__CXU02_03915
ERR1913293.106293__1.106293	1262992__R5CXM8__BN795_01024
ERR1913293.106322__1.106322	820__A0A139KJ23__celCCA
ERR1913293.106462__1.106462	820__A0A174QLF0__SAMN05444418_109151
ERR1913293.106463__1.106463	1262917__R5APN9__BN456_02126
ERR1913293.106533__1.106533	1262736__R5YX38__BN496_01145
ERR1913293.106603__1.106603	944036__A0A196S9L4__AV274_4588
ERR1913293.106604__1.106604	40518__R5DTJ1__DXD86_03635
ERR1913293.106764__1.106764	39491__A0A395ZG74__licR
ERR1913293.106883__1.106883	47678__R5U8D1__CGC64_17595
ERR1913293.106933__1.106933	820__A0A3E4VXP2__yesR
ERR1913293.107235__1.107235	1897011__A0A1Q6RGA1__BHW41_02610
ERR1913293.107243__1.107243	820__A0A3E4W4Y7__B5G17_02055
ERR1913293.107507__1.107507	310297__B5D2V1__DXC17_04215
ERR1913293.107688__1.107688	1262917__R5B074__BN456_00067
ERR1913293.108229__1.108229	394340__hgdC
ERR1913293.108236__1.108236	820__A0A374Q854__HMPREF1073_03281
ERR1913293.108382__1.108382	1263000__R5EKT2__BN466_02168
ERR1913293.108407__1.108407	1262917__R5AP22__BN456_00201
ERR1913293.108610__1.108610	28118__R6FA80__DHW44_06470
ERR1913293.109092__1.109092	820__A0A3E4W9D9__B5G17_12400
ERR1913293.109116__1.109116	1862668__GCA_001945525.1_00026
ERR1913293.109364__1.109364	853__A0A173RZ39__C4N22_01650
ERR1913293.109462__1.109462	28117__B0MTH2__ALIPUT_00061
ERR1913293.109854__1.109854	239935__A0A2N8I6R6__CXU04_04335
ERR1913293.109893__1.109893	76489__A0A1E8EUC5__CLOACE_23150
ERR1913293.110197__1.110197	820__A0A173WUD7__DXB48_08055
ERR1913293.110685__1.110685	40518__R5DUU0__DXD93_03985
ERR1913293.110652__1.110652	820__A0A174CG08__DXB62_13215
ERR1913293.110862__1.110862	1263000__R5EJ76__BN466_01936
ERR1913293.111298__1.111298	820__A0A139K8N1__ERS852554_00951
ERR1913293.111444__1.111444	88431__A6BGH9__ERS852408_02691
ERR1913293.111647__1.111647	239935__A0A2N8IVR0__CXT87_07115
ERR1913293.111613__1.111613	28118__F9Z4Q7__DER54_08070
ERR1913293.111625__1.111625	446660__GCA_003428235.1_00344
ERR1913293.111691__1.111691	1263000__R5EGP9__BN466_01419
ERR1913293.111785__1.111785	1263000__R5EI35__BN466_01649
ERR1913293.111811__1.111811	820__A0A139KHX1__HMPREF2141_00289
ERR1913293.112292__1.112292	1897011__A0A1Q6RGA3__BHW41_02665
ERR1913293.112297__1.112297	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913293.112631__1.112631	572010__aspS
ERR1913293.112704__1.112704	214856__A0A175A6T5__ERS852447_02658
ERR1913293.113091__1.113091	1262917__R5ASX8__BN456_01240
ERR1913293.113153__1.113153	1263044__GCA_000433375.1_01144
ERR1913293.113190__1.113190	1262917__R5AL85__BN456_00375
ERR1913293.113413__1.113413	1262917__R5AJ42__BN456_01672
ERR1913293.113510__1.113510	1897011__A0A1Q6RJU8__BHW41_00020
ERR1913293.113950__1.113950	610243__A0A060QJF7__ASAP_2763
ERR1913293.114017__1.114017	820__A7UYG6__M094_0070
ERR1913293.114968__1.114968	310297__B5D2V9__BACPLE_03349
ERR1913293.115252__1.115252	1262917__R5AJ42__BN456_01672
ERR1913293.115681__1.115681	1262917__R5AXP5__BN456_02173
ERR1913293.115759__1.115759	671267__R9IB12__C802_00696
ERR1913293.115845__1.115845	45851__D4RZF4__BUTYVIB_01220
ERR1913293.116136__1.116136	1262917__R5AYN8__BN456_00554
ERR1913293.116143__1.116143	853__A0A173T751__C4N24_10280
ERR1913293.116343__1.116343	944036__A0A196SJB4__AV274_2253
ERR1913293.116494__1.116494	1262917__R5ALK4__BN456_02039
ERR1913293.117076__1.117076	1897011__A0A1Q6RI37__BHW41_00895
ERR1913293.117114__1.117114	853__A0A173XRA8__CGS56_09290
ERR1913293.117169__1.117169	1262992__R5D749__BN795_01063
ERR1913293.117343__1.117343	1262917__R5AQX1__BN456_00592
ERR1913293.117394__1.117394	39491__A0A396FMF1__EUR_28700
ERR1913293.117454__1.117454	651822__GCA_000210715.1_00753
ERR1913293.117594__1.117594	820__A0A396CMY7__HMPREF1072_03009
ERR1913293.117822__1.117822	1262917__R5ANE3__BN456_01111
ERR1913293.117952__1.117952	936548__J1LLT2__HMPREF1136_0384
ERR1913293.118171__1.118171	1262917__R5AIW0__BN456_01592
ERR1913293.118195__1.118195	1262785__R6LXM3__BN565_00451
ERR1913293.118300__1.118300	1262917__R5ATB0__BN456_01403
ERR1913293.118423__1.118423	1262917__R5AXP5__BN456_02173
ERR1913293.118565__1.118565	820__A0A3E4WA06__ERS852554_03404
ERR1913293.118614__1.118614	1262917__R5ASX8__BN456_01240
ERR1913293.118786__1.118786	1262917__R5AVX2__BN456_01103
ERR1913293.118952__1.118952	572010__nifJ
ERR1913293.118969__1.118969	39491__A0A396FEW6__T1815_18721
ERR1913293.119492__1.119492	310298__B3JQL6__BACCOP_04252
ERR1913293.119834__1.119834	1897011__A0A1Q6RJU8__BHW41_00020
ERR1913293.120219__1.120219	1262917__R5AXP5__BN456_02173
ERR1913293.120333__1.120333	1262917__R5AS64__BN456_00169
ERR1913293.120401__1.120401	33039__A0A173VTT4__frdB_1
ERR1913293.120428__1.120428	1897011__A0A1Q6RG85__BHW41_02670
ERR1913293.120473__1.120473	853__A0A2J4JL53__CRH10_10795
ERR1913293.120746__1.120746	1897011__A0A1Q6RF49__BHW41_03110
ERR1913293.120806__1.120806	45851__D4S141__BHV86_05760
ERR1913293.120911__1.120911	1262929__R6F4F7__BN691_01167
ERR1913293.121085__1.121085	387090__S0F587__BACCOPRO_00096
ERR1913293.121705__1.121705	1262917__R5AIW0__BN456_01592
ERR1913293.122030__1.122030	1262917__R5B074__BN456_00067
ERR1913293.122252__1.122252	1262917__R5AQ15__BN456_01259
ERR1913293.122395__1.122395	820__A0A139KHX1__HMPREF2141_00289
ERR1913293.122360__1.122360	1262917__R5APN9__BN456_02126
ERR1913293.122646__1.122646	1262992__R5DCV6__BN795_00412
ERR1913293.122688__1.122688	39485__A0A174YNW2__cph2_3
ERR1913293.122739__1.122739	165179__D1PB89__DXC61_08425
ERR1913293.122890__1.122890	1150298__A0A173YHI7__ERS852406_00466
ERR1913293.123095__1.123095	1262911__R6H2J2__BN557_01228
ERR1913293.123433__1.123433	1262911__R6GZ01__BN557_00641
ERR1913293.123911__1.123911	1262917__R5B074__BN456_00067
ERR1913293.123830__1.123830	1262917__R5AVX2__BN456_01103
ERR1913293.124096__1.124096	820__E5VA63__DXC80_01025
ERR1913293.124376__1.124376	1262917__R5ANP2__BN456_01221
ERR1913293.124482__1.124482	40518__R5E426__DXD93_04485
ERR1913293.124557__1.124557	820__A0A374Q854__HMPREF1073_03281
ERR1913293.124632__1.124632	820__R9HP61__DXC91_01090
ERR1913293.124521__1.124521	28117__B0MUL5__ALIPUT_00722
ERR1913293.125014__1.125014	239935__A0A2N8IRL2__CXU06_01170
ERR1913293.125260__1.125260	1262917__R5AJ42__BN456_01672
ERR1913293.125316__1.125316	1465754__A0A1H3X9W5__SAMN05444145_101153
ERR1913293.125701__1.125701	572010__nrdD
ERR1913293.125936__1.125936	820__A0A139JV05__B5G17_18125
ERR1913293.126104__1.126104	1262917__R5AP58__BN456_01384
